energy_ev,total_up,Co_p_up,Co_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.81390695,4.26410322,1.28225012,0.46187919,2.23048806,0.82800097,0.00370695,0.96359519,0.00870984,1.83508384
-5.80790395,4.18011754,1.26539197,0.45025136,2.17310273,0.80873597,0.00357124,0.94529927,0.00865370,1.80516012
-5.80190095,4.09698565,1.24759450,0.43944502,2.11526432,0.78949164,0.00342781,0.92678771,0.00864546,1.77559058
-5.79589795,4.01540596,1.22886310,0.42954983,2.05769030,0.77041103,0.00327809,0.90831434,0.00868556,1.74654913
-5.78989495,3.93599570,1.20920096,0.42063957,2.00104336,0.75162371,0.00312360,0.89012066,0.00877334,1.71817626
-5.78389195,3.85929124,1.18861507,0.41277077,1.94592775,0.73324652,0.00296598,0.87243478,0.00890696,1.69058040
-5.77788894,3.78575161,1.16712222,0.40598211,1.89288763,0.71538460,0.00280685,0.85547077,0.00908330,1.66384085
-5.77188594,3.71576444,1.14475473,0.40029453,1.84240693,0.69813284,0.00264786,0.83942821,0.00929802,1.63801216
-5.76588294,3.64965392,1.12156572,0.39571210,1.79491036,0.68157715,0.00249059,0.82449166,0.00954554,1.61312961
-5.75987994,3.58768998,1.09763353,0.39222360,1.75076522,0.66579589,0.00233655,0.81083012,0.00981921,1.58921566
-5.75387694,3.53009809,1.07306508,0.38980477,1.71028361,0.65086093,0.00218711,0.79859612,0.01011139,1.56628696
-5.74787394,3.47706895,1.04799811,0.38842101,1.67372477,0.63683855,0.00204351,0.78792454,0.01041370,1.54436155
-5.74187094,3.42876754,1.02260196,0.38803058,1.64129730,0.62378986,0.00190682,0.77893102,0.01071725,1.52346586
-5.73586793,3.38534094,0.99707715,0.38858794,1.61316115,0.61177094,0.00177795,0.77171015,0.01101286,1.50364125
-5.72986493,3.34692461,0.97165349,0.39004714,1.58942928,0.60083244,0.00165761,0.76633329,0.01129140,1.48494960
-5.72386193,3.31364683,0.94658691,0.39236507,1.57016898,0.59101900,0.00154633,0.76284645,0.01154404,1.46747769
-5.71785893,3.28563109,0.92215519,0.39550441,1.55540289,0.58236820,0.00144450,0.76126810,0.01176256,1.45134021
-5.71185593,3.26299657,0.89865252,0.39943610,1.54510989,0.57490942,0.00135231,0.76158735,0.01193959,1.43668111
-5.70585293,3.24585671,0.87638344,0.40414120,1.53922578,0.56866255,0.00126983,0.76376251,0.01206882,1.42367312
-5.69984992,3.23431605,0.85565595,0.40961209,1.53764408,0.56363673,0.00119700,0.76772026,0.01214528,1.41251565
-5.69384692,3.22846571,0.83677435,0.41585290,1.54021680,0.55982918,0.00113366,0.77335559,0.01216539,1.40343084
-5.68784392,3.22837773,0.82003188,0.42287924,1.54675550,0.55722422,0.00107958,0.78053260,0.01212711,1.39665808
-5.68184092,3.23409865,0.80570336,0.43071721,1.55703241,0.55579264,0.00103448,0.78908606,0.01202996,1.39244712
-5.67583792,3.24564277,0.79403811,0.43940179,1.57078184,0.55549132,0.00099803,0.79882398,0.01187503,1.39105006
-5.66983492,3.26298526,0.78525332,0.44897463,1.58770177,0.55626328,0.00096990,0.80953084,0.01166488,1.39271260
-5.66383192,3.28605564,0.77952795,0.45948159,1.60745558,0.55803801,0.00094977,0.82097148,0.01140345,1.39766475
-5.65782891,3.31473169,0.77699748,0.47096985,1.62967390,0.56073223,0.00093733,0.83289557,0.01109587,1.40611153
-5.65182591,3.34883422,0.77774939,0.48348506,1.65395661,0.56425085,0.00093231,0.84504224,0.01074836,1.41822395
-5.64582291,3.38812277,0.78181968,0.49706843,1.67987494,0.56848827,0.00093445,0.85714492,0.01036792,1.43413059
-5.63981991,3.43229245,0.78919044,0.51175402,1.70697371,0.57332973,0.00094354,0.86893603,0.00996219,1.45391017
-5.63381691,3.48097195,0.79978833,0.52756628,1.73477378,0.57865287,0.00095938,0.88015147,0.00953922,1.47758530
-5.62781391,3.53372290,0.81348438,0.54451794,1.76277484,0.58432930,0.00098179,0.89053464,0.00910721,1.50511764
-5.62181091,3.59004053,0.83009472,0.56260825,1.79045859,0.59022614,0.00101058,0.89984008,0.00867440,1.53640465
-5.61580790,3.64935570,0.84938249,0.58182164,1.81729261,0.59620758,0.00104555,0.90783647,0.00824881,1.57127791
-5.60980490,3.71103834,0.87106084,0.60212678,1.84273488,0.60213632,0.00108645,0.91430924,0.00783813,1.60950316
-5.60380190,3.77440218,0.89479694,0.62347596,1.86623927,0.60787502,0.00113297,0.91906259,0.00744959,1.65078186
-5.59779890,3.83871085,0.92021705,0.64580475,1.88726193,0.61328758,0.00118473,0.92192115,0.00708983,1.69475433
-5.59179590,3.90318529,0.94691242,0.66903196,1.90526874,0.61824053,0.00124126,0.92273134,0.00676486,1.74100425
-5.58579290,3.96701232,0.97444617,0.69305972,1.91974380,0.62260430,0.00130194,0.92136248,0.00647994,1.78906442
-5.57978989,4.02935448,1.00236082,0.71777374,1.93019875,0.62625454,0.00136606,0.91770778,0.00623961,1.83842354
-5.57378689,4.08936076,1.03018652,0.74304363,1.93618277,0.62907353,0.00143277,0.91168530,0.00604756,1.88853396
-5.56778389,4.14617835,1.05744970,0.76872338,1.93729305,0.63095157,0.00150109,0.90323890,0.00590668,1.93882006
-5.56178089,4.19896508,1.08368214,0.79465186,1.93318521,0.63178851,0.00156991,0.89233913,0.00581900,1.98868729
-5.55577789,4.24690230,1.10843006,0.82065355,1.92358339,0.63149523,0.00163802,0.87898415,0.00578566,2.03753151
-5.54977489,4.28920814,1.13126332,0.84653944,1.90828952,0.62999525,0.00170414,0.86320056,0.00580690,2.08474863
-5.54377189,4.32515075,1.15178413,0.87210817,1.88719116,0.62722624,0.00176691,0.84504397,0.00588205,2.12974431
-5.53776888,4.35406115,1.16963543,0.89714761,1.86026768,0.62314145,0.00182498,0.82459937,0.00600948,2.17194371
-5.53176588,4.37534564,1.18450836,0.92143682,1.82759417,0.61771104,0.00187699,0.80198098,0.00618658,2.21080091
-5.52576288,4.38849711,1.19614889,0.94474854,1.78934294,0.61092315,0.00192165,0.77733168,0.00640980,2.24580820
-5.51975988,4.39310528,1.20436308,0.96685221,1.74578221,0.60278468,0.00195778,0.75082171,0.00667461,2.27650472
-5.51375688,4.38886531,1.20902108,0.98751759,1.69727200,0.59332171,0.00198433,0.72264674,0.00697553,2.30248459
-5.50775388,4.37558461,1.21005946,1.00651887,1.64425726,0.58257956,0.00200042,0.69302521,0.00730622,2.32340417
-5.50175088,4.35318764,1.20748189,1.02363932,1.58725827,0.57062229,0.00200540,0.66219490,0.00765949,2.33898841
-5.49574787,4.32171840,1.20135805,1.03867620,1.52685882,0.55753182,0.00199884,0.63040893,0.00802746,2.34903592
-5.48974487,4.28134058,1.19182075,1.05144592,1.46369236,0.54340651,0.00198055,0.59793117,0.00840168,2.35342284
-5.48374187,4.23233507,1.17906137,1.06178915,1.39842672,0.52835931,0.00195062,0.56503117,0.00877330,2.35210502
-5.47773887,4.17509500,1.16332365,1.06957566,1.33174800,0.51251549,0.00190937,0.53197902,0.00913324,2.34511865
-5.47173587,4.11011822,1.14489606,1.07470874,1.26434410,0.49600993,0.00185739,0.49903996,0.00947244,2.33257900
-5.46573287,4.03799718,1.12410294,1.07712871,1.19688862,0.47898427,0.00179546,0.46646925,0.00978209,2.31467727
-5.45972986,3.95940665,1.10129479,1.07681562,1.13002565,0.46158371,0.00172460,0.43450741,0.01005384,2.29167558
-5.45372686,3.87508917,1.07683782,1.07379059,1.06435594,0.44395382,0.00164595,0.40337583,0.01028007,2.26390000
-5.44772386,3.78583878,1.05110343,1.06811589,1.00042495,0.42623728,0.00156079,0.37327318,0.01045409,2.23173182
-5.44172086,3.69248334,1.02445757,1.05989360,0.93871311,0.40857078,0.00147050,0.34437254,0.01057035,2.19559730
-5.43571786,3.59586583,0.99725077,1.04926271,0.87962848,0.39108209,0.00137647,0.31681935,0.01062462,2.15595608
-5.42971486,3.49682534,0.96980890,1.03639501,0.82350208,0.37388743,0.00128011,0.29073031,0.01061408,2.11328870
-5.42371186,3.39617811,0.94242504,1.02148960,0.77058571,0.35708926,0.00118279,0.26619309,0.01053744,2.06808355
-5.41770885,3.29469954,0.91535285,1.00476655,0.72105231,0.34077451,0.00108579,0.24326688,0.01039494,2.02082395
-5.41170585,3.19310759,0.88880154,0.98645981,0.67499870,0.32501325,0.00099030,0.22198372,0.01018833,1.97197563
-5.40570285,3.09204840,0.86293272,0.96680977,0.63245030,0.30985802,0.00089739,0.20235039,0.00992080,1.92197531
-5.39969985,2.99208459,0.83785909,0.94605594,0.59336767,0.29534363,0.00080796,0.18435089,0.00959684,1.87122086
-5.39369685,2.89368690,0.81364517,0.92442995,0.55765440,0.28148758,0.00072279,0.16794922,0.00922209,1.82006341
-5.38769385,2.79722938,0.79030974,0.90214942,0.52516599,0.26829096,0.00064247,0.15309241,0.00880312,1.76880191
-5.38169085,2.70298860,0.76783023,0.87941283,0.49571942,0.25573995,0.00056745,0.13971372,0.00834719,1.71768022
-5.37568784,2.61114669,0.74614842,0.85639574,0.46910278,0.24380764,0.00049803,0.12773566,0.00786204,1.66688698
-5.36968484,2.52179819,0.72517749,0.83324850,0.44508493,0.23245630,0.00043436,0.11707305,0.00735565,1.61655821
-5.36368184,2.43496042,0.70480995,0.81009543,0.42342459,0.22163992,0.00037646,0.10763573,0.00683594,1.56678236
-5.35767884,2.35058664,0.68492610,0.78703547,0.40387870,0.21130689,0.00032426,0.09933105,0.00631062,1.51760757
-5.35167584,2.26858145,0.66540264,0.76414428,0.38620986,0.20140278,0.00027758,0.09206599,0.00578695,1.46905062
-5.34567284,2.18881759,0.64612098,0.74147726,0.37019254,0.19187305,0.00023617,0.08574897,0.00527160,1.42110711
-5.33966983,2.11115314,0.62697500,0.71907364,0.35561809,0.18266562,0.00019972,0.08029120,0.00477049,1.37376212
-5.33366683,2.03544834,0.60787782,0.69696090,0.34229851,0.17373321,0.00016788,0.07560783,0.00428870,1.32700084
-5.32766383,1.96158107,0.58876734,0.67515949,0.33006877,0.16503532,0.00014028,0.07161862,0.00383045,1.28081843
-5.32166083,1.88946019,0.56961033,0.65368738,0.31878808,0.15653976,0.00011652,0.06824843,0.00339903,1.23522879
-5.31565783,1.81903631,0.55040503,0.63256419,0.30833996,0.14822382,0.00009621,0.06542739,0.00299686,1.19027141
-5.30965483,1.75030931,0.53118201,0.61181469,0.29863131,0.14007484,0.00007898,0.06309097,0.00262547,1.14601643
-5.30365183,1.68333257,0.51200366,0.59147142,0.28959084,0.13209033,0.00006446,0.06117982,0.00228564,1.10256736
-5.29764882,1.61821386,0.49296204,0.57157647,0.28116673,0.12427766,0.00005231,0.05963957,0.00197741,1.06006160
-5.29164582,1.55511305,0.47417563,0.55218228,0.27332406,0.11665324,0.00004221,0.05842058,0.00170024,1.01866887
-5.28564282,1.49423707,0.45578497,0.53335157,0.26604198,0.10924139,0.00003386,0.05747765,0.00145305,0.97858773
-5.27963982,1.43583263,0.43794759,0.51515656,0.25931088,0.10207285,0.00002701,0.05676978,0.00123437,0.94004053
-5.27363682,1.38017720,0.42083252,0.49767746,0.25312971,0.09518313,0.00002143,0.05626001,0.00104244,0.90326719
-5.26763382,1.32756911,0.40461452,0.48100065,0.24750358,0.08861072,0.00001690,0.05591524,0.00087525,0.86851832
-5.26163082,1.27831713,0.38946854,0.46521648,0.24244174,0.08239526,0.00001326,0.05570617,0.00073069,0.83604793
-5.25562781,1.23273031,0.37556433,0.45041706,0.23795585,0.07657574,0.00001034,0.05560727,0.00060660,0.80610624
-5.24962481,1.19110837,0.36306173,0.43669405,0.23405875,0.07118890,0.00000802,0.05559680,0.00050083,0.77893298
-5.24362181,1.15373316,0.35210641,0.42413662,0.23076354,0.06626768,0.00000619,0.05565684,0.00041127,0.75475121
-5.23761881,1.12086122,0.34282644,0.41282961,0.22808301,0.06184005,0.00000475,0.05577327,0.00033596,0.73376207
-5.23161581,1.09271769,0.33532953,0.40285198,0.22602920,0.05792802,0.00000362,0.05593582,0.00027302,0.71614031
-5.22561281,1.06949127,0.32970097,0.39427537,0.22461317,0.05454691,0.00000275,0.05613796,0.00022075,0.70203078
-5.21960980,1.05133045,0.32600223,0.38716296,0.22384476,0.05170497,0.00000207,0.05637673,0.00017760,0.69154564
-5.21360680,1.03834040,0.32427012,0.38156833,0.22373227,0.04940319,0.00000155,0.05665250,0.00014220,0.68476228
-5.20760380,1.03058062,0.32451639,0.37753443,0.22428206,0.04763540,0.00000116,0.05696862,0.00011330,0.68172171
-5.20160080,1.02806277,0.32672768,0.37509242,0.22549785,0.04638851,0.00000086,0.05733088,0.00008986,0.68242732
-5.19559780,1.03074882,0.33086579,0.37426049,0.22737993,0.04564299,0.00000063,0.05774695,0.00007094,0.68684379
-5.18959480,1.03854907,0.33686800,0.37504244,0.22992404,0.04537343,0.00000047,0.05822567,0.00005575,0.69489617
-5.18359180,1.05132008,0.34464764,0.37742624,0.23312013,0.04554919,0.00000034,0.05877630,0.00004361,0.70646889
-5.17758879,1.06886260,0.35409468,0.38138234,0.23695088,0.04613510,0.00000025,0.05940769,0.00003396,0.72140485
-5.17158579,1.09091937,0.36507638,0.38686205,0.24139031,0.04709222,0.00000018,0.06012745,0.00002633,0.73950453
-5.16558279,1.11717330,0.37743809,0.39379591,0.24640226,0.04837851,0.00000013,0.06094114,0.00002032,0.76052537
-5.15957979,1.14724599,0.39100418,0.40209223,0.25193912,0.04994958,0.00000009,0.06185154,0.00001562,0.78418133
-5.15357679,1.18069708,0.40557918,0.41163595,0.25794073,0.05175934,0.00000006,0.06285799,0.00001195,0.81014316
-5.14757379,1.21702477,0.42094923,0.42228803,0.26433365,0.05376062,0.00000004,0.06395589,0.00000910,0.83803927
-5.14157079,1.25566781,0.43688388,0.43388534,0.27103088,0.05590576,0.00000003,0.06513632,0.00000690,0.86745770
-5.13556778,1.29600924,0.45313838,0.44624138,0.27793207,0.05814721,0.00000002,0.06638587,0.00000520,0.89794921
-5.12956478,1.33738227,0.46945645,0.45914787,0.28492433,0.06043801,0.00000002,0.06768670,0.00000391,0.92903171
-5.12356178,1.37907837,0.48557364,0.47237716,0.29188359,0.06273234,0.00000001,0.06901674,0.00000292,0.96019623
-5.11755878,1.42035769,0.50122125,0.48568575,0.29867665,0.06498605,0.00000001,0.07035013,0.00000217,0.99091435
-5.11155578,1.46046171,0.51613083,0.49881862,0.30516369,0.06715716,0.00000000,0.07165787,0.00000161,1.02064718
-5.10555278,1.49862794,0.53003912,0.51151446,0.31120142,0.06920637,0.00000000,0.07290860,0.00000118,1.04885560
-5.09954977,1.53410629,0.54269345,0.52351161,0.31664652,0.07109758,0.00000000,0.07406952,0.00000087,1.07501166
-5.09354677,1.56617668,0.55385729,0.53455455,0.32135948,0.07279845,0.00000000,0.07510748,0.00000063,1.09861079
-5.08754377,1.59416722,0.56331595,0.54440068,0.32520858,0.07428081,0.00000000,0.07599003,0.00000046,1.11918430
-5.08154077,1.61747220,0.57088205,0.55282705,0.32807381,0.07552117,0.00000000,0.07668657,0.00000033,1.13631182
-5.07553777,1.63556924,0.57640063,0.55963693,0.32985072,0.07650110,0.00000000,0.07716944,0.00000024,1.14963301
-5.06953477,1.64803461,0.57975357,0.56466568,0.33045386,0.07720754,0.00000000,0.07741490,0.00000017,1.15885809
-5.06353177,1.65455612,0.58086317,0.56778585,0.32981973,0.07763301,0.00000000,0.07740399,0.00000012,1.16377662
-5.05752876,1.65494265,0.57969465,0.56891100,0.32790911,0.07777567,0.00000000,0.07712326,0.00000008,1.16426394
-5.05152576,1.64912994,0.57625728,0.56799826,0.32470857,0.07763926,0.00000000,0.07656527,0.00000006,1.16028499
-5.04552276,1.63718199,0.57060417,0.56504928,0.32023112,0.07723287,0.00000000,0.07572884,0.00000004,1.15189517
-5.03951976,1.61928806,0.56283060,0.56010956,0.31451600,0.07657050,0.00000000,0.07461907,0.00000003,1.13923796
-5.03351676,1.59575509,0.55307084,0.55326616,0.30762747,0.07567055,0.00000000,0.07324716,0.00000002,1.12253954
-5.02751376,1.56699583,0.54149367,0.54464386,0.29965273,0.07455503,0.00000000,0.07162994,0.00000001,1.10210029
-5.02151076,1.53351322,0.52829659,0.53439987,0.29069907,0.07324881,0.00000000,0.06978923,0.00000001,1.07828377
-5.01550775,1.49588169,0.51369922,0.52271753,0.28089030,0.07177857,0.00000000,0.06775098,0.00000001,1.05150344
-5.00950475,1.45472608,0.49793586,0.50979904,0.27036269,0.07017190,0.00000000,0.06554434,0.00000000,1.02220790
-5.00350175,1.41069954,0.48124782,0.49585785,0.25926054,0.06845627,0.00000000,0.06320056,0.00000000,0.99086522
-4.99749875,1.36446107,0.46387571,0.48111085,0.24773163,0.06665802,0.00000000,0.06075193,0.00000000,0.95794718
-4.99149575,1.31665412,0.44605215,0.46577094,0.23592280,0.06480156,0.00000000,0.05823069,0.00000000,0.92391420
-4.98549275,1.26788708,0.42799516,0.45004027,0.22397565,0.06290853,0.00000000,0.05566804,0.00000000,0.88920154
-4.97948974,1.21871655,0.40990255,0.43410440,0.21202288,0.06099730,0.00000000,0.05309320,0.00000000,0.85420757
-4.97348674,1.16963425,0.39194753,0.41812776,0.20018506,0.05908248,0.00000000,0.05053275,0.00000000,0.81928450
-4.96748374,1.12105784,0.37427580,0.40225047,0.18856823,0.05717481,0.00000000,0.04800997,0.00000000,0.78473189
-4.96148074,1.07332610,0.35700396,0.38658670,0.17726218,0.05528115,0.00000000,0.04554453,0.00000000,0.75079319
-4.95547774,1.02669827,0.34021952,0.37122444,0.16633958,0.05340469,0.00000000,0.04315227,0.00000000,0.71765528
-4.94947474,0.98135736,0.32398217,0.35622669,0.15585592,0.05154541,0.00000000,0.04084524,0.00000000,0.68545068
-4.94347174,0.93741694,0.30832627,0.34163385,0.14585007,0.04970058,0.00000000,0.03863186,0.00000000,0.65426235
-4.93746873,0.89493071,0.29326426,0.32746700,0.13634556,0.04786551,0.00000000,0.03651726,0.00000000,0.62413032
-4.93146573,0.85390393,0.27879081,0.31373186,0.12735230,0.04603425,0.00000000,0.03450370,0.00000000,0.59505974
-4.92546273,0.81430603,0.26488729,0.30042311,0.11886862,0.04420035,0.00000000,0.03259110,0.00000000,0.56702974
-4.91945973,0.77608335,0.25152633,0.28752866,0.11088362,0.04235766,0.00000000,0.03077756,0.00000000,0.54000239
-4.91345673,0.73917119,0.23867615,0.27503366,0.10337943,0.04050096,0.00000000,0.02905991,0.00000000,0.51393121
-4.90745373,0.70350450,0.22630452,0.26292401,0.09633356,0.03862653,0.00000000,0.02743422,0.00000000,0.48876879
-4.90145073,0.66902660,0.21438195,0.25118907,0.08972088,0.03673263,0.00000000,0.02589626,0.00000000,0.46447293
-4.89544772,0.63569551,0.20288412,0.23982353,0.08351545,0.03481972,0.00000000,0.02444179,0.00000000,0.44101125
-4.88944472,0.60348768,0.19179350,0.22882832,0.07769195,0.03289067,0.00000000,0.02306693,0.00000000,0.41836397
-4.88344172,0.57239925,0.18110003,0.21821071,0.07222672,0.03095064,0.00000000,0.02176821,0.00000000,0.39652485
-4.87743872,0.54244482,0.17080096,0.20798340,0.06709846,0.02900697,0.00000000,0.02054271,0.00000000,0.37550055
-4.87143572,0.51365422,0.16090006,0.19816309,0.06228849,0.02706885,0.00000000,0.01938799,0.00000000,0.35530847
-4.86543272,0.48606775,0.15140613,0.18876845,0.05778081,0.02514691,0.00000000,0.01830205,0.00000000,0.33597355
-4.85942971,0.45973028,0.14233122,0.17981780,0.05356181,0.02325277,0.00000000,0.01728312,0.00000000,0.31752425
-4.85342671,0.43468500,0.13368859,0.17132672,0.04961980,0.02139853,0.00000000,0.01632952,0.00000000,0.29998831
-4.84742371,0.41096723,0.12549061,0.16330585,0.04594445,0.01959623,0.00000000,0.01543947,0.00000000,0.28338841
-4.84142071,0.38859887,0.11774687,0.15575889,0.04252622,0.01785742,0.00000000,0.01461091,0.00000000,0.26773838
-4.83541771,0.36758388,0.11046251,0.14868117,0.03935571,0.01619269,0.00000000,0.01384136,0.00000000,0.25304004
-4.82941471,0.34790522,0.10363698,0.14205882,0.03642317,0.01461130,0.00000001,0.01312782,0.00000000,0.23928100
-4.82341171,0.32952323,0.09726324,0.13586850,0.03371810,0.01312095,0.00000001,0.01246671,0.00000000,0.22643353
-4.81740870,0.31237576,0.09132749,0.13007786,0.03122898,0.01172757,0.00000001,0.01185387,0.00000000,0.21445455
-4.81140570,0.29637980,0.08580937,0.12464657,0.02894315,0.01043526,0.00000002,0.01128463,0.00000000,0.20328665
-4.80540270,0.28143455,0.08068259,0.11952794,0.02684685,0.00924627,0.00000003,0.01075390,0.00000000,0.19286020
-4.79939970,0.26742558,0.07591598,0.11467085,0.02492541,0.00816115,0.00000004,0.01025631,0.00000000,0.18309604
-4.79339670,0.25422985,0.07147477,0.11002206,0.02316351,0.00717889,0.00000006,0.00978639,0.00000000,0.17390892
-4.78739370,0.24172117,0.06732208,0.10552855,0.02154554,0.00629718,0.00000008,0.00933877,0.00000000,0.16521116
-4.78139070,0.22977572,0.06342050,0.10113988,0.02005604,0.00551270,0.00000012,0.00890832,0.00000000,0.15691635
-4.77538769,0.21827731,0.05973354,0.09681038,0.01868015,0.00482145,0.00000017,0.00849036,0.00000000,0.14894293
-4.76938469,0.20712213,0.05622711,0.09250095,0.01740398,0.00421910,0.00000023,0.00808083,0.00000000,0.14121730
-4.76338169,0.19622260,0.05287061,0.08818058,0.01621505,0.00370138,0.00000032,0.00767636,0.00000001,0.13367647
-4.75737869,0.18551033,0.04963792,0.08382732,0.01510257,0.00326444,0.00000045,0.00727440,0.00000001,0.12626990
-4.75137569,0.17493789,0.04650797,0.07942878,0.01405777,0.00290522,0.00000061,0.00687324,0.00000001,0.11896069
-4.74537269,0.16447959,0.04346508,0.07498215,0.01307399,0.00262184,0.00000083,0.00647201,0.00000001,0.11172590
-4.73936968,0.15413116,0.04049899,0.07049371,0.01214687,0.00241396,0.00000113,0.00607066,0.00000002,0.10455627
-4.73336668,0.14390851,0.03760453,0.06597802,0.01127432,0.00228314,0.00000152,0.00566985,0.00000002,0.09745515
-4.72736368,0.13384571,0.03478118,0.06145668,0.01045652,0.00223320,0.00000202,0.00527089,0.00000003,0.09043692
-4.72136068,0.12399244,0.03203238,0.05695690,0.00969583,0.00227055,0.00000268,0.00487560,0.00000004,0.08352507
-4.71535768,0.11441098,0.02936470,0.05250995,0.00899667,0.00240452,0.00000352,0.00448613,0.00000006,0.07674989
-4.70935468,0.10517313,0.02678700,0.04814949,0.00836539,0.00264769,0.00000459,0.00410488,0.00000007,0.07014615
-4.70335168,0.09635706,0.02430950,0.04391004,0.00781011,0.00301613,0.00000595,0.00373435,0.00000009,0.06375070
-4.69734867,0.08804439,0.02194298,0.03982546,0.00734053,0.00352967,0.00000766,0.00337696,0.00000012,0.05760030
-4.69134567,0.08031752,0.01969797,0.03592769,0.00696782,0.00421204,0.00000978,0.00303499,0.00000015,0.05172960
-4.68534267,0.07325741,0.01758412,0.03224568,0.00670445,0.00509101,0.00001240,0.00271046,0.00000020,0.04616952
-4.67933967,0.06694169,0.01560964,0.02880457,0.00656401,0.00619835,0.00001561,0.00240507,0.00000025,0.04094592
-4.67333667,0.06144324,0.01378096,0.02562513,0.00656103,0.00756964,0.00001952,0.00212012,0.00000031,0.03607872
-4.66733367,0.05682910,0.01210240,0.02272346,0.00671083,0.00924405,0.00002422,0.00185652,0.00000038,0.03158137
-4.66133067,0.05315974,0.01057617,0.02011087,0.00702927,0.01126371,0.00002984,0.00161477,0.00000047,0.02746068
-4.65532766,0.05048847,0.00920229,0.01779402,0.00753246,0.01367309,0.00003650,0.00139496,0.00000058,0.02371699
-4.64932466,0.04886101,0.00797872,0.01577518,0.00823646,0.01651794,0.00004432,0.00119682,0.00000070,0.02034460
-4.64332166,0.04831507,0.00690159,0.01405258,0.00915684,0.01984413,0.00005344,0.00101974,0.00000085,0.01733239
