energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.86793397,2.60130979,0.56520562,0.24501438,0.00178561,0.45689557,1.05982822,1.14878743,0.00508295,0.65198288
-5.86193097,2.51437437,0.55638974,0.23994503,0.00184223,0.43712115,1.01518987,1.10606131,0.00475249,0.64135634
-5.85592796,2.42804456,0.54664263,0.23446241,0.00189187,0.41830438,0.97199373,1.06408268,0.00444177,0.62914833
-5.84992496,2.34315255,0.53601709,0.22860200,0.00193344,0.40065756,0.93048427,1.02333106,0.00415438,0.61542673
-5.84392196,2.26056926,0.52459910,0.22241276,0.00196598,0.38438078,0.89089182,0.98429182,0.00389365,0.60030703
-5.83791896,2.18120223,0.51250879,0.21595745,0.00198870,0.36966184,0.85343727,0.94745336,0.00366273,0.58395038
-5.83191596,2.10599111,0.49990031,0.20931254,0.00200104,0.35667621,0.81833633,0.91330354,0.00346466,0.56656018
-5.82591296,2.03590010,0.48696034,0.20256757,0.00200266,0.34558678,0.78580284,0.88232514,0.00330239,0.54837708
-5.81990995,1.97190657,0.47390542,0.19582398,0.00199348,0.33654319,0.75605071,0.85498996,0.00317887,0.52967278
-5.81390695,1.91498583,0.46097789,0.18919334,0.00197368,0.32968054,0.72929410,0.83175166,0.00309710,0.51074259
-5.80790395,1.86609212,0.44844068,0.18279516,0.00194370,0.32511747,0.70574570,0.81303707,0.00306011,0.49189713
-5.80190095,1.82613602,0.43657102,0.17675410,0.00190421,0.32295355,0.68561308,0.79923641,0.00307103,0.47345344
-5.79589795,1.79595916,0.42565339,0.17119694,0.00185612,0.32326603,0.66909321,0.79069252,0.00313304,0.45572575
-5.78989495,1.77630713,0.41597172,0.16624913,0.00180050,0.32610614,0.65636543,0.78768952,0.00324932,0.43901640
-5.78389195,1.76780162,0.40780145,0.16203132,0.00173859,0.33149514,0.64758319,0.79044140,0.00342299,0.42360708
-5.77788894,1.77091312,0.40140144,0.15865568,0.00167175,0.33942028,0.64286512,0.79908113,0.00365699,0.40975085
-5.77188594,1.78593557,0.39700623,0.15622247,0.00160136,0.34983109,0.64228592,0.81365072,0.00395400,0.39766506
-5.76588294,1.81296410,0.39481883,0.15481664,0.00152885,0.36263618,0.64586763,0.83409293,0.00431620,0.38752555
-5.75987994,1.85187720,0.39500433,0.15450481,0.00145559,0.37770092,0.65357186,0.86024505,0.00474520,0.37946218
-5.75387694,1.90232436,0.39768452,0.15533272,0.00138290,0.39484618,0.66529349,0.89183524,0.00524176,0.37355589
-5.74787394,1.96371992,0.40293377,0.15732302,0.00131197,0.41384850,0.68085632,0.92848183,0.00580569,0.36983729
-5.74187094,2.03524387,0.41077613,0.16047374,0.00124384,0.43444159,0.70001096,0.96969567,0.00643563,0.36828670
-5.73586793,2.11584983,0.42118399,0.16475735,0.00117940,0.45631955,0.72243536,1.01488584,0.00712886,0.36883578
-5.72986493,2.20428022,0.43407806,0.17012048,0.00111933,0.47914153,0.74773788,1.06336853,0.00788122,0.37137044
-5.72386193,2.29908851,0.44932885,0.17648431,0.00106413,0.50253798,0.77546318,1.11437908,0.00868700,0.37573493
-5.71785893,2.39866784,0.46675950,0.18374572,0.00101410,0.52611821,0.80510054,1.16708679,0.00953883,0.38173708
-5.71185593,2.50128537,0.48614995,0.19177906,0.00096936,0.54947899,0.83609462,1.22061221,0.01042776,0.38915423
-5.70585293,2.60512134,0.50724227,0.20043864,0.00092986,0.57221414,0.86785810,1.27404636,0.01134326,0.39773996
-5.69984992,2.70831174,0.52974702,0.20956183,0.00089539,0.59392444,0.89978595,1.32647143,0.01227338,0.40723115
-5.69384692,2.80899318,0.55335058,0.21897276,0.00086561,0.61422782,0.93127074,1.37698219,0.01320493,0.41735536
-5.68784392,2.90534883,0.57772305,0.22848645,0.00084010,0.63276925,0.96171847,1.42470763,0.01412372,0.42783820
-5.68184092,2.99565379,0.60252685,0.23791342,0.00081835,0.64923003,0.99056439,1.46883212,0.01501491,0.43841063
-5.67583792,3.07831865,0.62742542,0.24706448,0.00079981,0.66333620,1.01728819,1.50861538,0.01586335,0.44881586
-5.66983492,3.15192980,0.65209211,0.25575580,0.00078393,0.67486560,1.04142805,1.54341079,0.01665395,0.45881591
-5.66383192,3.21528528,0.67621883,0.26381379,0.00077015,0.68365355,1.06259304,1.57268127,0.01737216,0.46819739
-5.65782891,3.26742494,0.69952420,0.27108001,0.00075797,0.68959669,1.08047334,1.59601244,0.01800436,0.47677661
-5.65182591,3.30765391,0.72176107,0.27741560,0.00074693,0.69265508,1.09484803,1.61312244,0.01853827,0.48440373
-5.64582291,3.33555854,0.74272288,0.28270529,0.00073664,0.69285232,1.10559003,1.62386813,0.01896338,0.49096589
-5.63981991,3.35101420,0.76224892,0.28686073,0.00072679,0.69027378,1.11266795,1.62824739,0.01927123,0.49638921
-5.63381691,3.35418456,0.78022789,0.28982300,0.00071714,0.68506303,1.11614493,1.62639748,0.01945575,0.50063958
-5.62781391,3.34551212,0.79659984,0.29156425,0.00070757,0.67741646,1.11617423,1.61858925,0.01951342,0.50372216
-5.62181091,3.32570034,0.81135620,0.29208827,0.00069802,0.66757648,1.11299191,1.60521748,0.01944340,0.50567964
-5.61580790,3.29568755,0.82453782,0.29143008,0.00068849,0.65582340,1.10690668,1.58678748,0.01924756,0.50658922
-5.60980490,3.25661364,0.83623097,0.28965433,0.00067906,0.64246627,1.09828735,1.56389834,0.01893039,0.50655841
-5.60380190,3.20978044,0.84656155,0.28685284,0.00066988,0.62783311,1.08754829,1.53722336,0.01849890,0.50571976
-5.59779890,3.15660697,0.85568742,0.28314102,0.00066109,0.61226075,1.07513341,1.50748824,0.01796231,0.50422468
-5.59179590,3.09858134,0.86378931,0.27865356,0.00065290,0.59608461,1.06149934,1.47544772,0.01733179,0.50223660
-5.58579290,3.03721075,0.87106066,0.27353949,0.00064549,0.57962892,1.04709830,1.44186153,0.01662007,0.49992363
-5.57978989,2.97397147,0.87769668,0.26795664,0.00063904,0.56319746,1.03236152,1.40747036,0.01584105,0.49745113
-5.57378689,2.91026073,0.88388325,0.26206599,0.00063370,0.54706538,1.01768365,1.37297294,0.01500933,0.49497436
-5.56778389,2.84735216,0.88978613,0.25602593,0.00062960,0.53147208,1.00340898,1.33900477,0.01413982,0.49263154
-5.56178089,2.78635664,0.89554098,0.24998673,0.00062679,0.51661567,0.98981978,1.30611959,0.01324727,0.49053778
-5.55577789,2.72818984,0.90124472,0.24408545,0.00062529,0.50264890,0.97712742,1.27477400,0.01234592,0.48877978
-5.54977489,2.67354780,0.90694864,0.23844144,0.00062506,0.48967680,0.96546647,1.24531603,0.01144912,0.48741197
-5.54377189,2.62289135,0.91265365,0.23315272,0.00062598,0.47775604,0.95489200,1.21797793,0.01056900,0.48645390
-5.53776888,2.57643982,0.91830794,0.22829318,0.00062788,0.46689598,0.94538017,1.19287339,0.00971633,0.48588914
-5.53176588,2.53417417,0.92380710,0.22391083,0.00063055,0.45706128,0.93683196,1.16999942,0.00890025,0.48566581
-5.52576288,2.49584928,0.92899690,0.22002716,0.00063372,0.44817598,0.92907985,1.14924246,0.00812822,0.48569852
-5.51975988,2.46101450,0.93367845,0.21663747,0.00063707,0.44012875,0.92189709,1.13038858,0.00740599,0.48587176
-5.51375688,2.42904164,0.93761563,0.21371223,0.00064027,0.43277923,0.91500912,1.11313728,0.00673761,0.48604458
-5.50775388,2.39915893,0.94054440,0.21119942,0.00064298,0.42596501,0.90810655,1.09711808,0.00612553,0.48605633
-5.50175088,2.37048952,0.94218361,0.20902755,0.00064484,0.41950906,0.90085919,1.08190934,0.00557071,0.48573311
-5.49574787,2.34209266,0.94224684,0.20710943,0.00064553,0.41322739,0.89293048,1.06705832,0.00507285,0.48489484
-5.48974487,2.31300606,0.94045477,0.20534635,0.00064471,0.40693646,0.88399175,1.05210182,0.00463051,0.48336254
-5.48374187,2.28228754,0.93654742,0.20363259,0.00064213,0.40046028,0.87373569,1.03658636,0.00424137,0.48096548
-5.47773887,2.24905446,0.93029596,0.20186000,0.00063753,0.39363688,0.86188872,1.02008729,0.00390245,0.47754810
-5.47173587,2.21251944,0.92151349,0.19992251,0.00063074,0.38632396,0.84822154,1.00222597,0.00361033,0.47297622
-5.46573287,2.17202118,0.91006427,0.19772045,0.00062163,0.37840352,0.83255782,0.98268457,0.00336135,0.46714246
-5.45972986,2.12704937,0.89587129,0.19516435,0.00061014,0.36978553,0.81478063,0.96121786,0.00315180,0.45997070
-5.45372686,2.07726301,0.87892164,0.19217831,0.00059627,0.36041032,0.79483649,0.93766178,0.00297812,0.45141930
-5.44772386,2.02250172,0.85926963,0.18870263,0.00058006,0.35024990,0.77273713,0.91193858,0.00283699,0.44148311
-5.44172086,1.96278998,0.83703754,0.18469585,0.00056165,0.33930808,0.74855878,0.88405839,0.00272550,0.43019421
-5.43571786,1.89833427,0.81241396,0.18013585,0.00054119,0.32761949,0.72243933,0.85411750,0.00264119,0.41762129
-5.42971486,1.82951372,0.78564976,0.17502030,0.00051890,0.31524763,0.69457350,0.82229338,0.00258208,0.40386783
-5.42371186,1.75686471,0.75705193,0.16936631,0.00049504,0.30228198,0.66520618,0.78883689,0.00254673,0.38906907
-5.41770885,1.68106026,0.72697542,0.16320932,0.00046989,0.28883435,0.63462435,0.75406204,0.00253420,0.37338798
-5.41170585,1.60288520,0.69581329,0.15660137,0.00044376,0.27503460,0.60314786,0.71833383,0.00254398,0.35701033
-5.40570285,1.52320803,0.66398563,0.14960883,0.00041697,0.26102597,0.57111943,0.68205461,0.00257595,0.34013898
-5.39969985,1.44295076,0.63192739,0.14230966,0.00038984,0.24696002,0.53889418,0.64564962,0.00263025,0.32298780
-5.39369685,1.36305769,0.60007585,0.13479035,0.00036270,0.23299158,0.50682914,0.60955221,0.00270721,0.30577523
-5.38769385,1.28446444,0.56885794,0.12714272,0.00033584,0.21927363,0.47527297,0.57418925,0.00280718,0.28871773
-5.38169085,1.20806814,0.53867794,0.11946059,0.00030958,0.20595253,0.44455632,0.53996739,0.00293043,0.27202357
-5.37568784,1.13470001,0.50990604,0.11183663,0.00028417,0.19316352,0.41498301,0.50726041,0.00307704,0.25588682
-5.36968484,1.06510102,0.48286809,0.10435933,0.00025987,0.18102679,0.38682243,0.47639831,0.00324670,0.24048208
-5.36368184,0.99990160,0.45783702,0.09711037,0.00023690,0.16964419,0.36030324,0.44765832,0.00343871,0.22595991
-5.35767884,0.93960593,0.43502611,0.09016230,0.00021544,0.15909663,0.33560867,0.42125812,0.00365177,0.21244327
-5.35167584,0.88458123,0.41458456,0.08357674,0.00019568,0.14944233,0.31287343,0.39735148,0.00388402,0.20002490
-5.34567284,0.83505241,0.39659525,0.07740314,0.00017774,0.14071586,0.29218233,0.37602645,0.00413292,0.18876594
-5.33966983,0.79110198,0.38107513,0.07167800,0.00016175,0.13292810,0.27357066,0.35730593,0.00439528,0.17869565
-5.33366683,0.75267525,0.36797785,0.06642468,0.00014780,0.12606701,0.25702619,0.34115066,0.00466727,0.16981229
-5.32766383,0.71959032,0.35719880,0.06165372,0.00013599,0.12009913,0.24249268,0.32746449,0.00494448,0.16208509
-5.32166083,0.69155242,0.34858220,0.05736359,0.00012639,0.11497191,0.22987477,0.31610147,0.00522199,0.15545722
-5.31565783,0.66817195,0.34193000,0.05354187,0.00011909,0.11061654,0.21904404,0.30687461,0.00549452,0.14984959
-5.30965483,0.64898525,0.33701211,0.05016677,0.00011415,0.10695126,0.20984585,0.29956588,0.00575657,0.14516532
-5.30365183,0.63347735,0.33357767,0.04720888,0.00011166,0.10388510,0.20210681,0.29393692,0.00600253,0.14129466
-5.29764882,0.62110560,0.33136676,0.04463305,0.00011172,0.10132165,0.19564249,0.28974012,0.00622694,0.13812024
-5.29164582,0.61132320,0.33012198,0.04240032,0.00011443,0.09916294,0.19026506,0.28672959,0.00642458,0.13552217
-5.28564282,0.60360166,0.32959951,0.04046989,0.00011992,0.09731313,0.18579055,0.28467145,0.00659074,0.13338315
-5.27963982,0.59745126,0.32957913,0.03880090,0.00012832,0.09568192,0.18204549,0.28335318,0.00672129,0.13159297
-5.27363682,0.59243866,0.32987263,0.03735409,0.00013979,0.09418754,0.17887253,0.28259158,0.00681291,0.13005252
-5.26763382,0.58820104,0.33033037,0.03609315,0.00015448,0.09275914,0.17613501,0.28223898,0.00686315,0.12867704
-5.26163082,0.58445629,0.33084571,0.03498591,0.00017258,0.09133865,0.17372023,0.28218762,0.00687053,0.12739839
-5.25562781,0.58100880,0.33135706,0.03400512,0.00019424,0.08988187,0.17154131,0.28237196,0.00683463,0.12616654
-5.24962481,0.57775103,0.33184747,0.03312896,0.00021964,0.08835898,0.16953766,0.28276892,0.00675601,0.12494992
-5.24362181,0.57466065,0.33234199,0.03234129,0.00024891,0.08675421,0.16767413,0.28339614,0.00663630,0.12373490
-5.23761881,0.57179387,0.33290279,0.03163154,0.00028218,0.08506503,0.16593879,0.28430832,0.00647803,0.12252444
-5.23161581,0.56927528,0.33362242,0.03099442,0.00031954,0.08330073,0.16433976,0.28559208,0.00628459,0.12133589
-5.22561281,0.56728490,0.33461565,0.03042939,0.00036101,0.08148048,0.16290108,0.28735941,0.00606006,0.12019819
-5.21960980,0.56604331,0.33601020,0.02994000,0.00040657,0.07963117,0.16165794,0.28974026,0.00580910,0.11914872
-5.21360680,0.56579551,0.33793698,0.02953314,0.00045616,0.07778495,0.16065167,0.29287458,0.00553675,0.11822982
-5.20760380,0.56679464,0.34052040,0.02921817,0.00050960,0.07597676,0.15992461,0.29690425,0.00524829,0.11748528
-5.20160080,0.56928614,0.34386912,0.02900623,0.00056668,0.07424195,0.15951522,0.30196520,0.00494901,0.11695709
-5.19559780,0.57349342,0.34806786,0.02890939,0.00062707,0.07261400,0.15945380,0.30818029,0.00464411,0.11668244
-5.18959480,0.57960545,0.35317067,0.02894013,0.00069039,0.07112273,0.15975883,0.31565297,0.00433852,0.11669128
-5.18359180,0.58776697,0.35919591,0.02911073,0.00075618,0.06979272,0.16043440,0.32446222,0.00403676,0.11700451
-5.17758879,0.59807173,0.36612325,0.02943302,0.00082392,0.06864234,0.16146862,0.33465876,0.00374285,0.11763290
-5.17158579,0.61055871,0.37389286,0.02991810,0.00089300,0.06768323,0.16283323,0.34626271,0.00346025,0.11857677
-5.16558279,0.62521161,0.38240663,0.03057637,0.00096279,0.06692030,0.16448437,0.35926262,0.00319179,0.11982645
-5.15957979,0.64196125,0.39153144,0.03141756,0.00103262,0.06635218,0.16636445,0.37361589,0.00293964,0.12136342
-5.15357679,0.66069066,0.40110425,0.03245101,0.00110179,0.06597218,0.16840503,0.38925036,0.00270533,0.12316213
-5.14757379,0.68124226,0.41093866,0.03368588,0.00116963,0.06576954,0.17053049,0.40606698,0.00248980,0.12519225
-5.14157079,0.70342683,0.42083253,0.03513152,0.00123544,0.06573098,0.17266228,0.42394317,0.00229341,0.12742129
-5.13556778,0.72703334,0.43057639,0.03679774,0.00129858,0.06584237,0.17472357,0.44273688,0.00211603,0.12981740
-5.12956478,0.75183926,0.43996200,0.03869509,0.00135844,0.06609051,0.17664389,0.46229090,0.00195709,0.13235209
-5.12356178,0.77762066,0.44879076,0.04083504,0.00141448,0.06646474,0.17836364,0.48243730,0.00181568,0.13500281
-5.11755878,0.80416147,0.45688153,0.04322994,0.00146622,0.06695846,0.17983811,0.50300180,0.00169063,0.13775516
-5.11155578,0.83126156,0.46407747,0.04589297,0.00151325,0.06757031,0.18104084,0.52380788,0.00158059,0.14060449
-5.10555278,0.85874311,0.47025165,0.04883780,0.00155527,0.06830500,0.18196607,0.54468050,0.00148409,0.14355704
-5.09954977,0.88645515,0.47531120,0.05207811,0.00159205,0.06917379,0.18263017,0.56544943,0.00139961,0.14663021
-5.09354677,0.91427604,0.47919982,0.05562690,0.00162344,0.07019442,0.18307204,0.58595199,0.00132568,0.14985221
-5.08754377,0.94211399,0.48189879,0.05949572,0.00164941,0.07139066,0.18335223,0.60603535,0.00126085,0.15326094
-5.08154077,0.96990547,0.48342619,0.06369371,0.00166998,0.07279146,0.18355112,0.62555821,0.00120379,0.15690219
-5.07553777,0.99761203,0.48383479,0.06822653,0.00168527,0.07442962,0.18376600,0.64439202,0.00115330,0.16082725
-5.06953477,1.02521552,0.48320850,0.07309538,0.00169546,0.07634022,0.18410723,0.66242171,0.00110831,0.16509012
-5.06353177,1.05271209,0.48165779,0.07829589,0.00170081,0.07855880,0.18469387,0.67954594,0.00106789,0.16974429
-5.05752876,1.08010548,0.47931413,0.08381722,0.00170160,0.08111937,0.18564864,0.69567692,0.00103127,0.17483943
-5.05152576,1.10739969,0.47632391,0.08964126,0.00169820,0.08405239,0.18709271,0.71073976,0.00099781,0.18041812
-5.04552276,1.13459166,0.47284193,0.09574196,0.00169098,0.08738281,0.18914047,0.72467156,0.00096701,0.18651272
-5.03951976,1.16166411,0.46902487,0.10208507,0.00168033,0.09112826,0.19189442,0.73741997,0.00093847,0.19314253
-5.03351676,1.18857901,0.46502485,0.10862798,0.00166666,0.09529746,0.19544056,0.74894164,0.00091188,0.20031154
-5.02751376,1.21527186,0.46098339,0.11531999,0.00165037,0.09988895,0.19984424,0.75920023,0.00088702,0.20800661
-5.02151076,1.24164705,0.45702597,0.12210285,0.00163185,0.10489017,0.20514683,0.76816439,0.00086371,0.21619644
-5.01550775,1.26757465,0.45325732,0.12891160,0.00161145,0.11027697,0.21136320,0.77580560,0.00084183,0.22483114
-5.00950475,1.29288851,0.44975762,0.13567573,0.00158950,0.11601344,0.21848010,0.78209611,0.00082127,0.23384259
-5.00350175,1.31738612,0.44657967,0.14232059,0.00156628,0.12205226,0.22645557,0.78700706,0.00080192,0.24314543
-4.99749875,1.34083004,0.44374726,0.14876892,0.00154200,0.12833539,0.23521923,0.79050694,0.00078369,0.25263874
-4.99149575,1.36295114,0.44125454,0.15494269,0.00151683,0.13479512,0.24467355,0.79256059,0.00076647,0.26220831
-4.98549275,1.38345348,0.43906670,0.16076487,0.00149087,0.14135546,0.25469603,0.79312883,0.00075012,0.27172939
-4.97948974,1.40202090,0.43712169,0.16616130,0.00146415,0.14793385,0.26514216,0.79216887,0.00073450,0.28106986
-4.97348674,1.41832512,0.43533310,0.17106252,0.00143665,0.15444302,0.27584914,0.78963554,0.00071944,0.29009367
-4.96748374,1.43203522,0.43359407,0.17540550,0.00140829,0.16079309,0.28664017,0.78548344,0.00070475,0.29866452
-4.96148074,1.44282831,0.43178201,0.17913522,0.00137896,0.16689377,0.29732934,0.77966993,0.00069022,0.30664966
-4.95547774,1.45040113,0.42976413,0.18220605,0.00134850,0.17265670,0.30772683,0.77215891,0.00067566,0.31392362
-4.94947474,1.45448211,0.42740348,0.18458298,0.00131674,0.17799773,0.31764440,0.76292519,0.00066085,0.32037198
-4.94347174,1.45484382,0.42456532,0.18624252,0.00128350,0.18283923,0.32690106,0.75195941,0.00064560,0.32589490
-4.93746873,1.45131509,0.42112355,0.18717351,0.00124860,0.18711243,0.33532867,0.73927299,0.00062973,0.33041045
-4.93146573,1.44379257,0.41696700,0.18737752,0.00121190,0.19075947,0.34277742,0.72490315,0.00061309,0.33385772
-4.92546273,1.43225119,0.41200532,0.18686918,0.00117331,0.19373552,0.34912102,0.70891744,0.00059556,0.33619947
-4.91945973,1.41675315,0.40617414,0.18567618,0.00113277,0.19601051,0.35426142,0.69141762,0.00057707,0.33742438
-4.91345673,1.39745482,0.39943941,0.18383912,0.00109028,0.19757071,0.35813292,0.67254263,0.00055758,0.33754886
-4.90745373,1.37461140,0.39180060,0.18141110,0.00104594,0.19841997,0.36070548,0.65247031,0.00053713,0.33661820
-4.90145073,1.34857876,0.38329272,0.17845718,0.00099990,0.19858055,0.36198718,0.63141773,0.00051578,0.33470713
-4.89544772,1.31981226,0.37398693,0.17505359,0.00095238,0.19809355,0.36202554,0.60964006,0.00049366,0.33191958
-4.88944472,1.28886233,0.36398975,0.17128676,0.00090368,0.19701879,0.36090771,0.58742779,0.00047094,0.32838774
-4.88344172,1.25636681,0.35344091,0.16725212,0.00085414,0.19543418,0.35875932,0.56510248,0.00044783,0.32427014
-4.87743872,1.22303979,0.34250981,0.16305277,0.00080418,0.19343447,0.35574209,0.54301094,0.00042457,0.31974889
-4.87143572,1.18965742,0.33139071,0.15879780,0.00075422,0.19112936,0.35204999,0.52151819,0.00040145,0.31502602
-4.86543272,1.15704061,0.32029689,0.15460054,0.00070472,0.18864106,0.34790419,0.50099925,0.00037876,0.31031883
-4.85942971,1.12603534,0.30945387,0.15057649,0.00065614,0.18610120,0.34354670,0.48183013,0.00035679,0.30585445
-4.85342671,1.09749074,0.29909204,0.14684117,0.00060894,0.18364725,0.33923298,0.46437832,0.00033586,0.30186362
-4.84742371,1.07223578,0.28943884,0.14350765,0.00056351,0.18141841,0.33522367,0.44899304,0.00031625,0.29857383
-4.84142071,1.05105525,0.28071090,0.14068416,0.00052026,0.17955126,0.33177573,0.43599562,0.00029826,0.29620205
-4.83541771,1.03466564,0.27310628,0.13847148,0.00047949,0.17817511,0.32913317,0.42567039,0.00028213,0.29494722
-4.82941471,1.02369190,0.26679728,0.13696036,0.00044147,0.17740742,0.32751792,0.41825629,0.00026810,0.29498284
-4.82341171,1.01864593,0.26192386,0.13622911,0.00040640,0.17734923,0.32712094,0.41393957,0.00025636,0.29644984
-4.81740870,1.01990736,0.25858812,0.13634120,0.00037439,0.17808100,0.32809415,0.41284774,0.00024708,0.29945014
-4.81140570,1.02770770,0.25684990,0.13734316,0.00034551,0.17965893,0.33054342,0.41504507,0.00024039,0.30404110
-4.80540270,1.04211826,0.25672378,0.13926286,0.00031973,0.18211194,0.33452291,0.42052961,0.00023637,0.31023127
-4.79939970,1.06304257,0.25817748,0.14210802,0.00029698,0.18543950,0.34003116,0.42923201,0.00023509,0.31797745
-4.79339670,1.09021360,0.26113190,0.14586533,0.00027712,0.18961044,0.34700902,0.44101601,0.00023655,0.32718360
-4.78739370,1.12319597,0.26546267,0.15050000,0.00025997,0.19456272,0.35533971,0.45568061,0.00024075,0.33770143
-4.78139070,1.16139333,0.27100322,0.15595582,0.00024532,0.20020440,0.36485090,0.47296394,0.00024764,0.34933287
-4.77538769,1.20406070,0.27754933,0.16215583,0.00023292,0.20641565,0.37531894,0.49254848,0.00025713,0.36183442
-4.76938469,1.25032132,0.28486493,0.16900349,0.00022251,0.21305181,0.38647503,0.51406769,0.00026911,0.37492323
-4.76338169,1.29918776,0.29268906,0.17638445,0.00021382,0.21994738,0.39801318,0.53711371,0.00028345,0.38828476
-4.75737869,1.34958635,0.30074358,0.18416870,0.00020658,0.22692088,0.40959963,0.56124594,0.00029995,0.40158170
-4.75137569,1.40038439,0.30874158,0.19221327,0.00020056,0.23378033,0.42088341,0.58600032,0.00031844,0.41446396
-4.74537269,1.45041904,0.31639604,0.20036520,0.00019550,0.24032909,0.43150763,0.61089899,0.00033865,0.42657915
-4.73936968,1.49852714,0.32342846,0.20846489,0.00019121,0.24637201,0.44112105,0.63546016,0.00036034,0.43758342
-4.73336668,1.54357491,0.32957721,0.21634958,0.00018749,0.25172152,0.44938946,0.65920798,0.00038320,0.44715190
-4.72736368,1.58448666,0.33460525,0.22385699,0.00018419,0.25620337,0.45600648,0.68168219,0.00040692,0.45498870
-4.72136068,1.62027159,0.33830699,0.23082894,0.00018119,0.25966203,0.46070328,0.70244740,0.00043115,0.46083573
-4.71535768,1.65004803,0.34051411,0.23711500,0.00017841,0.26196532,0.46325693,0.72110179,0.00045552,0.46448032
-4.70935468,1.67306434,0.34109999,0.24257586,0.00017578,0.26300818,0.46349710,0.73728524,0.00047966,0.46576111
-4.70335168,1.68871608,0.33998288,0.24708656,0.00017329,0.26271554,0.46131073,0.75068655,0.00050317,0.46457218
-4.69734867,1.69655902,0.33712752,0.25053934,0.00017094,0.26104409,0.45664473,0.76104996,0.00052568,0.46086531
-4.69134567,1.69631783,0.33254531,0.25284617,0.00016877,0.25798300,0.44950660,0.76818047,0.00054680,0.45465016
-4.68534267,1.68789027,0.32629312,0.25394078,0.00016685,0.25355355,0.43996300,0.77194830,0.00056618,0.44599274
-4.67933967,1.67134710,0.31847069,0.25378019,0.00016527,0.24780776,0.42813639,0.77229207,0.00058352,0.43501198
-4.67333667,1.64692775,0.30921696,0.25234573,0.00016416,0.24082612,0.41420006,0.76922075,0.00059853,0.42187488
-4.66733367,1.61503207,0.29870537,0.24964347,0.00016364,0.23271454,0.39837172,0.76281424,0.00061101,0.40679034
-4.66133067,1.57620850,0.28713840,0.24570401,0.00016389,0.22360064,0.38090601,0.75322256,0.00062080,0.39000205
-4.65532766,1.53113916,0.27474151,0.24058177,0.00016510,0.21362964,0.36208629,0.74066347,0.00062785,0.37178073
-4.64932466,1.48062208,0.26175684,0.23435362,0.00016746,0.20295995,0.34221606,0.72541849,0.00063215,0.35241604
-4.64332166,1.42555133,0.24843670,0.22711695,0.00017118,0.19175863,0.32161033,0.70782735,0.00063380,0.33220849
