energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up
-5.80190095,4.56263987,0.66366463,3.39138528,0.00369864,0.13359647,0.25272825,0.04829411,0.83700014
-5.79589795,4.82185972,0.68968454,3.59795361,0.00404273,0.13384588,0.26498395,0.04984265,0.88480994
-5.78989495,5.08428217,0.71852062,3.80670176,0.00440228,0.13462370,0.27684370,0.05126565,0.93279555
-5.78389195,5.34636544,0.74973884,4.01489910,0.00477490,0.13585156,0.28813002,0.05253840,0.98033729
-5.77788894,5.60447523,0.78289395,4.21971322,0.00515812,0.13744944,0.29867618,0.05363946,1.02681695
-5.77188594,5.85495319,0.81753677,4.41826283,0.00554937,0.13933747,0.30832967,0.05455105,1.07162954
-5.76588294,6.09418759,0.85322038,4.60767425,0.00594609,0.14143756,0.31695527,0.05525945,1.11419463
-5.75987994,6.31868471,0.88950549,4.78514000,0.00634568,0.14367471,0.32443773,0.05575514,1.15396719
-5.75387694,6.52513905,0.92596466,4.94797830,0.00674559,0.14597808,0.33068382,0.05603291,1.19044751
-5.74787394,6.71050087,0.96218579,5.09369169,0.00714334,0.14828175,0.33562379,0.05609171,1.22319005
-5.74187094,6.87203906,0.99777484,5.22002317,0.00753654,0.15052525,0.33921224,0.05593451,1.25181097
-5.73586793,7.00739772,1.03235804,5.32500819,0.00792290,0.15265395,0.34142832,0.05556791,1.27599408
-5.72986493,7.11464481,1.06558372,5.40702069,0.00830027,0.15461911,0.34227529,0.05500176,1.29549523
-5.72386193,7.19231125,1.09712394,5.46481166,0.00866665,0.15637799,0.34177956,0.05424867,1.31014494
-5.71785893,7.23941939,1.12667606,5.49753875,0.00902019,0.15789378,0.33998909,0.05332341,1.31984926
-5.71185593,7.25549972,1.15396440,5.50478585,0.00935922,0.15913543,0.33697149,0.05224240,1.32458892
-5.70585293,7.24059515,1.17874188,5.48657158,0.00968224,0.16007756,0.33281164,0.05102310,1.32441680
-5.69984992,7.19525276,1.20079185,5.44334647,0.00998794,0.16070029,0.32760906,0.04968345,1.31945383
-5.69384692,7.12050293,1.21992984,5.37597847,0.01027521,0.16098906,0.32147514,0.04824137,1.30988358
-5.68784392,7.01782652,1.23600525,5.28572733,0.01054312,0.16093452,0.31453016,0.04671435,1.29594555
-5.68184092,6.88911115,1.24890268,5.17420860,0.01079097,0.16053230,0.30690039,0.04511901,1.27792756
-5.67583792,6.73659769,1.25854293,5.04334832,0.01101824,0.15978285,0.29871512,0.04347087,1.25615742
-5.66983492,6.56281891,1.26488325,4.89533010,0.01122463,0.15869113,0.29010391,0.04178410,1.23099402
-5.66383192,6.37053216,1.26791692,4.73253639,0.01141003,0.15726637,0.28119386,0.04007145,1.20281829
-5.65782891,6.16264831,1.26767181,4.55748589,0.01157450,0.15552157,0.27210715,0.03834419,1.17202412
-5.65182591,5.94215926,1.26420815,4.37276957,0.01171824,0.15347311,0.26295872,0.03661214,1.13900956
-5.64582291,5.71206638,1.25761517,4.18098718,0.01184161,0.15114009,0.25385426,0.03488378,1.10416844
-5.63981991,5.47531235,1.24800709,3.98468676,0.01194503,0.14854374,0.24488845,0.03316636,1.06788275
-5.63381691,5.23471823,1.23551833,3.78630890,0.01202896,0.14570669,0.23614342,0.03146608,1.03051585
-5.62781391,4.99292805,1.22029834,3.58813757,0.01209387,0.14265224,0.22768763,0.02978827,0.99240666
-5.62181091,4.75236222,1.20250627,3.39225903,0.01214017,0.13940364,0.21957500,0.02813755,0.95386503
-5.61580790,4.51518118,1.18230586,3.20052980,0.01216816,0.13598340,0.21184443,0.02651799,0.91516831
-5.60980490,4.28325988,1.15986084,3.01455428,0.01217803,0.13241277,0.20451971,0.02493328,0.87655920
-5.60380190,4.05817364,1.13533106,2.83567236,0.01216975,0.12871116,0.19760978,0.02338679,0.83824488
-5.59779890,3.84119503,1.10886981,2.66495668,0.01214315,0.12489596,0.19110942,0.02188169,0.80039733
-5.59179590,3.63330128,1.08062224,2.50321905,0.01209784,0.12098227,0.18500033,0.02042099,0.76315488
-5.58579290,3.43519115,1.05072515,2.35102497,0.01203325,0.11698307,0.17925259,0.01900753,0.72662475
-5.57978989,3.24730993,1.01930802,2.20871493,0.01194869,0.11290931,0.17382644,0.01764401,0.69088649
-5.57378689,3.06988079,0.98649523,2.07643127,0.01184336,0.10877036,0.16867439,0.01633292,0.65599606
-5.56778389,2.90294068,0.95240921,1.95414855,0.01171642,0.10457446,0.16374352,0.01507654,0.62199044
-5.56178089,2.74637870,0.91717419,1.84170615,0.01156711,0.10032933,0.15897795,0.01387684,0.58889242
-5.55577789,2.59997501,0.88092029,1.73884112,0.01139476,0.09604275,0.15432139,0.01273548,0.55671541
-5.54977489,2.46343837,0.84378754,1.64521987,0.01119895,0.09172319,0.14971959,0.01165373,0.52546799
-5.54377189,2.33644041,0.80592935,1.56046725,0.01097953,0.08738034,0.14512271,0.01063245,0.49515803
-5.53776888,2.21864554,0.76751530,1.48419192,0.01073673,0.08302559,0.14048744,0.00967206,0.46579615
-5.53176588,2.10973497,0.72873284,1.41600704,0.01047117,0.07867232,0.13577874,0.00877255,0.43739849
-5.52576288,2.00942445,0.68978772,1.35554589,0.01018395,0.07433606,0.13097130,0.00793344,0.40998852
-5.51975988,1.91747528,0.65090306,1.30247202,0.00987663,0.07003445,0.12605044,0.00715385,0.38359806
-5.51375688,1.83369865,0.61231714,1.25648413,0.00955119,0.06578711,0.12101263,0.00643254,0.35826735
-5.50775388,1.75795384,0.57427993,1.21731602,0.00921005,0.06161522,0.11586548,0.00576787,0.33404436
-5.50175088,1.69014103,0.53704861,1.18473227,0.00885597,0.05754106,0.11062732,0.00515796,0.31098337
-5.49574787,1.63018982,0.50088226,1.15852040,0.00849197,0.05358746,0.10532632,0.00460067,0.28914304
-5.48974487,1.57804465,0.46603615,1.13848060,0.00812126,0.04977709,0.09999929,0.00409369,0.26858407
-5.48374187,1.53364837,0.43275592,1.12441386,0.00774711,0.04613184,0.09469021,0.00363456,0.24936662
-5.47773887,1.49692547,0.40127190,1.11610971,0.00737276,0.04267211,0.08944858,0.00322079,0.23154782
-5.47173587,1.46776594,0.37179403,1.11333442,0.00700132,0.03941628,0.08432765,0.00284987,0.21517933
-5.46573287,1.44601113,0.34450739,1.11582047,0.00663567,0.03638014,0.07938265,0.00251932,0.20030519
-5.45972986,1.43144214,0.31956887,1.12325804,0.00627838,0.03357651,0.07466909,0.00222674,0.18696013
-5.45372686,1.42377171,0.29710471,1.13528897,0.00593168,0.03101497,0.07024121,0.00196989,0.17516832
-5.44772386,1.42263966,0.27720929,1.15150348,0.00559739,0.02870171,0.06615058,0.00174668,0.16494266
-5.44172086,1.42761224,0.25994487,1.17143973,0.00527695,0.02663953,0.06244493,0.00155524,0.15628459
-5.43571786,1.43818499,0.24534235,1.19458617,0.00497139,0.02482793,0.05916728,0.00139395,0.14918436
-5.42971486,1.45378903,0.23340286,1.22038643,0.00468141,0.02326330,0.05635520,0.00126149,0.14362183
-5.42371186,1.47380015,0.22409996,1.24824646,0.00440742,0.02193925,0.05404040,0.00115688,0.13956753
-5.41770885,1.49755015,0.21738229,1.27754339,0.00414961,0.02084688,0.05224846,0.00107949,0.13698410
-5.41170585,1.52433985,0.21317647,1.30763583,0.00390805,0.01997523,0.05099873,0.00102913,0.13582785
-5.40570285,1.55345319,0.21139009,1.33787503,0.00368277,0.01931158,0.05030442,0.00100605,0.13605044
-5.39969985,1.58417170,0.21191455,1.36761655,0.00347383,0.01884187,0.05017273,0.00101100,0.13760061
-5.39369685,1.61578906,0.21462779,1.39623208,0.00328146,0.01855103,0.05060510,0.00104525,0.14042575
-5.38769385,1.64762517,0.21939667,1.42312105,0.00310611,0.01842326,0.05159745,0.00111066,0.14447349
-5.38169085,1.67903949,0.22607903,1.44772184,0.00294851,0.01844233,0.05314050,0.00120966,0.14969301
-5.37568784,1.70944337,0.23452550,1.46952231,0.00280973,0.01859179,0.05522002,0.00134530,0.15603620
-5.36968484,1.73831108,0.24458095,1.48806959,0.00269123,0.01885514,0.05781720,0.00152124,0.16345862
-5.36368184,1.76518961,0.25608573,1.50297877,0.00259484,0.01921599,0.06090884,0.00174175,0.17192011
-5.35767884,1.78970672,0.26887675,1.51394061,0.00252276,0.01965818,0.06446776,0.00201169,0.18138525
-5.35167584,1.81157748,0.28278842,1.52072782,0.00247758,0.02016592,0.06846298,0.00233641,0.19182348
-5.34567284,1.83060878,0.29765353,1.52319998,0.00246216,0.02072383,0.07286010,0.00272176,0.20320892
-5.33966983,1.84670186,0.31330418,1.52130665,0.00247959,0.02131712,0.07762157,0.00317390,0.21551989
-5.33366683,1.85985248,0.32957268,1.51508874,0.00253314,0.02193163,0.08270700,0.00369922,0.22873818
-5.32766383,1.87014879,0.34629249,1.50467772,0.00262611,0.02255398,0.08807350,0.00430416,0.24284786
-5.32166083,1.87776645,0.36329925,1.49029261,0.00276177,0.02317170,0.09367595,0.00499505,0.25783391
-5.31565783,1.88296122,0.38043181,1.47223473,0.00294321,0.02377332,0.09946737,0.00577784,0.27368050
-5.30965483,1.88605892,0.39753318,1.45088004,0.00317321,0.02434851,0.10539912,0.00665792,0.29036899
-5.30365183,1.88744289,0.41445159,1.42666929,0.00345416,0.02488822,0.11142126,0.00763985,0.30787577
-5.29764882,1.88753937,0.43104137,1.40009614,0.00378791,0.02538475,0.11748270,0.00872711,0.32616997
-5.29164582,1.88680112,0.44716384,1.37169359,0.00417567,0.02583183,0.12353148,0.00992183,0.34521110
-5.28564282,1.88568999,0.46268802,1.34201917,0.00461792,0.02622470,0.12951493,0.01122456,0.36494682
-5.27963982,1.88465903,0.47749133,1.31163945,0.00511432,0.02656011,0.13537987,0.01263408,0.38531094
-5.27363682,1.88413500,0.49146018,1.28111448,0.00566364,0.02683628,0.14107282,0.01414717,0.40622171
-5.26763382,1.88450204,0.50449046,1.25098273,0.00626378,0.02705286,0.14654023,0.01575851,0.42758065
-5.26163082,1.88608729,0.51648805,1.22174739,0.00691169,0.02721084,0.15172878,0.01746057,0.44927189
-5.25562781,1.88914923,0.52736925,1.19386431,0.00760347,0.02731237,0.15658572,0.01924360,0.47116230
-5.24962481,1.89386914,0.53706125,1.16773236,0.00833437,0.02736063,0.16105940,0.02109569,0.49310226
-5.24362181,1.90034626,0.54550251,1.14368636,0.00909891,0.02735961,0.16509977,0.02300284,0.51492720
-5.23761881,1.90859674,0.55264329,1.12199300,0.00989097,0.02731392,0.16865909,0.02494916,0.53645987
-5.23161581,1.91855632,0.55844594,1.10284954,0.01070396,0.02722853,0.17169274,0.02691709,0.55751330
-5.22561281,1.93008642,0.56288535,1.08638545,0.01153093,0.02710858,0.17416006,0.02888772,0.57789425
-5.21960980,1.94298337,0.56594909,1.07266637,0.01236478,0.02695913,0.17602527,0.03084107,0.59740705
-5.21360680,1.95698977,0.56763754,1.06170032,0.01319841,0.02678496,0.17725838,0.03275649,0.61585767
-5.20760380,1.97180758,0.56796374,1.05344525,0.01402492,0.02659039,0.17783615,0.03461304,0.63305786
-5.20160080,1.98711178,0.56695301,1.04781763,0.01483771,0.02637910,0.17774284,0.03638987,0.64882910
-5.19559780,2.00256394,0.56464228,1.04470125,0.01563068,0.02615402,0.17697092,0.03806662,0.66300621
-5.18959480,2.01782478,0.56107911,1.04395565,0.01639834,0.02591720,0.17552153,0.03962376,0.67544054
-5.18359180,2.03256517,0.55632041,1.04542379,0.01713585,0.02566981,0.17340481,0.04104295,0.68600256
-5.17758879,2.04647478,0.55043096,1.04893818,0.01783913,0.02541204,0.17063986,0.04230735,0.69458375
-5.17158579,2.05926838,0.54348162,1.05432555,0.01850482,0.02514320,0.16725452,0.04340190,0.70109792
-5.16558279,2.07068927,0.53554750,1.06140946,0.01913029,0.02486171,0.16328489,0.04431351,0.70548180
-5.15957979,2.08051019,0.52670597,1.07001118,0.01971360,0.02456526,0.15877455,0.04503131,0.70769501
-5.15357679,2.08853172,0.51703486,1.07994876,0.02025335,0.02425088,0.15377358,0.04554675,0.70771961
-5.14757379,2.09457875,0.50661068,1.09103448,0.02074865,0.02391514,0.14833746,0.04585374,0.70555915
-5.14157079,2.09849537,0.49550712,1.10307136,0.02119891,0.02355429,0.14252575,0.04594873,0.70123751
-5.13556778,2.10013900,0.48379390,1.11584877,0.02160379,0.02316452,0.13640078,0.04583076,0.69479752
-5.12956478,2.09937413,0.47153590,1.12913804,0.02196299,0.02274211,0.13002629,0.04550146,0.68629957
-5.12356178,2.09606661,0.45879278,1.14268840,0.02227616,0.02228366,0.12346610,0.04496506,0.67582018
-5.11755878,2.09007881,0.44561895,1.15622373,0.02254280,0.02178627,0.11678295,0.04422834,0.66345068
-5.11155578,2.08126639,0.43206391,1.16944088,0.02276217,0.02124777,0.11003735,0.04330055,0.64929602
-5.10555278,2.06947684,0.41817297,1.18200958,0.02293325,0.02066682,0.10328670,0.04219330,0.63347366
-5.09954977,2.05455030,0.40398823,1.19357462,0.02305469,0.02004309,0.09658454,0.04092045,0.61611265
-5.09354677,2.03632261,0.38954977,1.20376020,0.02312492,0.01937730,0.08998001,0.03949787,0.59735267
-5.08754377,2.01463066,0.37489694,1.21217661,0.02314211,0.01867133,0.08351751,0.03794330,0.57734319
-5.08154077,1.98931985,0.36006973,1.21842920,0.02310439,0.01792819,0.07723647,0.03627602,0.55624265
-5.07553777,1.96025337,0.34511007,1.22212926,0.02300989,0.01715201,0.07117141,0.03451664,0.53421748
-5.06953477,1.92732291,0.33006310,1.22290658,0.02285697,0.01634799,0.06535202,0.03268674,0.51144119
-5.06353177,1.89046043,0.31497823,1.22042311,0.02264436,0.01552229,0.05980339,0.03080854,0.48809329
-5.05752876,1.84965012,0.29991004,1.21438720,0.02237139,0.01468195,0.05454637,0.02890460,0.46435811
-5.05152576,1.80494040,0.28491901,1.20456779,0.02203816,0.01383472,0.04959794,0.02699744,0.44042359
-5.04552276,1.75645491,0.27007201,1.19080785,0.02164572,0.01298894,0.04497165,0.02510921,0.41647994
-5.03951976,1.70440231,0.25544260,1.17303643,0.02119621,0.01215344,0.04067808,0.02326141,0.39271836
-5.03351676,1.64908397,0.24111114,1.15127876,0.02069300,0.01133735,0.03672527,0.02147457,0.36932967
-5.02751376,1.59089943,0.22716474,1.12566378,0.02014077,0.01055007,0.03311921,0.01976804,0.34650299
-5.02151076,1.53034903,0.21369699,1.09642877,0.01954551,0.00980112,0.02986424,0.01815978,0.32442448
-5.01550775,1.46803348,0.20080764,1.06392071,0.01891450,0.00910013,0.02696346,0.01666622,0.30327612
-5.00950475,1.40465042,0.18860205,1.02859428,0.01825624,0.00845678,0.02441906,0.01530218,0.28323459
-5.00350175,1.34098764,0.17719060,0.99100651,0.01758026,0.00788080,0.02223267,0.01408078,0.26447016
-4.99749875,1.27791347,0.16668790,0.95180821,0.01689699,0.00738196,0.02040559,0.01301347,0.24714563
-4.99149575,1.21636425,0.15721191,0.91173251,0.01621741,0.00697014,0.01893894,0.01211006,0.23141532
-4.98549275,1.15732947,0.14888287,0.87158090,0.01555287,0.00665531,0.01783385,0.01137874,0.21742398
-4.97948974,1.10183486,0.14182213,0.83220734,0.01491470,0.00644761,0.01709143,0.01082616,0.20530571
-4.97348674,1.05092408,0.13615075,0.79450091,0.01431390,0.00635731,0.01671273,0.01045753,0.19518276
-4.96748374,1.00563933,0.13198792,0.75936767,0.01376078,0.00639487,0.01669862,0.01027665,0.18716428
-4.96148074,0.96700166,0.12944918,0.72771225,0.01326466,0.00657087,0.01704954,0.01028602,0.18134493
-4.95547774,0.93599120,0.12864451,0.70041974,0.01283356,0.00689591,0.01776515,0.01048680,0.17780342
-4.94947474,0.91352812,0.12967608,0.67833828,0.01247389,0.00738058,0.01884396,0.01087891,0.17660092
-4.94347174,0.90045435,0.13263595,0.66226279,0.01219028,0.00803521,0.02028283,0.01146097,0.17777953
-4.93746873,0.89751673,0.13760359,0.65292011,0.01198537,0.00886968,0.02207647,0.01223031,0.18136069
-4.93146573,0.90535172,0.14464324,0.65095569,0.01185974,0.00989321,0.02421684,0.01318291,0.18734363
-4.92546273,0.92447180,0.15380135,0.65692197,0.01181183,0.01111396,0.02669262,0.01431336,0.19570415
-4.91945973,0.95525396,0.16510386,0.67126850,0.01183802,0.01253877,0.02948866,0.01561479,0.20639343
-4.91345673,0.99793013,0.17855382,0.69433370,0.01193268,0.01417278,0.03258556,0.01707890,0.21933736
-4.90745373,1.05257990,0.19412900,0.72633826,0.01208837,0.01601902,0.03595929,0.01869584,0.23443621
-4.90145073,1.11912534,0.21177994,0.76738012,0.01229604,0.01807807,0.03958095,0.02045433,0.25156483
-4.89544772,1.19732825,0.23142839,0.81743095,0.01254530,0.02034772,0.04341677,0.02234164,0.27057348
-4.88944472,1.28678971,0.25296619,0.87633410,0.01282474,0.02282262,0.04742821,0.02434373,0.29128921
-4.88344172,1.38695216,0.27625482,0.94380406,0.01312228,0.02549406,0.05157237,0.02644537,0.31351804
-4.87743872,1.49710402,0.30112564,1.01942753,0.01342549,0.02834979,0.05580255,0.02863041,0.33704768
-4.87143572,1.61638688,0.32738080,1.10266607,0.01372202,0.03137387,0.06006905,0.03088196,0.36165097
-4.86543272,1.74380542,0.35479501,1.19286058,0.01399988,0.03454672,0.06432022,0.03318273,0.38708988
-4.85942971,1.87823998,0.38311807,1.28923774,0.01424783,0.03784519,0.06850362,0.03551538,0.41311994
-4.85342671,2.01846172,0.41207814,1.39091837,0.01445569,0.04124277,0.07256736,0.03786286,0.43949510
-4.84742371,2.16315024,0.44138577,1.49692808,0.01461458,0.04470989,0.07646154,0.04020877,0.46597268
-4.84142071,2.31091346,0.47073857,1.60620997,0.01471719,0.04821434,0.08013968,0.04253772,0.49231835
-4.83541771,2.46030933,0.49982631,1.71763947,0.01475790,0.05172175,0.08356014,0.04483571,0.51831092
-4.82941471,2.60986899,0.52833648,1.83004115,0.01473295,0.05519619,0.08668747,0.04709032,0.54374668
-4.82341171,2.75812072,0.55596001,1.94220724,0.01464045,0.05860078,0.08949351,0.04929101,0.56844314
-4.81740870,2.90361422,0.58239700,2.05291741,0.01448043,0.06189837,0.09195834,0.05142923,0.59224200
-4.81140570,3.04494420,0.60736231,2.16095949,0.01425471,0.06505226,0.09407096,0.05349844,0.61501104
-4.80540270,3.18077286,0.63059079,2.26515036,0.01396684,0.06802687,0.09582956,0.05549412,0.63664508
-4.79939970,3.30985027,0.65184200,2.36435658,0.01362191,0.07078841,0.09724160,0.05741355,0.65706567
-4.79339670,3.43103211,0.67090424,2.45751396,0.01322636,0.07330558,0.09832340,0.05925560,0.67621964
-4.78739370,3.54329409,0.68759777,2.54364551,0.01278772,0.07555006,0.09909952,0.06102035,0.69407656
-4.78139070,3.64574268,0.70177719,2.62187706,0.01231437,0.07749706,0.09960177,0.06270872,0.71062512
-4.77538769,3.73762180,0.71333279,2.69145016,0.01181522,0.07912574,0.09986798,0.06432191,0.72586876
-4.76938469,3.81831545,0.72219105,2.75173175,0.01129948,0.08041953,0.09994061,0.06586093,0.73982054
-4.76338169,3.88734637,0.72831408,2.80222051,0.01077637,0.08136634,0.09986519,0.06732609,0.75249784
-4.75737869,3.94437126,0.73169832,2.84254962,0.01025485,0.08195867,0.09968876,0.06871642,0.76391683
-4.75137569,3.98917282,0.73237242,2.87248622,0.00974339,0.08219370,0.09945829,0.07002928,0.77408737
-4.74537269,4.02164976,0.73039452,2.89192782,0.00924976,0.08207316,0.09921927,0.07125997,0.78300841
-4.73936968,4.04180528,0.72584909,2.90089599,0.00878094,0.08160319,0.09901445,0.07240142,0.79066432
-4.73336668,4.04973520,0.71884341,2.89952813,0.00834290,0.08079414,0.09888280,0.07344411,0.79702239
-4.72736368,4.04561663,0.70950408,2.88806767,0.00794064,0.07966027,0.09885877,0.07437600,0.80203167
-4.72136068,4.02969802,0.69797339,2.86685373,0.00757810,0.07821939,0.09897192,0.07518275,0.80562335
-4.71535768,4.00229138,0.68440605,2.83631063,0.00725823,0.07649253,0.09924674,0.07584801,0.80771266
-4.70935468,3.96376728,0.66896615,2.79693803,0.00698308,0.07450352,0.09970296,0.07635385,0.80820232
-4.70335168,3.91455287,0.65182461,2.74930217,0.00675389,0.07227856,0.10035595,0.07668139,0.80698737
-4.69734867,3.85513308,0.63315704,2.69402859,0.00657129,0.06984585,0.10121758,0.07681152,0.80396125
-4.69134567,3.78605473,0.61314211,2.63179646,0.00643544,0.06723516,0.10229706,0.07672564,0.79902266
-4.68534267,3.70793299,0.59196046,2.56333461,0.00634627,0.06447739,0.10360205,0.07640653,0.79208308
-4.67933967,3.62145967,0.56979392,2.48941912,0.00630367,0.06160428,0.10513971,0.07583916,0.78307437
-4.67333667,3.52741221,0.54682516,2.41087203,0.00630771,0.05864795,0.10691780,0.07501152,0.77195606
-4.66733367,3.42666239,0.52323751,2.32856087,0.00635881,0.05564061,0.10894554,0.07391534,0.75872203
-4.66133067,3.32018376,0.49921496,2.24339842,0.00645795,0.05261422,0.11123437,0.07254670,0.74340598
-4.65532766,3.20905664,0.47494212,2.15634214,0.00660675,0.04960016,0.11379842,0.07090649,0.72608549
-4.64932466,3.09446968,0.45060407,2.06839265,0.00680759,0.04662896,0.11665460,0.06900073,0.70688439
-4.64332166,2.97771736,0.42638597,1.98059091,0.00706366,0.04372998,0.11982244,0.06684066,0.68597312
-4.63731866,2.86019276,0.40247251,1.89401353,0.00737890,0.04093117,0.12332348,0.06444265,0.66356714
-4.63131566,2.74337545,0.37904684,1.80976606,0.00775793,0.03825876,0.12718028,0.06182796,0.63992334
-4.62531266,2.62881443,0.35628936,1.72897404,0.00820595,0.03573706,0.13141518,0.05902222,0.61533453
-4.61930965,2.51810664,0.33437602,1.65277195,0.00872851,0.03338815,0.13604872,0.05605484,0.59012232
-4.61330665,2.41287143,0.31347643,1.58229019,0.00933128,0.03123168,0.14109779,0.05295828,0.56462861
-4.60730365,2.31472220,0.29375180,1.51864034,0.01001979,0.02928464,0.14657374,0.04976715,0.53920613
-4.60130065,2.22523586,0.27535266,1.46289938,0.01079912,0.02756114,0.15248042,0.04651733,0.51420842
-4.59529765,2.14592166,0.25841669,1.41609310,0.01167357,0.02607223,0.15881229,0.04324508,0.48997965
-4.58929465,2.07819031,0.24306658,1.37917950,0.01264643,0.02482574,0.16555280,0.03998607,0.46684488
-4.58329165,2.02332475,0.22940818,1.35303254,0.01371963,0.02382616,0.17267299,0.03677460,0.44510103
-4.57728864,1.98245351,0.21752887,1.33842691,0.01489354,0.02307451,0.18013061,0.03364282,0.42500894
-4.57128564,1.95652766,0.20749638,1.33602412,0.01616682,0.02256833,0.18786973,0.03062013,0.40678699
-4.56528264,1.94630199,0.19935802,1.34636038,0.01753629,0.02230163,0.19582087,0.02773261,0.39060633
-4.55927964,1.95232084,0.19314039,1.36983639,0.01899691,0.02226499,0.20390184,0.02500278,0.37658798
-4.55327664,1.97490888,0.18884950,1.40670920,0.02054188,0.02244561,0.21201918,0.02244927,0.36480177
-4.54727364,2.01416658,0.18647139,1.45708614,0.02216277,0.02282748,0.22007019,0.02008685,0.35526715
-4.54127064,2.06997029,0.18597307,1.52092063,0.02384974,0.02339161,0.22794556,0.01792644,0.34795571
-4.53526763,2.14197639,0.18730376,1.59800986,0.02559187,0.02411630,0.23553242,0.01597533,0.34279516
-4.52926463,2.22962871,0.19039643,1.68799391,0.02737747,0.02497748,0.24271777,0.01423739,0.33967463
-4.52326163,2.33216885,0.19516930,1.79035623,0.02919449,0.02594909,0.24939207,0.01271345,0.33845079
-4.51725863,2.44864836,0.20152752,1.90442521,0.03103086,0.02700354,0.25545295,0.01140163,0.33895461
-4.51125563,2.57794234,0.20936469,2.02937669,0.03287487,0.02811219,0.26080867,0.01029778,0.34099839
-4.50525263,2.71876369,0.21856424,2.16423733,0.03471545,0.02924588,0.26538147,0.00939583,0.34438267
-4.49924962,2.86967776,0.22900069,2.30788886,0.03654241,0.03037549,0.26911031,0.00868817,0.34890272
-4.49324662,3.02911693,0.24054054,2.45907345,0.03834659,0.03147248,0.27195319,0.00816595,0.35435444
