energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.82591296,4.04237135,0.03721267,0.46538176,0.15081581,3.07637439,1.34008244,0.05952990,1.88998555
-5.81990995,4.09428399,0.03769129,0.45257677,0.14903300,3.00418614,1.37843458,0.06070728,1.93755506
-5.81390695,4.15878001,0.03806984,0.44035117,0.14668213,2.93424651,1.42561324,0.06182848,1.99204498
-5.80790395,4.23921426,0.03835145,0.42919549,0.14383827,2.86919022,1.48311857,0.06290669,2.05487751
-5.80190095,4.33872772,0.03853945,0.41957723,0.14058309,2.81146752,1.55234219,0.06395497,2.12737158
-5.79589795,4.46013472,0.03863705,0.41192850,0.13700247,2.76327869,1.63451342,0.06498546,2.21069026
-5.78989495,4.60581335,0.03864708,0.40663437,0.13318396,2.72651656,1.73064557,0.06600874,2.30578915
-5.78389195,4.77760209,0.03857186,0.40402238,0.12921438,2.70271834,1.84148389,0.06703314,2.41336722
-5.77788894,4.97670584,0.03841310,0.40435320,0.12517762,2.69302751,1.96745669,0.06806425,2.53382177
-5.77188594,5.20361432,0.03817187,0.40781288,0.12115255,2.69816642,2.10863174,0.06910453,2.66720915
-5.76588294,5.45803617,0.03784869,0.41450651,0.11721127,2.71841983,2.26467953,0.07015305,2.81321292
-5.75987994,5.73885157,0.03744371,0.42445369,0.11341769,2.75362957,2.43484562,0.07120538,2.97112112
-5.75387694,6.04408636,0.03695684,0.43758586,0.10982636,2.80320016,2.61793376,0.07225366,3.13981415
-5.74787394,6.37091012,0.03638805,0.45374550,0.10648169,2.86611516,2.81230166,0.07328678,3.31776467
-5.74187094,6.71566012,0.03573768,0.47268754,0.10341751,2.94096398,3.01587069,0.07429072,3.50305048
-5.73586793,7.07389263,0.03500664,0.49408282,0.10065690,3.02597852,3.22615075,0.07524899,3.69338122
-5.72986493,7.44046197,0.03419678,0.51752389,0.09821241,3.11907907,3.44028068,0.07614319,3.88613908
-5.72386193,7.80962689,0.03331111,0.54253299,0.09608642,3.21792862,3.65508428,0.07695363,4.07843316
-5.71785893,8.17518254,0.03235400,0.56857222,0.09427187,3.31999452,3.86714097,0.07766003,4.26716667
-5.71185593,8.53061537,0.03133137,0.59505577,0.09275311,3.42261611,4.07286990,0.07824221,4.44911549
-5.70585293,8.86927679,0.03025075,0.62136408,0.09150699,3.52307694,4.26862489,0.07868079,4.62101575
-5.69984992,9.18457046,0.02912136,0.64685937,0.09050405,3.61867959,4.45079753,0.07895788,4.77965793
-5.69384692,9.47014699,0.02795402,0.67090245,0.08970984,3.70682107,4.61592483,0.07905769,4.92198405
-5.68784392,9.72009900,0.02676106,0.69287013,0.08908628,3.78506669,4.76079728,0.07896709,5.04518442
-5.68184092,9.92914915,0.02555613,0.71217264,0.08859308,3.85121968,4.88256321,0.07867604,5.14679012
-5.67583792,10.09282336,0.02435398,0.72827058,0.08818917,3.90338460,4.97882494,0.07817795,5.22475731
-5.66983492,10.20760190,0.02317018,0.74069068,0.08783399,3.94002179,5.04772255,0.07746986,5.27753958
-5.66383192,10.27104160,0.02202082,0.74903971,0.08748883,3.95999102,5.08800144,0.07655258,5.30414525
-5.65782891,10.28186344,0.02092211,0.75301607,0.08711792,3.96258245,5.09906051,0.07543058,5.30417656
-5.65182591,10.24000122,0.01989010,0.75241843,0.08668943,3.94753357,5.08097837,0.07411185,5.27784888
-5.64582291,10.14660862,0.01894024,0.74715118,0.08617625,3.91503127,5.03451629,0.07260761,5.22598879
-5.63981991,10.00402384,0.01808709,0.73722624,0.08555658,3.86569897,4.96109732,0.07093189,5.15001064
-5.63381691,9.81569288,0.01734391,0.72276143,0.08481425,3.80056906,4.86276225,0.06910104,5.05187249
-5.62781391,9.58605446,0.01672237,0.70397513,0.08393883,3.72104193,4.74210403,0.06713323,4.93401296
-5.62181091,9.32039124,0.01623224,0.68117779,0.08292549,3.62883304,4.60218335,0.06504781,4.79927163
-5.61580790,9.02465355,0.01588109,0.65476045,0.08177463,3.52591046,4.44642883,0.06286473,4.65079616
-5.60980490,8.70526296,0.01567408,0.62518095,0.08049137,3.41442514,4.27852576,0.06060399,4.49193994
-5.60380190,8.36890380,0.01561374,0.59294834,0.07908477,3.29663706,4.10229812,0.05828505,4.32615443
-5.59779890,8.02231110,0.01569982,0.55860625,0.07756702,3.17484001,3.92158829,0.05592640,4.15688046
-5.59179590,7.67206329,0.01592919,0.52271589,0.07595250,3.05128806,3.74013943,0.05354514,3.98744276
-5.58579290,7.32438759,0.01629576,0.48583943,0.07425689,2.92812640,3.56148458,0.05115670,3.82095159
-5.57978989,6.98498517,0.01679052,0.44852435,0.07249614,2.80732916,3.38884674,0.04877461,3.66021505
-5.57378689,6.65888192,0.01740156,0.41128934,0.07068573,2.69064621,3.22505313,0.04641046,3.50766510
-5.56778389,6.35030959,0.01811427,0.37461229,0.06883983,2.57956052,3.07246630,0.04407388,3.36529934
-5.56178089,6.06262033,0.01891149,0.33892051,0.06697073,2.47525737,2.93293409,0.04177265,3.23464039
-5.55577789,5.79823633,0.01977383,0.30458366,0.06508841,2.37860583,2.80775929,0.03951287,3.11671341
-5.54977489,5.55863465,0.02068002,0.27190909,0.06320025,2.29015264,2.69768945,0.03729919,3.01204208
-5.54377189,5.34436615,0.02160733,0.24113993,0.06131095,2.21012807,2.60292630,0.03513511,2.92066214
-5.53776888,5.15510586,0.02253205,0.21245535,0.05942265,2.13846294,2.52315346,0.03302322,2.84215151
-5.53176588,4.98973155,0.02343008,0.18597303,0.05753514,2.07481555,2.45758084,0.03096553,2.77567499
-5.52576288,4.84642584,0.02427745,0.16175339,0.05564627,2.01860708,2.40500318,0.02896368,2.72004149
-5.51975988,4.72279720,0.02505100,0.13980515,0.05375242,1.96906360,2.36387028,0.02701923,2.67377108
-5.51375688,4.61601411,0.02572893,0.12009188,0.05184908,1.92526307,2.33236563,0.02513376,2.63516917
-5.50775388,4.52294723,0.02629144,0.10253921,0.04993142,1.88618507,2.30849053,0.02330905,2.60240482
-5.50175088,4.44031355,0.02672126,0.08704222,0.04799488,1.85076156,2.29015023,0.02154714,2.57359027
-5.49574787,4.36481763,0.02700416,0.07347274,0.04603576,1.81792670,2.27523910,0.01985030,2.54685866
-5.48974487,4.29328452,0.02712933,0.06168634,0.04405169,1.78666388,2.26172159,0.01822103,2.52043742
-5.48374187,4.22278019,0.02708977,0.05152870,0.04204208,1.75604832,2.24770629,0.01666199,2.49271449
-5.47773887,4.15071548,0.02688238,0.04284128,0.04000843,1.72528398,2.23151065,0.01517586,2.46229555
-5.47173587,4.07493052,0.02650814,0.03546614,0.03795460,1.69373345,2.21171416,0.01376525,2.42805011
-5.46573287,3.99375748,0.02597201,0.02924998,0.03588689,1.66093991,2.18719870,0.01243256,2.38914539
-5.45972986,3.90606026,0.02528278,0.02404722,0.03381412,1.62664086,2.15717473,0.01117987,2.34506702
-5.45372686,3.81125078,0.02445282,0.01972235,0.03174757,1.59077302,2.12119321,0.01000883,2.29562634
-5.44772386,3.70928259,0.02349769,0.01615150,0.02970087,1.55346899,2.07914325,0.00892059,2.24095448
-5.44172086,3.60062311,0.02243572,0.01322340,0.02768984,1.51504577,2.03123621,0.00791577,2.18148418
-5.43571786,3.48620703,0.02128752,0.01083975,0.02573234,1.47598623,1.97797776,0.00699441,2.11792057
-5.42971486,3.36737393,0.02007550,0.00891522,0.02384809,1.43691465,1.92012949,0.00615602,2.05120267
-5.42371186,3.24579369,0.01882332,0.00737707,0.02205849,1.39856766,1.85866239,0.00539964,1.98245786
-5.41770885,3.12338398,0.01755548,0.00616455,0.02038654,1.36176227,1.79470464,0.00472391,1.91295171
-5.41170585,3.00222396,0.01629689,0.00522820,0.01885676,1.32736262,1.72948639,0.00412719,1.84403567
-5.40570285,2.88446857,0.01507251,0.00452902,0.01749519,1.29624741,1.66428429,0.00360770,1.77709530
-5.39969985,2.77226756,0.01390715,0.00403770,0.01632942,1.26927937,1.60036824,0.00316365,1.71350142
-5.39369685,2.66769283,0.01282531,0.00373383,0.01538867,1.24727864,1.53895296,0.00279339,1.65456651
-5.38769385,2.57267723,0.01185112,0.00360527,0.01470393,1.23100110,1.48115620,0.00249559,1.60150810
-5.38169085,2.48896707,0.01100844,0.00364751,0.01430806,1.22112272,1.42796541,0.00226936,1.55542066
-5.37568784,2.41808985,0.01032096,0.00386328,0.01423589,1.21823043,1.38021381,0.00211437,1.51725677
-5.36968484,2.36133760,0.00981246,0.00426210,0.01452422,1.22281968,1.33856654,0.00203098,1.48781784
-5.36368184,2.31976544,0.00950703,0.00486010,0.01521176,1.23529838,1.30351677,0.00202034,1.46775423
-5.35767884,2.29420401,0.00942936,0.00567981,0.01633886,1.25599636,1.27539127,0.00208439,1.45757363
-5.35167584,2.28528344,0.00960500,0.00675003,0.01794717,1.28517935,1.25436431,0.00222594,1.45765657
-5.34567284,2.29346616,0.01006058,0.00810578,0.02007891,1.32306581,1.24047845,0.00244860,1.46827706
-5.33966983,2.31908507,0.01082393,0.00978816,0.02277608,1.36984511,1.23367034,0.00275677,1.48962641
-5.33366683,2.36238335,0.01192410,0.01184426,0.02607924,1.42569487,1.23379951,0.00315547,1.52183776
-5.32766383,2.42355238,0.01339126,0.01432695,0.03002619,1.49079591,1.24067798,0.00365026,1.56500920
-5.32166083,2.50276392,0.01525634,0.01729450,0.03465027,1.56534276,1.25409855,0.00424700,1.61922308
-5.31565783,2.60019366,0.01755060,0.02081012,0.03997851,1.64954843,1.27385988,0.00495163,1.68455972
-5.30965483,2.71603341,0.02030490,0.02494123,0.04602968,1.74364200,1.29978660,0.00576990,1.76110394
-5.30365183,2.85049019,0.02354883,0.02975852,0.05281212,1.84785868,1.33174306,0.00670706,1.84894327
-5.29764882,3.00377129,0.02730961,0.03533470,0.06032174,1.96242174,1.36963991,0.00776753,1.94815758
-5.29164582,3.17605552,0.03161080,0.04174295,0.06853999,2.08751705,1.41343302,0.00895458,2.05880009
-5.28564282,3.36745152,0.03647096,0.04905507,0.07743219,2.22326103,1.46311474,0.01026993,2.18087075
-5.27963982,3.57794538,0.04190207,0.05733931,0.08694611,2.36966347,1.51869818,0.01171346,2.31428321
-5.27363682,3.80734031,0.04790804,0.06665779,0.09701107,2.52658740,1.58019544,0.01328287,2.45882754
-5.26763382,4.05519211,0.05448317,0.07706379,0.10753761,2.69370821,1.64759115,0.01497341,2.61413090
-5.26163082,4.32074439,0.06161073,0.08859868,0.11841785,2.87047470,1.72081317,0.01677764,2.77961887
-5.25562781,4.60286813,0.06926171,0.10128876,0.12952659,3.05607487,1.79970226,0.01868533,2.95448033
-5.24962481,4.90000978,0.07739387,0.11514198,0.14072315,3.24940886,1.88398279,0.02068328,3.13763856
-5.24362181,5.21015234,0.08595106,0.13014481,0.15185405,3.44907173,1.97323651,0.02275547,3.32773120
-5.23761881,5.53079288,0.09486305,0.14625920,0.16275643,3.65334784,2.06688129,0.02488305,3.52310126
-5.23161581,5.85893971,0.10404575,0.16341996,0.17326210,3.86021857,2.16415644,0.02704465,3.72180086
-5.22561281,6.19113115,0.11340200,0.18153263,0.18320219,4.06738399,2.26411605,0.02921668,3.92160893
-5.21960980,6.52347699,0.12282292,0.20047204,0.19241214,4.27229883,2.36563109,0.03137378,4.12006294
-5.21360680,6.85172257,0.13218975,0.22008172,0.20073697,4.47222203,2.46740099,0.03348928,4.31450463
-5.20760380,7.17133417,0.14137632,0.24017426,0.20803647,4.66427851,2.56797448,0.03553590,4.50213836
-5.20160080,7.47760328,0.15025191,0.26053283,0.21419024,4.84553134,2.66577935,0.03748636,4.68010027
-5.19559780,7.76576640,0.15868456,0.28091381,0.21910221,5.01306140,2.75916009,0.03931408,4.84553588
-5.18959480,8.03113587,0.16654465,0.30105070,0.22270459,5.16405169,2.84642200,0.04099398,4.99568298
-5.18359180,8.26923679,0.17370868,0.32065915,0.22496088,5.29587279,2.92588010,0.04250311,5.12795650
-5.17758879,8.47594446,0.18006303,0.33944313,0.22586799,5.40616590,2.99591085,0.04382141,5.24003176
-5.17158579,8.64761658,0.18550765,0.35710201,0.22545712,5.49291999,3.05500425,0.04493230,5.32992251
-5.16558279,8.78121456,0.18995941,0.37333840,0.22379354,5.55453967,3.10181445,0.04582321,5.39605018
-5.15957979,8.87440854,0.19335504,0.38786640,0.22097511,5.58990081,3.13520623,0.04648601,5.43730134
-5.15357679,8.92566148,0.19565347,0.40042009,0.21712967,5.59839147,3.15429552,0.04691732,5.45307050
-5.14757379,8.93428814,0.19683745,0.41076175,0.21241133,5.57993626,3.15848208,0.04711862,5.44328633
-5.14157079,8.90048623,0.19691443,0.41868960,0.20699575,5.53500292,3.14747277,0.04709624,5.40841977
-5.13556778,8.82533783,0.19591649,0.42404455,0.20107470,5.46459082,3.12129431,0.04686120,5.34947348
-5.12956478,8.71078053,0.19389946,0.42671589,0.19485000,5.37020167,3.08029498,0.04642886,5.26795284
-5.12356178,8.55954918,0.19094116,0.42664533,0.18852709,5.25379354,3.02513501,0.04581846,5.16581941
-5.11755878,8.37509008,0.18713883,0.42382939,0.18230846,5.11772000,2.95676613,0.04505248,5.04542864
-5.11155578,8.16145101,0.18260580,0.41832001,0.17638718,4.96465689,2.87640098,0.04415591,4.90945419
-5.10555278,7.92315128,0.17746771,0.41022312,0.17094081,4.79751937,2.78547378,0.04315548,4.76080184
-5.09954977,7.66503692,0.17185820,0.39969553,0.16612573,4.61937275,2.68559389,0.04207872,4.60251645
-5.09354677,7.39212687,0.16591438,0.38693991,0.16207234,4.43334045,2.57849414,0.04095314,4.43768549
-5.08754377,7.10945622,0.15977229,0.37219846,0.15888108,4.24251256,2.46597632,0.03980531,4.26934323
-5.08154077,6.82192286,0.15356251,0.35574516,0.15661948,4.04985858,2.34985579,0.03866002,4.10037898
-5.07553777,6.53414344,0.14740603,0.33787733,0.15532036,3.85814744,2.23190777,0.03753956,3.93345326
-5.06953477,6.25032449,0.14141073,0.31890658,0.15498117,3.66987757,2.11381727,0.03646304,3.77092486
-5.06353177,5.97415330,0.13566839,0.29914966,0.15556457,3.48721951,1.99713461,0.03544590,3.61479153
-5.05752876,5.70871276,0.13025254,0.27891965,0.15700015,3.31197264,1.88323823,0.03449950,3.46664629
-5.05152576,5.45642280,0.12521713,0.25851773,0.15918727,3.14553730,1.77330596,0.03363097,3.32765090
-5.04552276,5.21901020,0.12059605,0.23822593,0.16199894,2.98890258,1.66829559,0.03284319,3.19852674
-5.03951976,4.99750694,0.11640354,0.21830101,0.16528653,2.84264968,1.56893513,0.03213485,3.07956331
-5.03351676,4.79227634,0.11263540,0.19896977,0.16888527,2.70696998,1.47572268,0.03150083,2.97064316
-5.02751376,4.60306454,0.10927096,0.18042577,0.17262019,2.58169619,1.38893530,0.03093263,2.87128173
-5.02151076,4.42907445,0.10627570,0.16282759,0.17631249,2.46634489,1.30864614,0.03041890,2.78067999
-5.01550775,4.26905772,0.10360434,0.14629843,0.17978590,2.36016787,1.23474847,0.02994614,2.69778696
-5.00950475,4.12142012,0.10120420,0.13092716,0.18287295,2.26220985,1.16698514,0.02949943,2.62136933
-5.00350175,3.98433508,0.09901887,0.11677036,0.18542087,2.17136981,1.10498187,0.02906318,2.55008468
-4.99749875,3.85585994,0.09699174,0.10385547,0.18729692,2.08646308,1.04828254,0.02862191,2.48255519
-4.99149575,3.73404975,0.09506940,0.09218452,0.18839290,2.00628169,0.99638491,0.02816099,2.41743862
-4.98549275,3.61706358,0.09320474,0.08173844,0.18862877,1.92965060,0.94877491,0.02766730,2.35349347
-4.97948974,3.50325912,0.09135960,0.07248150,0.18795518,1.85547760,0.90495828,0.02712984,2.28963606
-4.97348674,3.39127184,0.08950677,0.06436591,0.18635481,1.78279545,0.86448811,0.02654018,2.22498715
-4.96748374,3.28007612,0.08763149,0.05733605,0.18384258,1.71079500,0.82698745,0.02589285,2.15890685
-4.96148074,3.16902648,0.08573217,0.05133255,0.18046462,1.63884853,0.79216619,0.02518554,2.09101670
-4.95547774,3.05787837,0.08382047,0.04629572,0.17629617,1.56652321,0.75983198,0.02441919,2.02120878
-4.94947474,2.94678843,0.08192068,0.04216853,0.17143842,1.49358496,0.72989492,0.02359794,1.94964206
-4.94347174,2.83629574,0.08006849,0.03889888,0.16601447,1.41999326,0.70236655,0.02272892,1.87672685
-4.93746873,2.72728562,0.07830927,0.03644125,0.16016469,1.34588809,0.67735320,0.02182201,1.80309870
-4.93146573,2.62093889,0.07669579,0.03475772,0.15404145,1.27157028,0.65504474,0.02088938,1.72958344
-4.92546273,2.51866943,0.07528572,0.03381837,0.14780368,1.19747669,0.63569937,0.01994510,1.65715539
-4.91945973,2.42205358,0.07413885,0.03360114,0.14161133,1.12415194,0.61962552,0.01900453,1.58689082
-4.91345673,2.33275494,0.07331423,0.03409123,0.13561999,1.05221832,0.60716176,0.01808384,1.51991910
-4.90745373,2.25244795,0.07286735,0.03528019,0.12997586,0.98234536,0.59865590,0.01719940,1.45737351
-4.90145073,2.18274393,0.07284745,0.03716462,0.12481128,0.91522063,0.59444429,0.01636726,1.40034396
-4.89544772,2.12512235,0.07329511,0.03974489,0.12024094,0.85152299,0.59483209,0.01560265,1.34983346
-4.88944472,2.08087018,0.07424017,0.04302366,0.11635883,0.79189935,0.60007572,0.01491949,1.30671990
-4.88344172,2.05103152,0.07569999,0.04700455,0.11323617,0.73694565,0.61036783,0.01433004,1.27172441
-4.87743872,2.03636913,0.07767830,0.05169092,0.11092023,0.68719281,0.62582569,0.01384458,1.24538735
-4.87143572,2.03733891,0.08016446,0.05708495,0.10943399,0.64309763,0.64648329,0.01347121,1.22805237
-4.86543272,2.05407797,0.08313319,0.06318696,0.10877690,0.60503883,0.67228733,0.01321571,1.21985880
-4.85942971,2.08640613,0.08654494,0.06999516,0.10892632,0.57331794,0.70309742,0.01308151,1.22074237
-4.85342671,2.13384038,0.09034658,0.07750576,0.10983979,0.54816460,0.73869010,0.01306979,1.23044359
-4.84742371,2.19562111,0.09447262,0.08571351,0.11145799,0.52974557,0.77876661,0.01317961,1.24852335
-4.84142071,2.27074866,0.09884683,0.09461261,0.11370814,0.51817684,0.82296395,0.01340811,1.27438461
-4.83541771,2.35802840,0.10338410,0.10419791,0.11650784,0.51353774,0.87086859,0.01375082,1.30729911
-4.82941471,2.45612198,0.10799268,0.11446645,0.11976906,0.51588630,0.92203218,0.01420203,1.34643788
-4.82341171,2.56360253,0.11257647,0.12541910,0.12340224,0.52527480,0.97598851,0.01475511,1.39090415
-4.81740870,2.67901130,0.11703756,0.13706217,0.12732019,0.54176448,1.03227079,0.01540291,1.43976719
-4.81140570,2.80091311,0.12127866,0.14940904,0.13144175,0.56543868,1.09042844,0.01613818,1.49209594
-4.80540270,2.92794826,0.12520559,0.16248140,0.13569498,0.59641332,1.15004248,0.01695392,1.54699077
-4.79939970,3.05887873,0.12872965,0.17631015,0.14001980,0.63484421,1.21073880,0.01784372,1.60361253
-4.79339670,3.19262639,0.13176973,0.19093573,0.14436993,0.68093052,1.27219851,0.01880203,1.66120750
-4.78739370,3.32830195,0.13425426,0.20640782,0.14871398,0.73491405,1.33416480,0.01982440,1.71912762
-4.78139070,3.46522318,0.13612291,0.22278428,0.15303585,0.79707407,1.39644606,0.02090764,1.77684520
-4.77538769,3.60292191,0.13732785,0.24012930,0.15733414,0.86771778,1.45891489,0.02204989,1.83396173
-4.76938469,3.74113952,0.13783477,0.25851084,0.16162081,0.94716663,1.52150311,0.02325059,1.89021070
-4.76338169,3.87981144,0.13762349,0.27799727,0.16591909,1.03573889,1.58419310,0.02451042,1.94545447
-4.75737869,4.01904151,0.13668815,0.29865346,0.17026065,1.13372933,1.64700573,0.02583112,1.99967546
-4.75137569,4.15906775,0.13503710,0.32053641,0.17468231,1.24138660,1.70998575,0.02721526,2.05296252
-4.74537269,4.30022124,0.13269239,0.34369059,0.17922239,1.35888947,1.77318533,0.02866597,2.10549290
-4.73936968,4.44288044,0.12968888,0.36814329,0.18391683,1.48632308,1.83664672,0.03018661,2.15751107
-4.73336668,4.58742322,0.12607310,0.39390011,0.18879540,1.62365607,1.90038509,0.03178041,2.20930526
-4.72736368,4.73417913,0.12190182,0.42094095,0.19387809,1.77072009,1.96437234,0.03345013,2.26118295
-4.72136068,4.88338417,0.11724036,0.44921666,0.19917202,1.92719230,2.02852310,0.03519768,2.31344634
-4.71535768,5.03514043,0.11216079,0.47864650,0.20466885,2.09258217,2.09268348,0.03702384,2.36636891
-4.70935468,5.18938223,0.10673998,0.50911665,0.21034301,2.26622285,2.15662335,0.03892793,2.42017393
-4.70335168,5.34585034,0.10105763,0.54047986,0.21615083,2.44726795,2.22003255,0.04090757,2.47501591
-4.69734867,5.50407516,0.09519425,0.57255615,0.22203055,2.63469359,2.28252119,0.04295851,2.53096532
-4.69134567,5.66336930,0.08922931,0.60513474,0.22790329,2.82730580,2.34362405,0.04507444,2.58799721
-4.68534267,5.82282943,0.08323941,0.63797685,0.23367501,3.02375288,2.40280886,0.04724697,2.64598380
-4.67933967,5.98134681,0.07729668,0.67081958,0.23923917,3.22254209,2.45948778,0.04946555,2.70469106
-4.67333667,6.13762545,0.07146741,0.70338029,0.24448023,3.42205988,2.51303162,0.05171750,2.76377908
-4.66733367,6.29020679,0.06581087,0.73536164,0.24927760,3.62059484,2.56278597,0.05398811,2.82280591
-4.66133067,6.43749910,0.06037847,0.76645678,0.25350995,3.81636242,2.60808840,0.05626069,2.88123439
-4.65532766,6.57781036,0.05521312,0.79635473,0.25705964,4.00753039,2.64828583,0.05851677,2.93844152
-4.64932466,6.70938291,0.05034894,0.82474554,0.25981707,4.19224450,2.68275145,0.06073624,2.99372986
-4.64332166,6.83042865,0.04581118,0.85132526,0.26168471,4.36865340,2.71090040,0.06289756,3.04634047
-4.63731866,6.93916375,0.04161648,0.87580052,0.26258067,4.53493263,2.73220369,0.06497805,3.09546702
-4.63131566,7.03384203,0.03777322,0.89789273,0.26244160,4.68930737,2.74620004,0.06695408,3.14027078
-4.62531266,7.11278666,0.03428219,0.91734183,0.26122486,4.83007395,2.75250552,0.06880147,3.17989616
-4.61930965,7.17441998,0.03113732,0.93390966,0.25890986,4.95562029,2.75082085,0.07049581,3.21348684
-4.61330665,7.21729164,0.02832659,0.94738313,0.25549850,5.06444572,2.74093658,0.07201288,3.24020227
-4.60730365,7.24010528,0.02583298,0.95757704,0.25101489,5.15518039,2.72273641,0.07332908,3.25923463
-4.60130065,7.24174406,0.02363546,0.96433688,0.24550413,5.22660472,2.69619902,0.07442198,3.26982618
-4.59529765,7.22129554,0.02170998,0.96754162,0.23903062,5.27766923,2.66139862,0.07527085,3.27128681
-4.58929465,7.17807589,0.02003048,0.96710644,0.23167563,5.30751469,2.61850479,0.07585723,3.26301193
-4.58329165,7.11165358,0.01856973,0.96298555,0.22353467,5.31549254,2.56778172,0.07616560,3.24450013
-4.57728864,7.02187213,0.01730025,0.95517502,0.21471442,5.30118520,2.50958711,0.07618395,3.21537048
-4.57128564,6.90887140,0.01619498,0.94371545,0.20532970,5.26442553,2.44437091,0.07590442,3.17537879
-4.56528264,6.77310662,0.01522801,0.92869456,0.19550043,5.20531461,2.37267380,0.07532387,3.12443240
-4.55927964,6.61536397,0.01437503,0.91024924,0.18534873,5.12423661,2.29512530,0.07444438,3.06260271
-4.55327664,6.43677148,0.01361381,0.88856714,0.17499633,5.02186972,2.21244136,0.07327366,2.99013477
-4.54727364,6.23880418,0.01292449,0.86388744,0.16456225,4.89919176,2.12542113,0.07182535,2.90745330
-4.54127064,6.02328200,0.01228982,0.83650065,0.15416090,4.75747938,2.03494266,0.07011919,2.81516442
-4.53526763,5.79235970,0.01169524,0.80674729,0.14390052,4.59830004,1.94195710,0.06818097,2.71405283
-4.52926463,5.54850803,0.01112895,0.77501536,0.13388203,4.42349610,1.84748139,0.06604238,2.60507395
-4.52326163,5.29448583,0.01058181,0.74173642,0.12419817,4.23516067,1.75258899,0.06374065,2.48934113
-4.51725863,5.03330331,0.01004727,0.70738051,0.11493307,4.03560575,1.65839886,0.06131801,2.36810809
-4.51125563,4.76817716,0.00952117,0.67244974,0.10616190,3.82732298,1.56606246,0.05882096,2.24274715
-4.50525263,4.50247863,0.00900155,0.63747095,0.09795081,3.61293834,1.47674911,0.05629950,2.11472380
-4.49924962,4.23967612,0.00848839,0.60298744,0.09035705,3.39516215,1.39162993,0.05380607,1.98556870
-4.49324662,3.98327423,0.00798338,0.56955018,0.08342904,3.17673623,1.31186068,0.05139457,1.85684810
