energy_ev,total_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-4.70335168,1.80736436,0.19677670,0.00355633,0.06023693,0.03216252,1.24138580,0.53666967,0.17957115
-4.69734867,1.89662739,0.20548676,0.00368934,0.06103073,0.03364058,1.30705883,0.55512265,0.19009881
-4.69134567,1.98738212,0.21446139,0.00381313,0.06180138,0.03504278,1.37402328,0.57438581,0.20081589
-4.68534267,2.07849899,0.22351996,0.00392636,0.06249873,0.03634510,1.44153306,0.59409762,0.21161179
-4.67933967,2.16888493,0.23248418,0.00402803,0.06308040,0.03752611,1.50885373,0.61391863,0.22237551
-4.67333667,2.25749288,0.24118159,0.00411754,0.06351215,0.03856734,1.57526843,0.63353355,0.23299660
-4.66733367,2.34332755,0.24944871,0.00419467,0.06376798,0.03945357,1.64008156,0.65265191,0.24336581
-4.66133067,2.42544801,0.25713369,0.00425959,0.06382984,0.04017302,1.70262057,0.67100723,0.25337566
-4.65532766,2.50296749,0.26409862,0.00431282,0.06368717,0.04071739,1.76223639,0.68835530,0.26292081
-4.64932466,2.57505139,0.27022121,0.00435522,0.06333624,0.04108178,1.81830280,0.70447171,0.27189846
-4.64332166,2.64091432,0.27539614,0.00438795,0.06277926,0.04126454,1.87021567,0.71914902,0.28020861
-4.63731866,2.69981715,0.27953584,0.00441236,0.06202342,0.04126700,1.91739245,0.73219415,0.28775455
-4.63131566,2.75106499,0.28257090,0.00443000,0.06107985,0.04109315,1.95927270,0.74342599,0.29444336
-4.62531266,2.79400700,0.28445012,0.00444250,0.05996259,0.04074927,1.99532008,0.75267392,0.30018668
-4.61930965,2.82803851,0.28514022,0.00445154,0.05868760,0.04024355,2.02502628,0.75977716,0.30490163
-4.61330665,2.85260607,0.28462528,0.00445876,0.05727182,0.03958567,2.04791697,0.76458527,0.30851206
-4.60730365,2.86721533,0.28290608,0.00446569,0.05573238,0.03878644,2.06355995,0.76695983,0.31094995
-4.60130065,2.87144174,0.27999915,0.00447374,0.05408598,0.03785745,2.07157513,0.76677712,0.31215703
-4.59529765,2.86494355,0.27593583,0.00448410,0.05234833,0.03681078,2.07164601,0.76393184,0.31208655
-4.58929465,2.84747622,0.27076124,0.00449774,0.05053390,0.03565875,2.06353210,0.75834142,0.31070508
-4.58329165,2.81890760,0.26453315,0.00451534,0.04865573,0.03441372,2.04708136,0.74995073,0.30799427
-4.57728864,2.77923229,0.25732084,0.00453730,0.04672537,0.03308800,2.02224203,0.73873682,0.30395241
-4.57128564,2.72858456,0.24920392,0.00456370,0.04475305,0.03169369,1.98907274,0.72471323,0.29859572
-4.56528264,2.66724816,0.24027106,0.00459433,0.04274788,0.03024272,1.94775029,0.70793356,0.29195930
-4.55927964,2.59566237,0.23061867,0.00462865,0.04071808,0.02874675,1.89857418,0.68849395,0.28409751
-4.55327664,2.51442328,0.22034951,0.00466584,0.03867135,0.02721722,1.84196738,0.66653422,0.27508384
-4.54727364,2.42427982,0.20957118,0.00470477,0.03661517,0.02566533,1.77847298,0.64223745,0.26501016
-4.54127064,2.32612430,0.19839457,0.00474408,0.03455713,0.02410201,1.70874656,0.61582791,0.25398538
-4.53526763,2.22097753,0.18693220,0.00478218,0.03250519,0.02253796,1.63354444,0.58756743,0.24213346
-4.52926463,2.10996907,0.17529654,0.00481730,0.03046790,0.02098354,1.55370816,0.55775021,0.22959095
-4.52326163,1.99431329,0.16359830,0.00484754,0.02845459,0.01944877,1.47014581,0.52669642,0.21650404
-4.51725863,1.87528233,0.15194475,0.00487093,0.02647548,0.01794320,1.38381101,0.49474476,0.20302533
-4.51125563,1.75417718,0.14043820,0.00488544,0.02454175,0.01647586,1.29568054,0.46224450,0.18931041
-4.50525263,1.63229810,0.12917447,0.00488913,0.02266557,0.01505511,1.20673147,0.42954717,0.17551433
-4.49924962,1.51091600,0.11824175,0.00488015,0.02086009,0.01368856,1.11791903,0.39699849,0.16178831
-4.49324662,1.39124574,0.10771954,0.00485679,0.01913949,0.01238297,1.03015599,0.36493083,0.14827660
