energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.57978989,2.29131831,1.09779995,0.43746974,0.00236148,0.58225017,0.03889983,1.12809029,0.37427029,0.21915725
-5.57378689,2.30331951,1.09289477,0.43559189,0.00251162,0.57279544,0.03795308,1.15134788,0.36834963,0.22055706
-5.56778389,2.32471041,1.09313136,0.43527139,0.00271030,0.56592129,0.03713515,1.17869547,0.36452205,0.22313190
-5.56178089,2.35506745,1.09889913,0.43666087,0.00296004,0.56183188,0.03641983,1.20956997,0.36250777,0.22684529
-5.55577789,2.39386826,1.11053924,0.43989599,0.00326305,0.56070063,0.03578054,1.24336795,0.36202463,0.23163878
-5.54977489,2.44050899,1.12833685,0.44509149,0.00362110,0.56266707,0.03519135,1.27946244,0.36279712,0.23743365
-5.54377189,2.49432141,1.15251340,0.45233702,0.00403548,0.56783392,0.03462814,1.31721895,0.36456456,0.24413314
-5.53776888,2.55458863,1.18321855,0.46169293,0.00450689,0.57626441,0.03406941,1.35601024,0.36708841,0.25162493
-5.53176588,2.62055922,1.22052211,0.47318612,0.00503533,0.58797984,0.03349706,1.39522955,0.37015827,0.25978407
-5.52576288,2.69145906,1.26440608,0.48680605,0.00562007,0.60295717,0.03289688,1.43430189,0.37359657,0.26847612
-5.51975988,2.76650102,1.31475705,0.50250107,0.00625957,0.62112698,0.03225890,1.47269344,0.37726192,0.27756059
-5.51375688,2.84489240,1.37135953,0.52017545,0.00695139,0.64237164,0.03157744,1.50991897,0.38105104,0.28689460
-5.50775388,2.92584063,1.43389055,0.53968714,0.00769219,0.66652396,0.03085108,1.54554745,0.38489938,0.29633676
-5.50175088,3.00855773,1.50191618,0.56084668,0.00847770,0.69336655,0.03008230,1.57920620,0.38878057,0.30575119
-5.49574787,3.09226419,1.57489066,0.58341740,0.00930274,0.72263195,0.02927709,1.61058372,0.39270482,0.31501164
-5.48974487,3.17619318,1.65215855,0.60711718,0.01016125,0.75400407,0.02844436,1.63943168,0.39671659,0.32400566
-5.48374187,3.25959578,1.73296073,0.63162188,0.01104635,0.78712081,0.02759529,1.66556634,0.40089160,0.33263875
-5.47773887,3.34174811,1.81644437,0.65657057,0.01195041,0.82157841,0.02674262,1.68886987,0.40533352,0.34083828
-5.47173587,3.42196089,1.90167750,0.68157260,0.01286523,0.85693747,0.02590000,1.70929164,0.41017052,0.34855718
-5.46573287,3.49959191,1.98766808,0.70621637,0.01378211,0.89273095,0.02508122,1.72684979,0.41555188,0.35577720
-5.45972986,3.57406157,2.07338749,0.73007980,0.01469206,0.92847390,0.02429970,1.74163318,0.42164478,0.36251159
-5.45372686,3.64487136,2.15779813,0.75274199,0.01558598,0.96367511,0.02356794,1.75380341,0.42863141,0.36880700
-5.44772386,3.71162471,2.23988445,0.77379600,0.01645484,0.99785031,0.02289709,1.76359707,0.43670640,0.37474455
-5.44172086,3.77404967,2.31868648,0.79286219,0.01728992,1.03053666,0.02229676,1.77132749,0.44607456,0.38043979
-5.43571786,3.83202194,2.39333480,0.80960163,0.01808302,1.06130813,0.02177479,1.77738594,0.45694883,0.38604144
-5.42971486,3.88558729,2.46308561,0.82372917,0.01882665,1.08979123,0.02133732,1.78224144,0.46954839,0.39172897
-5.42371186,3.93498154,2.52735428,0.83502555,0.01951426,1.11568048,0.02098882,1.78643887,0.48409662,0.39770866
-5.41770885,3.98064665,2.58574610,0.84334810,0.02014043,1.13875309,0.02073234,1.79059466,0.50081879,0.40420841
-5.41170585,4.02324115,2.63808229,0.84863940,0.02070105,1.15888191,0.02056970,1.79538972,0.51993926,0.41147117
-5.40570285,4.06364350,2.68442017,0.85093372,0.02119343,1.17604632,0.02050190,1.80155905,0.54167798,0.41974715
-5.39969985,4.10294713,2.72506584,0.85036064,0.02161641,1.19034011,0.02052934,1.80987801,0.56624613,0.42928505
-5.39369685,4.14244615,2.76057845,0.84714570,0.02197046,1.20197600,0.02065217,1.82114499,0.59384079,0.44032248
-5.38769385,4.18361121,2.79176528,0.84160799,0.02225762,1.21128628,0.02087053,1.83616092,0.62463861,0.45307592
-5.38169085,4.22805567,2.81966713,0.83415446,0.02248154,1.21871921,0.02118478,1.85570577,0.65878848,0.46773059
-5.37568784,4.27749244,2.84553418,0.82527125,0.02264730,1.22483111,0.02159555,1.88051296,0.69640354,0.48443075
-5.36968484,4.33368266,2.87079258,0.81551210,0.02276132,1.23027411,0.02210377,1.91124244,0.73755250,0.50327077
-5.36368184,4.39837783,2.89700291,0.80548412,0.02283115,1.23577974,0.02271063,1.94845356,0.78225083,0.52428743
-5.35767884,4.47325741,2.92581159,0.79583152,0.02286516,1.24213883,0.02341729,1.99257897,0.83045228,0.54745407
-5.35167584,4.55986443,2.95889702,0.78721750,0.02287233,1.25017820,0.02422471,2.04390077,0.88204097,0.57267678
-5.34567284,4.65954169,2.99791246,0.78030512,0.02286183,1.26073488,0.02513324,2.10253032,0.93682488,0.59979311
-5.33966983,4.77337134,3.04442776,0.77573756,0.02284276,1.27462874,0.02614222,2.16839283,0.99453109,0.62857345
-5.33366683,4.90212077,3.09987224,0.77411846,0.02282372,1.29263449,0.02724961,2.24121773,1.05480331,0.65872522
-5.32766383,5.04619704,3.16548109,0.77599306,0.02281250,1.31545393,0.02845151,2.32053575,1.11720208,0.68989982
-5.32166083,5.20561243,3.24224738,0.78183050,0.02281574,1.34368967,0.02974187,2.40568304,1.18120806,0.72170221
-5.31565783,5.37996252,3.33088172,0.79200815,0.02283865,1.37782118,0.03111210,2.49581269,1.24622847,0.75370269
-5.30965483,5.56841817,3.43178124,0.80679829,0.02288477,1.41818408,0.03255093,2.58991313,1.31160672,0.78545047
-5.30365183,5.76973194,3.54500897,0.82635767,0.02295580,1.46495363,0.03404424,2.68683315,1.37663519,0.81648846
-5.29764882,5.98225866,3.67028463,0.85072029,0.02305149,1.51813298,0.03557518,2.78531233,1.44057061,0.84636855
-5.29164582,6.20398958,3.80698700,0.87979367,0.02316962,1.57754669,0.03712429,2.88401575,1.50265182,0.87466663
-5.28564282,6.43259855,3.95416761,0.91335883,0.02330609,1.64283986,0.03866981,2.98157150,1.56211898,0.90099667
-5.27963982,6.66549847,4.11057505,0.95107384,0.02345505,1.71348292,0.04018820,3.07660932,1.61823375,0.92502305
-5.27363682,6.89990547,4.27468883,0.99248111,0.02360908,1.78878199,0.04165465,3.16779872,1.67029941,0.94647064
-5.26763382,7.13290856,4.44476093,1.03701799,0.02375957,1.86789439,0.04304378,3.25388486,1.71768022,0.96513197
-5.26163082,7.36154159,4.61886353,1.08403048,0.02389696,1.94984884,0.04433041,3.33372078,1.75981910,0.98087127
-5.25562781,7.58285513,4.79494043,1.13278957,0.02401119,2.03356952,0.04549028,3.40629461,1.79625288,0.99362513
-5.24962481,7.79398544,4.97086034,1.18250969,0.02409210,2.11790320,0.04650089,3.47075079,1.82662454,1.00339986
-5.24362181,7.99221825,5.14446961,1.23236866,0.02412980,2.20164838,0.04734224,3.52640472,1.85069183,1.01026573
-5.23761881,8.17504538,5.31364245,1.28152851,0.02411512,2.28358548,0.04799747,3.57275039,1.86833208,1.01434858
-5.23161581,8.34021259,5.47632687,1.32915631,0.02403994,2.36250685,0.04845347,3.60946132,1.87954290,1.01581921
-5.22561281,8.48575763,5.63058484,1.37444459,0.02389750,2.43724572,0.04870132,3.63638504,1.88443900,1.01488145
-5.21960980,8.61003788,5.77462543,1.41663044,0.02368273,2.50670300,0.04873657,3.65353207,1.88324520,1.01175942
-5.21360680,8.71174748,5.90683051,1.45501275,0.02339234,2.56987108,0.04855941,3.66106021,1.87628624,1.00668501
-5.20760380,8.78992440,6.02577252,1.48896716,0.02302502,2.62585404,0.04817457,3.65925553,1.86397369,0.99988604
-5.20160080,8.84394802,6.13022461,1.51795821,0.02258143,2.67388356,0.04759115,3.64851116,1.84679086,0.99157608
-5.19559780,8.87352855,6.21916383,1.54154840,0.02206418,2.71333042,0.04682229,3.62930526,1.82527619,0.98194617
-5.18959480,8.87868936,6.29176813,1.55940411,0.02147768,2.74371128,0.04588459,3.60217933,1.80000605,0.97115905
-5.18359180,8.85974383,6.34740849,1.57129833,0.02082799,2.76469103,0.04479756,3.56771795,1.77157755,0.95934603
-5.17758879,8.81726815,6.38563745,1.57711025,0.02012256,2.77608087,0.04358293,3.52653074,1.74059196,0.94660652
-5.17158579,8.75207165,6.40617550,1.57682220,0.01936998,2.77783260,0.04226384,3.47923730,1.70763951,0.93301002
-5.16558279,8.66516592,6.40889673,1.57051401,0.01857961,2.77002978,0.04086413,3.42645530,1.67328581,0.91860046
-5.15957979,8.55773405,6.39381489,1.55835547,0.01776130,2.75287630,0.03940756,3.36879199,1.63806035,0.90340208
-5.15357679,8.43110100,6.36107102,1.54059723,0.01692508,2.72668326,0.03791708,3.30683896,1.60244732,0.88742674
-5.14757379,8.28670576,6.31092334,1.51756069,0.01608080,2.69185475,0.03641424,3.24116967,1.56687867,0.87068163
-5.14157079,8.12607604,6.24373993,1.48962735,0.01523785,2.64887324,0.03491859,3.17233944,1.53172965,0.85317709
-5.13556778,7.95080567,6.15999416,1.45722812,0.01440498,2.59828528,0.03344730,3.10088721,1.49731637,0.83493378
-5.12956478,7.76253474,6.06026301,1.42083284,0.01359000,2.54068797,0.03201480,3.02733833,1.46389549,0.81598870
-5.12356178,7.56293263,5.94522741,1.38094044,0.01279970,2.47671654,0.03063262,2.95220785,1.43166553,0.79639977
-5.11755878,7.35368341,5.81567436,1.33806992,0.01203972,2.40703341,0.02930936,2.87600360,1.40076962,0.77624853
-5.11155578,7.13647348,5.67249955,1.29275224,0.01131449,2.33231880,0.02805068,2.79922864,1.37129940,0.75564090
-5.10555278,6.91298095,5.51670993,1.24552318,0.01062726,2.25326294,0.02685959,2.72238263,1.34329962,0.73470603
-5.09954977,6.68486649,5.34942511,1.19691714,0.00998010,2.17055974,0.02573661,2.64596190,1.31677339,0.71359330
-5.09354677,6.45376519,5.17187680,1.14746185,0.00937406,2.08490179,0.02468020,2.57045816,1.29168767,0.69246783
-5.08754377,6.22127917,4.98540559,1.09767377,0.00880921,1.99697651,0.02368715,2.49635594,1.26797882,0.67150471
-5.08154077,5.98897077,4.79145464,1.04805405,0.00828484,1.90746310,0.02275301,2.42412882,1.24555825,0.65088259
-5.07553777,5.75835608,4.59155984,0.99908494,0.00779959,1.81703008,0.02187259,2.35423492,1.22431788,0.63077690
-5.06953477,5.53089895,4.38733654,0.95122649,0.00735164,1.72633324,0.02104039,2.28711186,1.20413550,0.61135331
-5.06353177,5.30800530,4.18046306,0.90491340,0.00693886,1.63601370,0.02025109,2.22317169,1.18488002,0.59276177
-5.05752876,5.09101808,3.97266121,0.86055196,0.00655899,1.54669591,0.01949997,2.16279620,1.16641662,0.57513166
-5.05152576,4.88121276,3.76567462,0.81851697,0.00620977,1.45898564,0.01878323,2.10633286,1.14861182,0.55856823
-5.04552276,4.67979372,3.56124544,0.77914882,0.00588909,1.37346770,0.01809836,2.05409190,1.13133865,0.54315064
-5.03951976,4.48789165,3.36109035,0.74275047,0.00559510,1.29070349,0.01744436,2.00634468,1.11448176,0.52893173
-5.03351676,4.30656195,3.16687660,0.70958479,0.00532628,1.21122846,0.01682192,1.96332343,1.09794273,0.51593944
-5.02751376,4.13678445,2.98019896,0.67987195,0.00508155,1.13554938,0.01623353,1.92522265,1.08164526,0.50417995
-5.02151076,3.97946421,2.80255846,0.65378733,0.00486023,1.06414178,0.01568354,1.89220187,1.06554055,0.49364214
-5.01550775,3.83543362,2.63534337,0.63145991,0.00466214,0.99744733,0.01517808,1.86438986,1.04961239,0.48430331
-5.00950475,3.70545544,2.47981331,0.61297131,0.00448753,0.93587165,0.01472501,1.84188991,1.03388213,0.47613561
-5.00350175,3.59022678,2.33708660,0.59835557,0.00433704,0.87978227,0.01433372,1.82478607,1.01841313,0.46911299
-4.99749875,3.49038369,2.20813144,0.58759994,0.00421169,0.82950716,0.01401490,1.81314979,1.00331458,0.46321809
-4.99149575,3.40650602,2.09376088,0.58064652,0.00411278,0.78533362,0.01378030,1.80704682,0.98874437,0.45844871
-4.98549275,3.33912230,1.99463160,0.57739498,0.00404180,0.74750779,0.01364241,1.80654384,0.97491079,0.45482353
-4.97948974,3.28871414,1.91124647,0.57770626,0.00400033,0.71623462,0.01361409,1.81171441,0.96207279,0.45238660
-4.97348674,3.25571981,1.84396038,0.58140732,0.00398995,0.69167835,0.01370820,1.82264394,0.95053852,0.45121033
-4.96748374,3.24053649,1.79298905,0.58829662,0.00401210,0.67396345,0.01393718,1.83943320,0.94066201,0.45139685
-4.96148074,3.24352081,1.75842026,0.59815040,0.00406801,0.66317583,0.01431270,1.86220012,0.93283778,0.45307740
-4.95547774,3.26498723,1.74022667,0.61072946,0.00415855,0.65936429,0.01484515,1.89107951,0.92749331,0.45640989
-4.94947474,3.30520380,1.73827959,0.62578614,0.00428414,0.66254198,0.01554332,1.92622056,0.92507935,0.46157444
-4.94347174,3.36438511,1.75236288,0.64307129,0.00444468,0.67268777,0.01641397,1.96778183,0.92605822,0.46876722
-4.93746873,3.44268190,1.78218592,0.66234088,0.00463944,0.68974718,0.01746146,2.01592371,0.93089019,0.47819269
-4.93146573,3.54016746,1.82739497,0.68336192,0.00486704,0.71363287,0.01868742,2.07079833,0.94001824,0.49005439
-4.92546273,3.65682045,1.88758207,0.70591735,0.00512541,0.74422440,0.02009049,2.13253701,0.95385165,0.50454492
-4.91945973,3.79250458,1.96229065,0.72980973,0.00541176,0.78136715,0.02166609,2.20123542,0.97274874,0.52183518
-4.91345673,3.94694528,2.05101749,0.75486332,0.00572261,0.82487026,0.02340623,2.27693692,0.99699945,0.54206342
-4.90745373,4.11970404,2.15321068,0.78092451,0.00605387,0.87450369,0.02529946,2.35961431,1.02680822,0.56532465
-4.90145073,4.31015123,2.26826345,0.80786054,0.00640085,0.92999437,0.02733084,2.44915087,1.06227797,0.59166056
-4.89544772,4.51743854,2.39550438,0.83555643,0.00675842,0.99102156,0.02948203,2.54532125,1.10339562,0.62105069
-4.88944472,4.74047239,2.53418440,0.86391037,0.00712113,1.05721184,0.03173146,2.64777311,1.15002008,0.65340503
-4.88344172,4.97789001,2.68346181,0.89282785,0.00748331,1.12813399,0.03405456,2.75601052,1.20187315,0.68855851
-4.87743872,5.22803996,2.84238640,0.92221475,0.00783930,1.20329421,0.03642414,2.86938018,1.25853400,0.72626770
-4.87143572,5.48896904,3.00988445,0.95197010,0.00818361,1.28213238,0.03881078,2.98706146,1.31943770,0.76620982
-4.86543272,5.75841765,3.18474619,0.98197879,0.00851109,1.36401975,0.04118339,3.10806137,1.38387822,0.80798449
-4.85942971,6.03382525,3.36561768,1.01210506,0.00881715,1.44825886,0.04350972,3.23121538,1.45101610,0.85111800
-4.85342671,6.31234783,3.55099879,1.04218711,0.00909789,1.53408617,0.04575704,3.35519497,1.51989095,0.89507035
-4.84742371,6.59088834,3.73924891,1.07203360,0.00935036,1.62067791,0.04789277,3.47852234,1.58943868,0.93924484
-4.84142071,6.86614090,3.92860143,1.10142229,0.00957261,1.70715948,0.04988523,3.59959274,1.65851310,0.98300001
-4.83541771,7.13464875,4.11718795,1.13010133,0.00976391,1.79261874,0.05170430,3.71670416,1.72591159,1.02566375
-4.82941471,7.39287531,4.30307209,1.15779326,0.00992479,1.87612287,0.05332214,3.82809412,1.79040397,1.06654902
-4.82341171,7.63728651,4.48429241,1.18420180,0.01005712,1.95673875,0.05471387,3.93198251,1.85076390,1.10497095
-4.81740870,7.86444229,4.65891308,1.20902110,0.01016413,2.03355616,0.05585817,4.02661924,1.90580168,1.14026459
-4.81140570,8.07109382,4.82508032,1.23194729,0.01025043,2.10571300,0.05673786,4.11033510,1.95439742,1.17180281
-4.80540270,8.25428260,4.98108185,1.25269140,0.01032191,2.17242148,0.05734034,4.18159378,1.99553326,1.19901375
-4.79939970,8.41143713,5.12540619,1.27099327,0.01038566,2.23299398,0.05765798,4.23904284,2.02832352,1.22139709
-4.79339670,8.54046235,5.25679834,1.28663533,0.01044982,2.28686720,0.05768836,4.28156134,2.05204147,1.23853866
-4.78739370,8.63981719,5.37430820,1.29945552,0.01052339,2.33362325,0.05743441,4.30830174,2.06614168,1.25012267
-4.78139070,8.70857579,5.47732819,1.30935826,0.01061604,2.37300622,0.05690434,4.31872400,2.07027697,1.25594119
-4.77538769,8.74646845,5.56561724,1.31632281,0.01073781,2.40493304,0.05611154,4.31261984,2.06430916,1.25590037
-4.76938469,8.75389931,5.63930840,1.32040817,0.01089882,2.42949759,0.05507426,4.29012582,2.04831315,1.25002323
-4.76338169,8.73193882,5.69889891,1.32175404,0.01110902,2.44696752,0.05381514,4.25172419,2.02257419,1.23844874
-4.75737869,8.68229018,5.74522202,1.32057750,0.01137775,2.45777336,0.05236069,4.19823120,1.98757832,1.22142744
-4.75137569,8.60723055,5.77940121,1.31716540,0.01171352,2.46249023,0.05074061,4.13077298,1.94399640,1.19931345
-4.74537269,8.50952893,5.80278881,1.31186264,0.01212357,2.46181257,0.04898696,4.05075018,1.89266262,1.17255350
-4.73936968,8.39234426,5.81689162,1.30505687,0.01261360,2.45652312,0.04713339,3.95979255,1.83454813,1.14167326
-4.73336668,8.25910802,5.82328760,1.29716033,0.01318746,2.44745742,0.04521421,3.85970579,1.77073133,1.10726157
-4.72736368,8.11339694,5.82353810,1.28858980,0.01384685,2.43546561,0.04326347,3.75241284,1.70236588,1.06995328
-4.72136068,7.95880191,5.81910060,1.27974565,0.01459111,2.42137350,0.04131413,3.63989259,1.63064789,1.03041134
-4.71535768,7.79879912,5.81124704,1.27099130,0.01541708,2.40594475,0.03939712,3.52411862,1.55678386,0.98930892
-4.70935468,7.63662999,5.80099273,1.26263420,0.01631895,2.38984645,0.03754063,3.40700096,1.48196040,0.94731222
-4.70335168,7.47519535,5.78904005,1.25490930,0.01728825,2.37361961,0.03576942,3.29033324,1.40731718,0.90506467
-4.69734867,7.31696894,5.77574041,1.24796624,0.01831394,2.35765635,0.03410422,3.17574764,1.33392386,0.86317301
-4.69134567,7.16393387,5.76107699,1.24186080,0.01938253,2.34218489,0.03256135,3.06467934,1.26276184,0.82219574
-4.68534267,7.01754486,5.74466910,1.23655114,0.02047832,2.32726307,0.03115245,2.95834156,1.19471116,0.78263418
-4.67933967,6.87871692,5.72579829,1.23189926,0.02158370,2.31278082,0.02988435,2.85771190,1.13054265,0.74492644
-4.67333667,6.74784050,5.70345437,1.22767728,0.02267961,2.29847113,0.02875918,2.76352987,1.07091525,0.70944409
-4.66733367,6.62482093,5.67639877,1.22357855,0.02374596,2.28392900,0.02777451,2.67630489,1.01637781,0.67649164
-4.66133067,6.50913937,5.64324138,1.21923274,0.02476216,2.26863724,0.02692381,2.59633370,0.96737498,0.64630833
-4.65532766,6.39993089,5.60252650,1.21422413,0.02570771,2.25199755,0.02619690,2.52372535,0.92425604,0.61907207
-4.64932466,6.29607494,5.55282274,1.20811219,0.02656279,2.23336517,0.02558055,2.45843194,0.88728585,0.59490494
-4.64332166,6.19629270,5.49281194,1.20045328,0.02730882,2.21208541,0.02505923,2.40028284,0.85665683,0.57387975
