energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.74787394,14.45316268,0.04681471,1.17956061,4.62235069,6.30812339,0.08824695,5.84621997,0.42825735,0.78049852
-5.74187094,14.42501563,0.04565429,1.18935325,4.56135284,6.34258272,0.08643331,5.83619424,0.43194770,0.76576796
-5.73586793,14.35042045,0.04452585,1.19434459,4.48994061,6.35465473,0.08457059,5.80984431,0.43497653,0.74811622
-5.72986493,14.22953125,0.04342821,1.19439007,4.40903599,6.34369284,0.08265316,5.76721745,0.43732485,0.72777130
-5.72386193,14.06321702,0.04236090,1.18942336,4.31962333,6.30946891,0.08067505,5.70859684,0.43897142,0.70499465
-5.71785893,13.85305586,0.04132456,1.17945906,4.22273061,6.25218751,0.07863066,5.63449863,0.43989323,0.68007428
-5.71185593,13.60131087,0.04032116,1.16459331,4.11941222,6.17248659,0.07651539,5.54566344,0.44006650,0.65331778
-5.70585293,13.31088811,0.03935415,1.14500223,4.01073357,6.07142453,0.07432624,5.44304225,0.43946823,0.62504541
-5.69984992,12.98527778,0.03842840,1.12093825,3.89775751,5.95045407,0.07206234,5.32777716,0.43807800,0.59558337
-5.69384692,12.62848042,0.03755007,1.09272461,3.78153255,5.81138437,0.06972533,5.20117733,0.43588011,0.56525753
-5.68784392,12.24492046,0.03672636,1.06074803,3.66308285,5.65633266,0.06731964,5.06469103,0.43286572,0.53438763
-5.68184092,11.83935001,0.03596510,1.02545003,3.54339953,5.48766764,0.06485271,4.91987451,0.42903502,0.50328209
-5.67583792,11.41674592,0.03527431,0.98731712,3.42343335,5.30794686,0.06233504,4.76835855,0.42439906,0.47223344
-5.66983492,10.98220351,0.03466169,0.94687011,3.30408813,5.11985057,0.05978009,4.61181396,0.41898122,0.44151453
-5.66383192,10.54083012,0.03413411,0.90465312,3.18621500,4.92611438,0.05720420,4.45191669,0.41281820,0.41137538
-5.65782891,10.09764177,0.03369704,0.86122235,3.07060689,4.72946322,0.05462628,4.29031382,0.40596026,0.38204084
-5.65182591,9.65746564,0.03335407,0.81713512,2.95799337,4.53254873,0.05206746,4.12859117,0.39847094,0.35370882
-5.64582291,9.22485100,0.03310652,0.77293946,2.84903555,4.33789176,0.04955072,3.96824336,0.39042599,0.32654928
-5.63981991,8.80399059,0.03295302,0.72916436,2.74432104,4.14783179,0.04710033,3.81064711,0.38191161,0.30070383
-5.63381691,8.39865399,0.03288934,0.68631102,2.64435909,3.96448405,0.04474140,3.65703821,0.37302221,0.27628581
-5.62781391,8.01213407,0.03290825,0.64484518,2.54957590,3.78970532,0.04249923,3.50849279,0.36385758,0.25338092
-5.62181091,7.64720706,0.03299956,0.60519066,2.46031033,3.62506852,0.04039878,3.36591295,0.35451986,0.23204826
-5.61580790,7.30610630,0.03315029,0.56772411,2.37681035,3.47184628,0.03846402,3.23001713,0.34511019,0.21232171
-5.60980490,6.99050945,0.03334494,0.53277110,2.29923021,3.33100294,0.03671732,3.10133514,0.33572556,0.19421166
-5.60380190,6.70153827,0.03356595,0.50060337,2.22762884,3.20319458,0.03517890,2.98020789,0.32645564,0.17770685
-5.59779890,6.43977020,0.03379423,0.47143731,2.16196960,3.08877611,0.03386618,2.86679147,0.31738009,0.16277651
-5.59179590,6.20526050,0.03400973,0.44543354,2.10212156,2.98781473,0.03279333,2.76106558,0.30856627,0.14937249
-5.58579290,5.99757350,0.03419220,0.42269751,2.04786244,2.90010861,0.03197070,2.66284562,0.30006751,0.13743156
-5.57978989,5.81582186,0.03432180,0.40328098,1.99888345,2.82520996,0.03140444,2.57179833,0.29192202,0.12687769
-5.57378689,5.65871207,0.03437986,0.38718440,1.95479580,2.76245140,0.03109614,2.48746020,0.28415246,0.11762427
-5.56778389,5.52459523,0.03434952,0.37435995,1.91513900,2.71097489,0.03104251,2.40925835,0.27676615,0.10957641
-5.56178089,5.41152152,0.03421629,0.36471522,1.87939071,2.66976243,0.03123527,2.33653308,0.26975586,0.10263306
-5.55577789,5.31729734,0.03396862,0.35811743,1.84697810,2.63766771,0.03166106,2.26856151,0.26310115,0.09668912
-5.54977489,5.23954408,0.03359819,0.35439813,1.81729026,2.61344832,0.03230148,2.20458183,0.25677020,0.09163742
-5.54377189,5.17575746,0.03310022,0.35335828,1.78969160,2.59579794,0.03313333,2.14381730,0.25072186,0.08737063
-5.53776888,5.12336665,0.03247360,0.35477358,1.76353583,2.58337812,0.03412892,2.08549951,0.24490808,0.08378298
-5.53176588,5.07979235,0.03172082,0.35840007,1.73818020,2.57484919,0.03525655,2.02889034,0.23927633,0.08077188
-5.52576288,5.04250307,0.03084782,0.36397983,1.71299975,2.56890020,0.03648113,1.97330201,0.23377213,0.07823943
-5.51975988,5.00906886,0.02986379,0.37124672,1.68740115,2.56427726,0.03776493,1.91811478,0.22834145,0.07609368
-5.51375688,4.97721168,0.02878072,0.37993196,1.66083590,2.55981005,0.03906845,1.86279196,0.22293302,0.07424979
-5.50775388,4.94485159,0.02761305,0.38976958,1.63281252,2.55443614,0.04035140,1.80689180,0.21750033,0.07263100
-5.50175088,4.91014796,0.02637714,0.40050142,1.60290745,2.54722253,0.04157371,1.75007621,0.21200347,0.07116936
-5.49574787,4.87153466,0.02509078,0.41188167,1.57077442,2.53738405,0.04269662,1.69211592,0.20641061,0.06980629
-5.48974487,4.82774845,0.02377275,0.42368072,1.53615197,2.52429803,0.04368374,1.63289240,0.20069911,0.06849295
-5.48374187,4.77784969,0.02244231,0.43568826,1.49886894,2.50751488,0.04450211,1.57239629,0.19485638,0.06719032
-5.47773887,4.72123445,0.02111883,0.44771547,1.45884766,2.48676396,0.04512314,1.51072264,0.18888034,0.06586911
-5.47173587,4.65763759,0.01982143,0.45959624,1.41610489,2.46195456,0.04552342,1.44806326,0.18277949,0.06450949
-5.46573287,4.58712629,0.01856873,0.47118740,1.37075015,2.43317171,0.04568542,1.38469644,0.17657272,0.06310051
-5.45972986,4.51008407,0.01737863,0.48236797,1.32298166,2.40066677,0.04559796,1.32097442,0.17028879,0.06163945
-5.45372686,4.42718531,0.01626820,0.49303748,1.27307988,2.36484295,0.04525649,1.25730918,0.16396539,0.06013086
-5.44772386,4.33936122,0.01525357,0.50311356,1.22139875,2.32623610,0.04466312,1.19415700,0.15764813,0.05858561
-5.44172086,4.24775801,0.01434995,0.51252884,1.16835495,2.28549144,0.04382641,1.13200224,0.15138911,0.05701968
-5.43571786,4.15368875,0.01357157,0.52122755,1.11441548,2.24333691,0.04276102,1.07134113,0.14524542,0.05545293
-5.42971486,4.05858057,0.01293176,0.52916196,1.06008386,2.20055415,0.04148705,1.01266577,0.13927746,0.05390785
-5.42371186,3.96391928,0.01244285,0.53628895,1.00588564,2.15794824,0.04002924,0.95644911,0.13354712,0.05240823
-5.41770885,3.87119323,0.01211621,0.54256697,0.95235339,2.11631727,0.03841607,0.90313122,0.12811605,0.05097793
-5.41170585,3.78183882,0.01196216,0.54795362,0.90001197,2.07642304,0.03667875,0.85310721,0.12304383,0.04963969
-5.40570285,3.69718961,0.01198983,0.55240404,0.84936437,2.03896391,0.03485006,0.80671719,0.11838631,0.04841407
-5.39969985,3.61843085,0.01220699,0.55587024,0.80087871,2.00455096,0.03296337,0.76423837,0.11419401,0.04731845
-5.39369685,3.54656115,0.01261982,0.55830142,0.75497678,1.97368812,0.03105154,0.72587945,0.11051082,0.04636636
-5.38769385,3.48236248,0.01323262,0.55964524,0.71202439,1.94675715,0.02914600,0.69177736,0.10737276,0.04556680
-5.38169085,3.42637931,0.01404749,0.55985001,0.67232385,1.92400768,0.02727593,0.66199616,0.10480710,0.04492390
-5.37568784,3.37890728,0.01506400,0.55886760,0.63610872,1.90555257,0.02546757,0.63652812,0.10283173,0.04443676
-5.36968484,3.33999142,0.01627882,0.55665676,0.60354089,1.89136848,0.02374378,0.61529663,0.10145472,0.04409941
-5.36368184,3.30943342,0.01768547,0.55318679,0.57470985,1.88130142,0.02212367,0.59816083,0.10067424,0.04390109
-5.35767884,3.28680711,0.01927402,0.54844106,0.54963424,1.87507662,0.02062254,0.58492151,0.10047868,0.04382663
-5.35167584,3.27148120,0.02103097,0.54242031,0.52826521,1.87231228,0.01925191,0.57532825,0.10084700,0.04385698
-5.34567284,3.26264794,0.02293914,0.53514526,0.51049168,1.87253635,0.01801976,0.56908731,0.10174933,0.04396989
-5.33966983,3.25935630,0.02497781,0.52665856,0.49614686,1.87520559,0.01693092,0.56587009,0.10314773,0.04414074
-5.33366683,3.26054829,0.02712288,0.51702567,0.48501607,1.87972609,0.01598749,0.56532197,0.10499712,0.04434334
-5.32766383,3.26509704,0.02934730,0.50633486,0.47684529,1.88547445,0.01518951,0.56707125,0.10724633,0.04455081
-5.32166083,3.27184527,0.03162160,0.49469603,0.47135028,1.89181897,0.01453546,0.57073804,0.10983929,0.04473649
-5.31565783,3.27964292,0.03391455,0.48223872,0.46822596,1.89814017,0.01402298,0.57594296,0.11271632,0.04487480
-5.30965483,3.28738299,0.03619397,0.46910911,0.46715576,1.90384994,0.01364943,0.58231540,0.11581545,0.04494198
-5.30365183,3.29403439,0.03842770,0.45546646,0.46782061,1.90840899,0.01341242,0.58950132,0.11907379,0.04491683
-5.29764882,3.29867122,0.04058447,0.44147898,0.46990755,1.91134210,0.01331033,0.59717037,0.12242895,0.04478133
-5.29164582,3.30049748,0.04263498,0.42731949,0.47311747,1.91225067,0.01334264,0.60502215,0.12582043,0.04452105
-5.28564282,3.29886690,0.04455278,0.41316100,0.47717200,1.91082253,0.01351017,0.61279154,0.12919092,0.04412554
-5.27963982,3.29329700,0.04631516,0.39917244,0.48181925,1.90683850,0.01381519,0.62025291,0.13248762,0.04358849
-5.27363682,3.28347728,0.04790391,0.38551470,0.48683827,1.90017558,0.01426134,0.62722294,0.13566328,0.04290780
-5.26763382,3.26927105,0.04930583,0.37233711,0.49204218,1.89080680,0.01485345,0.63356220,0.13867720,0.04208546
-5.26163082,3.25071080,0.05051310,0.35977440,0.49727971,1.87879738,0.01559718,0.63917498,0.14149597,0.04112732
-5.25562781,3.22798710,0.05152341,0.34794427,0.50243524,1.86429749,0.01649859,0.64400773,0.14409387,0.04004275
-5.24962481,3.20143138,0.05233976,0.33694543,0.50742730,1.84753170,0.01756346,0.64804576,0.14645305,0.03884421
-5.24362181,3.17149288,0.05297014,0.32685619,0.51220559,1.82878538,0.01879672,0.65130854,0.14856339,0.03754665
-5.23761881,3.13871074,0.05342685,0.31773351,0.51674656,1.80838853,0.02020165,0.65384348,0.15042195,0.03616696
-5.23161581,3.10368206,0.05372578,0.30961244,0.52104793,1.78669759,0.02177913,0.65571876,0.15203218,0.03472331
-5.22561281,3.06702736,0.05388538,0.30250587,0.52512224,1.76407609,0.02352693,0.65701522,0.15340275,0.03323452
-5.21960980,3.02935497,0.05392565,0.29640459,0.52898987,1.74087481,0.02543902,0.65781793,0.15454617,0.03171939
-5.21360680,2.99122597,0.05386706,0.29127767,0.53267180,1.71741254,0.02750498,0.65820773,0.15547727,0.03019617
-5.20760380,2.95312162,0.05372952,0.28707299,0.53618270,1.69395844,0.02970957,0.65825333,0.15621151,0.02868194
-5.20160080,2.91541487,0.05353143,0.28371813,0.53952451,1.67071685,0.03203248,0.65800442,0.15676339,0.02719225
-5.19559780,2.87834791,0.05328889,0.28112160,0.54268121,1.64781560,0.03444824,0.65748617,0.15714488,0.02574067
-5.18959480,2.84201697,0.05301515,0.27917436,0.54561489,1.62529848,0.03692641,0.65669561,0.15736414,0.02433857
-5.18359180,2.80636553,0.05272024,0.27775185,0.54826355,1.60312251,0.03943197,0.65560011,0.15742457,0.02299499
-5.17758879,2.77118672,0.05241095,0.27671638,0.55054081,1.58116030,0.04192599,0.65413811,0.15732418,0.02171655
-5.17158579,2.73613488,0.05209095,0.27592010,0.55233760,1.55920748,0.04436646,0.65222219,0.15705551,0.02050757
-5.16558279,2.70074599,0.05176128,0.27520840,0.55352576,1.53699500,0.04670937,0.64974433,0.15660595,0.01937018
-5.15957979,2.66446597,0.05142099,0.27442369,0.55396349,1.51420574,0.04890997,0.64658305,0.15595859,0.01830459
-5.15357679,2.62668547,0.05106794,0.27340960,0.55350228,1.49049438,0.05092406,0.64261208,0.15509348,0.01730939
-5.14757379,2.58677905,0.05069971,0.27201537,0.55199491,1.46550975,0.05270946,0.63771007,0.15398928,0.01638190
-5.14157079,2.54414674,0.05031462,0.27010033,0.54930420,1.43891809,0.05422737,0.63177062,0.15262512,0.01551852
-5.13556778,2.49825539,0.04991260,0.26753822,0.54531172,1.41042607,0.05544372,0.62471210,0.15098265,0.01471514
-5.12956478,2.44867738,0.04949608,0.26422124,0.53992617,1.37980211,0.05633039,0.61648656,0.14904807,0.01396748
-5.12356178,2.39512439,0.04907062,0.26006365,0.53309074,1.34689473,0.05686622,0.60708713,0.14681403,0.01327141
-5.11755878,2.33747402,0.04864536,0.25500461,0.52478892,1.31164687,0.05703781,0.59655338,0.14428122,0.01262323
-5.11155578,2.27578775,0.04823321,0.24901023,0.51504853,1.27410512,0.05684001,0.58497415,0.14145958,0.01201987
-5.10555278,2.21031886,0.04785074,0.24207467,0.50394348,1.23442351,0.05627611,0.57248774,0.13836906,0.01145907
-5.09954977,2.14151000,0.04751779,0.23422022,0.49159323,1.19286140,0.05535780,0.55927921,0.13503968,0.01093937
-5.09354677,2.06998022,0.04725674,0.22549637,0.47815978,1.14977563,0.05410466,0.54557486,0.13151116,0.01046023
-5.08754377,1.99650233,0.04709156,0.21597787,0.46384254,1.10560736,0.05254357,0.53163421,0.12783180,0.01002185
-5.08154077,1.92197173,0.04704666,0.20576192,0.44887107,1.06086433,0.05070769,0.51773984,0.12405695,0.00962516
-5.07553777,1.84736855,0.04714553,0.19496457,0.43349623,1.01609952,0.04863535,0.50418561,0.12024694,0.00927159
-5.06953477,1.77371520,0.04740933,0.18371668,0.41798024,0.97188738,0.04636875,0.49126382,0.11646470,0.00896297
-5.06353177,1.70203170,0.04785547,0.17215937,0.40258603,0.92879903,0.04395264,0.47925224,0.11277315,0.00870126
-5.05752876,1.63329140,0.04849622,0.16043946,0.38756664,0.88737770,0.04143290,0.46840144,0.10923257,0.00848842
-5.05152576,1.56837936,0.04933754,0.14870498,0.37315513,0.84811579,0.03885523,0.45892342,0.10589800,0.00832628
-5.04552276,1.50805591,0.05037809,0.13710096,0.35955564,0.81143470,0.03626393,0.45098200,0.10281701,0.00821635
-5.03951976,1.45292713,0.05160853,0.12576575,0.34693590,0.77766860,0.03370087,0.44468565,0.10002775,0.00815983
-5.03351676,1.40342394,0.05301118,0.11482801,0.33542190,0.74705269,0.03120460,0.44008315,0.09755756,0.00815753
-5.02751376,1.35979081,0.05456004,0.10440439,0.32509459,0.71971681,0.02880974,0.43716244,0.09542222,0.00820999
-5.02151076,1.32208469,0.05622124,0.09459810,0.31598919,0.69568436,0.02654658,0.43585277,0.09362574,0.00831756
-5.01550775,1.29018405,0.05795380,0.08549837,0.30809679,0.67487665,0.02444095,0.43603006,0.09216091,0.00848062
-5.00950475,1.26380757,0.05971081,0.07718060,0.30136840,0.65712232,0.02251430,0.43752537,0.09101047,0.00869980
-5.00350175,1.24254139,0.06144096,0.06970751,0.29572104,0.64217126,0.02078400,0.44013607,0.09014888,0.00897627
-4.99749875,1.22587354,0.06309020,0.06313072,0.29104575,0.62971222,0.01926384,0.44363927,0.08954452,0.00931210
-4.99149575,1.21323376,0.06460374,0.05749315,0.28721697,0.61939326,0.01796464,0.44780682,0.08916240,0.00971059
-4.98549275,1.20403672,0.06592804,0.05283163,0.28410293,0.61084387,0.01689501,0.45242132,0.08896697,0.01017663
-4.97948974,1.19772656,0.06701283,0.04918001,0.28157657,0.60369783,0.01606206,0.45729236,0.08892519,0.01071701
-4.97348674,1.19382060,0.06781306,0.04657226,0.27952644,0.59761555,0.01547232,0.46227222,0.08900944,0.01134076
-4.96748374,1.19195033,0.06829070,0.04504568,0.27786720,0.59230512,0.01513238,0.46727048,0.08920030,0.01205937
-4.96148074,1.19189783,0.06841623,0.04464395,0.27654922,0.58754087,0.01504970,0.47226677,0.08948896,0.01288694
-4.95547774,1.19362597,0.06816983,0.04541991,0.27556695,0.58317901,0.01523315,0.47732113,0.08987923,0.01384034
-4.94947474,1.19730143,0.06754229,0.04743810,0.27496567,0.57916953,0.01569354,0.48258160,0.09038899,0.01493910
-4.94347174,1.20330950,0.06653538,0.05077671,0.27484658,0.57556416,0.01644389,0.48828868,0.09105102,0.01620535
-4.93746873,1.21226023,0.06516191,0.05552912,0.27536982,0.57252007,0.01749966,0.49477651,0.09191324,0.01766356
-4.93146573,1.22498595,0.06344538,0.06180478,0.27675550,0.57029947,0.01887875,0.50247055,0.09303822,0.01934021
-4.92546273,1.24253020,0.06141924,0.06972951,0.27928277,0.56926522,0.02060133,0.51188212,0.09450208,0.02126329
-4.91945973,1.26612872,0.05912578,0.07944499,0.28328679,0.56987281,0.02268953,0.52359966,0.09639280,0.02346178
-4.91345673,1.29718330,0.05661488,0.09110759,0.28915384,0.57265913,0.02516700,0.53827707,0.09880795,0.02596494
-4.90745373,1.33722920,0.05394238,0.10488636,0.29731466,0.57822875,0.02805825,0.55661949,0.10185196,0.02880160
-4.90145073,1.38789741,0.05116847,0.12096020,0.30823616,0.58723801,0.03138797,0.57936682,0.10563298,0.03199933
-4.89544772,1.45087269,0.04835590,0.13951415,0.32241157,0.60037782,0.03518015,0.60727527,0.11025951,0.03558356
-4.88944472,1.52784851,0.04556828,0.16073488,0.34034935,0.61835559,0.03945718,0.64109754,0.11583672,0.03957672
-4.88344172,1.62047985,0.04286843,0.18480519,0.36256091,0.64187680,0.04423877,0.68156172,0.12246273,0.04399728
-4.87743872,1.73033501,0.04031677,0.21189781,0.38954733,0.67162688,0.04954094,0.72934963,0.13022489,0.04885884
-4.87143572,1.85884709,0.03797005,0.24216832,0.42178526,0.70825352,0.05537488,0.78507460,0.13919608,0.05416924
-4.86543272,2.00726629,0.03588008,0.27574741,0.45971234,0.75235004,0.06174582,0.84925950,0.14943121,0.05992967
-4.85942971,2.17661360,0.03409281,0.31273266,0.50371204,0.80443979,0.06865189,0.92231501,0.16096395,0.06613392
-4.85342671,2.36763686,0.03264760,0.35317988,0.55409864,0.86496201,0.07608304,1.00451886,0.17380380,0.07276757
-4.84742371,2.58076999,0.03157669,0.39709450,0.61110231,0.93425903,0.08402000,1.09599647,0.18793356,0.07980743
-4.84142071,2.81609629,0.03090483,0.44442305,0.67485485,1.01256517,0.09243334,1.19670337,0.20330733,0.08722099
-4.83541771,3.07331676,0.03064927,0.49504527,0.74537647,1.09999719,0.10128268,1.30641020,0.21984905,0.09496611
-4.82941471,3.35172447,0.03081969,0.54876721,0.82256417,1.19654645,0.11051608,1.42469082,0.23745169,0.10299082
-4.82341171,3.65018606,0.03141847,0.60531563,0.90618205,1.30207276,0.12006964,1.55091410,0.25597725,0.11123336
-4.81740870,3.96713136,0.03244093,0.66433426,0.99585432,1.41630008,0.12986738,1.68424029,0.27525748,0.11962247
-4.81140570,4.30055227,0.03387582,0.72538223,1.09106127,1.53881394,0.13982150,1.82362230,0.29509553,0.12807791
-4.80540270,4.64801161,0.03570571,0.78793507,1.19113884,1.66906075,0.14983293,1.96781263,0.31526841,0.13651128
-4.79939970,5.00666270,0.03790759,0.85138845,1.29528204,1.80634901,0.15979232,2.11537622,0.33553047,0.14482715
-4.79339670,5.37328008,0.04045342,0.91506507,1.40255252,1.94985235,0.16958144,2.26470948,0.35561760,0.15292446
-4.78739370,5.74430120,0.04331071,0.97822450,1.51189041,2.09861447,0.17907501,2.41406538,0.37525243,0.16069826
-4.78139070,6.11587890,0.04644312,1.04007608,1.62213020,2.25155599,0.18814295,2.56158448,0.39415007,0.16804165
-4.77538769,6.48394359,0.04981107,1.09979453,1.73202067,2.40748303,0.19665298,2.70533104,0.41202454,0.17484805
-4.76938469,6.84427390,0.05337233,1.15653797,1.84024813,2.56509752,0.20447359,2.84333362,0.42859551,0.18101358
-4.76338169,7.19257402,0.05708253,1.20946776,1.94546249,2.72300928,0.21147717,2.97362880,0.44359529,0.18643955
-4.75737869,7.52455556,0.06089576,1.25776951,2.04630538,2.87974954,0.21754339,3.09430676,0.45677567,0.19103507
-4.75137569,7.83602153,0.06476504,1.30067460,2.14143932,3.03378606,0.22256250,3.20355712,0.46791447,0.19471948
-4.74537269,8.12294995,0.06864279,1.33748114,2.22957701,3.18353972,0.22643857,3.29971337,0.47682153,0.19742474
-4.73936968,8.38157439,0.07248129,1.36757389,2.30950980,3.32740244,0.22909253,3.38129433,0.48334385,0.19909749
-4.73336668,8.60845908,0.07623310,1.39044193,2.38013419,3.46375661,0.23046475,3.44704085,0.48736965,0.19970081
-4.72736368,8.80056623,0.07985145,1.40569368,2.44047572,3.59099584,0.23051722,3.49594663,0.48883131,0.19921551
-4.72136068,8.95531393,0.08329065,1.41306833,2.48970918,3.70754708,0.22923505,3.52728163,0.48770687,0.19764096
-4.71535768,9.07062285,0.08650644,1.41244340,2.52717491,3.81189402,0.22662736,3.54060762,0.48402016,0.19499540
-4.70935468,9.14495114,0.08945647,1.40383802,2.55239042,3.90260171,0.22272733,3.53578504,0.47783953,0.19131558
-4.70335168,9.17731679,0.09210066,1.38741182,2.56505741,3.97834206,0.21759164,3.51297134,0.46927524,0.18665593
-4.69734867,9.16730768,0.09440169,1.36345953,2.56506411,4.03791993,0.21129898,3.47261089,0.45847563,0.18108720
-4.69134567,9.11507962,0.09632548,1.33240153,2.55248303,4.08029936,0.20394805,3.41541723,0.44562228,0.17469448
-4.68534267,9.02134327,0.09784171,1.29477084,2.52756459,4.10462926,0.19565479,3.34234862,0.43092431,0.16757499
-4.67933967,8.88734091,0.09892437,1.25119709,2.49072708,4.11026768,0.18654918,3.25457801,0.41461222,0.15983538
-4.67333667,8.71481429,0.09955232,1.20238824,2.44254345,4.09680391,0.17677167,3.15345880,0.39693133,0.15158897
-4.66733367,8.50596478,0.09970982,1.14911075,2.38372553,4.06407731,0.16646935,3.04048794,0.37813533,0.14295272
-4.66133067,8.26340720,0.09938708,1.09216906,2.31510643,4.01219173,0.15579206,2.91726767,0.35847991,0.13404440
-4.65532766,7.99011836,0.09858067,1.03238515,2.23762144,3.94152475,0.14488857,2.78546734,0.33821697,0.12497969
-4.64932466,7.68938154,0.09729390,0.97057884,2.15228823,3.85273063,0.13390298,2.64678653,0.31758932,0.11586967
-4.64332166,7.36472784,0.09553706,0.90754959,2.06018672,3.74673628,0.12297148,2.50292047,0.29682628,0.10681848
