energy_ev,total_up,Ag_p_up,Ag_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.74187094,1.65334277,0.29192345,1.03516090,0.28793028,0.20021020,0.00444365,0.15966719,0.01391093,0.24282930
-5.73586793,1.70043076,0.30284595,1.06420725,0.29065275,0.20386243,0.00469135,0.16433222,0.01407511,0.25091504
-5.72986493,1.75064557,0.31504705,1.09527951,0.29501917,0.20777224,0.00493370,0.16932730,0.01421342,0.25905101
-5.72386193,1.80263322,0.32815145,1.12761283,0.30062529,0.21179883,0.00516721,0.17447936,0.01432094,0.26703504
-5.71785893,1.85500774,0.34176715,1.16040821,0.30706806,0.21580568,0.00538829,0.17961769,0.01439375,0.27466434
-5.71185593,1.90638225,0.35549540,1.19284928,0.31395313,0.21966435,0.00559339,0.18457752,0.01442901,0.28174080
-5.70585293,1.95540270,0.36894108,1.22412143,0.32090261,0.22325821,0.00577912,0.18920380,0.01442506,0.28807660
-5.69984992,2.00078340,0.38172304,1.25343266,0.32756253,0.22648612,0.00594236,0.19335487,0.01438148,0.29349976
-5.69384692,2.04134334,0.39348445,1.28003586,0.33361024,0.22926588,0.00608040,0.19690597,0.01429915,0.29785952
-5.68784392,2.07604213,0.40390249,1.30325162,0.33876117,0.23153733,0.00619106,0.19975259,0.01418029,0.30103141
-5.68184092,2.10401405,0.41269750,1.32249072,0.34277500,0.23326493,0.00627279,0.20181332,0.01402848,0.30292161
-5.67583792,2.12459878,0.41964084,1.33727551,0.34546088,0.23443967,0.00632476,0.20303213,0.01384861,0.30347061
-5.66983492,2.13736718,0.42456160,1.34725887,0.34668137,0.23508026,0.00634692,0.20338009,0.01364684,0.30265583
-5.66383192,2.14214085,0.42735164,1.35224007,0.34635511,0.23523329,0.00634006,0.20285613,0.01343047,0.30049304
-5.65782891,2.13900413,0.42796890,1.35217630,0.34445783,0.23497247,0.00630579,0.20148712,0.01320777,0.29703664
-5.65182591,2.12830753,0.42643878,1.34718946,0.34102174,0.23439675,0.00624652,0.19932685,0.01298780,0.29237856
-5.64582291,2.11066224,0.42285356,1.33756726,0.33613314,0.23362748,0.00616538,0.19645425,0.01278013,0.28664583
-5.63981991,2.08692517,0.41736992,1.32375863,0.32992842,0.23280440,0.00606615,0.19297064,0.01259455,0.27999704
-5.63381691,2.05817512,0.41020445,1.30636325,0.32258840,0.23208087,0.00595313,0.18899621,0.01244079,0.27261754
-5.62781391,2.02568050,0.40162757,1.28611543,0.31433133,0.23161819,0.00583096,0.18466584,0.01232808,0.26471379
-5.62181091,1.99085989,0.39195581,1.26386293,0.30540475,0.23157943,0.00570451,0.18012437,0.01226490,0.25650702
-5.61580790,1.95523677,0.38154300,1.24054139,0.29607653,0.23212290,0.00557866,0.17552158,0.01225856,0.24822634
-5.60980490,1.92039025,0.37077039,1.21714549,0.28662534,0.23339548,0.00545811,0.17100695,0.01231489,0.24010170
-5.60380190,1.88790377,0.36003628,1.19469785,0.27733117,0.23552623,0.00534727,0.16672457,0.01243797,0.23235700
-5.59779890,1.85931368,0.34974538,1.17421697,0.26846592,0.23862042,0.00525001,0.16280825,0.01262988,0.22520344
-5.59179590,1.83606003,0.34029832,1.15668553,0.26028478,0.24275433,0.00516959,0.15937714,0.01289050,0.21883358
-5.58579290,1.81944121,0.33208155,1.14302022,0.25301834,0.24797107,0.00510850,0.15653190,0.01321745,0.21341618
-5.57978989,1.81057439,0.32545802,1.13404432,0.24686609,0.25427760,0.00506839,0.15435170,0.01360606,0.20909199
-5.57378689,1.81036316,0.32075886,1.13046399,0.24199117,0.26164317,0.00505000,0.15289207,0.01404942,0.20597079
-5.56778389,1.81947341,0.31827618,1.13284914,0.23851673,0.26999916,0.00505317,0.15218364,0.01453858,0.20412948
-5.56178089,1.83831833,0.31825725,1.14161944,0.23652386,0.27924059,0.00507682,0.15223183,0.01506276,0.20361146
-5.55577789,1.86705260,0.32090011,1.15703573,0.23605119,0.28922899,0.00511906,0.15301757,0.01560972,0.20442719
-5.54977489,1.90557587,0.32635056,1.17919714,0.23709586,0.29979673,0.00517720,0.15449874,0.01616610,0.20655585
-5.54377189,1.95354487,0.33470060,1.20804353,0.23961607,0.31075263,0.00524793,0.15661248,0.01671790,0.20994790
-5.53776888,2.01039332,0.34598827,1.24336298,0.24353464,0.32188845,0.00532742,0.15927820,0.01725099,0.21452854
-5.53176588,2.07535844,0.36019858,1.28480379,0.24874362,0.33298625,0.00541147,0.16240098,0.01775152,0.22020174
-5.52576288,2.14751262,0.37726573,1.33189013,0.25510962,0.34382604,0.00549568,0.16587546,0.01820651,0.22685471
-5.51975988,2.22579871,0.39707607,1.38404060,0.26247949,0.35419361,0.00557562,0.16958985,0.01860424,0.23436255
-5.51375688,2.30906726,0.41947199,1.44058873,0.27068621,0.36388802,0.00564696,0.17342994,0.01893472,0.24259294
-5.50775388,2.39611397,0.44425630,1.50080441,0.27955462,0.37272856,0.00570568,0.17728305,0.01919001,0.25141062
-5.50175088,2.48571598,0.47119710,1.56391547,0.28890692,0.38056078,0.00574810,0.18104163,0.01936453,0.26068151
-5.49574787,2.57666536,0.50003287,1.62912841,0.29856745,0.38726138,0.00577111,0.18460647,0.01945518,0.27027632
-5.48974487,2.66779885,0.53047779,1.69564762,0.30836698,0.39274184,0.00577217,0.18788936,0.01946148,0.28007356
-5.48374187,2.75802281,0.56222704,1.76269246,0.31814598,0.39695047,0.00574942,0.19081525,0.01938549,0.28996190
-5.47773887,2.84633283,0.59496209,1.82951179,0.32775727,0.39987298,0.00570167,0.19332371,0.01923174,0.29984174
-5.47173587,2.93182774,0.62835586,1.89539567,0.33706756,0.40153164,0.00562847,0.19536972,0.01900695,0.30962613
-5.46573287,3.01371810,0.66207780,1.95968411,0.34595839,0.40198289,0.00553003,0.19692394,0.01871974,0.31924104
-5.45972986,3.09132944,0.69579870,2.02177308,0.35432622,0.40131380,0.00540720,0.19797226,0.01838029,0.32862501
-5.45372686,3.16410096,0.72919543,2.08111791,0.36208195,0.39963748,0.00526142,0.19851496,0.01799984,0.33772835
-5.44772386,3.23158041,0.76195538,2.13723453,0.36915002,0.39708767,0.00509461,0.19856535,0.01759028,0.34651194
-5.44172086,3.29341620,0.79378074,2.18969903,0.37546714,0.39381291,0.00490913,0.19814812,0.01716364,0.35494576
-5.43571786,3.34934770,0.82439252,2.23814606,0.38098100,0.38997043,0.00470761,0.19729741,0.01673168,0.36300743
-5.42971486,3.39919475,0.85353423,2.28226663,0.38564896,0.38572015,0.00449291,0.19605481,0.01630539,0.37068059
-5.42371186,3.44284738,0.88097526,2.32180583,0.38943688,0.38121905,0.00426801,0.19446726,0.01589466,0.37795350
-5.41770885,3.48025655,0.90651376,2.35656091,0.39231831,0.37661601,0.00403588,0.19258505,0.01550794,0.38481775
-5.41170585,3.51142644,0.92997908,2.38638007,0.39427401,0.37204754,0.00379944,0.19045989,0.01515198,0.39126731
-5.40570285,3.53640880,0.95123346,2.41116218,0.39529180,0.36763418,0.00356148,0.18814324,0.01483170,0.39729778
-5.39969985,3.55529944,0.97017308,2.43085748,0.39536691,0.36347802,0.00332456,0.18568474,0.01455007,0.40290591
-5.39369685,3.56823672,0.98672824,2.44546915,0.39450259,0.35966102,0.00309104,0.18313100,0.01430818,0.40808952
-5.38769385,3.57540188,1.00086271,2.45505550,0.39271103,0.35624433,0.00286296,0.18052452,0.01410526,0.41284744
-5.38169085,3.57702044,1.01257206,2.45973248,0.39001446,0.35326834,0.00264208,0.17790294,0.01393891,0.41717984
-5.37568784,3.57336419,1.02188124,2.45967587,0.38644621,0.35075354,0.00242985,0.17529842,0.01380525,0.42108849
-5.36968484,3.56475309,1.02884111,2.45512285,0.38205181,0.34870186,0.00222743,0.17273729,0.01369928,0.42457719
-5.36368184,3.55155599,1.03352443,2.44637216,0.37688975,0.34709843,0.00203568,0.17023982,0.01361509,0.42765212
-5.35767884,3.53418999,1.03602112,2.43378256,0.37103194,0.34591369,0.00185519,0.16782015,0.01354625,0.43032211
-5.35167584,3.51311735,1.03643322,2.41776901,0.36456371,0.34510554,0.00168633,0.16548635,0.01348609,0.43259883
-5.34567284,3.48883994,1.03486970,2.39879637,0.35758329,0.34462152,0.00152923,0.16324060,0.01342805,0.43449681
-5.33966983,3.46189085,1.03144141,2.37737050,0.35020068,0.34440097,0.00138387,0.16107945,0.01336591,0.43603330
-5.33366683,3.43282327,1.02625638,2.35402672,0.34253598,0.34437696,0.00125006,0.15899419,0.01329408,0.43722799
-5.32766383,3.40219702,1.01941585,2.32931608,0.33471708,0.34447816,0.00112752,0.15697137,0.01320778,0.43810258
-5.32166083,3.37056313,1.01101109,2.30378973,0.32687696,0.34463041,0.00101588,0.15499337,0.01310319,0.43868024
-5.31565783,3.33844736,1.00112131,2.27798212,0.31915051,0.34475823,0.00091471,0.15303912,0.01297756,0.43898504
-5.30965483,3.30633352,0.98981280,2.25239387,0.31167107,0.34478616,0.00082359,0.15108495,0.01282925,0.43904130
-5.30365183,3.27464755,0.97713913,2.22747503,0.30456687,0.34464009,0.00074207,0.14910551,0.01265770,0.43887299
-5.29764882,3.24374351,0.96314275,2.20360991,0.29795751,0.34424850,0.00066978,0.14707487,0.01246344,0.43850326
-5.29164582,3.21389235,0.94785751,2.18110415,0.29195056,0.34354383,0.00060637,0.14496763,0.01224794,0.43795395
-5.28564282,3.18527444,0.93131221,2.16017512,0.28663862,0.34246380,0.00055160,0.14276014,0.01201352,0.43724542
-5.27963982,3.15797655,0.91353490,2.14094615,0.28209682,0.34095297,0.00050532,0.14043173,0.01176321,0.43639638
-5.27363682,3.13199379,0.89455750,2.12344524,0.27838097,0.33896430,0.00046751,0.13796593,0.01150062,0.43542412
-5.26763382,3.10723660,0.87442081,2.10760856,0.27552652,0.33646079,0.00043829,0.13535156,0.01122975,0.43434477
-5.26163082,3.08354298,0.85317916,2.09328864,0.27354827,0.33341721,0.00041798,0.13258378,0.01095484,0.43317389
-5.25562781,3.06069523,0.83090491,2.08026727,0.27244099,0.32982173,0.00040705,0.12966496,0.01068028,0.43192725
-5.24962481,3.03844093,0.80769210,2.06827234,0.27218090,0.32567751,0.00040617,0.12660521,0.01041045,0.43062172
-5.24362181,3.01651682,0.78365935,2.05699811,0.27272792,0.32100400,0.00041627,0.12342286,0.01014962,0.42927645
-5.23761881,2.99467489,0.75895165,2.04612783,0.27402867,0.31583800,0.00043846,0.12014446,0.00990189,0.42791401
-5.23161581,2.97270895,0.73374108,2.03535777,0.27602004,0.31023427,0.00047411,0.11680461,0.00967115,0.42656167
-5.22561281,2.95048065,0.70822623,2.02442124,0.27863314,0.30426569,0.00052481,0.11344540,0.00946100,0.42525266
-5.21960980,2.92794330,0.68263041,2.01311159,0.28179754,0.29802283,0.00059239,0.11011560,0.00927479,0.42402730
-5.21360680,2.90516229,0.65719878,2.00130289,0.28544544,0.29161286,0.00067888,0.10686953,0.00911559,0.42293397
-5.20760380,2.88233080,0.63219427,1.98896713,0.28951561,0.28515785,0.00078651,0.10376571,0.00898623,0.42202980
-5.20160080,2.85977978,0.60789263,1.97618711,0.29395694,0.27879239,0.00091765,0.10086528,0.00888929,0.42138098
-5.19559780,2.83798139,0.58457669,1.96316415,0.29873125,0.27266060,0.00107476,0.09823022,0.00882719,0.42106268
-5.18959480,2.81754543,0.56252998,1.95022017,0.30381527,0.26691256,0.00126034,0.09592156,0.00880212,0.42115834
-5.18359180,2.79920856,0.54202999,1.93779388,0.30920166,0.26170024,0.00147685,0.09399739,0.00881611,0.42175849
-5.17758879,2.78381643,0.52334123,1.92643107,0.31489892,0.25717312,0.00172665,0.09251100,0.00887104,0.42295889
-5.17158579,2.77229921,0.50670827,1.91676937,0.32093014,0.25347357,0.00201182,0.09150898,0.00896857,0.42485806
-5.16558279,2.76564140,0.49234915,1.90951791,0.32733074,0.25073216,0.00233417,0.09102953,0.00911016,0.42755426
-5.15957979,2.76484693,0.48044914,1.90543281,0.33414510,0.24906312,0.00269501,0.09110087,0.00929699,0.43114200
-5.15357679,2.77090087,0.47115521,1.90528938,0.34142244,0.24856010,0.00309514,0.09173990,0.00952991,0.43570809
-5.14757379,2.78472943,0.46457146,1.90985215,0.34921206,0.24929235,0.00353468,0.09295116,0.00980934,0.44132760
-5.14157079,2.80715978,0.46075549,1.91984398,0.35755812,0.25130159,0.00401299,0.09472609,0.01013523,0.44805970
-5.13556778,2.83888138,0.45971610,1.93591545,0.36649452,0.25459962,0.00452856,0.09704262,0.01050693,0.45594370
-5.12956478,2.88041067,0.46141226,1.95861593,0.37603988,0.25916689,0.00507901,0.09986521,0.01092311,0.46499559
-5.12356178,2.93206059,0.46575362,1.98836724,0.38619319,0.26495201,0.00566094,0.10314524,0.01138169,0.47520518
-5.11755878,2.99391635,0.47260249,2.02544125,0.39693027,0.27187230,0.00627003,0.10682184,0.01187978,0.48653410
-5.11155578,3.06581872,0.48177727,2.06994223,0.40820141,0.27981548,0.00690097,0.11082310,0.01241364,0.49891490
-5.10555278,3.14735575,0.49305750,2.12179466,0.41993027,0.28864232,0.00754756,0.11506766,0.01297863,0.51225131
-5.09954977,3.23786337,0.50619003,2.18073706,0.43201431,0.29819024,0.00820279,0.11946670,0.01356930,0.52641983
-5.09354677,3.33643518,0.52089656,2.24632227,0.44432662,0.30827784,0.00885894,0.12392618,0.01417938,0.54127256
-5.08754377,3.44194116,0.53688197,2.31792397,0.45671936,0.31871004,0.00950778,0.12834928,0.01480189,0.55664128
-5.08154077,3.55305472,0.55384330,2.39474955,0.46902836,0.32928376,0.01014070,0.13263907,0.01542926,0.57234264
-5.07553777,3.66828724,0.57147905,2.47585866,0.48107898,0.33979390,0.01074898,0.13670116,0.01605350,0.58818421
-5.06953477,3.78602858,0.58949835,2.56018693,0.49269273,0.35003940,0.01132394,0.14044636,0.01666636,0.60397117
-5.06353177,3.90459222,0.60762962,2.64657395,0.50369438,0.35982912,0.01185721,0.14379316,0.01725954,0.61951322
-5.05752876,4.02226302,0.62562842,2.73379447,0.51391919,0.36898735,0.01234098,0.14667004,0.01782492,0.63463145
-5.05152576,4.13734584,0.64328393,2.82059159,0.52321982,0.37735868,0.01276816,0.14901735,0.01835476,0.64916477
-5.04552276,4.24821273,0.66042397,2.90571071,0.53147257,0.38481210,0.01313261,0.15078892,0.01884192,0.66297541
-5.03951976,4.35334703,0.67691805,2.98793297,0.53858258,0.39124413,0.01342932,0.15195306,0.01928005,0.67595338
-5.03351676,4.45138221,0.69267841,3.06610659,0.54448762,0.39658087,0.01365451,0.15249317,0.01966378,0.68801936
-5.02751376,4.54113398,0.70765897,3.13917526,0.54916031,0.40077890,0.01380578,0.15240776,0.01998888,0.69912599
-5.02151076,4.62162427,0.72185210,3.20620201,0.55260865,0.40382499,0.01388210,0.15170997,0.02025232,0.70925735
-5.01550775,4.69209611,0.73528339,3.26638797,0.55487467,0.40573476,0.01388386,0.15042662,0.02045238,0.71842661
-5.00950475,4.75201889,0.74800465,3.31908507,0.55603139,0.40655020,0.01381281,0.14859674,0.02058864,0.72667196
-5.00350175,4.80108385,0.76008555,3.36380238,0.55617817,0.40633630,0.01367201,0.14626986,0.02066199,0.73405104
-4.99749875,4.83919049,0.77160412,3.40020592,0.55543476,0.40517702,0.01346567,0.14350389,0.02067455,0.74063406
-4.99149575,4.86642446,0.78263681,3.42811218,0.55393425,0.40317058,0.01319900,0.14036285,0.02062955,0.74649607
-4.98549275,4.88302865,0.79324859,3.44747592,0.55181544,0.40042463,0.01287807,0.13691457,0.02053123,0.75170880
-4.97948974,4.88936892,0.80348350,3.45837302,0.54921493,0.39705116,0.01250955,0.13322826,0.02038466,0.75633258
-4.97348674,4.88589673,0.81335643,3.46097963,0.54625950,0.39316178,0.01210057,0.12937234,0.02019559,0.76040871
-4.96748374,4.87311072,0.82284641,3.45554888,0.54305903,0.38886319,0.01165844,0.12541233,0.01997021,0.76395294
-4.96148074,4.85151948,0.83189196,3.44238650,0.53970050,0.38425344,0.01119048,0.12140905,0.01971502,0.76695037
-4.95547774,4.82160783,0.84038869,3.42182707,0.53624329,0.37941877,0.01070383,0.11741714,0.01943661,0.76935216
-4.94947474,4.78380830,0.84818956,3.39421214,0.53271612,0.37443138,0.01020528,0.11348389,0.01914154,0.77107436
-4.94347174,4.73847951,0.85510756,3.35987148,0.52911572,0.36934812,0.00970112,0.10964845,0.01883610,0.77199887
-4.93746873,4.68589269,0.86092101,3.31910872,0.52540731,0.36421003,0.00919700,0.10594142,0.01852628,0.77197673
-4.93146573,4.62622664,0.86538113,3.27219181,0.52152684,0.35904285,0.00869790,0.10238476,0.01821758,0.77083350
-4.92546273,4.55957158,0.86822145,3.21934898,0.51738483,0.35385819,0.00820803,0.09899206,0.01791496,0.76837649
-4.91945973,4.48594095,0.86916879,3.16076993,0.51287171,0.34865540,0.00773086,0.09576901,0.01762276,0.76440353
-4.91345673,4.40529046,0.86795508,3.09661212,0.50786405,0.34342391,0.00726906,0.09271421,0.01734466,0.75871281
-4.90745373,4.31754269,0.86432955,3.02701119,0.50223169,0.33814578,0.00682464,0.08982006,0.01708361,0.75111323
-4.90145073,4.22261548,0.85807056,2.95209481,0.49584504,0.33279844,0.00639889,0.08707380,0.01684185,0.74143474
-4.89544772,4.12045200,0.84899654,2.87199841,0.48858240,0.32735720,0.00599256,0.08445869,0.01662086,0.72953809
-4.88944472,4.01105044,0.83697551,2.78688178,0.48033675,0.32179760,0.00560588,0.08195508,0.01642139,0.71532348
-4.88344172,3.89449127,0.82193254,2.69694498,0.47102175,0.31609734,0.00523870,0.07954155,0.01624340,0.69873763
-4.87743872,3.77096019,0.80385505,2.60244240,0.46057659,0.31023773,0.00489052,0.07719598,0.01608610,0.67977888
-4.87143572,3.64076535,0.78279548,2.50369385,0.44896956,0.30420456,0.00456066,0.07489649,0.01594797,0.65850007
-4.86543272,3.50434778,0.75887141,2.40109186,0.43620019,0.29798855,0.00424829,0.07262230,0.01582674,0.63500915
-4.85942971,3.36228443,0.73226305,2.29510459,0.42229978,0.29158527,0.00395252,0.07035444,0.01571942,0.60946733
-4.85342671,3.21528374,0.70320834,2.18627420,0.40733063,0.28499463,0.00367245,0.06807635,0.01562239,0.58208512
-4.84742371,3.06417429,0.67199597,2.07521066,0.39138383,0.27822023,0.00340723,0.06577430,0.01553140,0.55311632
-4.84142071,2.90988721,0.63895665,1.96258160,0.37457595,0.27126841,0.00315607,0.06343775,0.01544169,0.52285046
-4.83541771,2.75343367,0.60445316,1.84909858,0.35704483,0.26414742,0.00291831,0.06105948,0.01534807,0.49160391
-4.82941471,2.59587885,0.56886963,1.73550089,0.33894475,0.25686669,0.00269334,0.05863571,0.01524507,0.45971037
-4.82341171,2.43831409,0.53260052,1.62253773,0.32044128,0.24943626,0.00248071,0.05616604,0.01512707,0.42751092
-4.81740870,2.28182855,0.49603990,1.51094985,0.30170600,0.24186670,0.00228002,0.05365334,0.01498847,0.39534443
-4.81140570,2.12748223,0.45957138,1.40145156,0.28291152,0.23416925,0.00209096,0.05110355,0.01482390,0.36353840
-4.80540270,1.97628141,0.42355904,1.29471416,0.26422685,0.22635641,0.00191330,0.04852544,0.01462836,0.33240088
-4.79939970,1.82915768,0.38833979,1.19135152,0.24581348,0.21844292,0.00174681,0.04593025,0.01439744,0.30221362
-4.79339670,1.68695128,0.35421714,1.09190825,0.22782206,0.21044695,0.00159133,0.04333142,0.01412750,0.27322665
-4.78739370,1.55039920,0.32145678,0.99685110,0.21038998,0.20239155,0.00144668,0.04074417,0.01381582,0.24565445
-4.78139070,1.42012809,0.29028367,0.90656350,0.19363977,0.19430619,0.00131269,0.03818513,0.01346069,0.21967370
-4.77538769,1.29665186,0.26088089,0.82134337,0.17767823,0.18622813,0.00118917,0.03567199,0.01306158,0.19542257
-4.76938469,1.18037346,0.23338982,0.74140394,0.16259632,0.17820377,0.00107593,0.03322308,0.01261913,0.17300139
-4.76338169,1.07159018,0.20791172,0.66687720,0.14846964,0.17028954,0.00097275,0.03085700,0.01213519,0.15247457
-4.75737869,0.97050176,0.18451036,0.59781957,0.13535936,0.16255247,0.00087939,0.02859231,0.01161273,0.13387349
-4.75137569,0.87722045,0.16321541,0.53421923,0.12331355,0.15507017,0.00079562,0.02644710,0.01105583,0.11720012
-4.74537269,0.79178209,0.14402647,0.47600460,0.11236860,0.14793030,0.00072117,0.02443877,0.01046950,0.10243116
-4.73936968,0.71415764,0.12691738,0.42305341,0.10255078,0.14122943,0.00065578,0.02258363,0.00985950,0.08952245
-4.73336668,0.64426416,0.11184062,0.37520188,0.09387768,0.13507130,0.00059919,0.02089669,0.00923221,0.07841328
-4.72736368,0.58197494,0.09873157,0.33225367,0.08635954,0.12956453,0.00055116,0.01939134,0.00859439,0.06903070
-4.72136068,0.52712823,0.08751260,0.29398810,0.08000024,0.12481995,0.00051142,0.01807912,0.00795294,0.06129329
-4.71535768,0.47953436,0.07809657,0.26016759,0.07479812,0.12094740,0.00047971,0.01696948,0.00731472,0.05511463
-4.70935468,0.43898106,0.07039004,0.23054401,0.07074638,0.11805243,0.00045580,0.01606957,0.00668634,0.05040610
-4.70335168,0.40523709,0.06429574,0.20486404,0.06783326,0.11623278,0.00043943,0.01538400,0.00607398,0.04707915
-4.69734867,0.37805434,0.05971462,0.18287329,0.06604186,0.11557492,0.00043031,0.01491471,0.00548322,0.04504696
-4.69134567,0.35716860,0.05654728,0.16431959,0.06534981,0.11615081,0.00042817,0.01466077,0.00491893,0.04422550
-4.68534267,0.34229935,0.05469494,0.14895526,0.06572874,0.11801491,0.00043268,0.01461825,0.00438519,0.04453414
-4.67933967,0.33314900,0.05405998,0.13653869,0.06714367,0.12120179,0.00044349,0.01478014,0.00388521,0.04589573
-4.67333667,0.32940193,0.05454615,0.12683538,0.06955239,0.12572423,0.00046020,0.01513629,0.00342136,0.04823642
-4.66733367,0.33072381,0.05605848,0.11961855,0.07290501,0.13157220,0.00048236,0.01567343,0.00299516,0.05148517
-4.66133067,0.33676153,0.05850316,0.11466962,0.07714358,0.13871258,0.00050948,0.01637527,0.00260731,0.05557316
-4.65532766,0.34714410,0.06178724,0.11177853,0.08220206,0.14708989,0.00054101,0.01722261,0.00225781,0.06043311
-4.64932466,0.36148489,0.06581851,0.11074428,0.08800658,0.15662799,0.00057636,0.01819365,0.00194603,0.06599867
-4.64332166,0.37938527,0.07050542,0.11137564,0.09447612,0.16723277,0.00061490,0.01926430,0.00167079,0.07220391
