energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.47773887,1.68102711,0.33803387,0.24083404,0.00224542,0.11202698,0.02578810,0.83523762,0.50149940,0.31206771
-5.47173587,1.70094149,0.34657484,0.24379589,0.00251235,0.11459048,0.02512770,0.84747269,0.52243793,0.31085626
-5.46573287,1.71648568,0.35425009,0.24659392,0.00280830,0.11687923,0.02440825,0.85699969,0.54168578,0.30849323
-5.45972986,1.72719408,0.36085838,0.24916100,0.00313299,0.11883361,0.02363605,0.86356099,0.55893324,0.30496110
-5.45372686,1.73269132,0.36622413,0.25143460,0.00348542,0.12040125,0.02281789,0.86695456,0.57390994,0.30026250
-5.44772386,1.73270884,0.37020511,0.25335854,0.00386380,0.12153926,0.02196092,0.86704328,0.58639371,0.29442158
-5.44172086,1.72709776,0.37269893,0.25488460,0.00426550,0.12221620,0.02107263,0.86376232,0.59621801,0.28748469
-5.43571786,1.71583773,0.37364819,0.25597364,0.00468707,0.12241366,0.02016069,0.85712390,0.60327751,0.27952027
-5.42971486,1.69904114,0.37304399,0.25659648,0.00512424,0.12212735,0.01923285,0.84721957,0.60753168,0.27061787
-5.42371186,1.67695285,0.37092785,0.25673432,0.00557198,0.12136768,0.01829682,0.83421973,0.60900632,0.26088654
-5.41770885,1.64994553,0.36739180,0.25637894,0.00602459,0.12015992,0.01736009,0.81837051,0.60779304,0.25045243
-5.41170585,1.61851102,0.36257675,0.25553265,0.00647581,0.11854373,0.01642981,0.79998830,0.60404668,0.23945585
-5.40570285,1.58324828,0.35666937,0.25420801,0.00691898,0.11657234,0.01551267,0.77945210,0.59798096,0.22804791
-5.39969985,1.54484856,0.34989738,0.25242743,0.00734724,0.11431120,0.01461473,0.75719416,0.58986264,0.21638690
-5.39369685,1.50407854,0.34252362,0.25022272,0.00775369,0.11183631,0.01374141,0.73368933,0.58000424,0.20463448
-5.38769385,1.46176220,0.33483914,0.24763456,0.00813162,0.10923224,0.01289732,0.70944344,0.56875590,0.19295203
-5.38169085,1.41876185,0.32715535,0.24471198,0.00847475,0.10658990,0.01208630,0.68498125,0.55649644,0.18149707
-5.37568784,1.37595918,0.31979572,0.24151178,0.00877741,0.10400419,0.01131135,0.66083431,0.54362407,0.17042008
-5.36968484,1.33423645,0.31308696,0.23809789,0.00903474,0.10157142,0.01057469,0.63752901,0.53054683,0.15986162
-5.36368184,1.29445831,0.30735021,0.23454063,0.00924289,0.09938684,0.00987776,0.61557500,0.51767316,0.14994997
-5.35767884,1.25745432,0.30289208,0.23091583,0.00939911,0.09754206,0.00922135,0.59545438,0.50540249,0.14079919
-5.35167584,1.22400234,0.29999603,0.22730369,0.00950191,0.09612255,0.00860562,0.57761156,0.49411632,0.13250766
-5.34567284,1.19481286,0.29891403,0.22378739,0.00955104,0.09520532,0.00803024,0.56244402,0.48416960,0.12515712
-5.33966983,1.17051409,0.29985880,0.22045147,0.00954753,0.09485659,0.00749444,0.55029393,0.47588267,0.11881206
-5.33366683,1.15163820,0.30299666,0.21737980,0.00949361,0.09512975,0.00699717,0.54144081,0.46953379,0.11351950
-5.32766383,1.13860858,0.30844136,0.21465336,0.00939267,0.09606354,0.00653713,0.53609519,0.46535239,0.10930909
-5.32166083,1.13172844,0.31624881,0.21234769,0.00924901,0.09768047,0.00611285,0.53439345,0.46351321,0.10619347
-5.31565783,1.13117111,0.32641314,0.21053031,0.00906777,0.09998558,0.00572278,0.53639388,0.46413133,0.10416885
-5.30965483,1.13697239,0.33886413,0.20925802,0.00885466,0.10296560,0.00536531,0.54207422,0.46725849,0.10321582
-5.30365183,1.14902552,0.35346625,0.20857431,0.00861575,0.10658854,0.00503880,0.55133084,0.47288066,0.10330030
-5.29764882,1.16707926,0.37001949,0.20850713,0.00835727,0.11080376,0.00474159,0.56397966,0.48091730,0.10437470
-5.29164582,1.19073964,0.38826212,0.20906694,0.00808538,0.11554262,0.00447203,0.57975923,0.49122226,0.10637928
-5.28564282,1.21947585,0.40787542,0.21024544,0.00780597,0.12071965,0.00422847,0.59833579,0.50358663,0.10924362
-5.27963982,1.25263051,0.42849042,0.21201497,0.00752451,0.12623428,0.00400922,0.61931073,0.51774362,0.11288831
-5.27363682,1.28943464,0.44969666,0.21432863,0.00724591,0.13197327,0.00381262,0.64223017,0.53337537,0.11722692
-5.26763382,1.32902710,0.47105264,0.21712140,0.00697447,0.13781348,0.00363699,0.66659676,0.55012179,0.12216795
-5.26163082,1.37047819,0.49209787,0.22031198,0.00671382,0.14362524,0.00348066,0.69188331,0.56759114,0.12761710
-5.25562781,1.41281689,0.51236606,0.22380551,0.00646694,0.14927606,0.00334202,0.71754796,0.58537208,0.13347951
-5.24962481,1.45506070,0.53139903,0.22749706,0.00623624,0.15463454,0.00321954,0.74305041,0.60304683,0.13966214
-5.24362181,1.49624719,0.54876085,0.23127562,0.00602364,0.15957442,0.00311179,0.76786857,0.62020499,0.14607601
-5.23761881,1.53546579,0.56405155,0.23502859,0.00583075,0.16397854,0.00301758,0.79151504,0.63645738,0.15263842
-5.23161581,1.57188851,0.57691997,0.23864642,0.00565897,0.16774261,0.00293595,0.81355265,0.65144939,0.15927490
-5.22561281,1.60479829,0.58707499,0.24202724,0.00550973,0.17077852,0.00286628,0.83360841,0.66487327,0.16592084
-5.21960980,1.63361339,0.59429482,0.24508130,0.00538467,0.17301711,0.00280837,0.85138513,0.67647868,0.17252282
-5.21360680,1.65790682,0.59843370,0.24773487,0.00528575,0.17441032,0.00276249,0.86667026,0.68608114,0.17903935
-5.20760380,1.67741973,0.59942592,0.24993354,0.00521552,0.17493251,0.00272945,0.87934136,0.69356779,0.18544127
-5.20160080,1.69206813,0.59728669,0.25164464,0.00517717,0.17458085,0.00271068,0.88936805,0.69890042,0.19171149
-5.19559780,1.70194241,0.59211012,0.25285879,0.00517464,0.17337500,0.00270820,0.89681017,0.70211529,0.19784424
-5.18959480,1.70729994,0.58406413,0.25359037,0.00521269,0.17135582,0.00272468,0.90181237,0.70332011,0.20384387
-5.18359180,1.70855076,0.57338276,0.25387693,0.00529691,0.16858330,0.00276343,0.90459531,0.70268795,0.20972311
-5.17758879,1.70623730,0.56035613,0.25377765,0.00543362,0.16513391,0.00282832,0.90544385,0.70044870,0.21550105
-5.17158579,1.70100897,0.54531859,0.25337077,0.00562980,0.16109728,0.00292373,0.90469297,0.69687831,0.22120082
-5.16558279,1.69359281,0.52863573,0.25275024,0.00589290,0.15657259,0.00305447,0.90271182,0.69228629,0.22684711
-5.15957979,1.68476161,0.51069064,0.25202163,0.00623061,0.15166472,0.00322562,0.89988695,0.68700220,0.23246373
-5.15357679,1.67530091,0.49187030,0.25129757,0.00665061,0.14648038,0.00344236,0.89660529,0.68136156,0.23807115
-5.14757379,1.66597621,0.47255248,0.25069283,0.00716022,0.14112438,0.00370982,0.89323764,0.67569200,0.24368438
-5.14157079,1.65750195,0.45309391,0.25031931,0.00776607,0.13569626,0.00403285,0.89012351,0.67029997,0.24931107
-5.13556778,1.65051327,0.43381996,0.25028101,0.00847374,0.13028727,0.00441578,0.88755774,0.66545872,0.25495010
-5.12956478,1.64554180,0.41501626,0.25066941,0.00928732,0.12497799,0.00486218,0.88577960,0.66139801,0.26059055
-5.12356178,1.64299608,0.39692257,0.25155914,0.01020911,0.11983646,0.00537464,0.88496447,0.65829567,0.26621131
-5.11755878,1.64314747,0.37972886,0.25300435,0.01123919,0.11491710,0.00595452,0.88521864,0.65627158,0.27178118
-5.11155578,1.64612174,0.36357367,0.25503577,0.01237514,0.11026012,0.00660170,0.88657709,0.65538391,0.27725949
-5.10555278,1.65189642,0.34854459,0.25765861,0.01361178,0.10589167,0.00731441,0.88900429,0.65562786,0.28259737
-5.09954977,1.66030407,0.33468073,0.26085144,0.01494097,0.10182447,0.00808908,0.89239793,0.65693682,0.28773940
-5.09354677,1.67104089,0.32197677,0.26456597,0.01635150,0.09805896,0.00892019,0.89659527,0.65918571,0.29262579
-5.08754377,1.68368049,0.31038837,0.26872786,0.01782912,0.09458486,0.00980027,0.90138179,0.66219646,0.29719490
-5.08154077,1.69769204,0.29983856,0.27323857,0.01935664,0.09138292,0.01071985,0.90650175,0.66574525,0.30138603
-5.07553777,1.71246221,0.29022474,0.27797810,0.02091417,0.08842696,0.01166760,0.91167031,0.66957136,0.30514246
-5.06953477,1.72732009,0.28142593,0.28280858,0.02247945,0.08568592,0.01263047,0.91658661,0.67338713,0.30841453
-5.06353177,1.74156419,0.27331006,0.28757869,0.02402838,0.08312593,0.01359394,0.92094744,0.67688889,0.31116271
-5.05752876,1.75449069,0.26574092,0.29212863,0.02553556,0.08071229,0.01454230,0.92446103,0.67976832,0.31336051
-5.05152576,1.76542183,0.25858455,0.29629562,0.02697497,0.07841124,0.01545908,0.92686039,0.68172401,0.31499711
-5.04552276,1.77373370,0.25171508,0.29991958,0.02832073,0.07619163,0.01632746,0.92791588,0.68247285,0.31607965
-5.03951976,1.77888222,0.24501955,0.30284894,0.02954791,0.07402620,0.01713074,0.92744640,0.68176080,0.31663495
-5.03351676,1.78042664,0.23840206,0.30494626,0.03063332,0.07189274,0.01785282,0.92532902,0.67937285,0.31671061
-5.02751376,1.77804944,0.23178681,0.30609351,0.03155635,0.06977480,0.01847875,0.92150651,0.67514168,0.31637545
-5.02151076,1.77157210,0.22512030,0.30619669,0.03229969,0.06766230,0.01899516,0.91599254,0.66895495,0.31571909
-5.01550775,1.76096587,0.21837256,0.30518974,0.03285004,0.06555171,0.01939072,0.90887437,0.66076073,0.31485076
-5.00950475,1.74635722,0.21153756,0.30303749,0.03319869,0.06344602,0.01965652,0.90031280,0.65057104,0.31389722
-5.00350175,1.72802759,0.20463273,0.29973751,0.03334195,0.06135452,0.01978636,0.89053933,0.63846337,0.31299989
-4.99749875,1.70640734,0.19769779,0.29532083,0.03328143,0.05929228,0.01977697,0.87985063,0.62457990,0.31231118
-4.99149575,1.68206402,0.19079287,0.28985148,0.03302416,0.05727948,0.01962814,0.86860036,0.60912467,0.31199016
-4.98549275,1.65568542,0.18399600,0.28342477,0.03258256,0.05534058,0.01934266,0.85718874,0.59235864,0.31219774
-4.97948974,1.62805787,0.17740013,0.27616457,0.03197415,0.05350335,0.01892628,0.84604999,0.57459273,0.31309141
-4.97348674,1.60004065,0.17110972,0.26821954,0.03122121,0.05179778,0.01838745,0.83563828,0.55617925,0.31481986
-4.96748374,1.57253741,0.16523694,0.25975848,0.03035012,0.05025492,0.01773704,0.82641256,0.53750177,0.31751760
-4.96148074,1.54646577,0.15989766,0.25096513,0.02939077,0.04890574,0.01698798,0.81882086,0.51896399,0.32129985
-4.95547774,1.52272617,0.15520731,0.24203247,0.02837564,0.04777987,0.01615480,0.81328464,0.50097783,0.32625788
-4.94947474,1.50217124,0.15127661,0.23315682,0.02733897,0.04690446,0.01525316,0.81018377,0.48395122,0.33245498
-4.94347174,1.48557675,0.14820748,0.22453201,0.02631578,0.04630307,0.01429937,0.80984267,0.46827602,0.33992331
-4.93746873,1.47361530,0.14608900,0.21634372,0.02534090,0.04599458,0.01330990,0.81251812,0.45431642,0.34866158
-4.93146573,1.46683362,0.14499373,0.20876434,0.02444796,0.04599230,0.01230089,0.81838921,0.44239828,0.35863391
-4.92546273,1.46563421,0.14497434,0.20194839,0.02366852,0.04630318,0.01128779,0.82754974,0.43279967,0.36976969
-4.91945973,1.47026205,0.14606082,0.19602868,0.02303112,0.04692719,0.01028495,0.84000331,0.42574304,0.38196453
-4.91345673,1.48079646,0.14825821,0.19111336,0.02256056,0.04785688,0.00930532,0.85566131,0.42138915,0.39508229
-4.90745373,1.49714864,0.15154502,0.18728384,0.02227714,0.04907715,0.00836027,0.87434377,0.41983298,0.40895796
-4.90145073,1.51906443,0.15587248,0.18459364,0.02219617,0.05056529,0.00745941,0.89578312,0.42110176,0.42340153
-4.89544772,1.54613248,0.16116454,0.18306816,0.02232749,0.05229115,0.00661054,0.91963062,0.42515518,0.43820238
-4.88944472,1.57779707,0.16731878,0.18270536,0.02267520,0.05421767,0.00581965,0.94546528,0.43188766,0.45313430
-4.88344172,1.61337529,0.17420820,0.18347719,0.02323754,0.05630153,0.00509096,0.97280495,0.44113268,0.46796088
-4.87743872,1.65207794,0.18168384,0.18533178,0.02400690,0.05849408,0.00442709,1.00111932,0.45266904,0.48244098
-4.87143572,1.69303328,0.18957831,0.18819624,0.02497004,0.06074249,0.00382919,1.02984431,0.46622867,0.49633442
-4.86543272,1.73531306,0.19770994,0.19197991,0.02610837,0.06299100,0.00329714,1.05839743,0.48150592,0.50940740
-4.85942971,1.77795986,0.20588767,0.19657804,0.02739850,0.06518240,0.00282973,1.08619382,0.49816783,0.52143781
-4.85342671,1.82001496,0.21391633,0.20187566,0.02881283,0.06725955,0.00242496,1.11266228,0.51586511,0.53222011
-4.84742371,1.86054594,0.22160232,0.20775156,0.03032030,0.06916697,0.00208018,1.13726093,0.53424340,0.54156982
-4.84142071,1.89867307,0.22875927,0.21408223,0.03188727,0.07085244,0.00179232,1.15949198,0.55295437,0.54932746
-4.83541771,1.93359375,0.23521374,0.22074566,0.03347845,0.07226855,0.00155811,1.17891523,0.57166624,0.55536185
-4.82941471,1.96460417,0.24081045,0.22762481,0.03505790,0.07337409,0.00137421,1.19515964,0.59007329,0.55957280
-4.82341171,1.99111753,0.24541708,0.23461067,0.03659004,0.07413536,0.00123739,1.20793287,0.60790406,0.56189298
-4.81740870,2.01267814,0.24892825,0.24160486,0.03804073,0.07452720,0.00114461,1.21702817,0.62492768,0.56228906
-4.81140570,2.02897099,0.25126867,0.24852155,0.03937820,0.07453384,0.00109314,1.22232850,0.64095838,0.56076200
-4.80540270,2.03982633,0.25239517,0.25528885,0.04057399,0.07414934,0.00108063,1.22380769,0.65585773,0.55734651
-4.79939970,2.04521927,0.25229767,0.26184937,0.04160374,0.07337789,0.00110516,1.22152851,0.66953464,0.55210958
-4.79339670,2.04526422,0.25099894,0.26816019,0.04244791,0.07223368,0.00116523,1.21563781,0.68194323,0.54514823
-4.78739370,2.04020472,0.24855327,0.27419219,0.04309226,0.07074055,0.00125982,1.20635885,0.69307861,0.53658647
-4.78139070,2.03039888,0.24504404,0.27992871,0.04352819,0.06893123,0.00138838,1.19398116,0.70297091,0.52657152
-4.77538769,2.01630134,0.24058037,0.28536378,0.04375294,0.06684652,0.00155079,1.17884845,0.71167797,0.51526941
-4.76938469,1.99844253,0.23529306,0.29050003,0.04376947,0.06453407,0.00174738,1.16134501,0.71927706,0.50286019
-4.76338169,1.97740636,0.22932984,0.29534629,0.04358630,0.06204709,0.00197888,1.14188143,0.72585626,0.48953285
-4.75737869,1.95380738,0.22285044,0.29991527,0.04321708,0.05944299,0.00224640,1.12088013,0.73150607,0.47548017
-4.75137569,1.92826864,0.21602147,0.30422125,0.04268001,0.05678186,0.00255144,1.09876159,0.73631161,0.46089373
-4.74537269,1.90140140,0.20901140,0.30827813,0.04199719,0.05412503,0.00289579,1.07593179,0.74034621,0.44595930
-4.73936968,1.87378760,0.20198594,0.31209787,0.04119378,0.05153366,0.00328157,1.05277167,0.74366661,0.43085278
-4.73336668,1.84596595,0.19510389,0.31568943,0.04029718,0.04906744,0.00371113,1.02962879,0.74631011,0.41573692
-4.72736368,1.81842229,0.18851355,0.31905832,0.03933613,0.04678335,0.00418706,1.00681191,0.74829400,0.40075889
-4.72136068,1.79158440,0.18234999,0.32220681,0.03833981,0.04473469,0.00471210,0.98458828,0.74961714,0.38604886
-4.71535768,1.76582141,0.17673294,0.32513461,0.03733702,0.04297014,0.00528911,0.96318388,0.75026369,0.37171960
-4.70935468,1.74144735,0.17176553,0.32784024,0.03635536,0.04153307,0.00592102,0.94278638,0.75020869,0.35786696
-4.70335168,1.71872844,0.16753372,0.33032264,0.03542055,0.04046101,0.00661074,0.92355028,0.74942515,0.34457137
-4.69734867,1.69789324,0.16410627,0.33258319,0.03455584,0.03978521,0.00736106,0.90560402,0.74789209,0.33189996
-4.69134567,1.67914465,0.16153535,0.33462773,0.03378156,0.03953040,0.00817464,0.88905821,0.74560306,0.31990937
-4.68534267,1.66267286,0.15985748,0.33646861,0.03311472,0.03971461,0.00905385,0.87401443,0.74257448,0.30864876
-4.67933967,1.64866795,0.15909470,0.33812641,0.03256883,0.04034909,0.01000069,0.86057394,0.73885327,0.29816301
-4.67333667,1.63733127,0.15925598,0.33963135,0.03215382,0.04143834,0.01101672,0.84884557,0.73452322,0.28849583
-4.66733367,1.62888467,0.16033855,0.34102415,0.03187603,0.04298015,0.01210295,0.83895230,0.72970966,0.27969240
-4.66133067,1.62357669,0.16232933,0.34235627,0.03173835,0.04496569,0.01325975,0.83103597,0.72458203,0.27180160
-4.65532766,1.62168553,0.16520608,0.34368955,0.03174045,0.04737974,0.01448674,0.82525989,0.71935423,0.26487747
-4.64932466,1.62351821,0.16893853,0.34509517,0.03187908,0.05020079,0.01578276,0.82180906,0.71428256,0.25897993
-4.64332166,1.62940607,0.17348931,0.34665199,0.03214838,0.05340140,0.01714575,0.82088802,0.70966132,0.25417459
