energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.79589795,4.24695142,0.01041186,0.48591319,0.64825433,0.21947621,1.21070300,0.86518863,0.13883225,1.78935748
-5.78989495,4.27171464,0.00979845,0.47938804,0.64504776,0.22202932,1.17956135,0.86920060,0.14493023,1.81283426
-5.78389195,4.32657900,0.00925295,0.47618624,0.64917137,0.22627052,1.15786729,0.87889073,0.15161725,1.84946231
-5.77788894,4.40920553,0.00877554,0.47613520,0.66010775,0.23209129,1.14510170,0.89398379,0.15879568,1.89797088
-5.77188594,4.51664249,0.00836532,0.47899650,0.67722892,0.23935003,1.14058113,0.91407896,0.16634721,1.95682803
-5.76588294,4.64537856,0.00802029,0.48446959,0.69980794,0.24787425,1.14347217,0.93865561,0.17413517,2.02426997
-5.75987994,4.79141396,0.00773737,0.49219733,0.72703247,0.25746378,1.15280963,0.96708290,0.18200758,2.09833792
-5.75387694,4.95034861,0.00751247,0.50177358,0.75802036,0.26789490,1.16751830,0.99863295,0.18980092,2.17692201
-5.74787394,5.11748521,0.00734059,0.51275240,0.79183691,0.27892539,1.18643780,1.03249752,0.19734463,2.25781112
-5.74187094,5.28794457,0.00721592,0.52465893,0.82751377,0.29030031,1.20835012,1.06780752,0.20446598,2.33874732
-5.73586793,5.45678968,0.00713202,0.53700138,0.86406894,0.30175847,1.23200893,1.10365493,0.21099529,2.41748331
-5.72986493,5.61915459,0.00708201,0.54928391,0.90052772,0.31303921,1.25617004,1.13911629,0.21677116,2.49184105
-5.72386193,5.77037366,0.00705873,0.56101985,0.93594382,0.32388943,1.27962195,1.17327719,0.22164567,2.55976944
-5.71785893,5.90610677,0.00705497,0.57174489,0.96942032,0.33407060,1.30121567,1.20525668,0.22548913,2.61939919
-5.71185593,6.02245583,0.00706371,0.58102978,1.00012975,0.34336540,1.31989281,1.23423098,0.22819427,2.66909271
-5.70585293,6.11606853,0.00707824,0.58849190,1.02733269,0.35158383,1.33471107,1.25945554,0.22967978,2.70748730
-5.69984992,6.18422549,0.00709243,0.59380560,1.05039429,0.35856863,1.34486633,1.28028479,0.22989286,2.73352986
-5.69384692,6.22490774,0.00710086,0.59671070,1.06879810,0.36419960,1.34971071,1.29618894,0.22881081,2.74650205
-5.68784392,6.23684210,0.00709896,0.59701891,1.08215675,0.36839686,1.34876607,1.30676717,0.22644155,2.74603473
-5.68184092,6.21952322,0.00708312,0.59461811,1.09021901,0.37112275,1.34173254,1.31175700,0.22282309,2.73211140
-5.67583792,6.17321159,0.00705075,0.58947425,1.09287299,0.37238246,1.32849219,1.31103948,0.21802193,2.70506050
-5.66983492,6.09890822,0.00700035,0.58163091,1.09014528,0.37222311,1.30910765,1.30464017,0.21213052,2.66553694
-5.66383192,5.99830718,0.00693143,0.57120663,1.08219608,0.37073160,1.28381620,1.29272596,0.20526387,2.61449383
-5.65782891,5.87372845,0.00684452,0.55839020,1.06931042,0.36803102,1.25301967,1.27559799,0.19755551,2.55314546
-5.65182591,5.72803392,0.00674109,0.54343416,1.05188579,0.36427595,1.21727078,1.25368104,0.18915296,2.48292318
-5.64582291,5.56453017,0.00662339,0.52664682,1.03041663,0.35964667,1.17725673,1.22750986,0.18021287,2.40542589
-5.63981991,5.38686204,0.00649435,0.50838324,1.00547631,0.35434257,1.13378086,1.19771305,0.17089606,2.32236710
-5.63381691,5.19890107,0.00635742,0.48903554,0.97769716,0.34857499,1.08774315,1.16499513,0.16136271,2.23552054
-5.62781391,5.00463329,0.00621637,0.46902287,0.94774936,0.34255974,1.04012055,1.13011763,0.15176777,2.14666641
-5.62181091,4.80805029,0.00607515,0.44878168,0.91631959,0.33650957,0.99194788,1.09387970,0.14225681,2.05754007
-5.61580790,4.61304752,0.00593770,0.42875628,0.88408999,0.33062688,0.94429991,1.05709929,0.13296245,1.96978505
-5.60980490,4.42333327,0.00580777,0.40939037,0.85171852,0.32509703,0.89827538,1.02059528,0.12400145,1.88491179
-5.60380190,4.24235096,0.00568882,0.39111954,0.81982109,0.32008233,0.85498314,0.98517140,0.11547248,1.80426346
-5.59779890,4.07321708,0.00558388,0.37436495,0.78895645,0.31571718,0.81553061,0.95160227,0.10745472,1.72898974
-5.59179590,3.91867592,0.00549542,0.35952828,0.75961403,0.31210430,0.78101474,0.92062208,0.10000713,1.66002906
-5.58579290,3.78107179,0.00542537,0.34698793,0.73220528,0.30931245,0.75251488,0.89291612,0.09316850,1.59809970
-5.57978989,3.66233827,0.00537501,0.33709628,0.70705862,0.30737543,0.73108741,0.86911516,0.08695818,1.54369944
-5.57378689,3.56400356,0.00534504,0.33017792,0.68441809,0.30629268,0.71776138,0.84979266,0.08137728,1.49711324
-5.56778389,3.48720988,0.00533559,0.32652845,0.66444549,0.30603118,0.71353432,0.83546455,0.07641056,1.45842831
-5.56178089,3.43274447,0.00534631,0.32641368,0.64722579,0.30652869,0.71936753,0.82659108,0.07202851,1.42755519
-5.55577789,3.40107927,0.00537645,0.33006878,0.63277527,0.30769806,0.73617986,0.82358033,0.06818986,1.40425375
-5.54977489,3.39241569,0.00542498,0.33769711,0.62105186,0.30943240,0.76483914,0.82679256,0.06484419,1.38816238
-5.54377189,3.40673102,0.00549072,0.34946839,0.61196703,0.31161087,0.80615067,0.83654477,0.06193458,1.37882886
-5.53776888,3.44382298,0.00557247,0.36551600,0.60539842,0.31410474,0.86084203,0.85311479,0.05940029,1.37574133
-5.53176588,3.50334910,0.00566915,0.38593325,0.60120254,0.31678336,0.92954411,0.87674402,0.05717922,1.37835756
-5.52576288,3.58485817,0.00577986,0.41076861,0.59922679,0.31951988,1.01276839,0.90763845,0.05521025,1.38613142
-5.51975988,3.68781158,0.00590408,0.44001988,0.59932009,0.32219626,1.11088077,0.94596729,0.05343517,1.39853501
-5.51375688,3.81159327,0.00604164,0.47362771,0.60134165,0.32470747,1.22407284,0.99185901,0.05180043,1.41507574
-5.50775388,3.95550789,0.00619283,0.51146865,0.60516739,0.32696462,1.35233177,1.04539479,0.05025839,1.43530776
-5.50175088,4.11876766,0.00635838,0.55334828,0.61069373,0.32889698,1.49541016,1.10659942,0.04876828,1.45883732
-5.49574787,4.30046951,0.00653947,0.59899510,0.61783875,0.33045276,1.65279789,1.17543017,0.04729676,1.48532251
-5.48974487,4.49956501,0.00673764,0.64805562,0.62654067,0.33159882,1.82369778,1.25176427,0.04581812,1.51446767
-5.48374187,4.71482593,0.00695472,0.70009145,0.63675403,0.33231935,2.00700711,1.33538573,0.04431414,1.54601343
-5.47773887,4.94480948,0.00719273,0.75457905,0.64844388,0.33261368,2.20130722,1.42597272,0.04277366,1.57972346
-5.47173587,5.18782686,0.00745371,0.81091255,0.66157855,0.33249353,2.40486279,1.52308633,0.04119195,1.61536932
-5.46573287,5.44191924,0.00773961,0.86841019,0.67612160,0.33197993,2.61563237,1.62616204,0.03956986,1.65271476
-5.45972986,5.70484468,0.00805211,0.92632457,0.69202360,0.33109996,2.83129126,1.73450484,0.03791289,1.69150093
-5.45372686,5.97407913,0.00839249,0.98385669,0.70921445,0.32988385,3.04926700,1.84728881,0.03623015,1.73143390
-5.44772386,6.24683369,0.00876144,1.04017363,0.72759681,0.32836233,3.26678738,1.96356215,0.03453335,1.77217559
-5.44172086,6.52008926,0.00915898,1.09442934,0.74704119,0.32656466,3.48093993,2.08225779,0.03283581,1.81333907
-5.43571786,6.79064861,0.00958434,1.14578781,0.76738310,0.32451745,3.68874121,2.20220987,0.03115160,1.85448873
-5.42971486,7.05520479,0.01003589,1.19344775,0.78842268,0.32224412,3.88721355,2.32217585,0.02949473,1.89514570
-5.42371186,7.31042328,0.01051110,1.23666761,0.80992663,0.31976532,4.07346648,2.44086370,0.02787849,1.93479815
-5.41770885,7.55303462,0.01100655,1.27478975,0.83163282,0.31709994,4.24477918,2.55696323,0.02631503,1.97291623
-5.41170585,7.77993316,0.01151800,1.30726259,0.85325690,0.31426675,4.39868077,2.66918051,0.02481493,2.00897045
-5.40570285,7.98827708,0.01204042,1.33365938,0.87450098,0.31128650,4.53302441,2.77627382,0.02338709,2.04245280
-5.39969985,8.17558438,0.01256815,1.35369266,0.89506360,0.30818416,4.64605209,2.87708973,0.02203856,2.07289901
-5.39369685,8.33981984,0.01309505,1.36722353,0.91465064,0.30499114,4.73644667,2.97059761,0.02077469,2.09991064
-5.38769385,8.47946804,0.01361468,1.37426504,0.93298636,0.30174742,4.80336901,3.05592089,0.01959918,2.12317570
-5.38169085,8.59358832,0.01412048,1.37497940,0.94982419,0.29850308,4.84647799,3.13236373,0.01851429,2.14248631
-5.37568784,8.68184859,0.01460601,1.36966924,0.96495638,0.29531935,4.86593280,3.19943156,0.01752110,2.15775243
-5.36968484,8.74453577,0.01506513,1.35876307,0.97822223,0.29226902,4.86237729,3.25684466,0.01661970,2.16901060
-5.36368184,8.78254214,0.01549223,1.34279582,0.98951434,0.28943598,4.83690720,3.30454378,0.01580951,2.17642722
-5.35767884,8.79732813,0.01588238,1.32238539,0.99878251,0.28691407,4.79102214,3.34268780,0.01508945,2.18029597
-5.35167584,8.79086318,0.01623153,1.29820655,1.00603526,0.28480524,4.72656461,3.37164301,0.01445817,2.18102962
-5.34567284,8.76554776,0.01653662,1.27096339,1.01133879,0.28321705,4.64564938,3.39196484,0.01391422,2.17914641
-5.33966983,8.72412028,0.01679564,1.24136194,1.01481360,0.28225970,4.55058648,3.40437263,0.01345618,2.17525195
-5.33366683,8.66955370,0.01700773,1.21008429,1.01662885,0.28204281,4.44380174,3.40971855,0.01308277,2.17001744
-5.32766383,8.60494679,0.01717311,1.17776555,1.01699508,0.28267205,4.32775841,3.40895224,0.01279291,2.16415549
-5.32166083,8.53341541,0.01729312,1.14497463,1.01615541,0.28424579,4.20488350,3.40308271,0.01258577,2.15839476
-5.31565783,8.45798886,0.01737006,1.11219994,1.01437600,0.28685211,4.07750182,3.39313927,0.01246077,2.15345474
-5.30965483,8.38151616,0.01740710,1.07984022,1.01193610,0.29056615,3.94778028,3.38013328,0.01241760,2.15002204
-5.30365183,8.30658619,0.01740811,1.04820107,1.00911836,0.29544804,3.81768429,3.36502256,0.01245617,2.14872924
-5.29764882,8.23546481,0.01737751,1.01749672,1.00619972,0.30154143,3.68894733,3.34867998,0.01257662,2.15013737
-5.29164582,8.17005136,0.01732005,0.98785681,1.00344345,0.30887278,3.56305400,3.33186758,0.01277928,2.15472268
-5.28564282,8.11185528,0.01724063,0.95933746,1.00109251,0.31745129,3.44123603,3.31521741,0.01306457,2.16286823
-5.27963982,8.06199287,0.01714411,0.93193559,0.99936454,0.32726953,3.32448022,3.29921973,0.01343300,2.17486042
-5.27363682,8.02120301,0.01703510,0.90560550,0.99844849,0.33830462,3.21354648,3.28421887,0.01388505,2.19089031
-5.26763382,7.98987957,0.01691786,0.88027650,0.99850291,0.35051992,3.10899384,3.27041669,0.01442110,2.21105927
-5.26163082,7.96811742,0.01679611,0.85587051,0.99965570,0.36386710,3.01121199,3.25788318,0.01504132,2.23538833
-5.25562781,7.95576854,0.01667299,0.83231835,1.00200520,0.37828837,2.92045579,3.24657321,0.01574553,2.26383030
-5.24962481,7.95250394,0.01655096,0.80957397,1.00562212,0.39371878,2.83688008,3.23634837,0.01653306,2.29628366
-5.24362181,7.95787743,0.01643179,0.78762572,1.01055220,0.41008856,2.76057261,3.22700229,0.01740260,2.33260705
-5.23761881,7.97138693,0.01631656,0.76650406,1.01681894,0.42732508,2.69158291,3.21828802,0.01835204,2.37263341
-5.23161581,7.99252974,0.01620574,0.74628552,1.02442640,0.44535473,2.62994554,3.20994560,0.01937832,2.41618268
-5.22561281,8.02084854,0.01609923,0.72709271,1.03336137,0.46410433,2.57569664,3.20172831,0.02047725,2.46307218
-5.21960980,8.05596584,0.01599651,0.70909061,1.04359505,0.48350216,2.52888306,3.19342602,0.02164340,2.51312418
-5.21360680,8.09760518,0.01589671,0.69247955,1.05508380,0.50347874,2.48956422,3.18488442,0.02287002,2.56617012
-5.20760380,8.14559875,0.01579878,0.67748531,1.06776905,0.52396707,2.45780694,3.17601906,0.02414898,2.62205143
-5.20160080,8.19988159,0.01570166,0.66434716,1.08157641,0.54490283,2.43367437,3.16682370,0.02547075,2.68061719
-5.19559780,8.26047392,0.01560440,0.65330457,1.09641415,0.56622418,2.41721016,3.15737262,0.02682453,2.74171887
-5.18959480,8.32745342,0.01550632,0.64458336,1.11217118,0.58787159,2.40841950,3.14781712,0.02819835,2.80520305
-5.18359180,8.40092049,0.01540719,0.63838220,1.12871504,0.60978768,2.40724873,3.13837672,0.02957930,2.87090277
-5.17758879,8.48095940,0.01530731,0.63486009,1.14589010,0.63191704,2.41356524,3.12932600,0.03095383,2.93862854
-5.17158579,8.56759887,0.01520763,0.63412556,1.16351634,0.65420640,2.42713939,3.12097801,0.03230811,3.00816002
-5.16558279,8.66077533,0.01510990,0.63622818,1.18138919,0.67660492,2.44762999,3.11366583,0.03362843,3.07923919
-5.15957979,8.76030205,0.01501666,0.64115262,1.19928058,0.69906479,2.47457443,3.10772345,0.03490168,3.15156610
-5.15357679,8.86584673,0.01493134,0.64881572,1.21694148,0.72154212,2.50738455,3.10346741,0.03611585,3.22479758
-5.14757379,8.97691944,0.01485821,0.65906650,1.23410613,0.74399808,2.54534866,3.10118055,0.03726051,3.29854964
-5.14157079,9.09287237,0.01480241,0.67168919,1.25049779,0.76640020,2.58763988,3.10109876,0.03832733,3.37240346
-5.13556778,9.21291152,0.01476984,0.68640900,1.26583610,0.78872384,2.63333052,3.10340170,0.03931051,3.44591511
-5.12956478,9.33611994,0.01476710,0.70290033,1.27984568,0.81095361,2.68141193,3.10820783,0.04020718,3.51862851
-5.12356178,9.46149126,0.01480134,0.72079711,1.29226569,0.83308473,2.73081878,3.11557399,0.04101778,3.59009091
-5.11755878,9.58797127,0.01488009,0.73970465,1.30285991,0.85512413,2.78045676,3.12549922,0.04174622,3.65987028
-5.11155578,9.71450511,0.01501113,0.75921257,1.31142688,0.87709124,2.82923215,3.13793239,0.04240005,3.72757329
-5.10555278,9.84008692,0.01520222,0.77890820,1.31780951,0.89901829,2.87608209,3.15278274,0.04299043,3.79286304
-5.09954977,9.96380869,0.01546092,0.79838994,1.32190372,0.92095010,2.92000388,3.16993238,0.04353206,3.85547526
-5.09354677,10.08490512,0.01579436,0.81728000,1.32366555,0.94294323,2.96008229,3.18924955,0.04404284,3.91523195
-5.08754377,10.20279161,0.01620899,0.83523616,1.32311634,0.96506453,2.99551346,3.21060163,0.04454357,3.97205150
-5.08154077,10.31709257,0.01671041,0.85196196,1.32034563,0.98738899,3.02562470,3.23386652,0.04505740,4.02595463
-5.07553777,10.42765838,0.01730315,0.86721526,1.31551159,1.00999700,3.04988935,3.25894168,0.04560923,4.07706547
-5.06953477,10.53456960,0.01799051,0.88081458,1.30883879,1.03297101,3.06793638,3.28574988,0.04622502,4.12560759
-5.06353177,10.63812799,0.01877442,0.89264342,1.30061332,1.05639179,3.07955468,3.31424128,0.04693103,4.17189514
-5.05752876,10.73883471,0.01965537,0.90265227,1.29117550,1.08033422,3.08469205,3.34439159,0.04775294,4.21631912
-5.05152576,10.83735679,0.02063232,0.91085839,1.28091033,1.10486301,3.08344941,3.37619644,0.04871507,4.25932961
-5.04552276,10.93448364,0.02170273,0.91734351,1.27023595,1.13002822,3.07607060,3.40966239,0.04983954,4.30141458
-5.03951976,11.03107591,0.02286255,0.92224952,1.25959072,1.15586103,3.06292859,3.44479530,0.05114539,4.34307623
-5.03351676,11.12800944,0.02410632,0.92577249,1.24941922,1.18236971,3.04450887,3.48158685,0.05264792,4.38480595
-5.02751376,11.22611720,0.02542728,0.92815509,1.24015766,1.20953605,3.02139051,3.52000045,0.05435796,4.42705903
-5.02151076,11.32613211,0.02681745,0.92967781,1.23221933,1.23731247,2.99422599,3.55995735,0.05628133,4.47023011
-5.01550775,11.42863366,0.02826784,0.93064930,1.22598045,1.26561977,2.96372021,3.60132434,0.05841842,4.51463051
-5.00950475,11.53400074,0.02976857,0.93139587,1.22176699,1.29434587,2.93060931,3.64390380,0.06076389,4.56046835
-5.00350175,11.64237292,0.03130904,0.93225075,1.21984279,1.32334537,2.89563995,3.68742691,0.06330652,4.60783217
-4.99749875,11.75362166,0.03287812,0.93354315,1.22039946,1.35244022,2.85954919,3.73155085,0.06602932,4.65667886
-4.99149575,11.86733259,0.03446426,0.93558744,1.22354827,1.38142135,2.82304556,3.77585994,0.06890963,4.70682615
-4.98549275,11.98279953,0.03605566,0.93867272,1.22931448,1.41005132,2.78679147,3.81987113,0.07191959,4.75795005
-4.97948974,12.09902996,0.03764039,0.94305304,1.23763414,1.43806793,2.75138712,3.86304335,0.07502656,4.80958735
-4.97348674,12.21476182,0.03920649,0.94893847,1.24835362,1.46518866,2.71735634,3.90479051,0.07819388,4.86114305
-4.96748374,12.32849047,0.04074209,0.95648725,1.26123196,1.49111594,2.68513439,3.94449717,0.08138156,4.91190253
-4.96148074,12.43850483,0.04223544,0.96579929,1.27594597,1.51554297,2.65505810,3.98153637,0.08454721,4.96104812
-4.95547774,12.54293114,0.04367505,0.97691120,1.29209813,1.53815997,2.62735856,4.01528849,0.08764694,5.00767950
-4.94947474,12.63978268,0.04504970,0.98979309,1.30922707,1.55866080,2.60215654,4.04516026,0.09063638,5.05083755
-4.94347174,12.72701384,0.04634854,1.00434721,1.32682035,1.57674957,2.57946111,4.07060299,0.09347162,5.08953062
-4.93746873,12.80257671,0.04756115,1.02040873,1.34432935,1.59214723,2.55917137,4.09112917,0.09611023,5.12276277
-4.93146573,12.86447832,0.04867760,1.03774855,1.36118566,1.60459783,2.54108169,4.10632678,0.09851211,5.14956292
-4.92546273,12.91083691,0.04968853,1.05607832,1.37681859,1.61387439,2.52489023,4.11587059,0.10064038,5.16901399
-4.91945973,12.93993548,0.05058524,1.07505740,1.39067309,1.61978409,2.51021091,4.11953031,0.10246210,5.18028123
-4.91345673,12.95027099,0.05135979,1.09430188,1.40222752,1.62217277,2.49658824,4.11717522,0.10394890,5.18263852
-4.90745373,12.94059767,0.05200507,1.11339514,1.41101048,1.62092857,2.48351489,4.10877524,0.10507745,5.17549190
-4.90145073,12.90996325,0.05251490,1.13189985,1.41661609,1.61598461,2.47045121,4.09439875,0.10582989,5.15839927
-4.89544772,12.85773668,0.05288415,1.14937085,1.41871688,1.60732065,2.45684607,4.07420724,0.10619397,5.13108547
-4.88944472,12.78362659,0.05310876,1.16536858,1.41707399,1.59496376,2.44215811,4.04844733,0.10616321,5.09345218
-4.88344172,12.68768971,0.05318589,1.17947247,1.41154387,1.57898794,2.42587663,4.01744045,0.10573682,5.04558194
-4.87743872,12.57032878,0.05311390,1.19129379,1.40208134,1.55951266,2.40754106,3.98157088,0.10491958,4.98773621
-4.87143572,12.43228009,0.05289244,1.20048752,1.38873878,1.53670057,2.38675818,3.94127252,0.10372153,4.92034729
-4.86543272,12.27459085,0.05252246,1.20676265,1.37166150,1.51075419,2.36321642,3.89701494,0.10215765,4.84400447
-4.85942971,12.09858719,0.05200617,1.20989063,1.35107944,1.48191188,2.33669636,3.84928930,0.10024740,4.75943485
-4.85342671,11.90583390,0.05134706,1.20971158,1.32729564,1.45044309,2.30707727,3.79859443,0.09801426,4.66747957
-4.84742371,11.69808746,0.05054983,1.20613805,1.30067220,1.41664301,2.27433918,3.74542369,0.09548515,4.56906656
-4.84142071,11.47724411,0.04962030,1.19915623,1.27161415,1.38082683,2.23856070,3.69025277,0.09268986,4.46518089
-4.83541771,11.24528500,0.04856538,1.18882464,1.24055235,1.34332364,2.19991264,3.63352888,0.08966048,4.35683406
-4.82941471,11.00422069,0.04739290,1.17527037,1.20792614,1.30447022,2.15864794,3.57566157,0.08643075,4.24503358
-4.82341171,10.75603708,0.04611155,1.15868323,1.17416664,1.26460470,2.11508855,3.51701522,0.08303547,4.13075417
-4.81740870,10.50264503,0.04473074,1.13930791,1.13968145,1.22406050,2.06960988,3.45790362,0.07950990,4.01491180
-4.81140570,10.24583553,0.04326047,1.11743474,1.10484161,1.18316035,2.02262386,3.39858644,0.07588922,3.89834158
-4.80540270,9.98724212,0.04171122,1.09338939,1.06997117,1.14221082,1.97456124,3.33926782,0.07220792,3.78178048
-4.79939970,9.72831162,0.04009380,1.06752184,1.03533990,1.10149730,1.92585423,3.28009690,0.06849936,3.66585517
-4.79339670,9.47028420,0.03841925,1.04019530,1.00115928,1.06127963,1.87692012,3.22117039,0.06479530,3.55107550
-4.78739370,9.21418290,0.03669870,1.01177528,0.96758169,1.02178839,1.82814658,3.16253671,0.06112546,3.43783340
-4.78139070,8.96081240,0.03494327,0.98261922,0.93470266,0.98322205,1.77987928,3.10420193,0.05751724,3.32640687
-4.77538769,8.71076653,0.03316398,0.95306710,0.90256585,0.94574490,1.73241212,3.04613675,0.05399543,3.21696847
-4.76938469,8.46444329,0.03137165,0.92343317,0.87117006,0.90948586,1.68598042,2.98828470,0.05058202,3.10959753
-4.76338169,8.22206604,0.02957679,0.89399897,0.84047792,0.87453826,1.64075693,2.93057079,0.04729605,3.00429507
-4.75737869,7.98370934,0.02778953,0.86500796,0.81042543,0.84096035,1.59685085,2.87291058,0.04415363,2.90100034
-4.75137569,7.74932770,0.02601957,0.83666149,0.78093174,0.80877675,1.55430944,2.81521902,0.04116791,2.79960811
-4.74537269,7.51878550,0.02427610,0.80911648,0.75190867,0.77798059,1.51312193,2.75741891,0.03834920,2.69998551
-4.73936968,7.29188658,0.02256773,0.78248452,0.72326927,0.74853643,1.47322550,2.69944843,0.03570510,2.60198774
-4.73336668,7.06840205,0.02090245,0.75683241,0.69493520,0.72038364,1.43451265,2.64126765,0.03324071,2.50547191
-4.72736368,6.84809529,0.01928757,0.73218405,0.66684238,0.69344038,1.39683977,2.58286352,0.03095885,2.41030843
-4.72136068,6.63074323,0.01772968,0.70852354,0.63894513,0.66760787,1.36003630,2.52425334,0.02886031,2.31638985
-4.71535768,6.41615352,0.01623462,0.68579931,0.61121833,0.64277491,1.32391413,2.46548648,0.02694411,2.22363693
-4.70935468,6.20417734,0.01480743,0.66392919,0.58365807,0.61882251,1.28827693,2.40664439,0.02520772,2.13200211
-4.70335168,5.99471802,0.01345235,0.64280619,0.55628080,0.59562849,1.25292897,2.34783884,0.02364735,2.04147071
-4.69734867,5.78773577,0.01217277,0.62230479,0.52912121,0.57307202,1.21768340,2.28920866,0.02225807,1.95206017
-4.69134567,5.58324906,0.01097123,0.60228757,0.50222935,0.55103779,1.18236953,2.23091502,0.02103405,1.86381789
-4.68534267,5.38133330,0.00984942,0.58261201,0.47566708,0.52941994,1.14683913,2.17313567,0.01996868,1.77681808
-4.67933967,5.18211748,0.00880822,0.56313712,0.44950435,0.50812553,1.11097165,2.11605839,0.01905464,1.69115808
-4.67333667,4.98577944,0.00784766,0.54372984,0.42381552,0.48707744,1.07467821,2.05987398,0.01828399,1.60695468
-4.66733367,4.79254052,0.00696702,0.52427086,0.39867601,0.46621681,1.03790448,2.00476937,0.01764821,1.52434066
-4.66133067,4.60265998,0.00616483,0.50465981,0.37415935,0.44550474,1.00063224,1.95092101,0.01713823,1.44346184
-4.65532766,4.41642985,0.00543895,0.48481948,0.35033495,0.42492343,0.96287996,1.89848922,0.01674440,1.36447471
-4.64932466,4.23417042,0.00478665,0.46469909,0.32726637,0.40447667,0.92470213,1.84761373,0.01645660,1.28754481
-4.64332166,4.05622675,0.00420468,0.44427640,0.30501040,0.38418961,0.88618777,1.79841067,0.01626419,1.21284569
