energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.84992496,1.33567846,0.01042872,0.13929504,0.31415073,0.42476444,0.01341524,0.41777737,0.43266479,0.07856927
-5.84392196,1.43409802,0.01143099,0.14920247,0.34048700,0.45485172,0.01428020,0.45379757,0.46030878,0.08422034
-5.83791896,1.53988244,0.01245928,0.15960156,0.36814814,0.48775996,0.01522142,0.49212711,0.49011407,0.09032368
-5.83191596,1.65163117,0.01349952,0.17031442,0.39676134,0.52317237,0.01622242,0.53230806,0.52156231,0.09677612
-5.82591296,1.76781706,0.01453654,0.18114730,0.42591919,0.56074357,0.01726561,0.57383880,0.55407927,0.10346701
-5.81990995,1.88681715,0.01555435,0.19189535,0.45518757,0.60010674,0.01833262,0.61618319,0.58704756,0.11028008
-5.81390695,2.00694805,0.01653659,0.20234779,0.48411500,0.64088143,0.01940471,0.65878158,0.61982154,0.11709560
-5.80790395,2.12650463,0.01746690,0.21229370,0.51224310,0.68268157,0.02046315,0.70106318,0.65174378,0.12379299
-5.80190095,2.24380084,0.01832947,0.22152794,0.53911794,0.72512361,0.02148965,0.74245949,0.68216275,0.13025345
-5.79589795,2.35721124,0.01910945,0.22985711,0.56430173,0.76783439,0.02246680,0.78241836,0.71045095,0.13636284
-5.78989495,2.46521177,0.01979344,0.23710535,0.58738454,0.81045853,0.02337847,0.82041801,0.73602298,0.14201459
-5.78389195,2.56641828,0.02036992,0.24311963,0.60799548,0.85266519,0.02421017,0.85598075,0.75835271,0.14711243
-5.77788894,2.65962141,0.02082964,0.24777449,0.62581311,0.89415402,0.02494939,0.88868554,0.77698903,0.15157296
-5.77188594,2.74381653,0.02116593,0.25097586,0.64057434,0.93466021,0.02558586,0.91817923,0.79156938,0.15532792
-5.76588294,2.81822780,0.02137494,0.25266388,0.65208181,0.97395853,0.02611174,0.94418581,0.80183064,0.15832603
-5.75987994,2.88232555,0.02145578,0.25281465,0.66020925,1.01186650,0.02652172,0.96651339,0.80761696,0.16053434
-5.75387694,2.93583645,0.02141053,0.25144076,0.66490465,1.04824665,0.02681307,0.98505879,0.80888407,0.16193906
-5.74787394,2.97874634,0.02124423,0.24859056,0.66619127,1.08300794,0.02698561,0.99980937,0.80570005,0.16254577
-5.74187094,3.01129592,0.02096468,0.24434637,0.66416633,1.11610645,0.02704154,1.01084228,0.79824250,0.16237908
-5.73586793,3.03396956,0.02058222,0.23882158,0.65899749,1.14754547,0.02698529,1.01832104,0.78679231,0.16148173
-5.72986493,3.04747798,0.02010941,0.23215679,0.65091748,1.17737493,0.02682330,1.02248976,0.77172423,0.15991316
-5.72386193,3.05273548,0.01956061,0.22451526,0.64021680,1.20569031,0.02656372,1.02366513,0.75349476,0.15774759
-5.71785893,3.05083273,0.01895160,0.21607782,0.62723517,1.23263103,0.02621615,1.02222660,0.73262782,0.15507175
-5.71185593,3.04300605,0.01829911,0.20703744,0.61235175,1.25837815,0.02579134,1.01860498,0.70969884,0.15198233
-5.70585293,3.03060414,0.01762035,0.19759370,0.59597470,1.28315147,0.02530086,1.01327001,0.68531777,0.14858319
-5.69984992,3.01505324,0.01693256,0.18794742,0.57853031,1.30720580,0.02475688,1.00671712,0.66011178,0.14498250
-5.69384692,2.99782151,0.01625259,0.17829555,0.56045219,1.33082628,0.02417186,0.99945383,0.63470817,0.14128989
-5.68784392,2.98038346,0.01559649,0.16882657,0.54217065,1.35432271,0.02355838,0.99198619,0.60971803,0.13761362
-5.68184092,2.96418514,0.01497916,0.15971647,0.52410274,1.37802277,0.02292887,0.98480553,0.58572111,0.13405797
-5.67583792,2.95061051,0.01441404,0.15112539,0.50664303,1.40226397,0.02229550,0.97837581,0.56325238,0.13072082
-5.66983492,2.94094973,0.01391288,0.14319505,0.49015540,1.42738452,0.02167000,0.97312195,0.54279036,0.12769148
-5.66383192,2.93636951,0.01348548,0.13604681,0.47496595,1.45371311,0.02106353,0.96941923,0.52474768,0.12504886
-5.65782891,2.93788620,0.01313959,0.12978051,0.46135715,1.48155768,0.02048658,0.96758408,0.50946375,0.12285994
-5.65182591,2.94634180,0.01288077,0.12447394,0.44956317,1.51119364,0.01994882,0.96786646,0.49719971,0.12117858
-5.64582291,2.96238334,0.01271232,0.12018288,0.43976664,1.54285169,0.01945900,0.97044379,0.48813550,0.12004469
-5.63981991,2.98644600,0.01263531,0.11694160,0.43209653,1.57670574,0.01902488,0.97541695,0.48236905,0.11948368
-5.63381691,3.01874035,0.01264852,0.11476376,0.42662740,1.61286133,0.01865302,0.98280799,0.47991747,0.11950633
-5.62781391,3.05924408,0.01274857,0.11364362,0.42337979,1.65134513,0.01834872,0.99256004,0.48071994,0.12010888
-5.62181091,3.10769861,0.01292993,0.11355743,0.42232176,1.69209594,0.01811588,1.00453918,0.48464233,0.12127347
-5.61580790,3.16361090,0.01318513,0.11446498,0.42337155,1.73495776,0.01795689,1.01853842,0.49148321,0.12296880
-5.60980490,3.22626072,0.01350484,0.11631123,0.42640122,1.77967538,0.01787251,1.03428370,0.50098118,0.12515113
-5.60380190,3.29471366,0.01387814,0.11902795,0.43124116,1.82589281,0.01786180,1.05144179,0.51282325,0.12776547
-5.59779890,3.36783975,0.01429269,0.12253547,0.43768555,1.87315511,0.01792211,1.06962995,0.52665418,0.13074697
-5.59179590,3.44433778,0.01473506,0.12674434,0.44549838,1.92091345,0.01804904,1.08842716,0.54208658,0.13402257
-5.58579290,3.52276491,0.01519099,0.13155709,0.45442023,1.96853397,0.01823652,1.10738656,0.55871151,0.13751274
-5.57978989,3.60157121,0.01564575,0.13686994,0.46417541,2.01530995,0.01847694,1.12604887,0.57610947,0.14113347
-5.57378689,3.67913836,0.01608449,0.14257468,0.47447942,2.06047746,0.01876130,1.14395632,0.59386146,0.14479825
-5.56778389,3.75382164,0.01649259,0.14856041,0.48504657,2.10323400,0.01907945,1.16066675,0.61155998,0.14842020
-5.56178089,3.82399415,0.01685608,0.15471555,0.49559754,2.14275960,0.01942041,1.17576723,0.62881961,0.15191421
-5.55577789,3.88809189,0.01716198,0.16092971,0.50586666,2.17823998,0.01977267,1.18888706,0.64528688,0.15519900
-5.54977489,3.94465834,0.01739863,0.16709571,0.51560871,2.20889076,0.02012460,1.19970930,0.66064930,0.15819917
-5.54377189,3.99238697,0.01755607,0.17311151,0.52460501,2.23398210,0.02046483,1.20798067,0.67464296,0.16084705
-5.53776888,4.03016003,0.01762623,0.17888217,0.53266864,2.25286265,0.02078262,1.21351930,0.68705876,0.16308435
-5.53176588,4.05708218,0.01760322,0.18432157,0.53964850,2.26498206,0.02106829,1.21621993,0.69774672,0.16486357
-5.52576288,4.07250735,0.01748343,0.18935408,0.54543215,2.26991079,0.02131351,1.21605642,0.70661838,0.16614908
-5.51975988,4.07605764,0.01726563,0.19391588,0.54994719,2.26735659,0.02151161,1.21308134,0.71364698,0.16691781
-5.51375688,4.06763315,0.01695094,0.19795597,0.55316116,2.25717669,0.02165776,1.20742250,0.71886544,0.16715955
-5.50775388,4.04741218,0.01654280,0.20143677,0.55508001,2.23938495,0.02174913,1.19927675,0.72236216,0.16687686
-5.50175088,4.01584135,0.01604679,0.20433434,0.55574501,2.21415368,0.02178491,1.18890087,0.72427463,0.16608449
-5.49574787,3.97361591,0.01547039,0.20663803,0.55522838,2.18180972,0.02176621,1.17660032,0.72478126,0.16480842
-5.48974487,3.92165078,0.01482278,0.20834973,0.55362771,2.14282489,0.02169597,1.16271586,0.72409152,0.16308449
-5.48374187,3.86104349,0.01411445,0.20948257,0.55105954,2.09780103,0.02157864,1.14760891,0.72243497,0.16095674
-5.47773887,3.79303046,0.01335688,0.21005929,0.54765225,2.04745026,0.02141989,1.13164619,0.72004956,0.15847547
-5.47173587,3.71893853,0.01256218,0.21011020,0.54353870,1.99257119,0.02122625,1.11518422,0.71716969,0.15569505
-5.46573287,3.64013384,0.01174271,0.20967088,0.53884901,1.93402215,0.02100466,1.09855452,0.71401467,0.15267176
-5.45972986,3.55797057,0.01091076,0.20877986,0.53370369,1.87269266,0.02076207,1.08205017,0.71077805,0.14946157
-5.45372686,3.47374159,0.01007818,0.20747614,0.52820767,1.80947431,0.02050502,1.06591428,0.70761836,0.14611803
-5.44772386,3.38863368,0.00925613,0.20579696,0.52244537,1.74523251,0.02023926,1.05033100,0.70465168,0.14269044
-5.44172086,3.30368899,0.00845483,0.20377580,0.51647718,1.68078023,0.01996943,1.03541948,0.70194641,0.13922219
-5.43571786,3.21977476,0.00768337,0.20144073,0.51033734,1.61685499,0.01969882,1.02123102,0.69952052,0.13574958
-5.42971486,3.13756237,0.00694958,0.19881328,0.50403361,1.55409999,0.01942921,1.00774949,0.69734131,0.13230097
-5.42371186,3.05751656,0.00625996,0.19590780,0.49754832,1.49305014,0.01916081,0.99489509,0.69532773,0.12889643
-5.41770885,2.97989499,0.00561967,0.19273144,0.49084114,1.43412338,0.01889230,0.98253101,0.69335507,0.12554775
-5.41170585,2.90475780,0.00503255,0.18928465,0.48385293,1.37761754,0.01862098,0.97047287,0.69126178,0.12225894
-5.40570285,2.83198626,0.00450121,0.18556227,0.47651088,1.32371249,0.01834295,0.95850015,0.68885803,0.11902704
-5.39969985,2.76130923,0.00402712,0.18155504,0.46873420,1.27247728,0.01805344,0.94636918,0.68593551,0.11584331
-5.39369685,2.69233568,0.00361080,0.17725148,0.46044038,1.22388155,0.01774715,0.93382705,0.68227800,0.11269459
-5.38769385,2.62459140,0.00325195,0.17263997,0.45155132,1.17781045,0.01741860,0.92062549,0.67767212,0.10956483
-5.38169085,2.55755776,0.00294961,0.16771104,0.44199937,1.13408201,0.01706253,0.90653444,0.67191785,0.10643674
-5.37568784,2.49071048,0.00270238,0.16245948,0.43173256,1.09246604,0.01667428,0.89135429,0.66483811,0.10329331
-5.36968484,2.42355658,0.00250858,0.15688638,0.42071910,1.05270357,0.01625010,0.87492657,0.65628722,0.10011932
-5.36368184,2.35566756,0.00236638,0.15100085,0.40895072,1.01452567,0.01578748,0.85714253,0.64615774,0.09690261
-5.35767884,2.28670771,0.00227398,0.14482131,0.39644481,0.97767102,0.01528531,0.83794928,0.63438547,0.09363515
-5.35167584,2.21645624,0.00222968,0.13837641,0.38324534,0.94190134,0.01474407,0.81735352,0.62095255,0.09031386
-5.34567284,2.14482266,0.00223203,0.13170533,0.36942251,0.90701425,0.01416589,0.79542262,0.60588855,0.08694107
-5.33966983,2.07185524,0.00227982,0.12485770,0.35507116,0.87285308,0.01355450,0.77228328,0.58926960,0.08352477
-5.33366683,1.99774248,0.00237216,0.11789292,0.34030826,0.83931354,0.01291515,0.74811801,0.57121580,0.08007849
-5.32766383,1.92280813,0.00250842,0.11087913,0.32526950,0.80634711,0.01225448,0.72315950,0.55188711,0.07662101
-5.32166083,1.84750029,0.00268823,0.10389172,0.31010519,0.77396148,0.01158024,0.69768346,0.53147788,0.07317576
-5.31565783,1.77237567,0.00291136,0.09701167,0.29497577,0.74221802,0.01090107,0.67200020,0.51021048,0.06977009
-5.30965483,1.69807971,0.00317768,0.09032358,0.28004710,0.71122691,0.01022619,0.64644522,0.48832823,0.06643435
-5.30365183,1.62532393,0.00348698,0.08391368,0.26548571,0.68114010,0.00956510,0.62136940,0.46608800,0.06320096
-5.29764882,1.55486122,0.00383886,0.07786776,0.25145422,0.65214281,0.00892729,0.59712889,0.44375274,0.06010332
-5.29164582,1.48746029,0.00423258,0.07226922,0.23810704,0.62444374,0.00832190,0.57407513,0.42158414,0.05717480
-5.28564282,1.42388017,0.00466688,0.06719718,0.22558655,0.59826478,0.00775754,0.55254529,0.39983583,0.05444774
-5.27963982,1.36484542,0.00513987,0.06272479,0.21401969,0.57383033,0.00724196,0.53285321,0.37874701,0.05195244
-5.27363682,1.31102282,0.00564887,0.05891766,0.20351519,0.55135691,0.00678192,0.51528112,0.35853692,0.04971629
-5.26763382,1.26300022,0.00619030,0.05583255,0.19416132,0.53104317,0.00638302,0.50007223,0.33940008,0.04776301
-5.26163082,1.22126777,0.00675964,0.05351620,0.18602424,0.51306082,0.00604957,0.48742428,0.32150237,0.04611192
-5.25562781,1.18620209,0.00735133,0.05200431,0.17914694,0.49754660,0.00578456,0.47748427,0.30497812,0.04477739
-5.24962481,1.15805354,0.00795880,0.05132075,0.17354869,0.48459549,0.00558956,0.47034422,0.28992800,0.04376836
-5.24362181,1.13693689,0.00857453,0.05147681,0.16922498,0.47425545,0.00546480,0.46603822,0.27641792,0.04308805
-5.23761881,1.12282540,0.00919014,0.05247066,0.16614807,0.46652366,0.00540911,0.46454071,0.26447871,0.04273369
-5.23161581,1.11554858,0.00979652,0.05428690,0.16426780,0.46134443,0.00542007,0.46576614,0.25410673,0.04269647
-5.22561281,1.11479349,0.01038406,0.05689621,0.16351299,0.45860879,0.00549398,0.46956994,0.24526516,0.04296157
-5.21960980,1.12010967,0.01094285,0.06025526,0.16379316,0.45815577,0.00562606,0.47575086,0.23788610,0.04350833
-5.21360680,1.13091765,0.01146294,0.06430667,0.16500061,0.45977519,0.00581045,0.48405474,0.23187324,0.04431053
-5.20760380,1.14652080,0.01193467,0.06897934,0.16701282,0.46321216,0.00604041,0.49417962,0.22710523,0.04533685
-5.20160080,1.16612040,0.01234889,0.07418895,0.16969524,0.46817283,0.00630842,0.50578211,0.22343938,0.04655140
-5.19559780,1.18883362,0.01269731,0.07983884,0.17290423,0.47433145,0.00660632,0.51848499,0.22071591,0.04791442
-5.18959480,1.21371393,0.01297273,0.08582124,0.17649024,0.48133848,0.00692546,0.53188589,0.21876241,0.04938305
-5.18359180,1.23977367,0.01316928,0.09201884,0.18030119,0.48882942,0.00725687,0.54556676,0.21739848,0.05091227
-5.17758879,1.26600796,0.01328266,0.09830681,0.18418586,0.49643420,0.00759141,0.55910405,0.21644054,0.05245583
-5.17158579,1.29141948,0.01331021,0.10455517,0.18799731,0.50378686,0.00792000,0.57207917,0.21570648,0.05396738
-5.16558279,1.31504339,0.01325108,0.11063151,0.19159619,0.51053502,0.00823373,0.58408907,0.21502021,0.05540147
-5.15957979,1.33597150,0.01310619,0.11640401,0.19485389,0.51634912,0.00852408,0.59475645,0.21421591,0.05671470
-5.15357679,1.35337506,0.01287823,0.12174460,0.19765537,0.52093078,0.00878312,0.60373940,0.21314189,0.05786677
-5.14757379,1.36652533,0.01257155,0.12653226,0.19990161,0.52402034,0.00900366,0.61074003,0.21166397,0.05882150
-5.14157079,1.37481117,0.01219199,0.13065628,0.20151161,0.52540307,0.00917939,0.61551180,0.20966820,0.05954766
-5.13556778,1.37775306,0.01174672,0.13401930,0.20242384,0.52491384,0.00930508,0.61786528,0.20706307,0.06001980
-5.12956478,1.37501298,0.01124397,0.13654014,0.20259702,0.52244032,0.00937664,0.61767210,0.20378086,0.06021882
-5.12356178,1.36639977,0.01069276,0.13815605,0.20201035,0.51792426,0.00939124,0.61486684,0.19977832,0.06013234
-5.11755878,1.35186979,0.01010264,0.13882459,0.20066300,0.51136106,0.00934737,0.60944695,0.19503666,0.05975490
-5.11155578,1.33152283,0.00948340,0.13852472,0.19857300,0.50279762,0.00924484,0.60147055,0.18956073,0.05908793
-5.10555278,1.30559339,0.00884479,0.13725728,0.19577548,0.49232846,0.00908478,0.59105220,0.18337758,0.05813947
-5.09954977,1.27443787,0.00819627,0.13504468,0.19232049,0.48009046,0.00886955,0.57835698,0.17653441,0.05692370
-5.09354677,1.23851808,0.00754680,0.13192995,0.18827025,0.46625630,0.00860268,0.56359294,0.16909603,0.05546030
-5.08754377,1.19838188,0.00690463,0.12797499,0.18369621,0.45102701,0.00828873,0.54700244,0.16114187,0.05377357
-5.08154077,1.15464182,0.00627713,0.12325835,0.17867586,0.43462391,0.00793311,0.52885258,0.15276270,0.05189155
-5.07553777,1.10795257,0.00567075,0.11787239,0.17328958,0.41728032,0.00754194,0.50942541,0.14405730,0.04984490
-5.06953477,1.05898840,0.00509087,0.11192014,0.16761755,0.39923333,0.00712181,0.48900804,0.13512891,0.04766593
-5.06353177,1.00842133,0.00454182,0.10551194,0.16173691,0.38071609,0.00667961,0.46788336,0.12608198,0.04538746
-5.05752876,0.95690100,0.00402689,0.09876191,0.15571935,0.36195078,0.00622234,0.44632155,0.11701897,0.04304185
-5.05152576,0.90503714,0.00354835,0.09178457,0.14962910,0.34314269,0.00575685,0.42457286,0.10803755,0.04066006
-5.04552276,0.85338492,0.00310751,0.08469165,0.14352149,0.32447543,0.00528974,0.40286180,0.09922818,0.03827091
-5.03951976,0.80243394,0.00270485,0.07758914,0.13744207,0.30610756,0.00482718,0.38138298,0.09067210,0.03590040
-5.03351676,0.75260088,0.00234010,0.07057488,0.13142637,0.28817054,0.00437474,0.36029864,0.08243988,0.03357130
-5.02751376,0.70422588,0.00201232,0.06373650,0.12550013,0.27076811,0.00393733,0.33973788,0.07459041,0.03130279
-5.02151076,0.65757253,0.00172007,0.05715000,0.11968005,0.25397690,0.00351913,0.31979745,0.06717046,0.02911040
-5.01550775,0.61283099,0.00146148,0.05087879,0.11397506,0.23784822,0.00312353,0.30054389,0.06021468,0.02700605
-5.00950475,0.57012396,0.00123439,0.04497332,0.10838772,0.22241066,0.00275314,0.28201684,0.05374595,0.02499819
-5.00350175,0.52951467,0.00103643,0.03947112,0.10291602,0.20767351,0.00240978,0.26423321,0.04777627,0.02309214
-4.99749875,0.49101644,0.00086510,0.03439735,0.09755512,0.19363052,0.00209455,0.24719187,0.04230777,0.02129047
-4.99149575,0.45460306,0.00071790,0.02976570,0.09229917,0.18026383,0.00180789,0.23087850,0.03733402,0.01959343
-4.98549275,0.42021939,0.00059232,0.02557955,0.08714300,0.16754794,0.00154961,0.21527054,0.03284155,0.01799945
-4.97948974,0.38779158,0.00048596,0.02183338,0.08208355,0.15545336,0.00131904,0.20034161,0.02881131,0.01650555
-4.97348674,0.35723655,0.00039653,0.01851425,0.07712113,0.14394979,0.00111508,0.18606561,0.02522028,0.01510787
-4.96748374,0.32847018,0.00032192,0.01560342,0.07226034,0.13300891,0.00093631,0.17242001,0.02204300,0.01380204
-4.96148074,0.30141418,0.00026017,0.01307792,0.06751069,0.12260639,0.00078108,0.15938848,0.01925301,0.01258351
-4.95547774,0.27600148,0.00020954,0.01091201,0.06288692,0.11272338,0.00064757,0.14696268,0.01682418,0.01144788
-4.94947474,0.25217996,0.00016849,0.00907863,0.05840904,0.10334732,0.00053392,0.13514339,0.01473199,0.01039111
-4.94347174,0.22991499,0.00013568,0.00755064,0.05410220,0.09447227,0.00043827,0.12394089,0.01295462,0.00940968
-4.93746873,0.20919062,0.00010999,0.00630194,0.04999633,0.08609869,0.00035884,0.11337490,0.01147394,0.00850069
-4.93146573,0.19000987,0.00009050,0.00530842,0.04612571,0.07823293,0.00029397,0.10347399,0.01027638,0.00766192
-4.92546273,0.17239428,0.00007651,0.00454871,0.04252844,0.07088645,0.00024218,0.09427485,0.00935374,0.00689188
-4.91945973,0.15638308,0.00006752,0.00400485,0.03924597,0.06407487,0.00020221,0.08582132,0.00870389,0.00618975
-4.91345673,0.14203220,0.00006324,0.00366269,0.03632264,0.05781710,0.00017306,0.07816355,0.00833139,0.00555545
-4.90745373,0.12941324,0.00006361,0.00351228,0.03380527,0.05213445,0.00015400,0.07135711,0.00824814,0.00498953
-4.90145073,0.11861271,0.00006877,0.00354806,0.03174291,0.04704991,0.00014463,0.06546243,0.00847392,0.00449324
-4.89544772,0.10973157,0.00007911,0.00376894,0.03018657,0.04258764,0.00014489,0.06054439,0.00903692,0.00406848
-4.88944472,0.10288507,0.00009526,0.00417831,0.02918911,0.03877262,0.00015509,0.05667205,0.00997419,0.00371784
-4.88344172,0.09820294,0.00011810,0.00478394,0.02880510,0.03563059,0.00017592,0.05391872,0.01133212,0.00344463
-4.87743872,0.09582969,0.00014883,0.00559778,0.02909069,0.03318810,0.00020851,0.05236202,0.01316673,0.00325292
-4.87143572,0.09592517,0.00018890,0.00663569,0.03010344,0.03147278,0.00025444,0.05208407,0.01554384,0.00314761
-4.86543272,0.09866483,0.00024012,0.00791712,0.03190201,0.03051370,0.00031576,0.05317158,0.01853918,0.00313445
-4.85942971,0.10423982,0.00030464,0.00946462,0.03454570,0.03034177,0.00039504,0.05571575,0.02223814,0.00322010
-4.85342671,0.11285654,0.00038493,0.01130332,0.03809377,0.03099015,0.00049538,0.05981194,0.02673531,0.00341216
-4.84742371,0.12473546,0.00048385,0.01346034,0.04260453,0.03249460,0.00062043,0.06555890,0.03213370,0.00371917
-4.84142071,0.14010910,0.00060462,0.01596403,0.04813417,0.03489370,0.00077443,0.07305756,0.03854354,0.00415050
-4.83541771,0.15921887,0.00075080,0.01884321,0.05473526,0.03822891,0.00096217,0.08240925,0.04608064,0.00471634
-4.82941471,0.18231085,0.00092625,0.02212625,0.06245502,0.04254446,0.00118904,0.09371328,0.05486433,0.00542745
-4.82341171,0.20963033,0.00113514,0.02584012,0.07133335,0.04788699,0.00146097,0.10706401,0.06501482,0.00629499
-4.81740870,0.24141507,0.00138181,0.03000935,0.08140066,0.05430495,0.00178442,0.12254724,0.07665017,0.00733021
-4.81140570,0.27788757,0.00167075,0.03465499,0.09267557,0.06184778,0.00216630,0.14023609,0.08988268,0.00854404
-4.80540270,0.31924619,0.00200641,0.03979347,0.10516258,0.07056489,0.00261391,0.16018649,0.10481498,0.00994672
-4.79939970,0.36565560,0.00239317,0.04543557,0.11884976,0.08050438,0.00313482,0.18243233,0.12153563,0.01154725
-4.79339670,0.41723668,0.00283507,0.05158532,0.13370665,0.09171165,0.00373675,0.20698049,0.14011465,0.01335289
-4.78739370,0.47405624,0.00333572,0.05823910,0.14968238,0.10422778,0.00442744,0.23380595,0.16059882,0.01536856
-4.78139070,0.53611696,0.00389804,0.06538472,0.16670420,0.11808790,0.00521441,0.26284718,0.18300710,0.01759629
-4.77538769,0.60334794,0.00452411,0.07300076,0.18467649,0.13331943,0.00610482,0.29400207,0.20732634,0.02003464
-4.76938469,0.67559632,0.00521492,0.08105606,0.20348034,0.14994034,0.00710522,0.32712467,0.23350738,0.02267822
-4.76338169,0.75262040,0.00597020,0.08950938,0.22297381,0.16795742,0.00822130,0.36202286,0.26146183,0.02551721
-4.75737869,0.83408462,0.00678820,0.09830939,0.24299287,0.18736458,0.00945766,0.39845738,0.29105971,0.02853700
-4.75137569,0.91955695,0.00766555,0.10739484,0.26335315,0.20814137,0.01081753,0.43614224,0.32212809,0.03171805
-4.74537269,1.00850875,0.00859713,0.11669511,0.28385239,0.23025152,0.01230253,0.47474672,0.35445097,0.03503573
-4.73936968,1.10031752,0.00957598,0.12613094,0.30427366,0.25364177,0.01391242,0.51389912,0.38777039,0.03846050
-4.73336668,1.19427270,0.01059331,0.13561547,0.32438924,0.27824090,0.01564481,0.55319221,0.42178902,0.04195813
-4.72736368,1.28958436,0.01163849,0.14505557,0.34396512,0.30395900,0.01749504,0.59219037,0.45617395,0.04549021
-4.72136068,1.38539492,0.01269922,0.15435337,0.36276594,0.33068713,0.01945591,0.63043836,0.49056206,0.04901482
-4.71535768,1.48079348,0.01376167,0.16340797,0.38056026,0.35829726,0.02151758,0.66747143,0.52456636,0.05248730
-4.70935468,1.57483262,0.01481077,0.17211728,0.39712612,0.38664263,0.02366747,0.70282660,0.55778358,0.05586126
-4.70335168,1.66654711,0.01583053,0.18038008,0.41225644,0.41555858,0.02589023,0.73605466,0.58980251,0.05908970
-4.69734867,1.75497402,0.01680439,0.18809795,0.42576436,0.44486377,0.02816778,0.76673258,0.62021294,0.06212615
-4.69134567,1.83917375,0.01771571,0.19517729,0.43748824,0.47436202,0.03047939,0.79447580,0.64861483,0.06492588
-4.68534267,1.91825113,0.01854820,0.20153132,0.44729602,0.50384454,0.03280189,0.81895002,0.67462757,0.06744718
-4.67933967,1.99137610,0.01928641,0.20708181,0.45508903,0.53309281,0.03510990,0.83988192,0.69789874,0.06965245
-4.67333667,2.05780323,0.01991620,0.21176079,0.46080483,0.56188190,0.03737624,0.85706837,0.71811232,0.07150932
-4.66733367,2.11688937,0.02042518,0.21551197,0.46441923,0.58998434,0.03957229,0.87038374,0.73499598,0.07299152
-4.66133067,2.16810906,0.02080315,0.21829193,0.46594722,0.61717439,0.04166855,0.87978497,0.74832715,0.07407964
-4.65532766,2.21106690,0.02104241,0.22007106,0.46544281,0.64323266,0.04363520,0.88531401,0.75793783,0.07476166
-4.64932466,2.24550670,0.02113803,0.22083419,0.46299788,0.66795094,0.04544272,0.88709757,0.76371784,0.07503326
-4.64332166,2.27131700,0.02108803,0.22058089,0.45873981,0.69113710,0.04706261,0.88534413,0.76561669,0.07489785
