energy_ev,total_up,Ir_p_up,Ir_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-5.75987994,5.74248101,1.51004080,3.15440503,0.82773264,0.00465506,1.64608018,0.00000000
-5.75387694,5.62369900,1.46989682,3.10798181,0.81322910,0.00459510,1.58677454,0.00000000
-5.74787394,5.49849761,1.42731883,3.05788164,0.79847007,0.00454101,1.52450702,0.00000000
-5.74187094,5.36869385,1.38295866,3.00493857,0.78374234,0.00449351,1.46004740,0.00000000
-5.73586793,5.23600290,1.33745013,2.94993294,0.76929991,0.00445303,1.39416795,0.00000000
-5.72986493,5.10199810,1.29139619,2.89357187,0.75535997,0.00441979,1.32762335,0.00000000
-5.72386193,4.96808527,1.24535940,2.83647769,0.74210213,0.00439377,1.26113374,0.00000000
-5.71785893,4.83549191,1.19985603,2.77918458,0.72967089,0.00437478,1.19537140,0.00000000
-5.71185593,4.70527161,1.15535396,2.72214361,0.71818116,0.00436256,1.13095146,0.00000000
-5.70585293,4.57832232,1.11227418,2.66573532,0.70772642,0.00435678,1.06842676,0.00000000
-5.69984992,4.45541676,1.07099554,2.61028891,0.69838889,0.00435717,1.00828665,0.00000000
-5.69384692,4.33724217,1.03186223,2.55610624,0.69025094,0.00436359,0.95095933,0.00000000
-5.68784392,4.22444605,0.99519312,2.50348893,0.68340699,0.00437607,0.89681744,0.00000000
-5.68184092,4.11768417,0.96129212,2.45276618,0.67797481,0.00439493,0.84618585,0.00000000
-5.67583792,4.01766686,0.93045854,2.40432119,0.67410540,0.00442076,0.79935122,0.00000000
-5.66983492,3.92519965,0.90299649,2.35861391,0.67199054,0.00445447,0.75657216,0.00000000
-5.66383192,3.84121469,0.87922222,2.31619805,0.67186720,0.00449735,0.71808938,0.00000000
-5.65782891,3.76678978,0.85946870,2.27773063,0.67401815,0.00455096,0.68413480,0.00000000
-5.65182591,3.70315274,0.84408654,2.24397280,0.67876844,0.00461718,0.65493892,0.00000000
-5.64582291,3.65166936,0.83344093,2.21578104,0.68647741,0.00469806,0.63073594,0.00000000
-5.63981991,3.61381458,0.82790420,2.19408856,0.69752639,0.00479583,0.61176584,0.00000000
-5.63381691,3.59112721,0.82784412,2.17987721,0.71230238,0.00491270,0.59827343,0.00000000
-5.62781391,3.58514967,0.83360824,2.17414077,0.73117820,0.00505082,0.59050393,0.00000000
-5.62181091,3.59735522,0.84550479,2.17784117,0.75449008,0.00521208,0.58869541,0.00000000
-5.61580790,3.62906584,0.86378115,2.19185942,0.78251365,0.00539803,0.59306812,0.00000000
-5.60980490,3.68136483,0.88860083,2.21694376,0.81543949,0.00560972,0.60381121,0.00000000
-5.60380190,3.75500858,0.92002030,2.25365736,0.85334960,0.00584756,0.62106756,0.00000000
-5.59779890,3.85034218,0.95796707,2.30232862,0.89619616,0.00611124,0.64491727,0.00000000
-5.59179590,3.96722396,1.00222038,2.36300646,0.94378385,0.00639960,0.67536080,0.00000000
-5.58579290,4.10496324,1.05239588,2.43542362,0.99575702,0.00671062,0.71230270,0.00000000
-5.57978989,4.26227595,1.10793570,2.51896999,1.05159271,0.00704133,0.75553679,0.00000000
-5.57378689,4.43726133,1.16810478,2.61267830,1.11060039,0.00738781,0.80473393,0.00000000
-5.56778389,4.62740267,1.23199445,2.71522344,1.17192897,0.00774531,0.85943320,0.00000000
-5.56178089,4.82959379,1.29853366,2.82493655,1.23458116,0.00810824,0.91903736,0.00000000
-5.55577789,5.04019171,1.36650795,2.93983411,1.29743518,0.00847033,0.98281328,0.00000000
-5.54977489,5.25509496,1.43458599,3.05766162,1.35927312,0.00882480,1.04989786,0.00000000
-5.54377189,5.46984562,1.50135288,3.17595094,1.41881512,0.00916454,1.11930973,0.00000000
-5.53776888,5.67975200,1.56534921,3.29208945,1.47475812,0.00948231,1.18996672,0.00000000
-5.53176588,5.88002779,1.62511445,3.40339879,1.52581768,0.00977102,1.26070895,0.00000000
-5.52576288,6.06594252,1.67923299,3.50722018,1.57077108,0.01002391,1.33032696,0.00000000
-5.51975988,6.23297761,1.72638090,3.60100336,1.60849996,0.01023488,1.39759401,0.00000000
-5.51375688,6.37698166,1.76537144,3.68239526,1.63803059,0.01039865,1.46130167,0.00000000
-5.50775388,6.49431862,1.79519727,3.74932515,1.65856993,0.01051103,1.52029720,0.00000000
-5.50175088,6.58200251,1.81506760,3.80008244,1.66953594,0.01056908,1.57352136,0.00000000
-5.49574787,6.63781299,1.82443838,3.83338405,1.67058070,0.01057126,1.62004510,0.00000000
-5.48974487,6.66038653,1.82303442,3.84842824,1.66160534,0.01051753,1.65910343,0.00000000
-5.48374187,6.64927943,1.81086220,3.84493267,1.64276621,0.01040942,1.69012487,0.00000000
-5.47773887,6.60499947,1.78821297,3.82315490,1.61447188,0.01025000,1.71275515,0.00000000
-5.47173587,6.52900499,1.75565604,3.78389438,1.57737133,0.01004384,1.72687383,0.00000000
-5.46573287,6.42367117,1.71402246,3.72847575,1.53233392,0.00979688,1.73260273,0.00000000
-5.45972986,6.29222485,1.66438016,3.65871395,1.48042204,0.00951633,1.73030587,0.00000000
-5.45372686,6.13865049,1.60800145,3.57686264,1.42285781,0.00921038,1.72058033,0.00000000
-5.44772386,5.96757117,1.54632456,3.48554785,1.36098528,0.00888804,1.70423837,0.00000000
-5.44172086,5.78410936,1.48091081,3.38768954,1.29622983,0.00855887,1.68228135,0.00000000
-5.43571786,5.59373304,1.41339928,3.28641410,1.23005646,0.00823267,1.65586646,0.00000000
-5.42971486,5.40209306,1.34546091,3.18496110,1.16392858,0.00791925,1.62626739,0.00000000
-5.42371186,5.21485803,1.27875351,3.08658798,1.09926889,0.00762813,1.59483087,0.00000000
-5.41770885,5.03755257,1.21487967,2.99447595,1.03742370,0.00736826,1.56293051,0.00000000
-5.41170585,4.87540483,1.15534863,2.91164052,0.97963166,0.00714786,1.53192026,0.00000000
-5.40570285,4.73320808,1.10154331,2.84084968,0.92699781,0.00697412,1.50308915,0.00000000
-5.39969985,4.61520075,1.05469331,2.78455233,0.88047346,0.00685309,1.47761929,0.00000000
-5.39369685,4.52496826,1.01585414,2.74481895,0.84084194,0.00678952,1.45654895,0.00000000
-5.38769385,4.46536883,0.98589297,2.72329623,0.80871026,0.00678680,1.44074198,0.00000000
-5.38169085,4.43848466,0.96548061,2.72117623,0.78450637,0.00684686,1.43086483,0.00000000
-5.37568784,4.44559849,0.95508929,2.73918076,0.76848132,0.00697021,1.42737185,0.00000000
-5.36968484,4.48719495,0.95499554,2.77756042,0.76071574,0.00715598,1.43049928,0.00000000
-5.36368184,4.56298489,0.96528746,2.83610751,0.76112986,0.00740195,1.44026773,0.00000000
-5.35767884,4.67195041,0.98587542,2.91418165,0.76949614,0.00770470,1.45649276,0.00000000
-5.35167584,4.81240747,1.01650529,3.01074635,0.78545372,0.00805971,1.47880267,0.00000000
-5.34567284,4.98208280,1.05677337,3.12441454,0.80852398,0.00846157,1.50666242,0.00000000
-5.33966983,5.17820142,1.10614213,3.25350098,0.83812642,0.00890412,1.53940211,0.00000000
-5.33366683,5.39758111,1.16395618,3.39607945,0.87359443,0.00938068,1.57624872,0.00000000
-5.32766383,5.63673024,1.22945792,3.55004237,0.91419035,0.00988420,1.61635935,0.00000000
-5.32166083,5.89194578,1.30180251,3.71316101,0.95911987,0.01040750,1.65885441,0.00000000
-5.31565783,6.15940852,1.38007203,3.88314431,1.00754526,0.01094348,1.70284944,0.00000000
-5.30965483,6.43527325,1.46328886,4.05769497,1.05859785,0.01148523,1.74748420,0.00000000
-5.30365183,6.71575194,1.55042838,4.23456144,1.11138960,0.01202629,1.79194806,0.00000000
-5.29764882,6.99718890,1.64043147,4.41158492,1.16502415,0.01256074,1.83550110,0.00000000
-5.29164582,7.27612702,1.73221693,4.58674089,1.21860756,0.01308333,1.87749037,0.00000000
-5.28564282,7.54936510,1.82469455,4.75817487,1.27125908,0.01358961,1.91736150,0.00000000
-5.27963982,7.81400639,1.91677904,4.92423231,1.32212212,0.01407597,1.95466557,0.00000000
-5.27363682,8.06749883,2.00740526,5.08348288,1.37037579,0.01453969,1.98906201,0.00000000
-5.26763382,8.30766777,2.09554502,5.23473926,1.41524689,0.01497898,2.02031799,0.00000000
-5.26163082,8.53274168,2.18022540,5.37707101,1.45602250,0.01539292,2.04830508,0.00000000
-5.25562781,8.74137155,2.26054868,5.50981345,1.49206305,0.01578150,2.07299404,0.00000000
-5.24962481,8.93264437,2.33571330,5.63257204,1.52281535,0.01614548,2.09444843,0.00000000
-5.24362181,9.10609069,2.40503552,5.74522228,1.54782548,0.01648636,2.11281769,0.00000000
-5.23761881,9.26168621,2.46797086,5.84790500,1.56675077,0.01680627,2.12833027,0.00000000
-5.23161581,9.39984688,2.52413441,5.94101711,1.57937030,0.01710787,2.14128696,0.00000000
-5.22561281,9.52141688,2.57331907,6.02519743,1.58559343,0.01739422,2.15205473,0.00000000
-5.21960980,9.62764868,2.61551039,6.10130758,1.58546555,0.01766864,2.16106081,0.00000000
-5.21360680,9.72017450,2.65089711,6.17040761,1.57917057,0.01793460,2.16878694,0.00000000
-5.20760380,9.80096834,2.67987616,6.23372646,1.56702961,0.01819559,2.17576321,0.00000000
-5.20160080,9.87229850,2.70305156,6.29262729,1.54949570,0.01845494,2.18256124,0.00000000
-5.19559780,9.93667042,2.72122633,6.34856827,1.52714424,0.01871575,2.18978621,0.00000000
-5.18959480,9.99676053,2.73538724,6.40305922,1.50065938,0.01898076,2.19806717,0.00000000
-5.18359180,10.05534214,2.74668254,6.45761529,1.47081651,0.01925222,2.20804560,0.00000000
-5.17758879,10.11520504,2.75639276,6.51370882,1.43846149,0.01953179,2.22036188,0.00000000
-5.17158579,10.17907111,2.76589567,6.57272075,1.40448723,0.01982052,2.23563981,0.00000000
-5.16558279,10.24950822,2.77662616,6.63589332,1.36980846,0.02011874,2.25446943,0.00000000
-5.15957979,10.32884574,2.79003258,6.70428559,1.33533564,0.02042607,2.27738854,0.00000000
-5.15357679,10.41909426,2.80753094,6.77873351,1.30194899,0.02074136,2.30486355,0.00000000
-5.14757379,10.52187282,2.83045859,6.85981603,1.27047368,0.02106275,2.33727042,0.00000000
-5.14157079,10.63834626,2.86002925,6.94782860,1.24165708,0.02138768,2.37487654,0.00000000
-5.13556778,10.76917510,2.89729069,7.04276494,1.21614879,0.02171296,2.41782433,0.00000000
-5.12956478,10.91447997,2.94308687,7.14430793,1.19448439,0.02203483,2.46611757,0.00000000
-5.12356178,11.07382175,2.99802553,7.25182989,1.17707312,0.02234911,2.51961102,0.00000000
-5.11755878,11.24619820,3.06245253,7.36440205,1.16418996,0.02265121,2.57800415,0.00000000
-5.11155578,11.43005711,3.13643337,7.48081306,1.15597225,0.02293636,2.64083929,0.00000000
-5.10555278,11.62332541,3.21974270,7.59959565,1.15242059,0.02319966,2.70750459,0.00000000
-5.09954977,11.82345318,3.31186169,7.71906063,1.15340402,0.02343622,2.77724183,0.00000000
-5.09354677,12.02747107,3.41198337,7.83733708,1.15866885,0.02364129,2.84915890,0.00000000
-5.08754377,12.23205938,3.51902555,7.95241769,1.16785086,0.02381040,2.92224673,0.00000000
-5.08154077,12.43362671,3.63165092,8.06220785,1.18049013,0.02393941,2.99540013,0.00000000
-5.07553777,12.62839628,3.74829363,8.16457749,1.19604803,0.02402463,3.06744197,0.00000000
-5.06953477,12.81249768,3.86719177,8.25741448,1.21392562,0.02406294,3.13714992,0.00000000
-5.06353177,12.98206204,3.98642491,8.33867847,1.23348308,0.02405178,3.20328509,0.00000000
-5.05752876,13.13331865,4.10395588,8.40645423,1.25405933,0.02398928,3.26462166,0.00000000
-5.05152576,13.26269110,4.21767612,8.45900348,1.27499156,0.02387427,3.31997671,0.00000000
-5.04552276,13.36689089,4.32545351,8.49481422,1.29563411,0.02370630,3.36823947,0.00000000
-5.03951976,13.44300680,4.42518185,8.51264659,1.31537623,0.02348571,3.40839917,0.00000000
-5.03351676,13.48858778,4.51483110,8.51157414,1.33365850,0.02321362,3.43957074,0.00000000
-5.02751376,13.50171757,4.59249709,8.49101946,1.34998736,0.02289194,3.46101776,0.00000000
-5.02151076,13.48107872,4.65644963,8.45078289,1.36394765,0.02252337,3.47217186,0.00000000
-5.01550775,13.42600386,4.70517787,8.39106310,1.37521265,0.02211142,3.47264822,0.00000000
-5.00950475,13.33651211,4.73743128,8.31246829,1.38355153,0.02166035,3.46225642,0.00000000
-5.00350175,13.21332846,4.75225517,8.21601684,1.38883389,0.02117521,3.44100645,0.00000000
-4.99749875,13.05788420,4.74901910,8.10312642,1.39103122,0.02066170,3.40910948,0.00000000
-4.99149575,12.87229712,4.72743721,7.97559076,1.39021505,0.02012621,3.36697311,0.00000000
-4.98549275,12.65933019,4.68757895,7.83554377,1.38655185,0.01957566,3.31519123,0.00000000
-4.97948974,12.42232877,4.62986976,7.68541096,1.38029464,0.01901742,3.25452852,0.00000000
-4.97348674,12.16513670,4.55508082,7.52784890,1.37177139,0.01845919,3.18589980,0.00000000
-4.96748374,11.89199288,4.46430794,7.36567378,1.36137060,0.01790880,3.11034489,0.00000000
-4.96148074,11.60741071,4.35893987,7.20178091,1.34952434,0.01737409,3.02899952,0.00000000
-4.95547774,11.31604399,4.24061685,7.03905749,1.33668935,0.01686265,2.94306320,0.00000000
-4.94947474,11.02254348,4.11118072,6.88029164,1.32332685,0.01638166,2.85376512,0.00000000
-4.94347174,10.73140945,3.97261842,6.72808076,1.30988186,0.01593763,2.76232919,0.00000000
-4.93746873,10.44684557,3.82700094,6.58474308,1.29676283,0.01553621,2.66993951,0.00000000
-4.93146573,10.17262055,3.67642028,6.45223595,1.28432246,0.01518195,2.57770759,0.00000000
-4.92546273,9.91194303,3.52292694,6.33208445,1.27284073,0.01487816,2.48664255,0.00000000
-4.91945973,9.66735573,3.36847063,6.22532383,1.26251081,0.01462672,2.39762545,0.00000000
-4.91345673,9.44065361,3.21484662,6.13245867,1.25342862,0.01442799,2.31138892,0.00000000
-4.90745373,9.23283033,3.06365010,6.05344092,1.24558674,0.01428072,2.22850277,0.00000000
-4.90145073,9.04405566,2.91624015,5.98766852,1.23887285,0.01418210,2.14936618,0.00000000
-4.89544772,8.87368552,2.77371492,5.93400523,1.23307302,0.01412771,2.07420679,0.00000000
-4.88944472,8.72030462,2.63689854,5.89082122,1.22787980,0.01411175,2.00308658,0.00000000
-4.88344172,8.58180009,2.50633998,5.85605348,1.22290461,0.01412710,1.93591423,0.00000000
-4.87743872,8.45546331,2.38232346,5.82728358,1.21769417,0.01416563,1.87246323,0.00000000
-4.87143572,8.33811546,2.26488923,5.80183012,1.21174994,0.01421840,1.81239496,0.00000000
-4.86543272,8.22625139,2.15386332,5.77685201,1.20454989,0.01427601,1.75528551,0.00000000
-4.85942971,8.11619568,2.04889427,5.74945851,1.19557151,0.01432887,1.70065491,0.00000000
-4.85342671,8.00426393,1.94949476,5.71682154,1.18431491,0.01436762,1.64799767,0.00000000
-4.84742371,7.88692250,1.85508576,5.67628570,1.17032505,0.01438337,1.59681292,0.00000000
-4.84142071,7.76093990,1.76504103,5.62547154,1.15321201,0.01436808,1.54663317,0.00000000
-4.83541771,7.62352372,1.67872979,5.56236808,1.13266840,0.01431481,1.49705033,0.00000000
-4.82941471,7.47243762,1.59555562,5.48541088,1.10848328,0.01421795,1.44773812,0.00000000
-4.82341171,7.30609436,1.51499028,5.39354305,1.08055187,0.01407347,1.39847004,0.00000000
-4.81740870,7.12362160,1.43660106,5.28625701,1.04888088,0.01387894,1.34913249,0.00000000
-4.81140570,6.92489919,1.36007118,5.16361612,1.01358932,0.01363372,1.29973275,0.00000000
-4.80540270,6.71056751,1.28521278,5.02625581,0.97490496,0.01333887,1.25040193,0.00000000
-4.79939970,6.48200810,1.21197287,4.87536527,0.93315668,0.01299712,1.20139306,0.00000000
-4.79339670,6.24129889,1.14043248,4.71265107,0.88876344,0.01261277,1.15307485,0.00000000
-4.78739370,5.99114741,1.07080002,4.54028517,0.84222030,0.01219151,1.10592179,0.00000000
-4.78139070,5.73480599,1.00339959,4.36084012,0.79408241,0.01174021,1.06050126,0.00000000
-4.77538769,5.47597358,0.93865563,4.17721470,0.74494777,0.01126673,1.01745836,0.00000000
-4.76938469,5.21868893,0.87707469,3.99255338,0.69543944,0.01077959,0.97749948,0.00000000
-4.76338169,4.96721974,0.81922579,3.81016303,0.64618818,0.01028779,0.94137492,0.00000000
-4.75737869,4.72595207,0.76572000,3.63342980,0.59781592,0.00980050,0.90986160,0.00000000
-4.75137569,4.49928384,0.71719044,3.46573916,0.55092098,0.00932687,0.88374603,0.00000000
-4.74537269,4.29152521,0.67427310,3.31040121,0.50606511,0.00887575,0.86380793,0.00000000
-4.73936968,4.10680822,0.63758904,3.17058292,0.46376294,0.00845553,0.85080485,0.00000000
-4.73336668,3.94900686,0.60772838,3.04924839,0.42447382,0.00807396,0.84545761,0.00000000
-4.72736368,3.82166816,0.58523603,2.94910751,0.38859612,0.00773801,0.84843663,0.00000000
-4.72136068,3.72795412,0.57059929,2.87257301,0.35646384,0.00745377,0.86034901,0.00000000
-4.71535768,3.67059369,0.56423713,2.82172526,0.32834539,0.00722637,0.88172604,0.00000000
-4.70935468,3.65184364,0.56649108,2.79828416,0.30444411,0.00705992,0.91301121,0.00000000
-4.70335168,3.67345712,0.57761742,2.80358686,0.28490031,0.00695747,0.95454829,0.00000000
-4.69734867,3.73665841,0.59778071,2.83857051,0.26979440,0.00692102,1.00656969,0.00000000
-4.69134567,3.84212295,0.62704837,2.90375902,0.25915074,0.00695150,1.06918504,0.00000000
-4.68534267,3.98996167,0.66538632,2.99925317,0.25294188,0.00704879,1.14237018,0.00000000
-4.67933967,4.17970933,0.71265580,3.12472366,0.25109291,0.00721172,1.22595697,0.00000000
-4.67333667,4.41031698,0.76861136,3.27940718,0.25348565,0.00743814,1.31962430,0.00000000
-4.66733367,4.68014906,0.83290024,3.46210573,0.25996246,0.00772487,1.42289094,0.00000000
-4.66133067,4.98698616,0.90506335,3.67118990,0.27032973,0.00806782,1.53511065,0.00000000
-4.65532766,5.32803462,0.98453797,3.90460712,0.28436078,0.00846201,1.65547046,0.00000000
-4.64932466,5.69994452,1.07066245,4.15989575,0.30179842,0.00890158,1.78299244,0.00000000
-4.64332166,6.09883725,1.16268303,4.43420626,0.32235702,0.00937992,1.91653958,0.00000000
-4.63731866,6.52034417,1.25976275,4.72433037,0.34572451,0.00988972,2.05482616,0.00000000
-4.63131566,6.95965687,1.36099252,5.02673890,0.37156409,0.01042307,2.19643267,0.00000000
-4.62531266,7.41158983,1.46540409,5.33762878,0.39951615,0.01097156,2.33982542,0.00000000
-4.61930965,7.87065488,1.57198475,5.65297901,0.42920042,0.01152644,2.48338042,0.00000000
-4.61330665,8.33114693,1.67969334,5.96861513,0.46021841,0.01207876,2.62541106,0.00000000
-4.60730365,8.78723922,1.78747710,6.28028103,0.49215653,0.01261950,2.76419905,0.00000000
-4.60130065,9.23308619,1.89428894,6.58371661,0.52458974,0.01313979,2.89802756,0.00000000
-4.59529765,9.66293104,1.99910443,6.87473911,0.55708591,0.01363104,3.02521559,0.00000000
-4.58929465,10.07121507,2.10093808,7.14932592,0.58921092,0.01408514,3.14415252,0.00000000
-4.58329165,10.45268540,2.19885837,7.40369608,0.62053435,0.01449463,3.25333163,0.00000000
-4.57728864,10.80249755,2.29200105,7.63438786,0.65063581,0.01485287,3.35138150,0.00000000
-4.57128564,11.11630961,2.37958036,7.83832968,0.67911162,0.01515413,3.43709420,0.00000000
-4.56528264,11.39036483,2.46089794,8.01290198,0.70558181,0.01539379,3.50944943,0.00000000
-4.55927964,11.62155988,2.53534922,8.15598779,0.72969706,0.01556837,3.56763376,0.00000000
-4.55327664,11.80749680,2.60242738,8.26601026,0.75114548,0.01567560,3.61105456,0.00000000
-4.54727364,11.94651691,2.66172479,8.34195603,0.76965885,0.01571450,3.63934810,0.00000000
-4.54127064,12.03771609,2.71293234,8.38338378,0.78501813,0.01568528,3.65238184,0.00000000
-4.53526763,12.08094114,2.75583666,8.39041788,0.79705802,0.01558940,3.65025098,0.00000000
-4.52926463,12.07676813,2.79031573,8.36372783,0.80567018,0.01542944,3.63326950,0.00000000
-4.52326163,12.02646371,2.81633313,8.30449456,0.81080521,0.01520902,3.60195626,0.00000000
-4.51725863,11.93193165,2.83393126,8.21436519,0.81247305,0.01493267,3.55701667,0.00000000
-4.51125563,11.79564670,2.84322397,8.09539847,0.81074175,0.01460572,3.49932085,0.00000000
-4.50525263,11.62057866,2.84438870,7.95000299,0.80573486,0.01423411,3.42987880,0.00000000
-4.49924962,11.41010964,2.83765867,7.78087081,0.79762718,0.01382427,3.34981379,0.00000000
-4.49324662,11.16794753,2.82331511,7.59090907,0.78663930,0.01338292,3.26033459,0.00000000
-4.48724362,10.89803874,2.80167985,7.38317200,0.77303103,0.01291694,3.16270746,0.00000000
-4.48124062,10.60448304,2.77310841,7.16079561,0.75709399,0.01243323,3.05822880,0.00000000
-4.47523762,10.29145312,2.73798360,6.92693724,0.73914374,0.01193856,2.94819912,0.00000000
-4.46923462,9.96312100,2.69670988,6.68472132,0.71951166,0.01143945,2.83389891,0.00000000
-4.46323162,9.62359305,2.64970832,6.43719289,0.69853704,0.01094208,2.71656714,0.00000000
-4.45722861,9.27685472,2.59741238,6.18727936,0.67655962,0.01045221,2.59738263,0.00000000
-4.45122561,8.92672584,2.54026434,5.93776100,0.65391282,0.00997512,2.47744865,0.00000000
-4.44522261,8.57682636,2.47871252,5.69124985,0.63091800,0.00951557,2.35778092,0.00000000
-4.43921961,8.23055227,2.41320908,5.45017658,0.60787978,0.00907777,2.23929904,0.00000000
-4.43321661,7.89106072,2.34420845,5.21678413,0.58508264,0.00866537,2.12282125,0.00000000
-4.42721361,7.56126307,2.27216625,4.99312715,0.56278861,0.00828150,2.00906222,0.00000000
-4.42121061,7.24382419,2.19753856,4.78107542,0.54123620,0.00792874,1.89863379,0.00000000
-4.41520760,6.94116619,2.12078143,4.58231995,0.52064027,0.00760916,1.79204805,0.00000000
-4.40920460,6.65547453,2.04235041,4.39837984,0.50119274,0.00732440,1.68972235,0.00000000
-4.40320160,6.38870470,1.96270001,4.23060853,0.48306379,0.00707562,1.59198593,0.00000000
-4.39719860,6.14258744,1.88228285,4.08019796,0.46640340,0.00686361,1.49908743,0.00000000
-4.39119560,5.91863109,1.80154833,3.94817933,0.45134295,0.00668877,1.41120294,0.00000000
-4.38519260,5.71811967,1.72094079,3.83541989,0.43799647,0.00655117,1.32844417,0.00000000
-4.37918959,5.54210607,1.64089686,3.74261494,0.42646161,0.00645056,1.25086615,0.00000000
-4.37318659,5.39139973,1.56184223,3.67027524,0.41681984,0.00638636,1.17847444,0.00000000
-4.36718359,5.26654937,1.48418753,3.61870997,0.40913602,0.00635773,1.11123129,0.00000000
-4.36118059,5.16782124,1.40832370,3.58800626,0.40345725,0.00636352,1.04906085,0.00000000
-4.35517759,5.09517433,1.33461677,3.57800623,0.39981093,0.00640227,0.99185328,0.00000000
-4.34917459,5.04823425,1.26340231,3.58828329,0.39820235,0.00647222,0.93946778,0.00000000
-4.34317159,5.02626794,1.19497989,3.61811941,0.39861183,0.00657129,0.89173474,0.00000000
-4.33716858,5.02816160,1.12960763,3.66648558,0.40099174,0.00669706,0.84845712,0.00000000
-4.33116558,5.05240445,1.06749744,3.73202733,0.40526369,0.00684674,0.80941142,0.00000000
-4.32516258,5.09708089,1.00881093,3.81305764,0.41131618,0.00701719,0.77434835,0.00000000
-4.31915958,5.15987337,0.95365661,3.90755907,0.41900297,0.00720491,0.74299374,0.00000000
-4.31315658,5.23807812,0.90208840,4.01319675,0.42814264,0.00740603,0.71504969,0.00000000
-4.30715358,5.32863511,0.85410579,4.12734348,0.43851934,0.00761634,0.69019646,0.00000000
