energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.72986493,6.88840717,0.02163418,0.68575532,1.69506974,2.98748832,1.27285152,0.36273402,0.07396543,2.98249035
-5.72386193,7.04926498,0.02218956,0.69743084,1.73912782,3.05157431,1.30498970,0.36747566,0.07527660,3.05997943
-5.71785893,7.20368326,0.02269818,0.70784168,1.78322388,3.11171686,1.33847053,0.37217282,0.07653290,3.13589197
-5.71185593,7.34928196,0.02315167,0.71675573,1.82676550,3.16693407,1.37299874,0.37673899,0.07771686,3.20913759
-5.70585293,7.48373407,0.02354272,0.72395665,1.86914052,3.21629517,1.40825118,0.38108310,0.07881154,3.27862758
-5.69984992,7.60485755,0.02386544,0.72925421,1.90974137,3.25895949,1.44388856,0.38511376,0.07980124,3.34331355
-5.69384692,7.71070653,0.02411558,0.73249402,1.94799030,3.29421398,1.47956844,0.38874374,0.08067216,3.40222685
-5.68784392,7.79965718,0.02429072,0.73356624,1.98336405,3.32150727,1.51495891,0.39189468,0.08141300,3.45451648
-5.68184092,7.87048366,0.02439046,0.73241261,2.01541682,3.34047846,1.54975212,0.39450155,0.08201551,3.49948393
-5.67583792,7.92242020,0.02441651,0.72903167,2.04380037,3.35097904,1.58367709,0.39651675,0.08247489,3.53661279
-5.66983492,7.95520606,0.02437269,0.72348158,2.06828012,3.35308685,1.61651110,0.39791349,0.08279010,3.56559197
-5.66383192,7.96911119,0.02426496,0.71588066,2.08874674,3.34711126,1.64808911,0.39868847,0.08296391,3.58633131
-5.65782891,7.96494121,0.02410126,0.70640538,2.10522237,3.33358937,1.67831077,0.39886343,0.08300287,3.59896872
-5.65182591,7.94402161,0.02389138,0.69528605,2.11786153,3.31327345,1.70714472,0.39848573,0.08291709,3.60386894
-5.64582291,7.90816213,0.02364673,0.68280035,2.12694643,3.28711028,1.73462995,0.39762780,0.08271985,3.60161365
-5.63981991,7.85960309,0.02338008,0.66926498,2.13287724,3.25621346,1.76087430,0.39638551,0.08242704,3.59298389
-5.63381691,7.80094627,0.02310522,0.65502589,2.13615755,3.22183005,1.78605003,0.39487556,0.08205660,3.57893545
-5.62781391,7.73507370,0.02283666,0.64044748,2.13737599,3.18530316,1.81038688,0.39323194,0.08162780,3.56056850
-5.62181091,7.66505781,0.02258925,0.62590123,2.13718459,3.14803202,1.83416279,0.39160175,0.08116052,3.53909287
-5.61580790,7.59406693,0.02237779,0.61175436,2.13627502,3.11143135,1.85769268,0.39014036,0.08067447,3.51579035
-5.60980490,7.52526961,0.02221669,0.59835873,2.13535357,3.07689164,1.88131581,0.38900636,0.08018857,3.49197560
-5.60380190,7.46174159,0.02211954,0.58604067,2.13511586,3.04574157,1.90538209,0.38835618,0.07972025,3.46895707
-5.59779890,7.40637824,0.02209880,0.57509183,2.13622227,3.01921398,1.93023786,0.38833894,0.07928492,3.44799917
-5.59179590,7.36181539,0.02216545,0.56576154,2.13927485,2.99841622,1.95621158,0.38909132,0.07889551,3.43028699
-5.58579290,7.33036051,0.02232864,0.55825068,2.14479647,2.98430564,1.98359986,0.39073295,0.07856218,3.41689442
-5.57978989,7.31393588,0.02259546,0.55270736,2.15321294,2.97767042,2.01265426,0.39336226,0.07829203,3.40875652
-5.57378689,7.31403489,0.02297064,0.54922429,2.16483845,2.97911629,2.04356925,0.39705292,0.07808906,3.40664657
-5.56778389,7.33169184,0.02345639,0.54783798,2.17986481,2.98905867,2.07647166,0.40185103,0.07795416,3.41115845
-5.56178089,7.36746559,0.02405228,0.54852951,2.19835476,3.00772035,2.11141195,0.40777317,0.07788525,3.42269437
-5.55577789,7.42143679,0.02475509,0.55122694,2.22023945,3.03513428,2.14835767,0.41480510,0.07787743,3.44145808
-5.54977489,7.49321807,0.02555887,0.55580906,2.24532010,3.07115099,2.18718923,0.42290154,0.07792330,3.46745369
-5.54377189,7.58197677,0.02645497,0.56211034,2.27327389,3.11545030,2.22769837,0.43198661,0.07801330,3.50048981
-5.53776888,7.68646888,0.02743218,0.56992685,2.30366374,3.16755674,2.26958933,0.44195530,0.07813606,3.54018888
-5.53176588,7.80508342,0.02847699,0.57902309,2.33595181,3.22685821,2.31248295,0.45267562,0.07827883,3.58600137
-5.52576288,7.93589581,0.02957386,0.58913922,2.36951630,3.29262731,2.35592365,0.46399164,0.07842791,3.63722447
-5.51975988,8.07672866,0.03070565,0.59999876,2.40367101,3.36404474,2.39938923,0.47572716,0.07856914,3.69302471
-5.51375688,8.22521852,0.03185403,0.61131644,2.43768709,3.44022428,2.44230326,0.48769001,0.07868828,3.75246391
-5.50775388,8.37888642,0.03300005,0.62280589,2.47081624,3.52023853,2.48404982,0.49967687,0.07877148,3.81452775
-5.50175088,8.53521039,0.03412467,0.63418712,2.50231466,3.60314487,2.52398995,0.51147845,0.07880573,3.87815604
-5.49574787,8.69169741,0.03520934,0.64519350,2.53146667,3.68801074,2.56147959,0.52288484,0.07877919,3.94227372
-5.48974487,8.84595259,0.03623659,0.65557808,2.55760735,3.77393757,2.59588794,0.53369099,0.07868157,4.00582165
-5.48374187,8.99574309,0.03719058,0.66511908,2.58014316,3.86008244,2.62661583,0.54370198,0.07850446,4.06778582
-5.47773887,9.13905426,0.03805756,0.67362434,2.59856964,3.94567665,2.65311311,0.55273796,0.07824153,4.12722421
-5.47173587,9.27413597,0.03882632,0.68093476,2.61248556,4.03004058,2.67489444,0.56063868,0.07788871,4.18328991
-5.46573287,9.39953702,0.03948851,0.68692648,2.62160275,4.11259397,2.69155256,0.56726724,0.07744431,4.23524973
-5.45972986,9.51412617,0.04003877,0.69151185,2.62575124,4.19286126,2.70276862,0.57251312,0.07690900,4.28249746
-5.45372686,9.61709892,0.04047484,0.69463913,2.62487937,4.27047162,2.70831896,0.57629424,0.07628577,4.32456123
-5.44772386,9.70796952,0.04079746,0.69629102,2.61904902,4.34515350,2.70807797,0.57855802,0.07557971,4.36110466
-5.44172086,9.78654885,0.04101012,0.69648213,2.60842603,4.41672398,2.70201711,0.57928145,0.07479780,4.39192186
-5.43571786,9.85290911,0.04111878,0.69525540,2.59326655,4.48507336,2.69020005,0.57847011,0.07394860,4.41692660
-5.42971486,9.90733723,0.04113131,0.69267778,2.57389976,4.55014566,2.67277426,0.57615630,0.07304179,4.43613633
-5.42371186,9.95027956,0.04105706,0.68883540,2.55070817,4.61191603,2.64995970,0.57239628,0.07208784,4.44965208
-5.41770885,9.98228080,0.04090618,0.68382830,2.52410647,4.67036640,2.62203524,0.56726689,0.07109749,4.45763533
-5.41170585,10.00392055,0.04068902,0.67776515,2.49451997,4.72546058,2.58932363,0.56086169,0.07008132,4.46028326
-5.40570285,10.01575122,0.04041557,0.67075817,2.46236404,4.77712041,2.55217589,0.55328670,0.06904928,4.45780400
-5.39969985,10.01824072,0.04009483,0.66291832,2.42802546,4.82520437,2.51095624,0.54465625,0.06801040,4.45039314
-5.39369685,10.01172336,0.03973441,0.65435132,2.39184673,4.86949011,2.46602810,0.53508875,0.06697237,4.43821311
-5.38769385,9.99636192,0.03934009,0.64515422,2.35411421,4.90966212,2.41774225,0.52470302,0.06594137,4.42137651
-5.38169085,9.97212311,0.03891565,0.63541314,2.31505053,4.94530552,2.36642757,0.51361489,0.06492192,4.39993451
-5.37568784,9.93876803,0.03846270,0.62520182,2.27481168,4.97590678,2.31238481,0.50193459,0.06391686,4.37387086
-5.36968484,9.89585832,0.03798074,0.61458131,2.23348866,5.00086153,2.25588371,0.48976477,0.06292741,4.34310199
-5.36368184,9.84277778,0.03746738,0.60360067,2.19111362,5.01948960,2.19716322,0.47719931,0.06195338,4.30748308
-5.35767884,9.77876833,0.03691855,0.59229848,2.14766978,5.03105665,2.13643489,0.46432288,0.06099344,4.26681963
-5.35167584,9.70297839,0.03632897,0.58070529,2.10310445,5.03480162,2.07388871,0.45121118,0.06004542,4.22088399
-5.34567284,9.61452102,0.03569262,0.56884657,2.05734433,5.02996877,2.00970108,0.43793184,0.05910678,4.16943568
-5.33966983,9.51253850,0.03500320,0.55674611,2.01031198,5.01584282,1.94404402,0.42454580,0.05817494,4.11224433
-5.33366683,9.39626986,0.03425475,0.54442961,1.96194241,4.99178535,1.87709499,0.41110904,0.05724780,4.04911383
-5.32766383,9.26511751,0.03344210,0.53192823,1.91219886,4.95727078,1.80904653,0.39767458,0.05632405,3.97990635
-5.32166083,9.11870918,0.03256137,0.51928188,1.86108673,4.91191991,1.74011501,0.38429444,0.05540355,3.90456474
-5.31565783,8.95695186,0.03161034,0.50654203,1.80866495,4.85552925,1.67054782,0.37102161,0.05448760,3.82313208
-5.30965483,8.78007462,0.03058876,0.49377386,1.75505414,4.78809462,1.60062859,0.35791172,0.05357909,3.73576728
-5.30365183,8.58865792,0.02949858,0.48105759,1.70044112,4.70982758,1.53067999,0.34502442,0.05268259,3.64275585
-5.29764882,8.38364792,0.02834395,0.46848901,1.64507978,4.62116376,1.46106401,0.33242428,0.05180433,3.54451530
-5.29164582,8.16635483,0.02713127,0.45617895,1.58928807,4.52276252,1.39217963,0.32018132,0.05095201,3.44159489
-5.28564282,7.93843545,0.02586901,0.44425188,1.53344171,4.41549791,1.32445803,0.30837095,0.05013461,3.33466974
-5.27963982,7.70186086,0.02456749,0.43284365,1.47796478,4.30044109,1.25835575,0.29707348,0.04936201,3.22452969
-5.27363682,7.45887078,0.02323861,0.42209844,1.42331802,4.17883514,1.19434592,0.28637318,0.04864462,3.11206350
-5.26763382,7.21191705,0.02189545,0.41216508,1.36998535,4.05206344,1.13290837,0.27635695,0.04799296,2.99823915
-5.26163082,6.96359909,0.02055196,0.40319297,1.31845949,3.92161291,1.07451883,0.26711273,0.04741714,2.88408134
-5.25562781,6.71659434,0.01922248,0.39532780,1.26922745,3.78903410,1.01963806,0.25872767,0.04692650,2.77064714
-5.24962481,6.47358720,0.01792146,0.38870720,1.22275650,3.65589968,0.96870115,0.25128623,0.04652913,2.65900106
-5.24362181,6.23719960,0.01666303,0.38345667,1.17948146,3.52376344,0.92210765,0.24486827,0.04623153,2.55019051
-5.23761881,6.00992619,0.01546075,0.37968587,1.13979367,3.39412143,0.88021287,0.23954727,0.04603838,2.44522269
-5.23161581,5.79407689,0.01432733,0.37748556,1.10403221,3.26837684,0.84332063,0.23538868,0.04595234,2.34504382
-5.22561281,5.59172871,0.01327445,0.37692516,1.07247750,3.14781000,0.81167772,0.23244860,0.04597400,2.25052132
-5.21960980,5.40468837,0.01231262,0.37805122,1.04534749,3.03355430,0.78547010,0.23077265,0.04610190,2.16242952
-5.21360680,5.23446646,0.01145110,0.38088663,1.02279627,2.92657886,0.76482091,0.23039530,0.04633269,2.08143892
-5.20760380,5.08226310,0.01069789,0.38543070,1.00491507,2.82767782,0.74979019,0.23133936,0.04666137,2.00810932
-5.20160080,4.94896448,0.01005969,0.39165998,0.99173517,2.73746630,0.74037601,0.23361590,0.04708157,1.94288634
-5.19559780,4.83514922,0.00954199,0.39952971,0.98323243,2.65638231,0.73651705,0.23722438,0.04758595,1.88610116
-5.18959480,4.74110266,0.00914908,0.40897581,0.97933292,2.58469376,0.73809603,0.24215293,0.04816651,1.83797288
-5.18359180,4.66683730,0.00888411,0.41991714,0.97991924,2.52250959,0.74494401,0.24837880,0.04881500,1.79861280
-5.17758879,4.61211716,0.00874917,0.43225802,0.98483697,2.46979369,0.75684504,0.25586892,0.04952323,1.76803020
-5.17158579,4.57648404,0.00874527,0.44589069,0.99390082,2.42638058,0.77354109,0.26458034,0.05028337,1.74613872
-5.16558279,4.55928372,0.00887239,0.46069773,1.00690030,2.39199146,0.79473692,0.27446068,0.05108808,1.73276292
-5.15957979,4.55969051,0.00912942,0.47655415,1.02360436,2.36624983,0.82010489,0.28544842,0.05193066,1.72764456
-5.15357679,4.57672907,0.00951417,0.49332928,1.04376516,2.34869587,0.84928942,0.29747308,0.05280499,1.73044820
-5.14757379,4.60929275,0.01002329,0.51088825,1.06712072,2.33879891,0.88191131,0.31045521,0.05370547,1.74076603
-5.14157079,4.65615832,0.01065218,0.52909325,1.09339669,2.33596795,0.91757177,0.32430633,0.05462680,1.75812196
-5.13556778,4.71599761,0.01139493,0.54780449,1.12230735,2.33956015,0.95585642,0.33892873,0.05556372,1.78197509
-5.12956478,4.78738664,0.01224425,0.56688104,1.15355613,2.34888757,0.99633919,0.35421530,0.05651070,1.81172307
-5.12356178,4.86881357,0.01319141,0.58618157,1.18683602,2.36322275,1.03858654,0.37004948,0.05746163,1.84670555
-5.11755878,4.95868671,0.01422620,0.60556525,1.22183016,2.38180369,1.08216181,0.38630531,0.05840950,1.88620839
-5.11155578,5.05534399,0.01533700,0.62489270,1.25821295,2.40383892,1.12663012,0.40284780,0.05934616,1.92946911
-5.10555278,5.15706521,0.01651079,0.64402735,1.29565202,2.42851333,1.17156365,0.41953367,0.06026215,1.97568394
-5.09954977,5.26208806,0.01773331,0.66283692,1.33381107,2.45499535,1.21654746,0.43621245,0.06114665,2.02401690
-5.09354677,5.36862860,0.01898927,0.68119540,1.37235397,2.48244597,1.26118569,0.45272811,0.06198750,2.07361108
-5.08754377,5.47490641,0.02026255,0.69898514,1.41094977,2.51002964,1.30510798,0.46892113,0.06277145,2.12360205
-5.08154077,5.57917409,0.02153657,0.71609927,1.44927869,2.53692716,1.34797597,0.48463096,0.06348444,2.17313335
-5.07553777,5.67975041,0.02279463,0.73244403,1.48703878,2.56235037,1.38948948,0.49969898,0.06411208,2.22137344
-5.06953477,5.77505573,0.02402031,0.74794119,1.52395282,2.58555791,1.42939216,0.51397157,0.06464020,2.26753384
-5.06353177,5.86364817,0.02519789,0.76253002,1.55977510,2.60587159,1.46747608,0.52730349,0.06505545,2.31088730
-5.05752876,5.94425863,0.02631281,0.77616898,1.59429758,2.62269258,1.50358517,0.53956113,0.06534600,2.35078563
-5.05152576,6.01582276,0.02735210,0.78883670,1.62735510,2.63551628,1.53761691,0.55062567,0.06550220,2.38667590
-5.04552276,6.07750790,0.02830473,0.80053230,1.65882894,2.64394538,1.56952233,0.56039586,0.06551720,2.41811440
-5.03951976,6.12873335,0.02916201,0.81127488,1.68864876,2.64770001,1.59930394,0.56879033,0.06538752,2.44477752
-5.03351676,6.16918256,0.02991784,0.82110211,1.71679242,2.64662442,1.62701161,0.57574935,0.06511353,2.46646881
-5.02751376,6.19880644,0.03056893,0.83006812,1.74328371,2.64068982,1.65273664,0.58123580,0.06469971,2.48312194
-5.02151076,6.21781731,0.03111492,0.83824051,1.76818800,2.62999297,1.67660395,0.58523547,0.06415486,2.49479924
-5.01550775,6.22667377,0.03155839,0.84569682,1.79160604,2.61475065,1.69876296,0.58775653,0.06349209,2.50168579
-5.00950475,6.22605701,0.03190484,0.85252059,1.81366612,2.59529018,1.71937743,0.58882834,0.06272859,2.50407946
-5.00350175,6.21684004,0.03216245,0.85879714,1.83451522,2.57203643,1.73861475,0.58849957,0.06188535,2.50237725
-4.99749875,6.20005110,0.03234192,0.86460943,1.85430936,2.54549609,1.75663535,0.58683582,0.06098666,2.49705866
-4.99149575,6.17683329,0.03245612,0.87003403,1.87320390,2.51623979,1.77358254,0.58391686,0.06005943,2.48866688
-4.98549275,6.14840237,0.03251973,0.87513764,1.89134426,2.48488296,1.78957347,0.57983363,0.05913255,2.47778867
-4.97948974,6.11600458,0.03254880,0.87997414,1.90885750,2.45206644,1.80469167,0.57468522,0.05823603,2.46503384
-4.97348674,6.08087649,0.03256034,0.88458236,1.92584528,2.41843735,1.81898138,0.56857590,0.05740019,2.45101533
-4.96748374,6.04420829,0.03257185,0.88898472,1.94237840,2.38463124,1.83244414,0.56161249,0.05665480,2.43633040
-4.96148074,6.00711200,0.03260085,0.89318661,1.95849324,2.35125596,1.84503764,0.55390207,0.05602825,2.42154399
-4.95547774,5.97059520,0.03266447,0.89717670,1.97419018,2.31887762,1.85667696,0.54555008,0.05554676,2.40717440
-4.94947474,5.93554106,0.03277900,0.90092788,1.98943382,2.28800909,1.86723805,0.53665908,0.05523366,2.39368182
-4.94347174,5.90269452,0.03295952,0.90439889,2.00415510,2.25910102,1.87656329,0.52732790,0.05510875,2.38145991
-4.93746873,5.87265446,0.03321956,0.90753646,2.01825482,2.23253533,1.88446877,0.51765134,0.05518775,2.37083022
-4.93146573,5.84587131,0.03357076,0.91027777,2.03160843,2.20862113,1.89075301,0.50772038,0.05548187,2.36203952
-4.92546273,5.82264930,0.03402260,0.91255311,2.04407164,2.18759268,1.89520663,0.49762264,0.05599754,2.35525967
-4.91945973,5.80315248,0.03458222,0.91428861,2.05548655,2.16960917,1.89762259,0.48744322,0.05673610,2.35058965
-4.91345673,5.78741362,0.03525414,0.91540892,2.06568780,2.15475598,1.89780645,0.47726568,0.05769385,2.34805940
-4.90745373,5.77534500,0.03604017,0.91583964,2.07450860,2.14304714,1.89558628,0.46717303,0.05886194,2.34763509
-4.90145073,5.76675045,0.03693929,0.91550956,2.08178621,2.13442859,1.89082188,0.45724876,0.06022661,2.34922533
-4.89544772,5.76133790,0.03794754,0.91435254,2.08736672,2.12878225,1.88341277,0.44757770,0.06176936,2.35268805
-4.88944472,5.75873194,0.03905801,0.91230908,2.09110900,2.12593051,1.87330489,0.43824667,0.06346729,2.35783771
-4.88344172,5.75848621,0.04026085,0.90932754,2.09288767,2.12564123,1.86049555,0.42934491,0.06529353,2.36445262
-4.87743872,5.76009543,0.04154332,0.90536504,2.09259526,2.12763316,1.84503668,0.42096423,0.06721771,2.37228221
-4.87143572,5.76300706,0.04288994,0.90038807,2.09014344,2.13158177,1.82703610,0.41319877,0.06920652,2.38105409
-4.86543272,5.76663275,0.04428262,0.89437289,2.08546353,2.13712559,1.80665695,0.40614457,0.07122431,2.39048096
-4.85942971,5.77035977,0.04570094,0.88730562,2.07850643,2.14387319,1.78411526,0.39989879,0.07323377,2.40026721
-4.85342671,5.77356252,0.04712246,0.87918236,2.06924211,2.15141063,1.75967570,0.39455869,0.07519662,2.41011534
-4.84742371,5.77561435,0.04852306,0.87000901,2.05765884,2.15930963,1.73364580,0.39022036,0.07707429,2.41973213
-4.84142071,5.77589983,0.04987745,0.85980115,2.04376237,2.16713633,1.70636885,0.38697728,0.07882867,2.42883458
-4.83541771,5.77382725,0.05115960,0.84858380,2.02757502,2.17446044,1.67821551,0.38491876,0.08042284,2.43715562
-4.82941471,5.76884150,0.05234338,0.83639123,2.00913505,2.18086486,1.64957478,0.38412817,0.08182173,2.44444948
-4.82341171,5.76043687,0.05340306,0.82326665,1.98849616,2.18595530,1.62084431,0.38468122,0.08299286,2.45049671
-4.81740870,5.74816947,0.05431404,0.80926197,1.96572719,2.18936976,1.59242048,0.38664408,0.08390689,2.45510871
-4.81140570,5.73166893,0.05505339,0.79443746,1.94091205,2.19078752,1.56468863,0.39007157,0.08453827,2.45813154
-4.80540270,5.71064864,0.05560050,0.77886145,1.91414978,2.18993725,1.53801364,0.39500534,0.08486572,2.45944902
-4.79939970,5.68491427,0.05593764,0.76260983,1.88555465,2.18660396,1.51273109,0.40147207,0.08487265,2.45898479
-4.79339670,5.65436969,0.05605048,0.74576555,1.85525611,2.18063432,1.48913938,0.40948185,0.08454753,2.45670324
-4.78739370,5.61902018,0.05592849,0.72841797,1.82339862,2.17194031,1.46749292,0.41902659,0.08388410,2.45260920
-4.78139070,5.57897224,0.05556532,0.71066201,1.79014103,2.16050067,1.44799649,0.43007867,0.08288154,2.44674622
-4.77538769,5.53443000,0.05495898,0.69259715,1.75565553,2.14636027,1.43080099,0.44258974,0.08154446,2.43919348
-4.76938469,5.48568796,0.05411193,0.67432627,1.72012602,2.12962735,1.41600054,0.45648986,0.07988286,2.43006125
-4.76338169,5.43312037,0.05303105,0.65595421,1.68374583,2.11046850,1.40363104,0.47168692,0.07791184,2.41948511
-4.75737869,5.37716740,0.05172746,0.63758623,1.64671482,2.08910193,1.39367004,0.48806639,0.07565133,2.40761897
-4.75137569,5.31831878,0.05021624,0.61932628,1.60923583,2.06578900,1.38603796,0.50549154,0.07312566,2.39462721
-4.74537269,5.25709543,0.04851599,0.60127515,1.57151075,2.04082465,1.38060055,0.52380409,0.07036297,2.38067627
-4.73936968,5.19403007,0.04664832,0.58352860,1.53373610,2.01452706,1.37717248,0.54282536,0.06739463,2.36592594
-4.73336668,5.12964768,0.04463729,0.56617545,1.49609856,1.98722706,1.37552192,0.56235790,0.06425455,2.35052089
-4.72736368,5.06444675,0.04250872,0.54929583,1.45877057,1.95925795,1.37537607,0.58218771,0.06097839,2.33458278
-4.72136068,4.99888238,0.04028956,0.53295961,1.42190624,1.93094596,1.37642743,0.60208683,0.05760281,2.31820335
-4.71535768,4.93335206,0.03800716,0.51722503,1.38563792,1.90260203,1.37834070,0.62181658,0.05416468,2.30143892
-4.70935468,4.86818489,0.03568863,0.50213777,1.35007355,1.87451518,1.38076031,0.64113112,0.05070029,2.28430668
-4.70335168,4.80363483,0.03336024,0.48773034,1.31529507,1.84694764,1.38331828,0.65978140,0.04724466,2.26678290
-4.69734867,4.73987832,0.03104683,0.47402205,1.28135807,1.82013202,1.38564239,0.67751947,0.04383083,2.24880330
-4.69134567,4.67701632,0.02877134,0.46101931,1.24829262,1.79427032,1.38736457,0.69410292,0.04048928,2.23026567
-4.68534267,4.61508065,0.02655445,0.44871655,1.21610553,1.76953480,1.38812923,0.70929947,0.03724745,2.21103466
-4.67933967,4.55404411,0.02441424,0.43709747,1.18478370,1.74607036,1.38760152,0.72289156,0.03412936,2.19094849
-4.67333667,4.49383382,0.02236608,0.42613678,1.15429860,1.72399799,1.38547531,0.73468081,0.03115530,2.16982745
-4.66733367,4.43434684,0.02042244,0.41580220,1.12461166,1.70341904,1.38148073,0.74449224,0.02834175,2.14748374
-4.66133067,4.37546718,0.01859302,0.40605672,1.09568016,1.68441965,1.37539107,0.75217825,0.02570127,2.12373226
-4.65532766,4.31708309,0.01688471,0.39686096,1.06746347,1.66707493,1.36702899,0.75762207,0.02324264,2.09840182
-4.64932466,4.25910372,0.01530189,0.38817552,1.03992927,1.65145245,1.35627173,0.76074075,0.02097099,2.07134639
-4.64332166,4.20147412,0.01384654,0.37996331,1.01305937,1.63761471,1.34305533,0.76148762,0.01888808,2.04245577
