energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.81390695,1.91432604,-1.73420954,0.01607644,-0.01034991,0.32402632,-0.26362112,0.43365213,-0.42846457,1.08561294,-0.95472175,0.02362343,-0.01695439,0.64630293,-0.62699757,0.28574995,-0.30423750,0.09391557,-0.08122038
-5.80790395,1.93377969,-1.76023955,0.01744924,-0.01153097,0.32316533,-0.27405162,0.43753341,-0.42579555,1.07990224,-0.97656254,0.02522274,-0.01817424,0.66206149,-0.62754506,0.28949733,-0.29877245,0.09796344,-0.08322593
-5.80190095,1.95276898,-1.79155292,0.01881846,-0.01278765,0.32087107,-0.28403825,0.44273468,-0.42572876,1.07075837,-0.99809522,0.02682989,-0.01950737,0.68004079,-0.63221671,0.29476071,-0.29544852,0.10224565,-0.08578844
-5.79589795,1.97081168,-1.82704028,0.02016357,-0.01410764,0.31726715,-0.29332817,0.44908054,-0.42800176,1.05838918,-1.01861584,0.02841552,-0.02093860,0.69973670,-0.64073875,0.30132533,-0.29419199,0.10667420,-0.08885865
-5.78989495,1.98749756,-1.86550719,0.02146315,-0.01547625,0.31252593,-0.30168523,0.45639750,-0.43232961,1.04311850,-1.03743471,0.02994911,-0.02244896,0.72060787,-0.65275810,0.30894921,-0.29489314,0.11115610,-0.09237529
-5.78389195,2.00249453,-1.90570555,0.02269535,-0.01687660,0.30686309,-0.30889902,0.46451521,-0.43840953,1.02537573,-1.05390271,0.03139981,-0.02401593,0.74208812,-0.66784624,0.31736808,-0.29740551,0.11559570,-0.09626580
-5.77788894,2.01555313,-1.94636740,0.02383856,-0.01828976,0.30053078,-0.31479331,0.47326796,-0.44592604,1.00568139,-1.06743668,0.03273735,-0.02561389,0.76360051,-0.68550566,0.32630159,-0.30154654,0.11989724,-0.10044728
-5.77188594,2.02650942,-1.98624011,0.02487203,-0.01969507,0.29380934,-0.31923334,0.48249640,-0.45455666,0.98462952,-1.07754268,0.03393293,-0.02721469,0.78457262,-0.70517900,0.33546049,-0.30709940,0.12396766,-0.10482809
-5.76588294,2.03528609,-2.02412199,0.02577647,-0.02107058,0.28699821,-0.32213182,0.49204954,-0.46397800,0.96286752,-1.08383620,0.03496010,-0.02878832,0.80445261,-0.72626084,0.34455464,-0.31381645,0.12771938,-0.10930972
-5.75987994,2.04189221,-2.05889710,0.02653474,-0.02239353,0.28040612,-0.32345328,0.50178692,-0.47387233,0.94107432,-1.08605848,0.03579560,-0.03030373,0.82272535,-0.74811175,0.35330147,-0.32142396,0.13107319,-0.11378919
-5.75387694,2.04642112,-2.08956826,0.02713240,-0.02364090,0.27434115,-0.32321653,0.51158090,-0.48393435,0.91993773,-1.08408820,0.03642009,-0.03172965,0.83892804,-0.77007452,0.36143467,-0.32962829,0.13396084,-0.11816171
-5.74787394,2.04904685,-2.11528694,0.02755821,-0.02479009,0.26910089,-0.32149522,0.52131887,-0.49387803,0.90013190,-1.07794804,0.03681876,-0.03303557,0.85266468,-0.79149182,0.36871255,-0.33812325,0.13632744,-0.12232360
-5.74187094,2.05001872,-2.13537914,0.02780459,-0.02581953,0.26496313,-0.31841641,0.53090536,-0.50344338,0.88229566,-1.06780582,0.03698184,-0.03419260,0.86361859,-0.81172485,0.37492590,-0.34659833,0.13813349,-0.12617543
-5.73586793,2.04965427,-2.14936621,0.02786788,-0.02670940,0.26217737,-0.31415714,0.54026380,-0.51240285,0.86701243,-1.05397025,0.03690483,-0.03517442,0.87156258,-0.83017231,0.37990491,-0.35474775,0.13935631,-0.12962506
-5.72986493,2.04833037,-2.15697975,0.02774855,-0.02744221,0.26095746,-0.30893921,0.54933779,-0.52056701,0.85479255,-1.03688132,0.03658866,-0.03595809,0.87636624,-0.84628881,0.38352476,-0.36227965,0.13999105,-0.13259077
-5.72386193,2.04647264,-2.15817017,0.02745121,-0.02800345,0.26147551,-0.30302233,0.55809181,-0.52778954,0.84605839,-1.01709595,0.03603958,-0.03652480,0.87799974,-0.85960216,0.38570972,-0.36892535,0.14005093,-0.13500396
-5.71785893,2.04454322,-2.15310822,0.02698448,-0.02838205,0.26385738,-0.29669591,0.56651116,-0.53397097,0.84113269,-0.99526930,0.03526895,-0.03686046,0.87653422,-0.86972864,0.38643548,-0.37444806,0.13956694,-0.13681165
-5.71185593,2.04302701,-2.14217955,0.02636080,-0.02857081,0.26817967,-0.29026981,0.57460117,-0.53906110,0.84023051,-0.97213260,0.03429277,-0.03695618,0.87213849,-0.87638567,0.38572954,-0.37865081,0.13858676,-0.13797848
-5.70585293,2.04241682,-2.12597222,0.02559598,-0.02856668,0.27446836,-0.28406442,0.58238546,-0.54306000,0.84345479,-0.94846841,0.03313109,-0.03680850,0.86507203,-0.87940117,0.38366972,-0.38138309,0.13717320,-0.13848806
-5.69984992,2.04319742,-2.10525758,0.02470876,-0.02837092,0.28269915,-0.27840037,0.58990355,-0.54601721,0.85079556,-0.92508422,0.03180738,-0.03641952,0.85567479,-0.87871936,0.38038071,-0.38254605,0.13540190,-0.13834381
-5.69384692,2.04582935,-2.08096499,0.02372020,-0.02798905,0.29279914,-0.27358838,0.59720761,-0.54802940,0.86213277,-0.90278541,0.03034765,-0.03579675,0.84435391,-0.87440243,0.37602880,-0.38209581,0.13335869,-0.13756902
-5.68784392,2.05073250,-2.05415133,0.02265302,-0.02743075,0.30465010,-0.26991941,0.60435861,-0.54923615,0.87724234,-0.88234856,0.02877966,-0.03495281,0.83156799,-0.86662813,0.37081507,-0.38004498,0.13113643,-0.13620625
-5.68184092,2.05827035,-2.02596611,0.02153092,-0.02670958,0.31809278,-0.26765565,0.61142195,-0.54981427,0.89580520,-0.86449617,0.02713204,-0.03390502,0.81780958,-0.85568323,0.36496722,-0.37646194,0.12883171,-0.13431601
-5.67583792,2.06873513,-1.99761352,0.02037787,-0.02584250,0.33293228,-0.26702249,0.61846287,-0.54997056,0.91741876,-0.84987349,0.02543343,-0.03267469,0.80358646,-0.84195313,0.35873042,-0.37146824,0.12654127,-0.13197483
-5.66983492,2.08233454,-1.97031263,0.01921737,-0.02484943,0.34894422,-0.26820177,0.62554162,-0.54993341,0.94161051,-0.83902834,0.02371168,-0.03128645,0.78940255,-0.82590795,0.35235751,-0.36523397,0.12435856,-0.12927272
-5.66383192,2.09918050,-1.94525709,0.01807184,-0.02375259,0.36588133,-0.27132650,0.63270886,-0.54994342,0.96785293,-0.83239452,0.02199313,-0.02976741,0.77573916,-0.80808571,0.34609901,-0.35797139,0.12237032,-0.12631016
-5.65782891,2.11928025,-1.92357583,0.01696197,-0.02257584,0.38348032,-0.27647718,0.64000126,-0.55024353,0.99557932,-0.83027933,0.02030198,-0.02814626,0.76303728,-0.78907316,0.34019330,-0.34992707,0.12065348,-0.12319476
-5.65182591,2.14253034,-1.90629586,0.01590623,-0.02134395,0.40146871,-0.28367980,0.64743769,-0.55106891,1.02419991,-0.83285540,0.01865978,-0.02645242,0.75168170,-0.76948516,0.33485734,-0.34137277,0.11927240,-0.12003760
-5.64582291,2.16871350,-1.89430880,0.01492043,-0.02008196,0.41957149,-0.29290548,0.65501602,-0.55263709,1.05311766,-0.84015707,0.01708506,-0.02471513,0.74198730,-0.74994325,0.33027833,-0.33259559,0.11827661,-0.11694960
-5.63981991,2.19749886,-1.88834181,0.01401736,-0.01881440,0.43751727,-0.30407173,0.66271083,-0.55513872,1.08174332,-0.85208129,0.01559306,-0.02296269,0.73418825,-0.73105438,0.32660663,-0.32388756,0.11769907,-0.11403779
-5.63381691,2.22844535,-1.88893418,0.01320664,-0.01756469,0.45504391,-0.31704529,0.67047199,-0.55872932,1.10950923,-0.86839285,0.01419564,-0.02122169,0.72843034,-0.71339042,0.32395014,-0.31553529,0.11755508,-0.11140184
-5.62781391,2.26100850,-1.89642007,0.01249453,-0.01635455,0.47190335,-0.33164629,0.67822435,-0.56352233,1.13588160,-0.88873353,0.01290128,-0.01951641,0.72476668,-0.69746937,0.32237044,-0.30780993,0.11784177,-0.10913083
-5.62181091,2.29455043,-1.91091796,0.01188402,-0.01520349,0.48786576,-0.34765364,0.68586846,-0.56958376,1.16037098,-0.91263491,0.01171519,-0.01786836,0.72315690,-0.68373871,0.32188070,-0.30095780,0.11853832,-0.10730043
-5.61580790,2.32835291,-1.93232684,0.01137485,-0.01412837,0.50272285,-0.36481136,0.69328241,-0.57692864,1.18254081,-0.93953401,0.01063949,-0.01629584,0.72346982,-0.67256154,0.32244550,-0.29519210,0.11960674,-0.10597057
-5.60980490,2.36163343,-1.96032926,0.01096379,-0.01314313,0.51629047,-0.38283568,0.70032473,-0.58551929,1.20201398,-0.96879138,0.00967357,-0.01481379,0.72548942,-0.66420597,0.32398249,-0.29068588,0.12099333,-0.10518363
-5.60380190,2.39356376,-1.99440083,0.01064488,-0.01225857,0.52841038,-0.40142257,0.70683831,-0.59526565,1.21847763,-0.99971074,0.00881437,-0.01343368,0.72892383,-0.65883778,0.32636580,-0.28756658,0.12263060,-0.10496323
-5.59779890,2.42329089,-2.03382562,0.01040977,-0.01148219,0.53895164,-0.42025559,0.71265525,-0.60602731,1.23168615,-1.03155958,0.00805679,-0.01216348,0.73341697,-0.65651679,0.32943109,-0.28591214,0.12443976,-0.10531368
-5.59179590,2.44995979,-2.07771691,0.01024817,-0.01081824,0.54781129,-0.43901363,0.71760247,-0.61761748,1.24146276,-1.06358986,0.00739410,-0.01100787,0.73856245,-0.65719670,0.33298192,-0.28574894,0.12633351,-0.10621997
-5.58579290,2.47273761,-2.12504235,0.01014825,-0.01026778,0.55491480,-0.45737850,0.72150795,-0.62980841,1.24769982,-1.09505835,0.00681834,-0.00996844,0.74391909,-0.66072839,0.33679730,-0.28705141,0.12821918,-0.10764842
-5.57978989,2.49083861,-2.17465278,0.01009717,-0.00982882,0.56021624,-0.47504205,0.72420745,-0.64233818,1.25035826,-1.12524576,0.00632072,-0.00904397,0.74902762,-0.66686646,0.34064005,-0.28974346,0.13000196,-0.10954790
-5.57378689,2.50354932,-2.22531358,0.01008146,-0.00949657,0.56369819,-0.49171267,0.72555135,-0.65491861,1.24946623,-1.15347434,0.00589199,-0.00823082,0.75342783,-0.67527861,0.34426559,-0.29370139,0.13158825,-0.11185154
-5.56778389,2.51025303,-2.27573791,0.01008758,-0.00926374,0.56537161,-0.50712114,0.72541150,-0.66724393,1.24511718,-1.17912339,0.00552279,-0.00752332,0.75667568,-0.68555757,0.34743102,-0.29875845,0.13288893,-0.11447895
-5.56178089,2.51045288,-2.32462067,0.01010231,-0.00912088,0.56527556,-0.52102566,0.72368774,-0.67899994,1.23746765,-1.20164255,0.00520393,-0.00691414,0.75835970,-0.69723514,0.34990393,-0.30471053,0.13382246,-0.11733874
-5.55577789,2.50379275,-2.37067249,0.01011318,-0.00905673,0.56347679,-0.53321597,0.72031381,-0.68987344,1.22673450,-1.22056244,0.00492666,-0.00639475,0.75811615,-0.70979772,0.35147071,-0.31132306,0.13431764,-0.12033144
-5.54977489,2.49007482,-2.41265296,0.01010881,-0.00905869,0.56006909,-0.54351670,0.71526234,-0.69956155,1.21319180,-1.23550296,0.00468290,-0.00595578,0.75564243,-0.72270301,0.35194415,-0.31833867,0.13431609,-0.12335254
-5.54377189,2.46927327,-2.44940243,0.01007923,-0.00911319,0.55517237,-0.55178984,0.70854874,-0.70778074,1.19716712,-1.24617892,0.00446533,-0.00558740,0.75070826,-0.73539728,0.35116992,-0.32548551,0.13377421,-0.12629577
-5.53776888,2.44154303,-2.47987170,0.01001610,-0.00920613,0.54893129,-0.55793646,0.70023356,-0.71427542,1.17903709,-1.25240342,0.00426758,-0.00527966,0.74316439,-0.74733269,0.34903183,-0.33248579,0.13266461,-0.12905628
-5.53176588,2.40722308,-2.50314913,0.00991290,-0.00932331,0.54151334,-0.56189765,0.69042330,-0.71882564,1.15922187,-1.25408903,0.00408426,-0.00502279,0.73294836,-0.75798425,0.34545563,-0.33906450,0.13097704,-0.13153379
-5.52576288,2.36683363,-2.51848457,0.00976500,-0.00945082,0.53310621,-0.56365487,0.67926946,-0.72125409,1.13817855,-1.25124704,0.00391099,-0.00480742,0.72008741,-0.76686582,0.34041135,-0.34495782,0.12871870,-0.13363568
-5.51975988,2.32106707,-2.52530985,0.00956969,-0.00957542,0.52391438,-0.56322965,0.66696560,-0.72143184,1.11639302,-1.24398506,0.00374442,-0.00462483,0.70469827,-0.77354490,0.33391397,-0.34992114,0.12591393,-0.13527966
-5.51375688,2.27077245,-2.52325511,0.00932616,-0.00968486,0.51415491,-0.56068274,0.65374262,-0.71928302,1.09437047,-1.23250310,0.00358214,-0.00446710,0.68698400,-0.77765565,0.32602262,-0.35373636,0.12260344,-0.13639624
-5.50775388,2.21693385,-2.51216090,0.00903536,-0.00976821,0.50405235,-0.55611278,0.63986230,-0.71478816,1.07262415,-1.21708843,0.00342270,-0.00432721,0.66722802,-0.77890985,0.31683828,-0.35621827,0.11884293,-0.13693076
-5.50175088,2.16064304,-2.49208547,0.00869985,-0.00981608,0.49383285,-0.54965436,0.62560912,-0.70798604,1.05166286,-1.19810928,0.00326543,-0.00419912,0.64578553,-0.77710562,0.30650011,-0.35721990,0.11470131,-0.13684495
-5.49574787,2.10306742,-2.46330699,0.00832360,-0.00982079,0.48371772,-0.54147567,0.61128083,-0.69897409,1.03197715,-1.17600750,0.00311043,-0.00407783,0.62307276,-0.77213343,0.29518063,-0.35663660,0.11025850,-0.13611802
-5.48974487,2.04541415,-2.42632047,0.00791173,-0.00977654,0.47391644,-0.53177552,0.59717807,-0.68790722,1.01402462,-1.15129016,0.00295841,-0.00395939,0.59955424,-0.76397958,0.28307986,-0.35440879,0.10560294,-0.13474717
-5.48374187,1.98889175,-2.38182912,0.00747028,-0.00967943,0.46461958,-0.52077979,0.58359340,-0.67499495,0.99821498,-1.12452013,0.00281059,-0.00384083,0.57572881,-0.75272671,0.27041882,-0.35052328,0.10082894,-0.13274764
-5.47773887,1.93467085,-2.33073011,0.00700589,-0.00952747,0.45599183,-0.50873723,0.57080022,-0.66049698,0.98489532,-1.09630558,0.00266857,-0.00372019,0.55211458,-0.73855161,0.25743245,-0.34501322,0.09603380,-0.13015212
-5.47173587,1.88384528,-2.27409478,0.00652555,-0.00932054,0.44816551,-0.49591461,0.55904221,-0.64471717,0.97433634,-1.06728825,0.00253422,-0.00359638,0.52923349,-0.72172025,0.24436234,-0.33795659,0.09131506,-0.12700974
-5.46573287,1.83739544,-2.21314344,0.00603634,-0.00906025,0.44123500,-0.48259127,0.54852357,-0.62799593,0.96672026,-1.03813065,0.00240956,-0.00346913,0.50759582,-0.70258024,0.23144944,-0.32947338,0.08676765,-0.12338453
-5.45972986,1.79615509,-2.14921515,0.00554518,-0.00874977,0.43525228,-0.46905287,0.53940070,-0.61070130,0.96213107,-1.00950200,0.00229666,-0.00333892,0.48768520,-0.68155087,0.21892703,-0.31972151,0.08248129,-0.11935344
-5.45372686,1.76078325,-2.08373314,0.00505865,-0.00839364,0.43022403,-0.45558476,0.53177565,-0.59321876,0.96054784,-0.98206317,0.00219752,-0.00320680,0.46994450,-0.65911112,0.20701414,-0.30889170,0.07853809,-0.11500408
-5.44772386,1.73174210,-2.01816652,0.00458274,-0.00799751,0.42611045,-0.44246475,0.52569168,-0.57594015,0.96184151,-0.95645067,0.00211397,-0.00307435,0.45476293,-0.63578580,0.19590959,-0.29720140,0.07501037,-0.11043207
-5.44172086,1.70928184,-1.95398930,0.00412278,-0.00756791,0.42282598,-0.42995564,0.52113116,-0.55925191,0.96577563,-0.93326005,0.00204762,-0.00294354,0.44246475,-0.61213044,0.18578682,-0.28488803,0.07195884,-0.10573825
-5.43571786,1.69343325,-1.89263782,0.00368335,-0.00711193,0.42024206,-0.41829770,0.51801597,-0.54352305,0.97201118,-0.91302913,0.00199974,-0.00281658,0.43329982,-0.58871516,0.17678966,-0.27220171,0.06943111,-0.10102581
-5.42971486,1.68400788,-1.83546802,0.00326814,-0.00663699,0.41819169,-0.40770132,0.51621031,-0.52909325,0.98011551,-0.89622147,0.00197124,-0.00269586,0.42743624,-0.56610801,0.16902902,-0.25939782,0.06746061,-0.09639724
-5.42371186,1.68060607,-1.78371368,0.00288004,-0.00615058,0.41647585,-0.39834008,0.51552595,-0.51626142,0.98957508,-0.88321070,0.00196259,-0.00258381,0.42495521,-0.54485839,0.16258071,-0.24672941,0.06606587,-0.09195154
-5.41770885,1.68263225,-1.73844731,0.00252105,-0.00566000,0.41487146,-0.39034471,0.51572952,-0.50527537,0.99981169,-0.87426647,0.00197382,-0.00248277,0.42584834,-0.52548078,0.15748430,-0.23443996,0.06525024,-0.08778137
-5.41170585,1.68931685,-1.70054501,0.00219241,-0.00517217,0.41314041,-0.38379805,0.51655159,-0.49632277,1.01020145,-0.86954249,0.00200446,-0.00239496,0.43001740,-0.50843945,0.15374304,-0.22275650,0.06500198,-0.08397054
-5.40570285,1.69974397,-1.67065670,0.00189462,-0.00469342,0.41103945,-0.37873145,0.51769722,-0.48952392,1.02009580,-0.86906750,0.00205357,-0.00232230,0.43727659,-0.49413447,0.15132486,-0.21188336,0.06529479,-0.08059175
-5.39969985,1.71288355,-1.64918297,0.00162757,-0.00422940,0.40833035,-0.37512277,0.51885730,-0.48492676,1.02884374,-0.87273968,0.00211975,-0.00226642,0.44735732,-0.48288948,0.15016437,-0.20199677,0.06608867,-0.07770463
-5.39369685,1.72762697,-1.63625955,0.00139058,-0.00378496,0.40478983,-0.37289622,0.51972041,-0.48250418,1.03581418,-0.88032506,0.00220112,-0.00222853,0.45991542,-0.47494160,0.15016579,-0.19324040,0.06733124,-0.07535419
-5.38769385,1.74282460,-1.63175031,0.00118260,-0.00336408,0.40021888,-0.37192416,0.51998458,-0.48215404,1.04041771,-0.89146025,0.00229542,-0.00220941,0.47454071,-0.47043383,0.15120676,-0.18572198,0.06895928,-0.07356975
-5.38169085,1.75732413,-1.63524912,0.00100225,-0.00296986,0.39445101,-0.37203082,0.51936847,-0.48370180,1.04212659,-0.90565974,0.00240005,-0.00220933,0.49076870,-0.46941009,0.15314291,-0.17951112,0.07090074,-0.07236425
-5.37568784,1.77000843,-1.64609096,0.00084797,-0.00260455,0.38735900,-0.37299800,0.51762169,-0.48690592,1.04049256,-0.92232774,0.00251209,-0.00222805,0.50809419,-0.47181332,0.15581307,-0.17463828,0.07307684,-0.07173408
-5.36968484,1.77983158,-1.66337199,0.00071815,-0.00226955,0.37885992,-0.37457241,0.51453370,-0.49146570,1.03516143,-0.94077430,0.00262845,-0.00226484,0.52598651,-0.47748660,0.15904497,-0.17109512,0.07540456,-0.07165938
-5.36368184,1.78585234,-1.68597807,0.00061120,-0.00196556,0.36891826,-0.37647460,0.50994118,-0.49703144,1.02588428,-0.96023537,0.00274592,-0.00231844,0.54390597,-0.48617745,0.16266133,-0.16883592,0.07779922,-0.07210485
-5.35767884,1.78726387,-1.71262087,0.00052569,-0.00169257,0.35754703,-0.37840894,0.50373363,-0.50321656,1.01252476,-0.97989604,0.00286127,-0.00238710,0.56132108,-0.49754519,0.16648619,-0.16778030,0.08017715,-0.07302101
-5.35167584,1.78341924,-1.74188050,0.00046045,-0.00145006,0.34480692,-0.38007443,0.49585706,-0.50961113,0.99506252,-0.99891632,0.00297137,-0.00246864,0.57772603,-0.51117135,0.17035114,-0.16781699,0.08245847,-0.07434586
-5.34567284,1.77385199,-1.77225301,0.00041463,-0.00123707,0.33080355,-0.38117566,0.48631584,-0.51579644,0.97359280,-1.01645830,0.00307329,-0.00256053,0.59265795,-0.52657275,0.17410154,-0.16880862,0.08456971,-0.07600701
