energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up
-5.36368184,3.70239833,0.00041332,0.59380543,0.64308120,1.79006551,0.44649482,0.44936201,0.00303288,1.17817542
-5.35767884,3.60048002,0.00038062,0.56946424,0.61510828,1.74966971,0.42814870,0.44115832,0.00268327,1.14778273
-5.35167584,3.49053668,0.00035079,0.54320389,0.58570443,1.70588214,0.40898193,0.43199046,0.00236147,1.11455059
-5.34567284,3.37309975,0.00032329,0.51534216,0.55513770,1.65876195,0.38913669,0.42185579,0.00206728,1.07862681
-5.33966983,3.24881151,0.00029771,0.48621709,0.52369463,1.60841208,0.36876602,0.41076453,0.00180020,1.04020720
-5.33366683,3.11841444,0.00027374,0.45617820,0.49167287,1.55498090,0.34803055,0.39874068,0.00155937,0.99953189
-5.32766383,2.98273905,0.00025116,0.42557775,0.45937378,1.49866316,0.32709505,0.38582269,0.00134369,0.95688065
-5.32166083,2.84269039,0.00022981,0.39476235,0.42709533,1.43969997,0.30612514,0.37206390,0.00115182,0.91256747
-5.31565783,2.69923342,0.00020959,0.36406515,0.39512542,1.37837789,0.28528403,0.35753253,0.00098227,0.86693445
-5.30965483,2.55337769,0.00019044,0.33379883,0.36373590,1.31502677,0.26472947,0.34231131,0.00083342,0.82034515
-5.30365183,2.40616145,0.00017233,0.30424961,0.33317746,1.25001650,0.24461102,0.32649672,0.00070358,0.77317773
-5.29764882,2.25863555,0.00015525,0.27567245,0.30367537,1.18375260,0.22506763,0.31019773,0.00059104,0.72581787
-5.29164582,2.11184746,0.00013920,0.24828738,0.27542629,1.11667063,0.20622563,0.29353425,0.00049408,0.67865180
-5.28564282,1.96682572,0.00012419,0.22227724,0.24859614,1.04922967,0.18819715,0.27663506,0.00041106,0.63205958
-5.27963982,1.82456503,0.00011022,0.19778652,0.22331898,0.98190493,0.17107900,0.25963557,0.00034039,0.58640871
-5.27363682,1.68601232,0.00009729,0.17492153,0.19969681,0.91517977,0.15495190,0.24267525,0.00028057,0.54204819
-5.26763382,1.55205409,0.00008540,0.15375151,0.17780036,0.84953730,0.13988027,0.22589485,0.00023023,0.49930332
-5.26163082,1.42350511,0.00007453,0.13431080,0.15767057,0.78545195,0.12591225,0.20943367,0.00018808,0.45847095
-5.25562781,1.30109874,0.00006466,0.11660175,0.13932074,0.72338106,0.11308016,0.19342674,0.00015298,0.41981566
-5.24962481,1.18547904,0.00005577,0.10059817,0.12273914,0.66375705,0.10140114,0.17800214,0.00012391,0.38356651
-5.24362181,1.07719456,0.00004780,0.08624931,0.10789198,0.60698015,0.09087811,0.16327850,0.00009994,0.34991460
-5.23761881,0.97669413,0.00004072,0.07348396,0.09472657,0.55341203,0.08150077,0.14936284,0.00008028,0.31901135
-5.23161581,0.88432436,0.00003448,0.06221473,0.08317447,0.50337041,0.07324676,0.13634862,0.00006423,0.29096746
-5.22561281,0.80032892,0.00002900,0.05234210,0.07315467,0.45712491,0.06608285,0.12431429,0.00005120,0.26585257
-5.21960980,0.72484954,0.00002425,0.04375839,0.06457650,0.41489393,0.05996616,0.11332221,0.00004067,0.24369553
-5.21360680,0.65792847,0.00002015,0.03635134,0.05734237,0.37684288,0.05484524,0.10341796,0.00003222,0.22448523
-5.20760380,0.59951234,0.00001664,0.03000726,0.05135015,0.34308339,0.05066127,0.09463015,0.00002547,0.20817205
-5.20160080,0.54945717,0.00001367,0.02461382,0.04649526,0.31367370,0.04734908,0.08697058,0.00002014,0.19466981
-5.19559780,0.50753442,0.00001118,0.02006226,0.04267243,0.28861984,0.04483814,0.08043479,0.00001597,0.18385815
-5.18959480,0.47343785,0.00000911,0.01624923,0.03977711,0.26787768,0.04305353,0.07500297,0.00001278,0.17558547
-5.18359180,0.44679099,0.00000742,0.01307810,0.03770663,0.25135557,0.04191687,0.07064116,0.00001041,0.16967218
-5.17758879,0.42715512,0.00000606,0.01045985,0.03636107,0.23891744,0.04134724,0.06730262,0.00000877,0.16591447
-5.17158579,0.41403765,0.00000501,0.00831364,0.03564391,0.23038623,0.04126212,0.06492948,0.00000777,0.16408834
-5.16558279,0.40690059,0.00000423,0.00656699,0.03546259,0.22554761,0.04157828,0.06345446,0.00000739,0.16395396
-5.15957979,0.40516935,0.00000371,0.00515570,0.03572884,0.22415382,0.04221284,0.06280265,0.00000763,0.16526035
-5.15357679,0.40824146,0.00000343,0.00402361,0.03635902,0.22592758,0.04308427,0.06289341,0.00000854,0.16775013
-5.14757379,0.41549536,0.00000340,0.00312212,0.03727441,0.23056619,0.04411342,0.06364215,0.00001020,0.17116450
-5.14157079,0.42629918,0.00000363,0.00240965,0.03840142,0.23774564,0.04522467,0.06496216,0.00001275,0.17524810
-5.13556778,0.44001944,0.00000414,0.00185098,0.03967186,0.24712492,0.04634695,0.06676626,0.00001637,0.17975389
-5.12956478,0.45602959,0.00000497,0.00141666,0.04102317,0.25835050,0.04741483,0.06896846,0.00002130,0.18444765
-5.12356178,0.47371849,0.00000618,0.00108226,0.04239871,0.27106102,0.04836954,0.07148539,0.00002785,0.18911232
-5.11755878,0.49249859,0.00000784,0.00082782,0.04374798,0.28489228,0.04915983,0.07423764,0.00003640,0.19355171
-5.11155578,0.51181384,0.00001003,0.00063714,0.04502684,0.29948245,0.04974275,0.07715091,0.00004742,0.19759375
-5.10555278,0.53114722,0.00001286,0.00049731,0.04619775,0.31447765,0.05008427,0.08015707,0.00006147,0.20109298
-5.09954977,0.55002772,0.00001647,0.00039817,0.04722990,0.32953760,0.05015960,0.08319493,0.00007920,0.20393240
-5.09354677,0.56803679,0.00002101,0.00033185,0.04809925,0.34434151,0.04995344,0.08621095,0.00010138,0.20602442
-5.08754377,0.58481384,0.00002666,0.00029243,0.04878858,0.35859394,0.04945981,0.08915973,0.00012889,0.20731106
-5.08154077,0.60006102,0.00003362,0.00027554,0.04928737,0.37203043,0.04868179,0.09200428,0.00016272,0.20776335
-5.07553777,0.61354670,0.00004212,0.00027812,0.04959159,0.38442285,0.04763094,0.09471626,0.00020398,0.20737997
-5.06953477,0.62510792,0.00005241,0.00029815,0.04970342,0.39558408,0.04632650,0.09727593,0.00025388,0.20618521
-5.06353177,0.63465141,0.00006475,0.00033448,0.04963084,0.40537194,0.04479445,0.09967204,0.00031372,0.20422640
-5.05752876,0.64215311,0.00007943,0.00038659,0.04938716,0.41369208,0.04306635,0.10190153,0.00038490,0.20157086
-5.05152576,0.64765631,0.00009675,0.00045450,0.04899044,0.42049963,0.04117815,0.10396910,0.00046884,0.19830254
-5.04552276,0.65126806,0.00011699,0.00053862,0.04846285,0.42579948,0.03916887,0.10588671,0.00056698,0.19451852
-5.03951976,0.65315422,0.00014047,0.00063962,0.04783002,0.42964507,0.03707930,0.10767284,0.00068076,0.19032544
-5.03351676,0.65353288,0.00016744,0.00075835,0.04712029,0.43213564,0.03495075,0.10935180,0.00081149,0.18583603
-5.02751376,0.65266652,0.00019816,0.00089571,0.04636403,0.43341190,0.03282384,0.11095279,0.00096039,0.18116587
-5.02151076,0.65085290,0.00023284,0.00105260,0.04559286,0.43365033,0.03073740,0.11250892,0.00112844,0.17643039
-5.01550775,0.64841509,0.00027162,0.00122981,0.04483899,0.43305617,0.02872761,0.11405619,0.00131638,0.17174223
-5.00950475,0.64569064,0.00031458,0.00142798,0.04413454,0.43185533,0.02682717,0.11563230,0.00152459,0.16720901
-5.00350175,0.64302051,0.00036172,0.00164747,0.04351086,0.43028560,0.02506477,0.11727548,0.00175306,0.16293150
-4.99749875,0.64073784,0.00041294,0.00188837,0.04299802,0.42858738,0.02346464,0.11902328,0.00200128,0.15900214
-4.99149575,0.63915708,0.00046802,0.00215043,0.04262423,0.42699437,0.02204640,0.12091130,0.00226825,0.15550399
-4.98549275,0.63856378,0.00052664,0.00243300,0.04241539,0.42572457,0.02082495,0.12297204,0.00255237,0.15250994
-4.97948974,0.63920534,0.00058836,0.00273508,0.04239476,0.42497195,0.01981064,0.12523372,0.00285146,0.15008229
-4.97348674,0.64128321,0.00065258,0.00305526,0.04258256,0.42489915,0.01900946,0.12771925,0.00316271,0.14827251
-4.96748374,0.64494657,0.00071861,0.00339181,0.04299581,0.42563148,0.01842342,0.13044533,0.00348275,0.14712116
-4.96148074,0.65028799,0.00078565,0.00374269,0.04364810,0.42725250,0.01805101,0.13342170,0.00380763,0.14665805
-4.95547774,0.65734092,0.00085277,0.00410566,0.04454958,0.42980126,0.01788766,0.13665064,0.00413292,0.14690241
-4.94947474,0.66607939,0.00091898,0.00447839,0.04570686,0.43327137,0.01792632,0.14012662,0.00445379,0.14786322
-4.94347174,0.67641959,0.00098321,0.00485856,0.04712313,0.43761180,0.01815800,0.14383633,0.00476511,0.14953954
-4.93746873,0.68822355,0.00104438,0.00524405,0.04879830,0.44272944,0.01857237,0.14775881,0.00506157,0.15192098
-4.93146573,0.70130444,0.00110139,0.00563306,0.05072915,0.44849307,0.01915828,0.15186595,0.00533787,0.15498818
-4.92546273,0.71543347,0.00115317,0.00602433,0.05290967,0.45473873,0.01990431,0.15612322,0.00558882,0.15871337
-4.91945973,0.73034801,0.00119872,0.00641731,0.05533132,0.46127602,0.02079927,0.16049058,0.00580956,0.16306109
-4.91345673,0.74576055,0.00123711,0.00681231,0.05798349,0.46789515,0.02183265,0.16492359,0.00599564,0.16798890
-4.90745373,0.76136826,0.00126757,0.00721068,0.06085392,0.47437434,0.02299504,0.16937474,0.00614325,0.17344839
-4.90145073,0.77686266,0.00128945,0.00761495,0.06392917,0.48048727,0.02427847,0.17379481,0.00624929,0.17938615
-4.89544772,0.79193923,0.00130229,0.00802895,0.06719519,0.48601033,0.02567675,0.17813438,0.00631151,0.18574507
-4.88944472,0.80630644,0.00130581,0.00845781,0.07063789,0.49072935,0.02718570,0.18234529,0.00632857,0.19246569
-4.88344172,0.81969419,0.00129994,0.00890805,0.07424366,0.49444564,0.02880338,0.18638215,0.00630011,0.19948773
-4.87743872,0.83186120,0.00128480,0.00938750,0.07799999,0.49698121,0.03053016,0.19020373,0.00622674,0.20675176
-4.87143572,0.84260143,0.00126072,0.00990518,0.08189601,0.49818297,0.03236885,0.19377431,0.00611003,0.21420094
-4.86543272,0.85174913,0.00122820,0.01047115,0.08592296,0.49792603,0.03432462,0.19706482,0.00595245,0.22178283
-4.85942971,0.85918279,0.00118793,0.01109627,0.09007466,0.49611596,0.03640498,0.20005387,0.00575729,0.22945109
-4.85342671,0.86482758,0.00114074,0.01179187,0.09434776,0.49269013,0.03861948,0.20272853,0.00552854,0.23716716
-4.84742371,0.86865664,0.00108755,0.01256941,0.09874197,0.48761822,0.04097952,0.20508485,0.00527076,0.24490166
-4.84142071,0.87069090,0.00102939,0.01344006,0.10326003,0.48090187,0.04349791,0.20712819,0.00498891,0.25263551
-4.83541771,0.87099765,0.00096735,0.01441421,0.10790751,0.47257375,0.04618833,0.20887317,0.00468823,0.26036064
-4.82941471,0.86968788,0.00090252,0.01550102,0.11269245,0.46269595,0.04906477,0.21034333,0.00437403,0.26808022
-4.82341171,0.86691226,0.00083598,0.01670791,0.11762466,0.45135793,0.05214078,0.21157045,0.00405158,0.27580823
-4.81740870,0.86285610,0.00076879,0.01804006,0.12271486,0.43867404,0.05542864,0.21259358,0.00372596,0.28356855
-4.81140570,0.85773305,0.00070193,0.01949992,0.12797359,0.42478056,0.05893848,0.21345763,0.00340191,0.29139319
-4.80540270,0.85177789,0.00063627,0.02108684,0.13340990,0.40983259,0.06267734,0.21421176,0.00308374,0.29932007
-4.79939970,0.84523844,0.00057262,0.02279672,0.13902991,0.39400045,0.06664816,0.21490738,0.00277528,0.30739002
-4.79339670,0.83836676,0.00051163,0.02462170,0.14483523,0.37746600,0.07084888,0.21559601,0.00247976,0.31564338
-4.78739370,0.83140998,0.00045386,0.02655006,0.15082143,0.36041867,0.07527152,0.21632691,0.00219982,0.32411617
-4.78139070,0.82460095,0.00039972,0.02856619,0.15697648,0.34305139,0.07990141,0.21714473,0.00193753,0.33283607
-4.77538769,0.81814908,0.00034951,0.03065070,0.16327941,0.32555644,0.08471657,0.21808707,0.00169434,0.34181839
-4.76938469,0.81223178,0.00030341,0.03278065,0.16969914,0.30812132,0.08968728,0.21918233,0.00147114,0.35106229
-4.76338169,0.80698688,0.00026150,0.03493001,0.17619372,0.29092482,0.09477600,0.22044774,0.00126834,0.36054748
-4.75737869,0.80250649,0.00022376,0.03707013,0.18270995,0.27413326,0.09993747,0.22188785,0.00108589,0.37023155
-4.75137569,0.79883253,0.00019010,0.03917047,0.18918342,0.25789726,0.10511921,0.22349352,0.00092336,0.38004840
-4.74537269,0.79595461,0.00016033,0.04119939,0.19553925,0.24234895,0.11026243,0.22524151,0.00078001,0.38990764
-4.73936968,0.79381014,0.00013426,0.04312499,0.20169322,0.22759989,0.11530319,0.22709479,0.00065490,0.39969542
-4.73336668,0.79228725,0.00011162,0.04491613,0.20755360,0.21373986,0.12017407,0.22900361,0.00054692,0.40927653
-4.72736368,0.79123036,0.00009214,0.04654339,0.21302342,0.20083639,0.12480605,0.23090734,0.00045486,0.41849802
-4.72136068,0.79044854,0.00007551,0.04798013,0.21800335,0.18893538,0.12913085,0.23273703,0.00037754,0.42719414
-4.71535768,0.78972635,0.00006144,0.04920348,0.22239487,0.17806264,0.13308339,0.23441873,0.00031379,0.43519261
-4.70935468,0.78883709,0.00004964,0.05019528,0.22610381,0.16822636,0.13660462,0.23587732,0.00026257,0.44232192
-4.70335168,0.78755780,0.00003983,0.05094302,0.22904407,0.15942050,0.13964435,0.23704094,0.00022300,0.44841955
-4.69734867,0.78568579,0.00003173,0.05144061,0.23114140,0.15162899,0.14216419,0.23784561,0.00019440,0.45334073
-4.69134567,0.78305582,0.00002511,0.05168905,0.23233703,0.14483054,0.14414051,0.23824004,0.00017635,0.45696741
-4.68534267,0.77955747,0.00001975,0.05169704,0.23259114,0.13900394,0.14556716,0.23819032,0.00016872,0.45921708
-4.67933967,0.77515193,0.00001544,0.05148132,0.23188586,0.13413360,0.14645807,0.23768439,0.00017171,0.46005105
-4.67333667,0.76988738,0.00001202,0.05106694,0.23022785,0.13021518,0.14684954,0.23673595,0.00018592,0.45948188
-4.66733367,0.76391251,0.00000933,0.05048738,0.22765016,0.12726096,0.14680203,0.23538762,0.00021231,0.45757942
-4.66133067,0.75748722,0.00000725,0.04978449,0.22421351,0.12530485,0.14640163,0.23371335,0.00025230,0.45447541
-4.65532766,0.75099008,0.00000566,0.04900821,0.22000666,0.12440662,0.14576079,0.23181964,0.00030779,0.45036605
-4.64932466,0.74492204,0.00000449,0.04821622,0.21514606,0.12465540,0.14501860,0.22984564,0.00038117,0.44551260
-4.64332166,0.73990583,0.00000364,0.04747339,0.20977464,0.12617185,0.14434020,0.22796200,0.00047532,0.44023967
