energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-5.76588294,7.42074181,0.13819660,0.06675489,1.53248838,1.18458804,1.01964658,2.45447535,0.12563982,2.30454756
-5.75987994,7.52324257,0.14546156,0.06764284,1.56929426,1.23896642,1.04852376,2.44389008,0.12686354,2.35537309
-5.75387694,7.62512463,0.15296489,0.06856512,1.60465235,1.29513436,1.07823194,2.43131838,0.12818339,2.40629342
-5.74787394,7.72495115,0.16060878,0.06950024,1.63786620,1.35261731,1.10840533,2.41663942,0.12959083,2.45668755
-5.74187094,7.82116269,0.16829101,0.07042797,1.66825190,1.41087855,1.13865808,2.39971966,0.13107462,2.50589290
-5.73586793,7.91210973,0.17590700,0.07133043,1.69515938,1.46932308,1.16859462,2.38041941,0.13262061,2.55321858
-5.72986493,7.99609106,0.18335198,0.07219305,1.71799314,1.52730385,1.19782060,2.35860102,0.13421160,2.59796034
-5.72386193,8.07139667,0.19052329,0.07300548,1.73623150,1.58413018,1.22595390,2.33413839,0.13582724,2.63941639
-5.71785893,8.13635324,0.19732259,0.07376231,1.74944378,1.63907835,1.25263537,2.30692703,0.13744408,2.67690374
-5.71185593,8.18937048,0.20365809,0.07446360,1.75730449,1.69140407,1.27753888,2.27689408,0.13903570,2.70977442
-5.70585293,8.22898621,0.20944654,0.07511523,1.75960427,1.74035641,1.30038034,2.24400771,0.14057294,2.73743092
-5.69984992,8.25390836,0.21461506,0.07572895,1.75625675,1.78519303,1.32092512,2.20828512,0.14202421,2.75934044
-5.69384692,8.26305192,0.21910266,0.07632225,1.74730133,1.82519593,1.33899382,2.16979861,0.14335594,2.77504727
-5.68784392,8.25556944,0.22286133,0.07691795,1.73290156,1.85968755,1.35446584,2.12867928,0.14453306,2.78418303
-5.68184092,8.23087364,0.22585682,0.07754357,1.71333916,1.88804650,1.36728079,2.08511789,0.14551967,2.78647429
-5.67583792,8.18865143,0.22806889,0.07823041,1.68900397,1.90972258,1.37743749,2.03936291,0.14627969,2.78174753
-5.66983492,8.12886884,0.22949120,0.07901257,1.66038014,1.92425044,1.38499071,1.99171550,0.14677765,2.76993114
-5.66383192,8.05176689,0.23013064,0.07992571,1.62802917,1.93126160,1.39004568,1.94252179,0.14697950,2.75105464
-5.65782891,7.95784885,0.23000628,0.08100579,1.59257048,1.93049442,1.39275069,1.89216270,0.14685348,2.72524528
-5.65182591,7.84785988,0.22914801,0.08228768,1.55466033,1.92180160,1.39328802,1.84104187,0.14637101,2.69272210
-5.64582291,7.72276018,0.22759479,0.08380391,1.51497006,1.90515509,1.39186379,1.78957231,0.14550753,2.65378804
-5.63981991,7.58369325,0.22539267,0.08558336,1.47416444,1.88064816,1.38869712,1.73816248,0.14424330,2.60882034
-5.63381691,7.43195099,0.22259277,0.08765017,1.43288124,1.84849464,1.38400920,1.68720259,0.14256420,2.55825983
-5.62781391,7.26893745,0.21924914,0.09002283,1.39171276,1.80902531,1.37801279,1.63705193,0.14046230,2.50259951
-5.62181091,7.09613300,0.21541674,0.09271345,1.35119019,1.76268149,1.37090283,1.58802785,0.13793641,2.44237305
-5.61580790,6.91506057,0.21114960,0.09572735,1.31177135,1.71000615,1.36284845,1.54039715,0.13499239,2.37814355
-5.60980490,6.72725551,0.20649920,0.09906288,1.27383230,1.65163278,1.35398702,1.49437028,0.13164333,2.31049300
-5.60380190,6.53424006,0.20151325,0.10271159,1.23766309,1.58827222,1.34442034,1.45009868,0.12790956,2.24001293
-5.59779890,6.33750342,0.19623478,0.10665858,1.20346763,1.52069814,1.33421331,1.40767542,0.12381841,2.16729624
-5.59179590,6.13848757,0.19070168,0.11088325,1.17136754,1.44973134,1.32339503,1.36713912,0.11940382,2.09293062
-5.58579290,5.93857909,0.18494669,0.11536010,1.14140959,1.37622354,1.31196222,1.32848074,0.11470580,2.01749349
-5.57978989,5.73910645,0.17899769,0.12005985,1.11357610,1.30104105,1.29988476,1.29165298,0.10976972,1.94154835
-5.57378689,5.54134202,0.17287843,0.12495056,1.08779768,1.22504878,1.28711294,1.25658158,0.10464544,1.86564258
-5.56778389,5.34650791,0.16660952,0.12999887,1.06396745,1.14909519,1.27358604,1.22317790,0.09938647,1.79030634
-5.56178089,5.15578433,0.16020960,0.13517122,1.04195583,1.07399832,1.25924156,1.19135194,0.09404891,1.71605231
-5.55577789,4.97031927,0.15369664,0.14043497,1.02162518,1.00053345,1.24402474,1.16102513,0.08869051,1.64337605
-5.54977489,4.79123808,0.14708930,0.14575952,1.00284330,0.92942260,1.22789769,1.13214197,0.08336967,1.57275658
-5.54377189,4.61965170,0.14040815,0.15111710,0.98549531,0.86132589,1.21084763,1.10468005,0.07814449,1.50465688
-5.53776888,4.45666252,0.13367677,0.15648358,0.96949310,0.79683513,1.19289388,1.07865768,0.07307189,1.43952409
-5.53176588,4.30336695,0.12692267,0.16183889,0.95478225,0.73646931,1.17409308,1.05413889,0.06820677,1.37778915
-5.52576288,4.16085396,0.12017783,0.16716740,0.94134587,0.68067220,1.15454258,1.03123537,0.06360135,1.31986567
-5.51975988,4.03019935,0.11347902,0.17245795,0.92920570,0.62981163,1.13438177,1.01010538,0.05930448,1.26614795
-5.51375688,3.91245568,0.10686769,0.17770374,0.91842024,0.58418050,1.11379121,0.99094960,0.05536111,1.21700819
-5.50775388,3.80863789,0.10038962,0.18290207,0.90908059,0.54399896,1.09298992,0.97400430,0.05181180,1.17279278
-5.50175088,3.71970522,0.09409423,0.18805381,0.90130409,0.50941771,1.07223063,0.95953190,0.04869229,1.13381787
-5.49574787,3.64653992,0.08803355,0.19316280,0.89522652,0.48052196,1.05179356,0.94780966,0.04603314,1.10036428
-5.48974487,3.58992354,0.08226112,0.19823503,0.89099323,0.45733581,1.03197874,0.93911693,0.04385934,1.07267204
-5.48374187,3.55051168,0.07683062,0.20327777,0.88874994,0.43982680,1.01309736,0.93372137,0.04219001,1.05093461
-5.47773887,3.52880822,0.07179444,0.20829855,0.88863353,0.42791029,0.99546236,0.93186506,0.04103803,1.03529313
-5.47173587,3.52513980,0.06720227,0.21330402,0.89076353,0.42145366,0.97937864,0.93375072,0.04040970,1.02583084
-5.46573287,3.53963177,0.06309965,0.21829879,0.89523448,0.42028004,0.96513320,0.93952883,0.04030445,1.02256800
-5.45972986,3.57218648,0.05952671,0.22328420,0.90210965,0.42417164,0.95298542,0.94928610,0.04071451,1.02545737
-5.45372686,3.62246476,0.05651699,0.22825713,0.91141615,0.43287269,0.94315797,0.96303566,0.04162459,1.03438066
-5.44772386,3.68987179,0.05409642,0.23320875,0.92314161,0.44609196,0.93582831,0.98070937,0.04301177,1.04914599
-5.44172086,3.77354792,0.05228261,0.23812349,0.93723247,0.46350512,0.93112131,1.00215273,0.04484529,1.06948663
-5.43571786,3.87236543,0.05108425,0.24297807,0.95359373,0.48475705,0.92910306,1.02712227,0.04708663,1.09506117
-5.42971486,3.98493195,0.05050082,0.24774085,0.97209003,0.50946428,0.92977613,1.05528600,0.04968965,1.12545528
-5.42371186,4.10960092,0.05052247,0.25237140,0.99254804,0.53721777,0.93307650,1.08622667,0.05260098,1.16018513
-5.41770885,4.24448969,0.05113020,0.25682055,1.01475972,0.56758622,0.93887226,1.11944799,0.05576061,1.19870261
-5.41170585,4.38750531,0.05229612,0.26103075,1.03848650,0.60012010,0.94696434,1.15438370,0.05910273,1.24040232
-5.40570285,4.53637777,0.05398408,0.26493703,1.06346398,0.63435633,0.95708920,1.19040925,0.06255679,1.28463031
-5.39969985,4.68870046,0.05615027,0.26846836,1.08940706,0.66982388,0.96892360,1.22685584,0.06604882,1.33069444
-5.39369685,4.84197675,0.05874411,0.27154957,1.11601528,0.70605005,0.98209141,1.26302638,0.06950292,1.37787617
-5.38769385,4.99367166,0.06170920,0.27410365,1.14297820,0.74256738,0.99617220,1.29821294,0.07284300,1.42544353
-5.38169085,5.14126691,0.06498439,0.27605443,1.16998066,0.77892101,1.01071162,1.33171500,0.07599458,1.47266482
-5.37568784,5.28231759,0.06850494,0.27732954,1.19670776,0.81467613,1.02523296,1.36285793,0.07888663,1.51882269
-5.36968484,5.41450810,0.07220363,0.27786347,1.22284947,0.84942534,1.03924978,1.39101103,0.08145348,1.56322808
-5.36368184,5.53570535,0.07601206,0.27760055,1.24810472,0.88279541,1.05227903,1.41560424,0.08363654,1.60523346
-5.35767884,5.64400666,0.07986183,0.27649777,1.27218486,0.91445316,1.06385410,1.43614302,0.08538595,1.64424485
-5.35167584,5.73778038,0.08368572,0.27452721,1.29481650,0.94411018,1.07353751,1.45222063,0.08666187,1.67973223
-5.34567284,5.81569719,0.08741883,0.27167793,1.31574356,0.97152587,1.08093245,1.46352737,0.08743560,1.71123768
-5.33966983,5.87675074,0.09099965,0.26795717,1.33472869,0.99650893,1.08569297,1.46985620,0.08769018,1.73838115
-5.33366683,5.92026657,0.09437101,0.26339086,1.35155384,1.01891685,1.08753226,1.47110474,0.08742074,1.76086348
-5.32766383,5.94589901,0.09748093,0.25802322,1.36602037,1.03865356,1.08622875,1.46727341,0.08663437,1.77846662
-5.32166083,5.95361644,0.10028330,0.25191565,1.37794849,1.05566539,1.08162992,1.45845994,0.08534954,1.79105126
-5.31565783,5.94367576,0.10273843,0.24514473,1.38717644,1.06993541,1.07365354,1.44485050,0.08359526,1.79855185
-5.30965483,5.91658783,0.10481341,0.23779966,1.39355940,1.08147666,1.06228665,1.42670810,0.08140979,1.80096965
-5.30365183,5.87307588,0.10648234,0.22997909,1.39696835,1.09032461,1.04758227,1.40435876,0.07883911,1.79836414
-5.29764882,5.81402953,0.10772633,0.22178755,1.39728923,1.09652936,1.02965412,1.37817632,0.07593525,1.79084342
-5.29164582,5.74045700,0.10853341,0.21333181,1.39442238,1.10014814,1.00866979,1.34856665,0.07275442,1.77855418
-5.28564282,5.65343839,0.10889824,0.20471712,1.38828251,1.10123862,0.98484270,1.31595206,0.06935515,1.76167206
-5.27963982,5.55408280,0.10882175,0.19604382,1.37879935,1.09985351,0.95842338,1.28075687,0.06579646,1.74039271
-5.27363682,5.44349129,0.10831060,0.18740426,1.36591902,1.09603688,0.92969046,1.24339451,0.06213622,1.71492435
-5.26763382,5.32272800,0.10737670,0.17888030,1.34960609,1.08982255,0.89894181,1.20425707,0.05842959,1.68548207
-5.26163082,5.19280035,0.10603655,0.17054155,1.32984635,1.08123465,0.86648629,1.16370742,0.05472787,1.65228427
-5.25562781,5.05464930,0.10431068,0.16244427,1.30665005,1.07029043,0.83263635,1.12207428,0.05107748,1.61555120
-5.24962481,4.90914935,0.10222303,0.15463112,1.28005558,1.05700528,0.79770180,1.07965014,0.04751936,1.57550577
-5.24362181,4.75711796,0.09980042,0.14713167,1.25013322,1.04139959,0.76198479,1.03669203,0.04408862,1.53237616
-5.23761881,4.59933275,0.09707203,0.13996351,1.21698876,1.02350718,0.72577618,0.99342466,0.04081452,1.48640024
-5.23161581,4.43655503,0.09406899,0.13313408,1.18076664,1.00338466,0.68935318,0.95004566,0.03772070,1.43783098
-5.22561281,4.26955740,0.09082397,0.12664284,1.14165250,0.98112138,0.65297823,0.90673216,0.03482561,1.38694262
-5.21960980,4.09915307,0.08737091,0.12048380,1.09987463,0.95684909,0.61689887,0.86364834,0.03214321,1.33403684
-5.21360680,3.92622455,0.08374477,0.11464811,1.05570424,0.93075088,0.58134837,0.82095312,0.02968373,1.27944847
-5.20760380,3.75174947,0.07998128,0.10912670,1.00945447,0.90306872,0.54654700,0.77880756,0.02745446,1.22355015
-5.20160080,3.57682127,0.07611677,0.10391265,0.96147778,0.87410905,0.51270348,0.73738134,0.02546069,1.16675539
-5.19559780,3.40266329,0.07218800,0.09900326,0.91216196,0.84424607,0.48001651,0.69685784,0.02370653,1.10951987
-5.18959480,3.23063470,0.06823192,0.09440166,0.86192464,0.81392225,0.44867605,0.65743759,0.02219565,1.05234037
-5.18359180,3.06222767,0.06428543,0.09011794,0.81120651,0.78364594,0.41886417,0.61933975,0.02093193,0.99575161
-5.17758879,2.89905530,0.06038514,0.08616960,0.76046344,0.75398607,0.39075533,0.58280158,0.01992003,0.94032052
-5.17158579,2.74283072,0.05656697,0.08258151,0.71015765,0.72556383,0.36451594,0.54807592,0.01916571,0.88663853
-5.16558279,2.59533775,0.05286579,0.07938524,0.66074839,0.69904176,0.34030325,0.51542678,0.01867604,0.83531168
-5.15957979,2.45839446,0.04931495,0.07661785,0.61268235,0.67511038,0.31826337,0.48512329,0.01845949,0.78694923
-5.15357679,2.33381093,0.04594579,0.07432020,0.56638408,0.65447282,0.29852877,0.45743237,0.01852573,0.74215093
-5.14757379,2.22334283,0.04278709,0.07253491,0.52224695,0.63782814,0.28121507,0.43261037,0.01888546,0.70149352
-5.14157079,2.12864283,0.03986454,0.07130402,0.48062464,0.62585363,0.26641750,0.41089420,0.01955001,0.66551699
-5.13556778,2.05121172,0.03720019,0.07066649,0.44182380,0.61918694,0.25420710,0.39249233,0.02053088,0.63471105
-5.12956478,1.99235114,0.03481193,0.07065565,0.40609779,0.61840858,0.24462684,0.37757605,0.02183923,0.60950226
-5.12356178,1.95311995,0.03271306,0.07129674,0.37364186,0.62402542,0.23768800,0.36627141,0.02348531,0.59024250
-5.11755878,1.93429594,0.03091185,0.07260463,0.34458982,0.63645586,0.23336695,0.35865230,0.02547789,0.57719890
-5.11155578,1.93634445,0.02941136,0.07458185,0.31901230,0.65601717,0.23160250,0.35473475,0.02782375,0.57054593
-5.10555278,1.95939534,0.02820915,0.07721697,0.29691665,0.68291561,0.23229417,0.35447302,0.03052713,0.57035970
-5.09954977,2.00322927,0.02729734,0.08048353,0.27824831,0.71723960,0.23530145,0.35775745,0.03358934,0.57661480
-5.09354677,2.06727411,0.02666268,0.08433945,0.26289379,0.75895642,0.24044417,0.36441434,0.03700842,0.58918391
-5.08754377,2.15061176,0.02628679,0.08872701,0.25068495,0.80791244,0.24750415,0.37420775,0.04077883,0.60784003
-5.08154077,2.25199550,0.02614658,0.09357345,0.24140454,0.86383722,0.25622818,0.38684351,0.04489132,0.63226147
-5.07553777,2.36987734,0.02621475,0.09879218,0.23479288,0.92635097,0.26633217,0.40197494,0.04933285,0.66203940
-5.06953477,2.50244467,0.02646051,0.10428450,0.23055530,0.99497561,0.27750665,0.41921048,0.05408658,0.69668770
-5.06353177,2.64766491,0.02685028,0.10994190,0.22837035,1.06914855,0.28942322,0.43812276,0.05913194,0.73565483
-5.05752876,2.80333672,0.02734862,0.11564870,0.22789847,1.14823903,0.30174202,0.45825889,0.06444475,0.77833727
-5.05152576,2.96714585,0.02791909,0.12128516,0.22879081,1.23156612,0.31411975,0.47915157,0.06999736,0.82409418
-5.04552276,3.13672353,0.02852529,0.12673073,0.23069811,1.31841769,0.32621817,0.50033071,0.07575880,0.87226256
-5.03951976,3.30970538,0.02913178,0.13186741,0.23327936,1.40806960,0.33771262,0.52133504,0.08169493,0.92217253
-5.03351676,3.48378834,0.02970502,0.13658317,0.23620989,1.49980423,0.34830036,0.54172329,0.08776856,0.97316217
-5.02751376,3.65678377,0.03021430,0.14077510,0.23918892,1.59292757,0.35770830,0.56108467,0.09393954,1.02459130
-5.02151076,3.82666459,0.03063251,0.14435239,0.24194612,1.68678428,0.36569993,0.57904804,0.10016485,1.07585389
-5.01550775,3.99160512,0.03093684,0.14723889,0.24424715,1.78077016,0.37208115,0.59528971,0.10639863,1.12638860
-5.00950475,4.15001230,0.03110934,0.14937513,0.24589805,1.87434161,0.37670475,0.60953942,0.11259231,1.17568732
-5.00350175,4.30054781,0.03113733,0.15071987,0.24674830,1.96702216,0.37947345,0.62158454,0.11869463,1.22330150
-4.99749875,4.44214093,0.03101366,0.15125103,0.24669257,2.05840595,0.38034138,0.63127223,0.12465185,1.26884634
-4.99149575,4.57399274,0.03073678,0.15096596,0.24567108,2.14815864,0.37931411,0.63850980,0.13040802,1.31200289
-4.98549275,4.69557250,0.03031070,0.14988120,0.24366880,2.23601618,0.37644708,0.64326328,0.13590535,1.35251849
-4.97948974,4.80660771,0.02974479,0.14803160,0.24071332,2.32178216,0.37184284,0.64555448,0.14108480,1.39020579
-4.97348674,4.90706955,0.02905339,0.14546903,0.23687178,2.40532443,0.36564716,0.64545678,0.14588679,1.42494069
-4.96748374,4.99715545,0.02825546,0.14226060,0.23224692,2.48657181,0.35804418,0.64309007,0.15025222,1.45665997
-4.96148074,5.07727078,0.02737401,0.13848668,0.22697254,2.56551151,0.34925113,0.63861503,0.15412356,1.48535867
-4.95547774,5.14801119,0.02643558,0.13423862,0.22120843,2.64218798,0.33951255,0.63222737,0.15744622,1.51108783
-4.94947474,5.21014701,0.02546963,0.12961639,0.21513533,2.71670331,0.32909465,0.62415199,0.16017002,1.53395279
-4.94347174,5.26461052,0.02450800,0.12472630,0.20894973,2.78921952,0.31827966,0.61463766,0.16225079,1.55411225
-4.93746873,5.31248650,0.02358432,0.11967867,0.20285908,2.85996237,0.30736074,0.60395215,0.16365193,1.57177796
-4.93146573,5.35500574,0.02273355,0.11458576,0.19707732,2.92922633,0.29663717,0.59237821,0.16434605,1.58721506
-4.92546273,5.39354074,0.02199148,0.10955974,0.19182092,2.99737997,0.28641031,0.58021002,0.16431638,1.60074263
-4.91945973,5.42960226,0.02139429,0.10471106,0.18730559,3.06487065,0.27697993,0.56775052,0.16355803,1.61273407
-4.91345673,5.46483501,0.02097824,0.10014680,0.18374346,3.13222763,0.26864113,0.55530910,0.16207892,1.62361683
-4.90745373,5.50101060,0.02077923,0.09596942,0.18134094,3.20006233,0.26168155,0.54319965,0.15990040,1.63387087
-4.90145073,5.54001561,0.02083251,0.09227552,0.18029690,3.26906455,0.25637883,0.53173872,0.15705746,1.64402530
-4.89544772,5.58383312,0.02117228,0.08915474,0.18080128,3.33999399,0.25299804,0.52124339,0.15359838,1.65465270
-4.88944472,5.63451599,0.02183130,0.08668879,0.18303388,3.41366597,0.25178895,0.51202886,0.14958409,1.66636079
-4.88344172,5.69415105,0.02284036,0.08495045,0.18716306,3.49093146,0.25298293,0.50440521,0.14508686,1.67978112
-4.87743872,5.76481370,0.02422779,0.08400258,0.19334446,3.57265116,0.25678937,0.49867347,0.14018873,1.69555474
-4.87143572,5.84851331,0.02601877,0.08389705,0.20171930,3.65966427,0.26339155,0.49512069,0.13497940,1.71431516
-4.86543272,5.94713058,0.02823454,0.08467372,0.21241235,3.75275290,0.27294190,0.49401409,0.12955390,1.73666878
-4.85942971,6.06234884,0.03089161,0.08635932,0.22552946,3.85260347,0.28555672,0.49559432,0.12400996,1.76317356
-4.85342671,6.19558167,0.03400077,0.08896636,0.24115462,3.95976682,0.30131054,0.50006812,0.11844526,1.79431662
-4.84742371,6.34790018,0.03756618,0.09249205,0.25934657,4.07461887,0.32023029,0.50760041,0.11295466,1.83049179
-4.84142071,6.51996340,0.04158435,0.09691744,0.28013520,4.19732412,0.34228956,0.51830645,0.10762747,1.87197806
-4.83541771,6.71195549,0.04604324,0.10220658,0.30351769,4.32780389,0.36740336,0.53224420,0.10254487,1.91892010
-4.82941471,6.92353357,0.05092147,0.10830614,0.32945487,4.46571144,0.39542367,0.54940749,0.09777770,1.97131180
-4.82341171,7.15378938,0.05618762,0.11514522,0.35786781,4.61041549,0.42613623,0.56972035,0.09338450,2.02898403
-4.81740870,7.40122804,0.06179989,0.12263568,0.38863506,4.76099378,0.45925892,0.59303303,0.08941003,2.09159715
-4.81140570,7.66376594,0.06770597,0.13067292,0.42159076,4.91623728,0.49444205,0.61911999,0.08588426,2.15863926
-4.80540270,7.93874939,0.07384326,0.13913720,0.45652388,5.07466575,0.53127092,0.64768030,0.08282192,2.22943029
-4.79939970,8.22299462,0.08013950,0.14789549,0.49317890,5.23455428,0.56927070,0.67834054,0.08022247,2.30313243
-4.79339670,8.51284849,0.08651378,0.15680386,0.53125790,5.39397017,0.60791377,0.71066050,0.07807075,2.37876640
-4.78739370,8.80426876,0.09287800,0.16571041,0.57042447,5.55081908,0.64662952,0.74414144,0.07633801,2.45523356
-4.78139070,9.09292134,0.09913860,0.17445857,0.61030909,5.70289860,0.68481627,0.77823694,0.07498345,2.53134288
-4.77538769,9.37429125,0.10519878,0.18289077,0.65051626,5.84795732,0.72185523,0.81236601,0.07395613,2.60584202
-4.76938469,9.64380357,0.11096082,0.19085238,0.69063296,5.98375710,0.75712579,0.84592794,0.07319725,2.67745152
-4.76338169,9.89694953,0.11632876,0.19819562,0.73023828,6.10813601,0.79002188,0.87831850,0.07264257,2.74490058
-4.75737869,10.12941329,0.12121103,0.20478352,0.76891385,6.21906957,0.81996857,0.90894683,0.07222507,2.80696341
-4.75137569,10.33719422,0.12552310,0.21049363,0.80625468,6.31472778,0.84643842,0.93725230,0.07187759,2.86249458
-4.74537269,10.51672001,0.12919005,0.21522137,0.84187995,6.39352576,0.86896684,0.96272069,0.07153542,2.91046207
-4.73936968,10.66494621,0.13214880,0.21888285,0.87544316,6.45416614,0.88716575,0.98489904,0.07113874,2.94997689
-4.73336668,10.77943844,0.13435003,0.22141721,0.90664142,6.49567164,0.90073520,1.00340841,0.07063487,2.98031799
-4.72736368,10.85843397,0.13575968,0.22278811,0.93522311,6.51740676,0.90947213,1.01795419,0.06998012,3.00095177
-4.72136068,10.90088097,0.13635989,0.22298460,0.96099391,6.51908798,0.91327629,1.02833333,0.06914139,3.01154543
-4.71535768,10.90645386,0.13614937,0.22202121,0.98382055,6.50078247,0.91215272,1.03443838,0.06809723,3.01197380
-4.70935468,10.87554516,0.13514331,0.21993720,1.00363248,6.46289566,0.90621112,1.03625811,0.06683860,3.00231966
-4.70335168,10.80923464,0.13337256,0.21679525,1.02042114,6.40614864,0.89566183,1.03387477,0.06536911,2.98286755
-4.69734867,10.70923795,0.13088238,0.21267940,1.03423707,6.33154675,0.88080900,1.02745827,0.06370480,2.95409188
-4.69134567,10.57783765,0.12773074,0.20769256,1.04518511,6.24034095,0.86204108,1.01725750,0.06187367,2.91663968
-4.68534267,10.41780035,0.12398617,0.20195362,1.05341785,6.13398408,0.83981928,1.00358942,0.05991464,2.87130922
-4.67933967,10.23228413,0.11972541,0.19559424,1.05912796,6.01408403,0.81466445,0.98682642,0.05787641,2.81902541
-4.67333667,10.02474059,0.11503080,0.18875557,1.06253973,5.88235602,0.78714307,0.96738264,0.05581587,2.76081314
-4.66733367,9.79881610,0.10998772,0.18158498,1.06390046,5.74057601,0.75785294,0.94569987,0.05379652,2.69776975
-4.66133067,9.55825627,0.10468202,0.17423291,1.06347195,5.59053718,0.72740903,0.92223374,0.05188658,2.63103769
-4.65532766,9.30681740,0.09919764,0.16684993,1.06152287,5.43401114,0.69643024,0.89744079,0.05015713,2.56177842
-4.64932466,9.04818773,0.09361448,0.15958411,1.05832205,5.27271489,0.66552718,0.87176678,0.04868021,2.49114823
-4.64332166,8.78592083,0.08800662,0.15257878,1.05413308,5.10828451,0.63529157,0.84563687,0.04752695,2.42027676
