energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.71185593,3.28710310,0.31273844,0.00118074,1.01341773,0.03919880,1.12903389,1.42338468,0.77214693
-5.70585293,3.27502078,0.31830963,0.00129419,0.98523420,0.04005634,1.15289761,1.43737147,0.75124156
-5.69984992,3.25577991,0.32396842,0.00141677,0.95438888,0.04072374,1.17493946,1.44747276,0.72870414
-5.69384692,3.22923867,0.32955595,0.00154933,0.92123015,0.04117832,1.19465659,1.45341571,0.70479089
-5.68784392,3.19535505,0.33491597,0.00169274,0.88612133,0.04140198,1.21159627,1.45499138,0.67976447
-5.68184092,3.15419767,0.33990020,0.00184783,0.84943336,0.04138187,1.22537205,1.45206471,0.65388873
-5.67583792,3.10595231,0.34437299,0.00201540,0.81153790,0.04111087,1.23567665,1.44458165,0.62742370
-5.66983492,3.05092366,0.34821509,0.00219609,0.77280084,0.04058782,1.24229099,1.43257313,0.60062099
-5.66383192,2.98953208,0.35132630,0.00239040,0.73357632,0.03981761,1.24508927,1.41615547,0.57371954
-5.65782891,2.92230544,0.35362723,0.00259855,0.69420149,0.03881094,1.24403980,1.39552732,0.54694208
-5.65182591,2.84986643,0.35505984,0.00282048,0.65499196,0.03758397,1.23920183,1.37096300,0.52049212
-5.64582291,2.77291602,0.35558730,0.00305580,0.61623799,0.03615772,1.23071886,1.34280301,0.49455169
-5.63981991,2.69221403,0.35519285,0.00330367,0.57820154,0.03455734,1.21880896,1.31144177,0.46927972
-5.63381691,2.60855788,0.35387824,0.00356285,0.54111410,0.03281129,1.20375283,1.27731374,0.44481125
-5.62781391,2.52276074,0.35166167,0.00383161,0.50517538,0.03095036,1.18588047,1.24087832,0.42125723
-5.62181091,2.43563034,0.34857559,0.00410779,0.47055275,0.02900682,1.16555724,1.20260461,0.39870515
-5.61580790,2.34794955,0.34466447,0.00438876,0.43738154,0.02701342,1.14317023,1.16295685,0.37722020
-5.60980490,2.26045978,0.33998278,0.00467148,0.40576602,0.02500253,1.11911557,1.12238110,0.35684700
-5.60380190,2.17384790,0.33459319,0.00495258,0.37578120,0.02300541,1.09378730,1.08129406,0.33761193
-5.59779890,2.08873727,0.32856529,0.00522842,0.34747510,0.02105145,1.06756829,1.04007435,0.31952566
-5.59179590,2.00568305,0.32197465,0.00549519,0.32087173,0.01916773,1.04082339,0.99905667,0.30258613
-5.58579290,1.92517171,0.31490242,0.00574905,0.29597445,0.01737858,1.01389489,0.95852882,0.28678152
-5.57978989,1.84762436,0.30743527,0.00598622,0.27276965,0.01570533,0.98710016,0.91873165,0.27209335
-5.57378689,1.77340328,0.29966574,0.00620319,0.25123070,0.01416623,0.96073126,0.87986165,0.25849941
-5.56778389,1.70282084,0.29169278,0.00639679,0.23132195,0.01277644,0.93505604,0.84207562,0.24597647
-5.56178089,1.63614988,0.28362242,0.00656435,0.21300267,0.01154815,0.91032032,0.80549717,0.23450269
-5.55577789,1.57363459,0.27556843,0.00670385,0.19623079,0.01049078,0.88675067,0.77022428,0.22405955
-5.54977489,1.51550089,0.26765278,0.00681401,0.18096641,0.00961121,0.86455714,0.73633738,0.21463339
-5.54377189,1.46196554,0.26000577,0.00689438,0.16717477,0.00891407,0.84393575,0.70390737,0.20621627
-5.53776888,1.41324319,0.25276583,0.00694540,0.15482880,0.00840202,0.82507008,0.67300305,0.19880648
-5.53176588,1.36955088,0.24607869,0.00696843,0.14391106,0.00807601,0.80813196,0.64369754,0.19240833
-5.52576288,1.33110975,0.24009600,0.00696578,0.13441508,0.00793547,0.79328088,0.61607339,0.18703161
-5.51975988,1.29814381,0.23497333,0.00694062,0.12634603,0.00797853,0.78066229,0.59022610,0.18269051
-5.51375688,1.27087594,0.23086747,0.00689693,0.11972077,0.00820213,0.77040480,0.56626609,0.17940223
-5.50775388,1.24952150,0.22793323,0.00683943,0.11456734,0.00860205,0.76261645,0.54431906,0.17718538
-5.50175088,1.23428002,0.22631957,0.00677339,0.11092382,0.00917295,0.75738047,0.52452489,0.17605813
-5.49574787,1.22532559,0.22616538,0.00670453,0.10883675,0.00990827,0.75475067,0.50703535,0.17603640
-5.48974487,1.22279664,0.22759496,0.00663878,0.10835911,0.01080023,0.75474714,0.49201079,0.17713208
-5.48374187,1.22678583,0.23071335,0.00658215,0.10954801,0.01183965,0.75735229,0.47961613,0.17935131
-5.47773887,1.23733077,0.23560169,0.00654049,0.11246210,0.01301587,0.76250787,0.47001646,0.18269317
-5.47173587,1.25440617,0.24231286,0.00651930,0.11715890,0.01431666,0.77011316,0.46337253,0.18714848
-5.46573287,1.27791793,0.25086758,0.00652354,0.12369209,0.01572813,0.78002456,0.45983620,0.19269907
-5.45972986,1.30769970,0.26125116,0.00655744,0.13210888,0.01723472,0.79205673,0.45954635,0.19931737
-5.45372686,1.34351209,0.27341112,0.00662436,0.14244754,0.01881924,0.80598544,0.46262509,0.20696645
-5.44772386,1.38504467,0.28725580,0.00672663,0.15473520,0.02046296,0.82155199,0.46917453,0.21560042
-5.44172086,1.43192081,0.30265411,0.00686546,0.16898602,0.02214577,0.83846912,0.47927407,0.22516518
-5.43571786,1.48370513,0.31943663,0.00704088,0.18519968,0.02384649,0.85642827,0.49297829,0.23559959
-5.42971486,1.53991334,0.33739785,0.00725166,0.20336044,0.02554312,0.87510783,0.51031532,0.24683685
-5.42371186,1.60002395,0.35629976,0.00749537,0.22343652,0.02721326,0.89418212,0.53128570,0.25880611
-5.41770885,1.66349136,0.37587665,0.00776840,0.24538010,0.02883453,0.91333066,0.55586162,0.27143426
-5.41170585,1.72975984,0.39584093,0.00806605,0.26912758,0.03038501,0.93224747,0.58398639,0.28464771
-5.40570285,1.79827748,0.41588989,0.00838265,0.29460034,0.03184378,0.95064989,0.61557426,0.29837415
-5.39969985,1.86850967,0.43571303,0.00871171,0.32170571,0.03319130,0.96828650,0.65051024,0.31254420
-5.39369685,1.93995124,0.45499986,0.00904614,0.35033815,0.03440992,0.98494401,0.68865006,0.32709271
-5.38769385,2.01213667,0.47344771,0.00937841,0.38038040,0.03548421,1.00045247,0.72982010,0.34195982
-5.38169085,2.08464774,0.49076934,0.00970083,0.41170463,0.03640136,1.01468888,0.77381728,0.35709152
-5.37568784,2.15711811,0.50670001,0.01000578,0.44417333,0.03715136,1.02757879,0.82040889,0.37243974
-5.36968484,2.22923453,0.52100381,0.01028593,0.47763981,0.03772720,1.03909585,0.86933237,0.38796185
-5.36368184,2.30073441,0.53347879,0.01053452,0.51194841,0.03812495,1.04925931,0.92029500,0.40361963
-5.35767884,2.37139985,0.54396105,0.01074554,0.54693412,0.03834370,1.05812952,0.97297371,0.41937769
-5.35167584,2.44104818,0.55232728,0.01091395,0.58242181,0.03838550,1.06580156,1.02701491,0.43520132
-5.34567284,2.50951968,0.55849599,0.01103586,0.61822503,0.03825510,1.07239736,1.08203459,0.45105400
-5.33966983,2.57666296,0.56242730,0.01110865,0.65414461,0.03795981,1.07805642,1.13761886,0.46689460
-5.33366683,2.64231887,0.56412133,0.01113103,0.68996702,0.03750907,1.08292582,1.19332495,0.48267446
-5.32766383,2.70630408,0.56361548,0.01110311,0.72546303,0.03691422,1.08714982,1.24868309,0.49833453
-5.32166083,2.76839529,0.56098069,0.01102634,0.76038665,0.03618808,1.09085946,1.30319933,0.51380285
-5.31565783,2.82831541,0.55631693,0.01090350,0.79447477,0.03534463,1.09416300,1.35635953,0.52899246
-5.30965483,2.88572272,0.54974819,0.01073852,0.82744779,0.03439866,1.09713734,1.40763471,0.54380015
-5.30365183,2.94020426,0.54141730,0.01053636,0.85901142,0.03336546,1.09982122,1.45648792,0.55810604
-5.29764882,2.99127410,0.53148069,0.01030277,0.88885988,0.03226053,1.10221032,1.50238256,0.57177424
-5.29164582,3.03837741,0.52010352,0.01004412,0.91668063,0.03109934,1.10425489,1.54479229,0.58465474
-5.28564282,3.08090034,0.50745519,0.00976708,0.94216061,0.02989713,1.10585987,1.58321226,0.59658645
-5.27963982,3.11818595,0.49370548,0.00947843,0.96499394,0.02866872,1.10688768,1.61717147,0.60740144
-5.27363682,3.14955551,0.47902148,0.00918474,0.98489089,0.02742843,1.10716361,1.64624589,0.61693021
-5.26763382,3.17433460,0.46356509,0.00889220,1.00158770,0.02618989,1.10648367,1.67007188,0.62500783
-5.26163082,3.19188266,0.44749147,0.00860634,1.01485698,0.02496603,1.10462437,1.68835929,0.63148070
-5.25562781,3.20162453,0.43094794,0.00833189,1.02451805,0.02376894,1.10135413,1.70090367,0.63621348
-5.24962481,3.20308247,0.41407365,0.00807264,1.03044675,0.02260983,1.09644572,1.70759695,0.63909606
-5.24362181,3.19590659,0.39699953,0.00783133,1.03258406,0.02149894,1.08968895,1.70843582,0.64004987
-5.23761881,3.17990210,0.37984867,0.00760961,1.03094311,0.02044544,1.08090317,1.70352738,0.63903347
-5.23161581,3.15505161,0.36273684,0.00740808,1.02561387,0.01945737,1.06994867,1.69309152,0.63604686
-5.22561281,3.12153091,0.34577298,0.00722629,1.01676535,0.01854152,1.05673661,1.67745959,0.63113421
-5.21960980,3.07971734,0.32905976,0.00706292,1.00464480,0.01770335,1.04123669,1.65706936,0.62438497
-5.21360680,3.03018975,0.31269384,0.00691583,0.98957397,0.01694686,1.02348248,1.63245627,0.61593298
-5.20760380,2.97372014,0.29676606,0.00678233,0.97194235,0.01627454,1.00357386,1.60424110,0.60595380
-5.20160080,2.91125696,0.28136137,0.00665926,0.95219766,0.01568725,0.98167670,1.57311482,0.59466014
-5.19559780,2.84390101,0.26655851,0.00654328,0.93083394,0.01518425,0.95801971,1.53982092,0.58229573
-5.18959480,2.77287518,0.25242967,0.00643104,0.90837777,0.01476311,0.93288884,1.50513641,0.56912782
-5.18359180,2.69948943,0.23903996,0.00631936,0.88537323,0.01441979,0.90661950,1.46985209,0.55543879
-5.17758879,2.62510308,0.22644687,0.00620540,0.86236639,0.01414871,0.87958719,1.43475323,0.54151715
-5.17158579,2.55108627,0.21469993,0.00608683,0.83988993,0.01394287,0.85219699,1.40060166,0.52764849
-5.16558279,2.47878262,0.20384036,0.00596194,0.81844882,0.01379401,0.82487272,1.36811990,0.51410686
-5.15957979,2.40947513,0.19390103,0.00582972,0.79850754,0.01369288,0.79804618,1.33797826,0.50114689
-5.15357679,2.34435673,0.18490674,0.00568988,0.78047955,0.01362943,0.77214710,1.31078541,0.48899717
-5.14757379,2.28450701,0.17687463,0.00554289,0.76471941,0.01359317,0.74759438,1.28708254,0.47785507
-5.14157079,2.23087595,0.16981507,0.00538994,0.75151782,0.01357347,0.72478876,1.26734134,0.46788329
-5.13556778,2.18427499,0.16373269,0.00523288,0.74109969,0.01355985,0.70410741,1.25196543,0.45920824
-5.12956478,2.14537547,0.15862762,0.00507411,0.73362515,0.01354235,0.68590029,1.24129485,0.45192012
-5.12356178,2.11471374,0.15449701,0.00491651,0.72919325,0.01351181,0.67048838,1.23561282,0.44607477
-5.11755878,2.09270211,0.15133644,0.00476328,0.72784795,0.01346016,0.65816348,1.23515403,0.44169694
-5.11155578,2.07964412,0.14914144,0.00461782,0.72958585,0.01338064,0.64918937,1.24011344,0.43878471
-5.10555278,2.07575265,0.14790877,0.00448362,0.73436498,0.01326800,0.64380377,1.25065461,0.43731475
-5.09954977,2.08116911,0.14763761,0.00436409,0.74211410,0.01311863,0.64222086,1.26691666,0.43724796
-5.09354677,2.09598182,0.14833036,0.00426245,0.75274160,0.01293059,0.64463370,1.28901901,0.43853517
-5.08754377,2.12024220,0.14999314,0.00418162,0.76614363,0.01270366,0.65121612,1.31706325,0.44112238
-5.08154077,2.15397694,0.15263586,0.00412416,0.78221067,0.01243923,0.66212383,1.35113176,0.44495534
-5.07553777,2.19719541,0.15627190,0.00409213,0.80083217,0.01214021,0.67749411,1.39128294,0.44998311
-5.06953477,2.24989127,0.16091731,0.00408712,0.82189897,0.01181084,0.69744425,1.43754306,0.45616030
-5.06353177,2.31203811,0.16658969,0.00411013,0.84530343,0.01145650,0.72206825,1.48989539,0.46344806
-5.05752876,2.38357926,0.17330661,0.00416162,0.87093710,0.01108343,0.75143205,1.54826702,0.47181364
-5.05152576,2.46441225,0.18108377,0.00424148,0.89868643,0.01069852,0.78556738,1.61251454,0.48122858
-5.04552276,2.55436911,0.18993292,0.00434905,0.92842665,0.01030897,0.82446448,1.68240935,0.49166579
-5.03951976,2.65319372,0.19985957,0.00448316,0.96001451,0.00992209,0.86806408,1.75762407,0.50309573
-5.03351676,2.76051787,0.21086066,0.00464217,0.99328033,0.00954501,0.91624914,1.83772100,0.51548183
-5.02751376,2.87583785,0.22292218,0.00482403,1.02802026,0.00918447,0.96883684,1.92214384,0.52877577
-5.02151076,2.99849343,0.23601699,0.00502630,1.06398919,0.00884660,1.02557138,2.01021369,0.54291270
-5.01550775,3.12765095,0.25010269,0.00524626,1.10089524,0.00853678,1.08611821,2.10113005,0.55780697
-5.00950475,3.26229220,0.26511983,0.00548093,1.13839626,0.00825949,1.15006009,2.19397743,0.57334860
-5.00350175,3.40121052,0.28099045,0.00572713,1.17609889,0.00801825,1.21689555,2.28773770,0.58940083
-4.99749875,3.54301493,0.29761705,0.00598159,1.21356059,0.00781553,1.28604007,2.38130813,0.60579899
-4.99149575,3.68614309,0.31488200,0.00624092,1.25029472,0.00765278,1.35683024,2.47352479,0.62235084
-4.98549275,3.82888312,0.33264753,0.00650174,1.28577872,0.00753041,1.42853108,2.56319039,0.63883849
-4.97948974,3.96940388,0.35075632,0.00676069,1.31946520,0.00744785,1.50034639,2.64910574,0.65502180
-4.97348674,4.10579301,0.36903264,0.00701447,1.35079551,0.00740362,1.57143219,2.73010351,0.67064332
-4.96748374,4.23610140,0.38728425,0.00725989,1.37921525,0.00739540,1.64091269,2.80508292,0.68543446
-4.96148074,4.35839246,0.40530487,0.00749393,1.40419116,0.00742014,1.70789864,2.87304389,0.69912267
-4.95547774,4.47079435,0.42287736,0.00771370,1.42522838,0.00747417,1.77150726,2.93311913,0.71143935
-4.94947474,4.57155285,0.43977740,0.00791658,1.44188748,0.00755330,1.83088329,2.98460285,0.72212810
-4.94347174,4.65908298,0.45577785,0.00810013,1.45380032,0.00765295,1.88522028,3.02697460,0.73095294
-4.93746873,4.73201672,0.47065342,0.00826222,1.46068394,0.00776826,1.93378146,3.05991726,0.73770615
-4.93146573,4.78924511,0.48418576,0.00840098,1.46235181,0.00789423,1.97591926,3.08332830,0.74221529
-4.92546273,4.82995257,0.49616865,0.00851486,1.45872190,0.00802577,2.01109286,3.09732364,0.74434919
-4.91945973,4.85364205,0.50641328,0.00860263,1.44982101,0.00815791,2.03888279,3.10223384,0.74402247
-4.91345673,4.86014965,0.51475323,0.00866341,1.43578527,0.00828580,2.05900223,3.09859276,0.74119855
-4.90745373,4.84964811,0.52104918,0.00869666,1.41685669,0.00840489,2.07130419,3.08711876,0.73589085
-4.90145073,4.82263878,0.52519295,0.00870220,1.39337583,0.00851096,2.07578438,3.06868941,0.72816228
-4.89544772,4.77993239,0.52711082,0.00868018,1.36577106,0.00860024,2.07257948,3.04431028,0.71812288
-4.88944472,4.72261933,0.52676588,0.00863110,1.33454470,0.00866945,2.06196080,3.01507920,0.70592586
-4.88344172,4.65203063,0.52415930,0.00855577,1.30025679,0.00871587,2.04432354,2.98214722,0.69176214
-4.87743872,4.56969121,0.51933053,0.00845531,1.26350713,0.00873735,2.02017203,2.94667773,0.67585366
-4.87143572,4.47726742,0.51235616,0.00833106,1.22491638,0.00873237,1.99010153,2.90980538,0.65844573
-4.86543272,4.37651106,0.50334773,0.00818460,1.18510702,0.00870002,1.95477729,2.87259636,0.63979884
-4.85942971,4.26920218,0.49244841,0.00801768,1.14468491,0.00863999,1.91491191,2.83601158,0.62018021
-4.85342671,4.15709311,0.47982867,0.00783215,1.10422220,0.00855255,1.87124178,2.80087428,0.59985544
-4.84742371,4.04185605,0.46568127,0.00762995,1.06424225,0.00843848,1.82450380,2.76784329,0.57908067
-4.84142071,3.92503632,0.45021555,0.00741303,1.02520703,0.00829904,1.77541329,2.73739316,0.55809554
-4.83541771,3.80801314,0.43365156,0.00718334,0.98750744,0.00813591,1.72464417,2.70980178,0.53711722
-4.82941471,3.69196940,0.41621402,0.00694277,0.95145674,0.00795106,1.67281217,2.68514621,0.51633569
-4.82341171,3.57787151,0.39812658,0.00669309,0.91728725,0.00774676,1.62046178,2.66330669,0.49591054
-4.81740870,3.46645969,0.37960640,0.00643601,0.88515023,0.00752540,1.56805744,2.64397871,0.47596919
-4.81140570,3.35824893,0.36085952,0.00617310,0.85511872,0.00728953,1.51597929,2.62669266,0.45660673
-4.80540270,3.25353988,0.34207698,0.00590581,0.82719309,0.00704171,1.46452340,2.61083997,0.43788708
-4.79939970,3.15243888,0.32343177,0.00563549,0.80130885,0.00678450,1.41390631,2.59570470,0.41984560
-4.79339670,3.05488567,0.30507697,0.00536336,0.77734622,0.00652039,1.36427354,2.58049909,0.40249269
-4.78739370,2.96068703,0.28714466,0.00509062,0.75514097,0.00625183,1.31571120,2.56440145,0.38581831
-4.78139070,2.86955439,0.26974588,0.00481836,0.73449595,0.00598113,1.26826018,2.54659465,0.36979708
-4.77538769,2.78114345,0.25297141,0.00454767,0.71519275,0.00571055,1.22193182,2.52630360,0.35439371
-4.76938469,2.69509359,0.23689322,0.00427963,0.69700307,0.00544223,1.17672422,2.50282998,0.33956835
-4.76338169,2.61106522,0.22156644,0.00401534,0.67969924,0.00517826,1.13263816,2.47558275,0.32528178
-4.75737869,2.52877313,0.20703177,0.00375591,0.66306364,0.00492069,1.08969182,2.44410339,0.31150000
-4.75137569,2.44801460,0.19331801,0.00350249,0.64689662,0.00467151,1.04793340,2.40808463,0.29819815
-4.74537269,2.36869087,0.18044464,0.00325628,0.63102287,0.00443275,1.00745102,2.36738237,0.28536350
-4.73936968,2.29082140,0.16842422,0.00301849,0.61529603,0.00420642,0.96837948,2.32202039,0.27299747
-4.73336668,2.21455042,0.15726464,0.00279035,0.59960158,0.00399457,0.93090343,2.27218792,0.26111661
-4.72736368,2.14014591,0.14697090,0.00257310,0.58385813,0.00379926,0.89525688,2.21823062,0.24975254
-4.72136068,2.06799140,0.13754653,0.00236793,0.56801720,0.00362256,0.86171922,2.16063561,0.23895090
-4.71535768,1.99857120,0.12899457,0.00217599,0.55206172,0.00346655,0.83060782,2.10001154,0.22876938
-4.70935468,1.93245015,0.12131808,0.00199832,0.53600346,0.00333324,0.80226772,2.03706474,0.21927508
-4.70335168,1.87024907,0.11452023,0.00183589,0.51987968,0.00322456,0.77705895,1.97257286,0.21054120
-4.69734867,1.81261715,0.10860404,0.00168950,0.50374922,0.00314230,0.75534208,1.90735701,0.20264334
-4.69134567,1.76020273,0.10357179,0.00155979,0.48768828,0.00308806,0.73746262,1.84225383,0.19565567
-4.68534267,1.71362390,0.09942430,0.00144724,0.47178615,0.00306317,0.72373527,1.77808855,0.18964694
-4.67933967,1.67344015,0.09615996,0.00135215,0.45614100,0.00306866,0.71442847,1.71565007,0.18467680
-4.67333667,1.64012651,0.09377386,0.00127463,0.44085605,0.00310517,0.70975024,1.65566884,0.18079236
-4.66733367,1.61405111,0.09225690,0.00121461,0.42603602,0.00317295,0.70983593,1.59879835,0.17802532
-4.66133067,1.59545728,0.09159507,0.00117187,0.41178414,0.00327177,0.71473838,1.54560058,0.17638970
-4.65532766,1.58445090,0.09176899,0.00114605,0.39819966,0.00340095,0.72442130,1.49653568,0.17588031
-4.64932466,1.58099344,0.09275357,0.00113669,0.38537593,0.00355931,0.73875593,1.45195605,0.17647207
-4.64332166,1.58490117,0.09451817,0.00114326,0.37339902,0.00374525,0.75752159,1.41210468,0.17812009
-4.63731866,1.59585040,0.09702689,0.00116522,0.36234683,0.00395669,0.78040988,1.37711743,0.18076068
-4.63131566,1.61338865,0.10023924,0.00120208,0.35228867,0.00419124,0.80703278,1.34702903,0.18431315
-4.62531266,1.63695115,0.10411108,0.00125341,0.34328519,0.00444619,0.83693410,1.32178214,0.18868232
-4.61930965,1.66588198,0.10859568,0.00131894,0.33538859,0.00471862,0.86960405,1.30123887,0.19376163
-4.61330665,1.69945895,0.11364502,0.00139859,0.32864312,0.00500553,0.90449627,1.28519422,0.19943687
-4.60730365,1.73692070,0.11921104,0.00149254,0.32308550,0.00530392,0.94104641,1.27339051,0.20559002
-4.60130065,1.77749511,0.12524685,0.00160124,0.31874548,0.00561094,0.97869163,1.26553220,0.21210335
-4.59529765,1.82042711,0.13170780,0.00172549,0.31564621,0.00592396,1.01688979,1.26130032,0.21886341
-4.58929465,1.86500479,0.13855224,0.00186639,0.31380437,0.00624070,1.05513754,1.26036564,0.22576465
-4.58329165,1.91058203,0.14574200,0.00202542,0.31323009,0.00655929,1.09298616,1.26240023,0.23271264
-4.57728864,1.95659660,0.15324235,0.00220434,0.31392640,0.00687836,1.13005443,1.26708658,0.23962657
-4.57128564,2.00258258,0.16102162,0.00240522,0.31588842,0.00719706,1.16603754,1.27412405,0.24644093
-4.56528264,2.04817634,0.16905025,0.00263034,0.31910205,0.00751506,1.20071179,1.28323234,0.25310630
-4.55927964,2.09311561,0.17729952,0.00288210,0.32354235,0.00783252,1.23393453,1.29415198,0.25958914
-4.55327664,2.13723187,0.18573984,0.00316293,0.32917168,0.00815003,1.26563938,1.30664190,0.26587062
-4.54727364,2.18043636,0.19433874,0.00347514,0.33593758,0.00846853,1.29582704,1.32047456,0.27194465
-4.54127064,2.22270068,0.20305889,0.00382079,0.34377072,0.00878916,1.32455221,1.33542902,0.27781495
-4.53526763,2.26403321,0.21185592,0.00420150,0.35258298,0.00911313,1.35190736,1.35128281,0.28349174
-4.52926463,2.30445311,0.22067664,0.00461832,0.36226590,0.00944157,1.37800452,1.36780325,0.28898790
-4.52326163,2.34396348,0.22945749,0.00507154,0.37268964,0.00977533,1.40295606,1.38473927,0.29431507
-4.51725863,2.38252579,0.23812357,0.00556055,0.38370281,0.01011485,1.42685605,1.40181448,0.29947987
-4.51125563,2.42003747,0.24658832,0.00608368,0.39513311,0.01046000,1.44976307,1.41872239,0.30448052
-4.50525263,2.45631424,0.25475394,0.00663814,0.40678908,0.01080994,1.47168599,1.43512450,0.30930404
-4.49924962,2.49107885,0.26251268,0.00721992,0.41846297,0.01116304,1.49257358,1.45065168,0.31392434
-4.49324662,2.52395708,0.26974889,0.00782377,0.42993478,0.01151680,1.51230869,1.46490930,0.31830128
