energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-5.63381691,1.53462888,0.01682820,0.08371557,0.49867968,0.21456667,0.32213579,0.38382575,0.05659786,0.57653487
-5.62781391,1.52843763,0.01576676,0.09043908,0.46899017,0.21840468,0.34297869,0.37471225,0.05563816,0.56366531
-5.62181091,1.54115980,0.01490940,0.09783121,0.44565140,0.22552429,0.36612537,0.37044177,0.05525767,0.55823234
-5.61580790,1.57281743,0.01424823,0.10582966,0.42866719,0.23599885,0.39129566,0.37104883,0.05545441,0.56030982
-5.60980490,1.62309743,0.01377205,0.11435605,0.41795258,0.24984478,0.41815533,0.37648347,0.05621125,0.56984312
-5.60380190,1.69136157,0.01346683,0.12331707,0.41334371,0.26701920,0.44632227,0.38661441,0.05749652,0.58665311
-5.59779890,1.77666167,0.01331606,0.13260600,0.41460806,0.28741838,0.47537451,0.40123346,0.05926492,0.61044185
-5.59179590,1.87775928,0.01330140,0.14210484,0.42145442,0.31087705,0.50485984,0.42006090,0.06145874,0.64079954
-5.58579290,1.99314925,0.01340321,0.15168678,0.43354232,0.33716879,0.53430675,0.44275167,0.06400947,0.67721279
-5.57978989,2.12108692,0.01360121,0.16121888,0.45049037,0.36600752,0.56323614,0.46890224,0.06683957,0.71907381
-5.57378689,2.25961831,0.01387511,0.17056517,0.47188362,0.39705049,0.59117353,0.49805805,0.06986458,0.76569078
-5.56778389,2.40661343,0.01420534,0.17958970,0.49727972,0.42990254,0.61766115,0.52972138,0.07299530,0.81629920
-5.56178089,2.55980224,0.01457365,0.18815964,0.52621421,0.46412218,0.64226954,0.56335972,0.07614018,0.87007446
-5.55577789,2.71681329,0.01496379,0.19614836,0.55820501,0.49922908,0.66460825,0.59841453,0.07920777,0.92614557
-5.54977489,2.87521470,0.01536210,0.20343823,0.59275652,0.53471339,0.68433517,0.63431048,0.08210913,0.98361010
-5.54377189,3.03255739,0.01575806,0.20992314,0.62936368,0.57004639,0.70116420,0.67046495,0.08476025,1.04155039
-5.53776888,3.18641994,0.01614478,0.21551068,0.66751627,0.60469265,0.71487106,0.70629801,0.08708424,1.09905085
-5.53176588,3.33445472,0.01651937,0.22012392,0.70670393,0.63812314,0.72529712,0.74124247,0.08901342,1.15521624
-5.52576288,3.47443449,0.01688320,0.22370267,0.74642190,0.66982908,0.73235106,0.77475426,0.09049105,1.20919057
-5.51975988,3.60429856,0.01724209,0.22620431,0.78617793,0.69933610,0.73600860,0.80632260,0.09147278,1.26017626
-5.51375688,3.72219743,0.01760631,0.22760416,0.82550006,0.72621816,0.73631032,0.83548007,0.09192765,1.30745307
-5.50775388,3.82653481,0.01799043,0.22789537,0.86394541,0.75011075,0.73335772,0.86181209,0.09183873,1.35039619
-5.50175088,3.91600544,0.01841302,0.22708840,0.90110948,0.77072286,0.72730797,0.88496563,0.09120331,1.38849284
-5.49574787,3.98962756,0.01889622,0.22521019,0.93663574,0.78784719,0.71836741,0.90465694,0.09003254,1.42135672
-5.48974487,4.04676851,0.01946509,0.22230297,0.97022484,0.80136811,0.70678431,0.92067771,0.08835078,1.44873965
-5.48374187,4.08716220,0.02014686,0.21842285,1.00164290,0.81126716,0.69284104,0.93289962,0.08619442,1.47053971
-5.47773887,4.11091743,0.02096998,0.21363820,1.03072819,0.81762553,0.67684593,0.94127687,0.08361041,1.48680552
-5.47173587,4.11851605,0.02196316,0.20802792,1.05739569,0.82062361,0.65912525,0.94584644,0.08065448,1.49773602
-5.46573287,4.11080056,0.02315413,0.20167962,1.08163886,0.82053752,0.64001521,0.94672595,0.07738913,1.50367581
-5.45972986,4.08895116,0.02456855,0.19468774,1.10352818,0.81773264,0.61985447,0.94410918,0.07388153,1.50510578
-5.45372686,4.05445236,0.02622877,0.18715164,1.12320638,0.81265445,0.59897700,0.93825898,0.07020126,1.50262937
-5.44772386,4.00905030,0.02815259,0.17917379,1.14088005,0.80581708,0.57770554,0.92949808,0.06641827,1.49695484
-5.44172086,3.95470180,0.03035224,0.17085795,1.15680813,0.79778996,0.55634577,0.91819784,0.06260075,1.48887408
-5.43571786,3.89351726,0.03283332,0.16230737,1.17128737,0.78918308,0.53518106,0.90476544,0.05881339,1.47923893
-5.42971486,3.82769917,0.03559401,0.15362321,1.18463570,0.78063159,0.51446806,0.88962995,0.05511576,1.46893571
-5.42371186,3.75947897,0.03862449,0.14490294,1.19717417,0.77278012,0.49443300,0.87322795,0.05156107,1.45885919
-5.41770885,3.69105447,0.04190664,0.13623894,1.20920853,0.76626753,0.47526890,0.85598917,0.04819521,1.44988704
-5.41170585,3.62453067,0.04541399,0.12771726,1.22101144,0.76171256,0.45713362,0.83832302,0.04505623,1.44285566
-5.40570285,3.56186609,0.04911211,0.11941652,1.23280642,0.75970073,0.44014894,0.82060640,0.04217410,1.43853844
-5.39969985,3.50482686,0.05295926,0.11140704,1.24475455,0.76077281,0.42440053,0.80317352,0.03957083,1.43762728
-5.39369685,3.45495004,0.05690744,0.10375017,1.25694467,0.76541518,0.40993906,0.78630815,0.03726095,1.44071777
-5.38769385,3.41351747,0.06090376,0.09649784,1.26938780,0.77405185,0.39678225,0.77023858,0.03525224,1.44829860
-5.38169085,3.38154041,0.06489211,0.08969240,1.28201612,0.78703837,0.38491794,0.75513558,0.03354664,1.46074507
-5.37568784,3.35975504,0.06881508,0.08336666,1.29468649,0.80465725,0.37430804,0.74111326,0.03214138,1.47831672
-5.36968484,3.34862789,0.07261602,0.07754414,1.30718840,0.82711468,0.36489334,0.72823275,0.03103024,1.50115859
-5.36368184,3.34837013,0.07624127,0.07223965,1.31925579,0.85453843,0.35659878,0.71650834,0.03020479,1.52930547
-5.35767884,3.35895882,0.07964230,0.06745991,1.33058185,0.88697634,0.34933918,0.70591561,0.02965564,1.56268864
-5.35167584,3.38016320,0.08277780,0.06320444,1.34083594,0.92439537,0.34302514,0.69640099,0.02937363,1.60114402
-5.34567284,3.41157401,0.08561560,0.05946650,1.34968156,0.96668097,0.33756863,0.68789214,0.02935087,1.64442128
-5.33966983,3.45263363,0.08813421,0.05623419,1.35679402,1.01363663,0.33288830,0.68030836,0.02958165,1.69219289
-5.33366683,3.50266523,0.09032408,0.05349145,1.36187696,1.06498360,0.32891401,0.67357051,0.03006310,1.74406286
-5.32766383,3.56089947,0.09218838,0.05121915,1.36467659,1.12036106,0.32559047,0.66760978,0.03079564,1.79957459
-5.32166083,3.62649767,0.09374329,0.04939611,1.36499286,1.17932693,0.32287970,0.66237480,0.03178324,1.85821777
-5.31565783,3.69857081,0.09501779,0.04799996,1.36268712,1.24135969,0.32076240,0.65783681,0.03303334,1.91943436
-5.30965483,3.77619450,0.09605293,0.04700798,1.35768585,1.30586161,0.31923792,0.65399257,0.03455668,1.98262401
-5.30365183,3.85842021,0.09690067,0.04639774,1.34998061,1.37216396,0.31832304,0.65086505,0.03636681,2.04714922
-5.29764882,3.94428366,0.09762221,0.04614761,1.33962438,1.43953451,0.31804966,0.64850200,0.03847946,2.11234095
-5.29164582,4.03281147,0.09828606,0.04623715,1.32672492,1.50718771,0.31846151,0.64697258,0.04091181,2.17750505
-5.28564282,4.12302731,0.09896571,0.04664734,1.31143575,1.57429765,0.31961007,0.64636240,0.04368163,2.24193027
-5.27963982,4.21395865,0.09973728,0.04736065,1.29394559,1.64001402,0.32155015,0.64676754,0.04680630,2.30489809
-5.27363682,4.30464519,0.10067693,0.04836108,1.27446722,1.70348054,0.32433519,0.64828775,0.05030192,2.36569464
-5.26763382,4.39414961,0.10185842,0.04963404,1.25322648,1.76385571,0.32801272,0.65101963,0.05418233,2.42362472
-5.26163082,4.48157086,0.10335067,0.05116614,1.23045226,1.82033500,0.33262011,0.65504989,0.05845825,2.47802758
-5.25562781,4.56605982,0.10521558,0.05294496,1.20636803,1.87217371,0.33818103,0.66044936,0.06313645,2.52829392
-5.24962481,4.64683666,0.10750607,0.05495878,1.18118547,1.91870936,0.34470244,0.66726777,0.06821902,2.57388330
-5.24362181,4.72320878,0.11026436,0.05719620,1.15510031,1.95938258,0.35217268,0.67552975,0.07370271,2.61434109
-5.23761881,4.79458806,0.11352062,0.05964585,1.12829050,1.99375528,0.36056021,0.68523193,0.07957845,2.64931359
-5.23161581,4.86050573,0.11729191,0.06229597,1.10091659,2.02152494,0.36981341,0.69634116,0.08583086,2.67856054
-5.22561281,4.92062350,0.12158144,0.06513408,1.07312401,2.04253425,0.37986104,0.70879393,0.09243800,2.70196371
-5.21960980,4.97473942,0.12637810,0.06814664,1.04504680,2.05677519,0.39061348,0.72249666,0.09937108,2.71953092
-5.21360680,5.02278751,0.13165634,0.07131866,1.01681239,2.06438728,0.40196445,0.73732677,0.10659436,2.73139476
-5.20760380,5.06483060,0.13737626,0.07463347,0.98854691,2.06564970,0.41379316,0.75313431,0.11406513,2.73780582
-5.20160080,5.10104630,0.14348392,0.07807244,0.96038051,2.06096783,0.42596668,0.76974414,0.12173377,2.73912063
-5.19559780,5.13170676,0.14991202,0.08161485,0.93245238,2.05085454,0.43834246,0.78695831,0.12954397,2.73578462
-5.18959480,5.15715326,0.15658065,0.08523785,0.90491511,2.03590733,0.45077084,0.80455872,0.13743303,2.72831125
-5.18359180,5.17776746,0.16339842,0.08891649,0.87793813,2.01678244,0.46309753,0.82231007,0.14533240,2.71725835
-5.17758879,5.19394129,0.17026375,0.09262395,0.85171017,1.99416735,0.47516600,0.83996302,0.15316831,2.70320302
-5.17158579,5.20604776,0.17706652,0.09633193,0.82644076,1.96875315,0.48681986,0.85725771,0.16086272,2.68671691
-5.16558279,5.21441499,0.18368993,0.10001118,0.80236076,1.94120824,0.49790511,0.87392774,0.16833437,2.66834309
-5.15957979,5.21930568,0.19001265,0.10363216,0.77972205,1.91215466,0.50827252,0.88970463,0.17550018,2.64857633
-5.15357679,5.22090372,0.19591131,0.10716592,0.75879659,1.88214843,0.51777993,0.90432295,0.18227683,2.62784766
-5.14757379,5.21930912,0.20126316,0.11058501,0.73987481,1.85166456,0.52629477,0.91752594,0.18858258,2.60651441
-5.14157079,5.21454191,0.20594902,0.11386456,0.72326365,1.82108753,0.53369663,0.92907182,0.19433931,2.58485607
-5.13556778,5.20655482,0.20985624,0.11698322,0.70928400,1.79070735,0.53987989,0.93874036,0.19947462,2.56307609
-5.12956478,5.19525373,0.21288188,0.11992422,0.69826781,1.76072108,0.54475642,0.94633982,0.20392410,2.54130933
-5.12356178,5.18052446,0.21493568,0.12267622,0.69055452,1.73123937,0.54825821,0.95171367,0.20763353,2.51963430
-5.11755878,5.16226346,0.21594294,0.12523393,0.68648688,1.70229731,0.55033981,0.95474693,0.21056097,2.49808910
-5.11155578,5.14041020,0.21584707,0.12759855,0.68640583,1.67386838,0.55098035,0.95537171,0.21267869,2.47668977
-5.10555278,5.11497809,0.21461169,0.12977787,0.69064442,1.64588071,0.55018511,0.95357148,0.21397468,2.45544926
-5.09954977,5.08608145,0.21222223,0.13178595,0.69952050,1.61823404,0.54798639,0.94938375,0.21445384,2.43439574
-5.09354677,5.05395602,0.20868684,0.13364254,0.71332820,1.59081655,0.54444351,0.94290090,0.21413859,2.41358852
-5.08754377,5.01897078,0.20403662,0.13537200,0.73232817,1.56352028,0.53964191,0.93426882,0.21306891,2.39313030
-5.08154077,4.98162995,0.19832512,0.13700194,0.75673680,1.53625427,0.53369120,0.92368335,0.21130172,2.37317486
-5.07553777,4.94256433,0.19162703,0.13856161,0.78671453,1.50895485,0.52672232,0.91138456,0.20890965,2.35392940
-5.06953477,4.90251232,0.18403624,0.14007999,0.82235389,1.48159252,0.51888363,0.89764890,0.20597914,2.33565131
-5.06353177,4.86229149,0.17566323,0.14158386,0.86366760,1.45417555,0.51033642,0.88277975,0.20260789,2.31863963
-5.05752876,4.82276262,0.16663195,0.14309584,0.91057757,1.42675012,0.50124966,0.86709657,0.19890184,2.30322180
-5.05152576,4.78478858,0.15707627,0.14463256,0.96290532,1.39939768,0.49179459,0.85092340,0.19497175,2.28973660
-5.04552276,4.74919085,0.14713632,0.14620315,1.02036487,1.37222999,0.48213917,0.83457711,0.19092942,2.27851465
-5.03951976,4.71670701,0.13695462,0.14780801,1.08255854,1.34538259,0.47244294,0.81835619,0.18688383,2.26985802
-5.03351676,4.68795221,0.12667241,0.14943814,1.14897658,1.31900747,0.46285236,0.80253061,0.18293729,2.26402028
-5.02751376,4.66338769,0.11642617,0.15107491,1.21900103,1.29326583,0.45349704,0.78733326,0.17918182,2.26118899
-5.02151076,4.64329886,0.10634452,0.15269051,1.29191428,1.26832164,0.44448710,0.77295364,0.17569586,2.26147164
-5.01550775,4.62778487,0.09654566,0.15424889,1.36691243,1.24433661,0.43591167,0.75953389,0.17254154,2.26488666
-5.00950475,4.61676084,0.08713533,0.15570727,1.44312332,1.22146706,0.42783883,0.74716752,0.16976257,2.27136007
-5.00350175,4.60997301,0.07820533,0.15701820,1.51962888,1.19986296,0.42031670,0.73590083,0.16738294,2.28072859
-4.99749875,4.60702624,0.06983277,0.15813187,1.59549117,1.17966922,0.41337587,0.72573692,0.16540641,2.29274903
-4.99149575,4.60742238,0.06207974,0.15899881,1.66978109,1.16102892,0.40703280,0.71664193,0.16381690,2.30711377
-4.98549275,4.61060713,0.05499368,0.15957256,1.74160869,1.14408827,0.40129396,0.70855315,0.16257971,2.32347145
-4.97948974,4.61602248,0.04860807,0.15981246,1.81015370,1.12900260,0.39616051,0.70138847,0.16164359,2.34145160
-4.97348674,4.62316132,0.04294355,0.15968607,1.87469480,1.11594275,0.39163302,0.69505652,0.16094351,2.36069188
-4.96748374,4.63162038,0.03800927,0.15917142,1.93463617,1.10510106,0.38771598,0.68946681,0.16040403,2.38086591
-4.96148074,4.64114790,0.03380437,0.15825864,1.98952987,1.09669609,0.38442178,0.68453935,0.15994313,2.40170993
-4.95547774,4.65168231,0.03031958,0.15695112,2.03909266,1.09097549,0.38177364,0.68021292,0.15947631,2.42304637
-4.94947474,4.66337904,0.02753865,0.15526601,2.08321619,1.08821607,0.37980751,0.67645168,0.15892077,2.44480254
-4.94347174,4.67662278,0.02543977,0.15323401,2.12196973,1.08872088,0.37857253,0.67324955,0.15819941,2.46702281
-4.93746873,4.69202377,0.02399673,0.15089858,2.15559500,1.09281269,0.37813009,0.67063204,0.15724462,2.48987324
-4.93146573,4.71039744,0.02317984,0.14831441,2.18449297,1.10082405,0.37855135,0.66865556,0.15600152,2.51363779
-4.92546273,4.73272781,0.02295667,0.14554544,2.20920312,1.11308400,0.37991348,0.66740401,0.15443054,2.53870588
-4.91945973,4.76011603,0.02329247,0.14266237,2.23037586,1.12990189,0.38229468,0.66698306,0.15250930,2.56555176
-4.91345673,4.79371669,0.02415034,0.13973989,2.24873938,1.15154909,0.38576831,0.66751229,0.15023359,2.59470637
-4.90745373,4.83466511,0.02549133,0.13685368,2.26506255,1.17823941,0.39039649,0.66911572,0.14761750,2.62672333
-4.90145073,4.88399972,0.02727419,0.13407747,2.28011567,1.21010946,0.39622358,0.67191135,0.14469266,2.66214067
-4.89544772,4.94258397,0.02945522,0.13148014,2.29463116,1.24720002,0.40326995,0.67600028,0.14150662,2.70144075
-4.88944472,5.01103270,0.03198799,0.12912315,2.30926627,1.28943973,0.41152651,0.68145617,0.13812056,2.74501062
-4.88344172,5.08964737,0.03482313,0.12705834,2.32456987,1.33663232,0.42095044,0.68831564,0.13460627,2.79310540
-4.87743872,5.17836464,0.03790816,0.12532622,2.34095534,1.38844834,0.43146234,0.69657034,0.13104273,2.84581716
-4.87143572,5.27672187,0.04118762,0.12395486,2.35868081,1.44442238,0.44294540,0.70616104,0.12751239,2.90305124
-4.86543272,5.38384228,0.04460319,0.12295940,2.37783833,1.50395626,0.45524639,0.71697446,0.12409732,2.96451202
-4.85942971,5.49844137,0.04809423,0.12234218,2.39835232,1.56632851,0.46817890,0.72884281,0.12087541,3.02969915
-4.85342671,5.61885521,0.05159839,0.12209348,2.41998749,1.63071004,0.48152855,0.74154639,0.11791685,3.09791497
-4.84742371,5.74308941,0.05505261,0.12219285,2.44236593,1.69618558,0.49506012,0.75481900,0.11528097,3.16828296
-4.84142071,5.86888703,0.05839416,0.12261089,2.46499221,1.76177988,0.50852627,0.76835615,0.11301372,3.23977642
-4.83541771,5.99381182,0.06156204,0.12331142,2.48728496,1.82648782,0.52167742,0.78182540,0.11114568,3.31125600
-4.82941471,6.11534271,0.06449833,0.12425392,2.50861319,1.88930675,0.53427234,0.79487862,0.10969089,3.38151406
-4.82341171,6.23097458,0.06714972,0.12539605,2.52833495,1.94926964,0.54608890,0.80716530,0.10864641,3.44932332
-4.81740870,6.33831974,0.06946897,0.12669616,2.54583602,2.00547730,0.55693428,0.81834630,0.10799263,3.51348718
-4.81140570,6.43520481,0.07141631,0.12811567,2.56056625,2.05712805,0.56665422,0.82810739,0.10769436,3.57288867
-4.80540270,6.51975760,0.07296067,0.12962112,2.57207132,2.10354331,0.57514064,0.83617172,0.10770252,3.62653538
-4.79939970,6.59047934,0.07408072,0.13118582,2.58001792,2.14418777,0.58233716,0.84231068,0.10795642,3.67359773
-4.79339670,6.64629839,0.07476554,0.13279105,2.58421080,2.17868312,0.58824215,0.84635260,0.10838651,3.71343847
-4.78739370,6.68660269,0.07501508,0.13442664,2.58460079,2.20681483,0.59290914,0.84818877,0.10891735,3.74563177
-4.78139070,6.71124932,0.07484014,0.13609103,2.58128318,2.22853149,0.59644430,0.84777656,0.10947087,3.76997105
-4.77538769,6.72055110,0.07426209,0.13779064,2.57448677,2.24393714,0.59900125,0.84513949,0.10996949,3.78646520
-4.76938469,6.71524118,0.07331211,0.13953878,2.56455431,2.25327701,0.60077316,0.84036431,0.11033921,3.79532379
-4.76338169,6.69641804,0.07203016,0.14135401,2.55191556,2.25691767,0.60198275,0.83359527,0.11051237,3.79693222
-4.75737869,6.66547422,0.07046363,0.14325806,2.53705490,2.25532268,0.60287046,0.82502592,0.11043008,3.79181863
-4.75137569,6.62401294,0.06866569,0.14527351,2.52047544,2.24902533,0.60368148,0.81488894,0.11004414,3.78061466
-4.74537269,6.57375746,0.06669354,0.14742126,2.50266195,2.23859987,0.60465222,0.80344445,0.10931841,3.76401256
-4.73936968,6.51645807,0.06460644,0.14971800,2.48404510,2.22463277,0.60599703,0.79096758,0.10822969,3.74272110
-4.73336668,6.45380181,0.06246380,0.15217383,2.46496905,2.20769549,0.60789575,0.77773579,0.10676794,3.71742307
-4.72736368,6.38732938,0.06032322,0.15479008,2.44566461,2.18832001,0.61048278,0.76401657,0.10493598,3.68873649
-4.72136068,6.31836359,0.05823874,0.15755757,2.42622945,2.16697815,0.61383830,0.75005624,0.10274874,3.65718181
-4.71535768,6.24795228,0.05625919,0.16045544,2.40661675,2.14406554,0.61798204,0.73607017,0.10023205,3.62315654
-4.70935468,6.17682841,0.05442681,0.16345049,2.38663279,2.11989054,0.62287004,0.72223494,0.09742108,3.58691857
-4.70335168,6.10538846,0.05277618,0.16649727,2.36594371,2.09466834,0.62839446,0.70868273,0.09435860,3.54857866
-4.69734867,6.03368955,0.05133344,0.16953879,2.34409101,2.06852023,0.63438664,0.69549808,0.09109308,3.50810218
-4.69134567,5.96146456,0.05011585,0.17250794,2.32051487,2.04147741,0.64062314,0.68271711,0.08767680,3.46531951
-4.68534267,5.88815386,0.04913169,0.17532956,2.29458380,2.01348895,0.64683460,0.67032907,0.08416401,3.41994425
-4.67933967,5.81295107,0.04838053,0.17792302,2.26562914,1.98443310,0.65271696,0.65828019,0.08060927,3.37159780
-4.67333667,5.73486033,0.04785375,0.18020527,2.23298220,1.95413121,0.65794443,0.64647930,0.07706598,3.31983881
-4.66733367,5.65276151,0.04753539,0.18209419,2.19601220,1.92236322,0.66218384,0.63480518,0.07358519,3.26419560
-4.66133067,5.56548002,0.04740320,0.18351207,2.15416278,1.88888424,0.66510946,0.62311497,0.07021472,3.20419993
-4.65532766,5.47185782,0.04742988,0.18438915,2.10698535,1.85344104,0.66641783,0.61125338,0.06699852,3.13942007
-4.64932466,5.37082218,0.04758441,0.18466695,2.05416746,1.81578823,0.66584176,0.59906212,0.06397634,3.06949194
-4.64332166,5.26144937,0.04783353,0.18430134,1.99555494,1.77570316,0.66316316,0.58638923,0.06118357,2.99414648
