energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.81390695,2.85078382,0.00886055,0.01606774,1.15943484,0.80000028,0.03207320,1.86413786,0.43649661,0.12041037
-5.80790395,2.94741858,0.00937555,0.01669583,1.20611743,0.82037472,0.03316094,1.93056257,0.45000324,0.12524932
-5.80190095,3.03589610,0.00991970,0.01727013,1.24894271,0.83850084,0.03414922,1.99171688,0.46243962,0.12973456
-5.79589795,3.11545771,0.01049480,0.01778333,1.28740098,0.85430432,0.03503233,2.04705968,0.47368717,0.13381651
-5.78989495,3.18549897,0.01110209,0.01822903,1.32105495,0.86775073,0.03580668,2.09615084,0.48364556,0.13745293
-5.78389195,3.24557872,0.01174203,0.01860196,1.34955032,0.87884322,0.03647084,2.13865877,0.49223479,0.14060998
-5.77788894,3.29542292,0.01241422,0.01889803,1.37262404,0.88761876,0.03702548,2.17436442,0.49939680,0.14326291
-5.77188594,3.33492306,0.01311721,0.01911447,1.39010975,0.89414339,0.03747323,2.20316169,0.50509645,0.14539659
-5.76588294,3.36412923,0.01384845,0.01924985,1.40194021,0.89850645,0.03781849,2.22505398,0.50932179,0.14700552
-5.75987994,3.38323807,0.01460426,0.01930407,1.40814665,0.90081432,0.03806715,2.24014734,0.51208370,0.14809363
-5.75387694,3.39257640,0.01537979,0.01927834,1.40885493,0.90118387,0.03822627,2.24864022,0.51341481,0.14867366
-5.74787394,3.39258112,0.01616909,0.01917508,1.40427891,0.89973591,0.03830375,2.25081064,0.51336776,0.14876624
-5.74187094,3.38377637,0.01696521,0.01899782,1.39471108,0.89658911,0.03830793,2.24700106,0.51201289,0.14839876
-5.73586793,3.36674913,0.01776029,0.01875105,1.38051101,0.89185452,0.03824722,2.23760198,0.50943535,0.14760395
-5.72986493,3.34212428,0.01854581,0.01844004,1.36209223,0.88563111,0.03812971,2.22303477,0.50573194,0.14641833
-5.72386193,3.31054035,0.01931272,0.01807069,1.33990787,0.87800236,0.03796285,2.20373474,0.50100763,0.14488068
-5.71785893,3.27262705,0.02005171,0.01764933,1.31443593,0.86903418,0.03775312,2.18013516,0.49537198,0.14303037
-5.71185593,3.22898554,0.02075347,0.01718252,1.28616467,0.85877412,0.03750578,2.15265296,0.48893568,0.14090596
-5.70585293,3.18017236,0.02140888,0.01667687,1.25557886,0.84725198,0.03722474,2.12167670,0.48180720,0.13854382
-5.69984992,3.12668755,0.02200931,0.01613891,1.22314723,0.83448156,0.03691241,2.08755743,0.47408990,0.13597703
-5.69384692,3.06896747,0.02254683,0.01557491,1.18931180,0.82046366,0.03656971,2.05060270,0.46587955,0.13323456
-5.68784392,3.00738232,0.02301439,0.01499078,1.15447931,0.80518989,0.03619610,2.01107383,0.45726243,0.13034076
-5.68184092,2.94223847,0.02340602,0.01439199,1.11901503,0.78864722,0.03578978,1.96918657,0.44831409,0.12731512
-5.67583792,2.87378497,0.02371696,0.01378349,1.08323907,0.77082297,0.03534786,1.92511488,0.43909876,0.12417243
-5.66983492,2.80222388,0.02394374,0.01316970,1.04742510,0.75170986,0.03486666,1.87899741,0.42966948,0.12092315
-5.66383192,2.72772353,0.02408426,0.01255449,1.01180140,0.73131101,0.03434198,1.83094627,0.42006880,0.11757407
-5.65782891,2.65043386,0.02413776,0.01194121,0.97655393,0.70964449,0.03376952,1.78105746,0.41033006,0.11412919
-5.65182591,2.57050274,0.02410486,0.01133277,0.94183106,0.68674726,0.03314517,1.72942224,0.40047918,0.11059074
-5.64582291,2.48809247,0.02398745,0.01073164,0.90774968,0.66267829,0.03246538,1.67613873,0.39053673,0.10696024
-5.63981991,2.40339523,0.02378859,0.01013997,0.87440199,0.63752071,0.03172750,1.62132307,0.38052024,0.10323961
-5.63381691,2.31664672,0.02351245,0.00955967,0.84186282,0.61138290,0.03092998,1.56511948,0.37044654,0.09943221
-5.62781391,2.22813737,0.02316415,0.00899247,0.81019676,0.58439851,0.03007268,1.50770867,0.36033406,0.09554375
-5.62181091,2.13822027,0.02274959,0.00844002,0.77946498,0.55672543,0.02915693,1.44931411,0.35020488,0.09158307
-5.61580790,2.04731569,0.02227530,0.00790397,0.74973119,0.52854377,0.02818566,1.39020600,0.34008656,0.08756269
-5.60980490,1.95591205,0.02174833,0.00738601,0.72106662,0.50005296,0.02716334,1.33070267,0.33001342,0.08349916
-5.60380190,1.86456325,0.02117602,0.00688796,0.69355383,0.47146823,0.02609595,1.27116952,0.32002752,0.07941314
-5.59779890,1.77388275,0.02056588,0.00641177,0.66728933,0.44301644,0.02499081,1.21201553,0.31017908,0.07532933
-5.59179590,1.68453484,0.01992546,0.00595956,0.64238488,0.41493174,0.02385634,1.15368778,0.30052647,0.07127613
-5.58579290,1.59722359,0.01926218,0.00553362,0.61896767,0.38745096,0.02270184,1.09666424,0.29113571,0.06728513
-5.57978989,1.51268009,0.01858321,0.00513645,0.59717951,0.36080913,0.02153722,1.04144518,0.28207963,0.06339048
-5.57378689,1.43164866,0.01789541,0.00477066,0.57717509,0.33523521,0.02037263,0.98854386,0.27343671,0.05962811
-5.56778389,1.35487272,0.01720517,0.00443900,0.55911953,0.31094812,0.01921823,0.93847669,0.26528963,0.05603497
-5.56178089,1.28308074,0.01651839,0.00414429,0.54318548,0.28815329,0.01808386,0.89175349,0.25772375,0.05264812
-5.55577789,1.21697286,0.01584039,0.00388937,0.52954979,0.26703970,0.01697877,0.84886796,0.25082538,0.04950391
-5.54977489,1.15720844,0.01517593,0.00367705,0.51838987,0.24777743,0.01591144,0.81028878,0.24468017,0.04663717
-5.54377189,1.10439485,0.01452912,0.00351000,0.50988000,0.23051583,0.01488935,0.77645144,0.23937134,0.04408044
-5.53776888,1.05907753,0.01390350,0.00339070,0.50418736,0.21538216,0.01391888,0.74775090,0.23497814,0.04186326
-5.53176588,1.02173133,0.01330200,0.00332135,0.50146804,0.20248070,0.01300521,0.72453497,0.23157428,0.04001158
-5.52576288,0.99275305,0.01272702,0.00330378,0.50186285,0.19189226,0.01215230,0.70709860,0.22922637,0.03854719
-5.51975988,0.97245508,0.01218043,0.00333934,0.50549302,0.18367409,0.01136290,0.69567874,0.22799260,0.03748726
-5.51375688,0.96105994,0.01166368,0.00342884,0.51245567,0.17785997,0.01063859,0.69044985,0.22792124,0.03684394
-5.50775388,0.95869562,0.01117782,0.00357241,0.52281918,0.17446063,0.00997988,0.69151992,0.22904934,0.03662402
-5.50175088,0.96539169,0.01072357,0.00376947,0.53661848,0.17346430,0.00938628,0.69892695,0.23140137,0.03682870
-5.49574787,0.98107620,0.01030139,0.00401860,0.55385027,0.17483746,0.00885644,0.71263602,0.23498794,0.03745335
-5.48974487,1.00557338,0.00991151,0.00431751,0.57446846,0.17852581,0.00838828,0.73253693,0.23980459,0.03848745
-5.48374187,1.03860254,0.00955400,0.00466298,0.59837997,0.18445542,0.00797907,0.75844260,0.24583059,0.03991446
-5.47773887,1.07977820,0.00922876,0.00505084,0.62544117,0.19253418,0.00762559,0.79008854,0.25302811,0.04171196
-5.47173587,1.12861203,0.00893562,0.00547598,0.65545513,0.20265350,0.00732423,0.82713345,0.26134136,0.04385173
-5.46573287,1.18451668,0.00867425,0.00593236,0.68817022,0.21469036,0.00707105,0.86916148,0.27069631,0.04630006
-5.45972986,1.24681205,0.00844425,0.00641310,0.72328001,0.22850977,0.00686190,0.91568606,0.28100056,0.04901813
-5.45372686,1.31473404,0.00824507,0.00691058,0.76042496,0.24396756,0.00669247,0.96615583,0.29214386,0.05196257
-5.44772386,1.38744606,0.00807606,0.00741654,0.79919586,0.26091356,0.00655834,1.01996250,0.30399901,0.05508611
-5.44172086,1.46405307,0.00793638,0.00792230,0.83913929,0.27919506,0.00645506,1.07645077,0.31642333,0.05833844
-5.43571786,1.54361822,0.00782503,0.00841891,0.87976483,0.29866053,0.00637818,1.13493018,0.32926066,0.06166716
-5.42971486,1.62518148,0.00774078,0.00889737,0.92055408,0.31916339,0.00632327,1.19468859,0.34234386,0.06501885
-5.42371186,1.70777977,0.00768220,0.00934890,0.96097115,0.34056581,0.00628602,1.25500689,0.35549770,0.06834024
-5.41770885,1.79046801,0.00764759,0.00976512,1.00047422,0.36274224,0.00626222,1.31517454,0.36854217,0.07157942
-5.41170585,1.87234020,0.00763500,0.01013835,1.03852787,0.38558257,0.00624787,1.37450525,0.38129588,0.07468705
-5.40570285,1.95254965,0.00764220,0.01046177,1.07461560,0.40899472,0.00623918,1.43235236,0.39357967,0.07761760
-5.39969985,2.03032770,0.00766671,0.01072967,1.10825213,0.43290650,0.00623268,1.48812305,0.40522014,0.08033043
-5.39369685,2.10499997,0.00770580,0.01093759,1.13899494,0.45726667,0.00622523,1.54129120,0.41605300,0.08279082
-5.38769385,2.17599968,0.00775649,0.01108243,1.16645469,0.48204500,0.00621411,1.59140806,0.42592616,0.08497081
-5.38169085,2.24287751,0.00781560,0.01116261,1.19030411,0.50723142,0.00619706,1.63811061,0.43470251,0.08684987
-5.37568784,2.30530769,0.00787978,0.01117801,1.21028520,0.53283424,0.00617236,1.68112736,0.44226218,0.08841533
-5.36968484,2.36309052,0.00794553,0.01113001,1.22621450,0.55887751,0.00613889,1.72028152,0.44850446,0.08966262
-5.36368184,2.41615124,0.00800931,0.01102141,1.23798649,0.58539768,0.00609612,1.75549167,0.45334925,0.09059530
-5.35767884,2.46453585,0.00806754,0.01085632,1.24557508,0.61243982,0.00604423,1.78677013,0.45673809,0.09122481
-5.35167584,2.50840439,0.00811669,0.01064002,1.24903348,0.64005351,0.00598406,1.81421951,0.45863481,0.09157015
-5.34567284,2.54802227,0.00815338,0.01037876,1.24849260,0.66828875,0.00591720,1.83802767,0.45902592,0.09165724
-5.33966983,2.58375037,0.00817441,0.01007953,1.24415815,0.69719209,0.00584594,1.85846175,0.45792075,0.09151828
-5.33366683,2.61603461,0.00817687,0.00974993,1.23630686,0.72680320,0.00577330,1.87586150,0.45535131,0.09119093
-5.32766383,2.64539548,0.00815822,0.00939784,1.22528193,0.75715216,0.00570299,1.89063242,0.45137215,0.09071752
-5.32166083,2.67241807,0.00811636,0.00903126,1.21148789,0.78825751,0.00563938,1.90323889,0.44605987,0.09014408
-5.31565783,2.69774261,0.00804971,0.00865810,1.19538504,0.82012511,0.00558745,1.91419746,0.43951267,0.08951954
-5.30965483,2.72205592,0.00795727,0.00828598,1.17748349,0.85274800,0.00555270,1.92407031,0.43184952,0.08889480
-5.30365183,2.74608314,0.00783865,0.00792208,1.15833668,0.88610693,0.00554109,1.93345871,0.42320924,0.08832193
-5.29764882,2.77057989,0.00769415,0.00757301,1.13853452,0.92017164,0.00555894,1.94299626,0.41374914,0.08785336
-5.29164582,2.79632393,0.00752472,0.00724469,1.11869569,0.95490246,0.00561274,1.95334159,0.40364335,0.08754109
-5.28564282,2.82410602,0.00733197,0.00694232,1.09945929,0.99025215,0.00570908,1.96517009,0.39308063,0.08743595
-5.27963982,2.85471936,0.00711816,0.00667027,1.08147538,1.02616765,0.00585442,1.97916431,0.38226173,0.08758685
-5.27363682,2.88894690,0.00688612,0.00643212,1.06539459,1.06259135,0.00605496,1.99600275,0.37139617,0.08804005
-5.26763382,2.92754631,0.00663916,0.00623063,1.05185659,1.09946169,0.00631638,2.01634671,0.36069852,0.08883837
-5.26163082,2.97123228,0.00638101,0.00606777,1.04147743,1.13671299,0.00664369,2.04082518,0.35038416,0.09002042
-5.25562781,3.02065616,0.00611568,0.00594470,1.03483613,1.17427404,0.00704094,2.07001785,0.34066463,0.09161976
-5.24962481,3.07638321,0.00584733,0.00586190,1.03246047,1.21206574,0.00751108,2.10443652,0.33174275,0.09366404
-5.24362181,3.13886812,0.00558014,0.00581910,1.03481258,1.24999759,0.00805570,2.14450535,0.32380754,0.09617415
-5.23761881,3.20842952,0.00531819,0.00581541,1.04227462,1.28796327,0.00867486,2.19054067,0.31702918,0.09916336
-5.23161581,3.28522462,0.00506530,0.00584928,1.05513516,1.32583560,0.00936691,2.24273116,0.31155421,0.10263647
-5.22561281,3.36922528,0.00482492,0.00591863,1.07357679,1.36346106,0.01012839,2.30111929,0.30750116,0.10658902
-5.21960980,3.46019681,0.00460002,0.00602079,1.09766546,1.40065457,0.01095394,2.36558518,0.30495678,0.11100672
-5.21360680,3.55768100,0.00439300,0.00615263,1.12734224,1.43719471,0.01183626,2.43583368,0.30397297,0.11586487
-5.20760380,3.66098470,0.00420565,0.00631053,1.16241780,1.47282007,0.01276618,2.51138588,0.30456475,0.12112811
-5.20160080,3.76917512,0.00403907,0.00649047,1.20257026,1.50722714,0.01373271,2.59157560,0.30670913,0.12675034
-5.19559780,3.88108286,0.00389366,0.00668807,1.24734639,1.54007015,0.01472326,2.67555177,0.31034505,0.13267492
-5.18959480,3.99531317,0.00376918,0.00689864,1.29616661,1.57096315,0.01572383,2.76228688,0.31537446,0.13883520
-5.18359180,4.11026586,0.00366471,0.00711724,1.34833357,1.59948464,0.01671936,2.85059177,0.32166437,0.14515532
-5.17758879,4.22416353,0.00357879,0.00733878,1.40304429,1.62518467,0.01769400,2.93913658,0.32904995,0.15155132
-5.17158579,4.33508758,0.00350943,0.00755806,1.45940554,1.64759442,0.01863156,3.02647726,0.33733839,0.15793256
-5.16558279,4.44102096,0.00345426,0.00776993,1.51645202,1.66623797,0.01951591,3.11108711,0.34631358,0.16420340
-5.15957979,4.53989639,0.00341057,0.00796928,1.57316683,1.68064575,0.02033139,3.19139218,0.35574128,0.17026508
-5.15357679,4.62964816,0.00337548,0.00815126,1.62850363,1.69036931,0.02106329,3.26580938,0.36537474,0.17601778
-5.14757379,4.70826583,0.00334602,0.00831127,1.68140977,1.69499655,0.02169819,3.33278604,0.37496045,0.18136280
-5.14157079,4.77384777,0.00331923,0.00844512,1.73084978,1.69416686,0.02222439,3.39083938,0.38424404,0.18620478
-5.13556778,4.82465242,0.00329230,0.00854911,1.77582838,1.68758534,0.02263218,3.43859459,0.39297598,0.19045385
-5.12956478,4.85914559,0.00326259,0.00862007,1.81541256,1.67503547,0.02291414,3.47482015,0.40091701,0.19402770
-5.12356178,4.87604185,0.00322777,0.00865547,1.84875193,1.65638947,0.02306529,3.49845921,0.40784324,0.19685355
-5.11755878,4.87433878,0.00318587,0.00865344,1.87509692,1.63161600,0.02308321,3.50865592,0.41355070,0.19886975
-5.11155578,4.85334285,0.00313529,0.00861284,1.89381438,1.60078463,0.02296805,3.50477609,0.41785936,0.20002725
-5.10555278,4.81268628,0.00307484,0.00853323,1.90440023,1.56406707,0.02272245,3.48642152,0.42061643,0.20029070
-5.09954977,4.75233457,0.00300380,0.00841488,1.90648889,1.52173481,0.02235144,3.45343780,0.42169905,0.19963912
-5.09354677,4.67258477,0.00292183,0.00825878,1.89985942,1.47415368,0.02186220,3.40591553,0.42101623,0.19806641
-5.08754377,4.57405480,0.00282903,0.00806655,1.88443826,1.42177524,0.02126382,3.34418522,0.41851009,0.19558129
-5.08154077,4.45766481,0.00272584,0.00784044,1.86029868,1.36512572,0.02056695,3.26880636,0.41415636,0.19220699
-5.07553777,4.32461128,0.00261308,0.00758320,1.82765700,1.30479280,0.01978351,3.18055110,0.40796419,0.18798063
-5.06953477,4.17633534,0.00249181,0.00729807,1.78686579,1.24141100,0.01892631,3.08038357,0.39997526,0.18295221
-5.06353177,4.01448629,0.00236335,0.00698864,1.73840437,1.17564626,0.01800869,2.96943538,0.39026224,0.17718340
-5.05752876,3.84088204,0.00222919,0.00665877,1.68286682,1.10818025,0.01704419,2.84897843,0.37892671,0.17074605
-5.05152576,3.65746751,0.00209092,0.00631254,1.62094796,1.03969523,0.01604623,2.72039582,0.36609641,0.16372054
-5.04552276,3.46627246,0.00195023,0.00595409,1.55342757,0.97085968,0.01502777,2.58515172,0.35192212,0.15619401
-5.03951976,3.26936995,0.00180880,0.00558761,1.48115345,0.90231547,0.01400116,2.44476116,0.33657409,0.14825846
-5.03351676,3.06883642,0.00166828,0.00521719,1.40502354,0.83466667,0.01297782,2.30076039,0.32023810,0.14000887
-5.02751376,2.86671440,0.00153027,0.00484677,1.32596779,0.76847040,0.01196816,2.15467859,0.30311140,0.13154133
-5.02151076,2.66497857,0.00139625,0.00448011,1.24493001,0.70422972,0.01098143,2.00801159,0.28539847,0.12295119
-5.01550775,2.46550586,0.00126761,0.00412067,1.16285040,0.64238875,0.01002566,1.86219794,0.26730674,0.11433140
-5.00950475,2.27004986,0.00114558,0.00377165,1.08064894,0.58332975,0.00910761,1.71859791,0.24904248,0.10577091
-5.00350175,2.08021996,0.00103126,0.00343588,0.99921018,0.52737227,0.00823280,1.57847569,0.23080690,0.09735333
-4.99749875,1.89746539,0.00092560,0.00311584,0.91936971,0.47477394,0.00740555,1.44298494,0.21279251,0.08915576
-4.99149575,1.72306386,0.00082943,0.00281365,0.84190255,0.42573276,0.00662900,1.31315782,0.19517991,0.08124785
-4.98549275,1.55811497,0.00074346,0.00253106,0.76751377,0.38039066,0.00590525,1.18989745,0.17813507,0.07369111
-4.97948974,1.40353780,0.00066827,0.00226947,0.69683117,0.33883791,0.00523540,1.07397369,0.16180714,0.06653842
-4.97348674,1.26007254,0.00060438,0.00202991,0.63040043,0.30111818,0.00461970,0.96602211,0.14632675,0.05983382
-4.96748374,1.12828534,0.00055222,0.00181311,0.56868224,0.26723400,0.00405763,0.86654558,0.13180500,0.05361250
-4.96148074,1.00857611,0.00051218,0.00161950,0.51205151,0.23715218,0.00354803,0.77591840,0.11833286,0.04790097
-4.95547774,0.90118839,0.00048461,0.00144924,0.46079840,0.21080918,0.00308919,0.69439232,0.10598118,0.04271740
-4.94947474,0.80622075,0.00046983,0.00130224,0.41513076,0.18811607,0.00267897,0.62210397,0.09480111,0.03807209
-4.94347174,0.72363904,0.00046814,0.00117818,0.37517773,0.16896298,0.00231490,0.55908332,0.08482490,0.03396808
-4.93746873,0.65328882,0.00047983,0.00107659,0.34099419,0.15322293,0.00199423,0.50526256,0.07606697,0.03040179
-4.93146573,0.59490751,0.00050518,0.00099678,0.31256565,0.14075487,0.00171408,0.46048504,0.06852531,0.02736366
-4.92546273,0.54813568,0.00054442,0.00093796,0.28981336,0.13140605,0.00147144,0.42451380,0.06218284,0.02483890
-4.91945973,0.51252731,0.00059772,0.00089917,0.27259930,0.12501361,0.00126327,0.39703949,0.05700894,0.02280810
-4.91345673,0.48755866,0.00066521,0.00087936,0.26073090,0.12140551,0.00108654,0.37768750,0.05296095,0.02124790
-4.90745373,0.47263583,0.00074689,0.00087735,0.25396546,0.12040084,0.00093828,0.36602410,0.04998556,0.02013150
-4.90145073,0.46710107,0.00084263,0.00089186,0.25201413,0.12180978,0.00081560,0.36156181,0.04802017,0.01942926
-4.89544772,0.47023817,0.00095213,0.00092153,0.25454554,0.12543316,0.00071573,0.36376401,0.04699409,0.01910908
-4.88944472,0.48127709,0.00107488,0.00096490,0.26118932,0.13106206,0.00063603,0.37204919,0.04682964,0.01913686
-4.88344172,0.49939865,0.00121015,0.00102041,0.27153953,0.13847736,0.00057398,0.38579505,0.04744320,0.01947685
-4.87743872,0.52373943,0.00135691,0.00108645,0.28515836,0.14744976,0.00052725,0.40434281,0.04874612,0.02009204
-4.87143572,0.55339761,0.00151388,0.00116134,0.30158029,0.15774012,0.00049363,0.42700234,0.05064573,0.02094451
-4.86543272,0.58744023,0.00167946,0.00124333,0.32031693,0.16910054,0.00047109,0.45305807,0.05304623,0.02199579
-4.85942971,0.62491212,0.00185173,0.00133066,0.34086277,0.18127617,0.00045773,0.48177642,0.05584977,0.02320729
-4.85342671,0.66484699,0.00202851,0.00142156,0.36270196,0.19400776,0.00045180,0.51241460,0.05895754,0.02454073
-4.84742371,0.70628056,0.00220735,0.00151429,0.38531617,0.20703523,0.00045171,0.54423107,0.06227098,0.02595869
-4.84142071,0.74826583,0.00238554,0.00160717,0.40819347,0.22010183,0.00045600,0.57649749,0.06569322,0.02742511
-4.83541771,0.78989021,0.00256024,0.00169860,0.43083815,0.23295919,0.00046335,0.60851211,0.06913045,0.02890590
-4.82941471,0.83029391,0.00272847,0.00178711,0.45278113,0.24537278,0.00047256,0.63961401,0.07249360,0.03036959
-4.82341171,0.86868919,0.00288720,0.00187143,0.47359081,0.25712774,0.00048258,0.66919802,0.07569991,0.03178792
-4.81740870,0.90437954,0.00303348,0.00195048,0.49288372,0.26803488,0.00049247,0.69672946,0.07867455,0.03313645
-4.81140570,0.93677808,0.00316446,0.00202340,0.51033474,0.27793634,0.00050144,0.72175831,0.08135225,0.03439518
-4.80540270,0.96542414,0.00327752,0.00208964,0.52568629,0.28671093,0.00050880,0.74393188,0.08367866,0.03554898
-4.79939970,0.98999731,0.00337034,0.00214892,0.53875600,0.29427864,0.00051401,0.76300553,0.08561161,0.03658798
-4.79339670,1.01032803,0.00344095,0.00220126,0.54944261,0.30060418,0.00051664,0.77885070,0.08712202,0.03750789
-4.78739370,1.02640409,0.00348787,0.00224701,0.55772945,0.30569931,0.00051638,0.79145977,0.08819454,0.03831003
-4.78139070,1.03837261,0.00351007,0.00228680,0.56368554,0.30962379,0.00051303,0.80094738,0.08882773,0.03900132
-4.77538769,1.04653698,0.00350706,0.00232156,0.56746393,0.31248482,0.00050651,0.80754797,0.08903386,0.03959403
-4.76938469,1.05134904,0.00347891,0.00235249,0.56929733,0.31443505,0.00049684,0.81160945,0.08883828,0.04010538
-4.76338169,1.05339620,0.00342621,0.00238102,0.56949119,0.31566901,0.00048412,0.81358324,0.08827840,0.04055697
-4.75737869,1.05338429,0.00335008,0.00240875,0.56841430,0.31641820,0.00046855,0.81401083,0.08740216,0.04097409
-4.75137569,1.05211648,0.00325213,0.00243744,0.56648733,0.31694498,0.00045038,0.81350738,0.08626636,0.04138485
-4.74537269,1.05046892,0.00313437,0.00246895,0.56416968,0.31753532,0.00042994,0.81274289,0.08493453,0.04181926
-4.73936968,1.04936421,0.00299919,0.00250516,0.56194517,0.31849089,0.00040758,0.81242165,0.08347471,0.04230827
-4.73336668,1.04974330,0.00284923,0.00254793,0.56030689,0.32012045,0.00038369,0.81326055,0.08195711,0.04288269
-4.72736368,1.05253694,0.00268733,0.00259906,0.55974200,0.32273110,0.00035868,0.81596706,0.08045171,0.04357221
-4.72136068,1.05863743,0.00251642,0.00266022,0.56071665,0.32661934,0.00033295,0.82121760,0.07902596,0.04440441
-4.71535768,1.06887158,0.00233947,0.00273288,0.56366180,0.33206245,0.00030690,0.82963671,0.07774263,0.04540380
-4.70935468,1.08397550,0.00215934,0.00281832,0.56896002,0.33931024,0.00028090,0.84177787,0.07665787,0.04659103
-4.70335168,1.10457193,0.00197876,0.00291752,0.57693384,0.34857734,0.00025529,0.85810619,0.07581952,0.04798210
-4.69734867,1.13115048,0.00180027,0.00303117,0.58783573,0.36003627,0.00023038,0.87898351,0.07526582,0.04958780
-4.69134567,1.16405115,0.00162611,0.00315963,0.60184000,0.37381145,0.00020644,0.90465601,0.07502437,0.05141314
-4.68534267,1.20345150,0.00145826,0.00330288,0.61903670,0.38997402,0.00018368,0.93524469,0.07511154,0.05345709
-4.67933967,1.24935744,0.00129834,0.00346051,0.63942755,0.40853791,0.00016228,0.97073873,0.07553218,0.05571229
-4.67333667,1.30159790,0.00114765,0.00363172,0.66292397,0.42945683,0.00014236,1.01099177,0.07627971,0.05816501
-4.66733367,1.35982332,0.00100717,0.00381531,0.68934714,0.45262265,0.00012400,1.05572129,0.07733652,0.06079518
-4.66133067,1.42350799,0.00087754,0.00400964,0.71843011,0.47786489,0.00010725,1.10451086,0.07867470,0.06357665
-4.65532766,1.49195635,0.00075910,0.00421270,0.74982181,0.50495162,0.00009211,1.15681540,0.08025698,0.06647747
-4.64932466,1.56431294,0.00065193,0.00442210,0.78309307,0.53359163,0.00007854,1.21196942,0.08203792,0.06946041
-4.64332166,1.63957630,0.00055587,0.00463508,0.81774435,0.56343812,0.00006650,1.26919801,0.08396525,0.07248355
