energy_ev,total_up,Cd_p_up,Cd_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.88594297,1.21982378,0.59220532,0.10486730,0.32040352,0.22139331,0.01745937,0.12390630,0.55848808,0.00000000
-5.87993997,1.17744592,0.57452094,0.10081939,0.31016331,0.21145229,0.01696438,0.12081422,0.54103670,0.00000000
-5.87393697,1.13087207,0.55444870,0.09646674,0.29871334,0.20105044,0.01639243,0.11713491,0.52139800,0.00000000
-5.86793397,1.08056346,0.53219432,0.09184969,0.28616902,0.19027783,0.01575041,0.11291145,0.49977897,0.00000000
-5.86193097,1.02704176,0.50800365,0.08701236,0.27266497,0.17922765,0.01504636,0.10819731,0.47642109,0.00000000
-5.85592796,0.97087963,0.48215752,0.08200198,0.25835233,0.16799522,0.01428937,0.10305507,0.45159527,0.00000000
-5.84992496,0.91268893,0.45496498,0.07686810,0.24339543,0.15667670,0.01348934,0.09755467,0.42559566,0.00000000
-5.84392196,0.85310711,0.42675554,0.07166160,0.22796777,0.14536772,0.01265669,0.09177153,0.39873245,0.00000000
-5.83791896,0.79278234,0.39787047,0.06643360,0.21224773,0.13416174,0.01180215,0.08578438,0.37132408,0.00000000
-5.83191596,0.73235809,0.36865381,0.06123439,0.19641401,0.12314849,0.01093643,0.07967307,0.34368915,0.00000000
-5.82591296,0.67245788,0.33944333,0.05611228,0.18064118,0.11241225,0.01007002,0.07351644,0.31613848,0.00000000
-5.81990995,0.61367083,0.31056205,0.05111259,0.16509535,0.10203039,0.00921286,0.06739021,0.28896755,0.00000000
-5.81390695,0.55653876,0.28231053,0.04627667,0.14993042,0.09207196,0.00837416,0.06136518,0.26244977,0.00000000
-5.80790395,0.50154525,0.25496022,0.04164115,0.13528471,0.08259652,0.00756224,0.05550561,0.23683079,0.00000000
-5.80190095,0.44910721,0.22874833,0.03723730,0.12127848,0.07365335,0.00678433,0.04986803,0.21232403,0.00000000
-5.79589795,0.39956904,0.20387408,0.03309062,0.10801209,0.06528091,0.00604650,0.04450032,0.18910760,0.00000000
-5.78989495,0.35319973,0.18049659,0.02922070,0.09556502,0.05750668,0.00535364,0.03944120,0.16732260,0.00000000
-5.78389195,0.31019264,0.15873430,0.02564119,0.08399565,0.05034734,0.00470938,0.03472007,0.14707290,0.00000000
-5.77788894,0.27066787,0.13866588,0.02236008,0.07334185,0.04380932,0.00411623,0.03035721,0.12842613,0.00000000
-5.77188594,0.23467704,0.12033236,0.01938005,0.06362212,0.03788959,0.00357558,0.02636424,0.11141585,0.00000000
-5.76588294,0.20220989,0.10374043,0.01669912,0.05483738,0.03257674,0.00308785,0.02274487,0.09604475,0.00000000
-5.75987994,0.17320244,0.08886651,0.01431121,0.04697315,0.02785227,0.00265263,0.01949581,0.08228851,0.00000000
-5.75387694,0.14754618,0.07566141,0.01220703,0.04000202,0.02369195,0.00226881,0.01660783,0.07010022,0.00000000
-5.74787394,0.12509786,0.06405543,0.01037479,0.03388630,0.02006732,0.00193476,0.01406690,0.05941510,0.00000000
-5.74187094,0.10568942,0.05396338,0.00880108,0.02858078,0.01694714,0.00164852,0.01185536,0.05015530,0.00000000
-5.73586793,0.08913763,0.04528967,0.00747167,0.02403526,0.01429886,0.00140791,0.00995301,0.04223456,0.00000000
-5.72986493,0.07525323,0.03793299,0.00637221,0.02019715,0.01208993,0.00121075,0.00833825,0.03556263,0.00000000
-5.72386193,0.06384918,0.03179059,0.00548900,0.01701366,0.01028903,0.00105495,0.00698897,0.03004922,0.00000000
-5.71785893,0.05474780,0.02676203,0.00480950,0.01443380,0.00886711,0.00093866,0.00588345,0.02560754,0.00000000
-5.71185593,0.04778679,0.02275229,0.00432290,0.01241001,0.00779827,0.00086035,0.00500108,0.02215717,0.00000000
-5.70585293,0.04282387,0.01967429,0.00402043,0.01089951,0.00706045,0.00081895,0.00432287,0.01962634,0.00000000
-5.69984992,0.03974018,0.01745072,0.00389565,0.00986524,0.00663587,0.00081381,0.00383193,0.01795366,0.00000000
-5.69384692,0.03844230,0.01601519,0.00394461,0.00927648,0.00651133,0.00084482,0.00351371,0.01708914,0.00000000
-5.68784392,0.03886303,0.01531294,0.00416584,0.00910922,0.00667832,0.00091238,0.00335615,0.01699464,0.00000000
-5.68184092,0.04096100,0.01530079,0.00456026,0.00934611,0.00713288,0.00101737,0.00334974,0.01764389,0.00000000
-5.67583792,0.04471913,0.01594681,0.00513099,0.00997628,0.00787537,0.00116116,0.00348737,0.01902183,0.00000000
-5.66983492,0.05014218,0.01722945,0.00588302,0.01099484,0.00891007,0.00134547,0.00376421,0.02112370,0.00000000
-5.66383192,0.05725350,0.01913637,0.00682284,0.01240228,0.01024464,0.00157240,0.00417741,0.02395367,0.00000000
-5.65782891,0.06609104,0.02166303,0.00795794,0.01420368,0.01188952,0.00184421,0.00472584,0.02752320,0.00000000
-5.65182591,0.07670295,0.02481110,0.00929629,0.01640787,0.01385725,0.00216334,0.00540970,0.03184927,0.00000000
-5.64582291,0.08914291,0.02858673,0.01084575,0.01902650,0.01616169,0.00253218,0.00623016,0.03695242,0.00000000
-5.63981991,0.10346539,0.03299895,0.01261353,0.02207324,0.01881741,0.00295305,0.00718901,0.04285486,0.00000000
-5.63381691,0.11972110,0.03805800,0.01460555,0.02556294,0.02183893,0.00342801,0.00828830,0.04957864,0.00000000
-5.62781391,0.13795292,0.04377395,0.01682592,0.02951096,0.02524020,0.00395880,0.00953004,0.05714399,0.00000000
-5.62181091,0.15819241,0.05015556,0.01927649,0.03393273,0.02903409,0.00454675,0.01091592,0.06556806,0.00000000
-5.61580790,0.18045742,0.05720948,0.02195649,0.03884348,0.03323212,0.00519268,0.01244720,0.07486397,0.00000000
-5.60980490,0.20475063,0.06493984,0.02486221,0.04425821,0.03784434,0.00589688,0.01412459,0.08504038,0.00000000
-5.60380190,0.23105949,0.07334833,0.02798700,0.05019204,0.04287941,0.00665910,0.01594828,0.09610158,0.00000000
-5.59779890,0.25935759,0.08243474,0.03132125,0.05666077,0.04834489,0.00747857,0.01791809,0.10804820,0.00000000
-5.59179590,0.28960728,0.09219802,0.03485269,0.06368175,0.05424780,0.00835406,0.02003372,0.12087841,0.00000000
-5.58579290,0.32176385,0.10263770,0.03856680,0.07127497,0.06059530,0.00928395,0.02229505,0.13458974,0.00000000
-5.57978989,0.35578065,0.11375575,0.04244733,0.07946438,0.06739549,0.01026638,0.02470264,0.14918127,0.00000000
-5.57378689,0.39161524,0.12555864,0.04647708,0.08827921,0.07465837,0.01129935,0.02725815,0.16465613,0.00000000
-5.56778389,0.42923592,0.13805953,0.05063864,0.09775532,0.08239673,0.01238090,0.02996490,0.18102414,0.00000000
-5.56178089,0.46862832,0.15128034,0.05491529,0.10793637,0.09062699,0.01350922,0.03282832,0.19830435,0.00000000
-5.55577789,0.50980139,0.16525350,0.05929181,0.11887466,0.09936980,0.01468285,0.03585639,0.21652717,0.00000000
-5.54977489,0.55279223,0.18002322,0.06375527,0.13063149,0.10865043,0.01590069,0.03905996,0.23573599,0.00000000
-5.54377189,0.59766926,0.19564596,0.06829566,0.14327700,0.11849870,0.01716214,0.04245288,0.25598791,0.00000000
-5.53776888,0.64453310,0.21218997,0.07290634,0.15688913,0.12894858,0.01846710,0.04605190,0.27735333,0.00000000
-5.53176588,0.69351473,0.22973365,0.07758427,0.17155189,0.14003715,0.01981589,0.04987635,0.29991439,0.00000000
-5.52576288,0.74477082,0.24836275,0.08232990,0.18735271,0.15180324,0.02120915,0.05394748,0.32376198,0.00000000
-5.51975988,0.79847588,0.26816619,0.08714683,0.20437889,0.16428546,0.02264771,0.05828757,0.34899138,0.00000000
-5.51375688,0.85481166,0.28923067,0.09204114,0.22271338,0.17751999,0.02413227,0.06291870,0.37569663,0.00000000
-5.50775388,0.91395401,0.31163422,0.09702050,0.24242980,0.19153800,0.02566323,0.06786124,0.40396384,0.00000000
-5.50175088,0.97605784,0.33543876,0.10209296,0.26358720,0.20636312,0.02724031,0.07313214,0.43386366,0.00000000
-5.49574787,1.04124121,0.36068225,0.10726577,0.28622452,0.22200895,0.02886228,0.07874313,0.46544349,0.00000000
-5.48974487,1.10956936,0.38737064,0.11254395,0.31035542,0.23847707,0.03052669,0.08469877,0.49871972,0.00000000
-5.48374187,1.18104012,0.41547014,0.11792910,0.33596353,0.25575553,0.03222960,0.09099466,0.53367076,0.00000000
-5.47773887,1.25557168,0.44490047,0.12341824,0.36299871,0.27381832,0.03396551,0.09761573,0.57023133,0.00000000
-5.47173587,1.33299411,0.47552940,0.12900299,0.39137458,0.29262584,0.03572722,0.10453491,0.60828853,0.00000000
-5.46573287,1.41304556,0.50716923,0.13466909,0.42096760,0.31212656,0.03750600,0.11171219,0.64768033,0.00000000
-5.45972986,1.49537398,0.53957562,0.14039634,0.45161806,0.33225998,0.03929170,0.11909419,0.68819669,0.00000000
-5.45372686,1.57954481,0.57244898,0.14615905,0.48313287,0.35296079,0.04107318,0.12661433,0.72958362,0.00000000
-5.44772386,1.66505479,0.60543885,0.15192697,0.51529051,0.37416421,0.04283872,0.13419367,0.77155025,0.00000000
-5.44172086,1.75135142,0.63815101,0.15766664,0.54784758,0.39581217,0.04457658,0.14174245,0.81377866,0.00000000
-5.43571786,1.83785735,0.67015741,0.16334317,0.58054710,0.41786000,0.04627569,0.14916220,0.85593614,0.00000000
-5.42971486,1.92399826,0.70100855,0.16892229,0.61312783,0.44028325,0.04792629,0.15634857,0.89768930,0.00000000
-5.42371186,2.00923268,0.73024770,0.17437253,0.64533431,0.46308406,0.04952059,0.16319449,0.93871914,0.00000000
-5.41770885,2.09308178,0.75742649,0.17966741,0.67692688,0.48629658,0.05105337,0.16959379,0.97873631,0.00000000
-5.41170585,2.17515682,0.78212099,0.18478735,0.70769108,0.50999074,0.05252245,0.17544494,1.01749542,0.00000000
-5.40570285,2.25518224,0.80394754,0.18972135,0.73744578,0.53427403,0.05392902,0.18065481,1.05480738,0.00000000
-5.39969985,2.33301220,0.82257738,0.19446799,0.76604934,0.55929061,0.05527771,0.18514219,1.09054884,0.00000000
-5.39369685,2.40863895,0.83774934,0.19903588,0.79340338,0.58521760,0.05657653,0.18884090,1.12466783,0.00000000
-5.38769385,2.48219144,0.84927985,0.20344331,0.81945369,0.61225821,0.05783639,0.19170233,1.15718487,0.00000000
-5.38169085,2.55392380,0.85706964,0.20771710,0.84418807,0.64063177,0.05907057,0.19369727,1.18818934,0.00000000
-5.37568784,2.62419330,0.86110670,0.21189068,0.86763120,0.67056088,0.06029383,0.19481684,1.21783073,0.00000000
-5.36968484,2.69342866,0.86146537,0.21600146,0.88983651,0.70225614,0.06152136,0.19507257,1.24630536,0.00000000
-5.36368184,2.76209003,0.85830150,0.22008764,0.91087583,0.73589901,0.06276759,0.19449554,1.27383885,0.00000000
-5.35767884,2.83062281,0.85184404,0.22418457,0.93082707,0.77162369,0.06404500,0.19313463,1.30066539,0.00000000
-5.35167584,2.89940789,0.84238335,0.22832100,0.94976095,0.80949902,0.06536279,0.19105404,1.32700504,0.00000000
-5.34567284,2.96871152,0.83025717,0.23251537,0.96772769,0.84951147,0.06672582,0.18833013,1.35304027,0.00000000
-5.33966983,3.03863806,0.81583472,0.23677246,0.98474441,0.89155028,0.06813353,0.18504784,1.37889346,0.00000000
-5.33366683,3.10908897,0.79950012,0.24108059,1.00078441,0.93539591,0.06957930,0.18129680,1.40460664,0.00000000
-5.32766383,3.17973122,0.78163589,0.24540968,1.01576904,0.98071283,0.07104993,0.17716745,1.43012526,0.00000000
-5.32166083,3.24997775,0.76260745,0.24971028,1.02956296,1.02704731,0.07252559,0.17274731,1.45528685,0.00000000
-5.31565783,3.31898209,0.74274956,0.25391378,1.04197321,1.07383089,0.07398014,0.16811761,1.47981594,0.00000000
-5.30965483,3.38564824,0.72235517,0.25793370,1.05275243,1.12038980,0.07538179,0.16335050,1.50332565,0.00000000
-5.30365183,3.44865634,0.70166741,0.26166828,1.06160627,1.16596024,0.07669412,0.15850685,1.52532624,0.00000000
-5.29764882,3.50650326,0.68087489,0.26500407,1.06820456,1.20970916,0.07787751,0.15363492,1.54524054,0.00000000
-5.29164582,3.55755666,0.66011044,0.26782045,1.07219589,1.25075983,0.07889071,0.14876970,1.56242548,0.00000000
-5.28564282,3.60011991,0.63945318,0.26999493,1.07322469,1.28822111,0.07969263,0.14393316,1.57619882,0.00000000
-5.27963982,3.63250475,0.61893354,0.27140873,1.07094996,1.32121921,0.08024427,0.13913512,1.58586971,0.00000000
-5.27363682,3.65310791,0.59854084,0.27195267,1.06506454,1.34893047,0.08051054,0.13437481,1.59077148,0.00000000
-5.26763382,3.66048759,0.57823272,0.27153271,1.05531381,1.37061346,0.08046205,0.12964288,1.59029486,0.00000000
-5.26163082,3.65343573,0.55794582,0.27007512,1.04151282,1.38563903,0.08007661,0.12492379,1.58391992,0.00000000
-5.25562781,3.63104220,0.53760685,0.26753079,1.02356069,1.39351666,0.07934049,0.12019835,1.57124496,0.00000000
-5.24962481,3.59274735,0.51714351,0.26387862,1.00145171,1.39391580,0.07824934,0.11544625,1.55201077,0.00000000
-5.24362181,3.53838029,0.49649440,0.25912764,0.97528219,1.38668116,0.07680863,0.11064849,1.52611905,0.00000000
-5.23761881,3.46818078,0.47561765,0.25331791,0.94525306,1.37184119,0.07503378,0.10578946,1.49364398,0.00000000
-5.23161581,3.38280370,0.45449751,0.24652001,0.91166777,1.34960940,0.07294973,0.10085870,1.45483646,0.00000000
-5.22561281,3.28330610,0.43314889,0.23883332,0.87492581,1.32037827,0.07059025,0.09585217,1.41012079,0.00000000
-5.21960980,3.17111756,0.41161963,0.23038305,0.83551222,1.28470649,0.06799676,0.09077297,1.36008416,0.00000000
-5.21360680,3.04799566,0.38999046,0.22131622,0.79398358,1.24329986,0.06521700,0.08563164,1.30545949,0.00000000
-5.20760380,2.91596891,0.36837288,0.21179691,0.75095130,1.19698703,0.06230334,0.08044591,1.24710268,0.00000000
-5.20160080,2.77727014,0.34690521,0.20200080,0.70706304,1.14669129,0.05931106,0.07524000,1.18596533,0.00000000
-5.19559780,2.63426371,0.32574711,0.19210951,0.66298310,1.09339973,0.05629648,0.07004363,1.12306443,0.00000000
-5.18959480,2.48936988,0.30507304,0.18230477,0.61937271,1.03813123,0.05331521,0.06489071,1.05945038,0.00000000
-5.18359180,2.34498977,0.28506506,0.17276287,0.57687108,0.98190467,0.05042044,0.05981786,0.99617478,0.00000000
-5.17758879,2.20343409,0.26590532,0.16364938,0.53607781,0.92570873,0.04766140,0.05486286,0.93425929,0.00000000
-5.17158579,2.06685814,0.24776885,0.15511458,0.49753739,0.87047440,0.04508203,0.05006311,0.87466678,0.00000000
-5.16558279,1.93720556,0.23081671,0.14728952,0.46172624,0.81705109,0.04271996,0.04545419,0.81827569,0.00000000
-5.15957979,1.81616208,0.21519002,0.14028290,0.42904239,0.76618711,0.04060566,0.04106860,0.76585840,0.00000000
-5.15357679,1.70512051,0.20100499,0.13417886,0.39979821,0.71851487,0.03876194,0.03693467,0.71806397,0.00000000
-5.14757379,1.60515722,0.18834904,0.12903554,0.37421605,0.67454103,0.03720370,0.03307573,0.67540564,0.00000000
-5.14157079,1.51701995,0.17727822,0.12488461,0.35242661,0.63464141,0.03593793,0.02950959,0.63825303,0.00000000
-5.13556778,1.44112634,0.16781578,0.12173147,0.33447001,0.59906054,0.03496395,0.02624820,0.60682888,0.00000000
-5.12956478,1.37757223,0.15995192,0.11955619,0.32029913,0.56791513,0.03427380,0.02329764,0.58121003,0.00000000
-5.12356178,1.32614837,0.15364468,0.11831509,0.30978498,0.54120125,0.03385287,0.02065825,0.56133224,0.00000000
-5.11755878,1.28636436,0.14882172,0.11794281,0.30272381,0.51880422,0.03368059,0.01832500,0.54699838,0.00000000
-5.11155578,1.25747819,0.14538296,0.11835476,0.29884549,0.50051076,0.03373123,0.01628804,0.53788939,0.00000000
-5.10555278,1.23853012,0.14320388,0.11944998,0.29782300,0.48602271,0.03397478,0.01453326,0.53357765,0.00000000
-5.09954977,1.22837954,0.14213937,0.12111416,0.29928269,0.47497172,0.03437790,0.01304305,0.53354214,0.00000000
-5.09354677,1.22574370,0.14202797,0.12322285,0.30281503,0.46693433,0.03490477,0.01179700,0.53718498,0.00000000
-5.08754377,1.22923717,0.14269633,0.12564476,0.30798561,0.46144708,0.03551812,0.01077266,0.54384902,0.00000000
-5.08154077,1.23741128,0.14396384,0.12824507,0.31434623,0.45802125,0.03618003,0.00994632,0.55283597,0.00000000
-5.07553777,1.24879265,0.14564732,0.13088876,0.32144588,0.45615690,0.03685293,0.00929363,0.56342478,0.00000000
-5.06953477,1.26192036,0.14756557,0.13344377,0.32884132,0.45535615,0.03750034,0.00879032,0.57488995,0.00000000
-5.06353177,1.27538091,0.14954379,0.13578408,0.33610721,0.45513530,0.03808775,0.00841274,0.58651942,0.00000000
-5.05752876,1.28784076,0.15141779,0.13779260,0.34284555,0.45503595,0.03858328,0.00813842,0.59763170,0.00000000
-5.05152576,1.29807566,0.15303777,0.13936372,0.34869426,0.45463482,0.03895838,0.00794650,0.60759192,0.00000000
-5.04552276,1.30499655,0.15427184,0.14040571,0.35333467,0.45355222,0.03918839,0.00781813,0.61582643,0.00000000
-5.03951976,1.30767146,0.15500888,0.14084258,0.35649785,0.45145927,0.03925303,0.00773676,0.62183568,0.00000000
-5.03351676,1.30534300,0.15516105,0.14061562,0.35796954,0.44808348,0.03913672,0.00768842,0.62520499,0.00000000
-5.02751376,1.29744118,0.15466558,0.13968451,0.35759363,0.44321298,0.03882892,0.00766193,0.62561291,0.00000000
-5.02151076,1.28359115,0.15348598,0.13802787,0.35527403,0.43669911,0.03832416,0.00764900,0.62283708,0.00000000
-5.01550775,1.26361583,0.15161260,0.13564332,0.35097494,0.42845733,0.03762208,0.00764432,0.61675717,0.00000000
-5.00950475,1.23753329,0.14906250,0.13254706,0.34471951,0.41846665,0.03672732,0.00764562,0.60735505,0.00000000
-5.00350175,1.20554913,0.14587870,0.12877291,0.33658695,0.40676738,0.03564917,0.00765367,0.59471205,0.00000000
-4.99749875,1.16804400,0.14212884,0.12437094,0.32670819,0.39345736,0.03440127,0.00767216,0.57900348,0.00000000
-4.99149575,1.12555686,0.13790319,0.11940565,0.31526029,0.37868685,0.03300106,0.00770769,0.56049066,0.00000000
-4.98549275,1.07876451,0.13331229,0.11395385,0.30245989,0.36265214,0.03146923,0.00776956,0.53951064,0.00000000
-4.97948974,1.02845823,0.12848407,0.10810226,0.28855572,0.34558818,0.02982903,0.00786966,0.51646425,0.00000000
-4.97348674,0.97551830,0.12356072,0.10194497,0.27382073,0.32776038,0.02810566,0.00802223,0.49180263,0.00000000
-4.96748374,0.92088741,0.11869535,0.09558086,0.25854400,0.30945601,0.02632548,0.00824364,0.46601306,0.00000000
-4.96148074,0.86554374,0.11404852,0.08911102,0.24302262,0.29097535,0.02451535,0.00855209,0.43960439,0.00000000
-4.95547774,0.81047482,0.10978467,0.08263632,0.22755398,0.27262292,0.02270199,0.00896733,0.41309267,0.00000000
-4.94947474,0.75665278,0.10606875,0.07625519,0.21242863,0.25469913,0.02091131,0.00951034,0.38698745,0.00000000
-4.94347174,0.70501180,0.10306286,0.07006165,0.19792377,0.23749250,0.01916797,0.01020289,0.36177912,0.00000000
-4.93746873,0.65642821,0.10092306,0.06414368,0.18429780,0.22127271,0.01749482,0.01106723,0.33792768,0.00000000
-4.93146573,0.61170367,0.09979646,0.05858185,0.17178562,0.20628466,0.01591266,0.01212555,0.31585311,0.00000000
-4.92546273,0.57155164,0.09981848,0.05344841,0.16059511,0.19274358,0.01443988,0.01339957,0.29592758,0.00000000
-4.91945973,0.53658704,0.10111032,0.04880658,0.15090445,0.18083126,0.01309236,0.01491003,0.27846944,0.00000000
-4.91345673,0.50731905,0.10377666,0.04471017,0.14286038,0.17069348,0.01188335,0.01667608,0.26373906,0.00000000
-4.90745373,0.48414678,0.10790359,0.04120347,0.13657729,0.16243845,0.01082347,0.01871477,0.25193634,0.00000000
-4.90145073,0.46735743,0.11355666,0.03832125,0.13213692,0.15613629,0.00992073,0.02104039,0.24319984,0.00000000
-4.89544772,0.45712649,0.12077917,0.03608896,0.12958869,0.15181943,0.00918065,0.02366389,0.23760712,0.00000000
-4.88944472,0.45351966,0.12959053,0.03452294,0.12895036,0.14948371,0.00860635,0.02659224,0.23517632,0.00000000
-4.88344172,0.45649596,0.13998488,0.03363067,0.13020902,0.14909020,0.00819868,0.02982778,0.23586860,0.00000000
-4.87743872,0.46591179,0.15192986,0.03341097,0.13332230,0.15056747,0.00795631,0.03336768,0.23959126,0.00000000
-4.87143572,0.48152557,0.16536562,0.03385423,0.13821966,0.15381435,0.00787588,0.03720338,0.24620143,0.00000000
-4.86543272,0.50300298,0.18020416,0.03494243,0.14480373,0.15870290,0.00795209,0.04132012,0.25551018,0.00000000
-4.85942971,0.52992255,0.19632904,0.03664929,0.15295184,0.16508170,0.00817777,0.04569665,0.26728687,0.00000000
-4.85342671,0.56178180,0.21359552,0.03894023,0.16251753,0.17277934,0.00854392,0.05030497,0.28126382,0.00000000
-4.84742371,0.59800398,0.23183135,0.04177243,0.17333228,0.18160804,0.00903985,0.05511034,0.29714126,0.00000000
-4.84142071,0.63794570,0.25083815,0.04509490,0.18520747,0.19136751,0.00965314,0.06007146,0.31459251,0.00000000
-4.83541771,0.68090572,0.27039363,0.04884869,0.19793662,0.20184892,0.01036979,0.06514082,0.33326961,0.00000000
-4.82941471,0.72613501,0.29025455,0.05296725,0.21129801,0.21283912,0.01117432,0.07026542,0.35280921,0.00000000
-4.82341171,0.77284849,0.31016066,0.05737699,0.22505784,0.22412500,0.01204985,0.07538764,0.37283897,0.00000000
-4.81740870,0.82023848,0.32983942,0.06199813,0.23897385,0.23549808,0.01297837,0.08044642,0.39298448,0.00000000
-4.81140570,0.86748994,0.34901168,0.06674582,0.25279942,0.24675930,0.01394091,0.08537870,0.41287652,0.00000000
-4.80540270,0.91379746,0.36739803,0.07153157,0.26628833,0.25772384,0.01491788,0.09012104,0.43215875,0.00000000
-4.79939970,0.95838366,0.38472583,0.07626500,0.27919979,0.26822612,0.01588943,0.09461146,0.45049576,0.00000000
-4.79339670,1.00051868,0.40073665,0.08085577,0.29130396,0.27812469,0.01683584,0.09879140,0.46758114,0.00000000
-4.78739370,1.03954021,0.41519386,0.08521581,0.30238755,0.28730693,0.01773797,0.10260775,0.48314550,0.00000000
-4.78139070,1.07487336,0.42789023,0.08926159,0.31225944,0.29569348,0.01857777,0.10601483,0.49696408,0.00000000
-4.77538769,1.10604950,0.43865499,0.09291654,0.32075610,0.30324213,0.01933872,0.10897629,0.50886376,0.00000000
-4.76938469,1.13272332,0.44736018,0.09611330,0.32774640,0.30995105,0.02000634,0.11146682,0.51872897,0.00000000
-4.76338169,1.15468715,0.45392601,0.09879586,0.33313587,0.31586108,0.02056861,0.11347354,0.52650638,0.00000000
-4.75737869,1.17188166,0.45832467,0.10092135,0.33686984,0.32105712,0.02101633,0.11499704,0.53220787,0.00000000
-4.75137569,1.18440230,0.46058265,0.10246155,0.33893543,0.32566814,0.02134345,0.11605192,0.53591168,0.00000000
-4.74537269,1.19250064,0.46078107,0.10340382,0.33936227,0.32986599,0.02154724,0.11666688,0.53776138,0.00000000
-4.73936968,1.19658048,0.45905404,0.10375155,0.33822168,0.33386283,0.02162837,0.11688416,0.53796271,0.00000000
-4.73336668,1.19718822,0.45558503,0.10352399,0.33562436,0.33790705,0.02159086,0.11675849,0.53677808,0.00000000
-4.72736368,1.19499783,0.45060116,0.10275553,0.33171665,0.34227795,0.02144194,0.11635542,0.53451898,0.00000000
-4.72136068,1.19079063,0.44436572,0.10149435,0.32667538,0.34727907,0.02119173,0.11574913,0.53153638,0.00000000
-4.71535768,1.18543052,0.43716903,0.09980060,0.32070154,0.35323042,0.02085285,0.11501981,0.52820943,0.00000000
-4.70935468,1.17983549,0.42931815,0.09774405,0.31401310,0.36045992,0.02043990,0.11425064,0.52493292,0.00000000
-4.70335168,1.17494658,0.42112570,0.09540146,0.30683703,0.36929407,0.01996887,0.11352453,0.52210388,0.00000000
-4.69734867,1.17169541,0.41289834,0.09285367,0.29940122,0.38004846,0.01945654,0.11292079,0.52010792,0.00000000
-4.69134567,1.17097166,0.40492546,0.09018260,0.29192630,0.39301813,0.01891980,0.11251177,0.51930581,0.00000000
-4.68534267,1.17359184,0.39746851,0.08746830,0.28461805,0.40846838,0.01837500,0.11235977,0.52002092,0.00000000
-4.67933967,1.18027067,0.39075151,0.08478611,0.27766050,0.42662609,0.01783733,0.11251425,0.52252803,0.00000000
-4.67333667,1.19159620,0.38495321,0.08220419,0.27121017,0.44767202,0.01732030,0.11300950,0.52704393,0.00000000
-4.66733367,1.20800977,0.38020121,0.07978138,0.26539159,0.47173423,0.01683520,0.11386302,0.53372031,0.00000000
-4.66133067,1.22979150,0.37656840,0.07756554,0.26029448,0.49888281,0.01639083,0.11507447,0.54263910,0.00000000
-4.65532766,1.25705194,0.37407183,0.07559253,0.25597241,0.52912611,0.01599318,0.11662549,0.55381049,0.00000000
-4.64932466,1.28972990,0.37267405,0.07388560,0.25244322,0.56240845,0.01564535,0.11848027,0.56717370,0.00000000
-4.64332166,1.32759664,0.37228692,0.07245551,0.24969098,0.59860942,0.01534755,0.12058692,0.58260029,0.00000000
