energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.85592796,6.74654981,0.46482325,1.86651057,0.03434445,0.56703947,2.42804223,1.74459894,0.03081981,2.52663058
-5.84992496,6.78331723,0.46809577,1.87278990,0.03454510,0.56675845,2.44510734,1.75819478,0.03100769,2.54714929
-5.84392196,6.81837704,0.47109639,1.87766441,0.03473383,0.56638317,2.45959232,1.77234873,0.03118473,2.56749592
-5.83791896,6.84974041,0.47365048,1.88076050,0.03489005,0.56577796,2.47080548,1.78642583,0.03134129,2.58681992
-5.83191596,6.87566957,0.47561763,1.88176668,0.03499520,0.56482664,2.47817212,1.79984621,0.03146931,2.60437151
-5.82591296,6.89472730,0.47689474,1.88044558,0.03503339,0.56343572,2.48124972,1.81210102,0.03156261,2.61952001
-5.81990995,6.90581452,0.47741734,1.87664388,0.03499191,0.56153669,2.47973791,1.82276535,0.03161717,2.63176651
-5.81390695,6.90819428,0.47715930,1.87029932,0.03486159,0.55908743,2.47348261,1.83150747,0.03163133,2.64075062
-5.80790395,6.90150138,0.47613089,1.86144480,0.03463713,0.55607272,2.46247446,1.83809415,0.03160586,2.64625111
-5.80190095,6.88573728,0.47437529,1.85020899,0.03431713,0.55250369,2.44684159,1.84239187,0.03154396,2.64818067
-5.79589795,6.86125089,0.47196399,1.83681350,0.03390402,0.54841643,2.42683719,1.84436392,0.03145116,2.64657520
-5.78989495,6.82870627,0.46899101,1.82156667,0.03340391,0.54386959,2.40282269,1.84406369,0.03133506,2.64157844
-5.78389195,6.78903895,0.46556659,1.80485417,0.03282617,0.53894130,2.37524741,1.84162448,0.03120507,2.63342291
-5.77788894,6.74340337,0.46181042,1.78712676,0.03218302,0.53372536,2.34462583,1.83724639,0.03107195,2.62240822
-5.77188594,6.69311393,0.45784494,1.76888591,0.03148893,0.52832705,2.31151377,1.83118104,0.03094742,2.60887814
-5.76588294,6.63958275,0.45378885,1.75066776,0.03076000,0.52285863,2.27648453,1.82371492,0.03084360,2.59319762
-5.75987994,6.58425720,0.44975140,1.73302622,0.03001330,0.51743475,2.24010649,1.81515210,0.03077251,2.57573101
-5.75387694,6.52856014,0.44582746,1.71651606,0.02926617,0.51216809,2.20292294,1.80579730,0.03074553,2.55682260
-5.74787394,6.47383570,0.44209369,1.70167661,0.02853558,0.50716529,2.16543530,1.79594005,0.03077287,2.53678041
-5.74187094,6.42130286,0.43860604,1.68901686,0.02783751,0.50252344,2.12809025,1.78584061,0.03086318,2.51586402
-5.73586793,6.37201873,0.43539846,1.67900258,0.02718643,0.49832722,2.09127124,1.77571841,0.03102307,2.49427666
-5.72986493,6.32685270,0.43248291,1.67204592,0.02659482,0.49464683,2.05529446,1.76574330,0.03125690,2.47216196
-5.72386193,6.28647210,0.42985071,1.66849779,0.02607286,0.49153676,2.02040921,1.75603000,0.03156648,2.44960507
-5.71785893,6.25133924,0.42747482,1.66864327,0.02562816,0.48903543,1.98680214,1.74663591,0.03195103,2.42663781
-5.71185593,6.22171915,0.42531318,1.67269993,0.02526566,0.48716556,1.95460479,1.73756206,0.03240716,2.40324724
-5.70585293,6.19769671,0.42331262,1.68081897,0.02498759,0.48593536,1.92390365,1.72875719,0.03292901,2.37938691
-5.69984992,6.17920156,0.42141329,1.69308883,0.02479360,0.48534031,1.89475182,1.72012439,0.03350844,2.35498976
-5.69384692,6.16603863,0.41955317,1.70954074,0.02468088,0.48536538,1.86718122,1.71152995,0.03413539,2.32998187
-5.68784392,6.15792209,0.41767259,1.73015577,0.02464446,0.48598760,1.84121458,1.70281381,0.03479822,2.30429594
-5.68184092,6.15451042,0.41571839,1.75487278,0.02467746,0.48717872,1.81687617,1.69380097,0.03548421,2.27788378
-5.67583792,6.15544042,0.41364754,1.78359661,0.02477150,0.48890788,1.79420070,1.68431315,0.03618002,2.25072687
-5.66983492,6.16035804,0.41143008,1.81620595,0.02491702,0.49114402,1.77323963,1.67418021,0.03687219,2.22284446
-5.66383192,6.16894456,0.40905134,1.85256046,0.02510364,0.49385804,1.75406479,1.66325056,0.03754770,2.19429876
-5.65782891,6.18093661,0.40651313,1.89250670,0.02532058,0.49702445,1.73676886,1.65140021,0.03819438,2.16519695
-5.65182591,6.19613949,0.40383420,1.93588258,0.02555695,0.50062260,1.72146304,1.63854000,0.03880137,2.13569007
-5.64582291,6.21443330,0.40104974,1.98252030,0.02580203,0.50463730,1.70827202,1.62462061,0.03935953,2.10596882
-5.63981991,6.23577235,0.39821011,2.03224769,0.02604562,0.50905900,1.69732683,1.60963549,0.03986165,2.07625685
-5.63381691,6.26017831,0.39537899,2.08488830,0.02627815,0.51388350,1.68875596,1.59362136,0.04030274,2.04680182
-5.62781391,6.28772836,0.39263085,2.14026041,0.02649095,0.51911127,1.68267575,1.57665667,0.04068011,2.01786505
-5.62181091,6.31853977,0.39004821,2.19817542,0.02667633,0.52474648,1.67918055,1.55885809,0.04099344,1.98971044
-5.61580790,6.35275248,0.38771856,2.25843614,0.02682765,0.53079593,1.67833352,1.54037552,0.04124468,1.96259324
-5.60980490,6.39051137,0.38573134,2.32083541,0.02693944,0.53726793,1.68015870,1.52138582,0.04143797,1.93674969
-5.60380190,6.43194995,0.38417498,2.38515557,0.02700735,0.54417130,1.68463512,1.50208599,0.04157940,1.91238786
-5.59779890,6.47717684,0.38313417,2.45116912,0.02702820,0.55151450,1.69169317,1.48268601,0.04167682,1.88968046
-5.59179590,6.52626618,0.38268748,2.51864087,0.02699993,0.55930510,1.70121379,1.46340192,0.04173947,1.86875991
-5.58579290,6.57925270,0.38290542,2.58733173,0.02692158,0.56754949,1.71303033,1.44444945,0.04177775,1.84971599
-5.57978989,6.63613170,0.38384888,2.65700396,0.02679325,0.57625286,1.72693323,1.42603853,0.04180281,1.83259596
-5.57378689,6.69686362,0.38556802,2.72742772,0.02661601,0.58541953,1.74267707,1.40836882,0.04182624,1.81740719
-5.56778389,6.76138247,0.38810163,2.79838849,0.02639191,0.59505324,1.75998953,1.39162639,0.04185975,1.80412185
-5.56178089,6.82960694,0.39147671,2.86969465,0.02612384,0.60515770,1.77858175,1.37598142,0.04191485,1.79268327
-5.55577789,6.90145251,0.39570845,2.94118470,0.02581555,0.61573686,1.79815932,1.36158686,0.04200248,1.78301330
-5.54977489,6.97684304,0.40080031,3.01273309,0.02547146,0.62679505,1.81843311,1.34857776,0.04213282,1.77502014
-5.54377189,7.05571983,0.40674420,3.08425424,0.02509669,0.63833675,1.83912921,1.33707098,0.04231492,1.76860583
-5.53776888,7.13804652,0.41352072,3.15570371,0.02469686,0.65036580,1.85999733,1.32716501,0.04255649,1.76367282
-5.53176588,7.22380865,0.42109929,3.22707634,0.02427803,0.66288420,1.88081703,1.31893954,0.04286367,1.76012909
-5.52576288,7.31300664,0.42943827,3.29840074,0.02384656,0.67589020,1.90140137,1.31245459,0.04324077,1.75789128
-5.51975988,7.40564211,0.43848496,3.36973034,0.02340898,0.68937600,1.92159777,1.30774892,0.04369009,1.75688574
-5.51375688,7.50169773,0.44817550,3.44113103,0.02297179,0.70332489,1.94128615,1.30483785,0.04421177,1.75704726
-5.50775388,7.60111160,0.45843486,3.51266617,0.02254137,0.71770825,1.96037442,1.30371031,0.04480357,1.75831570
-5.50175088,7.70374779,0.46917681,3.58437957,0.02212376,0.73248237,1.97879187,1.30432543,0.04546083,1.76063082
-5.49574787,7.80936521,0.48030412,3.65627773,0.02172454,0.74758558,1.99648107,1.30660898,0.04617641,1.76392583
-5.48974487,7.91758747,0.49170903,3.72831245,0.02134867,0.76293571,2.01338891,1.31044998,0.04694067,1.76812023
-5.48374187,8.02787638,0.50327411,3.80036530,0.02100036,0.77842839,2.02945767,1.31569783,0.04774156,1.77311273
-5.47773887,8.13951204,0.51487356,3.87223513,0.02068299,0.79393632,2.04461690,1.32216069,0.04856480,1.77877483
-5.47173587,8.25158194,0.52637511,3.94363003,0.02039900,0.80930963,2.05877689,1.32960526,0.04939413,1.78494595
-5.46573287,8.36298124,0.53764243,4.01416465,0.02014988,0.82437769,2.07182433,1.33775851,0.05021165,1.79143061
-5.45972986,8.47242562,0.54853815,4.08336361,0.01993619,0.83895226,2.08362073,1.34631152,0.05099829,1.79799805
-5.45372686,8.57847728,0.55892732,4.15067138,0.01975755,0.85283194,2.09400366,1.35492569,0.05173429,1.80438476
-5.44772386,8.67958388,0.56868127,4.21546852,0.01961277,0.86580795,2.10279109,1.36324117,0.05239983,1.81029977
-5.44172086,8.77412900,0.57768166,4.27709376,0.01949993,0.87767084,2.10978841,1.37088727,0.05297568,1.81543278
-5.43571786,8.86049220,0.58582464,4.33487096,0.01941656,0.88821794,2.11479782,1.37749465,0.05344385,1.81946457
-5.42971486,8.93711559,0.59302471,4.38813972,0.01935974,0.89726114,2.11762940,1.38270861,0.05378827,1.82207921
-5.42371186,9.00257350,0.59921831,4.43628787,0.01932633,0.90463459,2.11811314,1.38620285,0.05399544,1.82297747
-5.41770885,9.05564137,0.60436662,4.47878418,0.01931313,0.91020197,2.11611102,1.38769306,0.05405498,1.82189054
-5.41170585,9.09535972,0.60845767,4.51520932,0.01931703,0.91386276,2.11152838,1.38694949,0.05396015,1.81859318
-5.40570285,9.12108957,0.61150740,4.54528319,0.01933517,0.91555732,2.10432366,1.38380786,0.05370817,1.81291571
-5.39969985,9.13255569,0.61355956,4.56888696,0.01936508,0.91527037,2.09451585,1.37817786,0.05330046,1.80475378
-5.39369685,9.12987496,0.61468456,4.58607841,0.01940475,0.91303267,2.08218908,1.37004875,0.05274269,1.79407563
-5.38769385,9.11356780,0.61497706,4.59709950,0.01945268,0.90892082,2.06749399,1.35949167,0.05204466,1.78092612
-5.38169085,9.08455183,0.61455255,4.60237547,0.01950790,0.90305512,2.05064580,1.34665845,0.05122007,1.76542749
-5.37568784,9.04411746,0.61354295,4.60250539,0.01956996,0.89559565,2.03191905,1.33177695,0.05028608,1.74777655
-5.36968484,8.99388663,0.61209144,4.59824449,0.01963883,0.88673669,2.01163942,1.31514302,0.04926275,1.72823869
-5.36368184,8.93575657,0.61034683,4.59047887,0.01971480,0.87669985,1.99017300,1.29710957,0.04817235,1.70713885
-5.35767884,8.87183121,0.60845757,4.58019396,0.01979839,0.86572620,1.96791371,1.27807326,0.04703868,1.68484997
-5.35167584,8.80434360,0.60656585,4.56843807,0.01989016,0.85406783,1.94526950,1.25845935,0.04588617,1.66177963
-5.34567284,8.73557317,0.60480194,4.55628277,0.01999057,0.84197922,1.92264806,1.23870569,0.04473919,1.63835530
-5.33966983,8.66776157,0.60327909,4.54478199,0.02009982,0.82970879,1.90044293,1.21924632,0.04362117,1.61500925
-5.33366683,8.60303107,0.60208917,4.53493175,0.02021772,0.81749108,1.87902037,1.20049576,0.04255389,1.59216353
-5.32766383,8.54330916,0.60129925,4.52763215,0.02034355,0.80553983,1.85870794,1.18283443,0.04155688,1.57021580
-5.32166083,8.49026240,0.60094928,4.52365359,0.02047597,0.79404220,1.83978488,1.16659604,0.04064681,1.54952669
-5.31565783,8.44524233,0.60105090,4.52360824,0.02061296,0.78315430,1.82247485,1.15205734,0.03983712,1.53040889
-5.30965483,8.40924524,0.60158747,4.52792826,0.02075183,0.77299819,1.80694105,1.13943066,0.03913774,1.51311869
-5.30365183,8.38288702,0.60251518,4.53685131,0.02088921,0.76366031,1.79328376,1.12885939,0.03855494,1.49784985
-5.29764882,8.36639371,0.60376531,4.55041381,0.02102117,0.75519132,1.78154018,1.12041660,0.03809130,1.48473019
-5.29164582,8.35960729,0.60524742,4.56845220,0.02114330,0.74760729,1.77168643,1.11410651,0.03774591,1.47382066
-5.28564282,8.36200605,0.60685335,4.59061170,0.02125089,0.74089192,1.76364129,1.10986879,0.03751453,1.46511697
-5.27963982,8.37273787,0.60846179,4.61636217,0.02133911,0.73499983,1.75727147,1.10758529,0.03738998,1.45855339
-5.27363682,8.39066460,0.60994337,4.64502024,0.02140324,0.72986054,1.75239795,1.10708862,0.03736256,1.45400851
-5.26763382,8.41441527,0.61116584,4.67577652,0.02143886,0.72538298,1.74880321,1.10817237,0.03742047,1.45131267
-5.26163082,8.44244549,0.61199935,4.70772682,0.02144209,0.72146030,1.74623884,1.11060216,0.03755040,1.45025649
-5.25562781,8.47310059,0.61232145,4.73990607,0.02140977,0.71797480,1.74443342,1.11412711,0.03773796,1.45060032
-5.24962481,8.50467974,0.61202171,4.77132340,0.02133970,0.71480278,1.74310034,1.11849115,0.03796824,1.45208402
-5.24362181,8.53549856,0.61100581,4.80099733,0.02123071,0.71181912,1.74194550,1.12344366,0.03822629,1.45443679
-5.23761881,8.56394797,0.60919879,4.82798946,0.02108282,0.70890151,1.74067459,1.12874901,0.03849755,1.45738659
-5.23161581,8.58854715,0.60654760,4.85143576,0.02089726,0.70593422,1.73900003,1.13419460,0.03876821,1.46066881
-5.22561281,8.60798898,0.60302261,4.87057435,0.02067647,0.70281127,1.73664745,1.13959705,0.03902558,1.46403404
-5.21960980,8.62117662,0.59861819,4.88476886,0.02042403,0.69943898,1.73336155,1.14480653,0.03925832,1.46725449
-5.21360680,8.62725043,0.59335232,4.89352690,0.02014453,0.69573797,1.72891155,1.14970895,0.03945660,1.47012905
-5.20760380,8.62560471,0.58726527,4.89651321,0.01984341,0.69164439,1.72309585,1.15422608,0.03961226,1.47248675
-5.20160080,8.61589446,0.58041738,4.89355731,0.01952678,0.68711062,1.71574625,1.15831382,0.03971883,1.47418875
-5.19559780,8.59803242,0.57288612,4.88465578,0.01920110,0.68210531,1.70673127,1.16195867,0.03977148,1.47512875
-5.18959480,8.57217741,0.56476252,4.86996939,0.01887299,0.67661289,1.69595890,1.16517284,0.03976704,1.47523193
-5.18359180,8.53871510,0.55614723,4.84981568,0.01854893,0.67063264,1.68337836,1.16798828,0.03970380,1.47445275
-5.17758879,8.49823262,0.54714626,4.82465748,0.01823501,0.66417725,1.66898110,1.17045006,0.03958143,1.47277158
-5.17158579,8.45148867,0.53786677,4.79508819,0.01793674,0.65727118,1.65280081,1.17260959,0.03940080,1.47019067
-5.16558279,8.39938087,0.52841295,4.76181449,0.01765878,0.64994867,1.63491247,1.17451804,0.03916377,1.46672964
-5.15957979,8.34291198,0.51888235,4.72563746,0.01740487,0.64225175,1.61543046,1.17622041,0.03887309,1.46242073
-5.15357679,8.28315662,0.50936263,4.68743264,0.01717770,0.63422810,1.59450566,1.17775062,0.03853216,1.45730430
-5.14757379,8.22122987,0.49992907,4.64812995,0.01697885,0.62592906,1.57232163,1.17912798,0.03814490,1.45142466
-5.14157079,8.15825891,0.49064274,4.60869377,0.01680889,0.61740772,1.54909005,1.18035510,0.03771565,1.44482664
-5.13556778,8.09535842,0.48154958,4.57010396,0.01666738,0.60871727,1.52504529,1.18141745,0.03724900,1.43755293
-5.12956478,8.03361031,0.47268025,4.53333776,0.01655304,0.59990962,1.50043854,1.18228467,0.03674976,1.42964241
-5.12356178,7.97404780,0.46405073,4.49935310,0.01646391,0.59103429,1.47553139,1.18291322,0.03622289,1.42112945
-5.11755878,7.91764366,0.45566373,4.46907305,0.01639752,0.58213764,1.45058930,1.18325045,0.03567343,1.41204419
-5.11155578,7.86530213,0.44751058,4.44337162,0.01635115,0.57326246,1.42587488,1.18323972,0.03510653,1.40241365
-5.10555278,7.81785369,0.43957366,4.42306062,0.01632199,0.56444779,1.40164144,1.18282596,0.03452740,1.39226354
-5.09954977,7.77605192,0.43182902,4.40887755,0.01630739,0.55572901,1.37812680,1.18196167,0.03394132,1.38162052
-5.09354677,7.74057155,0.42424928,4.40147433,0.01630501,0.54713812,1.35554758,1.18061251,0.03335366,1.37051469
-5.08754377,7.71200668,0.41680627,4.40140693,0.01631296,0.53870418,1.33409431,1.17876231,0.03276985,1.35898205
-5.08154077,7.69086867,0.40947372,4.40912568,0.01632996,0.53045373,1.31392717,1.17641702,0.03219535,1.34706666
-5.07553777,7.67758300,0.40222945,4.42496658,0.01635533,0.52241128,1.29517278,1.17360733,0.03163566,1.33482222
-5.06953477,7.67248489,0.39505720,4.44914371,0.01638906,0.51459974,1.27792201,1.17038968,0.03109621,1.32231309
-5.06353177,7.67581366,0.38794806,4.48174305,0.01643175,0.50704059,1.26222878,1.16684552,0.03058233,1.30961432
-5.05752876,7.68770618,0.38090126,4.52271806,0.01648455,0.49975413,1.24811005,1.16307896,0.03009915,1.29681092
-5.05152576,7.70818977,0.37392453,4.57188748,0.01654902,0.49275935,1.23554684,1.15921275,0.02965150,1.28399622
-5.04552276,7.73717553,0.36703399,4.62893582,0.01662700,0.48607377,1.22448631,1.15538284,0.02924379,1.27126939
-5.03951976,7.77445268,0.36025356,4.69341675,0.01672046,0.47971310,1.21484484,1.15173195,0.02887989,1.25873241
-5.03351676,7.81968505,0.35361406,4.76475993,0.01683133,0.47369075,1.20651190,1.14840234,0.02856304,1.24648647
-5.02751376,7.87241044,0.34715209,4.84228129,0.01696130,0.46801735,1.19935472,1.14552838,0.02829573,1.23462821
-5.02151076,7.93204368,0.34090866,4.92519682,0.01711170,0.46270017,1.19322351,1.14322928,0.02807963,1.22324592
-5.01550775,7.99788387,0.33492780,5.01263975,0.01728334,0.45774267,1.18795710,1.14160237,0.02791549,1.21241601
-5.00950475,8.06912614,0.32925512,5.10368067,0.01747642,0.45314407,1.18338875,1.14071749,0.02780316,1.20219999
-5.00350175,8.14487787,0.32393647,5.19735013,0.01769047,0.44889911,1.17935205,1.14061267,0.02774152,1.19264204
-4.99749875,8.22417907,0.31901668,5.29266286,0.01792430,0.44499801,1.17568658,1.14129140,0.02772859,1.18376748
-4.99149575,8.30602623,0.31453841,5.38864286,0.01817601,0.44142652,1.17224332,1.14272169,0.02776150,1.17558216
-4.98549275,8.38939875,0.31054119,5.48434825,0.01844307,0.43816637,1.16888943,1.14483691,0.02783668,1.16807279
-4.97948974,8.47328686,0.30706060,5.57889497,0.01872238,0.43519572,1.16551244,1.14753845,0.02794990,1.16120825
-4.97348674,8.55671958,0.30412759,5.67147819,0.01901040,0.43248999,1.16202361,1.15069992,0.02809646,1.15494176
-4.96748374,8.63879165,0.30176789,5.76139059,0.01930331,0.43002269,1.15836044,1.15417272,0.02827131,1.14921382
-4.96148074,8.71868769,0.30000158,5.84803664,0.01959715,0.42776642,1.15448819,1.15779269,0.02846924,1.14395569
-4.95547774,8.79570277,0.29884267,5.93094225,0.01988800,0.42569395,1.15040047,1.16138742,0.02868505,1.13909336
-4.94947474,8.86925808,0.29829879,6.00975937,0.02017217,0.42377920,1.14611884,1.16478386,0.02891364,1.13455153
-4.94347174,8.93891094,0.29837093,6.08426540,0.02044630,0.42199826,1.14169143,1.16781575,0.02915023,1.13025773
-4.93746873,9.00435875,0.29905325,6.15435746,0.02070755,0.42033019,1.13719072,1.17033062,0.02939042,1.12614600
-4.93146573,9.06543663,0.30033284,6.22004186,0.02095370,0.41875774,1.13271054,1.17219592,0.02963029,1.12216022
-4.92546273,9.12210892,0.30218973,6.28141948,0.02118321,0.41726776,1.12836222,1.17330392,0.02986647,1.11825674
-4.91945973,9.17445505,0.30459678,6.33866758,0.02139523,0.41585144,1.12427036,1.17357539,0.03009616,1.11440628
-4.91345673,9.22265059,0.30751989,6.39201928,0.02158967,0.41450428,1.12056787,1.17296162,0.03031713,1.11059488
-4.90745373,9.26694442,0.31091814,6.44174159,0.02176706,0.41322580,1.11739089,1.17144500,0.03052769,1.10682404
-4.90145073,9.30763330,0.31474419,6.48811309,0.02192855,0.41201899,1.11487327,1.16903798,0.03072668,1.10310988
-4.89544772,9.34503517,0.31894484,6.53140241,0.02207571,0.41088956,1.11314119,1.16578066,0.03091333,1.09948145
-4.88944472,9.37946248,0.32346171,6.57184855,0.02221044,0.40984503,1.11230761,1.16173714,0.03108723,1.09597822
-4.88344172,9.41119701,0.32823208,6.60964389,0.02233476,0.40889364,1.11246710,1.15699085,0.03124824,1.09264702
-4.87743872,9.44046731,0.33318996,6.64492063,0.02245064,0.40804327,1.11369095,1.15163918,0.03139636,1.08953844
-4.87143572,9.46743002,0.33826720,6.67774144,0.02255983,0.40730024,1.11602277,1.14578779,0.03153169,1.08670300
-4.86543272,9.49215591,0.34339480,6.70809437,0.02266367,0.40666833,1.11947479,1.13954482,0.03165431,1.08418723
-4.85942971,9.51462139,0.34850428,6.73589247,0.02276295,0.40614773,1.12402501,1.13301535,0.03176427,1.08203001
-4.85342671,9.53470594,0.35352901,6.76097794,0.02285778,0.40573436,1.12961531,1.12629652,0.03186148,1.08025924
-4.84742371,9.55219571,0.35840574,6.78313063,0.02294751,0.40541934,1.13615069,1.11947344,0.03194573,1.07888920
-4.84142071,9.56679323,0.36307592,6.80208042,0.02303069,0.40518875,1.14349980,1.11261614,0.03201666,1.07791866
-4.83541771,9.57813284,0.36748703,6.81752301,0.02310506,0.40502378,1.15149686,1.10577780,0.03207380,1.07733005
-4.82941471,9.58580140,0.37159389,6.82913839,0.02316766,0.40490120,1.15994492,1.09899416,0.03211656,1.07708963
-4.82341171,9.58936341,0.37535969,6.83661116,0.02321489,0.40479415,1.16862068,1.09228435,0.03214435,1.07714881
-4.81740870,9.58838957,0.37875696,6.83965199,0.02324270,0.40467339,1.17728062,1.08565278,0.03215657,1.07744663
-4.81140570,9.58248758,0.38176833,6.83801925,0.02324676,0.40450869,1.18566841,1.07909230,0.03215277,1.07791324
-4.80540270,9.57133393,0.38438708,6.83153985,0.02322269,0.40427064,1.19352342,1.07258811,0.03213268,1.07847426
-4.79939970,9.55470513,0.38661739,6.82012861,0.02316635,0.40393252,1.20059006,1.06612239,0.03209632,1.07905592
-4.79339670,9.53250710,0.38847444,6.80380509,0.02307403,0.40347233,1.20662754,1.05967925,0.03204413,1.07959057
-4.78739370,9.50480106,0.38998412,6.78270735,0.02294277,0.40287477,1.21141982,1.05324973,0.03197700,1.08002237
-4.78139070,9.47182469,0.39118250,6.75710177,0.02277052,0.40213316,1.21478517,1.04683652,0.03189635,1.08031275
-4.77538769,9.43400723,0.39211504,6.72738848,0.02255643,0.40125102,1.21658494,1.04045814,0.03180424,1.08044545
-4.76938469,9.39197746,0.39283540,6.69410203,0.02230095,0.40024341,1.21673119,1.03415223,0.03170333,1.08043062
-4.76338169,9.34656380,0.39340408,6.65790690,0.02200600,0.39913776,1.21519256,1.02797780,0.03159694,1.08030786
-4.75737869,9.29878596,0.39388672,6.61958803,0.02167498,0.39797417,1.21199827,1.02201619,0.03148902,1.08014784
-4.75137569,9.24983807,0.39435220,6.58003629,0.02131279,0.39680511,1.20723973,1.01637078,0.03138407,1.08005239
-4.74537269,9.20106354,0.39487051,6.54022929,0.02092576,0.39569452,1.20106978,1.01116518,0.03128712,1.08015299
-4.73936968,9.15392215,0.39551061,6.50120810,0.02052153,0.39471619,1.19369929,1.00654024,0.03120354,1.08060744
-4.73336668,9.10995046,0.39633805,6.46405053,0.02010881,0.39395158,1.18539141,1.00264975,0.03113897,1.08159516
-4.72736368,9.07071675,0.39741280,6.42984173,0.01969720,0.39348705,1.17645338,0.99965517,0.03109911,1.08331085
-4.72136068,9.03777221,0.39878701,6.39964325,0.01929686,0.39341063,1.16722644,0.99771956,0.03108957,1.08595717
-4.71535768,9.01259997,0.40050310,6.37446143,0.01891818,0.39380842,1.15807402,0.99700098,0.03111566,1.08973639
-4.70935468,8.99656415,0.40259195,6.35521635,0.01857145,0.39476080,1.14936890,0.99764574,0.03118218,1.09484167
-4.70335168,8.99086069,0.40507159,6.34271233,0.01826652,0.39633858,1.14147965,0.99978172,0.03129323,1.10144817
-4.69734867,8.99647205,0.40794611,6.33761112,0.01801241,0.39859928,1.13475717,1.00351215,0.03145202,1.10970456
-4.69134567,9.01412755,0.41120517,6.34040873,0.01781703,0.40158371,1.12952162,1.00891011,0.03166072,1.11972513
-4.68534267,9.04427100,0.41482386,6.35141675,0.01768685,0.40531301,1.12605060,1.01601398,0.03192028,1.13158317
-4.67933967,9.08703704,0.41876308,6.37074892,0.01762664,0.40978633,1.12456878,1.02482411,0.03223036,1.14530560
-4.67333667,9.14223724,0.42297039,6.39831355,0.01763929,0.41497924,1.12523962,1.03530083,0.03258925,1.16086946
-4.66733367,9.20935671,0.42738134,6.43381214,0.01772568,0.42084298,1.12815938,1.04736397,0.03299386,1.17820016
-4.66133067,9.28756164,0.43192112,6.47674438,0.01788454,0.42730472,1.13335374,1.06089379,0.03343973,1.19717180
-4.65532766,9.37571767,0.43650668,6.52641969,0.01811255,0.43426868,1.14077704,1.07573354,0.03392117,1.21760945
-4.64932466,9.47241884,0.44104901,6.58197494,0.01840430,0.44161825,1.15031423,1.09169332,0.03443132,1.23929342
-4.64332166,9.57602628,0.44545576,6.64239797,0.01875250,0.44921899,1.16178536,1.10855539,0.03496242,1.26196531
