energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.67583792,3.67111913,0.20484595,0.15288488,0.00120003,1.48600488,0.08113168,0.61523612,1.50336383,1.61627054
-5.66983492,3.62454385,0.21512427,0.15834728,0.00123576,1.44095941,0.08306570,0.63509795,1.45067075,1.56508447
-5.66383192,3.57021237,0.22513631,0.16337438,0.00126648,1.39330032,0.08452428,0.65270981,1.39507963,1.51102398
-5.65782891,3.50999139,0.23480440,0.16791689,0.00129202,1.34421777,0.08548566,0.66790213,1.33787029,1.45541194
-5.65182591,3.44573890,0.24405951,0.17194002,0.00131243,1.29484846,0.08593980,0.68056631,1.28026949,1.39951026
-5.64582291,3.37923222,0.25284022,0.17542266,0.00132798,1.24623807,0.08588847,0.69065280,1.22341165,1.34447863
-5.63981991,3.31210459,0.26109161,0.17835644,0.00133916,1.19930953,0.08534486,0.69816767,1.16830532,1.29133970
-5.63381691,3.24579278,0.26876426,0.18074443,0.00134667,1.15483807,0.08433293,0.70316805,1.11580691,1.24095183
-5.62781391,3.18149778,0.27581353,0.18259989,0.00135142,1.11343409,0.08288633,0.70575664,1.06660223,1.19399037
-5.62181091,3.12016011,0.28219910,0.18394483,0.00135454,1.07553417,0.08104711,0.70607576,1.02119655,1.15093800
-5.61580790,3.06245029,0.28788508,0.18480873,0.00135735,1.04140042,0.07886420,0.70430125,0.97991307,1.11208402
-5.60980490,3.00877436,0.29284061,0.18522738,0.00136135,1.01112750,0.07639178,0.70063673,0.94289938,1.07753225
-5.60380190,2.95929371,0.29704113,0.18524188,0.00136824,0.98465698,0.07368749,0.69530835,0.91014125,1.04721667
-5.59779890,2.91395749,0.30047025,0.18489794,0.00137985,0.96179753,0.07081084,0.68856058,0.88148260,1.02092357
-5.59179590,2.87254552,0.30312223,0.18424545,0.00139819,0.94224999,0.06782150,0.68065299,0.85665036,0.99831887
-5.58579290,2.83471884,0.30500486,0.18333827,0.00142538,0.92563563,0.06477788,0.67185820,0.83528274,0.97897885
-5.57978989,2.80007504,0.30614270,0.18223428,0.00146366,0.91152608,0.06173581,0.66246089,0.81695925,0.96242266
-5.57378689,2.76820481,0.30658046,0.18099562,0.00151538,0.89947334,0.05874752,0.65275777,0.80123104,0.94814486
-5.56778389,2.73874675,0.30638613,0.17968895,0.00158295,0.88903832,0.05586080,0.64305818,0.78764991,0.93564642
-5.56178089,2.71143694,0.30565383,0.17838574,0.00166883,0.87981663,0.05311840,0.63368499,0.77579471,0.92446258
-5.55577789,2.68615077,0.30450598,0.17716242,0.00177549,0.87146031,0.05055766,0.62497545,0.76529396,0.91418652
-5.54977489,2.66293444,0.30309445,0.17610030,0.00190538,0.86369481,0.04821041,0.61728142,0.75584372,0.90448782
-5.54377189,2.64202453,0.30160073,0.17528517,0.00206088,0.85633036,0.04610289,0.61096880,0.74722022,0.89512510
-5.53776888,2.62385438,0.30023462,0.17480651,0.00224425,0.84926770,0.04425596,0.60641559,0.73928680,0.88595258
-5.53176588,2.60904704,0.29923160,0.17475629,0.00245757,0.84249795,0.04268532,0.60400842,0.73199511,0.87692062
-5.52576288,2.59839510,0.29884854,0.17522725,0.00270265,0.83609715,0.04140180,0.60413726,0.72538104,0.86807058
-5.51975988,2.59282827,0.29935809,0.17631081,0.00298101,0.83021584,0.04041170,0.60718838,0.71955557,0.85952462
-5.51375688,2.59337066,0.30104150,0.17809451,0.00329376,0.82506459,0.03971708,0.61353549,0.71469155,0.85147137
-5.50775388,2.60108951,0.30418030,0.18065919,0.00364152,0.82089645,0.03931611,0.62352921,0.71100711,0.84414836
-5.50175088,2.61703831,0.30904700,0.18407594,0.00402437,0.81798728,0.03920332,0.63748530,0.70874682,0.83782240
-5.49574787,2.64219682,0.31589496,0.18840292,0.00444178,0.81661517,0.03936982,0.65567197,0.70816164,0.83276907
-5.48974487,2.67741095,0.32494809,0.19368230,0.00489251,0.81704003,0.03980350,0.67829665,0.70948872,0.82925235
-5.48374187,2.72333553,0.33639047,0.19993729,0.00537458,0.81948432,0.04048919,0.70549303,0.71293212,0.82750551
-5.47773887,2.78038243,0.35035648,0.20716959,0.00588523,0.82411596,0.04140879,0.73730875,0.71864535,0.82771413
-5.47173587,2.84867674,0.36692187,0.21535727,0.00642089,0.83103410,0.04254138,0.77369440,0.72671669,0.83000202
-5.46573287,2.92802286,0.38609608,0.22445325,0.00697717,0.84025841,0.04386338,0.81449461,0.73715771,0.83442050
-5.45972986,3.01788245,0.40781635,0.23438450,0.00754895,0.85172229,0.04534866,0.85944158,0.74989574,0.84094161
-5.45372686,3.11736518,0.43194389,0.24505201,0.00813032,0.86527028,0.04696873,0.90815176,0.76477052,0.84945522
-5.44772386,3.22523325,0.45826243,0.25633166,0.00871476,0.88065958,0.04869298,0.96012611,0.78153499,0.85977019
-5.44172086,3.33991967,0.48647943,0.26807593,0.00929520,0.89756581,0.05048897,1.01475417,0.79986047,0.87161930
-5.43571786,3.45956029,0.51623003,0.28011656,0.00986414,0.91559236,0.05232274,1.07132237,0.81934567,0.88466780
-5.42971486,3.58203864,0.54708385,0.29226805,0.01041384,0.93428334,0.05415929,1.12902645,0.83952944,0.89852494
-5.42371186,3.70504243,0.57855455,0.30433200,0.01093649,0.95313920,0.05596305,1.18698808,0.85990654,0.91275826
-5.41770885,3.82613023,0.61011190,0.31610218,0.01142437,0.97163473,0.05769846,1.24427537,0.87994587,0.92690977
-5.41170585,3.94280617,0.64119623,0.32737017,0.01187010,0.98923863,0.05933064,1.29992677,0.89911050,0.94051371
-5.40570285,4.05260036,0.67123462,0.33793155,0.01226683,1.00543385,0.06082606,1.35297782,0.91687870,0.95311497
-5.39969985,4.15315257,0.69965856,0.34759225,0.01260844,1.01973826,0.06215336,1.40248998,0.93276508,0.96428781
-5.39369685,4.24229602,0.72592222,0.35617504,0.01288977,1.03172459,0.06328404,1.44758042,0.94634125,0.97365394
-5.38769385,4.31813859,0.74952082,0.36352583,0.01310677,1.04103914,0.06419333,1.48745196,0.95725496,0.98089970
-5.38169085,4.37913809,0.77000828,0.36951961,0.01325665,1.04741851,0.06486091,1.52142164,0.96524712,0.98579129
-5.37568784,4.42416878,0.78701343,0.37406567,0.01333806,1.05070371,0.06527162,1.54894701,0.97016605,0.98818793
-5.36968484,4.45257610,0.80025407,0.37711197,0.01335112,1.05085110,0.06541610,1.56964877,0.97197814,0.98805210
-5.36368184,4.46421695,0.80954821,0.37864838,0.01329750,1.04793957,0.06529127,1.58332855,0.97077473,0.98545657
-5.35767884,4.45948345,0.81482187,0.37870861,0.01318044,1.04217377,0.06490070,1.58998099,0.96677458,0.98058770
-5.35167584,4.43930826,0.81611305,0.37737065,0.01300465,1.03388285,0.06425478,1.58979917,0.96032186,0.97374484
-5.34567284,4.40515037,0.81357159,0.37475565,0.01277629,1.02351482,0.06337068,1.58317279,0.95187944,0.96533561
-5.33966983,4.35896115,0.80745470,0.37102512,0.01250277,1.01162630,0.06227212,1.57067895,0.94201779,0.95586684
-5.33366683,4.30313082,0.79811836,0.36637660,0.01219261,0.99886797,0.06098888,1.55306543,0.93139941,0.94593153
-5.32766383,4.24041665,0.78600476,0.36103773,0.01185523,0.98596601,0.05955611,1.53122695,0.92075950,0.93619180
-5.32166083,4.17385501,0.77162623,0.35525905,0.01150070,0.97369990,0.05801343,1.50617508,0.91088329,0.92735845
-5.31565783,4.10665993,0.75554638,0.34930566,0.01113945,0.96287745,0.05640381,1.47900289,0.90258069,0.92016747
-5.30965483,4.04211184,0.73835904,0.34344801,0.01078204,0.95430757,0.05477237,1.45084562,0.89665923,0.91535444
-5.30365183,3.98344034,0.72066601,0.33795230,0.01043883,0.94877193,0.05316495,1.42283899,0.89389603,0.91362750
-5.29764882,3.93370583,0.70305451,0.33307079,0.01011976,0.94699632,0.05162673,1.39607683,0.89501002,0.91563992
-5.29164582,3.89568430,0.68607523,0.32903232,0.00983403,0.94962290,0.05020076,1.37156984,0.90063514,0.92196331
-5.28564282,3.87176036,0.67022205,0.32603368,0.00958992,0.95718437,0.04892659,1.35020725,0.91129575,0.93306250
-5.27963982,3.86383280,0.65591416,0.32423197,0.00939455,0.97008105,0.04783893,1.33272311,0.92738517,0.94927321
-5.27363682,3.87323684,0.64348141,0.32373848,0.00925372,0.98856196,0.04696656,1.31966865,0.94914805,0.97078340
-5.26763382,3.90068654,0.63315354,0.32461419,0.00917181,1.01271064,0.04633132,1.31139200,0.97666753,0.99761935
-5.26163082,3.94624011,0.62505363,0.32686730,0.00915166,1.04243641,0.04594742,1.30802622,1.00985754,1.02963705
-5.25562781,4.00928967,0.61919615,0.33045279,0.00919456,1.07747167,0.04582102,1.30948611,1.04846082,1.06651945
-5.24962481,4.08857633,0.61548945,0.33527398,0.00930025,1.11737530,0.04594997,1.31547394,1.09205264,1.10778000
-5.24362181,4.18223008,0.61374275,0.34118629,0.00946697,1.16154234,0.04632402,1.32549393,1.14005015,1.15277236
-5.23761881,4.28783297,0.61367708,0.34800275,0.00969155,1.20921961,0.04692516,1.33887472,1.19172721,1.20070609
-5.23161581,4.40250314,0.61493970,0.35550119,0.00996955,1.25952668,0.04772824,1.35479879,1.24623404,1.25066792
-5.22561281,4.52299618,0.61712133,0.36343274,0.01029535,1.31148161,0.04870194,1.37233755,1.30262086,1.30164768
-5.21960980,4.64581958,0.61977532,0.37153137,0.01066240,1.36403040,0.04980975,1.39049042,1.35986495,1.35256815
-5.21360680,4.76735562,0.62243795,0.37952385,0.01106334,1.41607891,0.05101125,1.40822623,1.41689973,1.40231744
-5.20760380,4.88398752,0.62464895,0.38713990,0.01149021,1.46652627,0.05226342,1.42452507,1.47264497,1.44978279
-5.20160080,4.99222368,0.62597128,0.39412201,0.01193463,1.51429822,0.05352198,1.43841877,1.52603705,1.49388447
-5.19559780,5.08881500,0.62600947,0.40023456,0.01238800,1.55837917,0.05474278,1.44902839,1.57605791,1.53360832
-5.18959480,5.17086076,0.62442577,0.40527183,0.01284169,1.59784185,0.05588311,1.45559713,1.62176200,1.56803577
-5.18359180,5.23589898,0.62095337,0.40906464,0.01328715,1.63187318,0.05690288,1.45751752,1.66230005,1.59637015
-5.17758879,5.28197818,0.61540652,0.41148546,0.01371611,1.65979573,0.05776570,1.45435183,1.69693913,1.61795839
-5.17158579,5.30770827,0.60768704,0.41245171,0.01412072,1.68108377,0.05843977,1.44584537,1.72507834,1.63230728
-5.16558279,5.31228937,0.59778726,0.41192731,0.01449364,1.69537369,0.05889862,1.43193218,1.74625993,1.63909392
-5.15957979,5.29551836,0.58578945,0.40992245,0.01482816,1.70246840,0.05912157,1.41273347,1.76017560,1.63817008
-5.15357679,5.25777403,0.57186190,0.40649176,0.01511830,1.70233584,0.05909409,1.38854925,1.76666816,1.62956061
-5.14757379,5.19998245,0.55625204,0.40173097,0.01535888,1.69510205,0.05880786,1.35984378,1.76572887,1.61345617
-5.14157079,5.12356524,0.53927712,0.39577237,0.01554559,1.68103911,0.05826069,1.32722602,1.75749073,1.59020088
-5.13556778,5.03037360,0.52131287,0.38877927,0.01567502,1.66054896,0.05745632,1.29142600,1.74221846,1.56027562
-5.12956478,4.92261181,0.50278067,0.38093981,0.01574475,1.63414378,0.05640404,1.25326846,1.72029565,1.52427799
-5.12356178,4.80275384,0.48413396,0.37246043,0.01575330,1.60242415,0.05511816,1.21364498,1.69220978,1.48289967
-5.11755878,4.67345675,0.46584421,0.36355919,0.01570025,1.56605578,0.05361751,1.17348566,1.65853583,1.43690254
-5.11155578,4.53747448,0.44838702,0.35445931,0.01558611,1.52574605,0.05192483,1.13373154,1.61991900,1.38709432
-5.10555278,4.39757530,0.43222879,0.34538308,0.01541243,1.48222124,0.05006618,1.09530856,1.57705721,1.33430471
-5.09954977,4.25646557,0.41781413,0.33654641,0.01518167,1.43620526,0.04807034,1.05910394,1.53068385,1.27936308
-5.09354677,4.11672218,0.40555444,0.32815405,0.01489720,1.38840078,0.04596830,1.02594537,1.48155112,1.22307812
-5.08754377,3.98073532,0.39581772,0.32039573,0.01456319,1.33947315,0.04379276,0.99658349,1.43041449,1.16622026
-5.08154077,3.85066259,0.38891973,0.31344307,0.01418456,1.29003763,0.04157782,0.97167788,1.37801833,1.10950717
-5.07553777,3.72839515,0.38511653,0.30744759,0.01376686,1.24065011,0.03935860,0.95178654,1.32508306,1.05359246
-5.06953477,3.61553590,0.38459855,0.30253943,0.01331614,1.19180135,0.03717114,0.93735892,1.27229386,0.99905793
-5.06353177,3.51338925,0.38748603,0.29882719,0.01283880,1.14391469,0.03505224,0.92873226,1.22029117,0.94640897
-5.05752876,3.42296199,0.39382600,0.29639841,0.01234150,1.09734690,0.03303952,0.92613127,1.16966293,0.89607321
-5.05152576,3.34497400,0.40359076,0.29532104,0.01183100,1.05239186,0.03117147,0.92967078,1.12093860,0.84840199
-5.04552276,3.27987798,0.41667790,0.29564554,0.01131397,1.00928653,0.02948759,0.93936120,1.07458517,0.80367429
-5.03951976,3.22788657,0.43291200,0.29740768,0.01079695,0.96821882,0.02802859,0.95511676,1.03100493,0.76210272
-5.03351676,3.18900585,0.45204795,0.30063202,0.01028616,0.92933664,0.02683658,0.97676606,0.99053514,0.72384121
-5.02751376,3.16307352,0.47377614,0.30533581,0.00978744,0.89275763,0.02595521,1.00406506,0.95344948,0.68899376
-5.02151076,3.14980046,0.49772940,0.31153340,0.00930616,0.85857909,0.02542979,1.03671188,0.91996121,0.65762393
-5.01550775,3.14881425,0.52349176,0.31924094,0.00884718,0.82688740,0.02530735,1.07436344,0.89022784,0.62976453
-5.00950475,3.15970300,0.55060899,0.32848118,0.00841482,0.79776662,0.02563644,1.11665334,0.86435725,0.60542718
-5.00350175,3.18205799,0.57860076,0.33928833,0.00801285,0.77130581,0.02646696,1.16321059,0.84241471,0.58461119
-4.99749875,3.21551370,0.60697408,0.35171266,0.00764454,0.74760459,0.02784958,1.21367851,0.82443084,0.56731152
-4.99149575,3.25978333,0.63523785,0.36582467,0.00731268,0.72677698,0.02983512,1.26773321,0.81040975,0.55352540
-4.98549275,3.31468853,0.66291789,0.38171850,0.00701968,0.70895297,0.03247361,1.32510067,0.80033718,0.54325739
-4.97948974,3.38018158,0.68957207,0.39951442,0.00676758,0.69427804,0.03581304,1.38557167,0.79418812,0.53652268
-4.97348674,3.45635874,0.71480479,0.41935996,0.00655817,0.68291041,0.03989805,1.44901356,0.79193339,0.53334828
-4.96748374,3.54346348,0.73828026,0.44142963,0.00639307,0.67501626,0.04476818,1.51537812,0.79354482,0.53377225
-4.96148074,3.64187877,0.75973394,0.46592277,0.00627374,0.67076301,0.05045613,1.58470452,0.79899875,0.53784084
-4.95547774,3.75210787,0.77898144,0.49305954,0.00620156,0.67031089,0.05698578,1.65711694,0.80827734,0.54560352
-4.94947474,3.87474361,0.79592449,0.52307484,0.00617786,0.67380325,0.06437014,1.73281628,0.82136776,0.55710629
-4.94347174,4.01042676,0.81055348,0.55621015,0.00620388,0.68135591,0.07260936,1.81206595,0.83825917,0.57238330
-4.93746873,4.15979460,0.82294638,0.59270345,0.00628079,0.69304612,0.08168885,1.89517185,0.85893755,0.59144730
-4.93146573,4.32342168,0.83326398,0.63277733,0.00640957,0.70890163,0.09157753,1.98245725,0.88337869,0.61427938
-4.92546273,4.50175498,0.84174162,0.67662574,0.00659098,0.72889039,0.10222649,2.07423323,0.91153983,0.64081843
-4.91945973,4.69504667,0.84867776,0.72439964,0.00682543,0.75291153,0.11356794,2.17076631,0.94335038,0.67095098
-4.91345673,4.90328782,0.85441986,0.77619236,0.00711285,0.78078819,0.12551476,2.27224451,0.97870246,0.70450215
-4.90745373,5.12614684,0.85934845,0.83202504,0.00745255,0.81226269,0.13796055,2.37874382,1.01744195,0.74122820
-4.90145073,5.36291636,0.86386003,0.89183308,0.00784312,0.84699447,0.15078038,2.49019697,1.05936072,0.78081136
-4.89544772,5.61247239,0.86834988,0.95545418,0.00828225,0.88456131,0.16383213,2.60636648,1.10419087,0.82285759
-4.88944472,5.87324898,0.87319567,1.02261879,0.00876666,0.92446390,0.17695859,2.72682375,1.15160144,0.86689754
-4.88344172,6.14323122,0.87874266,1.09294361,0.00929198,0.96613400,0.18999013,2.85093604,1.20119830,0.91239111
-4.87743872,6.41996854,0.88529160,1.16592875,0.00985274,1.00894604,0.20274805,2.97786249,1.25252743,0.95873588
-4.87143572,6.70060939,0.89308957,1.24095904,0.01044229,1.05223194,0.21504838,3.10656026,1.30508184,1.00527907
-4.86543272,6.98195726,0.90232472,1.31730981,0.01105292,1.09529880,0.22670615,3.23580106,1.35831208,1.05133313
-4.85942971,7.26054698,0.91312472,1.39415719,0.01167586,1.13744880,0.23753981,3.36419811,1.41164015,1.09619426
-4.85342671,7.53273890,0.92555926,1.47059298,0.01230147,1.17800069,0.24737588,3.49024272,1.46447637,1.13916338
-4.84742371,7.79482792,0.93964616,1.54564376,0.01291941,1.21631202,0.25605350,3.61234934,1.51623862,1.17956876
-4.84142071,8.04316295,0.95536077,1.61829364,0.01351883,1.25180125,0.26342868,3.72890724,1.56637312,1.21678938
-4.83541771,8.27427193,0.97264778,1.68751018,0.01408866,1.28396879,0.26937829,3.83833674,1.61437613,1.25027807
-4.82941471,8.48498720,0.99143482,1.75227238,0.01461788,1.31241613,0.27380337,3.93914754,1.65981532,1.27958335
-4.82341171,8.67256533,1.01164667,1.81159985,0.01509583,1.33686218,0.27663184,4.02999623,1.70235018,1.30436913
-4.81740870,8.83479613,1.03321921,1.86458208,0.01551246,1.35715620,0.27782045,4.10974053,1.74175028,1.32443120
-4.81140570,8.97009547,1.05611192,1.91040654,0.01585869,1.37328652,0.27735575,4.17748728,1.77791078,1.33970981
-4.80540270,9.07757741,1.08031804,1.94838464,0.01612662,1.38538494,0.27525434,4.23263200,1.81086417,1.35029766
-4.79939970,9.15710186,1.10587160,1.97797423,0.01630980,1.39372622,0.27156209,4.27488764,1.84078779,1.35644287
-4.79339670,9.20929504,1.13285044,1.99879788,0.01640339,1.39872292,0.26635257,4.30430106,1.86800651,1.35854662
-4.78739370,9.23554115,1.16137507,2.01065599,0.01640432,1.40091546,0.25972470,4.32125602,1.89299025,1.35715556
-4.78139070,9.23794491,1.19160289,2.01353410,0.01631138,1.40095789,0.25179967,4.32646237,1.91634615,1.35294892
-4.77538769,9.21926594,1.22371804,2.00760413,0.01612519,1.39959965,0.24271740,4.32093135,1.93880536,1.34672094
-4.76938469,9.18282689,1.25791723,1.99321929,0.01584824,1.39766394,0.23263249,4.30593806,1.96120458,1.33935893
-4.76338169,9.13239881,1.29439212,1.97090286,0.01548475,1.39602334,0.22170994,4.28297248,1.98446256,1.33181773
-4.75737869,9.07206777,1.33330917,1.94133121,0.01504050,1.39557340,0.21012085,4.25368099,2.00955217,1.32509128
-4.75137569,9.00608782,1.37478812,1.90531171,0.01452271,1.39720483,0.19803807,4.21980096,2.03746839,1.32018229
-4.74537269,8.93872580,1.41888023,1.86375644,0.01393974,1.40177517,0.18563211,4.18309118,2.06919330,1.31807064
-4.73936968,8.87410410,1.46554763,1.81765262,0.01330089,1.41008064,0.17306740,4.14526127,2.10565855,1.31968176
-4.73336668,8.81604731,1.51464519,1.76803109,0.01261609,1.42282886,0.16049890,4.10790316,2.14770683,1.32585566
-4.72736368,8.76793882,1.56590605,1.71593397,0.01189564,1.44061322,0.14806933,4.07242775,2.19605311,1.33731761
-4.72136068,8.73259291,1.61893204,1.66238291,0.01114995,1.46388955,0.13590689,4.04000958,2.25124724,1.35465143
-4.71535768,8.71214749,1.67318984,1.60834901,0.01038925,1.49295579,0.12412363,4.01154209,2.31363918,1.37827602
-4.70935468,8.70798163,1.72801355,1.55472578,0.00962340,1.52793530,0.11281440,3.98760543,2.38334832,1.40842601
-4.70335168,8.72066135,1.78261396,1.50230599,0.00886165,1.56876432,0.10205640,3.96844822,2.46023845,1.44513731
-4.69734867,8.74991580,1.83609454,1.45176320,0.00811249,1.61518429,0.09190923,3.95398414,2.54389963,1.48823784
-4.69134567,8.79464501,1.88747366,1.40363880,0.00738352,1.66673936,0.08241551,3.94380336,2.63363848,1.53734429
-4.68534267,8.85295899,1.93571232,1.35833461,0.00668132,1.72277961,0.07360181,3.93719823,2.72847768,1.59186499
-4.67933967,8.92224685,1.97974638,1.31611134,0.00601146,1.78247009,0.06547999,3.93320184,2.82716574,1.65100913
-4.67333667,8.99927336,2.01852178,1.27709261,0.00537843,1.84480598,0.05804880,3.93063771,2.92819742,1.71380250
-4.66733367,9.08029918,2.05103131,1.24127417,0.00478568,1.90863372,0.05129557,3.92817804,3.02984474,1.77910924
-4.66133067,9.16122034,2.07635115,1.20853770,0.00423567,1.97267782,0.04519809,3.92440783,3.13019824,1.84565958
-4.65532766,9.23772141,2.09367558,1.17866832,0.00372995,2.03557286,0.03972648,3.91789181,3.22721761,1.91208255
-4.64932466,9.30543646,2.10234806,1.15137489,0.00326923,2.09590002,0.03484496,3.90724109,3.31879016,1.97694316
-4.64332166,9.36011165,2.10188730,1.12631206,0.00285355,2.15222701,0.03051363,3.89117654,3.40279537,2.03878266
