energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.62181091,2.22934330,0.00485437,0.03474256,0.31825539,0.47448469,0.31965771,0.85052922,0.01723478,0.98838041
-5.61580790,2.22272541,0.00442983,0.03412469,0.31671816,0.47048657,0.32120920,0.85722498,0.01670673,0.98068799
-5.60980490,2.21814652,0.00401958,0.03372273,0.31566815,0.46675572,0.32240859,0.86475127,0.01620484,0.97387262
-5.60380190,2.21585376,0.00362789,0.03349593,0.31510408,0.46337047,0.32319514,0.87324936,0.01573561,0.96799512
-5.59779890,2.21603839,0.00325822,0.03340709,0.31501289,0.46039593,0.32352121,0.88283980,0.01530338,0.96308808
-5.59179590,2.21883280,0.00291319,0.03342261,0.31537012,0.45788310,0.32335274,0.89362014,0.01491031,0.95915627
-5.58579290,2.22431008,0.00259464,0.03351245,0.31614098,0.45586845,0.32266941,0.90566337,0.01455651,0.95617833
-5.57978989,2.23248543,0.00230363,0.03365008,0.31728174,0.45437407,0.32146456,0.91901680,0.01424014,0.95410940
-5.57378689,2.24331878,0.00204050,0.03381249,0.31874151,0.45340809,0.31974470,0.93370129,0.01395773,0.95288424
-5.56778389,2.25671788,0.00180500,0.03398007,0.32046423,0.45296528,0.31752874,0.94971053,0.01370440,0.95242060
-5.56178089,2.27254119,0.00159630,0.03413660,0.32239056,0.45302780,0.31484672,0.96701015,0.01347428,0.95262228
-5.55577789,2.29060008,0.00141317,0.03426907,0.32445973,0.45356577,0.31173827,0.98553667,0.01326082,0.95338191
-5.54977489,2.31065995,0.00125399,0.03436757,0.32661105,0.45453782,0.30825067,1.00519606,0.01305716,0.95458294
-5.54377189,2.33243997,0.00111693,0.03442509,0.32878510,0.45589146,0.30443659,1.02586201,0.01285652,0.95610096
-5.53776888,2.35561184,0.00099996,0.03443720,0.33092451,0.45756324,0.30035164,1.04737398,0.01265247,0.95780428
-5.53176588,2.37979745,0.00090097,0.03440180,0.33297427,0.45947894,0.29605180,1.06953524,0.01243921,0.95955382
-5.52576288,2.40456627,0.00081785,0.03431868,0.33488171,0.46155364,0.29159079,1.09211121,0.01221181,0.96120256
-5.51975988,2.42943286,0.00074850,0.03418919,0.33659599,0.46369191,0.28701759,1.11482823,0.01196634,0.96259479
-5.51375688,2.45385540,0.00069094,0.03401570,0.33806751,0.46578817,0.28237418,1.13737341,0.01169998,0.96356540
-5.50775388,2.47723591,0.00064329,0.03380122,0.33924705,0.46772749,0.27769359,1.15939560,0.01141103,0.96393949
-5.50175088,2.49892294,0.00060383,0.03354895,0.34008492,0.46938664,0.27299839,1.18050803,0.01109890,0.96353272
-5.49574787,2.51821732,0.00057101,0.03326185,0.34053031,0.47063579,0.26829980,1.20029281,0.01076402,0.96215242
-5.48974487,2.53438145,0.00054343,0.03294229,0.34053078,0.47134070,0.26359729,1.21830738,0.01040774,0.95959982
-5.48374187,2.54665236,0.00051990,0.03259181,0.34003217,0.47136553,0.25887883,1.23409308,0.01003214,0.95567345
-5.47773887,2.55425850,0.00049937,0.03221086,0.33897892,0.47057616,0.25412180,1.24718572,0.00963991,0.95017364
-5.47173587,2.55643994,0.00048097,0.03179878,0.33731486,0.46884398,0.24929445,1.25712788,0.00923415,0.94290810
-5.46573287,2.55247143,0.00046399,0.03135374,0.33498453,0.46605006,0.24435789,1.26348263,0.00881819,0.93369847
-5.45972986,2.54168750,0.00044784,0.03087290,0.33193493,0.46208947,0.23926852,1.26584824,0.00839545,0.92238742
-5.45372686,2.52350850,0.00043206,0.03035256,0.32811761,0.45687568,0.23398075,1.26387310,0.00796928,0.90884610
-5.44772386,2.49746642,0.00041632,0.02978847,0.32349112,0.45034472,0.22844991,1.25727040,0.00754286,0.89298152
-5.44172086,2.46322925,0.00040035,0.02917613,0.31802358,0.44245902,0.22263517,1.24583179,0.00711910,0.87474347
-5.43571786,2.42062253,0.00038401,0.02851121,0.31169521,0.43321058,0.21650238,1.22943925,0.00670061,0.85413067
-5.42971486,2.36964689,0.00036721,0.02778985,0.30450070,0.42262352,0.21002656,1.20807469,0.00628960,0.83119556
-5.42371186,2.31049068,0.00034990,0.02700911,0.29645131,0.41075556,0.20319409,1.18182657,0.00588795,0.80604771
-5.41770885,2.24353657,0.00033212,0.02616725,0.28757638,0.39769866,0.19600437,1.15089323,0.00549717,0.77885535
-5.41170585,2.16936179,0.00031392,0.02526402,0.27792435,0.38357840,0.18847082,1.11558261,0.00511844,0.74984502
-5.40570285,2.08873172,0.00029539,0.02430085,0.26756302,0.36855240,0.18062136,1.07630826,0.00475268,0.71929909
-5.39969985,2.00258669,0.00027665,0.02328101,0.25657905,0.35280757,0.17249818,1.03358170,0.00440055,0.68755131
-5.39369685,1.91202265,0.00025783,0.02220956,0.24507670,0.33655638,0.16415683,0.98800138,0.00406253,0.65498047
-5.38769385,1.81826601,0.00023907,0.02109335,0.23317582,0.32003221,0.15566480,0.94023864,0.00373896,0.62200223
-5.38169085,1.72264392,0.00022051,0.01994085,0.22100919,0.30348400,0.14709948,0.89102119,0.00343006,0.58905953
-5.37568784,1.62655071,0.00020229,0.01876188,0.20871917,0.28717023,0.13854579,0.84111467,0.00313598,0.55661180
-5.36968484,1.53141195,0.00018455,0.01756738,0.19645405,0.27135255,0.13009344,0.79130309,0.00285683,0.52512333
-5.36368184,1.43864725,0.00016741,0.01636902,0.18436396,0.25628921,0.12183397,0.74236864,0.00259267,0.49505127
-5.35767884,1.34963317,0.00015099,0.01517887,0.17259671,0.24222840,0.11385779,0.69507182,0.00234353,0.46683350
-5.35167584,1.26566737,0.00013538,0.01400897,0.16129362,0.22940185,0.10625126,0.65013227,0.00210944,0.44087684
-5.34567284,1.18793512,0.00012065,0.01287104,0.15058559,0.21801869,0.09909390,0.60821104,0.00189034,0.41754596
-5.33966983,1.11747918,0.00010688,0.01177608,0.14058944,0.20825986,0.09245595,0.56989472,0.00168618,0.39715323
-5.33366683,1.05517379,0.00009410,0.01073408,0.13140476,0.20027315,0.08639625,0.53568181,0.00149683,0.37994993
-5.32766383,1.00170342,0.00008232,0.00975381,0.12311131,0.19416898,0.08096054,0.50597161,0.00132208,0.36611895
-5.32166083,0.95754677,0.00007157,0.00884256,0.11576712,0.19001707,0.07618026,0.48105583,0.00116167,0.35576922
-5.31565783,0.92296620,0.00006183,0.00800609,0.10940720,0.18784404,0.07207189,0.46111309,0.00101524,0.34893204
-5.30965483,0.89800294,0.00005307,0.00724850,0.10404310,0.18763208,0.06863671,0.44620617,0.00088238,0.34555942
-5.30365183,0.88247781,0.00004525,0.00657228,0.09966310,0.18931864,0.06586112,0.43628213,0.00076255,0.34552448
-5.29764882,0.87599758,0.00003834,0.00597832,0.09623316,0.19279725,0.06371747,0.43117519,0.00065516,0.34862394
-5.29164582,0.87796663,0.00003227,0.00546606,0.09369848,0.19791953,0.06216520,0.43061213,0.00055956,0.35458267
-5.28564282,0.88760368,0.00002698,0.00503361,0.09198566,0.20449818,0.06115246,0.43422028,0.00047501,0.36306027
-5.27963982,0.90396305,0.00002240,0.00467795,0.09100538,0.21231126,0.06061804,0.44153764,0.00040076,0.37365941
-5.27363682,0.92596013,0.00001848,0.00439516,0.09065542,0.22110730,0.06049348,0.45202509,0.00033600,0.38593598
-5.26763382,0.95240038,0.00001514,0.00418061,0.09082409,0.23061149,0.06070543,0.46508046,0.00027992,0.39941062
-5.26163082,0.98201111,0.00001232,0.00402925,0.09139374,0.24053256,0.06117804,0.48005398,0.00023170,0.41358136
-5.25562781,1.01347545,0.00000996,0.00393584,0.09224444,0.25057044,0.06183546,0.49626496,0.00019055,0.42793722
-5.24962481,1.04546740,0.00000800,0.00389518,0.09325751,0.26042417,0.06260417,0.51301920,0.00015568,0.44197209
-5.24362181,1.07668716,0.00000638,0.00390237,0.09431906,0.26980016,0.06341531,0.52962679,0.00012635,0.45519868
-5.23761881,1.10589573,0.00000505,0.00395300,0.09532315,0.27842032,0.06420669,0.54541973,0.00010186,0.46716202
-5.23161581,1.13194756,0.00000397,0.00404333,0.09617465,0.28602982,0.06492463,0.55976892,0.00008157,0.47745203
-5.22561281,1.15382040,0.00000310,0.00417048,0.09679168,0.29240431,0.06552541,0.57210004,0.00006488,0.48571475
-5.21960980,1.17064124,0.00000240,0.00433253,0.09710753,0.29735613,0.06597638,0.58190777,0.00005126,0.49166180
-5.21360680,1.18170741,0.00000185,0.00452858,0.09707198,0.30073950,0.06625669,0.58876782,0.00004022,0.49507765
-5.20760380,1.18650222,0.00000142,0.00475882,0.09665212,0.30245421,0.06635750,0.59234654,0.00003135,0.49582456
-5.20160080,1.18470432,0.00000108,0.00502449,0.09583244,0.30244790,0.06628187,0.59240755,0.00002426,0.49384477
-5.19559780,1.17619073,0.00000081,0.00532782,0.09461441,0.30071660,0.06604407,0.58881524,0.00001865,0.48916007
-5.18959480,1.16103316,0.00000061,0.00567187,0.09301541,0.29730367,0.06566859,0.58153515,0.00001423,0.48186860
-5.18359180,1.13948803,0.00000045,0.00606040,0.09106722,0.29229707,0.06518869,0.57063101,0.00001079,0.47213908
-5.17758879,1.11198047,0.00000033,0.00649758,0.08881392,0.28582511,0.06464465,0.55625879,0.00000812,0.46020273
-5.17158579,1.07908314,0.00000025,0.00698777,0.08630956,0.27805089,0.06408173,0.53865797,0.00000607,0.44634315
-5.16558279,1.04149067,0.00000018,0.00753515,0.08361545,0.26916556,0.06354792,0.51814040,0.00000451,0.43088469
-5.15957979,0.99999092,0.00000013,0.00814339,0.08079736,0.25938085,0.06309165,0.49507734,0.00000332,0.41417972
-5.15357679,0.95543427,0.00000009,0.00881534,0.07792262,0.24892103,0.06275935,0.46988515,0.00000243,0.39659536
-5.14757379,0.90870224,0.00000007,0.00955258,0.07505730,0.23801482,0.06259324,0.44301034,0.00000177,0.37850027
-5.14157079,0.86067666,0.00000005,0.01035519,0.07226360,0.22688740,0.06262913,0.41491452,0.00000128,0.36025195
-5.13556778,0.81221080,0.00000003,0.01122134,0.06959749,0.21575302,0.06289464,0.38605996,0.00000092,0.34218514
-5.12956478,0.76410337,0.00000002,0.01214713,0.06710669,0.20480841,0.06340760,0.35689611,0.00000066,0.32460166
-5.12356178,0.71707639,0.00000002,0.01312638,0.06482910,0.19422721,0.06417501,0.32784782,0.00000047,0.30776216
-5.11755878,0.67175776,0.00000001,0.01415054,0.06279175,0.18415579,0.06519236,0.29930537,0.00000034,0.29187998
-5.11155578,0.62866882,0.00000001,0.01520874,0.06101022,0.17471033,0.06644354,0.27161672,0.00000025,0.27711728
-5.10555278,0.58821721,0.00000001,0.01628786,0.05948858,0.16597544,0.06790115,0.24508207,0.00000019,0.26358352
-5.09954977,0.55069510,0.00000001,0.01737282,0.05821981,0.15800417,0.06952752,0.21995080,0.00000015,0.25133625
-5.09354677,0.51628234,0.00000002,0.01844691,0.05718679,0.15081949,0.07127602,0.19642057,0.00000014,0.24038402
-5.08754377,0.48505426,0.00000002,0.01949223,0.05636357,0.14441685,0.07309296,0.17463858,0.00000016,0.23069122
-5.08154077,0.45699327,0.00000003,0.02049027,0.05571707,0.13876797,0.07491983,0.15470463,0.00000019,0.22218453
-5.07553777,0.43200374,0.00000005,0.02142248,0.05520904,0.13382533,0.07669579,0.13667565,0.00000026,0.21476065
-5.06953477,0.40992904,0.00000007,0.02227100,0.05479813,0.12952736,0.07836046,0.12057141,0.00000036,0.20829482
-5.06353177,0.39057003,0.00000010,0.02301927,0.05444216,0.12580391,0.07985668,0.10638103,0.00000051,0.20264989
-5.05752876,0.37370399,0.00000014,0.02365278,0.05410021,0.12258175,0.08113333,0.09406988,0.00000073,0.19768534
-5.05152576,0.35910322,0.00000020,0.02415969,0.05373482,0.11978999,0.08214800,0.08358659,0.00000104,0.19326604
-5.04552276,0.34655237,0.00000029,0.02453144,0.05331377,0.11736503,0.08286941,0.07486978,0.00000147,0.18927028
-5.03951976,0.33586403,0.00000041,0.02476320,0.05281185,0.11525488,0.08327946,0.06785435,0.00000208,0.18559686
-5.03351676,0.32689183,0.00000057,0.02485427,0.05221211,0.11342281,0.08337491,0.06247693,0.00000292,0.18217089
-5.02751376,0.31954077,0.00000080,0.02480836,0.05150690,0.11184997,0.08316853,0.05868056,0.00000407,0.17894826
-5.02151076,0.31377441,0.00000110,0.02463362,0.05069846,0.11053722,0.08268970,0.05641824,0.00000563,0.17591856
-5.01550775,0.30961882,0.00000152,0.02434266,0.04979914,0.10950581,0.08198450,0.05565538,0.00000774,0.17310645
-5.00950475,0.30716333,0.00000207,0.02395230,0.04883128,0.10879722,0.08111514,0.05637119,0.00001055,0.17057152
-5.00350175,0.30655808,0.00000280,0.02348324,0.04782664,0.10847193,0.08015891,0.05855893,0.00001429,0.16840666
-4.99749875,0.30800879,0.00000376,0.02295957,0.04682557,0.10860754,0.07920657,0.06222505,0.00001921,0.16673514
-4.99149575,0.31176891,0.00000502,0.02240817,0.04587586,0.10929598,0.07836031,0.06738750,0.00002564,0.16570648
-4.98549275,0.31812959,0.00000666,0.02185801,0.04503138,0.11064025,0.07773122,0.07407309,0.00003399,0.16549141
-4.97948974,0.32740804,0.00000876,0.02133940,0.04435048,0.11275073,0.07743652,0.08231422,0.00004472,0.16627599
-4.97348674,0.33993453,0.00001144,0.02088311,0.04389428,0.11574115,0.07759647,0.09214510,0.00005841,0.16825529
-4.96748374,0.35603882,0.00001484,0.02051962,0.04372491,0.11972447,0.07833115,0.10359761,0.00007576,0.17162670
-4.96148074,0.37603629,0.00001911,0.02027819,0.04390366,0.12480886,0.07975715,0.11669703,0.00009754,0.17658317
-4.95547774,0.40021442,0.00002442,0.02018608,0.04448920,0.13109374,0.08198428,0.13145789,0.00012470,0.18330658
-4.94947474,0.42881997,0.00003100,0.02026782,0.04553585,0.13866624,0.08511236,0.14787997,0.00015826,0.19196142
-4.94347174,0.46204738,0.00003906,0.02054446,0.04709196,0.14759801,0.08922819,0.16594488,0.00019942,0.20268896
-4.93746873,0.50002873,0.00004886,0.02103300,0.04919845,0.15794247,0.09440282,0.18561321,0.00024949,0.21560203
-4.93146573,0.54282551,0.00006069,0.02174587,0.05188746,0.16973278,0.10068912,0.20682240,0.00030988,0.23078058
-4.92546273,0.59042257,0.00007483,0.02269055,0.05518134,0.18298019,0.10811974,0.22948552,0.00038213,0.24826810
-4.91945973,0.64272421,0.00009162,0.02386933,0.05909173,0.19767314,0.11670558,0.25349103,0.00046785,0.26806900
-4.91345673,0.69955270,0.00011135,0.02527915,0.06361897,0.21377692,0.12643474,0.27870343,0.00056869,0.29014694
-4.90745373,0.76064902,0.00013437,0.02691168,0.06875175,0.23123383,0.13727204,0.30496484,0.00068632,0.31442419
-4.90145073,0.82567590,0.00016099,0.02875338,0.07446704,0.24996390,0.14915910,0.33209745,0.00082235,0.34078204
-4.89544772,0.89422277,0.00019149,0.03078589,0.08073032,0.26986605,0.16201501,0.35990667,0.00097829,0.36906211
-4.88944472,0.96581255,0.00022613,0.03298639,0.08749604,0.29081960,0.17573761,0.38818480,0.00115547,0.39906868
-4.88344172,1.03990976,0.00026512,0.03532816,0.09470842,0.31268610,0.19020520,0.41671504,0.00135501,0.43057172
-4.87743872,1.11592986,0.00030861,0.03778122,0.10230244,0.33531125,0.20527890,0.44527566,0.00157767,0.46331080
-4.87143572,1.19324911,0.00035664,0.04031308,0.11020512,0.35852707,0.22080526,0.47364403,0.00182385,0.49699940
-4.86543272,1.27121479,0.00040920,0.04288950,0.11833697,0.38215404,0.23661934,0.50160042,0.00209346,0.53132983
-4.85942971,1.34915538,0.00046613,0.04547537,0.12661362,0.40600318,0.25254792,0.52893123,0.00238590,0.56597830
-4.85342671,1.42639039,0.00052717,0.04803552,0.13494761,0.42987815,0.26841289,0.55543179,0.00269998,0.60061021
-4.84742371,1.50223954,0.00059192,0.05053561,0.14325021,0.45357723,0.28403463,0.58090843,0.00303390,0.63488532
-4.84142071,1.57603131,0.00065986,0.05294292,0.15143337,0.47689515,0.29923530,0.60517988,0.00338524,0.66846289
-4.83541771,1.64711072,0.00073031,0.05522709,0.15941160,0.49962496,0.31384196,0.62807823,0.00375097,0.70100645
-4.82941471,1.71484646,0.00080248,0.05736083,0.16710386,0.52155986,0.32768940,0.64944930,0.00412748,0.73218836
-4.82341171,1.77863753,0.00087547,0.05932053,0.17443542,0.54249499,0.34062267,0.66915289,0.00451066,0.76169396
-4.81740870,1.83791961,0.00094824,0.06108672,0.18133961,0.56222952,0.35249927,0.68706287,0.00489602,0.78922544
-4.81140570,1.89217151,0.00101970,0.06264448,0.18775945,0.58056879,0.36319092,0.70306756,0.00527879,0.81450535
-4.80540270,1.94092189,0.00108868,0.06398379,0.19364919,0.59732681,0.37258511,0.71707037,0.00565410,0.83728002
-4.79939970,1.98375666,0.00115401,0.06509966,0.19897577,0.61232910,0.38058618,0.72899119,0.00601716,0.85732269
-4.79339670,2.02032712,0.00121449,0.06599232,0.20372005,0.62541593,0.38711634,0.73876831,0.00636345,0.87443673
-4.78739370,2.05035893,0.00126901,0.06666721,0.20787799,0.63644582,0.39211628,0.74636122,0.00668895,0.88845883
-4.78139070,2.07366196,0.00131649,0.06713498,0.21146160,0.64529952,0.39554581,0.75175408,0.00699029,0.89926227
-4.77538769,2.09014063,0.00135601,0.06741139,0.21449972,0.65188412,0.39738431,0.75495973,0.00726502,0.90676031
-4.76938469,2.09980445,0.00138675,0.06751716,0.21703858,0.65613728,0.39763109,0.75602411,0.00751174,0.91090956
-4.76338169,2.10277810,0.00140809,0.06747776,0.21914202,0.65803135,0.39630577,0.75503068,0.00773027,0.91171334
-4.75737869,2.09931040,0.00141962,0.06732311,0.22089143,0.65757720,0.39344846,0.75210455,0.00792172,0.90922478
-4.75137569,2.08978128,0.00142110,0.06708725,0.22238524,0.65482744,0.38911995,0.74741575,0.00808862,0.90354943
-4.74537269,2.07470594,0.00141254,0.06680789,0.22373786,0.64987879,0.38340155,0.74118144,0.00823485,0.89484722
-4.73936968,2.05473534,0.00139417,0.06652588,0.22507817,0.64287344,0.37639483,0.73366646,0.00836565,0.88333340
-4.73336668,2.03065222,0.00136642,0.06628450,0.22654727,0.63399898,0.36822089,0.72518194,0.00848749,0.86927822
-4.72736368,2.00336208,0.00132991,0.06612871,0.22829562,0.62348687,0.35901922,0.71608176,0.00860789,0.85300505
-4.72136068,1.97387873,0.00128546,0.06610421,0.23047946,0.61160932,0.34894610,0.70675664,0.00873525,0.83488684
-4.71535768,1.94330431,0.00123402,0.06625635,0.23325662,0.59867444,0.33817231,0.69762588,0.00887853,0.81534061
-4.70935468,1.91280394,0.00117665,0.06662896,0.23678165,0.58501976,0.32688036,0.68912685,0.00904696,0.79482007
-4.70335168,1.88357564,0.00111450,0.06726305,0.24120049,0.57100427,0.31526112,0.68170265,0.00924972,0.77380645
-4.69734867,1.85681625,0.00104876,0.06819543,0.24664483,0.55699922,0.30350983,0.67578814,0.00949560,0.75279749
-4.69134567,1.83368464,0.00098063,0.06945734,0.25322626,0.54337786,0.29182179,0.67179503,0.00979260,0.73229522
-4.68534267,1.81526354,0.00091128,0.07107304,0.26103056,0.53050470,0.28038766,0.67009671,0.01014766,0.71279255
-4.67933967,1.80252162,0.00084181,0.07305858,0.27011234,0.51872451,0.26938863,0.67101330,0.01056627,0.69475947
-4.67333667,1.79627748,0.00077324,0.07542063,0.28049026,0.50835166,0.25899163,0.67479791,0.01105227,0.67862912
-4.66733367,1.79716728,0.00070649,0.07815562,0.29214321,0.49966021,0.24934475,0.68162460,0.01160756,0.66478452
-4.66133067,1.80561755,0.00064235,0.08124910,0.30500763,0.49287521,0.24057315,0.69157873,0.01223196,0.65354630
-4.65532766,1.82182458,0.00058145,0.08467545,0.31897619,0.48816547,0.23277549,0.70465030,0.01292314,0.64516224
-4.64932466,1.84574160,0.00052430,0.08839796,0.33389806,0.48563839,0.22602125,0.72073060,0.01367653,0.63979882
-4.64332166,1.87707439,0.00047128,0.09236937,0.34958076,0.48533683,0.22034888,0.73961244,0.01448543,0.63753536
