energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.81390695,4.78834089,1.61652439,1.08967464,0.00433257,0.44801482,0.00941852,2.81624747,0.47012114,0.59164965
-5.80790395,4.69363019,1.57307447,1.08054391,0.00414463,0.43910877,0.00946813,2.75693527,0.45682177,0.57770840
-5.80190095,4.58724612,1.52610902,1.06845704,0.00396196,0.42886370,0.00948091,2.69099869,0.44335216,0.56208048
-5.79589795,4.47012027,1.47611414,1.05340238,0.00378487,0.41745669,0.00945788,2.61892666,0.42987533,0.54493252
-5.78989495,4.34337062,1.42360722,1.03542561,0.00361334,0.40509870,0.00940104,2.54129311,0.41654858,0.52646550
-5.78389195,4.20828981,1.36913021,1.01463256,0.00344709,0.39202892,0.00931325,2.45875487,0.40352120,0.50691103
-5.77788894,4.06632673,1.31324215,0.99118975,0.00328564,0.37850804,0.00919812,2.37204650,0.39093219,0.48652627
-5.77188594,3.91906194,1.25651093,0.96532278,0.00312839,0.36481056,0.00905992,2.28197220,0.37890813,0.46558798
-5.76588294,3.76817769,1.19950449,0.93731240,0.00297467,0.35121675,0.00890332,2.18939478,0.36756113,0.44438577
-5.75987994,3.61542367,1.14278159,0.90748875,0.00282388,0.33800429,0.00873328,2.09522186,0.35698698,0.42321499
-5.75387694,3.46257967,1.08688250,0.87622371,0.00267546,0.32544032,0.00855481,2.00038995,0.34726357,0.40236940
-5.74787394,3.31141675,1.03231978,0.84392195,0.00252900,0.31377395,0.00837278,1.90584677,0.33844975,0.38213399
-5.74187094,3.16365832,0.97956959,0.81101081,0.00238425,0.30322970,0.00819176,1.81253259,0.33058447,0.36277830
-5.73586793,3.02094270,0.92906368,0.77792970,0.00224115,0.29400199,0.00801585,1.72136113,0.32368668,0.34455034
-5.72986493,2.88478848,0.88118248,0.74511911,0.00209983,0.28625104,0.00784854,1.63320095,0.31775567,0.32767137
-5.72386193,2.75656398,0.83624942,0.71300991,0.00196063,0.28009999,0.00769265,1.54885782,0.31277212,0.31233174
-5.71785893,2.63746163,0.79452677,0.68201308,0.00182404,0.27563366,0.00755022,1.46905878,0.30869990,0.29868774
-5.71185593,2.52847812,0.75621303,0.65251034,0.00169072,0.27289845,0.00742256,1.39443844,0.30548843,0.28685968
-5.70585293,2.43040061,0.72144200,0.62484585,0.00156146,0.27190372,0.00731020,1.32552787,0.30307568,0.27693097
-5.69984992,2.34379907,0.69028343,0.59931921,0.00143711,0.27262413,0.00721300,1.26274633,0.30139172,0.26894822
-5.69384692,2.26902474,0.66274531,0.57617982,0.00131859,0.27500299,0.00713018,1.20639608,0.30036258,0.26292237
-5.68784392,2.20621397,0.63877738,0.55562278,0.00120683,0.27895618,0.00706050,1.15666023,0.29991439,0.25883043
-5.68184092,2.15529712,0.61827602,0.53778624,0.00110275,0.28437660,0.00700231,1.11360341,0.29997749,0.25661797
-5.67583792,2.11601163,0.60108992,0.52275013,0.00100720,0.29113878,0.00695372,1.07717527,0.30049050,0.25620196
-5.66983492,2.08791828,0.58702655,0.51053638,0.00092097,0.29910346,0.00691274,1.04721631,0.30140396,0.25747400
-5.66383192,2.07042010,0.57585896,0.50111020,0.00084472,0.30812201,0.00687736,1.02346585,0.30268352,0.26030367
-5.65782891,2.06278279,0.56733284,0.49438268,0.00077902,0.31804047,0.00684567,1.00557167,0.30431250,0.26454195
-5.65182591,2.06415609,0.56117342,0.49021423,0.00072428,0.32870313,0.00681597,0.99310099,0.30629366,0.27002458
-5.64582291,2.07359548,0.55709222,0.48841895,0.00068080,0.33995566,0.00678679,0.98555248,0.30865018,0.27657538
-5.63981991,2.09008359,0.55479320,0.48876969,0.00064869,0.35164764,0.00675695,0.98236882,0.31142575,0.28400934
-5.63381691,2.11255109,0.55397856,0.49100384,0.00062795,0.36363461,0.00672556,0.98294962,0.31468384,0.29213570
-5.62781391,2.13989676,0.55435380,0.49482941,0.00061838,0.37577970,0.00669199,0.98666446,0.31850612,0.30076081
-5.62181091,2.17100662,0.55563215,0.49993173,0.00061966,0.38795489,0.00665586,0.99286564,0.32299023,0.30969095
-5.61580790,2.20477209,0.55753837,0.50598031,0.00063131,0.40004190,0.00661696,1.00090072,0.32824683,0.31873499
-5.60980490,2.24010709,0.55981195,0.51263587,0.00065270,0.41193297,0.00657519,1.01012438,0.33439616,0.32770711
-5.60380190,2.27596422,0.56220968,0.51955757,0.00068307,0.42353148,0.00653054,1.01990978,0.34156420,0.33642942
-5.59779890,2.31134985,0.56450779,0.52641006,0.00072150,0.43475243,0.00648295,1.02965894,0.34987847,0.34473452
-5.59179590,2.34533807,0.56650361,0.53287044,0.00076697,0.44552296,0.00643232,1.03881236,0.35946366,0.35246806
-5.58579290,2.37708355,0.56801685,0.53863492,0.00081832,0.45578274,0.00637844,1.04685750,0.37043706,0.35949114
-5.57978989,2.40583282,0.56889062,0.54342492,0.00087432,0.46548432,0.00632098,1.05333624,0.38290401,0.36568263
-5.57378689,2.43093403,0.56899214,0.54699272,0.00093361,0.47459331,0.00625945,1.05785096,0.39695325,0.37094117
-5.56778389,2.45184469,0.56821324,0.54912628,0.00099482,0.48308840,0.00619327,1.06006941,0.41265238,0.37518694
-5.56178089,2.46813728,0.56647067,0.54965317,0.00105649,0.49096108,0.00612175,1.05972816,0.43004340,0.37836293
-5.55577789,2.47950237,0.56370614,0.54844358,0.00111718,0.49821505,0.00604418,1.05663455,0.44913844,0.38043584
-5.54977489,2.48574910,0.55988628,0.54541216,0.00117546,0.50486522,0.00595985,1.05066725,0.46991584,0.38139634
-5.54377189,2.48680294,0.55500233,0.54051884,0.00122992,0.51093631,0.00586817,1.04177536,0.49231653,0.38125876
-5.53776888,2.48270074,0.54906959,0.53376841,0.00127926,0.51646110,0.00576868,1.02997611,0.51624110,0.38006018
-5.53176588,2.47358322,0.54212674,0.52520902,0.00132227,0.52147826,0.00566119,1.01535127,0.54154756,0.37785890
-5.52576288,2.45968524,0.53423487,0.51492965,0.00135790,0.52602998,0.00554578,0.99804253,0.56805007,0.37473233
-5.51975988,2.44132424,0.52547628,0.50305661,0.00138526,0.53015945,0.00542290,0.97824581,0.59551895,0.37077443
-5.51375688,2.41888747,0.51595314,0.48974928,0.00140363,0.53390844,0.00529337,0.95620494,0.62368197,0.36609276
-5.50775388,2.39281856,0.50578583,0.47519524,0.00141253,0.53731496,0.00515838,0.93220480,0.65222729,0.36080527
-5.50175088,2.36360419,0.49511115,0.45960497,0.00141168,0.54041145,0.00501956,0.90656419,0.68080819,0.35503696
-5.49574787,2.33176140,0.48408035,0.44320636,0.00140104,0.54322341,0.00487886,0.87962876,0.70904952,0.34891666
-5.48974487,2.29782632,0.47285695,0.42623916,0.00138077,0.54576884,0.00473856,0.85176408,0.73655605,0.34257391
-5.48374187,2.26234461,0.46161453,0.40894970,0.00135128,0.54805841,0.00460119,0.82334904,0.76292247,0.33613617
-5.47773887,2.22586411,0.45053428,0.39158582,0.00131314,0.55009649,0.00446947,0.79476990,0.78774496,0.32972644
-5.47173587,2.18892978,0.43980260,0.37439239,0.00126711,0.55188310,0.00434621,0.76641485,0.81063386,0.32346142
-5.46573287,2.15208102,0.42960848,0.35760727,0.00121411,0.55341655,0.00423422,0.73866922,0.83122721,0.31745009
-5.45972986,2.11585106,0.42014093,0.34145800,0.00115517,0.55469683,0.00413623,0.71191135,0.84920448,0.31179293
-5.45372686,2.08076805,0.41158631,0.32615896,0.00109138,0.55572941,0.00405482,0.68650899,0.86430016,0.30658157
-5.44772386,2.04735752,0.40412559,0.31190924,0.00102392,0.55652932,0.00399235,0.66281613,0.87631638,0.30189896
-5.44172086,2.01614532,0.39793164,0.29889095,0.00095394,0.55712534,0.00395089,0.64117014,0.88513424,0.29781982
-5.43571786,1.98766066,0.39316639,0.28726802,0.00088261,0.55756381,0.00393223,0.62188906,0.89072320,0.29441142
-5.42971486,1.96243847,0.38997811,0.27718531,0.00081104,0.55791216,0.00393782,0.60526889,0.89314807,0.29173450
-5.42371186,1.94102050,0.38849857,0.26876794,0.00074026,0.55826168,0.00396886,0.59158073,0.89257333,0.28984427
-5.41770885,1.92395483,0.38884037,0.26212082,0.00067122,0.55872943,0.00402626,0.58106768,0.88926460,0.28879133
-5.41170585,1.91179332,0.39109430,0.25732815,0.00060476,0.55945930,0.00411075,0.57394149,0.88358706,0.28862250
-5.40570285,1.90508701,0.39532694,0.25445296,0.00054161,0.56062197,0.00422296,0.57037892,0.87600101,0.28938145
-5.39969985,1.90437942,0.40157848,0.25353663,0.00048236,0.56241388,0.00436348,0.57051788,0.86705466,0.29110913
-5.39369685,1.91019803,0.40986085,0.25459831,0.00042751,0.56505519,0.00453300,0.57445350,0.85737458,0.29384393
-5.38769385,1.92304433,0.42015639,0.25763441,0.00037744,0.56878688,0.00473238,0.58223437,0.84765406,0.29762162
-5.38169085,1.94338282,0.43241701,0.26261805,0.00033242,0.57386696,0.00496279,0.59385906,0.83863993,0.30247504
-5.37568784,1.97162972,0.44656395,0.26949875,0.00029262,0.58056612,0.00522574,0.60927331,0.83111815,0.30843366
-5.36968484,2.00814178,0.46248835,0.27820225,0.00025817,0.58916275,0.00552317,0.62836803,0.82589877,0.31552292
-5.36368184,2.05320586,0.48005252,0.28863075,0.00022909,0.59993757,0.00585749,0.65097854,0.82380044,0.32376355
-5.35767884,2.10702974,0.49909209,0.30066353,0.00020539,0.61316795,0.00623155,0.67688509,0.82563493,0.33317069
-5.35167584,2.16973444,0.51941889,0.31415807,0.00018703,0.62912195,0.00664860,0.70581492,0.83219175,0.34375315
-5.34567284,2.24134839,0.54082465,0.32895182,0.00017395,0.64805221,0.00711225,0.73744596,0.84422304,0.35551247
-5.33966983,2.32180334,0.56308532,0.34486448,0.00016609,0.67018965,0.00762628,0.77141209,0.86242884,0.36844211
-5.33366683,2.41093206,0.58596593,0.36170090,0.00016339,0.69573705,0.00819447,0.80730993,0.88744253,0.38252659
-5.32766383,2.50846749,0.60922579,0.37925450,0.00016578,0.72486254,0.00882046,0.84470690,0.91981666,0.39774059
-5.32166083,2.61404306,0.63262381,0.39731112,0.00017322,0.75769298,0.00950739,0.88315030,0.96000890,0.41404811
-5.31565783,2.72719371,0.65592373,0.41565314,0.00018565,0.79430733,0.01025776,0.92217703,1.00836825,0.43140152
-5.30965483,2.84735734,0.67889901,0.43406376,0.00020303,0.83473012,0.01107305,0.96132344,1.06512156,0.44974066
-5.30365183,2.97387623,0.70133705,0.45233118,0.00022532,0.87892511,0.01195350,1.00013504,1.13036061,0.46899190
-5.29764882,3.10599823,0.72304271,0.47025262,0.00025247,0.92678944,0.01289785,1.03817542,1.20402989,0.48906721
-5.29164582,3.24287770,0.74384077,0.48763783,0.00028440,0.97814842,0.01390308,1.07503402,1.28591588,0.50986332
-5.28564282,3.38357614,0.76357726,0.50431207,0.00032101,1.03275134,0.01496426,1.11033256,1.37563803,0.53126093
-5.27963982,3.52706298,0.78211970,0.52011834,0.00036214,1.09026866,0.01607444,1.14372960,1.47264249,0.55312424
-5.27363682,3.67221684,0.79935607,0.53491887,0.00040760,1.15029083,0.01722454,1.17492332,1.57619904,0.57530066
-5.26763382,3.81782797,0.81519288,0.54859569,0.00045711,1.21232924,0.01840344,1.20365236,1.68540221,0.59762097
-5.26163082,3.96260253,0.82955225,0.56105051,0.00051033,1.27581950,0.01959807,1.22969499,1.79917719,0.61990002
-5.25562781,4.10516960,0.84236836,0.57220372,0.00056683,1.34012735,0.02079361,1.25286664,1.91629112,0.64193793
-5.24962481,4.24409152,0.85358368,0.58199290,0.00062610,1.40455735,0.02197376,1.27301630,2.03537016,0.66352200
-5.24362181,4.37787827,0.86314504,0.59037077,0.00068754,1.46836433,0.02312113,1.29002219,2.15492250,0.68442942
-5.23761881,4.50500638,0.87100012,0.59730297,0.00075046,1.53076761,0.02421765,1.30378705,2.27336716,0.70443056
-5.23161581,4.62394233,0.87709460,0.60276564,0.00081409,1.59096756,0.02524505,1.31423366,2.38906804,0.72329313
-5.22561281,4.73317061,0.88137019,0.60674329,0.00087760,1.64816425,0.02618540,1.32130098,2.50037242,0.74078685
-5.21960980,4.83122567,0.88376387,0.60922684,0.00094010,1.70157752,0.02702159,1.32494126,2.60565277,0.75668874
-5.21360680,4.91672712,0.88420843,0.61021218,0.00100066,1.75046785,0.02773793,1.32511845,2.70335046,0.77078870
-5.20760380,4.98841691,0.88263433,0.60969931,0.00105835,1.79415720,0.02832056,1.32180804,2.79201961,0.78289539
-5.20160080,5.04519715,0.87897286,0.60769207,0.00111224,1.83204914,0.02875800,1.31499843,2.87036947,0.79284193
-5.19559780,5.08616687,0.87316051,0.60419852,0.00116143,1.86364723,0.02904146,1.30469362,2.93730339,0.80049140
-5.18959480,5.11065608,0.86514413,0.59923190,0.00120508,1.88857108,0.02916520,1.29091713,2.99195269,0.80574185
-5.18359180,5.11825545,0.85488680,0.59281204,0.00124244,1.90656924,0.02912672,1.27371674,3.03370383,0.80853054
-5.17758879,5.10884001,0.84237386,0.58496723,0.00127287,1.91752843,0.02892690,1.25316967,3.06221780,0.80883729
-5.17158579,5.08258553,0.82761878,0.57573617,0.00129586,1.92147872,0.02857002,1.22938777,3.07744054,0.80668672
-5.16558279,5.03997666,0.81066848,0.56517002,0.00131104,1.91859442,0.02806365,1.20252224,3.07960412,0.80214932
-5.15957979,4.98180619,0.79160773,0.55333428,0.00131820,1.90919063,0.02741849,1.17276749,3.06921864,0.79534127
-5.15357679,4.90916521,0.77056226,0.54031039,0.00131731,1.89371581,0.02664811,1.14036368,3.04705514,0.78642302
-5.14757379,4.82342455,0.74770049,0.52619683,0.00130851,1.87274046,0.02576858,1.10559774,3.01412060,0.77559667
-5.14157079,4.72620798,0.72323344,0.51110975,0.00129209,1.84694273,0.02479811,1.06880266,2.97162600,0.76310221
-5.13556778,4.61935849,0.69741308,0.49518292,0.00126853,1.81709132,0.02375658,1.03035491,2.92094917,0.74921289
-5.12956478,4.50489857,0.67052890,0.47856700,0.00123845,1.78402660,0.02266508,0.99067006,2.86359396,0.73422970
-5.12356178,4.38498637,0.64290295,0.46142826,0.00120257,1.74864046,0.02154542,0.95019673,2.80114758,0.71847531
-5.11755878,4.26186898,0.61488341,0.44394659,0.00116176,1.71185575,0.02041967,0.90940914,2.73523774,0.70228753
-5.11155578,4.13783450,0.58683715,0.42631296,0.00111695,1.67460587,0.01930969,0.86879837,2.66749125,0.68601250
-5.10555278,4.01516426,0.55914139,0.40872645,0.00106912,1.63781495,0.01823670,0.82886287,2.59949535,0.66999784
-5.09954977,3.89608649,0.53217482,0.39139087,0.00101928,1.60237920,0.01722091,0.79009842,2.53276283,0.65458580
-5.09354677,3.78273225,0.50630858,0.37451110,0.00096846,1.56914960,0.01628113,0.75298794,2.46870173,0.64010650
-5.08754377,3.67709449,0.48189738,0.35828924,0.00091762,1.53891604,0.01543448,0.71799141,2.40858988,0.62687147
-5.08154077,3.58099066,0.45927097,0.34292066,0.00086771,1.51239307,0.01469616,0.68553627,2.35355443,0.61516743
-5.07553777,3.49602907,0.43872634,0.32859004,0.00081957,1.49020722,0.01407916,0.65600843,2.30455617,0.60525040
-5.06953477,3.42357926,0.42052074,0.31546750,0.00077396,1.47288571,0.01359414,0.62974413,2.26237816,0.59734016
-5.06353177,3.36474622,0.40486573,0.30370481,0.00073152,1.46084659,0.01324926,0.60702281,2.22761818,0.59161519
-5.05752876,3.32034853,0.39192241,0.29343185,0.00069277,1.45439024,0.01305009,0.58806103,2.20068454,0.58820804
-5.05152576,3.29090065,0.38179781,0.28475332,0.00065810,1.45369221,0.01299948,0.57300754,2.18179450,0.58720130
-5.04552276,3.27659921,0.37454259,0.27774579,0.00062776,1.45879753,0.01309759,0.56193959,2.17097506,0.58862417
-5.03951976,3.27731400,0.37015000,0.27245517,0.00060187,1.46961666,0.01334180,0.55486050,2.16806582,0.59244999
-5.03351676,3.29258387,0.36855604,0.26889467,0.00058041,1.48592351,0.01372677,0.55169854,2.17272385,0.59859461
-5.02751376,3.32161843,0.36964101,0.26704341,0.00056327,1.50735562,0.01424448,0.55230721,2.18443064,0.60691595
-5.02151076,3.36330604,0.37323210,0.26684558,0.00055018,1.53341725,0.01488431,0.55646693,2.20250152,0.61721495
-5.01550775,3.41622912,0.37910727,0.26821054,0.00054079,1.56348555,0.01563320,0.56388826,2.22609785,0.62923790
-5.00950475,3.47868726,0.38700016,0.27101369,0.00053470,1.59682037,0.01647585,0.57421674,2.25424257,0.64268055
-5.00350175,3.54872879,0.39660606,0.27509827,0.00053138,1.63257784,0.01739491,0.58703923,2.28583936,0.65719374
-4.99749875,3.62419098,0.40758878,0.28027818,0.00053030,1.66982800,0.01837135,0.60189198,2.31969595,0.67239098
-4.99149575,3.70274878,0.41958837,0.28634179,0.00053089,1.70757644,0.01938476,0.61827018,2.35455153,0.68785754
-4.98549275,3.78197150,0.43222945,0.29305666,0.00053254,1.74478950,0.02041382,0.63563896,2.38910820,0.70316111
-4.97948974,3.85938643,0.44513011,0.30017522,0.00053467,1.78042276,0.02143669,0.65344570,2.42206603,0.71786382
-4.97348674,3.93254763,0.45791098,0.30744120,0.00053673,1.81345193,0.02243159,0.67113333,2.45216104,0.73153503
-4.96748374,3.99910815,0.47020444,0.31459660,0.00053818,1.84290520,0.02337722,0.68815425,2.47820490,0.74376485
-4.96148074,4.05689294,0.48166363,0.32138914,0.00053854,1.86789585,0.02425339,0.70398459,2.49912508,0.75417750
-4.95547774,4.10396986,0.49197094,0.32757979,0.00053742,1.88765389,0.02504144,0.71813818,2.51400391,0.76244428
-4.94947474,4.13871585,0.50084581,0.33295015,0.00053447,1.90155534,0.02572479,0.73017997,2.52211468,0.76829551
-4.94347174,4.15987532,0.50805159,0.33730947,0.00052943,1.90914767,0.02628934,0.73973811,2.52295328,0.77153078
-4.93746873,4.16660805,0.51340114,0.34050086,0.00052214,1.91017036,0.02672387,0.74651455,2.51626345,0.77202720
-4.93146573,4.15852418,0.51676104,0.34240660,0.00051250,1.90456922,0.02702026,0.75029338,2.50205428,0.76974515
-4.92546273,4.13570428,0.51805432,0.34295218,0.00050052,1.89250371,0.02717373,0.75094685,2.48060873,0.76473109
-4.91945973,4.09870325,0.51726151,0.34210897,0.00048628,1.87434670,0.02718291,0.74843862,2.45248224,0.75711746
-4.91345673,4.04853735,0.51442003,0.33989529,0.00046993,1.85067629,0.02704977,0.74282415,2.41849114,0.74711931
-4.90745373,3.98665446,0.50962204,0.33637597,0.00045169,1.82225978,0.02677951,0.73424814,2.37969072,0.73502795
-4.90145073,3.91488832,0.50301062,0.33166016,0.00043184,1.79003041,0.02638031,0.72293922,2.33734359,0.72120168
-4.89544772,3.83539847,0.49477469,0.32589778,0.00041070,1.75505734,0.02586300,0.70920190,2.29287930,0.70605394
-4.88944472,3.75059784,0.48514265,0.31927437,0.00038863,1.71851013,0.02524062,0.69340626,2.24784648,0.69003935
-4.88344172,3.66307084,0.47437511,0.31200491,0.00036599,1.68161903,0.02452797,0.67597570,2.20385941,0.67363815
-4.87743872,3.57548494,0.46275679,0.30432653,0.00034316,1.64563242,0.02374108,0.65737313,2.16254078,0.65733960
-4.87143572,3.49049914,0.45058807,0.29649056,0.00032052,1.61177321,0.02289669,0.63808626,2.12546310,0.64162503
-4.86543272,3.41067270,0.43817622,0.28875422,0.00029841,1.58119570,0.02201171,0.61861232,2.09409067,0.62695108
-4.85942971,3.33837754,0.42582678,0.28137213,0.00027717,1.55494453,0.02110273,0.59944296,2.06972463,0.61373394
-4.85342671,3.27571750,0.41383513,0.27458802,0.00025709,1.53391745,0.02018550,0.58104954,2.05345307,0.60233487
-4.84742371,3.22445731,0.40247859,0.26862697,0.00023842,1.51883302,0.01927459,0.56386952,2.04610806,0.59304793
-4.84142071,3.18596371,0.39200927,0.26368828,0.00022136,1.51020463,0.01838298,0.54829422,2.04823143,0.58608993
-4.83541771,3.16116083,0.38264771,0.25993936,0.00020606,1.50832165,0.01752182,0.53465828,2.06005045,0.58159325
-4.82941471,3.15050104,0.37457762,0.25751068,0.00019262,1.51323852,0.01670025,0.52323119,2.08146447,0.57960168
-4.82341171,3.15395232,0.36794165,0.25649203,0.00018108,1.52477197,0.01592524,0.51421093,2.11204300,0.58006930
-4.81740870,3.17100223,0.36283847,0.25693003,0.00017145,1.54250662,0.01520164,0.50772002,2.15103539,0.58286253
-4.81140570,3.20067828,0.35932110,0.25882716,0.00016367,1.56580858,0.01453215,0.50380390,2.19739180,0.58776525
-4.80540270,3.24158364,0.35739656,0.26214204,0.00015764,1.59384663,0.01391749,0.50243170,2.24979465,0.59448665
-4.79939970,3.29194685,0.35702681,0.26679116,0.00015325,1.62562005,0.01335655,0.50349925,2.30669953,0.60267166
-4.79339670,3.34968351,0.35813103,0.27265178,0.00015031,1.65999223,0.01284661,0.50683427,2.36638403,0.61191342
-4.78739370,3.41246768,0.36058904,0.27956609,0.00014865,1.69572858,0.01238362,0.51220345,2.42700267,0.62176736
-4.78139070,3.47781020,0.36424589,0.28734618,0.00014806,1.73153750,0.01196247,0.51932118,2.48664591,0.63176646
-4.77538769,3.54314114,0.36891732,0.29578003,0.00014832,1.76611270,0.01157727,0.52785964,2.54340108,0.64143689
-4.76938469,3.60589314,0.37439606,0.30463792,0.00014920,1.79817542,0.01122167,0.53745988,2.59541279,0.65031368
-4.76338169,3.66358282,0.38045867,0.31367931,0.00015047,1.82651485,0.01088917,0.54774345,2.64094075,0.65795570
-4.75737869,3.71388702,0.38687259,0.32265988,0.00015193,1.85002537,0.01057333,0.55832429,2.67841258,0.66395944
-4.75137569,3.75471131,0.39340334,0.33133844,0.00015335,1.86773905,0.01026806,0.56882031,2.70646990,0.66797106
-4.74537269,3.78424835,0.39982145,0.33948355,0.00015456,1.87885249,0.00996781,0.57886439,2.72400577,0.66969639
-4.73936968,3.80102404,0.40590884,0.34687962,0.00015539,1.88274690,0.00966771,0.58811429,2.73019239,0.66890839
-4.73336668,3.80393017,0.41146455,0.35333227,0.00015569,1.87900091,0.00936376,0.59626134,2.72449806,0.66545204
-4.72736368,3.79224272,0.41630949,0.35867281,0.00015536,1.86739584,0.00905283,0.60303732,2.70669306,0.65924638
-4.72136068,3.76562564,0.42029007,0.36276174,0.00015429,1.84791346,0.00873275,0.60821969,2.67684463,0.65028387
-4.71535768,3.72412053,0.42328067,0.36549108,0.00015245,1.82072667,0.00840230,0.61163475,2.63530151,0.63862710
-4.70935468,3.66812348,0.42518483,0.36678566,0.00014978,1.78618376,0.00806112,0.61315891,2.58266922,0.62440318
-4.70335168,3.59835046,0.42593528,0.36660325,0.00014631,1.74478731,0.00770970,0.61271805,2.51977751,0.60779614
-4.69734867,3.51579358,0.42549282,0.36493362,0.00014204,1.69716879,0.00734921,0.61028515,2.44764164,0.58903771
-4.69134567,3.42167049,0.42384420,0.36179671,0.00013704,1.64406037,0.00698144,0.60587646,2.36741962,0.56839706
-4.68534267,3.31736970,0.42099935,0.35723987,0.00013136,1.58626510,0.00660863,0.59954644,2.28036735,0.54616988
-4.67933967,3.20439429,0.41698791,0.35133460,0.00012509,1.52462712,0.00623333,0.59138191,2.18779379,0.52266746
-4.67333667,3.08430679,0.41185564,0.34417275,0.00011833,1.46000294,0.00585826,0.58149575,2.09101805,0.49820606
-4.66733367,2.95867753,0.40566066,0.33586245,0.00011118,1.39323522,0.00548622,0.57002041,1.99133015,0.47309712
-4.66133067,2.82903843,0.39846996,0.32652403,0.00010376,1.32512977,0.00511990,0.55710182,1.88995690,0.44763869
-4.65532766,2.69684380,0.39035630,0.31628602,0.00009617,1.25643663,0.00476184,0.54289370,1.78803386,0.42210816
-4.64932466,2.56343926,0.38139558,0.30528139,0.00008852,1.18783561,0.00441434,0.52755276,1.68658410,0.39675673
-4.64332166,2.43003938,0.37166495,0.29364427,0.00008093,1.11992653,0.00407936,0.51123480,1.58650397,0.37180543
