energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.62181091,2.37902607,1.23042013,0.54781713,0.00389271,0.68400859,0.01852760,0.94584027,0.59781983,0.27216321
-5.61580790,2.37122487,1.22746165,0.54281191,0.00374963,0.67205691,0.01915868,0.95171675,0.60242243,0.27470743
-5.60980490,2.36706432,1.22656045,0.53811999,0.00362842,0.65967819,0.01971274,0.96056169,0.60973120,0.27806155
-5.60380190,2.36579570,1.22725186,0.53367298,0.00352637,0.64693958,0.02017849,0.97180346,0.61938378,0.28205184
-5.59779890,2.36666197,1.22904101,0.52940867,0.00344058,0.63390817,0.02054666,0.98485758,0.63098725,0.28650579
-5.59179590,2.36890703,1.23141091,0.52526985,0.00336807,0.62064573,0.02081030,0.99913884,0.64412467,0.29125489
-5.58579290,2.37178503,1.23383150,0.52120321,0.00330591,0.60720420,0.02096511,1.01407284,0.65836213,0.29613724
-5.57978989,2.37456988,1.23576974,0.51715816,0.00325125,0.59362219,0.02100964,1.02910687,0.67325611,0.30100001
-5.57378689,2.37656516,1.23670068,0.51308602,0.00320142,0.57992280,0.02094537,1.04372010,0.68836119,0.30570160
-5.56778389,2.37711455,1.23611939,0.50893941,0.00315400,0.56611286,0.02077674,1.05743283,0.70323814,0.31011366
-5.56178089,2.37561281,1.23355341,0.50467210,0.00310686,0.55218363,0.02051103,1.06981485,0.71746207,0.31412276
-5.55577789,2.37151695,1.22857547,0.50023928,0.00305819,0.53811297,0.02015814,1.08049268,0.73063077,0.31763177
-5.54977489,2.36435750,1.22081605,0.49559821,0.00300652,0.52386866,0.01973033,1.08915561,0.74237275,0.32056096
-5.54377189,2.35374940,1.20997522,0.49070925,0.00295075,0.50941287,0.01924181,1.09556051,0.75235496,0.32284867
-5.53776888,2.33940209,1.19583342,0.48553729,0.00289011,0.49470732,0.01870833,1.09953518,0.76028995,0.32445168
-5.53176588,2.32112833,1.17826058,0.48005331,0.00282418,0.47971883,0.01814664,1.10098033,0.76594201,0.32534518
-5.52576288,2.29885128,1.15722326,0.47423609,0.00275287,0.46442499,0.01757399,1.09986992,0.76913238,0.32552242
-5.51975988,2.27260942,1.13278935,0.46807401,0.00267636,0.44881949,0.01700762,1.09625017,0.76974302,0.32499396
-5.51375688,2.24255894,1.10513016,0.46156670,0.00259511,0.43291688,0.01646414,1.09023685,0.76771905,0.32378668
-5.50775388,2.20897342,1.07451968,0.45472651,0.00250977,0.41675647,0.01595913,1.08201133,0.76306948,0.32194249
-5.50175088,2.17224043,1.04133099,0.44757969,0.00242119,0.40040507,0.01550658,1.07181511,0.75586644,0.31951675
-5.49574787,2.13285538,1.00602991,0.44016725,0.00233034,0.38395854,0.01511850,1.05994330,0.74624270,0.31657666
-5.48974487,2.09141228,0.96916605,0.43254534,0.00223827,0.36754197,0.01480460,1.04673694,0.73438770,0.31319932
-5.48374187,2.04859203,0.93136150,0.42478514,0.00214609,0.35130852,0.01457194,1.03257456,0.72054219,0.30946986
-5.47773887,2.00514813,0.89329749,0.41697233,0.00205491,0.33543692,0.01442483,1.01786309,0.70499156,0.30547942
-5.47173587,1.96189046,0.85569949,0.40920594,0.00196581,0.32012775,0.01436465,1.00302832,0.68805818,0.30132323
-5.46573287,1.91966737,0.81932087,0.40159678,0.00187980,0.30559872,0.01438987,0.98850523,0.67009297,0.29709858
-5.45972986,1.87934650,0.78492586,0.39426534,0.00179779,0.29207888,0.01449610,0.97472827,0.65146635,0.29290299
-5.45372686,1.84179488,0.75327185,0.38733922,0.00172061,0.27980234,0.01467631,0.96212180,0.63255891,0.28883230
-5.44772386,1.80785850,0.72509161,0.38095021,0.00164893,0.26900126,0.01492099,0.95109094,0.61375209,0.28497896
-5.44172086,1.77834201,0.70107553,0.37523100,0.00158331,0.25989870,0.01521856,0.94201276,0.59541888,0.28143031
-5.43571786,1.75398868,0.68185440,0.37031162,0.00152417,0.25270130,0.01555568,0.93522818,0.57791499,0.27826702
-5.42971486,1.73546116,0.66798276,0.36631568,0.00147180,0.24759207,0.01591774,0.93103440,0.56157047,0.27556153
-5.42371186,1.72332326,0.65992331,0.36335656,0.00142637,0.24472347,0.01628928,0.92967816,0.54668215,0.27337668
-5.41770885,1.71802316,0.65803250,0.36153355,0.00138799,0.24421096,0.01665455,0.93134971,0.53350678,0.27176439
-5.41170585,1.71987847,0.66254765,0.36092817,0.00135667,0.24612727,0.01699797,0.93617781,0.52225523,0.27076445
-5.40570285,1.72906336,0.67357605,0.36160072,0.00133236,0.25049737,0.01730461,0.94422558,0.51308777,0.27040349
-5.39969985,1.74559839,0.69108620,0.36358718,0.00131501,0.25729459,0.01756071,0.95548751,0.50611049,0.27069410
-5.39369685,1.76934331,0.71490180,0.36689667,0.00130455,0.26643781,0.01775403,0.96988777,0.50137305,0.27163424
-5.38769385,1.79999336,0.74469876,0.37150954,0.00130096,0.27779003,0.01787424,0.98727977,0.49886774,0.27320681
-5.38169085,1.83707947,0.78000575,0.37737621,0.00130424,0.29115844,0.01791319,1.00744732,0.49853005,0.27537964
-5.37568784,1.87997279,0.82020852,0.38441688,0.00131444,0.30629598,0.01786512,1.03010755,0.50024057,0.27810579
-5.36968484,1.92789373,0.86455840,0.39252221,0.00133168,0.32290468,0.01772678,1.05491546,0.50382855,0.28132428
-5.36368184,1.97992592,0.91218507,0.40155503,0.00135615,0.34064068,0.01749742,1.08147049,0.50907676,0.28496128
-5.35767884,2.03503486,0.96211366,0.41135300,0.00138810,0.35912088,0.01717876,1.10932496,0.51572783,0.28893170
-5.35167584,2.09209122,1.01328593,0.42173232,0.00142781,0.37793125,0.01677482,1.13799432,0.52349187,0.29314132
-5.34567284,2.14989831,1.06458527,0.43249240,0.00147559,0.39663653,0.01629171,1.16696911,0.53205508,0.29748926
-5.33966983,2.20722321,1.11486475,0.44342118,0.00153175,0.41479107,0.01573733,1.19572833,0.54108936,0.30187084
-5.33366683,2.26283043,1.16297763,0.45430125,0.00159655,0.43195060,0.01512104,1.22375390,0.55026237,0.30618081
-5.32766383,2.31551724,1.20780911,0.46491625,0.00167020,0.44768439,0.01445331,1.25054573,0.55924783,0.31031664
-5.32166083,2.36414933,1.24830832,0.47505754,0.00175280,0.46158753,0.01374531,1.27563689,0.56773581,0.31418200
-5.31565783,2.40769535,1.28351927,0.48453076,0.00184427,0.47329265,0.01300858,1.29860824,0.57544231,0.31769012
-5.30965483,2.44525901,1.31260947,0.49316201,0.00194438,0.48248084,0.01225461,1.31910197,0.58211810,0.32076691
-5.30365183,2.47610735,1.33489498,0.50080352,0.00205269,0.48889111,0.01149452,1.33683351,0.58755622,0.32335386
-5.29764882,2.49969382,1.34986082,0.50733840,0.00216849,0.49232811,0.01073880,1.35160109,0.59159795,0.32541031
-5.29164582,2.51567534,1.35717573,0.51268443,0.00229084,0.49266762,0.00999701,1.36329266,0.59413693,0.32691530
-5.28564282,2.52392226,1.35670070,0.51679661,0.00241852,0.48985972,0.00927760,1.37188977,0.59512137,0.32786859
-5.27963982,2.52452095,1.34849077,0.51966849,0.00255003,0.48392941,0.00858779,1.37746814,0.59455410,0.32829109
-5.27363682,2.51776892,1.33279004,0.52133218,0.00268365,0.47497455,0.00793346,1.38019495,0.59249064,0.32822447
-5.26763382,2.50416251,1.31002019,0.52185702,0.00281743,0.46316147,0.00731912,1.38032292,0.58903539,0.32772999
-5.26163082,2.48437795,1.28076307,0.52134712,0.00294920,0.44871820,0.00674795,1.37818143,0.58433597,0.32688672
-5.25562781,2.45924653,1.24573816,0.51993772,0.00307668,0.43192583,0.00622181,1.37416501,0.57857627,0.32578902
-5.24962481,2.42972504,1.20577597,0.51779077,0.00319749,0.41310828,0.00574141,1.36871976,0.57196829,0.32454359
-5.24362181,2.39686279,1.16178868,0.51508961,0.00330924,0.39262106,0.00530636,1.36232822,0.56474331,0.32326598
-5.23761881,2.36176661,1.11473932,0.51203327,0.00340958,0.37083943,0.00491535,1.35549328,0.55714270,0.32207686
-5.23161581,2.32556512,1.06561083,0.50883038,0.00349628,0.34814655,0.00456634,1.34872177,0.54940884,0.32109808
-5.22561281,2.28937383,1.01537620,0.50569300,0.00356728,0.32492201,0.00425666,1.34250822,0.54177636,0.32044873
-5.21960980,2.25426199,0.96497103,0.50283052,0.00362079,0.30153135,0.00398326,1.33731944,0.53446418,0.32024118
-5.21360680,2.22122251,0.91526917,0.50044380,0.00365532,0.27831672,0.00374281,1.33358031,0.52766854,0.32057739
-5.20760380,2.19114553,0.86706256,0.49871968,0.00366976,0.25558916,0.00353191,1.33166110,0.52155713,0.32154544
-5.20160080,2.16479640,0.82104530,0.49782598,0.00366335,0.23362258,0.00334723,1.33186672,0.51626466,0.32321647
-5.19559780,2.14279842,0.77780261,0.49790710,0.00363581,0.21264955,0.00318561,1.33442803,0.51188966,0.32564201
-5.18959480,2.12562039,0.73780435,0.49908028,0.00358726,0.19285899,0.00304424,1.33949539,0.50849272,0.32885189
-5.18359180,2.11356916,0.70140303,0.50143251,0.00351826,0.17439549,0.00292072,1.34713439,0.50609607,0.33285261
-5.17758879,2.10678683,0.66883578,0.50501824,0.00342976,0.15736028,0.00281318,1.35732400,0.50468432,0.33762643
-5.17158579,2.10525249,0.64022987,0.50985785,0.00332312,0.14181353,0.00272030,1.36995688,0.50420638,0.34313093
-5.16558279,2.10878803,0.61561101,0.51593692,0.00320002,0.12777780,0.00264140,1.38484193,0.50457830,0.34929939
-5.15957979,2.11706770,0.59491373,0.52320630,0.00306242,0.11524226,0.00257646,1.40170896,0.50568693,0.35604170
-5.15357679,2.12963094,0.57799327,0.53158300,0.00291250,0.10416749,0.00252607,1.42021531,0.50739427,0.36324601
-5.14757379,2.14589807,0.56463823,0.54095188,0.00275262,0.09449057,0.00249150,1.43995442,0.50954233,0.37078095
-5.14157079,2.16518826,0.55458343,0.55116812,0.00258519,0.08613023,0.00247458,1.46046593,0.51195829,0.37849854
-5.13556778,2.18673951,0.54752246,0.56206046,0.00241266,0.07899177,0.00247771,1.48124743,0.51445993,0.38623757
-5.12956478,2.20972992,0.54311953,0.57343507,0.00223744,0.07297171,0.00250372,1.50176720,0.51686111,0.39382746
-5.12356178,2.23329984,0.54102041,0.58508001,0.00206184,0.06796193,0.00255581,1.52147800,0.51897720,0.40109258
-5.11755878,2.25657444,0.54086210,0.59677024,0.00188800,0.06385324,0.00263741,1.53983132,0.52063021,0.40785668
-5.11155578,2.27868589,0.54228131,0.60827287,0.00171787,0.06053838,0.00275207,1.55629177,0.52165376,0.41394755
-5.10555278,2.29879494,0.54492155,0.61935264,0.00155318,0.05791439,0.00290327,1.57035116,0.52189738,0.41920163
-5.09954977,2.31611103,0.54843908,0.62977748,0.00139541,0.05588433,0.00309429,1.58154184,0.52123037,0.42346840
-5.09354677,2.32991052,0.55250750,0.63932379,0.00124576,0.05435851,0.00332802,1.58944885,0.51954494,0.42661448
-5.08754377,2.33955255,0.55682145,0.64778154,0.00110517,0.05325510,0.00360680,1.59372044,0.51675848,0.42852721
-5.08154077,2.34449202,0.56109918,0.65495883,0.00097433,0.05250042,0.00393223,1.59407658,0.51281514,0.42911766
-5.07553777,2.34428943,0.56508445,0.66068576,0.00085364,0.05202880,0.00430501,1.59031521,0.50768631,0.42832291
-5.06953477,2.33861726,0.56854766,0.66481771,0.00074331,0.05178212,0.00472478,1.58231597,0.50137044,0.42610751
-5.06353177,2.32726289,0.57128637,0.66723773,0.00064333,0.05170925,0.00519003,1.57004126,0.49389176,0.42246414
-5.05752876,2.31012798,0.57312543,0.66785806,0.00055348,0.05176522,0.00569795,1.55353478,0.48529834,0.41741340
-5.05152576,2.28722463,0.57391669,0.66662082,0.00047342,0.05191048,0.00624439,1.53291747,0.47565939,0.41100277
-5.04552276,2.25866847,0.57353832,0.66349791,0.00040267,0.05210998,0.00682384,1.50838129,0.46506198,0.40330486
-5.03951976,2.22466930,0.57189407,0.65849012,0.00034066,0.05233251,0.00742945,1.48018100,0.45360729,0.39441491
-5.03351676,2.18551971,0.56891212,0.65162559,0.00028675,0.05254990,0.00805312,1.44862449,0.44140672,0.38444781
-5.02751376,2.14158225,0.56454396,0.64295778,0.00024025,0.05273654,0.00868561,1.41406202,0.42857781,0.37353473
-5.02151076,2.09327592,0.55876307,0.63256297,0.00020047,0.05286890,0.00931674,1.37687495,0.41524033,0.36181938
-5.01550775,2.04106249,0.55156351,0.62053762,0.00016670,0.05292529,0.00993563,1.33746447,0.40151263,0.34945431
-5.00950475,1.98543328,0.54295859,0.60699550,0.00013826,0.05288575,0.01053093,1.29624075,0.38750844,0.33659715
-5.00350175,1.92689698,0.53297933,0.59206493,0.00011448,0.05273202,0.01109118,1.25361301,0.37333421,0.32340705
-4.99749875,1.86596884,0.52167310,0.57588604,0.00009475,0.05244776,0.01160513,1.20998082,0.35908706,0.31004147
-4.99149575,1.80316159,0.50910222,0.55860832,0.00007850,0.05201870,0.01206203,1.16572690,0.34485344,0.29665328
-4.98549275,1.73897825,0.49534253,0.54038837,0.00006521,0.05143307,0.01245205,1.12121162,0.33070849,0.28338838
-4.97948974,1.67390689,0.48048212,0.52138791,0.00005441,0.05068183,0.01276653,1.07676920,0.31671601,0.27038378
-4.97348674,1.60841709,0.46462004,0.50177209,0.00004569,0.04975910,0.01299829,1.03270554,0.30292905,0.25776613
-4.96748374,1.54295818,0.44786507,0.48170803,0.00003869,0.04866246,0.01314188,0.98929767,0.28939100,0.24565082
-4.96148074,1.47795861,0.43033455,0.46136357,0.00003310,0.04739319,0.01319375,0.94679432,0.27613701,0.23414136
-4.95547774,1.41382631,0.41215318,0.44090612,0.00002865,0.04595642,0.01315236,0.90541765,0.26319571,0.22332925
-4.94947474,1.35094958,0.39345192,0.42050161,0.00002514,0.04436123,0.01301826,0.86536547,0.25059097,0.21329392
-4.94347174,1.28969803,0.37436683,0.40031339,0.00002239,0.04262056,0.01279401,0.82681386,0.23834368,0.20410307
-4.93746873,1.23042329,0.35503788,0.38050116,0.00002026,0.04075100,0.01248411,0.78991972,0.22647334,0.19581289
-4.93146573,1.17345909,0.33560780,0.36121969,0.00001864,0.03877251,0.01209486,0.75482300,0.21499942,0.18846842
-4.92546273,1.11912058,0.31622085,0.34261757,0.00001746,0.03670801,0.01163406,0.72164838,0.20394240,0.18210377
-4.91945973,1.06770272,0.29702154,0.32483568,0.00001668,0.03458285,0.01111082,0.69050617,0.19332442,0.17674231
-4.91345673,1.01947770,0.27815340,0.30800573,0.00001627,0.03242421,0.01053519,0.66149249,0.18316953,0.17239666
-4.90745373,0.97469160,0.25975759,0.29224862,0.00001623,0.03026054,0.00991785,0.63468857,0.17350359,0.16906868
-4.90145073,0.93356041,0.24197164,0.27767299,0.00001657,0.02812086,0.00926980,0.61015945,0.16435379,0.16674925
-4.89544772,0.89626573,0.22492811,0.26437370,0.00001733,0.02603417,0.00860199,0.58795210,0.15574787,0.16541818
-4.88944472,0.86295059,0.20875326,0.25243066,0.00001855,0.02402880,0.00792506,0.56809329,0.14771323,0.16504403
-4.88344172,0.83371558,0.19356586,0.24190780,0.00002029,0.02213194,0.00724904,0.55058743,0.14027572,0.16558420
-4.87743872,0.80861591,0.17947591,0.23285255,0.00002262,0.02036904,0.00658312,0.53541479,0.13345861,0.16698512
-4.87143572,0.78765952,0.16658351,0.22529551,0.00002563,0.01876351,0.00593548,0.52253012,0.12728138,0.16918286
-4.86543272,0.77080665,0.15497778,0.21925078,0.00002939,0.01733628,0.00531315,0.51186226,0.12175882,0.17210395
-4.85942971,0.75797099,0.14473585,0.21471650,0.00003399,0.01610559,0.00472194,0.50331460,0.11690017,0.17566678
-4.85342671,0.74902243,0.13592184,0.21167597,0.00003953,0.01508679,0.00416640,0.49676672,0.11270852,0.17978324
-4.84742371,0.74379135,0.12858600,0.21009898,0.00004610,0.01429214,0.00364983,0.49207715,0.10918044,0.18436084
-4.84142071,0.74207439,0.12276383,0.20994345,0.00005377,0.01373076,0.00317435,0.48908712,0.10630589,0.18930514
-4.83541771,0.74364105,0.11847527,0.21115715,0.00006263,0.01340855,0.00274100,0.48762532,0.10406832,0.19452233
-4.82941471,0.74824118,0.11572388,0.21367949,0.00007274,0.01332812,0.00234982,0.48751315,0.10244496,0.19992203
-4.82341171,0.75561245,0.11449620,0.21744314,0.00008414,0.01348881,0.00200001,0.48857047,0.10140729,0.20541994
-4.81740870,0.76548767,0.11476105,0.22237538,0.00009685,0.01388663,0.00169005,0.49062125,0.10092164,0.21094037
-4.81140570,0.77760121,0.11646904,0.22839918,0.00011087,0.01451425,0.00141788,0.49349887,0.10094980,0.21641835
-4.80540270,0.79169427,0.11955219,0.23543375,0.00012618,0.01536107,0.00118101,0.49705079,0.10144964,0.22180126
-4.79939970,0.80751866,0.12392382,0.24339472,0.00014270,0.01641318,0.00097664,0.50114209,0.10237580,0.22704987
-4.79339670,0.82483867,0.12947869,0.25219375,0.00016034,0.01765347,0.00080185,0.50565788,0.10368020,0.23213863
-4.78739370,0.84343129,0.13609349,0.26173784,0.00017895,0.01906171,0.00065362,0.51050417,0.10531254,0.23705515
-4.78139070,0.86308445,0.14362783,0.27192813,0.00019835,0.02061478,0.00052897,0.51560741,0.10722072,0.24179904
-4.77538769,0.88359389,0.15192562,0.28265868,0.00021835,0.02228684,0.00042502,0.52091253,0.10935122,0.24637992
-4.76938469,0.90475865,0.16081711,0.29381503,0.00023868,0.02404971,0.00033906,0.52637971,0.11164939,0.25081489
-4.76338169,0.92637592,0.17012145,0.30527299,0.00025906,0.02587330,0.00026855,0.53198019,0.11405977,0.25512547
-4.75737869,0.94823558,0.17964978,0.31689766,0.00027920,0.02772610,0.00021118,0.53769132,0.11652640,0.25933433
-4.75137569,0.97011515,0.18920894,0.32854298,0.00029876,0.02957580,0.00016489,0.54349134,0.11899330,0.26346181
-4.74537269,0.99177562,0.19860569,0.34005186,0.00031742,0.03139001,0.00012783,0.54935422,0.12140488,0.26752269
-4.73936968,1.01295873,0.20765121,0.35125708,0.00033483,0.03313699,0.00009839,0.55524501,0.12370666,0.27152321
-4.73336668,1.03338614,0.21616601,0.36198300,0.00035067,0.03478650,0.00007521,0.56111610,0.12584601,0.27545867
-4.72736368,1.05276077,0.22398483,0.37204816,0.00036463,0.03631060,0.00005708,0.56690461,0.12777309,0.27931168
-4.72136068,1.07077052,0.23096158,0.38126861,0.00037643,0.03768451,0.00004303,0.57253138,0.12944193,0.28305135
-4.71535768,1.08709433,0.23697400,0.38946198,0.00038582,0.03888738,0.00003221,0.57790140,0.13081161,0.28663328
-4.70935468,1.10141048,0.24192785,0.39645219,0.00039262,0.03990302,0.00002396,0.58290605,0.13184750,0.29000055
-4.70335168,1.11340675,0.24576055,0.40207445,0.00039666,0.04072047,0.00001770,0.58742687,0.13252258,0.29308565
-4.69734867,1.12279204,0.24844395,0.40618045,0.00039788,0.04133454,0.00001301,0.59134076,0.13281863,0.29581320
-4.69134567,1.12930878,0.24998624,0.40864349,0.00039623,0.04174606,0.00000951,0.59452634,0.13272739,0.29810338
-4.68534267,1.13274564,0.25043276,0.40936325,0.00039176,0.04196206,0.00000692,0.59687113,0.13225149,0.29987589
-4.67933967,1.13294965,0.24986574,0.40826999,0.00038456,0.04199570,0.00000503,0.59827911,0.13140519,0.30105425
-4.67333667,1.12983714,0.24840283,0.40532795,0.00037479,0.04186600,0.00000366,0.59867820,0.13021479,0.30157014
-4.66733367,1.12340286,0.24619454,0.40053786,0.00036264,0.04159740,0.00000268,0.59802717,0.12871867,0.30136758
-4.66133067,1.11372659,0.24342058,0.39393823,0.00034838,0.04121913,0.00000200,0.59632167,0.12696705,0.30040680
-4.65532766,1.10097691,0.24028521,0.38560557,0.00033228,0.04076440,0.00000155,0.59359872,0.12502121,0.29866740
-4.64932466,1.08541166,0.23701172,0.37565341,0.00031466,0.04026944,0.00000127,0.58993958,0.12295240,0.29615080
-4.64332166,1.06737508,0.23383626,0.36423016,0.00029585,0.03977242,0.00000113,0.58547053,0.12084039,0.29288176
