energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.83191596,1.84702006,0.48766257,0.37004205,0.00103480,0.12034277,0.02010114,1.04932672,0.31567377,0.19085446
-5.82591296,1.90057859,0.49813995,0.38258823,0.00109474,0.13176723,0.02134261,1.07141318,0.32033022,0.20112829
-5.81990995,1.95984356,0.50925836,0.39599916,0.00116117,0.14444619,0.02256694,1.09573104,0.32686107,0.21256597
-5.81390695,2.02411488,0.52089027,0.41009001,0.00123465,0.15835251,0.02375351,1.12187292,0.33532287,0.22510858
-5.80790395,2.09261401,0.53290021,0.42465761,0.00131560,0.17344478,0.02488179,1.14939900,0.34575582,0.23868266
-5.80190095,2.16450636,0.54514925,0.43948665,0.00140435,0.18966729,0.02593187,1.17785112,0.35818016,0.25320181
-5.79589795,2.23892495,0.55749970,0.45435603,0.00150102,0.20695026,0.02688502,1.20676742,0.37259251,0.26856871
-5.78989495,2.31499467,0.56981988,0.46904541,0.00160555,0.22521046,0.02772427,1.23569683,0.38896241,0.28467743
-5.78389195,2.39185637,0.58198872,0.48334162,0.00171761,0.24435218,0.02843483,1.26421324,0.40722912,0.30141610
-5.77788894,2.46869020,0.59390023,0.49704469,0.00183658,0.26426859,0.02900450,1.29192864,0.42729914,0.31866980
-5.77188594,2.54473742,0.60546745,0.50997330,0.00196158,0.28484354,0.02942401,1.31850485,0.44904449,0.33632373
-5.76588294,2.61932020,0.61662597,0.52196951,0.00209140,0.30595375,0.02968720,1.34366357,0.47230209,0.35426645
-5.75987994,2.69185862,0.62733663,0.53290263,0.00222455,0.32747141,0.02979112,1.36719423,0.49687448,0.37239319
-5.75387694,2.76188468,0.63758747,0.54267198,0.00235923,0.34926710,0.02973603,1.38895948,0.52253183,0.39060907
-5.74787394,2.82905264,0.64739467,0.55120872,0.00249343,0.37121299,0.02952528,1.40889812,0.54901564,0.40883205
-5.74187094,2.89314557,0.65680252,0.55847652,0.00262493,0.39318620,0.02916508,1.42702533,0.57604383,0.42699564
-5.73586793,2.95407781,0.66588227,0.56447113,0.00275136,0.41507222,0.02866425,1.44343028,0.60331731,0.44505099
-5.72986493,3.01189332,0.67472992,0.56921899,0.00287029,0.43676820,0.02803385,1.45827114,0.63052794,0.46296843
-5.72386193,3.06675993,0.68346297,0.57277492,0.00297928,0.45818606,0.02728675,1.47176770,0.65736738,0.48073821
-5.71785893,3.11895957,0.69221619,0.57521890,0.00307596,0.47925509,0.02643721,1.48419191,0.68353676,0.49837046
-5.71185593,3.16887492,0.70113664,0.57665234,0.00315816,0.49992401,0.02550048,1.49585667,0.70875661,0.51589414
-5.70585293,3.21697261,0.71037789,0.57719368,0.00322390,0.52016237,0.02449231,1.50710323,0.73277665,0.53335516
-5.69984992,3.26378371,0.72009394,0.57697376,0.00327154,0.53996105,0.02342860,1.51828772,0.75538504,0.55081352
-5.69384692,3.30988193,0.73043275,0.57613098,0.00329980,0.55933190,0.02232501,1.52976721,0.77641654,0.56833962
-5.68784392,3.35586023,0.74152985,0.57480642,0.00330781,0.57830645,0.02119664,1.54188582,0.79575914,0.58600989
-5.68184092,3.40230674,0.75350210,0.57313919,0.00329514,0.59693375,0.02005782,1.55496138,0.81335894,0.60390184
-5.67583792,3.44978051,0.76644199,0.57126201,0.00326184,0.61527731,0.01892183,1.56927294,0.82922282,0.62208882
-5.66983492,3.49878830,0.78041254,0.56929728,0.00320840,0.63341153,0.01780084,1.58504971,0.84341880,0.64063466
-5.66383192,3.54976287,0.79544310,0.56735370,0.00313577,0.65141746,0.01670578,1.60246161,0.85607404,0.65958862
-5.65782891,3.60304387,0.81152610,0.56552351,0.00304529,0.66937843,0.01564632,1.62161181,0.86737046,0.67898068
-5.65182591,3.65886194,0.82861500,0.56388047,0.00293867,0.68737561,0.01463088,1.64253139,0.87753821,0.69881772
-5.64582291,3.71732661,0.84662334,0.56247857,0.00281792,0.70548387,0.01366667,1.66517625,0.88684722,0.71908062
-5.63981991,3.77841863,0.86542513,0.56135153,0.00268527,0.72376804,0.01275977,1.68942644,0.89559730,0.73972259
-5.63381691,3.84198707,0.88485627,0.56051302,0.00254311,0.74227999,0.01191525,1.71508765,0.90410708,0.76066885
-5.62781391,3.90775116,0.90471730,0.55995764,0.00239390,0.76105652,0.01113727,1.74189504,0.91270239,0.78181779
-5.62181091,3.97530716,0.92477707,0.55966245,0.00224014,0.78011835,0.01042916,1.76951903,0.92170458,0.80304343
-5.61580790,4.04413977,0.94477747,0.55958919,0.00208425,0.79947009,0.00979361,1.79757299,0.93141925,0.82419942
-5.60980490,4.11363779,0.96443885,0.55968680,0.00192852,0.81910133,0.00923274,1.82562258,0.94212583,0.84512406
-5.60380190,4.18311348,0.98346623,0.55989438,0.00177508,0.83898869,0.00874821,1.85319634,0.95406856,0.86564644
-5.59779890,4.25182481,1.00155591,0.56014432,0.00162586,0.85909864,0.00834134,1.87979747,0.96744899,0.88559325
-5.59179590,4.31899981,1.01840249,0.56036550,0.00148252,0.87939103,0.00801316,1.90491628,0.98242041,0.90479590
-5.58579290,4.38386214,1.03370603,0.56048648,0.00134649,0.89982291,0.00776446,1.92804307,0.99908440,0.92309784
-5.57978989,4.44565687,1.04717925,0.56043850,0.00121892,0.92035253,0.00759590,1.94868125,1.01748939,0.94036139
-5.57378689,4.50367558,1.05855457,0.56015825,0.00110069,0.94094320,0.00750795,1.96636019,1.03763134,0.95647406
-5.56778389,4.55727994,1.06759090,0.55959028,0.00099243,0.96156666,0.00750093,1.98064767,1.05945646,0.97135385
-5.56178089,4.60592277,1.07407992,0.55868905,0.00089456,0.98220600,0.00757501,1.99116152,1.08286565,0.98495335
-5.55577789,4.64916612,1.07785181,0.55742044,0.00080727,1.00285759,0.00773015,1.99758025,1.10772062,0.99726242
-5.54977489,4.68669557,1.07878019,0.55576286,0.00073057,1.02353233,0.00796606,1.99965232,1.13385119,1.00830934
-5.54377189,4.71833043,1.07678627,0.55370783,0.00066431,1.04425570,0.00828212,1.99720387,1.16106369,1.01816030
-5.53776888,4.74402953,1.07184187,0.55126001,0.00060822,1.06506701,0.00867734,1.99014458,1.18914992,1.02691731
-5.53176588,4.76389235,1.06397141,0.54843689,0.00056192,1.08601766,0.00915023,1.97847153,1.21789645,1.03471463
-5.52576288,4.77815571,1.05325262,0.54526789,0.00052495,1.10716854,0.00969876,1.96227094,1.24709398,1.04171375
-5.51975988,4.78718597,1.03981606,0.54179318,0.00049680,1.12858681,0.01032023,1.94171752,1.27654615,1.04809723
-5.51375688,4.79146723,1.02384323,0.53806215,0.00047691,1.15034214,0.01101124,1.91707161,1.30607784,1.05406165
-5.50775388,4.79158575,1.00556345,0.53413152,0.00046466,1.17250255,0.01176757,1.88867397,1.33554236,1.05980979
-5.50175088,4.78821135,0.98524953,0.53006336,0.00045943,1.19513016,0.01258420,1.85693838,1.36482746,1.06554261
-5.49574787,4.78207624,0.96321225,0.52592294,0.00046058,1.21827689,0.01345521,1.82234235,1.39385967,1.07145107
-5.48974487,4.77395207,0.93979387,0.52177653,0.00046744,1.24198034,0.01437380,1.78541596,1.42260708,1.07770824
-5.48374187,4.76462587,0.91536087,0.51768923,0.00047934,1.26625995,0.01533234,1.74672949,1.45108006,1.08446199
-5.47773887,4.75487574,0.89029607,0.51372295,0.00049556,1.29111357,0.01632239,1.70687990,1.47933001,1.09182847
-5.47173587,4.74544698,0.86499042,0.50993451,0.00051542,1.31651453,0.01733480,1.66647686,1.50744606,1.09988662
-5.46573287,4.73702933,0.83983469,0.50637405,0.00053818,1.34240929,0.01835981,1.62612861,1.53554965,1.10867397
-5.45972986,4.73023616,0.81521128,0.50308371,0.00056310,1.36871563,0.01938723,1.58642819,1.56378717,1.11818382
-5.45372686,4.72558599,0.79148649,0.50009662,0.00058947,1.39532156,0.02040655,1.54794034,1.59232083,1.12836384
-5.44772386,4.72348709,0.76900330,0.49743630,0.00061654,1.42208486,0.02140719,1.51118959,1.62131801,1.13911631
-5.44172086,4.72422528,0.74807498,0.49511639,0.00064361,1.44883327,0.02237865,1.47664982,1.65093944,1.15029983
-5.43571786,4.72795551,0.72897954,0.49314079,0.00066997,1.47536552,0.02331076,1.44473540,1.68132674,1.16173245
-5.42971486,4.73469716,0.71195529,0.49150401,0.00069499,1.50145284,0.02419385,1.41579429,1.71258972,1.17319626
-5.42371186,4.74433328,0.69719738,0.49019200,0.00071805,1.52684146,0.02501900,1.39010308,1.74479404,1.18444311
-5.41770885,4.75661362,0.68485548,0.48918306,0.00073862,1.55125562,0.02577815,1.36786400,1.77794991,1.19520133
-5.41170585,4.77116140,0.67503245,0.48844906,0.00075626,1.57440141,0.02646433,1.34920389,1.81200232,1.20518333
-5.40570285,4.78748353,0.66778416,0.48795671,0.00077060,1.59597135,0.02707175,1.33417503,1.84682342,1.21409360
-5.39969985,4.80498397,0.66312015,0.48766898,0.00078136,1.61564952,0.02759588,1.32275763,1.88220752,1.22163709
-5.39369685,4.82297993,0.66100523,0.48754649,0.00078841,1.63311740,0.02803356,1.31486392,1.91786919,1.22752757
-5.38769385,4.84072030,0.66136184,0.48754888,0.00079170,1.64806019,0.02838295,1.31034350,1.95344469,1.23149571
-5.38169085,4.85740594,0.66407308,0.48763609,0.00079129,1.66017358,0.02864354,1.30898982,1.98849688,1.23329670
-5.37568784,4.87221127,0.66898635,0.48776956,0.00078737,1.66917064,0.02881608,1.31054753,2.02252358,1.23271707
-5.36968484,4.88430639,0.67591745,0.48791322,0.00078019,1.67478893,0.02890249,1.31472045,2.05496915,1.22958064
-5.36368184,4.89287932,0.68465498,0.48803433,0.00077013,1.67679736,0.02890576,1.32117991,2.08523902,1.22375330
-5.35767884,4.89715743,0.69496507,0.48810410,0.00075761,1.67500265,0.02882976,1.32957328,2.11271646,1.21514655
-5.35167584,4.89642765,0.70659628,0.48809811,0.00074312,1.66925527,0.02867913,1.33953234,2.13678109,1.20371976
-5.34567284,4.89005456,0.71928441,0.48799644,0.00072718,1.65945439,0.02845910,1.35068140,2.15682824,1.18948091
-5.33966983,4.87749600,0.73275745,0.48778366,0.00071032,1.64555183,0.02817534,1.36264486,2.17228841,1.17248611
-5.33366683,4.85831547,0.74674026,0.48744845,0.00069306,1.62755475,0.02783379,1.37505408,2.18264595,1.15283759
-5.32766383,4.83219108,0.76095913,0.48698310,0.00067591,1.60552681,0.02744052,1.38755346,2.18745621,1.13068057
-5.32166083,4.79892078,0.77514600,0.48638277,0.00065933,1.57958793,0.02700160,1.39980550,2.18636044,1.10619889
-5.31565783,4.75842374,0.78904253,0.48564460,0.00064370,1.54991254,0.02652300,1.41149502,2.17909776,1.07960973
-5.30965483,4.71073820,0.80240368,0.48476667,0.00062936,1.51672623,0.02601050,1.42233239,2.16551398,1.05115753
-5.30365183,4.65601596,0.81500117,0.48374699,0.00061654,1.48030120,0.02546960,1.43205594,2.14556686,1.02110749
-5.29764882,4.59451420,0.82662658,0.48258254,0.00060540,1.44095049,0.02490547,1.44043373,2.11932780,0.98973864
-5.29164582,4.52658528,0.83709429,0.48126838,0.00059601,1.39902133,0.02432294,1.44726479,2.08698019,0.95733708
-5.28564282,4.45266542,0.84624422,0.47979714,0.00058833,1.35488792,0.02372650,1.45238022,2.04881454,0.92418937
-5.27963982,4.37326299,0.85394449,0.47815880,0.00058228,1.30894393,0.02312026,1.45564424,2.00522102,0.89057655
-5.27363682,4.28894755,0.86009404,0.47634094,0.00057766,1.26159502,0.02250799,1.45695551,1.95667977,0.85676880
-5.26763382,4.20034019,0.86462515,0.47432949,0.00057424,1.21325180,0.02189316,1.45624892,1.90374966,0.82302110
-5.26163082,4.10810588,0.86750593,0.47211012,0.00057173,1.16432337,0.02127896,1.45349793,1.84705601,0.78956999
-5.25562781,4.01294822,0.86874262,0.46967016,0.00056980,1.11521169,0.02066838,1.44871747,1.78727784,0.75663137
-5.24962481,3.91560676,0.86838167,0.46700102,0.00056811,1.06630692,0.02006420,1.44196740,1.72513506,0.72439952
-5.24362181,3.81685654,0.86651141,0.46410113,0.00056633,1.01798381,0.01946912,1.43335623,1.66137604,0.69304721
-5.23761881,3.71750954,0.86326307,0.46097913,0.00056410,0.97059898,0.01888573,1.42304487,1.59676566,0.66272669
-5.23161581,3.61841715,0.85881098,0.45765721,0.00056113,0.92448917,0.01831663,1.41124994,1.53207402,0.63357150
-5.22561281,3.52047275,0.85337165,0.45417440,0.00055714,0.87997006,0.01776440,1.39824621,1.46806576,0.60569885
-5.21960980,3.42461325,0.84720153,0.45058949,0.00055193,0.83733561,0.01723168,1.38436764,1.40548997,0.57921215
-5.21360680,3.33181850,0.84059331,0.44698349,0.00054531,0.79685758,0.01672118,1.37000653,1.34507034,0.55420370
-5.20760380,3.24310745,0.83387052,0.44346124,0.00053720,0.75878497,0.01623565,1.35561039,1.28749561,0.53075696
-5.20160080,3.15953016,0.82738043,0.44015210,0.00052757,0.72334318,0.01577787,1.34167613,1.23340991,0.50894848
-5.19559780,3.08215515,0.82148535,0.43720956,0.00051643,0.69073270,0.01535067,1.32874146,1.18340302,0.48884896
-5.18959480,3.01205169,0.81655247,0.43480963,0.00050390,0.66112715,0.01495678,1.31737352,1.13800052,0.47052366
-5.18359180,2.95026736,0.81294240,0.43314800,0.00049013,0.63467080,0.01459886,1.30815487,1.09765375,0.45403183
-5.17758879,2.89780127,0.81099707,0.43243608,0.00047533,0.61147533,0.01427935,1.30166728,1.06272994,0.43942530
-5.17158579,2.85557411,0.81102723,0.43289593,0.00045976,0.59161631,0.01400037,1.29847400,1.03350277,0.42674631
-5.16558279,2.82439622,0.81330028,0.43475442,0.00044370,0.57512933,0.01376365,1.29910105,1.01014366,0.41602473
-5.15957979,2.80493542,0.81802888,0.43823670,0.00042749,0.56200621,0.01357042,1.30401860,0.99271444,0.40727485
-5.15357679,2.79768631,0.82536119,0.44355927,0.00041145,0.55219160,0.01342125,1.31362321,0.98116182,0.40049213
-5.14757379,2.80294282,0.83537297,0.45092306,0.00039593,0.54558023,0.01331601,1.32822183,0.97531416,0.39564996
-5.14157079,2.82077582,0.84806237,0.46050661,0.00038127,0.54201526,0.01325375,1.34801846,0.97488117,0.39269695
-5.13556778,2.85101723,0.86334748,0.47245976,0.00036779,0.54128793,0.01323267,1.37310408,0.97945672,0.39155488
-5.12956478,2.89325170,0.88106704,0.48689795,0.00035581,0.54313885,0.01325005,1.40345041,0.98852521,0.39211753
-5.12356178,2.94681678,0.90098431,0.50389741,0.00034561,0.54726105,0.01330228,1.43890774,1.00147150,0.39425060
-5.11755878,3.01081170,0.92279392,0.52349127,0.00033742,0.55330480,0.01338488,1.47920690,1.01759434,0.39779284
-5.11155578,3.08411454,0.94613141,0.54566666,0.00033146,0.56088430,0.01349255,1.52396519,1.03612303,0.40255831
-5.10555278,3.16540719,0.97058512,0.57036288,0.00032789,0.56958603,0.01361933,1.57269589,1.05623685,0.40833988
-5.09954977,3.25320682,0.99570960,0.59747052,0.00032681,0.57897851,0.01375867,1.62482067,1.07708670,0.41491372
-5.09354677,3.34590264,1.02104014,0.62683153,0.00032830,0.58862323,0.01390366,1.67968431,1.09781810,0.42204465
-5.08754377,3.44179600,1.04610748,0.65824014,0.00033237,0.59808618,0.01404719,1.73657086,1.11759474,0.42949215
-5.08154077,3.53914230,1.07045213,0.69144456,0.00033899,0.60694982,0.01418219,1.79472045,1.13562172,0.43701668
-5.07553777,3.63619287,1.09363752,0.72614945,0.00034805,0.61482470,0.01430186,1.85334604,1.15116746,0.44438615
-5.06953477,3.73123516,1.11526157,0.76201907,0.00035943,0.62136055,0.01439990,1.91164945,1.16358360,0.45138214
-5.06353177,3.82262991,1.13496610,0.79868106,0.00037293,0.62625616,0.01447072,1.96883622,1.17232195,0.45780570
-5.05752876,3.90884419,1.15244384,0.83573107,0.00038829,0.62926784,0.01450968,2.02412885,1.17694802,0.46348244
-5.05152576,3.98847967,1.16744300,0.87273803,0.00040524,0.63021602,0.01451328,2.07677855,1.17715059,0.46826675
-5.04552276,4.06029546,1.17976931,0.90925031,0.00042345,0.62898982,0.01447930,2.12607523,1.17274705,0.47204502
-5.03951976,4.12322583,1.18928584,0.94480267,0.00044253,0.62554935,0.01440694,2.17135605,1.16368451,0.47473772
-5.03351676,4.17639264,1.19591084,0.97892419,0.00046208,0.61992578,0.01429690,2.21201287,1.15003671,0.47630038
-5.02751376,4.21911324,1.19961403,1.01114697,0.00048168,0.61221917,0.01415141,2.24749870,1.13199699,0.47672346
-5.02151076,4.25090407,1.20041170,1.04101562,0.00050087,0.60259411,0.01397421,2.27733372,1.10986790,0.47603115
-5.01550775,4.27148083,1.19836122,1.06809742,0.00051921,0.59127359,0.01377050,2.30111085,1.08404780,0.47427922
-5.00950475,4.28075555,1.19355524,1.09199285,0.00053624,0.57853100,0.01354681,2.31850131,1.05501524,0.47155205
-5.00350175,4.27883119,1.18611596,1.11234618,0.00055152,0.56468102,0.01331087,2.32925997,1.02331165,0.46795896
-4.99749875,4.26599400,1.17618984,1.12885581,0.00056465,0.55006928,0.01307138,2.33323055,0.98952319,0.46362999
-4.99149575,4.24270389,1.16394278,1.14128390,0.00057525,0.53506156,0.01283777,2.33035036,0.95426227,0.45871132
-4.98549275,4.20958275,1.14955597,1.14946484,0.00058300,0.52003259,0.01261997,2.32065420,0.91814947,0.45336039
-4.97948974,4.16740085,1.13322232,1.15331212,0.00058764,0.50535496,0.01242807,2.30427710,0.88179628,0.44774096
-4.97348674,4.11706094,1.11514346,1.15282318,0.00058895,0.49138842,0.01227206,2.28145538,0.84578933,0.44201816
-4.96748374,4.05958020,1.09552711,1.14808195,0.00058683,0.47846991,0.01216147,2.25252551,0.81067628,0.43635371
-4.96148074,3.99606975,1.07458475,1.13925875,0.00058123,0.46690450,0.01210509,2.21792059,0.77695377,0.43090132
-4.95547774,3.92771197,1.05252940,1.12660747,0.00057217,0.45695759,0.01211066,2.17816408,0.74505762,0.42580255
-4.94947474,3.85573573,1.02957337,1.11045998,0.00055976,0.44884846,0.01218460,2.13386068,0.71535541,0.42118297
-4.94347174,3.78139007,1.00592596,1.09121805,0.00054419,0.44274534,0.01233172,2.08568460,0.68814142,0.41714895
-4.93746873,3.70591688,0.98179113,1.06934281,0.00052572,0.43876210,0.01255507,2.03436526,0.66363399,0.41378500
-4.93146573,3.63052347,0.95736502,1.04534238,0.00050464,0.43695664,0.01285570,1.98067116,0.64197522,0.41115184
-4.92546273,3.55635585,0.93283367,1.01975800,0.00048133,0.43733090,0.01323260,1.92539233,0.62323282,0.40928505
-4.91945973,3.48447395,0.90837078,0.99314936,0.00045617,0.43983260,0.01368261,1.86932209,0.60740399,0.40819469
-4.91345673,3.41582953,0.88413590,0.96607957,0.00042958,0.44435846,0.01420042,1.81323901,0.59442113,0.40786550
-4.90745373,3.35124797,0.86027311,0.93910052,0.00040200,0.45075885,0.01477865,1.75788970,0.58415909,0.40825806
-4.90145073,3.29141463,0.83691023,0.91273905,0.00037385,0.45884379,0.01540798,1.70397321,0.57644373,0.40931054
-4.89544772,3.23686633,0.81415881,0.88748456,0.00034554,0.46838993,0.01607733,1.65212761,0.57106142,0.41094134
-4.88944472,3.18798827,0.79211478,0.86377832,0.00031747,0.47914841,0.01677411,1.60291930,0.56776916,0.41305218
-4.88344172,3.14501643,0.77085981,0.84200497,0.00028998,0.49085324,0.01748455,1.55683520,0.56630507,0.41553186
-4.87743872,3.10804510,0.75046319,0.82248610,0.00026339,0.50323007,0.01819403,1.51427795,0.56639864,0.41826034
-4.87143572,3.07703898,0.73098416,0.80547628,0.00023796,0.51600486,0.01888746,1.47556411,0.56778066,0.42111312
-4.86543272,3.05184896,0.71247434,0.79116123,0.00021391,0.52891232,0.01954971,1.44092501,0.57019222,0.42396570
-4.85942971,3.03223065,0.69498021,0.77965812,0.00019141,0.54170385,0.02016603,1.41050991,0.57339268,0.42669803
-4.85342671,3.01786450,0.67854514,0.77101771,0.00017056,0.55415457,0.02072244,1.38439085,0.57716615,0.42919875
-4.84742371,3.00837632,0.66321101,0.76522805,0.00015144,0.56606944,0.02120615,1.36256893,0.58132636,0.43136910
-4.84142071,3.00335718,0.64901896,0.76221943,0.00013407,0.57728817,0.02160593,1.34498112,0.58571975,0.43312634
-4.83541771,3.00238160,0.63600939,0.76187024,0.00011843,0.58768876,0.02191243,1.33150733,0.59022670,0.43440665
-4.82941471,3.00502339,0.62422095,0.76401344,0.00010448,0.59718968,0.02211843,1.32197729,0.59476094,0.43516730
-4.82341171,3.01086831,0.61368874,0.76844332,0.00009213,0.60575067,0.02221908,1.31617683,0.59926727,0.43538823
-4.81740870,3.01952352,0.60444167,0.77492228,0.00008129,0.61337209,0.02221198,1.31385340,0.60371778,0.43507271
-4.81140570,3.03062351,0.59649925,0.78318758,0.00007184,0.62009300,0.02209729,1.31472081,0.60810679,0.43424741
-4.80540270,3.04383265,0.58986805,0.79295771,0.00006367,0.62598801,0.02187767,1.31846312,0.61244500,0.43296163
-4.79939970,3.05884494,0.58453817,0.80393833,0.00005664,0.63116316,0.02155817,1.32473799,0.61675307,0.43128582
-4.79339670,3.07538109,0.58047991,0.81582789,0.00005064,0.63575082,0.02114611,1.33317956,0.62105517,0.42930949
-4.78739370,3.09318392,0.57764111,0.82832262,0.00004553,0.63990412,0.02065076,1.34340121,0.62537278,0.42713842
-4.78139070,3.11201236,0.57594530,0.84112109,0.00004120,0.64379080,0.02008313,1.35499844,0.62971930,0.42489143
-4.77538769,3.13163509,0.57529092,0.85392837,0.00003754,0.64758686,0.01945554,1.36755216,0.63409553,0.42269668
-4.76938469,3.15182402,0.57555184,0.86645959,0.00003446,0.65147030,0.01878133,1.38063260,0.63848659,0.42068760
-4.76338169,3.17234857,0.57657912,0.87844319,0.00003187,0.65561494,0.01807438,1.39380392,0.64286016,0.41899868
-4.75737869,3.19297078,0.57820402,0.88962375,0.00002969,0.66018470,0.01734880,1.40662958,0.64716633,0.41776101
-4.75137569,3.21344190,0.58024223,0.89976436,0.00002786,0.66532844,0.01661844,1.41867851,0.65133895,0.41709802
-4.74537269,3.23350042,0.58249899,0.90864876,0.00002633,0.67117550,0.01589659,1.42953178,0.65529838,0.41712128
-4.73936968,3.25287180,0.58477491,0.91608294,0.00002505,0.67783209,0.01519560,1.43878975,0.65895541,0.41792658
-4.73336668,3.27126973,0.58687224,0.92189650,0.00002398,0.68537860,0.01452660,1.44607928,0.66221625,0.41959060
-4.72736368,3.28839899,0.58860107,0.92594365,0.00002310,0.69386803,0.01389923,1.45106077,0.66498802,0.42216802
-4.72136068,3.30395969,0.58978537,0.92810384,0.00002238,0.70332537,0.01332147,1.45343473,0.66718462,0.42568944
-4.71535768,3.31765272,0.59026833,0.92828208,0.00002180,0.71374812,0.01279950,1.45294751,0.66873258,0.43016010
-4.70935468,3.32918618,0.58991692,0.92640903,0.00002135,0.72510794,0.01233763,1.44939613,0.66957643,0.43555944
-4.70335168,3.33828273,0.58862533,0.92244080,0.00002102,0.73735318,0.01193829,1.44263169,0.66968351,0.44184175
-4.69734867,3.34468738,0.58631726,0.91635856,0.00002080,0.75041241,0.01160209,1.43256168,0.66904777,0.44893762
-4.69134567,3.34817574,0.58294693,0.90816805,0.00002068,0.76419876,0.01132792,1.41915069,0.66769256,0.45675641
-4.68534267,3.34856246,0.57849887,0.89789894,0.00002065,0.77861480,0.01111311,1.40241992,0.66567208,0.46518953
-4.67933967,3.34570946,0.57298661,0.88560415,0.00002071,0.79355794,0.01095359,1.38244538,0.66307165,0.47411448
-4.67333667,3.33953399,0.56645036,0.87135914,0.00002085,0.80892595,0.01084417,1.35935503,0.66000674,0.48339939
-4.66733367,3.33001592,0.55895391,0.85526122,0.00002107,0.82462258,0.01077871,1.33332498,0.65662071,0.49290801
-4.66133067,3.31720427,0.55058105,0.83742875,0.00002136,0.84056281,0.01075043,1.30457500,0.65308168,0.50250483
-4.65532766,3.30122247,0.54143162,0.81800043,0.00002172,0.85667763,0.01075212,1.27336362,0.64957834,0.51206013
-4.64932466,3.28227210,0.53161749,0.79713434,0.00002213,0.87291806,0.01077641,1.23998281,0.64631520,0.52145473
-4.64332166,3.26063474,0.52125872,0.77500698,0.00002261,0.88925830,0.01081596,1.20475256,0.64350728,0.53058427
