energy_ev,total_up,Mn_p_up,Mn_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.83191596,4.44832934,0.91329129,0.60022029,2.59765662,0.86140454,0.02483207,0.88485689,0.02576608,1.97232033
-5.82591296,4.49335104,0.93655797,0.61527467,2.64717645,0.87028665,0.02508636,0.90049817,0.02685148,1.99631376
-5.81990995,4.53367029,0.95932796,0.62990461,2.69493728,0.87848693,0.02521686,0.91553628,0.02787429,2.01784693
-5.81390695,4.56889056,0.98122757,0.64389514,2.74076807,0.88598296,0.02522287,0.92993506,0.02882485,2.03658027
-5.80790395,4.59882138,1.00186028,0.65702607,2.78472387,0.89284296,0.02510699,0.94374087,0.02969756,2.05220763
-5.80190095,4.62349861,1.02082331,0.66908163,2.82709276,0.89922365,0.02487522,0.95708309,0.03049141,2.06447292
-5.79589795,4.64320277,1.03772528,0.67986033,2.86839846,0.90536614,0.02453676,0.97017306,0.03121029,2.07318746
-5.78989495,4.65847358,1.05220432,0.68918479,2.90939786,0.91159004,0.02410389,0.98330110,0.03186329,2.07824712
-5.78389195,4.67011866,1.06394557,0.69691095,2.95107223,0.91828548,0.02359169,0.99683151,0.03246474,2.07964784
-5.77788894,4.67921450,1.07269725,0.70293606,2.99461131,0.92590312,0.02301761,1.01119528,0.03303426,2.07749855
-5.77188594,4.68709818,1.07828444,0.70720531,3.04138938,0.93494205,0.02240107,1.02688046,0.03359641,2.07203040
-5.76588294,4.69534838,1.08061993,0.70971655,3.09293275,0.94593560,0.02176291,1.04441992,0.03418040,2.06360136
-5.75987994,4.70575506,1.07971150,0.71052293,3.15087838,0.95943527,0.02112484,1.06437672,0.03481942,2.05269571
-5.75387694,4.72027747,1.07566538,0.70973330,3.21692391,0.97599278,0.02050884,1.08732699,0.03554994,2.03991796
-5.74787394,4.74099110,1.06868575,0.70751035,3.29276961,0.99614077,0.01993649,1.11384075,0.03641082,2.02598111
-5.74187094,4.77002446,1.05907026,0.70406651,3.38005352,1.02037240,0.01942843,1.14446084,0.03744224,2.01168957
-5.73586793,4.80948761,1.04720185,0.69965782,3.48028137,1.04912036,0.01900366,1.17968073,0.03868462,1.99791733
-5.72986493,4.86139479,1.03353737,0.69457600,3.59475365,1.08273609,0.01867907,1.21992163,0.04017742,1.98558191
-5.72386193,4.92758379,1.01859352,0.68913909,3.72449226,1.12146968,0.01846885,1.26550986,0.04195797,1.97561547
-5.71785893,5.00963564,1.00293070,0.68368097,3.87016993,1.16545146,0.01838413,1.31665527,0.04406022,1.96893391
-5.71185593,5.10879767,0.98713569,0.67854033,4.03204548,1.21467593,0.01843252,1.37343163,0.04651368,1.96640552
-5.70585293,5.22591383,0.97180375,0.67404940,4.20990839,1.26898897,0.01861796,1.43576011,0.04934232,1.96882028
-5.69984992,5.36136528,0.95752087,0.67052304,4.40303571,1.32807900,0.01894048,1.50339652,0.05256367,1.97686129
-5.69384692,5.51502468,0.94484693,0.66824849,4.61016434,1.39147287,0.01939617,1.57592336,0.05618804,1.99107930
-5.68784392,5.68622651,0.93430024,0.66747627,4.82948109,1.45853697,0.01997726,1.65274734,0.06021797,2.01187155
-5.68184092,5.87375550,0.92634399,0.66841255,5.05863233,1.52848399,0.02067227,1.73310279,0.06464777,2.03946573
-5.67583792,6.07585446,0.92137480,0.67121319,5.29475429,1.60038536,0.02146634,1.81606142,0.06946334,2.07390963
-5.66983492,6.29025180,0.91971376,0.67597977,5.53452408,1.67318945,0.02234156,1.90054832,0.07464220,2.11506680
-5.66383192,6.51420830,0.92159990,0.68275766,5.77423067,1.74574509,0.02327750,1.98536400,0.08015363,2.16261846
-5.65782891,6.74458189,0.92718614,0.69153607,6.00986397,1.81682973,0.02425176,2.06921199,0.08595906,2.21607134
-5.65182591,6.97790806,0.93653757,0.70225019,6.23721927,1.88518161,0.02524059,2.15073110,0.09201265,2.27477125
-5.64582291,7.21049327,0.94963195,0.71478515,6.45201348,1.94953456,0.02621960,2.22853128,0.09826194,2.33792150
-5.63981991,7.43851759,0.96636218,0.72898160,6.65000889,2.00865440,0.02716443,2.30123197,0.10464868,2.40460573
-5.63381691,7.65814286,0.98654049,0.74464266,6.82713975,2.06137546,0.02805147,2.36750124,0.11110977,2.47381389
-5.62781391,7.86562209,1.00990422,0.76154192,6.97963649,2.10663580,0.02885851,2.42609450,0.11757827,2.54447069
-5.62181091,8.05740586,1.03612290,0.77943206,7.10414284,2.14350971,0.02956544,2.47589108,0.12398445,2.61546520
-5.61580790,8.23024174,1.06480646,0.79805374,7.19782083,2.17123608,0.03015475,2.51592732,0.13025691,2.68568076
-5.60980490,8.38126293,1.09551439,0.81714440,7.25843965,2.18924165,0.03061206,2.54542484,0.13632374,2.75402404
-5.60380190,8.50806308,1.12776576,0.83644650,7.28444457,2.19715796,0.03092648,2.56381286,0.14211366,2.81945251
-5.59779890,8.60875451,1.16104988,0.85571496,7.27500362,2.19483143,0.03109086,2.57074381,0.14755719,2.88099928
-5.59179590,8.68200843,1.19483747,0.87472346,7.23003007,2.18232629,0.03110190,2.56610161,0.15258780,2.93779481
-5.58579290,8.72707591,1.22859228,0.89326934,7.15018052,2.15992007,0.03096021,2.55000247,0.15714303,2.98908490
-5.57978989,8.74378973,1.26178278,0.91117700,7.03682891,2.12809225,0.03067014,2.52278829,0.16116561,3.03424452
-5.57378689,8.73254766,1.29389393,0.92829969,6.89201823,2.08750643,0.03023953,2.48501319,0.16460450,3.07278733
-5.56778389,8.69427881,1.32443862,0.94451967,6.71839234,2.03898695,0.02967935,2.43742373,0.16741589,3.10437073
-5.56178089,8.63039489,1.35296847,0.95974688,6.51911122,1.98349119,0.02900330,2.38093397,0.16956407,3.12879664
-5.55577789,8.54272911,1.37908383,0.97391628,6.29775344,1.92207855,0.02822722,2.31659641,0.17102223,3.14600802
-5.54977489,8.43346558,1.40244246,0.98698403,6.05821005,1.85587768,0.02736858,2.24557007,0.17177310,3.15608160
-5.54377189,8.30506217,1.42276665,0.99892292,5.80457396,1.78605320,0.02644584,2.16908702,0.17180942,3.15921713
-5.53776888,8.16017011,1.43984843,1.00971722,5.54102924,1.71377318,0.02547789,2.08841869,0.17113423,3.15572370
-5.53176588,8.00155320,1.45355266,1.01935746,5.27174393,1.64017865,0.02448344,2.00484307,0.16976087,3.14600366
-5.52576288,7.83200946,1.46381771,1.02783534,5.00076984,1.56635603,0.02348053,1.91961392,0.16771282,3.13053468
-5.51975988,7.65429757,1.47065370,1.03513921,4.73195225,1.49331341,0.02248598,1.83393289,0.16502324,3.10985076
-5.51375688,7.47107031,1.47413837,1.04125028,4.46885160,1.42196116,0.02151506,1.74892510,0.16173424,3.08452267
-5.50775388,7.28481643,1.47441054,1.04613990,4.21467861,1.35309717,0.02058113,1.66561889,0.15789596,3.05513854
-5.50175088,7.09781226,1.47166156,1.04976798,3.97224398,1.28739696,0.01969541,1.58492977,0.15356534,3.02228525
-5.49574787,6.91208374,1.46612513,1.05208266,3.74392254,1.22540838,0.01886684,1.50764881,0.14880483,2.98653129
-5.48974487,6.72937914,1.45806575,1.05302120,3.53163195,1.16755067,0.01810202,1.43443518,0.14368080,2.94841147
-5.48374187,6.55115258,1.44776671,1.05251208,3.33682490,1.11411752,0.01740523,1.36581289,0.13826203,2.90841418
-5.47773887,6.37855778,1.43551773,1.05047803,3.16049404,1.06528346,0.01677852,1.30217101,0.13261808,2.86697140
-5.47173587,6.21245164,1.42160334,1.04683990,3.00318813,1.02111301,0.01622188,1.24376728,0.12681774,2.82445200
-5.46573287,6.05340664,1.40629218,1.04152109,2.86503807,0.98157206,0.01573347,1.19073442,0.12092763,2.78115829
-5.45972986,5.90173115,1.38982791,1.03445216,2.74579129,0.94654079,0.01530979,1.14308879,0.11501091,2.73732605
-5.45372686,5.75749663,1.37242217,1.02557554,2.64485291,0.91582759,0.01494603,1.10074090,0.10912628,2.69312790
-5.44772386,5.62057032,1.35424977,1.01484981,2.56133229,0.88918352,0.01463629,1.06350730,0.10332723,2.64867985
-5.44172086,5.49065246,1.33544634,1.00225362,2.49409347,0.86631683,0.01437389,1.03112357,0.09766158,2.60405082
-5.43571786,5.36731661,1.31610848,0.98778872,2.44180817,0.84690732,0.01415161,1.00325787,0.09217134,2.55927449
-5.42971486,5.25005199,1.29629624,0.97148226,2.40301021,0.83062005,0.01396199,0.97952499,0.08689284,2.51436318
-5.42371186,5.13830646,1.27603770,0.95338807,2.37614999,0.81711855,0.01379748,0.95950035,0.08185719,2.46932312
-5.41770885,5.03152918,1.25533521,0.93358699,2.35964808,0.80607696,0.01365071,0.94273399,0.07709093,2.42417036
-5.41170585,4.92921156,1.23417301,0.91218632,2.35194678,0.79719137,0.01351461,0.92876401,0.07261689,2.37894676
-5.40570285,4.83092564,1.21252550,0.88931829,2.35155871,0.79018999,0.01338258,0.91712955,0.06845521,2.33373536
-5.39969985,4.73635878,1.19036579,0.86513799,2.35711131,0.78484224,0.01324857,0.90738292,0.06462441,2.28867447
-5.39369685,4.64534376,1.16767397,0.83982053,2.36738655,0.78096650,0.01310718,0.89910076,0.06114250,2.24396979
-5.38769385,4.55788334,1.14444457,0.81355789,2.38135476,0.77843656,0.01295371,0.89189391,0.05802800,2.19990418
-5.38169085,4.47416874,1.12069291,0.78655545,2.39820197,0.77718655,0.01278421,0.88541608,0.05530095,2.15684439
-5.37568784,4.39459121,1.09645991,0.75902844,2.41734985,0.77721416,0.01259548,0.87937082,0.05298363,2.11524463
-5.36968484,4.31974627,1.07181524,0.73119838,2.43846792,0.77858214,0.01238508,0.87351687,0.05110126,2.07564644
-5.36368184,4.25043040,1.04685867,0.70328961,2.46147721,0.78141772,0.01215136,0.86767169,0.04968231,2.03867493
-5.35767884,4.18762973,1.02171968,0.67552606,2.48654554,0.78590997,0.01189340,0.86171307,0.04875867,2.00503115
-5.35167584,4.13250103,0.99655530,0.64812828,2.51407390,0.79230485,0.01161102,0.85557888,0.04836555,1.97548081
-5.34567284,4.08634503,0.97154662,0.62131068,2.54467439,0.80089799,0.01130474,0.84926479,0.04854106,1.95083937
-5.33966983,4.05057253,0.94689404,0.59527914,2.57913987,0.81202506,0.01097579,0.84282027,0.04932563,1.93195400
-5.33366683,4.02666396,0.92281159,0.57022888,2.61840616,0.82604991,0.01062603,0.83634281,0.05076106,1.91968251
-5.32766383,4.01612321,0.89952085,0.54634264,2.66350744,0.84335053,0.01025796,0.82997066,0.05288947,1.91487003
-5.32166083,4.02042689,0.87724458,0.52378907,2.71552617,0.86430323,0.00987461,0.82387422,0.05575199,1.91832385
-5.31565783,4.04097021,0.85620052,0.50272145,2.77553888,0.88926520,0.00947956,0.81824650,0.05938728,1.93078714
-5.30965483,4.07901112,0.83659564,0.48327663,2.84455934,0.91855611,0.00907683,0.81329288,0.06382994,1.95291231
-5.30365183,4.13561415,0.81862100,0.46557419,2.92348112,0.95243924,0.00867080,0.80922052,0.06910885,1.98523474
-5.29764882,4.21159602,0.80244748,0.44971588,3.01302123,0.99110278,0.00826617,0.80622778,0.07524542,2.02814785
-5.29164582,4.30747462,0.78822241,0.43578517,3.11366718,1.03464209,0.00786785,0.80449406,0.08225188,2.08188014
-5.28564282,4.42342336,0.77606716,0.42384716,3.22562920,1.08304358,0.00748082,0.80417040,0.09012967,2.14647524
-5.27963982,4.55923272,0.76607563,0.41394849,3.34880002,1.13617111,0.00711010,0.80537105,0.09886786,2.22177559
-5.27363682,4.71428058,0.75831357,0.40611754,3.48272374,1.19375562,0.00676056,0.80816655,0.10844182,2.30741054
-5.26763382,4.88751298,0.75281856,0.40036463,3.62657564,1.25538856,0.00643687,0.81257825,0.11881209,2.40278947
-5.26163082,5.07743636,0.74960050,0.39668229,3.77915426,1.32051992,0.00614336,0.81857478,0.12992352,2.50710034
-5.25562781,5.28212222,0.74864237,0.39504555,3.93888666,1.38846103,0.00588388,0.82607035,0.14170477,2.61931400
-5.24962481,5.49922465,0.74990115,0.39541215,4.10384732,1.45839266,0.00566177,0.83492506,0.15406817,2.73819446
-5.24362181,5.72601083,0.75330869,0.39772260,4.27179064,1.52937823,0.00547970,0.84494725,0.16690995,2.86231492
-5.23761881,5.95940386,0.75877241,0.40190018,4.44019652,1.60038206,0.00533964,0.85589763,0.18011099,2.99007941
-5.23161581,6.19603729,0.76617573,0.40785069,4.60632769,1.67029228,0.00524275,0.86749528,0.19353790,3.11974958
-5.22561281,6.43231978,0.77537827,0.41546215,4.76729715,1.73794771,0.00518940,0.87942509,0.20704469,3.24947596
-5.21960980,6.66450837,0.78621581,0.42460434,4.92014354,1.80216785,0.00517905,0.89134643,0.22047471,3.37733297
-5.21360680,6.88878818,0.79850011,0.43512840,5.06191180,1.86178502,0.00521034,0.90290290,0.23366313,3.50135684
-5.20760380,7.10135621,0.81201878,0.44686651,5.18973610,1.91567746,0.00528104,0.91373243,0.24643970,3.61958532
-5.20160080,7.29850695,0.82653539,0.45963181,5.30092214,1.96280214,0.00538810,0.92347782,0.25863189,3.73009825
-5.19559780,7.47671715,0.84179001,0.47321877,5.39302558,2.00222604,0.00552772,0.93179696,0.27006821,3.83105794
-5.18959480,7.63272727,0.85750046,0.48740410,5.46392362,2.03315467,0.00569541,0.93837258,0.28058173,3.92074829
-5.18359180,7.76361736,0.87336448,0.50194836,5.51187711,2.05495672,0.00588609,0.94292118,0.29001365,3.99761165
-5.17758879,7.86687512,0.88906295,0.51659848,5.53558080,2.06718388,0.00609420,0.94520080,0.29821692,4.06028257
-5.17158579,7.94045439,0.90426432,0.53109117,5.53419997,2.06958506,0.00631383,0.94501741,0.30505963,4.10761761
-5.16558279,7.98282238,0.91863036,0.54515725,5.50739226,2.06211448,0.00653887,0.94222979,0.31042825,4.13872046
-5.15957979,7.99299464,0.93182299,0.55852701,5.45531412,2.04493342,0.00676313,0.93675277,0.31423058,4.15296181
-5.15357679,7.97055687,0.94351229,0.57093631,5.37861196,2.01840562,0.00698050,0.92855874,0.31639812,4.14999354
-5.14757379,7.91567313,0.95338530,0.58213329,5.27839881,1.98308658,0.00718512,0.91767756,0.31688816,4.12975687
-5.14157079,7.82908044,0.96115521,0.59188561,5.15621764,1.93970730,0.00737150,0.90419490,0.31568505,4.09248412
-5.13556778,7.71207009,0.96657081,0.59998765,5.01399320,1.88915315,0.00753468,0.88824903,0.31280097,4.03869429
-5.12956478,7.56645617,0.96942543,0.60626758,4.85397449,1.83243879,0.00767035,0.87002648,0.30827597,3.96918220
-5.12356178,7.39453226,0.96956511,0.61059370,4.67867018,1.77068006,0.00777491,0.84975647,0.30217726,3.88500150
-5.11755878,7.19901757,0.96689536,0.61287997,4.49077960,1.70506391,0.00784565,0.82770458,0.29459782,3.78744195
-5.11155578,6.98299368,0.96138624,0.61309014,4.29312168,1.63681741,0.00788070,0.80416567,0.28565434,3.67800122
-5.10555278,6.74983378,0.95307521,0.61124027,4.08856431,1.56717683,0.00787915,0.77945644,0.27548451,3.55835202
-5.09954977,6.50312596,0.94206760,0.60739960,3.87995629,1.49735783,0.00784098,0.75390769,0.26424382,3.43030517
-5.09354677,6.24659267,0.92853450,0.60168930,3.67006381,1.42852742,0.00776709,0.72785657,0.25210181,3.29576955
-5.08754377,5.98400827,0.91270804,0.59427939,3.46151304,1.36177857,0.00765921,0.70163900,0.23923812,3.15671000
-5.08154077,5.71911691,0.89487413,0.58538374,3.25674013,1.29810796,0.00751981,0.67558231,0.22583826,3.01510418
-5.07553777,5.45555288,0.87536302,0.57525330,3.05794950,1.23839730,0.00735204,0.64999848,0.21208943,2.87289964
-5.06953477,5.19676553,0.85453796,0.56416795,2.86708099,1.18339869,0.00715956,0.62517784,0.19817627,2.73197241
-5.06353177,4.94595082,0.83278249,0.55242719,2.68578604,1.13372392,0.00694644,0.60138357,0.18427705,2.59408821
-5.05752876,4.70599147,0.81048693,0.54034012,2.51541306,1.08983809,0.00671698,0.57884701,0.17056002,2.46086758
-5.05152576,4.47940721,0.78803465,0.52821522,2.35700144,1.05205734,0.00647562,0.55776393,0.15718033,2.33375583
-5.04552276,4.26831653,0.76578878,0.51635025,2.21128385,1.02055053,0.00622674,0.53829173,0.14427746,2.21399899
-5.03951976,4.07441099,0.74407994,0.50502287,2.07869613,0.99534483,0.00597460,0.52054778,0.13197325,2.10262611
-5.03351676,3.89894246,0.72319553,0.49448216,1.95939386,0.97633478,0.00572316,0.50460882,0.12037053,2.00043865
-5.02751376,3.74272337,0.70337110,0.48494167,1.85327482,0.96329442,0.00547602,0.49051147,0.10955241,1.90800693
-5.02151076,3.60613972,0.68478404,0.47657398,1.76000611,0.95589222,0.00523638,0.47825381,0.09958214,1.82567373
-5.01550775,3.48917557,0.66754991,0.46950710,1.67905513,0.95370807,0.00500692,0.46779793,0.09050356,1.75356435
-5.00950475,3.39144808,0.65172143,0.46382275,1.60972300,0.95625199,0.00478984,0.45907348,0.08234197,1.69160277
-5.00350175,3.31225088,0.63729005,0.45955645,1.55117953,0.96298374,0.00458682,0.45198187,0.07510543,1.63953280
-4.99749875,3.25060411,0.62419009,0.45669934,1.50249861,0.97333287,0.00439908,0.44640112,0.06878638,1.59694316
-4.99149575,3.20530852,0.61230483,0.45520148,1.46269274,0.98671836,0.00422737,0.44219117,0.06336347,1.56329538
-4.98549275,3.17500150,0.60147454,0.45497641,1.43074612,1.00256743,0.00407207,0.43919926,0.05880342,1.53795310
-4.97948974,3.15821261,0.59150563,0.45590666,1.40564499,1.02033269,0.00393326,0.43726541,0.05506304,1.52021159
-4.97348674,3.15341640,0.58218076,0.45784974,1.38640483,1.03950735,0.00381076,0.43622759,0.05209112,1.50932630
-4.96748374,3.15908079,0.57326912,0.46064446,1.37209355,1.05963775,0.00370421,0.43592649,0.04983026,1.50453924
-4.96148074,3.17370926,0.56453662,0.46411712,1.36185048,1.08033317,0.00361318,0.43620971,0.04821852,1.50510260
-4.95547774,3.19587594,0.55575539,0.46808730,1.35490081,1.10127253,0.00353722,0.43693524,0.04719096,1.51029856
-4.94947474,3.22425284,0.54671236,0.47237309,1.35056542,1.12220805,0.00347590,0.43797409,0.04668091,1.51945529
-4.94347174,3.25762914,0.53721650,0.47679552,1.34826636,1.14296586,0.00342889,0.43921216,0.04662116,1.53195865
-4.93746873,3.29492274,0.52710462,0.48118212,1.34752819,1.16344387,0.00339600,0.44055123,0.04694485,1.54725982
-4.93146573,3.33518487,0.51624556,0.48536959,1.34797572,1.18360718,0.00337716,0.44190921,0.04758637,1.56487912
-4.92546273,3.37759861,0.50454272,0.48920566,1.34932858,1.20348149,0.00337247,0.44321967,0.04848196,1.58440641
-4.91945973,3.42147264,0.49193512,0.49255023,1.35139344,1.22314491,0.00338218,0.44443086,0.04957034,1.60549867
-4.91345673,3.46623149,0.47839696,0.49527589,1.35405437,1.24271882,0.00340664,0.44550426,0.05079319,1.62787537
-4.90745373,3.51140356,0.46393596,0.49726810,1.35726202,1.26235811,0.00344631,0.44641288,0.05209561,1.65131228
-4.90145073,3.55660814,0.44859066,0.49842518,1.36102228,1.28224137,0.00350168,0.44713934,0.05342646,1.67563433
-4.89544772,3.60154258,0.43242694,0.49865831,1.36538484,1.30256125,0.00357324,0.44767398,0.05473873,1.70070811
-4.88944472,3.64597018,0.41553403,0.49789174,1.37043213,1.32351548,0.00366138,0.44801304,0.05598989,1.72643432
-4.88344172,3.68970952,0.39802018,0.49606330,1.37626882,1.34529855,0.00376635,0.44815690,0.05714208,1.75274068
-4.87743872,3.73262545,0.38000829,0.49312537,1.38301217,1.36809425,0.00388821,0.44810862,0.05816238,1.77957538
-4.87143572,3.77462165,0.36163165,0.48904628,1.39078332,1.39206897,0.00402672,0.44787257,0.05902293,1.80690120
-4.86543272,3.81563462,0.34302997,0.48381220,1.39969929,1.41736584,0.00418130,0.44745336,0.05970101,1.83469035
-4.85942971,3.85562880,0.32434583,0.47742939,1.40986593,1.44409945,0.00435098,0.44685490,0.06017907,1.86291992
-4.85342671,3.89459215,0.30572159,0.46992666,1.42137139,1.47235106,0.00453435,0.44607960,0.06044456,1.89156779
-4.84742371,3.93253202,0.28729693,0.46135801,1.43428027,1.50216429,0.00472954,0.44512773,0.06048982,1.92060901
-4.84142071,3.96947073,0.26920696,0.45180510,1.44862812,1.53354097,0.00493420,0.44399684,0.06031173,1.95001248
-4.83541771,4.00544054,0.25158093,0.44137944,1.46441631,1.56643736,0.00514550,0.44268123,0.05991137,1.97973780
-4.82941471,4.04047802,0.23454149,0.43022403,1.48160733,1.60076055,0.00536018,0.44117153,0.05929360,2.00973239
-4.82341171,4.07461769,0.21820465,0.41851433,1.50012050,1.63636532,0.00557456,0.43945427,0.05846655,2.03992892
-4.81740870,4.10788526,0.20268009,0.40645831,1.51982817,1.67305152,0.00578466,0.43751159,0.05744109,2.07024305
-4.81140570,4.14029072,0.18807209,0.39429540,1.54055274,1.71056219,0.00598623,0.43532099,0.05623031,2.10057170
-4.80540270,4.17182182,0.17448084,0.38229446,1.56206457,1.74858279,0.00617492,0.43285530,0.05484901,2.13079208
-4.79939970,4.20243847,0.16200405,0.37075036,1.58408112,1.78674179,0.00634634,0.43008275,0.05331318,2.16076156
-4.79339670,4.23206865,0.15073902,0.35997954,1.60626759,1.82461279,0.00649623,0.42696734,0.05163959,2.19031858
-4.78739370,4.26060627,0.14078473,0.35031434,1.62823921,1.86171866,0.00662060,0.42346938,0.04984541,2.21928486
-4.78139070,4.28791167,0.13224422,0.34209636,1.64956552,1.89753774,0.00671583,0.41954639,0.04794788,2.24746879
-4.77538769,4.31381481,0.12522691,0.33566884,1.66977656,1.93151227,0.00677884,0.41515414,0.04596412,2.27467025
-4.76938469,4.33812149,0.11985088,0.33136850,1.68837130,1.96305910,0.00680719,0.41024811,0.04391093,2.30068657
-4.76338169,4.36062254,0.11624495,0.32951681,1.70482800,1.99158260,0.00679918,0.40478501,0.04180469,2.32531974
-4.75737869,4.38110576,0.11455037,0.33041109,1.71861655,2.01648953,0.00675396,0.39872460,0.03966138,2.34838439
-4.75137569,4.39937017,0.11492204,0.33431576,1.72921242,2.03720565,0.00667152,0.39203159,0.03749646,2.36971652
-4.74537269,4.41524203,0.11752908,0.34145390,1.73611199,2.05319350,0.00655279,0.38467752,0.03532500,2.38918234
-4.73936968,4.42859182,0.12255453,0.35199961,1.73884865,2.06397092,0.00639958,0.37664273,0.03316162,2.40668703
-4.73336668,4.43935146,0.13019409,0.36607126,1.73700936,2.06912960,0.00621459,0.36791815,0.03102055,2.42218293
-4.72736368,4.44753060,0.14065374,0.38372603,1.73025095,2.06835309,0.00600129,0.35850687,0.02891566,2.43567655
-4.72136068,4.45323128,0.15414606,0.40495606,1.71831566,2.06143332,0.00576390,0.34842557,0.02686039,2.44723427
-4.71535768,4.45665987,0.17088526,0.42968615,1.70104524,2.04828517,0.00550724,0.33770553,0.02486775,2.45698600
-4.70935468,4.45813538,0.19108075,0.45777344,1.67839312,2.02895820,0.00523659,0.32639336,0.02295024,2.46512670
-4.70335168,4.45809361,0.21492943,0.48900899,1.65043416,2.00364497,0.00495762,0.31455132,0.02111974,2.47191536
-4.69734867,4.45708634,0.24260666,0.52312123,1.61737142,1.97268546,0.00467617,0.30225727,0.01938744,2.47767133
-4.69134567,4.45577539,0.27425615,0.55978134,1.57953985,1.93656717,0.00439815,0.28960417,0.01776367,2.48276798
-4.68534267,4.45492146,0.30997905,0.59861026,1.53740668,1.89592073,0.00412943,0.27669934,0.01625779,2.48762378
-4.67933967,4.45536793,0.34982255,0.63918716,1.49156840,1.85151094,0.00387565,0.26366328,0.01487804,2.49269102
-4.67333667,4.45802015,0.39376845,0.68105900,1.44274467,1.80422349,0.00364216,0.25062828,0.01363146,2.49844271
-4.66733367,4.46382108,0.44172231,0.72375090,1.39176936,1.75504767,0.00343393,0.23773680,0.01252374,2.50535809
-4.66133067,4.47372443,0.49350355,0.76677680,1.33957923,1.70505570,0.00325541,0.22513978,0.01155916,2.51390761
-4.65532766,4.48866654,0.54883735,0.80965009,1.28720083,1.65537937,0.00311057,0.21299475,0.01074057,2.52453800
-4.64932466,4.50953862,0.60734886,0.85189375,1.23573626,1.60718489,0.00300279,0.20146417,0.01006930,2.53765857
-4.64332166,4.53716099,0.66856026,0.89304965,1.18634844,1.56164686,0.00293485,0.19071365,0.00954523,2.55362947
