energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.77788894,0.18684331,0.00093881,0.04042050,0.02043624,0.00044543,0.05151401,0.07778604,0.06950432
-5.77188594,0.21551694,0.00109515,0.04621050,0.02359308,0.00051471,0.06016937,0.08858818,0.07945472
-5.76588294,0.24728578,0.00126940,0.05253926,0.02709882,0.00059146,0.06991633,0.10031966,0.09033090
-5.75987994,0.28226803,0.00146205,0.05941075,0.03097024,0.00067590,0.08082723,0.11296879,0.10214005
-5.75387694,0.32055466,0.00167329,0.06682209,0.03522229,0.00076816,0.09296888,0.12650878,0.11487783
-5.74787394,0.36220609,0.00190296,0.07476329,0.03986793,0.00086827,0.10640084,0.14089705,0.12852788
-5.74187094,0.40724950,0.00215057,0.08321720,0.04491806,0.00097615,0.12117385,0.15607507,0.14306180
-5.73586793,0.45567700,0.00241520,0.09215966,0.05038153,0.00109158,0.13732828,0.17196859,0.15843947
-5.72986493,0.50744469,0.00269553,0.10156001,0.05626522,0.00121422,0.15489281,0.18848843,0.17460992
-5.72386193,0.56247276,0.00298984,0.11138175,0.06257426,0.00134361,0.17388318,0.20553181,0.19151258
-5.71785893,0.62064655,0.00329597,0.12158357,0.06931221,0.00147916,0.19430130,0.22298415,0.20907892
-5.71185593,0.68181858,0.00361142,0.13212049,0.07648133,0.00162016,0.21613443,0.24072132,0.22723454
-5.70585293,0.74581127,0.00393331,0.14294519,0.08408277,0.00176580,0.23935471,0.25861233,0.24590141
-5.69984992,0.81242037,0.00425852,0.15400945,0.09211682,0.00191517,0.26391883,0.27652226,0.26500033
-5.69384692,0.88141861,0.00458369,0.16526561,0.10058289,0.00206730,0.28976787,0.29431539,0.28445334
-5.68784392,0.95255944,0.00490532,0.17666791,0.10947953,0.00222116,0.31682729,0.31185840,0.30418605
-5.68184092,1.02558049,0.00521990,0.18817371,0.11880409,0.00237569,0.34500696,0.32902341,0.32412960
-5.67583792,1.10020638,0.00552391,0.19974447,0.12855232,0.00252984,0.37420118,0.34569085,0.34422223
-5.66983492,1.17615072,0.00581403,0.21134636,0.13871754,0.00268257,0.40428878,0.36175184,0.36441027
-5.66383192,1.25311695,0.00608710,0.22295051,0.14928976,0.00283286,0.43513298,0.37711022,0.38464840
-5.65782891,1.33079803,0.00634030,0.23453283,0.16025445,0.00297980,0.46658132,0.39168387,0.40489923
-5.65182591,1.40887482,0.00657117,0.24607341,0.17159113,0.00312251,0.49846544,0.40540539,0.42513207
-5.64582291,1.48701341,0.00677766,0.25755548,0.18327187,0.00326022,0.53060085,0.41822215,0.44532104
-5.63981991,1.56486147,0.00695817,0.26896395,0.19525976,0.00339226,0.56278679,0.43009563,0.46544245
-5.63381691,1.64204413,0.00711158,0.28028378,0.20750734,0.00351803,0.59480621,0.44100020,0.48547179
-5.62781391,1.71815977,0.00723722,0.29149802,0.21995537,0.00363707,0.62642610,0.45092136,0.50538035
-5.62181091,1.79277629,0.00733487,0.30258593,0.23253169,0.00374898,0.65739816,0.45985363,0.52513178
-5.61580790,1.86542838,0.00740472,0.31352102,0.24515068,0.00385345,0.68746019,0.46779824,0.54467880
-5.60980490,1.93561644,0.00744731,0.32426949,0.25771309,0.00395022,0.71633804,0.47476072,0.56396034
-5.60380190,2.00280766,0.00746351,0.33478886,0.27010657,0.00403913,0.74374853,0.48074872,0.58289927
-5.59779890,2.06643950,0.00745440,0.34502719,0.28220678,0.00412001,0.76940313,0.48576996,0.60140105
-5.59179590,2.12592605,0.00742127,0.35492279,0.29387924,0.00419275,0.79301265,0.48983076,0.61935327
-5.58579290,2.18066718,0.00736552,0.36440461,0.30498178,0.00425727,0.81429269,0.49293496,0.63662640
-5.57978989,2.23006040,0.00728862,0.37339321,0.31536763,0.00431345,0.83296985,0.49508350,0.65307555
-5.57378689,2.27351512,0.00719208,0.38180239,0.32488900,0.00436124,0.84878853,0.49627454,0.66854339
-5.56778389,2.31046875,0.00707739,0.38954135,0.33340100,0.00440053,0.86151797,0.49650425,0.68286395
-5.56178089,2.34040396,0.00694604,0.39651733,0.34076578,0.00443127,0.87095938,0.49576795,0.69586731
-5.55577789,2.36286632,0.00679947,0.40263851,0.34685671,0.00445339,0.87695271,0.49406177,0.70738476
-5.54977489,2.37748140,0.00663910,0.40781720,0.35156232,0.00446685,0.87938287,0.49138451,0.71725434
-5.54377189,2.38397056,0.00646633,0.41197295,0.35478998,0.00447166,0.87818501,0.48773967,0.72532637
-5.53776888,2.38216449,0.00628256,0.41503561,0.35646900,0.00446786,0.87334854,0.48313737,0.73146884
-5.53176588,2.37201388,0.00608922,0.41694807,0.35655307,0.00445558,0.86491979,0.47759620,0.73557221
-5.52576288,2.35359665,0.00588778,0.41766865,0.35502197,0.00443501,0.85300305,0.47114469,0.73755370
-5.51975988,2.32712144,0.00567980,0.41717299,0.35188244,0.00440647,0.83775996,0.46382249,0.73736062
-5.51375688,2.29292709,0.00546690,0.41545542,0.34716818,0.00437040,0.81940720,0.45568108,0.73497285
-5.50775388,2.25147840,0.00525082,0.41252972,0.34093910,0.00432735,0.79821265,0.44678401,0.73040432
-5.50175088,2.20335818,0.00503342,0.40842943,0.33327971,0.00427806,0.77449015,0.43720677,0.72370356
-5.49574787,2.14925627,0.00481667,0.40320747,0.32429697,0.00422342,0.74859300,0.42703617,0.71495334
-5.48974487,2.08995591,0.00460264,0.39693545,0.31411751,0.00416450,0.72090658,0.41636952,0.70426943
-5.48374187,2.02631816,0.00439349,0.38970244,0.30288451,0.00410254,0.69184035,0.40531341,0.69179881
-5.47773887,1.95926504,0.00419148,0.38161350,0.29075432,0.00403899,0.66181947,0.39398249,0.67771714
-5.47173587,1.88976195,0.00399891,0.37278791,0.27789297,0.00397544,0.63127637,0.38249801,0.66222588
-5.46573287,1.81880003,0.00381810,0.36335720,0.26447269,0.00391370,0.60064252,0.37098646,0.64554909
-5.45972986,1.74737887,0.00365136,0.35346304,0.25066858,0.00385570,0.57034062,0.35957813,0.62792987
-5.45372686,1.67648993,0.00350097,0.34325504,0.23665547,0.00380353,0.54077733,0.34840581,0.60962671
-5.44772386,1.60710096,0.00336912,0.33288847,0.22260513,0.00375935,0.51233671,0.33760351,0.59090966
-5.44172086,1.54014155,0.00325788,0.32252194,0.20868371,0.00372542,0.48537447,0.32730510,0.57205641
-5.43571786,1.47648984,0.00316917,0.31231497,0.19504957,0.00370399,0.46021289,0.31764313,0.55334822
-5.42971486,1.41696037,0.00310473,0.30242560,0.18185144,0.00369730,0.43713670,0.30874737,0.53506574
-5.42371186,1.36229309,0.00306605,0.29300788,0.16922686,0.00370748,0.41638957,0.30074339,0.51748482
-5.41770885,1.31314345,0.00305434,0.28420935,0.15730095,0.00373650,0.39817147,0.29375089,0.50087213
-5.41170585,1.27007351,0.00307051,0.27616854,0.14618538,0.00378609,0.38263667,0.28788181,0.48548080
-5.40570285,1.23354426,0.00311510,0.26901244,0.13597760,0.00385770,0.36989251,0.28323829,0.47154608
-5.39969985,1.20390904,0.00318828,0.26285409,0.12676023,0.00395238,0.35999878,0.27991040,0.45928112
-5.39369685,1.18140842,0.00328978,0.25779031,0.11860065,0.00407076,0.35296793,0.27797375,0.44887292
-5.38769385,1.16616675,0.00341888,0.25389961,0.11155073,0.00421299,0.34876597,0.27748701,0.44047882
-5.38169085,1.15819056,0.00357437,0.25124053,0.10564677,0.00437868,0.34731415,0.27848954,0.43422333
-5.37568784,1.15736928,0.00375458,0.24985026,0.10090954,0.00456688,0.34849156,0.28099918,0.43019583
-5.36968484,1.16347842,0.00395731,0.24974388,0.09734460,0.00477609,0.35213857,0.28501048,0.42844906
-5.36368184,1.17618575,0.00417993,0.25091414,0.09494272,0.00500427,0.35806127,0.29049334,0.42899860
-5.35767884,1.19506026,0.00441930,0.25333189,0.09368068,0.00524887,0.36603673,0.29739248,0.43182355
-5.35167584,1.21958443,0.00467193,0.25694723,0.09352218,0.00550693,0.37581932,0.30562768,0.43686827
-5.34567284,1.24916939,0.00493393,0.26169135,0.09441913,0.00577514,0.38714779,0.31509495,0.44404544
-5.33966983,1.28317289,0.00520120,0.26747900,0.09631312,0.00604997,0.39975303,0.32566878,0.45324006
-5.33366683,1.32091971,0.00546941,0.27421157,0.09913720,0.00632784,0.41336653,0.33720539,0.46431460
-5.32766383,1.36172383,0.00573420,0.28178069,0.10281791,0.00660524,0.42772900,0.34954693,0.47711487
-5.32166083,1.40491167,0.00599124,0.29007211,0.10727739,0.00687891,0.44259922,0.36252667,0.49147640
-5.31565783,1.44984557,0.00623638,0.29896974,0.11243576,0.00714604,0.45776262,0.37597473,0.50723106
-5.30965483,1.49594637,0.00646576,0.30835970,0.11821341,0.00740443,0.47303924,0.38972445,0.52421358
-5.30365183,1.54271437,0.00667594,0.31813403,0.12453331,0.00765266,0.48829099,0.40361881,0.54226757
-5.29764882,1.58974730,0.00686400,0.32819408,0.13132320,0.00789028,0.50342752,0.41751685,0.56125064
-5.29164582,1.63675471,0.00702764,0.33845316,0.13851744,0.00811788,0.51841080,0.43129955,0.58103849
-5.28564282,1.68356768,0.00716526,0.34883847,0.14605861,0.00833727,0.53325776,0.44487506,0.60152750
-5.27963982,1.73014342,0.00727599,0.35929210,0.15389858,0.00855148,0.54804108,0.45818276,0.62263574
-5.27363682,1.77656431,0.00735977,0.36977114,0.16199913,0.00876486,0.56288790,0.47119607,0.64430236
-5.26763382,1.82303129,0.00741729,0.38024682,0.17033197,0.00898300,0.57797628,0.48392378,0.66648532
-5.26163082,1.86985167,0.00744998,0.39070278,0.17887819,0.00921273,0.59352970,0.49640974,0.68915760
-5.25562781,1.91742207,0.00745996,0.40113265,0.18762710,0.00946199,0.60980946,0.50873089,0.71230229
-5.24962481,1.96620700,0.00744998,0.41153708,0.19657461,0.00973969,0.62710537,0.52099382,0.73590670
-5.24362181,2.01671425,0.00742328,0.42192048,0.20572105,0.01005551,0.64572508,0.53332982,0.75995616
-5.23761881,2.06946826,0.00738349,0.43228769,0.21506879,0.01041973,0.66598217,0.54588881,0.78442782
-5.23161581,2.12498273,0.00733451,0.44264092,0.22461958,0.01084292,0.68818380,0.55883239,0.80928513
-5.22561281,2.18373395,0.00728039,0.45297722,0.23437184,0.01133572,0.71261809,0.57232638,0.83447325
-5.21960980,2.24613614,0.00722518,0.46328654,0.24431819,0.01190851,0.73954188,0.58653323,0.85991615
-5.21360680,2.31252004,0.00717283,0.47355089,0.25444319,0.01257114,0.76916940,0.60160462,0.88551539
-5.20760380,2.38311574,0.00712708,0.48374430,0.26472163,0.01333265,0.80166215,0.61767477,0.91115100
-5.20160080,2.45804064,0.00709137,0.49383396,0.27511737,0.01420095,0.83712055,0.63485458,0.93668442
-5.19559780,2.53729291,0.00706877,0.50378227,0.28558297,0.01518259,0.87557773,0.65322698,0.96196348
-5.18959480,2.62075063,0.00706197,0.51354969,0.29606000,0.01628249,0.91699548,0.67284371,0.98682896
-5.18359180,2.70817640,0.00707320,0.52309826,0.30648028,0.01750374,0.96126290,0.69372338,1.01112251
-5.17758879,2.79922695,0.00710427,0.53239534,0.31676777,0.01884745,1.00819743,0.71585118,1.03469534
-5.17158579,2.89346686,0.00715661,0.54141742,0.32684124,0.02031257,1.05754845,0.73917980,1.05741690
-5.16558279,2.99038555,0.00723124,0.55015348,0.33661744,0.02189585,1.10900324,0.76363168,1.07918308
-5.15957979,3.08941620,0.00732889,0.55860774,0.34601469,0.02359176,1.16219495,0.78910218,1.09992322
-5.15357679,3.18995556,0.00745002,0.56680132,0.35495668,0.02539257,1.21671248,0.81546351,1.11960521
-5.14757379,3.29138341,0.00759488,0.57477278,0.36337623,0.02728835,1.27211157,0.84256919,1.13823836
-5.14157079,3.39308067,0.00776359,0.58257717,0.37121884,0.02926716,1.32792693,0.87025863,1.15587367
-5.13556778,3.49444523,0.00795616,0.59028376,0.37844577,0.03131518,1.38368484,0.89836165,1.17260129
-5.12956478,3.59490499,0.00817258,0.59797243,0.38503655,0.03341697,1.43891572,0.92670283,1.18854529
-5.12356178,3.69392766,0.00841281,0.60572887,0.39099064,0.03555578,1.49316641,0.95510530,1.20385602
-5.11755878,3.79102735,0.00867682,0.61363893,0.39632825,0.03771382,1.54601151,0.98339411,1.21870045
-5.11155578,3.88576823,0.00896458,0.62178252,0.40109025,0.03987271,1.59706369,1.01139900,1.23325125
-5.10555278,3.97776560,0.00927607,0.63022737,0.40533706,0.04201384,1.64598260,1.03895664,1.24767514
-5.09954977,4.06668524,0.00961124,0.63902324,0.40914673,0.04411884,1.69248217,1.06591244,1.26212154
-5.09354677,4.15224164,0.00997002,0.64819700,0.41261226,0.04617002,1.73633622,1.09212203,1.27671225
-5.08754377,4.23419616,0.01035223,0.65774891,0.41583822,0.04815085,1.77738242,1.11745258,1.29153284
-5.08154077,4.31235576,0.01075758,0.66765056,0.41893707,0.05004643,1.81552448,1.14178402,1.30662665
-5.07553777,4.38657306,0.01118564,0.67784461,0.42202512,0.05184393,1.85073281,1.16501044,1.32199162
-5.06953477,4.45674820,0.01163582,0.68824654,0.42521863,0.05353302,1.88304374,1.18704165,1.33758050
-5.06353177,4.52283287,0.01210733,0.69874832,0.42863000,0.05510619,1.91255739,1.20780501,1.35330431
-5.05752876,4.58483618,0.01259922,0.70922387,0.43236447,0.05655913,1.93943450,1.22724752,1.36903909
-5.05152576,4.64283246,0.01311037,0.71953606,0.43651730,0.05789089,1.96389227,1.24533810,1.38463529
-5.04552276,4.69697005,0.01363953,0.72954485,0.44117166,0.05910409,1.98619938,1.26206996,1.39992951
-5.03951976,4.74748043,0.01418537,0.73911596,0.44639728,0.06020490,2.00667033,1.27746285,1.41475755
-5.03351676,4.79468660,0.01474653,0.74812978,0.45224982,0.06120302,2.02565920,1.29156500,1.42896811
-5.02751376,4.83900960,0.01532172,0.75648967,0.45877094,0.06211150,2.04355278,1.30445449,1.44243600
-5.02151076,4.88097205,0.01590972,0.76412933,0.46598903,0.06294642,2.06076319,1.31623977,1.45507412
-5.01550775,4.92119756,0.01650955,0.77101860,0.47392038,0.06372652,2.07771990,1.32705918,1.46684327
-5.00950475,4.96040517,0.01712043,0.77716734,0.48257069,0.06447266,2.09486119,1.33707913,1.47775900
-5.00350175,4.99939815,0.01774189,0.78262707,0.49193674,0.06520723,2.11262501,1.34649091,1.48789507
-4.99749875,5.03904678,0.01837376,0.78749017,0.50200798,0.06595349,2.13143924,1.35550608,1.49738308
-4.99149575,5.08026516,0.01901618,0.79188669,0.51276793,0.06673479,2.15171149,1.36435031,1.50640820
-4.98549275,5.12398255,0.01966957,0.79597879,0.52419520,0.06757383,2.17381847,1.37325596,1.51520108
-4.97948974,5.17110988,0.02033453,0.79995310,0.53626405,0.06849184,2.19809509,1.38245354,1.52402647
-4.97348674,5.22250292,0.02101179,0.80401141,0.54894440,0.06950787,2.22482370,1.39216237,1.53316885
-4.96748374,5.27892328,0.02170203,0.80836011,0.56220128,0.07063800,2.25422363,1.40258075,1.54291611
-4.96148074,5.34099933,0.02240580,0.81319889,0.57599372,0.07189474,2.28644145,1.41387619,1.55354198
-4.95547774,5.40918877,0.02312326,0.81870943,0.59027327,0.07328648,2.32154245,1.42617617,1.56528822
-4.94947474,5.48374482,0.02385409,0.82504451,0.60498215,0.07481707,2.35950364,1.43955980,1.57834758
-4.94347174,5.56468804,0.02459724,0.83231815,0.62005124,0.07648549,2.40020889,1.45405094,1.59284842
-4.93746873,5.65178539,0.02535084,0.84059740,0.63539811,0.07828582,2.44344642,1.46961321,1.60884196
-4.93146573,5.74453802,0.02611201,0.84989603,0.65092538,0.08020717,2.48890905,1.48614715,1.62629273
-4.92546273,5.84217883,0.02687677,0.86017061,0.66651934,0.08223398,2.53619754,1.50348986,1.64507290
-4.91945973,5.94368047,0.02763999,0.87131913,0.68204931,0.08434632,2.58482687,1.52141717,1.66496091
-4.91345673,6.04777379,0.02839541,0.88318217,0.69736773,0.08652047,2.63423575,1.53964844,1.68564427
-4.90745373,6.15297654,0.02913562,0.89554680,0.71231107,0.08872949,2.68379894,1.55785380,1.70672686
-4.90145073,6.25763128,0.02985226,0.90815279,0.72670171,0.09094405,2.73284217,1.57566363,1.72774006
-4.89544772,6.35995121,0.03053610,0.92070104,0.74035070,0.09313326,2.78065915,1.59267988,1.74815754
-4.88944472,6.45807223,0.03117735,0.93286379,0.75306145,0.09526550,2.82653017,1.60848889,1.76741287
-4.88344172,6.55010911,0.03176585,0.94429616,0.76463411,0.09730940,2.86974154,1.62267501,1.78491922
-4.87743872,6.63421347,0.03229141,0.95464850,0.77487060,0.09923468,2.90960511,1.63483470,1.80009036
-4.87143572,6.70863134,0.03274414,0.96357910,0.78358003,0.10101299,2.94547723,1.64459025,1.81236197
-4.86543272,6.77175783,0.03311473,0.97076662,0.79058433,0.10261867,2.97677636,1.65160285,1.82121232
-4.85942971,6.82218678,0.03339486,0.97592172,0.79572373,0.10402935,3.00299860,1.65558422,1.82618152
-4.85342671,6.85875351,0.03357739,0.97879755,0.79886199,0.10522647,3.02373069,1.65630656,1.82688856
-4.84742371,6.88056895,0.03365674,0.97919854,0.79989103,0.10619563,3.03865989,1.65361031,1.82304540
-4.84142071,6.88704410,0.03362902,0.97698723,0.79873478,0.10692673,3.04758051,1.64740955,1.81446764
-4.83541771,6.87790415,0.03349223,0.97208900,0.79535206,0.10741405,3.05039701,1.63769483,1.80108150
-4.82941471,6.85319199,0.03324635,0.96449443,0.78973834,0.10765608,3.04712347,1.62453352,1.78292685
-4.82341171,6.81326141,0.03289335,0.95425941,0.78192633,0.10765524,3.03787988,1.60806760,1.76015637
-4.81740870,6.75876087,0.03243720,0.94150304,0.77198539,0.10741752,3.02288539,1.58850924,1.73303108
-4.81140570,6.69060883,0.03188370,0.92640355,0.76001966,0.10695195,3.00244900,1.56613443,1.70191249
-4.80540270,6.60996223,0.03124037,0.90919247,0.74616522,0.10627009,2.97695828,1.54127485,1.66725202
-4.79939970,6.51817966,0.03051623,0.89014738,0.73058620,0.10538543,2.94686669,1.51430869,1.62957807
-4.79339670,6.41678121,0.02972152,0.86958366,0.71347021,0.10431281,2.91267999,1.48565047,1.58948152
-4.78739370,6.30740657,0.02886747,0.84784558,0.69502317,0.10306788,2.87494259,1.45574063,1.54760021
-4.78139070,6.19177323,0.02796599,0.82529705,0.67546386,0.10166659,2.83422413,1.42503497,1.50460310
-4.77538769,6.07163623,0.02702938,0.80231257,0.65501837,0.10012483,2.79110696,1.39399456,1.46117457
-4.76938469,5.94875076,0.02607005,0.77926841,0.63391475,0.09845805,2.74617473,1.36307611,1.41799945
-4.76338169,5.82483844,0.02510025,0.75653445,0.61237800,0.09668110,2.70000256,1.33272340,1.37574910
-4.75737869,5.70155807,0.02413183,0.73446683,0.59062566,0.09480812,2.65314877,1.30335946,1.33506874
-4.75137569,5.58048102,0.02317605,0.71340148,0.56886401,0.09285250,2.60614826,1.27538002,1.29656638
-4.74537269,5.46307122,0.02224340,0.69364852,0.54728520,0.09082700,2.55950758,1.24914786,1.26080314
-4.73936968,5.35066966,0.02134344,0.67548764,0.52606505,0.08874385,2.51370144,1.22498838,1.22828516
-4.73336668,5.24448280,0.02048474,0.65916436,0.50536184,0.08661494,2.46917046,1.20318595,1.19945678
-4.72736368,5.14557430,0.01967480,0.64488699,0.48531579,0.08445206,2.42631997,1.18398128,1.17469506
-4.72136068,5.05485968,0.01892002,0.63282436,0.46604932,0.08226702,2.38551967,1.16756947,1.15430528
-4.71535768,4.97310306,0.01822569,0.62310404,0.44766781,0.08007187,2.34710370,1.15409877,1.13851750
-4.70935468,4.90091564,0.01759603,0.61581119,0.43026097,0.07787902,2.31137113,1.14366996,1.12748386
-4.70335168,4.83875554,0.01703419,0.61098780,0.41390435,0.07570124,2.27858655,1.13633630,1.12127671
-4.69734867,4.78692881,0.01654237,0.60863240,0.39866119,0.07355167,2.24898075,1.13210400,1.11988765
-4.69134567,4.74559147,0.01612182,0.60870028,0.38458416,0.07144376,2.22275127,1.13093332,1.12322731
-4.68534267,4.71475273,0.01577297,0.61110415,0.37171708,0.06939102,2.20006303,1.13274029,1.13112629
-4.67933967,4.69427966,0.01549547,0.61571555,0.36009642,0.06740689,2.18104878,1.13739909,1.14333723
-4.67333667,4.68390341,0.01528830,0.62236674,0.34975248,0.06550439,2.16580967,1.14474513,1.15953825
-4.66733367,4.68322733,0.01514985,0.63085358,0.34071027,0.06369587,2.15441581,1.15457897,1.17933796
-4.66133067,4.69173720,0.01507798,0.64093904,0.33298994,0.06199267,2.14690695,1.16667094,1.20228208
-4.65532766,4.70881362,0.01507013,0.65235769,0.32660689,0.06040481,2.14329328,1.18076651,1.22786188
-4.64932466,4.73374653,0.01512340,0.66482104,0.32157146,0.05894076,2.14355641,1.19659238,1.25552421
-4.64332166,4.76575163,0.01523458,0.67802362,0.31788825,0.05760717,2.14765033,1.21386296,1.28468317
-4.63731866,4.80398837,0.01540024,0.69164978,0.31555519,0.05640875,2.15550254,1.23228725,1.31473317
-4.63131566,4.84757882,0.01561680,0.70538104,0.31456236,0.05534816,2.16701501,1.25157584,1.34506296
-4.62531266,4.89562683,0.01588053,0.71890370,0.31489063,0.05442601,2.18206501,1.27144759,1.37507023
-4.61930965,4.94723675,0.01618762,0.73191651,0.31651022,0.05364092,2.20050564,1.29163599,1.40417640
-4.61330665,5.00153077,0.01653422,0.74413815,0.31937933,0.05298968,2.22216609,1.31189471,1.43184087
-4.60730365,5.05766427,0.01691639,0.75531424,0.32344276,0.05246746,2.24685129,1.33200217,1.45757440
-4.60130065,5.11483842,0.01733016,0.76522354,0.32863087,0.05206809,2.27434132,1.35176487,1.48095080
-4.59529765,5.17230970,0.01777151,0.77368319,0.33485868,0.05178435,2.30439031,1.37101950,1.50161682
-4.58929465,5.22939588,0.01823636,0.78055274,0.34202549,0.05160835,2.33672509,1.38963347,1.51929945
-4.58329165,5.28547855,0.01872055,0.78573688,0.35001485,0.05153187,2.37104376,1.40750424,1.53381071
-4.57728864,5.34000235,0.01921981,0.78918667,0.35869513,0.05154672,2.40701435,1.42455725,1.54504949
-4.57128564,5.39247136,0.01972977,0.79089942,0.36792062,0.05164509,2.44427393,1.44074280,1.55300058
-4.56528264,5.44244329,0.02024595,0.79091710,0.37753331,0.05181985,2.48242835,1.45603215,1.55773095
-4.55927964,5.48952216,0.02076375,0.78932358,0.38736522,0.05206484,2.52105307,1.47041301,1.55938349
-4.55327664,5.53335045,0.02127844,0.78624057,0.39724138,0.05237512,2.55969522,1.48388495,1.55816857
-4.54727364,5.57360163,0.02178526,0.78182279,0.40698334,0.05274710,2.59787722,1.49645487,1.55435390
-4.54127064,5.60997371,0.02227936,0.77625236,0.41641316,0.05317869,2.63510198,1.50813304,1.54825304
-4.53526763,5.64218479,0.02275594,0.76973270,0.42535768,0.05366937,2.67086000,1.51892988,1.54021327
-4.52926463,5.66997091,0.02321031,0.76248220,0.43365311,0.05422016,2.70463795,1.52885365,1.53060317
-4.52326163,5.69308667,0.02363793,0.75472798,0.44114948,0.05483360,2.73592890,1.53790936,1.51980051
-4.51725863,5.71130865,0.02403457,0.74669970,0.44771508,0.05551363,2.76424372,1.54609878,1.50818089
-4.51125563,5.72444126,0.02439638,0.73862392,0.45324044,0.05626539,2.78912321,1.55342154,1.49610751
-4.50525263,5.73232496,0.02472003,0.73071891,0.45764177,0.05709506,2.81015057,1.55987730,1.48392237
-4.49924962,5.73484567,0.02500277,0.72319022,0.46086365,0.05800957,2.82696351,1.56546861,1.47193918
-4.49324662,5.73194507,0.02524257,0.71622695,0.46288082,0.05901626,2.83926545,1.57020428,1.46043805
