energy_ev,total_up,C_s_up,C_p_up,Na_s_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.64582291,2.92249010,0.03929267,0.51462458,0.13420988,0.06056975,0.97652604,0.70125763,0.61468331
-5.63981991,2.99165802,0.04024988,0.52359578,0.13825426,0.06194283,1.00521696,0.71715134,0.62937382
-5.63381691,3.05782474,0.04113895,0.53183253,0.14221932,0.06317997,1.03322621,0.73213909,0.64365635
-5.62781391,3.12084372,0.04196028,0.53930821,0.14611090,0.06427092,1.06050670,0.74624494,0.65752593
-5.62181091,3.18069874,0.04271596,0.54601185,0.14994382,0.06520832,1.08706553,0.75952769,0.67099392
-5.61580790,3.23748376,0.04340960,0.55194558,0.15374050,0.06598759,1.11295598,0.77207572,0.68408340
-5.60980490,3.29137961,0.04404609,0.55712192,0.15752921,0.06660665,1.13826778,0.78400056,0.69682437
-5.60380190,3.34262824,0.04463135,0.56156115,0.16134212,0.06706572,1.16311577,0.79542970,0.70924870
-5.59779890,3.39150485,0.04517195,0.56528860,0.16521316,0.06736693,1.18762725,0.80649848,0.72138513
-5.59179590,3.43828908,0.04567473,0.56833213,0.16917578,0.06751402,1.21192860,0.81734168,0.73325452
-5.58579290,3.48323655,0.04614640,0.57071965,0.17326082,0.06751186,1.23613174,0.82808509,0.74486548
-5.57978989,3.52655201,0.04659310,0.57247706,0.17749450,0.06736612,1.26032114,0.83883741,0.75621073
-5.57378689,3.56836590,0.04702004,0.57362651,0.18189673,0.06708286,1.28454214,0.84968308,0.76726444
-5.56778389,3.60871585,0.04743116,0.57418522,0.18647990,0.06666812,1.30879154,0.86067650,0.77798083
-5.56178089,3.64753455,0.04782885,0.57416494,0.19124815,0.06612772,1.33301100,0.87183792,0.78829410
-5.55577789,3.68464533,0.04821382,0.57357203,0.19619728,0.06546694,1.35708399,0.88315152,0.79812005
-5.54977489,3.71976612,0.04858503,0.57240841,0.20131532,0.06469049,1.38083681,0.89456576,0.80735924
-5.54377189,3.75252236,0.04893981,0.57067315,0.20658378,0.06380242,1.40404380,0.90599622,0.81590179
-5.53776888,3.78246843,0.04927405,0.56836472,0.21197946,0.06280627,1.42643684,0.91733075,0.82363355
-5.53176588,3.80911689,0.04958256,0.56548377,0.21747676,0.06170521,1.44771877,0.92843678,0.83044344
-5.52576288,3.83197418,0.04985952,0.56203632,0.22305048,0.06050238,1.46758019,0.93917038,0.83623154
-5.51975988,3.85058076,0.05009901,0.55803696,0.22867864,0.05920122,1.48571896,0.94938657,0.84091751
-5.51375688,3.86455341,0.05029565,0.55351199,0.23434545,0.05780589,1.50186109,0.95895023,0.84444877
-5.50775388,3.87362721,0.05044516,0.54850217,0.24004406,0.05632169,1.51578221,0.96774695,0.84680797
-5.50175088,3.87769436,0.05054504,0.54306475,0.24577883,0.05475549,1.52732816,0.97569312,0.84801913
-5.49574787,3.87683751,0.05059504,0.53727471,0.25156714,0.05311607,1.53643355,0.98274467,0.84815213
-5.48974487,3.87135511,0.05059773,0.53122490,0.25744039,0.05141446,1.54313721,0.98890379,0.84732501
-5.48374187,3.86177723,0.05055874,0.52502505,0.26344424,0.04966409,1.54759349,0.99422324,0.84570401
-5.47773887,3.84887045,0.05048706,0.51879967,0.26963794,0.04788093,1.55007883,0.99880810,0.84350110
-5.47173587,3.83363144,0.05039500,0.51268485,0.27609280,0.04608337,1.55099299,1.00281469,0.84096917
-5.46573287,3.81726939,0.05029810,0.50682416,0.28288988,0.04429209,1.55085495,1.00644696,0.83839498
-5.45972986,3.80117818,0.05021485,0.50136382,0.29011699,0.04252975,1.55029361,1.00995058,0.83609036
-5.45372686,3.78689986,0.05016621,0.49644756,0.29786520,0.04082056,1.55003373,1.01360516,0.83438208
-5.44772386,3.77608148,0.05017506,0.49221142,0.30622494,0.03918973,1.55087786,1.01771528,0.83360083
-5.44172086,3.77042755,0.05026551,0.48877874,0.31528207,0.03766295,1.55368517,1.02260088,0.83407015
-5.43571786,3.77165073,0.05046212,0.48625591,0.32511400,0.03626572,1.55934814,1.02858773,0.83609563
-5.42971486,3.78142318,0.05078912,0.48472890,0.33578608,0.03502271,1.56876825,1.03599858,0.83995521
-5.42371186,3.80133080,0.05126958,0.48426098,0.34734851,0.03395712,1.58283164,1.04514545,0.84589072
-5.41770885,3.83283219,0.05192461,0.48489157,0.35983374,0.03309016,1.60238571,1.05632352,0.85410130
-5.41170585,3.87722383,0.05277261,0.48663652,0.37325461,0.03244046,1.62821738,1.06980674,0.86473875
-5.40570285,3.93561205,0.05382862,0.48948939,0.38760324,0.03202366,1.66103367,1.08584519,0.87790479
-5.39969985,4.00889221,0.05510369,0.49342396,0.40285049,0.03185213,1.70144492,1.10466397,0.89365038
-5.39369685,4.09773463,0.05660443,0.49839740,0.41894625,0.03193466,1.74995083,1.12646335,0.91197664
-5.38769385,4.20257652,0.05833263,0.50435400,0.43582018,0.03227640,1.80692925,1.15141962,0.93283721
-5.38169085,4.32361871,0.06028497,0.51122909,0.45338300,0.03287880,1.87262762,1.17968609,0.95614161
-5.37568784,4.46082598,0.06245292,0.51895273,0.47152812,0.03373972,1.94715675,1.21139373,0.98175918
-5.36968484,4.61392953,0.06482268,0.52745298,0.49013359,0.03485358,2.03048650,1.24665077,1.00952328
-5.36368184,4.78243039,0.06737528,0.53665840,0.50906411,0.03621156,2.12244320,1.28554101,1.03923527
-5.35767884,4.96560286,0.07008675,0.54649970,0.52817326,0.03780191,2.22270839,1.32812039,1.07066820
-5.35167584,5.16249732,0.07292840,0.55691024,0.54730568,0.03961026,2.33081872,1.37441174,1.10356980
-5.34567284,5.37194234,0.07586723,0.56782569,0.56629931,0.04161994,2.44616704,1.42439798,1.13766493
-5.33966983,5.59254637,0.07886639,0.57918263,0.58498764,0.04381232,2.56800459,1.47801384,1.17265740
-5.33366683,5.82269979,0.08188576,0.59091651,0.60320202,0.04616718,2.69544470,1.53513699,1.20823143
-5.32766383,6.06057837,0.08488260,0.60295911,0.62077397,0.04866297,2.82746813,1.59557889,1.24405286
-5.32166083,6.30414957,0.08781227,0.61523579,0.63753767,0.05127720,2.96293057,1.65907650,1.27977050
-5.31565783,6.55118313,0.09062903,0.62766299,0.65333252,0.05398663,3.10057276,1.72528564,1.31501790
-5.30965483,6.79926734,0.09328690,0.64014611,0.66800581,0.05676757,3.23903349,1.79377675,1.34941583
-5.30365183,7.04583232,0.09574052,0.65257818,0.68141557,0.05959613,3.37686605,1.86403396,1.38257574
-5.29764882,7.28818107,0.09794610,0.66483957,0.69343335,0.06244841,3.51255811,1.93545802,1.41410428
-5.29164582,7.52352879,0.09986232,0.67679878,0.70394716,0.06530071,3.64455524,2.00737351,1.44360917
-5.28564282,7.74905033,0.10145122,0.68831447,0.71286410,0.06812978,3.77128775,2.07904043,1.47070618
-5.27963982,7.96193503,0.10267906,0.69923868,0.72011287,0.07091299,3.89120052,2.14967006,1.49502716
-5.27363682,8.15944758,0.10351711,0.70942110,0.72564586,0.07362859,4.00278514,2.21844464,1.51622895
-5.26763382,8.33899308,0.10394237,0.71871424,0.72944072,0.07625595,4.10461342,2.28454020,1.53400270
-5.26163082,8.49818403,0.10393810,0.72697921,0.73150123,0.07877582,4.19537135,2.34715165,1.54808337
-5.25562781,8.63490649,0.10349435,0.73409175,0.73185750,0.08117063,4.27389209,2.40551893,1.55825873
-5.24962481,8.74738278,0.10260826,0.73994838,0.73056527,0.08342477,4.33918694,2.45895327,1.56437771
-5.24362181,8.83422793,0.10128419,0.74447210,0.72770435,0.08552496,4.39047295,2.50686216,1.56635744
-5.23761881,8.89449723,0.09953378,0.74761752,0.72337627,0.08746053,4.42719590,2.54877214,1.56418874
-5.23161581,8.92772298,0.09737576,0.74937518,0.71770111,0.08922374,4.44904786,2.58434821,1.55793967
-5.22561281,8.93393851,0.09483566,0.74977469,0.71081373,0.09081012,4.45597831,2.61340927,1.54775712
-5.21960980,8.91368855,0.09194534,0.74888685,0.70285952,0.09221867,4.44819860,2.63593892,1.53386615
-5.21360680,8.86802566,0.08874241,0.74682438,0.69398986,0.09345217,4.42617925,2.65209145,1.51656722
-5.20760380,8.79849282,0.08526948,0.74374155,0.68435763,0.09451724,4.39064056,2.66219284,1.49623148
-5.20160080,8.70709332,0.08157340,0.73983254,0.67411284,0.09542452,4.34253679,2.66673713,1.47329423
-5.19559780,8.59624915,0.07770431,0.73532880,0.66339876,0.09618860,4.28303468,2.66637842,1.44824690
-5.18959480,8.46874996,0.07371473,0.73049543,0.65234866,0.09682795,4.21348733,2.66191911,1.42162786
-5.18359180,8.32769459,0.06965857,0.72562669,0.64108340,0.09736474,4.13540442,2.65429497,1.39401245
-5.17758879,8.17642729,0.06559012,0.72104091,0.62970980,0.09782447,4.05042008,2.64455756,1.36600252
-5.17158579,8.01847091,0.06156311,0.71707481,0.61832015,0.09823557,3.96025935,2.63385476,1.33821580
-5.16558279,7.85745879,0.05762978,0.71407726,0.60699245,0.09862885,3.86670455,2.62340963,1.31127533
-5.15957979,7.69706708,0.05383998,0.71240270,0.59579160,0.09903681,3.77156212,2.61449826,1.28579926
-5.15357679,7.54094872,0.05024042,0.71240427,0.58477117,0.09949287,3.67663094,2.60842657,1.26239100
-5.14757379,7.39266985,0.04687395,0.71442647,0.57397570,0.10003051,3.58367241,2.60650644,1.24162982
-5.14157079,7.25564925,0.04377895,0.71879775,0.56344320,0.10068228,3.49438260,2.61003103,1.22406202
-5.13556778,7.13310103,0.04098887,0.72582279,0.55320758,0.10147879,3.41036663,2.62024943,1.21019245
-5.12956478,7.02798050,0.03853183,0.73577467,0.54330086,0.10244768,3.33311504,2.63834065,1.20047657
-5.12356178,6.94293340,0.03643039,0.74888716,0.53375486,0.10361250,3.26398218,2.66538703,1.19531272
-5.11755878,6.88024834,0.03470135,0.76534703,0.52460222,0.10499175,3.20416624,2.70234740,1.19503485
-5.11155578,6.84181268,0.03335573,0.78528688,0.51587660,0.10659793,3.15469101,2.75003022,1.19990554
-5.10555278,6.82907241,0.03239876,0.80877851,0.50761213,0.10843672,3.11638904,2.80906745,1.21010941
-5.09954977,6.84299650,0.03183002,0.83582725,0.49984194,0.11050637,3.08988655,2.87988986,1.22574713
-5.09354677,6.88404696,0.03164363,0.86636745,0.49259609,0.11279724,3.07559012,2.96270463,1.24683005
-5.08754377,6.95215567,0.03182843,0.90025945,0.48589890,0.11529173,3.07367572,3.05747636,1.27327577
-5.08154077,7.04670948,0.03236830,0.93728835,0.47976594,0.11796437,3.08408049,3.16391258,1.30490494
-5.07553777,7.16654503,0.03324243,0.97716464,0.47420101,0.12078228,3.10649797,3.28145477,1.34143941
-5.06953477,7.30995465,0.03442569,1.01952705,0.46919324,0.12370596,3.14037743,3.40927595,1.38250218
-5.06353177,7.47470456,0.03588899,1.06394751,0.46471468,0.12669037,3.18492803,3.54628562,1.42761927
-5.05752876,7.65806614,0.03759961,1.10993821,0.46071854,0.12968628,3.23912821,3.69114257,1.47622379
-5.05152576,7.85686079,0.03952166,1.15696085,0.45713833,0.13264187,3.30174101,3.84227580,1.52766222
-5.04552276,8.06751798,0.04161646,1.20443745,0.45388798,0.13550452,3.37133519,3.99791352,1.58120320
-5.03951976,8.28614593,0.04384301,1.25176287,0.45086301,0.13822266,3.44631238,4.15611963,1.63604850
-5.03351676,8.50861344,0.04615847,1.29831821,0.44794277,0.14074764,3.52493984,4.31483683,1.69134633
-5.02751376,8.73064084,0.04851868,1.34348505,0.44499364,0.14303557,3.60538816,4.47193530,1.74620654
-5.02151076,8.94789777,0.05087871,1.38665967,0.44187309,0.14504892,3.68577306,4.62526514,1.79971762
-5.01550775,9.15610468,0.05319350,1.42726704,0.43843438,0.14675795,3.76420012,4.77271115,1.85096493
-5.00950475,9.35113496,0.05541845,1.46477395,0.43453166,0.14814173,3.83881114,4.91224766,1.89904981
-5.00350175,9.52911433,0.05751014,1.49870090,0.43002525,0.14918887,3.90783048,5.04199169,1.94310906
-4.99749875,9.68651405,0.05942706,1.52863229,0.42478681,0.14989773,3.96960994,5.16025224,1.98233414
-4.99149575,9.82023487,0.06113030,1.55422459,0.41870423,0.15027626,4.02267042,5.26557376,2.01598960
-4.98549275,9.92767850,0.06258432,1.57521239,0.41168587,0.15034139,4.06573901,5.35677223,2.04343020
-4.97948974,10.00680435,0.06375763,1.59141188,0.40366412,0.15011800,4.09777982,5.43296211,2.06411603
-4.97348674,10.05616929,0.06462350,1.60272199,0.39459803,0.14963756,4.11801767,5.49357329,2.07762514
-4.96748374,10.07494914,0.06516050,1.60912306,0.38447493,0.14893645,4.12595342,5.53835700,2.08366337
-4.96148074,10.06294109,0.06535308,1.61067309,0.37331107,0.14805414,4.12137050,5.56738059,2.08207075
-4.95547774,10.02054720,0.06519190,1.60750200,0.36115115,0.14703120,4.10433233,5.58101131,2.07282440
-4.94947474,9.94873951,0.06467408,1.59980388,0.34806692,0.14590739,4.07517063,5.57988954,2.05603770
-4.94347174,9.84900847,0.06380332,1.58782781,0.33415485,0.14471972,4.03446531,5.56489295,2.03195562
-4.93746873,9.72329672,0.06258978,1.57186745,0.31953299,0.14350087,3.98301663,5.53709282,2.00094645
-4.93146573,9.57392091,0.06104984,1.55225000,0.30433727,0.14227769,3.92181081,5.49770460,1.96349016
-4.92546273,9.40348493,0.05920567,1.52932479,0.28871726,0.14107015,3.85198061,5.44803499,1.92016368
-4.91945973,9.21478796,0.05708462,1.50345208,0.27283164,0.13989064,3.77476256,5.38942777,1.87162377
-4.91345673,9.01073113,0.05471848,1.47499248,0.25684359,0.13874366,3.69145256,5.32321108,1.81858791
-4.90745373,8.79422648,0.05214263,1.44429731,0.24091613,0.13762589,3.60336166,5.25064838,1.76181415
-4.90145073,8.56811180,0.04939509,1.41170033,0.22520776,0.13652669,3.51177400,5.17289546,1.70208043
-4.89544772,8.33507439,0.04651551,1.37751110,0.20986831,0.13542890,3.41790828,5.09096525,1.64016423
-4.88944472,8.09758655,0.04354414,1.34201008,0.19503536,0.13431000,3.32288445,5.00570205,1.57682327
-4.88344172,7.85785465,0.04052086,1.30544565,0.18083115,0.13314340,3.22769656,4.91776599,1.51277788
-4.87743872,7.61778309,0.03748417,1.26803303,0.16736010,0.13189998,3.13319264,4.82762809,1.44869568
-4.87143572,7.37895373,0.03447040,1.22995491,0.15470704,0.13054965,3.04006207,4.73557582,1.38517888
-4.86543272,7.14262021,0.03151294,1.19136370,0.14293612,0.12906285,2.94883029,4.64172806,1.32275470
-4.85942971,6.90971645,0.02864159,1.15238507,0.13209037,0.12741212,2.85986082,4.54605845,1.26186883
-4.85342671,6.68087738,0.02588218,1.11312245,0.12219198,0.12557334,2.77336359,4.44842502,1.20288225
-4.84742371,6.45646997,0.02325622,1.07366212,0.11324311,0.12352688,2.68940897,4.34860431,1.14607094
-4.84142071,6.23663179,0.02078077,1.03407854,0.10522735,0.12125848,2.60794607,4.24632748,1.09162859
-4.83541771,6.02131476,0.01846845,0.99443947,0.09811154,0.11875982,2.52882436,4.14131642,1.03967169
-4.82941471,5.81033109,0.01632759,0.95481072,0.09184800,0.11602887,2.45181711,4.03331748,0.99024673
-4.82341171,5.60339919,0.01436250,0.91526002,0.08637709,0.11306996,2.37664551,3.92213120,0.94333902
-4.81740870,5.40018727,0.01257382,0.87586001,0.08162984,0.10989351,2.30300234,3.80763645,0.89888265
-4.81140570,5.20035294,0.01095894,0.83669023,0.07753075,0.10651571,2.23057421,3.68980801,0.85677112
-4.80540270,5.00357747,0.00951254,0.79783791,0.07400051,0.10295787,2.15906158,3.56872710,0.81686818
-4.79939970,4.80959411,0.00822706,0.75939787,0.07095866,0.09924575,2.08819617,3.44458489,0.77901856
-4.79339670,4.61821008,0.00709321,0.72147138,0.06832606,0.09540877,2.01775526,3.31767938,0.74305818
-4.78739370,4.42932246,0.00610053,0.68416450,0.06602710,0.09147922,1.94757299,3.18840660,0.70882361
-4.78139070,4.24292865,0.00523781,0.64758577,0.06399168,0.08749149,1.87754857,3.05724723,0.67616060
-4.77538769,4.05913200,0.00449355,0.61184380,0.06215681,0.08348138,1.80765184,2.92475005,0.64493152
-4.76938469,3.87814367,0.00385633,0.57704475,0.06046795,0.07948549,1.73792630,2.79151361,0.61502160
-4.76338169,3.70028170,0.00331516,0.54329013,0.05887992,0.07554077,1.66849014,2.65816757,0.58634403
-4.75737869,3.52596808,0.00285971,0.51067492,0.05735752,0.07168411,1.59953563,2.52535487,0.55884378
-4.75137569,3.35572464,0.00248058,0.47928626,0.05587584,0.06795219,1.53132711,2.39371584,0.53250032
-4.74537269,3.19016821,0.00216940,0.44920265,0.05442020,0.06438131,1.46419797,2.26387500,0.50732908
-4.73936968,3.03000522,0.00191898,0.42049379,0.05298584,0.06100742,1.39854665,2.13643086,0.48338188
-4.73336668,2.87602589,0.00172338,0.39322095,0.05157739,0.05786613,1.33483189,2.01194901,0.46074620
-4.72736368,2.72909747,0.00157790,0.36743772,0.05020803,0.05499277,1.27356703,1.89095816,0.43954342
-4.72136068,2.59015635,0.00147915,0.34319108,0.04889849,0.05242247,1.21531337,1.77394884,0.41992602
-4.71535768,2.46019820,0.00142497,0.32052261,0.04767590,0.05019013,1.16067233,1.66137410,0.40207369
-4.70935468,2.34026563,0.00141443,0.29946957,0.04657246,0.04833031,1.11027628,1.55365143,0.38618854
-4.70335168,2.23143274,0.00144773,0.28006591,0.04562402,0.04687701,1.06477782,1.45116533,0.37248919
-4.69734867,2.13478609,0.00152620,0.26234276,0.04486855,0.04586330,1.02483729,1.35426958,0.36120412
-4.69134567,2.05140171,0.00165215,0.24632858,0.04434454,0.04532075,0.99110864,1.26328880,0.35256398
-4.68534267,1.98231842,0.00182887,0.23204870,0.04408941,0.04527874,0.96422354,1.17851869,0.34679340
-4.67933967,1.92850740,0.00206043,0.21952439,0.04413788,0.04576355,0.94477400,1.10022474,0.34410207
-4.67333667,1.89083901,0.00235171,0.20877128,0.04452041,0.04679738,0.93329389,1.02863924,0.34467563
-4.66733367,1.87004764,0.00270816,0.19979745,0.04526172,0.04839724,0.93023977,0.96395678,0.34866642
-4.66133067,1.86669600,0.00313578,0.19260114,0.04637940,0.05057375,0.93597178,0.90632849,0.35618455
-4.65532766,1.88114032,0.00364093,0.18716827,0.04788273,0.05332999,0.95073524,0.85585534,0.36728952
-4.64932466,1.91349831,0.00423021,0.18346995,0.04977175,0.05666043,0.97464396,0.81258130,0.38198287
-4.64332166,1.96362151,0.00491030,0.18146026,0.05203652,0.06054993,1.00766601,0.77648665,0.40020220
-4.63731866,2.03107409,0.00568777,0.18107426,0.05465676,0.06497302,1.04961289,0.74748225,0.42181693
-4.63131566,2.11511941,0.00656891,0.18222670,0.05760188,0.06989340,1.10013289,0.72540535,0.44662609
-4.62531266,2.21471597,0.00755955,0.18481128,0.06083126,0.07526379,1.15870936,0.71001728,0.47435855
-4.61930965,2.32852367,0.00866483,0.18870089,0.06429512,0.08102612,1.22466431,0.70100357,0.50467567
-4.61330665,2.45492088,0.00988904,0.19374857,0.06793560,0.08711217,1.29716760,0.69797667,0.53717666
-4.60730365,2.59203236,0.01123536,0.19978946,0.07168838,0.09344457,1.37525178,0.70048127,0.57140643
-4.60130065,2.73776753,0.01270574,0.20664370,0.07548453,0.09993821,1.45783223,0.70800228,0.60686589
-4.59529765,2.88986785,0.01430066,0.21411996,0.07925269,0.10650200,1.54373199,0.71997514,0.64302430
-4.58929465,3.04596175,0.01601901,0.22201988,0.08292145,0.11304101,1.63171044,0.73579809,0.67933332
-4.58329165,3.20362497,0.01785794,0.23014283,0.08642186,0.11945870,1.72049469,0.75484583,0.71524214
-4.57728864,3.36044374,0.01981277,0.23829115,0.08968986,0.12565945,1.80881249,0.77648417,0.75021313
-4.57128564,3.51407817,0.02187691,0.24627544,0.09266871,0.13155107,1.89542508,0.80008477,0.78373734
-4.56528264,3.66232309,0.02404185,0.25391978,0.09531111,0.13704721,1.97915863,0.82503961,0.81534909
-4.55927964,3.80316353,0.02629717,0.26106661,0.09758099,0.14206970,2.05893295,0.85077431,0.84463913
-4.55327664,3.93482261,0.02863060,0.26758111,0.09945491,0.14655058,2.13378602,0.87675996,0.87126559
-4.54727364,4.05579958,0.03102812,0.27335489,0.10092287,0.15043374,2.20289352,0.90252289,0.89496251
-4.54127064,4.16489676,0.03347412,0.27830884,0.10198859,0.15367624,2.26558235,0.92765205,0.91554529
-4.53526763,4.26123436,0.03595154,0.28239505,0.10266917,0.15624908,2.32133805,0.95180392,0.93291318
-4.52926463,4.34425305,0.03844212,0.28559776,0.10299415,0.15813752,2.36980567,0.97470475,0.94704860
-4.52326163,4.41370488,0.04092663,0.28793334,0.10300400,0.15934086,2.41078475,0.99615035,0.95801349
-4.51725863,4.46963346,0.04338508,0.28944925,0.10274812,0.15987180,2.44421882,1.01600357,0.96594313
-4.51125563,4.51234531,0.04579706,0.29022226,0.10228242,0.15975534,2.47018038,1.03418987,0.97103770
-4.50525263,4.54237436,0.04814194,0.29035575,0.10166663,0.15902733,2.48885267,1.05069131,0.97355228
-4.49924962,4.56044200,0.05039915,0.28997650,0.10096150,0.15773271,2.50050928,1.06553963,0.97378582
-4.49324662,4.56741514,0.05254847,0.28923087,0.10022590,0.15592361,2.50549315,1.07880861,0.97206971
