energy_ev,total_up,Cr_p_up,Cr_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-0.18909455,1.99621330,0.38040648,1.31751443,0.19960032,0.46033778,0.01244097,0.11260908,0.22151318,0.00000000
-0.18309155,1.98929418,0.36279957,1.31464865,0.19697067,0.46394250,0.01235882,0.11011989,0.22057314,0.00000000
-0.17708854,1.98710936,0.34710871,1.31365948,0.19574204,0.47007950,0.01234776,0.10733236,0.22018107,0.00000000
-0.17108554,1.98967280,0.33339297,1.31448093,0.19595098,0.47879098,0.01241631,0.10427732,0.22031409,0.00000000
-0.16508254,1.99698038,0.32169081,1.31702925,0.19762871,0.49012467,0.01257175,0.10099146,0.22094214,0.00000000
-0.15907954,2.00901081,0.31202192,1.32120498,0.20080072,0.50413260,0.01281997,0.09751621,0.22202883,0.00000000
-0.15307654,2.02572571,0.30438918,1.32689500,0.20548632,0.52086889,0.01316532,0.09389656,0.22353247,0.00000000
-0.14707354,2.04706905,0.29878070,1.33397450,0.21169816,0.54038689,0.01361045,0.09017973,0.22540736,0.00000000
-0.14107054,2.07296640,0.29517205,1.34230916,0.21944180,0.56273557,0.01415628,0.08641395,0.22760517,0.00000000
-0.13506753,2.10332418,0.29352842,1.35175751,0.22871517,0.58795564,0.01480188,0.08264729,0.23007653,0.00000000
-0.12906453,2.13802921,0.29380693,1.36217371,0.23950824,0.61607539,0.01554445,0.07892657,0.23277278,0.00000000
-0.12306153,2.17694880,0.29595881,1.37341054,0.25180260,0.64710663,0.01637930,0.07529643,0.23564781,0.00000000
-0.11705853,2.21993135,0.29993169,1.38532264,0.26557110,0.68104090,0.01729989,0.07179867,0.23865995,0.00000000
-0.11105553,2.26680768,0.30567163,1.39776993,0.28077752,0.71784597,0.01829790,0.06847173,0.24177387,0.00000000
-0.10505253,2.31739268,0.31312511,1.41062089,0.29737619,0.75746310,0.01936332,0.06535038,0.24496236,0.00000000
-0.09904952,2.37148744,0.32224077,1.42375566,0.31531155,0.79980474,0.02048463,0.06246564,0.24820784,0.00000000
-0.09304652,2.42888128,0.33297074,1.43706867,0.33451765,0.84475300,0.02164897,0.05984485,0.25150370,0.00000000
-0.08704352,2.48935356,0.34527162,1.45047057,0.35491752,0.89215886,0.02284235,0.05751187,0.25485506,0.00000000
-0.08104052,2.55267494,0.35910495,1.46388936,0.37642242,0.94184178,0.02404994,0.05548736,0.25827917,0.00000000
-0.07503752,2.61860766,0.37443709,1.47727055,0.39893094,0.99359008,0.02525629,0.05378910,0.26180511,0.00000000
-0.06903452,2.68690475,0.39123839,1.49057615,0.42232809,1.04716154,0.02644566,0.05243228,0.26547296,0.00000000
-0.06303152,2.75730789,0.40948173,1.50378273,0.44648430,1.10228437,0.02760227,0.05142974,0.26933224,0.00000000
-0.05702851,2.82954395,0.42914046,1.51687837,0.47125447,1.15865838,0.02871064,0.05079210,0.27343970,0.00000000
-0.05102551,2.90332020,0.45018555,1.52985873,0.49647722,1.21595622,0.02975580,0.05052773,0.27785653,0.00000000
-0.04502251,2.97831850,0.47258234,1.54272250,0.52197435,1.27382469,0.03072358,0.05064262,0.28264500,0.00000000
-0.03901951,3.05418872,0.49628684,1.55546634,0.54755075,1.33188601,0.03160086,0.05114001,0.28786474,0.00000000
-0.03301651,3.13054185,0.52124186,1.56807971,0.57299483,1.38973926,0.03237574,0.05201996,0.29356873,0.00000000
-0.02701351,3.20694345,0.54737308,1.58053997,0.59807950,1.44696185,0.03303773,0.05327875,0.29979921,0.00000000
-0.02101051,3.28290792,0.57458539,1.59280782,0.62256401,1.50311131,0.03357787,0.05490819,0.30658369,0.00000000
-0.01500750,3.35789432,0.60275981,1.60482374,0.64619648,1.55772748,0.03398887,0.05689495,0.31393129,0.00000000
-0.00900450,3.43130434,0.63175105,1.61650546,0.66871727,1.61033525,0.03426515,0.05921986,0.32182963,0.00000000
-0.00300150,3.50248297,0.66138618,1.62774669,0.68986315,1.66044808,0.03440292,0.06185734,0.33024239,0.00000000
0.00300150,3.57072238,0.69146443,1.63841752,0.70937216,1.70757242,0.03440014,0.06477492,0.33910780,0.00000000
0.00900450,3.63526926,0.72175841,1.64836616,0.72698901,1.75121318,0.03425658,0.06793308,0.34833809,0.00000000
0.01500750,3.69533585,0.75201671,1.65742246,0.74247102,1.79088035,0.03397374,0.07128522,0.35782014,0.00000000
0.02101051,3.75011442,0.78196801,1.66540275,0.75559415,1.82609669,0.03355481,0.07477801,0.36741723,0.00000000
0.02701351,3.79879518,0.81132653,1.67211602,0.76615907,1.85640657,0.03300458,0.07835204,0.37697190,0.00000000
0.03301651,3.84058683,0.83979865,1.67737108,0.77399694,1.88138564,0.03232939,0.08194275,0.38630999,0.00000000
0.03901951,3.87473925,0.86709050,1.68098441,0.77897473,1.90065123,0.03153695,0.08548174,0.39524548,0.00000000
0.04502251,3.90056719,0.89291617,1.68278828,0.78099967,1.91387305,0.03063625,0.08889829,0.40358621,0.00000000
0.05102551,3.91747421,0.91700612,1.68263860,0.78002284,1.92078383,0.02963741,0.09212112,0.41114003,0.00000000
0.05702851,3.92497538,0.93911533,1.68042226,0.77604147,1.92118941,0.02855148,0.09508033,0.41772127,0.00000000
0.06303152,3.92271778,0.95903086,1.67606330,0.76910011,1.91497778,0.02739029,0.09770933,0.42315714,0.00000000
0.06903452,3.91049752,0.97657828,1.66952760,0.75929022,1.90212658,0.02616624,0.09994688,0.42729386,0.00000000
0.07503752,3.88827230,0.99162658,1.66082572,0.74674849,1.88270854,0.02489209,0.10173890,0.43000217,0.00000000
0.08104052,3.85616856,1.00409138,1.65001367,0.73165372,1.85689446,0.02358075,0.10304015,0.43118193,0.00000000
0.08704352,3.81448263,1.01393602,1.63719139,0.71422242,1.82495336,0.02224506,0.10381562,0.43076572,0.00000000
0.09304652,3.76367546,1.02117061,1.62249897,0.69470325,1.78724958,0.02089759,0.10404159,0.42872111,0.00000000
0.09904952,3.70436105,1.02584897,1.60611074,0.67337056,1.74423679,0.01955046,0.10370626,0.42505164,0.00000000
0.10505253,3.63728876,1.02806365,1.58822735,0.65051713,1.69644884,0.01821509,0.10281000,0.41979635,0.00000000
0.11105553,3.56332025,1.02793929,1.56906648,0.62644659,1.64448790,0.01690210,0.10136515,0.41302801,0.00000000
0.11705853,3.48340209,1.02562477,1.54885237,0.60146555,1.58901003,0.01562111,0.09939539,0.40485001,0.00000000
0.12306153,3.39853529,1.02128459,1.52780501,0.57587598,1.53070891,0.01438067,0.09693476,0.39539226,0.00000000
0.12906453,3.30974320,1.01509001,1.50612945,0.54996789,1.47029826,0.01318814,0.09402634,0.38480616,0.00000000
0.13506753,3.21803943,1.00721052,1.48400608,0.52401286,1.40849374,0.01204964,0.09072064,0.37325899,0.00000000
0.14107054,3.12439747,0.99780626,1.46158227,0.49825833,1.34599502,0.01097005,0.08707389,0.36092794,0.00000000
0.14707354,3.02972342,0.98702165,1.43896622,0.47292310,1.28346897,0.00995298,0.08314612,0.34799416,0.00000000
0.15307654,2.93483344,0.97498095,1.41622324,0.44819409,1.22153449,0.00900085,0.07899938,0.33463703,0.00000000
0.15907954,2.84043681,0.96178569,1.39337498,0.42422445,1.16074979,0.00811492,0.07469590,0.32102892,0.00000000
0.16508254,2.74712557,0.94751438,1.37040162,0.40113296,1.10160258,0.00729540,0.07029647,0.30733072,0.00000000
0.17108554,2.65537112,0.93222430,1.34724711,0.37900494,1.04450346,0.00654154,0.06585902,0.29368822,0.00000000
0.17708854,2.56552769,0.91595532,1.32382715,0.35789418,0.98978290,0.00585177,0.06143742,0.28022948,0.00000000
0.18309155,2.47784234,0.89873545,1.30003962,0.33782616,0.93769153,0.00522382,0.05708057,0.26706330,0.00000000
0.18909455,2.39247075,0.88058762,1.27577682,0.31880207,0.88840380,0.00465487,0.05283182,0.25427865,0.00000000
0.19509755,2.30949760,0.86153729,1.25093889,0.30080346,0.84202458,0.00414167,0.04872856,0.24194513,0.00000000
0.20110055,2.22896012,0.84162029,1.22544762,0.28379738,0.79859813,0.00368068,0.04480223,0.23011421,0.00000000
0.20710355,2.15087346,0.82089035,1.19925989,0.26774165,0.75811891,0.00326821,0.04107838,0.21882121,0.00000000
0.21310655,2.07525606,0.79942571,1.17237983,0.25258995,0.72054360,0.00290051,0.03757710,0.20808776,0.00000000
0.21910955,2.00215356,0.77733433,1.14486916,0.23829669,0.68580353,0.00257391,0.03431341,0.19792455,0.00000000
0.22511256,1.93165980,0.75475742,1.11685476,0.22482123,0.65381681,0.00228488,0.03129794,0.18833426,0.00000000
0.23111556,1.86393357,0.73187075,1.08853328,0.21213136,0.62449969,0.00203013,0.02853746,0.17931435,0.00000000
0.23711856,1.79921030,0.70888384,1.06017226,0.20020604,0.59777634,0.00180663,0.02603557,0.17085964,0.00000000
0.24312156,1.73780795,0.68603680,1.03210763,0.18903707,0.57358688,0.00161172,0.02379330,0.16296452,0.00000000
0.24912456,1.68012677,0.66359507,1.00473767,0.17862991,0.55189307,0.00144309,0.02180962,0.15562473,0.00000000
0.25512756,1.62664317,0.64184223,0.97851366,0.16900353,0.53268172,0.00129883,0.02008191,0.14883857,0.00000000
0.26113057,1.57789795,0.62107124,0.95392755,0.16018939,0.51596575,0.00117742,0.01860633,0.14260763,0.00000000
0.26713357,1.53447961,0.60157462,0.93149723,0.15222966,0.50178281,0.00107775,0.01737808,0.13693690,0.00000000
0.27313657,1.49700378,0.58363396,0.91175005,0.14517481,0.49019204,0.00099909,0.01639155,0.13183454,0.00000000
0.27913957,1.46608975,0.56750942,0.89520529,0.13908077,0.48126896,0.00094111,0.01564040,0.12731114,0.00000000
0.28514257,1.44233550,0.55342971,0.88235636,0.13400570,0.47509913,0.00090381,0.01511760,0.12337872,0.00000000
0.29114557,1.42629227,0.54158307,0.87365341,0.13000670,0.47177093,0.00088754,0.01481533,0.12004956,0.00000000
0.29714857,1.41844016,0.53210965,0.86948719,0.12713651,0.47136789,0.00089298,0.01472494,0.11733485,0.00000000
0.30315158,1.41916570,0.52509586,0.87017455,0.12544039,0.47396120,0.00092106,0.01483684,0.11524345,0.00000000
0.30915458,1.42874249,0.52057069,0.87594641,0.12495332,0.47960266,0.00097299,0.01514042,0.11378069,0.00000000
0.31515758,1.44731573,0.51850444,0.88693835,0.12569765,0.48831856,0.00105021,0.01562403,0.11294734,0.00000000
0.32116058,1.47489122,0.51880978,0.90318425,0.12768126,0.50010479,0.00115434,0.01627493,0.11273889,0.00000000
0.32716358,1.51132917,0.52134506,0.92461303,0.13089630,0.51492346,0.00128718,0.01707939,0.11314505,0.00000000
0.33316658,1.55634319,0.52591976,0.95104865,0.13531862,0.53270115,0.00145069,0.01802277,0.11414956,0.00000000
0.33916958,1.60950421,0.53230188,0.98221309,0.14090784,0.55332895,0.00164692,0.01908974,0.11573034,0.00000000
0.34517259,1.67024919,0.54022670,1.01773237,0.14760808,0.57666423,0.00187801,0.02026449,0.11785984,0.00000000
0.35117559,1.73789434,0.54940676,1.05714507,0.15534932,0.60253411,0.00214616,0.02153108,0.12050572,0.00000000
0.35717859,1.81165215,0.55954242,1.09991326,0.16404941,0.63074048,0.00245359,0.02287380,0.12363170,0.00000000
0.36318159,1.89065178,0.57033267,1.14543535,0.17361655,0.66106633,0.00280254,0.02427750,0.12719852,0.00000000
0.36918459,1.97396191,0.58148561,1.19306045,0.18395226,0.69328316,0.00319519,0.02572805,0.13116504,0.00000000
0.37518759,2.06061555,0.59272832,1.24210396,0.19495468,0.72715908,0.00363367,0.02721267,0.13548935,0.00000000
0.38119060,2.14963574,0.60381568,1.29186383,0.20652215,0.76246738,0.00411999,0.02872034,0.14012985,0.00000000
0.38719360,2.24006152,0.61453782,1.34163725,0.21855685,0.79899499,0.00465600,0.03024208,0.14504628,0.00000000
0.39319660,2.33097340,0.62472600,1.39073726,0.23096845,0.83655056,0.00524337,0.03177117,0.15020060,0.00000000
0.39919960,2.42151728,0.63425686,1.43850906,0.24367753,0.87497170,0.00588345,0.03330337,0.15555771,0.00000000
0.40520260,2.51092647,0.64305480,1.48434544,0.25661877,0.91413101,0.00657730,0.03483691,0.16108602,0.00000000
0.41120560,2.59854077,0.65109265,1.52770130,0.26974357,0.95394051,0.00732549,0.03637253,0.16675780,0.00000000
0.41720860,2.68382214,0.65839072,1.56810658,0.28302213,0.99435416,0.00812811,0.03791332,0.17254933,0.00000000
0.42321161,2.76636638,0.66501427,1.60517761,0.29644476,1.03536820,0.00898458,0.03946450,0.17844079,0.00000000
0.42921461,2.84591035,0.67106964,1.63862626,0.31002237,1.07701927,0.00989359,0.04103317,0.18441605,0.00000000
0.43521761,2.92233442,0.67669929,1.66826687,0.32378607,1.11938004,0.01085296,0.04262788,0.19046216,0.00000000
0.44122061,2.99565999,0.68207589,1.69402054,0.33778582,1.16255267,0.01185950,0.04425830,0.19656879,0.00000000
0.44722361,3.06604204,0.68739579,1.71591660,0.35208819,1.20666007,0.01290896,0.04593478,0.20272743,0.00000000
0.45322661,3.13375694,0.69287195,1.73409120,0.36677318,1.25183552,0.01399586,0.04766787,0.20893061,0.00000000
0.45922961,3.19918588,0.69872667,1.74878279,0.38193036,1.29821088,0.01511349,0.04946797,0.21517097,0.00000000
0.46523262,3.26279447,0.70518418,1.76032466,0.39765429,1.34590415,0.01625382,0.05134494,0.22144037,0.00000000
0.47123562,3.32510935,0.71246338,1.76913450,0.41403963,1.39500691,0.01740751,0.05330775,0.22772902,0.00000000
0.47723862,3.38669267,0.72077065,1.77570136,0.43117587,1.44557248,0.01856399,0.05536426,0.23402468,0.00000000
0.48324162,3.44811555,0.73029314,1.78057026,0.44914224,1.49760540,0.01971156,0.05752099,0.24031201,0.00000000
0.48924462,3.50993154,0.74119236,1.78432482,0.46800280,1.55105303,0.02083749,0.05978302,0.24657205,0.00000000
0.49524762,3.57265141,0.75359841,1.78756865,0.48780209,1.60579981,0.02192833,0.06215390,0.25278192,0.00000000
0.50125063,3.63672020,0.76760474,1.79090585,0.50856153,1.66166482,0.02297012,0.06463566,0.25891471,0.00000000
0.50725363,3.70249763,0.78326379,1.79492153,0.53027677,1.71840272,0.02394875,0.06722886,0.26493965,0.00000000
0.51325663,3.77024267,0.80058331,1.80016286,0.55291615,1.77570841,0.02485029,0.06993260,0.27082248,0.00000000
0.51925963,3.84010286,0.81952382,1.80712143,0.57642033,1.83322522,0.02566142,0.07274467,0.27652602,0.00000000
0.52526263,3.91210871,0.83999701,1.81621749,0.60070311,1.89055624,0.02636981,0.07566157,0.28201102,0.00000000
0.53126563,3.98617333,0.86186542,1.82778671,0.62565342,1.94727830,0.02696451,0.07867862,0.28723709,0.00000000
0.53726863,4.06209686,0.88494332,1.84206983,0.65113838,2.00295782,0.02743634,0.08178996,0.29216381,0.00000000
0.54327164,4.13957546,0.90899899,1.85920565,0.67700710,2.05716755,0.02777825,0.08498865,0.29675186,0.00000000
0.54927464,4.21821383,0.93375840,1.87922752,0.70309518,2.10950330,0.02798556,0.08826661,0.30096417,0.00000000
0.55527764,4.29754058,0.95891020,1.90206334,0.72922944,2.15959946,0.02805619,0.09161464,0.30476699,0.00000000
0.56128064,4.37702528,0.98411219,1.92753911,0.75523275,2.20714248,0.02799082,0.09502237,0.30813087,0.00000000
0.56728364,4.45609611,1.00899888,1.95538567,0.78092852,2.25188116,0.02779293,0.09847826,0.31103141,0.00000000
0.57328664,4.53415719,1.03319027,1.98524850,0.80614459,2.29363330,0.02746873,0.10196958,0.31344986,0.00000000
0.57928964,4.61060453,1.05630141,2.01669986,0.83071639,2.33228803,0.02702709,0.10548247,0.31537341,0.00000000
0.58529265,4.68483993,1.07795258,2.04925306,0.85448904,2.36780361,0.02647932,0.10900197,0.31679525,0.00000000
0.59129565,4.75628233,1.09777986,2.08237811,0.87731844,2.40020096,0.02583889,0.11251221,0.31771440,0.00000000
0.59729865,4.82437637,1.11544553,2.11551825,0.89907118,2.42955306,0.02512110,0.11599657,0.31813526,0.00000000
0.60330165,4.88859808,1.13064817,2.14810678,0.91962350,2.45597112,0.02434271,0.11943803,0.31806700,0.00000000
0.60930465,4.94845819,1.14313194,2.17958367,0.93885943,2.47958835,0.02352152,0.12281948,0.31752278,0.00000000
0.61530765,5.00350329,1.15269478,2.20941147,0.95666822,2.50054244,0.02267595,0.12612419,0.31651896,0.00000000
0.62131066,5.05331580,1.15919517,2.23709006,0.97294162,2.51895807,0.02182460,0.12933631,0.31507421,0.00000000
0.62731366,5.09751335,1.16255715,2.26216987,0.98757114,2.53493054,0.02098584,0.13244137,0.31320872,0.00000000
0.63331666,5.13574842,1.16277342,2.28426343,1.00044574,2.54851206,0.02017736,0.13542690,0.31094355,0.00000000
0.63931966,5.16770898,1.15990634,2.30305478,1.01145034,2.55970144,0.01941585,0.13828299,0.30830013,0.00000000
0.64532266,5.19312083,1.15408680,2.31830679,1.02046537,2.56843822,0.01871658,0.14100278,0.30529995,0.00000000
0.65132566,5.21175189,1.14551084,2.32986621,1.02736762,2.57460192,0.01809316,0.14358298,0.30196458,0.00000000
0.65732866,5.22341876,1.13443433,2.33766637,1.03203257,2.57801639,0.01755720,0.14602427,0.29831582,0.00000000
0.66333167,5.22799535,1.12116557,2.34172757,1.03433816,2.57845943,0.01711810,0.14833161,0.29437616,0.00000000
0.66933467,5.22542313,1.10605630,2.34215502,1.03416994,2.57567710,0.01678289,0.15051438,0.29016943,0.00000000
0.67533767,5.21572237,1.08949127,2.33913462,1.03142741,2.56940192,0.01655603,0.15258640,0.28572154,0.00000000
0.68134067,5.19900355,1.07187680,2.33292636,1.02603116,2.55937394,0.01643937,0.15456585,0.28106131,0.00000000
0.68734367,5.17547760,1.05362855,2.32385565,1.01793047,2.54536336,0.01643208,0.15647488,0.27622134,0.00000000
0.69334667,5.14546420,1.03515915,2.31230268,1.00711085,2.52719332,0.01653065,0.15833920,0.27123869,0.00000000
0.69934967,5.10939671,1.01686586,2.29868997,0.99360100,2.50476124,0.01672898,0.16018742,0.26615548,0.00000000
0.70535268,5.06782299,0.99911888,2.28346842,0.97747870,2.47805759,0.01701852,0.16205021,0.26101912,0.00000000
0.71135568,5.02140118,0.98225050,2.26710227,0.95887519,2.44718041,0.01738844,0.16395934,0.25588231,0.00000000
0.71735868,4.97089010,0.96654572,2.25005330,0.93797756,2.41234501,0.01782591,0.16594664,0.25080258,0.00000000
0.72336168,4.91713413,0.95223441,2.23276484,0.91502896,2.37388770,0.01831643,0.16804273,0.24584151,0.00000000
0.72936468,4.86104292,0.93948545,2.21564617,0.89032641,2.33226353,0.01884423,0.17027581,0.24106343,0.00000000
0.73536768,4.80356660,0.92840306,2.19905791,0.86421614,2.28803780,0.01939272,0.17267030,0.23653387,0.00000000
0.74137069,4.74566758,0.91902538,2.18329905,0.83708677,2.24187186,0.01994499,0.17524558,0.23231756,0.00000000
0.74737369,4.68829045,0.91132547,2.16859630,0.80936037,2.19450390,0.02048436,0.17801471,0.22847631,0.00000000
0.75337669,4.63233142,0.90521463,2.15509620,0.78148190,2.14672576,0.02099496,0.18098331,0.22506659,0.00000000
0.75937969,4.57860923,0.90054801,2.14286075,0.75390758,2.09935707,0.02146229,0.18414856,0.22213729,0.00000000
0.76538269,4.52783914,0.89713227,2.13186657,0.72709259,2.05321803,0.02187377,0.18749840,0.21972735,0.00000000
0.77138569,4.48061160,0.89473505,2.12200812,0.70147882,2.00910249,0.02221931,0.19101110,0.21786387,0.00000000
0.77738869,4.43737712,0.89309585,2.11310472,0.67748319,1.96775254,0.02249174,0.19465501,0.21656039,0.00000000
0.78339170,4.39843801,0.89193801,2.10491133,0.65548709,1.92983605,0.02268726,0.19838876,0.21581578,0.00000000
0.78939470,4.36394795,0.89098118,2.09713264,0.63582734,1.89592820,0.02280572,0.20216182,0.21561371,0.00000000
0.79539770,4.33391906,0.88995392,2.08943967,0.61878913,1.86649772,0.02285082,0.20591549,0.21592266,0.00000000
0.80140070,4.30823637,0.88860588,2.08148845,0.60460109,1.84189849,0.02283026,0.20958429,0.21669679,0.00000000
0.80740370,4.28667859,0.88671900,2.07293948,0.59343264,1.82236644,0.02275561,0.21309771,0.21787735,0.00000000
0.81340670,4.26894394,0.88411739,2.06347722,0.58539350,1.80802172,0.02264222,0.21638238,0.21939480,0.00000000
0.81940970,4.25467935,0.88067539,2.05282846,0.58053535,1.79887552,0.02250889,0.21936449,0.22117153,0.00000000
0.82541271,4.24351118,0.87632348,2.04077862,0.57885518,1.79484086,0.02237743,0.22197245,0.22312497,0.00000000
0.83141571,4.23507535,0.87105187,2.02718511,0.58030022,1.79574625,0.02227215,0.22413966,0.22517107,0.00000000
0.83741871,4.22904517,0.86491151,2.01198698,0.58477376,1.80135131,0.02221916,0.22580733,0.22722788,0.00000000
0.84342171,4.22515476,0.85801256,1.99521033,0.59214163,1.81136291,0.02224569,0.22692710,0.22921918,0.00000000
0.84942471,4.22321675,0.85052037,1.97696923,0.60223888,1.82545104,0.02237921,0.22746358,0.23107781,0.00000000
0.85542771,4.22313312,0.84264908,1.95746204,0.61487608,1.84326309,0.02264662,0.22739640,0.23274868,0.00000000
0.86143072,4.22489830,0.83465317,1.93696336,0.62984513,1.86443589,0.02307328,0.22672184,0.23419117,0.00000000
0.86743372,4.22859453,0.82681729,1.91581211,0.64692418,1.88860478,0.02368216,0.22545396,0.23538094,0.00000000
0.87343672,4.23437968,0.81944472,1.89439632,0.66588148,1.91540940,0.02449292,0.22362501,0.23631084,0.00000000
0.87943972,4.24246829,0.81284507,1.87313552,0.68647808,1.94449602,0.02552110,0.22128520,0.23699106,0.00000000
0.88544272,4.25310715,0.80732148,1.85246167,0.70846951,1.97551671,0.02677729,0.21850176,0.23744841,0.00000000
0.89144572,4.26654683,0.80315809,1.83279957,0.73160640,2.00812565,0.02826651,0.21535728,0.23772474,0.00000000
0.89744872,4.28301103,0.80060808,1.81454796,0.75563432,2.04197321,0.02998763,0.21194750,0.23787461,0.00000000
0.90345173,4.30266576,0.79988285,1.79806195,0.78029311,2.07669870,0.03193302,0.20837838,0.23796234,0.00000000
0.90945473,4.32559011,0.80114274,1.78363799,0.80531596,2.11192258,0.03408826,0.20476284,0.23805855,0.00000000
0.91545773,4.35175068,0.80448961,1.77150173,0.83042856,2.14723901,0.03643220,0.20121706,0.23823638,0.00000000
0.92146073,4.38098111,0.80996164,1.76179949,0.85534860,2.18220977,0.03893704,0.19785664,0.23856757,0.00000000
0.92746373,4.41296805,0.81753056,1.75459356,0.87978597,2.21636016,0.04156880,0.19479266,0.23911859,0.00000000
0.93346673,4.44724459,0.82710126,1.74986134,0.90344378,2.24917771,0.04428788,0.19212787,0.23994707,0.00000000
0.93946973,4.48319153,0.83851400,1.74749831,0.92602040,2.28011393,0.04704989,0.18995312,0.24109861,0.00000000
0.94547274,4.52004653,0.85154901,1.74732425,0.94721260,2.30858956,0.04980665,0.18834421,0.24260417,0.00000000
0.95147574,4.55692079,0.86593329,1.74909249,0.96671969,2.33400314,0.05250733,0.18735914,0.24447815,0.00000000
0.95747874,4.59282238,0.88134933,1.75250135,0.98424868,2.35574276,0.05509982,0.18703615,0.24671731,0.00000000
0.96348174,4.62668501,0.89744549,1.75720702,0.99952014,2.37320050,0.05753204,0.18739228,0.24930039,0.00000000
0.96948474,4.65740089,0.91384741,1.76283733,1.01227459,2.38578896,0.05975345,0.18842273,0.25218865,0.00000000
0.97548774,4.68385597,0.93017021,1.76900540,1.02227914,2.39295908,0.06171644,0.19010104,0.25532716,0.00000000
0.98149075,4.70496588,0.94603083,1.77532268,1.02933390,2.39421841,0.06337773,0.19237987,0.25864675,0.00000000
0.98749375,4.71971086,0.96105999,1.78141065,1.03327802,2.38914886,0.06469962,0.19519264,0.26206660,0.00000000
0.99349675,4.72716817,0.97491345,1.78691081,1.03399491,2.37742319,0.06565111,0.19845568,0.26549730,0.00000000
0.99949975,4.72654054,0.98728195,1.79149249,1.03141628,2.35881917,0.06620879,0.20207100,0.26884417,0.00000000
1.00550275,4.71717953,0.99789948,1.79485850,1.02552497,2.33323091,0.06635750,0.20592955,0.27201074,0.00000000
1.01150575,4.69860308,1.00654971,1.79674849,1.01635617,2.30067663,0.06609078,0.20991467,0.27490229,0.00000000
1.01750875,4.67050672,1.01307021,1.79694014,1.00399705,2.26130256,0.06541089,0.21390591,0.27742915,0.00000000
1.02351176,4.63276819,1.01735440,1.79524855,0.98858479,2.21538266,0.06432877,0.21778273,0.27950966,0.00000000
1.02951476,4.58544585,1.01935129,1.79152409,0.97030302,2.16331418,0.06286352,0.22142822,0.28107285,0.00000000
1.03551776,4.52877117,1.01906301,1.78564914,0.94937684,2.10560929,0.06104178,0.22473258,0.28206039,0.00000000
1.04152076,4.46313601,1.01654048,1.77753424,0.92606665,2.04288295,0.05889684,0.22759624,0.28242813,0.00000000
1.04752376,4.38907560,1.01187733,1.76711396,0.90066104,1.97583769,0.05646755,0.22993250,0.28214689,0.00000000
1.05352676,4.30724820,1.00520260,1.75434301,0.87346903,1.90524582,0.05379722,0.23166973,0.28120263,0.00000000
1.05952976,4.21841242,0.99667250,1.73919283,0.84481207,1.83192979,0.05093227,0.23275280,0.27959607,0.00000000
1.06553277,4.12340339,0.98646180,1.72164894,0.81501600,1.75674159,0.04792108,0.23314406,0.27734164,0.00000000
1.07153577,4.02310866,0.97475523,1.70170923,0.78440341,1.68054176,0.04481268,0.23282351,0.27446607,0.00000000
1.07753877,3.91844487,0.96173930,1.67938311,0.75328669,1.60417911,0.04165563,0.23178843,0.27100647,0.00000000
1.08354177,3.81033601,0.94759508,1.65469168,0.72196188,1.52847158,0.03849700,0.23005241,0.26700824,0.00000000
1.08954477,3.69969387,0.93249210,1.62766868,0.69070376,1.45418918,0.03538150,0.22764384,0.26252280,0.00000000
1.09554777,3.58740141,0.91658380,1.59836201,0.65976207,1.38203936,0.03235076,0.22460405,0.25760526,0.00000000
1.10155078,3.47429925,0.90000466,1.56683579,0.62935909,1.31265546,0.02944285,0.22098509,0.25231226,0.00000000
1.10755378,3.36117574,0.88286909,1.53317258,0.59968852,1.24658828,0.02669193,0.21684733,0.24669995,0.00000000
1.11355678,3.24876042,0.86527205,1.49747555,0.57091564,1.18430125,0.02412813,0.21225703,0.24082229,0.00000000
1.11955978,3.13772106,0.84729136,1.45987052,0.54317861,1.12616885,0.02177756,0.20728391,0.23472975,0.00000000
1.12556278,3.02866395,0.82899145,1.42050761,0.51659067,1.07247838,0.01966251,0.20199892,0.22846843,0.00000000
1.13156578,2.92213697,0.81042829,1.37956241,0.49124320,1.02343455,0.01780168,0.19647220,0.22207951,0.00000000
1.13756878,2.81863523,0.79165509,1.33723652,0.46720925,0.97916663,0.01621058,0.19077139,0.21559930,0.00000000
1.14357179,2.71860839,0.77272845,1.29375753,0.44454731,0.93973750,0.01490189,0.18496030,0.20905950,0.00000000
1.14957479,2.62246917,0.75371449,1.24937834,0.42330514,0.90515389,0.01388589,0.17909784,0.20248793,0.00000000
1.15557779,2.53060231,0.73469451,1.20437584,0.40352333,0.87537731,0.01317080,0.17323745,0.19590945,0.00000000
1.16158079,2.44337311,0.71576979,1.15904900,0.38523844,0.85033482,0.01276312,0.16742676,0.18934698,0.00000000
1.16758379,2.36113489,0.69706522,1.11371634,0.36848545,0.82992901,0.01266782,0.16170753,0.18282271,0.00000000
1.17358679,2.28423471,0.67873132,1.06871296,0.35329951,0.81404662,0.01288850,0.15611586,0.17635911,0.00000000
1.17958979,2.21301668,0.66094463,1.02438700,0.33971678,0.80256530,0.01342734,0.15068247,0.16997989,0.00000000
1.18559280,2.14782252,0.64390614,0.98109569,0.32777441,0.79535807,0.01428501,0.14543311,0.16371072,0.00000000
1.19159580,2.08898901,0.62783798,0.93920095,0.31750962,0.79229543,0.01546042,0.14038897,0.15757961,0.00000000
