energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.41770885,4.14521012,0.01168289,0.59607661,0.90605247,0.54591006,0.01501910,2.05960429,2.02418271,1.04991294
-5.41170585,4.19057770,0.01097566,0.59984176,0.90951546,0.55312367,0.01593560,2.08365185,2.00613792,1.06852183
-5.40570285,4.22740650,0.01027692,0.60231052,0.91050926,0.55864910,0.01685918,2.10385081,1.98507802,1.08486157
-5.39969985,4.25549301,0.00959310,0.60349607,0.90911461,0.56245394,0.01777844,2.12007564,1.96136298,1.09881849
-5.39369685,4.27476555,0.00893025,0.60343254,0.90546054,0.56453623,0.01868099,2.13225723,1.93538164,1.11031318
-5.38769385,4.28529139,0.00829380,0.60217646,0.89972303,0.56492423,0.01955379,2.14038612,1.90755161,1.11930317
-5.38169085,4.28727901,0.00768840,0.59980743,0.89212207,0.56367534,0.02038344,2.14451337,1.87831765,1.12578446
-5.37568784,4.28107527,0.00711782,0.59642785,0.88291710,0.56087405,0.02115654,2.14474935,1.84814840,1.12979163
-5.36968484,4.26715754,0.00658487,0.59216173,0.87240086,0.55662920,0.02186013,2.14126023,1.81753119,1.13139682
-5.36368184,4.24612107,0.00609139,0.58715245,0.86089203,0.55107055,0.02248200,2.13426247,1.78696490,1.13070738
-5.35767884,4.21866209,0.00563828,0.58155956,0.84872664,0.54434481,0.02301117,2.12401559,1.75695102,1.12786256
-5.35167584,4.18555753,0.00522557,0.57555474,0.83624877,0.53661137,0.02343820,2.11081346,1.72798322,1.12302919
-5.34567284,4.14764204,0.00485251,0.56931695,0.82380089,0.52803779,0.02375551,2.09497479,1.70053577,1.11639681
-5.33966983,4.10578361,0.00451769,0.56302708,0.81171399,0.51879531,0.02395770,2.07683305,1.67505132,1.10817228
-5.33366683,4.06085863,0.00421917,0.55686221,0.80029816,0.50905440,0.02404171,2.05672639,1.65192866,1.09857431
-5.32766383,4.01372764,0.00395460,0.55098981,0.78983380,0.49898068,0.02400698,2.03498811,1.63151095,1.08782800
-5.32166083,3.96521259,0.00372137,0.54556206,0.78056382,0.48873114,0.02385543,2.01193785,1.61407500,1.07615981
-5.31565783,3.91607657,0.00351669,0.54071057,0.77268710,0.47845091,0.02359148,1.98787406,1.59982206,1.06379290
-5.30965483,3.86700674,0.00333774,0.53654180,0.76635343,0.46827056,0.02322183,1.96306785,1.58887068,1.05094326
-5.30365183,3.81860079,0.00318171,0.53313324,0.76166007,0.45830398,0.02275533,1.93775839,1.58125168,1.03781647
-5.29764882,3.77135740,0.00304591,0.53053068,0.75864998,0.44864694,0.02220260,1.91214993,1.57690576,1.02460538
-5.29164582,3.72567068,0.00292780,0.52874654,0.75731170,0.43937622,0.02157573,1.88641031,1.57568352,1.01148839
-5.28564282,3.68182841,0.00282504,0.52775949,0.75758088,0.43054938,0.02088788,1.86067103,1.57734805,0.99862853
-5.27963982,3.64001385,0.00273548,0.52751522,0.75934324,0.42220505,0.02015283,1.83502840,1.58157997,0.98617299
-5.27363682,3.60031061,0.00265721,0.52792839,0.76243886,0.41436373,0.01938458,1.80954577,1.58798454,0.97425316
-5.26763382,3.56271000,0.00258855,0.52888566,0.76666757,0.40702898,0.01859692,1.78425656,1.59610084,0.96298476
-5.26163082,3.52712028,0.00252800,0.53024963,0.77179516,0.40018903,0.01780303,1.75916765,1.60541241,0.95246810
-5.25562781,3.49337717,0.00247429,0.53186357,0.77756029,0.39381858,0.01701512,1.73426316,1.61535937,0.94278819
-5.24962481,3.46125499,0.00242634,0.53355670,0.78368176,0.38788088,0.01624416,1.70950824,1.62535136,0.93401454
-5.24362181,3.43047795,0.00238324,0.53514971,0.78986599,0.38232982,0.01549961,1.68485277,1.63478123,0.92620073
-5.23761881,3.40073115,0.00234427,0.53646054,0.79581448,0.37711220,0.01478926,1.66023491,1.64303903,0.91938343
-5.23161581,3.37167107,0.00230890,0.53731000,0.80123111,0.37216993,0.01411910,1.63558443,1.64952616,0.91358125
-5.22561281,3.34293521,0.00227675,0.53752710,0.80582908,0.36744217,0.01349334,1.61082583,1.65366918,0.90879312
-5.21960980,3.31415111,0.00224767,0.53695400,0.80933752,0.36286742,0.01291438,1.58588128,1.65493335,0.90499667
-5.21360680,3.28494458,0.00222167,0.53545037,0.81150744,0.35838546,0.01238291,1.56067357,1.65283534,0.90214660
-5.20760380,3.25494740,0.00219903,0.53289713,0.81211718,0.35393915,0.01189806,1.53512893,1.64695507,0.90017330
-5.20160080,3.22380473,0.00218021,0.52919946,0.81097722,0.34947605,0.01145758,1.50918009,1.63694636,0.89898195
-5.19559780,3.19118234,0.00216598,0.52428906,0.80793423,0.34494986,0.01105803,1.48276936,1.62254615,0.89845245
-5.18959480,3.15677390,0.00215734,0.51812575,0.80287442,0.34032168,0.01069502,1.45585197,1.60358203,0.89844012
-5.18359180,3.12030849,0.00215559,0.51069827,0.79572611,0.33556103,0.01036346,1.42839946,1.57997792,0.89877761
-5.17758879,3.08155823,0.00216231,0.50202448,0.78646147,0.33064665,0.01005782,1.40040317,1.55175749,0.89927794
-5.17158579,3.04034614,0.00217937,0.49215091,0.77509739,0.32556707,0.00977232,1.37187764,1.51904539,0.89973876
-5.16558279,2.99655382,0.00220891,0.48115174,0.76169547,0.32032094,0.00950125,1.34286367,1.48206583,0.89994771
-5.15957979,2.95012881,0.00225329,0.46912723,0.74636105,0.31491705,0.00923907,1.31343097,1.44113877,0.89968886
-5.15357679,2.90109109,0.00231509,0.45620178,0.72924122,0.30937414,0.00898071,1.28367999,1.39667334,0.89874978
-5.14757379,2.84953837,0.00239702,0.44252142,0.71052197,0.30372035,0.00872164,1.25374270,1.34915884,0.89692918
-5.14157079,2.79564947,0.00250186,0.42825105,0.69042424,0.29799245,0.00845803,1.22378226,1.29915334,0.89404459
-5.13556778,2.73968547,0.00263236,0.41357123,0.66919913,0.29223470,0.00818685,1.19399111,1.24727022,0.88993970
-5.12956478,2.68198812,0.00279115,0.39867472,0.64712221,0.28649751,0.00790590,1.16458757,1.19416290,0.88449106
-5.12356178,2.62297509,0.00298063,0.38376272,0.62448710,0.28083575,0.00761387,1.13581084,1.14050836,0.87761363
-5.11755878,2.56313199,0.00320283,0.36904089,0.60159845,0.27530691,0.00731030,1.10791438,1.08698980,0.86926492
-5.11155578,2.50300110,0.00345928,0.35471523,0.57876450,0.26996905,0.00699558,1.08115799,1.03427915,0.85944746
-5.10555278,2.44316700,0.00375091,0.34098785,0.55628947,0.26487861,0.00667083,1.05579865,0.98301995,0.84820931
-5.09954977,2.38423962,0.00407789,0.32805272,0.53446591,0.26008818,0.00633786,1.03208068,0.93381121,0.83564264
-5.09354677,2.32683518,0.00443954,0.31609157,0.51356752,0.25564437,0.00599909,1.01022561,0.88719295,0.82188047
-5.08754377,2.27155602,0.00483426,0.30526993,0.49384235,0.25158571,0.00565735,0.99042221,0.84363373,0.80709158
-5.08154077,2.21897019,0.00525941,0.29573359,0.47550703,0.24794090,0.00531586,0.97281747,0.80352094,0.79147395
-5.07553777,2.16959198,0.00571133,0.28760543,0.45874191,0.24472729,0.00497805,0.95750882,0.76715390,0.77524713
-5.06953477,2.12386432,0.00618532,0.28098291,0.44368762,0.24194987,0.00464743,0.94453834,0.73474032,0.75864388
-5.06353177,2.08214432,0.00667569,0.27593627,0.43044305,0.23960077,0.00432756,0.93388939,0.70639605,0.74190162
-5.05752876,2.04469282,0.00717583,0.27250752,0.41906484,0.23765924,0.00402186,0.92548601,0.68214811,0.72525420
-5.05152576,2.01166867,0.00767837,0.27071029,0.40956854,0.23609237,0.00373360,0.91919523,0.66194104,0.70892435
-5.04552276,1.98312827,0.00817531,0.27053069,0.40193128,0.23485637,0.00346580,0.91483252,0.64564600,0.69311740
-5.03951976,1.95903067,0.00865826,0.27192908,0.39609594,0.23389841,0.00322119,0.91217016,0.63307237,0.67801638
-5.03351676,1.93924795,0.00911867,0.27484269,0.39197651,0.23315907,0.00300218,0.91094814,0.62398132,0.66377897
-5.02751376,1.92358047,0.00954805,0.27918910,0.38946450,0.23257520,0.00281088,0.91088732,0.61810054,0.65053615
-5.02151076,1.91177616,0.00993828,0.28487040,0.38843601,0.23208305,0.00264903,0.91170391,0.61513964,0.63839278
-5.01550775,1.90355268,0.01028185,0.29177782,0.38875905,0.23162161,0.00251810,0.91312481,0.61480533,0.62742972
-5.00950475,1.89862111,0.01057212,0.29979665,0.39030086,0.23113590,0.00241923,0.91490256,0.61681569,0.61770737
-5.00350175,1.89670960,0.01080355,0.30881118,0.39293463,0.23058007,0.00235330,0.91682944,0.62091281,0.60927015
-4.99749875,1.89758539,0.01097186,0.31870941,0.39654540,0.22992006,0.00232095,0.91874939,0.62687320,0.60215157
-4.99149575,1.90107358,0.01107422,0.32938728,0.40103470,0.22913579,0.00232255,0.92056730,0.63451536,0.59637929
-4.98549275,1.90707129,0.01110932,0.34075219,0.40632361,0.22822252,0.00235829,0.92225476,0.64370423,0.59197982
-4.97948974,1.91555592,0.01107736,0.35272546,0.41235416,0.22719146,0.00242811,0.92385187,0.65435220,0.58898220
-4.97348674,1.92658686,0.01098012,0.36524382,0.41908882,0.22606948,0.00253172,0.92546484,0.66641670,0.58742052
-4.96748374,1.94029994,0.01082077,0.37825958,0.42650823,0.22489784,0.00266858,0.92725932,0.67989452,0.58733474
-4.96148074,1.95689500,0.01060380,0.39173961,0.43460709,0.22373011,0.00283786,0.92944967,0.69481317,0.58876984
-4.95547774,1.97661680,0.01033482,0.40566315,0.44338866,0.22262920,0.00303839,0.93228466,0.71121988,0.59177317
-4.94947474,1.99973049,0.01002030,0.42001856,0.45285810,0.22166382,0.00326865,0.93603042,0.72916883,0.59639018
-4.94347174,2.02649297,0.00966738,0.43479929,0.46301501,0.22090437,0.00352666,0.94095134,0.74870756,0.60265877
-4.93746873,2.05712187,0.00928356,0.44999933,0.47384586,0.22041864,0.00381000,0.94729019,0.76986326,0.61060264
-4.93146573,2.09176435,0.00887646,0.46560850,0.48531663,0.22026740,0.00411574,0.95524845,0.79263003,0.62022422
-4.92546273,2.13046768,0.00845355,0.48160795,0.49736632,0.22050027,0.00444039,0.96496815,0.81695795,0.63149769
-4.91945973,2.17315384,0.00802194,0.49796625,0.50990182,0.22115205,0.00477994,0.97651618,0.84274469,0.64436269
-4.91345673,2.21960017,0.00758817,0.51463651,0.52279456,0.22223968,0.00512986,0.98987230,0.86983046,0.65871937
-4.90745373,2.26942765,0.00715807,0.53155475,0.53587926,0.22376015,0.00548512,1.00492139,0.89799677,0.67442533
-4.90145073,2.32209820,0.00673661,0.54863975,0.54895514,0.22568932,0.00584025,1.02145079,0.92696920,0.69129480
-4.89544772,2.37692170,0.00632788,0.56579467,0.56178948,0.22798199,0.00618947,1.03915282,0.95642431,0.70910051
-4.88944472,2.43307292,0.00593501,0.58291034,0.57412363,0.23057293,0.00652678,1.05763273,0.98600048,0.72757828
-4.88344172,2.48961797,0.00556026,0.59987008,0.58568119,0.23337916,0.00684609,1.07642154,1.01531209,0.74643441
-4.87743872,2.54554907,0.00520502,0.61655595,0.59617796,0.23630308,0.00714140,1.09499340,1.04396650,0.76535555
-4.87143572,2.59982611,0.00486993,0.63285603,0.60533326,0.23923657,0.00740695,1.11278654,1.07158273,0.78402070
-4.86543272,2.65142285,0.00455498,0.64867219,0.61288196,0.24206563,0.00763740,1.12922671,1.09781102,0.80211480
-4.85942971,2.69937512,0.00425963,0.66392795,0.61858651,0.24467542,0.00782801,1.14375202,1.12235184,0.81934306
-4.85342671,2.74282843,0.00398296,0.67857574,0.62224851,0.24695549,0.00797476,1.15583774,1.14497341,0.83544542
-4.84742371,2.78108202,0.00372379,0.69260302,0.62371887,0.24880473,0.00807453,1.16501985,1.16552645,0.85021010
-4.84142071,2.81362674,0.00348081,0.70603670,0.62290615,0.25013605,0.00812520,1.17091599,1.18395510,0.86348553
-4.83541771,2.84017422,0.00325268,0.71894531,0.61978246,0.25088029,0.00812572,1.17324277,1.20030331,0.87518968
-4.82941471,2.86067532,0.00303814,0.73143864,0.61438668,0.25098925,0.00807616,1.17182844,1.21471586,0.88531635
-4.82341171,2.87532650,0.00283605,0.74366451,0.60682451,0.25043775,0.00797772,1.16662032,1.22743384,0.89393763
-4.81740870,2.88456313,0.00264545,0.75580267,0.59726557,0.24922447,0.00783268,1.15768648,1.23878441,0.90120238
-4.81140570,2.88903984,0.00246562,0.76805589,0.58593748,0.24737168,0.00764436,1.14521176,1.24916523,0.90733048
-4.80540270,2.88959858,0.00229602,0.78063859,0.57311723,0.24492371,0.00741696,1.12948823,1.25902400,0.91260309
-4.79939970,2.88722563,0.00213633,0.79376343,0.55912028,0.24194444,0.00715547,1.11090064,1.26883417,0.91734921
-4.79339670,2.88299989,0.00198642,0.80762657,0.54428796,0.23851380,0.00686547,1.08990774,1.27906783,0.92192911
-4.78739370,2.87803480,0.00184629,0.82239230,0.52897372,0.23472353,0.00655299,1.06702036,1.29016715,0.92671544
-4.78139070,2.87341708,0.00171603,0.83817792,0.51352902,0.23067243,0.00622426,1.04277751,1.30251588,0.93207297
-4.77538769,2.87014548,0.00159581,0.85503981,0.49828947,0.22646140,0.00588557,1.01772175,1.31641237,0.93833790
-4.76938469,2.86907272,0.00148576,0.87296149,0.48356198,0.22218841,0.00554310,0.99237495,1.33204567,0.94579793
-4.76338169,2.87085401,0.00138601,0.89184457,0.46961343,0.21794379,0.00520267,0.96721598,1.34947606,0.95467402
-4.75737869,2.87590472,0.00129662,0.91150321,0.45666148,0.21380602,0.00486968,0.94266104,1.36862123,0.96510498
-4.75137569,2.88436973,0.00121750,0.93166271,0.44486782,0.20983821,0.00454894,0.91904785,1.38924897,0.97713554
-4.74537269,2.89610608,0.00114849,0.95196244,0.43433410,0.20608551,0.00424456,0.89662421,1.41097713,0.99070882
-4.73936968,2.91068003,0.00108926,0.97196329,0.42510079,0.20257344,0.00395992,0.87554155,1.43328096,1.00566335
-4.73336668,2.92737865,0.00103937,0.99115947,0.41714863,0.19930736,0.00369759,0.85585332,1.45550771,1.02173514
-4.72736368,2.94523552,0.00099821,1.00899419,0.41040283,0.19627290,0.00345937,0.83751854,1.47689810,1.03856456
-4.72136068,2.96306916,0.00096508,1.02487866,0.40473938,0.19343748,0.00324626,0.82040969,1.49661355,1.05570771
-4.71535768,2.97953222,0.00093917,1.03821355,0.39999333,0.19075261,0.00305850,0.80432471,1.51376815,1.07265192
-4.70935468,2.99316900,0.00091960,1.04841187,0.39596829,0.18815702,0.00289569,0.78900214,1.52746379,1.08883444
-4.70335168,3.00247831,0.00090543,1.05492232,0.39244684,0.18558032,0.00275681,0.77413845,1.53682682,1.10366353
-4.69734867,3.00597854,0.00089569,1.05725176,0.38920122,0.18294695,0.00264032,0.75940678,1.54104445,1.11654088
-4.69134567,3.00227169,0.00088942,1.05498595,0.38600371,0.18018034,0.00254429,0.74447584,1.53939928,1.12688437
-4.68534267,2.99010336,0.00088569,1.04780734,0.38263636,0.17720697,0.00246643,0.72902819,1.53130016,1.13415000
-4.67933967,2.96841591,0.00088360,1.03550919,0.37889959,0.17396012,0.00240429,0.71277695,1.51630796,1.13785219
-4.67333667,2.93639236,0.00088232,1.01800526,0.37461927,0.17038322,0.00235524,0.69548017,1.49415527,1.13758130
-4.66733367,2.89348942,0.00088112,0.99533472,0.36965229,0.16643256,0.00231665,0.67695244,1.46475894,1.13301800
-4.66133067,2.83945833,0.00087933,0.96766200,0.36389024,0.16207941,0.00228593,0.65707320,1.42822515,1.12394367
-4.65532766,2.77435329,0.00087641,0.93527182,0.35726137,0.15731128,0.00226059,0.63579175,1.38484694,1.11024670
-4.64932466,2.69852740,0.00087189,0.89855957,0.34973088,0.15213251,0.00223831,0.61312886,1.33509456,1.09192460
-4.64332166,2.61261720,0.00086542,0.85801771,0.34129967,0.14656413,0.00221700,0.58917524,1.27959917,1.06908198
