energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.59179590,3.94411684,1.13662840,0.53586986,0.00195418,0.81513992,1.55930977,0.85165253,0.01084822,1.70076288
-5.58579290,3.98359264,1.14498016,0.54723205,0.00196364,0.82609864,1.57581738,0.85485291,0.01075670,1.72091275
-5.57978989,4.02939558,1.15456368,0.56005909,0.00197718,0.83884257,1.59405936,0.85981225,0.01062555,1.74292778
-5.57378689,4.08104535,1.16531372,0.57429001,0.00199482,0.85319186,1.61373162,0.86641328,0.01045543,1.76671003
-5.56778389,4.13798266,1.17715060,0.58985468,0.00201651,0.86893252,1.63449795,0.87451293,0.01024775,1.79215052
-5.56178089,4.19957690,1.18998130,0.60667520,0.00204223,0.88581858,1.65599358,0.88394449,0.01000467,1.81913042
-5.55577789,4.26513259,1.20370008,0.62466693,0.00207191,0.90357450,1.67782891,0.89451961,0.00972900,1.84752114
-5.54977489,4.33389462,1.21818847,0.64373922,0.00210546,0.92189770,1.69959323,0.90603011,0.00942412,1.87718359
-5.54377189,4.40505245,1.23331471,0.66379567,0.00214277,0.94046149,1.72085859,0.91824973,0.00909390,1.90796644
-5.53776888,4.47774366,1.24893273,0.68473414,0.00218366,0.95891837,1.74118390,0.93093581,0.00874262,1.93970367
-5.53176588,4.55105731,1.26488088,0.70644633,0.00222787,0.97690398,1.76011939,0.94383113,0.00837486,1.97221156
-5.52576288,4.62403763,1.28098055,0.72881714,0.00227507,0.99404157,1.77721157,0.95666599,0.00799543,2.00528543
-5.51975988,4.69568869,1.29703511,0.75172370,0.00232485,1.00994734,1.79200883,0.96916071,0.00760927,2.03869654
-5.51375688,4.76498068,1.31282927,0.77503441,0.00237665,1.02423646,1.80406768,0.98102854,0.00722140,2.07218938
-5.50775388,4.83085827,1.32812928,0.79860789,0.00242982,1.03652985,1.81295985,0.99197928,0.00683684,2.10547984
-5.50175088,4.89225139,1.34268414,0.82229205,0.00248357,1.04646167,1.81828004,1.00172345,0.00646058,2.13825460
-5.49574787,4.94808889,1.35622806,0.84592355,0.00253698,1.05368718,1.81965434,1.00997711,0.00609751,2.17017203
-5.48974487,4.99731487,1.36848427,0.86932748,0.00258901,1.05789106,1.81674910,1.01646726,0.00575242,2.20086477
-5.48374187,5.03890776,1.37917011,0.89231778,0.00263852,1.05879567,1.80927999,1.02093767,0.00542993,2.22994431
-5.47773887,5.07190158,1.38800361,0.91469820,0.00268427,1.05616900,1.79702096,1.02315496,0.00513446,2.25700742
-5.47173587,5.09540890,1.39471099,0.93626403,0.00272497,1.04983214,1.77981268,1.02291483,0.00487023,2.28164448
-5.46573287,5.10864458,1.39903520,0.95680468,0.00275930,1.03966563,1.75757006,1.02004803,0.00464119,2.30344934
-5.45972986,5.11094951,1.40074479,0.97610701,0.00278597,1.02561468,1.73028844,1.01442588,0.00445099,2.32203060
-5.45372686,5.10181300,1.39964299,0.99395936,0.00280374,1.00769272,1.69804804,1.00596510,0.00430290,2.33702356
-5.44772386,5.08089283,1.39557628,1.01015633,0.00281146,0.98598313,1.66101622,0.99463160,0.00419982,2.34810255
-5.44172086,5.04803185,1.38844210,1.02450393,0.00280815,0.96063901,1.61944738,0.98044306,0.00414413,2.35499285
-5.43571786,5.00326985,1.37819511,1.03682499,0.00279302,0.93188081,1.57368019,0.96347005,0.00413765,2.35748164
-5.42971486,4.94684997,1.36485173,1.04696466,0.00276549,0.89999186,1.52413206,0.94383559,0.00418157,2.35542726
-5.42371186,4.87921881,1.34849237,1.05479553,0.00272524,0.86531194,1.47129094,0.92171300,0.00427637,2.34876624
-5.41770885,4.80101986,1.32926128,1.06022223,0.00267222,0.82822900,1.41570459,0.89732218,0.00442168,2.33751765
-5.41170585,4.71307997,1.30736386,1.06318521,0.00260669,0.78916935,1.35796748,0.87092425,0.00461628,2.32178418
-5.40570285,4.61638922,1.28306128,1.06366343,0.00252915,0.74858665,1.29870602,0.84281480,0.00485801,2.30174998
-5.39969985,4.51207465,1.25666275,1.06167563,0.00244039,0.70695021,1.23856237,0.81331596,0.00514370,2.27767504
-5.39369685,4.40136863,1.22851562,1.05728034,0.00234146,0.66473286,1.17817753,0.78276751,0.00546917,2.24988631
-5.38769385,4.28557319,1.19899373,1.05057417,0.00223359,0.62239906,1.11817446,0.75151750,0.00582925,2.21876587
-5.38169085,4.16602153,1.16848446,1.04168870,0.00211822,0.58039354,1.05914171,0.71991262,0.00621777,2.18473664
-5.37568784,4.04403850,1.13737519,1.03078595,0.00199690,0.53913103,1.00161844,0.68828877,0.00662770,2.14824633
-5.36968484,3.92090140,1.10603973,1.01805248,0.00187126,0.49898725,0.94608121,0.65696214,0.00705119,2.10975029
-5.36368184,3.79780305,1.07482529,1.00369264,0.00174297,0.46029173,0.89293321,0.62622125,0.00747976,2.06969421
-5.35767884,3.67581850,1.04404073,0.98792103,0.00161366,0.42332238,0.84249632,0.59632011,0.00790445,2.02849737
-5.35167584,3.55587694,1.01394656,0.97095470,0.00148492,0.38830216,0.79500616,0.56747281,0.00831605,1.98653746
-5.34567284,3.43873981,0.98474717,0.95300541,0.00135822,0.35539766,0.75061047,0.53984974,0.00870534,1.94413756
-5.33966983,3.32498609,0.95658563,0.93427228,0.00123489,0.32471973,0.70937053,0.51357552,0.00906330,1.90155608
-5.33366683,3.21500528,0.92954130,0.91493535,0.00111610,0.29632582,0.67126576,0.48872858,0.00938139,1.85898000
-5.32766383,3.10899822,0.90363031,0.89515031,0.00100282,0.27022393,0.63620095,0.46534243,0.00965180,1.81652189
-5.32166083,3.00698554,0.87880883,0.87504457,0.00089585,0.24637784,0.60401586,0.44340849,0.00986766,1.77422074
-5.31565783,2.90882325,0.85497895,0.85471507,0.00079576,0.22471328,0.57449666,0.42288021,0.01002329,1.73204655
-5.30965483,2.81422457,0.83199689,0.83422779,0.00070295,0.20512479,0.54738863,0.40367830,0.01011434,1.68990850
-5.30365183,2.72278691,0.80968301,0.81361904,0.00061764,0.18748282,0.52240956,0.38569686,0.01013793,1.64766613
-5.29764882,2.63402275,0.78783322,0.79289838,0.00053986,0.17164094,0.49926331,0.36880994,0.01009273,1.60514312
-5.29164582,2.54739279,0.76623118,0.77205315,0.00046953,0.15744264,0.47765285,0.35287846,0.00997899,1.56214279
-5.28564282,2.46234016,0.74466073,0.75105416,0.00040640,0.14472768,0.45729240,0.33775704,0.00979852,1.51846464
-5.27963982,2.37832389,0.72291802,0.72986239,0.00035017,0.13333772,0.43791823,0.32330049,0.00955459,1.47392118
-5.27363682,2.29485044,0.70082270,0.70843622,0.00030042,0.12312111,0.41929761,0.30936983,0.00925184,1.42835400
-5.26763382,2.21150188,0.67822782,0.68673885,0.00025671,0.11393672,0.40123597,0.29583751,0.00889604,1.38164860
-5.26163082,2.12795973,0.65502800,0.66474542,0.00021853,0.10565685,0.38358184,0.28259175,0.00849395,1.33374701
-5.25562781,2.04402350,0.63116552,0.64244961,0.00018538,0.09816916,0.36622966,0.26953993,0.00805305,1.28465792
-5.24962481,1.95962345,0.60663421,0.61986913,0.00015675,0.09137771,0.34912051,0.25661083,0.00758131,1.23446356
-5.24362181,1.87482718,0.58148099,0.59704999,0.00013215,0.08520324,0.33224088,0.24375597,0.00708691,1.18332330
-5.23761881,1.78983996,0.55580520,0.57406925,0.00011112,0.07958264,0.31561968,0.23094977,0.00657803,1.13147383
-5.23161581,1.70499919,0.52975563,0.55103613,0.00009319,0.07446797,0.29932372,0.21818891,0.00606260,1.07922580
-5.22561281,1.62076334,0.50352573,0.52809132,0.00007798,0.06982484,0.28345204,0.20549078,0.00554812,1.02695729
-5.21960980,1.53769602,0.47734709,0.50540476,0.00006511,0.06563067,0.26812931,0.19289129,0.00504144,0.97510453
-5.21360680,1.45644622,0.45148164,0.48317177,0.00005426,0.06187252,0.25349866,0.18044209,0.00454868,0.92415003
-5.20760380,1.37772552,0.42621285,0.46160787,0.00004512,0.05854495,0.23971435,0.16820747,0.00407511,0.87460911
-5.20160080,1.30228337,0.40183653,0.44094251,0.00003744,0.05564782,0.22693435,0.15626098,0.00362507,0.82701499
-5.19559780,1.23088167,0.37865133,0.42141208,0.00003101,0.05318420,0.21531339,0.14468206,0.00320197,0.78190352
-5.18959480,1.16426942,0.35694957,0.40325247,0.00002563,0.05115834,0.20499646,0.13355266,0.00280830,0.73979783
-5.18359180,1.10315865,0.33700862,0.38669153,0.00002113,0.04957395,0.19611306,0.12295413,0.00244565,0.70119368
-5.17758879,1.04820239,0.31908307,0.37194191,0.00001738,0.04843266,0.18877236,0.11296433,0.00211483,0.66654600
-5.17158579,0.99997535,0.30339798,0.35919433,0.00001425,0.04773274,0.18305932,0.10365517,0.00181587,0.63625703
-5.16558279,0.95895794,0.29014336,0.34861181,0.00001165,0.04746815,0.17903184,0.09509053,0.00154819,0.61066644
-5.15957979,0.92552386,0.27946991,0.34032492,0.00000950,0.04762787,0.17671901,0.08732464,0.00131069,0.59004358
-5.15357679,0.89993149,0.27148615,0.33442816,0.00000771,0.04819551,0.17612031,0.08040084,0.00110181,0.57458205
-5.14757379,0.88231915,0.26625678,0.33097768,0.00000624,0.04914922,0.17720590,0.07435085,0.00091972,0.56439653
-5.14157079,0.87270383,0.26380231,0.32999015,0.00000503,0.05046187,0.17991771,0.06919432,0.00076233,0.55952179
-5.13556778,0.87098329,0.26409983,0.33144291,0.00000403,0.05210144,0.18417146,0.06493880,0.00062744,0.55991372
-5.12956478,0.87694107,0.26708466,0.33527513,0.00000322,0.05403163,0.18985926,0.06157994,0.00051280,0.56545211
-5.12356178,0.89025378,0.27265294,0.34138992,0.00000256,0.05621268,0.19685280,0.05910193,0.00041617,0.57594482
-5.11755878,0.91050030,0.28066474,0.34965715,0.00000202,0.05860228,0.20500702,0.05747813,0.00033539,0.59113323
-5.11155578,0.93717234,0.29094776,0.35991678,0.00000159,0.06115654,0.21416398,0.05667175,0.00026839,0.61069838
-5.10555278,0.96968576,0.30330130,0.37198260,0.00000124,0.06383111,0.22415690,0.05663676,0.00021328,0.63426780
-5.09954977,1.00739228,0.31750046,0.38564602,0.00000097,0.06658213,0.23481418,0.05731869,0.00016831,0.66142253
-5.09354677,1.04959117,0.33330038,0.40067999,0.00000075,0.06936732,0.24596324,0.05865557,0.00013189,0.69170426
-5.08754377,1.09554074,0.35044056,0.41684270,0.00000058,0.07214683,0.25743421,0.06057889,0.00010264,0.72462247
-5.08154077,1.14446921,0.36864896,0.43388121,0.00000044,0.07488402,0.26906308,0.06301452,0.00007932,0.75966129
-5.07553777,1.19558519,0.38764610,0.45153476,0.00000034,0.07754613,0.28069454,0.06588371,0.00006087,0.79628625
-5.06953477,1.24808741,0.40714893,0.46953798,0.00000025,0.08010469,0.29218420,0.06910416,0.00004639,0.83395083
-5.06353177,1.30117408,0.42687452,0.48762385,0.00000019,0.08253580,0.30340030,0.07259106,0.00003512,0.87210282
-5.05752876,1.35405176,0.44654365,0.50552659,0.00000014,0.08482021,0.31422477,0.07625824,0.00002640,0.91019067
-5.05152576,1.40594398,0.46588409,0.52298448,0.00000011,0.08694319,0.32455381,0.08001942,0.00001971,0.94766974
-5.04552276,1.45609973,0.48463389,0.53974279,0.00000008,0.08889425,0.33429787,0.08378947,0.00001462,0.98400872
-5.03951976,1.50380188,0.50254440,0.55555669,0.00000006,0.09066673,0.34338114,0.08748576,0.00001077,1.01869612
-5.03351676,1.54837567,0.51938314,0.57019442,0.00000005,0.09225724,0.35174068,0.09102953,0.00000788,1.05124683
-5.02751376,1.58919725,0.53493661,0.58344049,0.00000004,0.09366503,0.35932523,0.09434731,0.00000573,1.08120886
-5.02151076,1.62570212,0.54901277,0.59509905,0.00000003,0.09489138,0.36609383,0.09737229,0.00000414,1.10817002
-5.01550775,1.65739349,0.56144345,0.60499733,0.00000002,0.09593884,0.37201430,0.10004562,0.00000298,1.13176447
-5.00950475,1.68385009,0.57208642,0.61298892,0.00000002,0.09681072,0.37706176,0.10231762,0.00000213,1.15167900
-5.00350175,1.70473343,0.58082715,0.61895700,0.00000001,0.09751041,0.38121727,0.10414882,0.00000152,1.16765865
-4.99749875,1.71979396,0.58758029,0.62281707,0.00000001,0.09804102,0.38446663,0.10551073,0.00000108,1.17951169
-4.99149575,1.72887580,0.59229055,0.62451924,0.00000001,0.09840495,0.38679942,0.10638644,0.00000076,1.18711336
-4.98549275,1.73191985,0.59493324,0.62404981,0.00000001,0.09860372,0.38820837,0.10677083,0.00000054,1.19040843
-4.97948974,1.72896467,0.59551416,0.62143199,0.00000001,0.09863786,0.38868898,0.10667051,0.00000038,1.18941216
-4.97348674,1.72014516,0.59406886,0.61672560,0.00000001,0.09850692,0.38823949,0.10610333,0.00000028,1.18420948
-4.96748374,1.70568863,0.59066128,0.61002577,0.00000001,0.09820966,0.38686109,0.10509766,0.00000020,1.17495243
-4.96148074,1.68590830,0.58538176,0.60146046,0.00000001,0.09774425,0.38455838,0.10369117,0.00000015,1.16185557
-4.95547774,1.66119429,0.57834438,0.59118690,0.00000001,0.09710862,0.38133990,0.10192948,0.00000011,1.14518968
-4.94947474,1.63200219,0.56968365,0.57938710,0.00000001,0.09630074,0.37721886,0.09986441,0.00000009,1.12527369
-4.94347174,1.59883964,0.55955081,0.56626233,0.00000001,0.09531907,0.37221382,0.09755209,0.00000007,1.10246512
-4.93746873,1.56225127,0.54810956,0.55202707,0.00000001,0.09416284,0.36634924,0.09505095,0.00000006,1.07714941
-4.93146573,1.52280259,0.53553162,0.53690241,0.00000001,0.09283239,0.35965602,0.09241963,0.00000005,1.04972851
-4.92546273,1.48106345,0.52199210,0.52110932,0.00000001,0.09132944,0.35217171,0.08971493,0.00000005,1.02060903
-4.91945973,1.43759174,0.50766492,0.50486206,0.00000001,0.08965726,0.34394060,0.08698993,0.00000004,0.99019072
-4.91345673,1.39291794,0.49271841,0.48836190,0.00000001,0.08782079,0.33501350,0.08429227,0.00000004,0.95885537
-4.90745373,1.34753135,0.47731133,0.47179167,0.00000001,0.08582665,0.32544728,0.08166268,0.00000004,0.92695699
-4.90145073,1.30186841,0.46158938,0.45531110,0.00000001,0.08368314,0.31530419,0.07913394,0.00000004,0.89481341
-4.89544772,1.25630372,0.44568244,0.43905344,0.00000002,0.08140005,0.30465097,0.07673010,0.00000004,0.86269967
-4.88944472,1.21114410,0.42970256,0.42312320,0.00000002,0.07898860,0.29355782,0.07446625,0.00000004,0.83084364
-4.88344172,1.16662588,0.41374278,0.40759542,0.00000003,0.07646115,0.28209728,0.07234859,0.00000004,0.79942380
-4.87743872,1.12291553,0.39787692,0.39251615,0.00000004,0.07383101,0.27034304,0.07037496,0.00000004,0.76856934
-4.87143572,1.08011342,0.38216018,0.37790439,0.00000005,0.07111223,0.25836889,0.06853580,0.00000004,0.73836246
-4.86543272,1.03826059,0.36663056,0.36375506,0.00000007,0.06831935,0.24624757,0.06681534,0.00000004,0.70884269
-4.85942971,0.99734789,0.35131100,0.35004308,0.00000010,0.06546724,0.23404995,0.06519316,0.00000004,0.68001292
-4.85342671,0.95732713,0.33621213,0.33672810,0.00000013,0.06257092,0.22184422,0.06364590,0.00000004,0.65184679
-4.84742371,0.91812347,0.32133533,0.32375974,0.00000018,0.05964542,0.20969533,0.06214913,0.00000004,0.62429694
-4.84142071,0.87964844,0.30667610,0.31108305,0.00000024,0.05670570,0.19766459,0.06067923,0.00000005,0.59730371
-4.83541771,0.84181280,0.29222744,0.29864376,0.00000032,0.05376659,0.18580947,0.05921525,0.00000005,0.57080378
-4.82941471,0.80453862,0.27798298,0.28639320,0.00000043,0.05084268,0.17418352,0.05774062,0.00000006,0.54473821
-4.82341171,0.76776993,0.26393991,0.27429255,0.00000057,0.04794835,0.16283645,0.05624473,0.00000007,0.51905964
-4.81740870,0.73148143,0.25010126,0.26231624,0.00000075,0.04509772,0.15181428,0.05472425,0.00000008,0.49373805
-4.81140570,0.69568477,0.23647768,0.25045432,0.00000097,0.04230458,0.14115949,0.05318409,0.00000009,0.46876500
-4.80540270,0.66043233,0.22308847,0.23871373,0.00000126,0.03958230,0.13091129,0.05163816,0.00000011,0.44415615
-4.79939970,0.62581818,0.20996187,0.22711849,0.00000162,0.03694383,0.12110574,0.05010966,0.00000013,0.41995189
-4.79339670,0.59197642,0.19713468,0.21570869,0.00000207,0.03440146,0.11177588,0.04863113,0.00000016,0.39621625
-4.78739370,0.55907701,0.18465115,0.20453857,0.00000262,0.03196676,0.10295181,0.04724410,0.00000020,0.37303418
-4.78139070,0.52731937,0.17256132,0.19367371,0.00000330,0.02965034,0.09466056,0.04599840,0.00000024,0.35050736
-4.77538769,0.49692424,0.16091890,0.18318751,0.00000412,0.02746168,0.08692605,0.04495119,0.00000029,0.32874900
-4.76938469,0.46812427,0.14977879,0.17315726,0.00000511,0.02540889,0.07976877,0.04416571,0.00000036,0.30787778
-4.76338169,0.44115377,0.13919447,0.16365997,0.00000629,0.02349855,0.07320557,0.04370972,0.00000043,0.28801147
-4.75737869,0.41623825,0.12921538,0.15476820,0.00000769,0.02173541,0.06724926,0.04365379,0.00000052,0.26926053
-4.75137569,0.39358423,0.11988439,0.14654607,0.00000934,0.02012233,0.06190828,0.04406934,0.00000063,0.25172201
-4.74537269,0.37336984,0.11123566,0.13904583,0.00001126,0.01866008,0.05718631,0.04502655,0.00000076,0.23547424
-4.73936968,0.35573649,0.10329277,0.13230488,0.00001347,0.01734725,0.05308194,0.04659213,0.00000091,0.22057236
-4.73336668,0.34078214,0.09606743,0.12634360,0.00001600,0.01618028,0.04958837,0.04882709,0.00000108,0.20704509
-4.72736368,0.32855620,0.08955871,0.12116402,0.00001887,0.01515347,0.04669323,0.05178436,0.00000127,0.19489279
-4.72136068,0.31905635,0.08375285,0.11674928,0.00002210,0.01425909,0.04437840,0.05550658,0.00000150,0.18408686
-4.71535768,0.31222732,0.07862360,0.11306398,0.00002569,0.01348758,0.04262006,0.06002386,0.00000175,0.17457051
-4.70935468,0.30796153,0.07413319,0.11005538,0.00002965,0.01282780,0.04138874,0.06535184,0.00000203,0.16626081
-4.70335168,0.30610159,0.07023364,0.10765529,0.00003398,0.01226730,0.04064955,0.07148991,0.00000235,0.15905183
-4.69734867,0.30644441,0.06686860,0.10578255,0.00003866,0.01179270,0.04036256,0.07841984,0.00000270,0.15281873
-4.69134567,0.30874680,0.06397542,0.10434606,0.00004367,0.01139003,0.04048323,0.08610478,0.00000309,0.14742257
-4.68534267,0.31273225,0.06148736,0.10324808,0.00004897,0.01104516,0.04096302,0.09448890,0.00000351,0.14271549
-4.67933967,0.31809866,0.05933602,0.10238771,0.00005453,0.01074414,0.04175010,0.10349749,0.00000398,0.13854616
-4.67333667,0.32452671,0.05745362,0.10166439,0.00006027,0.01047363,0.04279013,0.11303792,0.00000449,0.13476507
-4.66733367,0.33168863,0.05577520,0.10098125,0.00006615,0.01022119,0.04402720,0.12300109,0.00000504,0.13122958
-4.66133067,0.33925710,0.05424061,0.10024812,0.00007207,0.00997560,0.04540474,0.13326386,0.00000564,0.12780840
-4.65532766,0.34691393,0.05279620,0.09938428,0.00007797,0.00972712,0.04686661,0.14369197,0.00000630,0.12438538
-4.64932466,0.35435843,0.05139620,0.09832059,0.00008373,0.00946765,0.04835810,0.15414372,0.00000701,0.12086249
-4.64332166,0.36131498,0.05000364,0.09700112,0.00008928,0.00919085,0.04982702,0.16447418,0.00000778,0.11716184
