energy_ev,total_up,Cu_p_up,Cu_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-5.45972986,4.06853263,0.65701590,3.64501648,0.51633022,0.01922748,0.09433401,0.00000000
-5.45372686,3.91344818,0.61260167,3.51643292,0.49706848,0.01802462,0.08739323,0.00000000
-5.44772386,3.76699719,0.57058031,3.39498271,0.47807516,0.01690547,0.08122074,0.00000000
-5.44172086,3.63103035,0.53143400,3.28222625,0.45952954,0.01588605,0.07586975,0.00000000
-5.43571786,3.50705204,0.49556396,3.17942779,0.44157835,0.01497981,0.07138149,0.00000000
-5.42971486,3.39620104,0.46328500,3.08753971,0.42433467,0.01419737,0.06778412,0.00000000
-5.42371186,3.29924591,0.43482326,3.00719970,0.40787869,0.01354638,0.06509212,0.00000000
-5.41770885,3.21659362,0.41031652,2.93873933,0.39225982,0.01303143,0.06330600,0.00000000
-5.41170585,3.14830938,0.38981702,2.88220231,0.37750009,0.01265405,0.06241240,0.00000000
-5.40570285,3.09414559,0.37329611,2.83737054,0.36359828,0.01241287,0.06238448,0.00000000
-5.39969985,3.05357768,0.36065058,2.80379602,0.35053466,0.01230370,0.06318263,0.00000000
-5.39369685,3.02584480,0.35171004,2.78083669,0.33827575,0.01231985,0.06475534,0.00000000
-5.38769385,3.00999333,0.34624519,2.76769455,0.32677907,0.01245237,0.06704035,0.00000000
-5.38169085,3.00492166,0.34397657,2.76345463,0.31599740,0.01269041,0.06996595,0.00000000
-5.37568784,3.00942484,0.34458354,2.76712353,0.30588258,0.01302157,0.07345246,0.00000000
-5.36968484,3.02223810,0.34771340,2.77766681,0.29638860,0.01343233,0.07741387,0.00000000
-5.36368184,3.04207836,0.35299037,2.79404432,0.28747388,0.01390841,0.08175957,0.00000000
-5.35767884,3.06768328,0.36002447,2.81524318,0.27910295,0.01443525,0.08639623,0.00000000
-5.35167584,3.09784731,0.36842007,2.84030797,0.27124732,0.01499836,0.09122977,0.00000000
-5.34567284,3.13145447,0.37778424,2.86836788,0.26388573,0.01558377,0.09616732,0.00000000
-5.33966983,3.16750755,0.38773465,2.89866056,0.25700399,0.01617841,0.10111924,0.00000000
-5.33366683,3.20515328,0.39790709,2.93055247,0.25059426,0.01677043,0.10600111,0.00000000
-5.32766383,3.24370328,0.40796244,2.96355525,0.24465416,0.01734950,0.11073553,0.00000000
-5.32166083,3.28265008,0.41759300,2.99733795,0.23918564,0.01790711,0.11525388,0.00000000
-5.31565783,3.32167797,0.42652809,3.03173456,0.23419372,0.01843671,0.11949780,0.00000000
-5.30965483,3.36066802,0.43453871,3.06674650,0.22968523,0.01893385,0.12342039,0.00000000
-5.30365183,3.39969690,0.44144117,3.10253968,0.22566762,0.01939625,0.12698704,0.00000000
-5.29764882,3.43902924,0.44709956,3.13943598,0.22214768,0.01982376,0.13017601,0.00000000
-5.29164582,3.47910322,0.45142680,3.17789888,0.21913051,0.02021829,0.13297842,0.00000000
-5.28564282,3.52050967,0.45438448,3.21851349,0.21661843,0.02058357,0.13539793,0.00000000
-5.27963982,3.56396490,0.45598107,3.26196132,0.21461004,0.02092502,0.13745000,0.00000000
-5.27363682,3.61027801,0.45626885,3.30899027,0.21309940,0.02124935,0.13916062,0.00000000
-5.26763382,3.66031357,0.45533945,3.36038100,0.21207515,0.02156427,0.14056480,0.00000000
-5.26163082,3.71495111,0.45331816,3.41691046,0.21151995,0.02187812,0.14170473,0.00000000
-5.25562781,3.77504264,0.45035729,3.47931433,0.21140986,0.02219944,0.14262760,0.00000000
-5.24962481,3.84137016,0.44662875,3.54824957,0.21171391,0.02253656,0.14338342,0.00000000
-5.24362181,3.91460476,0.44231616,3.62425877,0.21239389,0.02289725,0.14402268,0.00000000
-5.23761881,3.99526927,0.43760690,3.70773797,0.21340428,0.02328833,0.14459405,0.00000000
-5.23161581,4.08370592,0.43268426,3.79890932,0.21469239,0.02371536,0.14514230,0.00000000
-5.22561281,4.18005086,0.42772021,3.89780003,0.21619883,0.02418237,0.14570634,0.00000000
-5.21960980,4.28421655,0.42286898,4.00422862,0.21785819,0.02469168,0.14631761,0.00000000
-5.21360680,4.39588314,0.41826171,4.11779938,0.21959995,0.02524377,0.14699881,0.00000000
-5.20760380,4.51449927,0.41400240,4.23790539,0.22134977,0.02583726,0.14776311,0.00000000
-5.20160080,4.63929257,0.41016534,4.36374026,0.22303086,0.02646893,0.14861362,0.00000000
-5.19559780,4.76928951,0.40679396,4.49431829,0.22456569,0.02713386,0.14954353,0.00000000
-5.18959480,4.90334392,0.40390125,4.62850232,0.22587775,0.02782561,0.15053644,0.00000000
-5.18359180,5.04017315,0.40147153,4.76503844,0.22689342,0.02853649,0.15156728,0.00000000
-5.17758879,5.17840052,0.39946346,4.90259609,0.22754388,0.02925788,0.15260343,0.00000000
-5.17158579,5.31660227,0.39781419,5.03981215,0.22776689,0.02998056,0.15360621,0.00000000
-5.16558279,5.45335733,0.39644422,5.17533725,0.22750855,0.03069507,0.15453258,0.00000000
-5.15957979,5.58729782,0.39526282,5.30788262,0.22672472,0.03139212,0.15533693,0.00000000
-5.15357679,5.71715829,0.39417368,5.43626545,0.22538237,0.03206294,0.15597299,0.00000000
-5.14757379,5.84182180,0.39308058,5.55945120,0.22346040,0.03269961,0.15639576,0.00000000
-5.14157079,5.96036087,0.39189265,5.67659100,0.22095037,0.03329539,0.15656324,0.00000000
-5.13556778,6.07207178,0.39052912,5.78705265,0.21785666,0.03384492,0.15643815,0.00000000
-5.12956478,6.17650064,0.38892338,5.89044394,0.21419641,0.03434447,0.15598938,0.00000000
-5.12356178,6.27346015,0.38702600,5.98662731,0.20999903,0.03479199,0.15519318,0.00000000
-5.11755878,6.36303630,0.38480695,6.07572487,0.20530542,0.03518718,0.15403411,0.00000000
-5.11155578,6.44558444,0.38225654,6.15811371,0.20016687,0.03553146,0.15250564,0.00000000
-5.10555278,6.52171481,0.37938553,6.23441114,0.19464366,0.03582784,0.15061045,0.00000000
-5.09954977,6.59226772,0.37622411,6.30545039,0.18880354,0.03608072,0.14836040,0.00000000
-5.09354677,6.65827930,0.37282005,6.37224732,0.18271993,0.03629573,0.14577616,0.00000000
-5.08754377,6.72093869,0.36923604,6.43595929,0.17647013,0.03647932,0.14288659,0.00000000
-5.08154077,6.78153844,0.36554646,6.49783748,0.17013335,0.03663854,0.13972781,0.00000000
-5.07553777,6.84141972,0.36183372,6.55917446,0.16378887,0.03678062,0.13634207,0.00000000
-5.06953477,6.90191454,0.35818428,6.62124897,0.15751418,0.03691262,0.13277643,0.00000000
-5.06353177,6.96428723,0.35468471,6.68526999,0.15138320,0.03704112,0.12908128,0.00000000
-5.05752876,7.02967766,0.35141783,6.75232261,0.14546478,0.03717181,0.12530886,0.00000000
-5.05152576,7.09904869,0.34845913,6.82331789,0.13982123,0.03730930,0.12151165,0.00000000
-5.04552276,7.17314020,0.34587366,6.89894910,0.13450719,0.03745679,0.11774091,0.00000000
-5.03951976,7.25243211,0.34371350,6.97965657,0.12956873,0.03761595,0.11404525,0.00000000
-5.03351676,7.33711819,0.34201589,7.06560297,0.12504268,0.03778678,0.11046934,0.00000000
-5.02751376,7.42709237,0.34080212,7.15666049,0.12095630,0.03796762,0.10705288,0.00000000
-5.02151076,7.52194856,0.34007712,7.25241116,0.11732719,0.03815518,0.10382973,0.00000000
-5.01550775,7.62099455,0.33982994,7.35216062,0.11416351,0.03834468,0.10082733,0.00000000
-5.00950475,7.72327976,0.34003481,7.45496529,0.11146442,0.03853006,0.09806637,0.00000000
-5.00350175,7.82763611,0.34065304,7.55967216,0.10922076,0.03870425,0.09556079,0.00000000
-4.99749875,7.93273044,0.34163527,7.66496974,0.10741598,0.03885952,0.09331798,0.00000000
-4.99149575,8.03712642,0.34292440,7.76944818,0.10602711,0.03898784,0.09133930,0.00000000
-4.98549275,8.13935332,0.34445864,7.87166592,0.10502597,0.03908128,0.08962075,0.00000000
-4.97948974,8.23797840,0.34617483,7.97022002,0.10438039,0.03913242,0.08815389,0.00000000
-4.97348674,8.33167986,0.34801173,8.06381676,0.10405540,0.03913475,0.08692688,0.00000000
-4.96748374,8.41931659,0.34991319,8.15133938,0.10401454,0.03908301,0.08592554,0.00000000
-4.96148074,8.49999171,0.35183106,8.23190954,0.10422094,0.03897349,0.08513457,0.00000000
-4.95547774,8.57310655,0.35372765,8.30493964,0.10463846,0.03880433,0.08453863,0.00000000
-4.94947474,8.63840270,0.35557780,8.37017349,0.10523262,0.03857563,0.08412342,0.00000000
-4.94347174,8.69599005,0.35737032,8.42771336,0.10597142,0.03828954,0.08387664,0.00000000
-4.93746873,8.74635961,0.35910887,8.47803218,0.10682606,0.03795028,0.08378876,0.00000000
-4.93146573,8.79038059,0.36081224,8.52197048,0.10777146,0.03756401,0.08385363,0.00000000
-4.92546273,8.82928208,0.36251401,8.56071829,0.10878669,0.03713863,0.08406893,0.00000000
-4.91945973,8.86462037,0.36426168,8.59578314,0.10985523,0.03668354,0.08443630,0.00000000
-4.91345673,8.89823372,0.36611531,8.62894578,0.11096516,0.03620931,0.08496133,0.00000000
-4.90745373,8.93218673,0.36814573,8.66220583,0.11210922,0.03572727,0.08565328,0.00000000
-4.90145073,8.96870700,0.37043242,8.69771993,0.11328477,0.03524914,0.08652466,0.00000000
-4.89544772,9.01011686,0.37306115,8.73773522,0.11449369,0.03478658,0.08759053,0.00000000
-4.88944472,9.05876303,0.37612140,8.78452077,0.11574219,0.03435080,0.08886778,0.00000000
-4.88344172,9.11694680,0.37970374,8.84029967,0.11704056,0.03395218,0.09037411,0.00000000
-4.87743872,9.18685708,0.38389713,8.90718404,0.11840281,0.03359990,0.09212711,0.00000000
-4.87143572,9.27050835,0.38878629,8.98711484,0.11984624,0.03330167,0.09414314,0.00000000
-4.86543272,9.36968480,0.39444908,9.08180797,0.12139094,0.03306350,0.09643633,0.00000000
-4.85942971,9.48589183,0.40095402,9.19270755,0.12305917,0.03288955,0.09901749,0.00000000
-4.85342671,9.62031525,0.40835794,9.32094696,0.12487464,0.03278202,0.10189319,0.00000000
-4.84742371,9.77378842,0.41670379,9.46731759,0.12686166,0.03274115,0.10506488,0.00000000
-4.84142071,9.94676718,0.42601860,9.63224539,0.12904426,0.03276526,0.10852820,0.00000000
-4.83541771,10.13931210,0.43631169,9.81577459,0.13144519,0.03285085,0.11227242,0.00000000
-4.82941471,10.35107787,0.44757314,10.01755833,0.13408481,0.03299275,0.11628008,0.00000000
-4.82341171,10.58130918,0.45977250,10.23685573,0.13698006,0.03318426,0.12052685,0.00000000
-4.81740870,10.82884313,0.47285791,10.47253513,0.14014333,0.03341743,0.12498154,0.00000000
-4.81140570,11.09211785,0.48675560,10.72308344,0.14358145,0.03368325,0.12960642,0.00000000
-4.80540270,11.36918765,0.50136980,10.98662150,0.14729479,0.03397185,0.13435765,0.00000000
-4.79939970,11.65774476,0.51658321,11.26092585,0.15127640,0.03427280,0.13918599,0.00000000
-4.79339670,11.95514813,0.53225805,11.54345714,0.15551152,0.03457532,0.14403759,0.00000000
-4.78739370,12.25845961,0.54823763,11.83139538,0.15997717,0.03486848,0.14885504,0.00000000
-4.78139070,12.56448776,0.56434858,12.12168249,0.16464208,0.03514143,0.15357843,0.00000000
-4.77538769,12.86983930,0.58040368,12.41107202,0.16946687,0.03538363,0.15814660,0.00000000
-4.76938469,13.17097801,0.59620523,12.69618582,0.17440459,0.03558498,0.16249835,0.00000000
-4.76338169,13.46429037,0.61154897,12.97357703,0.17940146,0.03573605,0.16657376,0.00000000
-4.75737869,13.74615679,0.62622831,13.23979845,0.18439793,0.03582822,0.17031544,0.00000000
-4.75137569,14.01302708,0.64003903,13.49147459,0.18932992,0.03585380,0.17366971,0.00000000
-4.74537269,14.26149789,0.65278394,13.72537574,0.19413029,0.03580622,0.17658779,0.00000000
-4.73936968,14.48839013,0.66427768,13.93849173,0.19873040,0.03568010,0.17902680,0.00000000
-4.73336668,14.69082352,0.67435126,14.12810287,0.20306175,0.03547137,0.18095066,0.00000000
-4.72736368,14.86628576,0.68285635,14.29184562,0.20705762,0.03517732,0.18233088,0.00000000
-4.72136068,15.01269358,0.68966898,14.42777032,0.21065462,0.03479667,0.18314711,0.00000000
-4.71535768,15.12844323,0.69469268,14.53438869,0.21379416,0.03432961,0.18338763,0.00000000
-4.70935468,15.21244826,0.69786084,14.61070900,0.21642376,0.03377776,0.18304952,0.00000000
-4.70335168,15.26416284,0.69913818,14.65625736,0.21849808,0.03314417,0.18213877,0.00000000
-4.69734867,15.28358967,0.69852141,14.67108402,0.21997987,0.03243322,0.18067016,0.00000000
-4.69134567,15.27127178,0.69603889,14.65575431,0.22084048,0.03165056,0.17866690,0.00000000
-4.68534267,15.22826860,0.69174948,14.61132436,0.22106034,0.03080295,0.17616021,0.00000000
-4.67933967,15.15611698,0.68574047,14.53930249,0.22062900,0.02989814,0.17318863,0.00000000
-4.67333667,15.05677877,0.67812490,14.44159773,0.21954512,0.02894465,0.16979722,0.00000000
-4.66733367,14.93257687,0.66903812,14.32045747,0.21781617,0.02795162,0.16603661,0.00000000
-4.66133067,14.78612229,0.65863396,14.17839656,0.21545799,0.02692856,0.16196191,0.00000000
-4.65532766,14.62023500,0.64708059,14.01812075,0.21249423,0.02588515,0.15763158,0.00000000
-4.64932466,14.43786158,0.63455619,13.84244723,0.20895569,0.02483102,0.15310613,0.00000000
-4.64332166,14.24199275,0.62124457,13.65422541,0.20487957,0.02377551,0.14844687,0.00000000
-4.63731866,14.03558376,0.60733106,13.45626066,0.20030870,0.02272752,0.14371460,0.00000000
-4.63131566,13.82148050,0.59299855,13.25124389,0.19529072,0.02169528,0.13896836,0.00000000
-4.62531266,13.60235370,0.57842400,13.04168914,0.18987730,0.02068622,0.13426422,0.00000000
-4.61930965,13.38064337,0.56377538,12.82988133,0.18412331,0.01970683,0.12965419,0.00000000
-4.61330665,13.15851497,0.54920918,12.61783535,0.17808606,0.01876255,0.12518528,0.00000000
-4.60730365,12.93782822,0.53486850,12.40726765,0.17182452,0.01785775,0.12089871,0.00000000
-4.60130065,12.72011897,0.52088163,12.19958035,0.16539858,0.01699565,0.11682934,0.00000000
-4.59529765,12.50659390,0.50736123,11.99585779,0.15886835,0.01617838,0.11300529,0.00000000
-4.58929465,12.29813699,0.49440403,11.79687444,0.15229342,0.01540700,0.10944785,0.00000000
-4.58329165,12.09532674,0.48209088,11.60311299,0.14573224,0.01468159,0.10617153,0.00000000
-4.57728864,11.89846197,0.47048726,11.41479060,0.13924139,0.01400134,0.10318446,0.00000000
-4.57128564,11.70759429,0.45964389,11.23189151,0.13287501,0.01336469,0.10048882,0.00000000
-4.56528264,11.52256487,0.44959769,11.05420342,0.12668413,0.01276946,0.09808164,0.00000000
-4.55927964,11.34304306,0.44037272,10.88135557,0.12071612,0.01221302,0.09595559,0.00000000
-4.55327664,11.16856473,0.43198110,10.71285627,0.11501409,0.01169242,0.09409995,0.00000000
-4.54727364,10.99856828,0.42442401,10.54812797,0.10961645,0.01120455,0.09250160,0.00000000
-4.54127064,10.83242672,0.41769248,10.38653825,0.10455637,0.01074630,0.09114603,0.00000000
-4.53526763,10.66947464,0.41176816,10.22742578,0.09986144,0.01031464,0.09001833,0.00000000
-4.52926463,10.50902962,0.40662392,10.07012069,0.09555334,0.00990678,0.08910405,0.00000000
-4.52326163,10.35040796,0.40222446,9.91395925,0.09164764,0.00952021,0.08839003,0.00000000
-4.51725863,10.19293512,0.39852687,9.75829343,0.08815366,0.00915278,0.08786497,0.00000000
-4.51125563,10.03595214,0.39548119,9.60249630,0.08507452,0.00880273,0.08751997,0.00000000
-4.50525263,9.87881896,0.39303112,9.44596457,0.08240727,0.00846869,0.08734879,0.00000000
-4.49924962,9.72091634,0.39111494,9.28811954,0.08014316,0.00814969,0.08734796,0.00000000
-4.49324662,9.56164790,0.38966655,9.12840821,0.07826813,0.00784514,0.08751679,0.00000000
-4.48724362,9.40044355,0.38861692,8.96630574,0.07676332,0.00755472,0.08785713,0.00000000
-4.48124062,9.23676554,0.38789572,8.80132037,0.07560584,0.00727843,0.08837300,0.00000000
-4.47523762,9.07011780,0.38743332,8.63300166,0.07476957,0.00701642,0.08907021,0.00000000
-4.46923462,8.90005887,0.38716300,8.46095217,0.07422608,0.00676901,0.08995571,0.00000000
-4.46323162,8.72621812,0.38702336,8.28484240,0.07394564,0.00653658,0.09103709,0.00000000
-4.45722861,8.54831451,0.38696076,8.10442838,0.07389826,0.00631953,0.09232184,0.00000000
-4.45122561,8.36617678,0.38693179,7.91957063,0.07405466,0.00611822,0.09381675,0.00000000
-4.44522261,8.17976346,0.38690550,7.73025318,0.07438732,0.00593292,0.09552728,0.00000000
-4.43921961,7.98918103,0.38686533,7.53660098,0.07487125,0.00576379,0.09745691,0.00000000
-4.43321661,7.79469859,0.38681052,7.33889401,0.07548486,0.00561085,0.09960665,0.00000000
-4.42721361,7.59675723,0.38675699,7.13757658,0.07621041,0.00547395,0.10197454,0.00000000
-4.42121061,7.39597298,0.38673740,6.93326046,0.07703449,0.00535279,0.10455531,0.00000000
-4.41520760,7.19313220,0.38680051,6.72672100,0.07794811,0.00524689,0.10734007,0.00000000
-4.40920460,6.98917908,0.38700964,6.51888571,0.07894667,0.00515563,0.11031616,0.00000000
-4.40320160,6.78519525,0.38744032,6.31081529,0.08002961,0.00507822,0.11346707,0.00000000
-4.39719860,6.58237214,0.38817722,6.10367784,0.08119994,0.00501376,0.11677252,0.00000000
-4.39119560,6.38197716,0.38931037,5.89871703,0.08246348,0.00496124,0.12020862,0.00000000
-4.38519260,6.18531524,0.39093086,5.69721585,0.08382806,0.00491957,0.12374813,0.00000000
-4.37918959,5.99368756,0.39312624,5.50045757,0.08530249,0.00488757,0.12736080,0.00000000
-4.37318659,5.80834951,0.39597581,5.30968583,0.08689560,0.00486405,0.13101384,0.00000000
-4.36718359,5.63046992,0.39954600,5.12606579,0.08861520,0.00484779,0.13467243,0.00000000
-4.36118059,5.46109362,0.40388612,4.95064826,0.09046714,0.00483757,0.13830028,0.00000000
-4.35517759,5.30110906,0.40902476,4.78433851,0.09245451,0.00483221,0.14186027,0.00000000
-4.34917459,5.15122253,0.41496698,4.62787109,0.09457702,0.00483057,0.14531505,0.00000000
-4.34317159,5.01194012,0.42169255,4.48179181,0.09683059,0.00483158,0.14862774,0.00000000
-4.33716858,4.88355814,0.42915530,4.34644749,0.09920724,0.00483424,0.15176261,0.00000000
-4.33116558,4.76616212,0.43728386,4.22198368,0.10169521,0.00483764,0.15468571,0.00000000
-4.32516258,4.65963438,0.44598364,4.10835030,0.10427943,0.00484102,0.15736555,0.00000000
-4.31915958,4.56366938,0.45514010,4.00531442,0.10694225,0.00484368,0.15977378,0.00000000
-4.31315658,4.47779601,0.46462325,3.91247951,0.10966441,0.00484508,0.16188573,0.00000000
-4.30715358,4.40140541,0.47429312,3.82930981,0.11242620,0.00484481,0.16368107,0.00000000
