energy_ev,total_up,P_s_up,P_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.85592796,4.55381272,0.01533701,0.88105848,1.83212834,2.18649082,0.08592086,1.52972952
-5.84992496,4.51591183,0.01530173,0.86870182,1.81429893,2.17268944,0.08532525,1.52250824
-5.84392196,4.48006342,0.01527524,0.85724671,1.79780035,2.16029011,0.08458195,1.51554898
-5.83791896,4.44698553,0.01525621,0.84697783,1.78309752,2.14963154,0.08369992,1.50900523
-5.83191596,4.41732456,0.01524331,0.83814304,1.77060229,2.14100416,0.08269065,1.50302672
-5.82591296,4.39164129,0.01523539,0.83094566,1.76066136,2.13464418,0.08156790,1.49775673
-5.81990995,4.37039765,0.01523149,0.82553799,1.75354532,2.13072850,0.08034735,1.49332893
-5.81390695,4.35394476,0.01523091,0.82201628,1.74943915,2.12937056,0.07904619,1.48986379
-5.80790395,4.34251274,0.01523328,0.82041729,1.74843462,2.13061728,0.07768264,1.48746464
-5.80190095,4.33620293,0.01523854,0.82071673,1.75052501,2.13444740,0.07627545,1.48621396
-5.79589795,4.33498326,0.01524696,0.82282950,1.75560254,2.14077119,0.07484337,1.48616988
-5.78989495,4.33868730,0.01525916,0.82661197,1.76345878,2.14943197,0.07340463,1.48736352
-5.78389195,4.34701756,0.01527602,0.83186609,1.77378862,2.16020946,0.07197643,1.48979721
-5.77788894,4.35955361,0.01529869,0.83834547,1.78619752,2.17282508,0.07057452,1.49344417
-5.77188594,4.37576499,0.01532851,0.84576302,1.80021254,2.18694933,0.06921281,1.49824953
-5.76588294,4.39502906,0.01536689,0.85380020,1.81529660,2.20221113,0.06790309,1.50413307
-5.75987994,4.41665329,0.01541535,0.86211729,1.83086586,2.21820899,0.06665483,1.51099360
-5.75387694,4.43990154,0.01547532,0.87036467,1.84630969,2.23452366,0.06547510,1.51871475
-5.74787394,4.46402322,0.01554816,0.87819432,1.86101236,2.25073199,0.06436859,1.52717213
-5.74187094,4.48828424,0.01563506,0.88527149,1.87437587,2.26642141,0.06333773,1.53624137
-5.73586793,4.51199839,0.01573698,0.89128580,1.88584273,2.28120440,0.06238289,1.54580668
-5.72986493,4.53455760,0.01585465,0.89596154,1.89491785,2.29473241,0.06150269,1.55576938
-5.72386193,4.55545947,0.01598847,0.89906663,1.90118849,2.30670853,0.06069432,1.56605594
-5.71785893,4.57433078,0.01613858,0.90041994,1.90434133,2.31689826,0.05995396,1.57662488
-5.71185593,4.59094547,0.01630478,0.89989677,1.90417584,2.32513781,0.05927714,1.58747220
-5.70585293,4.60523611,0.01648659,0.89743215,1.90061341,2.33133954,0.05865914,1.59863478
-5.69984992,4.61729821,0.01668324,0.89302194,1.89370162,2.33549420,0.05809536,1.61019151
-5.69384692,4.62738680,0.01689370,0.88672184,1.88361365,2.33766979,0.05758164,1.62226207
-5.68784392,4.63590570,0.01711668,0.87864422,1.87064280,2.33800724,0.05711448,1.63500310
-5.68184092,4.64338965,0.01735069,0.86895318,1.85519242,2.33671297,0.05669126,1.64860214
-5.67583792,4.65048040,0.01759404,0.85785794,1.83776187,2.33404895,0.05631029,1.66326945
-5.66983492,4.65789790,0.01784485,0.84560512,1.81892904,2.33032058,0.05597087,1.67922814
-5.66383192,4.66640819,0.01810109,0.83247008,1.79933047,2.32586339,0.05567324,1.69670318
-5.65782891,4.67678945,0.01836058,0.81874788,1.77963995,2.32102898,0.05541843,1.71590970
-5.65182591,4.68979815,0.01862102,0.80474418,1.76054644,2.31617118,0.05520808,1.73704146
-5.64582291,4.70613684,0.01888001,0.79076648,1.74273240,2.31163307,0.05504428,1.76025972
-5.63981991,4.72642516,0.01913503,0.77711597,1.72685330,2.30773556,0.05492924,1.78568349
-5.63381691,4.75117526,0.01938353,0.76408020,1.71351897,2.30476790,0.05486511,1.81338133
-5.62781391,4.78077284,0.01962291,0.75192691,1.70327752,2.30298070,0.05485371,1.84336528
-5.62181091,4.81546421,0.01985059,0.74089886,1.69660198,2.30258142,0.05489629,1.87558715
-5.61580790,4.85534984,0.02006403,0.73120987,1.69388017,2.30373260,0.05499335,1.90993729
-5.60980490,4.90038419,0.02026080,0.72304192,1.69540758,2.30655238,0.05514453,1.94624600
-5.60380190,4.95038155,0.02043864,0.71654323,1.70138333,2.31111722,0.05534847,1.98428729
-5.59779890,5.00502711,0.02059552,0.71182724,1.71190906,2.31746637,0.05560281,2.02378493
-5.59179590,5.06389251,0.02072968,0.70897220,1.72699019,2.32560748,0.05590420,2.06442052
-5.58579290,5.12645471,0.02083969,0.70802134,1.74653963,2.33552296,0.05624839,2.10584302
-5.57978989,5.19211722,0.02092454,0.70898343,1.77038316,2.34717646,0.05663038,2.14767957
-5.57378689,5.26023255,0.02098361,0.71183362,1.79826657,2.36051912,0.05704455,2.18954699
-5.56778389,5.33012498,0.02101676,0.71651449,1.82986389,2.37549505,0.05748496,2.23106357
-5.56178089,5.40111269,0.02102430,0.72293735,1.86478675,2.39204584,0.05794551,2.27186079
-5.55577789,5.47252849,0.02100699,0.73098360,1.90259462,2.41011397,0.05842026,2.31159447
-5.54977489,5.54373879,0.02096604,0.74050657,1.94280566,2.42964500,0.05890366,2.34995509
-5.54377189,5.61416012,0.02090304,0.75133347,1.98490823,2.45058851,0.05939081,2.38667693
-5.53776888,5.68327321,0.02081994,0.76326799,2.02837297,2.47289822,0.05987772,2.42154573
-5.53176588,5.75063432,0.02071894,0.77609323,2.07266526,2.49653117,0.06036145,2.45440482
-5.52576288,5.81588396,0.02060248,0.78957530,2.11725801,2.52144645,0.06084036,2.48515941
-5.51975988,5.87875285,0.02047309,0.80346760,2.16164461,2.54760364,0.06131412,2.51377894
-5.51375688,5.93906532,0.02033338,0.81751554,2.20535184,2.57496126,0.06178385,2.54029762
-5.50775388,5.99674015,0.02018586,0.83146199,2.24795231,2.60347527,0.06225205,2.56481284
-5.50175088,6.05178898,0.02003298,0.84505299,2.28907632,2.63309806,0.06272259,2.58748179
-5.49574787,6.10431227,0.01987693,0.85804381,2.32842240,2.66377762,0.06320051,2.60851616
-5.48974487,6.15449289,0.01971967,0.87020498,2.36576639,2.69545719,0.06369188,2.62817513
-5.48374187,6.20258741,0.01956285,0.88132814,2.40096836,2.72807516,0.06420354,2.64675682
-5.47773887,6.24891519,0.01940771,0.89123140,2.43397706,2.76156510,0.06474278,2.66458841
-5.47173587,6.29384535,0.01925516,0.89976390,2.46483152,2.79585585,0.06531704,2.68201528
-5.46573287,6.33778187,0.01910566,0.90680949,2.49365952,2.83087141,0.06593355,2.69938938
-5.45972986,6.38114725,0.01895928,0.91228918,2.52067268,2.86653056,0.06659895,2.71705733
-5.45372686,6.42436495,0.01881573,0.91616228,2.54615840,2.90274607,0.06731894,2.73534863
-5.44772386,6.46784140,0.01867435,0.91842619,2.57046868,2.93942345,0.06809795,2.75456437
-5.44172086,6.51194807,0.01853419,0.91911486,2.59400614,2.97645925,0.06893885,2.77496693
-5.43571786,6.55700440,0.01839408,0.91829596,2.61720793,3.01373908,0.06984269,2.79677109
-5.42971486,6.60326245,0.01825271,0.91606691,2.64052798,3.05113534,0.07080853,2.82013694
-5.42371186,6.65089391,0.01810871,0.91255013,2.66441856,3.08850506,0.07183337,2.84516490
-5.41770885,6.69998034,0.01796074,0.90788760,2.68931179,3.12568796,0.07291212,2.87189318
-5.41170585,6.75050714,0.01780765,0.90223509,2.71560206,3.16250511,0.07403771,2.90029764
-5.40570285,6.80236182,0.01764853,0.89575646,2.74363009,3.19875833,0.07520128,2.93029433
-5.39969985,6.85533669,0.01748285,0.88861809,2.77366935,3.23423070,0.07639241,2.96174438
-5.39369685,6.90913601,0.01731053,0.88098389,2.80591545,3.26868823,0.07759953,2.99446110
-5.38769385,6.96338735,0.01713205,0.87301100,2.84047881,3.30188287,0.07881030,3.02821895
-5.38169085,7.01765647,0.01694851,0.86484623,2.87738090,3.33355677,0.08001207,3.06276379
-5.37568784,7.07146518,0.01676164,0.85662353,2.91655392,3.36344780,0.08119238,3.09782395
-5.36968484,7.12431081,0.01657387,0.84846215,2.95784388,3.39129607,0.08233942,3.13312141
-5.36368184,7.17568655,0.01638827,0.84046576,3.00101654,3.41685117,0.08344250,3.16838242
-5.35767884,7.22510108,0.01620854,0.83272216,3.04576570,3.43987990,0.08449242,3.20334705
-5.35167584,7.27209655,0.01603889,0.82530359,3.09172332,3.46017387,0.08548184,3.23777684
-5.34567284,7.31626359,0.01588401,0.81826731,3.13847063,3.47755686,0.08640543,3.27146034
-5.33966983,7.35725257,0.01574889,0.81165647,3.18554954,3.49189126,0.08726003,3.30421600
-5.33366683,7.39478033,0.01563866,0.80550087,3.23247389,3.50308338,0.08804460,3.33589232
-5.32766383,7.42863202,0.01555848,0.79981771,3.27873970,3.51108734,0.08876009,3.36636521
-5.32166083,7.45865806,0.01551332,0.79461209,3.32383433,3.51590714,0.08940916,3.39553286
-5.31565783,7.48476645,0.01550778,0.78987723,3.36724398,3.51759703,0.08999579,3.42330839
-5.30965483,7.50691107,0.01554595,0.78559458,3.40845975,3.51625988,0.09052485,3.44961089
-5.30365183,7.52507705,0.01563124,0.78173359,3.44698206,3.51204382,0.09100154,3.47435556
-5.29764882,7.53926415,0.01576621,0.77825156,3.48232390,3.50513728,0.09143082,3.49744373
-5.29164582,7.54946971,0.01595248,0.77509347,3.51401313,3.49576253,0.09181687,3.51875346
-5.28564282,7.55567237,0.01619065,0.77219201,3.54159428,3.48416832,0.09216258,3.53813181
-5.27963982,7.55781797,0.01648021,0.76946796,3.56463037,3.47062164,0.09246907,3.55538919
-5.27363682,7.55580888,0.01681954,0.76683110,3.58270511,3.45539932,0.09273538,3.57029665
-5.26763382,7.54949764,0.01720592,0.76418159,3.59542603,3.43877962,0.09295822,3.58258641
-5.26163082,7.53868569,0.01763557,0.76141207,3.60242867,3.42103427,0.09313194,3.59195591
-5.25562781,7.52312746,0.01810370,0.75841030,3.60338210,3.40242134,0.09324863,3.59807538
-5.24962481,7.50253988,0.01860462,0.75506248,3.59799573,3.38317911,0.09329832,3.60059867
-5.24362181,7.47661682,0.01913186,0.75125703,3.58602739,3.36352126,0.09326944,3.59917690
-5.23761881,7.44504781,0.01967828,0.74688864,3.56729218,3.34363345,0.09314932,3.59347417
-5.23161581,7.40753997,0.02023622,0.74186261,3.54167189,3.32367144,0.09292483,3.58318472
-5.22561281,7.36384190,0.02079763,0.73609904,3.50912433,3.30376071,0.09258309,3.56805030
-5.21960980,7.31376821,0.02135425,0.72953686,3.46969208,3.28399755,0.09211220,3.54787705
-5.21360680,7.25722316,0.02189768,0.72213728,3.42350992,3.26445144,0.09150195,3.52255075
-5.20760380,7.19422211,0.02241958,0.71388666,3.37081056,3.24516873,0.09074451,3.49204965
-5.20160080,7.12490945,0.02291177,0.70479852,3.31192801,3.22617709,0.08983506,3.45645405
-5.19559780,7.04957191,0.02336635,0.69491462,3.24729823,3.20749083,0.08877217,3.41595206
-5.18959480,6.96864647,0.02377584,0.68430496,3.17745677,3.18911655,0.08755824,3.37084122
-5.18359180,6.88272226,0.02413325,0.67306683,3.10303329,3.17105893,0.08619961,3.32152577
-5.17758879,6.79253616,0.02443223,0.66132275,3.02474294,3.15332628,0.08470657,3.26850961
-5.17158579,6.69896221,0.02466712,0.64921758,2.94337479,3.13593562,0.08309322,3.21238533
-5.16558279,6.60299494,0.02483310,0.63691471,2.85977759,3.11891685,0.08137716,3.15381962
-5.15957979,6.50572736,0.02492622,0.62459165,2.77484329,3.10231582,0.07957901,3.09353590
-5.15357679,6.40832413,0.02494355,0.61243507,2.68948879,3.08619597,0.07772184,3.03229461
-5.14757379,6.31199093,0.02488317,0.60063555,2.60463655,3.07063832,0.07583052,2.97087216
-5.14157079,6.21794094,0.02474430,0.58938220,2.52119453,3.05573975,0.07393097,2.91003931
-5.13556778,6.12735961,0.02452730,0.57885723,2.44003616,3.04160936,0.07204939,2.85053960
-5.12956478,6.04136867,0.02423370,0.56923083,2.36198096,3.02836308,0.07021151,2.79306885
-5.12356178,5.96099078,0.02386621,0.56065626,2.28777618,3.01611659,0.06844183,2.73825612
-5.11755878,5.88711572,0.02342867,0.55326547,2.21808018,3.00497673,0.06676290,2.68664692
-5.11155578,5.82046936,0.02292600,0.54716528,2.15344780,2.99503200,0.06519474,2.63868896
-5.10555278,5.76158660,0.02236411,0.54243413,2.09431833,2.98634226,0.06375423,2.59472104
-5.09954977,5.71078909,0.02174981,0.53911966,2.04100619,2.97892858,0.06245470,2.55496513
-5.09354677,5.66816889,0.02109060,0.53723688,1.99369469,2.97276351,0.06130562,2.51952203
-5.08754377,5.63357882,0.02039459,0.53676737,1.95243318,2.96776274,0.06031230,2.48837057
-5.08154077,5.60663019,0.01967027,0.53765910,1.91713746,2.96377851,0.05947590,2.46137048
-5.07553777,5.58669846,0.01892634,0.53982726,1.88759378,2.96059563,0.05879336,2.43826887
-5.06953477,5.57293711,0.01817152,0.54315590,1.86346618,2.95793055,0.05825764,2.41871002
-5.06353177,5.56429966,0.01741436,0.54750038,1.84430729,2.95543374,0.05785794,2.40224850
-5.05752876,5.55956966,0.01666309,0.55269078,1.82957208,2.95269591,0.05758012,2.38836514
-5.05152576,5.55739783,0.01592547,0.55853592,1.81863460,2.94925780,0.05740715,2.37648541
-5.04552276,5.55634557,0.01520866,0.56482823,1.81080695,2.94462364,0.05731979,2.36599981
-5.03951976,5.55493336,0.01451913,0.57134912,1.80536017,2.93827769,0.05729715,2.35628556
-5.03351676,5.55169245,0.01386258,0.57787492,1.80154642,2.92970343,0.05731749,2.34672894
-5.02751376,5.54521794,0.01324394,0.58418297,1.79862160,2.91840456,0.05735897,2.33674743
-5.02151076,5.53422117,0.01266734,0.59005801,1.79586784,2.90392688,0.05740042,2.32581092
-5.01550775,5.51757913,0.01213614,0.59529835,1.79261492,2.88588006,0.05742211,2.31346102
-5.00950475,5.49437879,0.01165297,0.59972175,1.78825996,2.86395814,0.05740645,2.29932777
-5.00350175,5.46395419,0.01121976,0.60317082,1.78228452,2.83795777,0.05733869,2.28314290
-4.99749875,5.42591445,0.01083785,0.60551759,1.77426851,2.80779316,0.05720740,2.26474899
-4.99149575,5.38016117,0.01050799,0.60666715,1.76390038,2.77350666,0.05700496,2.24410408
-4.98549275,5.32689417,0.01023047,0.60656019,1.75098309,2.73527460,0.05672779,2.22128133
-4.97948974,5.26660497,0.01000510,0.60517423,1.73543574,2.69340748,0.05637651,2.19646367
-4.97348674,5.20005801,0.00983130,0.60252355,1.71729072,2.64834464,0.05595588,2.16993362
-4.96748374,5.12826023,0.00970811,0.59865774,1.69668658,2.60064313,0.05547458,2.14205854
-4.96148074,5.05242018,0.00963420,0.59365895,1.67385705,2.55096135,0.05494484,2.11327203
-4.95547774,4.97389829,0.00960787,0.58763786,1.64911651,2.50003789,0.05438195,2.08405234
-4.94947474,4.89415068,0.00962702,0.58072870,1.62284294,2.44866646,0.05380355,2.05489862
-4.94347174,4.81466877,0.00968915,0.57308329,1.59545881,2.39766806,0.05322896,2.02630638
-4.93746873,4.73691779,0.00979132,0.56486460,1.56741110,2.34786146,0.05267834,1.99874322
-4.93146573,4.66227680,0.00993012,0.55623993,1.53915118,2.30003351,0.05217192,1.97262610
-4.92546273,4.59198333,0.01010165,0.54737417,1.51111562,2.25491047,0.05172916,1.94830134
-4.91945973,4.52708500,0.01030151,0.53842329,1.48370869,2.21313190,0.05136801,1.92602835
-4.91345673,4.46840080,0.01052483,0.52952854,1.45728734,2.17522822,0.05110428,1.90596802
-4.90745373,4.41649348,0.01076625,0.52081141,1.43214939,2.14160306,0.05095112,1.88817627
-4.90145073,4.37165472,0.01101999,0.51236982,1.40852521,2.11252125,0.05091861,1.87260331
-4.89544772,4.33390353,0.01127992,0.50427548,1.38657328,2.08810312,0.05101354,1.85909851
-4.88944472,4.30299784,0.01153968,0.49657260,1.36637972,2.06832516,0.05123938,1.84742065
-4.88344172,4.27845875,0.01179275,0.48927808,1.34796153,2.05302725,0.05159639,1.83725318
-4.87743872,4.25960600,0.01203263,0.48238301,1.33127328,2.04192589,0.05208187,1.82822345
-4.87143572,4.24560267,0.01225299,0.47585537,1.31621686,2.03463288,0.05269058,1.81992513
-4.86543272,4.23550697,0.01244784,0.46964388,1.30265346,2.03067831,0.05341521,1.81194240
-4.85942971,4.22832809,0.01261171,0.46368269,1.29041722,2.02953688,0.05424699,1.80387487
-4.85342671,4.22308345,0.01273981,0.45789664,1.27932968,2.03065607,0.05517631,1.79536165
-4.84742371,4.21885419,0.01282823,0.45220685,1.26921425,2.03348481,0.05619327,1.78610349
-4.84142071,4.21483617,0.01287407,0.44653635,1.25990990,2.03750107,0.05728830,1.77588175
-4.83541771,4.21038390,0.01287557,0.44081543,1.25128337,2.04223721,0.05845261,1.76457318
-4.82941471,4.20504519,0.01283225,0.43498650,1.24323936,2.04730161,0.05967862,1.75215983
-4.82341171,4.19858488,0.01274493,0.42900818,1.23572807,2.05239574,0.06096017,1.73873351
-4.81740870,4.19099667,0.01261578,0.42285849,1.22874989,2.05732572,0.06229272,1.72449473
-4.81140570,4.18250255,0.01244833,0.41653697,1.22235710,2.06200804,0.06367325,1.70974610
-4.80540270,4.17354016,0.01224738,0.41006571,1.21665242,2.06646907,0.06510021,1.69488063
-4.79939970,4.16473880,0.01201893,0.40348922,1.21178477,2.07083868,0.06657319,1.68036563
-4.79339670,4.15688571,0.01177005,0.39687322,1.20794242,2.07533819,0.06809261,1.66672299
-4.78739370,4.15088427,0.01150867,0.39030245,1.20534391,2.08026362,0.06965930,1.65450692
-4.78139070,4.14770644,0.01124344,0.38387759,1.20422740,2.08596483,0.07127403,1.64428019
-4.77538769,4.14834188,0.01098344,0.37771142,1.20483884,2.09282196,0.07293705,1.63659015
-4.76938469,4.15374619,0.01073797,0.37192460,1.20741965,2.10122013,0.07464773,1.63194548
-4.76338169,4.16479074,0.01051630,0.36664096,1.21219446,2.11152382,0.07640414,1.63079485
-4.75737869,4.18221638,0.01032738,0.36198275,1.21935940,2.12405211,0.07820280,1.63350820
-4.75137569,4.20659302,0.01017963,0.35806598,1.22907156,2.13905593,0.08003852,1.64036150
-4.74537269,4.23828666,0.01008070,0.35499593,1.24143982,2.15669839,0.08190430,1.65152539
-4.73936968,4.27743521,0.01003722,0.35286310,1.25651760,2.17703911,0.08379144,1.66705797
-4.73336668,4.32393368,0.01005464,0.35173977,1.27429747,2.20002322,0.08568960,1.68690186
-4.72736368,4.37742937,0.01013711,0.35167707,1.29470807,2.22547542,0.08758708,1.71088541
-4.72136068,4.43732672,0.01028730,0.35270295,1.31761310,2.25309950,0.08947111,1.73872772
-4.71535768,4.50280144,0.01050636,0.35482089,1.34281253,2.28248321,0.09132814,1.77004715
-4.70935468,4.57282329,0.01079389,0.35800941,1.37004577,2.31310831,0.09314421,1.80437278
-4.70335168,4.64618620,0.01114795,0.36222249,1.39899685,2.34436543,0.09490526,1.84115826
-4.69734867,4.72154475,0.01156509,0.36739081,1.42930123,2.37557311,0.09659746,1.87979756
-4.69134567,4.79745547,0.01204046,0.37342376,1.46055414,2.40600028,0.09820741,1.91964197
-4.68534267,4.87242160,0.01256793,0.38021220,1.49232017,2.43489139,0.09972237,1.96001797
-4.67933967,4.94493974,0.01314025,0.38763185,1.52414387,2.46149309,0.10113042,2.00024540
-4.67333667,5.01354703,0.01374925,0.39554720,1.55556111,2.48508165,0.10242050,2.03965555
-4.66733367,5.07686730,0.01438603,0.40381590,1.58611094,2.50498986,0.10358250,2.07760878
-4.66133067,5.13365478,0.01504122,0.41229328,1.61534758,2.52063260,0.10460732,2.11351128
-4.65532766,5.18283423,0.01570517,0.42083711,1.64285241,2.53152992,0.10548684,2.14683074
-4.64932466,5.22353591,0.01636824,0.42931213,1.66824541,2.53732684,0.10621400,2.17711040
-4.64332166,5.25512458,0.01702100,0.43759446,1.69119589,2.53780905,0.10678288,2.20398138
-4.63731866,5.27722122,0.01765449,0.44557541,1.71143212,2.53291369,0.10718882,2.22717260
-4.63131566,5.28971674,0.01826036,0.45316477,1.72874937,2.52273494,0.10742855,2.24651831
-4.62531266,5.29277688,0.01883114,0.46029332,1.74301627,2.50752387,0.10750041,2.26196250
-4.61930965,5.28683786,0.01936032,0.46691431,1.75417884,2.48768254,0.10740459,2.27356011
-4.61330665,5.27259258,0.01984248,0.47300405,1.76226222,2.46375235,0.10714335,2.28147463
-4.60730365,5.25096736,0.02027337,0.47856137,1.76736962,2.43639706,0.10672128,2.28597199
-4.60130065,5.22308979,0.02064998,0.48360605,1.76967860,2.40638084,0.10614546,2.28741059
-4.59529765,5.19024846,0.02097046,0.48817620,1.76943451,2.37454228,0.10542560,2.28622769
-4.58929465,5.15384576,0.02123414,0.49232478,1.76694123,2.34176512,0.10457406,2.28292241
-4.58329165,5.11534543,0.02144142,0.49611532,1.76254953,2.30894698,0.10360579,2.27803573
-4.57728864,5.07621674,0.02159364,0.49961720,1.75664333,2.27696713,0.10253809,2.27212838
-4.57128564,5.03787757,0.02169299,0.50290057,1.74962454,2.24665481,0.10139027,2.26575737
-4.56528264,5.00163882,0.02174230,0.50603132,1.74189685,2.21875925,0.10018320,2.25945214
-4.55927964,4.96865263,0.02174489,0.50906624,1.73384943,2.19392289,0.09893873,2.25369165
-4.55327664,4.93986697,0.02170441,0.51204885,1.72584119,2.17265882,0.09767904,2.24888333
-4.54727364,4.91598878,0.02162468,0.51500590,1.71818634,2.15533357,0.09642594,2.24534528
-4.54127064,4.89745775,0.02150950,0.51794499,1.71114207,2.14215616,0.09520017,2.24329252
-4.53526763,4.88443220,0.02136258,0.52085327,1.70489893,2.13317376,0.09402076,2.24282840
-4.52926463,4.87678807,0.02118738,0.52369750,1.69957458,2.12827451,0.09290447,2.24394153
-4.52326163,4.87413141,0.02098710,0.52642527,1.69521113,2.12719714,0.09186537,2.24650878
-4.51725863,4.87582393,0.02076460,0.52896762,1.69177643,2.12954727,0.09091452,2.25030428
-4.51125563,4.88102073,0.02052241,0.53124264,1.68916926,2.13481951,0.09005994,2.25501401
-4.50525263,4.88871847,0.02026275,0.53316012,1.68722827,2.14242448,0.08930668,2.26025550
-4.49924962,4.89781173,0.01998760,0.53462683,1.68574426,2.15171940,0.08865712,2.26560151
-4.49324662,4.90715500,0.01969876,0.53555233,1.68447525,2.16204099,0.08811146,2.27060665
-4.48724362,4.91562715,0.01939795,0.53585483,1.68316371,2.17273902,0.08766831,2.27483544
-4.48124062,4.92219530,0.01908691,0.53546698,1.68155501,2.18320905,0.08732543,2.27789044
-4.47523762,4.92597497,0.01876748,0.53434114,1.67941633,2.19292271,0.08708050,2.27943891
-4.46923462,4.92628341,0.01844173,0.53245400,1.67655503,2.20145427,0.08693192,2.27923662
-4.46323162,4.92268369,0.01811201,0.52981021,1.67283559,2.20850213,0.08687953,2.27714751
-4.45722861,4.91501709,0.01778104,0.52644489,1.66819439,2.21390428,0.08692527,2.27315817
-4.45122561,4.90342237,0.01745192,0.52242492,1.66265136,2.21764708,0.08707368,2.26738635
-4.44522261,4.88834084,0.01712820,0.51784879,1.65631808,2.21986679,0.08733218,2.26008299
-4.43921961,4.87050686,0.01681381,0.51284519,1.64940172,2.22084400,0.08771119,2.25162765
-4.43321661,4.85092415,0.01651306,0.50757020,1.64220461,2.22099096,0.08822397,2.24251741
-4.42721361,4.83082881,0.01623056,0.50220330,1.63511919,2.22083247,0.08888625,2.23334974
-4.42121061,4.81164055,0.01597116,0.49694217,1.62861845,2.22098115,0.08971566,2.22479998
-4.41520760,4.79490413,0.01573979,0.49199661,1.62324212,2.22210809,0.09073086,2.21759450
-4.40920460,4.78222345,0.01554140,0.48758165,1.61957895,2.22491008,0.09195063,2.21248039
-4.40320160,4.77519088,0.01538076,0.48391021,1.61824558,2.23007489,0.09339269,2.21019323
-4.39719860,4.77531471,0.01526235,0.48118533,1.61986293,2.23824595,0.09507259,2.21142402
-4.39119560,4.78394769,0.01519020,0.47959254,1.62503065,2.24998793,0.09700244,2.21678666
-4.38519260,4.80221950,0.01516774,0.47929232,1.63430084,2.26575475,0.09918978,2.22678733
-4.37918959,4.83097595,0.01519765,0.48041317,1.64815179,2.28586128,0.10163649,2.24179705
-4.37318659,4.87072736,0.01528177,0.48304540,1.66696305,2.31046003,0.10433790,2.26202839
-4.36718359,4.92160850,0.01542093,0.48723596,1.69099266,2.33952386,0.10728205,2.28751754
-4.36118059,4.98335169,0.01561490,0.49298453,1.72035767,2.37283563,0.11044928,2.31811242
-4.35517759,5.05527468,0.01586232,0.50024103,1.75501885,2.40998527,0.11381202,2.35346748
-4.34917459,5.13628390,0.01616066,0.50890478,1.79477047,2.45037469,0.11733498,2.39304561
-4.34317159,5.22489353,0.01650620,0.51882536,1.83923558,2.49323042,0.12097557,2.43612721
-4.33716858,5.31925998,0.01689412,0.52980525,1.88786755,2.53762375,0.12468473,2.48182642
-4.33116558,5.41723081,0.01731849,0.54160415,1.93995776,2.58249770,0.12840795,2.52911397
-4.32516258,5.51640661,0.01777244,0.55394507,1.99464965,2.62669993,0.13208666,2.57684604
-4.31915958,5.61421367,0.01824829,0.56652181,2.05095856,2.66902023,0.13565978,2.62379823
-4.31315658,5.70798490,0.01873767,0.57900773,2.10779701,2.70823143,0.13906542,2.66870332
-4.30715358,5.79504587,0.01923180,0.59106554,2.16400438,2.74313186,0.14224276,2.71029170
