energy_ev,total_up,Ag_p_up,Ag_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.05152576,3.96697751,0.60204996,2.09048430,0.68246876,1.03646003,0.00035343,0.35938348,0.03431967,0.32246633
-5.04552276,4.12012553,0.62467281,2.18170915,0.69175806,1.07375753,0.00036348,0.36700774,0.03621444,0.33260867
-5.03951976,4.28360397,0.65048478,2.27678023,0.70272281,1.11475799,0.00037833,0.37565359,0.03823664,0.34339884
-5.03351676,4.45535159,0.67917849,2.37452527,0.71516182,1.15896239,0.00039757,0.38519414,0.04036418,0.35465966
-5.02751376,4.63310450,0.71038698,2.47370525,0.72885062,1.20579272,0.00042069,0.39548051,0.04257078,0.36620680
-5.02151076,4.81443590,0.74368734,2.57303541,0.74354456,1.25460230,0.00044716,0.40634465,0.04482642,0.37785348
-5.01550775,4.99680010,0.77860595,2.67120739,0.75898246,1.30468808,0.00047637,0.41760263,0.04709808,0.38941499
-5.00950475,5.17757988,0.81462526,2.76691203,0.77489057,1.35530443,0.00050767,0.42905828,0.04935040,0.40071293
-5.00350175,5.35413606,0.85119239,2.85886231,0.79098687,1.40567826,0.00054039,0.44050719,0.05154662,0.41157909
-4.99749875,5.52385832,0.88772920,2.94581598,0.80698569,1.45502519,0.00057379,0.45174081,0.05364949,0.42185885
-4.99149575,5.68421607,0.92364397,3.02659732,0.82260253,1.50256617,0.00060717,0.46255080,0.05562226,0.43141399
-4.98549275,5.83280833,0.95834421,3.10011769,0.83755911,1.54754438,0.00063979,0.47273325,0.05742972,0.44012496
-4.97948974,5.96741143,0.99125039,3.16539436,0.85158853,1.58924197,0.00067095,0.48209300,0.05903910,0.44789250
-4.97348674,6.08602336,1.02180999,3.22156732,0.86444030,1.62699594,0.00069996,0.49044769,0.06042107,0.45463869
-4.96748374,6.18690369,1.04951147,3.26791370,0.87588542,1.66021311,0.00072620,0.49763166,0.06155052,0.46030732
-4.96148074,6.26860792,1.07389743,3.30385940,0.88572101,1.68838330,0.00074910,0.50349953,0.06240726,0.46486368
-4.95547774,6.33001525,1.09457650,3.32898783,0.89377452,1.71109066,0.00076818,0.50792929,0.06297662,0.46829381
-4.94947474,6.37034896,1.11123332,3.34304542,0.89990736,1.72802244,0.00078303,0.51082504,0.06324974,0.47060319
-4.94347174,6.38918859,1.12363613,3.34594376,0.90401768,1.73897514,0.00079336,0.51211904,0.06322388,0.47181495
-4.93746873,6.38647354,1.13164157,3.33775836,0.90604220,1.74385762,0.00079896,0.51177318,0.06290236,0.47196775
-4.93146573,6.36249780,1.13519646,3.31872404,0.90595700,1.74269114,0.00079976,0.50977970,0.06229438,0.47111329
-4.92546273,6.31789600,1.13433641,3.28922696,0.90377717,1.73560622,0.00079579,0.50616126,0.06141471,0.46931353
-4.91945973,6.25362114,1.12918130,3.24979364,0.89955532,1.72283663,0.00078718,0.50097013,0.06028318,0.46663795
-4.91345673,6.17091478,1.11992792,3.20107715,0.89337891,1.70471047,0.00077416,0.49428673,0.05892399,0.46316059
-4.90745373,6.07127064,1.10684020,3.14384095,0.88536662,1.68163898,0.00075708,0.48621741,0.05736500,0.45895734
-4.90145073,5.95639310,1.09023727,3.07894083,0.87566378,1.65410335,0.00073633,0.47689163,0.05563692,0.45410331
-4.89544772,5.82815187,1.07048038,3.00730548,0.86443714,1.62264018,0.00071239,0.46645851,0.05377242,0.44867056
-4.88944472,5.68853459,1.04795894,2.92991631,0.85186919,1.58782614,0.00068581,0.45508301,0.05180526,0.44272622
-4.88344172,5.53959907,1.02307670,2.84778713,0.83815218,1.55026242,0.00065713,0.44294170,0.04976945,0.43633107
-4.87743872,5.38342653,0.99623850,2.76194411,0.82348228,1.51055959,0.00062696,0.43021841,0.04769848,0.42953859
-4.87143572,5.22207764,0.96783832,2.67340689,0.80805389,1.46932332,0.00059589,0.41709983,0.04562457,0.42239462
-4.86543272,5.05755234,0.93824904,2.58317096,0.79205450,1.42714154,0.00056453,0.40377111,0.04357803,0.41493751
-4.85942971,4.89175470,0.90781435,2.49219197,0.77566020,1.38457319,0.00053346,0.39041178,0.04158678,0.40719877
-4.85342671,4.72646322,0.87684294,2.40137215,0.75903186,1.34213899,0.00050325,0.37719190,0.03967588,0.39920417
-4.84742371,4.56330734,0.84560514,2.31154908,0.74231230,1.30031418,0.00047445,0.36426872,0.03786727,0.39097512
-4.84142071,4.40374994,0.81433176,2.22348685,0.72562417,1.25952329,0.00044758,0.35178372,0.03617953,0.38253040
-4.83541771,4.24907581,0.78321516,2.13786968,0.70906883,1.22013688,0.00042313,0.33986030,0.03462778,0.37388788
-4.82941471,4.10038567,0.75241198,2.05529789,0.69272590,1.18246994,0.00040158,0.32860199,0.03322371,0.36506626
-4.82341171,3.95859514,0.72204735,1.97628605,0.67665362,1.14678186,0.00038340,0.31809123,0.03197556,0.35608675
-4.81740870,3.82443802,0.69221997,1.90126310,0.66088975,1.11327757,0.00036904,0.30838884,0.03088829,0.34697438
-4.81140570,3.69847319,0.66300780,1.83057428,0.64545300,1.08210970,0.00035894,0.29953393,0.02996368,0.33775909
-4.80540270,3.58109428,0.63447371,1.76448450,0.63034490,1.05338140,0.00035358,0.29154446,0.02920062,0.32847633
-4.79939970,3.47254166,0.60667095,1.70318302,0.61555190,1.02714972,0.00035341,0.28441825,0.02859523,0.31916728
-4.79339670,3.37291600,0.57964796,1.64678911,0.60104782,1.00342926,0.00035893,0.27813449,0.02814117,0.30987863
-4.78739370,3.28219299,0.55345231,1.59535854,0.58679631,0.98219607,0.00037063,0.27265562,0.02782985,0.30066190
-4.78139070,3.20023875,0.52813372,1.54889057,0.57275359,0.96339168,0.00038905,0.26792955,0.02765072,0.29157245
-4.77538769,3.12682572,0.50374598,1.50733533,0.55887110,0.94692721,0.00041472,0.26389219,0.02759155,0.28266810
-4.76938469,3.06164859,0.48034787,1.47060138,0.54509823,0.93268762,0.00044821,0.26047014,0.02763865,0.27400766
-4.76338169,3.00434018,0.45800304,1.43856323,0.53138507,0.92053603,0.00049007,0.25758351,0.02777723,0.26564918
-4.75737869,2.95448689,0.43677911,1.41106862,0.51768498,0.91031816,0.00054087,0.25514871,0.02799164,0.25764829
-4.75137569,2.91164365,0.41674608,1.38794549,0.50395706,0.90186688,0.00060112,0.25308127,0.02826569,0.25005652
-4.74537269,2.87534784,0.39797420,1.36900824,0.49016847,0.89500680,0.00067133,0.25129839,0.02858295,0.24291981
-4.73936968,2.84513224,0.38053149,1.35406337,0.47629635,0.88955892,0.00075193,0.24972129,0.02892704,0.23627716
-4.73336668,2.82053631,0.36448116,1.34291415,0.46232941,0.88534522,0.00084328,0.24827722,0.02928196,0.23015956
-4.72736368,2.80111595,0.34987896,1.33536432,0.44826912,0.88219299,0.00094564,0.24690108,0.02963233,0.22458925
-4.72136068,2.78645119,0.33677074,1.33122063,0.43413035,0.87993905,0.00105914,0.24553654,0.02996372,0.21957922
-4.71535768,2.77615171,0.32519016,1.33029431,0.41994136,0.87843341,0.00118378,0.24413677,0.03026288,0.21513306
-4.70935468,2.76986028,0.31515682,1.33240145,0.40574337,0.87754253,0.00131938,0.24266456,0.03051794,0.21124513
-4.70335168,2.76725394,0.30667479,1.33736229,0.39158937,0.87715197,0.00146560,0.24109213,0.03071867,0.20790101
-4.69734867,2.76804323,0.29973156,1.34499982,0.37754249,0.87716829,0.00162192,0.23940037,0.03085654,0.20507820
-4.69134567,2.77196969,0.29429753,1.35513763,0.36367385,0.87752044,0.00178762,0.23757787,0.03092490,0.20274710
-4.68534267,2.77880212,0.29032601,1.36759756,0.35006003,0.87816022,0.00196178,0.23561957,0.03091901,0.20087223
-4.67933967,2.78833197,0.28775377,1.38219721,0.33678030,0.87906228,0.00214333,0.23352537,0.03083605,0.19941350
-4.67333667,2.80036843,0.28650202,1.39874782,0.32391379,0.88022340,0.00233101,0.23129859,0.03067507,0.19832781
-4.66733367,2.81473389,0.28647802,1.41705269,0.31153660,0.88166124,0.00252343,0.22894455,0.03043693,0.19757054
-4.66133067,2.83126001,0.28757707,1.43690660,0.29971929,0.88341271,0.00271908,0.22646928,0.03012419,0.19709732
-4.65532766,2.84978513,0.28968495,1.45809612,0.28852454,0.88553195,0.00291640,0.22387843,0.02974089,0.19686562
-4.64932466,2.87015296,0.29268070,1.48040133,0.27800541,0.88808799,0.00311378,0.22117658,0.02929244,0.19683643
-4.64332166,2.89221312,0.29643969,1.50359863,0.26820407,0.89116234,0.00330965,0.21836673,0.02878533,0.19697581
