energy_ev,total_up,Ag_p_up,Ag_d_up,In_p_up,In_d_up,S_s_up,S_p_up
-4.84142071,6.42321353,0.25802364,6.01858921,0.19217683,0.00620434,0.08630543,0.17173228
-4.83541771,6.43054107,0.25919721,6.02021452,0.19129089,0.00622851,0.08905451,0.17601114
-4.82941471,6.42815853,0.26022515,6.01216519,0.19039031,0.00623967,0.09171006,0.18038074
-4.82341171,6.41636146,0.26107536,5.99477130,0.18947746,0.00623698,0.09426088,0.18482195
-4.81740870,6.39563529,0.26172154,5.96854865,0.18855560,0.00621992,0.09669701,0.18931470
-4.81140570,6.36662983,0.26214341,5.93417387,0.18762848,0.00618823,0.09900961,0.19383823
-4.80540270,6.33012878,0.26232687,5.89245457,0.18669998,0.00614194,0.10119070,0.19837119
-4.79939970,6.28701588,0.26226421,5.84429614,0.18577390,0.00608134,0.10323303,0.20289187
-4.79339670,6.23823919,0.26195417,5.79066661,0.18485368,0.00600696,0.10512991,0.20737829
-4.78739370,6.18477514,0.26140203,5.73256118,0.18394230,0.00591955,0.10687504,0.21180839
-4.78139070,6.12759394,0.26061965,5.67096807,0.18304216,0.00582003,0.10846249,0.21616012
-4.77538769,6.06762778,0.25962532,5.60683683,0.18215510,0.00570950,0.10988671,0.22041162
-4.76938469,6.00574322,0.25844359,5.54105069,0.18128243,0.00558915,0.11114260,0.22454130
-4.76338169,5.94271852,0.25710500,5.47440377,0.18042504,0.00546028,0.11222573,0.22852813
-4.75737869,5.87922699,0.25564558,5.40758389,0.17958357,0.00532426,0.11313253,0.23235176
-4.75137569,5.81582644,0.25410631,5.34116153,0.17875857,0.00518246,0.11386059,0.23599287
-4.74537269,5.75295507,0.25253240,5.27558492,0.17795072,0.00503631,0.11440898,0.23943348
-4.73936968,5.69093333,0.25097239,5.21118119,0.17716104,0.00488717,0.11477853,0.24265734
-4.73336668,5.62997139,0.24947715,5.14816299,0.17639103,0.00473642,0.11497211,0.24565037
-4.72736368,5.57018128,0.24809875,5.08663997,0.17564285,0.00458538,0.11499477,0.24840108
-4.72136068,5.51159271,0.24688913,5.02663407,0.17491938,0.00443532,0.11485382,0.25090108
-4.71535768,5.45417162,0.24589875,4.96809772,0.17422420,0.00428745,0.11455881,0.25314547
-4.70935468,5.39783998,0.24517515,4.91093367,0.17356150,0.00414293,0.11412129,0.25513323
-4.70335168,5.34249598,0.24476139,4.85501544,0.17293582,0.00400286,0.11355449,0.25686745
-4.69734867,5.28803334,0.24469459,4.80020737,0.17235179,0.00386826,0.11287287,0.25835552
-4.69134567,5.23435898,0.24500441,4.74638326,0.17181369,0.00374008,0.11209147,0.25960908
-4.68534267,5.18140821,0.24571175,4.69344289,0.17132488,0.00361924,0.11122531,0.26064386
-4.67933967,5.12915705,0.24682750,4.64132597,0.17088731,0.00350657,0.11028869,0.26147929
-4.67333667,5.07763142,0.24835159,4.59002300,0.17050088,0.00340283,0.10929446,0.26213800
-4.66733367,5.02691314,0.25027227,4.53958311,0.17016285,0.00330874,0.10825344,0.26264506
-4.66133067,4.97714292,0.25256576,4.49011881,0.16986732,0.00322492,0.10717386,0.26302721
-4.65532766,4.92852075,0.25519632,4.44180790,0.16960481,0.00315193,0.10606106,0.26331186
-4.64932466,4.88130399,0.25811669,4.39489288,0.16936195,0.00309026,0.10491728,0.26352619
-4.64332166,4.83580370,0.26126898,4.34967818,0.16912139,0.00304029,0.10374168,0.26369611
-4.63731866,4.79237966,0.26458607,4.30652563,0.16886192,0.00300233,0.10253063,0.26384538
-4.63131566,4.75143443,0.26799331,4.26584847,0.16855877,0.00297657,0.10127811,0.26399480
-4.62531266,4.71340671,0.27141071,4.22810419,0.16818418,0.00296311,0.09997633,0.26416152
-4.61930965,4.67876422,0.27475530,4.19378633,0.16770817,0.00296193,0.09861651,0.26435860
-4.61330665,4.64799591,0.27794377,4.16341538,0.16709953,0.00297287,0.09718972,0.26459471
-4.60730365,4.62160362,0.28089514,4.13752856,0.16632686,0.00299566,0.09568770,0.26487413
-4.60130065,4.60009272,0.28353343,4.11666859,0.16535984,0.00302989,0.09410376,0.26519687
-4.59529765,4.58396160,0.28579008,4.10137113,0.16417041,0.00307501,0.09243345,0.26555909
-4.58929465,4.57368972,0.28760616,4.09215084,0.16273396,0.00313033,0.09067522,0.26595361
-4.58329165,4.56972385,0.28893413,4.08948590,0.16103045,0.00319504,0.08883079,0.26637059
-4.57728864,4.57246269,0.28973909,4.09380103,0.15904533,0.00326817,0.08690536,0.26679827
-4.57128564,4.58223951,0.28999949,4.10544918,0.15677023,0.00334865,0.08490760,0.26722378
-4.56528264,4.59930353,0.28970723,4.12469213,0.15420346,0.00343527,0.08284935,0.26763388
-4.55927964,4.62380011,0.28886720,4.15168063,0.15135014,0.00352674,0.08074520,0.26801565
-4.55327664,4.65575071,0.28749619,4.18643454,0.14822215,0.00362164,0.07861183,0.26835709
-4.54727364,4.69503335,0.28562144,4.22882409,0.14483773,0.00371851,0.07646724,0.26864751
-4.54127064,4.74136465,0.28327870,4.27855299,0.14122082,0.00381583,0.07432992,0.26887785
-4.53526763,4.79428462,0.28051011,4.33514446,0.13740029,0.00391204,0.07221799,0.26904074
-4.52926463,4.85314525,0.27736196,4.39793136,0.13340885,0.00400559,0.07014834,0.26913037
-4.52326163,4.91710402,0.27388244,4.46605114,0.12928203,0.00409492,0.06813592,0.26914226
-4.51725863,4.98512336,0.27011960,4.53844673,0.12505700,0.00417855,0.06619313,0.26907287
-4.51125563,5.05597666,0.26611958,4.61387369,0.12077147,0.00425502,0.06432938,0.26891903
-4.50525263,5.12826137,0.26192524,4.69091430,0.11646264,0.00432300,0.06255085,0.26867740
-4.49924962,5.20041941,0.25757519,4.76799841,0.11216633,0.00438127,0.06086043,0.26834386
-4.49324662,5.27076451,0.25310342,4.84343107,0.10791620,0.00442871,0.05925793,0.26791291
-4.48724362,5.33751610,0.24853932,4.91542607,0.10374325,0.00446440,0.05774035,0.26737722
-4.48124062,5.39883874,0.24390822,4.98214483,0.09967545,0.00448754,0.05630245,0.26672722
-4.47523762,5.45288598,0.23923233,5.04173924,0.09573762,0.00449753,0.05493731,0.26595093
-4.46923462,5.49784714,0.23453191,5.09239722,0.09195149,0.00449394,0.05363706,0.26503390
-4.46323162,5.53199549,0.22982676,5.13238937,0.08833589,0.00447654,0.05239363,0.26395943
-4.45722861,5.55373602,0.22513767,5.16011524,0.08490713,0.00444527,0.05119944,0.26270901
-4.45122561,5.56165108,0.22048791,5.17414734,0.08167944,0.00440025,0.05004811,0.26126293
-4.44522261,5.55454235,0.21590448,5.17327160,0.07866545,0.00434178,0.04893506,0.25960111
-4.43921961,5.53146747,0.21141918,5.15652261,0.07587669,0.00427033,0.04785797,0.25770410
-4.43321661,5.49177008,0.20706918,5.12321263,0.07332408,0.00418652,0.04681716,0.25555419
-4.42721361,5.43510223,0.20289732,5.07295319,0.07101829,0.00409111,0.04581574,0.25313655
-4.42121061,5.36143840,0.19895181,5.00566877,0.06897008,0.00398499,0.04485969,0.25044045
-4.41520760,5.27108073,0.19528554,4.92160201,0.06719045,0.00386918,0.04395772,0.24746028
-4.40920460,5.16465535,0.19195484,4.82131058,0.06569067,0.00374479,0.04312103,0.24419654
-4.40320160,5.04309994,0.18901796,4.70565570,0.06448223,0.00361301,0.04236288,0.24065655
-4.39719860,4.90764330,0.18653303,4.57578304,0.06357658,0.00347513,0.04169814,0.23685499
-4.39119560,4.75977743,0.18455592,4.43309661,0.06298478,0.00333248,0.04114269,0.23281399
-4.38519260,4.60122332,0.18313787,4.27922668,0.06271707,0.00318644,0.04071276,0.22856303
-4.37918959,4.43389157,0.18232309,4.11599282,0.06278230,0.00303843,0.04042430,0.22413844
-4.37318659,4.25983912,0.18214647,3.94536323,0.06318743,0.00288987,0.04029232,0.21958251
-4.36718359,4.08122352,0.18263149,3.76941174,0.06393689,0.00274220,0.04033021,0.21494241
-4.36118059,3.90025602,0.18378845,3.59027363,0.06503204,0.00259681,0.04054917,0.21026872
-4.35517759,3.71915491,0.18561312,3.41010164,0.06647064,0.00245511,0.04095774,0.20561391
-4.34917459,3.54010027,0.18808587,3.23102317,0.06824645,0.00231839,0.04156129,0.20103055
-4.34317159,3.36519136,0.19117141,3.05509988,0.07034884,0.00218793,0.04236174,0.19656960
-4.33716858,3.19640750,0.19481904,2.88429039,0.07276262,0.00206487,0.04335735,0.19227872
-4.33116558,3.03557334,0.19896355,2.72041702,0.07546790,0.00195028,0.04454262,0.18820070
-4.32516258,2.88432909,0.20352668,2.56513689,0.07844015,0.00184508,0.04590828,0.18437214
-4.31915958,2.74410616,0.20841908,2.41991800,0.08165033,0.00175004,0.04744146,0.18082235
-4.31315658,2.61610828,0.21354272,2.28602031,0.08506520,0.00166579,0.04912589,0.17757273
-4.30715358,2.50129844,0.21879366,2.16448203,0.08864763,0.00159275,0.05094230,0.17463630
