energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.77788894,2.61788871,-2.61788752,0.00101653,-0.00101653,0.07691419,-0.07691421,0.64790605,-0.64790590,0.23568549,-0.23568536,1.53502060,-1.53501978,0.31699293,-0.31699265,0.01419051,-0.01419051,1.58315077,-1.58315002
-5.77188594,2.65573642,-2.65573537,0.00093304,-0.00093304,0.07556059,-0.07556062,0.65092902,-0.65092890,0.23980115,-0.23980104,1.56324477,-1.56324404,0.32511263,-0.32511236,0.01407140,-0.01407141,1.60902407,-1.60902341
-5.76588294,2.68404428,-2.68404338,0.00086632,-0.00086633,0.07383206,-0.07383210,0.65162111,-0.65162103,0.24296320,-0.24296310,1.58562021,-1.58561957,0.33252887,-0.33252861,0.01388526,-0.01388527,1.62920325,-1.62920268
-5.75987994,2.70264618,-2.70264545,0.00081338,-0.00081338,0.07175681,-0.07175685,0.65003527,-0.65003523,0.24515342,-0.24515333,1.60199515,-1.60199461,0.33915776,-0.33915751,0.01363325,-0.01363325,1.64355769,-1.64355722
-5.75387694,2.71150657,-2.71150600,0.00077158,-0.00077158,0.06936820,-0.06936825,0.64624826,-0.64624825,0.24636763,-0.24636756,1.61230687,-1.61230644,0.34491905,-0.34491881,0.01331844,-0.01331844,1.65203490,-1.65203453
-5.74787394,2.71071073,-2.71071034,0.00073869,-0.00073869,0.06670386,-0.06670391,0.64035702,-0.64035705,0.24661490,-0.24661485,1.61657733,-1.61657701,0.34973629,-0.34973607,0.01294570,-0.01294570,1.65465525,-1.65465499
-5.74187094,2.70045364,-2.70045343,0.00071280,-0.00071280,0.06380456,-0.06380461,0.63247496,-0.63247503,0.24591658,-0.24591655,1.61490700,-1.61490679,0.35353742,-0.35353722,0.01252141,-0.01252141,1.65150584,-1.65150569
-5.73586793,2.68102806,-2.68102803,0.00069231,-0.00069231,0.06071321,-0.06071327,0.62272831,-0.62272841,0.24430513,-0.24430511,1.60746740,-1.60746730,0.35625562,-0.35625545,0.01205324,-0.01205325,1.64273390,-1.64273386
-5.72986493,2.65281264,-2.65281279,0.00067592,-0.00067592,0.05747377,-0.05747382,0.61125277,-0.61125291,0.24182293,-0.24182294,1.59449273,-1.59449274,0.35783063,-0.35783048,0.01154987,-0.01154988,1.62854019,-1.62854026
-5.72386193,2.61626064,-2.61626097,0.00066253,-0.00066253,0.05413013,-0.05413019,0.59819056,-0.59819073,0.23852105,-0.23852107,1.57627115,-1.57627128,0.35821038,-0.35821025,0.01102067,-0.01102067,1.60917273,-1.60917292
-5.71785893,2.57188978,-2.57189028,0.00065129,-0.00065129,0.05072522,-0.05072528,0.58368791,-0.58368811,0.23445803,-0.23445807,1.55313605,-1.55313629,0.35735293,-0.35735284,0.01047544,-0.01047545,1.58492120,-1.58492149
-5.71185593,2.52027339,-2.52027407,0.00064148,-0.00064148,0.04730008,-0.04730014,0.56789318,-0.56789342,0.22969876,-0.22969882,1.52545776,-1.52545810,0.35522861,-0.35522855,0.00992414,-0.00992414,1.55611200,-1.55611241
-5.70585293,2.46203303,-2.46203388,0.00063255,-0.00063255,0.04389310,-0.04389316,0.55095551,-0.55095578,0.22431346,-0.22431353,1.49363588,-1.49363633,0.35182212,-0.35182210,0.00937658,-0.00937659,1.52310426,-1.52310478
-5.69984992,2.39783236,-2.39783338,0.00062403,-0.00062403,0.04053940,-0.04053946,0.53302395,-0.53302425,0.21837672,-0.21837681,1.45809258,-1.45809312,0.34713462,-0.34713463,0.00884227,-0.00884228,1.48628645,-1.48628707
-5.69384692,2.32837210,-2.32837327,0.00061557,-0.00061557,0.03727039,-0.03727044,0.51424708,-0.51424741,0.21196666,-0.21196676,1.41926667,-1.41926731,0.34118543,-0.34118548,0.00833013,-0.00833014,1.44607358,-1.44607430
-5.68784392,2.25438556,-2.25438687,0.00060686,-0.00060686,0.03411342,-0.03411347,0.49477303,-0.49477338,0.20516411,-0.20516422,1.37760873,-1.37760945,0.33401343,-0.33401352,0.00784841,-0.00784842,1.40290468,-1.40290548
-5.68184092,2.17663435,-2.17663580,0.00059765,-0.00059765,0.03109164,-0.03109170,0.47474957,-0.47474995,0.19805182,-0.19805195,1.33357689,-1.33357769,0.32567780,-0.32567792,0.00740447,-0.00740448,1.35724024,-1.35724113
-5.67583792,2.09590372,-2.09590528,0.00058776,-0.00058776,0.02822397,-0.02822402,0.45432452,-0.45432491,0.19071369,-0.19071383,1.28763337,-1.28763424,0.31625806,-0.31625821,0.00700474,-0.00700474,1.30955942,-1.30956039
-5.66983492,2.01299704,-2.01299870,0.00057701,-0.00057701,0.02552518,-0.02552523,0.43364589,-0.43364630,0.18323388,-0.18323403,1.24024131,-1.24024223,0.30585344,-0.30585363,0.00665459,-0.00665460,1.26035650,-1.26035753
-5.66383192,1.92872909,-1.92873084,0.00056527,-0.00056527,0.02300612,-0.02300616,0.41286205,-0.41286247,0.17569589,-0.17569604,1.19186177,-1.19186274,0.29458143,-0.29458164,0.00635834,-0.00635834,1.21013660,-1.21013769
-5.65782891,1.84391789,-1.84391969,0.00055244,-0.00055244,0.02067397,-0.02067401,0.39212154,-0.39212197,0.16818150,-0.16818166,1.14295075,-1.14295176,0.28257550,-0.28257574,0.00611915,-0.00611916,1.15941034,-1.15941146
-5.65182591,1.75937482,-1.75937667,0.00053843,-0.00053843,0.01853263,-0.01853267,0.37157259,-0.37157303,0.16076966,-0.16076982,1.09395583,-1.09395687,0.26998226,-0.26998252,0.00593907,-0.00593908,1.10868741,-1.10868856
-5.64582291,1.67589340,-1.67589527,0.00052320,-0.00052320,0.01658308,-0.01658312,0.35136227,-0.35136271,0.15353523,-0.15353539,1.04531251,-1.04531357,0.25695788,-0.25695816,0.00581899,-0.00581899,1.05846921,-1.05847037
-5.63981991,1.59423659,-1.59423846,0.00050674,-0.00050674,0.01482379,-0.01482382,0.33163525,-0.33163569,0.14654767,-0.14654783,0.99743999,-0.99744106,0.24366419,-0.24366448,0.00575866,-0.00575866,1.00924053,-1.00924170
-5.63381691,1.51512329,-1.51512514,0.00048905,-0.00048905,0.01325108,-0.01325111,0.31253224,-0.31253267,0.13986972,-0.13986988,0.95073653,-0.95073759,0.23026442,-0.23026471,0.00575672,-0.00575672,0.96146067,-0.96146183
-5.62781391,1.43921448,-1.43921629,0.00047018,-0.00047018,0.01185960,-0.01185963,0.29418807,-0.29418850,0.13355610,-0.13355625,0.90557437,-0.90557541,0.21691889,-0.21691918,0.00581071,-0.00581071,0.91555432,-0.91555545
-5.62181091,1.36709953,-1.36710129,0.00045021,-0.00045021,0.01064259,-0.01064262,0.27672961,-0.27673002,0.12765226,-0.12765241,0.86229441,-0.86229543,0.20378081,-0.20378110,0.00591711,-0.00591710,0.87190247,-0.87190357
-5.61580790,1.29928346,-1.29928515,0.00042923,-0.00042923,0.00959225,-0.00959227,0.26027349,-0.26027388,0.12219339,-0.12219353,0.82120081,-0.82120179,0.19099236,-0.19099266,0.00607137,-0.00607137,0.83083404,-0.83083509
-5.60980490,1.23617580,-1.23617740,0.00040737,-0.00040737,0.00870000,-0.00870002,0.24492380,-0.24492417,0.11720352,-0.11720365,0.78255573,-0.78255668,0.17868125,-0.17868153,0.00626803,-0.00626803,0.79261831,-0.79261931
-5.60380190,1.17808159,-1.17808309,0.00038480,-0.00038481,0.00795672,-0.00795674,0.23076993,-0.23077028,0.11269499,-0.11269511,0.74657457,-0.74657547,0.16695780,-0.16695807,0.00650075,-0.00650074,0.75745890,-0.75745984
-5.59779890,1.12519517,-1.12519657,0.00036170,-0.00036170,0.00735292,-0.00735293,0.21788443,-0.21788476,0.10866825,-0.10866836,0.71342182,-0.71342265,0.15591283,-0.15591309,0.00676241,-0.00676241,0.72548941,-0.72549028
-5.59179590,1.07759708,-1.07759836,0.00033824,-0.00033824,0.00687889,-0.00687890,0.20632131,-0.20632161,0.10511196,-0.10511206,0.68320788,-0.68320866,0.14561624,-0.14561648,0.00704529,-0.00704528,0.69677102,-0.69677183
-5.58579290,1.03525434,-1.03525552,0.00031463,-0.00031463,0.00652480,-0.00652481,0.19611450,-0.19611477,0.10200356,-0.10200365,0.65598707,-0.65598778,0.13611641,-0.13611663,0.00734116,-0.00734115,0.67129239,-0.67129313
-5.57978989,0.99802433,-0.99802539,0.00029108,-0.00029108,0.00628081,-0.00628082,0.18727690,-0.18727714,0.09931010,-0.09931018,0.63175688,-0.63175754,0.12744039,-0.12744060,0.00764150,-0.00764149,0.64897169,-0.64897236
-5.57378689,0.96566193,-0.96566288,0.00026779,-0.00026779,0.00613705,-0.00613705,0.17979972,-0.17979994,0.09698956,-0.09698964,0.61045873,-0.61045931,0.11959487,-0.11959505,0.00793767,-0.00793766,0.62966090,-0.62966149
-5.56778389,0.93783001,-0.93783085,0.00024496,-0.00024496,0.00608370,-0.00608370,0.17365246,-0.17365264,0.09499242,-0.09499248,0.59198010,-0.59198062,0.11256770,-0.11256787,0.00822112,-0.00822112,0.61315214,-0.61315266
-5.56178089,0.91411262,-0.91411336,0.00022277,-0.00022277,0.00611102,-0.00611102,0.16878326,-0.16878342,0.09326344,-0.09326349,0.57615824,-0.57615870,0.10633013,-0.10633028,0.00848365,-0.00848364,0.59918592,-0.59918638
-5.55577789,0.89403059,-0.89403124,0.00020139,-0.00020139,0.00620933,-0.00620934,0.16511989,-0.16512002,0.09174372,-0.09174377,0.56278520,-0.56278561,0.10083939,-0.10083952,0.00871758,-0.00871758,0.58746084,-0.58746125
-5.54977489,0.87705883,-0.87705939,0.00018095,-0.00018096,0.00636909,-0.00636909,0.16257111,-0.16257122,0.09037285,-0.09037289,0.55161410,-0.55161445,0.09604167,-0.09604179,0.00891605,-0.00891605,0.57764452,-0.57764487
-5.54377189,0.86264477,-0.86264527,0.00016160,-0.00016160,0.00658086,-0.00658086,0.16102864,-0.16102873,0.08909103,-0.08909107,0.54236652,-0.54236682,0.09187524,-0.09187534,0.00907319,-0.00907319,0.56938528,-0.56938559
-5.53776888,0.85022729,-0.85022772,0.00014342,-0.00014343,0.00683545,-0.00683545,0.16036941,-0.16036949,0.08784119,-0.08784123,0.53474077,-0.53474103,0.08827370,-0.08827379,0.00918434,-0.00918434,0.56232422,-0.56232449
-5.53176588,0.83925548,-0.83925586,0.00012650,-0.00012650,0.00712393,-0.00712393,0.16045840,-0.16045845,0.08657099,-0.08657103,0.52842073,-0.52842096,0.08516923,-0.08516930,0.00924622,-0.00924622,0.55610726,-0.55610750
-5.52576288,0.82920666,-0.82920700,0.00011086,-0.00011086,0.00743772,-0.00743772,0.16115161,-0.16115165,0.08523454,-0.08523457,0.52308518,-0.52308538,0.08249560,-0.08249565,0.00925708,-0.00925708,0.55039679,-0.55039701
-5.51975988,0.81960320,-0.81960351,0.00009655,-0.00009655,0.00776877,-0.00776877,0.16229949,-0.16229952,0.08379391,-0.08379394,0.51841714,-0.51841731,0.08019111,-0.08019116,0.00921679,-0.00921679,0.54488254,-0.54488274
-5.51375688,0.81002760,-0.81002789,0.00008355,-0.00008355,0.00810966,-0.00810966,0.16375048,-0.16375050,0.08222035,-0.08222038,0.51411319,-0.51411334,0.07820120,-0.07820124,0.00912692,-0.00912692,0.53929148,-0.53929166
-5.50775388,0.80013553,-0.80013580,0.00007186,-0.00007186,0.00845376,-0.00845376,0.16535470,-0.16535471,0.08049513,-0.08049517,0.50989239,-0.50989254,0.07648068,-0.07648071,0.00899073,-0.00899073,0.53339643,-0.53339660
-5.50175088,0.78966660,-0.78966686,0.00006142,-0.00006142,0.00879542,-0.00879542,0.16696766,-0.16696768,0.07861006,-0.07861009,0.50550464,-0.50550478,0.07499568,-0.07499570,0.00881316,-0.00881316,0.52702323,-0.52702340
-5.49574787,0.77845264,-0.77845289,0.00005220,-0.00005220,0.00913019,-0.00913019,0.16845398,-0.16845400,0.07656761,-0.07656765,0.50073821,-0.50073835,0.07372522,-0.07372524,0.00860073,-0.00860073,0.52005639,-0.52005656
-5.48974487,0.76642344,-0.76642368,0.00004413,-0.00004413,0.00945493,-0.00945493,0.16969081,-0.16969083,0.07438082,-0.07438085,0.49542633,-0.49542647,0.07266232,-0.07266233,0.00836143,-0.00836143,0.51244308,-0.51244325
-5.48374187,0.75360981,-0.75361004,0.00003714,-0.00003714,0.00976808,-0.00976808,0.17057114,-0.17057116,0.07207275,-0.07207279,0.48945263,-0.48945278,0.07181476,-0.07181476,0.00810457,-0.00810457,0.50419547,-0.50419564
-5.47773887,0.74014417,-0.74014439,0.00003117,-0.00003117,0.01006973,-0.01006973,0.17100659,-0.17100662,0.06967582,-0.06967586,0.48275534,-0.48275550,0.07120540,-0.07120539,0.00784057,-0.00784058,0.49539141,-0.49539157
-5.47173587,0.72625848,-0.72625869,0.00002615,-0.00002615,0.01036182,-0.01036182,0.17092986,-0.17092989,0.06723078,-0.06723082,0.47533001,-0.47533017,0.07087212,-0.07087210,0.00758078,-0.00758078,0.48617346,-0.48617362
-5.46573287,0.71227980,-0.71227999,0.00002201,-0.00002201,0.01064818,-0.01064818,0.17029646,-0.17029650,0.06478560,-0.06478564,0.46723081,-0.46723098,0.07086735,-0.07086732,0.00733716,-0.00733716,0.47674635,-0.47674649
-5.45972986,0.69862339,-0.69862356,0.00001870,-0.00001870,0.01093456,-0.01093455,0.16908593,-0.16908598,0.06239418,-0.06239421,0.45857026,-0.45857043,0.07125714,-0.07125710,0.00712213,-0.00712213,0.46737283,-0.46737296
-5.45372686,0.68578364,-0.68578378,0.00001618,-0.00001618,0.01122861,-0.01122861,0.16730228,-0.16730233,0.06011490,-0.06011493,0.44951736,-0.44951753,0.07211988,-0.07211982,0.00694820,-0.00694820,0.45836811,-0.45836823
-5.44772386,0.67432276,-0.67432285,0.00001443,-0.00001443,0.01153980,-0.01153980,0.16497369,-0.16497376,0.05800924,-0.05800927,0.44029416,-0.44029433,0.07354453,-0.07354446,0.00682776,-0.00682775,0.45009286,-0.45009295
-5.44172086,0.66485750,-0.66485754,0.00001344,-0.00001344,0.01187918,-0.01187917,0.16215151,-0.16215158,0.05614020,-0.05614022,0.43117077,-0.43117094,0.07562855,-0.07562847,0.00677275,-0.00677274,0.44294486,-0.44294492
-5.43571786,0.65804409,-0.65804406,0.00001324,-0.00001324,0.01225916,-0.01225916,0.15890845,-0.15890852,0.05457081,-0.05457082,0.42245890,-0.42245905,0.07847535,-0.07847525,0.00679441,-0.00679440,0.43734951,-0.43734953
-5.42971486,0.65456150,-0.65456139,0.00001388,-0.00001388,0.01269322,-0.01269321,0.15533620,-0.15533628,0.05336262,-0.05336262,0.41450408,-0.41450421,0.08219141,-0.08219128,0.00690298,-0.00690297,0.43374923,-0.43374921
-5.42371186,0.65509338,-0.65509319,0.00001545,-0.00001545,0.01319543,-0.01319542,0.15154236,-0.15154244,0.05257418,-0.05257417,0.40767669,-0.40767680,0.08688307,-0.08688292,0.00710743,-0.00710742,0.43259200,-0.43259192
-5.41770885,0.66030910,-0.66030880,0.00001808,-0.00001808,0.01378007,-0.01378006,0.14764695,-0.14764702,0.05225965,-0.05225963,0.40236209,-0.40236218,0.09265311,-0.09265293,0.00741518,-0.00741517,0.43431920,-0.43431906
-5.41170585,0.67084405,-0.67084364,0.00002195,-0.00002195,0.01446109,-0.01446108,0.14377852,-0.14377859,0.05246738,-0.05246736,0.39894999,-0.39895005,0.09959707,-0.09959687,0.00783183,-0.00783182,0.43935312,-0.43935291
-5.40570285,0.68728004,-0.68727951,0.00002729,-0.00002729,0.01525162,-0.01525160,0.14007011,-0.14007018,0.05323866,-0.05323863,0.39782349,-0.39782350,0.10779956,-0.10779933,0.00836096,-0.00836094,0.44808430,-0.44808402
-5.39969985,0.71012604,-0.71012539,0.00003440,-0.00003440,0.01616341,-0.01616339,0.13665508,-0.13665514,0.05460650,-0.05460646,0.39934800,-0.39934796,0.11733056,-0.11733030,0.00900386,-0.00900384,0.46085919,-0.46085884
-5.39369685,0.73980013,-0.73979934,0.00004366,-0.00004366,0.01720635,-0.01720633,0.13366312,-0.13366317,0.05659463,-0.05659457,0.40386047,-0.40386039,0.12824197,-0.12824168,0.00975940,-0.00975937,0.47796846,-0.47796803
-5.38769385,0.77661312,-0.77661220,0.00005549,-0.00005549,0.01838803,-0.01838800,0.13121650,-0.13121653,0.05921661,-0.05921654,0.41165927,-0.41165914,0.14056438,-0.14056406,0.01062384,-0.01062382,0.49963636,-0.49963584
-5.38169085,0.82075471,-0.82075365,0.00007044,-0.00007044,0.01971329,-0.01971326,0.12942669,-0.12942671,0.06247520,-0.06247512,0.42299495,-0.42299477,0.15430443,-0.15430407,0.01159080,-0.01159078,0.52601158,-0.52601097
-5.37568784,0.87228260,-0.87228141,0.00008913,-0.00008913,0.02118399,-0.02118396,0.12839158,-0.12839158,0.06636196,-0.06636187,0.43806235,-0.43806211,0.16944266,-0.16944228,0.01265118,-0.01265115,0.55715998,-0.55715929
-5.36968484,0.93111536,-0.93111404,0.00011227,-0.00011227,0.02279876,-0.02279872,0.12819322,-0.12819321,0.07085711,-0.07085701,0.45699422,-0.45699392,0.18593225,-0.18593184,0.01379325,-0.01379322,0.59305960,-0.59305884
-5.36368184,0.99702928,-0.99702785,0.00014069,-0.00014069,0.02455297,-0.02455293,0.12889635,-0.12889632,0.07592972,-0.07592961,0.47985661,-0.47985625,0.20369854,-0.20369810,0.01500274,-0.01500271,0.63359815,-0.63359731
-5.35767884,1.06965977,-1.06965822,0.00017529,-0.00017529,0.02643882,-0.02643878,0.13054752,-0.13054747,0.08153823,-0.08153812,0.50664619,-0.50664577,0.22263943,-0.22263897,0.01626309,-0.01626306,0.67857322,-0.67857230
-5.35167584,1.14850719,-1.14850555,0.00021709,-0.00021709,0.02844550,-0.02844546,0.13317499,-0.13317493,0.08763132,-0.08763120,0.53728951,-0.53728904,0.24262687,-0.24262640,0.01755576,-0.01755572,0.72769533,-0.72769435
-5.34567284,1.23294727,-1.23294554,0.00026719,-0.00026719,0.03055962,-0.03055958,0.13678926,-0.13678919,0.09414907,-0.09414894,0.57164426,-0.57164374,0.26350923,-0.26350873,0.01886055,-0.01886051,0.78059375,-0.78059273
