energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.86193097,1.91655110,0.49883301,0.30542479,0.00373713,0.15444560,0.40992449,0.40614567,0.01843502,1.13338795
-5.85592796,1.87649868,0.48458350,0.30065140,0.00401064,0.14277236,0.38619003,0.40498269,0.01821704,1.11060857
-5.84992496,1.83741273,0.47083021,0.29602361,0.00428764,0.13136047,0.36326657,0.40428191,0.01790045,1.08805242
-5.84392196,1.79979724,0.45769933,0.29159863,0.00456444,0.12031990,0.34140231,0.40411811,0.01748963,1.06597909
-5.83791896,1.76404861,0.44527804,0.28742016,0.00483700,0.10974367,0.32080210,0.40454628,0.01699101,1.04458626
-5.83191596,1.73045704,0.43361594,0.28351900,0.00510101,0.09970746,0.30162715,0.40560233,0.01641279,1.02401107
-5.82591296,1.69921313,0.42272814,0.27991441,0.00535198,0.09026961,0.28399637,0.40730491,0.01576469,1.00433476
-5.81990995,1.67041939,0.41259979,0.27661607,0.00558537,0.08147182,0.26798928,0.40965806,0.01505759,0.98559015
-5.81390695,1.64410549,0.40319179,0.27362649,0.00579669,0.07334014,0.25365006,0.41265454,0.01430321,0.96777145
-5.80790395,1.62024623,0.39444725,0.27094382,0.00598166,0.06588642,0.24099249,0.41627955,0.01351373,0.95084577
-5.80190095,1.59878100,0.38629841,0.26856469,0.00613630,0.05910989,0.23000543,0.42051459,0.01270151,0.93476558
-5.79589795,1.57963353,0.37867363,0.26648706,0.00625712,0.05299903,0.22065845,0.42534111,0.01187871,0.91948135
-5.78989495,1.56273051,0.37150397,0.26471273,0.00634118,0.04753343,0.21290734,0.43074377,0.01105708,0.90495359
-5.78389195,1.54801805,0.36472918,0.26324954,0.00638625,0.04268567,0.20669910,0.43671294,0.01024770,0.89116359
-5.77788894,1.53547490,0.35830269,0.26211287,0.00639086,0.03842314,0.20197629,0.44324640,0.00946078,0.87812216
-5.77188594,1.52512172,0.35219537,0.26132657,0.00635437,0.03470965,0.19868045,0.45034998,0.00870557,0.86587592
-5.76588294,1.51702588,0.34639795,0.26092311,0.00627699,0.03150698,0.19675454,0.45803720,0.00799023,0.85451071
-5.75987994,1.51130157,0.34092201,0.26094295,0.00615981,0.02877614,0.19614428,0.46632781,0.00732184,0.84415205
-5.75387694,1.50810538,0.33579952,0.26143326,0.00600474,0.02647842,0.19679853,0.47524547,0.00670637,0.83496251
-5.74787394,1.50762766,0.33108102,0.26244586,0.00581445,0.02457622,0.19866864,0.48481464,0.00614874,0.82713628
-5.74187094,1.51008044,0.32683269,0.26403481,0.00559232,0.02303367,0.20170708,0.49505691,0.00565286,0.82089128
-5.73586793,1.51568268,0.32313239,0.26625343,0.00534228,0.02181705,0.20586545,0.50598717,0.00522173,0.81645917
-5.72986493,1.52464382,0.32006500,0.26915127,0.00506872,0.02089498,0.21109201,0.51760968,0.00485751,0.81407409
-5.72386193,1.53714684,0.31771740,0.27277092,0.00477635,0.02023855,0.21732917,0.52991449,0.00456161,0.81396047
-5.71785893,1.55333175,0.31617328,0.27714506,0.00447003,0.01982118,0.22451097,0.54287449,0.00433474,0.81632087
-5.71185593,1.57328051,0.31550812,0.28229377,0.00415466,0.01961854,0.23256083,0.55644309,0.00417699,0.82132425
-5.70585293,1.59700439,0.31578460,0.28822227,0.00383501,0.01960830,0.24138984,0.57055300,0.00408785,0.82909548
-5.69984992,1.62443414,0.31704863,0.29491922,0.00351563,0.01976985,0.25089552,0.58511592,0.00406626,0.83970631
-5.69384692,1.65541365,0.31932609,0.30235565,0.00320074,0.02008402,0.26096145,0.60002333,0.00411056,0.85316844
-5.68784392,1.68969721,0.32262054,0.31048449,0.00289410,0.02053277,0.27145753,0.61514828,0.00421853,0.86942870
-5.68184092,1.72695033,0.32691182,0.31924073,0.00259899,0.02109894,0.28224107,0.63034804,0.00438729,0.88836663
-5.67583792,1.76675397,0.33215554,0.32854218,0.00231817,0.02176598,0.29315854,0.64546748,0.00461334,0.90979428
-5.66983492,1.80861170,0.33828349,0.33829072,0.00205382,0.02251771,0.30404804,0.66034296,0.00489245,0.93345822
-5.66383192,1.85195934,0.34520485,0.34837398,0.00180755,0.02333815,0.31474216,0.67480652,0.00521965,0.95904354
-5.65782891,1.89617655,0.35280795,0.35866732,0.00158046,0.02421137,0.32507136,0.68869014,0.00558923,0.98617952
-5.65182591,1.94059968,0.36096277,0.36903609,0.00137312,0.02512142,0.33486744,0.70182985,0.00599471,1.01444665
-5.64582291,1.98453535,0.36952369,0.37933794,0.00118566,0.02605224,0.34396718,0.71406955,0.00642884,1.04338483
-5.63981991,2.02727429,0.37833269,0.38942531,0.00101780,0.02698767,0.35221581,0.72526440,0.00688372,1.07250227
-5.63381691,2.06810506,0.38722260,0.39914780,0.00086890,0.02791153,0.35947037,0.73528360,0.00735083,1.10128499
-5.62781391,2.10632712,0.39602057,0.40835461,0.00073809,0.02880764,0.36560267,0.74401268,0.00782114,1.12920654
-5.62181091,2.14126343,0.40455151,0.41689687,0.00062425,0.02966003,0.37050187,0.75135512,0.00828533,1.15573792
-5.61580790,2.17227204,0.41264146,0.42462991,0.00052613,0.03045304,0.37407658,0.75723346,0.00873390,1.18035737
-5.60980490,2.19875692,0.42012100,0.43141555,0.00044238,0.03117158,0.37625644,0.76158997,0.00915744,1.20256008
-5.60380190,2.22017792,0.42682835,0.43712424,0.00037162,0.03180135,0.37699319,0.76438682,0.00954680,1.22186760
-5.59779890,2.23605985,0.43261249,0.44163723,0.00031246,0.03232908,0.37626127,0.76560603,0.00989339,1.23783692
-5.59179590,2.24600082,0.43733601,0.44484871,0.00026354,0.03274285,0.37405781,0.76524915,0.01018936,1.25006907
-5.58579290,2.24967966,0.44087771,0.44666788,0.00022358,0.03303231,0.37040231,0.76333687,0.01042787,1.25821723
-5.57978989,2.24686258,0.44313499,0.44702093,0.00019137,0.03318899,0.36533585,0.75990849,0.01060325,1.26199407
-5.57378689,2.23740883,0.44402595,0.44585297,0.00016581,0.03320653,0.35891991,0.75502141,0.01071121,1.26117829
-5.56778389,2.22127528,0.44349103,0.44312975,0.00014588,0.03308087,0.35123497,0.74875061,0.01074894,1.25562017
-5.56178089,2.19851987,0.44149440,0.43883915,0.00013070,0.03281047,0.34237879,0.74118823,0.01071523,1.24524588
-5.55577789,2.16930363,0.43802477,0.43299243,0.00011947,0.03239638,0.33246451,0.73244307,0.01061046,1.23006052
-5.54977489,2.13389115,0.43309585,0.42562506,0.00011149,0.03184228,0.32161856,0.72264016,0.01043660,1.21014957
-5.54377189,2.09264939,0.42674619,0.41679711,0.00010618,0.03115453,0.30997851,0.71192033,0.01019713,1.18567883
-5.53776888,2.04604465,0.41903860,0.40659327,0.00010300,0.03034202,0.29769073,0.70043973,0.00989692,1.15689249
-5.53176588,1.99463779,0.41005906,0.39512217,0.00010153,0.02941604,0.28490808,0.68836922,0.00954205,1.12410963
-5.52576288,1.93907739,0.39991511,0.38251532,0.00010139,0.02839007,0.27178755,0.67589378,0.00913960,1.08771891
-5.51975988,1.88009131,0.38873383,0.36892541,0.00010225,0.02727948,0.25848784,0.66321161,0.00869744,1.04817170
-5.51375688,1.81847640,0.37665948,0.35452412,0.00010387,0.02610121,0.24516710,0.65053314,0.00822393,1.00597372
-5.50775388,1.75508669,0.36385080,0.33949947,0.00010600,0.02487342,0.23198060,0.63807973,0.00772773,0.96167548
-5.50175088,1.69082028,0.35047803,0.32405271,0.00010846,0.02361507,0.21907857,0.62608206,0.00721750,0.91586169
-5.49574787,1.62660508,0.33671990,0.30839495,0.00011109,0.02234554,0.20660407,0.61477809,0.00670166,0.86913996
-5.48974487,1.56338357,0.32276034,0.29274340,0.00011374,0.02108420,0.19469107,0.60441065,0.00618820,0.82212912
-5.48374187,1.50209712,0.30878539,0.27731763,0.00011632,0.01985003,0.18346264,0.59522440,0.00568451,0.77544745
-5.47773887,1.44366971,0.29497997,0.26233562,0.00011872,0.01866127,0.17302926,0.58746226,0.00519719,0.72970104
-5.47173587,1.38899164,0.28152481,0.24800992,0.00012086,0.01753504,0.16348740,0.58136122,0.00473195,0.68547279
-5.46573287,1.33890328,0.26859355,0.23454388,0.00012269,0.01648708,0.15491827,0.57714752,0.00429355,0.64331195
-5.45972986,1.29417925,0.25634990,0.22212814,0.00012417,0.01553153,0.14738677,0.57503124,0.00388577,0.60372477
-5.45372686,1.25551309,0.24494507,0.21093728,0.00012526,0.01468067,0.14094069,0.57520030,0.00351138,0.56716620
-5.44772386,1.22350292,0.23451533,0.20112694,0.00012594,0.01394484,0.13561023,0.57781422,0.00317219,0.53403289
-5.44172086,1.19863825,0.22517984,0.19283117,0.00012620,0.01333235,0.13140767,0.58299750,0.00286910,0.50465744
-5.43571786,1.18128825,0.21703871,0.18616028,0.00012606,0.01284943,0.12832750,0.59083311,0.00260219,0.47930420
-5.42971486,1.17169188,0.21017127,0.18119909,0.00012552,0.01250027,0.12634670,0.60135630,0.00237078,0.45816639
-5.42371186,1.16995012,0.20463470,0.17800563,0.00012460,0.01228710,0.12542547,0.61454895,0.00217353,0.44136469
-5.41770885,1.17602079,0.20046293,0.17661034,0.00012332,0.01221027,0.12550824,0.63033492,0.00200861,0.42894719
-5.41170585,1.18971605,0.19766597,0.17701575,0.00012173,0.01226842,0.12652502,0.64857666,0.00187370,0.42089069
-5.40570285,1.21070310,0.19622952,0.17919658,0.00011983,0.01245864,0.12839306,0.66907338,0.00176619,0.41710327
-5.39969985,1.23850811,0.19611518,0.18310034,0.00011768,0.01277666,0.13101880,0.69156112,0.00168320,0.41742804
-5.39369685,1.27252353,0.19726100,0.18864845,0.00011530,0.01321707,0.13430012,0.71571480,0.00162172,0.42164790
-5.38769385,1.31201887,0.19958262,0.19573769,0.00011272,0.01377347,0.13812873,0.74115249,0.00157868,0.42949131
-5.38169085,1.35615468,0.20297481,0.20424211,0.00010996,0.01443874,0.14239273,0.76744176,0.00155099,0.44063885
-5.37568784,1.40399968,0.20731362,0.21401537,0.00010705,0.01520513,0.14697919,0.79410821,0.00153564,0.45473036
-5.36968484,1.45455033,0.21245890,0.22489331,0.00010401,0.01606446,0.15177670,0.82064580,0.00152974,0.47137268
-5.36368184,1.50675269,0.21825729,0.23669687,0.00010086,0.01700825,0.15667780,0.84652878,0.00153053,0.49014755
-5.35767884,1.55952557,0.22454550,0.24923518,0.00009759,0.01802775,0.16158116,0.87122472,0.00153549,0.51061971
-5.35167584,1.61178448,0.23115385,0.26230886,0.00009423,0.01911404,0.16639342,0.89420831,0.00154228,0.53234492
-5.34567284,1.66246547,0.23790996,0.27571334,0.00009078,0.02025797,0.17103065,0.91497527,0.00154885,0.55487762
-5.33966983,1.71054814,0.24464245,0.28924220,0.00008725,0.02145017,0.17541941,0.93305583,0.00155339,0.57777822
-5.33366683,1.75507697,0.25118453,0.30269043,0.00008364,0.02268094,0.17949718,0.94802733,0.00155436,0.60061981
-5.32766383,1.79518031,0.25737738,0.31585759,0.00007995,0.02394019,0.18321249,0.95952536,0.00155052,0.62299404
-5.32166083,1.83008649,0.26307321,0.32855075,0.00007620,0.02521726,0.18652441,0.96725301,0.00154089,0.64451630
-5.31565783,1.85913647,0.26813791,0.34058713,0.00007239,0.02650089,0.18940169,0.97098785,0.00152478,0.66483000
-5.30965483,1.88179291,0.27245318,0.35179658,0.00006854,0.02777903,0.19182160,0.97058651,0.00150175,0.68360990
-5.30365183,1.89764545,0.27591816,0.36202365,0.00006465,0.02903883,0.19376845,0.96598656,0.00147163,0.70056474
-5.29764882,1.90641223,0.27845053,0.37112939,0.00006074,0.03026657,0.19523204,0.95720585,0.00143448,0.71543896
-5.29164582,1.90793808,0.27998702,0.37899287,0.00005684,0.03144769,0.19620606,0.94433932,0.00139055,0.72801391
-5.28564282,1.90218954,0.28048347,0.38551234,0.00005295,0.03256689,0.19668664,0.92755360,0.00134030,0.73810832
-5.27963982,1.88924732,0.27991441,0.39060618,0.00004911,0.03360832,0.19667109,0.90707966,0.00128433,0.74557858
-5.27363682,1.86929687,0.27827227,0.39421360,0.00004533,0.03455578,0.19615701,0.88320388,0.00122339,0.75031852
-5.26763382,1.84261740,0.27556634,0.39629508,0.00004164,0.03539309,0.19514170,0.85625811,0.00115831,0.75225922
-5.26163082,1.80957020,0.27182141,0.39683262,0.00003806,0.03610448,0.19362213,0.82660910,0.00108999,0.75136857
-5.25562781,1.77058671,0.26707643,0.39582980,0.00003460,0.03667503,0.19159518,0.79464764,0.00101936,0.74765092
-5.24962481,1.72615676,0.26138298,0.39331161,0.00003129,0.03709121,0.18905843,0.76077814,0.00094737,0.74114664
-5.24362181,1.67681746,0.25480387,0.38932409,0.00002815,0.03734131,0.18601120,0.72540868,0.00087492,0.73193170
-5.23761881,1.62314285,0.24741170,0.38393369,0.00002518,0.03741606,0.18245594,0.68894209,0.00080290,0.72011708
-5.23161581,1.56573461,0.23928753,0.37722640,0.00002239,0.03730903,0.17839976,0.65176815,0.00073212,0.70584805
-5.22561281,1.50521369,0.23051972,0.36930657,0.00001981,0.03701708,0.17385596,0.61425706,0.00066331,0.68930313
-5.21960980,1.44221290,0.22120274,0.36029538,0.00001741,0.03654071,0.16884560,0.57675433,0.00059709,0.67069262
-5.21360680,1.37737031,0.21143615,0.35032896,0.00001522,0.03588430,0.16339883,0.53957697,0.00053401,0.65025662
-5.20760380,1.31132327,0.20132368,0.33955622,0.00001323,0.03505623,0.15755597,0.50301099,0.00047450,0.62826251
-5.20160080,1.24470287,0.19097219,0.32813632,0.00001143,0.03406891,0.15136828,0.46731000,0.00041886,0.60500169
-5.19559780,1.17812870,0.18049087,0.31623579,0.00000981,0.03293865,0.14489824,0.43269484,0.00036733,0.58078579
-5.18959480,1.11220374,0.16999023,0.30402552,0.00000837,0.03168543,0.13821949,0.39935401,0.00032002,0.55594222
-5.18359180,1.04750944,0.15958119,0.29167751,0.00000710,0.03033250,0.13141629,0.36744474,0.00027697,0.53080924
-5.17758879,0.98460071,0.14937416,0.27936168,0.00000599,0.02890597,0.12458255,0.33709448,0.00023812,0.50573065
-5.17158579,0.92400122,0.13947797,0.26724262,0.00000502,0.02743426,0.11782053,0.30840275,0.00020336,0.48105030
-5.16558279,0.86619877,0.12999896,0.25547664,0.00000418,0.02594749,0.11123915,0.28144317,0.00017252,0.45710656
-5.15957979,0.81164108,0.12103987,0.24420905,0.00000346,0.02447683,0.10495214,0.25626555,0.00014538,0.43422699
-5.15357679,0.76073202,0.11269890,0.23357183,0.00000285,0.02305386,0.09907590,0.23289799,0.00012168,0.41272327
-5.14757379,0.71382847,0.10506870,0.22368184,0.00000233,0.02170993,0.09372733,0.21134897,0.00010117,0.39288675
-5.14157079,0.67123784,0.09823537,0.21463948,0.00000189,0.02047546,0.08902157,0.19160937,0.00008354,0.37498445
-5.13556778,0.63321639,0.09227759,0.20652794,0.00000153,0.01937941,0.08506968,0.17365438,0.00006852,0.35925581
-5.12956478,0.59996826,0.08726566,0.19941298,0.00000122,0.01844869,0.08197645,0.15744539,0.00005582,0.34591009
-5.12356178,0.57164528,0.08326071,0.19334314,0.00000098,0.01770762,0.07983823,0.14293178,0.00004516,0.33512438
-5.11755878,0.54834733,0.08031383,0.18835045,0.00000077,0.01717755,0.07874081,0.13005262,0.00003629,0.32704221
-5.11155578,0.53012317,0.07846527,0.18445137,0.00000061,0.01687641,0.07875748,0.11873828,0.00002896,0.32177256
-5.10555278,0.51697164,0.07774373,0.18164795,0.00000048,0.01681836,0.07994715,0.10891203,0.00002296,0.31938925
-5.09954977,0.50884289,0.07816557,0.17992912,0.00000037,0.01701357,0.08235268,0.10049145,0.00001807,0.31993056
-5.09354677,0.50563975,0.07973414,0.17927191,0.00000029,0.01746795,0.08599925,0.09338981,0.00001413,0.32339890
-5.08754377,0.50721889,0.08243913,0.17964259,0.00000022,0.01818298,0.09089307,0.08751726,0.00001097,0.32976068
-5.08154077,0.51339186,0.08625602,0.18099764,0.00000017,0.01915564,0.09702023,0.08278196,0.00000846,0.33894602
-5.07553777,0.52392606,0.09114569,0.18328449,0.00000013,0.02037833,0.10434587,0.07909098,0.00000648,0.35084873
-5.06953477,0.53854559,0.09705410,0.18644208,0.00000009,0.02183896,0.11281369,0.07635114,0.00000492,0.36532625
-5.06353177,0.55693219,0.10391231,0.19040122,0.00000007,0.02352100,0.12234585,0.07446966,0.00000372,0.38219988
-5.05752876,0.57872657,0.11163669,0.19508476,0.00000005,0.02540373,0.13284341,0.07335470,0.00000279,0.40125545
-5.05152576,0.60353014,0.12012952,0.20040783,0.00000004,0.02746251,0.14418715,0.07291580,0.00000208,0.42224445
-5.04552276,0.63090751,0.12927985,0.20627795,0.00000003,0.02966915,0.15623912,0.07306423,0.00000154,0.44488584
-5.03951976,0.66038996,0.13896483,0.21259538,0.00000002,0.03199243,0.16884458,0.07371331,0.00000113,0.46886876
-5.03351676,0.69147995,0.14905139,0.21925362,0.00000001,0.03439861,0.18183463,0.07477870,0.00000082,0.49385604
-5.02751376,0.72365677,0.15939831,0.22614015,0.00000001,0.03685214,0.19502930,0.07617871,0.00000060,0.51948876
-5.02151076,0.75638348,0.16985856,0.23313750,0.00000001,0.03931631,0.20824110,0.07783462,0.00000043,0.54539163
-5.01550775,0.78911477,0.18028197,0.24012471,0.00000001,0.04175405,0.22127891,0.07967110,0.00000031,0.57117928
-5.00950475,0.82130580,0.19051807,0.24697899,0.00000000,0.04412866,0.23395211,0.08161661,0.00000022,0.59646314
-5.00350175,0.85242165,0.20041903,0.25357773,0.00000000,0.04640463,0.24607478,0.08360396,0.00000015,0.62085883
-4.99749875,0.88194707,0.20984254,0.25980069,0.00000000,0.04854835,0.25746981,0.08557079,0.00000011,0.64399370
-4.99149575,0.90939613,0.21865464,0.26553230,0.00000000,0.05052882,0.26797285,0.08746023,0.00000008,0.66551426
-4.98549275,0.93432150,0.22673225,0.27066401,0.00000000,0.05231818,0.27743578,0.08922148,0.00000005,0.68509330
-4.97948974,0.95632286,0.23396547,0.27509656,0.00000000,0.05389230,0.28572978,0.09081037,0.00000004,0.70243624
-4.97348674,0.97505426,0.24025941,0.27874199,0.00000000,0.05523108,0.29274775,0.09219000,0.00000003,0.71728676
-4.96748374,0.99023011,0.24553563,0.28152555,0.00000000,0.05631874,0.29840605,0.09333121,0.00000003,0.72943124
-4.96148074,1.00162973,0.24973312,0.28338713,0.00000000,0.05714392,0.30264557,0.09421306,0.00000003,0.73870217
-4.95547774,1.00910027,0.25280883,0.28428247,0.00000000,0.05769971,0.30543207,0.09482324,0.00000003,0.74498025
-4.94947474,1.01255819,0.25473772,0.28418395,0.00000000,0.05798351,0.30675592,0.09515834,0.00000004,0.74819542
-4.94347174,1.01198928,0.25551250,0.28308094,0.00000001,0.05799684,0.30663124,0.09522409,0.00000006,0.74832681
-4.93746873,1.00744743,0.25514296,0.28097999,0.00000001,0.05774504,0.30509446,0.09503549,0.00000009,0.74540174
-4.93146573,0.99905247,0.25365516,0.27790460,0.00000001,0.05723698,0.30220270,0.09461686,0.00000013,0.73949399
-4.92546273,0.98698706,0.25109035,0.27389476,0.00000002,0.05648463,0.29803167,0.09400182,0.00000018,0.73072148
-4.91945973,0.97149316,0.24750379,0.26900640,0.00000003,0.05550275,0.29267355,0.09323315,0.00000027,0.71924356
-4.91345673,0.95286801,0.24296359,0.26331061,0.00000004,0.05430847,0.28623477,0.09236257,0.00000039,0.70525801
-4.90745373,0.93145985,0.23754942,0.25689278,0.00000006,0.05292095,0.27883380,0.09145040,0.00000057,0.68899799
-4.90145073,0.90766351,0.23135134,0.24985169,0.00000008,0.05136107,0.27059897,0.09056518,0.00000082,0.67072877
-4.89544772,0.88191572,0.22446858,0.24229848,0.00000011,0.04965110,0.26166645,0.08978297,0.00000117,0.65074451
-4.88944472,0.85469031,0.21700835,0.23435560,0.00000016,0.04781447,0.25217828,0.08918666,0.00000165,0.62936487
-4.88344172,0.82649297,0.20908470,0.22615555,0.00000022,0.04587545,0.24228050,0.08886498,0.00000232,0.60693153
-4.87743872,0.79785560,0.20081722,0.21783961,0.00000031,0.04385899,0.23212130,0.08891134,0.00000324,0.58380440
-4.87143572,0.76933014,0.19232979,0.20955624,0.00000043,0.04179043,0.22184926,0.08942246,0.00000449,0.56035755
-4.86543272,0.74148163,0.18374917,0.20145943,0.00000059,0.03969529,0.21161145,0.09049674,0.00000617,0.53697461
-4.85942971,0.71488057,0.17520354,0.19370665,0.00000080,0.03759899,0.20155162,0.09223250,0.00000843,0.51404384
-4.85342671,0.69009453,0.16682082,0.18645664,0.00000108,0.03552665,0.19180822,0.09472597,0.00001144,0.49195252
-4.84742371,0.66767900,0.15872698,0.17986695,0.00000145,0.03350272,0.18251236,0.09806924,0.00001541,0.47108090
-4.84142071,0.64816775,0.15104420,0.17409113,0.00000193,0.03155076,0.17378582,0.10234817,0.00002061,0.45179574
-4.83541771,0.63206283,0.14388901,0.16927585,0.00000254,0.02969310,0.16573891,0.10764026,0.00002737,0.43444348
-4.82941471,0.61982447,0.13737043,0.16555780,0.00000333,0.02795053,0.15846854,0.11401277,0.00003608,0.41934326
-4.82341171,0.61186130,0.13158817,0.16306056,0.00000434,0.02634201,0.15205629,0.12152103,0.00004724,0.40678001
-4.81740870,0.60852119,0.12663093,0.16189143,0.00000561,0.02488444,0.14656673,0.13020712,0.00006140,0.39699776
-4.81140570,0.61008308,0.12257498,0.16213850,0.00000720,0.02359235,0.14204612,0.14009900,0.00007925,0.39019350
-4.80540270,0.61675024,0.11948289,0.16386785,0.00000917,0.02247779,0.13852132,0.15121014,0.00010156,0.38651178
-4.79939970,0.62864514,0.11740266,0.16712112,0.00001160,0.02155015,0.13599933,0.16353972,0.00012923,0.38604025
-4.79339670,0.64580635,0.11636712,0.17191356,0.00001456,0.02081615,0.13446718,0.17707352,0.00016327,0.38880644
-4.78739370,0.66818742,0.11639375,0.17823253,0.00001816,0.02027980,0.13389244,0.19178519,0.00020483,0.39477576
-4.78139070,0.69565805,0.11748484,0.18603668,0.00002247,0.01994252,0.13422424,0.20763824,0.00025515,0.40385109
-4.77538769,0.72800736,0.11962799,0.19525573,0.00002762,0.01980324,0.13539481,0.22458827,0.00031559,0.41587373
-4.76938469,0.76494916,0.12279693,0.20579102,0.00003369,0.01985863,0.13732151,0.24258560,0.00038761,0.43062598
-4.76338169,0.80612908,0.12695265,0.21751674,0.00004082,0.02010336,0.13990926,0.26157788,0.00047271,0.44783513
-4.75737869,0.85113316,0.13204466,0.23028184,0.00004909,0.02053030,0.14305328,0.28151278,0.00057245,0.46717889
-4.75137569,0.89949762,0.13801244,0.24391270,0.00005861,0.02113091,0.14664210,0.30234022,0.00068838,0.48829206
-4.74537269,0.95071944,0.14478702,0.25821633,0.00006948,0.02189544,0.15056061,0.32401434,0.00082200,0.51077427
-4.73936968,1.00426722,0.15229247,0.27298421,0.00008178,0.02281329,0.15469316,0.34649468,0.00097473,0.53419864
-4.73336668,1.05959215,0.16044746,0.28799652,0.00009557,0.02387320,0.15892656,0.36974679,0.00114780,0.55812105
-4.72736368,1.11613860,0.16916663,0.30302672,0.00011088,0.02506354,0.16315279,0.39374192,0.00134227,0.58208991
-4.72136068,1.17335409,0.17836201,0.31784643,0.00012772,0.02637243,0.16727150,0.41845604,0.00155888,0.60565606
-4.71535768,1.23069845,0.18794411,0.33223030,0.00014608,0.02778794,0.17119213,0.44386802,0.00179806,0.62838256
-4.70935468,1.28765210,0.19782309,0.34596093,0.00016587,0.02929819,0.17483556,0.46995734,0.00205984,0.64985424
-4.70335168,1.34372333,0.20790972,0.35883358,0.00018701,0.03089143,0.17813542,0.49670135,0.00234381,0.66968666
-4.69734867,1.39845467,0.21811630,0.37066060,0.00020935,0.03255609,0.18103890,0.52407237,0.00264910,0.68753431
-4.69134567,1.45142854,0.22835753,0.38127548,0.00023269,0.03428091,0.18350716,0.55203506,0.00297435,0.70309784
-4.68534267,1.50227212,0.23855146,0.39053637,0.00025679,0.03605494,0.18551537,0.58054413,0.00331773,0.71613027
-4.67933967,1.55066192,0.24862045,0.39832902,0.00028139,0.03786771,0.18705240,0.60954279,0.00367696,0.72644181
-4.67333667,1.59632791,0.25849223,0.40456909,0.00030617,0.03970934,0.18812020,0.63896225,0.00404934,0.73390342
-4.66733367,1.63905755,0.26810111,0.40920377,0.00033079,0.04157073,0.18873302,0.66872226,0.00443186,0.73844896
-4.66133067,1.67869968,0.27738927,0.41221261,0.00035488,0.04344384,0.18891635,0.69873298,0.00482127,0.74007580
-4.65532766,1.71516824,0.28630820,0.41360775,0.00037808,0.04532193,0.18870584,0.72889797,0.00521420,0.73884408
-4.64932466,1.74844571,0.29482012,0.41343332,0.00039999,0.04719996,0.18814605,0.75911834,0.00560731,0.73487449
-4.64332166,1.77858605,0.30289950,0.41176419,0.00042027,0.04907486,0.18728918,0.78929771,0.00599740,0.72834467
