energy_ev,total_up,Cd_p_up,Cd_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.86793397,1.13307769,0.65299504,0.08717506,0.25766603,0.20720600,0.01858562,0.13928174,0.51828374,0.00000000
-5.86193097,1.14823148,0.65365625,0.08912834,0.26089035,0.21175452,0.01940059,0.13920641,0.52250670,0.00000000
-5.85592796,1.15888265,0.65011473,0.09080029,0.26292079,0.21612255,0.02017290,0.13818845,0.52429512,0.00000000
-5.84992496,1.16483217,0.64239493,0.09216989,0.26372508,0.22021632,0.02089688,0.13623801,0.52359055,0.00000000
-5.84392196,1.16598595,0.63061858,0.09322189,0.26329811,0.22394989,0.02156702,0.13338665,0.52039262,0.00000000
-5.83791896,1.16234887,0.61499845,0.09394639,0.26166022,0.22724516,0.02217787,0.12968604,0.51475568,0.00000000
-5.83191596,1.15401567,0.59582905,0.09433833,0.25885454,0.23003162,0.02272402,0.12520592,0.50678370,0.00000000
-5.82591296,1.14115929,0.57347489,0.09439691,0.25494386,0.23224598,0.02320012,0.12003144,0.49662363,0.00000000
-5.81990995,1.12401765,0.54835673,0.09412486,0.25000705,0.23383172,0.02360086,0.11426017,0.48445769,0.00000000
-5.81390695,1.10287968,0.52093658,0.09352784,0.24413524,0.23473879,0.02392101,0.10799871,0.47049515,0.00000000
-5.80790395,1.07807147,0.49170213,0.09261385,0.23742809,0.23492353,0.02415556,0.10135918,0.45496387,0.00000000
-5.80190095,1.04994341,0.46115139,0.09139273,0.22999020,0.23434876,0.02429981,0.09445580,0.43810217,0.00000000
-5.79589795,1.01885865,0.42977796,0.08987588,0.22192793,0.23298426,0.02434957,0.08740149,0.42015134,0.00000000
-5.78989495,0.98518371,0.39805781,0.08807600,0.21334667,0.23080745,0.02430132,0.08030491,0.40134907,0.00000000
-5.78389195,0.94928120,0.36643779,0.08600706,0.20434864,0.22780431,0.02415245,0.07326781,0.38192407,0.00000000
-5.77788894,0.91150486,0.33532637,0.08368438,0.19503137,0.22397047,0.02390146,0.06638287,0.36209189,0.00000000
-5.77188594,0.87219682,0.30508680,0.08112479,0.18548669,0.21931227,0.02354819,0.05973214,0.34205217,0.00000000
-5.76588294,0.83168683,0.27603264,0.07834687,0.17580031,0.21384785,0.02309403,0.05338599,0.32198699,0.00000000
-5.75987994,0.79029306,0.24842587,0.07537121,0.16605186,0.20760798,0.02254203,0.04740264,0.30206055,0.00000000
-5.75387694,0.74832407,0.22247723,0.07222068,0.15631536,0.20063660,0.02189701,0.04182825,0.28241967,0.00000000
-5.74787394,0.70608156,0.19834858,0.06892058,0.14665991,0.19299099,0.02116566,0.03669744,0.26319514,0.00000000
-5.74187094,0.66386331,0.17615709,0.06549883,0.13715059,0.18474152,0.02035648,0.03203428,0.24450361,0.00000000
-5.73586793,0.62196602,0.15598071,0.06198590,0.12784944,0.17597089,0.01947974,0.02785357,0.22644985,0.00000000
-5.72986493,0.58068778,0.13786475,0.05841476,0.11881640,0.16677288,0.01854732,0.02416240,0.20912910,0.00000000
-5.72386193,0.54032967,0.12182897,0.05482060,0.11011020,0.15725071,0.01757253,0.02096189,0.19262941,0.00000000
-5.71785893,0.50119673,0.10787498,0.05124056,0.10178909,0.14751500,0.01656987,0.01824892,0.17703386,0.00000000
-5.71185593,0.46359790,0.09599349,0.04771321,0.09391137,0.13768142,0.01555478,0.01601793,0.16242236,0.00000000
-5.70585293,0.42784512,0.08617118,0.04427806,0.08653575,0.12786823,0.01454330,0.01426257,0.14887325,0.00000000
-5.69984992,0.39425169,0.07839687,0.04097499,0.07972152,0.11819366,0.01355181,0.01297728,0.13646437,0.00000000
-5.69384692,0.36312983,0.07266671,0.03784366,0.07352847,0.10877343,0.01259669,0.01215851,0.12527379,0.00000000
-5.68784392,0.33478782,0.06898829,0.03492285,0.06801666,0.09971833,0.01169405,0.01180582,0.11538008,0.00000000
-5.68184092,0.30952656,0.06738357,0.03224993,0.06324599,0.09113209,0.01085946,0.01192258,0.10686216,0.00000000
-5.67583792,0.28763584,0.06789028,0.02986025,0.05927559,0.08310954,0.01010765,0.01251635,0.09979871,0.00000000
-5.66983492,0.26939023,0.07056200,0.02778664,0.05616302,0.07573507,0.00945236,0.01359896,0.09426722,0.00000000
-5.66383192,0.25504476,0.07546673,0.02605890,0.05396332,0.06908149,0.00890608,0.01518612,0.09034261,0.00000000
-5.65782891,0.24483018,0.08268397,0.02470335,0.05272789,0.06320918,0.00847989,0.01729678,0.08809548,0.00000000
-5.65182591,0.23894795,0.09230039,0.02374243,0.05250314,0.05816562,0.00818333,0.01995202,0.08758991,0.00000000
-5.64582291,0.23756481,0.10440419,0.02319423,0.05332898,0.05398512,0.00802421,0.02317369,0.08888095,0.00000000
-5.63981991,0.24080691,0.11907822,0.02307212,0.05523717,0.05068884,0.00800851,0.02698275,0.09201175,0.00000000
-5.63381691,0.24875367,0.13639219,0.02338433,0.05824946,0.04828491,0.00814023,0.03139727,0.09701038,0.00000000
-5.62781391,0.26143120,0.15639409,0.02413355,0.06237564,0.04676870,0.00842123,0.03643040,0.10388642,0.00000000
-5.62181091,0.27880570,0.17910124,0.02531648,0.06761156,0.04612321,0.00885117,0.04208810,0.11262747,0.00000000
-5.61580790,0.30077686,0.20449133,0.02692348,0.07393711,0.04631939,0.00942732,0.04836694,0.12319561,0.00000000
-5.60980490,0.32717177,0.23249376,0.02893816,0.08131432,0.04731659,0.01014448,0.05525197,0.13552418,0.00000000
-5.60380190,0.35773956,0.26298194,0.03133710,0.08968578,0.04906302,0.01099486,0.06271481,0.14951476,0.00000000
-5.59779890,0.39214738,0.29576680,0.03408965,0.09897324,0.05149627,0.01196805,0.07071203,0.16503492,0.00000000
-5.59179590,0.42997808,0.33059216,0.03715782,0.10907688,0.05454390,0.01305101,0.07918399,0.18191668,0.00000000
-5.58579290,0.47073012,0.36713225,0.04049642,0.11987505,0.05812418,0.01422807,0.08805421,0.19995608,0.00000000
-5.57978989,0.51382020,0.40499181,0.04405330,0.13122480,0.06214700,0.01548108,0.09722939,0.21891387,0.00000000
-5.57378689,0.55858882,0.44370911,0.04776998,0.14296323,0.06651500,0.01678962,0.10660006,0.23851770,0.00000000
-5.56778389,0.60430915,0.48276186,0.05158237,0.15490967,0.07112496,0.01813124,0.11604205,0.25846567,0.00000000
-5.56178089,0.65019921,0.52157630,0.05542188,0.16686880,0.07586946,0.01948189,0.12541861,0.27843145,0.00000000
-5.55577789,0.69543732,0.55953907,0.05921673,0.17863463,0.08063884,0.02081634,0.13458330,0.29807083,0.00000000
-5.54977489,0.73918042,0.59601178,0.06289354,0.18999523,0.08532341,0.02210879,0.14338350,0.31702958,0.00000000
-5.54377189,0.78058498,0.63034770,0.06637907,0.20073817,0.08981591,0.02333343,0.15166437,0.33495245,0.00000000
-5.53776888,0.81882965,0.66190999,0.06960218,0.21065645,0.09401417,0.02446515,0.15927332,0.35149294,0.00000000
-5.53176588,0.85313893,0.69009087,0.07249577,0.21955466,0.09782385,0.02548022,0.16606457,0.36632357,0.00000000
-5.52576288,0.88280696,0.71433071,0.07499881,0.22725526,0.10116123,0.02635699,0.17190378,0.37914618,0.00000000
-5.51975988,0.90722044,0.73413648,0.07705828,0.23360454,0.10395588,0.02707657,0.17667247,0.38970192,0.00000000
-5.51375688,0.92587957,0.74909840,0.07863090,0.23847825,0.10615322,0.02762341,0.18027205,0.39778032,0.00000000
-5.50775388,0.93841630,0.75890433,0.07968467,0.24178636,0.10771676,0.02798586,0.18262725,0.40322733,0.00000000
-5.50175088,0.94460884,0.76335096,0.08020009,0.24347701,0.10862997,0.02815656,0.18368883,0.40595159,0.00000000
-5.49574787,0.94439190,0.76235135,0.08017099,0.24353925,0.10889774,0.02813274,0.18343542,0.40592902,0.00000000
-5.48974487,0.93786214,0.75593850,0.07960502,0.24200468,0.10854731,0.02791636,0.18187431,0.40320520,0.00000000
-5.48374187,0.92527853,0.74426470,0.07852362,0.23894760,0.10762868,0.02751408,0.17904133,0.39789569,0.00000000
-5.47773887,0.90705777,0.72759670,0.07696169,0.23448406,0.10621446,0.02693718,0.17499966,0.39018407,0.00000000
-5.47173587,0.88376487,0.70630701,0.07496673,0.22876947,0.10439919,0.02620120,0.16983774,0.38031797,0.00000000
-5.46573287,0.85609935,0.68086174,0.07259775,0.22199517,0.10229811,0.02532557,0.16366633,0.36860318,0.00000000
-5.45972986,0.82487779,0.65180551,0.06992374,0.21438399,0.10004553,0.02433308,0.15661492,0.35539610,0.00000000
-5.45372686,0.79101341,0.61974424,0.06702204,0.20618495,0.09779270,0.02324932,0.14882751,0.34109491,0.00000000
-5.44772386,0.75549360,0.58532661,0.06397641,0.19766738,0.09570539,0.02210201,0.14045825,0.32612985,0.00000000
-5.44172086,0.71935625,0.54922493,0.06087512,0.18911472,0.09396114,0.02092034,0.13166682,0.31095285,0.00000000
-5.43571786,0.68366577,0.51211639,0.05780893,0.18081805,0.09274636,0.01973436,0.12261395,0.29602704,0.00000000
-5.42971486,0.64948972,0.47466525,0.05486925,0.17306973,0.09225322,0.01857432,0.11345717,0.28181638,0.00000000
-5.42371186,0.61787650,0.43750678,0.05214625,0.16615720,0.09267644,0.01747012,0.10434705,0.26877584,0.00000000
-5.41770885,0.58983497,0.40123343,0.04972725,0.16035718,0.09421007,0.01645079,0.09542390,0.25734217,0.00000000
-5.41170585,0.56631623,0.36638353,0.04769525,0.15593030,0.09704426,0.01554409,0.08681515,0.24792569,0.00000000
-5.40570285,0.54819792,0.33343282,0.04612767,0.15311630,0.10136205,0.01477619,0.07863340,0.24090307,0.00000000
-5.39969985,0.53627114,0.30278882,0.04509531,0.15212983,0.10733627,0.01417134,0.07097516,0.23661127,0.00000000
-5.39369685,0.53123006,0.27478794,0.04466148,0.15315687,0.11512656,0.01375175,0.06392025,0.23534257,0.00000000
-5.38769385,0.53366412,0.24969522,0.04488136,0.15635186,0.12487660,0.01353745,0.05753187,0.23734088,0.00000000
-5.38169085,0.54405270,0.22770621,0.04580153,0.16183540,0.13671157,0.01354618,0.05185710,0.24279903,0.00000000
-5.37568784,0.56276199,0.20895080,0.04745956,0.16969268,0.15073593,0.01379342,0.04692789,0.25185727,0.00000000
-5.36968484,0.59004403,0.19349840,0.04988382,0.17997253,0.16703165,0.01429226,0.04276243,0.26460270,0.00000000
-5.36368184,0.62603760,0.18136420,0.05309333,0.19268713,0.18565685,0.01505347,0.03936659,0.28106981,0.00000000
-5.35767884,0.67077086,0.17251594,0.05709765,0.20781239,0.20664507,0.01608539,0.03673562,0.30124184,0.00000000
-5.35167584,0.72416552,0.16688092,0.06189689,0.22528907,0.23000515,0.01739390,0.03485571,0.32505313,0.00000000
-5.34567284,0.78604253,0.16435284,0.06748171,0.24502450,0.25572179,0.01898228,0.03370563,0.35239230,0.00000000
-5.33966983,0.85612900,0.16479819,0.07383341,0.26689504,0.28375689,0.02085111,0.03325809,0.38310617,0.00000000
-5.33366683,0.93406639,0.16806204,0.08092404,0.29074919,0.31405149,0.02299809,0.03348096,0.41700452,0.00000000
-5.32766383,1.01941962,0.17397310,0.08871655,0.31641134,0.34652844,0.02541781,0.03433828,0.45386534,0.00000000
-5.32166083,1.11168706,0.18234783,0.09716505,0.34368609,0.38109561,0.02810158,0.03579106,0.49344064,0.00000000
-5.31565783,1.21031110,0.19299377,0.10621511,0.37236297,0.41764942,0.03103721,0.03779774,0.53546255,0.00000000
-5.30965483,1.31468888,0.20571204,0.11580415,0.40222154,0.45607860,0.03420877,0.04031459,0.57964951,0.00000000
-5.30365183,1.42418297,0.22029903,0.12586196,0.43303658,0.49626788,0.03759649,0.04329584,0.62571234,0.00000000
-5.29764882,1.53813153,0.23654750,0.13631128,0.46458330,0.53810131,0.04117663,0.04669372,0.67335982,0.00000000
-5.29164582,1.65585740,0.25424712,0.14706851,0.49664218,0.58146491,0.04492143,0.05045838,0.72230371,0.00000000
-5.28564282,1.77667593,0.27318462,0.15804456,0.52900340,0.62624848,0.04879927,0.05453778,0.77226271,0.00000000
-5.27963982,1.89990087,0.29314367,0.16914577,0.56147048,0.67234610,0.05277478,0.05887762,0.82296526,0.00000000
-5.27363682,2.02484825,0.31390468,0.18027493,0.59386304,0.71965533,0.05680920,0.06342128,0.87415097,0.00000000
-5.26763382,2.15083781,0.33524457,0.19133241,0.62601848,0.76807487,0.06086079,0.06810984,0.92557055,0.00000000
-5.26163082,2.27719211,0.35693666,0.20221733,0.65779236,0.81750062,0.06488548,0.07288227,0.97698418,0.00000000
-5.25562781,2.40323319,0.37875080,0.21282879,0.68905764,0.86782029,0.06883748,0.07767570,1.02815849,0.00000000
-5.24962481,2.52827727,0.40045380,0.22306711,0.71970256,0.91890671,0.07267014,0.08242589,1.07886219,0.00000000
-5.24362181,2.65162769,0.42181022,0.23283511,0.74962743,0.97061020,0.07633682,0.08706784,1.12886077,0.00000000
-5.23761881,2.77256694,0.44258354,0.24203927,0.77874038,1.02275033,0.07979184,0.09153650,1.17791052,0.00000000
-5.23161581,2.89034839,0.46253784,0.25059093,0.80695241,1.07510771,0.08299144,0.09576773,1.22575243,0.00000000
-5.22561281,3.00418861,0.48143979,0.25840737,0.83417189,1.12741636,0.08589475,0.09969923,1.27210645,0.00000000
-5.21960980,3.11326124,0.49906116,0.26541281,0.86029907,1.17935724,0.08846468,0.10327166,1.31666660,0.00000000
-5.21360680,3.21669337,0.51518160,0.27153924,0.88522084,1.23055371,0.09066874,0.10642970,1.35909750,0.00000000
-5.20760380,3.31356514,0.52959181,0.27672721,0.90880607,1.28056935,0.09247975,0.10912322,1.39903279,0.00000000
-5.20160080,3.40291342,0.54209679,0.28092642,0.93090215,1.32890871,0.09387641,0.11130832,1.43607583,0.00000000
-5.19559780,3.48374006,0.55251936,0.28409618,0.95133281,1.37502144,0.09484364,0.11294831,1.46980289,0.00000000
-5.18959480,3.55502497,0.56070357,0.28620580,0.96989763,1.41830986,0.09537284,0.11401460,1.49976910,0.00000000
-5.18359180,3.61574404,0.56651802,0.28723477,0.98637346,1.45814005,0.09546190,0.11448735,1.52551698,0.00000000
-5.17758879,3.66489155,0.56985900,0.28717283,1.00051773,1.49385626,0.09511502,0.11435604,1.54658750,0.00000000
-5.17158579,3.70150652,0.57065316,0.28602006,1.01207372,1.52479831,0.09434243,0.11361970,1.56253310,0.00000000
-5.16558279,3.72470198,0.56885976,0.28378667,1.02077767,1.55032117,0.09315990,0.11228700,1.57293245,0.00000000
-5.15957979,3.73369601,0.56447234,0.28049291,1.02636742,1.56981608,0.09158816,0.11037607,1.57740600,0.00000000
-5.15357679,3.72784310,0.55751964,0.27616877,1.02859223,1.58273235,0.08965225,0.10791408,1.57563178,0.00000000
-5.14757379,3.70666440,0.54806581,0.27085368,1.02722339,1.58859862,0.08738078,0.10493656,1.56736062,0.00000000
-5.14157079,3.66987518,0.53620980,0.26459614,1.02206507,1.58704267,0.08480520,0.10148658,1.55242988,0.00000000
-5.13556778,3.61740795,0.52208396,0.25745321,1.01296482,1.57780880,0.08195902,0.09761369,1.53077511,0.00000000
-5.12956478,3.54942999,0.50585174,0.24949005,0.99982325,1.56077174,0.07887716,0.09337275,1.50243878,0.00000000
-5.12356178,3.46635399,0.48770472,0.24077925,0.98260217,1.53594644,0.07559525,0.08882260,1.46757571,0.00000000
-5.11755878,3.36884092,0.46785889,0.23140009,0.96133104,1.50349306,0.07214905,0.08402475,1.42645463,0.00000000
-5.11155578,3.25779482,0.44655030,0.22143775,0.93611087,1.46371690,0.06857391,0.07904192,1.37945586,0.00000000
-5.10555278,3.13434922,0.42403033,0.21098232,0.90711580,1.41706316,0.06490440,0.07393674,1.32706498,0.00000000
-5.09954977,2.99984559,0.40056049,0.20012774,0.87459175,1.36410671,0.06117384,0.06877038,1.26986275,0.00000000
-5.09354677,2.85580462,0.37640718,0.18897060,0.83885250,1.30553725,0.05741409,0.06360141,1.20851167,0.00000000
-5.08754377,2.70389126,0.35183634,0.17760886,0.80027310,1.24214070,0.05365526,0.05848467,1.14373974,0.00000000
-5.08154077,2.54587514,0.32710829,0.16614044,0.75928101,1.17477734,0.04992554,0.05347036,1.07632217,0.00000000
-5.07553777,2.38358776,0.30247288,0.15466182,0.71634528,1.10435804,0.04625103,0.04860336,1.00706163,0.00000000
-5.06953477,2.21887840,0.27816509,0.14326659,0.67196436,1.03181936,0.04265565,0.04392261,0.93676823,0.00000000
-5.06353177,2.05357044,0.25440122,0.13204403,0.62665295,0.95809867,0.03916102,0.03946085,0.86623968,0.00000000
-5.05752876,1.88941983,0.23137575,0.12107778,0.58092867,0.88411038,0.03578641,0.03524439,0.79624269,0.00000000
-5.05152576,1.72807738,0.20925900,0.11044462,0.53529890,0.81072406,0.03254868,0.03129320,0.72749628,0.00000000
-5.04552276,1.57105610,0.18819553,0.10021341,0.49024861,0.73874544,0.02946223,0.02762110,0.66065739,0.00000000
-5.03951976,1.41970472,0.16830344,0.09044431,0.44622935,0.66890065,0.02653903,0.02423611,0.59630959,0.00000000
-5.03351676,1.27518809,0.14967438,0.08118811,0.40365016,0.60182432,0.02378862,0.02114093,0.53495483,0.00000000
-5.02751376,1.13847487,0.13237441,0.07248598,0.36287038,0.53805165,0.02121815,0.01833355,0.47700858,0.00000000
-5.02151076,1.01033245,0.11644553,0.06436936,0.32419467,0.47801443,0.01883252,0.01580783,0.42279829,0.00000000
-5.01550775,0.89132890,0.10190771,0.05686018,0.28787039,0.42204095,0.01663443,0.01355429,0.37256487,0.00000000
-5.00950475,0.78184126,0.08876160,0.04997139,0.25408711,0.37035934,0.01462459,0.01156075,0.32646710,0.00000000
-5.00350175,0.68206937,0.07699143,0.04370763,0.22297819,0.32310394,0.01280192,0.00981310,0.28458830,0.00000000
-4.99749875,0.59205421,0.06656829,0.03806615,0.19462422,0.28032416,0.01116378,0.00829594,0.24694509,0.00000000
-4.99149575,0.51169969,0.05745352,0.03303788,0.16905791,0.24199512,0.00970622,0.00699329,0.21349740,0.00000000
-4.98549275,0.44079658,0.04960204,0.02860864,0.14627020,0.20802962,0.00842425,0.00588911,0.18415945,0.00000000
-4.97948974,0.37904747,0.04296567,0.02476029,0.12621711,0.17829063,0.00731218,0.00496789,0.15881099,0.00000000
-4.97348674,0.32609172,0.03749614,0.02147207,0.10882698,0.15260382,0.00636384,0.00421509,0.13730842,0.00000000
-4.96748374,0.28152919,0.03314792,0.01872169,0.09400777,0.13076962,0.00557291,0.00361750,0.11949523,0.00000000
-4.96148074,0.24494198,0.02988051,0.01648643,0.08165407,0.11257431,0.00493314,0.00316356,0.10521148,0.00000000
-4.95547774,0.21591350,0.02766038,0.01474412,0.07165342,0.09779985,0.00443860,0.00284360,0.09430181,0.00000000
-4.94947474,0.19404408,0.02646232,0.01347384,0.06389194,0.08623208,0.00408379,0.00264991,0.08662199,0.00000000
-4.94347174,0.17896297,0.02627028,0.01265651,0.05825882,0.07766722,0.00386384,0.00257690,0.08204358,0.00000000
-4.93746873,0.17033633,0.02707753,0.01227520,0.05464969,0.07191656,0.00377448,0.00262101,0.08045668,0.00000000
-4.93146573,0.16787110,0.02888631,0.01231522,0.05296883,0.06880917,0.00381213,0.00278066,0.08177088,0.00000000
-4.92546273,0.17131511,0.03170679,0.01276398,0.05313005,0.06819298,0.00397375,0.00305608,0.08591417,0.00000000
-4.91945973,0.18045323,0.03555546,0.01361062,0.05505651,0.06993402,0.00425675,0.00344912,0.09283019,0.00000000
-4.91345673,0.19510033,0.04045299,0.01484545,0.05867939,0.07391425,0.00465882,0.00396288,0.10247382,0.00000000
-4.90745373,0.21509129,0.04642150,0.01645921,0.06393558,0.08002807,0.00517767,0.00460144,0.11480543,0.00000000
-4.90145073,0.24026864,0.05348156,0.01844217,0.07076468,0.08817782,0.00581075,0.00536939,0.12978395,0.00000000
-4.89544772,0.27046870,0.06164866,0.02078322,0.07910535,0.09826849,0.00655500,0.00627142,0.14735932,0.00000000
-4.88944472,0.30550675,0.07092971,0.02346884,0.08889142,0.11020207,0.00740651,0.00731177,0.16746448,0.00000000
-4.88344172,0.34516213,0.08131927,0.02648216,0.10004777,0.12387172,0.00836024,0.00849373,0.19000736,0.00000000
-4.87743872,0.38916414,0.09279604,0.02980205,0.11248656,0.13915626,0.00940976,0.00981914,0.21486344,0.00000000
-4.87143572,0.43717944,0.10531953,0.03340241,0.12610368,0.15591512,0.01054703,0.01128780,0.24186909,0.00000000
-4.86543272,0.48880196,0.11882727,0.03725159,0.14077602,0.17398420,0.01176221,0.01289702,0.27081631,0.00000000
-4.85942971,0.54354570,0.13323254,0.04131214,0.15635953,0.19317281,0.01304363,0.01464116,0.30144911,0.00000000
-4.85342671,0.60084146,0.14842306,0.04554074,0.17268831,0.21326206,0.01437776,0.01651127,0.33346193,0.00000000
-4.84742371,0.66003756,0.16426049,0.04988857,0.18957491,0.23400473,0.01574932,0.01849480,0.36650040,0.00000000
-4.84142071,0.72040514,0.18058112,0.05430186,0.20681191,0.25512674,0.01714151,0.02057551,0.40016442,0.00000000
-4.83541771,0.78114796,0.19719763,0.05872289,0.22417471,0.27633047,0.01853627,0.02273342,0.43401390,0.00000000
-4.82941471,0.84141659,0.21390210,0.06309120,0.24142557,0.29729954,0.01991469,0.02494504,0.46757676,0.00000000
-4.82341171,0.90032662,0.23047012,0.06734510,0.25831873,0.31770522,0.02125750,0.02718364,0.50035921,0.00000000
-4.81740870,0.95698033,0.24666603,0.07142334,0.27460646,0.33721409,0.02254559,0.02941985,0.53185793,0.00000000
-4.81140570,1.01049090,0.26224906,0.07526695,0.29004574,0.35549668,0.02376056,0.03162229,0.56157365,0.00000000
-4.80540270,1.06000826,0.27698025,0.07882111,0.30440534,0.37223679,0.02488533,0.03375847,0.58902564,0.00000000
-4.79939970,1.10474545,0.29062978,0.08203695,0.31747291,0.38714103,0.02590465,0.03579573,0.61376648,0.00000000
-4.79339670,1.14400421,0.30298466,0.08487328,0.32906183,0.39994818,0.02680569,0.03770242,0.63539642,0.00000000
-4.78739370,1.17719884,0.31385613,0.08729804,0.33901743,0.41043793,0.02757842,0.03944898,0.65357677,0.00000000
-4.78139070,1.20387686,0.32308684,0.08928953,0.34722221,0.41843852,0.02821602,0.04100920,0.66804155,0.00000000
-4.77538769,1.22373583,0.33055718,0.09083721,0.35359996,0.42383307,0.02871507,0.04236140,0.67860692,0.00000000
-4.76938469,1.23663525,0.33619062,0.09194220,0.35811842,0.42656413,0.02907570,0.04348947,0.68517802,0.00000000
-4.76338169,1.24260304,0.33995786,0.09261723,0.36079043,0.42663622,0.02930157,0.04438395,0.68775264,0.00000000
-4.75737869,1.24183634,0.34187943,0.09288634,0.36167344,0.42411646,0.02939969,0.04504276,0.68642184,0.00000000
-4.75137569,1.23469651,0.34202677,0.09278401,0.36086749,0.41913288,0.02938021,0.04547186,0.68136726,0.00000000
-4.74537269,1.22169863,0.34052161,0.09235406,0.35851176,0.41187087,0.02925600,0.04568559,0.67285540,0.00000000
-4.73936968,1.20349594,0.33753371,0.09164819,0.35477970,0.40256768,0.02904216,0.04570680,0.66122910,0.00000000
-4.73336668,1.18085995,0.33327707,0.09072429,0.34987327,0.39150528,0.02875557,0.04556659,0.64689658,0.00000000
-4.72736368,1.15465724,0.32800455,0.08964457,0.34401625,0.37900196,0.02841422,0.04530393,0.63031866,0.00000000
-4.72136068,1.12582368,0.32200143,0.08847371,0.33744717,0.36540299,0.02803669,0.04496484,0.61199462,0.00000000
-4.71535768,1.09533744,0.31557773,0.08727690,0.33041197,0.35107072,0.02764154,0.04460140,0.59244737,0.00000000
-4.70935468,1.06419158,0.30905997,0.08611803,0.32315680,0.33637454,0.02724679,0.04427052,0.57220849,0.00000000
-4.70335168,1.03336738,0.30278226,0.08505795,0.31592119,0.32168103,0.02686938,0.04403249,0.55180377,0.00000000
-4.69734867,1.00380914,0.29707733,0.08415298,0.30893176,0.30734470,0.02652481,0.04394944,0.53173961,0.00000000
-4.69134567,0.97640134,0.29226757,0.08345358,0.30239668,0.29369961,0.02622672,0.04408366,0.51249089,0.00000000
-4.68534267,0.95194858,0.28865643,0.08300325,0.29650100,0.28105199,0.02598666,0.04449587,0.49449042,0.00000000
-4.67933967,0.93115880,0.28652049,0.08283773,0.29140292,0.26967419,0.02581388,0.04524363,0.47812036,0.00000000
-4.67333667,0.91463000,0.28610220,0.08298432,0.28723093,0.25979997,0.02571520,0.04637966,0.46370562,0.00000000
-4.66733367,0.90284056,0.28760383,0.08346157,0.28408199,0.25162110,0.02569494,0.04795045,0.45150928,0.00000000
-4.66133067,0.89614310,0.29118239,0.08427901,0.28202044,0.24528550,0.02575494,0.04999497,0.44173001,0.00000000
-4.65532766,0.89476188,0.29694601,0.08543723,0.28107789,0.24089657,0.02589464,0.05254365,0.43450135,0.00000000
-4.64932466,0.89879334,0.30495160,0.08692800,0.28125372,0.23851381,0.02611109,0.05561761,0.42989268,0.00000000
-4.64332166,0.90820985,0.31520400,0.08873465,0.28251628,0.23815458,0.02639918,0.05922819,0.42791172,0.00000000
