energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Na_s_up,Se_s_up,Se_p_up
-5.84392196,1.48808682,0.02886203,0.12479017,0.33067853,0.27662579,0.10648266,0.01910671,0.61539396
-5.83791896,1.49200268,0.02941723,0.13128305,0.31972067,0.28651176,0.10267495,0.02043692,0.60328053
-5.83191596,1.50089607,0.03001852,0.13864777,0.30881603,0.29778196,0.09920396,0.02193913,0.59222868
-5.82591296,1.51468253,0.03066520,0.14675079,0.29818142,0.31030872,0.09617045,0.02359014,0.58247546
-5.81990995,1.53338723,0.03135704,0.15546739,0.28805387,0.32398222,0.09369079,0.02536856,0.57430406
-5.81390695,1.55713818,0.03209429,0.16468369,0.27868421,0.33871291,0.09189450,0.02725532,0.56803516
-5.80790395,1.58616100,0.03287777,0.17429888,0.27033099,0.35443429,0.09092177,0.02923415,0.56401889
-5.80190095,1.62077506,0.03370905,0.18422748,0.26325501,0.37110578,0.09092075,0.03129207,0.56262757
-5.79589795,1.66139018,0.03459062,0.19440147,0.25771451,0.38871534,0.09204472,0.03341983,0.56424901
-5.78989495,1.70850280,0.03552612,0.20477215,0.25396083,0.40728167,0.09444909,0.03561219,0.56928021
-5.78389195,1.76269029,0.03652050,0.21531147,0.25223458,0.42685535,0.09828810,0.03786818,0.57812110
-5.77788894,1.82460194,0.03758022,0.22601266,0.25276212,0.44751871,0.10371124,0.04019106,0.59116789
-5.77188594,1.89494525,0.03871326,0.23688995,0.25575217,0.46938398,0.11085932,0.04258819,0.60880563
-5.76588294,1.97446635,0.03992906,0.24797724,0.26139232,0.49258945,0.11986017,0.04507060,0.63139964
-5.75987994,2.06392406,0.04123837,0.25932561,0.26984549,0.51729358,0.13082398,0.04765238,0.65928562
-5.75387694,2.16405704,0.04265282,0.27099975,0.28124602,0.54366689,0.14383843,0.05034981,0.69275823
-5.74787394,2.27554483,0.04418450,0.28307322,0.29569566,0.57188194,0.15896360,0.05318030,0.73205837
-5.74187094,2.39896376,0.04584528,0.29562279,0.31325923,0.60210168,0.17622692,0.05616115,0.77735954
-5.73586793,2.53473947,0.04764605,0.30872218,0.33396045,0.63446658,0.19561839,0.05930814,0.82875362
-5.72986493,2.68309868,0.04959593,0.32243524,0.35777789,0.66908139,0.21708625,0.06263419,0.88623706
-5.72386193,2.84402292,0.05170137,0.33680929,0.38464159,0.70600212,0.24053358,0.06614791,0.94969825
-5.71785893,3.01720752,0.05396534,0.35186874,0.41443054,0.74522418,0.26581592,0.06985229,1.01890705
-5.71185593,3.20202912,0.05638660,0.36760959,0.44697153,0.78667255,0.29274036,0.07374367,1.09350758
-5.70585293,3.39752493,0.05895905,0.38399513,0.48203960,0.83019474,0.32106637,0.07781081,1.17301524
-5.69984992,3.60238634,0.06167138,0.40095329,0.51936055,0.87555736,0.35050851,0.08203447,1.25681869
-5.69384692,3.81496907,0.06450683,0.41837580,0.55861557,0.92244676,0.38074128,0.08638724,1.34418744
-5.68784392,4.03332109,0.06744335,0.43611952,0.59944819,0.97047418,0.41140593,0.09083386,1.43428548
-5.68184092,4.25522847,0.07045391,0.45400986,0.64147350,1.01918541,0.44211948,0.09533200,1.52619063
-5.67583792,4.47827822,0.07350722,0.47184637,0.68428942,1.06807483,0.47248539,0.09983341,1.61891948
-5.66983492,4.69993622,0.07656860,0.48941018,0.72748967,1.11660337,0.50210579,0.10428543,1.71145695
-5.66383192,4.91763695,0.07960115,0.50647316,0.77067799,1.16421962,0.53059477,0.10863287,1.80278932
-5.65782891,5.12888101,0.08256702,0.52280820,0.81348286,1.21038305,0.55759209,0.11282009,1.89193934
-5.65182591,5.33133563,0.08542886,0.53820016,0.85557217,1.25458836,0.58277681,0.11679318,1.97800158
-5.64582291,5.52293287,0.08815123,0.55245695,0.89666686,1.29638940,0.60588006,0.12050213,2.06017630
-5.63981991,5.70196001,0.09070199,0.56542004,0.93655289,1.33542155,0.62669634,0.12390295,2.13779986
-5.63381691,5.86713704,0.09305357,0.57697391,0.97509060,1.37142110,0.64509268,0.12695949,2.21036994
-5.62781391,6.01767622,0.09518405,0.58705372,1.01222096,1.40424048,0.66101506,0.12964496,2.27756402
-5.62181091,6.15331995,0.09707796,0.59565088,1.04796802,1.43385833,0.67449168,0.13194298,2.33924972
-5.61580790,6.27435400,0.09872678,0.60281593,1.08243725,1.46038354,0.68563264,0.13384824,2.39548626
-5.60980490,6.38159435,0.10012918,0.60865871,1.11580959,1.48405296,0.69462609,0.13536650,2.44651660
-5.60380190,6.47634754,0.10129079,0.61334546,1.14833116,1.50522245,0.70173059,0.13651416,2.49275032
-5.59779890,6.56034554,0.10222378,0.61709310,1.18029912,1.52435159,0.70726418,0.13731728,2.53473782
-5.59179590,6.63565779,0.10294602,0.62016065,1.21204393,1.54198253,0.71159032,0.13781012,2.57313698
-5.58579290,6.70458410,0.10348004,0.62283838,1.24390893,1.55871391,0.71510147,0.13803328,2.60867382
-5.57978989,6.76953326,0.10385177,0.62543488,1.27622795,1.57517085,0.71820087,0.13803159,2.64209890
-5.57378689,6.83289320,0.10408910,0.62826280,1.30930220,1.59197250,0.72128349,0.13785178,2.67414169
-5.56778389,6.89689856,0.10422040,0.63162380,1.34337727,1.60969855,0.72471683,0.13754007,2.70546520
-5.56178089,6.96350248,0.10427303,0.63579343,1.37862170,1.62885637,0.72882276,0.13713983,2.73662302
-5.55577789,7.03425863,0.10427190,0.64100661,1.41510801,1.64985025,0.73386100,0.13668942,2.76802117
-5.54977489,7.11021947,0.10423818,0.64744444,1.45279748,1.67295439,0.74001531,0.13622030,2.79988660
-5.54377189,7.19185616,0.10418823,0.65522297,1.49152943,1.69829096,0.74738291,0.13575549,2.83224416
-5.53776888,7.27900411,0.10413271,0.66438441,1.53101599,1.72581442,0.75596783,0.13530852,2.86490327
-5.53176588,7.37083757,0.10407604,0.67489146,1.57084269,1.75530296,0.76567846,0.13488283,2.89745527
-5.52576288,7.46587504,0.10401617,0.68662485,1.61047543,1.78635783,0.77632962,0.13447170,2.92928163
-5.51975988,7.56201605,0.10394459,0.69938448,1.64927369,1.81841064,0.78764896,0.13405872,2.95957314
-5.51375688,7.65660825,0.10384679,0.71289423,1.68650978,1.85073875,0.79928764,0.13361876,2.98735918
-5.50775388,7.74654269,0.10370290,0.72681012,1.72139374,1.88248808,0.81083473,0.13311935,3.01154613
-5.50175088,7.82837357,0.10348874,0.74073193,1.75310284,1.91270282,0.82183475,0.13252250,3.03096321
-5.49574787,7.89845767,0.10317697,0.75421754,1.78081493,1.94036069,0.83180767,0.13178676,3.04441390
-5.48974487,7.95310782,0.10273857,0.76679965,1.80374414,1.96441255,0.84027032,0.13086954,3.05073080
-5.48374187,7.98875391,0.10214434,0.77800417,1.82117771,1.98382464,0.84675846,0.12972950,3.04883136
-5.47773887,8.00210463,0.10136656,0.78736956,1.83251236,1.99762168,0.85084842,0.12832887,3.03777222
-5.47173587,7.99030289,0.10038058,0.79446624,1.83728867,2.00492910,0.85217726,0.12663577,3.01679969
-5.46573287,7.95106822,0.09916638,0.79891538,1.83522202,2.00501250,0.85046079,0.12462622,2.98539404
-5.45972986,7.88281984,0.09771000,0.80040614,1.82622867,1.99731259,0.84550844,0.12228582,2.94330579
-5.45372686,7.78477495,0.09600469,0.79871067,1.81044575,1.98147410,0.83723441,0.11961109,2.89058223
-5.44772386,7.65701780,0.09405190,0.79369615,1.78824412,1.95736736,0.82566466,0.11661038,2.82758296
-5.44172086,7.50053657,0.09186187,0.78533340,1.76023349,1.92510155,0.81093939,0.11330418,2.75498390
-5.43571786,7.31722615,0.08945394,0.77370157,1.72725914,1.88502910,0.79331102,0.10972506,2.67376929
-5.42971486,7.10985682,0.08685643,0.75898874,1.69039040,1.83774086,0.77313759,0.10591704,2.58521222
-5.42371186,6.88200983,0.08410619,0.74148843,1.65090077,1.78405240,0.75087226,0.10193452,2.49084434
-5.41770885,6.63798275,0.08124772,0.72159196,1.61024042,1.72498198,0.72704894,0.09784077,2.39241597
-5.41170585,6.38266824,0.07833203,0.69977718,1.57000166,1.66172101,0.70226507,0.09370608,2.29184826
-5.40570285,6.12141125,0.07541514,0.67659389,1.53187849,1.59559843,0.67716205,0.08960568,2.19117918
-5.39969985,5.85985021,0.07255629,0.65264656,1.49762136,1.52804031,0.65240423,0.08561738,2.09250552
-5.39369685,5.60374828,0.06981606,0.62857498,1.46898852,1.46052635,0.62865728,0.08181920,1.99792282
-5.38769385,5.35882098,0.06725429,0.60503374,1.44769537,1.39454506,0.60656673,0.07828696,1.90946563
-5.38169085,5.13056646,0.06492800,0.58267106,1.43536330,1.33154910,0.58673761,0.07509199,1.82904994
-5.37568784,4.92410402,0.06288933,0.56210797,1.43346962,1.27291266,0.56971571,0.07229895,1.75841963
-5.36968484,4.74402643,0.06118361,0.54391845,1.44329993,1.21989206,0.55597128,0.06996398,1.69909881
-5.36368184,4.59427038,0.05984763,0.52861123,1.46590446,1.17359104,0.54588555,0.06813305,1.65235100
-5.35767884,4.47800887,0.05890812,0.51661385,1.50205963,1.13493165,0.53974046,0.06684076,1.61914664
-5.35167584,4.39756834,0.05838068,0.50825950,1.55223624,1.10463152,0.53771188,0.06610941,1.60013926
-5.34567284,4.35437234,0.05826887,0.50377693,1.61657516,1.08318808,0.53986637,0.06594854,1.59565111
-5.33966983,4.34891275,0.05856395,0.50328385,1.69487170,1.07086979,0.54616143,0.06635482,1.60566808
-5.33366683,4.38074866,0.05924480,0.50678390,1.78656915,1.06771462,0.55644910,0.06731229,1.62984401
-5.32766383,4.44853224,0.06027848,0.51416721,1.89076238,1.07353530,0.57048266,0.06879303,1.66751391
-5.32166083,4.55006003,0.06162105,0.52521459,2.00621146,1.08793109,0.58792594,0.07075807,1.71771558
-5.31565783,4.68234793,0.06321883,0.53960512,2.13136554,1.11030546,0.60836495,0.07315864,1.77921873
-5.30965483,4.84172697,0.06501009,0.55692692,2.26439656,1.13988889,0.63132121,0.07593761,1.85056087
-5.30365183,5.02395704,0.06692689,0.57669071,2.40324231,1.17576600,0.65626630,0.07903116,1.93008870
-5.29764882,5.22435493,0.06889726,0.59834584,2.54565767,1.21690625,0.68263704,0.08237062,2.01600399
-5.29164582,5.43793309,0.07084751,0.62129817,2.68927293,1.26219700,0.70985087,0.08588427,2.10641250
-5.28564282,5.65954481,0.07270457,0.64492931,2.83165724,1.31047819,0.73732075,0.08949938,2.19937465
-5.27963982,5.88403178,0.07439836,0.66861663,2.97038557,1.36057750,0.76446930,0.09314410,2.29295660
-5.27363682,6.10636954,0.07586406,0.69175329,3.10310663,1.41134501,0.79074170,0.09674931,2.38528014
-5.26763382,6.32180658,0.07704417,0.71376777,3.22760958,1.46168643,0.81561706,0.10025052,2.47457003
-5.26163082,6.52599283,0.07789036,0.73414209,3.34188703,1.51059385,0.83861798,0.10358944,2.55919752
-5.25562781,6.71509355,0.07836493,0.75242824,3.44419188,1.55717326,0.85931830,0.10671553,2.63771855
-5.24962481,6.88588506,0.07844194,0.76826207,3.53308571,1.60066783,0.87734879,0.10958730,2.70890559
-5.24362181,7.03582919,0.07810797,0.78137421,3.60747684,1.64047648,0.89240102,0.11217333,2.77177215
-5.23761881,7.16312401,0.07736235,0.79159768,3.66664628,1.67616689,0.90422932,0.11445310,2.82558917
-5.23161581,7.26672917,0.07621705,0.79887167,3.71026063,1.70748277,0.91265119,0.11641742,2.86989278
-5.22561281,7.34636508,0.07469611,0.80324161,3.73837115,1.73434487,0.91754615,0.11806871,2.90448329
-5.21960980,7.40248593,0.07283468,0.80485524,3.75139929,1.75684589,0.91885345,0.11942071,2.92941544
-5.21360680,7.43622783,0.07067775,0.80395510,3.75010913,1.77523921,0.91656880,0.12049811,2.94498053
-5.20760380,7.44933394,0.06827854,0.80086745,3.73556813,1.78992191,0.91074036,0.12133561,2.95168095
-5.20160080,7.44405973,0.06569677,0.79598828,3.70909805,1.80141262,0.90146422,0.12197676,2.95019840
-5.19559780,7.42306200,0.06299666,0.78976683,3.67221824,1.81032488,0.88887956,0.12247247,2.94135708
-5.18959480,7.38927632,0.06024495,0.78268740,3.62658404,1.81733705,0.87316370,0.12287920,2.92608329
-5.18359180,7.34578768,0.05750885,0.77525004,3.57392325,1.82315982,0.85452703,0.12325687,2.90536330
-5.17758879,7.29569981,0.05485413,0.76795105,3.51597338,1.82850260,0.83320807,0.12366670,2.88020121
-5.17158579,7.24200842,0.05234319,0.76126402,3.45442279,1.83404007,0.80946859,0.12416873,2.85157860
-5.16558279,7.18748369,0.05003347,0.75562210,3.39085819,1.84038025,0.78358889,0.12481954,2.82041765
-5.15957979,7.13456673,0.04797596,0.75140238,3.32672078,1.84803553,0.75586316,0.12566975,2.78754932
-5.15357679,7.08528427,0.04621397,0.74891283,3.26327266,1.85739768,0.72659510,0.12676191,2.75368785
-5.14757379,7.04118501,0.04478226,0.74838234,3.20157483,1.86871824,0.69609353,0.12812848,2.71941269
-5.14157079,7.00330001,0.04370628,0.74995431,3.14247706,1.88209496,0.66466826,0.12979017,2.68515825
-5.13556778,6.97212837,0.04300191,0.75368385,3.08661961,1.89746517,0.63262607,0.13175479,2.65121199
-5.12956478,6.94764848,0.04267530,0.75953875,3.03444586,1.91460628,0.60026680,0.13401653,2.61772049
-5.12356178,6.92935359,0.04272311,0.76740401,2.98622452,1.93314367,0.56787975,0.13655583,2.58470296
-5.11755878,6.91630960,0.04313294,0.77708977,2.94207942,1.95256556,0.53574015,0.13933985,2.55207122
-5.11155578,6.90723169,0.04388404,0.78834205,2.90202465,1.97224435,0.50410609,0.14232351,2.51965481
-5.10555278,6.90057564,0.04494820,0.80085585,2.86600244,1.99146351,0.47321560,0.14545119,2.48722977
-5.09954977,6.89463891,0.04629085,0.81429005,2.83392109,2.00944882,0.44328416,0.14865886,2.45454908
-5.09354677,6.88766606,0.04787223,0.82828311,2.80569044,2.02540255,0.41450267,0.15187666,2.42137327
-5.08754377,6.87795305,0.04964881,0.84246911,2.78125238,2.03853895,0.38703571,0.15503184,2.38749900
-5.08154077,6.86394481,0.05157455,0.85649314,2.76060440,2.04811945,0.36102041,0.15805178,2.35278418
-5.07553777,6.84432105,0.05360242,0.87002545,2.74381454,2.05348584,0.33656569,0.16086718,2.31716797
-5.06953477,6.81806590,0.05568566,0.88277356,2.73102673,2.05408974,0.31375199,0.16341493,2.28068450
-5.06353177,6.78451780,0.05777914,0.89449192,2.72245611,2.04951713,0.29263154,0.16564081,2.24346953
-5.05752876,6.74339710,0.05984047,0.90498855,2.71837445,2.03950650,0.27322897,0.16750174,2.20575958
-5.05152576,6.69481038,0.06183104,0.91412850,2.71908661,2.02395999,0.25554249,0.16896734,2.16788361
-5.04552276,6.63923138,0.06371681,0.92183401,2.72489951,2.00294681,0.23954533,0.17002097,2.13024770
-5.03951976,6.57746010,0.06546891,0.92808136,2.73608538,1.97669899,0.22518770,0.17065998,2.09331370
-5.03351676,6.51056266,0.06706400,0.93289489,2.75284185,1.94559974,0.21239896,0.17089523,2.05757303
-5.02751376,6.43979577,0.06848438,0.93633845,2.77525134,1.91016509,0.20109017,0.17074989,2.02351725
-5.02151076,6.36652044,0.06971792,0.93850490,2.80324260,1.87101997,0.19115684,0.17025761,1.99160720
-5.01550775,6.29211017,0.07075772,0.93950444,2.83655698,1.82887004,0.18248188,0.16946021,1.96224246
-5.00950475,6.21785946,0.07160162,0.93945245,2.87472201,1.78447097,0.17493870,0.16840491,1.93573315
-5.00350175,6.14489794,0.07225161,0.93845770,2.91703443,1.73859678,0.16839434,0.16714140,1.91227564
-4.99749875,6.07411568,0.07271307,0.93661165,2.96255429,1.69200918,0.16271267,0.16571887,1.89193389
-4.99149575,6.00610415,0.07299404,0.93397959,3.01011124,1.64542943,0.15775748,0.16418314,1.87462744
-4.98549275,5.94111664,0.07310447,0.93059417,3.05832337,1.59951434,0.15339548,0.16257418,1.86012713
-4.97948974,5.87905050,0.07305550,0.92645183,3.10562837,1.55483763,0.14949903,0.16092403,1.84805871
-4.97348674,5.81945263,0.07285893,0.92151226,3.15032589,1.51187747,0.14594878,0.15925540,1.83791450
-4.96748374,5.76154781,0.07252673,0.91570104,3.19062963,1.47101084,0.14263580,0.15758081,1.82907256
-4.96148074,5.70428853,0.07207076,0.90891528,3.22472668,1.43251457,0.13946349,0.15590259,1.82082246
-4.95547774,5.64642316,0.07150263,0.90103180,3.25084162,1.39657289,0.13634907,0.15421348,1.81239628
-4.94947474,5.58657870,0.07083377,0.89191753,3.26730224,1.36329056,0.13322462,0.15249789,1.80300347
-4.94347174,5.52335299,0.07007559,0.88144123,3.27260384,1.33271055,0.13003769,0.15073375,1.79186754
-4.93746873,5.45541101,0.06923979,0.86948585,3.26546881,1.30483474,0.12675148,0.14889476,1.77826283
-4.93146573,5.38157944,0.06833871,0.85596079,3.24489884,1.27964617,0.12334462,0.14695288,1.76154944
-4.92546273,5.30093378,0.06738575,0.84081304,3.21021694,1.25713102,0.11981048,0.14488100,1.74120442
-4.91945973,5.21287286,0.06639572,0.82403669,3.16109747,1.23729873,0.11615617,0.14265543,1.71684777
-4.91345673,5.11717614,0.06538511,0.80567985,3.09758266,1.22019865,0.11240114,0.14025825,1.68826180
-4.90745373,5.01404034,0.06437229,0.78584885,3.02008495,1.20593202,0.10857557,0.13767917,1.65540303
-4.90145073,4.90409323,0.06337745,0.76470898,2.92937525,1.19465815,0.10471847,0.13491696,1.61840606
-4.89544772,4.78838349,0.06242245,0.74248204,2.82655770,1.18659434,0.10087563,0.13198025,1.57757920
-4.88944472,4.66834736,0.06153035,0.71944044,2.71303250,1.18200931,0.09709745,0.12888768,1.53339247
-4.88344172,4.54575365,0.06072482,0.69589838,2.59044865,1.18121036,0.09343678,0.12566742,1.48645838
-4.87743872,4.42263048,0.06002936,0.67220046,2.46064908,1.18452518,0.08994676,0.12235611,1.43750687
-4.87143572,4.30117773,0.05946625,0.64870830,2.32561071,1.19227913,0.08667872,0.11899716,1.38735566
-4.86543272,4.18367004,0.05905556,0.62578602,2.18738243,1.20476965,0.08368031,0.11563878,1.33687767
-4.85942971,4.07235605,0.05881401,0.60378522,2.04802362,1.22223947,0.08099382,0.11233163,1.28696712
-4.85342671,3.96935912,0.05875385,0.58303043,1.90954580,1.24485027,0.07865484,0.10912629,1.23850622
-4.84742371,3.87658522,0.05888187,0.56380564,1.77385980,1.27265886,0.07669113,0.10607087,1.19233386
-4.84142071,3.79564268,0.05919856,0.54634284,1.64273014,1.30559738,0.07512206,0.10320866,1.14921787
-4.83541771,3.72777814,0.05969747,0.53081284,1.51773803,1.34345936,0.07395824,0.10057613,1.10983204
-4.82941471,3.67383166,0.06036489,0.51731926,1.40025380,1.38589249,0.07320170,0.09820139,1.07473874
-4.82341171,3.63421312,0.06117981,0.50589548,1.29141894,1.43239925,0.07284647,0.09610306,1.04437760
-4.81740870,3.60890047,0.06211425,0.49650507,1.19213759,1.48234548,0.07287941,0.09428976,1.01906056
-4.81140570,3.59745929,0.06313388,0.48904534,1.10307661,1.53497688,0.07328156,0.09276018,0.99897288
-4.80540270,3.59908175,0.06419903,0.48335386,1.02467334,1.58944269,0.07402957,0.09150365,0.98417956
-4.79939970,3.61264210,0.06526596,0.47921753,0.95714938,1.64482542,0.07509747,0.09050121,0.97463645
-4.79339670,3.63676469,0.06628834,0.47638362,0.90052916,1.70017509,0.07645847,0.08972720,0.97020471
-4.78739370,3.66990020,0.06721890,0.47457225,0.85466138,1.75454596,0.07808671,0.08915098,0.97066765
-4.78139070,3.71040499,0.06801121,0.47348942,0.81924204,1.80703385,0.07995897,0.08873902,0.97574835
-4.77538769,3.75661879,0.06862139,0.47284010,0.79383742,1.85681159,0.08205610,0.08845689,0.98512704
-4.76938469,3.80693605,0.06900979,0.47234058,0.77790598,1.90316077,0.08436415,0.08827125,0.99845683
-4.76338169,3.85986676,0.06914244,0.47172954,0.77081811,1.94549761,0.08687504,0.08815165,1.01537702
-4.75737869,3.91408359,0.06899231,0.47077722,0.77187334,1.98339149,0.08958682,0.08807191,1.03552309
-4.75137569,3.96845297,0.06854025,0.46929244,0.78031446,2.01657498,0.09250333,0.08801126,1.05853298
-4.74537269,4.02204898,0.06777556,0.46712717,0.79533886,2.04494473,0.09563338,0.08795493,1.08404959
-4.73936968,4.07415030,0.06669625,0.46417850,0.81610720,2.06855315,0.09898941,0.08789424,1.11171960
-4.73336668,4.12422111,0.06530889,0.46038818,0.84175012,2.08759149,0.10258568,0.08782632,1.14118921
-4.72736368,4.17187872,0.06362813,0.45573987,0.87137354,2.10236534,0.10643612,0.08775333,1.17209746
-4.72136068,4.21685074,0.06167588,0.45025441,0.90406350,2.11326421,0.11055190,0.08768129,1.20406813
-4.71535768,4.25892595,0.05948029,0.44398368,0.93889116,2.12072714,0.11493896,0.08761871,1.23670133
-4.70935468,4.29790301,0.05707448,0.43700330,0.97491893,2.12520658,0.11959554,0.08757499,1.26956575
-4.70335168,4.33354142,0.05449514,0.42940494,1.01120818,2.12713296,0.12450993,0.08755875,1.30219292
-4.69734867,4.36551887,0.05178112,0.42128863,1.04682896,2.12688221,0.12965868,0.08757626,1.33407408
-4.69134567,4.39339862,0.04897202,0.41275570,1.08087206,2.12474842,0.13500525,0.08763002,1.36466069
-4.68534267,4.41660983,0.04610682,0.40390254,1.11246322,2.12092352,0.14049943,0.08771759,1.39336895
-4.67933967,4.43444291,0.04322272,0.39481589,1.14077940,2.11548523,0.14607743,0.08783080,1.41958856
-4.67333667,4.44606066,0.04035413,0.38556958,1.16506640,2.10839433,0.15166290,0.08795533,1.44269559
-4.66733367,4.45052527,0.03753185,0.37622304,1.18465728,2.09950133,0.15716867,0.08807077,1.46206910
-4.66133067,4.44683977,0.03478254,0.36682155,1.19899080,2.08856248,0.16249941,0.08815107,1.47711076
-4.65532766,4.43400190,0.03212835,0.35739816,1.20762880,2.07526418,0.16755490,0.08816540,1.48726656
-4.64932466,4.41106741,0.02958686,0.34797707,1.21027182,2.05925437,0.17223400,0.08807945,1.49204949
-4.64332166,4.37721910,0.02717111,0.33857818,1.20677192,2.04017938,0.17643897,0.08785691,1.49106211
-4.63731866,4.33183785,0.02488994,0.32922256,1.19714210,2.01772409,0.18008001,0.08746119,1.48401755
-4.63131566,4.27457152,0.02274828,0.31993842,1.18156163,1.99165322,0.18307988,0.08685729,1.47075802
-4.62531266,4.20539794,0.02074777,0.31076722,1.16037700,1.96185163,0.18537819,0.08601355,1.45126962
-4.61930965,4.12467833,0.01888720,0.30176952,1.13409820,1.92836150,0.18693534,0.08490341,1.42569275
-4.61330665,4.03319846,0.01716314,0.29303033,1.10339050,1.89141442,0.18773569,0.08350690,1.39432732
-4.60730365,3.93219515,0.01557050,0.28466347,1.06906194,1.85145699,0.18778995,0.08181183,1.35763258
-4.60130065,3.82336670,0.01410306,0.27681499,1.03204702,1.80916842,0.18713652,0.07981471,1.31622143
-4.59529765,3.70886672,0.01275392,0.26966516,0.99338712,1.76546963,0.18584178,0.07752122,1.27084936
-4.58929465,3.59128145,0.01151592,0.26342916,0.95420850,1.72152324,0.18399915,0.07494633,1.22239859
-4.58329165,3.47359154,0.01038197,0.25835629,0.91569843,1.67872457,0.18172707,0.07211396,1.17185785
-4.57728864,3.35911982,0.00934527,0.25472776,0.87908047,1.63868410,0.17916578,0.06905637,1.12029883
-4.57128564,3.25146711,0.00839951,0.25285319,0.84558946,1.60320195,0.17647322,0.06581309,1.06885010
-4.56528264,3.15443841,0.00753896,0.25306575,0.81644697,1.57423559,0.17381997,0.06242975,1.01866940
-4.55927964,3.07196218,0.00675852,0.25571639,0.79283769,1.55386183,0.17138364,0.05895656,0.97091544
-4.55327664,3.00800521,0.00605371,0.26116700,0.77588742,1.54423440,0.16934275,0.05544678,0.92672000
-4.54727364,2.96648584,0.00542066,0.26978302,0.76664269,1.54753855,0.16787048,0.05195511,0.88716121
-4.54127064,2.95118789,0.00485603,0.28192542,0.76605252,1.56594401,0.16712841,0.04853609,0.85323877
-4.53526763,2.96567761,0.00435697,0.29794258,0.77495230,1.60155755,0.16726063,0.04524268,0.82585165
-4.52926463,3.01322553,0.00392102,0.31816196,0.79404981,1.65637649,0.16838839,0.04212486,0.80577885
-4.52326163,3.09673502,0.00354608,0.34288199,0.82391348,1.73224425,0.17060543,0.03922859,0.79366346
-4.51725863,3.21867887,0.00323034,0.37236436,0.86496273,1.83080887,0.17397434,0.03659485,0.79000030
-4.51125563,3.38104512,0.00297223,0.40682671,0.91746044,1.95348548,0.17852399,0.03425905,0.79512727
-4.50525263,3.58529282,0.00277041,0.44643617,0.98150735,2.10142337,0.18424805,0.03225055,0.80922039
-4.49924962,3.83231867,0.00262376,0.49130361,1.05703863,2.27547840,0.19110491,0.03059258,0.83229258
-4.49324662,4.12243469,0.00253135,0.54147890,1.14382233,2.47619105,0.19901867,0.02930221,0.86419600
