energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.36968484,2.46052392,0.01150214,0.38578203,0.72878640,1.02508900,0.00433321,0.83424139,0.76592443,0.16424017
-5.36368184,2.34694574,0.01082480,0.36228394,0.68317422,0.97824939,0.00421391,0.79949786,0.74546960,0.15744642
-5.35767884,2.24153237,0.01018046,0.34026683,0.64049623,0.93440454,0.00411805,0.76742521,0.72729549,0.15129579
-5.35167584,2.14503781,0.00957464,0.31986369,0.60120048,0.89379687,0.00404604,0.73834768,0.71161694,0.14582034
-5.34567284,2.05797650,0.00901143,0.30117110,0.56564216,0.85658407,0.00399772,0.71249715,0.69856862,0.14103563
-5.33966983,1.98062890,0.00849358,0.28424926,0.53408156,0.82284292,0.00397235,0.69001410,0.68820719,0.13694133
-5.33366683,1.91305447,0.00802257,0.26912297,0.50668495,0.79257564,0.00396867,0.67095161,0.68051589,0.13352235
-5.32766383,1.85511091,0.00759878,0.25578363,0.48352793,0.76571844,0.00398490,0.65528213,0.67541112,0.13075048
-5.32166083,1.80647827,0.00722162,0.24419193,0.46460100,0.74215158,0.00401880,0.64290619,0.67275054,0.12858625
-5.31565783,1.76668648,0.00688967,0.23428109,0.44981671,0.72171056,0.00406775,0.63366274,0.67234219,0.12698114
-5.30965483,1.73514485,0.00660086,0.22596057,0.43901802,0.70419772,0.00412876,0.62734030,0.67395404,0.12587979
-5.30365183,1.71117216,0.00635263,0.21912002,0.43198755,0.68939383,0.00419862,0.62368850,0.67732364,0.12522232
-5.29764882,1.69402609,0.00614199,0.21363326,0.42845708,0.67706910,0.00427395,0.62242949,0.68216743,0.12494649
-5.29164582,1.68293098,0.00596571,0.20936228,0.42811726,0.66699322,0.00435132,0.62326875,0.68818939,0.12498975
-5.28564282,1.67710305,0.00582035,0.20616102,0.43062704,0.65894419,0.00442728,0.62590504,0.69508877,0.12529108
-5.27963982,1.67577246,0.00570237,0.20387892,0.43562276,0.65271557,0.00449852,0.63003920,0.70256691,0.12579252
-5.27363682,1.67820187,0.00560819,0.20236413,0.44272672,0.64812212,0.00456191,0.63538165,0.71033287,0.12644047
-5.26763382,1.68370125,0.00553421,0.20146646,0.45155515,0.64500365,0.00461461,0.64165857,0.71810816,0.12718665
-5.26163082,1.69163895,0.00547686,0.20103982,0.46172548,0.64322724,0.00465411,0.64861659,0.72563028,0.12798880
-5.25562781,1.70144907,0.00543261,0.20094446,0.47286297,0.64268769,0.00467831,0.65602625,0.73265557,0.12881103
-5.24962481,1.71263538,0.00539803,0.20104876,0.48460668,0.64330648,0.00468555,0.66368411,0.73896114,0.12962396
-5.24362181,1.72477206,0.00536979,0.20123077,0.49661468,0.64502931,0.00467465,0.67141363,0.74434618,0.13040459
-5.23761881,1.73750155,0.00534469,0.20137945,0.50856857,0.64782245,0.00464491,0.67906506,0.74863278,0.13113591
-5.23161581,1.75052986,0.00531970,0.20139557,0.52017726,0.65166796,0.00459612,0.68651424,0.75166631,0.13180635
-5.22561281,1.76361967,0.00529198,0.20119251,0.53118000,0.65655820,0.00452854,0.69366057,0.75331539,0.13240909
-5.21960980,1.77658168,0.00525892,0.20069662,0.54134857,0.66248965,0.00444286,0.70042432,0.75347168,0.13294114
-5.21360680,1.78926453,0.00521820,0.19984757,0.55048863,0.66945646,0.00434016,0.70674314,0.75204941,0.13340244
-5.20760380,1.80154375,0.00516778,0.19859829,0.55844026,0.67744381,0.00422185,0.71256833,0.74898466,0.13379481
-5.20160080,1.81331023,0.00510598,0.19691481,0.56507759,0.68642152,0.00408962,0.71786058,0.74423461,0.13412089
-5.19559780,1.82445864,0.00503148,0.19477581,0.57030760,0.69633812,0.00394533,0.72258579,0.73777654,0.13438315
-5.18959480,1.83487652,0.00494333,0.19217199,0.57406822,0.70711557,0.00379101,0.72671078,0.72960679,0.13458291
-5.18359180,1.84443434,0.00484098,0.18910528,0.57632574,0.71864515,0.00362871,0.73019949,0.71973961,0.13471945
-5.17758879,1.85297736,0.00472427,0.18558777,0.57707170,0.73078457,0.00346050,0.73300949,0.70820603,0.13478937
-5.17158579,1.86031968,0.00459342,0.18164062,0.57631952,0.74335669,0.00328837,0.73508944,0.69505264,0.13478605
-5.16558279,1.86624102,0.00444901,0.17729279,0.57410091,0.75615001,0.00311420,0.73637736,0.68034051,0.13469935
-5.15957979,1.87048663,0.00429193,0.17257977,0.57046248,0.76892107,0.00293971,0.73680008,0.66414416,0.13451568
-5.15357679,1.87277054,0.00412336,0.16754221,0.56546255,0.78139878,0.00276644,0.73627397,0.64655058,0.13421819
-5.14757379,1.87278236,0.00394472,0.16222471,0.55916851,0.79329075,0.00259573,0.73470695,0.62765849,0.13378737
-5.14157079,1.87019740,0.00375759,0.15667463,0.55165478,0.80429135,0.00242868,0.73200181,0.60757770,0.13320185
-5.13556778,1.86468979,0.00356372,0.15094103,0.54300153,0.81409136,0.00226622,0.72806083,0.58642848,0.13243950
-5.12956478,1.85594827,0.00336492,0.14507382,0.53329417,0.82238879,0.00210906,0.72279135,0.56434123,0.13147868
-5.12356178,1.84369362,0.00316301,0.13912306,0.52262365,0.82890038,0.00195772,0.71611221,0.54145595,0.13029967
-5.11755878,1.82769711,0.00295982,0.13313844,0.51108736,0.83337337,0.00181258,0.70796060,0.51792188,0.12888618
-5.11155578,1.80779876,0.00275711,0.12716897,0.49879065,0.83559680,0.00167387,0.69829907,0.49389691,0.12722677
-5.10555278,1.78392439,0.00255653,0.12126284,0.48584866,0.83541183,0.00154171,0.68712219,0.46954684,0.12531631
-5.09954977,1.75610035,0.00235964,0.11546732,0.47238818,0.83272043,0.00141613,0.67446237,0.44504445,0.12315717
-5.09354677,1.72446487,0.00216781,0.10982887,0.45854945,0.82749199,0.00129711,0.66039467,0.42056817,0.12076017
-5.08754377,1.68927515,0.00198228,0.10439315,0.44448746,0.81976721,0.00118456,0.64503995,0.39630051,0.11814519
-5.08154077,1.65090940,0.00180409,0.09920511,0.43037257,0.80965913,0.00107840,0.62856623,0.37242601,0.11534148
-5.07553777,1.60986346,0.00163412,0.09430893,0.41639034,0.79735094,0.00097849,0.61118800,0.34912889,0.11238741
-5.06953477,1.56674168,0.00147306,0.08974792,0.40274012,0.78309070,0.00088471,0.59316329,0.32659039,0.10932992
-5.06353177,1.52224231,0.00132143,0.08556420,0.38963271,0.76718291,0.00079694,0.57478862,0.30498578,0.10622340
-5.05752876,1.47713774,0.00117960,0.08179826,0.37728664,0.74997746,0.00071504,0.55639182,0.28448116,0.10312832
-5.05152576,1.43225027,0.00104776,0.07848831,0.36592349,0.73185624,0.00063889,0.53832300,0.26523023,0.10010934
-5.04552276,1.38842446,0.00092597,0.07566949,0.35576209,0.71321814,0.00056834,0.52094400,0.24737101,0.09723324
-5.03951976,1.34649724,0.00081415,0.07337286,0.34701195,0.69446307,0.00050325,0.50461659,0.23102269,0.09456660
-5.03351676,1.30726697,0.00071214,0.07162436,0.33986622,0.67597578,0.00044348,0.48969020,0.21628273,0.09217337
-5.02751376,1.27146305,0.00061964,0.07044368,0.33449428,0.65811034,0.00038886,0.47648922,0.20322431,0.09011242
-5.02151076,1.23971724,0.00053628,0.06984304,0.33103455,0.64117587,0.00033921,0.46530095,0.19189426,0.08843522
-5.01550775,1.21253830,0.00046163,0.06982614,0.32958762,0.62542442,0.00029433,0.45636418,0.18231151,0.08718364
-5.00950475,1.19029080,0.00039521,0.07038716,0.33021031,0.61104143,0.00025402,0.44985936,0.17446619,0.08638814
-5.00350175,1.17317940,0.00033648,0.07150993,0.33291073,0.59813932,0.00021803,0.44590043,0.16831939,0.08606622
-4.99749875,1.16123910,0.00028490,0.07316742,0.33764479,0.58675445,0.00018614,0.44452890,0.16380363,0.08622145
-4.99149575,1.15433205,0.00023991,0.07532145,0.34431432,0.57684750,0.00015809,0.44571038,0.16082406,0.08684279
-4.98549275,1.15215098,0.00020094,0.07792276,0.35276698,0.56830737,0.00013363,0.44933367,0.15926035,0.08790464
-4.97948974,1.15422916,0.00016744,0.08091151,0.36279809,0.56095820,0.00011251,0.45521262,0.15896923,0.08936729
-4.97348674,1.15995648,0.00013889,0.08421807,0.37415432,0.55456910,0.00009449,0.46309058,0.15978769,0.09117789
-4.96748374,1.16860087,0.00011478,0.08776428,0.38653918,0.54886628,0.00007935,0.47264737,0.16153668,0.09327195
-4.96148074,1.17933425,0.00009465,0.09146498,0.39962031,0.54354663,0.00006689,0.48350857,0.16402521,0.09557526
-4.95547774,1.19126182,0.00007808,0.09522994,0.41303814,0.53829237,0.00005696,0.49525673,0.16705490,0.09800613
-4.94947474,1.20345362,0.00006472,0.09896606,0.42641575,0.53278582,0.00004943,0.50744410,0.17042467,0.10047799
-4.94347174,1.21497706,0.00005424,0.10257969,0.43936968,0.52672382,0.00004423,0.51960656,0.17393547,0.10290209
-4.93746873,1.22492909,0.00004640,0.10597925,0.45152113,0.51983098,0.00004136,0.53127809,0.17739514,0.10519039
-4.93146573,1.23246695,0.00004101,0.10907769,0.46250730,0.51187135,0.00004088,0.54200537,0.18062287,0.10725838
-4.92546273,1.23683630,0.00003796,0.11179509,0.47199248,0.50265799,0.00004294,0.55136202,0.18345357,0.10902780
-4.91945973,1.23739590,0.00003722,0.11406104,0.47967835,0.49206016,0.00004777,0.55896185,0.18574168,0.11042923
-4.91345673,1.23363789,0.00003881,0.11581683,0.48531331,0.48000799,0.00005571,0.56447090,0.18736447,0.11140429
-4.90745373,1.22520327,0.00004284,0.11701729,0.48870036,0.46649446,0.00006720,0.56761766,0.18822471,0.11190758
-4.90145073,1.21189214,0.00004953,0.11763240,0.48970339,0.45157495,0.00008280,0.56820122,0.18825266,0.11190812
-4.89544772,1.19366849,0.00005914,0.11764827,0.48825151,0.43536436,0.00010321,0.56609709,0.18740724,0.11139039
-4.88944472,1.17065968,0.00007204,0.11706786,0.48434144,0.41803219,0.00012925,0.56126061,0.18567643,0.11035485
-4.88344172,1.14315072,0.00008869,0.11591103,0.47803773,0.39979593,0.00016186,0.55372766,0.18307683,0.10881792
-4.87743872,1.11157386,0.00010961,0.11421422,0.46947100,0.38091305,0.00020214,0.54361293,0.17965250,0.10681154
-4.87143572,1.07649383,0.00013541,0.11202951,0.45883404,0.36167204,0.00025131,0.53110567,0.17547296,0.10438218
-4.86543272,1.03858948,0.00016677,0.10942332,0.44637613,0.34238291,0.00031068,0.51646322,0.17063054,0.10158942
-4.85942971,0.99863245,0.00020442,0.10647455,0.43239568,0.32336744,0.00038168,0.50000246,0.16523721,0.09850417
-4.85342671,0.95746357,0.00024914,0.10327248,0.41723140,0.30494958,0.00046580,0.48208966,0.15942079,0.09520654
-4.84742371,0.91596772,0.00030173,0.09991420,0.40125243,0.28744621,0.00056457,0.46312886,0.15332083,0.09178342
-4.84142071,0.87504794,0.00036299,0.09650190,0.38484758,0.27115849,0.00067952,0.44354943,0.14708428,0.08832590
-4.83541771,0.83559942,0.00043368,0.09313995,0.36841413,0.25636400,0.00081209,0.42379297,0.14086093,0.08492656
-4.82941471,0.79848407,0.00051450,0.08993193,0.35234651,0.24330970,0.00096363,0.40430018,0.13479897,0.08167673
-4.82341171,0.76450628,0.00060608,0.08697758,0.33702513,0.23220588,0.00113530,0.38549787,0.12904051,0.07866378
-4.81740870,0.73439040,0.00070888,0.08436992,0.32280568,0.22322108,0.00132798,0.36778676,0.12371754,0.07596853
-4.81140570,0.70876059,0.00082319,0.08219249,0.31000933,0.21647805,0.00154226,0.35153009,0.11894807,0.07366283
-4.80540270,0.68812327,0.00094909,0.08051686,0.29891382,0.21205071,0.00177830,0.33704364,0.11483283,0.07180743
-4.79939970,0.67285283,0.00108642,0.07940039,0.28974601,0.20996223,0.00203578,0.32458726,0.11145243,0.07045013
-4.79339670,0.66318074,0.00123469,0.07888445,0.28267569,0.21018409,0.00231387,0.31435809,0.10886525,0.06962427
-4.78739370,0.65918850,0.00139314,0.07899302,0.27781121,0.21263635,0.00261114,0.30648580,0.10710585,0.06934768
-4.78139070,0.66080463,0.00156066,0.07973174,0.27519668,0.21718899,0.00292556,0.30102973,0.10618420,0.06962202
-4.77538769,0.66780578,0.00173578,0.08108760,0.27481107,0.22366443,0.00325445,0.29797823,0.10608557,0.07043259
-4.76938469,0.67982212,0.00191671,0.08302896,0.27656911,0.23184128,0.00359452,0.29724992,0.10677124,0.07174865
-4.76338169,0.69634701,0.00210133,0.08550636,0.28032396,0.24145923,0.00394190,0.29869714,0.10817980,0.07352421
-4.75737869,0.71675067,0.00228723,0.08845366,0.28587173,0.25222518,0.00429218,0.30211117,0.11022928,0.07569921
-4.75137569,0.74029775,0.00247175,0.09178980,0.29295750,0.26382046,0.00464053,0.30722930,0.11281979,0.07820126
-4.74537269,0.76616836,0.00265205,0.09542107,0.30128296,0.27590899,0.00498179,0.31374340,0.11583679,0.08094766
-4.73936968,0.79348193,0.00282517,0.09924370,0.31051520,0.28814638,0.00531064,0.32130985,0.11915478,0.08384788
-4.73336668,0.82132340,0.00298810,0.10314691,0.32029666,0.30018954,0.00562171,0.32956039,0.12264139,0.08680619
-4.72736368,0.84877090,0.00313789,0.10701617,0.33025568,0.31170671,0.00590979,0.33811373,0.12616162,0.08972454
-4.72136068,0.87492389,0.00327174,0.11073659,0.34001757,0.32238740,0.00617000,0.34658735,0.12958226,0.09250555
-4.71535768,0.89893107,0.00338708,0.11419643,0.34921569,0.33195211,0.00639793,0.35460937,0.13277612,0.09505547
-4.70935468,0.92001682,0.00348165,0.11729047,0.35750226,0.34016122,0.00658986,0.36182979,0.13562619,0.09728703
-4.70335168,0.93750532,0.00355360,0.11992323,0.36455848,0.34682283,0.00674289,0.36793096,0.13802934,0.09912205
-4.69734867,0.95084132,0.00360155,0.12201186,0.37010367,0.35179916,0.00685505,0.37263686,0.13989952,0.10049382
-4.69134567,0.95960681,0.00362463,0.12348856,0.37390303,0.35501112,0.00692540,0.37572078,0.14117040,0.10134898
-4.68534267,0.96353279,0.00362252,0.12430257,0.37577388,0.35644095,0.00695411,0.37701123,0.14179724,0.10164900
-4.67933967,0.96250573,0.00359546,0.12442148,0.37558991,0.35613257,0.00694245,0.37639581,0.14175795,0.10137112
-4.67333667,0.95656828,0.00354428,0.12383192,0.37328366,0.35418968,0.00689276,0.37382300,0.14105334,0.10050869
-4.66733367,0.94591437,0.00347029,0.12253961,0.36884680,0.35077160,0.00680841,0.36930171,0.13970649,0.09907095
-4.66133067,0.93087866,0.00337533,0.12056868,0.36232846,0.34608691,0.00669367,0.36289877,0.13776130,0.09708234
-4.65532766,0.91192092,0.00326164,0.11796036,0.35383165,0.34038518,0.00655357,0.35473436,0.13528026,0.09458114
-4.64932466,0.88960601,0.00313180,0.11477116,0.34350786,0.33394704,0.00639371,0.34497576,0.13234158,0.09161781
-4.64332166,0.86458013,0.00298866,0.11107048,0.33155033,0.32707299,0.00622006,0.33382949,0.12903572,0.08825284
