energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.89194597,3.32478465,0.03097410,0.30851395,1.68519918,0.92071765,0.00868404,1.62202370,0.89100036,0.38653299
-5.88594297,3.33388971,0.03019402,0.31245687,1.70501708,0.92346965,0.00850644,1.62993063,0.90428086,0.38211839
-5.87993997,3.33566933,0.02928203,0.31593324,1.72338862,0.92409624,0.00834518,1.63398709,0.91522404,0.37659581
-5.87393697,3.32989718,0.02825584,0.31882979,1.73999812,0.92245989,0.00819691,1.63413294,0.92370242,0.37003755
-5.86793397,3.31640269,0.02713412,0.32104650,1.75450386,0.91845550,0.00805877,1.63031982,0.92959587,0.36252225
-5.86193097,3.29507243,0.02593591,0.32249901,1.76654175,0.91201357,0.00792843,1.62251028,0.93279321,0.35413271
-5.85592796,3.26585337,0.02468011,0.32312076,1.77573177,0.90310290,0.00780409,1.61067877,0.93319486,0.34495410
-5.84992496,3.22875825,0.02338490,0.32286474,1.78168709,0.89173302,0.00768447,1.59481446,0.93071628,0.33507256
-5.84392196,3.18387282,0.02206743,0.32170485,1.78402609,0.87795605,0.00756883,1.57492590,0.92529224,0.32457429
-5.83791896,3.13136482,0.02074340,0.31963705,1.78238664,0.86186803,0.00745696,1.55104706,0.91688158,0.31354508
-5.83191596,3.07149371,0.01942684,0.31668001,1.77644221,0.84360972,0.00734913,1.52324433,0.90547233,0.30207020
-5.82591296,3.00462048,0.01812999,0.31287548,1.76591896,0.82336643,0.00724614,1.49162395,0.89108662,0.29023465
-5.81990995,2.93121642,0.01686318,0.30828821,1.75061289,0.80136709,0.00714921,1.45633913,0.87378523,0.27812345
-5.81390695,2.85186971,0.01563490,0.30300538,1.73040589,0.77788214,0.00706001,1.41759618,0.85367127,0.26582223
-5.80790395,2.76728870,0.01445186,0.29713560,1.70527976,0.75322030,0.00698061,1.37565903,0.83089270,0.25341759
-5.80190095,2.67830113,0.01331914,0.29080728,1.67532702,0.72772405,0.00691336,1.33085157,0.80564338,0.24099738
-5.79589795,2.58584826,0.01224038,0.28416646,1.64075777,0.70176383,0.00686090,1.28355725,0.77816238,0.22865080
-5.78989495,2.49097371,0.01121795,0.27737406,1.60190179,0.67573103,0.00682598,1.23421594,0.74873158,0.21646811
-5.78389195,2.39480675,0.01025321,0.27060247,1.55920554,0.65002976,0.00681141,1.18331758,0.71767127,0.20454010
-5.77788894,2.29854027,0.00934669,0.26403163,1.51322389,0.62506772,0.00681987,1.13139319,0.68533421,0.19295715
-5.77188594,2.20340421,0.00849828,0.25784463,1.46460676,0.60124635,0.00685383,1.07900313,0.65209797,0.18180808
-5.76588294,2.11063512,0.00770745,0.25222288,1.41408116,0.57895054,0.00691535,1.02672344,0.61835616,0.17117868
-5.75987994,2.02144344,0.00697336,0.24734101,1.36242947,0.55853828,0.00700595,0.97513072,0.58450875,0.16115013
-5.75387694,1.93697958,0.00629498,0.24336174,1.31046483,0.54033074,0.00712644,0.92478641,0.55095198,0.15179735
-5.74787394,1.85830076,0.00567121,0.24043072,1.25900506,0.52460304,0.00727682,0.87622115,0.51806827,0.14318741
-5.74187094,1.78633999,0.00510094,0.23867177,1.20884616,0.51157619,0.00745616,0.82992017,0.48621672,0.13537803
-5.73586793,1.72187894,0.00458305,0.23818253,1.16073696,0.50141063,0.00766253,0.78631044,0.45572448,0.12841644
-5.72986493,1.66552600,0.00411650,0.23903085,1.11535607,0.49420159,0.00789292,0.74575023,0.42687947,0.12233847
-5.72386193,1.61770087,0.00370027,0.24125200,1.07329233,0.48997665,0.00814334,0.70852161,0.39992477,0.11716818
-5.71785893,1.57862645,0.00333342,0.24484700,1.03502968,0.48869558,0.00840878,0.67482635,0.37505485,0.11291782
-5.71185593,1.54832855,0.00301502,0.24978207,1.00093725,0.49025259,0.00868338,0.64478531,0.35241381,0.10958833
-5.70585293,1.52664363,0.00274417,0.25598925,0.97126500,0.49448102,0.00896055,0.61844135,0.33209561,0.10717035
-5.69984992,1.51323419,0.00251997,0.26336845,0.94614508,0.50116015,0.00923319,0.59576561,0.31414619,0.10564556
-5.69384692,1.50761109,0.00234153,0.27179052,0.92559861,0.51002415,0.00949390,0.57666667,0.29856738,0.10498845
-5.68784392,1.50916181,0.00220790,0.28110165,0.90954749,0.52077256,0.00973525,0.56100209,0.28532226,0.10516834
-5.68184092,1.51718333,0.00211812,0.29112859,0.89783041,0.53308208,0.00995009,0.54859168,0.27434156,0.10615159
-5.67583792,1.53091786,0.00207113,0.30168476,0.89022206,0.54661910,0.01013176,0.53923175,0.26553094,0.10790386
-5.66983492,1.54958981,0.00206584,0.31257688,0.88645432,0.56105235,0.01027440,0.53270954,0.25877856,0.11039231
-5.66383192,1.57244215,0.00210104,0.32361185,0.88623836,0.57606531,0.01037324,0.52881699,0.25396256,0.11358758
-5.65782891,1.59877035,0.00217540,0.33460359,0.88928614,0.59136762,0.01042471,0.52736315,0.25095816,0.11746552
-5.65182591,1.62795223,0.00228746,0.34537961,0.89533028,0.60670521,0.01042674,0.52818465,0.24964395,0.12200849
-5.64582291,1.65947238,0.00243557,0.35578690,0.90414096,0.62186845,0.01037877,0.53115355,0.24990709,0.12720619
-5.63981991,1.69293984,0.00261789,0.36569698,0.91553909,0.63669825,0.01028187,0.53618222,0.25164721,0.13305594
-5.63381691,1.72809834,0.00283234,0.37500983,0.92940493,0.65108958,0.01013875,0.54322510,0.25477889,0.13956236
-5.62781391,1.76482867,0.00307655,0.38365661,0.94568155,0.66499256,0.00995365,0.55227723,0.25923257,0.14673659
-5.62181091,1.80314308,0.00334785,0.39160093,0.96437320,0.67841083,0.00973229,0.56336962,0.26495401,0.15459478
-5.61580790,1.84317224,0.00364324,0.39883879,0.98553845,0.69139762,0.00948164,0.57656186,0.27190234,0.16315629
-5.60980490,1.88514541,0.00395936,0.40539708,1.00927856,0.70404954,0.00920978,0.59193233,0.28004687,0.17244134
-5.60380190,1.92936509,0.00429248,0.41133092,1.03572181,0.71649856,0.00892557,0.60956653,0.28936290,0.18246843
-5.59779890,1.97617748,0.00463852,0.41671985,1.06500460,0.72890264,0.00863847,0.62954436,0.29982683,0.19325156
-5.59179590,2.02594040,0.00499307,0.42166315,1.09725038,0.74143546,0.00835818,0.65192683,0.31141090,0.20479743
-5.58579290,2.07899048,0.00535140,0.42627466,1.13254779,0.75427588,0.00809439,0.67674312,0.32407786,0.21710271
-5.57978989,2.13561144,0.00570858,0.43067724,1.17092915,0.76759762,0.00785650,0.70397869,0.33777587,0.23015157
-5.57378689,2.19600511,0.00605947,0.43499726,1.21235071,0.78155981,0.00765331,0.73356502,0.35243417,0.24391359
-5.56778389,2.26026691,0.00639888,0.43935946,1.25667593,0.79629871,0.00749285,0.76537174,0.36795949,0.25834211
-5.56178089,2.32836707,0.00672166,0.44388236,1.30366281,0.81192128,0.00738210,0.79920149,0.38423370,0.27337319
-5.55577789,2.40013866,0.00702279,0.44867443,1.35295632,0.82850058,0.00732682,0.83478799,0.40111288,0.28892522
-5.54977489,2.47527318,0.00729754,0.45383133,1.40408655,0.84607351,0.00733143,0.87179748,0.41842773,0.30489915
-5.54377189,2.55332391,0.00754154,0.45943417,1.45647301,0.86464073,0.00739887,0.90983349,0.43598560,0.32117955
-5.53776888,2.63371700,0.00775095,0.46554882,1.50943505,0.88416882,0.00753055,0.94844508,0.45357397,0.33763618
-5.53176588,2.71576973,0.00792253,0.47222638,1.56220834,0.90459436,0.00772630,0.98713794,0.47096534,0.35412634
-5.52576288,2.79871504,0.00805377,0.47950446,1.61396658,0.92582990,0.00798440,1.02538825,0.48792332,0.37049772
-5.51975988,2.88173117,0.00814289,0.48740928,1.66384775,0.94777108,0.00830161,1.06265857,0.50420964,0.38659168
-5.51375688,2.96397486,0.00818896,0.49595828,1.71098366,0.97030482,0.00867322,1.09841518,0.51959186,0.40224703
-5.50775388,3.04461654,0.00819188,0.50516295,1.75453138,0.99331775,0.00909320,1.13214627,0.53385139,0.41730393
-5.50175088,3.12287574,0.00815240,0.51503174,1.79370523,1.01670472,0.00955433,1.16338002,0.54679146,0.43160799
-5.49574787,3.19805506,0.00807206,0.52557263,1.82780768,1.04037662,0.01004835,1.19170208,0.55824476,0.44501438
-5.48974487,3.26957092,0.00795315,0.53679525,1.85625761,1.06426728,0.01056616,1.21677159,0.56808024,0.45739178
-5.48374187,3.33697988,0.00779866,0.54871224,1.87861473,1.08833897,0.01109805,1.23833510,0.57620894,0.46862616
-5.47773887,3.39999912,0.00761215,0.56133989,1.89459878,1.11258623,0.01163394,1.25623789,0.58258853,0.47862425
-5.47173587,3.45852027,0.00739767,0.57469774,1.90410270,1.13703791,0.01216357,1.27043221,0.58722626,0.48731646
-5.46573287,3.51261613,0.00715964,0.58880733,1.90719912,1.16175723,0.01267685,1.28098208,0.59018035,0.49465949
-5.45972986,3.56253983,0.00690279,0.60369012,1.90413997,1.18683985,0.01316403,1.28806460,0.59155968,0.50063820
-5.45372686,3.60871686,0.00663198,0.61936466,1.89534923,1.21241018,0.01361602,1.29196744,0.59152177,0.50526699
-5.44772386,3.65173015,0.00635215,0.63584316,1.88140926,1.23861596,0.01402460,1.29308301,0.59026928,0.50859034
-5.44172086,3.69229915,0.00606827,0.65312784,1.86304161,1.26562142,0.01438263,1.29189911,0.58804501,0.51068286
-5.43571786,3.73125381,0.00578520,0.67120708,1.84108307,1.29359930,0.01468427,1.28898672,0.58512580,0.51164840
-5.42971486,3.76950452,0.00550768,0.69005184,1.81645841,1.32272212,0.01492516,1.28498513,0.58181546,0.51161857
-5.42371186,3.80800937,0.00524029,0.70961244,1.79015096,1.35315293,0.01510248,1.28058504,0.57843700,0.51075045
-5.41770885,3.84773997,0.00498740,0.72981594,1.76317238,1.38503603,0.01521507,1.27651012,0.57532461,0.50922362
-5.41170585,3.88964699,0.00475318,0.75056441,1.73653305,1.41848789,0.01526347,1.27349761,0.57281541,0.50723655
-5.40570285,3.93462671,0.00454154,0.77173406,1.71121394,1.45358872,0.01524985,1.27227852,0.57124145,0.50500226
-5.39969985,3.98348966,0.00435617,0.79317545,1.68814132,1.49037487,0.01517799,1.27355803,0.57092203,0.50274359
-5.39369685,4.03693199,0.00420053,0.81471467,1.66816470,1.52883236,0.01505313,1.27799652,0.57215659,0.50068785
-5.38769385,4.09551070,0.00407776,0.83615564,1.65203868,1.56889176,0.01488182,1.28619183,0.57521824,0.49906123
-5.38169085,4.15962286,0.00399076,0.85728318,1.64040889,1.61042462,0.01467171,1.29866299,0.58034805,0.49808295
-5.37568784,4.22948944,0.00394208,0.87786703,1.63380194,1.65324147,0.01443131,1.31583592,0.58775012,0.49795929
-5.36968484,4.30514389,0.00393390,0.89766638,1.63261927,1.69709157,0.01416977,1.33803124,0.59758738,0.49887775
-5.36368184,4.38642533,0.00396799,0.91643492,1.63713423,1.74166438,0.01389655,1.36545448,0.60997814,0.50100132
-5.35767884,4.47297657,0.00404562,0.93392616,1.64749227,1.78659270,0.01362118,1.39818877,0.62499333,0.50446323
-5.35167584,4.56424647,0.00416750,0.94989876,1.66371319,1.83145752,0.01335295,1.43619013,0.64265437,0.50936218
-5.34567284,4.65949661,0.00433371,0.96412183,1.68569524,1.87579431,0.01310065,1.47928533,0.66293161,0.51575825
-5.33966983,4.75781175,0.00454360,0.97637988,1.71322035,1.91910078,0.01287229,1.52717240,0.68574330,0.52366967
-5.33366683,4.85811408,0.00479575,0.98647736,1.74596018,1.96084573,0.01267490,1.57942366,0.71095524,0.53307053
-5.32766383,4.95918054,0.00508789,0.99424270,1.78348254,2.00047899,0.01251428,1.63549129,0.73838084,0.54388953
-5.32166083,5.05966329,0.00541685,0.99953167,1.82525824,2.03744205,0.01239487,1.69471530,0.76778204,0.55600997
-5.31565783,5.15811279,0.00577857,1.00223005,1.87066826,2.07117925,0.01231960,1.75633386,0.79887089,0.56927088
-5.30965483,5.25300336,0.00616807,1.00225563,1.91901140,2.10114920,0.01228981,1.81949585,0.83131200,0.58346943
-5.30365183,5.34276088,0.00657950,0.99955939,1.96951264,2.12683626,0.01230520,1.88327561,0.86472609,0.59836458
-5.29764882,5.42579249,0.00700620,0.99412610,2.02133266,2.14776174,0.01236387,1.94668961,0.89869462,0.61368205
-5.29164582,5.50051792,0.00744083,0.98597410,2.07357868,2.16349471,0.01246234,2.00871496,0.93276572,0.62912030
-5.28564282,5.56540215,0.00787547,0.97515460,2.12531714,2.17366211,0.01259570,2.06830959,0.96646141,0.64435766
-5.27963982,5.61898905,0.00830182,0.96175037,2.17558826,2.17795799,0.01275777,2.12443374,0.99928621,0.65906039
-5.27363682,5.65993543,0.00871138,0.94587397,2.22342284,2.17615174,0.01294127,2.17607244,1.03073698,0.67289138
-5.26763382,5.68704503,0.00909566,0.92766562,2.26786101,2.16809513,0.01313807,2.22225865,1.06031397,0.68551939
-5.26163082,5.69930157,0.00944640,0.90729075,2.30797290,2.15372788,0.01333949,2.26209650,1.08753279,0.69662857
-5.25562781,5.69590007,0.00975586,0.88493740,2.34288078,2.13308188,0.01353654,2.29478395,1.11193696,0.70592785
-5.24962481,5.67627553,0.01001698,0.86081334,2.37178191,2.10628365,0.01372029,2.31963453,1.13311077,0.71316006
-5.24362181,5.64012769,0.01022363,0.83514325,2.39397152,2.07355511,0.01388212,2.33609707,1.15069179,0.71811028
-5.23761881,5.58744104,0.01037079,0.80816572,2.40886487,2.03521236,0.01401404,2.34377297,1.16438273,0.72061323
-5.23161581,5.51849862,0.01045472,0.78013033,2.41601735,1.99166260,0.01410896,2.34243021,1.17396193,0.72055935
-5.22561281,5.43388878,0.01047306,0.75129461,2.41514166,1.94339884,0.01416092,2.33201328,1.17929210,0.71789925
-5.21960980,5.33450386,0.01042490,0.72192109,2.40612100,1.89099259,0.01416527,2.31264860,1.18032663,0.71264631
-5.21360680,5.22153008,0.01031084,0.69227423,2.38901734,1.83508436,0.01411883,2.28464482,1.17711323,0.70487727
-5.20760380,5.09642825,0.01013289,0.66261734,2.36407409,1.77637211,0.01401999,2.24848770,1.16979443,0.69473075
-5.20160080,4.96090514,0.00989445,0.63320938,2.33171255,1.71559778,0.01386864,2.20482948,1.15860481,0.68240348
-5.19559780,4.81687592,0.00960016,0.60430170,2.29252205,1.65353213,0.01366622,2.15447278,1.14386487,0.66814459
-5.18959480,4.66641837,0.00925572,0.57613469,2.24724376,1.59095811,0.01341556,2.09834945,1.12597172,0.65224789
-5.18359180,4.51172012,0.00886774,0.54893432,2.19674858,1.52865327,0.01312072,2.03749481,1.10538677,0.63504249
-5.17758879,4.35502044,0.00844346,0.52290863,2.14200984,1.46737164,0.01278679,1.97301829,1.08262089,0.61688212
-5.17158579,4.19854861,0.00799055,0.49824434,2.08407188,1.40782564,0.01241965,1.90607131,1.05821761,0.59813341
-5.16558279,4.04446118,0.00751685,0.47510346,2.02401565,1.35066861,0.01202567,1.83781361,1.03273514,0.57916386
-5.15957979,3.89478040,0.00703015,0.45362019,1.96292292,1.29647867,0.01161150,1.76937938,1.00672771,0.56032961
-5.15357679,3.75133643,0.00653797,0.43389821,1.90184043,1.24574443,0.01118372,1.70184443,0.98072733,0.54196389
-5.14757379,3.61571572,0.00604736,0.41600838,1.84174582,1.19885324,0.01074865,1.63619566,0.95522653,0.52436635
-5.14157079,3.48921771,0.00556475,0.39998714,1.78351655,1.15608252,0.01031210,1.57330418,0.93066297,0.50779388
-5.13556778,3.37282184,0.00509581,0.38583562,1.72790334,1.11759444,0.00987917,1.51390302,0.90740642,0.49245313
-5.12956478,3.26716610,0.00464534,0.37351961,1.67550915,1.08343446,0.00945416,1.45857021,0.88574874,0.47849527
-5.12356178,3.17253832,0.00421726,0.36297046,1.62677459,1.05353366,0.00904044,1.40771812,0.86589724,0.46601288
-5.11755878,3.08888022,0.00381455,0.35408687,1.58197018,1.02771503,0.00864043,1.36158893,0.84797147,0.45503935
-5.11155578,3.01580425,0.00343931,0.34673769,1.54119565,1.00570330,0.00825563,1.32025676,0.83200362,0.44555057
-5.10555278,2.95262211,0.00309274,0.34076551,1.50438610,0.98713816,0.00788667,1.28363577,0.81794230,0.43746882
-5.09954977,2.89838380,0.00277531,0.33599106,1.47132444,0.97159022,0.00753343,1.25149395,0.80565938,0.43066879
-5.09354677,2.85192519,0.00248675,0.33221817,1.44165926,0.95857912,0.00719516,1.22347174,0.79495955,0.42498510
-5.08754377,2.81192200,0.00222623,0.32923925,1.41492721,0.94759306,0.00687063,1.19910461,0.78559184,0.42022131
-5.08154077,2.77694776,0.00199242,0.32684097,1.39057853,0.93810896,0.00655834,1.17784831,0.77726283,0.41615963
-5.07553777,2.74553322,0.00178366,0.32480998,1.36800459,0.92961243,0.00625667,1.15910589,0.76965053,0.41257120
-5.06953477,2.71622474,0.00159800,0.32293849,1.34656590,0.92161680,0.00596402,1.14225510,0.76241861,0.40922621
-5.06353177,2.68763921,0.00143337,0.32102946,1.32561969,0.91368042,0.00567903,1.12667502,0.75523025,0.40590364
-5.05752876,2.65851353,0.00128762,0.31890136,1.30454558,0.90542164,0.00540064,1.11177106,0.74776106,0.40240001
-5.05152576,2.62774686,0.00115865,0.31639218,1.28276867,0.89653092,0.00512824,1.09699715,0.73971075,0.39853707
-5.04552276,2.59443418,0.00104443,0.31336268,1.25977910,0.88677963,0.00486174,1.08187456,0.73081303,0.39416786
-5.03951976,2.55789041,0.00094307,0.30969896,1.23514776,0.87602537,0.00460160,1.06600668,0.72084372,0.38918122
-5.03351676,2.51766453,0.00085285,0.30531399,1.20853765,0.86421362,0.00434886,1.04908946,0.70962680,0.38350446
-5.02751376,2.47354371,0.00077226,0.30014842,1.17971105,0.85137583,0.00410515,1.03091737,0.69703830,0.37710428
-5.02151076,2.42554780,0.00069997,0.29417057,1.14853241,0.83762407,0.00387260,1.01138482,0.68300833,0.36998592
-5.01550775,2.37391492,0.00063487,0.28737566,1.11496738,0.82314253,0.00365384,0.99048344,0.66752102,0.36219077
-5.00950475,2.31907929,0.00057605,0.27978439,1.07907840,0.80817640,0.00345188,0.96829538,0.65061286,0.35379248
-5.00350175,2.26164234,0.00052275,0.27144094,1.04101724,0.79301838,0.00327007,0.94498335,0.63236936,0.34489197
-4.99749875,2.20233878,0.00047438,0.26241052,1.00101520,0.77799366,0.00311193,0.92077785,0.61292045,0.33561150
-4.99149575,2.14199894,0.00043048,0.25277651,0.95937137,0.76344373,0.00298113,0.89596230,0.59243475,0.32608820
-4.98549275,2.08150911,0.00039071,0.24263737,0.91643965,0.74970978,0.00288129,0.87085679,0.57111296,0.31646717
-4.97948974,2.02177130,0.00035477,0.23210328,0.87261499,0.73711629,0.00281594,0.84580119,0.54918057,0.30689470
-4.97348674,1.96366397,0.00032246,0.22129273,0.82831932,0.72595539,0.00278833,0.82113824,0.52688021,0.29751173
-4.96748374,1.90800510,0.00029359,0.21032907,0.78398762,0.71647262,0.00280140,0.79719734,0.50446370,0.28844780
-4.96148074,1.85551876,0.00026802,0.19933703,0.74005449,0.70885455,0.00285761,0.77427961,0.48218413,0.27981577
-4.95547774,1.80680649,0.00024558,0.18843946,0.69694152,0.70321878,0.00295883,0.75264479,0.46028815,0.27170752
-4.94947474,1.76232398,0.00022612,0.17775409,0.65504578,0.69960670,0.00310626,0.73250032,0.43900857,0.26419062
-4.94347174,1.72236418,0.00020947,0.16739066,0.61472951,0.69797923,0.00330033,0.71399306,0.41855764,0.25730623
-4.93746873,1.68704693,0.00019544,0.15744823,0.57631139,0.69821578,0.00354062,0.69720376,0.39912097,0.25106811
-4.93146573,1.65631554,0.00018383,0.14801293,0.54005938,0.70011646,0.00382574,0.68214446,0.38085245,0.24546290
-4.92546273,1.62994025,0.00017442,0.13915601,0.50618523,0.70340740,0.00415336,0.66875887,0.36387024,0.24045143
-4.91945973,1.60752825,0.00016695,0.13093245,0.47484093,0.70774916,0.00452009,0.65692547,0.34825392,0.23597111
-4.91345673,1.58853985,0.00016118,0.12337997,0.44611685,0.71274771,0.00492152,0.64646329,0.33404295,0.23193916
-4.90745373,1.57231000,0.00015686,0.11651862,0.42004181,0.71796773,0.00535224,0.63713993,0.32123647,0.22825660
-4.90145073,1.55807436,0.00015371,0.11035087,0.39658496,0.72294753,0.00580587,0.62868155,0.30979450,0.22481274
-4.89544772,1.54499867,0.00015148,0.10486225,0.37565929,0.72721514,0.00627516,0.62078423,0.29964035,0.22149000
-4.88944472,1.53221036,0.00014992,0.10002247,0.35712677,0.73030489,0.00675211,0.61312631,0.29066439,0.21816886
-4.88344172,1.51883111,0.00014879,0.09578709,0.34080485,0.73177365,0.00722814,0.60538110,0.28272877,0.21473267
-4.87743872,1.50400889,0.00014787,0.09209948,0.32647416,0.73121635,0.00769426,0.59722956,0.27567313,0.21107221
-4.87143572,1.48694852,0.00014698,0.08889325,0.31388694,0.72827982,0.00814128,0.58837218,0.26932098,0.20708976
-4.86543272,1.46693926,0.00014594,0.08609481,0.30277625,0.72267473,0.00856008,0.57853992,0.26348643,0.20270253
-4.85942971,1.44337861,0.00014460,0.08362621,0.29286521,0.71418488,0.00894183,0.56750352,0.25798113,0.19784538
-4.85342671,1.41579140,0.00014286,0.08140786,0.28387632,0.70267379,0.00927825,0.55508101,0.25262110,0.19247274
-4.84742371,1.38384363,0.00014063,0.07936136,0.27554020,0.68808809,0.00956186,0.54114314,0.24723308,0.18655960
-4.84142071,1.34735059,0.00013785,0.07741200,0.26760378,0.67045799,0.00978621,0.52561666,0.24166035,0.18010177
-4.83541771,1.30627922,0.00013450,0.07549114,0.25983728,0.64989462,0.00994609,0.50848527,0.23576759,0.17311520
-4.82941471,1.26074497,0.00013059,0.07353812,0.25204014,0.62658470,0.01003765,0.48978849,0.22944483,0.16563467
-4.82341171,1.21100341,0.00012613,0.07150186,0.24404546,0.60078275,0.01005859,0.46961851,0.22261013,0.15771175
-4.81740870,1.15743723,0.00012117,0.06934194,0.23572294,0.57280133,0.01000816,0.44811526,0.21521118,0.14941236
-4.81140570,1.10053959,0.00011577,0.06702922,0.22698036,0.54299982,0.00988722,0.42546012,0.20722566,0.14081387
-4.80540270,1.04089448,0.00011002,0.06454603,0.21776343,0.51177234,0.00969816,0.40186840,0.19866039,0.13200201
-4.79939970,0.97915530,0.00010400,0.06188587,0.20805440,0.47953522,0.00944485,0.37758128,0.18954952,0.12306772
-4.79339670,0.91602252,0.00009783,0.05905269,0.19786927,0.44671483,0.00913245,0.35285721,0.17995178,0.11410407
-4.78739370,0.85222148,0.00009161,0.05605985,0.18725408,0.41373599,0.00876727,0.32796357,0.16994697,0.10520329
-4.78139070,0.78848121,0.00008548,0.05292879,0.17628030,0.38101154,0.00835651,0.30316846,0.15963204,0.09645420
-4.77538769,0.72551504,0.00007954,0.04968751,0.16503975,0.34893343,0.00790803,0.27873337,0.14911670,0.08793993
-4.76938469,0.66400368,0.00007393,0.04636891,0.15363913,0.31786548,0.00743014,0.25490658,0.13851913,0.07973610
-4.76338169,0.60458115,0.00006879,0.04300914,0.14219463,0.28813799,0.00693126,0.23191770,0.12796161,0.07190943
-4.75737869,0.54782392,0.00006426,0.03964591,0.13082668,0.26004435,0.00641975,0.20997337,0.11756655,0.06451687
-4.75137569,0.49424341,0.00006047,0.03631704,0.11965510,0.23383932,0.00590368,0.18925414,0.10745291,0.05760508
-4.74537269,0.44428163,0.00005759,0.03305903,0.10879486,0.20973916,0.00539058,0.16991255,0.09773316,0.05121047
-4.73936968,0.39830990,0.00005578,0.02990597,0.09835253,0.18792314,0.00488732,0.15207235,0.08851082,0.04535943
-4.73336668,0.35663020,0.00005521,0.02688860,0.08842349,0.16853631,0.00439996,0.13582867,0.07987869,0.04006900
-4.72736368,0.31947879,0.00005606,0.02403364,0.07908998,0.15169305,0.00393369,0.12124902,0.07191771,0.03534775
-4.72136068,0.28703146,0.00005854,0.02136342,0.07041990,0.13748126,0.00349275,0.10837504,0.06469634,0.03119673
-4.71535768,0.25941001,0.00006286,0.01889570,0.06246641,0.12596671,0.00308043,0.09722463,0.05827058,0.02761064
-4.70935468,0.23668918,0.00006925,0.01664368,0.05526822,0.11719724,0.00269908,0.08779446,0.05268432,0.02457897
-4.70335168,0.21890377,0.00007795,0.01461629,0.04885039,0.11120652,0.00235021,0.08006261,0.04797011,0.02208713
-4.69734867,0.20605525,0.00008922,0.01281853,0.04322565,0.10801719,0.00203447,0.07399122,0.04415007,0.02011744
-4.69134567,0.19811749,0.00010332,0.01125195,0.03839612,0.10764305,0.00175184,0.06952897,0.04123700,0.01865016
-4.68534267,0.19504140,0.00012051,0.00991527,0.03435518,0.11009019,0.00150166,0.06661344,0.03923542,0.01766419
-4.67933967,0.19675819,0.00014106,0.00880491,0.03108953,0.11535709,0.00128277,0.06517318,0.03814261,0.01713780
-4.67333667,0.20318121,0.00016522,0.00791562,0.02858128,0.12343358,0.00109361,0.06512953,0.03794949,0.01704907
-4.66733367,0.21420629,0.00019320,0.00724107,0.02681006,0.13429873,0.00093230,0.06639818,0.03864128,0.01737628
-4.66133067,0.22971092,0.00022520,0.00677438,0.02575496,0.14791792,0.00079680,0.06889060,0.04019809,0.01809812
-4.65532766,0.24955235,0.00026137,0.00650857,0.02539638,0.16423914,0.00068491,0.07251519,0.04259517,0.01919379
-4.64932466,0.27356492,0.00030178,0.00643700,0.02571774,0.18318892,0.00059440,0.07717852,0.04580310,0.02064307
-4.64332166,0.30155720,0.00034646,0.00655368,0.02670697,0.20466818,0.00052303,0.08278652,0.04978787,0.02242632
