energy_ev,total_up,Cu_p_up,Cu_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.24962481,4.41314080,0.50704580,0.17179758,2.10771066,1.22732874,0.04586702,0.48515123,0.06613702,2.09473061
-5.24362181,4.32496561,0.50462705,0.16825566,2.10927812,1.19168292,0.04432023,0.47236669,0.06330820,2.06793630
-5.23761881,4.23990148,0.50243239,0.16508260,2.11110785,1.15759702,0.04270752,0.45989686,0.06063588,2.04282574
-5.23161581,4.16024729,0.50069219,0.16239566,2.11423659,1.12568287,0.04105688,0.44803201,0.05815229,2.02048205
-5.22561281,4.08826138,0.49962788,0.16030286,2.11966752,1.09654841,0.03939687,0.43703923,0.05588876,2.00198338
-5.21960980,4.02606962,0.49944319,0.15889911,2.12831889,1.07077529,0.03775552,0.42715392,0.05387461,1.98835493
-5.21360680,3.97557588,0.50031567,0.15826255,2.14097540,1.04889629,0.03615927,0.41857243,0.05213601,1.98052128
-5.20760380,3.93837875,0.50238888,0.15845141,2.15824449,1.03137350,0.03463205,0.41144610,0.05069498,1.97926093
-5.20160080,3.91569801,0.50576550,0.15950131,2.18051992,1.01857827,0.03319449,0.40587681,0.04956834,1.98516538
-5.19559780,3.90831428,0.51050158,0.16142325,2.20795429,1.01077388,0.03186327,0.40191422,0.04876684,1.99860441
-5.18959480,3.91652434,0.51660231,0.16420241,2.24044183,1.00810176,0.03065067,0.39955463,0.04829451,2.01969939
-5.18359180,3.94011418,0.52401937,0.16779765,2.27761253,1.01057201,0.02956432,0.39874157,0.04814806,2.04830572
-5.17758879,3.97835110,0.53264999,0.17214198,2.31883770,1.01805860,0.02860711,0.39936803,0.04831666,2.08400552
-5.17158579,4.02999543,0.54233791,0.17714384,2.36324697,1.03029981,0.02777731,0.40128006,0.04878182,2.12611090
-5.16558279,4.09333140,0.55287611,0.18268926,2.40975582,1.04690382,0.02706888,0.40428189,0.04951761,2.17367794
-5.15957979,4.16621636,0.56401139,0.18864477,2.45710257,1.06735948,0.02647188,0.40814206,0.05049111,2.22553101
-5.15357679,4.24614635,0.57545058,0.19486103,2.50389297,1.09105190,0.02597304,0.41260064,0.05166304,2.28029645
-5.14757379,4.33033569,0.58686826,0.20117714,2.54865056,1.11728223,0.02555640,0.41737708,0.05298871,2.33644448
-5.14157079,4.41580748,0.59791588,0.20742521,2.58987045,1.14529100,0.02520403,0.42217867,0.05441914,2.39233767
-5.13556778,4.49949148,0.60823174,0.21343540,2.62607411,1.17428400,0.02489678,0.42670912,0.05590228,2.44628411
-5.12956478,4.57832566,0.61745178,0.21904094,2.65586292,1.20345965,0.02461507,0.43067725,0.05738447,2.49659307
-5.12356178,4.64935722,0.62522065,0.22408313,2.67796803,1.23203674,0.02433958,0.43380537,0.05881187,2.54163099
-5.11755878,4.70983926,0.63120276,0.22841599,2.69129450,1.25928118,0.02405196,0.43583715,0.06013200,2.57987550
-5.11155578,4.75731922,0.63509289,0.23191056,2.69495808,1.28453070,0.02373543,0.43654479,0.06129523,2.60996525
-5.10555278,4.78971548,0.63662599,0.23445853,2.68831302,1.30721638,0.02337533,0.43573527,0.06225611,2.63074353
-5.09954977,4.80537932,0.63558571,0.23597510,2.67097020,1.32687979,0.02295953,0.43325540,0.06297476,2.64129401
-5.09354677,4.80313978,0.63181147,0.23640106,2.64280503,1.34318522,0.02247872,0.42899570,0.06341783,2.64096709
-5.08754377,4.78232998,0.62520377,0.23570387,2.60395515,1.35592625,0.02192664,0.42289282,0.06355948,2.62939601
-5.08154077,4.74279397,0.61572734,0.23387790,2.55480843,1.36502641,0.02130015,0.41493060,0.06338195,2.60650220
-5.07553777,4.68487463,0.60341234,0.23094366,2.49598240,1.37053405,0.02059916,0.40513962,0.06287591,2.57248988
-5.06953477,4.60938338,0.58835325,0.22694619,2.42829614,1.37261157,0.01982652,0.39359540,0.06204058,2.52783045
-5.06353177,4.51755381,0.57070577,0.22195272,2.35273643,1.37151992,0.01898780,0.38041527,0.06088349,2.47323771
-5.05752876,4.41098174,0.55068166,0.21604965,2.27041998,1.36759905,0.01809093,0.36575410,0.05942007,2.40963518
-5.05152576,4.29155509,0.52854198,0.20933907,2.18255347,1.36124561,0.01714589,0.34979906,0.05767291,2.33811745
-5.04552276,4.16137702,0.50458885,0.20193492,2.09039344,1.35288918,0.01616426,0.33276364,0.05567090,2.25990738
-5.03951976,4.02268631,0.47915619,0.19395907,1.99520775,1.34296842,0.01515879,0.31488116,0.05344821,2.17631128
-5.03351676,3.87777877,0.45259987,0.18553745,1.89824012,1.33190857,0.01414299,0.29639808,0.05104310,2.08867425
-5.02751376,3.72893321,0.42528755,0.17679628,1.80067923,1.32010159,0.01313068,0.27756733,0.04849675,1.99833755
-5.02151076,3.57834530,0.39758881,0.16785874,1.70363312,1.30789010,0.01213557,0.25864187,0.04585204,1.90659990
-5.01550775,3.42807180,0.36986577,0.15884207,1.60810977,1.29555604,0.01117096,0.23986882,0.04315239,1.81468404
-5.00950475,3.27998703,0.34246465,0.14985519,1.51500388,1.28331459,0.01024935,0.22148422,0.04044062,1.72370973
-5.00350175,3.13575275,0.31570847,0.14099697,1.42508991,1.27131376,0.00938224,0.20370867,0.03775806,1.63467389
-4.99749875,2.99680161,0.28989114,0.13235498,1.33902097,1.25963925,0.00857988,0.18674380,0.03514362,1.54843799
-4.99149575,2.86433369,0.26527293,0.12400502,1.25733267,1.24832451,0.00785113,0.17076984,0.03263315,1.46572270
-4.98549275,2.73932495,0.24207761,0.11601101,1.18045132,1.23736486,0.00720336,0.15594408,0.03025894,1.38710907
-4.97948974,2.62254553,0.22049086,0.10842548,1.10870523,1.22673490,0.00664237,0.14240026,0.02804928,1.31304553
-4.97348674,2.51458595,0.20066025,0.10129039,1.04233819,1.21640778,0.00617239,0.13024886,0.02602832,1.24385953
-4.96748374,2.41588833,0.18269628,0.09463828,0.98152386,1.20637505,0.00579609,0.11957808,0.02421595,1.17977263
-4.96148074,2.32678032,0.16667453,0.08849359,0.92638041,1.19666571,0.00551461,0.11045539,0.02262787,1.12091774
-4.95547774,2.24750892,0.15263862,0.08287412,0.87698424,1.18736309,0.00532761,0.10292963,0.02127569,1.06735722
-4.94947474,2.17827223,0.14060373,0.07779246,0.83338230,1.17861842,0.00523335,0.09703327,0.02016718,1.01910078
-4.94347174,2.11924691,0.13056050,0.07325741,0.79560259,1.17066007,0.00522879,0.09278496,0.01930653,0.97612219
-4.93746873,2.07061015,0.12247915,0.06927527,0.76366244,1.16379785,0.00530962,0.09019196,0.01869463,0.93837397
-4.93146573,2.03255524,0.11631352,0.06585101,0.73757471,1.15842189,0.00547044,0.08925257,0.01832943,0.90579976
-4.92546273,2.00530016,0.11200504,0.06298915,0.71735190,1.15499609,0.00570480,0.08995827,0.01820625,0.87834386
-4.91945973,1.98908957,0.10948639,0.06069465,0.70300850,1.15404645,0.00600536,0.09229559,0.01831810,0.85595818
-4.91345673,1.98419061,0.10868479,0.05897342,0.69456206,1.15614459,0.00636397,0.09624764,0.01865603,0.83860652
-4.90745373,1.99088340,0.10952497,0.05783276,0.69203320,1.16188757,0.00677190,0.10179521,0.01920940,0.82626674
-4.90145073,2.00944749,0.11193161,0.05728163,0.69544520,1.17187467,0.00721990,0.10891749,0.01996618,0.81893099
-4.89544772,2.04014546,0.11583138,0.05733079,0.70482349,1.18668243,0.00769845,0.11759231,0.02091324,0.81660465
-4.88944472,2.08320500,0.12115455,0.05799278,0.72019525,1.20683900,0.00819796,0.12779608,0.02203655,0.81930438
-4.88344172,2.13880069,0.12783612,0.05928182,0.74158955,1.23279907,0.00870892,0.13950328,0.02332146,0.82705559
-4.87743872,2.20703667,0.13581661,0.06121365,0.76903793,1.26492036,0.00922219,0.15268562,0.02475288,0.83988977
-4.87143572,2.28793093,0.14504236,0.06380524,0.80257545,1.30344281,0.00972916,0.16731098,0.02631548,0.85784188
-4.86543272,2.38140216,0.15546557,0.06707440,0.84224212,1.34847127,0.01022202,0.18334213,0.02799385,0.88094778
-4.85942971,2.48725936,0.16704393,0.07103939,0.88808428,1.39996238,0.01069395,0.20073531,0.02977265,0.90924195
-4.85342671,2.60519468,0.17973993,0.07571835,0.94015585,1.45771633,0.01113929,0.21943882,0.03163673,0.94275517
-4.84742371,2.73477953,0.19351998,0.08112873,0.99851875,1.52137363,0.01155369,0.23939156,0.03357122,0.98151225
-4.84142071,2.87546389,0.20835317,0.08728654,1.06324249,1.59041721,0.01193425,0.26052187,0.03556161,1.02552944
-4.83541771,3.02657868,0.22420993,0.09420563,1.13440218,1.66417992,0.01227957,0.28274643,0.03759384,1.07481168
-4.82941471,3.18734117,0.24106051,0.10189684,1.21207499,1.74185708,0.01258975,0.30596962,0.03965430,1.12934920
-4.82341171,3.35686306,0.25887337,0.11036710,1.29633471,1.82252389,0.01286638,0.33008316,0.04172993,1.18911383
-4.81740870,3.53416121,0.27761364,0.11961859,1.38724434,1.90515730,0.01311243,0.35496623,0.04380823,1.25405471
-4.81140570,3.71817082,0.29724155,0.12964781,1.48484685,1.98866165,0.01333211,0.38048608,0.04587735,1.32409382
-4.80540270,3.90776076,0.31771111,0.14044480,1.58915420,2.07189741,0.01353072,0.40649909,0.04792612,1.39912127
-4.79939970,4.10175116,0.33896888,0.15199239,1.70013502,2.15371233,0.01371441,0.43285226,0.04994419,1.47899083
-4.79339670,4.29893278,0.36095318,0.16426563,1.81770146,2.23297389,0.01388995,0.45938520,0.05192209,1.56351595
-4.78739370,4.49808795,0.38359349,0.17723137,1.94169559,2.30860228,0.01406452,0.48593238,0.05385142,1.65246653
-4.78139070,4.69801276,0.40681035,0.19084799,2.07187623,2.37960270,0.01424543,0.51232566,0.05572499,1.74556689
-4.77538769,4.89753990,0.43051552,0.20506545,2.20790668,2.44509596,0.01443995,0.53839703,0.05753693,1.84249505
-4.76938469,5.09556152,0.45461261,0.21982546,2.34934424,2.50434643,0.01465505,0.56398125,0.05928293,1.94288370
-4.76338169,5.29105138,0.47899805,0.23506191,2.49563198,2.55678599,0.01489729,0.58891853,0.06096033,2.04632275
-4.75737869,5.48308539,0.50356228,0.25070153,2.64609361,2.60203339,0.01517268,0.61305691,0.06256827,2.15236358
-4.75137569,5.67085960,0.52819121,0.26666467,2.79993170,2.63990784,0.01548654,0.63625444,0.06410769,2.26052472
-4.74537269,5.85370470,0.55276785,0.28286621,2.95622989,2.67043640,0.01584355,0.65838086,0.06558142,2.37029879
-4.73936968,6.03109614,0.57717381,0.29921662,3.11395913,2.69385455,0.01624761,0.67931895,0.06699401,2.48116026
-4.73336668,6.20265898,0.60129091,0.31562302,3.27198809,2.71059971,0.01670193,0.69896540,0.06835163,2.59257353
-4.72736368,6.36816693,0.62500246,0.33199017,3.42909766,2.72129786,0.01720903,0.71723117,0.06966174,2.70400102
-4.72136068,6.52753508,0.64819435,0.34822147,3.58399915,2.72674340,0.01777074,0.73404151,0.07093278,2.81491048
-4.71535768,6.68080625,0.67075577,0.36421988,3.73535579,2.72787288,0.01838823,0.74933547,0.07217371,2.92478134
-4.70935468,6.82813111,0.69257952,0.37988859,3.88180683,2.72573352,0.01906202,0.76306524,0.07339347,3.03310939
-4.70335168,6.96974262,0.71356198,0.39513166,4.02199356,2.72144739,0.01979198,0.77519507,0.07460041,3.13940982
-4.69734867,7.10592558,0.73360262,0.40985448,4.15458633,2.71617271,0.02057727,0.78570017,0.07580172,3.24321820
-4.69134567,7.23698252,0.75260322,0.42396410,4.27831161,2.71106349,0.02141625,0.79456536,0.07700276,3.34408944
-4.68534267,7.36319742,0.77046685,0.43736941,4.39197826,2.70722917,0.02230646,0.80178380,0.07820656,3.44159506
-4.67933967,7.48479883,0.78709662,0.44998138,4.49450201,2.70569551,0.02324444,0.80735568,0.07941327,3.53531891
-4.67333667,7.60192435,0.80239461,0.46171316,4.58492739,2.70736851,0.02422568,0.81128699,0.08061976,3.62485185
-4.66733367,7.71458830,0.81626076,0.47248031,4.66244640,2.71300244,0.02524447,0.81358848,0.08181937,3.70978617
-4.66133067,7.82265452,0.82859226,0.48220115,4.72641334,2.72317338,0.02629382,0.81427465,0.08300175,3.78971017
-4.65532766,7.92581612,0.83928332,0.49079724,4.77635557,2.73825918,0.02736543,0.81336310,0.08415291,3.86420392
-4.64932466,8.02358371,0.84822562,0.49819409,4.81197994,2.75842669,0.02844968,0.81087393,0.08525546,3.93283677
-4.64332166,8.11528341,0.85530953,0.50432215,4.83317498,2.78362671,0.02953566,0.80682958,0.08628897,3.99516739
