energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.82591296,1.73168559,0.21932563,0.36512245,0.01679252,0.07718723,0.39050890,0.70249415,0.04102957,0.59676840
-5.81990995,1.67740346,0.21078816,0.36363826,0.01851728,0.07249721,0.38675134,0.66253469,0.04045901,0.57197973
-5.81390695,1.62687206,0.20262246,0.36377829,0.02035055,0.06796951,0.38375694,0.62318188,0.04004006,0.54766691
-5.80790395,1.58062439,0.19490027,0.36551843,0.02227422,0.06363368,0.38161377,0.58488976,0.03977770,0.52412653
-5.80190095,1.53903250,0.18767488,0.36879179,0.02426696,0.05951377,0.38037549,0.54805310,0.03967108,0.50161086
-5.79589795,1.50229516,0.18097982,0.37348762,0.02630442,0.05562785,0.38005755,0.51299986,0.03971342,0.48032137
-5.78989495,1.47043217,0.17482825,0.37945181,0.02835955,0.05198789,0.38063488,0.47998613,0.03989220,0.46040450
-5.78389195,1.44328563,0.16921326,0.38648889,0.03040304,0.04859979,0.38204129,0.44919400,0.04018947,0.44194962
-5.77788894,1.42052804,0.16410898,0.39436559,0.03240384,0.04546361,0.38417064,0.42073203,0.04058245,0.42498947
-5.77188594,1.40167713,0.15947240,0.40281598,0.03432984,0.04257406,0.38687966,0.39463837,0.04104424,0.40950278
-5.76588294,1.38611648,0.15524589,0.41154796,0.03614860,0.03992108,0.38999247,0.37088615,0.04154470,0.39541894
-5.75987994,1.37312114,0.15136023,0.42025093,0.03782816,0.03749065,0.39330637,0.34939082,0.04205152,0.38262439
-5.75387694,1.36188714,0.14773803,0.42860444,0.03933787,0.03526557,0.39659889,0.33001911,0.04253126,0.37097046
-5.74787394,1.35156348,0.14429738,0.43628739,0.04064927,0.03322644,0.39963560,0.31259895,0.04295054,0.36028208
-5.74187094,1.34128531,0.14095550,0.44298756,0.04173691,0.03135255,0.40217851,0.29693016,0.04327718,0.35036715
-5.73586793,1.33020697,0.13763236,0.44841101,0.04257906,0.02962275,0.40399455,0.28279519,0.04348130,0.34102597
-5.72986493,1.31753343,0.13425394,0.45229099,0.04315848,0.02801632,0.40486391,0.26996969,0.04353629,0.33206043
-5.72386193,1.30254908,0.13075522,0.45439617,0.04346288,0.02651372,0.40458784,0.25823244,0.04341976,0.32328261
-5.71785893,1.28464289,0.12708257,0.45453760,0.04348536,0.02509715,0.40299571,0.24737440,0.04311419,0.31452243
-5.71185593,1.26332898,0.12319563,0.45257445,0.04322466,0.02375116,0.39995091,0.23720657,0.04260750,0.30563428
-5.70585293,1.23826218,0.11906864,0.44841803,0.04268516,0.02246294,0.39535562,0.22756660,0.04189331,0.29650223
-5.69984992,1.20924821,0.11469104,0.44203418,0.04187682,0.02122261,0.38915411,0.21832399,0.04097112,0.28704401
-5.69384692,1.17624849,0.11006766,0.43344395,0.04081483,0.02002336,0.38133466,0.20938391,0.03984614,0.27721356
-5.68784392,1.13937958,0.10521820,0.42272233,0.03951914,0.01886142,0.37192994,0.20068968,0.03852900,0.26700228
-5.68184092,1.09890782,0.10017643,0.40999557,0.03801388,0.01773603,0.36101607,0.19222394,0.03703528,0.25643904
-5.67583792,1.05523964,0.09498887,0.39543678,0.03632661,0.01664930,0.34871032,0.18400872,0.03538483,0.24558907
-5.66983492,1.00890808,0.08971328,0.37926036,0.03448748,0.01560600,0.33516764,0.17610449,0.03360104,0.23455195
-5.66383192,0.96055659,0.08441700,0.36171533,0.03252840,0.01461335,0.32057628,0.16860832,0.03170998,0.22345885
-5.65782891,0.91092053,0.07917511,0.34307796,0.03048214,0.01368074,0.30515258,0.16165139,0.02973953,0.21246911
-5.65182591,0.86080752,0.07406875,0.32364392,0.02838142,0.01281958,0.28913526,0.15539582,0.02771847,0.20176647
-5.64582291,0.81107712,0.06918336,0.30372026,0.02625813,0.01204297,0.27277942,0.15003112,0.02567561,0.19155495
-5.63981991,0.76262067,0.06460725,0.28361761,0.02414257,0.01136556,0.25635041,0.14577012,0.02363903,0.18205465
-5.63381691,0.71634172,0.06043016,0.26364270,0.02206280,0.01080335,0.24011781,0.14284462,0.02163534,0.17349739
-5.62781391,0.67313759,0.05674214,0.24409151,0.02004408,0.01037351,0.22434976,0.14150064,0.01968907,0.16612245
-5.62181091,0.63388229,0.05363261,0.22524328,0.01810852,0.01009419,0.20930760,0.14199337,0.01782222,0.16017221
-5.61580790,0.59941092,0.05118951,0.20735532,0.01627476,0.00998446,0.19524117,0.14458169,0.01605393,0.15588796
-5.60980490,0.57050577,0.04949864,0.19065885,0.01455783,0.01006404,0.18238464,0.14952239,0.01440018,0.15350563
-5.60380190,0.54788379,0.04864307,0.17535586,0.01296916,0.01035320,0.17095298,0.15706389,0.01287380,0.15325158
-5.59779890,0.53218560,0.04870255,0.16161685,0.01151661,0.01087254,0.16113910,0.16743964,0.01148441,0.15533835
-5.59179590,0.52396573,0.04975286,0.14957956,0.01020469,0.01164271,0.15311162,0.18086114,0.01023854,0.15996036
-5.58579290,0.52368392,0.05186514,0.13934842,0.00903480,0.01268412,0.14701314,0.19751066,0.00913985,0.16728966
-5.57978989,0.53169750,0.05510502,0.13099478,0.00800558,0.01401661,0.14295915,0.21753386,0.00818933,0.17747151
-5.57378689,0.54825468,0.05953159,0.12455765,0.00711322,0.01565900,0.14103731,0.24103246,0.00738562,0.19062025
-5.56778389,0.57348883,0.06519624,0.12004493,0.00635187,0.01762864,0.14130716,0.26805726,0.00672530,0.20681513
-5.56178089,0.60741387,0.07214128,0.11743505,0.00571407,0.01994088,0.14380024,0.29860172,0.00620316,0.22609652
-5.55577789,0.64992098,0.08039844,0.11667886,0.00519110,0.02260854,0.14852041,0.33259659,0.00581258,0.24846265
-5.54977489,0.70077700,0.08998732,0.11770173,0.00477337,0.02564130,0.15544463,0.36990587,0.00554573,0.27386683
-5.54377189,0.75962474,0.10091371,0.12040592,0.00445082,0.02904519,0.16452388,0.41032456,0.00539388,0.30221573
-5.53776888,0.82598576,0.11316810,0.12467301,0.00421324,0.03282198,0.17568448,0.45357849,0.00534760,0.33336858
-5.53176588,0.89926596,0.12672424,0.13036663,0.00405058,0.03696876,0.18882963,0.49932656,0.00539695,0.36713766
-5.52576288,0.97876413,0.14153794,0.13733528,0.00395323,0.04147750,0.20384132,0.54716574,0.00553166,0.40329022
-5.51975988,1.06368401,0.15754625,0.14541540,0.00391232,0.04633472,0.22058250,0.59663880,0.00574129,0.44155190
-5.51375688,1.15314963,0.17466697,0.15443471,0.00391988,0.05152129,0.23889966,0.64724486,0.00601530,0.48161159
-5.50775388,1.24622395,0.19279862,0.16421565,0.00396911,0.05701239,0.25862556,0.69845257,0.00634321,0.52312794
-5.50175088,1.34193059,0.21182098,0.17457914,0.00405450,0.06277754,0.27958237,0.74971568,0.00671463,0.56573701
-5.49574787,1.43927787,0.23159601,0.18534849,0.00417198,0.06878079,0.30158489,0.80049046,0.00711942,0.60906128
-5.48974487,1.53728475,0.25196939,0.19635338,0.00431902,0.07498112,0.32444394,0.85025434,0.00754771,0.65271928
-5.48374187,1.63500747,0.27277243,0.20743390,0.00449476,0.08133278,0.34796981,0.89852508,0.00799002,0.69633582
-5.47773887,1.73156605,0.29382443,0.21844451,0.00469995,0.08778596,0.37197552,0.94487962,0.00843732,0.73955218
-5.47173587,1.82616935,0.31493536,0.22925774,0.00493703,0.09428735,0.39627997,0.98897161,0.00888113,0.78203590
-5.46573287,1.91813763,0.33590876,0.23976758,0.00521006,0.10078091,0.42071073,1.03054681,0.00931356,0.82348969
-5.45972986,2.00692139,0.35654486,0.24989228,0.00552462,0.10720860,0.44510640,1.06945546,0.00972747,0.86365900
-5.45372686,2.09211548,0.37664361,0.25957656,0.00588766,0.11351113,0.46931852,1.10566073,0.01011645,0.90233796
-5.44772386,2.17346772,0.39600788,0.26879298,0.00630733,0.11962882,0.49321279,1.13924278,0.01047494,0.93937318
-5.44172086,2.25088127,0.41444637,0.27754240,0.00679274,0.12550233,0.51666984,1.17039776,0.01079830,0.97466541
-5.43571786,2.32441052,0.43177652,0.28585344,0.00735365,0.13107348,0.53958525,1.19943172,0.01108281,1.00816887
-5.42971486,2.39425045,0.44782711,0.29378094,0.00800012,0.13628600,0.56186909,1.22674917,0.01132575,1.03988812
-5.42371186,2.46071975,0.46244070,0.30140337,0.00874219,0.14108632,0.58344484,1.25283683,0.01152537,1.06987286
-5.41770885,2.52423820,0.47547580,0.30881921,0.00958939,0.14542427,0.60424800,1.27824275,0.01168098,1.09821063
-5.41170585,2.58529942,0.48680889,0.31614252,0.01055038,0.14925389,0.62422418,1.30355181,0.01179287,1.12501794
-5.40570285,2.64443975,0.49633604,0.32349764,0.01163247,0.15253413,0.64332707,1.32935835,0.01186235,1.15043005
-5.39969985,2.70220496,0.50397452,0.33101343,0.01284118,0.15522958,0.66151622,1.35623711,0.01189169,1.17459000
-5.39369685,2.75911584,0.50966396,0.33881698,0.01417988,0.15731119,0.67875482,1.38471364,0.01188413,1.19763735
-5.38769385,2.81563441,0.51336745,0.34702733,0.01564937,0.15875695,0.69500747,1.41523558,0.01184381,1.21969708
-5.38169085,2.87213210,0.51507220,0.35574918,0.01724756,0.15955250,0.71023816,1.44814589,0.01177573,1.24086917
-5.37568784,2.92886128,0.51479001,0.36506698,0.01896927,0.15969168,0.72440846,1.48365947,0.01168571,1.26121931
-5.36968484,2.98593151,0.51255738,0.37503966,0.02080604,0.15917696,0.73747595,1.52184418,0.01158033,1.28077113
-5.36368184,3.04329141,0.50843510,0.38569610,0.02274607,0.15801971,0.74939300,1.56260717,0.01146682,1.29950034
-5.35767884,3.10071715,0.50250753,0.39703175,0.02477428,0.15624029,0.76010590,1.60568740,0.01135301,1.31733089
-5.35167584,3.15780812,0.49488132,0.40900632,0.02687244,0.15386799,0.76955440,1.65065471,0.01124721,1.33413354
-5.34567284,3.21399005,0.48568362,0.42154290,0.02901949,0.15094061,0.77767164,1.69691584,0.01115807,1.34972681
-5.33966983,3.26852558,0.47505973,0.43452843,0.03119188,0.14750396,0.78438460,1.74372713,0.01109447,1.36388026
-5.33366683,3.32053218,0.46317035,0.44781554,0.03336403,0.14361096,0.78961494,1.79021377,0.01106530,1.37632021
-5.32766383,3.36900659,0.45018825,0.46122584,0.03550897,0.13932060,0.79328043,1.83539483,0.01107930,1.38673759
-5.32166083,3.41285522,0.43629465,0.47455443,0.03759888,0.13469663,0.79529680,1.87821325,0.01114480,1.39479770
-5.31565783,3.45092920,0.42167529,0.48757555,0.03960582,0.12980615,0.79558012,1.91756969,0.01126952,1.40015161
-5.30965483,3.48206296,0.40651638,0.50004912,0.04150240,0.12471794,0.79404966,1.95235887,0.01146029,1.40244876
-5.30365183,3.50511483,0.39100049,0.51172799,0.04326249,0.11950087,0.79063110,1.98150710,0.01172278,1.40135033
-5.29764882,3.51900805,0.37530268,0.52236552,0.04486186,0.11422217,0.78526015,2.00400939,0.01206123,1.39654285
-5.29164582,3.52277070,0.35958679,0.53172334,0.04627879,0.10894586,0.77788632,2.01896472,0.01247819,1.38775161
-5.28564282,3.51557283,0.34400225,0.53957887,0.04749462,0.10373119,0.76847678,2.02560805,0.01297429,1.37475325
-5.27963982,3.49675950,0.32868144,0.54573231,0.04849412,0.09863138,0.75702019,2.02333774,0.01354804,1.35738696
-5.27363682,3.46587820,0.31373758,0.55001293,0.04926590,0.09369246,0.74353021,2.01173735,0.01419566,1.33556403
-5.26763382,3.42269977,0.29926346,0.55228437,0.04980253,0.08895245,0.72804871,1.99059089,0.01491102,1.30927505
-5.26163082,3.36723193,0.28533083,0.55244879,0.05010071,0.08444084,0.71064827,1.95989113,0.01568561,1.27859468
-5.25562781,3.29972500,0.27199048,0.55044967,0.05016116,0.08017833,0.69143401,1.91984058,0.01650858,1.24368354
-5.24962481,3.22066970,0.25927312,0.54627339,0.04998853,0.07617689,0.67054464,1.87084534,0.01736695,1.20478737
-5.24362181,3.13078736,0.24719081,0.53994936,0.04959116,0.07244015,0.64815249,1.81350225,0.01824582,1.16223328
-5.23761881,3.03101307,0.23573900,0.53154900,0.04898077,0.06896400,0.62446266,1.74857998,0.01912871,1.11642338
-5.23161581,2.92247268,0.22489893,0.52118343,0.04817208,0.06573745,0.59971122,1.67699512,0.01999798,1.06782601
-5.22561281,2.80645488,0.21464049,0.50900031,0.04718240,0.06274371,0.57416250,1.59978436,0.02083533,1.01696505
-5.21960980,2.68437957,0.20492513,0.49517978,0.04603118,0.05996135,0.54810564,1.51807404,0.02162233,0.96440762
-5.21360680,2.55776391,0.19570898,0.47992983,0.04473960,0.05736560,0.52185041,1.43304849,0.02234100,0.91075092
-5.20760380,2.42818755,0.18694580,0.46348125,0.04333011,0.05492963,0.49572252,1.34591837,0.02297440,0.85660853
-5.20160080,2.29725815,0.17858984,0.44608240,0.04182603,0.05262583,0.47005851,1.25789022,0.02350722,0.80259686
-5.19559780,2.16657849,0.17059842,0.42799392,0.04025117,0.05042709,0.44520033,1.17013846,0.02392631,0.74932216
-5.18959480,2.03771602,0.16293410,0.40948351,0.03862946,0.04830784,0.42148985,1.08378048,0.02422116,0.69736857
-5.18359180,1.91217553,0.15556646,0.39082097,0.03698461,0.04624503,0.39926319,0.99985561,0.02438429,0.64728743
-5.17758879,1.79137534,0.14847336,0.37227340,0.03533987,0.04421892,0.37884513,0.91930832,0.02441152,0.59958823
-5.17158579,1.67662720,0.14164175,0.35410081,0.03371766,0.04221365,0.36054350,0.84297577,0.02430218,0.55473118
-5.16558279,1.56911983,0.13506783,0.33655189,0.03213939,0.04021766,0.34464371,0.77157964,0.02405911,0.51312151
-5.15957979,1.46990582,0.12875681,0.31986020,0.03062514,0.03822377,0.33140334,0.70572202,0.02368858,0.47510541
-5.15357679,1.37989157,0.12272213,0.30424051,0.02919346,0.03622928,0.32104681,0.64588478,0.02320008,0.44096750
-5.14757379,1.29982986,0.11698429,0.28988549,0.02786104,0.03423565,0.31376030,0.59243202,0.02260599,0.41092959
-5.14157079,1.23031461,0.11156925,0.27696253,0.02664256,0.03224821,0.30968683,0.54561494,0.02192115,0.38515057
-5.13556778,1.17177755,0.10650670,0.26561096,0.02555034,0.03027564,0.30892166,0.50557849,0.02116236,0.36372731
-5.12956478,1.12448649,0.10182805,0.25593941,0.02459419,0.02832940,0.31150819,0.47236933,0.02034783,0.34669618
-5.12356178,1.08854524,0.09756441,0.24802372,0.02378115,0.02642307,0.31743447,0.44594447,0.01949662,0.33403536
-5.11755878,1.06389508,0.09374466,0.24190515,0.02311534,0.02457169,0.32663060,0.42618038,0.01862804,0.32566752
-5.11155578,1.05031817,0.09039363,0.23758925,0.02259782,0.02279111,0.33896719,0.41288209,0.01776114,0.32146313
-5.10555278,1.04744304,0.08753058,0.23504542,0.02222656,0.02109735,0.35425518,0.40579228,0.01691422,0.32124419
-5.09954977,1.05475267,0.08516805,0.23420725,0.02199641,0.01950610,0.37224726,0.40460016,0.01610445,0.32478858
-5.09354677,1.07159551,0.08331105,0.23497382,0.02189928,0.01803218,0.39264103,0.40895033,0.01534754,0.33183506
-5.08754377,1.09719972,0.08195685,0.23721193,0.02192431,0.01668925,0.41508410,0.41845151,0.01465754,0.34208888
-5.08154077,1.13069090,0.08109507,0.24075947,0.02205818,0.01548953,0.43918116,0.43268539,0.01404675,0.35522827
-5.07553777,1.17111330,0.08070840,0.24542973,0.02228556,0.01444363,0.46450299,0.45121561,0.01352571,0.37091165
-5.06953477,1.21745432,0.08077368,0.25101674,0.02258960,0.01356054,0.49059722,0.47359695,0.01310328,0.38878557
-5.06353177,1.26867179,0.08126332,0.25730142,0.02295247,0.01284769,0.51700065,0.49938474,0.01278681,0.40849325
-5.05752876,1.32372333,0.08214707,0.26405841,0.02335607,0.01231099,0.54325259,0.52814434,0.01258236,0.42968357
-5.05152576,1.38159675,0.08339389,0.27106331,0.02378266,0.01195509,0.56890883,0.55946051,0.01249491,0.45202020
-5.04552276,1.44134032,0.08497394,0.27810009,0.02421551,0.01178353,0.59355567,0.59294637,0.01252867,0.47519044
-5.03951976,1.50209139,0.08686039,0.28496829,0.02463960,0.01179893,0.61682323,0.62825162,0.01268724,0.49891357
-5.03351676,1.56310213,0.08903114,0.29148976,0.02504214,0.01200324,0.63839752,0.66506956,0.01297386,0.52294806
-5.02751376,1.62376065,0.09147011,0.29751457,0.02541309,0.01239779,0.65803056,0.70314231,0.01339147,0.54709732
-5.02151076,1.68360638,0.09416813,0.30292579,0.02574551,0.01298349,0.67554802,0.74226413,0.01394281,0.57121360
-5.01550775,1.74233849,0.09712333,0.30764296,0.02603580,0.01376077,0.69085379,0.78228203,0.01463034,0.59519966
-5.00950475,1.79981656,0.10034098,0.31162387,0.02628376,0.01472955,0.70393133,0.82309372,0.01545611,0.61900795
-5.00350175,1.85605305,0.10383263,0.31486483,0.02649252,0.01588915,0.71484146,0.86464254,0.01642154,0.64263722
-4.99749875,1.91119770,0.10761486,0.31739909,0.02666828,0.01723802,0.72371680,0.90690950,0.01752711,0.66612660
-4.99149575,1.96551421,0.11170732,0.31929364,0.02681988,0.01877353,0.73075282,0.94990258,0.01877198,0.68954728
-4.98549275,2.01935039,0.11613053,0.32064453,0.02695833,0.02049161,0.73619619,0.99364369,0.02015360,0.71299218
-4.97948974,2.07310306,0.12090319,0.32157089,0.02709613,0.02238643,0.74033078,1.03815394,0.02166731,0.73656403
-4.97348674,2.12717951,0.12603947,0.32220794,0.02724662,0.02445007,0.74346212,1.08343796,0.02330590,0.76036252
-4.96748374,2.18195769,0.13154622,0.32269939,0.02742318,0.02667214,0.74590106,1.12946805,0.02505932,0.78447119
-4.96148074,2.23774737,0.13742037,0.32318961,0.02763859,0.02903956,0.74794755,1.17616929,0.02691438,0.80894482
-4.95547774,2.29475431,0.14364666,0.32381601,0.02790429,0.03153631,0.74987532,1.22340649,0.02885463,0.83379801
-4.94947474,2.35304991,0.15019585,0.32470183,0.02822989,0.03414332,0.75191823,1.27097390,0.03086036,0.85899573
-4.94347174,2.41254800,0.15702356,0.32595009,0.02862263,0.03683850,0.75425903,1.31858853,0.03290875,0.88444639
-4.93746873,2.47299024,0.16406984,0.32763852,0.02908714,0.03959683,0.75702111,1.36588775,0.03497418,0.90999794
-4.93146573,2.53394144,0.17125948,0.32981622,0.02962533,0.04239062,0.76026344,1.41243149,0.03702872,0.93543727
-4.92546273,2.59479488,0.17850317,0.33250170,0.03023639,0.04518988,0.76397908,1.45770931,0.03904281,0.96049314
-4.91945973,2.65478793,0.18569938,0.33568284,0.03091712,0.04796282,0.76809714,1.50115213,0.04098599,0.98484239
-4.91345673,2.71302697,0.19273706,0.33931840,0.03166227,0.05067647,0.77248797,1.54214824,0.04282788,1.00811938
-4.90745373,2.76852063,0.19949877,0.34334111,0.03246516,0.05329732,0.77697128,1.58006300,0.04453910,1.02992794
-4.90145073,2.82021942,0.20586442,0.34766217,0.03331836,0.05579208,0.78132658,1.61426112,0.04609231,1.04985555
-4.89544772,2.86706001,0.21171521,0.35217677,0.03421445,0.05812847,0.78530538,1.64413070,0.04746323,1.06748872
-4.88944472,2.90801154,0.21693768,0.35677044,0.03514682,0.06027592,0.78864441,1.66910764,0.04863159,1.08242902
-4.88344172,2.94212179,0.22142769,0.36132577,0.03611052,0.06220634,0.79107919,1.68869931,0.04958198,1.09430883
-4.87743872,2.96856069,0.22509408,0.36572923,0.03710289,0.06389479,0.79235719,1.70250614,0.05030451,1.10280609
-4.87143572,2.98665910,0.22786189,0.36987757,0.03812427,0.06532002,0.79225004,1.71024020,0.05079538,1.10765731
-4.86543272,2.99594077,0.22967500,0.37368362,0.03917835,0.06646501,0.79056413,1.71173963,0.05105714,1.10866831
-4.85942971,2.99614604,0.23049800,0.37708103,0.04027252,0.06731722,0.78714923,1.70697830,0.05109875,1.10572208
-4.85342671,2.98724615,0.23031733,0.38002783,0.04141778,0.06786894,0.78190478,1.69607024,0.05093539,1.09878368
-4.84742371,2.96944755,0.22914154,0.38250852,0.04262858,0.06811726,0.77478375,1.67926846,0.05058800,1.08790186
-4.84142071,2.94318604,0.22700075,0.38453465,0.04392226,0.06806414,0.76579391,1.65695843,0.05008264,1.07320752
-4.83541771,2.90911129,0.22394532,0.38614377,0.04531832,0.06771617,0.75499669,1.62964635,0.04944955,1.05490920
-4.82941471,2.86806243,0.22004382,0.38739698,0.04683740,0.06708436,0.74250376,1.59794291,0.04872215,1.03328584
-4.82341171,2.82103611,0.21538043,0.38837497,0.04850012,0.06618373,0.72847164,1.56254325,0.04793581,1.00867736
-4.81740870,2.76914844,0.21005188,0.38917296,0.05032572,0.06503292,0.71309470,1.52420399,0.04712656,0.98147341
-4.81140570,2.71359285,0.20416401,0.38989466,0.05233062,0.06365367,0.69659692,1.48371851,0.04632985,0.95210098
-4.80540270,2.65559563,0.19782831,0.39064567,0.05452700,0.06207028,0.67922283,1.44189138,0.04557917,0.92101135
-4.79939970,2.59637132,0.19115833,0.39152663,0.05692139,0.06030906,0.66122814,1.39951319,0.04490494,0.88866695
-4.79339670,2.53707984,0.18426627,0.39262644,0.05951340,0.05839775,0.64287041,1.35733669,0.04433339,0.85552867
-4.78739370,2.47878731,0.17725993,0.39401604,0.06229473,0.05636499,0.62440014,1.31605535,0.04388570,0.82204411
-4.78139070,2.42243214,0.17023991,0.39574295,0.06524835,0.05423977,0.60605273,1.27628495,0.04357729,0.78863712
-4.77538769,2.36879786,0.16329736,0.39782701,0.06834815,0.05205099,0.58804155,1.23854904,0.04341737,0.75569893
-4.76938469,2.31849366,0.15651234,0.40025760,0.07155892,0.04982695,0.57055240,1.20326869,0.04340881,0.72358126
-4.76338169,2.27194344,0.14995258,0.40299233,0.07483675,0.04759505,0.55373951,1.17075674,0.04354817,0.69259133
-4.75737869,2.22938364,0.14367305,0.40595758,0.07812989,0.04538142,0.53772321,1.14121674,0.04382604,0.66298898
-4.75137569,2.19086970,0.13771594,0.40905076,0.08138003,0.04321075,0.52258939,1.11474632,0.04422764,0.63498588
-4.74537269,2.15629079,0.13211125,0.41214417,0.08452394,0.04110608,0.50839057,1.09134487,0.04473353,0.60874663
-4.73936968,2.12539180,0.12687790,0.41509049,0.08749545,0.03908873,0.49514865,1.07092474,0.04532061,0.58439163
-4.73336668,2.09780156,0.12202514,0.41772945,0.09022769,0.03717829,0.48285907,1.05332570,0.04596313,0.56200149
-4.72736368,2.07306569,0.11755437,0.41989545,0.09265545,0.03539268,0.47149615,1.03833161,0.04663383,0.54162271
-4.72136068,2.05068253,0.11346115,0.42142578,0.09471761,0.03374825,0.46101948,1.02568864,0.04730504,0.52327428
-4.71535768,2.03014031,0.10973728,0.42216893,0.09635949,0.03225995,0.45138082,1.01512415,0.04794980,0.50695482
-4.70935468,2.01095377,0.10637292,0.42199262,0.09753504,0.03094151,0.44253141,1.00636531,0.04854284,0.49265002
-4.70335168,1.99269847,0.10335862,0.42079118,0.09820870,0.02980561,0.43442914,0.99915680,0.04906141,0.48033988
-4.69734867,1.97504117,0.10068711,0.41849173,0.09835695,0.02886417,0.42704537,0.99327662,0.04948599,0.47000558
-4.69134567,1.95776490,0.09835487,0.41505900,0.09796931,0.02812845,0.42037099,0.98854960,0.04980078,0.46163552
-4.68534267,1.94078746,0.09636333,0.41049845,0.09704896,0.02760925,0.41442142,0.98485794,0.04999390,0.45523036
-4.67933967,1.92417280,0.09471964,0.40485751,0.09561269,0.02731701,0.40924032,0.98214845,0.05005755,0.45080681
-4.67333667,1.90813454,0.09343710,0.39822492,0.09369043,0.02726184,0.40490184,0.98043635,0.04998780,0.44839998
-4.66733367,1.89303173,0.09253509,0.39072811,0.09132420,0.02745350,0.40151106,0.97980540,0.04978432,0.44806424
-4.66133067,1.87935703,0.09203855,0.38252892,0.08856659,0.02790129,0.39920288,0.98040465,0.04944989,0.44987249
-4.65532766,1.86771795,0.09197707,0.37381759,0.08547894,0.02861385,0.39813899,0.98244177,0.04898987,0.45391382
-4.64932466,1.85881182,0.09238363,0.36480561,0.08212912,0.02959887,0.39850322,0.98617348,0.04841154,0.46028969
-4.64332166,1.85339586,0.09329293,0.35571753,0.07858919,0.03086274,0.40049531,0.99189336,0.04772351,0.46910869
