energy_ev,total_up,Hf_p_up,Hf_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.77788894,0.92000159,1.04957108,0.16062960,0.42666116,0.00000000,0.00352537,0.35063942,0.24759728,0.00000000
-5.77188594,0.95911065,1.09369295,0.16683499,0.45014363,0.00000000,0.00371052,0.36483825,0.25919707,0.00000000
-5.76588294,0.99809390,1.13492592,0.17318125,0.47497655,0.00000000,0.00387922,0.37820897,0.27188354,0.00000000
-5.75987994,1.03676346,1.17315500,0.17964881,0.50098005,0.00000000,0.00402883,0.39073190,0.28557372,0.00000000
-5.75387694,1.07509148,1.20843502,0.18625000,0.52804452,0.00000000,0.00415715,0.40244505,0.30023362,0.00000000
-5.74787394,1.11322243,1.24100365,0.19303114,0.55613949,0.00000000,0.00426250,0.41344794,0.31588229,0.00000000
-5.74187094,1.15147986,1.27128860,0.20007351,0.58531983,0.00000000,0.00434384,0.42390336,0.33259400,0.00000000
-5.73586793,1.19036698,1.29990867,0.20749322,0.61572890,0.00000000,0.00440080,0.43403706,0.35049839,0.00000000
-5.72986493,1.23056033,1.32766771,0.21543969,0.64759824,0.00000000,0.00443375,0.44413511,0.36977842,0.00000000
-5.72386193,1.27289636,1.35554136,0.22409284,0.68124323,0.00000000,0.00444381,0.45453883,0.39066579,0.00000000
-5.71785893,1.31835061,1.38465646,0.23365887,0.71705479,0.00000000,0.00443283,0.46563732,0.41343394,0.00000000
-5.71185593,1.36800976,1.41626325,0.24436466,0.75548677,0.00000000,0.00440335,0.47785765,0.43838846,0.00000000
-5.70585293,1.42303687,1.45170087,0.25645090,0.79703940,0.00000000,0.00435856,0.49165289,0.46585517,0.00000000
-5.69984992,1.48463058,1.49235694,0.27016395,0.84223883,0.00000000,0.00430221,0.50748820,0.49616602,0.00000000
-5.69384692,1.55397922,1.53962210,0.28574674,0.89161348,0.00000000,0.00423849,0.52582532,0.52964315,0.00000000
-5.68784392,1.63221128,1.59484090,0.30342892,0.94566776,0.00000000,0.00417192,0.54710592,0.56658171,0.00000000
-5.68184092,1.72034354,1.65926040,0.32341632,1.00485410,0.00000000,0.00410723,0.57173420,0.60723183,0.00000000
-5.67583792,1.81922885,1.73397816,0.34588045,1.06954423,0.00000000,0.00404922,0.60005939,0.65178062,0.00000000
-5.66983492,1.92950538,1.81989142,0.37094795,1.14000101,0.00000000,0.00400262,0.63235868,0.70033480,0.00000000
-5.66383192,2.05154938,1.91764922,0.39869071,1.21635182,0.00000000,0.00397200,0.66882122,0.75290480,0.00000000
-5.65782891,2.18543351,2.02760946,0.42911696,1.29856492,0.00000000,0.00396164,0.70953377,0.80939121,0.00000000
-5.65182591,2.33089267,2.14980257,0.46216371,1.38643001,0.00000000,0.00397544,0.75446869,0.86957414,0.00000000
-5.64582291,2.48729925,2.28390366,0.49769092,1.47954385,0.00000000,0.00401689,0.80347484,0.93310643,0.00000000
-5.63981991,2.65364935,2.42921447,0.53547788,1.57730228,0.00000000,0.00408899,0.85627183,0.99951109,0.00000000
-5.63381691,2.82856113,2.58465655,0.57522201,1.67889908,0.00000000,0.00419427,0.91244823,1.06818346,0.00000000
-5.62781391,3.01028644,2.74877652,0.61654031,1.78333234,0.00000000,0.00433480,0.97146382,1.13839843,0.00000000
-5.62181091,3.19673577,2.91976396,0.65897371,1.88941859,0.00000000,0.00451226,1.03265641,1.20932254,0.00000000
-5.61580790,3.38551673,3.09548206,0.70199428,1.99581441,0.00000000,0.00472795,1.09525294,1.28003100,0.00000000
-5.60980490,3.57398511,3.27351068,0.74501523,2.10104532,0.00000000,0.00498294,1.15838499,1.34952908,0.00000000
-5.60380190,3.75930749,3.45120083,0.78740367,2.20354098,0.00000000,0.00527811,1.22110831,1.41677724,0.00000000
-5.59779890,3.93853343,3.62573944,0.82849555,2.30167578,0.00000000,0.00561431,1.28242588,1.48071920,0.00000000
-5.59179590,4.10867512,3.79422225,0.86761262,2.39381340,0.00000000,0.00599239,1.34131387,1.54031192,0.00000000
-5.58579290,4.26679165,3.95373285,0.90408072,2.47835373,0.00000000,0.00641334,1.39674967,1.59455631,0.00000000
-5.57978989,4.41007485,4.10142496,0.93724877,2.55378053,0.00000000,0.00687831,1.44774114,1.64252754,0.00000000
-5.57378689,4.53593362,4.23460514,0.96650786,2.61870777,0.00000000,0.00738865,1.49335583,1.68340350,0.00000000
-5.56778389,4.64207320,4.35081286,0.99130960,2.67192306,0.00000000,0.00794591,1.53274927,1.71649052,0.00000000
-5.56178089,4.72656632,4.44789473,1.01118302,2.71242621,0.00000000,0.00855176,1.56519107,1.74124493,0.00000000
-5.55577789,4.78791321,4.52407004,1.02574941,2.73946131,0.00000000,0.00920789,1.59008786,1.75728970,0.00000000
-5.54977489,4.82508785,4.57798473,1.03473429,2.75254110,0.00000000,0.00991591,1.60700191,1.76442538,0.00000000
-5.54377189,4.83756853,4.60875166,1.03797609,2.75146239,0.00000000,0.01067707,1.61566482,1.76263489,0.00000000
-5.53776888,4.82535120,4.61597520,1.03543122,2.73631194,0.00000000,0.01149210,1.61598551,1.75208184,0.00000000
-5.53176588,4.78894512,4.59975923,1.02717500,2.70746253,0.00000000,0.01236092,1.60805205,1.73310269,0.00000000
-5.52576288,4.72935082,4.56069798,1.01339877,2.66555932,0.00000000,0.01328237,1.59212738,1.70619292,0.00000000
-5.51975988,4.64802149,4.49985005,0.99440300,2.61149712,0.00000000,0.01425393,1.56863894,1.67198803,0.00000000
-5.51375688,4.54680926,4.41869681,0.97058679,2.54638953,0.00000000,0.01527148,1.53816259,1.63124016,0.00000000
-5.50775388,4.42789909,4.31908686,0.94243433,2.47153138,0.00000000,0.01632908,1.50140172,1.58479151,0.00000000
-5.50175088,4.29373290,4.20316906,0.91049875,2.38835597,0.00000000,0.01741879,1.45916216,1.53354573,0.00000000
-5.49574787,4.14692748,4.07331702,0.87538416,2.29838911,0.00000000,0.01853064,1.41232431,1.47843853,0.00000000
-5.48974487,3.99018978,3.93204830,0.83772673,2.20320179,0.00000000,0.01965257,1.36181354,1.42040894,0.00000000
-5.48374187,3.82623308,3.78194195,0.79817547,2.10436356,0.00000000,0.02077057,1.30857012,1.36037220,0.00000000
-5.47773887,3.65769766,3.62555770,0.75737364,2.00339841,0.00000000,0.02186889,1.25352018,1.29919559,0.00000000
-5.47173587,3.48707909,3.46536022,0.71594150,1.90174497,0.00000000,0.02293031,1.19754866,1.23767792,0.00000000
-5.46573287,3.31666679,3.30365145,0.67446099,1.80072230,0.00000000,0.02393662,1.14147553,1.17653342,0.00000000
-5.45972986,3.14849496,3.14251342,0.63346294,1.70150260,0.00000000,0.02486905,1.08603602,1.11638041,0.00000000
-5.45372686,2.98430720,2.98376351,0.59341712,1.60509135,0.00000000,0.02570886,1.03186561,1.05773484,0.00000000
-5.44772386,2.82553550,2.82892340,0.55472535,1.51231533,0.00000000,0.02643794,0.97949009,1.00100871,0.00000000
-5.44172086,2.67329332,2.67920210,0.51771776,1.42381844,0.00000000,0.02703945,0.92932088,0.94651280,0.00000000
-5.43571786,2.52838211,2.53549297,0.48265200,1.34006484,0.00000000,0.02749839,0.88165529,0.89446329,0.00000000
-5.42971486,2.39130961,2.39838373,0.44971521,1.26134857,0.00000000,0.02780219,0.83668153,0.84499149,0.00000000
-5.42371186,2.26231803,2.26817810,0.41902831,1.18780875,0.00000000,0.02794121,0.79448768,0.79815585,0.00000000
-5.41770885,2.14141982,2.14492698,0.39065223,1.11944890,0.00000000,0.02790912,0.75507389,0.75395525,0.00000000
-5.41170585,2.02843839,2.02846704,0.36459545,1.05615922,0.00000000,0.02770317,0.71836688,0.71234286,0.00000000
-5.40570285,1.92305113,1.91846408,0.34082244,0.99774021,0.00000000,0.02732438,0.68423586,0.67323960,0.00000000
-5.39969985,1.82483251,1.81445866,0.31926234,0.94392650,0.00000000,0.02677750,0.65250879,0.63654654,0.00000000
-5.39369685,1.73329457,1.71591159,0.29981753,0.89440949,0.00000000,0.02607087,0.62298824,0.60215553,0.00000000
-5.38769385,1.64792336,1.62224700,0.28237153,0.84885790,0.00000000,0.02521621,0.59546595,0.56995787,0.00000000
-5.38169085,1.56820957,1.53289118,0.26679607,0.80693532,0.00000000,0.02422816,0.56973551,0.53985053,0.00000000
-5.37568784,1.49367250,1.44730552,0.25295700,0.76831429,0.00000000,0.02312385,0.54560267,0.51173997,0.00000000
-5.36968484,1.42387697,1.36501273,0.24071888,0.73268665,0.00000000,0.02192229,0.52289308,0.48554374,0.00000000
-5.36368184,1.35844316,1.28561567,0.22994836,0.69977007,0.00000000,0.02064377,0.50145723,0.46118988,0.00000000
-5.35767884,1.29704985,1.20880868,0.22051631,0.66931110,0.00000000,0.01930924,0.48117284,0.43861476,0.00000000
-5.35167584,1.23943200,1.13438180,0.21229889,0.64108511,0.00000000,0.01793967,0.46194487,0.41775960,0.00000000
-5.34567284,1.18537373,1.06221854,0.20517769,0.61489371,0.00000000,0.01655546,0.44370346,0.39856629,0.00000000
-5.33966983,1.13469810,0.99228824,0.19903932,0.59056039,0.00000000,0.01517590,0.42640037,0.38097298,0.00000000
-5.33366683,1.08725489,0.92463402,0.19377451,0.56792507,0.00000000,0.01381875,0.41000435,0.36490986,0.00000000
-5.32766383,1.04290805,0.85935791,0.18927714,0.54683823,0.00000000,0.01249981,0.39449599,0.35029565,0.00000000
-5.32166083,1.00152364,0.79660406,0.18544332,0.52715544,0.00000000,0.01123271,0.37986250,0.33703505,0.00000000
-5.31565783,0.96295968,0.73654170,0.18217066,0.50873265,0.00000000,0.01002869,0.36609290,0.32501744,0.00000000
-5.30965483,0.92705837,0.67934853,0.17935805,0.49142275,0.00000000,0.00889659,0.35317387,0.31411689,0.00000000
-5.30365183,0.89364140,0.62519585,0.17690576,0.47507375,0.00000000,0.00784280,0.34108667,0.30419354,0.00000000
-5.29764882,0.86250835,0.57423579,0.17471615,0.45952851,0.00000000,0.00687142,0.32980514,0.29509624,0.00000000
-5.29164582,0.83343837,0.52659147,0.17269472,0.44462615,0.00000000,0.00598438,0.31929480,0.28666624,0.00000000
-5.28564282,0.80619449,0.48234994,0.17075160,0.43020481,0.00000000,0.00518172,0.30951319,0.27874174,0.00000000
-5.27963982,0.78053036,0.44155836,0.16880329,0.41610565,0.00000000,0.00446178,0.30041109,0.27116294,0.00000000
-5.27363682,0.75619858,0.40422290,0.16677452,0.40217757,0.00000000,0.00382150,0.29193453,0.26377726,0.00000000
-5.26763382,0.73295992,0.37031031,0.16460006,0.38828226,0.00000000,0.00325674,0.28402743,0.25644441,0.00000000
-5.26163082,0.71059284,0.33975161,0.16222639,0.37429927,0.00000000,0.00276253,0.27663443,0.24904108,0.00000000
-5.25562781,0.68890235,0.31244750,0.15961315,0.36013059,0.00000000,0.00233331,0.26970393,0.24146485,0.00000000
-5.24962481,0.66772797,0.28827494,0.15673407,0.34570444,0.00000000,0.00196322,0.26319086,0.23363725,0.00000000
-5.24362181,0.64694995,0.26709442,0.15357758,0.33097800,0.00000000,0.00164630,0.25705918,0.22550577,0.00000000
-5.23761881,0.62649381,0.24875740,0.15014683,0.31593895,0.00000000,0.00137662,0.25128392,0.21704479,0.00000000
-5.23161581,0.60633275,0.23311361,0.14645926,0.30060562,0.00000000,0.00114849,0.24585268,0.20825542,0.00000000
-5.22561281,0.58648805,0.22001774,0.14254575,0.28502597,0.00000000,0.00095653,0.24076648,0.19916436,0.00000000
-5.21960980,0.56702773,0.20933533,0.13844929,0.26927528,0.00000000,0.00079577,0.23604010,0.18982192,0.00000000
-5.21360680,0.54806339,0.20094757,0.13422343,0.25345290,0.00000000,0.00066168,0.23170182,0.18029937,0.00000000
-5.20760380,0.52974586,0.19475496,0.12993045,0.23767823,0.00000000,0.00055020,0.22779270,0.17068587,0.00000000
-5.20160080,0.51225985,0.19067969,0.12563944,0.22208620,0.00000000,0.00045775,0.22436536,0.16108506,0.00000000
-5.19559780,0.49581794,0.18866667,0.12142437,0.20682253,0.00000000,0.00038122,0.22148251,0.15161181,0.00000000
-5.18959480,0.48065428,0.18868332,0.11736217,0.19203907,0.00000000,0.00031794,0.21921502,0.14238894,0.00000000
-5.18359180,0.46701830,0.19071803,0.11353099,0.17788936,0.00000000,0.00026563,0.21763993,0.13354446,0.00000000
-5.17758879,0.45516852,0.19477750,0.11000857,0.16452482,0.00000000,0.00022241,0.21683804,0.12520916,0.00000000
-5.17158579,0.44536669,0.20088293,0.10687092,0.15209140,0.00000000,0.00018669,0.21689147,0.11751469,0.00000000
-5.16558279,0.43787229,0.20906524,0.10419102,0.14072704,0.00000000,0.00015717,0.21788094,0.11059226,0.00000000
-5.15957979,0.43293733,0.21935949,0.10203787,0.13055985,0.00000000,0.00013281,0.21988292,0.10457171,0.00000000
-5.15357679,0.43080150,0.23179865,0.10047561,0.12170692,0.00000000,0.00011276,0.22296667,0.09958112,0.00000000
-5.14757379,0.43168743,0.24640690,0.09956276,0.11427374,0.00000000,0.00009635,0.22719109,0.09574656,0.00000000
-5.14157079,0.43579617,0.26319277,0.09935157,0.10835414,0.00000000,0.00008304,0.23260163,0.09319203,0.00000000
-5.13556778,0.44330261,0.28214239,0.09988735,0.10403041,0.00000000,0.00007242,0.23922712,0.09203938,0.00000000
-5.12956478,0.45435092,0.30321307,0.10120784,0.10137369,0.00000000,0.00006415,0.24707686,0.09240796,0.00000000
-5.12356178,0.46904996,0.32632758,0.10334254,0.10044422,0.00000000,0.00005798,0.25613781,0.09441390,0.00000000
-5.11755878,0.48746867,0.35136949,0.10631203,0.10129148,0.00000000,0.00005374,0.26637236,0.09816888,0.00000000
-5.11155578,0.50963157,0.37817972,0.11012718,0.10395394,0.00000000,0.00005125,0.27771659,0.10377828,0.00000000
-5.10555278,0.53551453,0.40655479,0.11478843,0.10845849,0.00000000,0.00005043,0.29007922,0.11133858,0.00000000
-5.09954977,0.56504087,0.43624675,0.12028506,0.11481939,0.00000000,0.00005119,0.30334152,0.12093414,0.00000000
-5.09354677,0.59807821,0.46696521,0.12659443,0.12303679,0.00000000,0.00005347,0.31735813,0.13263326,0.00000000
-5.08754377,0.63443609,0.49838126,0.13368148,0.13309491,0.00000000,0.00005723,0.33195898,0.14648377,0.00000000
-5.08154077,0.67386479,0.53013359,0.14149825,0.14495993,0.00000000,0.00006246,0.34695230,0.16250817,0.00000000
-5.07553777,0.71605547,0.56183641,0.14998369,0.15857782,0.00000000,0.00006914,0.36212874,0.18069878,0.00000000
-5.06953477,0.76064186,0.59308921,0.15906374,0.17387220,0.00000000,0.00007727,0.37726640,0.20101294,0.00000000
-5.06353177,0.80720374,0.62348794,0.16865173,0.19074259,0.00000000,0.00008686,0.39213686,0.22336873,0.00000000
-5.05752876,0.85527226,0.65263721,0.17864919,0.20906318,0.00000000,0.00009795,0.40651177,0.24764154,0.00000000
-5.05152576,0.90433722,0.68016323,0.18894701,0.22868237,0.00000000,0.00011057,0.42016996,0.27366175,0.00000000
-5.04552276,0.95385631,0.70572681,0.19942713,0.24942329,0.00000000,0.00012479,0.43290476,0.30121395,0.00000000
-5.03951976,1.00326624,0.72903611,0.20996461,0.27108554,0.00000000,0.00014070,0.44453114,0.33003788,0.00000000
-5.03351676,1.05199553,0.74985846,0.22043011,0.29344811,0.00000000,0.00015842,0.45489260,0.35983133,0.00000000
-5.02751376,1.09947877,0.76803081,0.23069283,0.31627374,0.00000000,0.00017811,0.46386727,0.39025512,0.00000000
-5.02151076,1.14517206,0.78346846,0.24062377,0.33931448,0.00000000,0.00020000,0.47137323,0.42094021,0.00000000
-5.01550775,1.18856896,0.79617153,0.25009914,0.36231847,0.00000000,0.00022436,0.47737253,0.45149670,0.00000000
-5.00950475,1.22921673,0.80622886,0.25900410,0.38503769,0.00000000,0.00025154,0.48187400,0.48152467,0.00000000
-5.00350175,1.26673192,0.81381919,0.26723631,0.40723635,0.00000000,0.00028200,0.48493446,0.51062630,0.00000000
-4.99749875,1.30081493,0.81920939,0.27470951,0.42869955,0.00000000,0.00031626,0.48665840,0.53841894,0.00000000
-4.99149575,1.33126257,0.82274959,0.28135672,0.44924186,0.00000000,0.00035495,0.48719602,0.56454857,0.00000000
-4.98549275,1.35797816,0.82486543,0.28713304,0.46871525,0.00000000,0.00039884,0.48673958,0.58870283,0.00000000
-4.97948974,1.38097828,0.82604737,0.29201780,0.48701588,0.00000000,0.00044877,0.48551823,0.61062322,0.00000000
-4.97348674,1.40039568,0.82683732,0.29601592,0.50408949,0.00000000,0.00050570,0.48379135,0.63011564,0.00000000
-4.96748374,1.41647788,0.82781297,0.29915848,0.51993470,0.00000000,0.00057071,0.48184057,0.64705868,0.00000000
-4.96148074,1.42958120,0.82957009,0.30150219,0.53460415,0.00000000,0.00064493,0.47996068,0.66140924,0.00000000
-4.95547774,1.44015994,0.83270341,0.30312791,0.54820316,0.00000000,0.00072957,0.47844972,0.67320496,0.00000000
-4.94947474,1.44875115,0.83778659,0.30413811,0.56088585,0.00000000,0.00082586,0.47759852,0.68256336,0.00000000
-4.94347174,1.45595512,0.84535185,0.30465334,0.57284890,0.00000000,0.00093503,0.47767993,0.68967757,0.00000000
-4.93746873,1.46241248,0.85587015,0.30480786,0.58432299,0.00000000,0.00105825,0.47893835,0.69480878,0.00000000
-4.93146573,1.46877859,0.86973240,0.30474458,0.59556252,0.00000000,0.00119660,0.48157965,0.69827577,0.00000000
-4.92546273,1.47569655,0.88723275,0.30460950,0.60683388,0.00000000,0.00135100,0.48576214,0.70044205,0.00000000
-4.91945973,1.48377000,0.90855448,0.30454594,0.61840310,0.00000000,0.00152217,0.49158877,0.70170115,0.00000000
-4.91345673,1.49353700,0.93375925,0.30468886,0.63052335,0.00000000,0.00171054,0.49910115,0.70246096,0.00000000
-4.90745373,1.50544650,0.96278041,0.30515943,0.64342304,0.00000000,0.00191627,0.50827547,0.70312775,0.00000000
-4.90145073,1.51983866,0.99542075,0.30606035,0.65729520,0.00000000,0.00213911,0.51902087,0.70409086,0.00000000
-4.89544772,1.53692996,1.03135507,0.30747201,0.67228871,0.00000000,0.00237843,0.53118022,0.70570869,0.00000000
-4.88944472,1.55680434,1.07013766,0.30944965,0.68850180,0.00000000,0.00263319,0.54453348,0.70829679,0.00000000
-4.88344172,1.57941059,1.11121466,0.31202196,0.70597823,0.00000000,0.00290186,0.55880372,0.71211848,0.00000000
-4.87743872,1.60456644,1.15394091,0.31519080,0.72470630,0.00000000,0.00318251,0.57366543,0.71737852,0.00000000
-4.87143572,1.63196910,1.19760069,0.31893243,0.74462060,0.00000000,0.00347276,0.58875514,0.72421980,0.00000000
-4.86543272,1.66121175,1.24143176,0.32319984,0.76560646,0.00000000,0.00376986,0.60368368,0.73272335,0.00000000
-4.85942971,1.69180499,1.28465145,0.32792637,0.78750658,0.00000000,0.00407071,0.61804986,0.74291114,0.00000000
-4.85342671,1.72320221,1.32648392,0.33303003,0.81012944,0.00000000,0.00437192,0.63145480,0.75475155,0.00000000
-4.84742371,1.75482733,1.36618726,0.33841866,0.83325893,0.00000000,0.00466993,0.64351646,0.76816690,0.00000000
-4.84142071,1.78610343,1.40307934,0.34399526,0.85666449,0.00000000,0.00496103,0.65388359,0.78304242,0.00000000
-4.83541771,1.81648063,1.43656106,0.34966341,0.88011111,0.00000000,0.00524153,0.66224867,0.79923605,0.00000000
-4.82941471,1.84546186,1.46613622,0.35533242,0.90336868,0.00000000,0.00550778,0.66835902,0.81658845,0.00000000
-4.82341171,1.87262495,1.49142693,0.36092189,0.92621999,0.00000000,0.00575632,0.67202590,0.83493241,0.00000000
-4.81740870,1.89764015,1.51218411,0.36636540,0.94846718,0.00000000,0.00598393,0.67313101,0.85410146,0.00000000
-4.81140570,1.92028229,1.52829266,0.37161333,0.96993624,0.00000000,0.00618772,0.67163018,0.87393688,0.00000000
-4.80540270,1.94043701,1.53977127,0.37663444,0.99047951,0.00000000,0.00636519,0.66755433,0.89429312,0.00000000
-4.79939970,1.95810122,1.54676710,0.38141635,1.00997624,0.00000000,0.00651430,0.66100745,0.91504134,0.00000000
-4.79339670,1.97337788,1.54954580,0.38596492,1.02833143,0.00000000,0.00663345,0.65216212,0.93607112,0.00000000
-4.78739370,1.98646586,1.54847758,0.39030253,1.04547326,0.00000000,0.00672156,0.64125257,0.95729046,0.00000000
-4.78139070,1.99764564,1.54402019,0.39446550,1.06134946,0.00000000,0.00677803,0.62856590,0.97862425,0.00000000
-4.77538769,2.00726181,1.53669965,0.39850079,1.07592315,0.00000000,0.00680272,0.61443173,1.00001157,0.00000000
-4.76938469,2.01570354,1.52708982,0.40246225,1.08916859,0.00000000,0.00679597,0.59921095,1.02140217,0.00000000
-4.76338169,2.02338410,1.51579169,0.40640655,1.10106707,0.00000000,0.00675848,0.58328389,1.04275239,0.00000000
-4.75737869,2.03072034,1.50341309,0.41038913,1.11160355,0.00000000,0.00669137,0.56703854,1.06402089,0.00000000
-4.75137569,2.03811316,1.49054966,0.41446021,1.12076401,0.00000000,0.00659605,0.55085899,1.08516450,0.00000000
-4.74537269,2.04592956,1.47776746,0.41866126,1.12853375,0.00000000,0.00647419,0.53511475,1.10613430,0.00000000
-4.73936968,2.05448675,1.46558759,0.42302187,1.13489657,0.00000000,0.00632771,0.52015089,1.12687218,0.00000000
-4.73336668,2.06403883,1.45447302,0.42755716,1.13983484,0.00000000,0.00615867,0.50627942,1.14730787,0.00000000
-4.72736368,2.07476587,1.44481759,0.43226593,1.14333007,0.00000000,0.00596928,0.49377189,1.16735651,0.00000000
-4.72136068,2.08676574,1.43693714,0.43712935,1.14536388,0.00000000,0.00576185,0.48285332,1.18691664,0.00000000
-4.71535768,2.10004824,1.43106263,0.44211040,1.14591905,0.00000000,0.00553875,0.47369748,1.20586880,0.00000000
-4.70935468,2.11453173,1.42733513,0.44715389,1.14498044,0.00000000,0.00530237,0.46642341,1.22407439,0.00000000
-4.70335168,2.13004188,1.42580250,0.45218713,1.14253551,0.00000000,0.00505514,0.46109328,1.24137509,0.00000000
-4.69734867,2.14631254,1.42641779,0.45712109,1.13857435,0.00000000,0.00479945,0.45771145,1.25759261,0.00000000
-4.69134567,2.16298875,1.42903921,0.46185210,1.13308924,0.00000000,0.00453767,0.45622472,1.27252905,0.00000000
-4.68534267,2.17963179,1.43343206,0.46626405,1.12607367,0.00000000,0.00427213,0.45652391,1.28596786,0.00000000
-4.67933967,2.19572650,1.43927241,0.47023093,1.11752109,0.00000000,0.00400508,0.45844651,1.29767553,0.00000000
-4.67333667,2.21069095,1.44615300,0.47361984,1.10742358,0.00000000,0.00373868,0.46178069,1.30740436,0.00000000
-4.66733367,2.22388852,1.45359154,0.47629427,1.09577068,0.00000000,0.00347496,0.46627051,1.31489617,0.00000000
-4.66133067,2.23464257,1.46104134,0.47811773,1.08254870,0.00000000,0.00321586,0.47162233,1.31988737,0.00000000
-4.65532766,2.24225365,1.46790468,0.47895759,1.06774074,0.00000000,0.00296313,0.47751240,1.32211524,0.00000000
-4.64932466,2.24601899,1.47354853,0.47868911,1.05132778,0.00000000,0.00271836,0.48359563,1.32132554,0.00000000
-4.64332166,2.24525410,1.47732263,0.47719950,1.03329069,0.00000000,0.00248294,0.48951510,1.31728120,0.00000000
