energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.82591296,11.64544570,-11.56660242,2.52272298,-2.51270062,6.21558871,-6.16073840,0.01290260,-0.01299919,0.59831330,-0.59968027,3.74127882,-3.73432934,1.41828578,-1.40266963,2.75119131,-2.74199310,0.00000000,-0.00000000
-5.81990995,12.01001130,-11.94936819,2.56741328,-2.56294177,6.50279706,-6.45428953,0.01313625,-0.01328576,0.60653342,-0.60890458,3.80287824,-3.80137172,1.43625940,-1.42392117,2.79278953,-2.78984157,0.00000000,-0.00000000
-5.81390695,12.33383589,-12.29206327,2.60207480,-2.60334642,6.76930734,-6.72756722,0.01329753,-0.01350102,0.61306788,-0.61636793,3.85317475,-3.85701620,1.44907890,-1.44011143,2.82364299,-2.82718801,0.00000000,-0.00000000
-5.80790395,12.61190139,-12.58938469,2.62605544,-2.63316756,7.01097969,-6.97636219,0.01338330,-0.01364089,0.61793338,-0.62206913,3.89158251,-3.90059290,1.45662333,-1.45105206,2.84308985,-2.85325704,0.00000000,-0.00000000
-5.80190095,12.83967959,-12.83651394,2.63885543,-2.65180812,7.22385489,-7.19664125,0.01339170,-0.01370249,0.62116955,-0.62603259,3.91766752,-3.93159440,1.45885679,-1.45663793,2.85063938,-2.86744029,0.00000000,-0.00000000
-5.79589795,13.01325598,-13.02924798,2.64014090,-2.65883750,7.40426574,-7.38465956,0.01332218,-0.01368430,0.62283630,-0.62830587,3.93115042,-3.94968069,1.45582878,-1.45684943,2.84598570,-2.86931397,0.00000000,-0.00000000
-5.78989495,13.12944443,-13.16412104,2.62975342,-2.65400402,7.54894741,-7.53707180,0.01317556,-0.01358618,0.62301084,-0.62895687,3.93190607,-3.95468030,1.44767235,-1.45175259,2.82901658,-2.85865150,0.00000000,-0.00000000
-5.78389195,13.18588846,-13.23851209,2.60771501,-2.63724273,7.65514204,-7.65103770,0.01295401,-0.01340940,0.62178469,-0.62807070,3.91996031,-3.94658773,1.43460022,-1.44149697,2.79981696,-2.83543068,0.00000000,-0.00000000
-5.77788894,13.18114423,-13.25073348,2.57422849,-2.60867816,7.72069287,-7.72431717,0.01266100,-0.01315660,0.61926070,-0.62574658,3.89548411,-3.92555745,1.41689912,-1.42631155,2.75866713,-2.79983506,0.00000000,-0.00000000
-5.77188594,13.11474171,-13.20009656,2.52967300,-2.56862189,7.74412354,-7.75535061,0.01230120,-0.01283176,0.61555042,-0.62209476,3.85878536,-3.89189488,1.39492252,-1.40649875,2.70603554,-2.75224952,0.00000000,-0.00000000
-5.76588294,12.98722067,-13.08695114,2.47459483,-2.51756493,7.72469863,-7.74332051,0.01188040,-0.01244011,0.61077182,-0.61723390,3.81029898,-3.84604475,1.36908229,-1.38242713,2.64256653,-2.69325009,0.00000000,-0.00000000
-5.75987994,12.80013951,-12.91269660,2.40969388,-2.45616524,7.66246237,-7.68819132,0.01140533,-0.01198795,0.60504757,-0.61128882,3.75057552,-3.78857753,1.33983946,-1.35452276,2.56906339,-2.62358850,0.00000000,-0.00000000
-5.75387694,12.55605594,-12.67976365,2.33580619,-2.38523068,7.55825343,-7.59072527,0.01088350,-0.01148252,0.59850387,-0.60438880,3.68026905,-3.72017456,1.30769452,-1.32325996,2.48646757,-2.54417200,0.00000000,-0.00000000
-5.74787394,12.25847982,-12.39156730,2.25388319,-2.30569829,7.41369491,-7.45247345,0.01032299,-0.01093181,0.59126992,-0.59666656,3.60012457,-3.64161254,1.27317769,-1.28915160,2.39583462,-2.45603935,0.00000000,-0.00000000
-5.74187094,11.91179973,-12.05243242,2.16496854,-2.21861045,7.23115970,-7.27574208,0.00973226,-0.01034434,0.58347789,-0.58825790,3.51096567,-3.55374804,1.23683916,-1.25273930,2.29830800,-2.36033388,0.00000000,-0.00000000
-5.73586793,11.52118606,-11.66749515,2.07017325,-2.12508900,7.01371279,-7.06353566,0.00911997,-0.00972898,0.57526350,-0.57930189,3.41368260,-3.45750270,1.19924002,-1.21458398,2.19509156,-2.25827472,0.00000000,-0.00000000
-5.72986493,11.09247423,-11.24258384,1.97065017,-2.02630832,6.76503292,-6.81947938,0.00849471,-0.00909467,0.56676694,-0.56994169,3.30922129,-3.35384949,1.16094352,-1.17525679,2.08742192,-2.15112728,0.00000000,-0.00000000
-5.72386193,10.63203276,-10.78408435,1.86756864,-1.92346825,6.48931722,-6.54772425,0.00786487,-0.00845028,0.55813400,-0.56032567,3.19857330,-3.24380057,1.12250731,-1.13533079,1.97654144,-2.04017416,0.00000000,-0.00000000
-5.71785893,10.14662115,-10.29879512,1.76209030,-1.81776800,6.19117301,-6.25283927,0.00723843,-0.00780437,0.54951726,-0.55060882,3.08276705,-3.12839685,1.08447626,-1.09537341,1.86367300,-1.92668739,0.00000000,-0.00000000
-5.71185593,9.64324280,-9.79377723,1.65534670,-1.71038179,5.87550118,-5.93969512,0.00662283,-0.00716502,0.54107724,-0.54095422,2.96285997,-3.00869939,1.04737620,-1.05593965,1.74999711,-1.81190305,0.00000000,-0.00000000
-5.70585293,9.12899833,-9.27620516,1.54841945,-1.60243708,5.54737630,-5.61334424,0.00602483,-0.00653969,0.53298305,-0.53153421,2.83993165,-2.88578237,1.01170819,-1.01756614,1.63663206,-1.69699893,0.00000000,-0.00000000
-5.69984992,8.61094390,-8.75322283,1.44232343,-1.49499587,5.21192771,-5.27890205,0.00545041,-0.00593509,0.52541265,-0.52253129,2.71507763,-2.76072751,0.97794359,-0.98076576,1.52461754,-1.58307579,0.00000000,-0.00000000
-5.69384692,8.09595893,-8.23180960,1.33799328,-1.38903957,4.87422619,-4.94143344,0.00490472,-0.00535711,0.51855229,-0.51413826,2.58940336,-2.63461949,0.94651938,-0.94602287,1.41490197,-1.47114256,0.00000000,-0.00000000
-5.68784392,7.59062657,-7.71865931,1.23627341,-1.28545760,4.53917962,-4.60584836,0.00439203,-0.00481073,0.51259526,-0.50655767,2.46401807,-2.50854171,0.91783401,-0.91378886,1.30833363,-1.36210566,0.00000000,-0.00000000
-5.68184092,7.10112928,-7.22007516,1.13791151,-1.18503975,4.21144068,-4.27680937,0.00391576,-0.00430002,0.50773958,-0.50000025,2.34002804,-2.38357206,0.89224335,-0.88447793,1.20565528,-1.25676228,0.00000000,-0.00000000
-5.67583792,6.63316141,-6.74188168,1.04355524,-1.08847206,3.89532855,-3.95865326,0.00347843,-0.00382814,0.50418488,-0.49468231,2.21852894,-2.26077799,0.87005688,-0.85846294,1.10750236,-1.15579740,0.00000000,-0.00000000
-5.66983492,6.19185898,-6.28935434,0.95375205,-0.99633606,3.59476573,-3.65532775,0.00308178,-0.00339739,0.50212830,-0.49082212,2.10059685,-2.14121043,0.85153397,-0.83607125,1.01440395,-1.05978420,0.00000000,-0.00000000
-5.66383192,5.78174677,-5.86716651,0.86895147,-0.90911083,3.31323030,-3.37034371,0.00272680,-0.00300921,0.50175960,-0.48863519,1.98727791,-2.02589625,0.83688032,-0.81758049,0.92678638,-0.96918728,0.00000000,-0.00000000
-5.65782891,5.40670166,-5.47935252,0.78950953,-0.82717737,3.05372309,-3.10674233,0.00241383,-0.00266433,0.50325563,-0.48832874,1.87957640,-1.91582885,0.82624466,-0.80321433,0.84497877,-0.88436817,0.00000000,-0.00000000
-5.65182591,5.06993078,-5.12928538,0.71569487,-0.75082490,2.81874864,-2.86707602,0.00214261,-0.00236281,0.50677435,-0.49009534,1.77844143,-1.81195699,0.81971580,-0.79313831,0.76922000,-0.80559256,0.00000000,-0.00000000
-5.64582291,4.77396268,-4.81966713,0.64769591,-0.68025830,2.61030839,-2.65340153,0.00191242,-0.00210416,0.51244859,-0.49410608,1.68475252,-1.71517191,0.81732021,-0.78745595,0.69966666,-0.73303862,0.00000000,-0.00000000
-5.63981991,4.52064969,-4.55252972,0.58562868,-0.61560640,2.42990417,-2.46728333,0.00172218,-0.00188744,0.52038001,-0.50050357,1.59930439,-1.62629300,0.81902045,-0.78620526,0.63640150,-0.66680597,0.00000000,-0.00000000
-5.63381691,4.31117950,-4.32924465,0.52954500,-0.55693060,2.27855015,-2.30980526,0.00157053,-0.00171135,0.53063334,-0.50939501,1.52279166,-1.54605263,0.82471447,-0.78935602,0.57944194,-0.60692475,0.00000000,-0.00000000
-5.62781391,4.14609436,-4.15053953,0.47944043,-0.50423333,2.15679121,-2.18158855,0.00145592,-0.00157439,0.54323130,-0.52084571,1.45579389,-1.47508061,0.83423617,-0.79680810,0.52874837,-0.55336458,0.00000000,-0.00000000
-5.62181091,4.02531637,-4.01652024,0.43526197,-0.45746624,2.06472613,-2.08281435,0.00137674,-0.00147489,0.55815054,-0.53487342,1.39876187,-1.41388921,0.84735739,-0.80839098,0.48423204,-0.50604291,0.00000000,-0.00000000
-5.61580790,3.94817809,-3.92669778,0.39691513,-0.41653769,2.00203430,-2.01324963,0.00133138,-0.00141115,0.57531876,-0.55144377,1.35200575,-1.36285935,0.86379127,-0.82386492,0.44576227,-0.46483286,0.00000000,-0.00000000
-5.60980490,3.91345748,-3.88001931,0.36427035,-0.38131965,1.96800480,-1.97227518,0.00131831,-0.00138154,0.59461322,-0.57046715,1.31568577,-1.32222887,0.88319736,-0.84292373,0.41317306,-0.42957026,0.00000000,-0.00000000
-5.60380190,3.91941726,-3.87490324,0.33716858,-0.35165368,1.96156738,-1.95891527,0.00133616,-0.00138452,0.61586084,-0.59179716,1.28980617,-1.29208366,0.90518822,-0.86519955,0.38626888,-0.40005986,0.00000000,-0.00000000
-5.59779890,3.96384838,-3.90927865,0.31542615,-0.32735615,1.98132508,-1.97186874,0.00138378,-0.00141879,0.63883999,-0.61523098,1.27421280,-1.27235219,0.92933754,-0.89026942,0.36482985,-0.37608096,0.00000000,-0.00000000
-5.59179590,4.04411796,-3.98062949,0.29883879,-0.30822273,2.02558847,-2.00954151,0.00146028,-0.00148328,0.66328395,-0.64051159,1.26859487,-1.26280416,0.95518958,-0.91766374,0.34861622,-0.35739219,0.00000000,-0.00000000
-5.58579290,4.15722187,-4.08604388,0.28718505,-0.29403210,2.09241190,-2.07008093,0.00156510,-0.00157726,0.68888594,-0.66733198,1.27249091,-1.26305346,0.98226967,-0.94687641,0.33737224,-0.34373579,0.00000000,-0.00000000
-5.57978989,4.29984232,-4.22226914,0.28022892,-0.28454908,2.17963203,-2.15141242,0.00169800,-0.00170033,0.71530576,-0.69534118,1.28529909,-1.27256566,1.01009545,-0.97737640,0.33082954,-0.33484140,0.00000000,-0.00000000
-5.57378689,4.46841015,-4.38577260,0.27772194,-0.27952714,2.28490908,-2.25127867,0.00185916,-0.00185252,0.74217767,-0.72415205,1.30629160,-1.29067001,1.03818848,-1.00862035,0.32871002,-0.33042935,0.00000000,-0.00000000
-5.56778389,4.65917196,-4.57280802,0.27940487,-0.27871052,2.40577080,-2.36728183,0.00204913,-0.00203424,0.76911937,-0.75335053,1.33463280,-1.31657566,1.06608578,-1.04006583,0.33072832,-0.33021357,0.00000000,-0.00000000
-5.56178089,4.86826106,-4.77948721,0.28500874,-0.28183584,2.53965936,-2.49692862,0.00226886,-0.00224632,0.79574180,-0.78250607,1.36940061,-1.34939161,1.09335097,-1.07118479,0.33659395,-0.33390418,0.00000000,-0.00000000
-5.55577789,5.09177148,-5.00185555,0.29425579,-0.28863341,2.68398057,-2.63767817,0.00251969,-0.00249001,0.82165928,-0.81118292,1.40961033,-1.38814974,1.11958442,-1.10147663,0.34601300,-0.34120976,0.00000000,-0.00000000
-5.54977489,5.32583329,-5.23596996,0.30685993,-0.29882823,2.83615479,-2.78699169,0.00280332,-0.00276694,0.84649992,-0.83895177,1.45424030,-1.43183015,1.14443236,-1.13048049,0.35868956,-0.35183917,0.00000000,-0.00000000
-5.54377189,5.56668750,-5.47797726,0.32252715,-0.31214069,2.99366831,-2.94238316,0.00312179,-0.00307911,0.86991563,-0.86540148,1.50225824,-1.47938785,1.16759428,-1.15778616,0.37432681,-0.36550310,0.00000000,-0.00000000
-5.53776888,5.81075832,-5.72419048,0.34095578,-0.32828710,3.15412375,-3.10146935,0.00347735,-0.00342877,0.89159165,-0.89015031,1.55264760,-1.52977984,1.18882872,-1.18304344,0.39262784,-0.38191521,0.00000000,-0.00000000
-5.53176588,6.05472029,-5.97116047,0.36183674,-0.34698000,3.31528772,-3.26201755,0.00387247,-0.00381838,0.91125516,-0.91285639,1.60443289,-1.58199161,1.20795719,-1.20596936,0.41329611,-0.40079280,0.00000000,-0.00000000
-5.52576288,6.29555789,-6.21574003,0.38485392,-0.36792849,3.47513371,-3.42198892,0.00430967,-0.00425050,0.92868270,-0.93322701,1.65670312,-1.63506205,1.22486615,-1.22635329,0.43603578,-0.42185714,0.00000000,-0.00000000
-5.51975988,6.53061528,-6.45513799,0.40968482,-0.39083836,3.63187825,-3.57957554,0.00479139,-0.00472765,0.94370634,-0.95102643,1.70863274,-1.68810604,1.23950736,-1.24405973,0.46055185,-0.44483341,0.00000000,-0.00000000
-5.51375688,6.75763415,-6.68696077,0.43600149,-0.41541252,3.78400844,-3.73322906,0.00531988,-0.00525213,0.95621822,-0.96608202,1.75949937,-1.74033382,1.25189648,-1.25902893,0.48655018,-0.46945031,0.00000000,-0.00000000
-5.50775388,6.97477793,-6.90923972,0.46347196,-0.44135145,3.93029912,-3.88167936,0.00589704,-0.00582594,0.96617370,-0.97828859,1.80869796,-1.79106690,1.26211050,-1.27127540,0.51373763,-0.49543945,0.00000000,-0.00000000
-5.50175088,7.18064166,-7.12044288,0.49176231,-0.46835410,4.06981860,-4.02394171,0.00652418,-0.00645048,0.97359277,-0.98761084,1.85575113,-1.83974988,1.27028412,-1.28088472,0.54182225,-0.52253463,0.00000000,-0.00000000
-5.49574787,7.37424677,-7.31947089,0.52053935,-0.49611922,4.20192206,-4.15931185,0.00720192,-0.00712646,0.97856015,-0.99408404,1.90031574,-1.88595835,1.27660555,-1.28800893,0.57051386,-0.55047118,0.00000000,-0.00000000
-5.48974487,7.55502173,-7.50563739,0.54947416,-0.52434717,4.32623274,-4.28734867,0.00792993,-0.00785366,0.98122390,-0.99781303,1.94218569,-1.92940283,1.28131200,-1.29286097,0.59952496,-0.57898557,0.00000000,-0.00000000
-5.48374187,7.72276938,-7.67863529,0.57824627,-0.55274256,4.44261148,-4.40784516,0.00870683,-0.00863076,0.98179294,-0.99896971,1.98129147,-1.96992919,1.28468535,-1.29570871,0.62857227,-0.60781531,0.00000000,-0.00000000
-5.47773887,7.87762313,-7.83849097,0.60654874,-0.58101750,4.55111595,-4.52078886,0.00952997,-0.00945518,0.98053346,-0.99778938,2.01769676,-2.00751595,1.28704809,-1.29686882,0.65737876,-0.63669958,0.00000000,-0.00000000
-5.47173587,8.01999453,-7.98550944,0.63409380,-0.60889562,4.65195179,-4.62631394,0.01039534,-0.01032294,0.97776464,-0.99456603,2.05159270,-2.04226915,1.28875983,-1.29670106,0.68567646,-0.66538040,0.00000000,-0.00000000
-5.46573287,8.15051514,-8.12021358,0.66061895,-0.63611683,4.74541810,-4.72464740,0.01129746,-0.01122856,0.97385366,-0.98964705,2.08329037,-2.07441537,1.29021436,-1.29560318,0.71320990,-0.69360480,0.00000000,-0.00000000
-5.45972986,8.26997607,-8.24328138,0.68589341,-0.66244255,4.83185045,-4.81605255,0.01222935,-0.01216502,0.96921020,-0.98342747,2.11321190,-2.10429358,1.29183722,-1.29400661,0.73974013,-0.72112769,0.00000000,-0.00000000
-5.45372686,8.37926849,-8.35548483,0.70972443,-0.68766140,4.91156480,-4.90077323,0.01318254,-0.01312379,0.96428064,-0.97634390,2.14188091,-2.13234649,1.29408353,-1.29237295,0.76504924,-0.74771568,0.00000000,-0.00000000
-5.44772386,8.47932811,-8.45763397,0.73196328,-0.71159494,4.98480569,-4.97898211,0.01414711,-0.01409485,0.95954175,-0.96886844,2.16991229,-2.15911165,1.29743582,-1.29119120,0.78894516,-0.77315151,0.00000000,-0.00000000
-5.44172086,8.57108644,-8.55052930,0.75251035,-0.73410319,5.05170195,-5.05073658,0.01511188,-0.01506686,0.95549413,-0.96150248,2.19800164,-2.18521269,1.30240125,-1.29097522,0.81126647,-0.79723909,0.00000000,-0.00000000
-5.43571786,8.65543095,-8.63492470,0.77131913,-0.75508957,5.11223279,-5.11594494,0.01606454,-0.01602734,0.95265506,-0.95477033,2.22691438,-2.21135078,1.30950794,-1.29226130,0.83188701,-0.81980881,0.00000000,-0.00000000
-5.42971486,8.73317536,-8.71150258,0.78839857,-0.77450476,5.16620654,-5.17434556,0.01699195,-0.01696294,0.95155077,-0.94921272,2.25747415,-2.23829597,1.31929965,-1.29560502,0.85071978,-0.84072274,0.00000000,-0.00000000
-5.42371186,8.80504079,-8.78086160,0.80381347,-0.79234923,5.21325363,-5.22550030,0.01788043,-0.01785976,0.95270799,-0.94537976,2.29055036,-2.26687814,1.33232845,-1.30157695,0.86772008,-0.85987946,0.00000000,-0.00000000
-5.41770885,8.87164723,-8.84351654,0.81768264,-0.80867394,5.25283426,-5.26880309,0.01871612,-0.01870369,0.95664450,-0.94382329,2.32704425,-2.29797704,1.34914489,-1.31075658,0.88288722,-0.87721802,0.00000000,-0.00000000
-5.41170585,8.93351449,-8.89990873,0.83017469,-0.82357899,5.28426064,-5.30350328,0.01948534,-0.01948084,0.96385879,-0.94508837,2.36787305,-2.33251055,1.37028539,-1.32372391,0.89626485,-0.89272078,0.00000000,-0.00000000
-5.40570285,8.99107059,-8.95042472,0.84150132,-0.83720994,5.30673245,-5.32874253,0.02017503,-0.02017789,0.97481849,-0.94970359,2.41395178,-2.37142064,1.39625681,-1.34104829,0.90793947,-0.90641461,0.00000000,-0.00000000
-5.39969985,9.04466538,-8.99542021,0.85190820,-0.84975179,5.31938327,-5.34360306,0.02077308,-0.02078256,0.98994784,-0.95817018,2.46617217,-2.41565622,1.42751827,-1.36327433,0.91803709,-0.91837041,0.00000000,-0.00000000
-5.39369685,9.09458674,-9.03524580,0.86166374,-0.86142066,5.32133536,-5.34716425,0.02126877,-0.02128395,1.00961428,-0.97094981,2.52537865,-2.46615242,1.46446069,-1.39090479,0.92671802,-0.92870045,0.00000000,-0.00000000
-5.38769385,9.14107665,-9.07027089,0.87104611,-0.87245332,5.31175905,-5.33856408,0.02165310,-0.02167292,1.03411436,-0.98845113,2.59234136,-2.52380599,1.50738464,-1.42438076,0.93416985,-0.93755383,0.00000000,-0.00000000
-5.38169085,9.18434456,-9.10090264,0.88032894,-0.88309499,5.28993303,-5.31706143,0.02191906,-0.02194237,1.06365946,-1.01101532,2.66772655,-2.58944674,1.55647743,-1.46405969,0.94059888,-0.94510986,0.00000000,-0.00000000
-5.37568784,9.22457592,-9.12759690,0.88976651,-0.89358594,5.25530173,-5.28209522,0.02206185,-0.02208750,1.09836191,-1.03890102,2.75206501,-2.66380551,1.61179069,-1.51019209,0.94622028,-0.95156956,0.00000000,-0.00000000
-5.36968484,9.26193433,-9.15085906,0.89957904,-0.90414735,5.20752590,-5.23333654,0.02207909,-0.02210593,1.13822194,-1.07226916,2.84571950,-2.74747938,1.67321944,-1.56289794,0.95124742,-0.95714590,0.00000000,-0.00000000
-5.36368184,9.29655641,-9.17123364,0.90993875,-0.91496744,5.14652318,-5.17073020,0.02197082,-0.02199778,1.18311653,-1.11116840,2.94885261,-2.84089527,1.74048436,-1.62214415,0.95588091,-0.96205280,0.00000000,-0.00000000
-5.35767884,9.32853949,-9.18928246,0.92095775,-0.92618823,5.07249600,-5.09452311,0.02173952,-0.02176566,1.23279053,-1.15552191,3.06139646,-2.94427348,1.81311838,-1.68772442,0.96029791,-0.96649377,0.00000000,-0.00000000
-5.35167584,9.35792279,-9.20555233,0.93267811,-0.93789412,4.98594486,-5.00527737,0.02139002,-0.02141457,1.28685111,-1.20511647,3.18302608,-3.05759304,1.89045896,-1.75924301,0.96464216,-0.97065066,0.00000000,-0.00000000
-5.34567284,9.38466379,-9.22053431,0.94506502,-0.95010260,4.88766623,-4.90386722,0.02092931,-0.02095170,1.34476610,-1.25959451,3.31313823,-3.18056080,1.97164717,-1.83610379,0.96901545,-0.97467312,0.00000000,-0.00000000
