energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Li_s_up,S_s_up,S_p_up
-5.80190095,3.71562031,0.05284187,0.63480038,0.58678822,1.09054883,0.17210704,0.09612719,0.85244116
-5.79589795,3.68630931,0.05352747,0.63558552,0.59460046,1.08312621,0.16217783,0.09534581,0.83747085
-5.78989495,3.65218016,0.05401511,0.63552391,0.60187627,1.07388939,0.15206573,0.09432887,0.82161112
-5.78389195,3.61448664,0.05429482,0.63475321,0.60874517,1.06312318,0.14193888,0.09308830,0.80528941
-5.77788894,3.57444884,0.05435869,0.63340791,0.61534360,1.05110598,0.13195473,0.09163618,0.78892067
-5.77188594,3.53323615,0.05420135,0.63161717,0.62181264,1.03810742,0.12225694,0.08998500,0.77290157
-5.76588294,3.49195531,0.05382049,0.62950324,0.62829580,1.02438740,0.11297297,0.08814807,0.75760619
-5.75987994,3.45164259,0.05321729,0.62718026,0.63493662,1.01019623,0.10421246,0.08613996,0.74338327
-5.75387694,3.41325916,0.05239683,0.62475326,0.64187621,0.99577539,0.09606627,0.08397698,0.73055466
-5.74787394,3.37768817,0.05136836,0.62231717,0.64925038,0.98135859,0.08860631,0.08167763,0.71941468
-5.74187094,3.34573264,0.05014555,0.61995576,0.65718649,0.96717259,0.08188587,0.07926296,0.71023001
-5.73586793,3.31811288,0.04874650,0.61774039,0.66580006,0.95343754,0.07594061,0.07675678,0.70323993
-5.72986493,3.29546303,0.04719363,0.61572850,0.67519109,0.94036648,0.07078984,0.07418574,0.69865639
-5.72386193,3.27832597,0.04551343,0.61396198,0.68544029,0.92816392,0.06643818,0.07157911,0.69666389
-5.71785893,3.26714673,0.04373601,0.61246546,0.69660544,0.91702344,0.06287744,0.06896845,0.69741889
-5.71185593,3.26226464,0.04189452,0.61124461,0.70871809,0.90712436,0.06008858,0.06638701,0.70104857
-5.70585293,3.26390461,0.04002440,0.61028485,0.72178070,0.89862777,0.05804366,0.06386898,0.70764910
-5.69984992,3.27216853,0.03816259,0.60955040,0.73576466,0.89167204,0.05670775,0.06144854,0.71728333
-5.69384692,3.28702743,0.03634658,0.60898412,0.75060918,0.88636837,0.05604073,0.05915882,0.72997803
-5.68784392,3.30831557,0.03461346,0.60850820,0.76622132,0.88279646,0.05599888,0.05703081,0.74572084
-5.68184092,3.33572708,0.03299896,0.60802576,0.78247720,0.88100092,0.05653626,0.05509225,0.76445715
-5.67583792,3.36881600,0.03153654,0.60742361,0.79922442,0.88098856,0.05760587,0.05336653,0.78608714
-5.66983492,3.40700030,0.03025648,0.60657597,0.81628557,0.88272694,0.05916059,0.05187183,0.81046315
-5.66383192,3.44956999,0.02918512,0.60534912,0.83346277,0.88614431,0.06115388,0.05062024,0.83738769
-5.65782891,3.49569952,0.02834423,0.60360684,0.85054299,0.89113100,0.06354025,0.04961725,0.86661235
-5.65182591,3.54446425,0.02775047,0.60121634,0.86730403,0.89754244,0.06627557,0.04886137,0.89783769
-5.64582291,3.59486062,0.02741510,0.59805451,0.88352068,0.90520353,0.06931725,0.04834408,0.93071461
-5.63981991,3.64582940,0.02734378,0.59401394,0.89897114,0.91391439,0.07262423,0.04805000,0.96484707
-5.63381691,3.69628156,0.02753656,0.58900873,0.91344314,0.92345722,0.07615701,0.04795737,0.99979661
-5.62781391,3.74512592,0.02798813,0.58297946,0.92673982,0.93360400,0.07987754,0.04803878,1.03508860
-5.62181091,3.79129801,0.02868807,0.57589729,0.93868505,0.94412481,0.08374915,0.04826216,1.07022033
-5.61580790,3.83378932,0.02962145,0.56776690,0.94912825,0.95479650,0.08773661,0.04859187,1.10467108
-5.60980490,3.87167648,0.03076937,0.55862809,0.95794852,0.96541132,0.09180612,0.04899011,1.13791391
-5.60380190,3.90414967,0.03210977,0.54855607,0.96505821,0.97578537,0.09592552,0.04941828,1.16942906
-5.59779890,3.93053972,0.03361822,0.53766038,0.97040588,0.98576655,0.10006459,0.04983850,1.19871885
-5.59179590,3.95034336,0.03526880,0.52608257,0.97397873,0.99524172,0.10419538,0.05021505,1.22532346
-5.58579290,3.96324609,0.03703504,0.51399275,0.97580459,1.00414305,0.10829285,0.05051581,1.24883739
-5.57978989,3.96914219,0.03889078,0.50158525,0.97595342,1.01245313,0.11233536,0.05071354,1.26892580
-5.57378689,3.96815105,0.04081110,0.48907354,0.97453844,1.02020886,0.11630546,0.05078702,1.28534036
-5.56778389,3.96062952,0.04277309,0.47668472,0.97171672,1.02750397,0.12019055,0.05072198,1.29793372
-5.56178089,3.94717940,0.04475659,0.46465378,0.96768929,1.03448996,0.12398358,0.05051176,1.30667205
-5.55577789,3.92864947,0.04674479,0.45321786,0.96270056,1.04137550,0.12768374,0.05015772,1.31164487
-5.54977489,3.90613158,0.04872471,0.44261067,0.95703695,1.04842416,0.13129689,0.04966938,1.31307170
-5.54377189,3.88095008,0.05068753,0.43305732,0.95102454,1.05595038,0.13483596,0.04906425,1.31130474
-5.53776888,3.85464429,0.05262877,0.42476949,0.94502556,1.06431386,0.13832106,0.04836737,1.30682745
-5.53176588,3.82894366,0.05454825,0.41794122,0.93943363,1.07391217,0.14177930,0.04761064,1.30024854
-5.52576288,3.80573560,0.05644996,0.41274519,0.93466749,1.08517178,0.14524439,0.04683181,1.29229137
-5.51975988,3.78702619,0.05834168,0.40932955,0.93116327,1.09853753,0.14875580,0.04607336,1.28377883
-5.51375688,3.77489408,0.06023456,0.40781529,0.92936534,1.11446076,0.15235773,0.04538118,1.27561388
-5.50775388,3.77143842,0.06214239,0.40829396,0.92971559,1.13338613,0.15609766,0.04480308,1.26875631
-5.50175088,3.77872181,0.06408095,0.41082594,0.93264157,1.15573754,0.16002462,0.04438730,1.26419623
-5.49574787,3.79870949,0.06606705,0.41543891,0.93854366,1.18190331,0.16418721,0.04418093,1.26292507
-5.48974487,3.83320647,0.06811767,0.42212673,0.94778153,1.21222102,0.16863144,0.04422837,1.26590493
-5.48374187,3.88379420,0.07024897,0.43084856,0.96066050,1.24696230,0.17339840,0.04456984,1.27403724
-5.47773887,3.95176889,0.07247524,0.44152833,0.97741819,1.28631828,0.17852190,0.04523999,1.28813172
-5.47173587,4.03808361,0.07480801,0.45405458,0.99821207,1.33038585,0.18402614,0.04626666,1.30887677
-5.46573287,4.14329621,0.07725508,0.46828063,1.02310849,1.37915557,0.18992353,0.04766981,1.33681210
-5.45972986,4.26752547,0.07981973,0.48402542,1.05207379,1.43250161,0.19621280,0.04946062,1.37230482
-5.45372686,4.41041742,0.08249998,0.50107488,1.08496808,1.49017445,0.20287737,0.05164088,1.41552979
-5.44772386,4.57112390,0.08528811,0.51918414,1.12154222,1.55179668,0.20988431,0.05420258,1.46645505
-5.44172086,4.74829497,0.08817027,0.53808052,1.16143840,1.61686258,0.21718376,0.05712776,1.52483305
-5.43571786,4.94008670,0.09112637,0.55746760,1.20419472,1.68474184,0.22470897,0.06038867,1.59019828
-5.42971486,5.14418509,0.09413017,0.57703020,1.24925396,1.75468767,0.23237710,0.06394819,1.66187161
-5.42371186,5.35784665,0.09714966,0.59644052,1.29597652,1.82584956,0.24009065,0.06776052,1.73897154
-5.41770885,5.57795544,0.10014759,0.61536518,1.34365761,1.89729053,0.24773971,0.07177213,1.82043235
-5.41170585,5.80109584,0.10308236,0.63347322,1.39154809,1.96800880,0.25520476,0.07592302,1.90502892
-5.40570285,6.02363947,0.10590905,0.65044484,1.43887886,2.03696344,0.26236026,0.08014816,1.99140770
-5.39969985,6.24184442,0.10858063,0.66598067,1.48488786,2.10310323,0.26907865,0.08437915,2.07812306
-5.39369685,6.45196372,0.11104940,0.67981124,1.52884910,2.16539813,0.27523483,0.08854604,2.16367822
-5.38769385,6.65036020,0.11326843,0.69170648,1.57010264,2.22287219,0.28071090,0.09257931,2.24656940
-5.38169085,6.83362368,0.11519311,0.70148466,1.60808470,2.27463687,0.28540096,0.09641188,2.32533209
-5.37568784,6.99868665,0.11678271,0.70902066,1.64235664,2.31992335,0.28921582,0.09998116,2.39858765
-5.36968484,7.14293415,0.11800178,0.71425309,1.67263177,2.35811283,0.29208738,0.10323106,2.46508899
-5.36368184,7.26430360,0.11882150,0.71718982,1.69879899,2.38876316,0.29397262,0.10611386,2.52376344
-5.35767884,7.36137054,0.11922081,0.71791188,1.72094211,2.41163090,0.29485673,0.10859194,2.57375130
-5.35167584,7.43341652,0.11918722,0.71657523,1.73935398,2.42668751,0.29475556,0.11063928,2.61443860
-5.34567284,7.48047594,0.11871748,0.71341032,1.75454466,2.43412881,0.29371696,0.11224263,2.64548261
-5.33966983,7.50335933,0.11781781,0.70871941,1.76724298,2.43437703,0.29182110,0.11340236,2.66682897
-5.33366683,7.50365122,0.11650384,0.70287147,1.77839110,2.42807505,0.28917958,0.11413291,2.67871961
-5.32766383,7.48368189,0.11480019,0.69629481,1.78913181,2.41607271,0.28593338,0.11446285,2.68169082
-5.32166083,7.44647312,0.11273975,0.68946762,1.80078870,2.39940536,0.28224967,0.11443443,2.67656132
-5.31565783,7.39565909,0.11036265,0.68290653,1.81483934,2.37926526,0.27831751,0.11410277,2.66441054
-5.30965483,7.33538462,0.10771493,0.67715361,1.83288211,2.35696672,0.27434260,0.11353450,2.64654759
-5.30365183,7.27018386,0.10484705,0.67276203,1.85659738,2.33390604,0.27054125,0.11280613,2.62447200
-5.29764882,7.20484338,0.10181224,0.67028093,1.88770392,2.31151772,0.26713371,0.11200194,2.59982743
-5.29164582,7.14425439,0.09866472,0.67023992,1.92791185,2.29122857,0.26433714,0.11121159,2.57434997
-5.28564282,7.09325931,0.09545800,0.67313359,1.97887337,2.27441148,0.26235844,0.11052749,2.54981300
-5.27963982,7.05649812,0.09224315,0.67940672,2.04213275,2.26234061,0.26138715,0.11004202,2.52797036
-5.27363682,7.03826034,0.08906731,0.68944051,2.11907710,2.25614991,0.26158878,0.10984466,2.51050025
-5.26763382,7.04234805,0.08597232,0.70354039,2.21088959,2.25679656,0.26309869,0.11001912,2.49895166
-5.26163082,7.07195504,0.08299367,0.72192585,2.31850657,2.26503094,0.26601690,0.11064068,2.49469546
-5.25562781,7.12956679,0.08015970,0.74472261,2.44258017,2.28137438,0.27040379,0.11177357,2.49888195
-5.24962481,7.21688482,0.07749118,0.77195748,2.58344769,2.30610559,0.27627715,0.11346884,2.51240627
-5.24362181,7.33477815,0.07500121,0.80355611,2.74110893,2.33925633,0.28361048,0.11576246,2.53588291
-5.23761881,7.48326337,0.07269543,0.83934373,2.91521235,2.38061640,0.29233269,0.11867394,2.56963017
-5.23161581,7.66151372,0.07057266,0.87904882,3.10505070,2.42974774,0.30232923,0.12220541,2.61366473
-5.22561281,7.86789605,0.06862565,0.92230967,3.30956629,2.48600672,0.31344463,0.12634119,2.66770646
-5.21960980,8.10003366,0.06684223,0.96868354,3.52736593,2.54857354,0.32548628,0.13104796,2.73119272
-5.21360680,8.35489160,0.06520649,1.01765802,3.75674494,2.61648723,0.33822951,0.13627539,2.80330143
-5.20760380,8.62888035,0.06370015,1.06866423,3.99571946,2.68868448,0.35142354,0.14195726,2.88298153
-5.20160080,8.91797287,0.06230393,1.12109124,4.24206602,2.76404023,0.36479832,0.14801309,2.96898940
-5.19559780,9.21782970,0.06099880,1.17430115,4.49336681,2.84140816,0.37807189,0.15435008,3.05992942
-5.18959480,9.52392657,0.05976724,1.22764433,4.74705913,2.91965891,0.39095805,0.16086543,3.15429698
-5.18359180,9.83167913,0.05859416,1.28047402,5.00048724,2.99771443,0.40317408,0.16744886,3.25052205
-5.17758879,10.13655982,0.05746772,1.33215997,5.25095490,3.07457667,0.41444819,0.17398533,3.34701172
-5.17158579,10.43420267,0.05637982,1.38210047,5.49577674,3.14934958,0.42452657,0.18035776,3.44218997
-5.16558279,10.72049246,0.05532626,1.42973247,5.73232694,3.22125358,0.43317968,0.18644980,3.53453369
-5.15957979,10.99163602,0.05430671,1.47453954,5.95808385,3.28963217,0.44020774,0.19214851,3.62260364
-5.15357679,11.24421441,0.05332430,1.51605746,6.17066931,3.35395088,0.44544515,0.19734683,3.70506990
-5.14757379,11.47521571,0.05238505,1.55387761,6.36788197,3.41378917,0.44876380,0.20194591,3.78073136
-5.14157079,11.68204969,0.05149706,1.58764810,6.54772416,3.46882630,0.45007519,0.20585713,3.84852931
-5.13556778,11.86254590,0.05066957,1.61707301,6.70842208,3.51882254,0.44933136,0.20900381,3.90755535
-5.12956478,12.01493826,0.04991192,1.64191014,6.84843970,3.56359744,0.44652474,0.21132267,3.95705422
-5.12356178,12.13783907,0.04923257,1.66196756,6.96648673,3.60300673,0.44168682,0.21276486,3.99642224
-5.11755878,12.23020624,0.04863810,1.67709955,7.06152156,3.63691984,0.43488592,0.21329668,4.02520224
-5.11155578,12.29130724,0.04813237,1.68720225,7.13274999,3.66519970,0.42622417,0.21290003,4.04307594
-5.10555278,12.32068320,0.04771588,1.69220966,7.17962072,3.68768615,0.41583373,0.21157236,4.04985463
-5.09954977,12.31811625,0.04738526,1.69209012,7.20181877,3.70418447,0.40387260,0.20932646,4.04546915
-5.09354677,12.28360247,0.04713314,1.68684377,7.19925760,3.71445971,0.39052008,0.20618988,4.02995988
-5.08754377,12.21733227,0.04694815,1.67650100,7.17207083,3.71823729,0.37597206,0.20220403,4.00346731
-5.08154077,12.11967906,0.04681520,1.66112208,7.12060410,3.71521004,0.36043630,0.19742313,3.96622380
-5.07553777,11.99119629,0.04671609,1.64079788,7.04540745,3.70505118,0.34412783,0.19191283,3.91854667
-5.06953477,11.83262241,0.04663017,1.61565142,6.94722837,3.68743251,0.32726464,0.18574874,3.86083280
-5.06353177,11.64489216,0.04653529,1.58584016,6.82700529,3.66204672,0.31006368,0.17901474,3.79355460
-5.05752876,11.42915241,0.04640874,1.55155852,6.68586124,3.62863253,0.29273724,0.17180122,3.71725725
-5.05152576,11.18678023,0.04622834,1.51304039,6.52509709,3.58700098,0.27548979,0.16420321,3.63255669
-5.04552276,10.91940059,0.04597344,1.47056109,6.34618359,3.53706139,0.25851535,0.15631853,3.54013806
-5.03951976,10.62890117,0.04562585,1.42443855,6.15075176,3.47884535,0.24199525,0.14824592,3.44075415
-5.03351676,10.31744180,0.04517072,1.37503314,5.94058054,3.41252725,0.22609637,0.14008322,3.33522318
-5.02751376,9.98745646,0.04459713,1.32274616,5.71758147,3.33844002,0.21096982,0.13192568,3.22442570
-5.02151076,9.64164611,0.04389863,1.26801657,5.48377968,3.25708522,0.19674999,0.12386434,3.10930000
-5.01550775,9.28296139,0.04307343,1.21131605,5.24129113,3.16913649,0.18355394,0.11598468,2.99083589
-5.00950475,8.91457461,0.04212444,1.15314237,4.99229608,3.07543627,0.17148103,0.10836531,2.87006656
-5.00350175,8.53984135,0.04105908,1.09401124,4.73900914,2.97698560,0.16061285,0.10107702,2.74805846
-4.99749875,8.16225255,0.03988895,1.03444696,4.48364657,2.87492746,0.15101328,0.09418196,2.62589938
-4.99149575,7.78537851,0.03862919,0.97497217,4.22839166,2.77052426,0.14272869,0.08773309,2.50468477
-4.98549275,7.41280684,0.03729791,0.91609725,3.97535925,2.66513039,0.13578830,0.08177388,2.38550276
-4.97948974,7.04807663,0.03591541,0.85830963,3.72656077,2.56016106,0.13020455,0.07633822,2.26941820
-4.97348674,6.69461161,0.03450341,0.80206372,3.48387099,2.45705869,0.12597359,0.07145055,2.15745637
-4.96748374,6.35565467,0.03308426,0.74777177,3.24899788,2.35725819,0.12307576,0.06712621,2.05058674
-4.96148074,6.03420655,0.03168029,0.69579612,3.02345672,2.26215257,0.12147619,0.06337190,1.94970744
-4.95547774,5.73297093,0.03031312,0.64644312,2.80854956,2.17306002,0.12112539,0.06018642,1.85563099
-4.94947474,5.45430795,0.02900320,0.59995905,2.60535080,2.09119381,0.12195997,0.05756136,1.76907177
-4.94347174,5.20019752,0.02776937,0.55652805,2.41469934,2.01763581,0.12390341,0.05548202,1.69063562
-4.93746873,4.97221363,0.02662867,0.51627219,2.23719748,1.95331452,0.12686692,0.05392829,1.62081186
-4.93146573,4.77150991,0.02559616,0.47925348,2.07321650,1.89898803,0.13075048,0.05287557,1.55996797
-4.92546273,4.59881631,0.02468493,0.44547775,1.92290822,1.85523227,0.13544395,0.05229570,1.50834700
-4.91945973,4.45444645,0.02390620,0.41490003,1.78622190,1.82243453,0.14082834,0.05215776,1.46606753
-4.91345673,4.33831423,0.02326941,0.38743117,1.66292545,1.80079220,0.14677729,0.05242892,1.43312615
-4.90745373,4.24995870,0.02278246,0.36294524,1.55262976,1.79031635,0.15315861,0.05307505,1.40940200
-4.90145073,4.18857517,0.02245184,0.34128749,1.45481481,1.79083961,0.15983604,0.05406134,1.39466327
-4.89544772,4.15305111,0.02228281,0.32228235,1.36885647,1.80202796,0.16667112,0.05535272,1.38857495
-4.88944472,4.14200490,0.02227947,0.30574112,1.29405265,1.82339567,0.17352509,0.05691416,1.39070770
-4.88344172,4.15382593,0.02244479,0.29146922,1.22964782,1.85432283,0.18026098,0.05871087,1.40054728
-4.87743872,4.18671466,0.02278058,0.27927263,1.17485507,1.89407469,0.18674565,0.06070836,1.41750418
-4.87143572,4.23872133,0.02328725,0.26896332,1.12887499,1.94182245,0.19285184,0.06287240,1.44092332
-4.86543272,4.30778269,0.02396366,0.26036380,1.09091119,1.99666464,0.19846014,0.06516893,1.47009337
-4.85942971,4.39175609,0.02480673,0.25331043,1.06018217,2.05764884,0.20346092,0.06756386,1.50425583
-4.85342671,4.48845080,0.02581114,0.24765587,1.03592981,2.12379312,0.20775599,0.07002295,1.54261360
-4.84742371,4.59565659,0.02696888,0.24327049,1.01742479,2.19410692,0.21126017,0.07251156,1.58433932
-4.84142071,4.71116989,0.02826898,0.24004303,1.00396944,2.26761098,0.21390254,0.07499457,1.62858342
-4.83541771,4.83281801,0.02969711,0.23788052,0.99489870,2.34335611,0.21562747,0.07743631,1.67448219
-4.82941471,4.95848184,0.03123541,0.23670783,0.98957985,2.42044048,0.21639527,0.07980059,1.72116602
-4.82341171,5.08611780,0.03286240,0.23646677,0.98741175,2.49802541,0.21618255,0.08205084,1.76776793
-4.81740870,5.21377931,0.03455296,0.23711503,0.98782425,2.57534936,0.21498230,0.08415044,1.81343275
-4.81140570,5.33963833,0.03627864,0.23862519,0.99027824,2.65174005,0.21280353,0.08606307,1.85732685
-4.80540270,5.46200722,0.03800801,0.24098362,0.99426696,2.72662481,0.20967065,0.08775332,1.89864857
-4.79939970,5.57936083,0.03970724,0.24418973,0.99931867,2.79953892,0.20562257,0.08918730,1.93663932
-4.79339670,5.69035881,0.04134087,0.24825534,1.00500091,2.87013209,0.20071150,0.09033342,1.97059506
-4.78739370,5.79386784,0.04287272,0.25320435,1.01092630,2.93817311,0.19500147,0.09116318,1.99987811
-4.78139070,5.88898301,0.04426686,0.25907267,1.01675957,3.00355273,0.18856679,0.09165200,2.02392870
-4.77538769,5.97504809,0.04548873,0.26590845,1.02222569,3.06628495,0.18149026,0.09178002,2.04227610
-4.76938469,6.05167346,0.04650621,0.27377249,1.02711842,3.12650675,0.17386129,0.09153285,2.05454872
-4.76338169,6.11875129,0.04729070,0.28273886,1.03130896,3.18447650,0.16577408,0.09090218,2.06048268
-4.75737869,6.17646682,0.04781812,0.29289561,1.03475410,3.24057104,0.15732570,0.08988629,2.05992854
-4.75137569,6.22530508,0.04806976,0.30434556,1.03750322,3.29528174,0.14861429,0.08849028,2.05285562
-4.74537269,6.26605232,0.04803292,0.31720695,1.03970378,3.34920932,0.13973730,0.08672622,2.03935360
-4.73936968,6.29979152,0.04770144,0.33161403,1.04160477,3.40305770,0.13078995,0.08461293,2.01963127
-4.73336668,6.32789160,0.04707587,0.34771731,1.04355764,3.45762675,0.12186372,0.08217568,1.99401219
-4.72736368,6.35199002,0.04616349,0.36568346,1.04601469,3.51380376,0.11304516,0.07944555,1.96292733
-4.72136068,6.37396879,0.04497800,0.38569473,1.04952438,3.57255373,0.10441479,0.07645862,1.92690490
-4.71535768,6.39592399,0.04353909,0.40794780,1.05472379,3.63490803,0.09604627,0.07325507,1.88655756
-4.70935468,6.42012919,0.04187164,0.43265186,1.06232801,3.70195152,0.08800570,0.06987804,1.84256756
-4.70335168,6.44899332,0.04000495,0.46002601,1.07311664,3.77480783,0.08035121,0.06637249,1.79567019
-4.69734867,6.48501365,0.03797162,0.49029569,1.08791757,3.85462266,0.07313265,0.06278398,1.74663621
-4.69134567,6.53072485,0.03580657,0.52368834,1.10758817,3.94254513,0.06639153,0.05915757,1.69625377
-4.68534267,6.58864498,0.03354585,0.56042810,1.13299429,4.03970712,0.06016103,0.05553666,1.64531063
-4.67933967,6.66121973,0.03122560,0.60072959,1.16498723,4.14720086,0.05446621,0.05196205,1.59457694
-4.67333667,6.75076583,0.02888099,0.64479099,1.20437927,4.26605485,0.04932430,0.04847113,1.54478953
-4.66733367,6.85941508,0.02654533,0.69278641,1.25191800,4.39720869,0.04474510,0.04509729,1.49663772
-4.66133067,6.98906017,0.02424929,0.74485766,1.30826013,4.54148717,0.04073142,0.04186944,1.45075144
-4.65532766,7.14130346,0.02202025,0.80110583,1.37394524,4.69957433,0.03727959,0.03881185,1.40769156
-4.64932466,7.31741023,0.01988191,0.86158273,1.44937026,4.87198816,0.03438002,0.03594416,1.36794288
-4.64332166,7.51826725,0.01785401,0.92628251,1.53476536,5.05905669,0.03201777,0.03328153,1.33190959
-4.63731866,7.74434806,0.01595221,0.99513384,1.63017212,5.26089619,0.03017311,0.03083504,1.29991343
-4.63131566,7.99568592,0.01418824,1.06799290,1.73542497,5.47739235,0.02882218,0.02861219,1.27219424
-4.62531266,8.27185525,0.01257001,1.14463745,1.85013670,5.70818504,0.02793757,0.02661753,1.24891284
-4.61930965,8.57196241,0.01110203,1.22476233,1.97368909,5.95265733,0.02748896,0.02485329,1.23015601
-4.61330665,8.89464645,0.00978582,1.30797669,2.10522956,6.20992934,0.02744376,0.02332017,1.21594331
-4.60730365,9.23809003,0.00862034,1.39380309,2.24367451,6.47885725,0.02776779,0.02201800,1.20623546
-4.60130065,9.60004081,0.00760258,1.48167872,2.38772001,6.75803788,0.02842599,0.02094648,1.20094399
-4.59529765,9.97784322,0.00672806,1.57095886,2.53586010,7.04581889,0.02938307,0.02010574,1.19994181
-4.58929465,10.36848004,0.00599137,1.66092265,2.68641279,7.34031475,0.03060431,0.01949693,1.20307437
-4.58329165,10.76862338,0.00538663,1.75078108,2.83755337,7.63942823,0.03205625,0.01912261,1.21017103
-4.57728864,11.17469378,0.00490795,1.83968729,2.98735437,7.94087732,0.03370745,0.01898709,1.22105631
-4.57128564,11.58292650,0.00454978,1.92674884,3.13383101,8.24222718,0.03552921,0.01909658,1.23556049
-4.56528264,11.98944308,0.00430724,2.01104189,3.27499078,8.54092661,0.03749624,0.01945924,1.25352932
-4.55927964,12.39032666,0.00417631,2.09162688,3.40888532,8.83434837,0.03958727,0.02008507,1.27483223
-4.55327664,12.78169877,0.00415399,2.16756547,3.53366274,9.11983277,0.04178555,0.02098566,1.29936877
-4.54727364,13.15979551,0.00423831,2.23793831,3.64761816,9.39473340,0.04407924,0.02217380,1.32707284
-4.54127064,13.52104076,0.00442835,2.30186314,3.74924041,9.65646411,0.04646163,0.02366300,1.35791435
-4.53526763,13.86211406,0.00472409,2.35851289,3.83725300,9.90254605,0.04893117,0.02546680,1.39189807
-4.52926463,14.18001095,0.00512626,2.40713320,3.91064741,10.13065338,0.05149131,0.02759808,1.42905952
-4.52326163,14.47209359,0.00563604,2.44705889,3.96870740,10.33865648,0.05415011,0.03006819,1.46945785
-4.51725863,14.73613005,0.00625482,2.47772896,4.01102327,10.52466104,0.05691964,0.03288606,1.51316588
-4.51125563,14.97032063,0.00698383,2.49869958,4.03749568,10.68704180,0.05981517,0.03605730,1.56025745
-4.50525263,15.17331057,0.00782374,2.50965479,4.04832883,10.82446969,0.06285416,0.03958317,1.61079265
-4.49924962,15.34418852,0.00877433,2.51041443,4.04401377,10.93593118,0.06605514,0.04345973,1.66480159
-4.49324662,15.48247134,0.00983409,2.50093913,4.02530272,11.02073897,0.06943644,0.04767696,1.72226723
