energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-5.81990995,2.16331025,0.04811752,0.00000000,0.01401317,1.64730236,1.29402204,0.86548313
-5.81390695,2.22629161,0.04813097,0.00000000,0.01389057,1.70429709,1.33602937,0.90126043
-5.80790395,2.30233054,0.04871684,0.00000000,0.01388867,1.77020311,1.38376177,0.94192074
-5.80190095,2.39062186,0.04986250,0.00000000,0.01400713,1.84433658,1.43665867,0.98708794
-5.79589795,2.49015440,0.05155197,0.00000000,0.01424407,1.92585479,1.49407238,1.03628796
-5.78989495,2.59972724,0.05376605,0.00000000,0.01459617,2.01377031,1.55528112,1.08895597
-5.78389195,2.71797192,0.05648249,0.00000000,0.01505883,2.10697009,1.61950477,1.14444699
-5.77788894,2.84338028,0.05967607,0.00000000,0.01562631,2.20423928,1.68592270,1.20204934
-5.77188594,2.97433706,0.06331871,0.00000000,0.01629191,2.30428890,1.75369345,1.26100081
-5.76588294,3.10915656,0.06737964,0.00000000,0.01704821,2.40578671,1.82197552,1.32050687
-5.75987994,3.24612199,0.07182548,0.00000000,0.01788730,2.50739002,1.88994867,1.37976029
-5.75387694,3.38352629,0.07662048,0.00000000,0.01880097,2.60777950,1.95683484,1.43796152
-5.74787394,3.51971297,0.08172667,0.00000000,0.01978100,2.70569266,2.02191816,1.49433912
-5.74187094,3.65311549,0.08710418,0.00000000,0.02081934,2.79995578,2.08456298,1.54816942
-5.73586793,3.78229373,0.09271147,0.00000000,0.02190828,2.88951305,2.14422955,1.59879466
-5.72986493,3.90596630,0.09850569,0.00000000,0.02304063,2.97345197,2.20048636,1.64563917
-5.72386193,4.02303747,0.10444299,0.00000000,0.02420980,3.05102403,2.25301907,1.68822286
-5.71785893,4.13261785,0.11047892,0.00000000,0.02540988,3.12165991,2.30163526,1.72617158
-5.71185593,4.23403821,0.11656880,0.00000000,0.02663563,3.18497889,2.34626530,1.75922424
-5.70585293,4.32685605,0.12266807,0.00000000,0.02788243,3.24079219,2.38695899,1.78723642
-5.69984992,4.41085507,0.12873268,0.00000000,0.02914620,3.28910027,2.42387844,1.81018042
-5.69384692,4.48603767,0.13471948,0.00000000,0.03042328,3.33008459,2.45728754,1.82814210
-5.68784392,4.55261121,0.14058650,0.00000000,0.03171025,3.36409415,2.48753846,1.84131459
-5.68184092,4.61096887,0.14629339,0.00000000,0.03300377,3.39162784,2.51505604,1.84998936
-5.67583792,4.66166612,0.15180167,0.00000000,0.03430042,3.41331322,2.54032062,1.85454503
-5.66983492,4.70539408,0.15707516,0.00000000,0.03559651,3.42988308,2.56385032,1.85543462
-5.66383192,4.74295097,0.16208026,0.00000000,0.03688797,3.44215045,2.58618342,1.85317155
-5.65782891,4.77521298,0.16678634,0.00000000,0.03817028,3.45098348,2.60786156,1.84831512
-5.65182591,4.80310579,0.17116616,0.00000000,0.03943840,3.45728093,2.62941461,1.84145599
-5.64582291,4.82757779,0.17519618,0.00000000,0.04068683,3.46194918,2.65134757,1.83320204
-5.63981991,4.84957602,0.17885707,0.00000000,0.04190968,3.46588168,2.67412998,1.82416507
-5.63381691,4.87002539,0.18213406,0.00000000,0.04310086,3.46994105,2.69818807,1.81494880
-5.62781391,4.88981188,0.18501738,0.00000000,0.04425426,3.47494453,2.72389968,1.80613812
-5.62181091,4.90976965,0.18750268,0.00000000,0.04536404,3.48165274,2.75159190,1.79829003
-5.61580790,4.93067227,0.18959133,0.00000000,0.04642491,3.49076166,2.78154112,1.79192616
-5.60980490,4.95322754,0.19129071,0.00000000,0.04743244,3.50289783,2.81397505,1.78752684
-5.60380190,4.97807567,0.19261438,0.00000000,0.04838334,3.51861607,2.84907634,1.78552659
-5.59779890,5.00578990,0.19358214,0.00000000,0.04927577,3.53839954,2.88698707,1.78631100
-5.59179590,5.03687895,0.19421986,0.00000000,0.05010948,3.56266126,2.92781364,1.79021455
-5.58579290,5.07179045,0.19455922,0.00000000,0.05088599,3.59174667,2.97163146,1.79751930
-5.57978989,5.11091442,0.19463720,0.00000000,0.05160865,3.62593654,3.01848876,1.80845412
-5.57378689,5.15458628,0.19449535,0.00000000,0.05228255,3.66544967,3.06840944,1.82319435
-5.56778389,5.20308849,0.19417890,0.00000000,0.05291439,3.71044490,3.12139426,1.84186151
-5.56178089,5.25665058,0.19373568,0.00000000,0.05351221,3.76102217,3.17742053,1.86452312
-5.55577789,5.31544721,0.19321479,0.00000000,0.05408506,3.81722232,3.23644021,1.89119244
-5.54977489,5.37959434,0.19266529,0.00000000,0.05464256,3.87902571,3.29837648,1.92182818
-5.54377189,5.44914349,0.19213468,0.00000000,0.05519444,3.94634967,3.36311927,1.95633416
-5.53776888,5.52407479,0.19166745,0.00000000,0.05575007,4.01904519,3.43052013,1.99455918
-5.53176588,5.60428915,0.19130367,0.00000000,0.05631791,4.09689304,3.50038689,2.03629717
-5.52576288,5.68960038,0.19107760,0.00000000,0.05690510,4.17960010,3.57247873,2.08128777
-5.51975988,5.77972809,0.19101663,0.00000000,0.05751709,4.26679609,3.64650237,2.12921781
-5.51375688,5.87429205,0.19114035,0.00000000,0.05815728,4.35803154,3.72210966,2.17972355
-5.50775388,5.97280890,0.19145992,0.00000000,0.05882688,4.45277736,3.79889729,2.23239421
-5.50175088,6.07469181,0.19197783,0.00000000,0.05952480,4.55042648,3.87640877,2.28677669
-5.49574787,6.17925364,0.19268795,0.00000000,0.06024773,4.65029790,3.95413898,2.34238167
-5.48974487,6.28571377,0.19357598,0.00000000,0.06099029,4.75164335,4.03154127,2.39869105
-5.48374187,6.39320886,0.19462021,0.00000000,0.06174530,4.85365653,4.10803698,2.45516661
-5.47773887,6.50080725,0.19579268,0.00000000,0.06250417,4.95548494,4.18302705,2.51125977
-5.47173587,6.60752667,0.19706053,0.00000000,0.06325728,5.05624385,4.25590528,2.56642204
-5.46573287,6.71235465,0.19838759,0.00000000,0.06399446,5.15503211,4.32607266,2.62011604
-5.45972986,6.81427086,0.19973619,0.00000000,0.06470543,5.25094921,4.39295212,2.67182647
-5.45372686,6.91227060,0.20106894,0.00000000,0.06538028,5.34311306,4.45600301,2.72107073
-5.44772386,7.00538834,0.20235061,0.00000000,0.06600981,5.43067766,4.51473464,2.76740875
-5.44172086,7.09272060,0.20354981,0.00000000,0.06658588,5.51285020,4.56871821,2.81045155
-5.43571786,7.17344700,0.20464064,0.00000000,0.06710165,5.58890687,4.61759660,2.84986832
-5.42971486,7.24684895,0.20560400,0.00000000,0.06755178,5.65820681,4.66109162,2.88539158
-5.42371186,7.31232520,0.20642872,0.00000000,0.06793248,5.72020379,4.69900841,2.91682030
-5.41770885,7.36940375,0.20711230,0.00000000,0.06824158,5.77445525,4.73123691,2.94402097
-5.41170585,7.41774990,0.20766131,0.00000000,0.06847848,5.82062860,4.75775030,2.96692647
-5.40570285,7.45717028,0.20809150,0.00000000,0.06864408,5.85850449,4.77860083,2.98553306
-5.39969985,7.48761290,0.20842742,0.00000000,0.06874071,5.88797740,4.79391314,2.99989562
-5.39369685,7.50916348,0.20870180,0.00000000,0.06877203,5.90905341,4.80387559,3.01012146
-5.38769385,7.52203846,0.20895450,0.00000000,0.06874295,5.92184574,4.80873025,3.01636316
-5.38169085,7.52657501,0.20923126,0.00000000,0.06865956,5.92656812,4.80876181,3.01881077
-5.37568784,7.52321869,0.20958212,0.00000000,0.06852904,5.92352661,4.80428636,3.01768388
-5.36968484,7.51250934,0.21005965,0.00000000,0.06835966,5.91311019,4.79564034,3.01322394
-5.36368184,7.49506571,0.21071707,0.00000000,0.06816071,5.89578056,4.78317032,3.00568721
-5.35767884,7.47156940,0.21160626,0.00000000,0.06794243,5.87206154,4.76722408,2.99533869
-5.35167584,7.44274879,0.21277570,0.00000000,0.06771592,5.84252855,4.74814329,2.98244723
-5.34567284,7.40936329,0.21426858,0.00000000,0.06749300,5.80779841,4.72625810,2.96728201
-5.33966983,7.37218842,0.21612096,0.00000000,0.06728599,5.76851966,4.70188384,2.95011040
-5.33366683,7.33200218,0.21836010,0.00000000,0.06710748,5.72536375,4.67531979,2.93119715
-5.32766383,7.28957286,0.22100313,0.00000000,0.06696990,5.67901709,4.64684996,2.91080488
-5.32166083,7.24564859,0.22405603,0.00000000,0.06688516,5.63017408,4.61674572,2.88919541
-5.31565783,7.20094883,0.22751297,0.00000000,0.06686415,5.57953097,4.58526997,2.86663193
-5.30965483,7.15615772,0.23135613,0.00000000,0.06691621,5.52778068,4.55268236,2.84338144
-5.30365183,7.11191932,0.23555593,0.00000000,0.06704858,5.47560809,4.51924534,2.81971724
-5.29764882,7.06883463,0.24007180,0.00000000,0.06726591,5.42368593,4.48523017,2.79592098
-5.29164582,7.02746009,0.24485337,0.00000000,0.06756980,5.37267074,4.45092269,2.77228401
-5.28564282,6.98830728,0.24984204,0.00000000,0.06795838,5.32319889,4.41662807,2.74910769
-5.27963982,6.95184338,0.25497308,0.00000000,0.06842616,5.27588214,4.38267406,2.72670237
-5.27363682,6.91849210,0.26017782,0.00000000,0.06896382,5.23130268,4.34941230,2.70538484
-5.26763382,6.88863434,0.26538614,0.00000000,0.06955837,5.19000737,4.31721731,2.68547425
-5.26163082,6.86260837,0.27052905,0.00000000,0.07019335,5.15250103,4.28648283,2.66728638
-5.25562781,6.84070900,0.27554110,0.00000000,0.07084930,5.11923879,4.25761537,2.65112647
-5.24962481,6.82318525,0.28036273,0.00000000,0.07150429,5.09061742,4.23102505,2.63728078
-5.24362181,6.81023663,0.28494220,0.00000000,0.07213472,5.06696591,4.20711395,2.62600719
-5.23761881,6.80200755,0.28923714,0.00000000,0.07271608,5.04853550,4.18626221,2.61752525
-5.23161581,6.79858025,0.29321562,0.00000000,0.07322393,5.03548960,4.16881258,2.61200614
-5.22561281,6.79996632,0.29685659,0.00000000,0.07363475,5.02789405,4.15505411,2.60956310
-5.21960980,6.80609750,0.30014975,0.00000000,0.07392688,5.02570820,4.14520565,2.61024277
-5.21360680,6.81681602,0.30309480,0.00000000,0.07408134,5.02877766,4.13940030,2.61401807
-5.20760380,6.83186568,0.30570021,0.00000000,0.07408250,5.03682911,4.13767163,2.62078308
-5.20160080,6.85088417,0.30798146,0.00000000,0.07391868,5.04946788,4.13994256,2.63035025
-5.19559780,6.87339764,0.30995901,0.00000000,0.07358252,5.06617886,4.14601782,2.64245043
-5.18959480,6.89881847,0.31165595,0.00000000,0.07307120,5.08633110,4.15558079,2.65673572
-5.18359180,6.92644682,0.31309576,0.00000000,0.07238639,5.10918644,4.16819495,2.67278548
-5.17758879,6.95547667,0.31430002,0.00000000,0.07153411,5.13391225,4.18331059,2.69011507
-5.17158579,6.98500676,0.31528643,0.00000000,0.07052440,5.15959807,4.20027664,2.70818746
-5.16558279,7.01405650,0.31606728,0.00000000,0.06937076,5.18527610,4.21835734,2.72642709
-5.15957979,7.04158668,0.31664832,0.00000000,0.06808958,5.20994468,4.23675344,2.74423561
-5.15357679,7.06652464,0.31702828,0.00000000,0.06669947,5.23259445,4.25462713,2.76100900
-5.14757379,7.08779316,0.31719896,0.00000000,0.06522049,5.25223599,4.27112962,2.77615522
-5.14157079,7.10434206,0.31714599,0.00000000,0.06367348,5.26792828,4.28543054,2.78911195
-5.13556778,7.11518142,0.31685012,0.00000000,0.06207934,5.27880676,4.29674775,2.79936362
-5.12956478,7.11941506,0.31628901,0.00000000,0.06045841,5.28411005,4.30437645,2.80645710
-5.12356178,7.11627307,0.31543947,0.00000000,0.05882995,5.28320437,4.30771623,2.81001553
-5.11755878,7.10514186,0.31427983,0.00000000,0.05721174,5.27560461,4.30629523,2.80974976
-5.11155578,7.08559047,0.31279258,0.00000000,0.05561976,5.26099148,4.29979006,2.80546707
-5.10555278,7.05739212,0.31096677,0.00000000,0.05406798,5.23922385,4.28804097,2.79707689
-5.09954977,7.02053976,0.30880035,0.00000000,0.05256838,5.21034607,4.27106153,2.78459335
-5.09354677,6.97525516,0.30630208,0.00000000,0.05113090,5.17458978,4.24904251,2.76813471
-5.08754377,6.92199069,0.30349298,0.00000000,0.04976367,5.13237033,4.22234978,2.74791975
-5.08154077,6.86142384,0.30040724,0.00000000,0.04847311,5.08427767,4.19151638,2.72426120
-5.07553777,6.79444430,0.29709247,0.00000000,0.04726429,5.03106216,4.15722890,2.69755657
-5.06953477,6.72213393,0.29360932,0.00000000,0.04614113,4.97361552,4.12030883,2.66827667
-5.06353177,6.64574013,0.29003047,0.00000000,0.04510671,4.91294758,4.08168929,2.63695208
-5.05752876,6.56664337,0.28643895,0.00000000,0.04416354,4.85015936,4.04238810,2.60415814
-5.05152576,6.48631980,0.28292602,0.00000000,0.04331376,4.78641325,4.00347775,2.57049864
-5.04552276,6.40630001,0.27958854,0.00000000,0.04255937,4.72290094,3.96605341,2.53658880
-5.03951976,6.32812530,0.27652611,0.00000000,0.04190232,4.66081025,3.93119985,2.50303788
-5.03351676,6.25330272,0.27383794,0.00000000,0.04134462,4.60129144,3.89995818,2.47043191
-5.02751376,6.18326037,0.27161973,0.00000000,0.04088830,4.54542417,3.87329355,2.43931693
-5.02151076,6.11930447,0.26996066,0.00000000,0.04053543,4.49418604,3.85206464,2.41018333
-5.01550775,6.06257966,0.26894049,0.00000000,0.04028798,4.44842365,3.83699602,2.38345153
-5.00950475,6.01403390,0.26862712,0.00000000,0.04014779,4.40882724,3.82865419,2.35945971
-5.00350175,5.97438933,0.26907451,0.00000000,0.04011635,4.37590980,3.82742819,2.33845381
-4.99749875,5.94412033,0.27032105,0.00000000,0.04019476,4.34999139,3.83351537,2.32058036
-4.99149575,5.92343950,0.27238851,0.00000000,0.04038354,4.33118958,3.84691308,2.30588235
-4.98549275,5.91229236,0.27528156,0.00000000,0.04068261,4.31941631,3.86741647,2.29429854
-4.97948974,5.91036113,0.27898774,0.00000000,0.04109117,4.31438165,3.89462272,2.28566620
-4.97348674,5.91707745,0.28347803,0.00000000,0.04160777,4.31560446,3.92794160,2.27972742
-4.96748374,5.93164365,0.28870780,0.00000000,0.04223028,4.32242960,3.96661211,2.27613886
-4.96148074,5.95306196,0.29461814,0.00000000,0.04295602,4.33405145,4.00972468,2.27448461
-4.95547774,5.98017024,0.30113756,0.00000000,0.04378190,4.34954263,4.05624816,2.27429178
-4.94947474,6.01168313,0.30818376,0.00000000,0.04470457,4.36788702,4.10506064,2.27504829
-4.94347174,6.04623661,0.31566562,0.00000000,0.04572064,4.38801583,4.15498297,2.27622205
-4.93746873,6.08243438,0.32348521,0.00000000,0.04682688,4.40884511,4.20481375,2.27728091
-4.93146573,6.11889395,0.33153968,0.00000000,0.04802044,4.42931324,4.25336444,2.27771243
-4.92546273,6.15429075,0.33972317,0.00000000,0.04929904,4.44841694,4.29949323,2.27704270
-4.91945973,6.18739831,0.34792843,0.00000000,0.05066117,4.46524413,4.34213662,2.27485336
-4.91345673,6.21712317,0.35604842,0.00000000,0.05210616,4.47900246,4.38033734,2.27079616
-4.90745373,6.24253318,0.36397763,0.00000000,0.05363432,4.48904238,4.41326792,2.26460443
-4.90145073,6.26287845,0.37161328,0.00000000,0.05524692,4.49487396,4.44024907,2.25610098
-4.89544772,6.27760440,0.37885636,0.00000000,0.05694619,4.49617687,4.46076251,2.24520235
-4.88944472,6.28635697,0.38561260,0.00000000,0.05873520,4.49280352,4.47445806,2.23191907
-4.88344172,6.28898029,0.39179335,0.00000000,0.06061769,4.48477550,4.48115508,2.21635233
-4.87743872,6.28550748,0.39731642,0.00000000,0.06259794,4.47227381,4.48083863,2.19868717
-4.87143572,6.27614562,0.40210699,0.00000000,0.06468046,4.45562363,4.47365080,2.17918275
-4.86543272,6.26125602,0.40609852,0.00000000,0.06686977,4.43527471,4.45987799,2.15816023
-4.85942971,6.24133109,0.40923370,0.00000000,0.06917008,4.41177842,4.43993491,2.13598887
-4.85342671,6.21696906,0.41146549,0.00000000,0.07158500,4.38576270,4.41434613,2.11307119
-4.84742371,6.18884794,0.41275820,0.00000000,0.07411723,4.35790602,4.38372603,2.08982768
-4.84142071,6.15769965,0.41308854,0.00000000,0.07676822,4.32891154,4.34875803,2.06668183
-4.83541771,6.12428540,0.41244663,0.00000000,0.07953791,4.29948250,4.31017371,2.04404608
-4.82941471,6.08937302,0.41083692,0.00000000,0.08242437,4.27029946,4.26873250,2.02230899
-4.82341171,6.05371663,0.40827891,0.00000000,0.08542355,4.24200023,4.22520247,2.00182418
-4.81740870,6.01803898,0.40480758,0.00000000,0.08852895,4.21516283,4.18034250,1.98290123
-4.81140570,5.98301657,0.40047360,0.00000000,0.09173142,4.19029169,4.13488610,1.96579850
-4.80540270,5.94926730,0.39534301,0.00000000,0.09501883,4.16780720,4.08952709,1.95071818
-4.79939970,5.91734059,0.38949654,0.00000000,0.09837593,4.14803851,4.04490704,1.93780321
-4.79339670,5.88770949,0.38302846,0.00000000,0.10178417,4.13121933,4.00160465,1.92713608
-4.78739370,5.86076472,0.37604492,0.00000000,0.10522156,4.11748650,3.96012680,1.91873932
-4.78139070,5.83681013,0.36866189,0.00000000,0.10866269,4.10688105,3.92090143,1.91257733
-4.77538769,5.81605951,0.36100255,0.00000000,0.11207875,4.09935128,3.88427196,1.90855952
-4.76938469,5.79863453,0.35319454,0.00000000,0.11543777,4.09475771,3.85049344,1.90654433
-4.76338169,5.78456385,0.34536675,0.00000000,0.11870490,4.09287944,3.81973015,1.90634405
-4.75737869,5.77378325,0.33764615,0.00000000,0.12184288,4.09342182,3.79205488,1.90773027
-4.75137569,5.76613709,0.33015443,0.00000000,0.12481264,4.09602501,3.76744970,1.91043975
-4.74537269,5.76138108,0.32300491,0.00000000,0.12757409,4.10027346,3.74580835,1.91418058
-4.73936968,5.75918645,0.31629960,0.00000000,0.13008692,4.10570587,3.72694026,1.91863860
-4.73336668,5.75914578,0.31012666,0.00000000,0.13231166,4.11182572,3.71057607,1.92348395
-4.72736368,5.76078037,0.30455834,0.00000000,0.13421073,4.11811186,3.69637474,1.92837757
-4.72136068,5.76354919,0.29964944,0.00000000,0.13574949,4.12402935,3.68393200,1.93297776
-4.71535768,5.76685926,0.29543647,0.00000000,0.13689740,4.12903992,3.67279013,1.93694649
-4.70935468,5.77007722,0.29193737,0.00000000,0.13762897,4.13261222,3.66244875,1.93995553
-4.70335168,5.77254184,0.28915195,0.00000000,0.13792474,4.13423125,3.65237634,1.94169221
-4.69734867,5.77357704,0.28706290,0.00000000,0.13777196,4.13340705,3.64202238,1.94186468
-4.69134567,5.77250500,0.28563739,0.00000000,0.13716518,4.12968227,3.63082958,1.94020659
-4.68534267,5.76865897,0.28482907,0.00000000,0.13610653,4.12263846,3.61824592,1.93648118
-4.67933967,5.76139543,0.28458055,0.00000000,0.13460578,4.11190107,3.60373635,1.93048447
-4.67333667,5.75010515,0.28482594,0.00000000,0.13268012,4.09714296,3.58679365,1.92204774
-4.66733367,5.73422307,0.28549369,0.00000000,0.13035369,4.07808668,3.56694840,1.91103909
-4.66133067,5.71323660,0.28650923,0.00000000,0.12765686,4.05450536,3.54377783,1.89736414
-4.65532766,5.68669264,0.28779764,0.00000000,0.12462534,4.02622266,3.51691348,1.88096601
-4.64932466,5.65420304,0.28928598,0.00000000,0.12129906,3.99311184,3.48604758,1.86182445
-4.64332166,5.61544893,0.29090528,0.00000000,0.11772105,3.95509439,3.45093830,1.83995441
-4.63731866,5.57018389,0.29259227,0.00000000,0.11393612,3.91213838,3.41141386,1.81540409
-4.63131566,5.51823646,0.29429057,0.00000000,0.10998972,3.86425698,3.36737564,1.78825255
-4.62531266,5.45951202,0.29595149,0.00000000,0.10592668,3.81150724,3.31880032,1.75860724
-4.61930965,5.39399434,0.29753448,0.00000000,0.10179019,3.75398945,3.26574130,1.72660124
-4.61330665,5.32174700,0.29900713,0.00000000,0.09762083,3.69184712,3.20832923,1.69239064
-4.60730365,5.24291450,0.30034485,0.00000000,0.09345584,3.62526744,3.14677189,1.65615193
-4.60130065,5.15772332,0.30153039,0.00000000,0.08932852,3.55448236,3.08135309,1.61807961
-4.59529765,5.06648244,0.30255304,0.00000000,0.08526786,3.47976977,3.01243071,1.57838380
-4.58929465,4.96958323,0.30340779,0.00000000,0.08129836,3.40145468,2.94043354,1.53728818
-4.58329165,4.86749838,0.30409445,0.00000000,0.07744004,3.31990979,2.86585682,1.49502778
-4.57728864,4.76077927,0.30461674,0.00000000,0.07370856,3.23555533,2.78925616,1.45184696
-4.57128564,4.65005166,0.30498144,0.00000000,0.07011552,3.14885743,2.71123970,1.40799717
-4.56528264,4.53600913,0.30519770,0.00000000,0.06666885,3.06032489,2.63245839,1.36373463
-4.55927964,4.41940414,0.30527634,0.00000000,0.06337323,2.97050393,2.55359424,1.31931763
-4.55327664,4.30103637,0.30522939,0.00000000,0.06023062,2.87997082,2.47534667,1.27500368
-4.54727364,4.18173866,0.30506969,0.00000000,0.05724069,2.78932236,2.39841708,1.23104613
-4.54127064,4.06236039,0.30481056,0.00000000,0.05440138,2.69916426,2.32349194,1.18769060
-4.53526763,3.94374891,0.30446563,0.00000000,0.05170926,2.61009777,2.25122491,1.14517106
-4.52926463,3.82672947,0.30404866,0.00000000,0.04915996,2.52270506,2.18221855,1.10370569
-4.52326163,3.71208429,0.30357337,0.00000000,0.04674848,2.43753374,2.11700625,1.06349275
-4.51725863,3.60053180,0.30305340,0.00000000,0.04446945,2.35508139,2.05603521,1.02470650
-4.51125563,3.49270662,0.30250211,0.00000000,0.04231733,2.27578066,1.99965121,0.98749336
-4.50525263,3.38914145,0.30193243,0.00000000,0.04028655,2.19998577,1.94808590,0.95196860
-4.49924962,3.29025169,0.30135666,0.00000000,0.03837154,2.12796118,1.90144744,0.91821359
-4.49324662,3.19632348,0.30078626,0.00000000,0.03656681,2.05987285,1.85971486,0.88627401
-4.48724362,3.10750585,0.30023152,0.00000000,0.03486695,1.99578291,1.82273676,0.85615882
-4.48124062,3.02380753,0.29970127,0.00000000,0.03326655,1.93564779,1.79023443,0.82784042
-4.47523762,2.94509854,0.29920252,0.00000000,0.03176020,1.87932030,1.76180954,0.80125585
-4.46923462,2.87111656,0.29874009,0.00000000,0.03034247,1.82655538,1.73695614,0.77630909
-4.46323162,2.80147805,0.29831619,0.00000000,0.02900779,1.77701957,1.71507651,0.75287443
-4.45722861,2.73569338,0.29793004,0.00000000,0.02775050,1.73030373,1.69550039,0.73080070
-4.45122561,2.67318557,0.29757742,0.00000000,0.02656481,1.68593838,1.67750671,0.70991632
-4.44522261,2.61331176,0.29725027,0.00000000,0.02544477,1.64341128,1.66034699,0.69003499
-4.43921961,2.55538641,0.29693626,0.00000000,0.02438434,1.60218617,1.64326939,0.67096160
-4.43321661,2.49870540,0.29661846,0.00000000,0.02337742,1.56172218,1.62554256,0.65249845
-4.42721361,2.44256990,0.29627493,0.00000000,0.02241791,1.52149288,1.60647806,0.63445123
-4.42121061,2.38630921,0.29587848,0.00000000,0.02149977,1.48100430,1.58545087,0.61663475
-4.41520760,2.32930161,0.29539652,0.00000000,0.02061714,1.43981120,1.56191684,0.59887814
-4.40920460,2.27099256,0.29479099,0.00000000,0.01976438,1.39753105,1.53542679,0.58102933
-4.40320160,2.21090970,0.29401849,0.00000000,0.01893625,1.35385507,1.50563662,0.56295874
-4.39719860,2.14867423,0.29303063,0.00000000,0.01812793,1.30855623,1.47231349,0.54456198
-4.39119560,2.08400853,0.29177463,0.00000000,0.01733512,1.26149391,1.43533771,0.52576167
-4.38519260,2.01673999,0.29019413,0.00000000,0.01655416,1.21261521,1.39470086,0.50650821
-4.37918959,1.94680114,0.28823039,0.00000000,0.01578204,1.16195307,1.35050022,0.48677967
-4.37318659,1.87422648,0.28582367,0.00000000,0.01501649,1.10962144,1.30293012,0.46658077
-4.36718359,1.79914639,0.28291495,0.00000000,0.01425598,1.05580793,1.25227072,0.44594117
-4.36118059,1.72177845,0.27944785,0.00000000,0.01349970,1.00076425,1.19887492,0.42491303
-4.35517759,1.64241698,0.27537068,0.00000000,0.01274760,0.94479507,1.14315399,0.40356814
-4.34917459,1.56142104,0.27063864,0.00000000,0.01200032,0.88824585,1.08556263,0.38199463
-4.34317159,1.47920172,0.26521598,0.00000000,0.01125909,0.83149004,1.02658399,0.36029351
-4.33716858,1.39620891,0.25907795,0.00000000,0.01052573,0.77491635,0.96671535,0.33857509
-4.33116558,1.31291821,0.25221265,0.00000000,0.00980250,0.71891639,0.90645465,0.31695543
-4.32516258,1.22981832,0.24462245,0.00000000,0.00909200,0.66387317,0.84628854,0.29555295
-4.31915958,1.14739911,0.23632499,0.00000000,0.00839710,0.61015090,0.78668184,0.27448521
-4.31315658,1.06614071,0.22735366,0.00000000,0.00772076,0.55808607,0.72806894,0.25386608
-4.30715358,0.98650377,0.21775751,0.00000000,0.00706597,0.50798030,0.67084682,0.23380314
