energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.89794897,4.58929289,-4.58929741,0.75788698,-0.75788854,2.46513021,-2.46513241,0.93614527,-0.93614475,0.67833317,-0.67833435,0.00541908,-0.00541909,0.69562431,-0.69562436,0.04778283,-0.04778290,0.48642063,-0.48642148
-5.89194597,4.65903986,-4.65904341,0.78115148,-0.78115294,2.50585204,-2.50585397,0.93371991,-0.93371897,0.68756685,-0.68756776,0.00582480,-0.00582482,0.69563087,-0.69563057,0.04891508,-0.04891514,0.49814977,-0.49815058
-5.88594297,4.72202354,-4.72202602,0.80380648,-0.80380782,2.54536289,-2.54536450,0.92908443,-0.92908308,0.69446204,-0.69446266,0.00623323,-0.00623325,0.69303890,-0.69303825,0.04995184,-0.04995189,0.50967069,-0.50967145
-5.87993997,4.77689068,-4.77689202,0.82552569,-0.82552689,2.58286130,-2.58286255,0.92221796,-0.92221621,0.69884196,-0.69884227,0.00664036,-0.00664038,0.68779220,-0.68779120,0.05086390,-0.05086395,0.52074908,-0.52074978
-5.87393697,4.82247463,-4.82247479,0.84600977,-0.84601081,2.61760871,-2.61760956,0.91314312,-0.91314100,0.70058656,-0.70058656,0.00704189,-0.00704190,0.67989143,-0.67989008,0.05162471,-0.05162474,0.53115495,-0.53115556
-5.86793397,4.85782569,-4.85782465,0.86499231,-0.86499318,2.64894663,-2.64894707,0.90192673,-0.90192426,0.69963646,-0.69963615,0.00743334,-0.00743335,0.66939494,-0.66939327,0.05221094,-0.05221096,0.54067012,-0.54067065
-5.86193097,4.88223225,-4.88223002,0.88224453,-0.88224523,2.67630962,-2.67630962,0.88867871,-0.88867593,0.69599476,-0.69599415,0.00781011,-0.00781012,0.65641764,-0.65641566,0.05260313,-0.05260314,0.54909523,-0.54909566
-5.85592796,4.89523245,-4.89522907,0.89757853,-0.89757905,2.69923392,-2.69923349,0.87354939,-0.87354633,0.68972643,-0.68972553,0.00816764,-0.00816765,0.64112768,-0.64112543,0.05278607,-0.05278606,0.55625589,-0.55625621
-5.84992496,4.89661626,-4.89661180,0.91084928,-0.91084962,2.71736187,-2.71736102,0.85672521,-0.85672191,0.68095559,-0.68095443,0.00850145,-0.00850146,0.62374138,-0.62373888,0.05274907,-0.05274905,0.56200783,-0.56200804
-5.84392196,4.88641855,-4.88641309,0.92195529,-0.92195547,2.73044219,-2.73044092,0.83842311,-0.83841963,0.66986064,-0.66985925,0.00880733,-0.00880734,0.60451641,-0.60451371,0.05248615,-0.05248612,0.56624082,-0.56624092
-5.83791896,4.86490399,-4.86489763,0.93083813,-0.93083815,2.73832669,-2.73832504,0.81888393,-0.81888031,0.65666764,-0.65666604,0.00908141,-0.00908141,0.58374374,-0.58374088,0.05199602,-0.05199597,0.56888121,-0.56888121
-5.83191596,4.83254500,-4.83253786,0.93748085,-0.93748072,2.74096392,-2.74096192,0.79836502,-0.79836132,0.64164216,-0.64164039,0.00932026,-0.00932026,0.56173861,-0.56173563,0.05128193,-0.05128187,0.56989309,-0.56989299
-5.82591296,4.78999411,-4.78998631,0.94190550,-0.94190525,2.73839024,-2.73838793,0.77713249,-0.77712876,0.62508009,-0.62507819,0.00952104,-0.00952104,0.53883094,-0.53882788,0.05035147,-0.05035140,0.56927798,-0.56927778
-5.81990995,4.73805236,-4.73804404,0.94416998,-0.94416961,2.73071919,-2.73071661,0.75545346,-0.75544974,0.60729781,-0.60729580,0.00968152,-0.00968152,0.51535570,-0.51535261,0.04921621,-0.04921613,0.56707320,-0.56707291
-5.81390695,4.67763532,-4.67762661,0.94436418,-0.94436372,2.71812968,-2.71812687,0.73358852,-0.73358485,0.58862207,-0.58862000,0.00980019,-0.00980019,0.49164346,-0.49164038,0.04789124,-0.04789115,0.56334899,-0.56334861
-5.80790395,4.60973835,-4.60972941,0.94260579,-0.94260526,2.70085372,-2.70085074,0.71178483,-0.71178127,0.56938019,-0.56937809,0.00987626,-0.00987626,0.46801169,-0.46800865,0.04639468,-0.04639458,0.55820455,-0.55820411
-5.80190095,4.53540259,-4.53539352,0.93903579,-0.93903521,2.67916430,-2.67916119,0.69027006,-0.69026662,0.54989077,-0.54988868,0.00990969,-0.00990969,0.44475692,-0.44475396,0.04474715,-0.04474704,0.55176334,-0.55176284
-5.79589795,4.45568289,-4.45567383,0.93381386,-0.93381325,2.65336388,-2.65336068,0.66924722,-0.66924394,0.53045537,-0.53045333,0.00990118,-0.00990117,0.42214820,-0.42214535,0.04297116,-0.04297105,0.54416766,-0.54416712
-5.78989495,4.37161908,-4.37161014,0.92711374,-0.92711312,2.62377394,-2.62377070,0.64889079,-0.64888770,0.51135143,-0.51134945,0.00985212,-0.00985211,0.40042188,-0.40041916,0.04109057,-0.04109045,0.53557306,-0.53557248
-5.78389195,4.28421119,-4.28420246,0.91911878,-0.91911817,2.59072600,-2.59072276,0.62934396,-0.62934107,0.49282650,-0.49282462,0.00976452,-0.00976451,0.37977790,-0.37977532,0.03913000,-0.03912988,0.52614258,-0.52614199
-5.77788894,4.19439944,-4.19439101,0.91001777,-0.91001719,2.55455421,-2.55455100,0.61071710,-0.61071442,0.47509417,-0.47509240,0.00964096,-0.00964095,0.36037753,-0.36037512,0.03711431,-0.03711419,0.51604137,-0.51604077
-5.77188594,4.10304939,-4.10304133,0.90000111,-0.90000057,2.51558983,-2.51558667,0.59308750,-0.59308505,0.45833141,-0.45832976,0.00948445,-0.00948444,0.34234270,-0.34234047,0.03506813,-0.03506802,0.50543162,-0.50543103
-5.76588294,4.01094242,-4.01093478,0.88925744,-0.88925696,2.47415751,-2.47415444,0.57650020,-0.57649796,0.44267759,-0.44267608,0.00929836,-0.00929835,0.32575657,-0.32575453,0.03301541,-0.03301530,0.49446834,-0.49446776
-5.75987994,3.91877151,-3.91876435,0.87797095,-0.87797054,2.43057350,-2.43057054,0.56096981,-0.56096779,0.42823495,-0.42823359,0.00908630,-0.00908629,0.31066539,-0.31066352,0.03097907,-0.03097896,0.48329587,-0.48329531
-5.75387694,3.82714213,-3.82713545,0.86631921,-0.86631887,2.38514566,-2.38514282,0.54648341,-0.54648160,0.41507042,-0.41506920,0.00885198,-0.00885196,0.29708139,-0.29707970,0.02898071,-0.02898061,0.47204543,-0.47204490
-5.74787394,3.73657768,-3.73657152,0.85447172,-0.85447147,2.33817504,-2.33817233,0.53300402,-0.53300241,0.40321852,-0.40321744,0.00859914,-0.00859913,0.28498656,-0.28498505,0.02704040,-0.02704030,0.46083366,-0.46083316
-5.74187094,3.64752917,-3.64752353,0.84258927,-0.84258910,2.28995902,-2.28995646,0.52047492,-0.52047349,0.39268535,-0.39268442,0.00833146,-0.00833144,0.27433704,-0.27433569,0.02517650,-0.02517640,0.44976220,-0.44976175
-5.73586793,3.56038809,-3.56038295,0.83082383,-0.83082375,2.24079556,-2.24079315,0.50882430,-0.50882304,0.38345317,-0.38345238,0.00805244,-0.00805242,0.26506796,-0.26506676,0.02340560,-0.02340551,0.43891826,-0.43891786
-5.72986493,3.47550188,-3.47549724,0.81931915,-0.81931916,2.19098833,-2.19098608,0.49797032,-0.49796921,0.37548547,-0.37548481,0.00776538,-0.00776537,0.25709853,-0.25709748,0.02174249,-0.02174241,0.42837600,-0.42837564
-5.72386193,3.39319091,-3.39318676,0.80821190,-0.80821201,2.14085237,-2.14085027,0.48782634,-0.48782536,0.36873226,-0.36873173,0.00747334,-0.00747332,0.25033716,-0.25033624,0.02020016,-0.02020009,0.41819862,-0.41819830
-5.71785893,3.31376603,-3.31376235,0.79763309,-0.79763329,2.09071975,-2.09071782,0.47830608,-0.47830522,0.36313528,-0.36313486,0.00717906,-0.00717905,0.24468646,-0.24468565,0.01878984,-0.01878977,0.40844092,-0.40844066
-5.71185593,3.23754551,-3.23754228,0.78770970,-0.78770999,2.04094493,-2.04094316,0.46932870,-0.46932794,0.35863295,-0.35863263,0.00688503,-0.00688502,0.24004790,-0.24004720,0.01752109,-0.01752103,0.39915221,-0.39915200
-5.70585293,3.16487038,-3.16486759,0.77856623,-0.77856661,1.99190921,-1.99190761,0.46082341,-0.46082273,0.35516478,-0.35516456,0.00659343,-0.00659342,0.23632611,-0.23632550,0.01640189,-0.01640185,0.39037911,-0.39037895
-5.69984992,3.09611714,-3.09611478,0.77032594,-0.77032641,1.94402393,-1.94402250,0.45273365,-0.45273304,0.35267512,-0.35267498,0.00630618,-0.00630617,0.23343257,-0.23343204,0.01543871,-0.01543868,0.38216824,-0.38216813
-5.69384692,3.03170680,-3.03170486,0.76311150,-0.76311205,1.89773184,-1.89773060,0.44502048,-0.44501993,0.35111600,-0.35111595,0.00602496,-0.00602495,0.23128858,-0.23128812,0.01463661,-0.01463659,0.37456849,-0.37456843
-5.68784392,2.97210963,-2.97210810,0.75704489,-0.75704553,1.85350647,-1.85350541,0.43766517,-0.43766467,0.35044906,-0.35044908,0.00575123,-0.00575122,0.22982759,-0.22982720,0.01399927,-0.01399926,0.36763258,-0.36763258
-5.68184092,2.91784479,-2.91784367,0.75224628,-0.75224701,1.81184895,-1.81184809,0.43067076,-0.43067029,0.35064633,-0.35064642,0.00548627,-0.00548626,0.22899665,-0.22899631,0.01352906,-0.01352906,0.36141796,-0.36141801
-5.67583792,2.86947469,-2.86947398,0.74883184,-0.74883266,1.77328240,-1.77328175,0.42406244,-0.42406202,0.35169003,-0.35169018,0.00523120,-0.00523119,0.22875697,-0.22875668,0.01322706,-0.01322706,0.35598679,-0.35598690
-5.66983492,2.82759398,-2.82759369,0.74691039,-0.74691130,1.73834357,-1.73834314,0.41788692,-0.41788653,0.35357129,-0.35357151,0.00498700,-0.00498699,0.22908380,-0.22908356,0.01309302,-0.01309304,0.35140504,-0.35140521
-5.66383192,2.79281330,-2.79281344,0.74657892,-0.74657992,1.70757205,-1.70757185,0.41221039,-0.41221004,0.35628791,-0.35628819,0.00475453,-0.00475452,0.22996530,-0.22996510,0.01312538,-0.01312541,0.34774075,-0.34774098
-5.65782891,2.76573848,-2.76573905,0.74791727,-0.74791836,1.68149719,-1.68149724,0.40711550,-0.40711519,0.35984133,-0.35984166,0.00453452,-0.00453451,0.23140078,-0.23140063,0.01332119,-0.01332122,0.34506146,-0.34506175
-5.65182591,2.74694605,-2.74694707,0.75098202,-0.75098321,1.66062327,-1.66062357,0.40269718,-0.40269691,0.36423293,-0.36423333,0.00432758,-0.00432757,0.23339830,-0.23339819,0.01367604,-0.01367608,0.34343104,-0.34343138
-5.64582291,2.73695612,-2.73695759,0.75580013,-0.75580140,1.64541329,-1.64541386,0.39905754,-0.39905732,0.36946003,-0.36946048,0.00413420,-0.00413419,0.23597163,-0.23597156,0.01418406,-0.01418411,0.34290602,-0.34290642
-5.63981991,2.73620398,-2.73620590,0.76236257,-0.76236393,1.63627231,-1.63627315,0.39630019,-0.39630002,0.37551166,-0.37551216,0.00395472,-0.00395472,0.23913693,-0.23913690,0.01483782,-0.01483788,0.34353177,-0.34353223
-5.63381691,2.74501205,-2.74501442,0.77061863,-0.77062007,1.63353079,-1.63353191,0.39452398,-0.39452387,0.38236452,-0.38236507,0.00378934,-0.00378933,0.24290921,-0.24290922,0.01562832,-0.01562839,0.34533858,-0.34533910
-5.62781391,2.76356349,-2.76356630,0.78047117,-0.78047267,1.63742895,-1.63743035,0.39381675,-0.39381669,0.38997937,-0.38997997,0.00363806,-0.00363806,0.24729878,-0.24729883,0.01654497,-0.01654505,0.34833808,-0.34833864
-5.62181091,2.79187918,-2.79188240,0.79177340,-0.79177495,1.64810275,-1.64810442,0.39424915,-0.39424915,0.39829806,-0.39829869,0.00350073,-0.00350073,0.25230782,-0.25230791,0.01757566,-0.01757574,0.35252008,-0.35252069
-5.61580790,2.82979924,-2.82980284,0.80432763,-0.80432923,1.66557228,-1.66557421,0.39586906,-0.39586914,0.40724147,-0.40724213,0.00337699,-0.00337699,0.25792743,-0.25792755,0.01870678,-0.01870686,0.35785017,-0.35785082
-5.60980490,2.87697049,-2.87697443,0.81788623,-0.81788784,1.68973317,-1.68973534,0.39869682,-0.39869696,0.41670852,-0.41670920,0.00326629,-0.00326629,0.26413509,-0.26413525,0.01992336,-0.01992344,0.36426817,-0.36426885
-5.60380190,2.93284046,-2.93284470,0.83215499,-0.83215660,1.72035148,-1.72035386,0.40272149,-0.40272169,0.42657637,-0.42657707,0.00316789,-0.00316789,0.27089290,-0.27089309,0.02120925,-0.02120934,0.37168752,-0.37168823
-5.59779890,2.99665873,-2.99666319,0.84679912,-0.84680071,1.75706238,-1.75706495,0.40789850,-0.40789877,0.43670185,-0.43670255,0.00308088,-0.00308088,0.27814654,-0.27814676,0.02254732,-0.02254740,0.37999582,-0.37999653
-5.59179590,3.06748558,-3.06749021,0.86145154,-0.86145308,1.79937290,-1.79937562,0.41414881,-0.41414912,0.44692406,-0.44692475,0.00300420,-0.00300420,0.28582507,-0.28582530,0.02391968,-0.02391977,0.38905635,-0.38905707
-5.58579290,3.14420796,-3.14421268,0.87572340,-0.87572486,1.84666862,-1.84667146,0.42135950,-0.42135987,0.45706810,-0.45706876,0.00293665,-0.00293665,0.29384163,-0.29384188,0.02530803,-0.02530812,0.39871069,-0.39871139
-5.57978989,3.22556206,-3.22556677,0.88921637,-0.88921773,1.89822424,-1.89822715,0.42938614,-0.42938654,0.46694968,-0.46695031,0.00287695,-0.00287695,0.30209498,-0.30209523,0.02669390,-0.02669398,0.40878219,-0.40878288
-5.57378689,3.31016171,-3.31016634,0.90153616,-0.90153738,1.95321759,-1.95322052,0.43805644,-0.43805686,0.47638053,-0.47638110,0.00282374,-0.00282374,0.31047174,-0.31047199,0.02805899,-0.02805907,0.41908029,-0.41908094
-5.56778389,3.39653159,-3.39653606,0.91230664,-0.91230771,2.01074684,-2.01074976,0.44717537,-0.44717580,0.48517410,-0.48517462,0.00277566,-0.00277566,0.31884937,-0.31884960,0.02938555,-0.02938561,0.42940538,-0.42940598
-5.56178089,3.48314382,-3.48314806,0.92118394,-0.92118485,2.06985021,-2.06985305,0.45653132,-0.45653175,0.49315156,-0.49315200,0.00273134,-0.00273134,0.32709956,-0.32709977,0.03065659,-0.03065665,0.43955408,-0.43955462
-5.55577789,3.56845664,-3.56846056,0.92786974,-0.92787046,2.12952759,-2.12953032,0.46590315,-0.46590356,0.50014754,-0.50014790,0.00268948,-0.00268948,0.33509204,-0.33509222,0.03185630,-0.03185635,0.44932471,-0.44932519
-5.54977489,3.65095365,-3.65095718,0.93212306,-0.93212357,2.18876357,-2.18876614,0.47506759,-0.47506798,0.50601547,-0.50601573,0.00264886,-0.00264886,0.34269849,-0.34269863,0.03297021,-0.03297025,0.45852274,-0.45852314
-5.54377189,3.72918234,-3.72918541,0.93377001,-0.93377031,2.24655099,-2.24655336,0.48380695,-0.48380729,0.51063225,-0.51063242,0.00260835,-0.00260835,0.34979642,-0.34979652,0.03398548,-0.03398551,0.46696597,-0.46696629
-5.53776888,3.80179038,-3.80179295,0.93271094,-0.93271104,2.30191454,-2.30191667,0.49191644,-0.49191673,0.51390199,-0.51390207,0.00256698,-0.00256698,0.35627289,-0.35627293,0.03489108,-0.03489110,0.47448933,-0.47448956
-5.53176588,3.86755874,-3.86756077,0.92892456,-0.92892445,2.35393354,-2.35393541,0.49921109,-0.49921132,0.51575869,-0.51575866,0.00252389,-0.00252388,0.36202778,-0.36202777,0.03567793,-0.03567794,0.48094906,-0.48094920
-5.52576288,3.92543038,-3.92543184,0.92246885,-0.92246855,2.40176355,-2.40176512,0.50553167,-0.50553183,0.51616775,-0.51616762,0.00247837,-0.00247837,0.36697661,-0.36697655,0.03633898,-0.03633898,0.48622623,-0.48622628
-5.51975988,3.97453382,-3.97453471,0.91347873,-0.91347824,2.44465583,-2.44465709,0.51074954,-0.51074962,0.51512628,-0.51512605,0.00242990,-0.00242990,0.37105275,-0.37105262,0.03686929,-0.03686928,0.49022942,-0.49022938
-5.51375688,4.01420097,-4.01420128,0.90216048,-0.90215983,2.48197450,-2.48197543,0.51477015,-0.51477015,0.51266228,-0.51266196,0.00237806,-0.00237806,0.37420884,-0.37420865,0.03726604,-0.03726602,0.49289655,-0.49289642
-5.50775388,4.04397874,-4.04397848,0.88878337,-0.88878259,2.51321057,-2.51321118,0.51753507,-0.51753499,0.50883268,-0.50883228,0.00232260,-0.00232260,0.37641765,-0.37641740,0.03752847,-0.03752844,0.49419575,-0.49419555
-5.50175088,4.06363431,-4.06363350,0.87366875,-0.87366786,2.53799273,-2.53799301,0.51902251,-0.51902236,0.50372044,-0.50371997,0.00226340,-0.00226339,0.37767203,-0.37767173,0.03765790,-0.03765787,0.49412543,-0.49412515
-5.49574787,4.07315407,-4.07315275,0.85717720,-0.85717623,2.55609421,-2.55609416,0.51924628,-0.51924605,0.49743093,-0.49743040,0.00220044,-0.00220043,0.37798431,-0.37798395,0.03765759,-0.03765754,0.49271336,-0.49271301
-5.48974487,4.07273636,-4.07273458,0.83969444,-0.83969341,2.56743584,-2.56743549,0.51825334,-0.51825305,0.49008762,-0.49008703,0.00213382,-0.00213382,0.37738497,-0.37738457,0.03753267,-0.03753262,0.49001496,-0.49001456
-5.48374187,4.06277858,-4.06277638,0.82161652,-0.82161547,2.57208499,-2.57208435,0.51612014,-0.51611979,0.48182748,-0.48182685,0.00206374,-0.00206373,0.37592079,-0.37592034,0.03729005,-0.03729000,0.48611092,-0.48611047
-5.47773887,4.04385910,-4.04385653,0.80333523,-0.80333419,2.57025044,-2.57024952,0.51294778,-0.51294737,0.47279626,-0.47279561,0.00199046,-0.00199046,0.37365255,-0.37365206,0.03693831,-0.03693825,0.48110402,-0.48110353
-5.47173587,4.01671490,-4.01671204,0.78522415,-0.78522314,2.56227347,-2.56227230,0.50885648,-0.50885603,0.46314376,-0.46314309,0.00191433,-0.00191433,0.37065243,-0.37065192,0.03648756,-0.03648749,0.47511555,-0.47511504
-5.46573287,3.98221587,-3.98221275,0.76762618,-0.76762523,2.54861544,-2.54861407,0.50397950,-0.50397902,0.45301942,-0.45301875,0.00183574,-0.00183574,0.36700123,-0.36700069,0.03594937,-0.03594930,0.46828131,-0.46828078
-5.45972986,3.94133666,-3.94133335,0.75084302,-0.75084216,2.52984247,-2.52984091,0.49845686,-0.49845636,0.44256832,-0.44256765,0.00175514,-0.00175514,0.36278543,-0.36278488,0.03533665,-0.03533658,0.46074734,-0.46074680
-5.45372686,3.89512762,-3.89512418,0.73512703,-0.73512625,2.50660773,-2.50660601,0.49242922,-0.49242870,0.43192779,-0.43192713,0.00167303,-0.00167302,0.35809452,-0.35809396,0.03466354,-0.03466346,0.45266562,-0.45266508
-5.44772386,3.84468574,-3.84468222,0.72067579,-0.72067512,2.47963234,-2.47963050,0.48603214,-0.48603162,0.42122465,-0.42122402,0.00158992,-0.00158991,0.35301832,-0.35301775,0.03394529,-0.03394522,0.44418984,-0.44418930
-5.44172086,3.79112700,-3.79112344,0.70762963,-0.70762908,2.44968561,-2.44968367,0.47939112,-0.47939060,0.41057334,-0.41057273,0.00150638,-0.00150637,0.34764476,-0.34764419,0.03319820,-0.03319813,0.43547147,-0.43547095
-5.43571786,3.73556125,-3.73555770,0.69607205,-0.69607160,2.41756557,-2.41756357,0.47261747,-0.47261696,0.40007466,-0.40007409,0.00142298,-0.00142298,0.34205798,-0.34205741,0.03243946,-0.03243939,0.42665622,-0.42665573
-5.42971486,3.67907074,-3.67906725,0.68603289,-0.68603256,2.38408073,-2.38407869,0.46580544,-0.46580493,0.38981551,-0.38981497,0.00134034,-0.00134034,0.33633686,-0.33633631,0.03168706,-0.03168699,0.41788109,-0.41788062
-5.42371186,3.62269302,-3.62268961,0.67749422,-0.67749400,2.35003379,-2.35003174,0.45903044,-0.45902995,0.37986921,-0.37986870,0.00125906,-0.00125906,0.33055415,-0.33055361,0.03095964,-0.03095957,0.40927203,-0.40927159
-5.41770885,3.56740879,-3.56740549,0.67039826,-0.67039814,2.31620805,-2.31620601,0.45234870,-0.45234823,0.37029657,-0.37029611,0.00117977,-0.00117976,0.32477594,-0.32477542,0.03027632,-0.03027626,0.40094244,-0.40094202
-5.41170585,3.51413493,-3.51413178,0.66465709,-0.66465707,2.28335688,-2.28335488,0.44579804,-0.44579759,0.36114756,-0.36114714,0.00110307,-0.00110307,0.31906174,-0.31906123,0.02965657,-0.02965652,0.39299234,-0.39299197
-5.40570285,3.46372265,-3.46371967,0.66016344,-0.66016351,2.25219650,-2.25219457,0.43939990,-0.43939946,0.35246331,-0.35246292,0.00102959,-0.00102959,0.31346487,-0.31346438,0.02911993,-0.02911989,0.38550844,-0.38550810
-5.39969985,3.41696000,-3.41695720,0.65680202,-0.65680217,2.22340202,-2.22340016,0.43316232,-0.43316190,0.34427843,-0.34427809,0.00095992,-0.00095992,0.30803328,-0.30803282,0.02868582,-0.02868578,0.37856477,-0.37856446
-5.39369685,3.37457801,-3.37457542,0.65446060,-0.65446081,2.19760626,-2.19760451,0.42708366,-0.42708325,0.33662344,-0.33662314,0.00089462,-0.00089462,0.30281052,-0.30281008,0.02837320,-0.02837317,0.37222395,-0.37222368
-5.38769385,3.33725924,-3.33725688,0.65304037,-0.65304065,2.17540095,-2.17539932,0.42115684,-0.42115645,0.32952704,-0.32952678,0.00083422,-0.00083422,0.29783684,-0.29783643,0.02820031,-0.02820029,0.36653897,-0.36653873
-5.38169085,3.30564712,-3.30564501,0.65246486,-0.65246519,2.15733920,-2.15733771,0.41537375,-0.41537337,0.32301816,-0.32301794,0.00077920,-0.00077920,0.29315033,-0.29314994,0.02818427,-0.02818426,0.36155508,-0.36155487
-5.37568784,3.28035460,-3.28035277,0.65268681,-0.65268719,2.14393844,-2.14393712,0.40972945,-0.40972908,0.31712754,-0.31712736,0.00073000,-0.00073000,0.28878781,-0.28878746,0.02834068,-0.02834068,0.35731180,-0.35731163
-5.36968484,3.26197040,-3.26196886,0.65369277,-0.65369320,2.13568268,-2.13568154,0.40422603,-0.40422567,0.31188878,-0.31188865,0.00068697,-0.00068697,0.28478557,-0.28478525,0.02868321,-0.02868322,0.35384473,-0.35384461
-5.36368184,3.25106134,-3.25106014,0.65550490,-0.65550538,2.13302294,-2.13302200,0.39887559,-0.39887524,0.30733865,-0.30733857,0.00065039,-0.00065039,0.28117964,-0.28117935,0.02922316,-0.02922319,0.35118696,-0.35118687
-5.35767884,3.24816950,-3.24816865,0.65817993,-0.65818047,2.13637500,-2.13637429,0.39370232,-0.39370199,0.30351668,-0.30351664,0.00062048,-0.00062048,0.27800568,-0.27800543,0.02996900,-0.02996904,0.34936984,-0.34936979
-5.35167584,3.25380314,-3.25380267,0.66180526,-0.66180585,2.14611373,-2.14611326,0.38874340,-0.38874308,0.30046394,-0.30046396,0.00059734,-0.00059734,0.27529837,-0.27529815,0.03092593,-0.03092598,0.34842319,-0.34842318
-5.34567284,3.26842120,-3.26842113,0.66649229,-0.66649296,2.16256337,-2.16256317,0.38404858,-0.38404827,0.29822113,-0.29822120,0.00058098,-0.00058098,0.27309031,-0.27309013,0.03209545,-0.03209552,0.34837452,-0.34837456
