energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.90395198,7.31538236,0.04277098,1.29288982,3.63921379,2.28899208,1.31090878,0.41265751,0.09418389,2.85882789
-5.89794897,7.42595953,0.04312097,1.31415078,3.68405438,2.33351984,1.33539443,0.41261983,0.09472653,2.89297352
-5.89194597,7.51856465,0.04331778,1.33131420,3.71687340,2.37292137,1.35899763,0.41189627,0.09501026,2.92152012
-5.88594297,7.59275981,0.04335855,1.34430129,3.73734594,2.40699448,1.38171177,0.41054878,0.09504058,2.94435595
-5.87993997,7.64838953,0.04324238,1.35308288,3.74537900,2.43561389,1.40353659,0.40864327,0.09482626,2.96147540
-5.87393697,7.68556652,0.04297038,1.35767536,3.74110644,2.45872672,1.42447484,0.40624788,0.09437886,2.97297483
-5.86793397,7.70465165,0.04254573,1.35813597,3.72487757,2.47634671,1.44452919,0.40343139,0.09371235,2.97904591
-5.86193097,7.70622977,0.04197364,1.35455786,3.69724016,2.48854756,1.46369978,0.40026188,0.09284262,2.97996690
-5.85592796,7.69108316,0.04126135,1.34706533,3.65891917,2.49545604,1.48198272,0.39680552,0.09178702,2.97609245
-5.84992496,7.66016403,0.04041804,1.33580942,3.61079243,2.49724527,1.49936954,0.39312572,0.09056396,2.96784267
-5.84392196,7.61456789,0.03945472,1.32096426,3.55386446,2.49412862,1.51584794,0.38928253,0.08919258,2.95569181
-5.83791896,7.55550863,0.03838409,1.30272412,3.48923989,2.48635453,1.53140375,0.38533237,0.08769237,2.94015734
-5.83191596,7.48429655,0.03722037,1.28130143,3.41809727,2.47420240,1.54602410,0.38132810,0.08608302,2.92178965
-5.82591296,7.40231960,0.03597903,1.25692551,3.34166438,2.45797951,1.55970166,0.37731937,0.08438418,2.90116293
-5.81990995,7.31102809,0.03467660,1.22984204,3.26119571,2.43801906,1.57243971,0.37335330,0.08261533,2.87886716
-5.81390695,7.21192236,0.03333037,1.20031295,3.17795227,2.41467879,1.58425771,0.36947538,0.08079573,2.85550151
-5.80790395,7.10654302,0.03195810,1.16861650,3.09318413,2.38834007,1.59519697,0.36573067,0.07894435,2.83166880
-5.80190095,6.99646247,0.03057773,1.13504729,3.00811546,2.35940696,1.60532601,0.36216495,0.07707984,2.80797096
-5.79589795,6.88327681,0.02920706,1.09991586,2.92393170,2.32830466,1.61474505,0.35882618,0.07522047,2.78500506
-5.78989495,6.76859679,0.02786348,1.06354758,2.84176850,2.29547716,1.62358924,0.35576568,0.07338411,2.76335941
-5.78389195,6.65403663,0.02656367,1.02628076,2.76270175,2.26138351,1.63203014,0.35303935,0.07158812,2.74360944
-5.77788894,6.54119971,0.02532332,0.98846365,2.68773823,2.22649244,1.64027515,0.35070853,0.06984921,2.72631277
-5.77188594,6.43166037,0.02415689,0.95045038,2.61780624,2.19127528,1.64856453,0.34884057,0.06818334,2.71200309
-5.76588294,6.32694148,0.02307741,0.91259588,2.55374594,2.15619716,1.65716601,0.34750896,0.06660543,2.70118271
-5.75987994,6.22848784,0.02209624,0.87524982,2.49629892,2.12170654,1.66636689,0.34679285,0.06512916,2.69431350
-5.75387694,6.13763584,0.02122292,0.83874989,2.44609720,2.08822363,1.67646389,0.34677609,0.06376667,2.69180635
-5.74787394,6.05558043,0.02046505,0.80341459,2.40365166,2.05612795,1.68775110,0.34754558,0.06252824,2.69400929
-5.74187094,5.98334072,0.01982817,0.76953596,2.36934026,2.02574592,1.70050644,0.34918897,0.06142201,2.70119478
-5.73586793,5.92172582,0.01931568,0.73737255,2.34339680,1.99733887,1.71497731,0.35179187,0.06045366,2.71354659
-5.72986493,5.87130282,0.01892880,0.70714298,2.32590066,1.97109252,1.73136614,0.35543439,0.05962615,2.73114708
-5.72386193,5.83236882,0.01866660,0.67902052,2.31676858,1.94710829,1.74981651,0.36018739,0.05893952,2.75396550
-5.71785893,5.80492893,0.01852599,0.65312887,2.31574910,1.92539746,1.77040073,0.36610833,0.05839075,2.78184817
-5.71185593,5.78868179,0.01850180,0.62953946,2.32242058,1.90587834,1.79310943,0.37323708,0.05797367,2.81451131
-5.70585293,5.78301407,0.01858694,0.60827043,2.33619345,1.88837704,1.81784390,0.38159171,0.05767904,2.85153714
-5.69984992,5.78700484,0.01877245,0.58928724,2.35631707,1.87263186,1.84441169,0.39116463,0.05749462,2.89237377
-5.69384692,5.79944014,0.01904780,0.57250516,2.38189169,1.85830136,1.87252567,0.40191908,0.05740542,2.93633927
-5.68784392,5.81883788,0.01940103,0.55779319,2.41188530,1.84497576,1.90180683,0.41378642,0.05739403,2.98263010
-5.68184092,5.84348221,0.01981904,0.54497953,2.44515531,1.83219126,1.93179081,0.42666415,0.05744101,3.03033385
-5.67583792,5.87146644,0.02028793,0.53385826,2.48047445,1.81944670,1.96193783,0.44041507,0.05752534,3.07844590
-5.66983492,5.90074291,0.02079323,0.52419688,2.51656011,1.80622171,1.99164569,0.45486747,0.05762501,3.12588978
-5.66383192,5.92917807,0.02132029,0.51574450,2.55210635,1.79199570,2.02026542,0.46981668,0.05771750,3.17154046
-5.65782891,5.95461067,0.02185464,0.50824027,2.58581715,1.77626668,2.04711881,0.48502784,0.05778043,3.21424982
-5.65182591,5.97491099,0.02238228,0.50142186,2.61644012,1.75856915,2.07151719,0.50023998,0.05779212,3.25287361
-5.64582291,5.98803904,0.02289006,0.49503345,2.64279913,1.73849043,2.09278075,0.51517136,0.05773215,3.28629890
-5.63981991,5.99209973,0.02336599,0.48883331,2.66382486,1.71568460,2.11025767,0.52952585,0.05758186,3.31347135
-5.63381691,5.98539341,0.02379949,0.48260037,2.67858225,1.68988372,2.12334239,0.54300029,0.05732486,3.33342122
-5.62781391,5.96646022,0.02418172,0.47613991,2.68629382,1.66090603,2.13149243,0.55529256,0.05694739,3.34528776
-5.62181091,5.93411715,0.02450570,0.46928814,2.68635833,1.62866081,2.13424325,0.56611006,0.05643868,3.34834094
-5.61580790,5.88748713,0.02476651,0.46191551,2.67836410,1.59315025,2.13122072,0.57517843,0.05579118,3.34200031
-5.60980490,5.82601966,0.02496143,0.45392887,2.66209689,1.55446808,2.12215101,0.58225001,0.05500071,3.32585036
-5.60380190,5.74950276,0.02508990,0.44527247,2.63754225,1.51279575,2.10686762,0.58711181,0.05406655,3.29965218
-5.59779890,5.65806651,0.02515363,0.43592778,2.60488246,1.46839608,2.08531551,0.58959278,0.05299145,3.26335118
-5.59179590,5.55217842,0.02515643,0.42591228,2.56448842,1.42160516,2.05755238,0.58956984,0.05178148,3.21708071
-5.58579290,5.43263122,0.02510419,0.41527734,2.51690707,1.37282290,2.02374716,0.58697260,0.05044591,3.16116163
-5.57978989,5.30052362,0.02500467,0.40410527,2.46284476,1.32250255,1.98417590,0.58178654,0.04899693,3.09609780
-5.57378689,5.15723499,0.02486734,0.39250570,2.40314750,1.27113981,1.93921532,0.57405439,0.04744938,3.02256776
-5.56778389,5.00439444,0.02470310,0.38061143,2.33877857,1.21926189,1.88933418,0.56387583,0.04582038,2.94141267
-5.56178089,4.84384556,0.02452404,0.36857382,2.27079442,1.16741668,1.83508292,0.55140524,0.04412889,2.85362079
-5.55577789,4.67760743,0.02434312,0.35655805,2.20031957,1.11616251,1.77708181,0.53684790,0.04239530,2.76030899
-5.54977489,4.50783292,0.02417386,0.34473816,2.12852110,1.06605858,1.71600791,0.52045450,0.04064098,2.66270160
-5.54377189,4.33676535,0.02402998,0.33329215,2.05658362,1.01765613,1.65258137,0.50251433,0.03888775,2.56210708
-5.53776888,4.16669440,0.02392505,0.32239720,1.98568510,0.97149067,1.58755119,0.48334737,0.03715742,2.45989315
-5.53176588,3.99991230,0.02387214,0.31222525,1.91697433,0.92807502,1.52168095,0.46329562,0.03547134,2.35746095
-5.52576288,3.83867142,0.02388343,0.30293892,1.85155034,0.88789351,1.45573486,0.44271394,0.03384991,2.25621882
-5.51975988,3.68514411,0.02396987,0.29468786,1.79044419,0.85139712,1.39046420,0.42196079,0.03231220,2.15755652
-5.51375688,3.54138589,0.02414079,0.28760586,1.73460353,0.81899968,1.32659472,0.40138919,0.03087553,2.06282037
-5.50775388,3.40930269,0.02440365,0.28180842,1.68487997,0.79107513,1.26481498,0.38133818,0.02955521,1.97329003
-5.50175088,3.29062297,0.02476367,0.27739118,1.64201956,0.76795581,1.20576597,0.36212510,0.02836423,1.89015752
-5.49574787,3.18687525,0.02522363,0.27442892,1.60665612,0.74993177,1.15003194,0.34403885,0.02731309,1.81450884
-5.48974487,3.09937129,0.02578365,0.27297533,1.57930757,0.73725098,1.09813276,0.32733436,0.02640966,1.74730868
-5.48374187,3.02919523,0.02644105,0.27306343,1.56037481,0.73012050,1.05051761,0.31222829,0.02565915,1.68938847
-5.47773887,2.97719828,0.02719029,0.27470647,1.55014295,0.72870833,1.00756009,0.29889615,0.02506408,1.64143770
-5.47173587,2.94399883,0.02802297,0.27789939,1.54878445,0.73314588,0.96955473,0.28747064,0.02462441,1.60399886
-5.46573287,2.92998725,0.02892795,0.28262052,1.55636379,0.74353082,0.93671472,0.27804140,0.02433762,1.57746541
-5.45972986,2.93533462,0.02989153,0.28883349,1.57284307,0.75992998,0.90917102,0.27065582,0.02419895,1.56208296
-5.45372686,2.96000445,0.03089772,0.29648916,1.59808817,0.78238221,0.88697250,0.26532095,0.02420158,1.55795294
-5.44772386,3.00376646,0.03192859,0.30552745,1.63187500,0.81090067,0.87008731,0.26200637,0.02433692,1.56503871
-5.44172086,3.06621135,0.03296472,0.31587893,1.67389551,0.84547449,0.85840539,0.26064769,0.02459487,1.58317332
-5.43571786,3.14676573,0.03398571,0.32746599,1.72376312,0.88606937,0.85174207,0.26115067,0.02496411,1.61206881
-5.42971486,3.24470638,0.03497070,0.34020369,1.78101757,0.93262707,0.84984282,0.26339581,0.02543241,1.65132629
-5.42371186,3.35917324,0.03589899,0.35400011,1.84512910,0.98506358,0.85238919,0.26724305,0.02598689,1.70044681
-5.41770885,3.48918092,0.03675062,0.36875629,1.91550210,1.04326603,0.85900595,0.27253665,0.02661428,1.75884237
-5.41170585,3.63362855,0.03750697,0.38436583,1.99147859,1.10708843,0.86926944,0.27911005,0.02730121,1.82584712
-5.40570285,3.79130827,0.03815127,0.40071423,2.07234185,1.17634649,0.88271704,0.28679051,0.02803440,1.90072847
-5.39969985,3.96091292,0.03866919,0.41767815,2.15732068,1.25081191,0.89885783,0.29540356,0.02880084,1.98269817
-5.39369685,4.14104338,0.03904919,0.43512467,2.24559475,1.33020658,0.91718410,0.30477708,0.02958802,2.07092341
-5.38769385,4.33021682,0.03928289,0.45291088,2.33630165,1.41419734,0.93718365,0.31474504,0.03038402,2.16453795
-5.38169085,4.52687636,0.03936533,0.47088383,2.42854586,1.50239184,0.95835256,0.32515071,0.03117766,2.26265359
-5.37568784,4.72940340,0.03929509,0.48888103,2.52141007,1.59433619,0.98020805,0.33584948,0.03195861,2.36437195
-5.36968484,4.93613325,0.03907431,0.50673162,2.61396897,1.68951505,1.00230111,0.34671109,0.03271744,2.46879690
-5.36368184,5.14537468,0.03870861,0.52425835,2.70530540,1.78735454,1.02422838,0.35762138,0.03344572,2.57504751
-5.35767884,5.35543373,0.03820691,0.54128023,2.79452863,1.88722849,1.04564292,0.36848353,0.03413606,2.68227177
-5.35167584,5.56464174,0.03758114,0.55761593,2.88079424,1.98846813,1.06626338,0.37921878,0.03478214,2.78966078
-5.34567284,5.77138720,0.03684591,0.57308779,2.96332499,2.09037523,1.08588124,0.38976660,0.03537877,2.89646332
-5.33966983,5.97415048,0.03601806,0.58752620,3.04143173,2.19223847,1.10436569,0.40008454,0.03592185,3.00200054
-5.33366683,6.17154046,0.03511623,0.60077428,3.11453339,2.29335239,1.12166604,0.41014754,0.03640847,3.10568019
-5.32766383,6.36233128,0.03416041,0.61269248,3.18217504,2.39303841,1.13781137,0.41994695,0.03683680,3.20701001
-5.32166083,6.54549769,0.03317143,0.62316293,3.24404293,2.49066674,1.15290758,0.42948922,0.03720614,3.30560966
-5.31565783,6.72024693,0.03217051,0.63209326,3.29997557,2.58567825,1.16713165,0.43879437,0.03751684,3.40122047
-5.30965483,6.88604522,0.03117886,0.63941962,3.34996996,2.67760510,1.18072367,0.44789426,0.03777027,3.49371250
-5.30365183,7.04263717,0.03021727,0.64510879,3.39418251,2.76608877,1.19397656,0.45683076,0.03796872,3.58308821
-5.29764882,7.19005634,0.02930576,0.64915913,3.43292403,2.85089449,1.20722426,0.46565388,0.03811534,3.66948227
-5.29164582,7.32862579,0.02846336,0.65160038,3.46664899,2.93192100,1.22082849,0.47441983,0.03821400,3.75315719
-5.28564282,7.45894786,0.02770785,0.65249226,3.49593908,3.00920469,1.23516480,0.48318923,0.03826921,3.83449432
-5.27963982,7.58188273,0.02705557,0.65192192,3.52148170,3.08291768,1.25060842,0.49202524,0.03828596,3.91398047
-5.27363682,7.69851613,0.02652139,0.65000038,3.54404414,3.15335944,1.26752032,0.50099192,0.03826960,3.99219001
-5.26763382,7.81011695,0.02611856,0.64685811,3.56444445,3.22094210,1.28623392,0.51015252,0.03822572,4.06976307
-5.26163082,7.91808606,0.02585871,0.64264004,3.58352030,3.28616983,1.30704308,0.51956801,0.03816001,4.14738013
-5.25562781,8.02389817,0.02575186,0.63750018,3.60209699,3.34961294,1.33019154,0.52929556,0.03807812,4.22573396
-5.24962481,8.12903886,0.02580636,0.63159606,3.62095602,3.41187785,1.35586404,0.53938712,0.03798562,4.30549979
-5.24362181,8.23493929,0.02602897,0.62508346,3.64080558,3.47357410,1.38417960,0.54988803,0.03788783,4.38730454
-5.23761881,8.34291116,0.02642480,0.61811139,3.66225401,3.53527997,1.41518676,0.56083568,0.03778979,4.47169653
-5.23161581,8.45408462,0.02699729,0.61081772,3.68578737,3.59750825,1.44886098,0.57225810,0.03769619,4.55911656
-5.22561281,8.56935173,0.02774822,0.60332554,3.71175195,3.66067375,1.48510423,0.58417268,0.03761131,4.64987171
-5.21960980,8.68931785,0.02867757,0.59574036,3.74034226,3.72506420,1.52374655,0.59658487,0.03753899,4.74411281
-5.21360680,8.81426303,0.02978348,0.58814824,3.77159496,3.79081594,1.56454954,0.60948696,0.03748261,4.84181668
-5.20760380,8.94411516,0.03106207,0.58061485,3.80538868,3.85789570,1.60721160,0.62285702,0.03744505,4.94277392
-5.20160080,9.07843612,0.03250738,0.57318540,3.84144981,3.92608942,1.65137476,0.63665800,0.03742865,5.04658302
-5.19559780,9.21642173,0.03411113,0.56588546,3.87936366,3.99499884,1.69663275,0.65083707,0.03743522,5.15265109
-5.18959480,9.35691557,0.03586263,0.55872243,3.91859073,4.06404615,1.74254029,0.66532532,0.03746602,5.26020163
-5.18359180,9.49843654,0.03774865,0.55168772,3.95848715,4.13248679,1.78862315,0.68003779,0.03752167,5.36828906
-5.17758879,9.63921919,0.03975325,0.54475934,3.99832861,4.19942979,1.83438887,0.69487401,0.03760219,5.47581992
-5.17158579,9.77726545,0.04185783,0.53790486,4.03733686,4.26386521,1.87933778,0.70971891,0.03770694,5.58158001
-5.16558279,9.91040598,0.04404103,0.53108463,4.07470772,4.32469734,1.92297412,0.72444431,0.03783464,5.68426670
-5.15957979,10.03636897,0.04627889,0.52425502,4.10963983,4.38078248,1.96481696,0.73891085,0.03798329,5.78252540
-5.15357679,10.15285376,0.04854503,0.51737171,4.14136292,4.43096978,2.00441065,0.75297037,0.03815027,5.87498881
-5.14757379,10.25760680,0.05081086,0.51039280,4.16916487,4.47414334,2.04133452,0.76646867,0.03833233,5.96031774
-5.14157079,10.34849693,0.05304603,0.50328168,4.19241659,4.50926389,2.07521165,0.77924855,0.03852566,6.03724194
-5.13556778,10.42358739,0.05521891,0.49600968,4.21059405,4.53540836,2.10571645,0.79115316,0.03872600,6.10459949
-5.12956478,10.48120183,0.05729712,0.48855823,4.22329673,4.55180564,2.13258083,0.80202931,0.03892876,6.16137330
-5.12356178,10.51998210,0.05924830,0.48092068,4.23026205,4.55786714,2.15559889,0.81173087,0.03912916,6.20672346
-5.11755878,10.53893557,0.06104076,0.47310361,4.23137539,4.55321089,2.17463003,0.82012200,0.03932247,6.24001423
-5.11155578,10.53747068,0.06264432,0.46512762,4.22667553,4.53767829,2.18960039,0.82708022,0.03950419,6.26083484
-5.10555278,10.51541948,0.06403111,0.45702763,4.21635547,4.51134295,2.20050273,0.83249907,0.03967029,6.26901333
-5.09954977,10.47304669,0.06517635,0.44885262,4.20075880,4.47451142,2.20739476,0.83629058,0.03981742,6.26462327
-5.09354677,10.41104525,0.06605911,0.44066490,4.18037183,4.42771581,2.21039610,0.83838715,0.03994321,6.24798302
-5.08754377,10.33051887,0.06666299,0.43253879,4.15581195,4.37169893,2.20968406,0.83874314,0.04004642,6.21964802
-5.08154077,10.23295271,0.06697664,0.42455896,4.12781271,4.30739266,2.20548838,0.83733597,0.04012717,6.18039638
-5.07553777,10.12017336,0.06699422,0.41681833,4.09720621,4.23589049,2.19808525,0.83416676,0.04018706,6.13120861
-5.06953477,9.99430002,0.06671563,0.40941565,4.06490341,4.15841555,2.18779076,0.82926070,0.04022928,6.07324218
-5.06353177,9.85768861,0.06614661,0.40245280,4.03187296,4.07628537,2.17495412,0.82266685,0.04025865,6.00780215
-5.05752876,9.71287110,0.06529858,0.39603202,3.99911925,3.99087483,2.15995068,0.81445777,0.04028157,5.93630861
-5.05152576,9.56249183,0.06418841,0.39025308,3.96766011,3.90357855,2.14317516,0.80472866,0.04030595,5.86026227
-5.04552276,9.40924297,0.06283785,0.38521042,3.93850480,3.81577417,2.12503495,0.79359634,0.04034099,5.78120906
-5.03951976,9.25580106,0.06127298,0.38099059,3.91263260,3.72878757,2.10594390,0.78119773,0.04039699,5.70070473
-5.03351676,9.10476613,0.05952336,0.37766983,3.89097243,3.64386105,2.08631643,0.76768826,0.04048501,5.62028046
-5.02751376,8.95860509,0.05762118,0.37531207,3.87438379,3.56212547,2.06656208,0.75323974,0.04061657,5.54141010
-5.02151076,8.81960045,0.05560028,0.37396730,3.86363924,3.48457672,2.04708054,0.73803813,0.04080322,5.46547985
-5.01550775,8.68980564,0.05349518,0.37367050,3.85940866,3.41205723,2.02825715,0.72228095,0.04105614,5.39376094
-5.00950475,8.57100758,0.05134011,0.37444101,3.86224544,3.34524262,2.01045878,0.70617436,0.04138579,5.32738573
-5.00350175,8.46469706,0.04916806,0.37628250,3.87257481,3.28463363,1.99403016,0.68993009,0.04180143,5.26732776
-4.99749875,8.37204755,0.04700997,0.37918348,3.89068448,3.23055324,1.97929057,0.67376217,0.04231084,5.21438593
-4.99149575,8.29390240,0.04489396,0.38311833,3.91671777,3.18314886,1.96653084,0.65788340,0.04291996,5.16917312
-4.98549275,8.23077052,0.04284481,0.38804879,3.95066927,3.14239908,1.95601070,0.64250186,0.04363265,5.13210940
-4.97948974,8.18283040,0.04088348,0.39392587,3.99238346,3.10812480,1.94795640,0.62781741,0.04445051,5.10341976
-4.97348674,8.14994184,0.03902686,0.40069212,4.04155606,3.08000396,1.94255854,0.61401814,0.04537279,5.08313646
-4.96748374,8.13166505,0.03728766,0.40828404,4.09773836,3.05758946,1.93997016,0.60127716,0.04639633,5.07110561
-4.96148074,8.12728605,0.03567451,0.41663463,4.16034453,3.04032960,1.94030493,0.58974948,0.04751568,5.06699782
-4.95547774,8.13584735,0.03419205,0.42567590,4.22866160,3.02759013,1.94363555,0.57956933,0.04872319,5.07032245
-4.94947474,8.15618280,0.03284136,0.43534121,4.30186208,3.01867744,1.94999214,0.57084772,0.05000923,5.08044476
-4.94347174,8.18695507,0.03162026,0.44556734,4.37901877,3.01286184,1.95936077,0.56367052,0.05136244,5.09660544
-4.93746873,8.22669438,0.03052384,0.45629610,4.45912145,3.00940040,1.97168197,0.55809689,0.05277004,5.11794171
-4.93146573,8.27383695,0.02954498,0.46747545,4.54109477,3.00755833,1.98684927,0.55415825,0.05421812,5.14350911
-4.92546273,8.32676170,0.02867480,0.47905999,4.62381704,3.00662843,2.00470789,0.55185760,0.05569201,5.17230332
-4.91945973,8.38382389,0.02790324,0.49101086,4.70613906,3.00594787,2.02505348,0.55116930,0.05717659,5.20328108
-4.91345673,8.44338461,0.02721952,0.50329487,4.78690274,3.00491182,2.04763122,0.55203932,0.05865658,5.23537978
-4.90745373,8.50383524,0.02661251,0.51588304,4.86495876,3.00298354,2.07213530,0.55438579,0.06011683,5.26753494
-4.90145073,8.56361656,0.02607120,0.52874850,4.93918301,2.99970084,2.09820907,0.55809996,0.06154256,5.29869549
-4.89544772,8.62123222,0.02558490,0.54186389,5.00849150,2.99467868,2.12544603,0.56304760,0.06291956,5.32783653
-4.88944472,8.67525711,0.02514352,0.55519842,5.07185356,2.98760834,2.15339201,0.56907062,0.06423432,5.35396969
-4.88344172,8.72434114,0.02473775,0.56871467,5.12830324,2.97825328,2.18154868,0.57598924,0.06547417,5.37615146
-4.87743872,8.76720952,0.02435912,0.58236545,5.17694911,2.96644232,2.20937870,0.58360440,0.06662735,5.39348960
-4.87143572,8.80266080,0.02400009,0.59609077,5.21698261,2.95206069,2.23631266,0.59170073,0.06768300,5.40514856
-4.86543272,8.82956398,0.02365406,0.60981533,5.24768517,2.93503977,2.26175786,0.60004983,0.06863128,5.41035412
-4.85942971,8.84685617,0.02331534,0.62344654,5.26843444,2.91534625,2.28510896,0.60841406,0.06946328,5.40839819
-4.85342671,8.85354206,0.02297916,0.63687343,5.27870983,2.89297142,2.30576046,0.61655078,0.07017109,5.39864397
-4.84742371,8.84869630,0.02264157,0.64996643,5.27809779,2.86792142,2.32312061,0.62421691,0.07074778,5.38053213
-4.84142071,8.83146961,0.02229942,0.66257831,5.26629664,2.84020909,2.33662639,0.63117393,0.07118738,5.35358809
-4.83541771,8.80109890,0.02195034,0.67454617,5.24312130,2.80984771,2.34575929,0.63719307,0.07148498,5.31743047
-4.82941471,8.75692144,0.02159265,0.68569457,5.20850766,2.77684730,2.35006086,0.64206063,0.07163672,5.27178046
-4.82341171,8.69839249,0.02122537,0.69583971,5.16251628,2.74121323,2.34914781,0.64558331,0.07163982,5.21647173
-4.81740870,8.62510550,0.02084819,0.70479448,5.10533533,2.70294742,2.34272557,0.64759330,0.07149272,5.15146020
-4.81140570,8.53681348,0.02046142,0.71237420,5.03728201,2.66205172,2.33059983,0.64795295,0.07119505,5.07683291
-4.80540270,8.43345014,0.02006598,0.71840281,4.95880225,2.61853307,2.31268529,0.64655888,0.07074778,4.99281519
-4.79939970,8.31514883,0.01966338,0.72271924,4.87046807,2.57241008,2.28901109,0.64334523,0.07015323,4.89977513
-4.79339670,8.18225781,0.01925566,0.72518361,4.77297213,2.52372025,2.25972250,0.63828590,0.06941512,4.79822461
-4.78739370,8.03535003,0.01884536,0.72568298,4.66711928,2.47252730,2.22507855,0.63139570,0.06853858,4.68881627
-4.78139070,7.87522624,0.01843545,0.72413639,4.55381481,2.41892794,2.18544567,0.62273020,0.06753015,4.57233578
-4.77538769,7.70291035,0.01802922,0.72049880,4.43404942,2.36305760,2.14128735,0.61238425,0.06639771,4.44968941
-4.76938469,7.51963675,0.01763027,0.71476395,4.30888131,2.30509449,2.09315037,0.60048928,0.06515043,4.32188683
-4.76338169,7.32682937,0.01724231,0.70696581,4.17941549,2.24526187,2.04164796,0.58720927,0.06379859,4.19001968
-4.75737869,7.12607347,0.01686911,0.69717858,4.04678131,2.18382818,1.98744082,0.57273572,0.06235349,4.05523642
-4.75137569,6.91908091,0.01651440,0.68551541,3.91210887,2.12110513,1.93121672,0.55728164,0.06082720,3.91871478
-4.74537269,6.70765074,0.01618171,0.67212577,3.77650528,2.05744381,1.87366974,0.54107492,0.05923242,3.78163260
-4.73936968,6.49362705,0.01587434,0.65719162,3.64103191,1.99322923,1.81548005,0.52435135,0.05758220,3.64513874
-4.73336668,6.27885602,0.01559521,0.64092282,3.50668365,1.92887353,1.75729521,0.50734752,0.05588976,3.51032525
-4.72736368,6.06514466,0.01534687,0.62355176,3.37437121,1.86480844,1.69971386,0.49029396,0.05416827,3.37820229
-4.72136068,5.85422323,0.01513140,0.60532773,3.24490738,1.80147745,1.64327244,0.47340887,0.05243064,3.24967690
-4.71535768,5.64771329,0.01495047,0.58651119,3.11899788,1.73932820,1.58843558,0.45689255,0.05068937,3.12553677
-4.70935468,5.44710276,0.01480528,0.56736830,2.99723737,1.67880546,1.53559045,0.44092299,0.04895642,3.00643975
-4.70335168,5.25372925,0.01469666,0.54816590,2.88011063,1.62034507,1.48504509,0.42565251,0.04724308,2.89290937
-4.69734867,5.06877192,0.01462514,0.52916715,2.76799890,1.56436908,1.43703079,0.41120583,0.04555996,2.78533666
-4.69134567,4.89325181,0.01459097,0.51062802,2.66119089,1.51128216,1.39170788,0.39767943,0.04391692,2.68398774
-4.68534267,4.72804001,0.01459429,0.49279463,2.55989773,1.46146915,1.34917475,0.38514222,0.04232313,2.58901667
-4.67933967,4.57387238,0.01463515,0.47590147,2.46427088,1.41529376,1.30947899,0.37363746,0.04078706,2.50048268
-4.67333667,4.43136935,0.01471365,0.46017046,2.37442191,1.37309794,1.27263029,0.36318571,0.03931658,2.41837033
-4.66733367,4.30105870,0.01482997,0.44581071,2.29044284,1.33520174,1.23861381,0.35378870,0.03791895,2.34261169
-4.66133067,4.18339956,0.01498444,0.43301882,2.21242577,1.30190319,1.20740347,0.34543375,0.03660095,2.27310877
-4.65532766,4.07880532,0.01517757,0.42197961,2.14048062,1.27347791,1.17897416,0.33809862,0.03536885,2.20975508
-4.64932466,3.98766388,0.01540998,0.41286697,2.07474980,1.25017805,1.15331219,0.33175643,0.03422848,2.15245502
-4.64332166,3.91035343,0.01568240,0.40584472,2.01541893,1.23223046,1.13042345,0.32638042,0.03318516,2.10113998
