energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.69384692,6.20506869,2.39245384,4.46190083,0.00135709,0.15768204,1.40020210,1.16349822,0.33738435,0.00000000
-5.68784392,6.16602867,2.36448805,4.44232923,0.00127077,0.15493644,1.39052275,1.15627711,0.32883266,0.00000000
-5.68184092,6.12318486,2.33540264,4.41954501,0.00118841,0.15222041,1.38062497,1.14815381,0.32030420,0.00000000
-5.67583792,6.07515153,2.30468144,4.39217336,0.00111017,0.14949296,1.37018890,1.13914183,0.31183427,0.00000000
-5.66983492,6.02073107,2.27183990,4.35898815,0.00103612,0.14672055,1.35893233,1.12929564,0.30345835,0.00000000
-5.66383192,5.95895190,2.23644424,4.31895079,0.00096625,0.14387717,1.34661830,1.11870858,0.29521284,0.00000000
-5.65782891,5.88909712,2.19812836,4.27124070,0.00090052,0.14094428,1.33306063,1.10750971,0.28713579,0.00000000
-5.65182591,5.81072284,2.15660800,4.21527652,0.00083882,0.13791049,1.31812715,1.09585966,0.27926770,0.00000000
-5.64582291,5.72366599,2.11169151,4.15072744,0.00078101,0.13477120,1.30174061,1.08394587,0.27165217,0.00000000
-5.63981991,5.62804174,2.06328708,4.07751488,0.00072692,0.13152796,1.28387715,1.07197730,0.26433644,0.00000000
-5.63381691,5.52423108,2.01140602,3.99580485,0.00067637,0.12818777,1.26456255,1.06017888,0.25737158,0.00000000
-5.62781391,5.41285970,1.95616229,3.90599182,0.00062917,0.12476238,1.24386651,1.04878593,0.25081255,0.00000000
-5.62181091,5.29476939,1.89776822,3.80867553,0.00058513,0.12126733,1.22189541,1.03803865,0.24471781,0.00000000
-5.61580790,5.17098387,1.83652693,3.70463207,0.00054410,0.11772121,1.19878400,1.02817688,0.23914866,0.00000000
-5.60980490,5.04267069,1.77282175,3.59478110,0.00050592,0.11414474,1.17468642,1.01943527,0.23416824,0.00000000
-5.60380190,4.91110121,1.70710336,3.48015089,0.00047047,0.11056005,1.14976741,1.01203878,0.22984022,0.00000000
-5.59779890,4.77761053,1.63987525,3.36184307,0.00043767,0.10698989,1.12419389,1.00619865,0.22622731,0.00000000
-5.59179590,4.64355906,1.57167824,3.24099875,0.00040746,0.10345709,1.09812771,1.00210880,0.22338951,0.00000000
-5.58579290,4.51029724,1.50307471,3.11876739,0.00037981,0.09998398,1.07171969,0.99994250,0.22138234,0.00000000
-5.57978989,4.37913462,1.43463333,2.99627968,0.00035474,0.09659210,1.04510553,0.99984950,0.22025501,0.00000000
-5.57378689,4.25131414,1.36691474,2.87462529,0.00033227,0.09330182,1.01840342,1.00195326,0.22004875,0.00000000
-5.56778389,4.12799206,1.30045887,2.75483587,0.00031247,0.09013229,0.99171375,1.00634850,0.22079523,0.00000000
-5.56178089,4.01022371,1.23577401,2.63787345,0.00029543,0.08710130,0.96512042,1.01309894,0.22251529,0.00000000
-5.55577789,3.89895482,1.17332815,2.52462408,0.00028124,0.08422532,0.93869388,1.02223521,0.22521796,0.00000000
-5.54977489,3.79501784,1.11354236,2.41589605,0.00027001,0.08151956,0.91249527,1.03375310,0.22889989,0.00000000
-5.54377189,3.69913257,1.05678648,2.31242188,0.00026186,0.07899803,0.88658154,1.04761210,0.23354512,0.00000000
-5.53776888,3.61191020,1.00337668,2.21486322,0.00025690,0.07667362,0.86101078,1.06373444,0.23912533,0.00000000
-5.53176588,3.53385965,0.95357487,2.12381749,0.00025524,0.07455819,0.83584759,1.08200467,0.24560039,0.00000000
-5.52576288,3.46539526,0.90758940,2.03982520,0.00025697,0.07266249,0.81116788,1.10226994,0.25291941,0.00000000
-5.51975988,3.40684475,0.86557697,1.96337684,0.00026218,0.07099621,0.78706272,1.12434111,0.26102193,0.00000000
-5.51375688,3.35845671,0.82764515,1.89491856,0.00027091,0.06956778,0.76364095,1.14799466,0.26983949,0.00000000
-5.50775388,3.32040668,0.79385536,1.83485575,0.00028320,0.06838425,0.74103037,1.17297562,0.27929723,0.00000000
-5.50175088,3.29280140,0.76422589,1.78355405,0.00029904,0.06745103,0.71937716,1.19900133,0.28931567,0.00000000
-5.49574787,3.27568081,0.73873484,1.74133744,0.00031841,0.06677163,0.69884382,1.22576607,0.29981234,0.00000000
-5.48974487,3.26901755,0.71732272,1.70848334,0.00034122,0.06634737,0.67960540,1.25294650,0.31070338,0.00000000
-5.48374187,3.27271414,0.69989474,1.68521486,0.00036736,0.06617707,0.66184437,1.28020760,0.32190490,0.00000000
-5.47773887,3.28659783,0.68632263,1.67169059,0.00039667,0.06625679,0.64574430,1.30720912,0.33333405,0.00000000
-5.47173587,3.31041375,0.67644615,1.66799238,0.00042896,0.06657958,0.63148268,1.33361213,0.34490981,0.00000000
-5.46573287,3.34381668,0.67007440,1.67411186,0.00046399,0.06713532,0.61922314,1.35908565,0.35655349,0.00000000
-5.45972986,3.38636218,0.66698687,1.68993648,0.00050147,0.06791059,0.60910760,1.38331304,0.36818875,0.00000000
-5.45372686,3.43749784,0.66693460,1.71523590,0.00054109,0.06888867,0.60124859,1.40599792,0.37974144,0.00000000
-5.44772386,3.49655536,0.66964148,1.74964962,0.00058247,0.07004963,0.59572211,1.42686963,0.39113915,0.00000000
-5.44172086,3.56274443,0.67480586,1.79267684,0.00062523,0.07137044,0.59256148,1.44568797,0.40231043,0.00000000
-5.43571786,3.63514909,0.68210258,1.84366913,0.00066894,0.07282525,0.59175235,1.46224723,0.41318405,0.00000000
-5.42971486,3.71272745,0.69118555,1.90182707,0.00071315,0.07438573,0.59322922,1.47637940,0.42368812,0.00000000
-5.42371186,3.79431532,0.70169093,1.96620106,0.00075738,0.07602139,0.59687355,1.48795672,0.43374926,0.00000000
-5.41770885,3.87863448,0.71324088,2.03569711,0.00080115,0.07770010,0.60251376,1.49689336,0.44329200,0.00000000
-5.41170585,3.96430576,0.72544806,2.10908786,0.00084396,0.07938851,0.60992699,1.50314651,0.45223831,0.00000000
-5.40570285,4.04986721,0.73792054,2.18502881,0.00088532,0.08105262,0.61884278,1.50671680,0.46050753,0.00000000
-5.39969985,4.13379721,0.75026736,2.26207983,0.00092475,0.08265824,0.62894845,1.50764804,0.46801659,0.00000000
-5.39369685,4.21454225,0.76210443,2.33873151,0.00096176,0.08417160,0.63989620,1.50602649,0.47468063,0.00000000
-5.38769385,4.29054858,0.77306067,2.41343577,0.00099591,0.08555985,0.65131155,1.50197940,0.48041410,0.00000000
-5.38169085,4.36029709,0.78278434,2.48463992,0.00102680,0.08679161,0.66280294,1.49567311,0.48513210,0.00000000
-5.37568784,4.42234006,0.79094928,2.55082320,0.00105403,0.08783751,0.67397221,1.48731038,0.48875220,0.00000000
-5.36968484,4.47533861,0.79726096,2.61053450,0.00107728,0.08867072,0.68442548,1.47712711,0.49119643,0.00000000
-5.36368184,4.51809931,0.80146208,2.66242997,0.00109627,0.08926743,0.69378416,1.46538838,0.49239354,0.00000000
-5.35767884,4.54960841,0.80333771,2.70530908,0.00111079,0.08960734,0.70169562,1.45238371,0.49228132,0.00000000
-5.35167584,4.56906220,0.80271951,2.73814775,0.00112068,0.08967412,0.70784313,1.43842157,0.49080893,0.00000000
-5.34567284,4.57589206,0.79948922,2.76012702,0.00112586,0.08945578,0.71195473,1.42382326,0.48793913,0.00000000
-5.33966983,4.56978282,0.79358100,2.77065627,0.00112632,0.08894501,0.71381064,1.40891604,0.48365025,0.00000000
-5.33366683,4.55068360,0.78498267,2.76938966,0.00112214,0.08813945,0.71324900,1.39402586,0.47793790,0.00000000
-5.32766383,4.51881029,0.77373567,2.75623517,0.00111344,0.08704187,0.71016959,1.37946965,0.47081620,0.00000000
-5.32166083,4.47463941,0.75993383,2.73135577,0.00110045,0.08566023,0.70453564,1.36554744,0.46231863,0.00000000
-5.31565783,4.41889334,0.74372078,2.69516241,0.00108346,0.08400760,0.69637336,1.35253468,0.45249825,0.00000000
-5.30965483,4.35251750,0.72528619,2.64829930,0.00106283,0.08210204,0.68576951,1.34067474,0.44142742,0.00000000
-5.30365183,4.27665014,0.70486082,2.59162173,0.00103900,0.07996621,0.67286703,1.33017216,0.42919695,0.00000000
-5.29764882,4.19258613,0.68271051,2.52616757,0.00101244,0.07762701,0.65785894,1.32118666,0.41591472,0.00000000
-5.29164582,4.10173592,0.65912941,2.45312350,0.00098372,0.07511494,0.64098073,1.31382835,0.40170370,0.00000000
-5.28564282,4.00558164,0.63443240,2.37378724,0.00095341,0.07246344,0.62250180,1.30815421,0.38669967,0.00000000
-5.27963982,3.90563185,0.60894715,2.28952750,0.00092217,0.06970812,0.60271602,1.30416608,0.37104846,0.00000000
-5.27363682,3.80337679,0.58300591,2.20174302,0.00089065,0.06688589,0.58193207,1.30181021,0.35490295,0.00000000
-5.26763382,3.70024600,0.55693739,2.11182243,0.00085953,0.06403412,0.56046379,1.30097849,0.33841988,0.00000000
-5.26163082,3.59756970,0.53105884,2.02110634,0.00082953,0.06118966,0.53862097,1.30151127,0.32175665,0.00000000
-5.25562781,3.49654537,0.50566870,1.93085293,0.00080133,0.05838804,0.51670093,1.30320169,0.30506808,0.00000000
-5.24962481,3.39821070,0.48104004,1.84220831,0.00077564,0.05566258,0.49498110,1.30580150,0.28850339,0.00000000
-5.24362181,3.30342352,0.45741480,1.75618238,0.00075312,0.05304371,0.47371297,1.30902802,0.27220339,0.00000000
-5.23761881,3.21284937,0.43499928,1.67363079,0.00073445,0.05055829,0.45311736,1.31257217,0.25629804,0.00000000
-5.23161581,3.12695662,0.41396075,1.59524340,0.00072023,0.04822913,0.43338126,1.31610720,0.24090439,0.00000000
-5.22561281,3.04601915,0.39442539,1.52153914,0.00071105,0.04607463,0.41465619,1.31929797,0.22612499,0.00000000
-5.21960980,2.97012583,0.37647754,1.45286707,0.00070745,0.04410857,0.39705795,1.32181043,0.21204680,0.00000000
-5.21360680,2.89919641,0.36016033,1.38941314,0.00070992,0.04234006,0.38066781,1.32332108,0.19874066,0.00000000
-5.20760380,2.83300256,0.34547742,1.33121203,0.00071889,0.04077363,0.36553479,1.32352612,0.18626117,0.00000000
-5.20160080,2.77119311,0.33239609,1.27816314,0.00073477,0.03940950,0.35167903,1.32215010,0.17464719,0.00000000
-5.19559780,2.71332236,0.32085111,1.23004988,0.00075790,0.03824390,0.33909575,1.31895388,0.16392261,0.00000000
-5.18959480,2.65888005,0.31074964,1.18656124,0.00078859,0.03726954,0.32775990,1.31374159,0.15409772,0.00000000
-5.18359180,2.60732192,0.30197663,1.14731467,0.00082710,0.03647615,0.31763097,1.30636668,0.14517067,0.00000000
-5.17758879,2.55809968,0.29440070,1.11187915,0.00087369,0.03585107,0.30865782,1.29673663,0.13712934,0.00000000
-5.17158579,2.51068912,0.28788018,1.07979789,0.00092859,0.03537984,0.30078344,1.28481653,0.12995323,0.00000000
-5.16558279,2.46461569,0.28226910,1.05060940,0.00099204,0.03504684,0.29394920,1.27063124,0.12361552,0.00000000
-5.15957979,2.41947644,0.27742302,1.02386665,0.00106427,0.03483582,0.28809865,1.25426614,0.11808496,0.00000000
-5.15357679,2.37495786,0.27320421,0.99915349,0.00114559,0.03473050,0.28318059,1.23586650,0.11332780,0.00000000
-5.14757379,2.33084911,0.26948645,0.97609818,0.00123631,0.03471497,0.27915141,1.21563544,0.10930941,0.00000000
-5.14157079,2.28705023,0.26615880,0.95438350,0.00133683,0.03477410,0.27597659,1.19383038,0.10599574,0.00000000
-5.13556778,2.24357539,0.26312870,0.93375360,0.00144760,0.03489384,0.27363131,1.17075823,0.10335445,0.00000000
-5.12956478,2.20055108,0.26032398,0.91401755,0.00156918,0.03506140,0.27210030,1.14676912,0.10135570,0.00000000
-5.12356178,2.15820960,0.25769388,0.89504965,0.00170220,0.03526535,0.27137683,1.12224896,0.09997264,0.00000000
-5.11755878,2.11687807,0.25520923,0.87678703,0.00184737,0.03549564,0.27146098,1.09761075,0.09918150,0.00000000
-5.11155578,2.07696364,0.25286149,0.85922465,0.00200550,0.03574353,0.27235738,1.07328488,0.09896141,0.00000000
-5.10555278,2.03893534,0.25066110,0.84240837,0.00217747,0.03600144,0.27407233,1.04970853,0.09929390,0.00000000
-5.09954977,2.00330338,0.24863504,0.82642642,0.00236417,0.03626276,0.27661070,1.02731432,0.10016209,0.00000000
-5.09354677,1.97059667,0.24682371,0.81139986,0.00256654,0.03652162,0.27997254,1.00651843,0.10154971,0.00000000
-5.08754377,1.94133929,0.24527745,0.79747250,0.00278546,0.03677268,0.28414975,0.98770861,0.10344001,0.00000000
-5.08154077,1.91602682,0.24405274,0.78480074,0.00302175,0.03701083,0.28912279,0.97123205,0.10581452,0.00000000
-5.07553777,1.89510340,0.24320818,0.77354384,0.00327607,0.03723106,0.29485787,0.95738378,0.10865181,0.00000000
-5.06953477,1.87894022,0.24280063,0.76385483,0.00354889,0.03742817,0.30130442,0.94639582,0.11192633,0.00000000
-5.06353177,1.86781629,0.24288146,0.75587257,0.00384042,0.03759676,0.30839333,0.93842735,0.11560736,0.00000000
-5.05752876,1.86190226,0.24349316,0.74971497,0.00415052,0.03773106,0.31603587,0.93355661,0.11965813,0.00000000
-5.05152576,1.86124781,0.24466639,0.74547377,0.00447865,0.03782499,0.32412349,0.93177459,0.12403518,0.00000000
-5.04552276,1.86577320,0.24641768,0.74321076,0.00482382,0.03787219,0.33252848,0.93298111,0.12868807,0.00000000
-5.03951976,1.87526542,0.24874767,0.74295552,0.00518451,0.03786617,0.34110561,0.93698357,0.13355932,0.00000000
-5.03351676,1.88937913,0.25164019,0.74470475,0.00555868,0.03780049,0.34969473,0.94349853,0.13858476,0.00000000
-5.02751376,1.90764254,0.25506200,0.74842290,0.00594368,0.03766899,0.35812423,0.95215641,0.14369424,0.00000000
-5.02151076,1.92946815,0.25896338,0.75404419,0.00633633,0.03746607,0.36621526,0.96250927,0.14881264,0.00000000
-5.01550775,1.95416812,0.26327932,0.76147560,0.00673286,0.03718699,0.37378667,0.97404170,0.15386125,0.00000000
-5.00950475,1.98097368,0.26793157,0.77060089,0.00712901,0.03682814,0.38066037,0.98618444,0.15875943,0.00000000
-5.00350175,2.00905819,0.27283111,0.78128526,0.00752009,0.03638734,0.38666705,0.99833049,0.16342648,0.00000000
-4.99749875,2.03756276,0.27788125,0.79338045,0.00790101,0.03586408,0.39165183,1.00985322,0.16778371,0.00000000
-4.99149575,2.06562371,0.28298103,0.80673015,0.00826646,0.03525969,0.39547983,1.02012572,0.17175655,0.00000000
-4.98549275,2.09240065,0.28802886,0.82117533,0.00861100,0.03457752,0.39804125,1.02854085,0.17527673,0.00000000
-4.97948974,2.11710408,0.29292621,0.83655938,0.00892920,0.03382294,0.39925571,1.03453106,0.17828430,0.00000000
-4.97348674,2.13902146,0.29758125,0.85273279,0.00921579,0.03300338,0.39907586,1.03758724,0.18072953,0.00000000
-4.96748374,2.15754046,0.30191218,0.86955724,0.00946579,0.03212823,0.39748972,1.03727583,0.18257453,0.00000000
-4.96148074,2.17216865,0.30585017,0.88690886,0.00967470,0.03120861,0.39452202,1.03325339,0.18379451,0.00000000
-4.95547774,2.18254856,0.30934183,0.90468056,0.00983861,0.03025721,0.39023409,1.02527809,0.18437869,0.00000000
-4.94947474,2.18846767,0.31235094,0.92278351,0.00995430,0.02928793,0.38472260,1.01321758,0.18433078,0.00000000
-4.94347174,2.18986288,0.31485956,0.94114747,0.01001941,0.02831558,0.37811695,0.99705303,0.18366895,0.00000000
-4.93746873,2.18681951,0.31686836,0.95972029,0.01003246,0.02735550,0.37057560,0.97687906,0.18242540,0.00000000
-4.93146573,2.17956481,0.31839622,0.97846652,0.00999292,0.02642318,0.36228135,0.95289982,0.18064552,0.00000000
-4.92546273,2.16845675,0.31947914,0.99736536,0.00990126,0.02553394,0.35343596,0.92542139,0.17838656,0.00000000
-4.91945973,2.15396853,0.32016853,1.01640804,0.00975889,0.02470259,0.34425415,0.89484096,0.17571617,0.00000000
-4.91345673,2.13666998,0.32052902,1.03559500,0.00956821,0.02394314,0.33495745,0.86163339,0.17271049,0.00000000
-4.90745373,2.11720662,0.32063587,1.05493296,0.00933244,0.02326861,0.32576804,0.82633578,0.16945224,0.00000000
-4.90145073,2.09627768,0.32057219,1.07443221,0.00905560,0.02269088,0.31690286,0.78953085,0.16602872,0.00000000
-4.89544772,2.07461410,0.32042606,1.09410427,0.00874239,0.02222062,0.30856833,0.75182992,0.16252973,0.00000000
-4.88944472,2.05295737,0.32028777,1.11396006,0.00839803,0.02186724,0.30095575,0.71385598,0.15904577,0.00000000
-4.88344172,2.03204021,0.32024719,1.13400868,0.00802814,0.02163901,0.29423756,0.67622790,0.15566624,0.00000000
-4.87743872,2.01256958,0.32039151,1.15425690,0.00763857,0.02154310,0.28856458,0.63954585,0.15247798,0.00000000
-4.87143572,1.99521244,0.32080331,1.17470909,0.00723526,0.02158572,0.28406429,0.60437870,0.14956392,0.00000000
-4.86543272,1.98058442,0.32155902,1.19536775,0.00682411,0.02177227,0.28083988,0.57125347,0.14700211,0.00000000
-4.85942971,1.96924123,0.32272777,1.21623417,0.00641079,0.02210745,0.27897034,0.54064698,0.14486487,0.00000000
-4.85342671,1.96167257,0.32437055,1.23730916,0.00600065,0.02259537,0.27851108,0.51297968,0.14321815,0.00000000
-4.84742371,1.95829795,0.32653973,1.25859352,0.00559862,0.02323954,0.27949511,0.48861151,0.14212106,0.00000000
-4.84142071,1.95946405,0.32927862,1.28008811,0.00520909,0.02404288,0.28193458,0.46783947,0.14162544,0.00000000
-4.83541771,1.96544278,0.33262119,1.30179305,0.00483588,0.02500756,0.28582230,0.45089677,0.14177550,0.00000000
-4.82941471,1.97642970,0.33659176,1.32370629,0.00448216,0.02613484,0.29113329,0.43795304,0.14260739,0.00000000
-4.82341171,1.99254223,0.34120460,1.34582119,0.00415046,0.02742477,0.29782600,0.42911535,0.14414874,0.00000000
-4.81740870,2.01381748,0.34646327,1.36812325,0.00384270,0.02887581,0.30584323,0.42442975,0.14641806,0.00000000
-4.81140570,2.04020955,0.35235990,1.39058628,0.00356015,0.03048443,0.31511257,0.42388314,0.14942412,0.00000000
-4.80540270,2.07158646,0.35887423,1.41316808,0.00330357,0.03224468,0.32554650,0.42740525,0.15316520,0.00000000
-4.79939970,2.10772721,0.36597256,1.43580619,0.00307320,0.03414769,0.33704207,0.43487072,0.15762838,0.00000000
-4.79339670,2.14831932,0.37360666,1.45841402,0.00286888,0.03618134,0.34948036,0.44610128,0.16278878,0.00000000
-4.78739370,2.19295782,0.38171287,1.48087795,0.00269016,0.03832983,0.36272593,0.46086818,0.16860906,0.00000000
-4.78139070,2.24114618,0.39021141,1.50305578,0.00253634,0.04057353,0.37662635,0.47889502,0.17503905,0.00000000
-4.77538769,2.29230029,0.39900613,1.52477710,0.00240662,0.04288881,0.39101212,0.49986120,0.18201576,0.00000000
-4.76938469,2.34575592,0.40798493,1.54584583,0.00230020,0.04524821,0.40569712,0.52340622,0.18946375,0.00000000
-4.76338169,2.40078037,0.41702086,1.56604524,0.00221632,0.04762063,0.42047990,0.54913498,0.19729609,0.00000000
-4.75737869,2.45658861,0.42597409,1.58514547,0.00215441,0.04997190,0.43514583,0.57662434,0.20541578,0.00000000
-4.75137569,2.51236381,0.43469478,1.60291355,0.00211410,0.05226539,0.44947029,0.60543091,0.21371777,0.00000000
-4.74537269,2.56728218,0.44302689,1.61912555,0.00209530,0.05446291,0.46322288,0.63510020,0.22209154,0.00000000
-4.73936968,2.62054125,0.45081279,1.63358047,0.00209824,0.05652580,0.47617261,0.66517682,0.23042418,0.00000000
-4.73336668,2.67139073,0.45789858,1.64611522,0.00212347,0.05841606,0.48809397,0.69521570,0.23860388,0.00000000
-4.72736368,2.71916469,0.46413997,1.65661989,0.00217183,0.06009764,0.49877351,0.72479391,0.24652360,0.00000000
-4.72136068,2.76331360,0.46940838,1.66505262,0.00224449,0.06153775,0.50801692,0.75352266,0.25408499,0.00000000
-4.71535768,2.80343454,0.47359704,1.67145292,0.00234279,0.06270814,0.51565596,0.78105897,0.26120211,0.00000000
-4.70935468,2.83929795,0.47662678,1.67595291,0.00246828,0.06358629,0.52155516,0.80711662,0.26780493,0.00000000
-4.70335168,2.87086945,0.47845114,1.67878536,0.00262253,0.06415645,0.52561775,0.83147565,0.27384232,0.00000000
-4.69734867,2.89832513,0.47906054,1.68028810,0.00280709,0.06441054,0.52779047,0.85399004,0.27928439,0.00000000
-4.69134567,2.92205928,0.47848532,1.68090417,0.00302334,0.06434869,0.52806709,0.87459316,0.28412410,0.00000000
-4.68534267,2.94268373,0.47679723,1.68117748,0.00327237,0.06397963,0.52649025,0.89330044,0.28837779,0.00000000
-4.67933967,2.96101845,0.47410949,1.68174397,0.00355484,0.06332066,0.52315154,0.91020929,0.29208487,0.00000000
-4.67333667,2.97807339,0.47057518,1.68331831,0.00387090,0.06239743,0.51818967,0.92549591,0.29530644,0.00000000
-4.66733367,2.99502207,0.46638398,1.68667676,0.00421999,0.06124327,0.51178688,0.93940920,0.29812294,0.00000000
-4.66133067,3.01316790,0.46175748,1.69263672,0.00460084,0.05989836,0.50416360,0.95226184,0.30063092,0.00000000
-4.65532766,3.03390449,0.45694309,1.70203376,0.00501131,0.05840858,0.49557165,0.96441887,0.30293914,0.00000000
-4.64932466,3.05867142,0.45220695,1.71569722,0.00544838,0.05682416,0.48628627,0.97628421,0.30516406,0.00000000
-4.64332166,3.08890748,0.44782588,1.73442517,0.00590815,0.05519819,0.47659724,0.98828555,0.30742504,0.00000000
