energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down
-5.83791896,4.02639549,-4.02639555,0.08107049,-0.08107047,0.88517339,-0.88517342,1.23325490,-1.23325487,1.15641371,-1.15641379,0.01931180,-0.01931180,0.97777157,-0.97777167,0.12519619,-0.12519623,0.09732233,-0.09732227
-5.83191596,4.05051372,-4.05051379,0.07679112,-0.07679110,0.88322647,-0.88322650,1.25925199,-1.25925196,1.12538926,-1.12538933,0.01916908,-0.01916909,1.00057050,-1.00057060,0.12357843,-0.12357846,0.09981203,-0.09981197
-5.82591296,4.06664511,-4.06664517,0.07252331,-0.07252329,0.88073856,-0.88073859,1.28306977,-1.28306974,1.09418531,-1.09418539,0.01898710,-0.01898710,1.01951470,-1.01951480,0.12206198,-0.12206201,0.10183552,-0.10183546
-5.81990995,4.07472875,-4.07472882,0.06833157,-0.06833155,0.87784910,-0.87784913,1.30442219,-1.30442216,1.06339481,-1.06339489,0.01877552,-0.01877552,1.03427628,-1.03427639,0.12069053,-0.12069056,0.10335611,-0.10335605
-5.81390695,4.07477080,-4.07477086,0.06427658,-0.06427656,0.87467454,-0.87467458,1.32302758,-1.32302755,1.03356982,-1.03356990,0.01854447,-0.01854447,1.04460153,-1.04460164,0.11950326,-0.11950328,0.10434589,-0.10434583
-5.80790395,4.06684810,-4.06684816,0.06041381,-0.06041378,0.87130469,-0.87130472,1.33861552,-1.33861549,1.00520753,-1.00520760,0.01830433,-0.01830433,1.05032039,-1.05032049,0.11853358,-0.11853360,0.10478677,-0.10478671
-5.80190095,4.05110981,-4.05110986,0.05679230,-0.05679227,0.86780008,-0.86780011,1.35093374,-1.35093371,0.97873813,-0.97873819,0.01806542,-0.01806542,1.05135306,-1.05135317,0.11780807,-0.11780809,0.10467129,-0.10467123
-5.79589795,4.02777661,-4.02777666,0.05345365,-0.05345362,0.86419051,-0.86419054,1.35975474,-1.35975471,0.95451488,-0.95451494,0.01783776,-0.01783776,1.04771348,-1.04771358,0.11734547,-0.11734548,0.10400301,-0.10400295
-5.78989495,3.99713742,-3.99713746,0.05043124,-0.05043122,0.86047475,-0.86047478,1.36488194,-1.36488191,0.93280673,-0.93280678,0.01763084,-0.01763084,1.03950935,-1.03950944,0.11715602,-0.11715603,0.10279657,-0.10279651
-5.78389195,3.95954358,-3.95954361,0.04774972,-0.04774970,0.85662142,-0.85662144,1.36615512,-1.36615509,0.91379351,-0.91379357,0.01745339,-0.01745339,1.02693887,-1.02693896,0.11724101,-0.11724102,0.10107738,-0.10107732
-5.77788894,3.91540094,-3.91540097,0.04542471,-0.04542469,0.85257096,-0.85257098,1.36345508,-1.36345505,0.89756408,-0.89756412,0.01731321,-0.01731321,1.01028428,-1.01028437,0.11759263,-0.11759264,0.09888087,-0.09888082
-5.77188594,3.86516033,-3.86516036,0.04346281,-0.04346279,0.84823878,-0.84823880,1.35670731,-1.35670729,0.88411712,-0.88411716,0.01721701,-0.01721701,0.98990254,-0.98990263,0.11819418,-0.11819418,0.09625153,-0.09625148
-5.76588294,3.80930716,-3.80930718,0.04186185,-0.04186183,0.84351933,-0.84351935,1.34588482,-1.34588480,0.87336485,-0.87336489,0.01717031,-0.01717031,0.96621377,-0.96621385,0.11902061,-0.11902061,0.09324154,-0.09324149
-5.75987994,3.74835090,-3.74835092,0.04061132,-0.04061130,0.83829111,-0.83829113,1.33100993,-1.33100991,0.86513936,-0.86513939,0.01717744,-0.01717744,0.93968800,-0.93968808,0.12003947,-0.12003947,0.08990929,-0.08990925
-5.75387694,3.68281557,-3.68281558,0.03969308,-0.03969306,0.83242239,-0.83242241,1.31215531,-1.31215529,0.85920131,-0.85920134,0.01724151,-0.01724151,0.91083102,-0.91083109,0.12121215,-0.12121215,0.08631773,-0.08631769
-5.74787394,3.61323189,-3.61323190,0.03908219,-0.03908218,0.82577762,-0.82577764,1.28944418,-1.28944416,0.85525101,-0.85525103,0.01736448,-0.01736449,0.88017002,-0.88017008,0.12249552,-0.12249551,0.08253260,-0.08253256
-5.74187094,3.54013209,-3.54013209,0.03874800,-0.03874798,0.81822415,-0.81822417,1.26304984,-1.26304982,0.85294114,-0.85294116,0.01754736,-0.01754736,0.84823982,-0.84823987,0.12384379,-0.12384378,0.07862082,-0.07862079
-5.73586793,3.46404774,-3.46404775,0.03865520,-0.03865519,0.80963923,-0.80963925,1.23319457,-1.23319456,0.85189114,-0.85189115,0.01779029,-0.01779029,0.81557030,-0.81557035,0.12521065,-0.12521064,0.07464887,-0.07464884
-5.72986493,3.38551117,-3.38551117,0.03876514,-0.03876513,0.79991696,-0.79991698,1.20014802,-1.20014801,0.85170244,-0.85170245,0.01809285,-0.01809285,0.78267567,-0.78267571,0.12655157,-0.12655157,0.07068138,-0.07068135
-5.72386193,3.30506023,-3.30506023,0.03903705,-0.03903703,0.78897496,-0.78897497,1.16422500,-1.16422500,0.85197431,-0.85197431,0.01845426,-0.01845426,0.75004588,-0.75004592,0.12782620,-0.12782619,0.06677995,-0.06677993
-5.71785893,3.22324635,-3.22324636,0.03942934,-0.03942933,0.77676045,-0.77676046,1.12578284,-1.12578284,0.85231955,-0.85231956,0.01887370,-0.01887370,0.71814060,-0.71814063,0.12900067,-0.12900067,0.06300223,-0.06300221
-5.71185593,3.14064511,-3.14064512,0.03990090,-0.03990089,0.76325560,-0.76325562,1.08521815,-1.08521815,0.85237974,-0.85237974,0.01935055,-0.01935055,0.68738570,-0.68738573,0.13004996,-0.13004996,0.05940128,-0.05940126
-5.70585293,3.05786848,-3.05786850,0.04041225,-0.04041224,0.74848178,-0.74848179,1.04296295,-1.04296296,0.85183911,-0.85183912,0.01988469,-0.01988469,0.65817227,-0.65817230,0.13095991,-0.13095990,0.05602521,-0.05602519
-5.69984992,2.97557776,-2.97557778,0.04092663,-0.04092662,0.73250246,-0.73250248,0.99948030,-0.99948031,0.85043694,-0.85043695,0.02047672,-0.02047672,0.63085787,-0.63085789,0.13172902,-0.13172901,0.05291711,-0.05291710
-5.69384692,2.89449581,-2.89449583,0.04141095,-0.04141094,0.71542479,-0.71542481,0.95525907,-0.95525909,0.84797759,-0.84797760,0.02112815,-0.02112815,0.60576967,-0.60576969,0.13236989,-0.13236989,0.05011523,-0.05011521
-5.68784392,2.81541753,-2.81541756,0.04183657,-0.04183657,0.69739943,-0.69739945,0.91080818,-0.91080819,0.84433807,-0.84433808,0.02184157,-0.02184157,0.58320903,-0.58320905,0.13291021,-0.13291020,0.04765329,-0.04765328
-5.68184092,2.73921737,-2.73921740,0.04217986,-0.04217986,0.67861884,-0.67861886,0.86665002,-0.86665004,0.83947265,-0.83947266,0.02262068,-0.02262068,0.56345700,-0.56345701,0.13339316,-0.13339316,0.04556107,-0.04556106
-5.67583792,2.66685279,-2.66685283,0.04242258,-0.04242258,0.65931390,-0.65931392,0.82331335,-0.82331337,0.83341450,-0.83341451,0.02347033,-0.02347033,0.54678008,-0.54678009,0.13387746,-0.13387746,0.04386498,-0.04386497
-5.66983492,2.59936303,-2.59936307,0.04255203,-0.04255203,0.63974897,-0.63974899,0.78132563,-0.78132565,0.82627410,-0.82627412,0.02439641,-0.02439641,0.53343589,-0.53343590,0.13443667,-0.13443667,0.04258873,-0.04258872
-5.66383192,2.53786262,-2.53786266,0.04256101,-0.04256101,0.62021563,-0.62021565,0.74120497,-0.74120499,0.81823481,-0.81823482,0.02540570,-0.02540570,0.52367803,-0.52367803,0.13515807,-0.13515807,0.04175397,-0.04175396
-5.65782891,2.48352955,-2.48352959,0.04244752,-0.04244752,0.60102523,-0.60102525,0.70345193,-0.70345194,0.80954549,-0.80954550,0.02650569,-0.02650569,0.51775984,-0.51775984,0.13614097,-0.13614097,0.04138088,-0.04138087
-5.65182591,2.43758821,-2.43758825,0.04221439,-0.04221439,0.58250070,-0.58250072,0.66854137,-0.66854139,0.80051087,-0.80051089,0.02770423,-0.02770423,0.51593672,-0.51593672,0.13749449,-0.13749449,0.04148863,-0.04148863
-5.64582291,2.40128770,-2.40128774,0.04186865,-0.04186865,0.56496773,-0.56496775,0.63691458,-0.63691460,0.79147995,-0.79147997,0.02900931,-0.02900931,0.51846670,-0.51846670,0.13933500,-0.13933500,0.04209574,-0.04209573
-5.63981991,2.37587616,-2.37587619,0.04142086,-0.04142086,0.54874594,-0.54874596,0.60897193,-0.60897194,0.78283296,-0.78283298,0.03042862,-0.03042862,0.52560925,-0.52560924,0.14178309,-0.14178308,0.04322020,-0.04322020
-5.63381691,2.36257218,-2.36257221,0.04088434,-0.04088434,0.53414020,-0.53414022,0.58506626,-0.58506628,0.77496766,-0.77496768,0.03196926,-0.03196926,0.53762220,-0.53762219,0.14496032,-0.14496031,0.04487955,-0.04487954
-5.62781391,2.36253447,-2.36253450,0.04027442,-0.04027442,0.52143249,-0.52143251,0.56549732,-0.56549734,0.76828543,-0.76828544,0.03363737,-0.03363737,0.55475709,-0.55475708,0.14898575,-0.14898575,0.04709064,-0.04709064
-5.62181091,2.37683099,-2.37683100,0.03960762,-0.03960762,0.51087469,-0.51087471,0.55050726,-0.55050726,0.76317782,-0.76317784,0.03543783,-0.03543783,0.57725292,-0.57725290,0.15397240,-0.15397239,0.04986937,-0.04986937
-5.61580790,2.40640873,-2.40640874,0.03890094,-0.03890094,0.50268241,-0.50268243,0.54027736,-0.54027737,0.76001417,-0.76001419,0.03737397,-0.03737397,0.60532877,-0.60532875,0.16002359,-0.16002358,0.05323017,-0.05323017
-5.60980490,2.45206561,-2.45206561,0.03817128,-0.03817128,0.49703019,-0.49703020,0.53492622,-0.53492622,0.75913063,-0.75913065,0.03944737,-0.03944737,0.63917565,-0.63917563,0.16722951,-0.16722950,0.05718549,-0.05718548
-5.60380190,2.51442529,-2.51442527,0.03743487,-0.03743487,0.49404809,-0.49404810,0.53450916,-0.53450916,0.76082114,-0.76082116,0.04165771,-0.04165771,0.67894792,-0.67894790,0.17566387,-0.17566386,0.06174508,-0.06174508
-5.59779890,2.59391623,-2.59391620,0.03670689,-0.03670689,0.49381980,-0.49381981,0.53901904,-0.53901904,0.76533053,-0.76533054,0.04400269,-0.04400269,0.72475475,-0.72475472,0.18538088,-0.18538086,0.06691542,-0.06691542
-5.59179590,2.69075560,-2.69075556,0.03600128,-0.03600128,0.49638227,-0.49638228,0.54838839,-0.54838839,0.77284988,-0.77284989,0.04647804,-0.04647804,0.77665217,-0.77665214,0.19641258,-0.19641256,0.07269901,-0.07269900
-5.58579290,2.80493879,-2.80493874,0.03533055,-0.03533056,0.50172672,-0.50172672,0.56249267,-0.56249267,0.78351429,-0.78351429,0.04907760,-0.04907760,0.83463608,-0.83463604,0.20876666,-0.20876664,0.07909376,-0.07909376
-5.57978989,2.93623492,-2.93623486,0.03470589,-0.03470589,0.50980097,-0.50980097,0.58115470,-0.58115469,0.79740283,-0.79740283,0.05179346,-0.05179346,0.89863658,-0.89863654,0.22242484,-0.22242481,0.08609258,-0.08609257
-5.57378689,3.08418860,-3.08418853,0.03413721,-0.03413721,0.52051302,-0.52051302,0.60414999,-0.60414998,0.81454067,-0.81454066,0.05461619,-0.05461619,0.96851410,-0.96851406,0.23734186,-0.23734184,0.09368296,-0.09368295
-5.56778389,3.24812788,-3.24812779,0.03363341,-0.03363341,0.53373550,-0.53373550,0.63121293,-0.63121291,0.83490292,-0.83490292,0.05753511,-0.05753511,1.04405752,-1.04405747,0.25344522,-0.25344518,0.10184683,-0.10184683
-5.56178089,3.42717810,-3.42717800,0.03320263,-0.03320263,0.54931100,-0.54931099,0.66204359,-0.66204357,0.85842014,-0.85842013,0.06053862,-0.06053862,1.12498438,-1.12498433,0.27063558,-0.27063554,0.11056057,-0.11056057
-5.55577789,3.62028126,-3.62028115,0.03285253,-0.03285254,0.56705790,-0.56705790,0.69631503,-0.69631501,0.88498483,-0.88498481,0.06361449,-0.06361449,1.21094342,-1.21094336,0.28878808,-0.28878804,0.11979519,-0.11979519
-5.54977489,3.82622000,-3.82621989,0.03259059,-0.03259059,0.58677662,-0.58677661,0.73368089,-0.73368087,0.91445879,-0.91445876,0.06675028,-0.06675028,1.30151910,-1.30151904,0.30775431,-0.30775427,0.12951676,-0.12951675
-5.54377189,4.04364527,-4.04364515,0.03242431,-0.03242431,0.60825589,-0.60825588,0.77378300,-0.77378298,0.94668071,-0.94668068,0.06993366,-0.06993366,1.39623816,-1.39623810,0.32736509,-0.32736505,0.13968690,-0.13968689
-5.53776888,4.27110651,-4.27110638,0.03236142,-0.03236142,0.63127901,-0.63127900,0.81625890,-0.81625888,0.98147376,-0.98147373,0.07315273,-0.07315273,1.49457761,-1.49457755,0.34743396,-0.34743392,0.15026350,-0.15026350
-5.53176588,4.50708288,-4.50708275,0.03240996,-0.03240996,0.65562974,-0.65562973,0.86074892,-0.86074890,1.01865262,-1.01865258,0.07639630,-0.07639629,1.59597395,-1.59597389,0.36776117,-0.36776113,0.16120149,-0.16120149
-5.52576288,4.75001412,-4.75001397,0.03257827,-0.03257827,0.68109765,-0.68109763,0.90690262,-0.90690260,1.05802965,-1.05802961,0.07965413,-0.07965412,1.69983278,-1.69983272,0.38813824,-0.38813819,0.17245355,-0.17245355
-5.51975988,4.99832928,-4.99832914,0.03287489,-0.03287488,0.70748271,-0.70748269,0.95438430,-0.95438428,1.09941995,-1.09941991,0.08291705,-0.08291705,1.80553849,-1.80553843,0.40835270,-0.40835265,0.18397088,-0.18397088
-5.51375688,5.25047208,-5.25047193,0.03330831,-0.03330831,0.73459902,-0.73459900,1.00287738,-1.00287735,1.14264489,-1.14264484,0.08617701,-0.08617701,1.91246318,-1.91246311,0.42819302,-0.42819297,0.19570379,-0.19570378
-5.50775388,5.50492113,-5.50492097,0.03388673,-0.03388673,0.76227739,-0.76227737,1.05208737,-1.05208735,1.18753397,-1.18753392,0.08942703,-0.08942703,2.01997436,-2.01997429,0.44745339,-0.44745334,0.20760211,-0.20760211
-5.50175088,5.76020411,-5.76020395,0.03461760,-0.03461760,0.79036670,-0.79036668,1.10174336,-1.10174334,1.23392495,-1.23392489,0.09266101,-0.09266101,2.12744093,-2.12744086,0.46593822,-0.46593817,0.21961547,-0.21961546
-5.49574787,6.01490506,-6.01490490,0.03550720,-0.03550720,0.81873405,-0.81873403,1.15159778,-1.15159775,1.28166211,-1.28166205,0.09587344,-0.09587344,2.23423700,-2.23423693,0.48346614,-0.48346609,0.23169315,-0.23169314
-5.48974487,6.26766424,-6.26766408,0.03656017,-0.03656017,0.84726346,-0.84726344,1.20142452,-1.20142449,1.33059279,-1.33059272,0.09905899,-0.09905899,2.33974351,-2.33974344,0.49987338,-0.49987333,0.24378384,-0.24378384
-5.48374187,6.51717092,-6.51717077,0.03777901,-0.03777901,0.87585345,-0.87585342,1.25101549,-1.25101546,1.38056232,-1.38056225,0.10221205,-0.10221205,2.44334756,-2.44334749,0.51501626,-0.51501622,0.25583502,-0.25583501
-5.47773887,6.76214970,-6.76214954,0.03916362,-0.03916362,0.90441328,-0.90441325,1.30017569,-1.30017566,1.43140770,-1.43140763,0.10532612,-0.10532613,2.54443973,-2.54443967,0.52877293,-0.52877289,0.26779215,-0.26779215
-5.47173587,7.00134151,-7.00134136,0.04071087,-0.04071087,0.93285833,-0.93285831,1.34871719,-1.34871716,1.48295035,-1.48295027,0.10839322,-0.10839322,2.64240997,-2.64240991,0.54104406,-0.54104402,0.27959774,-0.27959773
-5.46573287,7.23348127,-7.23348113,0.04241429,-0.04241429,0.96110466,-0.96110463,1.39645229,-1.39645226,1.53498836,-1.53498828,0.11140323,-0.11140323,2.73664244,-2.73664238,0.55175275,-0.55175272,0.29119025,-0.29119024
-5.45972986,7.45727410,-7.45727396,0.04426381,-0.04426381,0.98906312,-0.98906309,1.44318637,-1.44318634,1.58728889,-1.58728881,0.11434332,-0.11434333,2.82651039,-2.82651033,0.56084356,-0.56084353,0.30250315,-0.30250315
-5.45372686,7.67137259,-7.67137245,0.04624566,-0.04624565,1.01663344,-1.01663341,1.48871099,-1.48871096,1.63958115,-1.63958107,0.11719746,-0.11719746,2.91137176,-2.91137170,0.56828086,-0.56828083,0.31346403,-0.31346402
-5.44772386,7.87435768,-7.87435755,0.04834235,-0.04834234,1.04369859,-1.04369857,1.53279760,-1.53279757,1.69155060,-1.69155051,0.11994597,-0.11994597,2.99056641,-2.99056635,0.57404664,-0.57404663,0.32399396,-0.32399395
-5.44172086,8.06472541,-8.06472529,0.05053285,-0.05053285,1.07011982,-1.07011980,1.57519250,-1.57519246,1.74283486,-1.74283477,0.12256532,-0.12256532,3.06341586,-3.06341580,0.57813809,-0.57813808,0.33400731,-0.33400731
-5.43571786,8.24088170,-8.24088158,0.05279287,-0.05279287,1.09573280,-1.09573277,1.61561348,-1.61561344,1.79302184,-1.79302175,0.12502811,-0.12502811,3.12922614,-3.12922608,0.58056491,-0.58056490,0.34341196,-0.34341196
-5.42971486,8.40114674,-8.40114663,0.05509521,-0.05509521,1.12034511,-1.12034509,1.65374846,-1.65374843,1.84165038,-1.84165029,0.12730328,-0.12730328,3.18729418,-3.18729413,0.58134677,-0.58134677,0.35211003,-0.35211003
-5.42371186,8.54377007,-8.54376997,0.05741033,-0.05741033,1.14373547,-1.14373545,1.68925645,-1.68925641,1.88821363,-1.88821355,0.12935651,-0.12935652,3.23691807,-3.23691802,0.58051111,-0.58051111,0.35999921,-0.35999920
-5.41770885,8.66695644,-8.66695635,0.05970690,-0.05970690,1.16565468,-1.16565466,1.72177081,-1.72177077,1.93216534,-1.93216526,0.13115099,-0.13115100,3.27741089,-3.27741083,0.57809118,-0.57809119,0.36697463,-0.36697462
-5.41170585,8.76890209,-8.76890200,0.06195250,-0.06195249,1.18582855,-1.18582853,1.75090494,-1.75090489,1.97292875,-1.97292867,0.13264827,-0.13264828,3.30811781,-3.30811776,0.57412476,-0.57412478,0.37293123,-0.37293122
-5.40570285,8.84784007,-8.84784000,0.06411428,-0.06411428,1.20396264,-1.20396262,1.77626011,-1.77626006,2.00990810,-2.00990803,0.13380944,-0.13380944,3.32843582,-3.32843577,0.56865336,-0.56865337,0.37776660,-0.37776660
-5.39969985,8.90209271,-8.90209266,0.06615971,-0.06615971,1.21974869,-1.21974868,1.79743511,-1.79743506,2.04250212,-2.04250206,0.13459638,-0.13459639,3.33783500,-3.33783496,0.56172202,-0.56172204,0.38138410,-0.38138410
-5.39369685,8.93012864,-8.93012860,0.06805726,-0.06805726,1.23287259,-1.23287258,1.81403735,-1.81403729,2.07011914,-2.07011908,0.13497319,-0.13497320,3.33588034,-3.33588030,0.55337970,-0.55337973,0.38369616,-0.38369616
-5.38769385,8.93062150,-8.93062147,0.06977703,-0.06977703,1.24302336,-1.24302335,1.82569479,-1.82569473,2.09219306,-2.09219301,0.13490762,-0.13490763,3.32225285,-3.32225281,0.54368008,-0.54368011,0.38462763,-0.38462762
-5.38169085,8.90250728,-8.90250727,0.07129140,-0.07129140,1.24990295,-1.24990295,1.83206832,-1.83206825,2.10819973,-2.10819970,0.13437244,-0.13437245,3.29676877,-3.29676874,0.53268270,-0.53268274,0.38411892,-0.38411891
-5.37568784,8.84503730,-8.84503730,0.07257551,-0.07257551,1.25323635,-1.25323636,1.83286374,-1.83286368,2.11767289,-2.11767286,0.13334680,-0.13334681,3.25939573,-3.25939569,0.52045439,-0.52045442,0.38212890,-0.38212890
-5.36968484,8.75782392,-8.75782394,0.07360772,-0.07360772,1.25278147,-1.25278149,1.82784315,-1.82784308,2.12021900,-2.12021898,0.13181734,-0.13181735,3.21026486,-3.21026483,0.50707066,-0.50707069,0.37863726,-0.37863726
-5.36368184,8.64087680,-8.64087684,0.07436998,-0.07436998,1.24833856,-1.24833858,1.81683488,-1.81683481,2.11553067,-2.11553066,0.12977911,-0.12977912,3.14967822,-3.14967819,0.49261717,-0.49261721,0.37364632,-0.37364631
-5.35767884,8.49462783,-8.49462789,0.07484809,-0.07484808,1.23975855,-1.23975858,1.79974191,-1.79974184,2.10339778,-2.10339778,0.12723625,-0.12723626,3.07811093,-3.07811090,0.47719096,-0.47719100,0.36718210,-0.36718210
-5.35167584,8.31994361,-8.31994369,0.07503186,-0.07503185,1.22695019,-1.22695022,1.77654821,-1.77654814,2.08371636,-2.08371637,0.12420229,-0.12420230,2.99620799,-2.99620797,0.46090139,-0.46090143,0.35929476,-0.35929475
-5.34567284,8.11812519,-8.11812529,0.07491528,-0.07491528,1.20988553,-1.20988556,1.74732299,-1.74732292,2.05649457,-2.05649460,0.12070019,-0.12070020,2.90477587,-2.90477585,0.44387083,-0.44387087,0.35005812,-0.35005811
