energy_ev,total_up,Ag_p_up,Ag_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.51375688,0.75928563,0.26038796,0.49231224,0.06799383,0.08955937,0.00515254,0.01832413,0.01537744,0.06985028
-5.50775388,0.69972200,0.23295903,0.45796393,0.06308569,0.08152102,0.00469998,0.01676624,0.01394191,0.06262222
-5.50175088,0.65037664,0.20806091,0.43064745,0.05909643,0.07458064,0.00430215,0.01540856,0.01270591,0.05611687
-5.49574787,0.61164987,0.18581942,0.41065649,0.05606401,0.06877213,0.00396189,0.01426313,0.01167581,0.05036160
-5.48974487,0.58382305,0.16631003,0.39821123,0.05401353,0.06411430,0.00368123,0.01333871,0.01085597,0.04537098
-5.48374187,0.56706423,0.14956259,0.39346004,0.05295783,0.06061182,0.00346135,0.01264097,0.01024888,0.04114807
-5.47773887,0.56143425,0.13556672,0.39648146,0.05289829,0.05825629,0.00330264,0.01217277,0.00985534,0.03768585
-5.47173587,0.56689304,0.12427744,0.40728603,0.05382560,0.05702744,0.00320479,0.01193451,0.00967454,0.03496874
-5.46573287,0.58330577,0.11562095,0.42581803,0.05572067,0.05689433,0.00316680,0.01192443,0.00970417,0.03297420
-5.45972986,0.61044854,0.10949998,0.45195700,0.05855546,0.05781653,0.00318706,0.01213900,0.00994054,0.03167427
-5.45372686,0.64801376,0.10579892,0.48551904,0.06229394,0.05974530,0.00326343,0.01257325,0.01037856,0.03103701
-5.44772386,0.69561518,0.10438833,0.52625833,0.06689304,0.06262474,0.00339331,0.01322113,0.01101177,0.03102791
-5.44172086,0.75279288,0.10512882,0.57386867,0.07230368,0.06639291,0.00357367,0.01407584,0.01183233,0.03161109
-5.43571786,0.81901844,0.10787432,0.62798571,0.07847187,0.07098287,0.00380114,0.01513013,0.01283096,0.03275042
-5.42971486,0.89370051,0.11247477,0.68818983,0.08533981,0.07632375,0.00407205,0.01637661,0.01399689,0.03441044
-5.42371186,0.97619113,0.11877818,0.75400991,0.09284720,0.08234186,0.00438251,0.01780798,0.01531784,0.03655714
-5.41770885,1.06579285,0.12663223,0.82492825,0.10093241,0.08896173,0.00472846,0.01941725,0.01677993,0.03915859
-5.41170585,1.16176669,0.13588548,0.90038652,0.10953378,0.09610716,0.00510570,0.02119791,0.01836775,0.04218537
-5.40570285,1.26334094,0.14638822,0.97979280,0.11859083,0.10370227,0.00550997,0.02314400,0.02006436,0.04561085
-5.39969985,1.36972055,0.15799312,1.06252931,0.12804534,0.11167250,0.00593700,0.02525018,0.02185138,0.04941132
-5.39369685,1.48009661,0.17055572,1.14796080,0.13784231,0.11994549,0.00638253,0.02751167,0.02370915,0.05356591
-5.38769385,1.59365571,0.18393479,1.23544296,0.14793056,0.12845188,0.00684238,0.02992413,0.02561697,0.05805631
-5.38169085,1.70958847,0.19799260,1.32433064,0.15826315,0.13712588,0.00731249,0.03248343,0.02755334,0.06286640
-5.37568784,1.82709684,0.21259529,1.41398518,0.16879729,0.14590568,0.00778891,0.03518536,0.02949634,0.06798159
-5.36968484,1.94539962,0.22761304,1.50378066,0.17949398,0.15473353,0.00826786,0.03802524,0.03142397,0.07338811
-5.36368184,2.06373599,0.24292035,1.59310854,0.19031714,0.16355564,0.00874572,0.04099747,0.03331460,0.07907208
-5.35767884,2.18136665,0.25839634,1.68138066,0.20123247,0.17232171,0.00921904,0.04409501,0.03514741,0.08501855
-5.35167584,2.29757286,0.27392495,1.76803024,0.21220593,0.18098430,0.00968453,0.04730888,0.03690286,0.09121041
-5.34567284,2.41165333,0.28939525,1.85251129,0.22320207,0.18949792,0.01013906,0.05062765,0.03856310,0.09762739
-5.33966983,2.52291970,0.30470178,1.93429643,0.23418225,0.19781802,0.01057963,0.05403696,0.04011240,0.10424506
-5.33366683,2.63069110,0.31974488,2.01287383,0.24510297,0.20589989,0.01100334,0.05751918,0.04153755,0.11103401
-5.32766383,2.73428875,0.33443121,2.08774353,0.25591445,0.21369765,0.01140742,0.06105315,0.04282809,0.11795920
-5.32166083,2.83303143,0.34867429,2.15841411,0.26655949,0.22116335,0.01178920,0.06461413,0.04397666,0.12497965
-5.31565783,2.92623293,0.36239525,2.22440024,0.27697306,0.22824633,0.01214609,0.06817392,0.04497907,0.13204840
-5.30965483,3.01320216,0.37552364,2.28522184,0.28708236,0.23489294,0.01247564,0.07170123,0.04583440,0.13911289
-5.30365183,3.09324682,0.38799851,2.34040545,0.29680772,0.24104672,0.01277554,0.07516223,0.04654499,0.14611572
-5.29764882,3.16568100,0.39976945,2.38948813,0.30606419,0.24664895,0.01304367,0.07852131,0.04711635,0.15299580
-5.29164582,3.22983688,0.41079785,2.43202428,0.31476387,0.25163977,0.01327817,0.08174213,0.04755691,0.15968987
-5.28564282,3.28508028,0.42105798,2.46759513,0.32281878,0.25595974,0.01347751,0.08478868,0.04787781,0.16613432
-5.27963982,3.33082958,0.43053809,2.49582069,0.33014430,0.25955178,0.01364055,0.08762655,0.04809251,0.17226720
-5.27363682,3.36657692,0.43924118,2.51637363,0.33666279,0.26236337,0.01376664,0.09022414,0.04821636,0.17803035
-5.26763382,3.39191057,0.44718538,2.52899410,0.34230728,0.26434899,0.01385567,0.09255393,0.04826619,0.18337156
-5.26163082,3.40653694,0.45440390,2.53350477,0.34702489,0.26547250,0.01390819,0.09459357,0.04825971,0.18824650
-5.25562781,3.41030060,0.46094421,2.52982468,0.35077988,0.26570943,0.01392536,0.09632681,0.04821501,0.19262045
-5.24962481,3.40320087,0.46686659,2.51798112,0.35355589,0.26504891,0.01390907,0.09774414,0.04814992,0.19646960
-5.24362181,3.38540336,0.47224186,2.49811822,0.35535742,0.26349517,0.01386185,0.09884325,0.04808151,0.19978191
-5.23761881,3.35724553,0.47714828,2.47050151,0.35621021,0.26106848,0.01378688,0.09962902,0.04802540,0.20255735
-5.23161581,3.31923516,0.48166783,2.43551784,0.35616057,0.25780541,0.01368790,0.10011327,0.04799528,0.20480764
-5.22561281,3.27204171,0.48588179,2.39367017,0.35527374,0.25375840,0.01356910,0.10031415,0.04800233,0.20655535
-5.21960980,3.21648043,0.48986598,2.34556735,0.35363115,0.24899461,0.01343497,0.10025524,0.04805480,0.20783254
-5.21360680,3.15349002,0.49368585,2.29190926,0.35132703,0.24359415,0.01329021,0.09996443,0.04815758,0.20867893
-5.20760380,3.08410491,0.49739170,2.23346783,0.34846434,0.23764780,0.01313947,0.09947262,0.04831194,0.20913974
-5.20160080,3.00942370,0.50101443,2.17106508,0.34515047,0.23125422,0.01298728,0.09881233,0.04851536,0.20926342
-5.19559780,2.93057543,0.50456205,2.10554930,0.34149291,0.22451701,0.01283783,0.09801635,0.04876146,0.20909929
-5.18959480,2.84868582,0.50801731,2.03777070,0.33759523,0.21754162,0.01269488,0.09711645,0.04904014,0.20869539
-5.18359180,2.76484529,0.51133678,1.96855786,0.33355364,0.21043242,0.01256160,0.09614234,0.04933779,0.20809661
-5.17758879,2.68008067,0.51445144,1.89869637,0.32945431,0.20329000,0.01244057,0.09512078,0.04963776,0.20734322
-5.17158579,2.59533205,0.51726902,1.82891067,0.32537172,0.19620890,0.01233372,0.09407510,0.04992084,0.20646998
-5.16558279,2.51143615,0.51967801,1.75985011,0.32136809,0.18927585,0.01224237,0.09302499,0.05016603,0.20550574
-5.15957979,2.42911667,0.52155329,1.69207975,0.31749387,0.18256863,0.01216731,0.09198666,0.05035126,0.20447373
-5.15357679,2.34898204,0.52276319,1.62607616,0.31378930,0.17615550,0.01210888,0.09097328,0.05045432,0.20339239
-5.14757379,2.27153007,0.52317753,1.56222820,0.31028684,0.17009527,0.01206719,0.08999576,0.05045377,0.20227662
-5.14157079,2.19715888,0.52267645,1.50084231,0.30701425,0.16443784,0.01204225,0.08906366,0.05032989,0.20113945
-5.13556778,2.12618282,0.52115943,1.44215167,0.30399813,0.15922522,0.01203418,0.08818633,0.05006559,0.19999401
-5.12956478,2.05885185,0.51855397,1.38632820,0.30126756,0.15449283,0.01204341,0.08737403,0.04964720,0.19885543
-5.12356178,1.99537287,0.51482362,1.33349654,0.29885750,0.15027092,0.01207083,0.08663897,0.04906522,0.19774273
-5.11755878,1.93593102,0.50997463,1.28374879,0.29681176,0.14658609,0.01211797,0.08599634,0.04831488,0.19668048
-5.11155578,1.88070958,0.50406101,1.23715884,0.29518518,0.14346253,0.01218709,0.08546494,0.04739653,0.19569997
-5.10555278,1.82990679,0.49718753,1.19379558,0.29404487,0.14092315,0.01228123,0.08506770,0.04631580,0.19483993
-5.09954977,1.78374862,0.48951049,1.15373394,0.29347029,0.13899026,0.01240422,0.08483170,0.04508362,0.19414662
-5.09354677,1.74249652,0.48123610,1.11706334,0.29355220,0.13768585,0.01256057,0.08478797,0.04371595,0.19367328
-5.08754377,1.70644988,0.47261645,1.08389310,0.29439033,0.13703144,0.01275541,0.08497080,0.04223339,0.19347898
-5.08154077,1.67594324,0.46394325,1.05435486,0.29609006,0.13704745,0.01299422,0.08541677,0.04066055,0.19362680
-5.07553777,1.65133841,0.45553952,1.02860197,0.29875802,0.13775223,0.01328262,0.08616344,0.03902532,0.19418160
-5.06953477,1.63301253,0.44774953,1.00680636,0.30249702,0.13916071,0.01362609,0.08724777,0.03735796,0.19520729
-5.06353177,1.62134273,0.44092753,0.98915327,0.30740044,0.14128287,0.01402962,0.08870441,0.03569020,0.19676392
-5.05752876,1.61668868,0.43542552,0.97583440,0.31354644,0.14412209,0.01449744,0.09056380,0.03405423,0.19890461
-5.05152576,1.61937414,0.43158080,0.96704012,0.32099223,0.14767352,0.01503262,0.09285038,0.03248173,0.20167260
-5.04552276,1.62966869,0.42970362,0.96295139,0.32976876,0.15192256,0.01563684,0.09558075,0.03100290,0.20509841
-5.03951976,1.64777066,0.43006549,0.96373170,0.33987608,0.15684365,0.01631010,0.09876210,0.02964566,0.20919745
-5.03351676,1.67379225,0.43288872,0.96951975,0.35127965,0.16239931,0.01705048,0.10239084,0.02843481,0.21396804
-5.02751376,1.70774743,0.43833740,0.98042281,0.36390768,0.16853970,0.01785400,0.10645157,0.02739146,0.21939003
-5.02151076,1.74954310,0.44651030,0.99651121,0.37764991,0.17520258,0.01871459,0.11091639,0.02653248,0.22542408
-5.01550775,1.79897385,0.45743600,1.01781386,0.39235769,0.18231371,0.01962402,0.11574469,0.02587021,0.23201163
-5.00950475,1.85572019,0.47107025,1.04431472,0.40784550,0.18978785,0.02057201,0.12088336,0.02541223,0.23907557
-5.00350175,1.91935026,0.48729594,1.07595018,0.42389392,0.19753006,0.02154638,0.12626739,0.02516130,0.24652159
-4.99749875,1.98932453,0.50592534,1.11260711,0.44025393,0.20543750,0.02253332,0.13182102,0.02511552,0.25424026
-4.99149575,2.06500341,0.52670490,1.15412144,0.45665240,0.21340146,0.02351762,0.13745927,0.02526849,0.26210959
-4.98549275,2.14565696,0.54932216,1.20027717,0.47279867,0.22130970,0.02448310,0.14308976,0.02560970,0.26999820
-4.97948974,2.23047669,0.57341466,1.25080569,0.48839193,0.22904892,0.02541295,0.14861501,0.02612496,0.27776879
-4.97348674,2.31858866,0.59858053,1.30538551,0.50312911,0.23650724,0.02629020,0.15393486,0.02679692,0.28528200
-4.96748374,2.40906781,0.62439035,1.36364236,0.51671319,0.24357675,0.02709813,0.15894912,0.02760569,0.29240030
-4.96148074,2.50095310,0.65039989,1.42514997,0.52886139,0.25015583,0.02782073,0.16356031,0.02852950,0.29899200
-4.95547774,2.59326316,0.67616324,1.48943169,0.53931315,0.25615143,0.02844312,0.16767634,0.02954532,0.30493506
-4.94947474,2.68501231,0.70124592,1.55596313,0.54783751,0.26148101,0.02895196,0.17121313,0.03062962,0.31012072
-4.94347174,2.77522673,0.72523734,1.62417619,0.55423966,0.26607421,0.02933574,0.17409705,0.03175900,0.31445663
-4.93746873,2.86296046,0.74776242,1.69346460,0.55836639,0.26987419,0.02958514,0.17626698,0.03291090,0.31786956
-4.93146573,2.94731117,0.76849157,1.76319108,0.56011025,0.27283866,0.02969323,0.17767614,0.03406416,0.32030746
-4.92546273,3.02743517,0.78714907,1.83269608,0.55941233,0.27494044,0.02965561,0.17829332,0.03519960,0.32174083
-4.91945973,3.10256152,0.80351922,1.90130817,0.55626344,0.27616774,0.02947053,0.17810378,0.03630052,0.32216333
-4.91345673,3.17200471,0.81745020,1.96835553,0.55070375,0.27652394,0.02913887,0.17710951,0.03735299,0.32159156
-4.90745373,3.23517549,0.82885554,2.03317844,0.54282085,0.27602708,0.02866412,0.17532902,0.03834618,0.32006411
-4.90145073,3.29158952,0.83771306,2.09514204,0.53274643,0.27470899,0.02805218,0.17279658,0.03927243,0.31763983
-4.89544772,3.34087319,0.84406155,2.15364899,0.52065148,0.27261399,0.02731123,0.16956096,0.04012730,0.31439537
-4.88944472,3.38276651,0.84799515,2.20815129,0.50674058,0.26979742,0.02645147,0.16568370,0.04090938,0.31042216
-4.88344172,3.41712261,0.84965602,2.25816072,0.49124511,0.26632378,0.02548481,0.16123709,0.04162000,0.30582287
-4.87743872,3.44390385,0.84922531,2.30325740,0.47441600,0.26226477,0.02442456,0.15630172,0.04226288,0.30070756
-4.87143572,3.46317462,0.84691321,2.34309606,0.45651610,0.25769708,0.02328509,0.15096395,0.04284356,0.29518966
-4.86543272,3.47509098,0.84294834,2.37740968,0.43781255,0.25270017,0.02208146,0.14531321,0.04336880,0.28938189
-4.85942971,3.47988771,0.83756696,2.40601048,0.41856946,0.24735400,0.02082911,0.13943938,0.04384594,0.28339237
-4.85342671,3.47786332,0.83100271,2.42878832,0.39904108,0.24173679,0.01954345,0.13343019,0.04428217,0.27732106
-4.84742371,3.46936383,0.82347709,2.44570676,0.37946581,0.23592298,0.01823959,0.12736894,0.04468387,0.27125669
-4.84142071,3.45476623,0.81519125,2.45679715,0.36006117,0.22998132,0.01693206,0.12133241,0.04505596,0.26527417
-4.83541771,3.43446255,0.80631934,2.46215143,0.34101983,0.22397334,0.01563449,0.11538920,0.04540136,0.25943285
-4.82941471,3.40884538,0.79700376,2.46191402,0.32250685,0.21795204,0.01435946,0.10959843,0.04572051,0.25377537
-4.82341171,3.37829575,0.78735237,2.45627362,0.30465815,0.21196103,0.01311831,0.10400894,0.04601110,0.24832741
-4.81740870,3.34317408,0.77743775,2.44545542,0.28758012,0.20603410,0.01192100,0.09865882,0.04626796,0.24309812
-4.81140570,3.30381451,0.76729843,2.42971427,0.27135031,0.20019514,0.01077604,0.09357550,0.04648306,0.23808128
-4.80540270,3.26052305,0.75694204,2.40932911,0.25601908,0.19445856,0.00969045,0.08877610,0.04664579,0.23325709
-4.79939970,3.21357934,0.74634984,2.38459904,0.24161203,0.18883005,0.00866979,0.08426825,0.04674333,0.22859451
-4.79339670,3.16324183,0.73548275,2.35584099,0.22813309,0.18330767,0.00771814,0.08005111,0.04676124,0.22405393
-4.78739370,3.10975585,0.72428803,2.32338887,0.21556790,0.17788331,0.00683826,0.07611664,0.04668410,0.21959015
-4.78139070,3.05336370,0.71270667,2.28759407,0.20388750,0.17254426,0.00603160,0.07245099,0.04649635,0.21515538
-4.77538769,2.99431611,0.70068063,2.24882677,0.19305203,0.16727495,0.00529849,0.06903597,0.04618307,0.21070227
-4.76938469,2.93288385,0.68815995,2.20747778,0.18301419,0.16205876,0.00463824,0.06585053,0.04573084,0.20618670
-4.76338169,2.86936869,0.67510905,2.16396017,0.17372253,0.15687972,0.00404928,0.06287212,0.04512855,0.20157026
-4.75737869,2.80411283,0.66151214,2.11871050,0.16512421,0.15172412,0.00352935,0.06007795,0.04436808,0.19682237
-4.75137569,2.73750577,0.64737732,2.07218889,0.15716743,0.14658194,0.00307558,0.05744613,0.04344493,0.19192184
-4.74537269,2.66998840,0.63273937,2.02487784,0.14980318,0.14144798,0.00268472,0.05495648,0.04235866,0.18685801
-4.73936968,2.60205354,0.61766107,1.97727940,0.14298659,0.13632271,0.00235317,0.05259131,0.04111312,0.18163128
-4.73336668,2.53424303,0.60223294,1.92991059,0.13667768,0.13121279,0.00207722,0.05033580,0.03971660,0.17625312
-4.72736368,2.46714132,0.58657177,1.88329725,0.13084172,0.12613130,0.00185305,0.04817828,0.03818165,0.17074570
-4.72136068,2.40136588,0.57081766,1.83796621,0.12544919,0.12109758,0.00167693,0.04611029,0.03652484,0.16514092
-4.71535768,2.33755493,0.55513015,1.79443636,0.12047534,0.11613683,0.00154522,0.04412647,0.03476630,0.15947925
-4.70935468,2.27635300,0.53968339,1.75320873,0.11589966,0.11127941,0.00145452,0.04222427,0.03292911,0.15380820
-4.70335168,2.21839518,0.52466066,1.71475610,0.11170506,0.10655994,0.00140170,0.04040364,0.03103861,0.14818063
-4.69734867,2.16429068,0.51024862,1.67951261,0.10787710,0.10201624,0.00138399,0.03866655,0.02912162,0.14265295
-4.69134567,2.11460654,0.49663133,1.64786376,0.10440314,0.09768812,0.00139897,0.03701657,0.02720567,0.13728335
-4.68534267,2.06985213,0.48398443,1.62013724,0.10127156,0.09361619,0.00144472,0.03545831,0.02531814,0.13212995
-4.67933967,2.03046513,0.47246966,1.59659497,0.09847109,0.08984056,0.00151979,0.03399701,0.02348551,0.12724920
-4.67333667,1.99679948,0.46222984,1.57742662,0.09599023,0.08639967,0.00162329,0.03263806,0.02173268,0.12269432
-4.66733367,1.96911572,0.45338460,1.56274493,0.09381683,0.08332914,0.00175490,0.03138660,0.02008230,0.11851398
-4.66133067,1.94757401,0.44602680,1.55258282,0.09193777,0.08066078,0.00191495,0.03024717,0.01855428,0.11475115
-4.65532766,1.93222997,0.44021990,1.54689259,0.09033874,0.07842169,0.00210443,0.02922342,0.01716539,0.11144221
-4.64932466,1.92303345,0.43599623,1.54554701,0.08900421,0.07663355,0.00232505,0.02831790,0.01592898,0.10861621
-4.64332166,1.91983008,0.43335621,1.54834241,0.08791736,0.07531213,0.00257920,0.02753185,0.01485481,0.10629444
