energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.86193097,1.18896567,0.00000245,0.00819002,0.55166316,0.72862076,0.00000538,0.53067140,0.03424019,0.05372666
-5.85592796,1.12057358,0.00000179,0.00759080,0.52378881,0.68856159,0.00000660,0.49858500,0.03174057,0.05001702
-5.84992496,1.05090670,0.00000131,0.00701005,0.49468811,0.64749368,0.00000826,0.46606228,0.02926281,0.04635372
-5.84392196,0.98065288,0.00000098,0.00645483,0.46469695,0.60582925,0.00001042,0.43340919,0.02683148,0.04276903
-5.83791896,0.91050064,0.00000075,0.00593198,0.43416028,0.56398785,0.00001318,0.40092474,0.02446920,0.03929374
-5.83191596,0.84112472,0.00000062,0.00544808,0.40342403,0.52238737,0.00001663,0.36889446,0.02219615,0.03595669
-5.82591296,0.77317286,0.00000055,0.00500940,0.37282761,0.48143570,0.00002090,0.33758455,0.02002985,0.03278435
-5.81990995,0.70725418,0.00000056,0.00462185,0.34269696,0.44152311,0.00002613,0.30723680,0.01798499,0.02980051
-5.81390695,0.64392963,0.00000062,0.00429098,0.31333862,0.40301600,0.00003248,0.27806461,0.01607332,0.02702603
-5.80790395,0.58370470,0.00000075,0.00402195,0.28503485,0.36625188,0.00004011,0.25025002,0.01430373,0.02447871
-5.80190095,0.52702457,0.00000096,0.00381953,0.25803992,0.33153593,0.00004921,0.22394185,0.01268238,0.02217322
-5.79589795,0.47427170,0.00000125,0.00368809,0.23257778,0.29913911,0.00005998,0.19925493,0.01121288,0.02012111
-5.78989495,0.42576574,0.00000166,0.00363160,0.20884082,0.26929784,0.00007262,0.17627041,0.00989655,0.01833090
-5.78389195,0.38176568,0.00000220,0.00365362,0.18698997,0.24221514,0.00008735,0.15503696,0.00873275,0.01680816
-5.77788894,0.34247383,0.00000292,0.00375723,0.16715573,0.21806311,0.00010437,0.13557283,0.00771912,0.01555569
-5.77188594,0.30804147,0.00000386,0.00394503,0.14944015,0.19698656,0.00012389,0.11786858,0.00685200,0.01457367
-5.76588294,0.27857560,0.00000509,0.00421905,0.13391948,0.17910752,0.00014611,0.10189034,0.00612664,0.01385979
-5.75987994,0.25414669,0.00000668,0.00458066,0.12064732,0.16453046,0.00017121,0.08758343,0.00553759,0.01340946
-5.75387694,0.23479677,0.00000872,0.00503053,0.10965801,0.15334794,0.00019935,0.07487617,0.00507893,0.01321594
-5.74787394,0.22054767,0.00001133,0.00556846,0.10097007,0.14564642,0.00023066,0.06368386,0.00474450,0.01327044
-5.74187094,0.21140916,0.00001465,0.00619330,0.09458950,0.14151203,0.00026524,0.05391253,0.00452816,0.01356233
-5.73586793,0.20738649,0.00001884,0.00690284,0.09051272,0.14103606,0.00030316,0.04546267,0.00442392,0.01407917
-5.72986493,0.20848736,0.00002410,0.00769374,0.08872915,0.14432010,0.00034446,0.03823262,0.00442613,0.01480692
-5.72386193,0.21472807,0.00003067,0.00856141,0.08922311,0.15148049,0.00038911,0.03212164,0.00452958,0.01573002
-5.71785893,0.22613869,0.00003882,0.00949999,0.09197528,0.16265219,0.00043708,0.02703261,0.00472961,0.01683161
-5.71185593,0.24276728,0.00004888,0.01050234,0.09696342,0.17799182,0.00048828,0.02287431,0.00502220,0.01809370
-5.70585293,0.26468315,0.00006120,0.01156009,0.10416267,0.19767990,0.00054262,0.01956328,0.00540403,0.01949742
-5.69984992,0.29197904,0.00007621,0.01266368,0.11354521,0.22192210,0.00059996,0.01702528,0.00587257,0.02102337
-5.69384692,0.32477237,0.00009438,0.01380254,0.12507971,0.25094968,0.00066018,0.01519629,0.00642612,0.02265191
-5.68784392,0.36320548,0.00011622,0.01496530,0.13873035,0.28501882,0.00072316,0.01402320,0.00706384,0.02436357
-5.68184092,0.40744493,0.00014231,0.01613997,0.15445584,0.32440893,0.00078878,0.01346405,0.00778587,0.02613956
-5.67583792,0.45767968,0.00017327,0.01731429,0.17220841,0.36941983,0.00085698,0.01348799,0.00859333,0.02796214
-5.66983492,0.51411831,0.00020975,0.01847603,0.19193294,0.42036770,0.00092772,0.01407493,0.00948836,0.02981520
-5.66383192,0.57698506,0.00025245,0.01961337,0.21356636,0.47757971,0.00100107,0.01521489,0.01047418,0.03168467
-5.65782891,0.64651464,0.00030207,0.02071525,0.23703740,0.54138733,0.00107712,0.01690706,0.01155510,0.03355901
-5.65182591,0.72294571,0.00035934,0.02177173,0.26226676,0.61211807,0.00115607,0.01915878,0.01273647,0.03542958
-5.64582291,0.80651308,0.00042497,0.02277438,0.28916778,0.69008585,0.00123821,0.02198410,0.01402470,0.03729098
-5.63981991,0.89743844,0.00049962,0.02371658,0.31764750,0.77557988,0.00132392,0.02540240,0.01542714,0.03914123
-5.63381691,0.99591983,0.00058393,0.02459380,0.34760819,0.86885227,0.00141366,0.02943671,0.01695199,0.04098191
-5.62781391,1.10211991,0.00067845,0.02540385,0.37894936,0.97010447,0.00150797,0.03411200,0.01860812,0.04281810
-5.62181091,1.21615331,0.00078363,0.02614700,0.41156999,1.07947302,0.00160744,0.03945342,0.02040491,0.04465826
-5.61580790,1.33807349,0.00089981,0.02682610,0.44537116,1.19701497,0.00171271,0.04548450,0.02235197,0.04651389
-5.60980490,1.46785948,0.00102716,0.02744655,0.48025876,1.32269357,0.00182446,0.05222542,0.02445885,0.04839918
-5.60380190,1.60540330,0.00116571,0.02801628,0.51614648,1.45636494,0.00194332,0.05969135,0.02673479,0.05033045
-5.59779890,1.75049858,0.00131531,0.02854556,0.55295868,1.59776644,0.00206990,0.06789091,0.02918830,0.05232554
-5.59179590,1.90283127,0.00147561,0.02904682,0.59063342,1.74650759,0.00220474,0.07682497,0.03182691,0.05440319
-5.58579290,2.06197314,0.00164604,0.02953435,0.62912523,1.90206432,0.00234827,0.08648550,0.03465678,0.05658231
-5.57978989,2.22737867,0.00182588,0.03002399,0.66840788,2.06377719,0.00250080,0.09685493,0.03768241,0.05888132
-5.57378689,2.39838610,0.00201418,0.03053273,0.70847677,2.23085425,0.00266245,0.10790571,0.04090633,0.06131744
-5.56778389,2.57422284,0.00220982,0.03107834,0.74935101,2.40237887,0.00283319,0.11960029,0.04432890,0.06390614
-5.56178089,2.75401548,0.00241152,0.03167893,0.79107502,2.57732270,0.00301277,0.13189144,0.04794812,0.06666054
-5.55577789,2.93680424,0.00261789,0.03235248,0.83371943,2.75456354,0.00320074,0.14472291,0.05175949,0.06959099
-5.54977489,3.12156137,0.00282739,0.03311644,0.87738119,2.93290761,0.00339644,0.15803045,0.05575596,0.07270473
-5.54377189,3.30721280,0.00303846,0.03398723,0.92218260,3.11111552,0.00359900,0.17174300,0.05992795,0.07600556
-5.53776888,3.49266202,0.00324946,0.03497983,0.96826906,3.28793069,0.00380733,0.18578415,0.06426338,0.07949376
-5.53176588,3.67681477,0.00345879,0.03610731,1.01580533,3.46210893,0.00402018,0.20007368,0.06874780,0.08316589
-5.52576288,3.85860331,0.00366485,0.03738044,1.06497012,3.63244770,0.00423613,0.21452910,0.07336455,0.08701484
-5.51975988,4.03700863,0.00386612,0.03880726,1.11594883,3.79781330,0.00445362,0.22906714,0.07809487,0.09102979
-5.51375688,4.21107929,0.00406115,0.04039271,1.16892441,3.95716467,0.00467096,0.24360508,0.08291813,0.09519626
-5.50775388,4.37994552,0.00424861,0.04213832,1.22406640,4.10957222,0.00488642,0.25806183,0.08781199,0.09949622
-5.50175088,4.54282771,0.00442728,0.04404185,1.28151829,4.25423063,0.00509819,0.27235875,0.09275252,0.10390812
-5.49574787,4.69903875,0.00459604,0.04609715,1.34138360,4.39046496,0.00530444,0.28642012,0.09771437,0.10840700
-5.48974487,4.84797993,0.00475392,0.04829392,1.40371109,4.51772962,0.00550335,0.30017328,0.10267090,0.11296464
-5.48374187,4.98913096,0.00490002,0.05061774,1.46847984,4.63560056,0.00569316,0.31354844,0.10759423,0.11754970
-5.47773887,5.12203496,0.00503355,0.05305004,1.53558485,4.74376136,0.00587215,0.32647828,0.11245539,0.12212792
-5.47173587,5.24627969,0.00515381,0.05556839,1.60482427,4.84198434,0.00603873,0.33889725,0.11722439,0.12666245
-5.46573287,5.36147684,0.00526013,0.05814677,1.67588886,4.93010840,0.00619140,0.35074088,0.12187036,0.13111423
-5.45972986,5.46724137,0.00535190,0.06075610,1.74835501,5.00801541,0.00632883,0.36194498,0.12636175,0.13544255
-5.45372686,5.56317297,0.00542852,0.06336492,1.82168183,5.07560728,0.00644990,0.37244500,0.13066659,0.13960573
-5.44772386,5.64884177,0.00548944,0.06594016,1.89521336,5.13278575,0.00655367,0.38217563,0.13475281,0.14356201
-5.44172086,5.72378009,0.00553409,0.06844817,1.96818615,5.17943685,0.00663946,0.39107067,0.13858880,0.14727052
-5.43571786,5.78748179,0.00556193,0.07085578,2.03974276,5.21542164,0.00670689,0.39906333,0.14214392,0.15069253
-5.42971486,5.83941006,0.00557245,0.07313148,2.10895088,5.24057440,0.00675587,0.40608692,0.14538927,0.15379274
-5.42371186,5.87901410,0.00556520,0.07524669,2.17482789,5.25470886,0.00678669,0.41207607,0.14829852,0.15654067
-5.41770885,5.90575422,0.00553977,0.07717696,2.23637000,5.25763249,0.00680001,0.41696832,0.15084881,0.15891212
-5.41170585,5.91913428,0.00549586,0.07890315,2.29258498,5.24916818,0.00679689,0.42070618,0.15302180,0.16089055
-5.40570285,5.91873982,0.00543330,0.08041250,2.34252708,5.22918196,0.00677883,0.42323939,0.15480460,0.16246841
-5.39969985,5.90427945,0.00535210,0.08169949,2.38533255,5.19761490,0.00674776,0.42452743,0.15619076,0.16364816
-5.39369685,5.87562679,0.00525243,0.08276648,2.42025404,5.15451696,0.00670604,0.42454204,0.15718109,0.16444312
-5.38769385,5.83286002,0.00513470,0.08362404,2.44669204,5.10008017,0.00665648,0.42326954,0.15778436,0.16487786
-5.38169085,5.77629575,0.00499955,0.08429094,2.46422169,5.03466838,0.00660222,0.42071303,0.15801768,0.16498825
-5.37568784,5.70651469,0.00484790,0.08479382,2.47261338,4.95884109,0.00654677,0.41689391,0.15790667,0.16482092
-5.36968484,5.62437621,0.00468091,0.08516641,2.47184573,4.87336892,0.00649389,0.41185303,0.15748518,0.16443227
-5.36368184,5.53102010,0.00449999,0.08544842,2.46211021,4.77923902,0.00644749,0.40565099,0.15679468,0.16388693
-5.35767884,5.42785425,0.00430681,0.08568413,2.44380676,4.67764885,0.00641157,0.39836776,0.15588327,0.16325570
-5.35167584,5.31652788,0.00410323,0.08592053,2.41753045,4.56998812,0.00639003,0.39010144,0.15480422,0.16261310
-5.34567284,5.19889077,0.00389130,0.08620541,2.38404957,4.45780884,0.00638660,0.38096628,0.15361423,0.16203443
-5.33966983,5.07694011,0.00367321,0.08658516,2.34427630,4.34278454,0.00640465,0.37108992,0.15237131,0.16159272
-5.33366683,4.95275702,0.00345121,0.08710256,2.29923105,4.22666044,0.00644708,0.36061008,0.15113253,0.16135542
-5.32766383,4.82843586,0.00322759,0.08779458,2.25000245,4.11119682,0.00651614,0.34967070,0.14995156,0.16138122
-5.32166083,4.70600984,0.00300463,0.08869039,2.19770486,3.99810860,0.00661337,0.33841782,0.14887627,0.16171693
-5.31565783,4.58737665,0.00278451,0.08980956,2.14343556,3.88900406,0.00673942,0.32699537,0.14794645,0.16239487
-5.30965483,4.47422829,0.00256928,0.09116064,2.08823377,3.78532630,0.00689401,0.31554100,0.14719176,0.16343059
-5.30365183,4.36798869,0.00236082,0.09274017,2.03304342,3.68830043,0.00707588,0.30418224,0.14663006,0.16482132
-5.29764882,4.26976265,0.00216077,0.09453226,1.97868168,3.59888957,0.00728275,0.29303317,0.14626629,0.16654521
-5.29164582,4.18029892,0.00197056,0.09650857,1.92581450,3.51776200,0.00751135,0.28219165,0.14609184,0.16856125
-5.28564282,4.09996947,0.00179130,0.09862906,1.87494032,3.44527150,0.00775753,0.27173739,0.14608459,0.17081023
-5.27963982,4.02876604,0.00162386,0.10084309,1.82638243,3.38145180,0.00801627,0.26173078,0.14620966,0.17321641
-5.27363682,3.96631435,0.00146881,0.10309122,1.78029026,3.32602555,0.00828193,0.25221268,0.14642072,0.17569013
-5.26763382,3.91190492,0.00132644,0.10530731,1.73664884,3.27842743,0.00854836,0.24320494,0.14666196,0.17813102
-5.26163082,3.86453905,0.00119680,0.10742106,1.69529604,3.23783981,0.00880910,0.23471186,0.14687061,0.18043186
-5.25562781,3.82298728,0.00107968,0.10936075,1.65594592,3.20323943,0.00905766,0.22672222,0.14697981,0.18248281
-5.24962481,3.78585720,0.00097469,0.11105612,1.61821699,3.17345221,0.00928770,0.21921191,0.14692178,0.18417591
-5.24362181,3.75166710,0.00088127,0.11244117,1.58166348,3.14721345,0.00949328,0.21214698,0.14663115,0.18540947
-5.23761881,3.71892147,0.00079871,0.11345688,1.54580790,3.12323023,0.00966911,0.20548687,0.14604818,0.18609237
-5.23161581,3.68618449,0.00072622,0.11405358,1.51017307,3.10024286,0.00981071,0.19918767,0.14512183,0.18614788
-5.22561281,3.65214813,0.00066295,0.11419293,1.47431202,3.07708230,0.00991461,0.19320535,0.14381244,0.18551687
-5.21960980,3.61569128,0.00060804,0.11384944,1.43783433,3.05272082,0.00997848,0.18749857,0.14209401,0.18416039
-5.21360680,3.57592761,0.00056063,0.11301143,1.40042762,3.02631378,0.01000124,0.18203121,0.13995572,0.18206125
-5.20760380,3.53224013,0.00051991,0.11168141,1.36187363,2.99723070,0.00998309,0.17677426,0.13740298,0.17922477
-5.20160080,3.48430133,0.00048513,0.10987584,1.32205822,2.96507468,0.00992551,0.17170724,0.13445765,0.17567863
-5.19559780,3.43207864,0.00045564,0.10762438,1.28097529,2.92968980,0.00983122,0.16681895,0.13115758,0.17147173
-5.18959480,3.37582573,0.00043087,0.10496867,1.23872480,2.89115667,0.00970411,0.16210765,0.12755547,0.16667232
-5.18359180,3.31606067,0.00041038,0.10196057,1.19550555,2.84977715,0.00954906,0.15758058,0.12371717,0.16136540
-5.17758879,3.25353300,0.00039380,0.09866025,1.15160325,2.80604940,0.00937183,0.15325313,0.11971935,0.15564952
-5.17158579,3.18918158,0.00038091,0.09513390,1.10737511,2.76063524,0.00917883,0.14914737,0.11564684,0.14963327
-5.16558279,3.12408598,0.00037156,0.09145147,1.06323176,2.71432149,0.00897696,0.14529044,0.11158966,0.14343147
-5.15957979,3.05941391,0.00036571,0.08768435,1.01961773,2.66797785,0.00877336,0.14171259,0.10763983,0.13716138
-5.15357679,2.99636730,0.00036338,0.08390315,0.97699139,2.62251297,0.00857521,0.13844508,0.10388823,0.13093900
-5.14757379,2.93612939,0.00036467,0.08017570,0.93580553,2.57883118,0.00838952,0.13551817,0.10042148,0.12487557
-5.14157079,2.87981511,0.00036971,0.07656531,0.89648917,2.53779127,0.00822296,0.13295907,0.09731908,0.11907457
-5.13556778,2.82842637,0.00037864,0.07312929,0.85943146,2.50016927,0.00808162,0.13079008,0.09465077,0.11362905
-5.12956478,2.78281390,0.00039163,0.06991784,0.82496811,2.46662614,0.00797093,0.12902698,0.09247435,0.10861961
-5.12356178,2.74364636,0.00040881,0.06697324,0.79337070,2.43768144,0.00789547,0.12767764,0.09083391,0.10411277
-5.11755878,2.71138757,0.00043030,0.06432940,0.76483901,2.41369356,0.00785890,0.12674104,0.08975853,0.10016006
-5.11155578,2.68628207,0.00045614,0.06201166,0.73949645,2.39484674,0.00786383,0.12620655,0.08926156,0.09679753
-5.10555278,2.66834882,0.00048633,0.06003690,0.71738850,2.38114496,0.00791181,0.12605365,0.08934029,0.09404578
-5.09954977,2.65738294,0.00052078,0.05841387,0.69848380,2.37241253,0.00800330,0.12625200,0.08997633,0.09191048
-5.09354677,2.65296496,0.00055931,0.05714368,0.68267792,2.36830090,0.00813763,0.12676187,0.09113632,0.09038320
-5.08754377,2.65447680,0.00060167,0.05622045,0.66979922,2.36830139,0.00831306,0.12753493,0.09277321,0.08944262
-5.08154077,2.66112401,0.00064751,0.05563208,0.65961660,2.37176302,0.00852682,0.12851540,0.09482797,0.08905605
-5.07553777,2.67196323,0.00069640,0.05536108,0.65184877,2.37791491,0.00877519,0.12964151,0.09723162,0.08918110
-5.06953477,2.68593408,0.00074784,0.05538553,0.64617466,2.38589241,0.00905361,0.13084713,0.09990769,0.08976756
-5.06353177,2.70189459,0.00080127,0.05567995,0.64224475,2.39476622,0.00935677,0.13206378,0.10277486,0.09075940
-5.05752876,2.71865904,0.00085611,0.05621629,0.63969274,2.40357351,0.00967884,0.13322265,0.10574977,0.09209688
-5.05152576,2.73503732,0.00091174,0.05696496,0.63814757,2.41135027,0.01001357,0.13425681,0.10875001,0.09371866
-5.04552276,2.74987449,0.00096759,0.05789576,0.63724515,2.41716375,0.01035450,0.13510338,0.11169706,0.09556393
-5.03951976,2.76208954,0.00102311,0.05897883,0.63663976,2.42014411,0.01069519,0.13570571,0.11451915,0.09757455
-5.03351676,2.77071201,0.00107782,0.06018569,0.63601462,2.41951426,0.01102941,0.13601539,0.11715394,0.09969695
-5.02751376,2.77491527,0.00113136,0.06149001,0.63509149,2.41461672,0.01135134,0.13599404,0.11955094,0.10188407
-5.02151076,2.77404535,0.00118349,0.06286853,0.63363891,2.40493675,0.01165581,0.13561484,0.12167353,0.10409693
-5.01550775,2.76764410,0.00123411,0.06430173,0.63147888,2.39012072,0.01193843,0.13486367,0.12350054,0.10630602
-5.00950475,2.75546578,0.00128329,0.06577443,0.62849172,2.36998903,0.01219577,0.13373989,0.12502731,0.10849234
-5.00350175,2.73748634,0.00133130,0.06727620,0.62461901,2.34454306,0.01242554,0.13225655,0.12626611,0.11064804
-4.99749875,2.71390472,0.00137854,0.06880161,0.61986432,2.31396566,0.01262656,0.13044024,0.12724602,0.11277665
-4.99149575,2.68513618,0.00142561,0.07035020,0.61429181,2.27861526,0.01279891,0.12833036,0.12801203,0.11489281
-4.98549275,2.65179748,0.00147324,0.07192629,0.60802263,2.23901368,0.01294385,0.12597792,0.12862365,0.11702153
-4.97948974,2.61468461,0.00152228,0.07353845,0.60122927,2.19582795,0.01306378,0.12344391,0.12915278,0.11919693
-4.97348674,2.57474357,0.00157367,0.07519878,0.59412786,2.14984711,0.01316210,0.12079725,0.12968111,0.12146050
-4.96748374,2.53303553,0.00162836,0.07692195,0.58696888,2.10195459,0.01324308,0.11811248,0.13029701,0.12385896
-4.96148074,2.49069753,0.00168732,0.07872401,0.58002643,2.05309760,0.01331162,0.11546712,0.13109207,0.12644172
-4.95547774,2.44890043,0.00175142,0.08062106,0.57358656,2.00425449,0.01337304,0.11293896,0.13215739,0.12925806
-4.94947474,2.40880571,0.00182140,0.08262779,0.56793498,1.95640170,0.01343278,0.11060335,0.13357977,0.13235421
-4.94347174,2.37152303,0.00189781,0.08475602,0.56334471,1.91048148,0.01349618,0.10853047,0.13543792,0.13577030
-4.93746873,2.33807027,0.00198099,0.08701324,0.56006415,1.86737178,0.01356818,0.10678285,0.13779896,0.13953748
-4.93146573,2.30933769,0.00207097,0.08940125,0.55830596,1.82785952,0.01365307,0.10541319,0.14071514,0.14367531
-4.92546273,2.28605782,0.00216748,0.09191506,0.55823740,1.79261832,0.01375430,0.10446249,0.14422118,0.14818946
-4.91945973,2.26878231,0.00226991,0.09454194,0.55997229,1.76219147,0.01387425,0.10395863,0.14833211,0.15307000
-4.91345673,2.25786661,0.00237732,0.09726093,0.56356517,1.73698082,0.01401416,0.10391549,0.15304199,0.15829032
-4.90745373,2.25346319,0.00248844,0.10004262,0.56900782,1.71724180,0.01417400,0.10433250,0.15832327,0.16380673
-4.90145073,2.25552343,0.00260170,0.10284938,0.57622828,1.70308470,0.01435250,0.10519485,0.16412712,0.16955888
-4.89544772,2.26380798,0.00271529,0.10563607,0.58509249,1.69448183,0.01454719,0.10647411,0.17038455,0.17547096
-4.88944472,2.27790494,0.00282718,0.10835113,0.59540845,1.69128008,0.01475453,0.10812942,0.17700841,0.18145369
-4.88344172,2.29725496,0.00293522,0.11093800,0.60693282,1.69321799,0.01497002,0.11010909,0.18389609,0.18740696
-4.87743872,2.32118177,0.00303722,0.11333702,0.61937947,1.69994631,0.01518850,0.11235262,0.19093295,0.19322319
-4.87143572,2.34892658,0.00313104,0.11548747,0.63242983,1.71105090,0.01540431,0.11479292,0.19799619,0.19879104
-4.86543272,2.37968461,0.00321465,0.11732989,0.64574444,1.72607650,0.01561161,0.11735886,0.20495915,0.20399952
-4.85942971,2.41264162,0.00328624,0.11880837,0.65897518,1.74455017,0.01580465,0.11997781,0.21169570,0.20874220
-4.85342671,2.44700877,0.00334427,0.11987291,0.67177769,1.76600293,0.01597801,0.12257825,0.21808471,0.21292129
-4.84742371,2.48205364,0.00338758,0.12048159,0.68382325,1.78998846,0.01612687,0.12509215,0.22401421,0.21645151
-4.84142071,2.51712619,0.00341540,0.12060248,0.69480986,1.81609782,0.01624719,0.12745731,0.22938522,0.21926348
-4.83541771,2.55167800,0.00342742,0.12021524,0.70447170,1.84396935,0.01633589,0.12961927,0.23411501,0.22130647
-4.82941471,2.58527412,0.00342375,0.11931230,0.71258682,1.87329329,0.01639096,0.13153288,0.23813966,0.22255045
-4.82341171,2.61759702,0.00340499,0.11789954,0.71898269,1.90381104,0.01641146,0.13316353,0.24141585,0.22298719
-4.81740870,2.64844264,0.00337214,0.11599652,0.72353937,1.93530918,0.01639755,0.13448783,0.24392187,0.22263063
-4.81140570,2.67770919,0.00332661,0.11363612,0.72619039,1.96760897,0.01635040,0.13549390,0.24565772,0.22151628
-4.80540270,2.70537971,0.00327013,0.11086379,0.72692130,2.00055206,0.01627205,0.13618120,0.24664451,0.21969978
-4.79939970,2.73149979,0.00320469,0.10773629,0.72576626,2.03398386,0.01616523,0.13655997,0.24692308,0.21725479
-4.79339670,2.75615230,0.00313246,0.10432006,0.72280283,2.06773569,0.01603319,0.13665027,0.24655211,0.21427030
-4.78739370,2.77943096,0.00305571,0.10068938,0.71814549,2.10160746,0.01587943,0.13648077,0.24560575,0.21084744
-4.78139070,2.80141495,0.00297672,0.09692419,0.71193831,2.13535222,0.01570752,0.13608737,0.24417090,0.20709610
-4.77538769,2.82214637,0.00289773,0.09310798,0.70434728,2.16866413,0.01552084,0.13551157,0.24234451,0.20313143
-4.76938469,2.84161226,0.00282082,0.08932551,0.69555267,2.20117096,0.01532242,0.13479890,0.24023073,0.19907049
-4.76338169,2.85973267,0.00274789,0.08566078,0.68574195,2.23243211,0.01511478,0.13399735,0.23793837,0.19502905
-4.75737869,2.87635565,0.00268060,0.08219503,0.67510359,2.26194257,0.01489979,0.13315584,0.23557849,0.19111890
-4.75137569,2.89125944,0.00262035,0.07900505,0.66382199,2.28914308,0.01467867,0.13232284,0.23326240,0.18744545
-4.74537269,2.90416194,0.00256824,0.07616175,0.65207361,2.31343601,0.01445192,0.13154520,0.23110001,0.18410600
-4.73936968,2.91473654,0.00252509,0.07372898,0.64002449,2.33420630,0.01421941,0.13086709,0.22919848,0.18118835
-4.73336668,2.92263332,0.00249143,0.07176270,0.62782894,2.35084621,0.01398045,0.13032919,0.22766129,0.17877008
-4.72736368,2.92750387,0.00246756,0.07031037,0.61562935,2.36278257,0.01373393,0.12996797,0.22658746,0.17691807
-4.72136068,2.92902803,0.00245356,0.06941074,0.60355681,2.36950465,0.01347848,0.12981519,0.22607098,0.17568855
-4.71535768,2.92694044,0.00244931,0.06909365,0.59173228,2.37059117,0.01321265,0.12989748,0.22620040,0.17512724
-4.70935468,2.92105503,0.00245457,0.06938023,0.58026804,2.36573447,0.01293510,0.13023596,0.22705825,0.17526974
-4.70335168,2.91128554,0.00246896,0.07028312,0.56926907,2.35476045,0.01264477,0.13084604,0.22872050,0.17614197
-4.69734867,2.89766065,0.00249206,0.07180681,0.55883414,2.33764289,0.01234104,0.13173708,0.23125581,0.17776059
-4.69134567,2.88033252,0.00252339,0.07394808,0.54905640,2.31451131,0.01202384,0.13291226,0.23472457,0.18013330
-4.68534267,2.85957825,0.00256246,0.07669647,0.54002337,2.28565166,0.01169380,0.13436833,0.23917781,0.18325908
-4.67933967,2.83579404,0.00260874,0.08003476,0.53181616,2.25149996,0.01135223,0.13609547,0.24465587,0.18712829
-4.67333667,2.80948245,0.00266170,0.08393947,0.52450812,2.21262914,0.01100117,0.13807720,0.25118704,0.19172269
-4.66733367,2.78123377,0.00272080,0.08838137,0.51816290,2.16972991,0.01064335,0.14029039,0.25878609,0.19701536
-4.66133067,2.75170264,0.00278545,0.09332602,0.51283215,2.12358673,0.01028209,0.14270534,0.26745295,0.20297062
-4.65532766,2.72158149,0.00285504,0.09873429,0.50855297,2.07505034,0.00992122,0.14528612,0.27717153,0.20954402
-4.64932466,2.69157258,0.00292887,0.10456296,0.50534552,2.02500833,0.00956492,0.14799104,0.28790882,0.21668246
-4.64332166,2.66236030,0.00300616,0.11076532,0.50321087,1.97435544,0.00921756,0.15077328,0.29961445,0.22432444
