energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.89794897,1.18356994,0.39422280,0.11516737,0.00202183,0.21902000,0.01801370,0.51220357,0.28732956,0.31358557
-5.89194597,1.10667226,0.36403199,0.10499219,0.00183003,0.20954328,0.01673794,0.47456054,0.27462555,0.29530351
-5.88594297,1.03735696,0.33635714,0.09554437,0.00165098,0.20239492,0.01549322,0.43920578,0.26558363,0.27916604
-5.87993997,0.97616016,0.31136545,0.08684541,0.00148622,0.19768384,0.01428852,0.40637658,0.26042788,0.26529217
-5.87393697,0.92357372,0.28921158,0.07891365,0.00133714,0.19550574,0.01313278,0.37629611,0.25936191,0.25378791
-5.86793397,0.88004432,0.27003567,0.07176428,0.00120504,0.19594537,0.01203468,0.34916982,0.26257006,0.24474741
-5.86193097,0.84597241,0.25396113,0.06540922,0.00109111,0.19907889,0.01100255,0.32518182,0.27021874,0.23825393
-5.85592796,0.82171131,0.24109223,0.05985708,0.00099644,0.20497599,0.01004412,0.30449153,0.28245794,0.23438058
-5.84992496,0.80756671,0.23151165,0.05511319,0.00092210,0.21370196,0.00916644,0.28723070,0.29942274,0.23319108
-5.84392196,0.80379646,0.22527796,0.05117965,0.00086913,0.22531962,0.00837577,0.27350088,0.32123482,0.23474044
-5.83791896,0.81061104,0.22242327,0.04805544,0.00083857,0.23989115,0.00767746,0.26337140,0.34800390,0.23907565
-5.83191596,0.82817428,0.22295093,0.04573665,0.00083149,0.25747963,0.00707592,0.25687795,0.37982885,0.24623643
-5.82591296,0.85660439,0.22683355,0.04421667,0.00084897,0.27815034,0.00657457,0.25402160,0.41679851,0.25625586
-5.81990995,0.89597487,0.23401118,0.04348649,0.00089215,0.30197162,0.00617582,0.25476850,0.45899185,0.26916095
-5.81390695,0.94631508,0.24439000,0.04353492,0.00096220,0.32901510,0.00588103,0.25904988,0.50647753,0.28497300
-5.80790395,1.00760982,0.25784128,0.04434879,0.00106028,0.35935510,0.00569056,0.26676266,0.55931240,0.30370749
-5.80190095,1.07979778,0.27420101,0.04591312,0.00118753,0.39306716,0.00560370,0.27777027,0.61753898,0.32537351
-5.79589795,1.16276817,0.29326994,0.04821116,0.00134500,0.43022522,0.00561871,0.29190394,0.68118163,0.34997245
-5.78989495,1.25635543,0.31481435,0.05122429,0.00153363,0.47089761,0.00573280,0.30896413,0.75024134,0.37749584
-5.78389195,1.36033160,0.33856741,0.05493181,0.00175413,0.51514156,0.00594212,0.32872229,0.82468910,0.40792234
-5.77788894,1.47439648,0.36423129,0.05931056,0.00200693,0.56299623,0.00624173,0.35092274,0.90445786,0.44121364
-5.77188594,1.59816564,0.39147995,0.06433442,0.00229208,0.61447450,0.00662562,0.37528476,0.98943313,0.47730960
-5.76588294,1.73115665,0.41996260,0.06997361,0.00260918,0.66955352,0.00708667,0.40150485,1.07944272,0.51612252
-5.75987994,1.87277421,0.44930784,0.07619393,0.00295727,0.72816447,0.00761669,0.42925916,1.17424566,0.55753088
-5.75387694,2.02229494,0.47912842,0.08295589,0.00333477,0.79018199,0.00820642,0.45820603,1.27352107,0.60137285
-5.74787394,2.17885286,0.50902646,0.09021381,0.00373943,0.85541369,0.00884558,0.48798886,1.37685742,0.64744001
-5.74187094,2.34142689,0.53859914,0.09791495,0.00416822,0.92359059,0.00952298,0.51823908,1.48374289,0.69547164
-5.73586793,2.50883130,0.56744470,0.10599869,0.00461740,0.99435890,0.01022658,0.54857945,1.59355771,0.74515012
-5.72986493,2.67971080,0.59516858,0.11439597,0.00508243,1.06727411,0.01094372,0.57862763,1.70556896,0.79609798
-5.72386193,2.85254109,0.62138964,0.12302884,0.00555805,1.14179782,0.01166124,0.60800009,1.81892888,0.84787699
-5.71785893,3.02563611,0.64574627,0.13181039,0.00603834,1.21729800,0.01236574,0.63631628,1.93267703,0.89998969
-5.71185593,3.19716263,0.66790232,0.14064504,0.00651678,1.29305314,0.01304383,0.66320316,2.04574708,0.95188371
-5.70585293,3.36516261,0.68755253,0.14942919,0.00698639,1.36826043,0.01368242,0.68830006,2.15697827,1.00295892
-5.69984992,3.52758342,0.70442767,0.15805244,0.00743988,1.44204820,0.01426898,0.71126370,2.26513198,1.05257754
-5.69384692,3.68231533,0.71829890,0.16639907,0.00786984,1.51349239,0.01479189,0.73177353,2.36891290,1.10007692
-5.68784392,3.82723555,0.72898148,0.17435016,0.00826888,1.58163660,0.01524069,0.74953696,2.46699471,1.14478475
-5.68184092,3.96025738,0.73633776,0.18178597,0.00862988,1.64551530,0.01560638,0.76429473,2.55804941,1.18603612
-5.67583792,4.07938286,0.74027914,0.18858870,0.00894618,1.70417913,0.01588162,0.77582591,2.64077948,1.22319178
-5.66983492,4.18275685,0.74076729,0.19464550,0.00921177,1.75672154,0.01606093,0.78395267,2.71395167,1.25565696
-5.66383192,4.26872038,0.73781426,0.19985152,0.00942147,1.80230556,0.01614084,0.78854436,2.77643129,1.28289972
-5.65782891,4.33586090,0.73148178,0.20411309,0.00957113,1.84018957,0.01611998,0.78952098,2.82721545,1.30446823
-5.65182591,4.38305726,0.72187946,0.20735061,0.00965773,1.86975096,0.01599905,0.78685569,2.86546399,1.32000596
-5.64582291,4.40951727,0.70916222,0.20950130,0.00967949,1.89050655,0.01578080,0.78057627,2.89052668,1.32926413
-5.63981991,4.41480607,0.69352683,0.21052138,0.00963594,1.90212887,0.01546989,0.77076548,2.90196555,1.33211080
-5.63381691,4.39886388,0.67520766,0.21038795,0.00952792,1.90445758,0.01507278,0.75756014,2.89957114,1.32853610
-5.62781391,4.36201232,0.65447190,0.20910001,0.00935757,1.89750534,0.01459743,0.74114904,2.88337219,1.31865333
-5.62181091,4.30494878,0.63161417,0.20667905,0.00912822,1.88145807,0.01405311,0.72176954,2.85363788,1.30269586
-5.61580790,4.22872909,0.60695089,0.20316875,0.00884436,1.85666945,0.01345009,0.69970318,2.81087288,1.28100997
-5.60980490,4.13473926,0.58081439,0.19863414,0.00851140,1.82364989,0.01279935,0.67527022,2.75580498,1.25404392
-5.60380190,4.02465736,0.55354702,0.19316000,0.00813558,1.78305062,0.01211227,0.64882341,2.68936605,1.22233370
-5.59779890,3.90040734,0.52549542,0.18684875,0.00772371,1.73564351,0.01140038,0.62074119,2.61266699,1.18648631
-5.59179590,3.76410662,0.49700507,0.17981785,0.00728302,1.68229755,0.01067507,0.59142048,2.52696770,1.14716097
-5.58579290,3.61800970,0.46841524,0.17219678,0.00682091,1.62395302,0.00994735,0.56126948,2.43364330,1.10504950
-5.57978989,3.46445006,0.44005447,0.16412386,0.00634478,1.56159444,0.00922769,0.53070044,2.33414795,1.06085631
-5.57378689,3.30578256,0.41223668,0.15574287,0.00586180,1.49622342,0.00852581,0.50012293,2.22997776,1.01527910
-5.56778389,3.14432843,0.38525786,0.14719979,0.00537878,1.42883243,0.00785062,0.46993745,2.12263397,0.96899088
-5.56178089,2.98232474,0.35939343,0.13863955,0.00490199,1.36038045,0.00721009,0.44052985,2.01358802,0.92262396
-5.55577789,2.82187993,0.33489625,0.13020308,0.00443706,1.29177143,0.00661126,0.41226636,1.90424946,0.87675650
-5.54977489,2.66493635,0.31199512,0.12202470,0.00398887,1.22383599,0.00606023,0.38548947,1.79593775,0.83190191
-5.54377189,2.51324084,0.29089382,0.11422975,0.00356151,1.15731708,0.00556215,0.36051454,1.68985876,0.78850140
-5.53776888,2.36832337,0.27177055,0.10693271,0.00315827,1.09285959,0.00512130,0.33762709,1.58708642,0.74691963
-5.53176588,2.23148390,0.25477759,0.10023568,0.00278158,1.03100422,0.00474112,0.31708078,1.48854977,0.70744343
-5.52576288,2.10378687,0.24004130,0.09422725,0.00243312,0.97218524,0.00442431,0.29909587,1.39502539,0.67028341
-5.51975988,1.98606269,0.22766212,0.08898176,0.00211381,0.91673193,0.00417284,0.28385808,1.30713496,0.63557798
-5.51375688,1.87891518,0.21771470,0.08455882,0.00182391,0.86487334,0.00398805,0.27151778,1.22534754,0.60339948
-5.50775388,1.78273397,0.21024807,0.08100326,0.00156310,0.81674563,0.00387068,0.26218938,1.14998585,0.57376190
-5.50175088,1.69771059,0.20528584,0.07834517,0.00133052,0.77240152,0.00382093,0.25595093,1.08123597,0.54662959
-5.49574787,1.62385727,0.20282646,0.07660034,0.00112493,0.73182119,0.00383844,0.25284375,1.01915957,0.52192666
-5.48974487,1.56102727,0.20284365,0.07577082,0.00094478,0.69492394,0.00392235,0.25287241,0.96370790,0.49954637
-5.48374187,1.50893591,0.20528702,0.07584565,0.00078825,0.66158009,0.00407131,0.25600481,0.91473683,0.47936023
-5.47773887,1.46718161,0.21008304,0.07680187,0.00065342,0.63162259,0.00428347,0.26217270,0.87202222,0.46122648
-5.47173587,1.43526641,0.21713645,0.07860562,0.00053826,0.60485788,0.00455650,0.27127262,0.83527507,0.44499754
-5.46573287,1.41261563,0.22633225,0.08121354,0.00044074,0.58107580,0.00488764,0.28316760,0.80415599,0.43052644
-5.45972986,1.39859666,0.23753830,0.08457430,0.00035887,0.56005818,0.00527368,0.29768956,0.77828870,0.41767203
-5.45372686,1.39253683,0.25060864,0.08863036,0.00029075,0.54158617,0.00571111,0.31464266,0.75727231,0.40630296
-5.44772386,1.39374044,0.26538755,0.09331995,0.00023458,0.52544613,0.00619610,0.33380782,0.74069238,0.39630061
-5.44172086,1.40150530,0.28171428,0.09857926,0.00018873,0.51143433,0.00672470,0.35494814,0.72813076,0.38756088
-5.43571786,1.41513873,0.29942841,0.10434469,0.00015168,0.49936042,0.00729294,0.37781559,0.71917420,0.37999523
-5.42971486,1.43397326,0.31837560,0.11055530,0.00012213,0.48904989,0.00789700,0.40215848,0.71342194,0.37353089
-5.42371186,1.45738190,0.33841361,0.11715526,0.00009888,0.48034567,0.00853339,0.42772987,0.71049235,0.36811064
-5.41770885,1.48479290,0.35941827,0.12409616,0.00008095,0.47310903,0.00919916,0.45429633,0.71002868,0.36369211
-5.41170585,1.51570350,0.38128909,0.13133926,0.00006747,0.46721988,0.00989210,0.48164695,0.71170398,0.36024677
-5.40570285,1.54969242,0.40395422,0.13885734,0.00005774,0.46257660,0.01061093,0.50960202,0.71522523,0.35775882
-5.39969985,1.58643016,0.42737435,0.14663620,0.00005121,0.45909543,0.01135545,0.53802086,0.72033656,0.35622375
-5.39369685,1.62568669,0.45154533,0.15467557,0.00004742,0.45670944,0.01212669,0.56680855,0.72682144,0.35564688
-5.38769385,1.66733562,0.47649914,0.16298942,0.00004606,0.45536710,0.01292697,0.59592078,0.73450378,0.35604158
-5.38169085,1.71135419,0.50230309,0.17160546,0.00004689,0.45503040,0.01375990,0.62536667,0.74324777,0.35742737
-5.37568784,1.75781861,0.52905698,0.18056396,0.00004981,0.45567248,0.01463031,0.65520892,0.75295630,0.35982765
-5.36968484,1.80689426,0.55688839,0.18991562,0.00005477,0.45727486,0.01554408,0.68556138,0.76356786,0.36326715
-5.36368184,1.85882075,0.58594602,0.19971880,0.00006180,0.45982407,0.01650792,0.71658359,0.77505207,0.36776907
-5.35767884,1.91389189,0.61639128,0.21003592,0.00007103,0.46330799,0.01752897,0.74847262,0.78740366,0.37335186
-5.35167584,1.97243129,0.64838859,0.22092934,0.00008261,0.46771183,0.01861445,0.78145218,0.80063529,0.38002577
-5.34567284,2.03476418,0.68209452,0.23245672,0.00009678,0.47301390,0.01977111,0.81575957,0.81476933,0.38778930
-5.33966983,2.10118684,0.71764649,0.24466623,0.00011381,0.47918145,0.02100474,0.85163080,0.82982903,0.39662551
-5.33366683,2.17193481,0.75515139,0.25759168,0.00013400,0.48616673,0.02231958,0.88928458,0.84582945,0.40649866
-5.32766383,2.24715157,0.79467476,0.27124790,0.00015770,0.49390353,0.02371777,0.92890598,0.86276873,0.41735104
-5.32166083,2.32685932,0.83623093,0.28562657,0.00018528,0.50230442,0.02519885,0.97063035,0.88061996,0.42910054
-5.31565783,2.41093344,0.87977482,0.30069281,0.00021709,0.51125898,0.02675932,1.01452847,0.89932441,0.44163889
-5.30965483,2.49908212,0.92519560,0.31638260,0.00025351,0.52063312,0.02839222,1.06059359,0.91878624,0.45483089
-5.30365183,2.59083261,0.97231273,0.33260140,0.00029488,0.53026972,0.03008697,1.10873110,0.93886928,0.46851471
-5.29764882,2.68552483,1.02087451,0.34922389,0.00034151,0.53999055,0.03182928,1.15875132,0.95939584,0.48250343
-5.29164582,2.78231324,1.07055925,0.36609508,0.00039368,0.54959951,0.03360120,1.21036600,0.98014784,0.49658771
-5.28564282,2.88017691,1.12097914,0.38303269,0.00045157,0.55888715,0.03538141,1.26318857,1.00087016,0.51053972
-5.27963982,2.97793791,1.17168660,0.39983076,0.00051530,0.56763613,0.03714564,1.31673855,1.02127598,0.52411805
-5.27363682,3.07428711,1.22218294,0.41626440,0.00058487,0.57562761,0.03886726,1.37044975,1.04105387,0.53707356
-5.26763382,3.16781669,1.27192903,0.43209558,0.00066018,0.58264803,0.04051802,1.42368221,1.05987640,0.54915590
-5.26163082,3.25705786,1.32035767,0.44707950,0.00074097,0.58849612,0.04206888,1.47573740,1.07740953,0.56012045
-5.25562781,3.34052246,1.36688708,0.46097167,0.00082685,0.59298978,0.04349097,1.52587618,1.09332269,0.56973539
-5.24962481,3.41674679,1.41093530,0.47353505,0.00091728,0.59597242,0.04475654,1.57333889,1.10729879,0.57778859
-5.24362181,3.48433578,1.45193504,0.48454726,0.00101155,0.59731855,0.04583991,1.61736689,1.11904395,0.58409409
-5.23761881,3.54200611,1.48934838,0.49380746,0.00110880,0.59693827,0.04671845,1.65722484,1.12829643,0.58849792
-5.23161581,3.58862660,1.52268126,0.50114259,0.00120802,0.59478065,0.04737336,1.69222282,1.13483458,0.59088293
-5.22561281,3.62325436,1.55149715,0.50641299,0.00130806,0.59083566,0.04779041,1.72173788,1.13848361,0.59117260
-5.21960980,3.64516585,1.57542971,0.50951687,0.00140766,0.58513478,0.04796051,1.74523394,1.13912088,0.58933368
-5.21360680,3.65388164,1.59419409,0.51039386,0.00150549,0.57775030,0.04788005,1.76227973,1.13667987,0.58537747
-5.20760380,3.64918437,1.60759673,0.50902726,0.00160014,0.56879329,0.04755114,1.77256406,1.13115276,0.57935995
-5.20160080,3.63112947,1.61554316,0.50544508,0.00169020,0.55841055,0.04698159,1.77590796,1.12259164,0.57138064
-5.19559780,3.60004844,1.61804386,0.49971984,0.00177429,0.54678058,0.04618466,1.77227329,1.11110843,0.56158024
-5.18959480,3.55654479,1.61521771,0.49196719,0.00185109,0.53410889,0.04517877,1.76176763,1.09687370,0.55013735
-5.18359180,3.50148281,1.60729297,0.48234339,0.00191942,0.52062278,0.04398686,1.74464509,1.08011434,0.53726418
-5.17758879,3.43596958,1.59460560,0.47104176,0.00197823,0.50656579,0.04263579,1.72130305,1.06111022,0.52320156
-5.17158579,3.36133073,1.57759463,0.45828822,0.00202669,0.49219208,0.04115553,1.69227486,1.04018980,0.50821332
-5.16558279,3.27908059,1.55679471,0.44433610,0.00206420,0.47776078,0.03957831,1.65821855,1.01772481,0.49258021
-5.15957979,3.19088737,1.53282567,0.42946031,0.00209042,0.46353050,0.03793773,1.61990182,0.99412393,0.47659350
-5.15357679,3.09853427,1.50637918,0.41395108,0.00210529,0.44975409,0.03626788,1.57818363,0.96982534,0.46054845
-5.14757379,3.00387745,1.47820277,0.39810741,0.00210903,0.43667365,0.03460248,1.53399288,0.94528845,0.44473772
-5.14157079,2.90880164,1.44908138,0.38223038,0.00210215,0.42451590,0.03297402,1.48830469,0.92098452,0.42944491
-5.13556778,2.81517473,1.41981701,0.36661655,0.00208543,0.41348788,0.03141309,1.44211501,0.89738642,0.41493831
-5.12956478,2.72480225,1.39120690,0.35155150,0.00205991,0.40377306,0.02994766,1.39641426,0.87495771,0.40146502
-5.12356178,2.63938317,1.36402096,0.33730382,0.00202682,0.39552779,0.02860257,1.35216080,0.85414111,0.38924557
-5.11755878,2.56046805,1.33897924,0.32411955,0.00198760,0.38887826,0.02739909,1.31025517,0.83534680,0.37846919
-5.11155578,2.48942103,1.31673024,0.31221729,0.00194378,0.38391787,0.02635461,1.27151597,0.81894079,0.36928970
-5.10555278,2.42738682,1.29783088,0.30178417,0.00189701,0.38070522,0.02548247,1.23665818,0.80523390,0.36182248
-5.09954977,2.37526389,1.28272909,0.29297266,0.00184894,0.37926270,0.02479186,1.20627477,0.79447169,0.35614222
-5.09354677,2.33368487,1.27174976,0.28589839,0.00180122,0.37957580,0.02428786,1.18082243,0.78682590,0.35228188
-5.08754377,2.30300514,1.26508474,0.28063915,0.00175542,0.38159326,0.02397163,1.16061178,0.78238782,0.35023278
-5.08154077,2.28330010,1.26278750,0.27723484,0.00171302,0.38522813,0.02384065,1.14580267,0.78116408,0.34994590
-5.07553777,2.27437148,1.26477270,0.27568868,0.00167533,0.39035969,0.02388903,1.13640476,0.78307501,0.35133436
-5.06953477,2.27576262,1.27082105,0.27596941,0.00164352,0.39683652,0.02410795,1.13228324,0.78795607,0.35427712
-5.06353177,2.28678224,1.28058905,0.27801449,0.00161856,0.40448043,0.02448613,1.13316970,0.79556223,0.35862373
-5.05752876,2.30653601,1.29362352,0.28173417,0.00160123,0.41309131,0.02501032,1.13867740,0.80557538,0.36420003
-5.05152576,2.33396444,1.30938028,0.28701622,0.00159211,0.42245285,0.02566586,1.14832049,0.81761447,0.37081457
-5.04552276,2.36788577,1.32724602,0.29373116,0.00159159,0.43233884,0.02643718,1.16153615,0.83124809,0.37826554
-5.03951976,2.40704190,1.34656263,0.30173774,0.00159990,0.44251990,0.02730834,1.17770866,0.84600906,0.38634795
-5.03351676,2.45014523,1.36665262,0.31088834,0.00161707,0.45277033,0.02826345,1.19619424,0.86141015,0.39486063
-5.02751376,2.49592447,1.38684452,0.32103417,0.00164302,0.46287490,0.02928714,1.21634554,0.87696056,0.40361291
-5.02151076,2.54316702,1.40649704,0.33202994,0.00167751,0.47263509,0.03036482,1.23753439,0.89218212,0.41243059
-5.01550775,2.59075624,1.42502087,0.34373774,0.00172022,0.48187471,0.03148295,1.25917210,0.90662464,0.42116082
-5.00950475,2.63770164,1.44189692,0.35603002,0.00177071,0.49044440,0.03262914,1.28072600,0.91987950,0.42967589
-5.00350175,2.68316079,1.45669040,0.36879155,0.00182844,0.49822495,0.03379220,1.30173173,0.93159109,0.43787548
-4.99749875,2.72645211,1.46905990,0.38192017,0.00189281,0.50512922,0.03496206,1.32180079,0.94146535,0.44568754
-4.99149575,2.76705812,1.47876140,0.39532652,0.00196312,0.51110253,0.03612956,1.34062317,0.94927517,0.45306755
-4.98549275,2.80461946,1.48564700,0.40893266,0.00203859,0.51612158,0.03728623,1.35796510,0.95486253,0.45999641
-4.97948974,2.83892038,1.48965885,0.42266982,0.00211833,0.52019188,0.03842400,1.37366252,0.95813735,0.46647694
-4.97348674,2.86986712,1.49081873,0.43647546,0.00220136,0.52334402,0.03953480,1.38761085,0.95907319,0.47252949
-4.96748374,2.89746071,1.48921423,0.45028986,0.00228661,0.52562881,0.04061029,1.39975200,0.95770042,0.47818659
-4.96148074,2.92176638,1.48498249,0.46405258,0.00237286,0.52711175,0.04164154,1.41005962,0.95409712,0.48348733
-4.95547774,2.94288159,1.47829264,0.47769905,0.00245882,0.52786706,0.04261872,1.41852392,0.94837862,0.48847157
-4.94947474,2.96090502,1.46932824,0.49115753,0.00254307,0.52797166,0.04353103,1.42513698,0.94068616,0.49317449
-4.94347174,2.97590847,1.45827067,0.50434678,0.00262410,0.52749951,0.04436656,1.42987977,0.93117561,0.49762171
-4.93746873,2.98791360,1.44528468,0.51717451,0.00270035,0.52651647,0.04511239,1.43271176,0.92000678,0.50182533
-4.93146573,2.99687472,1.43050685,0.52953686,0.00277019,0.52507610,0.04575477,1.43356381,0.90733400,0.50578105
-4.92546273,3.00266872,1.41403757,0.54131891,0.00283200,0.52321653,0.04627941,1.43233476,0.89329843,0.50946651
-4.91945973,3.00509247,1.39593685,0.55239617,0.00288419,0.52095854,0.04667188,1.42889193,0.87802251,0.51284097
-4.91345673,3.00386751,1.37622411,0.56263699,0.00292526,0.51830486,0.04691814,1.42307532,0.86160663,0.51584613
-4.90745373,2.99865147,1.35488160,0.57190577,0.00295383,0.51524071,0.04700506,1.41470513,0.84412809,0.51840819
-4.90145073,2.98905501,1.33186099,0.58006665,0.00296872,0.51173546,0.04692103,1.40359202,0.82564221,0.52044077
-4.89544772,2.97466302,1.30709258,0.58698754,0.00296897,0.50774517,0.04665654,1.38954919,0.80618530,0.52184859
-4.88944472,2.95505835,1.28049617,0.59254417,0.00295388,0.50321588,0.04620468,1.37240539,0.78577906,0.52253159
-4.88344172,2.92984633,1.25199278,0.59662395,0.00292306,0.49808739,0.04556163,1.35201798,0.76443603,0.52238924
-4.87743872,2.89867859,1.22151626,0.59912937,0.00287645,0.49229724,0.04472698,1.32828500,0.74216549,0.52132475
-4.87143572,2.86127444,1.18902414,0.59998084,0.00281431,0.48578468,0.04370398,1.30115546,0.71897946,0.51924905
-4.86543272,2.81743890,1.15450677,0.59911876,0.00273725,0.47849446,0.04249958,1.27063728,0.69489820,0.51608421
-4.85942971,2.76707618,1.11799433,0.59650486,0.00264620,0.47038013,0.04112441,1.23680222,0.66995500,0.51176628
-4.85342671,2.71019837,1.07956140,0.59212270,0.00254238,0.46140693,0.03959249,1.19978777,0.64419976,0.50624748
-4.84742371,2.64692900,1.03932877,0.58597750,0.00242726,0.45155399,0.03792093,1.15979585,0.61770148,0.49949759
-4.84142071,2.57750186,0.99746271,0.57809532,0.00230255,0.44081596,0.03612945,1.11708850,0.59054925,0.49150479
-4.83541771,2.50225546,0.95417180,0.56852179,0.00217010,0.42920392,0.03423980,1.07198101,0.56285203,0.48227579
-4.82941471,2.42162407,0.90970162,0.55732046,0.00203186,0.41674584,0.03227516,1.02483293,0.53473720,0.47183553
-4.82341171,2.33612591,0.86432799,0.54457108,0.00188983,0.40348640,0.03025947,0.97603763,0.50634813,0.46022647
-4.81740870,2.24634985,0.81834905,0.53036776,0.00174599,0.38948650,0.02821680,0.92601100,0.47784095,0.44750760
-4.81140570,2.15294122,0.77207682,0.51481728,0.00160226,0.37482238,0.02617073,0.87518001,0.44938082,0.43375335
-4.80540270,2.05658768,0.72582879,0.49803753,0.00146044,0.35958449,0.02414377,0.82397162,0.42113796,0.41905232
-4.79939970,1.95800593,0.67992001,0.48015620,0.00132217,0.34387624,0.02215691,0.77280264,0.39328365,0.40350612
-4.79339670,1.85792956,0.63465592,0.46130971,0.00118891,0.32781263,0.02022918,0.72207098,0.36598652,0.38722820
-4.78739370,1.75709857,0.59032640,0.44164223,0.00106188,0.31151883,0.01837743,0.67214841,0.33940917,0.37034265
-4.78139070,1.65625053,0.54720113,0.42130494,0.00094209,0.29512867,0.01661607,0.62337509,0.31370530,0.35298314
-4.77538769,1.55611340,0.50552623,0.40045525,0.00083032,0.27878321,0.01495705,0.57605595,0.28901747,0.33529181
-4.76938469,1.45739982,0.46552239,0.37925605,0.00072712,0.26262919,0.01340985,0.53045864,0.26547547,0.31741806
-4.76338169,1.36080259,0.42738414,0.35787473,0.00063283,0.24681748,0.01198155,0.48681313,0.24319520,0.29951735
-4.75737869,1.26699095,0.39128025,0.33648216,0.00054757,0.23150142,0.01067701,0.44531253,0.22227819,0.28174974
-4.75137569,1.17660748,0.35735501,0.31525122,0.00047129,0.21683518,0.00949909,0.40611496,0.20281150,0.26427840
-4.74537269,1.09026502,0.32573014,0.29435526,0.00040382,0.20297184,0.00844885,0.36934621,0.18486796,0.24726781
-4.73936968,1.00854366,0.29650714,0.27396610,0.00034481,0.19006150,0.00752586,0.33510282,0.16850666,0.23088183
-4.73336668,0.93198732,0.26976976,0.25425196,0.00029386,0.17824917,0.00672839,0.30345541,0.15377360,0.21528157
-4.72736368,0.86109992,0.24558659,0.23537501,0.00025048,0.16767261,0.00605371,0.27445207,0.14070233,0.20062311
-4.72136068,0.79634113,0.22401331,0.21748899,0.00021411,0.15845996,0.00549828,0.24812151,0.12931456,0.18705511
-4.71535768,0.73812163,0.20509477,0.20073665,0.00018418,0.15072738,0.00505794,0.22447599,0.11962068,0.17471637
-4.70935468,0.68679809,0.18886655,0.18524737,0.00016013,0.14457660,0.00472807,0.20351382,0.11162013,0.16373338
-4.70335168,0.64266789,0.17535604,0.17113482,0.00014137,0.14009250,0.00450367,0.18522151,0.10530162,0.15421793
-4.69734867,0.60596396,0.16458312,0.15849494,0.00012735,0.13734075,0.00437947,0.16957544,0.10064316,0.14626491
-4.69134567,0.57684982,0.15656016,0.14740426,0.00011751,0.13636562,0.00434996,0.15654315,0.09761207,0.13995023
-4.68534267,0.55541506,0.15129160,0.13791848,0.00011137,0.13718797,0.00440936,0.14608425,0.09616475,0.13532906
-4.67933967,0.54167167,0.14877315,0.13007159,0.00010844,0.13980363,0.00455166,0.13815102,0.09624664,0.13243432
-4.67333667,0.53555118,0.14899048,0.12387539,0.00010828,0.14418208,0.00477056,0.13268877,0.09779204,0.13127557
-4.66733367,0.53690317,0.15191767,0.11931949,0.00011047,0.15026577,0.00505945,0.12963598,0.10072421,0.13183833
-4.66133067,0.54549497,0.15751549,0.11637173,0.00011463,0.15796987,0.00541134,0.12892432,0.10495554,0.13408371
-4.65532766,0.56101309,0.16572954,0.11497909,0.00012041,0.16718278,0.00581889,0.13047866,0.11038812,0.13794867
-4.64932466,0.58306620,0.17648838,0.11506901,0.00012747,0.17776730,0.00627438,0.13421698,0.11691448,0.14334661
-4.64332166,0.61118991,0.18970187,0.11655106,0.00013550,0.18956256,0.00676973,0.14005043,0.12441879,0.15016859
