energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.39369685,3.40116959,0.52486495,0.00000000,0.01849081,0.78752568,1.41194837,1.65807224,0.03213641,0.65958129
-5.38769385,3.52252071,0.54647852,0.00000000,0.01926207,0.81370452,1.46292600,1.71827882,0.03327606,0.68642717
-5.38169085,3.63080684,0.56635030,0.00000000,0.02000794,0.83634782,1.50898048,1.77185389,0.03432341,0.71087286
-5.37568784,3.72389446,0.58410465,0.00000000,0.02070747,0.85501502,1.54919510,1.81778715,0.03526150,0.73239126
-5.36968484,3.79986382,0.59938773,0.00000000,0.02134102,0.86932538,1.58272290,1.85517676,0.03607412,0.75050423
-5.36368184,3.85706727,0.61187823,0.00000000,0.02189071,0.87897039,1.60881328,1.88325657,0.03674629,0.76479609
-5.35767884,3.89418026,0.62129750,0.00000000,0.02234081,0.88372397,1.62683640,1.90141960,0.03726468,0.77492542
-5.35167584,3.91024295,0.62741868,0.00000000,0.02267812,0.88345025,1.63630411,1.90923687,0.03761809,0.78063469
-5.34567284,3.90469030,0.63007426,0.00000000,0.02289223,0.87810826,1.63688659,1.90647050,0.03779777,0.78175729
-5.33966983,3.87736948,0.62916187,0.00000000,0.02297570,0.86775355,1.62842376,1.89308073,0.03779777,0.77822171
-5.33366683,3.82854378,0.62464795,0.00000000,0.02292421,0.85253656,1.61093102,1.86922647,0.03761507,0.77005257
-5.32766383,3.75888309,0.61656907,0.00000000,0.02273658,0.83269788,1.58459910,1.83525956,0.03724975,0.75736860
-5.32166083,3.66944129,0.60503103,0.00000000,0.02241466,0.80856060,1.54978801,1.79171290,0.03670499,0.74037767
-5.31565783,3.56162191,0.59020552,0.00000000,0.02196321,0.78052016,1.50701551,1.73928320,0.03598695,0.71936903
-5.30965483,3.43713361,0.57232477,0.00000000,0.02138965,0.74903221,1.45694051,1.67880918,0.03510467,0.69470319
-5.30365183,3.29793760,0.55167425,0.00000000,0.02070374,0.71459890,1.40034251,1.61124607,0.03406974,0.66679996
-5.29764882,3.14618925,0.52858387,0.00000000,0.01991722,0.67775440,1.33809771,1.53763780,0.03289604,0.63612504
-5.29164582,2.98417657,0.50341807,0.00000000,0.01904337,0.63905009,1.27115310,1.45908773,0.03159930,0.60317590
-5.28564282,2.81425773,0.47656513,0.00000000,0.01809665,0.59904004,1.20049949,1.37672934,0.03019674,0.56846737
-5.27963982,2.63880039,0.44842632,0.00000000,0.01709216,0.55826737,1.12714466,1.29169777,0.02870663,0.53251764
-5.27363682,2.46012450,0.41940513,0.00000000,0.01604527,0.51725188,1.05208761,1.20510332,0.02714781,0.49583502
-5.26763382,2.28045084,0.38989721,0.00000000,0.01497122,0.47647934,0.97629477,1.11800752,0.02553931,0.45890607
-5.26163082,2.10185634,0.36028108,0.00000000,0.01388468,0.43639268,0.90067897,1.03140262,0.02389991,0.42218524
-5.25562781,1.92623740,0.33091015,0.00000000,0.01279949,0.39738527,0.82608165,0.94619475,0.02224780,0.38608649
-5.24962481,1.75528172,0.30210616,0.00000000,0.01172835,0.35979623,0.75325878,0.86319099,0.02060021,0.35097675
-5.24362181,1.59044883,0.27415405,0.00000000,0.01068264,0.32390791,0.68287056,0.78309056,0.01897317,0.31717160
-5.23761881,1.43295909,0.24729859,0.00000000,0.00967223,0.28994523,0.61547495,0.70647976,0.01738126,0.28493279
-5.23161581,1.28379060,0.22174243,0.00000000,0.00870543,0.25807673,0.55152484,0.63383072,0.01583746,0.25446772
-5.22561281,1.14368338,0.19764571,0.00000000,0.00778892,0.22841724,0.49136865,0.56550322,0.01435301,0.22593056
-5.21960980,1.01314969,0.17512705,0.00000000,0.00692780,0.20103160,0.43525381,0.50174949,0.01293737,0.19942484
-5.21360680,0.89248947,0.15426566,0.00000000,0.00612564,0.17593948,0.38333282,0.44272128,0.01159820,0.17500714
-5.20760380,0.78180986,0.13510446,0.00000000,0.00538457,0.15312074,0.33567120,0.38847876,0.01034139,0.15269175
-5.20160080,0.68104742,0.11765395,0.00000000,0.00470543,0.13252123,0.29225703,0.33900069,0.00917116,0.13245593
-5.19559780,0.58999230,0.10189665,0.00000000,0.00408790,0.11405867,0.25301131,0.29419552,0.00809015,0.11424548
-5.18959480,0.50831301,0.08779189,0.00000000,0.00353065,0.09762854,0.21779893,0.25391273,0.00709960,0.09798048
-5.18359180,0.43558126,0.07528069,0.00000000,0.00303155,0.08310965,0.18643966,0.21795431,0.00619947,0.08356091
-5.17758879,0.37129589,0.06429069,0.00000000,0.00258779,0.07036933,0.15871880,0.18608575,0.00538868,0.07087202
-5.17158579,0.31490537,0.05474093,0.00000000,0.00219609,0.05926816,0.13439733,0.15804656,0.00466529,0.05978930
-5.16558279,0.26582854,0.04654625,0.00000000,0.00185277,0.04966413,0.11322121,0.13355986,0.00402672,0.05018296
-5.15957979,0.22347304,0.03962149,0.00000000,0.00155397,0.04141615,0.09492968,0.11234109,0.00346993,0.04192188
-5.15357679,0.18725148,0.03388509,0.00000000,0.00129571,0.03438711,0.07926254,0.09410557,0.00299166,0.03487694
-5.14757379,0.15659511,0.02926230,0.00000000,0.00107402,0.02844619,0.06596632,0.07857502,0.00258860,0.02892382
-5.14157079,0.13096500,0.02568790,0.00000000,0.00088503,0.02347073,0.05479929,0.06548294,0.00225760,0.02394519
-5.13556778,0.10986091,0.02310831,0.00000000,0.00072500,0.01934755,0.04553550,0.05457888,0.00199577,0.01983239
-5.12956478,0.09282780,0.02148323,0.00000000,0.00059041,0.01597386,0.03796771,0.04563167,0.00180070,0.01648664
-5.12356178,0.07946037,0.02078670,0.00000000,0.00047799,0.01325772,0.03190954,0.03843168,0.00167047,0.01381981
-5.11755878,0.06940551,0.02100763,0.00000000,0.00038472,0.01111818,0.02719667,0.03279217,0.00160381,0.01175482
-5.11155578,0.06236317,0.02214980,0.00000000,0.00030788,0.00948519,0.02368752,0.02854987,0.00160009,0.01022575
-5.10555278,0.05808561,0.02423126,0.00000000,0.00024502,0.00829924,0.02126319,0.02556481,0.00165934,0.00917767
-5.09954977,0.05637534,0.02728328,0.00000000,0.00019398,0.00751079,0.01982703,0.02371951,0.00178223,0.00856635
-5.09354677,0.05708196,0.03134875,0.00000000,0.00015285,0.00707966,0.01930385,0.02291773,0.00196996,0.00835772
-5.08754377,0.06009798,0.03648000,0.00000000,0.00011999,0.00697430,0.01963880,0.02308268,0.00222418,0.00852737
-5.08154077,0.06535398,0.04273632,0.00000000,0.00009401,0.00717093,0.02079620,0.02415494,0.00254683,0.00905990
-5.07553777,0.07281311,0.05018092,0.00000000,0.00007370,0.00765280,0.02275820,0.02609016,0.00293995,0.00994833
-5.06953477,0.08246533,0.05887763,0.00000000,0.00005810,0.00840936,0.02552351,0.02885647,0.00340548,0.01119349
-5.06353177,0.09432146,0.06888738,0.00000000,0.00004640,0.00943549,0.02910624,0.03243196,0.00394499,0.01280356
-5.05752876,0.10840724,0.08026448,0.00000000,0.00003796,0.01073082,0.03353489,0.03680205,0.00455946,0.01479363
-5.05152576,0.12475777,0.09305306,0.00000000,0.00003232,0.01229908,0.03885149,0.04195701,0.00524902,0.01718539
-5.04552276,0.14341235,0.10728357,0.00000000,0.00002913,0.01414759,0.04511119,0.04788965,0.00601264,0.02000697
-5.03951976,0.16441012,0.12296973,0.00000000,0.00002819,0.01628684,0.05238194,0.05459330,0.00684797,0.02329295
-5.03351676,0.18778653,0.14010602,0.00000000,0.00002943,0.01873017,0.06074468,0.06206008,0.00775106,0.02708446
-5.02751376,0.21357098,0.15866590,0.00000000,0.00003291,0.02149358,0.07029370,0.07027968,0.00871624,0.03142949
-5.02151076,0.24178553,0.17860086,0.00000000,0.00003882,0.02459567,0.08113738,0.07923849,0.00973600,0.03638323
-5.01550775,0.27244504,0.19984058,0.00000000,0.00004748,0.02805764,0.09339907,0.08891936,0.01080090,0.04200855
-5.00950475,0.30555841,0.22229406,0.00000000,0.00005935,0.03190340,0.10721808,0.09930178,0.01189969,0.04837651
-5.00350175,0.34113109,0.24585196,0.00000000,0.00007506,0.03615971,0.12275069,0.11036264,0.01301933,0.05556678
-4.99749875,0.37916850,0.27038994,0.00000000,0.00009540,0.04085632,0.14017092,0.12207734,0.01414524,0.06366799
-4.99149575,0.41968022,0.29577294,0.00000000,0.00012135,0.04602610,0.15967088,0.13442140,0.01526158,0.07277783
-4.98549275,0.46268442,0.32186028,0.00000000,0.00015406,0.05170500,0.18146060,0.14737228,0.01635155,0.08300279
-4.97948974,0.50821229,0.34851115,0.00000000,0.00019492,0.05793198,0.20576688,0.16091129,0.01739788,0.09445759
-4.97348674,0.55631182,0.37559041,0.00000000,0.00024551,0.06474860,0.23283121,0.17502552,0.01838326,0.10726395
-4.96748374,0.60705051,0.40297408,0.00000000,0.00030765,0.07219839,0.26290633,0.18970959,0.01929083,0.12154876
-4.96148074,0.66051647,0.43055432,0.00000000,0.00038337,0.08032599,0.29625138,0.20496700,0.02010472,0.13744166
-4.95547774,0.71681749,0.45824354,0.00000000,0.00047492,0.08917581,0.33312552,0.22081095,0.02081055,0.15507169
-4.94947474,0.77607773,0.48597709,0.00000000,0.00058474,0.09879046,0.37377995,0.23726450,0.02139587,0.17456335
-4.94347174,0.83843186,0.51371453,0.00000000,0.00071543,0.10920877,0.41844849,0.25435998,0.02185056,0.19603188
-4.93746873,0.90401645,0.54143901,0.00000000,0.00086968,0.12046351,0.46733674,0.27213753,0.02216723,0.21957790
-4.93146573,0.97295897,0.56915488,0.00000000,0.00105026,0.13257892,0.52061025,0.29064290,0.02234136,0.24528165
-4.92546273,1.04536461,0.59688339,0.00000000,0.00125992,0.14556803,0.57838206,0.30992443,0.02237151,0.27319682
-4.91945973,1.12130150,0.62465673,0.00000000,0.00150127,0.15943002,0.64070003,0.33002943,0.02225929,0.30334449
-4.91345673,1.20078515,0.65251071,0.00000000,0.00177673,0.17414760,0.70753466,0.35100017,0.02200929,0.33570722
-4.90745373,1.28376293,0.68047636,0.00000000,0.00208837,0.18968472,0.77876808,0.37286966,0.02162889,0.37022374
-4.90145073,1.37009968,0.70857108,0.00000000,0.00243780,0.20598470,0.85418483,0.39565751,0.02112793,0.40678460
-4.89544772,1.45956557,0.73678984,0.00000000,0.00282605,0.22296892,0.93346515,0.41936632,0.02051839,0.44522902
-4.88944472,1.55182711,0.76509704,0.00000000,0.00325342,0.24053625,1.01618150,0.44397868,0.01981389,0.48534329
-4.88344172,1.64644254,0.79341969,0.00000000,0.00371940,0.25856336,1.10179890,0.46945528,0.01902927,0.52686110
-4.87743872,1.74286223,0.82164240,0.00000000,0.00422250,0.27690593,1.18967943,0.49573429,0.01818007,0.56946579
-4.87143572,1.84043475,0.84960475,0.00000000,0.00476025,0.29540095,1.27909125,0.52273220,0.01728205,0.61279488
-4.86543272,1.93841897,0.87710129,0.00000000,0.00532906,0.31386988,1.36922227,0.55034629,0.01635075,0.65644678
-4.85942971,2.03600203,0.90388462,0.00000000,0.00592427,0.33212292,1.45919811,0.57845855,0.01540109,0.69998957
-4.85342671,2.13232291,0.92967136,0.00000000,0.00654012,0.34996400,1.54810423,0.60694122,0.01444697,0.74297178
-4.84742371,2.22650074,0.95415106,0.00000000,0.00716984,0.36719649,1.63501133,0.63566350,0.01350109,0.78493475
-4.84142071,2.31766684,0.97699776,0.00000000,0.00780579,0.38362942,1.71900324,0.66449910,0.01257466,0.82542620
-4.83541771,2.40499894,0.99788364,0.00000000,0.00843956,0.39908379,1.79920631,0.69333440,0.01167736,0.86401440
-4.82941471,2.48775596,1.01649426,0.00000000,0.00906224,0.41339896,1.87481880,0.72207647,0.01081726,0.90030251
-4.82341171,2.56531152,1.03254465,0.00000000,0.00966461,0.42643854,1.94513916,0.75066051,0.01000087,0.93394225
-4.81740870,2.63718429,1.04579535,0.00000000,0.01023747,0.43809568,2.00959161,0.77905617,0.00923322,0.96464636
-4.81140570,2.70306317,1.05606765,0.00000000,0.01077188,0.44829736,2.06774778,0.80727205,0.00851801,0.99219911
-4.80540270,2.76282579,1.06325716,0.00000000,0.01125951,0.45700746,2.11934303,0.83535804,0.00785777,1.01646433
-4.79939970,2.81654866,1.06734480,0.00000000,0.01169292,0.46422843,2.16428642,0.86340491,0.00725405,1.03739043
-4.79339670,2.86450804,1.06840470,0.00000000,0.01206583,0.47000131,2.20266349,0.89154111,0.00670761,1.05501189
-4.78739370,2.90717077,1.06660814,0.00000000,0.01237339,0.47440418,2.23473141,0.91992638,0.00621864,1.06944722
-4.78139070,2.94517495,1.06222339,0.00000000,0.01261235,0.47754888,2.26090626,0.94874253,0.00578687,1.08089313
-4.77538769,2.97930097,1.05561104,0.00000000,0.01278119,0.47957622,2.28174278,0.97818139,0.00541175,1.08961504
-4.76938469,3.01043370,1.04721483,0.00000000,0.01288022,0.48064978,2.29790728,1.00843055,0.00509257,1.09593444
-4.76338169,3.03951754,1.03754818,0.00000000,0.01291156,0.48094855,2.31014474,1.03965746,0.00482850,1.10021335
-4.75737869,3.06750612,1.02717689,0.00000000,0.01287903,0.48065882,2.31924162,1.07199267,0.00461865,1.10283669
-4.75137569,3.09530922,1.01669855,0.00000000,0.01278806,0.47996549,2.32598593,1.10551316,0.00446205,1.10419341
-4.74537269,3.12373931,1.00671945,0.00000000,0.01264540,0.47904350,2.33112680,1.14022664,0.00435764,1.10465714
-4.73936968,3.15346077,0.99783001,0.00000000,0.01245888,0.47804949,2.33533520,1.17605791,0.00430420,1.10456750
-4.73336668,3.18494424,0.99057976,0.00000000,0.01223706,0.47711438,2.33916830,1.21283814,0.00430029,1.10421284
-4.72736368,3.21842891,0.98545295,0.00000000,0.01198890,0.47633705,2.34303895,1.25029797,0.00434411,1.10381552
-4.72136068,3.25389489,0.98284599,0.00000000,0.01172339,0.47577956,2.34719235,1.28806498,0.00443348,1.10352031
-4.71535768,3.29104747,0.98304777,0.00000000,0.01144917,0.47546413,2.35169100,1.32566618,0.00456568,1.10338680
-4.70935468,3.32931447,0.98622392,0.00000000,0.01117419,0.47537205,2.35640895,1.36253556,0.00473742,1.10338598
-4.70335168,3.36785720,0.99240568,0.00000000,0.01090544,0.47544464,2.36103582,1.39802667,0.00494476,1.10340148
-4.69734867,3.40559493,1.00148432,0.00000000,0.01064867,0.47558609,2.36509041,1.43142993,0.00518309,1.10323526
-4.69134567,3.44124187,1.01321120,0.00000000,0.01040822,0.47566827,2.36794332,1.46199408,0.00544711,1.10261755
-4.68534267,3.47335521,1.02720388,0.00000000,0.01018691,0.47553699,2.36884746,1.48895077,0.00573090,1.10122058
-4.67933967,3.50039199,1.04295794,0.00000000,0.00998598,0.47501966,2.36697494,1.51154137,0.00602795,1.09867528
-4.67333667,3.52077215,1.05986422,0.00000000,0.00980517,0.47393375,2.36145835,1.52904472,0.00633129,1.09459022
-4.66733367,3.53294484,1.07723077,0.00000000,0.00964278,0.47209583,2.35143432,1.54080461,0.00663362,1.08857172
-4.66133067,3.53545473,1.09430854,0.00000000,0.00949588,0.46933048,2.33608724,1.54625562,0.00692746,1.08024416
-4.65532766,3.52700527,1.11031972,0.00000000,0.00936050,0.46547889,2.31469069,1.54494616,0.00720536,1.06926938
-4.64932466,3.50651584,1.12448748,0.00000000,0.00923192,0.46040657,2.28664471,1.53655763,0.00746009,1.05536432
-4.64332166,3.47317017,1.13606574,0.00000000,0.00910494,0.45400981,2.25150701,1.52091877,0.00768483,1.03831597
