energy_ev,total_up,Bi_p_up,Bi_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.81990995,3.73614492,0.36218707,0.00578649,0.00195271,2.61308377,2.61074531,1.25589321
-5.81390695,3.87491680,0.35426383,0.00590570,0.00199084,2.73745701,2.73888621,1.32815307
-5.80790395,4.01829525,0.34567582,0.00604466,0.00202024,2.86612848,2.87106706,1.40147699
-5.80190095,4.16497726,0.33649793,0.00620422,0.00204051,2.99794304,3.00629919,1.47514489
-5.79589795,4.31356390,0.32681389,0.00638488,0.00205147,3.13165964,3.14351443,1.54841589
-5.78989495,4.46258732,0.31671554,0.00658677,0.00205318,3.26597464,3.28158014,1.62054316
-5.78389195,4.61054110,0.30630195,0.00680953,0.00204597,3.39954772,3.41931707,1.69078989
-5.77788894,4.75591237,0.29567855,0.00705231,0.00203040,3.53102934,3.55551950,1.75844547
-5.77188594,4.89721435,0.28495599,0.00731373,0.00200724,3.65908881,3.68897693,1.82284163
-5.76588294,5.03301794,0.27424872,0.00759184,0.00197746,3.78244172,3.81849651,1.88336745
-5.75987994,5.16198101,0.26367341,0.00788412,0.00194220,3.89987576,3.94292545,1.93948292
-5.75387694,5.28287438,0.25334703,0.00818748,0.00190274,4.01027396,4.06117247,1.99073035
-5.74787394,5.39460331,0.24338468,0.00849835,0.00186044,4.11263458,4.17222758,2.03674308
-5.74187094,5.49622405,0.23389740,0.00881263,0.00181668,4.20608684,4.27517941,2.07725111
-5.73586793,5.58695477,0.22498968,0.00912589,0.00177286,4.28990217,4.36922937,2.11208347
-5.72986493,5.66618082,0.21675720,0.00943334,0.00173034,4.36350062,4.45370224,2.14116701
-5.72386193,5.73345420,0.20928460,0.00973004,0.00169034,4.42645231,4.52805268,2.16452186
-5.71785893,5.78848778,0.20264344,0.01001096,0.00165401,4.47847414,4.59186751,2.18225359
-5.71185593,5.83114458,0.19689062,0.01027112,0.00162228,4.51942207,4.64486384,2.19454250
-5.70585293,5.86142314,0.19206716,0.01050577,0.00159593,4.54927962,4.68688308,2.20163057
-5.69984992,5.87943964,0.18819753,0.01071046,0.00157551,4.56814307,4.71788145,2.20380659
-5.69384692,5.88540815,0.18528948,0.01088121,0.00156135,4.57620461,4.73791746,2.20139031
-5.68784392,5.87961992,0.18333448,0.01101462,0.00155357,4.57373406,4.74713717,2.19471637
-5.68184092,5.86242307,0.18230878,0.01110797,0.00155205,4.56106041,4.74575816,2.18411876
-5.67583792,5.83420373,0.18217487,0.01115929,0.00155648,4.53855404,4.73405317,2.16991665
-5.66983492,5.79536959,0.18288349,0.01116744,0.00156637,4.50661074,4.71233429,2.15240228
-5.66383192,5.74633688,0.18437595,0.01113209,0.00158106,4.46563817,4.68093879,2.13183144
-5.65782891,5.68752115,0.18658671,0.01105380,0.00159978,4.41604547,4.64021718,2.10841711
-5.65182591,5.61933229,0.18944605,0.01093393,0.00162164,4.35823651,4.59052429,2.08232630
-5.64582291,5.54217375,0.19288267,0.01077462,0.00164571,4.29260679,4.53221359,2.05368036
-5.63981991,5.45644570,0.19682615,0.01057872,0.00167103,4.21954394,4.46563502,2.02255844
-5.63381691,5.36255135,0.20120905,0.01034970,0.00169666,4.13943147,4.39113604,1.98900382
-5.62781391,5.26090576,0.20596858,0.01009153,0.00172170,4.05265508,4.30906565,1.95303254
-5.62181091,5.15194592,0.21104772,0.00980857,0.00174531,3.95961078,4.21978057,1.91464378
-5.61580790,5.03614100,0.21639573,0.00950544,0.00176674,3.86071375,4.12365297,1.87383104
-5.60980490,4.91400152,0.22196805,0.00918691,0.00178538,3.75640716,4.02107867,1.83059354
-5.60380190,4.78608634,0.22772550,0.00885774,0.00180068,3.64716966,3.91248503,1.78494693
-5.59779890,4.65300656,0.23363305,0.00852256,0.00181228,3.53352098,3.79833750,1.73693274
-5.59179590,4.51542558,0.23965794,0.00818580,0.00181987,3.41602458,3.67914413,1.68662580
-5.58579290,4.37405495,0.24576760,0.00785154,0.00182331,3.29528721,3.55545750,1.63413941
-5.57978989,4.22964597,0.25192734,0.00752345,0.00182251,3.17195485,3.42787361,1.57962788
-5.57378689,4.08297749,0.25809795,0.00720470,0.00181749,3.04670528,3.29702770,1.52328640
-5.56778389,3.93484031,0.26423363,0.00689794,0.00180831,2.92023752,3.16358716,1.46534847
-5.56178089,3.78601940,0.27028014,0.00660524,0.00179509,2.79325879,3.02824193,1.40608099
-5.55577789,3.63727482,0.27617356,0.00632807,0.00177798,2.66646968,2.89169291,1.34577763
-5.54977489,3.48932288,0.28183966,0.00606735,0.00175711,2.54054855,2.75463923,1.28475086
-5.54377189,3.34281843,0.28719404,0.00582340,0.00173263,2.41613604,2.61776514,1.22332336
-5.53776888,3.19833985,0.29214307,0.00559605,0.00170467,2.29382067,2.48172729,1.16181918
-5.53176588,3.05637746,0.29658563,0.00538464,0.00167333,2.17412651,2.34714333,1.10055546
-5.52576288,2.91732614,0.30041561,0.00518811,0.00163870,2.05750338,2.21458218,1.03983491
-5.51975988,2.78148270,0.30352502,0.00500507,0.00160084,1.94432048,2.08455683,0.97993962
-5.51375688,2.64904801,0.30580761,0.00483386,0.00155982,1.83486336,1.95751957,0.92112635
-5.50775388,2.52013371,0.30716288,0.00467265,0.00151569,1.72933455,1.83386004,0.86362341
-5.50175088,2.39477293,0.30750009,0.00451952,0.00146851,1.62785754,1.71390575,0.80762914
-5.49574787,2.27293439,0.30674232,0.00437254,0.00141837,1.53048386,1.59792505,0.75331191
-5.48974487,2.15453877,0.30483013,0.00422984,0.00136538,1.43720251,1.48613181,0.70081138
-5.48374187,2.03947648,0.30172486,0.00408969,0.00130972,1.34795133,1.37869162,0.65024077
-5.47773887,1.92762560,0.29741127,0.00395054,0.00125160,1.26262937,1.27572878,0.60168983
-5.47173587,1.81886911,0.29189941,0.00381111,0.00119130,1.18110970,1.17733357,0.55522828
-5.46573287,1.71311055,0.28522574,0.00367037,0.00112915,1.10325185,1.08356939,0.51090930
-5.45972986,1.61028719,0.27745339,0.00352763,0.00106554,1.02891335,0.99447929,0.46877293
-5.45372686,1.51038045,0.26867165,0.00338252,0.00100091,0.95795991,0.91009161,0.42884917
-5.44772386,1.41342313,0.25899460,0.00323499,0.00093576,0.89027377,0.83042459,0.39116057
-5.44172086,1.31950340,0.24855917,0.00308532,0.00087061,0.82576010,0.75548980,0.35572439
-5.43571786,1.22876566,0.23752257,0.00293411,0.00080600,0.76435138,0.68529449,0.32255412
-5.42971486,1.14140861,0.22605938,0.00278224,0.00074248,0.70600977,0.61984298,0.29166058
-5.42371186,1.05768080,0.21435821,0.00263085,0.00068059,0.65072762,0.55913715,0.26305251
-5.41770885,0.97787427,0.20261829,0.00248131,0.00062085,0.59852633,0.50317638,0.23673684
-5.41170585,0.90231660,0.19104597,0.00233517,0.00056376,0.54945394,0.45195702,0.21271868
-5.40570285,0.83136203,0.17985120,0.00219412,0.00050976,0.50358151,0.40547165,0.19100114
-5.39969985,0.76538193,0.16924411,0.00205998,0.00045925,0.46099886,0.36370819,0.17158499
-5.39369685,0.70475501,0.15943178,0.00193459,0.00041255,0.42180975,0.32664903,0.15446828
-5.38769385,0.64985750,0.15061499,0.00181986,0.00036995,0.38612664,0.29427014,0.13964587
-5.38169085,0.60105347,0.14298523,0.00171762,0.00033164,0.35406552,0.26654014,0.12710891
-5.37568784,0.55868538,0.13672167,0.00162969,0.00029779,0.32574052,0.24341934,0.11684419
-5.36968484,0.52306476,0.13198826,0.00155774,0.00026847,0.30125871,0.22485852,0.10883335
-5.36368184,0.49446305,0.12893073,0.00150333,0.00024371,0.28071490,0.21079741,0.10305192
-5.35767884,0.47310248,0.12767369,0.00146780,0.00022348,0.26418656,0.20116278,0.09946806
-5.35167584,0.45914702,0.12831750,0.00145230,0.00020770,0.25172876,0.19586601,0.09804109
-5.34567284,0.45269315,0.13093531,0.00145768,0.00019624,0.24336926,0.19480007,0.09871975
-5.33966983,0.45376092,0.13556994,0.00148451,0.00018895,0.23910359,0.19783609,0.10144013
-5.33366683,0.46228496,0.14223096,0.00153303,0.00018561,0.23889035,0.20481935,0.10612354
-5.32766383,0.47810614,0.15089195,0.00160309,0.00018598,0.24264660,0.21556517,0.11267422
-5.32166083,0.50096390,0.16148810,0.00169416,0.00018980,0.25024375,0.22985461,0.12097713
-5.31565783,0.53048989,0.17391441,0.00180529,0.00019674,0.26150386,0.24743054,0.13089593
-5.30965483,0.56620339,0.18802457,0.00193510,0.00020649,0.27619677,0.26799420,0.14227140
-5.30365183,0.60750904,0.20363075,0.00208178,0.00021869,0.29403814,0.29120284,0.15492039
-5.29764882,0.65369739,0.22050457,0.00224308,0.00023294,0.31468889,0.31666852,0.16863558
-5.29164582,0.70394893,0.23837927,0.00241636,0.00024884,0.33775600,0.34395862,0.18318611
-5.28564282,0.75734181,0.25695324,0.00259860,0.00026597,0.36279519,0.37259826,0.19831931
-5.27963982,0.81286367,0.27589506,0.00278646,0.00028388,0.38931535,0.40207472,0.21376351
-5.27363682,0.86942750,0.29484976,0.00297633,0.00030214,0.41678516,0.43184414,0.22923203
-5.26763382,0.92589163,0.31344659,0.00316441,0.00032029,0.44464151,0.46134023,0.24442819
-5.26163082,0.98108315,0.33130769,0.00334682,0.00033789,0.47229995,0.48998501,0.25905140
-5.25562781,1.03382448,0.34805775,0.00351965,0.00035451,0.49916675,0.51720117,0.27280393
-5.24962481,1.08296203,0.36333416,0.00367912,0.00036974,0.52465229,0.54242563,0.28539830
-5.24362181,1.12739607,0.37679724,0.00382161,0.00038321,0.54818531,0.56512390,0.29656485
-5.23761881,1.16611049,0.38814023,0.00394384,0.00039458,0.56922764,0.58480444,0.30605930
-5.23161581,1.19820142,0.39709857,0.00404293,0.00040357,0.58728855,0.60103252,0.31366982
-5.22561281,1.22290323,0.40345801,0.00411647,0.00040994,0.60193836,0.61344295,0.31922337
-5.21960980,1.23961089,0.40706123,0.00416263,0.00041353,0.61282064,0.62175088,0.32259091
-5.21360680,1.24789742,0.40781258,0.00418017,0.00041424,0.61966226,0.62576035,0.32369134
-5.20760380,1.24752584,0.40568079,0.00416853,0.00041202,0.62228107,0.62536996,0.32249380
-5.20160080,1.23845473,0.40069942,0.00412778,0.00040691,0.62059065,0.62057546,0.31901831
-5.19559780,1.22083733,0.39296513,0.00405866,0.00039901,0.61460187,0.61146911,0.31333469
-5.18959480,1.19501398,0.38263374,0.00396253,0.00038847,0.60442128,0.59823565,0.30555975
-5.18359180,1.16149846,0.36991432,0.00384131,0.00037551,0.59024629,0.58114532,0.29585297
-5.17758879,1.12095866,0.35506161,0.00369741,0.00036039,0.57235741,0.56054400,0.28441073
-5.17158579,1.07419261,0.33836710,0.00353364,0.00034340,0.55110789,0.53684111,0.27145953
-5.16558279,1.02210093,0.32014918,0.00335315,0.00032486,0.52691114,0.51049574,0.25724837
-5.15957979,0.96565693,0.30074286,0.00315927,0.00030513,0.50022673,0.48200160,0.24204071
-5.15357679,0.90587579,0.28048942,0.00295544,0.00028454,0.47154537,0.45187161,0.22610638
-5.14757379,0.84378391,0.25972649,0.00274510,0.00026344,0.44137362,0.42062261,0.20971367
-5.14157079,0.78038996,0.23877895,0.00253162,0.00024215,0.41021896,0.38876092,0.19312207
-5.13556778,0.71665838,0.21795092,0.00231816,0.00022100,0.37857583,0.35676923,0.17657579
-5.12956478,0.65348658,0.19751909,0.00210763,0.00020025,0.34691309,0.32509533,0.16029829
-5.12356178,0.59168623,0.17772769,0.00190264,0.00018016,0.31566332,0.29414292,0.14448810
-5.11755878,0.53196920,0.15878498,0.00170545,0.00016094,0.28521432,0.26426479,0.12931576
-5.11155578,0.47493835,0.14086136,0.00151794,0.00014276,0.25590292,0.23575838,0.11492215
-5.10555278,0.42108295,0.12408907,0.00134159,0.00012576,0.22801112,0.20886371,0.10141794
-5.09954977,0.37077867,0.10856327,0.00117751,0.00011003,0.20176459,0.18376352,0.08888421
-5.09354677,0.32429152,0.09434424,0.00102645,0.00009563,0.17733328,0.16058544,0.07737405
-5.08754377,0.28178518,0.08146070,0.00088880,0.00008260,0.15483393,0.13940574,0.06691491
-5.08154077,0.24333115,0.06991376,0.00076467,0.00007094,0.13433417,0.12025454,0.05751165
-5.07553777,0.20892081,0.05968134,0.00065390,0.00006063,0.11585784,0.10312191,0.04914991
-5.06953477,0.17847886,0.05072297,0.00055613,0.00005162,0.09939123,0.08796460,0.04179978
-5.06353177,0.15187728,0.04298448,0.00047083,0.00004387,0.08488978,0.07471304,0.03541953
-5.05752876,0.12894924,0.03640256,0.00039734,0.00003732,0.07228503,0.06327827,0.02995917
-5.05152576,0.10950249,0.03090908,0.00033494,0.00003191,0.06149137,0.05355858,0.02536385
-5.04552276,0.09333158,0.02643486,0.00028285,0.00002756,0.05241246,0.04544556,0.02157695
-5.03951976,0.08022870,0.02291291,0.00024033,0.00002422,0.04494701,0.03882950,0.01854261
-5.03351676,0.06999287,0.02028113,0.00020662,0.00002183,0.03899383,0.03360385,0.01620800
-5.02751376,0.06243720,0.01848429,0.00018105,0.00002034,0.03445591,0.02966887,0.01452495
-5.02151076,0.05739430,0.01747545,0.00016299,0.00001972,0.03124365,0.02693428,0.01345111
-5.01550775,0.05471974,0.01721664,0.00015191,0.00001993,0.02927702,0.02532099,0.01295068
-5.00950475,0.05429354,0.01767906,0.00014736,0.00002096,0.02848679,0.02476187,0.01299459
-5.00350175,0.05602002,0.01884263,0.00014898,0.00002279,0.02881478,0.02520180,0.01356033
-4.99749875,0.05982595,0.02069510,0.00015649,0.00002543,0.03021329,0.02659679,0.01463129
-4.99149575,0.06565729,0.02323068,0.00016969,0.00002886,0.03264373,0.02891258,0.01619584
-4.98549275,0.07347474,0.02644834,0.00018844,0.00003311,0.03607455,0.03212258,0.01824615
-4.97948974,0.08324833,0.03034984,0.00021269,0.00003818,0.04047866,0.03620539,0.02077666
-4.97348674,0.09495132,0.03493756,0.00024238,0.00004407,0.04583040,0.04114204,0.02378255
-4.96748374,0.10855370,0.04021222,0.00027753,0.00005078,0.05210231,0.04691298,0.02725802
-4.96148074,0.12401559,0.04617066,0.00031814,0.00005830,0.05926175,0.05349510,0.03119464
-4.95547774,0.14128096,0.05280368,0.00036425,0.00006662,0.06726757,0.06085880,0.03557971
-4.94947474,0.16027176,0.06009418,0.00041585,0.00007571,0.07606705,0.06896532,0.04039481
-4.94347174,0.18088301,0.06801555,0.00047297,0.00008551,0.08559327,0.07776444,0.04561454
-4.93746873,0.20297905,0.07653053,0.00053557,0.00009596,0.09576292,0.08719273,0.05120562
-4.93146573,0.22639110,0.08559057,0.00060361,0.00010699,0.10647490,0.09717234,0.05712626
-4.92546273,0.25091655,0.09513573,0.00067704,0.00011848,0.11760972,0.10761061,0.06332604
-4.91945973,0.27631995,0.10509526,0.00075578,0.00013033,0.12902976,0.11840038,0.06974611
-4.91345673,0.30233580,0.11538869,0.00083974,0.00014239,0.14058055,0.12942115,0.07632003
-4.90745373,0.32867323,0.12592761,0.00092884,0.00015452,0.15209295,0.14054100,0.08297486
-4.90145073,0.35502224,0.13661794,0.00102300,0.00016656,0.16338630,0.15161936,0.08963285
-4.89544772,0.38106150,0.14736263,0.00112217,0.00017835,0.17427245,0.16251030,0.09621336
-4.88944472,0.40646728,0.15806475,0.00122633,0.00018972,0.18456040,0.17306652,0.10263523
-4.88344172,0.43092312,0.16863062,0.00133552,0.00020051,0.19406162,0.18314354,0.10881918
-4.87743872,0.45412989,0.17897311,0.00144981,0.00021056,0.20259560,0.19260423,0.11469041
-4.87143572,0.47581568,0.18901462,0.00156932,0.00021973,0.20999552,0.20132315,0.12018115
-4.86543272,0.49574505,0.19868980,0.00169426,0.00022790,0.21611379,0.20919080,0.12523301
-4.85942971,0.51372720,0.20794782,0.00182483,0.00023498,0.22082719,0.21611731,0.12979915
-4.85342671,0.52962267,0.21675389,0.00196130,0.00024090,0.22404129,0.22203551,0.13384597
-4.84742371,0.54334820,0.22509026,0.00210393,0.00024561,0.22569416,0.22690332,0.13735441
-4.84142071,0.55487958,0.23295639,0.00225300,0.00024913,0.22575890,0.23070509,0.14032081
-4.83541771,0.56425242,0.24036842,0.00240873,0.00025147,0.22424516,0.23345215,0.14275710
-4.82941471,0.57156079,0.24735808,0.00257130,0.00025271,0.22119941,0.23518238,0.14469057
-4.82341171,0.57695408,0.25397099,0.00274080,0.00025295,0.21670403,0.23595887,0.14616321
-4.81740870,0.58063216,0.26026472,0.00291723,0.00025232,0.21087524,0.23586788,0.14723050
-4.81140570,0.58283942,0.26630660,0.00310047,0.00025101,0.20386008,0.23501622,0.14796003
-4.80540270,0.58385799,0.27217166,0.00329030,0.00024919,0.19583251,0.23352814,0.14842987
-4.79939970,0.58400075,0.27794078,0.00348637,0.00024710,0.18698883,0.23154216,0.14872683
-4.79339670,0.58360448,0.28369924,0.00368825,0.00024499,0.17754279,0.22920782,0.14894478
-4.78739370,0.58302366,0.28953594,0.00389545,0.00024310,0.16772043,0.22668265,0.14918306
-4.78139070,0.58262521,0.29554317,0.00410745,0.00024174,0.15775504,0.22412961,0.14954511
-4.77538769,0.58278438,0.30181713,0.00432378,0.00024117,0.14788232,0.22171494,0.15013734
-4.76938469,0.58388192,0.30845899,0.00454405,0.00024172,0.13833603,0.21960664,0.15106828
-4.76338169,0.58630243,0.31557656,0.00476801,0.00024368,0.12934423,0.21797354,0.15244785
-4.75737869,0.59043367,0.32328611,0.00499563,0.00024736,0.12112608,0.21698492,0.15438701
-4.75137569,0.59666662,0.33171441,0.00522715,0.00025309,0.11388948,0.21681055,0.15699728
-4.74537269,0.60539572,0.34100041,0.00546312,0.00026115,0.10782923,0.21762100,0.16039045
-4.73936968,0.61701888,0.35129644,0.00570443,0.00027187,0.10312593,0.21958810,0.16467801
-4.73336668,0.63193675,0.36276858,0.00595232,0.00028553,0.09994532,0.22288521,0.16997043
-4.72736368,0.65055068,0.37559590,0.00620839,0.00030242,0.09843797,0.22768716,0.17637601
-4.72136068,0.67325904,0.38996835,0.00647450,0.00032279,0.09873923,0.23416960,0.18399935
-4.71535768,0.70045141,0.40608327,0.00675280,0.00034688,0.10096917,0.24250759,0.19293925
-4.70935468,0.73250055,0.42414020,0.00704555,0.00037489,0.10523237,0.25287329,0.20328610
-4.70335168,0.76975206,0.44433435,0.00735507,0.00040698,0.11161753,0.26543260,0.21511875
-4.69734867,0.81251178,0.46684853,0.00768357,0.00044327,0.12019650,0.28034070,0.22850093
-4.69134567,0.86103138,0.49184409,0.00803303,0.00048380,0.13102298,0.29773670,0.24347735
-4.68534267,0.91549236,0.51945096,0.00840506,0.00052857,0.14413052,0.31773721,0.26006952
-4.67933967,0.97598935,0.54975728,0.00880070,0.00057748,0.15953010,0.34042929,0.27827166
-4.67333667,1.04251319,0.58279913,0.00922033,0.00063036,0.17720711,0.36586289,0.29804673
-4.66733367,1.11493482,0.61855076,0.00966351,0.00068696,0.19711804,0.39404311,0.31932285
-4.66133067,1.19299070,0.65691597,0.01012890,0.00074692,0.21918688,0.42492263,0.34199039
-4.65532766,1.27627077,0.69772094,0.01061415,0.00080978,0.24330159,0.45839477,0.36589991
-4.64932466,1.36420978,0.74070920,0.01111587,0.00087501,0.26931077,0.49428755,0.39086102
-4.64332166,1.45608266,0.78553900,0.01162965,0.00094196,0.29702086,0.53235912,0.41664259
-4.63731866,1.55100486,0.83178346,0.01215008,0.00100991,0.32619418,0.57229510,0.44297413
-4.63131566,1.64793781,0.87893367,0.01267081,0.00107805,0.35654804,0.61370797,0.46954868
-4.62531266,1.74570020,0.92640498,0.01318468,0.00114552,0.38775527,0.65613906,0.49602699
-4.61930965,1.84298488,0.97354635,0.01368388,0.00121139,0.41944627,0.69906311,0.52204317
-4.61330665,1.93838147,1.01965263,0.01416012,0.00127472,0.45121290,0.74189565,0.54721157
-4.60730365,2.03040419,1.06397964,0.01460484,0.00133453,0.48261415,0.78400310,0.57113484
-4.60130065,2.11752429,1.10576147,0.01500945,0.00138987,0.51318365,0.82471557,0.59341285
-4.59529765,2.19820636,1.14422971,0.01536555,0.00143980,0.54243900,0.86334190,0.61365236
-4.58929465,2.27094721,1.17863374,0.01566519,0.00148346,0.56989248,0.89918673,0.63147701
-4.58329165,2.33431633,1.20826170,0.01590110,0.00152005,0.59506313,0.93156883,0.64653742
-4.57728864,2.38699622,1.23246117,0.01606690,0.00154887,0.61748950,0.95984035,0.65852092
-4.57128564,2.42782137,1.25065889,0.01615731,0.00156934,0.63674285,0.98340599,0.66716072
-4.56528264,2.45581422,1.26237870,0.01616834,0.00158103,0.65244002,1.00174146,0.67224397
-4.55927964,2.47021659,1.26725714,0.01609737,0.00158364,0.66425565,1.01441046,0.67361860
-4.55327664,2.47051540,1.26505574,0.01594330,0.00157703,0.67193296,1.02107936,0.67119850
-4.54727364,2.45646129,1.25566988,0.01570658,0.00156124,0.67529274,1.02152897,0.66496680
-4.54127064,2.42807945,1.23913336,0.01538919,0.00153646,0.67424002,1.01566279,0.65497724
-4.53526763,2.38567192,1.21561887,0.01499463,0.00150305,0.66876805,1.00351131,0.64135335
-4.52926463,2.32981119,1.18543397,0.01452781,0.00146152,0.65895947,0.98523217,0.62428558
-4.52326163,2.26132533,1.14901284,0.01399492,0.00141253,0.64498433,0.96110610,0.60402637
-4.51725863,2.18127493,1.10690415,0.01340328,0.00135683,0.62709536,0.93152871,0.58088335
-4.51125563,2.09092313,1.05975542,0.01276112,0.00129531,0.60562039,0.89699862,0.55521102
-4.50525263,1.99169954,1.00829455,0.01207736,0.00122891,0.58095235,0.85810229,0.52740109
-4.49924962,1.88515986,0.95330933,0.01136139,0.00115863,0.55353738,0.81549633,0.49787186
-4.49324662,1.77294259,0.89562564,0.01062279,0.00108550,0.52386141,0.76988801,0.46705725
-4.48724362,1.65672479,0.83608529,0.00987115,0.00101055,0.49243603,0.72201475,0.43539558
-4.48124062,1.53817844,0.77552434,0.00911576,0.00093478,0.45978396,0.67262356,0.40331882
-4.47523762,1.41892919,0.71475272,0.00836547,0.00085915,0.42642505,0.62245119,0.37124251
-4.46923462,1.30051885,0.65453576,0.00762847,0.00078454,0.39286309,0.57220577,0.33955675
-4.46323162,1.18437298,0.59557838,0.00691213,0.00071176,0.35957406,0.52255051,0.30861855
-4.45722861,1.07177436,0.53851226,0.00622291,0.00064152,0.32699615,0.47409010,0.27874570
-4.45122561,0.96384306,0.48388633,0.00556625,0.00057442,0.29552180,0.42736001,0.25021236
-4.44522261,0.86152321,0.43216054,0.00494652,0.00051094,0.26549193,0.38281903,0.22324626
-4.43921961,0.76557655,0.38370312,0.00436705,0.00045147,0.23719237,0.34084487,0.19802768
-4.43321661,0.67658222,0.33879081,0.00383010,0.00039626,0.21085246,0.30173289,0.17468987
-4.42721361,0.59494224,0.29761192,0.00333695,0.00034548,0.18664548,0.26569746,0.15332092
-4.42121061,0.52089175,0.26027180,0.00288798,0.00029919,0.16469084,0.23287586,0.13396671
-4.41520760,0.45451308,0.22680008,0.00248272,0.00025735,0.14505764,0.20333401,0.11663486
-4.40920460,0.39575260,0.19715927,0.00212002,0.00021987,0.12776919,0.17707367,0.10129917
-4.40320160,0.34443921,0.17125422,0.00179813,0.00018657,0.11280823,0.15404062,0.08790460
-4.39719860,0.30030361,0.14894180,0.00151483,0.00015724,0.10012249,0.13413332,0.07637222
-4.39119560,0.26299731,0.13004057,0.00126757,0.00013163,0.08963026,0.11721160,0.06660417
-4.38519260,0.23211083,0.11433987,0.00105354,0.00010945,0.08122577,0.10310507,0.05848833
-4.37918959,0.20719025,0.10160825,0.00086981,0.00009040,0.07478413,0.09162087,0.05190253
-4.37318659,0.18775205,0.09160082,0.00071342,0.00007419,0.07016570,0.08255070,0.04671832
-4.36718359,0.17329569,0.08406569,0.00058144,0.00006050,0.06721990,0.07567679,0.04280418
-4.36118059,0.16331420,0.07874923,0.00047107,0.00004907,0.06578837,0.07077705,0.04002813
-4.35517759,0.15730265,0.07540037,0.00037966,0.00003960,0.06570747,0.06762914,0.03825986
-4.34917459,0.15476485,0.07377401,0.00030477,0.00003187,0.06681036,0.06601375,0.03737241
-4.34317159,0.15521860,0.07363362,0.00024419,0.00002564,0.06892867,0.06571709,0.03724339
-4.33716858,0.15819970,0.07475337,0.00019600,0.00002071,0.07189384,0.06653281,0.03775601
-4.33116558,0.16326532,0.07691976,0.00015851,0.00001693,0.07553833,0.06826350,0.03879977
-4.32516258,0.16999686,0.07993318,0.00013033,0.00001416,0.07969686,0.07072190,0.04027122
-4.31915958,0.17800277,0.08360926,0.00011036,0.00001229,0.08420763,0.07373195,0.04207453
-4.31315658,0.18692146,0.08778040,0.00009775,0.00001125,0.08891378,0.07712987,0.04412212
-4.30715358,0.19642456,0.09229743,0.00009195,0.00001099,0.09366495,0.08076525,0.04633549
