energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-5.68784392,3.47892748,0.00244304,0.43080358,1.13057355,1.91222473,1.56096064,0.61386213,0.43728443,0.00000000
-5.68184092,3.44592522,0.00249603,0.44241828,1.10703589,1.86039914,1.60743147,0.62230243,0.43957450,0.00000000
-5.67583792,3.42321754,0.00256369,0.45683372,1.08387119,1.81257330,1.66231585,0.63406766,0.44262756,0.00000000
-5.66983492,3.41076828,0.00264565,0.47400122,1.06132276,1.76888562,1.72547053,0.64907270,0.44633325,0.00000000
-5.66383192,3.40827374,0.00274113,0.49380795,1.03958677,1.72936175,1.79655596,0.66715298,0.45056119,0.00000000
-5.65782891,3.41517614,0.00284899,0.51607592,1.01880912,1.69392730,1.87503139,0.68806461,0.45516485,0.00000000
-5.65182591,3.43068365,0.00296768,0.54056262,0.99908422,1.66242288,1.96015480,0.71148680,0.45998604,0.00000000
-5.64582291,3.45379648,0.00309527,0.56696335,0.98045598,1.63462080,2.05098835,0.73702660,0.46486005,0.00000000
-5.63981991,3.48333814,0.00322948,0.59491544,0.96292070,1.61024252,2.14640945,0.76422583,0.46962098,0.00000000
-5.63381691,3.51799127,0.00336770,0.62400433,0.94643165,1.58897629,2.24512799,0.79257039,0.47410743,0.00000000
-5.62781391,3.55633680,0.00350707,0.65377143,0.93090520,1.57049420,2.34570933,0.82150157,0.47816798,0.00000000
-5.62181091,3.59689549,0.00364454,0.68372371,0.91622794,1.55446815,2.44660307,0.85042913,0.48166649,0.00000000
-5.61580790,3.63817060,0.00377695,0.71334462,0.90226477,1.54058410,2.54617680,0.87874597,0.48448686,0.00000000
-5.60980490,3.67869045,0.00390112,0.74210635,0.88886732,1.52855428,2.64275403,0.90584366,0.48653720,0.00000000
-5.60380190,3.71704949,0.00401395,0.76948276,0.87588237,1.51812699,2.73465524,0.93112862,0.48775297,0.00000000
-5.59779890,3.75194669,0.00411250,0.79496275,0.86316007,1.50909372,2.82024063,0.95403811,0.48809927,0.00000000
-5.59179590,3.78221977,0.00419409,0.81806347,0.85056130,1.50129358,2.89795299,0.97405569,0.48757184,0.00000000
-5.58579290,3.80687433,0.00425637,0.83834306,0.83796423,1.49461487,2.96635923,0.99072539,0.48619702,0.00000000
-5.57978989,3.82510665,0.00429741,0.85541217,0.82526939,1.48899391,3.02418873,1.00366405,0.48403041,0.00000000
-5.57378689,3.83631953,0.00431575,0.86894411,0.81240349,1.48441135,3.07036705,1.01257149,0.48115437,0.00000000
-5.56778389,3.84013044,0.00431044,0.87868298,0.79932147,1.48088619,3.10404357,1.01723785,0.47767452,0.00000000
-5.56178089,3.83637192,0.00428107,0.88444954,0.78600704,1.47846775,3.12461190,1.01754804,0.47371522,0.00000000
-5.55577789,3.82508420,0.00422777,0.88614468,0.77247152,1.47722623,3.13172220,1.01348295,0.46941443,0.00000000
-5.54977489,3.80650052,0.00415124,0.88375026,0.75875130,1.47724208,3.12528492,1.00511752,0.46491791,0.00000000
-5.54377189,3.78102590,0.00405265,0.87732729,0.74490391,1.47859496,3.10546609,0.99261575,0.46037330,0.00000000
-5.53776888,3.74921052,0.00393366,0.86701182,0.73100311,1.48135270,3.07267420,0.97622286,0.45592403,0.00000000
-5.53176588,3.71171897,0.00379633,0.85300838,0.71713335,1.48556084,3.02753981,0.95625504,0.45170360,0.00000000
-5.52576288,3.66929689,0.00364305,0.83558173,0.70338368,1.49123333,2.97088866,0.93308730,0.44783025,0.00000000
-5.51975988,3.62273671,0.00347647,0.81504697,0.68984186,1.49834494,2.90370997,0.90713988,0.44440243,0.00000000
-5.51375688,3.57284414,0.00329943,0.79175876,0.67658861,1.50682565,2.82712129,0.87886402,0.44149502,0.00000000
-5.50775388,3.52040687,0.00311484,0.76609988,0.66369269,1.51655751,2.74233172,0.84872752,0.43915674,0.00000000
-5.50175088,3.46616706,0.00292562,0.73846993,0.65120679,1.52737401,2.65060517,0.81720081,0.43740856,0.00000000
-5.49574787,3.41079858,0.00273465,0.70927428,0.63916462,1.53906217,2.55322520,0.78474414,0.43624334,0.00000000
-5.48974487,3.35489010,0.00254465,0.67891402,0.62757922,1.55136724,2.45146287,0.75179620,0.43562656,0.00000000
-5.48374187,3.29893422,0.00235814,0.64777700,0.61644266,1.56399966,2.34654871,0.71876469,0.43549819,0.00000000
-5.47773887,3.24332306,0.00217743,0.61623028,0.60572699,1.57664422,2.23964965,0.68601901,0.43577550,0.00000000
-5.47173587,3.18834978,0.00200453,0.58461424,0.59538637,1.58897059,2.13185130,0.65388532,0.43635665,0.00000000
-5.46573287,3.13421564,0.00184119,0.55323816,0.58536027,1.60064510,2.02414578,0.62264373,0.43712502,0.00000000
-5.45972986,3.08104163,0.00168886,0.52237754,0.57557742,1.61134273,1.91742486,0.59252777,0.43795390,0.00000000
-5.45372686,3.02888359,0.00154870,0.49227275,0.56596032,1.62075912,1.81247787,0.56372579,0.43871145,0.00000000
-5.44772386,2.97774951,0.00142161,0.46312901,0.55642999,1.62862165,1.70999373,0.53638392,0.43926569,0.00000000
-5.44172086,2.92761783,0.00130824,0.43511743,0.54691070,1.63469928,1.61056611,0.51061041,0.43948937,0.00000000
-5.43571786,2.87845541,0.00120906,0.40837670,0.53733438,1.63881054,1.51470091,0.48648074,0.43926443,0.00000000
-5.42971486,2.83023393,0.00112435,0.38301551,0.52764453,1.64082942,1.42282489,0.46404324,0.43848602,0.00000000
-5.42371186,2.78294388,0.00105426,0.35911503,0.51779938,1.64068879,1.33529470,0.44332478,0.43706593,0.00000000
-5.41770885,2.73660528,0.00099886,0.33673162,0.50777419,1.63838136,1.25240542,0.42433607,0.43493523,0.00000000
-5.41170585,2.69127464,0.00095816,0.31589934,0.49756261,1.63395819,1.17439801,0.40707646,0.43204625,0.00000000
-5.40570285,2.64704782,0.00093214,0.29663221,0.48717698,1.62752483,1.10146520,0.39153783,0.42837367,0.00000000
-5.39969985,2.60405904,0.00092075,0.27892628,0.47664777,1.61923532,1.03375561,0.37770745,0.42391489,0.00000000
-5.39369685,2.56247598,0.00092394,0.26276127,0.46602202,1.60928455,0.97137596,0.36556975,0.41868950,0.00000000
-5.38769385,2.52249160,0.00094169,0.24810193,0.45536103,1.59789916,0.91439166,0.35510699,0.41273815,0.00000000
-5.38169085,2.48431336,0.00097393,0.23489925,0.44473734,1.58532748,0.86282587,0.34629887,0.40612063,0.00000000
-5.37568784,2.44815031,0.00102058,0.22309139,0.43423131,1.57182911,0.81665753,0.33912116,0.39891343,0.00000000
-5.36968484,2.41419913,0.00108151,0.21260470,0.42392721,1.55766421,0.77581882,0.33354369,0.39120673,0.00000000
-5.36368184,2.38262972,0.00115650,0.20335463,0.41390927,1.54308330,0.74019245,0.32952768,0.38310105,0.00000000
-5.35767884,2.35357129,0.00124519,0.19524692,0.40425767,1.52831761,0.70960936,0.32702290,0.37470354,0.00000000
-5.35167584,2.32709957,0.00134708,0.18817885,0.39504475,1.51357051,0.68384727,0.32596469,0.36612414,0.00000000
-5.34567284,2.30322595,0.00146146,0.18204088,0.38633150,1.49901022,0.66263031,0.32627132,0.35747171,0.00000000
-5.33966983,2.28188904,0.00158739,0.17671841,0.37816452,1.48476391,0.64563026,0.32784170,0.34885023,0.00000000
-5.33366683,2.26294914,0.00172366,0.17209387,0.37057358,1.47091362,0.63246933,0.33055389,0.34035518,0.00000000
-5.32766383,2.24618606,0.00186878,0.16804901,0.36356980,1.45749392,0.62272482,0.33426435,0.33207035,0.00000000
-5.32166083,2.23130045,0.00202098,0.16446730,0.35714462,1.44449147,0.61593545,0.33880834,0.32406509,0.00000000
-5.31565783,2.21791878,0.00217819,0.16123643,0.35126957,1.43184656,0.61160937,0.34400126,0.31639213,0.00000000
-5.30965483,2.20560199,0.00233809,0.15825078,0.34589683,1.41945666,0.60923359,0.34964123,0.30908609,0.00000000
-5.30365183,2.19385770,0.00249814,0.15541374,0.34096062,1.40718185,0.60828469,0.35551270,0.30216282,0.00000000
-5.29764882,2.18215560,0.00265559,0.15263988,0.33637944,1.39485210,0.60824037,0.36139106,0.29561945,0.00000000
-5.29164582,2.16994565,0.00280761,0.14985678,0.33205893,1.38227622,0.60859152,0.36704819,0.28943534,0.00000000
-5.28564282,2.15667864,0.00295129,0.14700655,0.32789549,1.36925229,0.60885458,0.37225860,0.28357376,0.00000000
-5.27963982,2.14182831,0.00308379,0.14404692,0.32378033,1.35557918,0.60858356,0.37680606,0.27798435,0.00000000
-5.27363682,2.12491432,0.00320238,0.14095191,0.31960396,1.34106887,0.60738157,0.38049041,0.27260624,0.00000000
-5.26763382,2.10552522,0.00330456,0.13771202,0.31526084,1.32555907,0.60491137,0.38313419,0.26737159,0.00000000
-5.26163082,2.08334053,0.00338812,0.13433405,0.31065411,1.30892578,0.60090468,0.38458897,0.26220958,0.00000000
-5.25562781,2.05815093,0.00345124,0.13084049,0.30570007,1.29109505,0.59516996,0.38474091,0.25705051,0.00000000
-5.24962481,2.02987580,0.00349254,0.12726848,0.30033245,1.27205373,0.58759833,0.38351537,0.25182986,0.00000000
-5.24362181,1.99857717,0.00351117,0.12366859,0.29450597,1.25185837,0.57816759,0.38088042,0.24649222,0.00000000
-5.23761881,1.96446957,0.00350683,0.12010318,0.28819937,1.23064215,0.56694418,0.37684894,0.24099467,0.00000000
-5.23161581,1.92792503,0.00347977,0.11664472,0.28141753,1.20861923,0.55408291,0.37147934,0.23530979,0.00000000
-5.22561281,1.88947313,0.00343085,0.11337390,0.27419269,1.18608641,0.53982460,0.36487473,0.22942776,0.00000000
-5.21960980,1.84979584,0.00336145,0.11037766,0.26658473,1.16342187,0.52449163,0.35718068,0.22335787,0.00000000
-5.21360680,1.80971738,0.00327351,0.10774722,0.25868041,1.14108106,0.50848153,0.34858160,0.21712901,0.00000000
-5.20760380,1.77018926,0.00316943,0.10557617,0.25059171,1.11958980,0.49225867,0.33929592,0.21078942,0.00000000
-5.20160080,1.73227125,0.00305201,0.10395855,0.24245328,1.09953484,0.47634439,0.32957026,0.20440555,0.00000000
-5.19559780,1.69710875,0.00292439,0.10298702,0.23441911,1.08155236,0.46130556,0.31967280,0.19806015,0.00000000
-5.18959480,1.66590744,0.00278993,0.10275114,0.22665851,1.06631455,0.44774203,0.30988622,0.19184975,0.00000000
-5.18359180,1.63990605,0.00265215,0.10333572,0.21935172,1.05451518,0.43627297,0.30050030,0.18588158,0.00000000
-5.17758879,1.62034810,0.00251463,0.10481918,0.21268505,1.04685416,0.42752240,0.29180463,0.18027014,0.00000000
-5.17158579,1.60845338,0.00238089,0.10727204,0.20684592,1.04402207,0.42210420,0.28408147,0.17513347,0.00000000
-5.16558279,1.60539000,0.00225433,0.11075539,0.20201795,1.04668467,0.42060673,0.27759913,0.17058945,0.00000000
-5.15957979,1.61224753,0.00213815,0.11531942,0.19837606,1.05546808,0.42357732,0.27260593,0.16675208,0.00000000
-5.15357679,1.63001188,0.00203527,0.12100184,0.19608192,1.07094478,0.43150694,0.26932484,0.16372801,0.00000000
-5.14757379,1.65954212,0.00194825,0.12782645,0.19527975,1.09362068,0.44481520,0.26794900,0.16161333,0.00000000
-5.14157079,1.70154986,0.00187930,0.13580158,0.19609252,1.12392346,0.46383621,0.26863794,0.16049078,0.00000000
-5.13556778,1.75658104,0.00183017,0.14491864,0.19861877,1.16219229,0.48880538,0.27151475,0.16042739,0.00000000
-5.12956478,1.82500064,0.00180219,0.15515077,0.20292990,1.20866891,0.51984790,0.27666398,0.16147262,0.00000000
-5.12356178,1.90698024,0.00179621,0.16645159,0.20906813,1.26349023,0.55696893,0.28413041,0.16365700,0.00000000
-5.11755878,2.00248884,0.00181264,0.17875421,0.21704511,1.32668243,0.60004643,0.29391843,0.16699126,0.00000000
-5.11155578,2.11128688,0.00185146,0.19197061,0.22684119,1.39815672,0.64882662,0.30599232,0.17146601,0.00000000
-5.10555278,2.23292404,0.00191220,0.20599143,0.23840536,1.47770673,0.70292296,0.32027705,0.17705190,0.00000000
-5.09954977,2.36674076,0.00199404,0.22068630,0.25165592,1.56500782,0.76181864,0.33665987,0.18370016,0.00000000
-5.09354677,2.51187407,0.00209578,0.23590490,0.26648189,1.65961837,0.82487321,0.35499254,0.19134372,0.00000000
-5.08754377,2.66726775,0.00221596,0.25147860,0.28274499,1.76098328,0.89133322,0.37509418,0.19989860,0.00000000
-5.08154077,2.83168715,0.00235284,0.26722302,0.30028253,1.86843975,0.96034713,0.39675486,0.20926574,0.00000000
-5.07553777,3.00373848,0.00250452,0.28294127,0.31891069,1.98122544,1.03098400,0.41973968,0.21933316,0.00000000
-5.06953477,3.18189266,0.00266896,0.29842799,0.33842857,2.09848908,1.10225580,0.44379360,0.22997832,0.00000000
-5.06353177,3.36451311,0.00284408,0.31347404,0.35862264,2.21930334,1.17314256,0.46864657,0.24107078,0.00000000
-5.05752876,3.54988696,0.00302777,0.32787167,0.37927153,2.34267969,1.24261954,0.49401924,0.25247501,0.00000000
-5.05152576,3.73625868,0.00321799,0.34142012,0.40015107,2.46758501,1.30968544,0.51962881,0.26405317,0.00000000
-5.04552276,3.92186511,0.00341278,0.35393130,0.42103934,2.59295924,1.37339052,0.54519497,0.27566800,0.00000000
-5.03951976,4.10497049,0.00361036,0.36523536,0.44172158,2.71773357,1.43286339,0.57044580,0.28718556,0.00000000
-5.03351676,4.28390012,0.00380910,0.37518589,0.46199471,2.84084848,1.48733527,0.59512323,0.29847772,0.00000000
-5.02751376,4.45707121,0.00400761,0.38366447,0.48167133,2.96127077,1.53616064,0.61898809,0.30942446,0.00000000
-5.02151076,4.62301959,0.00420472,0.39058440,0.50058297,3.07800902,1.57883330,0.64182434,0.31991571,0.00000000
-5.01550775,4.78042124,0.00439949,0.39589326,0.51858256,3.19012676,1.61499703,0.66344243,0.32985278,0.00000000
-5.00950475,4.92810768,0.00459123,0.39957439,0.53554581,3.29675299,1.64445043,0.68368170,0.33914933,0.00000000
-5.00350175,5.06507490,0.00477948,0.40164691,0.55137173,3.39708971,1.66714585,0.70241157,0.34773180,0.00000000
-4.99749875,5.19048584,0.00496397,0.40216457,0.56598215,3.49041644,1.68318242,0.71953178,0.35553935,0.00000000
-4.99149575,5.30366680,0.00514464,0.40121322,0.57932028,3.57609197,1.69279388,0.73497150,0.36252336,0.00000000
-4.98549275,5.40409875,0.00532160,0.39890728,0.59134869,3.65355380,1.69633182,0.74868760,0.36864658,0.00000000
-4.97948974,5.49140479,0.00549511,0.39538517,0.60204661,3.72231583,1.69424555,0.76066212,0.37388189,0.00000000
-4.97348674,5.56533534,0.00566555,0.39080418,0.61140708,3.78196527,1.68705970,0.77089924,0.37821104,0.00000000
-4.96748374,5.62575270,0.00583343,0.38533485,0.61943397,3.83215951,1.67535086,0.77942198,0.38162320,0.00000000
-4.96148074,5.67261682,0.00599934,0.37915538,0.62613931,3.87262394,1.65972461,0.78626881,0.38411374,0.00000000
-4.95547774,5.70597369,0.00616398,0.37244613,0.63154109,3.90315146,1.64079417,0.79149047,0.38568311,0.00000000
-4.94947474,5.72594787,0.00632815,0.36538466,0.63566174,3.92360435,1.61916161,0.79514715,0.38633609,0.00000000
-4.94347174,5.73273977,0.00649274,0.35814148,0.63852749,3.93391885,1.59540255,0.79730617,0.38608144,0.00000000
-4.93746873,5.72662836,0.00665875,0.35087661,0.64016864,3.93411256,1.57005474,0.79804028,0.38493190,0.00000000
-4.93146573,5.70797886,0.00682727,0.34373712,0.64062075,3.92429431,1.54361086,0.79742664,0.38290472,0.00000000
-4.92546273,5.67725486,0.00699950,0.33685569,0.63992669,3.90467601,1.51651535,0.79554635,0.38002252,0.00000000
-4.91945973,5.63503354,0.00717676,0.33035002,0.63813929,3.87558544,1.48916485,0.79248451,0.37631440,0.00000000
-4.91345673,5.58202226,0.00736041,0.32432311,0.63532448,3.83747891,1.46191166,0.78833074,0.37181733,0.00000000
-4.90745373,5.51907460,0.00755188,0.31886416,0.63156452,3.79095238,1.43506942,0.78317981,0.36657755,0.00000000
-4.90145073,5.44720363,0.00775260,0.31404988,0.62696102,3.73674964,1.40891996,0.77713244,0.36065181,0.00000000
-4.89544772,5.36759033,0.00796394,0.30994601,0.62163738,3.67576610,1.38372045,0.77029590,0.35410846,0.00000000
-4.88944472,5.28158517,0.00818713,0.30660882,0.61574042,3.60904711,1.35970986,0.76278435,0.34702797,0.00000000
-4.88344172,5.19070141,0.00842320,0.30408634,0.60944080,3.53777974,1.33711401,0.75471877,0.33950305,0.00000000
-4.87743872,5.09659900,0.00867284,0.30241914,0.60293207,3.46327739,1.31614845,0.74622644,0.33163806,0.00000000
-4.87143572,5.00105868,0.00893634,0.30164065,0.59642824,3.38695717,1.29701897,0.73743988,0.32354776,0.00000000
-4.86543272,4.90594664,0.00921348,0.30177677,0.59015983,3.31031034,1.27991943,0.72849532,0.31535533,0.00000000
-4.85942971,4.81317060,0.00950342,0.30284499,0.58436847,3.23486648,1.26502711,0.71953072,0.30718983,0.00000000
-4.85342671,4.72462902,0.00980463,0.30485291,0.57930018,3.16215282,1.25249602,0.71068356,0.29918301,0.00000000
-4.84742371,4.64215573,0.01011487,0.30779642,0.57519782,3.09365018,1.24244857,0.70208837,0.29146574,0.00000000
-4.84142071,4.56746240,0.01043108,0.31165769,0.57229277,3.03074762,1.23496656,0.69387435,0.28416421,0.00000000
-4.83541771,4.50208202,0.01074946,0.31640320,0.57079652,2.97469783,1.23008218,0.68616310,0.27739600,0.00000000
-4.82941471,4.44731627,0.01106546,0.32198198,0.57089251,2.92657550,1.22776998,0.67906671,0.27126634,0.00000000
-4.82341171,4.40418964,0.01137388,0.32832446,0.57272868,2.88724077,1.22794059,0.67268621,0.26586467,0.00000000
-4.81740870,4.37341301,0.01166893,0.33534197,0.57641120,2.85730967,1.23043709,0.66711072,0.26126172,0.00000000
-4.81140570,4.35535864,0.01194445,0.34292712,0.58199965,2.83713312,1.23503432,0.66241695,0.25750722,0.00000000
-4.80540270,4.35004816,0.01219404,0.35095522,0.58950413,2.82678567,1.24144185,0.65866952,0.25462844,0.00000000
-4.79939970,4.35715428,0.01241125,0.35928669,0.59888421,2.82606454,1.24931035,0.65592162,0.25262956,0.00000000
-4.79339670,4.37601617,0.01258982,0.36777048,0.61005003,2.83449915,1.25824160,0.65421625,0.25149187,0.00000000
-4.78739370,4.40566777,0.01272392,0.37624831,0.62286537,2.85137056,1.26780144,0.65358759,0.25117488,0.00000000
-4.78139070,4.44487745,0.01280832,0.38455965,0.63715246,2.87573996,1.27753516,0.65406266,0.25161813,0.00000000
-4.77538769,4.49219698,0.01283865,0.39254703,0.65269846,2.90648464,1.28698462,0.65566283,0.25274376,0.00000000
-4.76938469,4.54601706,0.01281153,0.40006155,0.66926295,2.94233977,1.29570588,0.65840510,0.25445949,0.00000000
-4.76338169,4.60462660,0.01272478,0.40696814,0.68658631,2.98194379,1.30328661,0.66230302,0.25666200,0.00000000
-4.75737869,4.66627264,0.01257749,0.41315027,0.70439824,3.02388533,1.30936202,0.66736702,0.25924052,0.00000000
-4.75137569,4.72921806,0.01237006,0.41851388,0.72242623,3.06674941,1.31362852,0.67360421,0.26208040,0.00000000
-4.74537269,4.79179421,0.01210430,0.42299020,0.74040336,3.10916098,1.31585418,0.68101739,0.26506649,0.00000000
-4.73936968,4.85244642,0.01178328,0.42653725,0.75807514,3.14982391,1.31588541,0.68960361,0.26808633,0.00000000
-4.73336668,4.90977057,0.01141135,0.42914005,0.77520515,3.18755411,1.31364953,0.69935205,0.27103284,0.00000000
-4.72736368,4.96253970,0.01099394,0.43080934,0.79157918,3.22130569,1.30915298,0.71024163,0.27380662,0.00000000
-4.72136068,5.00972039,0.01053740,0.43157895,0.80700800,3.25018963,1.30247553,0.72223849,0.27631771,0.00000000
-4.71535768,5.05047909,0.01004883,0.43150206,0.82132849,3.27348493,1.29376072,0.73529350,0.27848685,0.00000000
-4.70935468,5.08417960,0.00953583,0.43064643,0.83440363,3.29064245,1.28320337,0.74934025,0.28024628,0.00000000
-4.70335168,5.11037283,0.00900629,0.42908909,0.84612125,3.30128234,1.27103488,0.76429365,0.28154011,0.00000000
-4.69734867,5.12878097,0.00846815,0.42691062,0.85639200,3.30518590,1.25750747,0.78004949,0.28232437,0.00000000
-4.69134567,5.13927796,0.00792917,0.42418958,0.86514687,3.30228323,1.24287822,0.79648517,0.28256672,0.00000000
-4.68534267,5.14186839,0.00739673,0.42099736,0.87233445,3.29263802,1.22739411,0.81346159,0.28224613,0.00000000
-4.67933967,5.13666679,0.00687768,0.41739369,0.87791838,3.27643067,1.21127891,0.83082652,0.28135233,0.00000000
-4.67333667,5.12387904,0.00637815,0.41342334,0.88187517,3.25394116,1.19472279,0.84841915,0.27988537,0.00000000
-4.66733367,5.10378714,0.00590348,0.40911395,0.88419272,3.22553265,1.17787517,0.86607578,0.27785510,0.00000000
-4.66133067,5.07673821,0.00545813,0.40447523,0.88486937,3.19163668,1.16084124,0.88363639,0.27528076,0.00000000
-4.65532766,5.04313800,0.00504565,0.39949959,0.88391393,3.15274044,1.14368217,0.90095168,0.27219071,0.00000000
-4.64932466,5.00344865,0.00466867,0.39416410,0.88134622,3.10937646,1.12641891,0.91789019,0.26862208,0.00000000
-4.64332166,4.95819012,0.00432892,0.38843365,0.87719832,3.06211464,1.10903910,0.93434507,0.26462055,0.00000000
