energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.76588294,2.12528025,0.99406014,0.27019395,0.00159888,0.26267511,0.01878256,1.25482979,0.68924425,0.33754555
-5.75987994,2.09816509,0.97624954,0.26498033,0.00167393,0.25495087,0.01890782,1.24276873,0.67390735,0.33383288
-5.75387694,2.06577872,0.95674053,0.25949529,0.00175286,0.24637666,0.01892838,1.22754828,0.65661929,0.32938897
-5.74787394,2.02845381,0.93571158,0.25378065,0.00183565,0.23703814,0.01884146,1.20934936,0.63756154,0.32426167
-5.74187094,1.98660936,0.91335878,0.24788186,0.00192230,0.22702938,0.01864664,1.18840589,0.61693556,0.31851368
-5.73586793,1.94074811,0.88989519,0.24184835,0.00201274,0.21645189,0.01834583,1.16500312,0.59496057,0.31222255
-5.72986493,1.89145062,0.86554939,0.23573371,0.00210689,0.20541336,0.01794324,1.13947400,0.57187057,0.30547981
-5.72386193,1.83936604,0.84056298,0.22959549,0.00220461,0.19402613,0.01744520,1.11219358,0.54791084,0.29838968
-5.71785893,1.78519983,0.81518728,0.22349476,0.00230572,0.18240547,0.01685996,1.08357165,0.52333380,0.29106701
-5.71185593,1.72969913,0.78967922,0.21749552,0.00240997,0.17066763,0.01619736,1.05404405,0.49839452,0.28363489
-5.70585293,1.67363625,0.76429684,0.21166376,0.00251707,0.15892772,0.01546854,1.02406296,0.47334601,0.27622175
-5.69984992,1.61779111,0.73929446,0.20606646,0.00262667,0.14729762,0.01468554,0.99408656,0.44843444,0.26895820
-5.69384692,1.56293337,0.71491780,0.20077047,0.00273834,0.13588385,0.01386094,0.96456867,0.42389460,0.26197383
-5.68784392,1.50980507,0.69139937,0.19584131,0.00285163,0.12478555,0.01300747,0.93594863,0.39994568,0.25539384
-5.68184092,1.45910429,0.66895423,0.19134202,0.00296602,0.11409270,0.01213762,0.90864188,0.37678768,0.24933589
-5.67583792,1.41147052,0.64777627,0.18733197,0.00308092,0.10388455,0.01126335,0.88303152,0.35459842,0.24390718
-5.66983492,1.36747212,0.62803523,0.18386581,0.00319572,0.09422842,0.01039579,0.85946106,0.33353137,0.23920176
-5.66383192,1.32759608,0.60987433,0.18099248,0.00330971,0.08517884,0.00954500,0.83822852,0.31371428,0.23529826
-5.65782891,1.29224037,0.59340866,0.17875432,0.00342216,0.07677710,0.00871978,0.81958185,0.29524861,0.23225814
-5.65182591,1.26170874,0.57872413,0.17718625,0.00353226,0.06905113,0.00792760,0.80371579,0.27820971,0.23012425
-5.64582291,1.23620796,0.56587713,0.17631514,0.00363913,0.06201584,0.00717449,0.79077005,0.26264771,0.22892007
-5.63981991,1.21584747,0.55489457,0.17615919,0.00374182,0.05567372,0.00646510,0.78082860,0.24858889,0.22864935
-5.63381691,1.20064108,0.54577440,0.17672750,0.00383933,0.05001574,0.00580269,0.77392028,0.23603759,0.22929630
-5.62781391,1.19051073,0.53848652,0.17801979,0.00393057,0.04502256,0.00518925,0.77002030,0.22497833,0.23082634
-5.62181091,1.18529204,0.53297400,0.18002613,0.00401438,0.04066576,0.00462564,0.76905279,0.21537827,0.23318735
-5.61580790,1.18474157,0.52915459,0.18272707,0.00408956,0.03690939,0.00411171,0.77089422,0.20718964,0.23631136
-5.60980490,1.18854555,0.52692262,0.18609375,0.00415485,0.03371142,0.00364646,0.77537779,0.20035229,0.24011682
-5.60380190,1.19633015,0.52615126,0.19008836,0.00420899,0.03102525,0.00322825,0.78229852,0.19479616,0.24451127
-5.59779890,1.20767293,0.52669513,0.19466482,0.00425069,0.02880124,0.00285492,0.79141928,0.19044373,0.24939440
-5.59179590,1.22211547,0.52839339,0.19976974,0.00427875,0.02698811,0.00252401,0.80247748,0.18721234,0.25466144
-5.58579290,1.23917690,0.53107332,0.20534353,0.00429199,0.02553422,0.00223285,0.81519248,0.18501643,0.26020682
-5.57978989,1.25836807,0.53455421,0.21132187,0.00428940,0.02438884,0.00197877,0.82927351,0.18376971,0.26592791
-5.57378689,1.27920602,0.53865181,0.21763735,0.00427010,0.02350320,0.00175915,0.84442786,0.18338715,0.27172880
-5.56778389,1.30122822,0.54318292,0.22422114,0.00423343,0.02283141,0.00157160,0.86036933,0.18378693,0.27752392
-5.56178089,1.32400630,0.54797023,0.23100490,0.00417897,0.02233129,0.00141400,0.87682627,0.18489222,0.28324136
-5.55577789,1.34715849,0.55284711,0.23792253,0.00410658,0.02196501,0.00128460,0.89354933,0.18663276,0.28882569
-5.54977489,1.37036041,0.55766223,0.24491189,0.00401645,0.02169959,0.00118208,0.91031816,0.18894625,0.29424023
-5.54377189,1.39335356,0.56228366,0.25191629,0.00390906,0.02150729,0.00110555,0.92694705,0.19177946,0.29946855
-5.53776888,1.41595111,0.56660244,0.25888567,0.00378525,0.02136582,0.00105465,0.94328900,0.19508896,0.30451509
-5.53176588,1.43804049,0.57053519,0.26577746,0.00364618,0.02125842,0.00102948,0.95923800,0.19884152,0.30940482
-5.52576288,1.45958267,0.57402580,0.27255695,0.00349330,0.02117380,0.00103066,0.97472946,0.20301396,0.31418207
-5.51975988,1.48060793,0.57704589,0.27919725,0.00332835,0.02110594,0.00105930,0.98973845,0.20759263,0.31890824
-5.51375688,1.50120823,0.57959414,0.28567876,0.00315330,0.02105379,0.00111695,1.00427606,0.21257225,0.32365873
-5.50775388,1.52152639,0.58169428,0.29198821,0.00297029,0.02102073,0.00120554,1.01838375,0.21795429,0.32851911
-5.50175088,1.54174254,0.58339207,0.29811729,0.00278160,0.02101406,0.00132736,1.03212604,0.22374492,0.33358060
-5.49574787,1.56205845,0.58475110,0.30406095,0.00258955,0.02104429,0.00148494,1.04558187,0.22995244,0.33893518
-5.48974487,1.58268037,0.58584777,0.30981556,0.00239650,0.02112431,0.00168092,1.05883495,0.23658449,0.34467051
-5.48374187,1.60380120,0.58676563,0.31537684,0.00220469,0.02126859,0.00191802,1.07196369,0.24364497,0.35086483
-5.47773887,1.62558291,0.58758932,0.32073790,0.00201628,0.02149223,0.00219879,1.08503111,0.25113094,0.35758215
-5.47173587,1.64813998,0.58839839,0.32588739,0.00183324,0.02181006,0.00252553,1.09807520,0.25902961,0.36486796
-5.46573287,1.67152476,0.58926129,0.33080786,0.00165735,0.02223569,0.00290011,1.11110046,0.26731555,0.37274556
-5.45972986,1.69571534,0.59022983,0.33547457,0.00149011,0.02278065,0.00332379,1.12407073,0.27594832,0.38121340
-5.45372686,1.72060681,0.59133435,0.33985467,0.00133277,0.02345354,0.00379705,1.13690397,0.28487067,0.39024327
-5.44772386,1.74600612,0.59257986,0.34390689,0.00118631,0.02425934,0.00431942,1.14946923,0.29400740,0.39977966
-5.44172086,1.77163105,0.59394325,0.34758182,0.00105139,0.02519880,0.00488936,1.16158590,0.30326508,0.40974029
-5.43571786,1.79711328,0.59537188,0.35082275,0.00092843,0.02626800,0.00550407,1.17302553,0.31253251,0.42001762
-5.42971486,1.82200567,0.59678345,0.35356698,0.00081757,0.02745813,0.00615945,1.18351612,0.32168218,0.43048153
-5.42371186,1.84579335,0.59806737,0.35574772,0.00071873,0.02875537,0.00685002,1.19274881,0.33057252,0.44098281
-5.41770885,1.86790836,0.59908740,0.35729638,0.00063159,0.03014105,0.00756888,1.20038674,0.33905101,0.45135751
-5.41170585,1.88774725,0.59968572,0.35814524,0.00055569,0.03159199,0.00830781,1.20607583,0.34695800,0.46143179
-5.40570285,1.90469088,0.59968808,0.35823028,0.00049038,0.03308101,0.00905731,1.20945703,0.35413107,0.47102720
-5.39969985,1.91812584,0.59890995,0.35749427,0.00043494,0.03457769,0.00980680,1.21017969,0.36040986,0.47996607
-5.39369685,1.92746649,0.59716352,0.35588975,0.00038853,0.03604919,0.01054477,1.20791540,0.36564110,0.48807686
-5.38769385,1.93217681,0.59426505,0.35338198,0.00035027,0.03746126,0.01125913,1.20237193,0.36968360,0.49519918
-5.38169085,1.93179128,0.59004257,0.34995158,0.00031927,0.03877937,0.01193744,1.19330663,0.37241316,0.50118841
-5.37568784,1.92593377,0.58434337,0.34559682,0.00029462,0.03996983,0.01256731,1.18053870,0.37372697,0.50591960
-5.36968484,1.91433398,0.57704115,0.34033554,0.00027543,0.04100095,0.01313672,1.16395997,0.37354748,0.50929063
-5.36368184,1.89684055,0.56804247,0.33420636,0.00026085,0.04184414,0.01363441,1.14354357,0.37182553,0.51122459
-5.35767884,1.87343039,0.55729214,0.32726942,0.00025009,0.04247495,0.01405026,1.11935018,0.36854260,0.51167111
-5.35167584,1.84421395,0.54477748,0.31960635,0.00024241,0.04287394,0.01437559,1.09153159,0.36371209,0.51060695
-5.34567284,1.80943616,0.53053111,0.31131959,0.00023712,0.04302747,0.01460348,1.06033121,0.35737958,0.50803563
-5.33966983,1.76947294,0.51463217,0.30253099,0.00023362,0.04292817,0.01472900,1.02608168,0.34962215,0.50398627
-5.33366683,1.72482358,0.49720597,0.29337975,0.00023138,0.04257532,0.01474940,0.98919930,0.34054664,0.49851185
-5.32766383,1.67609915,0.47842196,0.28401971,0.00022991,0.04197489,0.01466417,0.95017577,0.33028714,0.49168676
-5.32166083,1.62400735,0.45849017,0.27461607,0.00022884,0.04113941,0.01447508,0.90956711,0.31900159,0.48360405
-5.31565783,1.56933447,0.43765613,0.26534161,0.00022781,0.04008764,0.01418612,0.86798044,0.30686785,0.47437236
-5.30965483,1.51292502,0.41619467,0.25637259,0.00022656,0.03884395,0.01380335,0.82605882,0.29407923,0.46411273
-5.30365183,1.45565966,0.39440255,0.24788429,0.00022488,0.03743758,0.01333470,0.78446482,0.28083978,0.45295533
-5.29764882,1.39843233,0.37259050,0.24004646,0.00022259,0.03590174,0.01278965,0.74386318,0.26735930,0.44103637
-5.29164582,1.34212713,0.35107463,0.23301878,0.00021958,0.03427257,0.01217897,0.70490337,0.25384855,0.42849512
-5.28564282,1.28759577,0.33016787,0.22694634,0.00021578,0.03258810,0.01151432,0.66820233,0.24051439,0.41547120
-5.27963982,1.23563628,0.31017144,0.22195551,0.00021114,0.03088704,0.01080792,0.63432821,0.22755537,0.40210210
-5.27363682,1.18697337,0.29136678,0.21815012,0.00020567,0.02920775,0.01007212,0.60378546,0.21515756,0.38852104
-5.26763382,1.14224128,0.27400818,0.21560820,0.00019939,0.02758711,0.00931912,0.57700170,0.20349086,0.37485508
-5.26163082,1.10196929,0.25831629,0.21437933,0.00019235,0.02605957,0.00856060,0.55431694,0.19270585,0.36122352
-5.25562781,1.06657035,0.24447273,0.21448281,0.00018461,0.02465623,0.00780744,0.53597523,0.18293101,0.34773661
-5.24962481,1.03633310,0.23261581,0.21590659,0.00017625,0.02340408,0.00706949,0.52211913,0.17427068,0.33449444
-5.24362181,1.01141745,0.22283768,0.21860724,0.00016738,0.02232542,0.00635540,0.51278707,0.16680342,0.32158612
-5.23761881,0.99185372,0.21518268,0.22251072,0.00015810,0.02143737,0.00567248,0.50791363,0.16058099,0.30908922
-5.23161581,0.97754552,0.20964710,0.22751432,0.00014851,0.02075159,0.00502665,0.50733284,0.15562783,0.29706937
-5.22561281,0.96827608,0.20618016,0.23348941,0.00013872,0.02027411,0.00442243,0.51078414,0.15194113,0.28558025
-5.21960980,0.96371797,0.20468637,0.24028522,0.00012885,0.02000542,0.00386296,0.51792114,0.14949141,0.27466372
-5.21360680,0.96344592,0.20502883,0.24773339,0.00011899,0.01994058,0.00335010,0.52832257,0.14822363,0.26435034
-5.20760380,0.96695242,0.20703376,0.25565318,0.00010925,0.02006955,0.00288455,0.54150532,0.14805884,0.25466013
-5.20160080,0.97366552,0.21049582,0.26385734,0.00009973,0.02037767,0.00246594,0.55693908,0.14889632,0.24560371
-5.19559780,0.98296847,0.21518423,0.27215814,0.00009050,0.02084617,0.00209304,0.57406213,0.15061627,0.23718365
-5.18959480,0.99422041,0.22084942,0.28037357,0.00008163,0.02145286,0.00176389,0.59229778,0.15308286,0.22939616
-5.18359180,1.00677760,0.22723018,0.28833340,0.00007320,0.02217282,0.00147597,0.61107095,0.15614783,0.22223298
-5.17758879,1.02001427,0.23406095,0.29588476,0.00006524,0.02297923,0.00122637,0.62982433,0.15965433,0.21568341
-5.17158579,1.03334246,0.24107912,0.30289702,0.00005779,0.02384416,0.00101190,0.64803354,0.16344104,0.20973640
-5.16558279,1.04623004,0.24803223,0.30926584,0.00005089,0.02473940,0.00082923,0.66522081,0.16734650,0.20438264
-5.15957979,1.05821623,0.25468459,0.31491597,0.00004454,0.02563725,0.00067504,0.68096671,0.17121336,0.19961647
-5.15357679,1.06892392,0.26082344,0.31980281,0.00003876,0.02651131,0.00054605,0.69491943,0.17489264,0.19543756
-5.14757379,1.07806835,0.26626424,0.32391259,0.00003353,0.02733718,0.00043914,0.70680135,0.17824758,0.19185218
-5.14157079,1.08546173,0.27085491,0.32726105,0.00002885,0.02809301,0.00035138,0.71641266,0.18115726,0.18887411
-5.13556778,1.09101363,0.27447904,0.32989075,0.00002469,0.02876006,0.00028009,0.72363190,0.18351953,0.18652491
-5.12956478,1.09472709,0.27705776,0.33186712,0.00002104,0.02932303,0.00022282,0.72841350,0.18525331,0.18483379
-5.12356178,1.09669077,0.27855037,0.33327331,0.00001785,0.02977029,0.00017743,0.73078241,0.18630021,0.18383674
-5.11755878,1.09706748,0.27895356,0.33420432,0.00001511,0.03009400,0.00014201,0.73082619,0.18662528,0.18357527
-5.11155578,1.09607972,0.27829940,0.33476044,0.00001278,0.03029000,0.00011494,0.72868502,0.18621686,0.18409461
-5.10555278,1.09399305,0.27665216,0.33504060,0.00001082,0.03035770,0.00009481,0.72453997,0.18508578,0.18544156
-5.09954977,1.09109808,0.27410395,0.33513585,0.00000920,0.03029972,0.00008047,0.71860044,0.18326362,0.18766204
-5.09354677,1.08769224,0.27076971,0.33512330,0.00000789,0.03012152,0.00007095,0.71109114,0.18080044,0.19079861
-5.08754377,1.08406212,0.26678136,0.33506101,0.00000684,0.02983095,0.00006547,0.70223943,0.17776193,0.19488793
-5.08154077,1.08046744,0.26228180,0.33498398,0.00000604,0.02943770,0.00006339,0.69226366,0.17422618,0.19995847
-5.07553777,1.07712758,0.25741867,0.33490155,0.00000545,0.02895281,0.00006422,0.68136301,0.17028025,0.20602855
-5.06953477,1.07421114,0.25233843,0.33479637,0.00000505,0.02838813,0.00006759,0.66970940,0.16601671,0.21310481
-5.06353177,1.07182933,0.24718078,0.33462489,0.00000481,0.02775588,0.00007320,0.65744174,0.16153030,0.22118125
-5.05752876,1.07003323,0.24207396,0.33431955,0.00000471,0.02706818,0.00008085,0.64466283,0.15691488,0.23023891
-5.05152576,1.06881515,0.23713077,0.33379236,0.00000473,0.02633679,0.00009038,0.63143886,0.15226073,0.24024610
-5.04552276,1.06811375,0.23244577,0.33293978,0.00000485,0.02557278,0.00010169,0.61780148,0.14765244,0.25115942
-5.03951976,1.06782261,0.22809359,0.33164857,0.00000505,0.02478642,0.00011472,0.60375225,0.14316725,0.26292517
-5.03351676,1.06780155,0.22412841,0.32980228,0.00000532,0.02398712,0.00012944,0.58926890,0.13887402,0.27548133
-5.02751376,1.06788995,0.22058462,0.32728805,0.00000563,0.02318340,0.00014583,0.57431321,0.13483274,0.28875986
-5.02151076,1.06792118,0.21747853,0.32400330,0.00000599,0.02238301,0.00016389,0.55883972,0.13109453,0.30268923
-5.01550775,1.06773723,0.21481105,0.31986199,0.00000637,0.02159305,0.00018365,0.54280484,0.12770214,0.31719685
-5.00950475,1.06720259,0.21257112,0.31480000,0.00000677,0.02082013,0.00020512,0.52617577,0.12469071,0.33221153
-5.00350175,1.06621658,0.21073965,0.30877955,0.00000716,0.02007057,0.00022833,0.50893873,0.12208885,0.34766548
-4.99749875,1.06472333,0.20929380,0.30179219,0.00000755,0.01935058,0.00025330,0.49110591,0.11991982,0.36349591
-4.99149575,1.06271906,0.20821134,0.29386047,0.00000792,0.01866641,0.00028004,0.47272103,0.11820279,0.37964609
-4.98549275,1.06025594,0.20747480,0.28503810,0.00000826,0.01802450,0.00030859,0.45386303,0.11695404,0.39606571
-4.97948974,1.05744278,0.20707518,0.27540869,0.00000857,0.01743160,0.00033894,0.43464791,0.11618804,0.41271052
-4.97348674,1.05444228,0.20701517,0.26508312,0.00000884,0.01689478,0.00037109,0.41522859,0.11591842,0.42954137
-4.96748374,1.05146529,0.20731139,0.25419584,0.00000907,0.01642147,0.00040503,0.39579302,0.11615865,0.44652251
-4.96148074,1.04876227,0.20799590,0.24290024,0.00000924,0.01601943,0.00044073,0.37656059,0.11692262,0.46361944
-4.95547774,1.04661278,0.20911652,0.23136339,0.00000936,0.01569669,0.00047812,0.35777719,0.11822486,0.48079623
-4.94947474,1.04531331,0.21073624,0.21976044,0.00000942,0.01546146,0.00051712,0.33970916,0.12008071,0.49801274
-4.94347174,1.04516433,0.21293150,0.20826895,0.00000943,0.01532202,0.00055762,0.32263644,0.12250619,0.51522161
-4.93746873,1.04645712,0.21578947,0.19706341,0.00000938,0.01528658,0.00059948,0.30684531,0.12551774,0.53236546
-4.93146573,1.04946106,0.21940452,0.18631024,0.00000928,0.01536317,0.00064251,0.29262095,0.12913178,0.54937438
-4.92546273,1.05441189,0.22387385,0.17616334,0.00000912,0.01555949,0.00068649,0.28024006,0.13336422,0.56616385
-4.91945973,1.06150134,0.22929263,0.16676039,0.00000892,0.01588276,0.00073114,0.26996382,0.13822978,0.58263334
-4.91345673,1.07086864,0.23574872,0.15822001,0.00000868,0.01633959,0.00077616,0.26203136,0.14374122,0.59866562
-4.90745373,1.08259397,0.24331734,0.15063970,0.00000840,0.01693585,0.00082118,0.25665369,0.14990849,0.61412686
-4.90145073,1.09669401,0.25205580,0.14409469,0.00000809,0.01767649,0.00086581,0.25400849,0.15673777,0.62886768
-4.89544772,1.11311963,0.26199861,0.13863747,0.00000775,0.01856542,0.00090959,0.25423542,0.16423041,0.64272499
-4.88944472,1.13175569,0.27315323,0.13429805,0.00000739,0.01960534,0.00095206,0.25743234,0.17238184,0.65552469
-4.88344172,1.15242270,0.28549658,0.13108481,0.00000701,0.02079754,0.00099269,0.26365220,0.18118039,0.66708507
-4.87743872,1.17488035,0.29897263,0.12898571,0.00000662,0.02214176,0.00103097,0.27290076,0.19060611,0.67722094
-4.87143572,1.19883255,0.31349113,0.12797005,0.00000623,0.02363597,0.00106634,0.28513508,0.20062958,0.68574812
-4.86543272,1.22393392,0.32892760,0.12799024,0.00000584,0.02527623,0.00109828,0.30026298,0.21121088,0.69248846
-4.85942971,1.24979741,0.34512472,0.12898399,0.00000545,0.02705650,0.00112624,0.31814332,0.22229865,0.69727481
-4.85342671,1.27600305,0.36189499,0.13087641,0.00000506,0.02896848,0.00114972,0.33858726,0.23382941,0.69995620
-4.84742371,1.30210742,0.37902468,0.13358227,0.00000469,0.03100153,0.00116828,0.36136063,0.24572719,0.70040270
-4.84142071,1.32765376,0.39627892,0.13700825,0.00000433,0.03314261,0.00118150,0.38618730,0.25790352,0.69850997
-4.83541771,1.35218260,0.41340778,0.14105521,0.00000399,0.03537626,0.00118904,0.41275362,0.27025791,0.69420330
-4.82941471,1.37524246,0.43015302,0.14562040,0.00000366,0.03768470,0.00119065,0.44071402,0.28267874,0.68744095
-4.82341171,1.39640067,0.44625535,0.15059966,0.00000334,0.04004800,0.00118617,0.46969745,0.29504475,0.67821673
-4.81740870,1.41525373,0.46146180,0.15588957,0.00000305,0.04244426,0.00117552,0.49931474,0.30722691,0.66656157
-4.81140570,1.43143715,0.47553296,0.16138951,0.00000277,0.04484998,0.00115874,0.52916664,0.31909084,0.65254424
-4.80540270,1.44463420,0.48824971,0.16700362,0.00000252,0.04724046,0.00113597,0.55885217,0.33049953,0.63627087
-4.79939970,1.45458356,0.49941917,0.17264254,0.00000228,0.04959022,0.00110748,0.58797712,0.34131634,0.61788347
-4.79339670,1.46108509,0.50887968,0.17822501,0.00000205,0.05187350,0.00107359,0.61616242,0.35140819,0.59755746
-4.78739370,1.46400394,0.51650439,0.18367912,0.00000185,0.05406484,0.00103477,0.64305179,0.36064864,0.57549805
-4.78139070,1.46327230,0.52220363,0.18894329,0.00000165,0.05613954,0.00099154,0.66831870,0.36892096,0.55193589
-4.77538769,1.45888893,0.52592569,0.19396678,0.00000148,0.05807420,0.00094449,0.69167202,0.37612078,0.52712186
-4.76938469,1.45091636,0.52765619,0.19870983,0.00000132,0.05984720,0.00089428,0.71286043,0.38215837,0.50132128
-4.76338169,1.43947575,0.52741608,0.20314334,0.00000117,0.06143906,0.00084159,0.73167511,0.38696042,0.47480777
-4.75737869,1.42473969,0.52525836,0.20724801,0.00000104,0.06283280,0.00078715,0.74795098,0.39047114,0.44785687
-4.75137569,1.40692320,0.52126387,0.21101319,0.00000092,0.06401417,0.00073164,0.76156622,0.39265283,0.42073970
-4.74537269,1.38627340,0.51553628,0.21443520,0.00000081,0.06497175,0.00067579,0.77244041,0.39348573,0.39371697
-4.73936968,1.36305841,0.50819664,0.21751549,0.00000071,0.06569705,0.00062023,0.78053133,0.39296740,0.36703340
-4.73336668,1.33755586,0.49937785,0.22025848,0.00000062,0.06618444,0.00056561,0.78583088,0.39111151,0.34091285
-4.72736368,1.31004194,0.48921921,0.22266940,0.00000054,0.06643104,0.00051246,0.78836029,0.38794629,0.31555427
-4.72136068,1.28078120,0.47786155,0.22475219,0.00000047,0.06643656,0.00046129,0.78816507,0.38351275,0.29112868
-4.71535768,1.25001798,0.46544287,0.22650755,0.00000040,0.06620309,0.00041252,0.78531003,0.37786271,0.26777712
-4.70935468,1.21796962,0.45209505,0.22793133,0.00000035,0.06573485,0.00036646,0.77987477,0.37105691,0.24560975
-4.70335168,1.18482201,0.43794136,0.22901335,0.00000030,0.06503799,0.00032339,0.77194976,0.36316323,0.22470589
-4.69734867,1.15072741,0.42309507,0.22973673,0.00000025,0.06412033,0.00028347,0.76163347,0.35425504,0.20511520
-4.69134567,1.11580486,0.40765906,0.23007779,0.00000021,0.06299120,0.00024682,0.74903033,0.34440998,0.18685956
-4.68534267,1.08014274,0.39172631,0.23000655,0.00000018,0.06166127,0.00021345,0.73424993,0.33370894,0.16993586
-4.67933967,1.04380348,0.37538110,0.22948784,0.00000015,0.06014242,0.00018334,0.71740708,0.32223536,0.15431916
-4.67333667,1.00682986,0.35870088,0.22848284,0.00000013,0.05844762,0.00015641,0.69862279,0.31007489,0.13996642
-4.66733367,0.96925253,0.34175839,0.22695119,0.00000010,0.05659092,0.00013252,0.67802583,0.29731514,0.12682032
-4.66133067,0.93109811,0.32462398,0.22485335,0.00000009,0.05458734,0.00011151,0.65575476,0.28404568,0.11481312
-4.65532766,0.89239749,0.30736790,0.22215315,0.00000007,0.05245287,0.00009319,0.63196003,0.27035806,0.10387045
-4.64932466,0.85319367,0.29006223,0.21882046,0.00000006,0.05020441,0.00007734,0.60680589,0.25634574,0.09391474
-4.64332166,0.81354868,0.27278250,0.21483369,0.00000005,0.04785968,0.00006374,0.58047203,0.24210407,0.08486837
