energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.62181091,9.39507926,0.00893177,1.88487162,6.02031357,3.95165188,0.06324685,2.65311351
-5.61580790,9.47405333,0.00946475,1.88930318,6.07268052,3.98024009,0.06452343,2.68402143
-5.60980490,9.50277028,0.00999573,1.88203680,6.09457444,3.98580808,0.06551259,2.70255708
-5.60380190,9.48246143,0.01052088,1.86340197,6.08712048,3.96869154,0.06621871,2.70910000
-5.59779890,9.41538577,0.01103607,1.83398597,6.05209894,3.92970186,0.06665260,2.70426903
-5.59179590,9.30473667,0.01153698,1.79461196,5.99187943,3.87009021,0.06683097,2.68889651
-5.58579290,9.15452097,0.01201910,1.74630948,5.90933675,3.79149873,0.06677563,2.66399652
-5.57978989,8.96941616,0.01247777,1.69027884,5.80775217,3.69590120,0.06651262,2.63072873
-5.57378689,8.75461222,0.01290835,1.62785092,5.69070442,3.58553588,0.06607117,2.59035953
-5.56778389,8.51564490,0.01330624,1.56044413,5.56195476,3.46283353,0.06548256,2.54422197
-5.56178089,8.25822726,0.01366701,1.48952043,5.42533075,3.33034378,0.06477906,2.49367620
-5.55577789,7.98808609,0.01398655,1.41654210,5.28461309,3.19066253,0.06399278,2.44007164
-5.54977489,7.71080877,0.01426111,1.34293102,5.14342935,3.04636326,0.06315476,2.38471223
-5.54377189,7.43170565,0.01448747,1.27003189,5.00515810,2.89993442,0.06229407,2.32882548
-5.53776888,7.15569145,0.01466302,1.19908052,4.87284619,2.75372460,0.06143711,2.27353627
-5.53176588,6.88718832,0.01478583,1.13117812,4.74914106,2.60989683,0.06060712,2.21984540
-5.52576288,6.63005190,0.01485468,1.06727203,4.63623948,2.47039258,0.05982387,2.16861337
-5.51975988,6.38752046,0.01486916,1.00814313,4.53585326,2.33690566,0.05910346,2.12054906
-5.51375688,6.16218656,0.01482963,0.95439973,4.44919180,2.21086578,0.05845842,2.07620322
-5.50775388,5.95598945,0.01473719,0.90647752,4.37696085,2.09343090,0.05789789,2.03596633
-5.50175088,5.77022627,0.01459367,0.86464497,4.31937645,1.98548768,0.05742789,2.00007046
-5.49574787,5.60557936,0.01440158,0.82901333,4.27619240,1.88765858,0.05705178,1.96859462
-5.48974487,5.46215705,0.01416395,0.79955023,4.24673980,1.80031464,0.05677065,1.94147325
-5.48374187,5.33954524,0.01388434,0.77609610,4.22997647,1.72359257,0.05658382,1.91850731
-5.47773887,5.23686709,0.01356668,0.75838228,4.22454447,1.65741506,0.05648930,1.89937779
-5.47173587,5.15284850,0.01321516,0.74605003,4.22883359,1.60151332,0.05648417,1.88366121
-5.46573287,5.08588740,0.01283420,0.73866963,4.24104878,1.55545100,0.05656496,1.87084679
-5.45972986,5.03412480,0.01242829,0.73575896,4.25927967,1.51864884,0.05672793,1.86035518
-5.45372686,4.99551640,0.01200200,0.73680101,4.28157018,1.49040961,0.05696922,1.85155838
-5.44772386,4.96790339,0.01155985,0.74125991,4.30598650,1.46994297,0.05728503,1.84380057
-5.44172086,4.94908136,0.01110634,0.74859541,4.33068187,1.45639003,0.05767160,1.83641965
-5.43571786,4.93686654,0.01064589,0.75827552,4.35395658,1.44884757,0.05812527,1.82876902
-5.42971486,4.92915860,0.01018286,0.76978738,4.37431197,1.44639169,0.05864237,1.82023925
-5.42371186,4.92399915,0.00972153,0.78264649,4.39049727,1.44810093,0.05921916,1.81027914
-5.41770885,4.91962532,0.00926618,0.79640432,4.40154842,1.45307863,0.05985178,1.79841571
-5.41170585,4.91451767,0.00882104,0.81065444,4.40681817,1.46047434,0.06053616,1.78427254
-5.40570285,4.90744154,0.00839039,0.82503748,4.40599707,1.46950412,0.06126798,1.76758585
-5.39969985,4.89748120,0.00797853,0.83924475,4.39912496,1.47946913,0.06204269,1.74821788
-5.39369685,4.88406578,0.00758983,0.85302102,4.38659308,1.48977237,0.06285552,1.72616687
-5.38769385,4.86698638,0.00722873,0.86616607,4.36913695,1.49993285,0.06370161,1.70157334
-5.38169085,4.84640345,0.00689973,0.87853548,4.34782006,1.50959676,0.06457606,1.67472211
-5.37568784,4.82284386,0.00660737,0.89004032,4.32400910,1.51854511,0.06547412,1.64603984
-5.36968484,4.79718714,0.00635619,0.90064582,4.29934096,1.52669737,0.06639129,1.61608787
-5.36368184,4.77064054,0.00615066,0.91036898,4.27568203,1.53411055,0.06732350,1.58555032
-5.35767884,4.74470289,0.00599511,0.91927498,4.25508054,1.54097374,0.06826719,1.55521748
-5.35167584,4.72111740,0.00589366,0.92747238,4.23971227,1.54759753,0.06921944,1.52596487
-5.34567284,4.70181408,0.00585005,0.93510701,4.23182055,1.55439877,0.07017790,1.49872814
-5.33966983,4.68884270,0.00586758,0.94235463,4.23365102,1.56188056,0.07114086,1.47447463
-5.33366683,4.68429758,0.00594891,0.94941229,4.24738229,1.57060819,0.07210704,1.45417214
-5.32766383,4.69023621,0.00609598,0.95648868,4.27505335,1.58118150,0.07307547,1.43875576
-5.32166083,4.70859372,0.00630983,0.96379354,4.31848915,1.59420470,0.07404527,1.42909386
-5.31565783,4.74109605,0.00659050,0.97152641,4.37922604,1.61025466,0.07501529,1.42595427
-5.30965483,4.78917466,0.00693684,0.97986521,4.45843885,1.62984893,0.07598389,1.42997179
-5.30365183,4.85388613,0.00734651,0.98895491,4.55687208,1.65341482,0.07694855,1.44161834
-5.29764882,4.93584012,0.00781579,0.99889681,4.67477766,1.68126102,0.07790562,1.46117690
-5.29164582,5.03513901,0.00833964,1.00973903,4.81186224,1.71355310,0.07885003,1.48872054
-5.28564282,5.15133269,0.00891161,1.02146856,4.96724682,1.75029418,0.07977517,1.52409751
-5.27963982,5.28339140,0.00952391,1.03400554,5.13944184,1.79131207,0.08067276,1.56692340
-5.27363682,5.42969920,0.01016752,1.04720005,5.32634019,1.83625372,0.08153292,1.61658112
-5.26763382,5.58806968,0.01083228,1.06083176,5.52523070,1.88458756,0.08234435,1.67222919
-5.26163082,5.75578513,0.01150711,1.07461287,5.73283345,1.93561423,0.08309462,1.73281848
-5.25562781,5.92965878,0.01218025,1.08819411,5.94535804,1.98848545,0.08377064,1.79711724
-5.24962481,6.10611917,0.01283951,1.10117400,6.15858427,2.04223047,0.08435916,1.86374395
-5.24362181,6.28131419,0.01347260,1.11311097,6.36796421,2.09578942,0.08484751,1.93120696
-5.23761881,6.45123146,0.01406751,1.12353804,6.56874287,2.14805195,0.08522420,1.99794981
-5.23161581,6.61183048,0.01461280,1.13197932,6.75609398,2.19789969,0.08547977,2.06240046
-5.22561281,6.75918146,0.01509804,1.13796791,6.92526603,2.24425061,0.08560741,2.12302274
-5.21960980,6.88960464,0.01551408,1.14106412,7.07173294,2.28610309,0.08560369,2.17836782
-5.21360680,6.99980423,0.01585346,1.14087335,7.19134325,2.32257756,0.08546902,2.22712364
-5.20760380,7.08699042,0.01611059,1.13706268,7.28046114,2.35295370,0.08520811,2.26816013
-5.20160080,7.14898391,0.01628207,1.12937537,7.33609300,2.37670120,0.08483013,2.30056820
-5.19559780,7.18429755,0.01636675,1.11764260,7.35599344,2.39350237,0.08434868,2.32369067
-5.18959480,7.19219121,0.01636589,1.10179166,7.33874576,2.40326556,0.08378161,2.33714380
-5.18359180,7.17269675,0.01628309,1.08185046,7.28381269,2.40612845,0.08315053,2.34082827
-5.17758879,7.12661205,0.01612421,1.05794782,7.19155490,2.40245100,0.08248010,2.33492916
-5.17158579,7.05546390,0.01589721,1.03030977,7.06321636,2.39279851,0.08179722,2.31990486
-5.16558279,6.96144193,0.01561187,0.99925195,6.90087710,2.37791543,0.08112999,2.29646552
-5.15957979,6.84730654,0.01527947,0.96516845,6.70737575,2.35869142,0.08050659,2.26554199
-5.15357679,6.71627547,0.01491238,0.92851791,6.48620571,2.33612131,0.07995412,2.22824678
-5.14757379,6.57189474,0.01452367,0.88980728,6.24138996,2.31126105,0.07949745,2.18582892
-5.14157079,6.41790000,0.01412659,0.84957429,5.97734063,2.28518184,0.07915813,2.13962481
-5.13556778,6.25807515,0.01373417,0.80836944,5.69871000,2.25892474,0.07895342,2.09100735
-5.12956478,6.09611465,0.01335874,0.76673828,5.41023967,2.23345794,0.07889552,2.04133561
-5.12356178,5.93549567,0.01301148,0.72520491,5.11661475,2.20963869,0.07899103,1.99190725
-5.11755878,5.77936562,0.01270209,0.68425723,4.82232907,2.18818147,0.07924053,1.94391571
-5.11155578,5.63044926,0.01243847,0.64433470,4.53156667,2.16963381,0.07963861,1.89841365
-5.10555278,5.49097872,0.01222646,0.60581891,4.24810380,2.15436051,0.08017399,1.85628415
-5.09954977,5.36264823,0.01206973,0.56902715,3.97523424,2.14253651,0.08082994,1.81822029
-5.09354677,5.24659414,0.01196969,0.53420916,3.71571945,2.13414858,0.08158496,1.78471361
-5.08754377,5.14339946,0.01192554,0.50154695,3.47176381,2.12900502,0.08241355,1.75605137
-5.08154077,5.05312113,0.01193438,0.47115731,3.24501391,2.12675262,0.08328722,1.73232220
-5.07553777,4.97533719,0.01199142,0.44309687,3.03657975,2.12689983,0.08417546,1.71342919
-5.06953477,4.90921038,0.01209028,0.41736909,2.84707489,2.12884456,0.08504691,1.69910944
-5.06353177,4.85356423,0.01222327,0.39393281,2.67667199,2.13190539,0.08587039,1.68895876
-5.05752876,4.80696752,0.01238182,0.37271175,2.52516973,2.13535468,0.08661592,1.68246000
-5.05152576,4.76782290,0.01255684,0.35360457,2.39206718,2.13845218,0.08725571,1.67901364
-5.04552276,4.73445595,0.01273916,0.33649493,2.27664140,2.14047793,0.08776494,1.67796911
-5.03951976,4.70520104,0.01291992,0.32126120,2.17802486,2.14076341,0.08812247,1.67865547
-5.03351676,4.67848105,0.01309090,0.30778547,2.09527930,2.13872008,0.08831135,1.68041037
-5.02751376,4.65287859,0.01324489,0.29596157,2.02746336,2.13386455,0.08831922,1.68260602
-5.02151076,4.62719676,0.01337591,0.28570195,1.97369193,2.12584013,0.08813851,1.68467165
-5.01550775,4.60050834,0.01347944,0.27694328,1.93318573,2.11443415,0.08776653,1.68611148
-5.00950475,4.57219259,0.01355249,0.26965061,1.90531017,2.09959118,0.08720535,1.68651825
-5.00350175,4.54195943,0.01359367,0.26382026,1.88960317,2.08142187,0.08646169,1.68558180
-4.99749875,4.50986119,0.01360317,0.25948126,1.88579192,2.06020756,0.08554651,1.68309293
-4.99149575,4.47629232,0.01358261,0.25669550,1.89379910,2.03640052,0.08447470,1.67894278
-4.98549275,4.44197777,0.01353492,0.25555654,1.91373914,2.01062007,0.08326457,1.67311815
-4.97948974,4.40795088,0.01346411,0.25618716,1.94590540,1.98364444,0.08193733,1.66569317
-4.97348674,4.37552178,0.01337503,0.25873579,1.99074918,1.95639852,0.08051652,1.65681821
-4.96748374,4.34623735,0.01327312,0.26337168,2.04885165,1.92993748,0.07902741,1.64670651
-4.96148074,4.32183376,0.01316411,0.27027904,2.12088943,1.90542640,0.07749636,1.63561947
-4.95547774,4.30418283,0.01305383,0.27965006,2.20759505,1.88411590,0.07595025,1.62385126
-4.94947474,4.29523322,0.01294792,0.29167703,2.30971292,1.86731398,0.07441582,1.61171346
-4.94347174,4.29694783,0.01285168,0.30654355,2.42795191,1.85635445,0.07291912,1.59952043
-4.93746873,4.31123840,0.01276988,0.32441504,2.56293529,1.85256212,0.07148497,1.58757593
-4.93146573,4.33989893,0.01270669,0.34542876,2.71514913,1.85721543,0.07013642,1.57616141
-4.92546273,4.38453896,0.01266559,0.36968343,2.88489014,1.87150717,0.06889429,1.56552630
-4.91945973,4.44651848,0.01264934,0.39722905,3.07221426,1.89650423,0.06777682,1.55588046
-4.91345673,4.52688588,0.01266002,0.42805696,3.27688723,1.93310725,0.06679926,1.54738875
-4.90745373,4.62632071,0.01269901,0.46209078,3.49833898,1.98201155,0.06597367,1.54016777
-4.90145073,4.74508291,0.01276710,0.49917850,3.73562340,2.04367061,0.06530868,1.53428447
-4.89544772,4.88297045,0.01286455,0.53908635,3.98738551,2.11826341,0.06480933,1.52975639
-4.88944472,5.03928709,0.01299109,0.58149479,4.25183804,2.20566729,0.06447706,1.52655326
-4.88344172,5.21282198,0.01314603,0.62599699,4.52674940,2.30543757,0.06430966,1.52459962
-4.87743872,5.40184282,0.01332827,0.67210037,4.80944494,2.41679535,0.06430137,1.52377815
-4.87143572,5.60410371,0.01353633,0.71923119,5.09682306,2.53862462,0.06444296,1.52393348
-4.86543272,5.81686886,0.01376834,0.76674258,5.38538747,2.66947954,0.06472194,1.52487633
-4.85942971,6.03695250,0.01402200,0.81392585,5.67129605,2.80760249,0.06512279,1.52638768
-4.85342671,6.26077507,0.01429459,0.86002502,5.95042648,2.95095298,0.06562725,1.52822313
-4.84742371,6.48443487,0.01458292,0.90425411,6.21845766,3.09724721,0.06621465,1.53011734
-4.84142071,6.70379392,0.01488327,0.94581693,6.47096528,3.24400740,0.06686232,1.53178858
-4.83541771,6.91457582,0.01519139,0.98392841,6.70352892,3.38861982,0.06754602,1.53294359
-4.82941471,7.11247300,0.01550251,1.01783699,6.91184749,3.52839962,0.06824042,1.53328275
-4.82341171,7.29325985,0.01581129,1.04684698,7.09185882,3.66066060,0.06891959,1.53250569
-4.81740870,7.45290814,0.01611196,1.07034009,7.23985889,3.78278742,0.06955758,1.53031743
-4.81140570,7.58770043,0.01639833,1.08779513,7.35261592,3.89230766,0.07012893,1.52643499
-4.80540270,7.69433737,0.01666398,1.09880501,7.42747421,3.98696113,0.07060927,1.52059446
-4.79939970,7.77003483,0.01690235,1.10309034,7.46244334,4.06476380,0.07097586,1.51255854
-4.79339670,7.81260701,0.01710695,1.10050890,7.45626832,4.12406390,0.07120814,1.50212413
-4.78739370,7.82053232,0.01727158,1.09106048,7.40847741,4.16358816,0.07128821,1.48913009
-4.78139070,7.79299963,0.01739056,1.07488712,7.31940519,4.18247642,0.07120135,1.47346466
-4.77538769,7.72993298,0.01745891,1.05226840,7.19018960,4.18030351,0.07093637,1.45507240
-4.76938469,7.63199436,0.01747261,1.02361228,7.02274286,4.15708778,0.07048596,1.43396034
-4.76338169,7.50056441,0.01742882,0.98944177,6.81969755,4.11328612,0.06984699,1.41020310
-4.75737869,7.33770242,0.01732600,0.95037812,6.58433004,4.04977615,0.06902061,1.38394667
-4.75137569,7.14608749,0.01716411,0.90712135,6.32046486,3.96782648,0.06801239,1.35541055
-4.74537269,6.92894341,0.01694469,0.86042884,6.03236404,3.86905645,0.06683227,1.32488826
-4.73936968,6.68995056,0.01667092,0.81109317,5.72460627,3.75538724,0.06549444,1.29274573
-4.73336668,6.43314800,0.01634761,0.75991984,5.40196092,3.62898626,0.06401712,1.25941782
-4.72736368,6.16282961,0.01598116,0.70770597,5.06926189,3.49220693,0.06242225,1.22540244
-4.72136068,5.88343748,0.01557945,0.65522071,4.73128627,3.34752593,0.06073504,1.19125263
-4.71535768,5.59945593,0.01515170,0.60318788,4.39264182,3.19748001,0.05898346,1.15756638
-4.70935468,5.31530910,0.01470828,0.55227149,4.05766704,3.04460410,0.05719765,1.12497432
-4.70335168,5.03526444,0.01426044,0.50306439,3.73034640,2.89137242,0.05540918,1.09412543
-4.69734867,4.76334418,0.01382008,0.45608013,3.41424265,2.74014387,0.05365035,1.06567101
-4.69134567,4.50324644,0.01339941,0.41174809,3.11244694,2.59311290,0.05195333,1.04024721
-4.68534267,4.25827684,0.01301068,0.37041168,2.82754690,2.45226671,0.05034929,1.01845647
-4.67933967,4.03129170,0.01266583,0.33232934,2.56161178,2.31934929,0.04886758,1.00084850
-4.67333667,3.82465311,0.01237616,0.29767794,2.31619330,2.19583295,0.04753479,0.98790125
-4.66733367,3.64019627,0.01215199,0.26655811,2.09234029,2.08289743,0.04637397,0.98000269
-4.66133067,3.47920921,0.01200239,0.23900120,1.89062488,1.98141684,0.04540385,0.97743395
-4.65532766,3.34242504,0.01193487,0.21497721,1.71117805,1.89195449,0.04463812,0.98035484
-4.64932466,3.23002658,0.01195510,0.19440343,1.55373192,1.81476543,0.04408498,0.98879231
-4.64332166,3.14166348,0.01206676,0.17715342,1.41766695,1.74980674,0.04374664,1.00263268
-4.63731866,3.07648146,0.01227127,0.16306586,1.30206172,1.69675507,0.04361922,1.02161830
-4.63131566,3.03316339,0.01256776,0.15195323,1.20574389,1.65503125,0.04369269,1.04534905
-4.62531266,3.00998169,0.01295296,0.14361007,1.12734079,1.62383126,0.04395113,1.07328916
-4.61930965,3.00486106,0.01342123,0.13782064,1.06532878,1.60216291,0.04437314,1.10477927
-4.61330665,3.01545043,0.01396461,0.13436600,1.01808040,1.58888732,0.04493256,1.13905380
-4.60730365,3.03920240,0.01457301,0.13303052,0.98390901,1.58276398,0.04559931,1.17526307
-4.60130065,3.07345836,0.01523435,0.13360769,0.96111043,1.58249819,0.04634045,1.21249958
-4.59529765,3.11553658,0.01593491,0.13590532,0.94800141,1.58678938,0.04712141,1.24982749
-4.58929465,3.16282080,0.01665962,0.13975019,0.94295484,1.59437860,0.04790723,1.28631431
-4.58329165,3.21284620,0.01739249,0.14499202,0.94443140,1.60409362,0.04866398,1.32106330
-4.57728864,3.26337965,0.01811701,0.15150686,0.95100765,1.61488993,0.04936005,1.35324531
-4.57128564,3.31249116,0.01881662,0.15919974,0.96140021,1.62588602,0.04996745,1.38212870
-4.56528264,3.35861368,0.01947517,0.16800663,0.97448586,1.63639153,0.05046296,1.40710569
-4.55927964,3.40058857,0.02007742,0.17789557,0.98931714,1.64592719,0.05082910,1.42771422
-4.55327664,3.43769487,0.02060941,0.18886690,1.00513326,1.65423558,0.05105486,1.44365392
-4.54727364,3.46966078,0.02105894,0.20095244,1.02136595,1.66128227,0.05113624,1.45479566
-4.54127064,3.49665688,0.02141586,0.21421371,1.03763992,1.66724744,0.05107640,1.46118401
-4.53526763,3.51927119,0.02167235,0.22873893,1.05376800,1.67250819,0.05088555,1.46303250
-4.52926463,3.53846697,0.02182315,0.24463891,1.06974068,1.67761245,0.05058057,1.46071195
-4.52326163,3.55552527,0.02186561,0.26204184,1.08571044,1.68324574,0.05018427,1.45473237
-4.51725863,3.57197456,0.02179975,0.28108694,1.10197102,1.69019218,0.04972447,1.44571931
-4.51125563,3.58951059,0.02162816,0.30191726,1.11893229,1.69929172,0.04923275,1.43438586
-4.50525263,3.60991010,0.02135584,0.32467165,1.13709135,1.71139534,0.04874314,1.42150155
-4.49924962,3.63494209,0.02098998,0.34947610,1.15700078,1.72732036,0.04829060,1.40785973
-4.49324662,3.66628052,0.02053960,0.37643485,1.17923505,1.74780775,0.04790950,1.39424494
-4.48724362,3.70542218,0.02001527,0.40562150,1.20435635,1.77348323,0.04763210,1.38140159
-4.48124062,3.75361299,0.01942865,0.43707032,1.23288076,1.80482369,0.04748711,1.37000561
-4.47523762,3.81178583,0.01879216,0.47076827,1.26524633,1.84213041,0.04749837,1.36063995
-4.46923462,3.88051198,0.01811853,0.50664803,1.30178395,1.88550965,0.04768376,1.35377505
-4.46323162,3.95996798,0.01742042,0.54458230,1.34269222,1.93486146,0.04805432,1.34975481
-4.45722861,4.04991866,0.01671010,0.58437971,1.38801742,1.98987676,0.04861365,1.34878847
-4.45122561,4.14971648,0.01599914,0.62578269,1.43763905,2.05004249,0.04935764,1.35094849
-4.44522261,4.25831684,0.01529814,0.66846739,1.49126192,2.11465435,0.05027448,1.35617402
-4.43921961,4.37430804,0.01461656,0.71204590,1.54841485,2.18283630,0.05134498,1.36427966
-4.43321661,4.49595427,0.01396257,0.75607087,1.60845636,2.25356595,0.05254322,1.37496866
-4.42721361,4.62124972,0.01334299,0.80004244,1.67058704,2.32570448,0.05383742,1.38784982
-4.42121061,4.74798130,0.01276329,0.84341751,1.73386844,2.39803018,0.05519105,1.40245706
-4.41520760,4.87379763,0.01222759,0.88562106,1.79724766,2.46927397,0.05656414,1.41827072
-4.40920460,4.99628166,0.01173876,0.92605939,1.85958706,2.53815609,0.05791469,1.43473959
-4.40320160,5.11302445,0.01129850,0.96413480,1.91969780,2.60342246,0.05920015,1.45130274
-4.39719860,5.22169768,0.01090751,0.99926123,1.97637632,2.66387979,0.06037895,1.46741040
-4.39119560,5.32012276,0.01056562,1.03088055,2.02844215,2.71842857,0.06141188,1.48254307
-4.38519260,5.40633433,0.01027194,1.05847865,2.07477582,2.76609286,0.06226347,1.49622843
-4.37918959,5.47863662,0.01002499,1.08160096,2.11435541,2.80604641,0.06290316,1.50805543
-4.37318659,5.53565095,0.00982293,1.09986660,2.14629028,2.83763434,0.06330626,1.51768551
-4.36718359,5.57635326,0.00966359,1.11298067,2.16985069,2.86039001,0.06345469,1.52486057
-4.36118059,5.60010073,0.00954467,1.12074413,2.18449215,2.87404666,0.06333751,1.52940776
-4.35517759,5.60664685,0.00946380,1.12306078,2.18987347,2.87854365,0.06295113,1.53124109
-4.34917459,5.59614457,0.00941865,1.11994092,2.18586782,2.87402708,0.06229929,1.53036009
-4.34317159,5.56913781,0.00940695,1.11150164,2.17256635,2.86084499,0.06139280,1.52684566
-4.33716858,5.52654141,0.00942660,1.09796348,2.15027430,2.83953711,0.06024904,1.52085338
-4.33116558,5.46961063,0.00947561,1.07964374,2.11949969,2.81081964,0.05889129,1.51260482
-4.32516258,5.39990105,0.00955218,1.05694647,2.08093535,2.77556545,0.05734790,1.50237698
-4.31915958,5.31922054,0.00965464,1.03034976,2.03543487,2.73478036,0.05565130,1.49049053
-4.31315658,5.22957491,0.00978147,1.00039077,1.98398379,2.68957623,0.05383705,1.47729725
-4.30715358,5.13310940,0.00993124,0.96764907,1.92766725,2.64114177,0.05194274,1.46316711
