energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.59179590,10.24405076,0.01075839,2.41486576,5.63833324,4.21454249,0.07484738,2.65666412,1.09096850,0.33606568
-5.58579290,9.98785004,0.01034379,2.33012573,5.52585287,4.06959779,0.07363272,2.62927631,1.08407864,0.33006856
-5.57978989,9.71866182,0.00996212,2.24211062,5.40491434,3.92022611,0.07248556,2.59838211,1.07573089,0.32352701
-5.57378689,9.44227903,0.00961988,2.15232766,5.27867227,3.76903144,0.07146134,2.56522687,1.06638805,0.31660197
-5.56778389,9.16439857,0.00932328,2.06221964,5.15024344,3.61848784,0.07061798,2.53110275,1.05652339,0.30946110
-5.56178089,8.89047480,0.00907803,1.97313312,5.02261709,3.47088795,0.07001444,2.49730626,1.04660274,0.30227360
-5.55577789,8.62558409,0.00888924,1.88629113,4.89857210,3.32829937,0.06970903,2.46509549,1.03706673,0.29520511
-5.54977489,8.37430517,0.00876136,1.80277111,4.78060437,3.19252986,0.06975773,2.43564911,1.02831395,0.28841288
-5.54377189,8.14061930,0.00869800,1.72348851,4.67086736,3.06510215,0.07021244,2.41002883,1.02068599,0.28204139
-5.53776888,7.92783366,0.00870197,1.64918642,4.57112798,2.94723828,0.07111930,2.38914714,1.01445504,0.27621882
-5.53176588,7.73852995,0.00877521,1.58043120,4.48273919,2.83985373,0.07251698,2.37374162,1.00981472,0.27105422
-5.52576288,7.57453905,0.00891879,1.51761375,4.40662983,2.74356055,0.07443527,2.36435679,1.00687465,0.26663574
-5.51975988,7.43694177,0.00913298,1.46095628,4.34331125,2.65867895,0.07689368,2.36133410,1.00565887,0.26302975
-5.51375688,7.32609386,0.00941728,1.41052357,4.29289948,2.58525617,0.07990039,2.36481006,1.00610841,0.26028100
-5.50775388,7.24167308,0.00977059,1.36623821,4.25515099,2.52309147,0.08345138,2.37472225,1.00808754,0.25841353
-5.50175088,7.18274482,0.01019122,1.32789877,4.22950921,2.47176571,0.08752985,2.39082251,1.01139357,0.25743242
-5.49574787,7.14784219,0.01067711,1.29519987,4.21515891,2.43067422,0.09210604,2.41269617,1.01576948,0.25732606
-5.48974487,7.13505638,0.01122593,1.26775335,4.21108516,2.39906130,0.09713723,2.43978611,1.02091872,0.25806881
-5.48374187,7.14213260,0.01183518,1.24510935,4.21613350,2.37605506,0.10256827,2.47142024,1.02652145,0.25962387
-5.47773887,7.16656746,0.01250234,1.22677672,4.22906838,2.36070140,0.10833225,2.50684089,1.03225121,0.26194615
-5.47173587,7.20570384,0.01322493,1.21224180,4.24862732,2.35199592,0.11435172,2.54523481,1.03779140,0.26498501
-5.46573287,7.25681994,0.01400060,1.20098523,4.27356854,2.34891315,0.12054008,2.58576245,1.04285063,0.26868666
-5.45972986,7.31721022,0.01482711,1.19249630,4.30271086,2.35043248,0.12680340,2.62758550,1.04717640,0.27299626
-5.45372686,7.38425614,0.01570234,1.18628468,4.33496498,2.35556042,0.13304242,2.66989190,1.05056645,0.27785950
-5.44772386,7.45548627,0.01662425,1.18188956,4.36935614,2.36334940,0.13915490,2.71191772,1.05287753,0.28322375
-5.44172086,7.52862513,0.01759077,1.17888633,4.40503874,2.37291299,0.14503799,2.75296568,1.05403130,0.28903880
-5.43571786,7.60163152,0.01859973,1.17689102,4.44130371,2.38343804,0.15059088,2.79242012,1.05401737,0.29525718
-5.42971486,7.67272694,0.01964870,1.17556286,4.47758007,2.39419409,0.15571738,2.82975855,1.05289344,0.30183418
-5.42371186,7.74041525,0.02073485,1.17460535,4.51343201,2.40454045,0.16032845,2.86455997,1.05078293,0.30872768
-5.41770885,7.80349475,0.02185485,1.17376614,4.54855294,2.41393136,0.16434466,2.89651015,1.04787025,0.31589779
-5.41170585,7.86106345,0.02300472,1.17283618,4.58275760,2.42191953,0.16769833,2.92540423,1.04439405,0.32330652
-5.40570285,7.91251857,0.02417976,1.17164818,4.61597338,2.42815828,0.17033540,2.95114662,1.04063897,0.33091738
-5.39969985,7.95755052,0.02537446,1.17007484,4.64823117,2.43240231,0.17221692,2.97374860,1.03692605,0.33869509
-5.39369685,7.99613151,0.02658251,1.16802664,4.67965612,2.43450705,0.17332005,2.99332349,1.03360224,0.34660535
-5.38769385,8.02849882,0.02779683,1.16544948,4.71045815,2.43442643,0.17363849,3.01007939,1.03102941,0.35461467
-5.38169085,8.05513222,0.02900959,1.16232191,4.74092164,2.43220889,0.17318248,3.02430957,1.02957289,0.36269029
-5.37568784,8.07672529,0.03021242,1.15865196,4.77139405,2.42799128,0.17197816,3.03638037,1.02958999,0.37080002
-5.36968484,8.09415046,0.03139647,1.15447347,4.80227249,2.42199058,0.17006643,3.04671658,1.03141867,0.37891218
-5.36368184,8.10841777,0.03255270,1.14984180,4.83398809,2.41449330,0.16750127,3.05578460,1.03536650,0.38699530
-5.35767884,8.12062795,0.03367201,1.14482888,4.86698783,2.40584256,0.16434775,3.06407353,1.04170020,0.39501780
-5.35167584,8.13192070,0.03474553,1.13951775,4.90171393,2.39642311,0.16067955,3.07207461,1.05063604,0.40294757
-5.34567284,8.14341999,0.03576481,1.13399653,4.93858146,2.38664478,0.15657636,3.08025992,1.06233132,0.41075130
-5.33966983,8.15617831,0.03672209,1.12835216,4.97795500,2.37692478,0.15212111,3.08906096,1.07687732,0.41839387
-5.33366683,8.17112276,0.03761043,1.12266418,5.02012594,2.36766983,0.14739721,3.09884823,1.09429398,0.42583766
-5.32766383,8.18900573,0.03842397,1.11699884,5.06529191,2.35925887,0.14248589,3.10991308,1.11452674,0.43304190
-5.32166083,8.21036345,0.03915801,1.11140397,5.11354024,2.35202727,0.13746381,3.12245275,1.13744582,0.43996224
-5.31565783,8.23548527,0.03980916,1.10590494,5.16483739,2.34625363,0.13240090,3.13655998,1.16284819,0.44655059
-5.30965483,8.26439621,0.04037540,1.10050214,5.21902573,2.34214980,0.12735874,3.15221792,1.19046251,0.45275538
-5.30365183,8.29685491,0.04085611,1.09517013,5.27582918,2.33985490,0.12238926,3.16930124,1.21995687,0.45852222
-5.29764882,8.33236786,0.04125211,1.08985879,5.33486817,2.33943382,0.11753401,3.18758364,1.25094950,0.46379519
-5.29164582,8.37022014,0.04156558,1.08449634,5.39568398,2.34088019,0.11282389,3.20675184,1.28302197,0.46851865
-5.28564282,8.40952157,0.04180008,1.07899437,5.45777169,2.34412391,0.10827938,3.22642560,1.31573455,0.47263956
-5.27963982,8.44926601,0.04196040,1.07325438,5.52062002,2.34904254,0.10391117,3.24618273,1.34864296,0.47611032
-5.27363682,8.48840081,0.04205253,1.06717576,5.58375582,2.35547604,0.09972117,3.26558799,1.38131594,0.47889191
-5.26763382,8.52590211,0.04208348,1.06066447,5.64679034,2.36324369,0.09570382,3.28422401,1.41335255,0.48095717
-5.26163082,8.56085146,0.04206120,1.05364210,5.70946363,2.37216211,0.09184758,3.30172254,1.44439843,0.48229411
-5.25562781,8.59250866,0.04199436,1.04605453,5.77168387,2.38206315,0.08813657,3.31779395,1.47415997,0.48290884
-5.24962481,8.62037599,0.04189219,1.03787973,5.83355785,2.39281030,0.08455222,3.33225290,1.50241559,0.48282813
-5.24362181,8.64424907,0.04176428,1.02913400,5.89540964,2.40431252,0.08107480,3.34503860,1.52902338,0.48210117
-5.23761881,8.66425093,0.04162032,1.01987635,5.95778495,2.41653443,0.07768494,3.35622794,1.55392454,0.48080044
-5.23161581,8.68084607,0.04146983,1.01021052,6.02143943,2.42950221,0.07436481,3.36604056,1.57714238,0.47902151
-5.22561281,8.69483347,0.04132191,1.00028445,6.08731048,2.44330460,0.07109917,3.37483512,1.59877678,0.47688181
-5.21960980,8.70731818,0.04118492,0.99028723,6.15647292,2.45808914,0.06787609,3.38309701,1.61899446,0.47451809
-5.21360680,8.71966300,0.04106619,0.98044353,6.23008045,2.47405370,0.06468741,3.39141787,1.63801546,0.47208298
-5.20760380,8.73342279,0.04097172,0.97100584,6.30929540,2.49143400,0.06152893,3.40046811,1.65609677,0.46974050
-5.20160080,8.75026551,0.04090587,0.96224493,6.39521086,2.51048799,0.05840034,3.41096411,1.67351395,0.46766084
-5.19559780,8.77188451,0.04087118,0.95443900,6.48876928,2.53147807,0.05530497,3.42363195,1.69054188,0.46601468
-5.18959480,8.79990758,0.04086813,0.94786215,6.59068274,2.55465256,0.05224926,3.43916991,1.70743590,0.46496730
-5.18359180,8.83580812,0.04089501,0.94277276,6.70135963,2.58022746,0.04924221,3.45821195,1.72441432,0.46467272
-5.17758879,8.88082383,0.04094790,0.93940244,6.82084265,2.60836982,0.04629471,3.48129446,1.74164350,0.46526834
-5.17158579,8.93588755,0.04102068,0.93794606,6.94876221,2.63918379,0.04341877,3.50882791,1.75922624,0.46687017
-5.16558279,9.00157405,0.04110518,0.93855329,7.08430858,2.67269997,0.04062686,3.54107524,1.77719425,0.46956889
-5.15957979,9.07806535,0.04119138,0.94132221,7.22622499,2.70886885,0.03793123,3.57813778,1.79550494,0.47342712
-5.15357679,9.16513595,0.04126774,0.94629496,7.37282261,2.74755830,0.03534331,3.61994935,1.81404269,0.47847762
-5.14757379,9.26215777,0.04132162,0.95345571,7.52201707,2.78855521,0.03287325,3.66627829,1.83262442,0.48472279
-5.14157079,9.36812353,0.04133968,0.96273083,7.67138486,2.83157068,0.03052949,3.71673707,1.85100877,0.49213521
-5.13556778,9.48168604,0.04130841,0.97399110,7.81823657,2.87624825,0.02831856,3.77079810,1.86890849,0.50065915
-5.12956478,9.60120986,0.04121468,0.98705562,7.95970342,2.92217427,0.02624491,3.82781452,1.88600486,0.51021286
-5.12356178,9.72483143,0.04104621,1.00169728,8.09283216,2.96888942,0.02431086,3.88704423,1.90196335,0.52069154
-5.11755878,9.85052342,0.04079208,1.01764905,8.21468364,3.01590062,0.02251668,3.94767533,1.91644939,0.53197056
-5.11155578,9.97615914,0.04044316,1.03461110,8.32242980,3.06269227,0.02086074,4.00885148,1.92914332,0.54390892
-5.10555278,10.09957333,0.03999249,1.05225801,8.41344444,3.10873632,0.01933967,4.06969544,1.93975376,0.55635265
-5.09954977,10.21861648,0.03943553,1.07024598,8.48538344,3.15350055,0.01794864,4.12932989,1.94802846,0.56913803
-5.09354677,10.33120064,0.03877034,1.08821977,8.53625108,3.19645512,0.01668160,4.18689459,1.95376251,0.58209448
-5.08754377,10.43533581,0.03799765,1.10581907,8.56445011,3.23707719,0.01553159,4.24155967,1.95680332,0.59504721
-5.08154077,10.52915692,0.03712079,1.12268440,8.56881425,3.27485418,0.01449099,4.29253512,1.95705267,0.60781941
-5.07553777,10.61094267,0.03614561,1.13846248,8.54862295,3.30928624,0.01355175,4.33907713,1.95446584,0.62023437
-5.06953477,10.67912789,0.03508020,1.15281117,8.50359953,3.33988846,0.01270569,4.38049195,1.94904842,0.63211727
-5.06353177,10.73231198,0.03393460,1.16540410,8.43389427,3.36619392,0.01194466,4.41613855,1.94085119,0.64329712
-5.05752876,10.76926599,0.03272050,1.17593524,8.34005534,3.38775802,0.01126076,4.44543111,1.92996393,0.65360871
-5.05152576,10.78894080,0.03145079,1.18412348,8.22299042,3.40416500,0.01064642,4.46784245,1.91650875,0.66289485
-5.04552276,10.79047882,0.03013924,1.18971741,8.08392256,3.41503689,0.01009462,4.48290935,1.90063357,0.67100894
-5.03951976,10.77323046,0.02880010,1.19250041,7.92434322,3.42004520,0.00959890,4.49024045,1.88250650,0.67781791
-5.03351676,10.73677625,0.02744773,1.19229602,7.74596578,3.41892505,0.00915346,4.48952681,1.86231141,0.68320556
-5.02751376,10.68095421,0.02609631,1.18897360,7.55068182,3.41149140,0.00875324,4.48055518,1.84024508,0.68707615
-5.02151076,10.60589133,0.02475957,1.18245403,7.34052213,3.39765645,0.00839386,4.46322323,1.81651608,0.68935817
-5.01550775,10.51203692,0.02345058,1.17271535,7.11762351,3.37744720,0.00807173,4.43755580,1.79134513,0.69000807
-5.00950475,10.40019515,0.02218156,1.15979797,6.88420185,3.35102199,0.00778395,4.40372097,1.76496689,0.68901372
-5.00350175,10.27155316,0.02096384,1.14380917,6.64253121,3.31868443,0.00752833,4.36204423,1.73763270,0.68639737
-4.99749875,10.12770144,0.01980772,1.12492646,6.39492791,3.28089366,0.00730332,4.31301946,1.70961366,0.68221784
-4.99149575,9.97064297,0.01872246,1.10339960,6.14373848,3.23826942,0.00710799,4.25731498,1.68120372,0.67657161
-4.98549275,9.80278813,0.01771629,1.07955080,5.89132966,3.19159125,0.00694188,4.19577344,1.65272190,0.66959284
-4.97948974,9.62693319,0.01679635,1.05377292,5.64007892,3.14179071,0.00680496,4.12940455,1.62451340,0.66145190
-4.97348674,9.44622103,0.01596879,1.02652556,5.39236361,3.08993680,0.00669755,4.05937015,1.59694896,0.65235257
-4.96748374,9.26408394,0.01523869,0.99832876,5.15054750,3.03721424,0.00662013,3.98696152,1.57042218,0.64252775
-4.96148074,9.08416962,0.01461008,0.96975458,4.91696349,2.98489548,0.00657332,3.91356928,1.54534476,0.63223394
-4.95547774,8.91025230,0.01408594,0.94141642,4.69389181,2.93430724,0.00655769,3.84064717,1.52213955,0.62174451
-4.94947474,8.74613253,0.01366817,0.91395648,4.48353363,2.88679296,0.00657370,3.76967086,1.50123173,0.61134213
-4.94347174,8.59552946,0.01335753,0.88803158,4.28798022,2.84367271,0.00662160,3.70209373,1.48303839,0.60131062
-4.93746873,8.46197050,0.01315362,0.86429777,4.10917862,2.80620231,0.00670132,3.63930182,1.46795705,0.59192653
-4.93146573,8.34868325,0.01305486,0.84339409,3.94889476,2.77553362,0.00681244,3.58257000,1.45635386,0.58345091
-4.92546273,8.25849488,0.01305844,0.82592608,3.80867575,2.75267764,0.00695415,3.53302175,1.44855194,0.57612157
-4.91945973,8.19374349,0.01316035,0.81244940,3.68981274,2.73847217,0.00712529,3.49159438,1.44482073,0.57014613
-4.91345673,8.15620586,0.01335537,0.80345429,3.59330643,2.73355548,0.00732430,3.45901180,1.44536694,0.56569632
-4.90745373,8.14704459,0.01363717,0.79935106,3.51983677,2.73834696,0.00754938,3.43576583,1.45032768,0.56290354
-4.90145073,8.16677739,0.01399839,0.80045742,3.46973864,2.75303567,0.00779853,3.42210727,1.45976620,0.56185607
-4.89544772,8.21526935,0.01443080,0.80698785,3.44298493,2.77757707,0.00806973,3.41804693,1.47367058,0.56259789
-4.88944472,8.29174866,0.01492544,0.81904552,3.43917820,2.81169780,0.00836104,3.42336651,1.49195548,0.56512918
-4.88344172,8.39484454,0.01547292,0.83661699,3.45755177,2.85490837,0.00867082,3.43763864,1.51446682,0.56940843
-4.87743872,8.52264548,0.01606357,0.85957009,3.49698072,2.90652278,0.00899789,3.46025495,1.54098930,0.57535599
-4.87143572,8.67277499,0.01668783,0.88765500,3.55600279,2.96568423,0.00934171,3.49046050,1.57125616,0.58285896
-4.86543272,8.84248106,0.01733645,0.92050870,3.63284887,3.03139566,0.00970258,3.52739288,1.60496078,0.59177707
-4.85942971,9.02873545,0.01800082,0.95766270,3.72548226,3.10255383,0.01008176,3.57012380,1.64176940,0.60194935
-4.85342671,9.22833833,0.01867323,0.99855403,3.83164559,3.17798545,0.01048159,3.61770106,1.68133426,0.61320116
-4.84742371,9.43802373,0.01934715,1.04253905,3.94891384,3.25648393,0.01090559,3.66918881,1.72330632,0.62535141
-4.84142071,9.65456159,0.02001737,1.08890992,4.07475167,3.33684543,0.01135845,3.72370410,1.76734701,0.63821959
-4.83541771,9.87485206,0.02068021,1.13691304,4.20657311,3.41790283,0.01184605,3.78044806,1.81313813,0.65163218
-4.82941471,10.09600859,0.02133355,1.18576906,4.34180139,3.49855645,0.01237530,3.83873016,1.86038939,0.66542837
-4.82341171,10.31542655,0.02197689,1.23469361,4.47792671,3.57780047,0.01295402,3.89798459,1.90884327,0.67946472
-4.81740870,10.53083498,0.02261122,1.28291818,4.61255990,3.65474427,0.01359069,3.95777801,1.95827664,0.69361854
-4.81140570,10.74032968,0.02323894,1.32971021,4.74347994,3.72862799,0.01429416,4.01780859,2.00849929,0.70778992
-4.80540270,10.94238686,0.02386357,1.37439172,4.86867364,3.79883185,0.01507333,4.07789643,2.05934926,0.72190227
-4.79939970,11.13585721,0.02448947,1.41635577,4.98636621,3.86487915,0.01593667,4.13796601,2.11068527,0.73590138
-4.79339670,11.31994123,0.02512151,1.45508001,5.09504176,3.92643290,0.01689187,4.19802176,2.16237674,0.74975301
-4.78739370,11.49414739,0.02576462,1.49013686,5.19345337,3.98328639,0.01794532,4.25811817,2.21429186,0.76343920
-4.78139070,11.65823572,0.02642343,1.52119996,5.28062298,4.03534831,0.01910169,4.31832587,2.26628455,0.77695335
-4.77538769,11.81214985,0.02710176,1.54804662,5.35583155,4.08262319,0.02036342,4.37869590,2.31818110,0.79029452
-4.76938469,11.95594136,0.02780225,1.57055634,5.41860089,4.12518813,0.02173034,4.43922383,2.36976733,0.80346106
-4.76338169,12.08969064,0.02852597,1.58870557,5.46866866,4.16316709,0.02319930,4.49981607,2.42077712,0.81644403
-4.75737869,12.21342874,0.02927208,1.60255906,5.50595842,4.19670414,0.02476386,4.56026012,2.47088332,0.82922083
-4.75137569,12.32706480,0.03003761,1.61225846,5.53054697,4.22593692,0.02641412,4.62020078,2.51969154,0.84174935
-4.74537269,12.43032344,0.03081727,1.61800866,5.54263106,4.25097209,0.02813658,4.67912380,2.56673769,0.85396303
-4.73936968,12.52269594,0.03160344,1.62006286,5.54249568,4.27186388,0.02991424,4.73634823,2.61148946,0.86576727
-4.73336668,12.60340868,0.03238622,1.61870705,5.53048581,4.28859723,0.03172670,4.79102830,2.65335210,0.87703751
-4.72736368,12.67141113,0.03315359,1.61424478,5.50698316,4.30107644,0.03355048,4.84216528,2.69167850,0.88761900
-4.72136068,12.72538474,0.03389174,1.60698295,5.47238903,4.30912013,0.03535949,4.88862892,2.72578307,0.89732874
-4.71535768,12.76377311,0.03458540,1.59721932,5.42711402,4.31246306,0.03712553,4.92918814,2.75495927,0.90595934
-4.70935468,12.78483221,0.03521837,1.58523238,5.37157460,4.31076465,0.03881902,4.96254942,2.77849973,0.91328480
-4.70335168,12.78669875,0.03577403,1.57127369,5.30619617,4.30362396,0.04040971,4.98740162,2.79571827,0.91906813
-4.69734867,12.76747316,0.03623590,1.55556329,5.23142171,4.29060047,0.04186757,5.00246487,2.80597278,0.92307034
-4.69134567,12.72531325,0.03658829,1.53828790,5.14772492,4.27123951,0.04316363,5.00654155,2.80868780,0.92506042
-4.68534267,12.65853362,0.03681682,1.51960202,5.05562611,4.24510092,0.04427084,4.99856673,2.80337576,0.92482596
-4.67933967,12.56570553,0.03690902,1.49963145,4.95570934,4.21178964,0.04516496,4.97765567,2.78965596,0.92218365
-4.67333667,12.44575201,0.03685480,1.47847915,4.84863901,4.17098630,0.04582531,4.94314604,2.76727015,0.91698927
-4.66733367,12.29803309,0.03664683,1.45623254,4.73517435,4.12247632,0.04623547,4.89463271,2.73609433,0.90914658
-4.66133067,12.12241643,0.03628087,1.43297211,4.61618028,4.06617588,0.04638381,4.83199340,2.69614597,0.89861456
-4.65532766,11.91932965,0.03575595,1.40878047,4.49263356,4.00215337,0.04626393,4.75540386,2.64758652,0.88541256
-4.64932466,11.68979149,0.03507444,1.38375136,4.36562341,3.93064513,0.04587484,4.66534183,2.59071919,0.86962312
-4.64332166,11.43541989,0.03424200,1.35799809,4.23634603,3.85206473,0.04522106,4.56257949,2.52598222,0.85139219
