energy_ev,total_up,Hg_p_up,Hg_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.88594297,0.99995046,0.60512364,0.18993293,0.57956975,0.00000000,0.00506722,0.12299698,0.39549388,0.00000000
-5.87993997,1.02888874,0.62230153,0.19025837,0.61614931,0.00000000,0.00576618,0.12764600,0.40824957,0.00000000
-5.87393697,1.06035684,0.64033522,0.19102465,0.65333031,0.00000000,0.00655063,0.13257005,0.42186750,0.00000000
-5.86793397,1.09429847,0.65924323,0.19228318,0.69082377,0.00000000,0.00742620,0.13775886,0.43630542,0.00000000
-5.86193097,1.13058040,0.67900864,0.19407542,0.72830076,0.00000000,0.00839846,0.14319280,0.45149039,0.00000000
-5.85592796,1.16899903,0.69957952,0.19643353,0.76539796,0.00000000,0.00947283,0.14884338,0.46732133,0.00000000
-5.84992496,1.20929022,0.72087126,0.19938124,0.80172548,0.00000000,0.01065444,0.15467422,0.48367271,0.00000000
-5.84392196,1.25114145,0.74277054,0.20293503,0.83687640,0.00000000,0.01194802,0.16064243,0.50039955,0.00000000
-5.83791896,1.29420589,0.76514089,0.20710521,0.87043794,0.00000000,0.01335768,0.16670023,0.51734325,0.00000000
-5.83191596,1.33811722,0.78782921,0.21189704,0.90200351,0.00000000,0.01488670,0.17279691,0.53433790,0.00000000
-5.82591296,1.38250437,0.81067289,0.21731150,0.93118520,0.00000000,0.01653729,0.17888079,0.55121685,0.00000000
-5.81990995,1.42700512,0.83350707,0.22334574,0.95762591,0.00000000,0.01831029,0.18490119,0.56781891,0.00000000
-5.81390695,1.47127755,0.85617124,0.22999313,0.98101069,0.00000000,0.02020483,0.19081016,0.58399393,0.00000000
-5.80790395,1.51500870,0.87851476,0.23724269,1.00107628,0.00000000,0.02221801,0.19656403,0.59960723,0.00000000
-5.80190095,1.55791946,0.90040093,0.24507807,1.01761873,0.00000000,0.02434453,0.20212439,0.61454275,0.00000000
-5.79589795,1.59976575,0.92170893,0.25347597,1.03049827,0.00000000,0.02657636,0.20745865,0.62870453,0.00000000
-5.78989495,1.64033542,0.94233377,0.26240416,1.03964147,0.00000000,0.02890242,0.21254006,0.64201653,0.00000000
-5.78389195,1.67944157,0.96218393,0.27181921,1.04504032,0.00000000,0.03130833,0.21734711,0.65442071,0.00000000
-5.77788894,1.71691247,0.98117706,0.28166403,1.04674862,0.00000000,0.03377624,0.22186250,0.66587365,0.00000000
-5.77188594,1.75257913,0.99923398,0.29186560,1.04487562,0.00000000,0.03628475,0.22607160,0.67634191,0.00000000
-5.76588294,1.78626160,1.01627147,0.30233291,1.03957771,0.00000000,0.03880897,0.22996070,0.68579644,0.00000000
-5.75987994,1.81775513,1.03219464,0.31295553,1.03104840,0.00000000,0.04132068,0.23351502,0.69420673,0.00000000
-5.75387694,1.84681762,1.04688949,0.32360285,1.01950752,0.00000000,0.04378876,0.23671684,0.70153501,0.00000000
-5.74787394,1.87315964,1.06021649,0.33412436,1.00519022,0.00000000,0.04617959,0.23954376,0.70773108,0.00000000
-5.74187094,1.89643809,1.07200589,0.34435099,0.98833646,0.00000000,0.04845781,0.24196735,0.71272831,0.00000000
-5.73586793,1.91625456,1.08205533,0.35409759,0.96918164,0.00000000,0.05058706,0.24395244,0.71644123,0.00000000
-5.72986493,1.93215882,1.09013039,0.36316666,0.94794899,0.00000000,0.05253093,0.24545686,0.71876489,0.00000000
-5.72386193,1.94365786,1.09596810,0.37135311,0.92484395,0.00000000,0.05425397,0.24643206,0.71957634,0.00000000
-5.71785893,1.95023018,1.09928367,0.37845004,0.90005079,0.00000000,0.05572277,0.24682433,0.71873812,0.00000000
-5.71185593,1.95134476,1.09978009,0.38425519,0.87373166,0.00000000,0.05690697,0.24657679,0.71610371,0.00000000
-5.70585293,1.94648381,1.09716022,0.38857786,0.84602773,0.00000000,0.05778038,0.24563187,0.71152455,0.00000000
-5.69984992,1.93516799,1.09114068,0.39124596,0.81706224,0.00000000,0.05832182,0.24393432,0.70485831,0.00000000
-5.69384692,1.91698261,1.08146685,0.39211274,0.78694504,0.00000000,0.05851600,0.24143439,0.69597788,0.00000000
-5.68784392,1.89160315,1.06792781,0.39106299,0.75577815,0.00000000,0.05835409,0.23809112,0.68478044,0.00000000
-5.68184092,1.85881862,1.05037057,0.38801824,0.72366168,0.00000000,0.05783417,0.23387545,0.67119601,0.00000000
-5.67583792,1.81855110,1.02871245,0.38294075,0.69069968,0.00000000,0.05696140,0.22877299,0.65519505,0.00000000
-5.66983492,1.77087017,1.00295087,0.37583603,0.65700539,0.00000000,0.05574797,0.22278618,0.63679434,0.00000000
-5.66383192,1.71600137,0.97316994,0.36675368,0.62270544,0.00000000,0.05421277,0.21593579,0.61606102,0.00000000
-5.65782891,1.65432797,0.93954321,0.35578665,0.58794261,0.00000000,0.05238084,0.20826160,0.59311424,0.00000000
-5.65182591,1.58638587,0.90233258,0.34306874,0.55287714,0.00000000,0.05028269,0.19982222,0.56812450,0.00000000
-5.64582291,1.51285179,0.86188323,0.32877060,0.51768630,0.00000000,0.04795327,0.19069405,0.54131054,0.00000000
-5.63981991,1.43452551,0.81861490,0.31309443,0.48256241,0.00000000,0.04543102,0.18096940,0.51293407,0.00000000
-5.63381691,1.35230690,0.77300989,0.29626751,0.44770947,0.00000000,0.04275664,0.17075396,0.48329249,0.00000000
-5.62781391,1.26716908,0.72559863,0.27853506,0.41333860,0.00000000,0.03997198,0.16016367,0.45271022,0.00000000
-5.62181091,1.18012916,0.67694339,0.26015264,0.37966267,0.00000000,0.03711882,0.14932118,0.42152883,0.00000000
-5.61580790,1.09221781,0.62762104,0.24137846,0.34689049,0.00000000,0.03423780,0.13835215,0.39009675,0.00000000
-5.60980490,1.00444947,0.57820585,0.22246602,0.31522091,0.00000000,0.03136742,0.12738149,0.35875893,0.00000000
-5.60380190,0.91779420,0.52925292,0.20365728,0.28483721,0.00000000,0.02854317,0.11652978,0.32784704,0.00000000
-5.59779890,0.83315268,0.48128318,0.18517668,0.25590211,0.00000000,0.02579680,0.10591001,0.29767055,0.00000000
-5.59179590,0.75133513,0.43477049,0.16722615,0.22855361,0.00000000,0.02315585,0.09562478,0.26850913,0.00000000
-5.58579290,0.67304478,0.39013121,0.14998138,0.20290190,0.00000000,0.02064328,0.08576403,0.24060662,0.00000000
-5.57978989,0.59886651,0.34771667,0.13358921,0.17902741,0.00000000,0.01827730,0.07640344,0.21416669,0.00000000
-5.57378689,0.52926045,0.30780852,0.11816630,0.15698006,0.00000000,0.01607140,0.06760343,0.18935034,0.00000000
-5.56778389,0.46456059,0.27061701,0.10379893,0.13677962,0.00000000,0.01403451,0.05940878,0.16627504,0.00000000
-5.56178089,0.40497785,0.23628189,0.09054392,0.11841713,0.00000000,0.01217130,0.05184888,0.14501553,0.00000000
-5.55577789,0.35060708,0.20487571,0.07843034,0.10185723,0.00000000,0.01048256,0.04493843,0.12560607,0.00000000
-5.54977489,0.30143727,0.17640913,0.06746207,0.08704114,0.00000000,0.00896567,0.03867866,0.10804376,0.00000000
-5.54377189,0.25736414,0.15083765,0.05762077,0.07389020,0.00000000,0.00761516,0.03305877,0.09229279,0.00000000
-5.53776888,0.21820431,0.12806950,0.04886932,0.06230970,0.00000000,0.00642321,0.02805774,0.07828938,0.00000000
-5.53176588,0.18371028,0.10797406,0.04115532,0.05219276,0.00000000,0.00538019,0.02364608,0.06594687,0.00000000
-5.52576288,0.15358551,0.09039047,0.03441465,0.04342424,0.00000000,0.00447518,0.01978780,0.05516104,0.00000000
-5.51975988,0.12749890,0.07513601,0.02857487,0.03588436,0.00000000,0.00369649,0.01644220,0.04581520,0.00000000
-5.51375688,0.10509832,0.06201399,0.02355835,0.02945197,0.00000000,0.00303200,0.01356564,0.03778492,0.00000000
-5.50775388,0.08602267,0.05082086,0.01928512,0.02400750,0.00000000,0.00246960,0.01111304,0.03094235,0.00000000
-5.50175088,0.06991229,0.04135240,0.01567522,0.01943531,0.00000000,0.00199747,0.00903927,0.02515992,0.00000000
-5.49574787,0.05641758,0.03340891,0.01265077,0.01562566,0.00000000,0.00160430,0.00730025,0.02031342,0.00000000
-5.48974487,0.04520580,0.02679937,0.01013753,0.01247614,0.00000000,0.00127950,0.00585389,0.01628447,0.00000000
-5.48374187,0.03596616,0.02134456,0.00806601,0.00989263,0.00000000,0.00101331,0.00466072,0.01296233,0.00000000
-5.47773887,0.02841319,0.01687924,0.00637239,0.00778992,0.00000000,0.00079687,0.00368441,0.01024517,0.00000000
-5.47173587,0.02228880,0.01325346,0.00499886,0.00609187,0.00000000,0.00062227,0.00289201,0.00804083,0.00000000
-5.46573287,0.01736298,0.01033317,0.00389391,0.00473134,0.00000000,0.00048251,0.00225407,0.00626710,0.00000000
-5.45972986,0.01343364,0.00800021,0.00301222,0.00364986,0.00000000,0.00037151,0.00174469,0.00485168,0.00000000
-5.45372686,0.01032552,0.00615177,0.00231446,0.00279716,0.00000000,0.00028404,0.00134132,0.00373185,0.00000000
-5.44772386,0.00788864,0.00469962,0.00176694,0.00213050,0.00000000,0.00021563,0.00102466,0.00285391,0.00000000
-5.44172086,0.00599638,0.00356893,0.00134118,0.00161400,0.00000000,0.00016254,0.00077832,0.00217254,0.00000000
-5.43571786,0.00454328,0.00269712,0.00101337,0.00121791,0.00000000,0.00012167,0.00058865,0.00165003,0.00000000
-5.42971486,0.00344284,0.00203251,0.00076395,0.00091792,0.00000000,0.00009043,0.00044438,0.00125551,0.00000000
-5.42371186,0.00262540,0.00153310,0.00057701,0.00069445,0.00000000,0.00006673,0.00033639,0.00096422,0.00000000
-5.41770885,0.00203604,0.00116529,0.00043992,0.00053205,0.00000000,0.00004890,0.00025742,0.00075680,0.00000000
-5.41170585,0.00163288,0.00090283,0.00034282,0.00041881,0.00000000,0.00003558,0.00020182,0.00061868,0.00000000
-5.40570285,0.00138540,0.00072578,0.00027832,0.00034592,0.00000000,0.00002571,0.00016538,0.00053953,0.00000000
-5.39969985,0.00127325,0.00061971,0.00024109,0.00030723,0.00000000,0.00001844,0.00014511,0.00051289,0.00000000
-5.39369685,0.00128519,0.00057496,0.00022771,0.00029896,0.00000000,0.00001313,0.00013913,0.00053577,0.00000000
-5.38769385,0.00141836,0.00058609,0.00023634,0.00031944,0.00000000,0.00000929,0.00014651,0.00060851,0.00000000
-5.38169085,0.00167781,0.00065147,0.00026669,0.00036894,0.00000000,0.00000652,0.00016725,0.00073464,0.00000000
-5.37568784,0.00207630,0.00077300,0.00031982,0.00044955,0.00000000,0.00000455,0.00020216,0.00092084,0.00000000
-5.36968484,0.00263421,0.00095587,0.00039815,0.00056517,0.00000000,0.00000315,0.00025288,0.00117701,0.00000000
-5.36368184,0.00337974,0.00120852,0.00050537,0.00072144,0.00000000,0.00000217,0.00032186,0.00151639,0.00000000
-5.35767884,0.00434909,0.00154259,0.00064652,0.00092581,0.00000000,0.00000148,0.00041235,0.00195569,0.00000000
-5.35167584,0.00558685,0.00197293,0.00082793,0.00118758,0.00000000,0.00000100,0.00052844,0.00251528,0.00000000
-5.34567284,0.00714624,0.00251764,0.00105730,0.00151793,0.00000000,0.00000068,0.00067506,0.00321937,0.00000000
-5.33966983,0.00908937,0.00319810,0.00134369,0.00192995,0.00000000,0.00000046,0.00085800,0.00409612,0.00000000
-5.33366683,0.01148735,0.00403895,0.00169753,0.00243870,0.00000000,0.00000031,0.00108392,0.00517767,0.00000000
-5.32766383,0.01442011,0.00506799,0.00213060,0.00306112,0.00000000,0.00000022,0.00136030,0.00650013,0.00000000
-5.32166083,0.01797598,0.00631603,0.00265596,0.00381596,0.00000000,0.00000016,0.00169543,0.00810339,0.00000000
-5.31565783,0.02225084,0.00781651,0.00328780,0.00472360,0.00000000,0.00000013,0.00209830,0.01003068,0.00000000
-5.30965483,0.02734682,0.00960507,0.00404128,0.00580579,0.00000000,0.00000013,0.00257850,0.01232808,0.00000000
-5.30365183,0.03337048,0.01171887,0.00493227,0.00708521,0.00000000,0.00000015,0.00314600,0.01504364,0.00000000
-5.29764882,0.04043042,0.01419571,0.00597698,0.00858505,0.00000000,0.00000019,0.00381097,0.01822631,0.00000000
-5.29164582,0.04863433,0.01707295,0.00719155,0.01032833,0.00000000,0.00000027,0.00458343,0.02192464,0.00000000
-5.28564282,0.05808540,0.02038628,0.00859155,0.01233719,0.00000000,0.00000039,0.00547296,0.02618513,0.00000000
-5.27963982,0.06887827,0.02416819,0.01019137,0.01463200,0.00000000,0.00000057,0.00648831,0.03105044,0.00000000
-5.27363682,0.08109451,0.02844638,0.01200360,0.01723047,0.00000000,0.00000084,0.00763692,0.03655731,0.00000000
-5.26763382,0.09479781,0.03324198,0.01403834,0.02014661,0.00000000,0.00000122,0.00892445,0.04273440,0.00000000
-5.26163082,0.11002899,0.03856778,0.01630248,0.02338972,0.00000000,0.00000177,0.01035437,0.04960009,0.00000000
-5.25562781,0.12680111,0.04442644,0.01879903,0.02696335,0.00000000,0.00000254,0.01192739,0.05716019,0.00000000
-5.24962481,0.14509493,0.05080877,0.02152649,0.03086437,0.00000000,0.00000363,0.01364107,0.06540596,0.00000000
-5.24362181,0.16485486,0.05769230,0.02447829,0.03508220,0.00000000,0.00000515,0.01548938,0.07431224,0.00000000
-5.23761881,0.18598587,0.06504006,0.02764235,0.03959808,0.00000000,0.00000726,0.01746243,0.08383607,0.00000000
-5.23161581,0.20835147,0.07279979,0.03100086,0.04438479,0.00000000,0.00001015,0.01954621,0.09391577,0.00000000
-5.22561281,0.23177307,0.08090364,0.03453022,0.04940646,0.00000000,0.00001410,0.02172254,0.10447067,0.00000000
-5.21960980,0.25603090,0.08926837,0.03820119,0.05461884,0.00000000,0.00001943,0.02396912,0.11540147,0.00000000
-5.21360680,0.28086672,0.09779629,0.04197935,0.05996993,0.00000000,0.00002660,0.02625974,0.12659152,0.00000000
-5.20760380,0.30598823,0.10637665,0.04582577,0.06540086,0.00000000,0.00003614,0.02856472,0.13790874,0.00000000
-5.20160080,0.33107527,0.11488784,0.04969792,0.07084730,0.00000000,0.00004875,0.03085148,0.14920847,0.00000000
-5.19559780,0.35578765,0.12320011,0.05355081,0.07624111,0.00000000,0.00006529,0.03308522,0.16033696,0.00000000
-5.18959480,0.37977439,0.13117880,0.05733835,0.08151225,0.00000000,0.00008682,0.03522985,0.17113553,0.00000000
-5.18359180,0.40268407,0.13868802,0.06101481,0.08659101,0.00000000,0.00011462,0.03724896,0.18144524,0.00000000
-5.17758879,0.42417578,0.14559464,0.06453634,0.09141024,0.00000000,0.00015022,0.03910687,0.19111187,0.00000000
-5.17158579,0.44393038,0.15177235,0.06786254,0.09590771,0.00000000,0.00019548,0.04076972,0.19999089,0.00000000
-5.16558279,0.46166138,0.15710571,0.07095790,0.10002830,0.00000000,0.00025254,0.04220658,0.20795248,0.00000000
-5.15957979,0.47712503,0.16149396,0.07379312,0.10372607,0.00000000,0.00032392,0.04339046,0.21488600,0.00000000
-5.15357679,0.49012899,0.16485442,0.07634618,0.10696589,0.00000000,0.00041249,0.04429919,0.22070396,0.00000000
-5.14757379,0.50053929,0.16712526,0.07860314,0.10972484,0.00000000,0.00052150,0.04491624,0.22534513,0.00000000
-5.14157079,0.50828504,0.16826769,0.08055854,0.11199295,0.00000000,0.00065459,0.04523119,0.22877668,0.00000000
-5.13556778,0.51336065,0.16826717,0.08221547,0.11377352,0.00000000,0.00081575,0.04524017,0.23099520,0.00000000
-5.12956478,0.51582545,0.16713387,0.08358527,0.11508280,0.00000000,0.00100929,0.04494588,0.23202654,0.00000000
-5.12356178,0.51580073,0.16490210,0.08468674,0.11594915,0.00000000,0.00123979,0.04435753,0.23192449,0.00000000
-5.11755878,0.51346416,0.16162902,0.08554514,0.11641164,0.00000000,0.00151200,0.04349042,0.23076829,0.00000000
-5.11155578,0.50904205,0.15739237,0.08619074,0.11651819,0.00000000,0.00183075,0.04236537,0.22865915,0.00000000
-5.10555278,0.50279969,0.15228766,0.08665731,0.11632331,0.00000000,0.00220080,0.04100795,0.22571591,0.00000000
-5.09954977,0.49503039,0.14642471,0.08698027,0.11588566,0.00000000,0.00262667,0.03944759,0.22207011,0.00000000
-5.09354677,0.48604357,0.13992386,0.08719497,0.11526532,0.00000000,0.00311249,0.03771655,0.21786063,0.00000000
-5.08754377,0.47615271,0.13291200,0.08733489,0.11452122,0.00000000,0.00366174,0.03584885,0.21322825,0.00000000
-5.08154077,0.46566356,0.12551855,0.08743004,0.11370856,0.00000000,0.00427706,0.03387924,0.20831037,0.00000000
-5.07553777,0.45486337,0.11787166,0.08750553,0.11287655,0.00000000,0.00496002,0.03184219,0.20323606,0.00000000
-5.06953477,0.44401138,0.11009468,0.08758054,0.11206650,0.00000000,0.00571091,0.02977096,0.19812177,0.00000000
-5.06353177,0.43333124,0.10230319,0.08766752,0.11131034,0.00000000,0.00652848,0.02769684,0.19306786,0.00000000
-5.05752876,0.42300550,0.09460253,0.08777185,0.11062963,0.00000000,0.00740982,0.02564853,0.18815601,0.00000000
-5.05152576,0.41317237,0.08708598,0.08789191,0.11003520,0.00000000,0.00835019,0.02365169,0.18344767,0.00000000
-5.04552276,0.40392488,0.07983362,0.08801953,0.10952723,0.00000000,0.00934291,0.02172865,0.17898352,0.00000000
-5.03951976,0.39531231,0.07291186,0.08814080,0.10909596,0.00000000,0.01037939,0.01989840,0.17478400,0.00000000
-5.03351676,0.38734375,0.06637357,0.08823721,0.10872282,0.00000000,0.01144912,0.01817661,0.17085065,0.00000000
-5.02751376,0.37999351,0.06025879,0.08828709,0.10838201,0.00000000,0.01253983,0.01657591,0.16716840,0.00000000
-5.02151076,0.37320809,0.05459587,0.08826720,0.10804244,0.00000000,0.01363768,0.01510628,0.16370844,0.00000000
-5.01550775,0.36691416,0.04940307,0.08815441,0.10766985,0.00000000,0.01472758,0.01377549,0.16043155,0.00000000
-5.00950475,0.36102737,0.04469030,0.08792750,0.10722912,0.00000000,0.01579354,0.01258963,0.15729187,0.00000000
-5.00350175,0.35546134,0.04046111,0.08756881,0.10668663,0.00000000,0.01681912,0.01155373,0.15424065,0.00000000
-4.99749875,0.35013648,0.03671471,0.08706579,0.10601251,0.00000000,0.01778789,0.01067230,0.15123008,0.00000000
-4.99149575,0.34498828,0.03344794,0.08641238,0.10518279,0.00000000,0.01868400,0.00994989,0.14821676,0.00000000
-4.98549275,0.33997470,0.03065709,0.08561012,0.10418131,0.00000000,0.01949269,0.00939160,0.14516502,0.00000000
-4.97948974,0.33508230,0.02833960,0.08466892,0.10300132,0.00000000,0.02020081,0.00900347,0.14204961,0.00000000
-4.97348674,0.33033098,0.02649548,0.08360750,0.10164675,0.00000000,0.02079731,0.00879284,0.13885793,0.00000000
-4.96748374,0.32577706,0.02512851,0.08245352,0.10013318,0.00000000,0.02127368,0.00876858,0.13559168,0.00000000
-4.96148074,0.32151470,0.02424705,0.08124329,0.09848833,0.00000000,0.02162430,0.00894114,0.13226786,0.00000000
-4.95547774,0.31767555,0.02386471,0.08002111,0.09675226,0.00000000,0.02184663,0.00932258,0.12891913,0.00000000
-4.94947474,0.31442666,0.02400059,0.07883830,0.09497716,0.00000000,0.02194141,0.00992642,0.12559363,0.00000000
-4.94347174,0.31196688,0.02467935,0.07775189,0.09322690,0.00000000,0.02191261,0.01076734,0.12235426,0.00000000
-4.93746873,0.31052172,0.02593095,0.07682308,0.09157622,0.00000000,0.02176732,0.01186083,0.11927736,0.00000000
-4.93146573,0.31033705,0.02779016,0.07611540,0.09010985,0.00000000,0.02151547,0.01322271,0.11645115,0.00000000
-4.92546273,0.31167176,0.03029591,0.07569281,0.08892132,0.00000000,0.02116953,0.01486850,0.11397372,0.00000000
-4.91945973,0.31478978,0.03349032,0.07561761,0.08811187,0.00000000,0.02074398,0.01681282,0.11195080,0.00000000
-4.91345673,0.31995172,0.03741767,0.07594846,0.08778923,0.00000000,0.02025484,0.01906869,0.11049343,0.00000000
-4.90745373,0.32740652,0.04212314,0.07673830,0.08806652,0.00000000,0.01971902,0.02164676,0.10971548,0.00000000
-4.90145073,0.33738330,0.04765142,0.07803253,0.08906127,0.00000000,0.01915379,0.02455458,0.10973124,0.00000000
-4.89544772,0.35008397,0.05404522,0.07986736,0.09089455,0.00000000,0.01857612,0.02779594,0.11065302,0.00000000
-4.88944472,0.36567663,0.06134367,0.08226842,0.09369030,0.00000000,0.01800220,0.03137014,0.11258896,0.00000000
-4.88344172,0.38429026,0.06958057,0.08524972,0.09757481,0.00000000,0.01744686,0.03527145,0.11564089,0.00000000
-4.87743872,0.40601069,0.07878270,0.08881299,0.10267635,0.00000000,0.01692322,0.03948862,0.11990243,0.00000000
-4.87143572,0.43087809,0.08896799,0.09294745,0.10912490,0.00000000,0.01644236,0.04400452,0.12545733,0.00000000
-4.86543272,0.45888598,0.10014373,0.09762996,0.11705184,0.00000000,0.01601312,0.04879595,0.13237793,0.00000000
-4.85942971,0.48998182,0.11230482,0.10282568,0.12658961,0.00000000,0.01564200,0.05383361,0.14072380,0.00000000
-4.85342671,0.52406891,0.12543205,0.10848901,0.13787106,0.00000000,0.01533319,0.05908217,0.15054054,0.00000000
-4.84742371,0.56100953,0.13949060,0.11456494,0.15102858,0.00000000,0.01508871,0.06450063,0.16185875,0.00000000
-4.84142071,0.60062901,0.15442856,0.12099076,0.16619257,0.00000000,0.01490858,0.07004271,0.17469298,0.00000000
-4.83541771,0.64272048,0.17017589,0.12769780,0.18348944,0.00000000,0.01479116,0.07565754,0.18904082,0.00000000
-4.82941471,0.68704984,0.18664355,0.13461347,0.20303875,0.00000000,0.01473342,0.08129036,0.20488203,0.00000000
-4.82341171,0.73336078,0.20372306,0.14166320,0.22494963,0.00000000,0.01473130,0.08688342,0.22217760,0.00000000
-4.81740870,0.78137932,0.22128651,0.14877239,0.24931624,0.00000000,0.01478010,0.09237696,0.24086904,0.00000000
-4.81140570,0.83081783,0.23918716,0.15586813,0.27621254,0.00000000,0.01487473,0.09771027,0.26087753,0.00000000
-4.80540270,0.88137809,0.25726048,0.16288074,0.30568617,0.00000000,0.01501006,0.10282276,0.28210337,0.00000000
-4.79939970,0.93275343,0.27532595,0.16974501,0.33775189,0.00000000,0.01518110,0.10765510,0.30442552,0.00000000
-4.79339670,0.98462989,0.29318947,0.17640102,0.37238461,0.00000000,0.01538316,0.11215035,0.32770140,0.00000000
-4.78739370,1.03668644,0.31064638,0.18279473,0.40951243,0.00000000,0.01561191,0.11625501,0.35176714,0.00000000
-4.78139070,1.08859452,0.32748523,0.18887813,0.44901006,0.00000000,0.01586340,0.11992010,0.37643819,0.00000000
-4.77538769,1.14001713,0.34349203,0.19460913,0.49069299,0.00000000,0.01613401,0.12310212,0.40151058,0.00000000
-4.76938469,1.19060786,0.35845506,0.19995114,0.53431288,0.00000000,0.01642026,0.12576398,0.42676271,0.00000000
-4.76338169,1.24001022,0.37217003,0.20487249,0.57955473,0.00000000,0.01671873,0.12787573,0.45195795,0.00000000
-4.75737869,1.28785762,0.38444553,0.20934573,0.62603606,0.00000000,0.01702580,0.12941534,0.47684789,0.00000000
-4.75137569,1.33377451,0.39510852,0.21334693,0.67330853,0.00000000,0.01733749,0.13036920,0.50117635,0.00000000
-4.74537269,1.37737879,0.40400968,0.21685492,0.72086243,0.00000000,0.01764929,0.13073260,0.52468408,0.00000000
-4.73936968,1.41828587,0.41102846,0.21985081,0.76813386,0.00000000,0.01795604,0.13050998,0.54711397,0.00000000
-4.73336668,1.45611423,0.41607762,0.22231757,0.81451492,0.00000000,0.01825182,0.12971511,0.56821680,0.00000000
-4.72736368,1.49049270,0.41910701,0.22423985,0.85936648,0.00000000,0.01852992,0.12837101,0.58775716,0.00000000
-4.72136068,1.52106898,0.42010650,0.22560412,0.90203345,0.00000000,0.01878295,0.12650977,0.60551945,0.00000000
-4.71535768,1.54751920,0.41910780,0.22639886,0.94186185,0.00000000,0.01900292,0.12417214,0.62131365,0.00000000
-4.70935468,1.56955797,0.41618523,0.22661511,0.97821719,0.00000000,0.01918147,0.12140698,0.63498062,0.00000000
-4.70335168,1.58694843,0.41145509,0.22624710,1.01050331,0.00000000,0.01931009,0.11827049,0.64639666,0.00000000
-4.69734867,1.59951163,0.40507397,0.22529287,1.03818099,0.00000000,0.01938049,0.11482526,0.65547713,0.00000000
-4.69134567,1.60713456,0.39723568,0.22375507,1.06078537,0.00000000,0.01938485,0.11113923,0.66217887,0.00000000
-4.68534267,1.60977639,0.38816712,0.22164152,1.07794131,0.00000000,0.01931622,0.10728441,0.66650124,0.00000000
-4.67933967,1.60747231,0.37812306,0.21896572,1.08937612,0.00000000,0.01916884,0.10333552,0.66848581,0.00000000
-4.67333667,1.60033465,0.36738008,0.21574714,1.09492878,0.00000000,0.01893842,0.09936856,0.66821454,0.00000000
-4.66733367,1.58855111,0.35622976,0.21201127,1.09455530,0.00000000,0.01862242,0.09545930,0.66580651,0.00000000
-4.66133067,1.57237990,0.34497150,0.20778936,1.08832991,0.00000000,0.01822017,0.09168172,0.66141347,0.00000000
-4.65532766,1.55214230,0.33390495,0.20311798,1.07644198,0.00000000,0.01773302,0.08810653,0.65521418,0.00000000
-4.64932466,1.52821255,0.32332260,0.19803820,1.05918880,0.00000000,0.01716436,0.08479970,0.64740798,0.00000000
-4.64332166,1.50100593,0.31350242,0.19259475,1.03696464,0.00000000,0.01651950,0.08182111,0.63820779,0.00000000
