energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90395198,0.95161766,-1.08028037,0.70816779,-0.58670367,0.12601269,-0.13038442,0.00605428,-0.01181634,0.16749847,-0.32421132,0.00846775,-0.00773076,0.33685365,-0.25973897
-5.89794897,0.97824221,-1.06948265,0.74662202,-0.59171233,0.12471097,-0.12654895,0.00571211,-0.01098218,0.16603090,-0.32278741,0.00950239,-0.00855010,0.35726658,-0.25630720
-5.89194597,1.01333469,-1.06805129,0.78935240,-0.60302305,0.12497081,-0.12364283,0.00544829,-0.01023000,0.16629566,-0.32400027,0.01060980,-0.00941270,0.38016072,-0.25543034
-5.88594297,1.05630550,-1.07596616,0.83592861,-0.62070106,0.12674222,-0.12167043,0.00525783,-0.00956492,0.16824451,-0.32782025,0.01178250,-0.01030721,0.40525187,-0.25713930
-5.87993997,1.10645665,-1.09306389,0.88589230,-0.64471683,0.12995806,-0.12062150,0.00513477,-0.00899113,0.17181764,-0.33417781,0.01301162,-0.01122119,0.43221000,-0.26142507
-5.87393697,1.16301138,-1.11902935,0.93878128,-0.67493339,0.13453796,-0.12047083,0.00507240,-0.00851200,0.17694931,-0.34296050,0.01428696,-0.01214130,0.46066914,-0.26823701
-5.86793397,1.22514605,-1.15339287,0.99415428,-0.71109698,0.14039256,-0.12117851,0.00506358,-0.00812999,0.18357346,-0.35401185,0.01559724,-0.01305350,0.49023872,-0.27748238
-5.86193097,1.29202321,-1.19553361,1.05161529,-0.75283130,0.14742764,-0.12269091,0.00510094,-0.00784685,0.19162894,-0.36713204,0.01693036,-0.01394337,0.52051602,-0.28902725
-5.85592796,1.36282449,-1.24468859,1.11083600,-0.79963581,0.15554823,-0.12494217,0.00517714,-0.00766357,0.20106412,-0.38208046,0.01827372,-0.01479646,0.55109937,-0.30269878
-5.84992496,1.43678191,-1.29996732,1.17157524,-0.85088833,0.16466248,-0.12785618,0.00528509,-0.00758058,0.21184068,-0.39857987,0.01961462,-0.01559868,0.58160150,-0.31828870
-5.84392196,1.51320616,-1.36037116,1.23369398,-0.90585203,0.17468499,-0.13134894,0.00541811,-0.00759775,0.22393631,-0.41632214,0.02094062,-0.01633676,0.61166247,-0.33555813
-5.83791896,1.59151044,-1.42481688,1.29716487,-0.96368674,0.18553966,-0.13533113,0.00557014,-0.00771449,0.23734610,-0.43497507,0.02224000,-0.01699865,0.64096163,-0.35424347
-5.83191596,1.67122841,-1.49216343,1.36207529,-1.02346454,0.19716176,-0.13971080,0.00573579,-0.00792979,0.25208257,-0.45419025,0.02350212,-0.01757398,0.66922791,-0.37406317
-5.82591296,1.75202530,-1.56124082,1.42862334,-1.08418920,0.20949909,-0.14439601,0.00591048,-0.00824221,0.26817408,-0.47361140,0.02471777,-0.01805448,0.69624798,-0.39472532
-5.81990995,1.83370095,-1.63088024,1.49710616,-1.14481908,0.22251221,-0.14929730,0.00609048,-0.00864985,0.28566182,-0.49288301,0.02587947,-0.01843430,0.72187163,-0.41593573
-5.81390695,1.91618463,-1.69994417,1.56790091,-1.20429284,0.23617363,-0.15432992,0.00627292,-0.00915030,0.30459520,-0.51165890,0.02698163,-0.01871037,0.74601415,-0.43740624
-5.80790395,1.99952101,-1.76735540,1.64143863,-1.26155716,0.25046588,-0.15941565,0.00645575,-0.00974053,0.32502587,-0.52961034,0.02802067,-0.01888254,0.76865529,-0.45886305
-5.80190095,2.08384807,-1.83212415,1.71817186,-1.31559572,0.26537869,-0.16448421,0.00663768,-0.01041677,0.34700066,-0.54643348,0.02899497,-0.01895379,0.78983484,-0.48005477
-5.79589795,2.16936735,-1.89337211,1.79853742,-1.36545842,0.28090509,-0.16947423,0.00681810,-0.01117437,0.37055359,-0.56185597,0.02990476,-0.01893020,0.80964498,-0.50075982
-5.78989495,2.25630806,-1.95035287,1.88291591,-1.41028979,0.29703684,-0.17433370,0.00699694,-0.01200761,0.39569731,-0.57564232,0.03075181,-0.01882089,0.82821957,-0.52079306
-5.78389195,2.34488672,-2.00246801,1.97158983,-1.44935567,0.31375936,-0.17902004,0.00717452,-0.01290961,0.42241459,-0.58759816,0.03153915,-0.01863785,0.84572105,-0.54001126
-5.77788894,2.43526440,-2.04927847,2.06470270,-1.48206709,0.33104630,-0.18349966,0.00735140,-0.01387218,0.45065003,-0.59757315,0.03227057,-0.01839569,0.86232545,-0.55831727
-5.77188594,2.52750400,-2.09051098,2.16222123,-1.50800056,0.34885423,-0.18774729,0.00752819,-0.01488574,0.48030269,-0.60546264,0.03295013,-0.01811121,0.87820651,-0.57566277
-5.76588294,2.62153009,-2.12605954,2.26390298,-1.52691385,0.36711765,-0.19174503,0.00770539,-0.01593928,0.51122008,-0.61120806,0.03358170,-0.01780302,0.89351969,-0.59204931
-5.75987994,2.71709385,-2.15598204,2.36927161,-1.53875674,0.38574484,-0.19548119,0.00788323,-0.01702040,0.54319383,-0.61479621,0.03416839,-0.01749100,0.90838698,-0.60752777
-5.75387694,2.81374562,-2.18049247,2.47760149,-1.54367626,0.40461462,-0.19894913,0.00806153,-0.01811538,0.57595763,-0.61625748,0.03471212,-0.01719576,0.92288359,-0.62219608
-5.74787394,2.91081689,-2.19994899,2.58791320,-1.54201623,0.42357459,-0.20214612,0.00823957,-0.01920939,0.60918757,-0.61566330,0.03521324,-0.01693806,0.93702720,-0.63619543
-5.74187094,3.00741371,-2.21483869,2.69898086,-1.53431104,0.44244085,-0.20507228,0.00841604,-0.02028672,0.64250513,-0.61312291,0.03567024,-0.01673823,0.95077054,-0.64970487
-5.73586793,3.10242227,-2.22575938,2.80935169,-1.52127391,0.46099950,-0.20772969,0.00858897,-0.02133107,0.67548300,-0.60877959,0.03607964,-0.01661554,0.96399783,-0.66293470
-5.72986493,3.19452727,-2.23339940,2.91737742,-1.50378005,0.47900988,-0.21012179,0.00875577,-0.02232595,0.70765346,-0.60280659,0.03643593,-0.01658774,0.97652536,-0.67611866
-5.72386193,3.28224264,-2.23851591,3.02125692,-1.48284518,0.49620957,-0.21225288,0.00891322,-0.02325510,0.73851928,-0.59540291,0.03673177,-0.01667043,0.98810630,-0.68950535
-5.71785893,3.36395357,-2.24191240,3.11908824,-1.45960027,0.51232098,-0.21412798,0.00905761,-0.02410291,0.76756671,-0.58678890,0.03695827,-0.01687670,0.99843948,-0.70334903
-5.71185593,3.43796819,-2.24441608,3.20892834,-1.43526316,0.52705925,-0.21575282,0.00918483,-0.02485488,0.79428009,-0.57720201,0.03710539,-0.01721669,1.00718176,-0.71790014
-5.70585293,3.50257656,-2.24685553,3.28885778,-1.41110795,0.54014122,-0.21713398,0.00929054,-0.02549807,0.81815756,-0.56689242,0.03716247,-0.01769730,1.01396330,-0.73339590
-5.69984992,3.55611415,-2.25003923,3.35704770,-1.38843315,0.55129489,-0.21827920,0.00937033,-0.02602150,0.83872715,-0.55611892,0.03711885,-0.01832195,1.01840493,-0.75005116
-5.69384692,3.59702674,-2.25473524,3.41182613,-1.36852922,0.56026914,-0.21919771,0.00941993,-0.02641645,0.85556251,-0.54514467,0.03696447,-0.01909049,1.02013667,-0.76804984
-5.68784392,3.62393367,-2.26165239,3.45174050,-1.35264657,0.56684304,-0.21990045,0.00943539,-0.02667677,0.86829776,-0.53423319,0.03669054,-0.01999909,1.01881636,-0.78753724
-5.68184092,3.63568601,-2.27142313,3.47561368,-1.34196457,0.57083440,-0.22040036,0.00941326,-0.02679904,0.87664058,-0.52364423,0.03629011,-0.02104036,1.01414743,-0.80861332
-5.67583792,3.63141712,-2.28458829,3.48259094,-1.33756234,0.57210709,-0.22071238,0.00935079,-0.02678267,0.88038299,-0.51362965,0.03575861,-0.02220349,1.00589491,-0.83132729
-5.66983492,3.61058286,-2.30158389,3.47217570,-1.34039197,0.57057681,-0.22085339,0.00924601,-0.02662982,0.87940947,-0.50442941,0.03509424,-0.02347444,0.99389873,-0.85567349
-5.66383192,3.57298973,-2.32273017,3.44425261,-1.35125452,0.56621492,-0.22084192,0.00909790,-0.02634534,0.87370184,-0.49626734,0.03429825,-0.02483628,0.97808383,-0.88158875
-5.65782891,3.51880954,-2.34822284,3.39909696,-1.37077951,0.55905034,-0.22069763,0.00890641,-0.02593653,0.86334080,-0.48934718,0.03337511,-0.02626959,0.95846657,-0.90895129
-5.65182591,3.44858033,-2.37812689,3.33737020,-1.39940809,0.54916925,-0.22044071,0.00867252,-0.02541283,0.84850408,-0.48384853,0.03233244,-0.02775286,0.93515709,-0.93758114
-5.64582291,3.36319354,-2.41237294,3.26010201,-1.43738036,0.53671280,-0.22009102,0.00839821,-0.02478548,0.82946130,-0.47992313,0.03118090,-0.02926298,0.90835789,-0.96724213
-5.63981991,3.26386844,-2.45075636,3.16865988,-1.48472711,0.52187289,-0.21966730,0.00808641,-0.02406708,0.80656575,-0.47769142,0.02993383,-0.03077578,0.87835863,-0.99764535
-5.63381691,3.15211538,-2.49293934,3.06470787,-1.54126620,0.50488631,-0.21918620,0.00774090,-0.02327117,0.78024363,-0.47723956,0.02860687,-0.03226655,0.84552760,-1.02845405
-5.62781391,3.02968985,-2.53845600,2.95015651,-1.60660386,0.48602751,-0.21866146,0.00736616,-0.02241179,0.75098109,-0.47861707,0.02721742,-0.03371056,0.81030050,-1.05928991
-5.62181091,2.89853979,-2.58672059,2.82710623,-1.68014091,0.46560051,-0.21810318,0.00696730,-0.02150304,0.71930987,-0.48183525,0.02578411,-0.03508362,0.77316716,-1.08974050
-5.61580790,2.76074871,-2.63703886,2.69778690,-1.76108403,0.44393017,-0.21751718,0.00654980,-0.02055867,0.68579204,-0.48686647,0.02432619,-0.03636255,0.73465681,-1.11936779
-5.60980490,2.61847726,-2.68862260,2.56449603,-1.84846188,0.42135340,-0.21690467,0.00611940,-0.01959176,0.65100452,-0.49364442,0.02286293,-0.03752569,0.69532287,-1.14771761
-5.60380190,2.47390595,-2.74060691,2.42953808,-1.94114591,0.39821056,-0.21626211,0.00568192,-0.01861438,0.61552411,-0.50206544,0.02141309,-0.03855331,0.65572782,-1.17432972
-5.59779890,2.32918103,-2.79207026,2.29516724,-2.03787544,0.37483754,-0.21558137,0.00524308,-0.01763744,0.57991352,-0.51199094,0.01999446,-0.03942797,0.61642874,-1.19874847
-5.59179590,2.18636582,-2.84205658,2.16353565,-2.13728637,0.35155864,-0.21485014,0.00480835,-0.01667043,0.54470884,-0.52325077,0.01862342,-0.04013488,0.57796425,-1.22053352
-5.58579290,2.04739872,-2.88959905,2.03664845,-2.23794292,0.32868064,-0.21405263,0.00438287,-0.01572145,0.51040901,-0.53564759,0.01731470,-0.04066212,0.54084305,-1.23927060
-5.57978989,1.91405914,-2.93374471,1.91632691,-2.33837146,0.30648802,-0.21317043,0.00397127,-0.01479711,0.47746738,-0.54896208,0.01608118,-0.04100087,0.50553448,-1.25458183
-5.57378689,1.78794170,-2.97357936,1.80418027,-2.43709532,0.28523954,-0.21218365,0.00357766,-0.01390260,0.44628559,-0.56295877,0.01493382,-0.04114549,0.47246115,-1.26613539
-5.56778389,1.67043902,-3.00825162,1.70158628,-2.53266977,0.26516610,-0.21107210,0.00320558,-0.01304180,0.41720983,-0.57739231,0.01388171,-0.04109363,0.44199368,-1.27365414
-5.56178089,1.56273246,-3.03699569,1.60968037,-2.62371574,0.24646976,-0.20981657,0.00285792,-0.01221738,0.39052926,-0.59201400,0.01293225,-0.04084619,0.41444746,-1.27692302
-5.55577789,1.46579029,-3.05915161,1.52935259,-2.70895144,0.22932390,-0.20840015,0.00253702,-0.01143100,0.36647653,-0.60657837,0.01209132,-0.04040727,0.39008118,-1.27579477
-5.54977489,1.38037225,-3.07418262,1.46125154,-2.78722076,0.21387421,-0.20680944,0.00224461,-0.01068348,0.34523009,-0.62084948,0.01136363,-0.03978405,0.36909691,-1.27019399
-5.54377189,1.30703930,-3.08168889,1.40579396,-2.85751772,0.20024051,-0.20503567,0.00198192,-0.00997497,0.32691799,-0.63460697,0.01075306,-0.03898657,0.35164144,-1.26011908
-5.53776888,1.24616726,-3.08141714,1.36317881,-2.91900623,0.18851899,-0.20307566,0.00174973,-0.00930516,0.31162272,-0.64765142,0.01026301,-0.03802753,0.33780846,-1.24564224
-5.53176588,1.19796324,-3.07326608,1.33340442,-2.97103473,0.17878484,-0.20093258,0.00154842,-0.00867343,0.29938693,-0.65980918,0.00989681,-0.03692201,0.32764141,-1.22690740
-5.52576288,1.16248347,-3.05728743,1.31628742,-3.01314572,0.17109510,-0.19861647,0.00137809,-0.00807900,0.29021945,-0.67093631,0.00965806,-0.03568711,0.32113666,-1.20412606
-5.51975988,1.13965167,-3.03368291,1.31148246,-3.04508000,0.16549143,-0.19614453,0.00123861,-0.00752111,0.28410150,-0.68092177,0.00955097,-0.03434162,0.31824678,-1.17757151
-5.51375688,1.12927695,-3.00279727,1.31850155,-3.06677607,0.16200286,-0.19354115,0.00112971,-0.00699903,0.28099260,-0.68968975,0.00958066,-0.03290565,0.31888377,-1.14757133
-5.50775388,1.13107078,-2.96510812,1.33673251,-3.07836517,0.16064837,-0.19083770,0.00105105,-0.00651223,0.28083620,-0.69720108,0.00975334,-0.03140019,0.32292208,-1.11449883
-5.50175088,1.14466241,-2.92121296,1.36545597,-3.08016237,0.16143921,-0.18807208,0.00100228,-0.00606033,0.28356468,-0.70345386,0.01007647,-0.02984675,0.33020152,-1.07876355
-5.49574787,1.16961263,-2.87181414,1.40386071,-3.07265460,0.16438095,-0.18528803,0.00098312,-0.00564321,0.28910361,-0.70848316,0.01055881,-0.02826691,0.34052987,-1.04080146
-5.48974487,1.20542586,-2.81770235,1.45105753,-3.05648602,0.16947525,-0.18253428,0.00099333,-0.00526092,0.29737543,-0.71235996,0.01121036,-0.02668194,0.35368538,-1.00106505
-5.48374187,1.25156059,-2.75973925,1.50609174,-3.03244150,0.17672140,-0.17986348,0.00103282,-0.00491370,0.30830223,-0.71518917,0.01204228,-0.02511243,0.36941926,-0.96001395
-5.47773887,1.30743849,-2.69883973,1.56795477,-3.00142859,0.18611748,-0.17733097,0.00110156,-0.00460191,0.32180794,-0.71710687,0.01306661,-0.02357795,0.38745816,-0.91810616
-5.47173587,1.37245225,-2.63595429,1.63559539,-2.96445834,0.19766132,-0.17499343,0.00119966,-0.00432597,0.33781983,-0.71827669,0.01429600,-0.02209672,0.40750689,-0.87579043
-5.46573287,1.44597274,-2.57205155,1.70793108,-2.92262516,0.21135114,-0.17290743,0.00132730,-0.00408632,0.35626937,-0.71888531,0.01574328,-0.02068536,0.42925132,-0.83349972
-5.45972986,1.52735538,-2.50810143,1.78385992,-2.87708592,0.22718583,-0.17112781,0.00148469,-0.00388327,0.37709266,-0.71913714,0.01742103,-0.01935864,0.45236177,-0.79164604
-5.45372686,1.61594608,-2.44505859,1.86227353,-2.82903804,0.24516496,-0.16970612,0.00167202,-0.00371702,0.40023031,-0.71924824,0.01934101,-0.01812939,0.47649667,-0.75061657
-5.44772386,1.71108678,-2.38384655,1.94207109,-2.77969676,0.26528835,-0.16868891,0.00188946,-0.00358749,0.42562695,-0.71943936,0.02151363,-0.01700831,0.50130674,-0.71077094
-5.44172086,1.81212045,-2.32534205,2.02217453,-2.73027135,0.28755518,-0.16811612,0.00213700,-0.00349432,0.45323028,-0.71992852,0.02394733,-0.01600398,0.52643955,-0.67243960
-5.43571786,1.91839564,-2.27035993,2.10154468,-2.68194043,0.31196269,-0.16801945,0.00241447,-0.00343679,0.48298974,-0.72092304,0.02664795,-0.01512281,0.55154437,-0.63592296
-5.42971486,2.02926999,-2.21963839,2.17919794,-2.63582637,0.33850424,-0.16842094,0.00272142,-0.00341373,0.51485470,-0.72261135,0.02961817,-0.01436914,0.57627734,-0.60149117
-5.42371186,2.14411284,-2.17382477,2.25422272,-2.59296931,0.36716690,-0.16933160,0.00305707,-0.00342356,0.54877220,-0.72515488,0.03285691,-0.01374535,0.60030665,-0.56938417
-5.41770885,2.26230629,-2.13346215,2.32579518,-2.55430114,0.39792840,-0.17075038,0.00342026,-0.00346422,0.58468413,-0.72868032,0.03635884,-0.01325196,0.62331776,-0.53981188
-5.41170585,2.38324469,-2.09897713,2.39319305,-2.52062021,0.43075356,-0.17266335,0.00380941,-0.00353317,0.62252393,-0.73327267,0.04011394,-0.01288789,0.64501836,-0.51295425
-5.40570285,2.50633221,-2.07066923,2.45580705,-2.49256776,0.46559026,-0.17504337,0.00422244,-0.00362743,0.66221272,-0.73896940,0.04410715,-0.01265068,0.66514303,-0.48896114
-5.39969985,2.63097847,-2.04870251,2.51314873,-2.47060702,0.50236499,-0.17785001,0.00465680,-0.00374363,0.70365484,-0.74575609,0.04831815,-0.01253672,0.68345731,-0.46795188
-5.39369685,2.75659231,-2.03309996,2.56485439,-2.45500610,0.54097823,-0.18103008,0.00510946,-0.00387804,0.74673316,-0.75356398,0.05272124,-0.01254161,0.69976120,-0.45001456
-5.38769385,2.88257392,-2.02374135,2.61068445,-2.44582588,0.58129985,-0.18451857,0.00557690,-0.00402663,0.79130393,-0.76226956,0.05728540,-0.01266041,0.71389191,-0.43520515
-5.38169085,3.00830571,-2.02036495,2.65051809,-2.44291380,0.62316474,-0.18824009,0.00605518,-0.00418522,0.83719172,-0.77169651,0.06197443,-0.01288798,0.72572570,-0.42354644
-5.37568784,3.13314260,-2.02257349,2.68434333,-2.44590451,0.66636892,-0.19211076,0.00654000,-0.00434952,0.88418452,-0.78161992,0.06674729,-0.01321935,0.73517900,-0.41502720
-5.36968484,3.25640253,-2.02984463,2.71224283,-2.45422782,0.71066662,-0.19604059,0.00702674,-0.00451530,0.93202937,-0.79177292,0.07155853,-0.01364993,0.74220853,-0.40960154
-5.36368184,3.37735793,-2.04154580,2.73437626,-2.46712428,0.75576839,-0.19993605,0.00751060,-0.00467846,0.98042898,-0.80185530,0.07635897,-0.01417590,0.74681062,-0.40718867
-5.35767884,3.49522924,-2.05695313,2.75096008,-2.48366819,0.80134076,-0.20370308,0.00798668,-0.00483516,1.02903958,-0.81154408,0.08109631,-0.01479440,0.74901973,-0.40767339
-5.35167584,3.60918140,-2.07527393,2.76224590,-2.50279742,0.84700755,-0.20724999,0.00845013,-0.00498195,1.07747052,-0.82050536,0.08571609,-0.01550374,0.74890619,-0.41090728
-5.34567284,3.71832416,-2.09567179,2.76849875,-2.52334916,0.89235314,-0.21049057,0.00889625,-0.00511586,1.12528581,-0.82840705,0.09016257,-0.01630353,0.74657335,-0.41671063
-5.33966983,3.82171696,-2.11729338,2.76997653,-2.54410016,0.93692780,-0.21334689,0.00932063,-0.00523446,1.17200802,-0.83493193,0.09437975,-0.01719475,0.74215416,-0.42487530
-5.33366683,3.91837895,-2.13929578,2.76691193,-2.56380986,0.98025511,-0.21575189,0.00971931,-0.00533597,1.21712466,-0.83979026,0.09831253,-0.01817971,0.73580730,-0.43516824
-5.32766383,4.00730424,-2.16087296,2.75949795,-2.58126457,1.02184132,-0.21765151,0.01008884,-0.00541926,1.26009703,-0.84273150,0.10190775,-0.01926192,0.72771301,-0.44733576
-5.32166083,4.08748246,-2.18128024,2.74787790,-2.59532066,1.06118663,-0.21900636,0.01042643,-0.00548390,1.30037154,-0.84355443,0.10511539,-0.02044586,0.71806876,-0.46110820
-5.31565783,4.15792398,-2.19985555,2.73214048,-2.60494479,1.09779788,-0.21979275,0.01073003,-0.00553011,1.33739319,-0.84211519,0.10788971,-0.02173662,0.70708474,-0.47620490
-5.30965483,4.21768911,-2.21603644,2.71232029,-2.60924945,1.13120230,-0.22000307,0.01099838,-0.00555874,1.37062087,-0.83833297,0.11019033,-0.02313953,0.69497947,-0.49233926
-5.30365183,4.26592003,-2.22937207,2.68840360,-2.60752202,1.16096177,-0.21964551,0.01123105,-0.00557119,1.39954382,-0.83219281,0.11198328,-0.02465961,0.68197548,-0.50922362
-5.29764882,4.30187408,-2.23952970,2.66033906,-2.59924613,1.18668708,-0.21874318,0.01142846,-0.00556934,1.42369866,-0.82374569,0.11324196,-0.02630098,0.66829521,-0.52657374
-5.29164582,4.32495670,-2.24629549,2.62805248,-2.58411453,1.20805125,-0.21733255,0.01159185,-0.00555544,1.44268625,-0.81310574,0.11394797,-0.02806628,0.65415719,-0.54411279
-5.28564282,4.33475217,-2.24956973,2.59146486,-2.56203286,1.22480168,-0.21546145,0.01172319,-0.00553195,1.45618736,-0.80044484,0.11409183,-0.02995605,0.63977263,-0.56157463
-5.27963982,4.33105061,-2.24935707,2.55051221,-2.53311447,1.23677006,-0.21318672,0.01182514,-0.00550149,1.46397667,-0.78598486,0.11367345,-0.03196809,0.62534240,-0.57870640
-5.27363682,4.31386929,-2.24575239,2.50516610,-2.49766682,1.24387978,-0.21057146,0.01190091,-0.00546665,1.46593397,-0.76998807,0.11270250,-0.03409693,0.61105445,-0.59527035
-5.26763382,4.28346708,-2.23892347,2.45545345,-2.45617024,1.24615036,-0.20768230,0.01195410,-0.00542991,1.46205213,-0.75274617,0.11119851,-0.03633341,0.59708179,-0.61104502
-5.26163082,4.24035069,-2.22909145,2.40147441,-2.40925061,1.24369845,-0.20458660,0.01198858,-0.00539353,1.45244138,-0.73456847,0.10919072,-0.03866433,0.58358087,-0.62582575
-5.25562781,4.18527231,-2.21651048,2.34341710,-2.35764719,1.23673549,-0.20134984,0.01200829,-0.00535949,1.43732931,-0.71577002,0.10671775,-0.04107228,0.57069058,-0.63942492
-5.24962481,4.11921820,-2.20144781,2.28156849,-2.30217765,1.22556195,-0.19803326,0.01201706,-0.00532941,1.41705684,-0.69665998,0.10382692,-0.04353569,0.55853161,-0.65167172
-5.24362181,4.04338876,-2.18416541,2.21632081,-2.24370200,1.21055852,-0.19469187,0.01201848,-0.00530455,1.39207012,-0.67753108,0.10057341,-0.04602903,0.54720634,-0.66241195
-5.23761881,3.95917074,-2.16490426,2.14817306,-2.18308717,1.19217460,-0.19137300,0.01201567,-0.00528576,1.36290872,-0.65865038,0.09701914,-0.04852321,0.53679903,-0.67150790
-5.23161581,3.86810298,-2.14387219,2.07772791,-2.12117397,1.17091476,-0.18811518,0.01201120,-0.00527357,1.33019079,-0.64025192,0.09323141,-0.05098622,0.52737647,-0.67883833
-5.22561281,3.77183730,-2.12123566,2.00568419,-2.05874791,1.14732379,-0.18494776,0.01200694,-0.00526822,1.29459599,-0.62253134,0.08928141,-0.05338391,0.51898874,-0.68429882
-5.21960980,3.67209642,-2.09711604,1.93282553,-1.99651492,1.12197127,-0.18189087,0.01200400,-0.00526969,1.25684685,-0.60564276,0.08524255,-0.05568094,0.51167022,-0.68780252
-5.21360680,3.57063103,-2.07159019,1.86000611,-1.93508293,1.09543629,-0.17895596,0.01200267,-0.00527786,1.21768985,-0.58969787,0.08118863,-0.05784185,0.50544075,-0.68928122
-5.20760380,3.46917804,-2.04469523,1.78813428,-1.87494965,1.06829321,-0.17614677,0.01200245,-0.00529252,1.17787683,-0.57476719,0.07719208,-0.05983220,0.50030668,-0.68868667
-5.20160080,3.36942196,-2.01643693,1.71815512,-1.81649687,1.04109917,-0.17346066,0.01200202,-0.00531353,1.13814796,-0.56088324,0.07332207,-0.06161976,0.49626194,-0.68599225
-5.19559780,3.27296108,-1.98680103,1.65103288,-1.75999076,1.01438377,-0.17089019,0.01199941,-0.00534088,1.09921669,-0.54804547,0.06964278,-0.06317562,0.49328898,-0.68119464
-5.18959480,3.18127975,-1.95576671,1.58773402,-1.70558800,0.98864143,-0.16842498,0.01199201,-0.00537476,1.06175766,-0.53622643,0.06621172,-0.06447530,0.49135950,-0.67431542
-5.18359180,3.09572765,-1.92332114,1.52921175,-1.65334660,0.96432666,-0.16605357,0.01197679,-0.00541561,1.02639761,-0.52537899,0.06307831,-0.06549970,0.49043499,-0.66540243
-5.17758879,3.01750639,-1.88947432,1.47639227,-1.60324079,0.94185205,-0.16376538,0.01195041,-0.00546416,0.99370973,-0.51544405,0.06028254,-0.06623587,0.49046700,-0.65453077
-5.17158579,2.94766338,-1.85427317,1.43016313,-1.55517861,0.92158904,-0.16155253,0.01190941,-0.00552144,0.96421116,-0.50635836,0.05785408,-0.06667760,0.49139725,-0.64180316
-5.16558279,2.88709242,-1.81781396,1.39136365,-1.50902121,0.90387088,-0.15941154,0.01185040,-0.00558872,0.93836354,-0.49806214,0.05581156,-0.06682578,0.49315750,-0.62734975
