energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up,W_p_up,W_d_up
-5.74787394,4.96502190,0.03828939,1.01130244,1.93955993,0.00000000,0.80537297,0.49847567,2.92460792,1.34354368
-5.74187094,4.88725429,0.03719452,0.99886234,1.91259173,0.00000000,0.79656500,0.48662905,2.88985089,1.30652146
-5.73586793,4.80914298,0.03619888,0.98556503,1.88595507,0.00000000,0.78700508,0.47532470,2.85640794,1.27032157
-5.72986493,4.73152705,0.03530547,0.97150208,1.86004150,0.00000000,0.77681712,0.46468127,2.82441209,1.23521623
-5.72386193,4.65523961,0.03451559,0.95677845,1.83523304,0.00000000,0.76613941,0.45480177,2.79396264,1.20146117
-5.71785893,4.58111521,0.03382920,0.94151451,1.81190275,0.00000000,0.75512429,0.44577453,2.76513924,1.16930204
-5.71185593,4.50999433,0.03324520,0.92584725,1.79041429,0.00000000,0.74393711,0.43767412,2.73801469,1.13898006
-5.70585293,4.44272433,0.03276174,0.90993049,1.77112021,0.00000000,0.73275448,0.43056223,2.71266596,1.11073630
-5.69984992,4.38015625,0.03237647,0.89393409,1.75435888,0.00000000,0.72176168,0.42448823,2.68918288,1.08481444
-5.69384692,4.32313747,0.03208672,0.87804214,1.74045008,0.00000000,0.71114945,0.41948963,2.66767416,1.06146162
-5.68784392,4.27250036,0.03188964,0.86245029,1.72968929,0.00000000,0.70111007,0.41559217,2.64827078,1.04092736
-5.68184092,4.22904743,0.03178230,0.84736225,1.72234108,0.00000000,0.69183300,0.41280975,2.63112679,1.02346061
-5.67583792,4.19353391,0.03176173,0.83298576,1.71863182,0.00000000,0.68350016,0.41114422,2.61641775,1.00930513
-5.66983492,4.16664874,0.03182488,0.81952808,1.71874237,0.00000000,0.67628108,0.41058507,2.60433728,0.99869340
-5.66383192,4.14899505,0.03196858,0.80719141,1.72280096,0.00000000,0.67032822,0.41110921,2.59509223,0.99183963
-5.65782891,4.14107150,0.03218953,0.79616829,1.73087704,0.00000000,0.66577250,0.41268081,2.58889678,0.98893207
-5.65182591,4.14325553,0.03248413,0.78663730,1.74297642,0.00000000,0.66271948,0.41525139,2.58596623,0.99012542
-5.64582291,4.15578963,0.03284846,0.77875921,1.75903806,0.00000000,0.66124622,0.41876022,2.58651071,0.99553349
-5.63981991,4.17877147,0.03327822,0.77267377,1.77893295,0.00000000,0.66139900,0.42313508,2.59072923,1.00522288
-5.63381691,4.21214839,0.03376863,0.76849714,1.80246514,0.00000000,0.66319208,0.42829327,2.59880440,1.01920780
-5.62781391,4.25571678,0.03431442,0.76632011,1.82937496,0.00000000,0.66660749,0.43414312,2.61089769,1.03744653
-5.62181091,4.30912608,0.03490985,0.76620715,1.85934442,0.00000000,0.67159588,0.44058572,2.62714558,1.05983974
-5.61580790,4.37188724,0.03554872,0.76819604,1.89200451,0.00000000,0.67807838,0.44751688,2.64765616,1.08623061
-5.60980490,4.44338511,0.03622442,0.77229831,1.92694395,0.00000000,0.68594929,0.45482933,2.67250623,1.11640690
-5.60380190,4.52289394,0.03693002,0.77850009,1.96371922,0.00000000,0.69507961,0.46241488,2.70173855,1.15010487
-5.59779890,4.60959508,0.03765838,0.78676345,2.00186509,0.00000000,0.70532104,0.47016663,2.73535910,1.18701466
-5.59179590,4.70259591,0.03840225,0.79702795,2.04090541,0.00000000,0.71651037,0.47798099,2.77333413,1.22678707
-5.58579290,4.80094911,0.03915439,0.80921241,2.08036348,0.00000000,0.72847413,0.48575952,2.81558681,1.26904116
-5.57978989,4.90367126,0.03990772,0.82321671,2.11977172,0.00000000,0.74103307,0.49341051,2.86199358,1.31337249
-5.57378689,5.00976016,0.04065541,0.83892349,2.15868020,0.00000000,0.75400656,0.50085023,2.91238017,1.35936141
-5.56778389,5.11821023,0.04139101,0.85619984,2.19666387,0.00000000,0.76721664,0.50800383,2.96651757,1.40658118
-5.56178089,5.22802563,0.04210853,0.87489885,2.23332821,0.00000000,0.78049163,0.51480605,3.02411816,1.45460548
-5.55577789,5.33823113,0.04280251,0.89486107,2.26831347,0.00000000,0.79366928,0.52120150,3.08483257,1.50301510
-5.54977489,5.44788069,0.04346811,0.91591587,2.30129739,0.00000000,0.80659940,0.52714486,3.14824750,1.55140354
-5.54377189,5.55606403,0.04410110,0.93788292,2.33199672,0.00000000,0.81914599,0.53260082,3.21388523,1.59938148
-5.53776888,5.66191176,0.04469790,0.96057354,2.36016764,0.00000000,0.83118890,0.53754396,3.28120504,1.64658011
-5.53176588,5.76459936,0.04525557,0.98379242,2.38560547,0.00000000,0.84262506,0.54195860,3.34960706,1.69265329
-5.52576288,5.86335074,0.04577181,1.00733933,2.40814384,0.00000000,0.85336938,0.54583862,3.41843871,1.73727880
-5.51975988,5.95744173,0.04624489,1.03101119,2.42765366,0.00000000,0.86335526,0.54918739,3.48700401,1.78015874
-5.51375688,6.04620401,0.04667364,1.05460435,2.44404207,0.00000000,0.87253491,0.55201768,3.55457544,1.82101946
-5.50775388,6.12902966,0.04705741,1.07791706,2.45725150,0.00000000,0.88087931,0.55435172,3.62040829,1.85961120
-5.50175088,6.20537655,0.04739598,1.10075212,2.46725904,0.00000000,0.88837802,0.55622124,3.68375703,1.89570760
-5.49574787,6.27477449,0.04768953,1.12291970,2.47407599,0.00000000,0.89503863,0.55766761,3.74389300,1.92910550
-5.48974487,6.33683191,0.04793859,1.14424004,2.47774763,0.00000000,0.90088604,0.55874185,3.80012271,1.95962492
-5.48374187,6.39124265,0.04814402,1.16454606,2.47835306,0.00000000,0.90596128,0.55950468,3.85180601,1.98710964
-5.47773887,6.43779254,0.04830689,1.18368569,2.47600496,0.00000000,0.91032011,0.56002631,3.89837304,2.01142806
-5.47173587,6.47636504,0.04842853,1.20152382,2.47084903,0.00000000,0.91403120,0.56038618,3.93933927,2.03247464
-5.46573287,6.50694540,0.04851042,1.21794375,2.46306298,0.00000000,0.91717388,0.56067233,3.97431775,2.05017157
-5.45972986,6.52962287,0.04855423,1.23284803,2.45285493,0.00000000,0.91983561,0.56098058,4.00302790,2.06447057
-5.45372686,6.54459036,0.04856171,1.24615865,2.44046092,0.00000000,0.92210909,0.56141337,4.02530039,2.07535476
-5.44772386,6.55214127,0.04853472,1.25781668,2.42614163,0.00000000,0.92408909,0.56207823,4.04107781,2.08284016
-5.44172086,6.55266318,0.04847520,1.26778117,2.41017822,0.00000000,0.92586916,0.56308599,4.05041104,2.08697671
-5.43571786,6.54662847,0.04838510,1.27602760,2.39286722,0.00000000,0.92753826,0.56454861,4.05345161,2.08784861
-5.42971486,6.53458199,0.04826635,1.28254591,2.37451482,0.00000000,0.92917747,0.56657666,4.05044036,2.08557379
-5.42371186,6.51712595,0.04812087,1.28733814,2.35543050,0.00000000,0.93085699,0.56927663,4.04169309,2.08030241
-5.41770885,6.49490270,0.04795046,1.29041612,2.33592025,0.00000000,0.93263339,0.57274790,4.02758390,2.07221423
-5.41170585,6.46857588,0.04775680,1.29179895,2.31627978,0.00000000,0.93454740,0.57707956,4.00852714,2.06151510
-5.40570285,6.43881060,0.04754136,1.29151088,2.29678773,0.00000000,0.93662228,0.58234721,3.98495891,2.04843231
-5.39969985,6.40625346,0.04730538,1.28957931,2.27769931,0.00000000,0.93886281,0.58860959,3.95731895,2.03320930
-5.39369685,6.37151307,0.04704979,1.28603332,2.25924049,0.00000000,0.94125492,0.59590547,3.92603383,2.01609964
-5.38769385,6.33514184,0.04677519,1.28090260,2.24160297,0.00000000,0.94376610,0.60425052,3.89150218,1.99736063
-5.38169085,6.29761965,0.04648179,1.27421693,2.22494004,0.00000000,0.94634635,0.61363470,3.85408245,1.97724678
-5.37568784,6.25933985,0.04616937,1.26600605,2.20936352,0.00000000,0.94892972,0.62401993,3.81408378,1.95600342
-5.36968484,6.22059829,0.04583731,1.25630003,2.19494169,0.00000000,0.95143639,0.63533837,3.77175995,1.93386061
-5.36368184,6.18158532,0.04548454,1.24512996,2.18169832,0.00000000,0.95377498,0.64749143,3.72730674,1.91102771
-5.35767884,6.14238136,0.04510960,1.23252886,2.16961271,0.00000000,0.95584523,0.66034952,3.68086229,1.88768877
-5.35167584,6.10295572,0.04471068,1.21853269,2.15862071,0.00000000,0.95754068,0.67375275,3.63251033,1.86399874
-5.34567284,6.06316900,0.04428567,1.20318141,2.14861661,0.00000000,0.95875141,0.68751258,3.58228584,1.84008093
-5.33966983,6.02277870,0.04383227,1.18651990,2.13945585,0.00000000,0.95936665,0.70141451,3.53018264,1.81602543
-5.33366683,5.98144789,0.04334807,1.16859867,2.13095834,0.00000000,0.95927720,0.71522181,3.47616245,1.79188875
-5.32766383,5.93875685,0.04283073,1.14947438,2.12291254,0.00000000,0.95837767,0.72868013,3.42016480,1.76769460
-5.32166083,5.89421709,0.04227804,1.12921004,2.11507994,0.00000000,0.95656836,0.74152312,3.36211744,1.74343566
-5.31565783,5.84728763,0.04168811,1.10787491,2.10720019,0.00000000,0.95375706,0.75347869,3.30194671,1.71907641
-5.30965483,5.79739305,0.04105949,1.08554421,2.09899657,0.00000000,0.94986045,0.76427584,3.23958747,1.69455668
-5.30365183,5.74394299,0.04039132,1.06229857,2.09018199,0.00000000,0.94480543,0.77365188,3.17499244,1.66979614
-5.29764882,5.68635258,0.03968340,1.03822340,2.08046535,0.00000000,0.93853033,0.78135963,3.10814058,1.64469916
-5.29164582,5.62406344,0.03893631,1.01340818,2.06955835,0.00000000,0.93098598,0.78717453,3.03904449,1.61916030
-5.28564282,5.55656481,0.03815150,0.98794578,2.05718260,0.00000000,0.92213687,0.79090122,2.96775664,1.59307010
-5.27963982,5.48341428,0.03733128,0.96193193,2.04307702,0.00000000,0.91196220,0.79237949,2.89437446,1.56632098
-5.27363682,5.40425772,0.03647882,0.93546472,2.02700551,0.00000000,0.90045712,0.79148920,2.81904434,1.53881328
-5.26763382,5.31884781,0.03559818,0.90864448,2.00876450,0.00000000,0.88763391,0.78815413,2.74196438,1.51046128
-5.26163082,5.22706077,0.03469418,0.88157363,1.98819061,0.00000000,0.87352319,0.78234457,2.66338607,1.48119889
-5.25562781,5.12891077,0.03377237,0.85435694,1.96516771,0.00000000,0.85817508,0.77407849,2.58361481,1.45098520
-5.24962481,5.02456144,0.03283886,0.82710170,1.93963360,0.00000000,0.84166030,0.76342140,2.50300930,1.41980942
-5.24362181,4.91433410,0.03190025,0.79991818,1.91158566,0.00000000,0.82407088,0.75048477,2.42197962,1.38769540
-5.23761881,4.79871217,0.03096348,0.77291988,1.88108534,0.00000000,0.80552068,0.73542324,2.34098419,1.35470529
-5.23161581,4.67834139,0.03003567,0.74622380,1.84826113,0.00000000,0.78614530,0.71843059,2.26052525,1.32094240
-5.22561281,4.55402557,0.02912399,0.71995045,1.81330968,0.00000000,0.76610147,0.69973482,2.18114304,1.28655308
-5.21960980,4.42671746,0.02823555,0.69422357,1.77649490,0.00000000,0.74556567,0.67959232,2.10340833,1.25172738
-5.21360680,4.29750476,0.02737729,0.66916942,1.73814470,0.00000000,0.72473195,0.65828150,2.02791363,1.21669847
-5.20760380,4.16759124,0.02655584,0.64491569,1.69864532,0.00000000,0.70380891,0.63609602,1.95526268,1.18174062
-5.20160080,4.03827301,0.02577746,0.62158986,1.65843318,0.00000000,0.68301585,0.61333781,1.88605860,1.14716571
-5.19559780,3.91091050,0.02504795,0.59931708,1.61798436,0.00000000,0.66257800,0.59031011,1.82089073,1.11331824
-5.18959480,3.78689645,0.02437260,0.57821758,1.57780188,0.00000000,0.64272108,0.56731068,1.76032039,1.08056877
-5.18359180,3.66762087,0.02375612,0.55840370,1.53840111,0.00000000,0.62366530,0.54462538,1.70486590,1.04930589
-5.17758879,3.55443375,0.02320257,0.53997663,1.50029376,0.00000000,0.60561888,0.52252221,1.65498733,1.01992689
-5.17158579,3.44860677,0.02271533,0.52302295,1.46397102,0.00000000,0.58877154,0.50124600,1.61107143,0.99282729
-5.16558279,3.35129517,0.02229701,0.50761122,1.42988660,0.00000000,0.57328801,0.48101375,1.57341743,0.96838948
-5.15957979,3.26350134,0.02194944,0.49378877,1.39844019,0.00000000,0.55930210,0.46201083,1.54222419,0.94697088
-5.15357679,3.18604144,0.02167353,0.48157885,1.36996234,0.00000000,0.54691142,0.44438805,1.51757956,0.92889193
-5.14757379,3.11951665,0.02146927,0.47097839,1.34470138,0.00000000,0.53617321,0.42825963,1.49945238,0.91442448
-5.14157079,3.06429028,0.02133565,0.46195650,1.32281313,0.00000000,0.52710143,0.41370220,1.48768792,0.90378090
-5.13556778,3.02047222,0.02127059,0.45445393,1.30435404,0.00000000,0.51966546,0.40075479,1.48200706,0.89710457
-5.12956478,2.98791145,0.02127092,0.44838352,1.28927814,0.00000000,0.51379042,0.38941980,1.48200970,0.89446208
-5.12356178,2.96619759,0.02133236,0.44363174,1.27743832,0.00000000,0.50935934,0.37966505,1.48718250,0.89583764
-5.11755878,2.95467163,0.02144956,0.44006139,1.26859181,0.00000000,0.50621704,0.37142667,1.49691107,0.90112999
-5.11155578,2.95244595,0.02161611,0.43751531,1.26240998,0.00000000,0.50417578,0.36461298,1.51049614,0.91015227
-5.10555278,2.95843309,0.02182467,0.43582103,1.25849198,0.00000000,0.50302233,0.35910900,1.52717361,0.92263471
-5.09954977,2.97138227,0.02206709,0.43479627,1.25638181,0.00000000,0.50252637,0.35478171,1.54613753,0.93823049
-5.09354677,2.98992253,0.02233459,0.43425489,1.25558803,0.00000000,0.50244974,0.35148562,1.56656532,0.95652438
-5.08754377,3.01261074,0.02261798,0.43401318,1.25560527,0.00000000,0.50255622,0.34906872,1.58764421,0.97704410
-5.08154077,3.03798247,0.02290793,0.43389622,1.25593651,0.00000000,0.50262146,0.34737833,1.60859781,0.99927403
-5.07553777,3.06460369,0.02319522,0.43374385,1.25611522,0.00000000,0.50244250,0.34626680,1.62871165,1.02267054
-5.06953477,3.09112111,0.02347104,0.43341610,1.25572607,0.00000000,0.50184654,0.34559680,1.64735650,1.04667864
-5.06353177,3.11630888,0.02372733,0.43279786,1.25442352,0.00000000,0.50069861,0.34524593,1.66400847,1.07074901
-5.05752876,3.13910973,0.02395699,0.43180243,1.25194719,0.00000000,0.49890763,0.34511049,1.67826494,1.09435489
-5.05152576,3.15866874,0.02415423,0.43037382,1.24813340,0.00000000,0.49643076,0.34510835,1.68985551,1.11700793
-5.04552276,3.17435842,0.02431474,0.42848789,1.24292239,0.00000000,0.49327583,0.34518064,1.69864745,1.13827247
-5.03951976,3.18579399,0.02443589,0.42615198,1.23636087,0.00000000,0.48950165,0.34529243,1.70464548,1.15777757
-5.03351676,3.19283856,0.02451687,0.42340338,1.22859991,0.00000000,0.48521636,0.34543218,1.70798577,1.17522620
-5.02751376,3.19559799,0.02455874,0.42030653,1.21988837,0.00000000,0.48057381,0.34561025,1.70892453,1.19040147
-5.02151076,3.19440623,0.02456443,0.41694928,1.21056214,0.00000000,0.47576816,0.34585642,1.70782176,1.20316935
-5.01550775,3.18980168,0.02453865,0.41343829,1.20103004,0.00000000,0.47102705,0.34621660,1.70512082,1.21347813
-5.00950475,3.18249633,0.02448778,0.40989391,1.19175679,0.00000000,0.46660353,0.34674912,1.70132502,1.22135459
-5.00350175,3.17333890,0.02441966,0.40644475,1.18324411,0.00000000,0.46276711,0.34752045,1.69697209,1.22689719
-4.99749875,3.16327411,0.02434333,0.40322220,1.17601071,0.00000000,0.45979431,0.34860094,1.69260796,1.23026673
-4.99149575,3.15329967,0.02426871,0.40035514,1.17057208,0.00000000,0.45795905,0.35006060,1.68876076,1.23167497
-4.98549275,3.14442314,0.02420632,0.39796509,1.16742074,0.00000000,0.45752318,0.35196513,1.68591647,1.23137187
-4.97948974,3.13762025,0.02416685,0.39616183,1.16700792,0.00000000,0.45872744,0.35437242,1.68449701,1.22963211
-4.97348674,3.13379616,0.02416085,0.39503980,1.16972697,0.00000000,0.46178306,0.35732965,1.68484167,1.22674148
-4.96748374,3.13375120,0.02419831,0.39467513,1.17589914,0.00000000,0.46686438,0.36087099,1.68719267,1.22298388
-4.96148074,3.13815181,0.02428833,0.39512353,1.18576204,0.00000000,0.47410229,0.36501612,1.69168514,1.21862940
-4.95547774,3.14750748,0.02443877,0.39641883,1.19946085,0.00000000,0.48357899,0.36976933,1.69834176,1.21392401
-4.94947474,3.16215411,0.02465593,0.39857227,1.21704242,0.00000000,0.49532383,0.37511943,1.70707215,1.20908119
-4.94347174,3.18224371,0.02494433,0.40157238,1.23845224,0.00000000,0.50931051,0.38104019,1.71767663,1.20427577
-4.93746873,3.20774054,0.02530643,0.40538540,1.26353409,0.00000000,0.52545547,0.38749132,1.72985412,1.19964013
-4.93146573,3.23842311,0.02574253,0.40995609,1.29203235,0.00000000,0.54361762,0.39441995,1.74321353,1.19526267
-4.92546273,3.27389190,0.02625063,0.41520907,1.32359664,0.00000000,0.56359939,0.40176240,1.75728817,1.19118862
-4.91945973,3.31358207,0.02682644,0.42105029,1.35778875,0.00000000,0.58514905,0.40944616,1.77155231,1.18742287
-4.91345673,3.35678079,0.02746339,0.42736901,1.39409166,0.00000000,0.60796444,0.41739215,1.78543940,1.18393462
-4.90745373,3.40264860,0.02815274,0.43403994,1.43192046,0.00000000,0.63169794,0.42551698,1.79836123,1.18066369
-4.90145073,3.45024437,0.02888381,0.44092572,1.47063509,0.00000000,0.65596285,0.43373535,1.80972738,1.17752798
-4.89544772,3.49855333,0.02964419,0.44787979,1.50955475,0.00000000,0.68034103,0.44196244,1.81896447,1.17443188
-4.88944472,3.54651779,0.03042011,0.45474955,1.54797380,0.00000000,0.70439171,0.45011632,1.82553475,1.17127533
-4.88344172,3.59306984,0.03119679,0.46137998,1.58517899,0.00000000,0.72766149,0.45812045,1.82895368,1.16796313
-4.87743872,3.63716576,0.03195888,0.46761756,1.62046768,0.00000000,0.74969519,0.46590603,1.82880609,1.16441422
-4.87143572,3.67782114,0.03269096,0.47331466,1.65316684,0.00000000,0.77004749,0.47341445,1.82476080,1.16057063
-4.86543272,3.71414621,0.03337806,0.47833419,1.68265233,0.00000000,0.78829484,0.48059970,1.81658334,1.15640589
-4.85942971,3.74538016,0.03400611,0.48255446,1.70836785,0.00000000,0.80404754,0.48743057,1.80414678,1.15193240
-4.85342671,3.77092359,0.03456250,0.48587422,1.72984320,0.00000000,0.81696134,0.49389279,1.78744032,1.14720775
-4.84742371,3.79036774,0.03503654,0.48821753,1.74671094,0.00000000,0.82674828,0.49999090,1.76657565,1.14233943
-4.84142071,3.80351930,0.03541989,0.48953845,1.75872083,0.00000000,0.83318621,0.50574970,1.74179082,1.13748792
-4.83541771,3.81041941,0.03570687,0.48982516,1.76575141,0.00000000,0.83612663,0.51121524,1.71345154,1.13286777
-4.82941471,3.81135573,0.03589482,0.48910349,1.76781788,0.00000000,0.83550039,0.51645524,1.68204992,1.12874648
-4.82341171,3.80686645,0.03598416,0.48743945,1.76507589,0.00000000,0.83132087,0.52155870,1.64820037,1.12544114
-4.81740870,3.79773529,0.03597852,0.48494068,1.75782058,0.00000000,0.82368450,0.52663466,1.61263281,1.12331262
-4.81140570,3.78497723,0.03588465,0.48175661,1.74648076,0.00000000,0.81276842,0.53181012,1.57618326,1.12275746
-4.80540270,3.76981459,0.03571221,0.47807731,1.73160807,0.00000000,0.79882524,0.53722687,1.53978185,1.12419750
-4.79939970,3.75364405,0.03547349,0.47413087,1.71386125,0.00000000,0.78217510,0.54303745,1.50443851,1.12806753
-4.79339670,3.73799524,0.03518296,0.47017940,1.69398599,0.00000000,0.76319529,0.54940016,1.47122677,1.13480140
-4.78739370,3.72448236,0.03485680,0.46651366,1.67279099,0.00000000,0.74230779,0.55647332,1.44126588,1.14481688
-4.78139070,3.71475053,0.03451229,0.46344663,1.65112098,0.00000000,0.71996527,0.56440890,1.41570186,1.15850015
-4.77538769,3.71041893,0.03416722,0.46130599,1.62982784,0.00000000,0.69663604,0.57334583,1.39568797,1.17619028
-4.76938469,3.71302330,0.03383918,0.46042593,1.60974100,0.00000000,0.67278885,0.58340317,1.38236509,1.19816464
-4.76338169,3.72396011,0.03354503,0.46113856,1.59163820,0.00000000,0.64887785,0.59467358,1.37684251,1.22462590
-4.75737869,3.74443509,0.03330019,0.46376515,1.57621812,0.00000000,0.62532869,0.60721732,1.38017965,1.25569130
-4.75137569,3.77541863,0.03311822,0.46860750,1.56407585,0.00000000,0.60252607,0.62105712,1.39336909,1.29138481
-4.74537269,3.81760989,0.03301032,0.47593992,1.55568253,0.00000000,0.58080354,0.63617429,1.41732115,1.33163275
-4.73936968,3.87141168,0.03298503,0.48600176,1.55136987,0.00000000,0.56043571,0.65250630,1.45285027,1.37626314
-4.73336668,3.93691709,0.03304805,0.49899105,1.55132037,0.00000000,0.54163325,0.66994605,1.50066311,1.42500896
-4.72736368,4.01390864,0.03320213,0.51505920,1.55556367,0.00000000,0.52454088,0.68834289,1.56134856,1.47751535
-4.72136068,4.10186973,0.03344717,0.53430697,1.56397914,0.00000000,0.50923816,0.70750561,1.63536914,1.53335035
-4.71535768,4.20000801,0.03378041,0.55678180,1.57630449,0.00000000,0.49574311,0.72720714,1.72305396,1.59201885
-4.70935468,4.30728905,0.03419667,0.58247640,1.59215013,0.00000000,0.48401820,0.74719101,1.82459268,1.65297896
-4.70335168,4.42247883,0.03468882,0.61132875,1.61101835,0.00000000,0.47397851,0.76717915,1.94003031,1.71566015
-4.69734867,4.54419248,0.03524818,0.64322327,1.63232649,0.00000000,0.46550129,0.78688086,2.06926275,1.77948208
-4.69134567,4.67094706,0.03586501,0.67799305,1.65543292,0.00000000,0.45843669,0.80600247,2.21203280,1.84387333
-4.68534267,4.80121543,0.03652906,0.71542316,1.67966452,0.00000000,0.45261882,0.82425731,2.36792666,1.90828890
-4.67933967,4.93347863,0.03723002,0.75525472,1.70434447,0.00000000,0.44787672,0.84137539,2.53637118,1.97222576
-4.67333667,5.06627433,0.03795798,0.79718966,1.72881885,0.00000000,0.44404457,0.85711258,2.71663194,2.03523558
-4.66733367,5.19823903,0.03870384,0.84089604,1.75248097,0.00000000,0.44097084,0.87125857,2.90781263,2.09693412
-4.66133067,5.32814233,0.03945962,0.88601373,1.77479222,0.00000000,0.43852574,0.88364338,3.10885626,2.15700694
-4.65532766,5.45491191,0.04021864,0.93216037,1.79529863,0.00000000,0.43660679,0.89414217,3.31854870,2.21521111
-4.64932466,5.57764872,0.04097573,0.97893749,1.81364246,0.00000000,0.43514234,0.90267788,3.53552499,2.27137334
-4.64332166,5.69563198,0.04172715,1.02593663,1.82956841,0.00000000,0.43409289,0.90922189,3.75827914,2.32538451
